Orthogroup	DMIR.longest_only	CPIP.longest_only
OG0004321	LOC108162611|XP_017152919.1|DMIR	LOC120426480|XP_039447180.1|CPIP
OG0004322	LOC108157692|XP_017145350.1|DMIR	LOC120426487|XP_039447185.1|CPIP
OG0004323	LOC108152806|XP_017137881.1|DMIR	LOC120420374|XP_039439308.1|CPIP
OG0004324	LOC108162753|XP_017153122.1|DMIR	LOC120420375|XP_039439312.1|CPIP
OG0004325	LOC108158610|XP_017146573.1|DMIR, LOC117194135|XP_033254684.1|DMIR	LOC120420387|XP_039439334.1|CPIP
OG0004326	LOC108158607|XP_017146570.2|DMIR, LOC117185700|XP_033246495.1|DMIR	LOC120416214|XP_039433839.1|CPIP
OG0004327	LOC117186275|XP_033242698.1|DMIR	LOC120428352|XP_039449286.1|CPIP
OG0004328	LOC108158717|XP_017146749.1|DMIR, LOC117193085|XP_033253701.1|DMIR	LOC120423253|XP_039442907.1|CPIP
OG0004329	LOC108158584|XP_017146517.1|DMIR, LOC117189629|XP_033250642.1|DMIR, LOC117190550|XP_033251500.1|DMIR	LOC120423243|XP_039442891.1|CPIP
OG0004330	LOC117193068|XP_033253691.1|DMIR, LOC117192731|XP_033253365.1|DMIR, LOC108159626|XP_017148572.1|DMIR	LOC120414924|XP_039432192.1|CPIP
OG0004331	LOC117188162|XP_033247491.1|DMIR, LOC108158794|XP_017146968.2|DMIR	LOC120414902|XP_039432165.1|CPIP
OG0004332	LOC108162964|XP_017153452.1|DMIR	LOC120414911|XP_039432179.1|CPIP
OG0004333	LOC108161941|XP_017151864.1|DMIR	LOC120414894|XP_039432150.1|CPIP
OG0004334	LOC108162015|XP_017151996.1|DMIR	LOC120414895|XP_039432152.1|CPIP
OG0004335	LOC108159919|XP_017149044.1|DMIR	LOC120414893|XP_039432149.1|CPIP
OG0004336	LOC108160043|XP_017149276.1|DMIR, LOC117193091|XP_033253708.1|DMIR	LOC120414904|XP_039432167.1|CPIP
OG0004337	LOC108162792|XP_017153181.1|DMIR	LOC120414897|XP_039432158.1|CPIP
OG0004338	LOC108153002|XP_017138232.1|DMIR	LOC120418452|XP_039436809.1|CPIP
OG0004339	LOC108160923|XP_017150695.1|DMIR	LOC120418441|XP_039436783.1|CPIP
OG0004340	LOC117191480|XP_033252227.1|DMIR, LOC108160922|XP_017150694.1|DMIR	LOC120418440|XP_039436782.1|CPIP
OG0004341	LOC108158990|XP_017147326.1|DMIR, LOC117190033|XP_033251013.1|DMIR, LOC117190541|XP_033251491.1|DMIR	LOC120431261|XP_039452328.1|CPIP
OG0004342	LOC117193363|XP_033253971.1|DMIR, LOC108159846|XP_017148924.1|DMIR	LOC120417243|XP_039435137.1|CPIP
OG0004343	LOC117192996|XP_033253617.1|DMIR, LOC108159847|XP_017148925.1|DMIR	LOC120417222|XP_039435117.1|CPIP
OG0004344	LOC117185787|XP_033253874.1|DMIR, LOC108160875|XP_017150628.1|DMIR	LOC120417227|XP_039435121.1|CPIP
OG0004345	LOC108162303|XP_017152459.1|DMIR	LOC120427046|XP_039447811.1|CPIP
OG0004346	LOC108160907|XP_033254104.1|DMIR, LOC117188010|XP_033247016.1|DMIR	LOC120427044|XP_039447809.1|CPIP
OG0004347	LOC108160398|XP_017149878.2|DMIR, LOC117188011|XP_033247019.1|DMIR	LOC120421729|XP_039440916.1|CPIP
OG0004348	LOC117188316|XP_033247856.1|DMIR, LOC117191625|XP_033252330.1|DMIR	LOC120427759|XP_039448602.1|CPIP
OG0004349	LOC117185707|XP_033250460.1|DMIR, LOC108158889|XP_017147154.1|DMIR	LOC120428141|XP_039449060.1|CPIP
OG0004350	LOC108160781|XP_017150474.1|DMIR	LOC120424452|XP_039444518.1|CPIP
OG0004351	LOC117192018|XP_033252627.1|DMIR, LOC108159004|XP_017147362.1|DMIR	LOC120425053|XP_039445363.1|CPIP
OG0004352	LOC108156388|XP_017143294.1|DMIR	LOC120415282|XP_039432686.1|CPIP
OG0004353	LOC108156259|XP_017143111.1|DMIR	LOC120424181|XP_039444174.1|CPIP
OG0004354	LOC108155126|XP_017141257.1|DMIR	LOC120424208|XP_039444199.1|CPIP
OG0004355	LOC108155338|XP_017141576.1|DMIR	LOC120425122|XP_039445482.1|CPIP
OG0004356	LOC108159852|XP_017148933.1|DMIR, LOC117192613|XP_033253228.1|DMIR	LOC120424388|XP_039444423.1|CPIP
OG0004357	LOC108160595|XP_017150181.2|DMIR	LOC120418003|XP_039436180.1|CPIP
OG0004358	LOC108159261|XP_017147891.1|DMIR, LOC117185950|XP_033251540.1|DMIR	LOC120429097|XP_039450195.1|CPIP
OG0004359	LOC117185931|XP_033254365.1|DMIR, LOC108158776|XP_017146898.1|DMIR	LOC120428515|XP_039449462.1|CPIP
OG0004361	LOC108154209|XP_017139921.1|DMIR	LOC120421469|XP_039440621.1|CPIP
OG0004362	LOC108151796|XP_017136135.1|DMIR	LOC120421462|XP_039440608.1|CPIP
OG0004363	LOC108159458|XP_017148250.1|DMIR	LOC120431871|XP_039452936.1|CPIP
OG0004364	LOC108160980|XP_017150771.1|DMIR	LOC120421461|XP_039440607.1|CPIP
OG0004365	LOC117192331|XP_033252869.1|DMIR, LOC108159595|XP_017148538.1|DMIR	LOC120416734|XP_039434495.1|CPIP
OG0004366	LOC108162776|XP_017153161.1|DMIR	LOC120427348|XP_039448139.1|CPIP
OG0004367	LOC108151373|XP_017135424.1|DMIR	LOC120426855|XP_039447591.1|CPIP, LOC120427340|XP_039448128.1|CPIP
OG0004368	LOC108151431|XP_017135515.1|DMIR	LOC120426868|XP_039447606.1|CPIP
OG0004369	LOC108158999|XP_017147352.1|DMIR, LOC117191610|XP_033252319.1|DMIR	LOC120428057|XP_039448950.1|CPIP
OG0004370	LOC117188313|XP_033247850.1|DMIR, LOC108158781|XP_017146944.2|DMIR	LOC120415122|XP_039432477.1|CPIP
OG0004371	LOC108151709|XP_017135968.1|DMIR	LOC120422942|XP_039442458.1|CPIP
OG0004372	LOC117192788|XP_033253430.1|DMIR, LOC108160098|XP_017149371.1|DMIR	LOC120422940|XP_039442452.1|CPIP
OG0004373	LOC108159531|XP_017148394.1|DMIR, LOC117191929|XP_033252566.1|DMIR	LOC120422964|XP_039442486.1|CPIP
OG0004374	LOC117188295|XP_033247811.1|DMIR, LOC108159016|XP_033247766.1|DMIR	LOC120415366|XP_039432792.1|CPIP
OG0004375	LOC108151078|XP_017134950.1|DMIR	LOC120415852|XP_039433423.1|CPIP
OG0004376	LOC108153550|XP_017139107.1|DMIR	LOC120430333|XP_039451367.1|CPIP
OG0004377	LOC108151999|XP_017136457.1|DMIR	LOC120415103|XP_039432455.1|CPIP
OG0004378	LOC108159659|XP_017148621.2|DMIR, LOC117187984|XP_033246940.1|DMIR	LOC120415142|XP_039432503.1|CPIP
OG0004379	LOC108159596|XP_017148539.1|DMIR, LOC117193204|XP_033253845.1|DMIR	LOC120415132|XP_039432492.1|CPIP
OG0004380	LOC108160631|XP_017150247.2|DMIR, LOC117188196|XP_033247567.1|DMIR	LOC120415448|XP_039432931.1|CPIP
OG0004381	LOC108156344|XP_017143231.1|DMIR	LOC120420350|XP_039439279.1|CPIP
OG0004382	LOC117189846|XP_033250810.1|DMIR, LOC108159098|XP_017147558.1|DMIR	LOC120419145|XP_039437713.1|CPIP
OG0004383	LOC108159791|XP_017148843.1|DMIR, LOC117189953|XP_033250926.1|DMIR	LOC120419169|XP_039437755.1|CPIP
OG0004384	LOC117188204|XP_033247581.1|DMIR, LOC117190657|XP_033251602.1|DMIR	LOC120419170|XP_039437757.1|CPIP
OG0004385	LOC108159954|XP_017149109.2|DMIR, LOC117185811|XP_033246891.1|DMIR	LOC120412759|XP_039429285.1|CPIP
OG0004386	LOC108160741|XP_017150422.1|DMIR, LOC117190417|XP_033251385.1|DMIR	LOC120412772|XP_039429301.1|CPIP
OG0004387	LOC108151362|XP_017135410.1|DMIR	LOC120412713|XP_039429221.1|CPIP
OG0004388	LOC108159796|XP_017148848.1|DMIR	LOC120412762|XP_039429288.1|CPIP
OG0004389	LOC117186827|XP_033244010.1|DMIR, LOC108151901|XP_017136299.2|DMIR	LOC120412716|XP_039429234.1|CPIP
OG0004390	LOC108153467|XP_017138986.1|DMIR	LOC120415840|XP_039433410.1|CPIP
OG0004391	LOC117193491|XP_033254133.1|DMIR, LOC108158219|XP_017145934.1|DMIR	LOC120415885|XP_039433456.1|CPIP
OG0004392	LOC108151876|XP_017136261.1|DMIR	LOC120415406|XP_039432867.1|CPIP
OG0004393	LOC117185725|XP_033250950.1|DMIR, LOC108158486|XP_033246956.1|DMIR	LOC120415444|XP_039432926.1|CPIP, LOC120427099|XP_039447887.1|CPIP
OG0004394	LOC108159071|XP_017147506.1|DMIR	LOC120419311|XP_039437913.1|CPIP
OG0004395	LOC108160678|XP_017150320.1|DMIR	LOC120427990|XP_039448881.1|CPIP
OG0004396	LOC117185840|XP_033253454.1|DMIR, LOC108159641|XP_017148595.1|DMIR	LOC120429998|XP_039451029.1|CPIP
OG0004397	LOC117190192|XP_033251145.1|DMIR, LOC108159040|XP_017147452.1|DMIR	LOC120431568|XP_039452609.1|CPIP, LOC120430002|XP_039451034.1|CPIP
OG0004398	LOC117185752|XP_033248261.1|DMIR, LOC117189360|XP_033250384.1|DMIR, LOC108159043|XP_017147456.2|DMIR	LOC120429997|XP_039451028.1|CPIP, LOC120431570|XP_039452611.1|CPIP
OG0004399	LOC117192376|XP_033252932.1|DMIR, LOC108159035|XP_017147445.1|DMIR, LOC117192375|XP_033252931.1|DMIR	LOC120429994|XP_039451022.1|CPIP
OG0004400	LOC108155015|XP_017141056.1|DMIR	LOC120415133|XP_039432493.1|CPIP
OG0004401	LOC117190568|XP_033251516.1|DMIR, LOC117189667|XP_033250663.1|DMIR, LOC108160817|XP_017150532.1|DMIR	LOC120415121|XP_039432474.1|CPIP
OG0004402	LOC117187902|XP_033246730.1|DMIR, LOC117189665|XP_033250662.1|DMIR, LOC108159679|XP_017148661.2|DMIR	LOC120415124|XP_039432481.1|CPIP
OG0004403	LOC117190510|XP_033251467.1|DMIR, LOC108159662|XP_017148628.1|DMIR	LOC120429091|XP_039450190.1|CPIP
OG0004404	LOC117192701|XP_033253329.1|DMIR, LOC108159999|XP_017149205.1|DMIR	LOC120429158|XP_039450303.1|CPIP
OG0004405	LOC108153491|XP_017139021.1|DMIR	LOC120429180|XP_039450330.1|CPIP
OG0004406	LOC108152590|XP_017137530.1|DMIR	LOC120429230|XP_039450377.1|CPIP
OG0004407	LOC108159586|XP_017148525.1|DMIR, LOC117193950|XP_033254498.1|DMIR	LOC120429782|XP_039450778.1|CPIP
OG0004408	LOC108153648|XP_017139242.1|DMIR	LOC120415384|XP_039432842.1|CPIP
OG0004409	LOC108164444|XP_017155640.1|DMIR	LOC120418158|XP_039436389.1|CPIP
OG0004410	LOC108158385|XP_017146127.2|DMIR, LOC117187727|XP_033246401.1|DMIR	LOC120429991|XP_039451018.1|CPIP
OG0004411	LOC108151367|XP_017135416.1|DMIR	LOC120429988|XP_039451015.1|CPIP
OG0004412	LOC108151365|XP_017135414.1|DMIR	LOC120419171|XP_039437758.1|CPIP, LOC120420329|XP_039439258.1|CPIP
OG0004413	LOC108160361|XP_017149820.1|DMIR	LOC120418141|XP_039436368.1|CPIP
OG0004414	LOC108160391|XP_017149867.1|DMIR, LOC117191097|XP_033251951.1|DMIR	LOC120418136|XP_039436357.1|CPIP
OG0004415	LOC117189349|XP_033250378.1|DMIR, LOC117190400|XP_033251366.1|DMIR, LOC108158193|XP_017145901.1|DMIR	LOC120432665|XP_039453845.1|CPIP
OG0004416	LOC117188314|XP_033247852.1|DMIR, LOC108158783|XP_017146949.2|DMIR	LOC120412363|XP_039428721.1|CPIP
OG0004417	LOC108154772|XP_017140645.1|DMIR	LOC120412360|XP_039428717.1|CPIP
OG0004418	LOC108160111|XP_033251816.1|DMIR, LOC117185928|XP_033246426.1|DMIR	LOC120412358|XP_039428707.1|CPIP
OG0004419	LOC108160247|XP_017149598.1|DMIR	LOC120432641|XP_039453817.1|CPIP
OG0004420	LOC108160305|XP_017149707.1|DMIR	LOC120412333|XP_039428667.1|CPIP
OG0004421	LOC108153464|XP_017138982.1|DMIR	LOC120425247|XP_039445625.1|CPIP
OG0004422	LOC108152162|XP_017136770.1|DMIR	LOC120425962|XP_039446543.1|CPIP
OG0004423	LOC117190440|XP_033251410.1|DMIR, LOC108158454|XP_017146229.2|DMIR, LOC117187971|XP_033246903.1|DMIR	LOC120416845|XP_039434668.1|CPIP
OG0004424	LOC108160251|XP_017149604.1|DMIR	LOC120416837|XP_039434660.1|CPIP
OG0004425	LOC108152049|XP_017136540.1|DMIR	LOC120416832|XP_039434652.1|CPIP
OG0004426	LOC108151789|XP_017136127.1|DMIR	LOC120416810|XP_039434619.1|CPIP
OG0004427	LOC108152702|XP_017137711.1|DMIR	LOC120428653|XP_039449634.1|CPIP
OG0004428	LOC108157158|XP_017144556.1|DMIR	LOC120428654|XP_039449635.1|CPIP
OG0004429	LOC108161827|XP_017151675.2|DMIR	LOC120431001|XP_039452095.1|CPIP
OG0004430	LOC108152366|XP_017137134.1|DMIR	LOC120418195|XP_039436435.1|CPIP
OG0004431	LOC108156095|XP_017142873.1|DMIR	LOC120417013|XP_039434884.1|CPIP
OG0004432	LOC108156094|XP_017142872.1|DMIR	LOC120416993|XP_039434862.1|CPIP
OG0004433	LOC108153223|XP_017138540.1|DMIR	LOC120421847|XP_039441070.1|CPIP
OG0004434	LOC108159042|XP_017147455.1|DMIR	LOC120421877|XP_039441108.1|CPIP
OG0004435	LOC108159336|XP_017148021.1|DMIR, LOC117191036|XP_033251897.1|DMIR	LOC120426626|XP_039447352.1|CPIP
OG0004436	LOC117185936|XP_033254756.1|DMIR, LOC108159469|XP_033246220.1|DMIR	LOC120420263|XP_039439192.1|CPIP
OG0004437	LOC117193454|XP_033254101.1|DMIR, LOC108160436|XP_017149933.1|DMIR	LOC120420280|XP_039439212.1|CPIP
OG0004438	LOC108159795|XP_017148846.1|DMIR, LOC117189949|XP_033250922.1|DMIR	LOC120426517|XP_039447220.1|CPIP
OG0004439	LOC117189424|XP_033250440.1|DMIR, LOC108159291|XP_017147945.1|DMIR	LOC120426512|XP_039447216.1|CPIP
OG0004440	LOC117189448|XP_033250466.1|DMIR, LOC108158396|XP_017146142.1|DMIR	LOC120426520|XP_039447223.1|CPIP
OG0004441	LOC108163031|XP_017153565.1|DMIR	LOC120415200|XP_039432592.1|CPIP
OG0004442	LOC117189300|XP_033250351.1|DMIR, LOC117193218|XP_033253862.1|DMIR, LOC108160238|XP_017149584.1|DMIR	LOC120415178|XP_039432570.1|CPIP
OG0004443	LOC108152976|XP_017138190.1|DMIR	LOC120429785|XP_039450779.1|CPIP, LOC120430863|XP_039451922.1|CPIP
OG0004444	LOC108160506|XP_017150035.2|DMIR, LOC117187947|XP_033246838.1|DMIR	LOC120425102|XP_039445431.1|CPIP
OG0004445	LOC117190978|XP_033251849.1|DMIR, LOC108160623|XP_017150231.1|DMIR	LOC120416358|XP_039434024.1|CPIP
OG0004446	LOC108157115|XP_017144485.1|DMIR	LOC120416357|XP_039434023.1|CPIP
OG0004447	LOC108156788|XP_017143953.1|DMIR	LOC120416351|XP_039434017.1|CPIP
OG0004448	LOC108159782|XP_017148832.1|DMIR, LOC117192887|XP_033253523.1|DMIR	LOC120416363|XP_039434031.1|CPIP
OG0004449	LOC108152916|XP_017138082.1|DMIR	LOC120421568|XP_039440731.1|CPIP
OG0004450	LOC108159319|XP_017147997.1|DMIR	LOC120427131|XP_039447921.1|CPIP
OG0004451	LOC108160396|XP_017149874.1|DMIR	LOC120432579|XP_039453748.1|CPIP
OG0004452	LOC108160867|XP_017150617.1|DMIR, LOC117193680|XP_033254306.1|DMIR	LOC120432581|XP_039453750.1|CPIP
OG0004453	LOC117185873|XP_033251768.1|DMIR, LOC108159736|XP_017148761.1|DMIR	LOC120432549|XP_039453710.1|CPIP
OG0004454	LOC108157303|XP_017144793.1|DMIR	LOC120421562|XP_039440723.1|CPIP
OG0004455	LOC108153336|XP_017138761.1|DMIR	LOC120421581|XP_039440747.1|CPIP
OG0004456	LOC117188815|XP_033249132.1|DMIR, LOC108161255|XP_033246500.1|DMIR, LOC117188814|XP_033249131.1|DMIR	LOC120421563|XP_039440724.1|CPIP
OG0004457	LOC108152756|XP_017137805.1|DMIR	LOC120421553|XP_039440715.1|CPIP
OG0004458	LOC108152853|XP_017137960.1|DMIR	LOC120421569|XP_039440735.1|CPIP
OG0004459	LOC108152324|XP_017137059.1|DMIR	LOC120423755|XP_039443604.1|CPIP
OG0004460	LOC108150942|XP_017134765.1|DMIR	LOC120423740|XP_039443586.1|CPIP
OG0004461	LOC108152940|XP_017138124.1|DMIR	LOC120426242|XP_039446913.1|CPIP
OG0004462	LOC108150923|XP_017134742.1|DMIR	LOC120422202|XP_039441518.1|CPIP
OG0004463	LOC108152459|XP_017137311.1|DMIR	LOC120422215|XP_039441534.1|CPIP
OG0004464	LOC108152115|XP_033243965.1|DMIR	LOC120422208|XP_039441524.1|CPIP
OG0004465	LOC108162850|XP_017153282.1|DMIR	LOC120416381|XP_039434050.1|CPIP
OG0004466	LOC108153494|XP_017139033.1|DMIR	LOC120416373|XP_039434040.1|CPIP
OG0004467	LOC108153575|XP_017139143.1|DMIR	LOC120416338|XP_039433999.1|CPIP
OG0004468	LOC108153573|XP_017139142.1|DMIR	LOC120416336|XP_039433996.1|CPIP
OG0004469	LOC108151039|XP_017134896.1|DMIR	LOC120416346|XP_039434009.1|CPIP
OG0004470	LOC108163130|XP_017153734.1|DMIR	LOC120431317|XP_039452384.1|CPIP, LOC120428921|XP_039449994.1|CPIP
OG0004471	LOC108154759|XP_017140623.2|DMIR	LOC120428932|XP_039450010.1|CPIP
OG0004472	LOC117193315|XP_033253939.1|DMIR, LOC108159865|XP_017148955.1|DMIR	LOC120423890|XP_039443800.1|CPIP
OG0004473	LOC117188457|XP_033248254.1|DMIR, LOC108158634|XP_017146604.1|DMIR	LOC120423904|XP_039443818.1|CPIP
OG0004474	LOC108158631|XP_017146600.1|DMIR, LOC117187806|XP_033246551.1|DMIR, LOC117190738|XP_033251692.1|DMIR	LOC120423908|XP_039443822.1|CPIP
OG0004475	LOC108159529|XP_017148390.2|DMIR, LOC117187839|XP_033246601.1|DMIR	LOC120428253|XP_039449177.1|CPIP
OG0004476	LOC108164238|XP_017155361.1|DMIR	LOC120428263|XP_039449188.1|CPIP
OG0004477	LOC108160272|XP_017149642.1|DMIR	LOC120428256|XP_039449180.1|CPIP
OG0004478	LOC108160792|XP_017150489.1|DMIR	LOC120428250|XP_039449172.1|CPIP
OG0004479	LOC117190914|XP_033251811.1|DMIR, LOC108158892|XP_017147168.1|DMIR	LOC120414535|XP_039431712.1|CPIP, LOC120412607|XP_039429094.1|CPIP
OG0004480	LOC108163046|XP_017153600.1|DMIR	LOC120427979|XP_039448870.1|CPIP
OG0004481	LOC108159734|XP_017148758.2|DMIR, LOC117191745|XP_033252419.1|DMIR, LOC117188215|XP_033247606.1|DMIR	LOC120416241|XP_039433877.1|CPIP
OG0004482	LOC108157738|XP_017145404.1|DMIR	LOC120423048|XP_039442654.1|CPIP
OG0004483	LOC108159527|XP_017148385.1|DMIR	LOC120429513|XP_039450517.1|CPIP
OG0004484	LOC108154306|XP_033245084.1|DMIR	LOC120413804|XP_039430695.1|CPIP
OG0004486	LOC117189516|XP_033250554.1|DMIR, LOC108158399|XP_017146146.1|DMIR, LOC117189517|XP_033250555.1|DMIR	LOC120418473|XP_039436841.1|CPIP, LOC120416755|XP_039434522.1|CPIP
OG0004487	LOC108152040|XP_017136528.1|DMIR	LOC120429277|XP_039450435.1|CPIP
OG0004488	LOC108157930|XP_033246399.1|DMIR	LOC120418845|XP_039437302.1|CPIP
OG0004489	LOC108151768|XP_033243173.1|DMIR	LOC120432093|XP_039453164.1|CPIP
OG0004490	LOC108160617|XP_017150222.1|DMIR, LOC117194148|XP_033254690.1|DMIR	LOC120412407|XP_039428803.1|CPIP
OG0004504	LOC108154925|XP_017140873.1|DMIR	LOC120415043|XP_039432350.1|CPIP
OG0004505	LOC108155471|XP_017141781.1|DMIR	LOC120413299|XP_039429991.1|CPIP
OG0004506	LOC108154899|XP_017140837.1|DMIR	LOC120415060|XP_039432381.1|CPIP
OG0004507	LOC108157169|XP_017144577.1|DMIR	LOC120421077|XP_039440156.1|CPIP
OG0004508	LOC108157514|XP_017145103.1|DMIR	LOC120415046|XP_039432354.1|CPIP
OG0004509	LOC108153282|XP_017138643.1|DMIR	LOC120415084|XP_039432434.1|CPIP
OG0004510	LOC108159259|XP_017147892.1|DMIR	LOC120415024|XP_039432323.1|CPIP
OG0004511	LOC108155951|XP_033244243.1|DMIR	LOC120430611|XP_039451644.1|CPIP
OG0004512	LOC108164428|XP_017155597.1|DMIR	LOC120413310|XP_039430006.1|CPIP
OG0004513	LOC108164447|XP_017155650.1|DMIR	LOC120413293|XP_039429982.1|CPIP
OG0004514	LOC108164468|XP_017155704.1|DMIR	LOC120413285|XP_039429956.1|CPIP
OG0004515	LOC108161915|XP_017151821.1|DMIR	LOC120420237|XP_039439159.1|CPIP
OG0004516	LOC108153058|XP_033242344.1|DMIR	LOC120420249|XP_039439172.1|CPIP
OG0004517	LOC108160901|XP_017150665.1|DMIR	LOC120432221|XP_039453329.1|CPIP
OG0004518	LOC117186700|XP_033243678.1|DMIR	LOC120431219|XP_039452296.1|CPIP, LOC120428466|XP_039449413.1|CPIP
OG0004519	LOC108155272|XP_017141467.1|DMIR	LOC120412670|XP_039429170.1|CPIP
OG0004520	LOC117186501|XP_033243271.1|DMIR, LOC117186088|XP_033242079.1|DMIR	LOC120413708|XP_039430562.1|CPIP
OG0004521	LOC108159177|XP_017147711.1|DMIR	LOC120413437|XP_039430184.1|CPIP
OG0004522	LOC108162498|XP_017152756.1|DMIR	LOC120432170|XP_039453244.1|CPIP
OG0004523	LOC108154622|XP_017140432.1|DMIR	LOC120424291|XP_039444304.1|CPIP
OG0004524	LOC108152391|XP_017137182.1|DMIR	LOC120432269|XP_039453383.1|CPIP, LOC120423093|XP_039442703.1|CPIP
OG0004525	LOC108155125|XP_017141260.1|DMIR	LOC120417486|XP_039435607.1|CPIP
OG0004526	LOC108160327|XP_033241990.1|DMIR	LOC120420014|XP_039438885.1|CPIP
OG0004527	LOC117191670|XP_033252366.1|DMIR, LOC117191671|XP_033252368.1|DMIR, LOC108159239|XP_017147846.1|DMIR	LOC120418123|XP_039436335.1|CPIP
OG0004528	LOC108156981|XP_017144265.1|DMIR	LOC120432235|XP_039453381.1|CPIP
OG0004529	LOC108160267|XP_017149634.1|DMIR	LOC120432309|XP_039453427.1|CPIP
OG0004530	LOC108152114|XP_017136682.1|DMIR	LOC120416126|XP_039433768.1|CPIP
OG0004531	LOC108157775|XP_017145453.1|DMIR	LOC120422317|XP_039441669.1|CPIP
OG0004532	LOC117187119|XP_033245005.1|DMIR, LOC108158734|XP_017146830.1|DMIR	LOC120429205|XP_039450349.1|CPIP
OG0004533	LOC108165051|XP_017156585.1|DMIR	LOC120412926|XP_039429495.1|CPIP
OG0004534	LOC117186841|XP_033244039.1|DMIR	LOC120432237|XP_039453345.1|CPIP
OG0004535	LOC108151147|XP_017135062.1|DMIR	LOC120432491|XP_039453639.1|CPIP
OG0004536	LOC108157307|XP_017144804.1|DMIR	LOC120430783|XP_039451834.1|CPIP
OG0004537	LOC108163163|XP_017153777.1|DMIR	LOC120414955|XP_039432221.1|CPIP
OG0004538	LOC117193036|XP_033253661.1|DMIR, LOC108158678|XP_017146696.1|DMIR	LOC120426001|XP_039446603.1|CPIP
OG0004539	LOC108155166|XP_017141320.1|DMIR	LOC120432297|XP_039453417.1|CPIP
OG0004540	LOC108159045|XP_017147468.1|DMIR	LOC120422049|XP_039441309.1|CPIP
OG0004541	LOC108158547|XP_017146444.1|DMIR, LOC117191046|XP_033251905.1|DMIR	LOC120414161|XP_039431145.1|CPIP
OG0004542	LOC108153085|XP_017138358.1|DMIR	LOC120414164|XP_039431150.1|CPIP
OG0004543	LOC108151094|XP_017134973.1|DMIR	LOC120417693|XP_039435767.1|CPIP
OG0004544	LOC108159592|XP_033246502.1|DMIR	LOC120431148|XP_039452221.1|CPIP
OG0004545	LOC108156003|XP_017142693.1|DMIR	LOC120422452|XP_039441829.1|CPIP
OG0004546	LOC108158152|XP_017145862.1|DMIR	LOC120422474|XP_039441863.1|CPIP
OG0004547	LOC108152526|XP_017137419.1|DMIR	LOC120424305|XP_039444324.1|CPIP
OG0004548	LOC108164731|XP_017156113.1|DMIR	LOC120431128|XP_039452214.1|CPIP
OG0004549	LOC108164669|XP_033243701.1|DMIR	LOC120422523|XP_039441911.1|CPIP
OG0004550	LOC108165110|XP_017156657.1|DMIR	LOC120420172|XP_039439071.1|CPIP
OG0004551	LOC108159439|XP_017148207.1|DMIR	LOC120420173|XP_039439072.1|CPIP
OG0004552	LOC108153251|XP_017138590.1|DMIR	LOC120420188|XP_039439106.1|CPIP
OG0004553	LOC108152089|XP_017136618.1|DMIR	LOC120422303|XP_039441629.1|CPIP
OG0004554	LOC108156692|XP_017143828.1|DMIR	LOC120430545|XP_039451594.1|CPIP
OG0004555	LOC108156719|XP_017143862.1|DMIR	LOC120422445|XP_039441823.1|CPIP
OG0004556	LOC108160137|XP_017149433.1|DMIR	LOC120422447|XP_039441825.1|CPIP
OG0004557	LOC108156219|XP_033244793.1|DMIR	LOC120420223|XP_039439145.1|CPIP
OG0004558	LOC108151043|XP_017134908.1|DMIR	LOC120416891|XP_039434723.1|CPIP
OG0004559	LOC108154678|XP_017140509.1|DMIR	LOC120422094|XP_039441375.1|CPIP
OG0004560	LOC108154076|XP_017139672.1|DMIR	LOC120419263|XP_039437852.1|CPIP
OG0004561	LOC108156480|XP_017143446.1|DMIR	LOC120419286|XP_039437887.1|CPIP
OG0004562	LOC108156199|XP_017143022.2|DMIR	LOC120419260|XP_039437848.1|CPIP
OG0004563	LOC108157582|XP_017145193.1|DMIR	LOC120419297|XP_039437896.1|CPIP
OG0004564	LOC108157202|XP_017144623.1|DMIR	LOC120429179|XP_039450326.1|CPIP
OG0004565	LOC108155379|XP_017141641.1|DMIR	LOC120429172|XP_039450318.1|CPIP
OG0004566	LOC108163741|XP_017154693.1|DMIR	LOC120413705|XP_039430559.1|CPIP
OG0004567	LOC108158793|XP_017146972.1|DMIR	LOC120417712|XP_039435795.1|CPIP
OG0004568	LOC108153626|XP_017139218.1|DMIR	LOC120413334|XP_039430044.1|CPIP
OG0004569	LOC108156337|XP_017143225.1|DMIR	LOC120428269|XP_039449197.1|CPIP, LOC120413316|XP_039430018.1|CPIP
OG0004570	LOC108159269|XP_017147917.2|DMIR, LOC117188488|XP_033248321.1|DMIR	LOC120427674|XP_039448488.1|CPIP
OG0004571	LOC108163731|XP_017154680.1|DMIR	LOC120412330|XP_039428668.1|CPIP
OG0004572	LOC108162415|XP_017152631.1|DMIR	LOC120412596|XP_039429068.1|CPIP
OG0004573	LOC108154988|XP_017141018.1|DMIR	LOC120413351|XP_039430067.1|CPIP
OG0004574	LOC108164959|XP_017156456.1|DMIR	LOC120413171|XP_039429818.1|CPIP
OG0004575	LOC108164615|XP_017155944.1|DMIR	LOC120432239|XP_039453350.1|CPIP
OG0004576	LOC108157398|XP_017144926.1|DMIR	LOC120412599|XP_039429082.1|CPIP
OG0004577	LOC108157159|XP_017144558.1|DMIR	LOC120414152|XP_039431125.1|CPIP
OG0004578	LOC108158934|XP_017147235.1|DMIR	LOC120414948|XP_039432247.1|CPIP
OG0004579	LOC108162269|XP_017152409.1|DMIR	LOC120432564|XP_039453761.1|CPIP
