Orthogroup	DMIR.longest_only	HILL.longest_only
OG0004635	LOC108161021|XP_017150820.1|DMIR	LOC119657645|XP_037920579.1|HILL
OG0004636	LOC108156992|XP_017144277.1|DMIR	LOC119658477|XP_037921844.1|HILL
OG0004637	LOC108150748|XP_033255795.1|DMIR	LOC119656596|XP_037918950.1|HILL
OG0004638	LOC108157220|XP_017144670.1|DMIR	LOC119657899|XP_037920982.1|HILL
OG0004639	LOC108154300|XP_017140043.1|DMIR	LOC119658033|XP_037921193.1|HILL
OG0004640	LOC108154323|XP_017140071.1|DMIR	LOC119658083|XP_037921273.1|HILL
OG0004641	LOC108164848|XP_017156265.1|DMIR	LOC119656673|XP_037919084.1|HILL
OG0004642	LOC108151122|XP_017135035.1|DMIR	LOC119657079|XP_037919762.1|HILL
OG0004643	LOC108157432|XP_017144974.1|DMIR	LOC119658927|XP_037922684.1|HILL
OG0004644	LOC108162216|XP_017152326.1|DMIR	LOC119659371|XP_037923355.1|HILL
OG0004645	LOC108163402|XP_017154155.1|DMIR	LOC119657954|XP_037921084.1|HILL
OG0004646	LOC108157116|XP_017144486.1|DMIR	LOC119660821|XP_037925609.1|HILL
OG0004647	LOC108164064|XP_017155141.1|DMIR	LOC119656515|XP_037918786.1|HILL
OG0004648	LOC108159958|XP_017149120.1|DMIR	LOC119656517|XP_037918788.1|HILL
OG0004649	LOC108154673|XP_017140506.1|DMIR	LOC119658385|XP_037921679.1|HILL
OG0004650	LOC108161639|XP_017151430.1|DMIR	LOC119658521|XP_037921925.1|HILL
OG0004651	LOC108157500|XP_017145089.1|DMIR	LOC119653160|XP_037913629.1|HILL
OG0004652	LOC108156114|XP_017142901.1|DMIR	LOC119651716|XP_037911366.1|HILL
OG0004653	LOC108151641|XP_017135836.1|DMIR	LOC119658272|XP_037921491.1|HILL
OG0004654	LOC108162071|XP_017152107.1|DMIR	LOC119651929|XP_037911692.1|HILL
OG0004655	LOC108156750|XP_017143900.1|DMIR	LOC119652846|XP_037913125.1|HILL
OG0004656	LOC108164027|XP_017155095.1|DMIR	LOC119656715|XP_037919165.1|HILL
OG0004657	LOC108154332|XP_017140083.1|DMIR	LOC119651552|XP_037911112.1|HILL
OG0004658	LOC108155746|XP_017142264.1|DMIR	LOC119660106|XP_037924414.1|HILL
OG0004659	LOC108156868|XP_017144085.1|DMIR	LOC119656535|XP_037918809.1|HILL
OG0004660	LOC108156001|XP_017142690.1|DMIR	LOC119655344|XP_037917126.1|HILL
OG0004661	LOC108155583|XP_017141978.1|DMIR	LOC119652578|XP_037912722.1|HILL
OG0004662	LOC117193058|XP_033253682.1|DMIR, LOC108154136|XP_017139761.1|DMIR	LOC119656572|XP_037918887.1|HILL
OG0004663	LOC108165035|XP_017156560.1|DMIR	LOC119661358|XP_037926594.1|HILL
OG0004664	LOC108158095|XP_017145754.1|DMIR	LOC119650425|XP_037909172.1|HILL
OG0004665	LOC108165190|XP_017156751.1|DMIR	LOC119647032|XP_037903701.1|HILL
OG0004666	LOC108155368|XP_017141621.1|DMIR	LOC119651332|XP_037910800.1|HILL
OG0004667	LOC108156554|XP_017143564.1|DMIR	LOC119652899|XP_037913200.1|HILL
OG0004668	LOC108164950|XP_017156431.1|DMIR	LOC119646252|XP_037902574.1|HILL
OG0004669	LOC108162020|XP_017152002.1|DMIR	LOC119654543|XP_037915919.1|HILL
OG0004670	LOC108156520|XP_017143514.1|DMIR	LOC119658858|XP_037922539.1|HILL
OG0004671	LOC108154247|XP_017139971.1|DMIR	LOC119660788|XP_037925519.1|HILL
OG0004672	LOC108156405|XP_017143334.1|DMIR	LOC119653161|XP_037913630.1|HILL
OG0004673	LOC108156660|XP_017143763.1|DMIR	LOC119660391|XP_037924852.1|HILL
OG0004674	LOC108157637|XP_017145270.1|DMIR	LOC119657201|XP_037919935.1|HILL
OG0004675	LOC108156649|XP_017143749.1|DMIR	LOC119657161|XP_037919870.1|HILL
OG0004676	LOC108157370|XP_017144884.1|DMIR	LOC119656798|XP_037919331.1|HILL
OG0004677	LOC108154882|XP_017140813.1|DMIR	LOC119650715|XP_037909654.1|HILL
OG0004678	LOC108154878|XP_017140806.1|DMIR	LOC119651944|XP_037911724.1|HILL
OG0004679	LOC108157697|XP_033245841.1|DMIR	LOC119652908|XP_037913212.1|HILL
OG0004680	LOC108155172|XP_017141328.1|DMIR	LOC119653220|XP_037913723.1|HILL
OG0004681	LOC108156687|XP_017143817.1|DMIR	LOC119650861|XP_037909946.1|HILL
OG0004682	LOC108163406|XP_017154159.1|DMIR	LOC119659350|XP_037923327.1|HILL
OG0004683	LOC108155996|XP_017142682.1|DMIR	LOC119659697|XP_037923878.1|HILL
OG0004684	LOC108155004|XP_017141041.1|DMIR	LOC119652735|XP_037912960.1|HILL
OG0004685	LOC108156394|XP_017143308.1|DMIR	LOC119658325|XP_037921591.1|HILL
OG0004686	LOC108156827|XP_017144019.1|DMIR	LOC119657043|XP_037919724.1|HILL
OG0004687	LOC108157097|XP_017144451.1|DMIR	LOC119658378|XP_037921672.1|HILL
OG0004688	LOC108156189|XP_017143009.1|DMIR	LOC119658784|XP_037922419.1|HILL
OG0004689	LOC108155632|XP_017142059.1|DMIR	LOC119652429|XP_037912481.1|HILL
OG0004690	LOC108155595|XP_017142003.1|DMIR	LOC119651113|XP_037910414.1|HILL
OG0004691	LOC108155025|XP_017141069.1|DMIR	LOC119651345|XP_037910829.1|HILL
OG0004692	LOC108155569|XP_017141955.1|DMIR	LOC119651630|XP_037911221.1|HILL
OG0004693	LOC108155357|XP_017141609.1|DMIR	LOC119651633|XP_037911225.1|HILL
OG0004694	LOC108156684|XP_017143812.1|DMIR	LOC119651342|XP_037910823.1|HILL
OG0004695	LOC108156756|XP_017143906.1|DMIR	LOC119657150|XP_037919855.1|HILL
OG0004696	LOC108154317|XP_017140065.1|DMIR	LOC119653173|XP_037913648.1|HILL
OG0004697	LOC117186126|XP_033242165.1|DMIR	LOC119660812|XP_037925580.1|HILL
OG0004698	LOC108156334|XP_017143223.1|DMIR	LOC119656490|XP_037918748.1|HILL
OG0004699	LOC108157012|XP_017144304.1|DMIR	LOC119651178|XP_037910533.1|HILL
OG0004700	LOC108156897|XP_017144128.1|DMIR	LOC119652868|XP_037913154.1|HILL
OG0004701	LOC108155684|XP_033245038.1|DMIR	LOC119651296|XP_037910745.1|HILL
OG0004702	LOC108156134|XP_017142935.1|DMIR	LOC119653181|XP_037913663.1|HILL
OG0004703	LOC108157641|XP_017145275.1|DMIR	LOC119652688|XP_037912890.1|HILL
OG0004704	LOC108155956|XP_017142609.1|DMIR	LOC119651650|XP_037911256.1|HILL
OG0004705	LOC108154248|XP_017139972.1|DMIR	LOC119651488|XP_037911030.1|HILL
OG0004706	LOC108165490|XP_017157033.1|DMIR	LOC119653107|XP_037913553.1|HILL
OG0004707	LOC108161907|XP_017151796.1|DMIR	LOC119658332|XP_037921599.1|HILL
OG0004708	LOC108154849|XP_017140754.1|DMIR	LOC119658585|XP_037921969.1|HILL
OG0004709	LOC108155545|XP_017141913.1|DMIR	LOC119652381|XP_037912407.1|HILL
OG0004710	LOC108155038|XP_017141092.1|DMIR	LOC119650701|XP_037909615.1|HILL
OG0004711	LOC108156049|XP_017142810.2|DMIR	LOC119657081|XP_037919764.1|HILL
OG0004712	LOC108155482|XP_017141795.1|DMIR	LOC119657328|XP_037920121.1|HILL
OG0004713	LOC108156368|XP_017143261.1|DMIR	LOC119651505|XP_037911055.1|HILL
OG0004714	LOC117186929|XP_033244177.1|DMIR, LOC108154703|XP_017140542.2|DMIR	LOC119652733|XP_037912957.1|HILL
OG0004715	LOC108161675|XP_017151471.1|DMIR	LOC119651448|XP_037910982.1|HILL
OG0004716	LOC108156632|XP_017143719.1|DMIR	LOC119650982|XP_037910173.1|HILL
OG0004717	LOC108163424|XP_017154222.2|DMIR	LOC119657852|XP_037920903.1|HILL
OG0004718	LOC108163535|XP_017154377.1|DMIR	LOC119646301|XP_037902645.1|HILL
OG0004719	LOC108156307|XP_033244397.1|DMIR	LOC119650798|XP_037909862.1|HILL
OG0004720	LOC108156118|XP_017142912.1|DMIR	LOC119652851|XP_037913132.1|HILL
OG0004721	LOC108155092|XP_017141203.1|DMIR	LOC119650753|XP_037909775.1|HILL
OG0004722	LOC108156870|XP_017144087.1|DMIR	LOC119652803|XP_037913055.1|HILL
OG0004723	LOC108155046|XP_017141111.1|DMIR	LOC119657533|XP_037920404.1|HILL
OG0004724	LOC108156360|XP_017143253.2|DMIR	LOC119652411|XP_037912451.1|HILL
OG0004725	LOC108156048|XP_017142809.1|DMIR	LOC119651248|XP_037910656.1|HILL
OG0004726	LOC108156644|XP_017143735.1|DMIR	LOC119651479|XP_037911018.1|HILL
OG0004727	LOC108157211|XP_033245305.1|DMIR	LOC119651347|XP_037910835.1|HILL
OG0004728	LOC108154244|XP_017139967.1|DMIR	LOC119651348|XP_037910837.1|HILL
OG0004729	LOC108164870|XP_017156305.1|DMIR	LOC119659224|XP_037923128.1|HILL
OG0004730	LOC108163621|XP_017154509.1|DMIR	LOC119652855|XP_037913139.1|HILL
OG0004731	LOC108156401|XP_017143328.1|DMIR	LOC119652690|XP_037912895.1|HILL
OG0004732	LOC108157475|XP_017145043.2|DMIR	LOC119657021|XP_037919697.1|HILL
OG0004733	LOC108156363|XP_017143255.1|DMIR	LOC119657022|XP_037919698.1|HILL
OG0004734	LOC108155986|XP_017142667.2|DMIR	LOC119658233|XP_037921439.1|HILL
OG0004735	LOC108157236|XP_017144686.1|DMIR	LOC119652917|XP_037913227.1|HILL
OG0004736	LOC108155243|XP_017141422.1|DMIR	LOC119660605|XP_037925219.1|HILL
OG0004737	LOC108157516|XP_017145107.1|DMIR	LOC119652046|XP_037911909.1|HILL
OG0004738	LOC108157329|XP_017144834.1|DMIR	LOC119650717|XP_037909658.1|HILL
OG0004739	LOC108154671|XP_017140501.1|DMIR	LOC119652650|XP_037912826.1|HILL
OG0004740	LOC108157849|XP_017145542.1|DMIR	LOC119651710|XP_037911351.1|HILL
OG0004741	LOC108154636|XP_017140448.1|DMIR	LOC119651621|XP_037911204.1|HILL
OG0004742	LOC108164398|XP_017155513.1|DMIR	LOC119660965|XP_037925950.1|HILL
OG0004743	LOC108156623|XP_017143668.1|DMIR	LOC119657264|XP_037920023.1|HILL
OG0004744	LOC108163381|XP_017154124.1|DMIR	LOC119659925|XP_037924190.1|HILL
OG0004745	LOC108156410|XP_017143344.1|DMIR	LOC119658857|XP_037922538.1|HILL
OG0004746	LOC108155820|XP_017142397.1|DMIR	LOC119658591|XP_037921978.1|HILL
OG0004747	LOC108155821|XP_017142399.1|DMIR	LOC119658592|XP_037921979.1|HILL
OG0004748	LOC108155586|XP_017141984.1|DMIR	LOC119658982|XP_037922792.1|HILL
OG0004749	LOC108155589|XP_033244126.1|DMIR	LOC119658626|XP_037922053.1|HILL
OG0004750	LOC108156246|XP_017143084.1|DMIR	LOC119650598|XP_037909383.1|HILL
OG0004751	LOC108155121|XP_033245624.1|DMIR	LOC119656651|XP_037919044.1|HILL
OG0004752	LOC108154384|XP_017140137.1|DMIR	LOC119659430|XP_037923440.1|HILL
OG0004753	LOC108154720|XP_017140570.1|DMIR	LOC119659164|XP_037923042.1|HILL
OG0004754	LOC108154900|XP_017140838.1|DMIR	LOC119659162|XP_037923040.1|HILL
OG0004755	LOC108156547|XP_017143554.1|DMIR	LOC119646660|XP_037903118.1|HILL
OG0004756	LOC108156545|XP_017143550.1|DMIR	LOC119646659|XP_037903117.1|HILL
OG0004757	LOC108154167|XP_017139817.2|DMIR	LOC119651981|XP_037911818.1|HILL
OG0004758	LOC108156617|XP_017143660.1|DMIR	LOC119657492|XP_037920343.1|HILL
OG0004759	LOC108156205|XP_017143029.1|DMIR	LOC119650650|XP_037909512.1|HILL
OG0004760	LOC108156081|XP_033244137.1|DMIR	LOC119657397|XP_037920215.1|HILL
OG0004761	LOC108155250|XP_017141431.1|DMIR	LOC119659497|XP_037923543.1|HILL
OG0004762	LOC108162684|XP_017153021.1|DMIR	LOC119651175|XP_037910525.1|HILL
OG0004763	LOC108157031|XP_017144333.1|DMIR	LOC119651811|XP_037911530.1|HILL
OG0004764	LOC108155473|XP_017141785.1|DMIR	LOC119660161|XP_037924493.1|HILL
OG0004765	LOC108156990|XP_017144271.1|DMIR	LOC119651583|XP_037911150.1|HILL
OG0004766	LOC108154791|XP_017140670.1|DMIR	LOC119651411|XP_037910930.1|HILL
OG0004767	LOC108155516|XP_017141846.1|DMIR	LOC119651129|XP_037910451.1|HILL
OG0004768	LOC108155515|XP_017141844.1|DMIR	LOC119651128|XP_037910450.1|HILL
OG0004769	LOC108162239|XP_017152364.1|DMIR	LOC119659440|XP_037923451.1|HILL
OG0004770	LOC108155800|XP_017142370.1|DMIR	LOC119659123|XP_037922976.1|HILL
OG0004771	LOC108154060|XP_033245899.1|DMIR	LOC119651884|XP_037911632.1|HILL
OG0004772	LOC108156449|XP_017143396.1|DMIR	LOC119651147|XP_037910480.1|HILL
OG0004773	LOC108154186|XP_017139850.1|DMIR	LOC119652454|XP_037912526.1|HILL
OG0004774	LOC108154187|XP_033244757.1|DMIR	LOC119652455|XP_037912531.1|HILL
OG0004775	LOC108156616|XP_033244733.1|DMIR	LOC119652648|XP_037912825.1|HILL
OG0004776	LOC108159369|XP_017148085.1|DMIR	LOC119651638|XP_037911236.1|HILL
OG0004777	LOC108154165|XP_017139816.1|DMIR	LOC119650759|XP_037909779.1|HILL
OG0004778	LOC108162631|XP_017152943.2|DMIR	LOC119657685|XP_037920644.1|HILL
OG0004779	LOC108154674|XP_033244412.1|DMIR	LOC119661344|XP_037926574.1|HILL
OG0004780	LOC108163949|XP_017154979.1|DMIR	LOC119647073|XP_037903759.1|HILL
OG0004781	LOC108156622|XP_033245430.1|DMIR	LOC119652277|XP_037912198.1|HILL
OG0004782	LOC108156116|XP_017142905.1|DMIR	LOC119651366|XP_037910868.1|HILL
OG0004783	LOC108157265|XP_017144739.1|DMIR	LOC119656828|XP_037919401.1|HILL
OG0004784	LOC108157239|XP_017144698.1|DMIR	LOC119651404|XP_037910920.1|HILL
OG0004785	LOC108157856|XP_017145551.1|DMIR	LOC119651315|XP_037910773.1|HILL
OG0004786	LOC108154581|XP_017140372.1|DMIR	LOC119651934|XP_037911702.1|HILL
OG0004787	LOC108154663|XP_017140489.1|DMIR	LOC119653144|XP_037913606.1|HILL
OG0004788	LOC108154513|XP_017140302.1|DMIR	LOC119653141|XP_037913604.1|HILL
OG0004789	LOC108153925|XP_017139509.1|DMIR	LOC119653143|XP_037913605.1|HILL
OG0004790	LOC108157208|XP_017144646.1|DMIR	LOC119652266|XP_037912179.1|HILL
OG0004791	LOC108155750|XP_017142271.1|DMIR	LOC119652076|XP_037911942.1|HILL
OG0004792	LOC108154256|XP_017139980.2|DMIR	LOC119651728|XP_037911383.1|HILL
OG0004793	LOC108155447|XP_017141752.1|DMIR	LOC119659008|XP_037922821.1|HILL
OG0004794	LOC108156322|XP_017143203.1|DMIR	LOC119652838|XP_037913102.1|HILL
OG0004795	LOC108155621|XP_017142040.1|DMIR	LOC119652527|XP_037912656.1|HILL
OG0004796	LOC108155654|XP_017142095.2|DMIR	LOC119650639|XP_037909489.1|HILL
OG0004797	LOC108155538|XP_017141898.1|DMIR	LOC119652964|XP_037913289.1|HILL
OG0004798	LOC108154734|XP_017140590.1|DMIR	LOC119650602|XP_037909387.1|HILL
OG0004799	LOC108156796|XP_017143964.1|DMIR	LOC119650872|XP_037909962.1|HILL
OG0004800	LOC108157617|XP_017145242.1|DMIR	LOC119652460|XP_037912552.1|HILL
OG0004801	LOC108156258|XP_017143108.1|DMIR	LOC119658926|XP_037922683.1|HILL
OG0004802	LOC108154199|XP_017139905.1|DMIR	LOC119653001|XP_037913355.1|HILL
OG0004803	LOC108155104|XP_017141223.1|DMIR	LOC119651072|XP_037910339.1|HILL
OG0004804	LOC108155517|XP_033245026.1|DMIR	LOC119652910|XP_037913214.1|HILL
OG0004805	LOC108154789|XP_033245937.1|DMIR	LOC119652950|XP_037913270.1|HILL
OG0004806	LOC108158727|XP_017146818.1|DMIR	LOC119646447|XP_037902826.1|HILL
OG0004807	LOC108154084|XP_017139687.1|DMIR	LOC119651232|XP_037910636.1|HILL
OG0004808	LOC108156771|XP_017143926.1|DMIR	LOC119652992|XP_037913345.1|HILL
OG0004809	LOC108155669|XP_017142122.1|DMIR	LOC119646127|XP_037902405.1|HILL
OG0004810	LOC108154203|XP_017139911.1|DMIR	LOC119659012|XP_037922828.1|HILL
OG0004811	LOC108151785|XP_017136121.1|DMIR	LOC119651304|XP_037910758.1|HILL
OG0004812	LOC108156012|XP_017142706.1|DMIR	LOC119651965|XP_037911755.1|HILL
OG0004813	LOC108156748|XP_017143899.1|DMIR	LOC119652598|XP_037912753.1|HILL
OG0004814	LOC108154999|XP_017141035.1|DMIR	LOC119650948|XP_037910109.1|HILL
OG0004815	LOC108159583|XP_017148524.1|DMIR	LOC119657093|XP_037919774.1|HILL
OG0004816	LOC108151598|XP_017135771.1|DMIR	LOC119657482|XP_037920332.1|HILL
OG0004817	LOC108162959|XP_017153450.1|DMIR	LOC119657103|XP_037919787.1|HILL
OG0004818	LOC108157058|XP_017144377.1|DMIR	LOC119652607|XP_037912768.1|HILL
OG0004819	LOC108157075|XP_017144399.1|DMIR	LOC119657915|XP_037921029.1|HILL
OG0004820	LOC108156727|XP_017143870.1|DMIR	LOC119651749|XP_037911414.1|HILL
OG0004821	LOC108155301|XP_017141505.1|DMIR	LOC119651676|XP_037911298.1|HILL
OG0004822	LOC108155041|XP_017141101.1|DMIR	LOC119651664|XP_037911281.1|HILL
OG0004823	LOC108156829|XP_017144021.1|DMIR	LOC119651836|XP_037911560.1|HILL
OG0004824	LOC108156831|XP_017144029.1|DMIR	LOC119650772|XP_037909802.1|HILL
OG0004825	LOC108164494|XP_033250254.1|DMIR	LOC119660946|XP_037925883.1|HILL
OG0004826	LOC108155725|XP_017142222.1|DMIR	LOC119651897|XP_037911652.1|HILL
OG0004827	LOC108156140|XP_017142944.1|DMIR	LOC119652469|XP_037912565.1|HILL
OG0004828	LOC108154675|XP_017140505.1|DMIR	LOC119652623|XP_037912794.1|HILL
OG0004829	LOC108157084|XP_017144422.1|DMIR	LOC119650894|XP_037910001.1|HILL
OG0004830	LOC108154004|XP_017139587.2|DMIR	LOC119652629|XP_037912804.1|HILL
OG0004831	LOC108151940|XP_017136360.1|DMIR	LOC119657751|XP_037920732.1|HILL
OG0004832	LOC108154866|XP_017140784.1|DMIR	LOC119650910|XP_037910059.1|HILL
OG0004833	LOC108155147|XP_017141297.1|DMIR	LOC119658030|XP_037921188.1|HILL
OG0004834	LOC108156529|XP_017143524.1|DMIR	LOC119652942|XP_037913259.1|HILL
OG0004835	LOC108156514|XP_017143508.1|DMIR	LOC119651573|XP_037911136.1|HILL
OG0004836	LOC108156181|XP_017143001.1|DMIR	LOC119647061|XP_037903746.1|HILL
OG0004837	LOC108151656|XP_017135864.1|DMIR	LOC119649816|XP_037908075.1|HILL
OG0004838	LOC108154313|XP_017140060.1|DMIR	LOC119656550|XP_037918842.1|HILL
OG0004839	LOC108156666|XP_017143772.2|DMIR	LOC119657955|XP_037921085.1|HILL
OG0004840	LOC108156761|XP_017143913.1|DMIR	LOC119659882|XP_037924129.1|HILL
OG0004841	LOC108162489|XP_017152729.1|DMIR	LOC119657827|XP_037920873.1|HILL
OG0004842	LOC108155769|XP_017142310.1|DMIR	LOC119657044|XP_037919725.1|HILL
OG0004843	LOC108155573|XP_017141964.2|DMIR	LOC119650651|XP_037909515.1|HILL
OG0004844	LOC108164240|XP_033250019.1|DMIR	LOC119660485|XP_037925002.1|HILL
OG0004845	LOC108155256|XP_017141440.1|DMIR	LOC119659005|XP_037922819.1|HILL
OG0004846	LOC108161808|XP_017151656.1|DMIR	LOC119651550|XP_037911114.1|HILL
OG0004847	LOC108161804|XP_017151649.1|DMIR	LOC119657752|XP_037920734.1|HILL
OG0004848	LOC108156345|XP_033244534.1|DMIR	LOC119651326|XP_037910793.1|HILL, LOC119650706|XP_037909636.1|HILL, LOC119652064|XP_037911929.1|HILL
OG0004849	LOC108162121|XP_017152183.1|DMIR	LOC119657782|XP_037920784.1|HILL
OG0004850	LOC108155748|XP_017142267.1|DMIR	LOC119650958|XP_037910129.1|HILL
OG0004851	LOC108157351|XP_017144860.1|DMIR	LOC119650807|XP_037909874.1|HILL
OG0004852	LOC108157380|XP_017144899.1|DMIR	LOC119652610|XP_037912773.1|HILL
OG0004853	LOC108159030|XP_017147439.1|DMIR	LOC119660352|XP_037924779.1|HILL
OG0004854	LOC108151120|XP_017135027.1|DMIR	LOC119647713|XP_037904732.1|HILL
OG0004855	LOC108151993|XP_017136451.1|DMIR	LOC119650096|XP_037908542.1|HILL
OG0004856	LOC108165370|XP_033242366.1|DMIR	LOC119649449|XP_037907527.1|HILL
OG0004857	LOC108153757|XP_017139380.1|DMIR	LOC119648483|XP_037906173.1|HILL
OG0004858	LOC108151972|XP_033242357.1|DMIR	LOC119647512|XP_037904402.1|HILL
OG0004859	LOC108153207|XP_017138518.1|DMIR	LOC119649643|XP_037907826.1|HILL
OG0004860	LOC108153352|XP_017138808.1|DMIR	LOC119649398|XP_037907451.1|HILL
OG0004861	LOC108152637|XP_017137608.1|DMIR	LOC119650260|XP_037908789.1|HILL
OG0004862	LOC108152243|XP_033242636.1|DMIR	LOC119648493|XP_037906187.1|HILL
OG0004863	LOC108152116|XP_017136680.1|DMIR	LOC119648813|XP_037906593.1|HILL
OG0004864	LOC108151794|XP_017136131.1|DMIR	LOC119648280|XP_037905863.1|HILL
OG0004865	LOC108156260|XP_017143112.2|DMIR	LOC119646468|XP_037902846.1|HILL
OG0004866	LOC108150957|XP_017134780.1|DMIR	LOC119648674|XP_037906393.1|HILL
OG0004867	LOC108158696|XP_033247482.1|DMIR	LOC119661292|XP_037926507.1|HILL
OG0004868	LOC108159640|XP_017148594.1|DMIR	LOC119649905|XP_037908230.1|HILL
OG0004869	LOC108158754|XP_017146855.1|DMIR	LOC119646853|XP_037903403.1|HILL
OG0004870	LOC108158758|XP_017146860.1|DMIR, LOC117189883|XP_033250853.1|DMIR	LOC119661636|XP_037926987.1|HILL
OG0004871	LOC117193446|XP_033254091.1|DMIR, LOC108159080|XP_017147523.1|DMIR	LOC119646521|XP_037902909.1|HILL
OG0004872	LOC108159896|XP_017149008.1|DMIR, LOC117189782|XP_033250743.1|DMIR	LOC119661574|XP_037926901.1|HILL
OG0004873	LOC108161783|XP_017151614.1|DMIR	LOC119649470|XP_037907555.1|HILL
OG0004874	LOC108153898|XP_017139485.1|DMIR	LOC119646173|XP_037902480.1|HILL
OG0004875	LOC108153267|XP_017138628.1|DMIR	LOC119651097|XP_037910382.1|HILL
OG0004876	LOC108152073|XP_017136587.1|DMIR	LOC119646418|XP_037902792.1|HILL
OG0004877	LOC108151401|XP_017135478.1|DMIR	LOC119650223|XP_037908728.1|HILL
OG0004878	LOC108160546|XP_017150102.1|DMIR	LOC119646610|XP_037903039.1|HILL
OG0004879	LOC108158895|XP_017147170.1|DMIR, LOC117190373|XP_033251345.1|DMIR	LOC119656430|XP_037918728.1|HILL
OG0004880	LOC108153024|XP_017138267.1|DMIR	LOC119648775|XP_037906537.1|HILL
OG0004881	LOC108152008|XP_017136473.1|DMIR	LOC119648136|XP_037905609.1|HILL
OG0004882	LOC108152419|XP_017137221.1|DMIR	LOC119648223|XP_037905767.1|HILL
OG0004883	LOC108151327|XP_017135367.1|DMIR	LOC119649771|XP_037907999.1|HILL
OG0004884	LOC108159355|XP_033248296.1|DMIR, LOC117192547|XP_033253136.1|DMIR	LOC119661105|XP_037926222.1|HILL
OG0004885	LOC108158914|XP_017147201.2|DMIR	LOC119661577|XP_037926904.1|HILL
OG0004886	LOC117194183|XP_033254731.1|DMIR, LOC108158576|XP_017146507.1|DMIR	LOC119659066|XP_037922908.1|HILL
OG0004887	LOC117188080|XP_033247296.1|DMIR, LOC108158649|XP_033247295.1|DMIR	LOC119661264|XP_037926445.1|HILL
OG0004888	LOC108159508|XP_017148356.1|DMIR, LOC117189818|XP_033250767.1|DMIR	LOC119647034|XP_037903704.1|HILL
OG0004889	LOC108158961|XP_017147281.2|DMIR, LOC117185951|XP_033247621.1|DMIR	LOC119661513|XP_037926814.1|HILL
OG0004890	LOC117185956|XP_033253448.1|DMIR, LOC108159741|XP_033246744.1|DMIR	LOC119646819|XP_037903362.1|HILL
OG0004891	LOC108153270|XP_017138627.1|DMIR	LOC119655774|XP_037917758.1|HILL
OG0004892	LOC108160633|XP_017150249.1|DMIR	LOC119656024|XP_037918214.1|HILL
OG0004893	LOC108159547|XP_017148436.1|DMIR	LOC119646608|XP_037903037.1|HILL
OG0004894	LOC108160510|XP_017150040.1|DMIR, LOC117193407|XP_033254050.1|DMIR	LOC119653684|XP_037914476.1|HILL
OG0004895	LOC108159221|XP_017147810.1|DMIR	LOC119661728|XP_037927122.1|HILL
OG0004897	LOC108160604|XP_017150197.1|DMIR	LOC119651207|XP_037910589.1|HILL
OG0004898	LOC108159490|XP_017148319.1|DMIR, LOC117185831|XP_033252946.1|DMIR	LOC119660127|XP_037924450.1|HILL
OG0004899	LOC117192293|XP_033252841.1|DMIR, LOC108158904|XP_033248080.1|DMIR	LOC119659519|XP_037923578.1|HILL
OG0004900	LOC108158447|XP_017146219.2|DMIR	LOC119658871|XP_037922569.1|HILL
OG0004901	LOC117192690|XP_033253315.1|DMIR, LOC108160469|XP_017149975.1|DMIR	LOC119659396|XP_037923386.1|HILL
OG0004902	LOC108152173|XP_017136784.1|DMIR	LOC119649113|XP_037907041.1|HILL
OG0004903	LOC108159943|XP_017149085.1|DMIR, LOC117194093|XP_033254627.1|DMIR	LOC119661236|XP_037926393.1|HILL
OG0004904	LOC108154881|XP_017140812.1|DMIR	LOC119647059|XP_037903744.1|HILL
OG0004905	LOC108158968|XP_033246749.1|DMIR, LOC117189839|XP_033250798.1|DMIR	LOC119650857|XP_037909941.1|HILL
OG0004906	LOC108152569|XP_017137495.1|DMIR	LOC119647878|XP_037905091.1|HILL
OG0004907	LOC108152418|XP_033243676.1|DMIR, LOC117186301|XP_033242780.1|DMIR	LOC119648096|XP_037905523.1|HILL
OG0004908	LOC108153338|XP_017138762.1|DMIR	LOC119649228|XP_037907215.1|HILL
OG0004909	LOC108151948|XP_017136373.1|DMIR	LOC119650214|XP_037908707.1|HILL
OG0004910	LOC108151946|XP_017136370.1|DMIR	LOC119649016|XP_037906895.1|HILL
OG0004911	LOC108152773|XP_017137843.1|DMIR	LOC119648207|XP_037905739.1|HILL
OG0004912	LOC108152570|XP_017137497.1|DMIR	LOC119649456|XP_037907538.1|HILL
OG0004913	LOC108158843|XP_017147054.1|DMIR, LOC117189619|XP_033250627.1|DMIR	LOC119655947|XP_037918078.1|HILL
OG0004914	LOC108158841|XP_017147050.1|DMIR	LOC119650069|XP_037908497.1|HILL
OG0004915	LOC108160287|XP_017149665.2|DMIR, LOC117185703|XP_033247211.1|DMIR	LOC119660025|XP_037924332.1|HILL
OG0004916	LOC108159069|XP_017147505.1|DMIR, LOC117191542|XP_033252269.1|DMIR	LOC119660014|XP_037924324.1|HILL
OG0004917	LOC108152718|XP_017137743.1|DMIR	LOC119649568|XP_037907696.1|HILL
OG0004918	LOC108152717|XP_017137740.1|DMIR	LOC119647451|XP_037904307.1|HILL
OG0004919	LOC108156484|XP_017143451.1|DMIR	LOC119660148|XP_037924479.1|HILL
OG0004920	LOC108152135|XP_017136720.1|DMIR	LOC119658415|XP_037921741.1|HILL
