Orthogroup	DMIR.longest_only	AALB.longest_only
OG0003662	LOC108151680|XP_017135912.1|DMIR	LOC118464773|XP_035788295.1|AALB
OG0003663	LOC108151755|XP_033243918.1|DMIR	LOC118467758|XP_035794479.1|AALB
OG0003664	LOC108152883|XP_017138006.1|DMIR	LOC118467753|XP_035794467.1|AALB
OG0003665	LOC117191254|XP_033252064.1|DMIR, LOC108160667|XP_017150297.1|DMIR	LOC118464272|XP_035787427.1|AALB
OG0003666	LOC108160163|XP_033246880.1|DMIR, LOC117190017|XP_033251000.1|DMIR	LOC118466836|XP_035792537.1|AALB
OG0003667	LOC108151734|XP_033243913.1|DMIR	LOC118466732|XP_035792308.1|AALB
OG0003668	LOC108159931|XP_017149067.2|DMIR, LOC108157939|XP_033246777.1|DMIR	LOC118463986|XP_035786900.1|AALB
OG0003669	LOC117192827|XP_033253482.1|DMIR, LOC117193247|XP_033253881.1|DMIR, LOC117194158|XP_033254705.1|DMIR, LOC108159667|XP_017148636.1|DMIR	LOC118464145|XP_035787143.1|AALB
OG0003670	LOC108159666|XP_017148635.1|DMIR, LOC117193246|XP_033253880.1|DMIR, LOC117194156|XP_033254703.1|DMIR	LOC118464143|XP_035787141.1|AALB
OG0003671	LOC117185828|XP_033254655.1|DMIR, LOC108160135|XP_017149418.1|DMIR	LOC118463962|XP_035786840.1|AALB
OG0003672	LOC108156957|XP_017144224.1|DMIR	LOC118466816|XP_035792498.1|AALB
OG0003673	LOC117192563|XP_033253169.1|DMIR, LOC108160516|XP_017150055.1|DMIR	LOC118466308|XP_035791312.1|AALB
OG0003674	LOC117185863|XP_033253432.1|DMIR, LOC108160095|XP_033247059.1|DMIR	LOC118467187|XP_035793282.1|AALB
OG0003675	LOC117188511|XP_033248401.1|DMIR, LOC108158197|XP_017145905.2|DMIR	LOC118467189|XP_035793289.1|AALB
OG0003676	LOC117191862|XP_033252519.1|DMIR, LOC108158186|XP_017145893.1|DMIR	LOC118467181|XP_035793257.1|AALB
OG0003677	LOC108155708|XP_017142189.1|DMIR	LOC118466130|XP_035790973.1|AALB
OG0003678	LOC108152977|XP_017138191.1|DMIR	LOC118467642|XP_035794261.1|AALB
OG0003679	LOC108153029|XP_017138274.1|DMIR	LOC118464681|XP_035788097.1|AALB
OG0003680	LOC108159492|XP_017148323.1|DMIR	LOC118464254|XP_035787383.1|AALB
OG0003681	LOC108158887|XP_017147150.1|DMIR, LOC117188240|XP_033247669.1|DMIR	LOC118467352|XP_035793628.1|AALB
OG0003682	LOC108154820|XP_017140709.1|DMIR	LOC118467748|XP_035794451.1|AALB
OG0003683	LOC108158462|XP_033246763.1|DMIR	LOC118464407|XP_035787655.1|AALB
OG0003684	LOC108151240|XP_017135230.1|DMIR	LOC118467083|XP_035793015.1|AALB
OG0003685	LOC108152856|XP_033242852.1|DMIR	LOC118466185|XP_035791075.1|AALB
OG0003686	LOC108160151|XP_017149455.2|DMIR, LOC117185799|XP_033246367.1|DMIR	LOC118466184|XP_035791071.1|AALB
OG0003687	LOC108159706|XP_017148710.1|DMIR, LOC117192740|XP_033253379.1|DMIR	LOC118467335|XP_035793584.1|AALB
OG0003688	LOC108159425|XP_017148181.2|DMIR, LOC117187977|XP_033246919.1|DMIR	LOC118467336|XP_035793586.1|AALB
OG0003689	LOC108152554|XP_017137463.1|DMIR	LOC118467004|XP_035792839.1|AALB
OG0003690	LOC108152611|XP_017137565.1|DMIR	LOC118467003|XP_035792836.1|AALB
OG0003691	LOC108153561|XP_017139122.1|DMIR	LOC118465187|XP_035789049.1|AALB
OG0003692	LOC117193292|XP_033253923.1|DMIR, LOC108158116|XP_017145782.1|DMIR	LOC118465047|XP_035788823.1|AALB
OG0003693	LOC108151528|XP_017135667.1|DMIR	LOC118463611|XP_035786184.1|AALB
OG0003694	LOC108153246|XP_017138579.1|DMIR	LOC118467900|XP_035794713.1|AALB
OG0003695	LOC108151871|XP_017136251.1|DMIR	LOC118463425|XP_035785881.1|AALB
OG0003696	LOC108160033|XP_017149262.1|DMIR, LOC117190066|XP_033251040.1|DMIR	LOC118462943|XP_035784974.1|AALB
OG0003697	LOC117185754|XP_033246281.1|DMIR, LOC108158993|XP_017147335.2|DMIR	LOC118466958|XP_035792753.1|AALB
OG0003698	LOC108151849|XP_017136224.1|DMIR	LOC118463273|XP_035785642.1|AALB
OG0003699	LOC117185816|XP_033253355.1|DMIR, LOC108160077|XP_033247029.1|DMIR	LOC118466488|XP_035791781.1|AALB
OG0003700	LOC108159157|XP_017147644.1|DMIR, LOC117192581|XP_033253190.1|DMIR	LOC118462605|XP_035784328.1|AALB
OG0003701	LOC108162700|XP_017153043.1|DMIR	LOC118466967|XP_035792772.1|AALB
OG0003702	LOC108153272|XP_017138630.1|DMIR	LOC118466964|XP_035792768.1|AALB
OG0003703	LOC108152927|XP_017138099.1|DMIR	LOC118463669|XP_035786319.1|AALB
OG0003704	LOC117186660|XP_033243589.1|DMIR, LOC108151872|XP_017136252.1|DMIR	LOC118463667|XP_035786317.1|AALB
OG0003705	LOC117191016|XP_033251884.1|DMIR, LOC117191012|XP_033251877.1|DMIR, LOC108159440|XP_017148208.1|DMIR	LOC118467369|XP_035793670.1|AALB
OG0003706	LOC108153216|XP_033242745.1|DMIR	LOC118463403|XP_035785844.1|AALB
OG0003707	LOC108152907|XP_033243607.1|DMIR	LOC118462487|XP_035784087.1|AALB
OG0003708	LOC108151280|XP_017135297.1|DMIR	LOC118467266|XP_035793441.1|AALB
OG0003709	LOC108160065|XP_017149302.2|DMIR, LOC117188005|XP_033247010.1|DMIR	LOC118464636|XP_035787975.1|AALB
OG0003710	LOC117193260|XP_033253889.1|DMIR, LOC108160064|XP_017149301.1|DMIR	LOC118462640|XP_035784380.1|AALB
OG0003711	LOC108151161|XP_017135080.1|DMIR	LOC118463308|XP_035785686.1|AALB
OG0003712	LOC108160845|XP_017150589.2|DMIR, LOC117188286|XP_033247756.1|DMIR	LOC118464427|XP_035787683.1|AALB
OG0003713	LOC117191275|XP_033252076.1|DMIR, LOC108159979|XP_017149161.1|DMIR	LOC118463939|XP_035786800.1|AALB
OG0003714	LOC117193319|XP_033253941.1|DMIR, LOC108160443|XP_017149942.1|DMIR	LOC118463938|XP_035786799.1|AALB
OG0003715	LOC108151361|XP_017135409.1|DMIR	LOC118464577|XP_035787913.1|AALB
OG0003716	LOC108151979|XP_017136433.1|DMIR	LOC118467772|XP_035794494.1|AALB
OG0003717	LOC108153371|XP_017138830.1|DMIR	LOC118466725|XP_035792289.1|AALB
OG0003718	LOC108153296|XP_017138673.1|DMIR	LOC118466423|XP_035791596.1|AALB
OG0003719	LOC108153097|XP_017138369.1|DMIR	LOC118463130|XP_035785380.1|AALB
OG0003720	LOC108153725|XP_017139346.1|DMIR	LOC118465613|XP_035789883.1|AALB
OG0003721	LOC108160686|XP_017150328.2|DMIR, LOC117188094|XP_033247314.1|DMIR	LOC118465616|XP_035789890.1|AALB
OG0003722	LOC108152453|XP_033242268.1|DMIR	LOC118464082|XP_035787032.1|AALB
OG0003723	LOC108151243|XP_017135233.1|DMIR	LOC118464092|XP_035787050.1|AALB
OG0003724	LOC108150908|XP_017134721.1|DMIR	LOC118467599|XP_035794178.1|AALB
OG0003725	LOC108151369|XP_017135419.1|DMIR	LOC118466222|XP_035791146.1|AALB
OG0003726	LOC108151479|XP_017135602.1|DMIR	LOC118466220|XP_035791140.1|AALB
OG0003728	LOC108156853|XP_017144066.1|DMIR	LOC118464313|XP_035787502.1|AALB
OG0003729	LOC108151050|XP_017134911.1|DMIR	LOC118464982|XP_035788707.1|AALB, LOC118464305|XP_035787486.1|AALB
OG0003730	LOC108151565|XP_033243205.1|DMIR	LOC118467261|XP_035793437.1|AALB
OG0003731	LOC108151343|XP_017135387.1|DMIR	LOC118467074|XP_035793002.1|AALB
OG0003732	LOC108152125|XP_017136697.1|DMIR	LOC118467901|XP_035794718.1|AALB
OG0003733	LOC108152104|XP_017136645.1|DMIR	LOC118467898|XP_035794709.1|AALB
OG0003734	LOC108152367|XP_033243535.1|DMIR	LOC118466443|XP_035791645.1|AALB
OG0003735	LOC117189368|XP_033250387.1|DMIR, LOC108160092|XP_017149358.1|DMIR	LOC118465755|XP_035790151.1|AALB
OG0003736	LOC117190716|XP_033251675.1|DMIR, LOC108158983|XP_017147317.1|DMIR	LOC118465769|XP_035790177.1|AALB
OG0003737	LOC108159056|XP_017147485.1|DMIR, LOC117193673|XP_033254300.1|DMIR	LOC118465760|XP_035790157.1|AALB
OG0003739	LOC108158094|XP_017145750.1|DMIR	LOC118463094|XP_035785269.1|AALB
OG0003740	LOC117188335|XP_033247918.1|DMIR, LOC108158096|XP_017145751.2|DMIR	LOC118463095|XP_035785271.1|AALB
OG0003741	LOC108153285|XP_017138646.1|DMIR	LOC118463097|XP_035785276.1|AALB
OG0003742	LOC108152058|XP_017136552.1|DMIR	LOC118464124|XP_035787110.1|AALB
OG0003743	LOC117191863|XP_033252520.1|DMIR, LOC108158189|XP_017145897.1|DMIR	LOC118467680|XP_035794344.1|AALB
OG0003744	LOC117188338|XP_033247932.1|DMIR, LOC108158112|XP_017145777.2|DMIR	LOC118467682|XP_035794346.1|AALB
OG0003745	LOC117185692|XP_033247896.1|DMIR, LOC108158140|XP_017145843.2|DMIR	LOC118467684|XP_035794348.1|AALB
OG0003746	LOC108158351|XP_017146078.2|DMIR	LOC118466242|XP_035791185.1|AALB
OG0003747	LOC108153641|XP_017139233.1|DMIR	LOC118466247|XP_035791192.1|AALB
OG0003748	LOC108165583|XP_017157145.1|DMIR	LOC118466244|XP_035791187.1|AALB
OG0003749	LOC108152974|XP_017138189.1|DMIR	LOC118466246|XP_035791191.1|AALB
OG0003750	LOC108152781|XP_017137853.1|DMIR	LOC118466250|XP_035791195.1|AALB
OG0003751	LOC108152148|XP_017136753.1|DMIR	LOC118466283|XP_035791256.1|AALB
OG0003752	LOC108152547|XP_017137448.1|DMIR	LOC118465649|XP_035789955.1|AALB
OG0003753	LOC108151922|XP_033242826.1|DMIR	LOC118465654|XP_035789962.1|AALB
OG0003754	LOC108151921|XP_017136328.1|DMIR	LOC118465648|XP_035789954.1|AALB
OG0003755	LOC108151858|XP_017136231.1|DMIR	LOC118463860|XP_035786662.1|AALB
OG0003756	LOC117190388|XP_033251356.1|DMIR, LOC108160274|XP_017149645.1|DMIR	LOC118466940|XP_035792732.1|AALB
OG0003757	LOC108160146|XP_017149447.1|DMIR	LOC118466138|XP_035790982.1|AALB
OG0003758	LOC108159356|XP_017148067.1|DMIR	LOC118467355|XP_035793641.1|AALB
OG0003759	LOC108152501|XP_033243696.1|DMIR	LOC118466073|XP_035790830.1|AALB
OG0003760	LOC117192756|XP_033253389.1|DMIR, LOC108159762|XP_017148810.1|DMIR	LOC118466075|XP_035790843.1|AALB
OG0003761	LOC108151100|XP_017134984.1|DMIR	LOC118467078|XP_035793008.1|AALB
OG0003762	LOC108151103|XP_017134987.1|DMIR	LOC118464601|XP_035787938.1|AALB, LOC118464617|XP_035787955.1|AALB
OG0003763	LOC108153623|XP_033243223.1|DMIR	LOC118464295|XP_035787470.1|AALB
OG0003764	LOC108151935|XP_017136350.1|DMIR	LOC118466354|XP_035791382.1|AALB
OG0003765	LOC108163795|XP_017154774.2|DMIR	LOC118466754|XP_035792347.1|AALB
OG0003766	LOC108161578|XP_017151391.1|DMIR	LOC118466752|XP_035792342.1|AALB
OG0003767	LOC117188328|XP_033247886.1|DMIR, LOC108158740|XP_017146837.2|DMIR	LOC118466357|XP_035791408.1|AALB
OG0003768	LOC117193587|XP_033254218.1|DMIR, LOC108160490|XP_033247742.1|DMIR	LOC118463951|XP_035786822.1|AALB
OG0003769	LOC108159712|XP_017148720.1|DMIR, LOC117192806|XP_033253451.1|DMIR	LOC118463633|XP_035786246.1|AALB
OG0003770	LOC108164448|XP_017155652.1|DMIR	LOC118462635|XP_035784375.1|AALB
OG0003771	LOC108151497|XP_033242743.1|DMIR	LOC118466829|XP_035792519.1|AALB
OG0003772	LOC108152031|XP_017136510.1|DMIR	LOC118467304|XP_035793521.1|AALB
OG0003773	LOC108158959|XP_017147277.1|DMIR	LOC118467302|XP_035793515.1|AALB
OG0003774	LOC117192548|XP_033253137.1|DMIR, LOC108160070|XP_017149313.1|DMIR	LOC118467798|XP_035794564.1|AALB
OG0003775	LOC108153459|XP_017138981.1|DMIR	LOC118468440|XP_035795095.1|AALB
OG0003776	LOC117190536|XP_033251480.1|DMIR, LOC108160827|XP_017150546.1|DMIR	LOC118464736|XP_035788231.1|AALB
OG0003777	LOC108160732|XP_017150407.2|DMIR, LOC117188100|XP_033247324.1|DMIR	LOC118466911|XP_035792669.1|AALB
OG0003778	LOC108160407|XP_017149888.1|DMIR	LOC118464027|XP_035786976.1|AALB
OG0003779	LOC108159459|XP_033251093.1|DMIR, LOC117185767|XP_017148249.1|DMIR	LOC118465806|XP_035790269.1|AALB
OG0003780	LOC108159959|XP_017149118.1|DMIR, LOC117189923|XP_033250885.1|DMIR	LOC118465900|XP_035790445.1|AALB
OG0003781	LOC108164452|XP_017155659.1|DMIR	LOC118465902|XP_035790447.1|AALB
OG0003782	LOC108150971|XP_017134797.1|DMIR	LOC118466339|XP_035791359.1|AALB
OG0003783	LOC108155276|XP_017141472.1|DMIR	LOC118467165|XP_035793216.1|AALB
OG0003784	LOC117188029|XP_033247063.1|DMIR, LOC108159709|XP_017148714.2|DMIR	LOC118463866|XP_035786676.1|AALB
OG0003785	LOC117190839|XP_033251762.1|DMIR, LOC108160435|XP_017149932.1|DMIR	LOC118463574|XP_035786108.1|AALB
OG0003786	LOC108159730|XP_017148751.1|DMIR, LOC117185758|XP_033251763.1|DMIR	LOC118464198|XP_035787250.1|AALB
OG0003787	LOC108159733|XP_017148756.2|DMIR	LOC118464200|XP_035787252.1|AALB
OG0003788	LOC108159121|XP_017147593.1|DMIR, LOC117191091|XP_033251945.1|DMIR	LOC118464396|XP_035787639.1|AALB
OG0003789	LOC117189983|XP_033250956.1|DMIR, LOC108159501|XP_033246256.1|DMIR	LOC118464393|XP_035787633.1|AALB
OG0003790	LOC108151081|XP_017134952.1|DMIR	LOC118464404|XP_035787651.1|AALB
OG0003791	LOC108156445|XP_017143392.1|DMIR	LOC118461453|XP_035782675.1|AALB
OG0003792	LOC108159823|XP_017148883.2|DMIR, LOC117187967|XP_033246888.1|DMIR	LOC118461399|XP_035782557.1|AALB
OG0003793	LOC117189840|XP_033250806.1|DMIR, LOC108158788|XP_033250805.1|DMIR, LOC108158147|XP_017145856.1|DMIR	LOC118460015|XP_035779839.1|AALB
OG0003794	LOC108159727|XP_017148747.1|DMIR	LOC118464505|XP_035787834.1|AALB
OG0003795	LOC108152796|XP_017137867.1|DMIR	LOC118456604|XP_035773399.1|AALB, LOC118467390|XP_035793733.1|AALB
OG0003796	LOC108156176|XP_017142994.1|DMIR	LOC118467168|XP_035793226.1|AALB
OG0003797	LOC108161674|XP_017151470.1|DMIR	LOC118459879|XP_035779565.1|AALB
OG0003798	LOC108160637|XP_017150255.1|DMIR	LOC118459882|XP_035779572.1|AALB
OG0003799	LOC117190764|XP_033251717.1|DMIR, LOC108158562|XP_017146475.1|DMIR	LOC118457992|XP_035775952.1|AALB
OG0003800	LOC108162435|XP_017152658.1|DMIR	LOC118456736|XP_035773679.1|AALB
OG0003801	LOC108161398|XP_017151136.1|DMIR	LOC118458226|XP_035776386.1|AALB
OG0003802	LOC108162002|XP_017151973.1|DMIR	LOC118468511|XP_035795241.1|AALB
OG0003803	LOC108156108|XP_017142893.1|DMIR	LOC118468791|XP_035795892.1|AALB
OG0003804	LOC108162729|XP_033248421.1|DMIR	LOC118468943|XP_035796175.1|AALB
OG0003805	LOC108161842|XP_017151696.1|DMIR	LOC118468940|XP_035796168.1|AALB
OG0003806	LOC117188961|XP_033249536.1|DMIR	LOC118468942|XP_035796173.1|AALB
OG0003807	LOC108163250|XP_017153907.1|DMIR	LOC118467305|XP_035793526.1|AALB
OG0003808	LOC108152752|XP_017137799.1|DMIR	LOC118460858|XP_035781457.1|AALB
OG0003809	LOC108161731|XP_017151543.1|DMIR	LOC118461847|XP_035783525.1|AALB
OG0003810	LOC117185814|XP_033254092.1|DMIR, LOC108159082|XP_017147525.1|DMIR	LOC118458955|XP_035777829.1|AALB
OG0003811	LOC108159634|XP_017148583.1|DMIR, LOC117189526|XP_033250559.1|DMIR	LOC118462591|XP_035784297.1|AALB
OG0003812	LOC108161750|XP_033248894.1|DMIR	LOC118456167|XP_035772593.1|AALB
OG0003813	LOC108162048|XP_017152064.1|DMIR	LOC118457969|XP_035775903.1|AALB
OG0003814	LOC108161997|XP_017151955.1|DMIR	LOC118457739|XP_035775442.1|AALB
OG0003815	LOC108155165|XP_017141319.1|DMIR	LOC118457743|XP_035775448.1|AALB
OG0003816	LOC108162176|XP_017152258.2|DMIR	LOC118461879|XP_035783609.1|AALB
OG0003817	LOC108163301|XP_017154002.1|DMIR	LOC118457510|XP_035775044.1|AALB
OG0003819	LOC108162663|XP_017152992.1|DMIR	LOC118462908|XP_035784901.1|AALB
OG0003820	LOC108155719|XP_017142211.1|DMIR	LOC118468215|XP_035794903.1|AALB
OG0003821	LOC108160394|XP_017149872.2|DMIR, LOC117188090|XP_033247308.1|DMIR	LOC118458371|XP_035776659.1|AALB
OG0003822	LOC108161357|XP_017151089.1|DMIR	LOC118457153|XP_035774371.1|AALB
OG0003823	LOC108163489|XP_017154291.1|DMIR	LOC118457866|XP_035775658.1|AALB
OG0003824	LOC108161576|XP_017151353.1|DMIR	LOC118456884|XP_035773896.1|AALB
OG0003825	LOC108162089|XP_017152141.1|DMIR	LOC118456837|XP_035773826.1|AALB
OG0003826	LOC108162266|XP_017152405.1|DMIR	LOC118458379|XP_035776678.1|AALB
OG0003827	LOC108162549|XP_017152823.1|DMIR	LOC118460075|XP_035779983.1|AALB
OG0003828	LOC108162548|XP_017152822.1|DMIR	LOC118460074|XP_035779981.1|AALB
OG0003829	LOC108164194|XP_017155303.2|DMIR	LOC118460071|XP_035779963.1|AALB
OG0003830	LOC108162373|XP_017152576.1|DMIR	LOC118456966|XP_035774053.1|AALB
OG0003831	LOC108156091|XP_017142869.1|DMIR	LOC118456777|XP_035773745.1|AALB
OG0003832	LOC108162931|XP_033250032.1|DMIR	LOC118459790|XP_035779409.1|AALB
OG0003833	LOC108162932|XP_017153403.1|DMIR	LOC118459044|XP_035777961.1|AALB, LOC118459791|XP_035779412.1|AALB
OG0003834	LOC108162019|XP_017152001.1|DMIR	LOC118457516|XP_035775053.1|AALB
OG0003835	LOC108163858|XP_017154862.1|DMIR	LOC118460964|XP_035781634.1|AALB
OG0003836	LOC108162759|XP_017153130.1|DMIR	LOC118460572|XP_035780873.1|AALB
OG0003837	LOC108163620|XP_017154507.1|DMIR	LOC118460568|XP_035780863.1|AALB
OG0003838	LOC108161402|XP_033249638.1|DMIR	LOC118468599|XP_035795475.1|AALB
OG0003839	LOC108162365|XP_017152563.1|DMIR	LOC118456470|XP_035773154.1|AALB
OG0003840	LOC117188510|XP_033248400.1|DMIR, LOC108158196|XP_017145904.2|DMIR	LOC118461893|XP_035783640.1|AALB
OG0003841	LOC108163684|XP_017154599.2|DMIR	LOC118464174|XP_035787207.1|AALB
OG0003842	LOC108162988|XP_017153485.1|DMIR	LOC118459052|XP_035777971.1|AALB
OG0003843	LOC108163095|XP_017153669.1|DMIR	LOC118458558|XP_035777093.1|AALB
OG0003844	LOC108162364|XP_017152561.1|DMIR	LOC118457501|XP_035775030.1|AALB
OG0003845	LOC108162534|XP_017152804.1|DMIR	LOC118457660|XP_035775301.1|AALB
OG0003846	LOC108161793|XP_017151631.1|DMIR	LOC118460412|XP_035780592.1|AALB
OG0003847	LOC108163791|XP_017154765.1|DMIR	LOC118460699|XP_035781109.1|AALB
OG0003848	LOC108154877|XP_033244420.1|DMIR	LOC118461871|XP_035783590.1|AALB
OG0003849	LOC108158138|XP_017145841.1|DMIR	LOC118457450|XP_035774939.1|AALB
OG0003850	LOC108162221|XP_033249197.1|DMIR	LOC118456297|XP_035772828.1|AALB
OG0003851	LOC117191903|XP_033252546.1|DMIR, LOC108158620|XP_017146584.1|DMIR	LOC118460436|XP_035780622.1|AALB
OG0003852	LOC108162074|XP_017152111.1|DMIR	LOC118467789|XP_035794558.1|AALB
OG0003853	LOC117192680|XP_033253298.1|DMIR, LOC108159977|XP_017149153.1|DMIR	LOC118461159|XP_035782049.1|AALB
OG0003854	LOC108164085|XP_017155161.1|DMIR	LOC118457893|XP_035775758.1|AALB
OG0003855	LOC108162181|XP_017152261.1|DMIR	LOC118457892|XP_035775754.1|AALB
OG0003856	LOC108161485|XP_017151245.1|DMIR	LOC118459061|XP_035777985.1|AALB
OG0003857	LOC108163166|XP_017153780.1|DMIR	LOC118456685|XP_035773565.1|AALB
OG0003859	LOC108163531|XP_017154371.1|DMIR	LOC118456763|XP_035773721.1|AALB
OG0003860	LOC108160205|XP_017149530.1|DMIR, LOC117193888|XP_033254463.1|DMIR	LOC118458084|XP_035776137.1|AALB
OG0003861	LOC108161724|XP_017151536.2|DMIR	LOC118458442|XP_035776817.1|AALB
OG0003862	LOC108163670|XP_017154586.1|DMIR	LOC118457305|XP_035774675.1|AALB
OG0003863	LOC108162551|XP_017152826.1|DMIR	LOC118457303|XP_035774672.1|AALB
OG0003864	LOC108163075|XP_017153644.1|DMIR	LOC118457306|XP_035774682.1|AALB
OG0003865	LOC108156983|XP_017144264.1|DMIR	LOC118461665|XP_035783143.1|AALB
OG0003866	LOC108163121|XP_017153716.1|DMIR	LOC118458230|XP_035776391.1|AALB
OG0003867	LOC117188834|XP_033249181.1|DMIR	LOC118461670|XP_035783151.1|AALB
OG0003868	LOC108161326|XP_017151047.1|DMIR	LOC118457871|XP_035775678.1|AALB
OG0003869	LOC108163537|XP_017154382.1|DMIR	LOC118457467|XP_035774986.1|AALB
OG0003870	LOC108162915|XP_017153382.1|DMIR	LOC118457462|XP_035774960.1|AALB
OG0003871	LOC108163705|XP_033248985.1|DMIR	LOC118457469|XP_035774988.1|AALB
OG0003872	LOC108158392|XP_017146139.1|DMIR	LOC118456764|XP_035773724.1|AALB
OG0003873	LOC108162668|XP_017152999.2|DMIR	LOC118457997|XP_035775966.1|AALB
OG0003874	LOC108162951|XP_017153435.1|DMIR	LOC118459684|XP_035779208.1|AALB
OG0003875	LOC108162047|XP_033249481.1|DMIR	LOC118459690|XP_035779218.1|AALB
OG0003876	LOC108163804|XP_017154783.1|DMIR	LOC118456185|XP_035772632.1|AALB
OG0003877	LOC108163415|XP_017154171.1|DMIR	LOC118459216|XP_035778290.1|AALB
OG0003878	LOC108163530|XP_017154368.1|DMIR	LOC118468473|XP_035795184.1|AALB
OG0003879	LOC108151932|XP_017136346.1|DMIR	LOC118468476|XP_035795187.1|AALB
OG0003880	LOC108152745|XP_017137783.1|DMIR	LOC118468678|XP_035795674.1|AALB
OG0003881	LOC108159113|XP_033253206.1|DMIR, LOC117188070|XP_033247261.1|DMIR	LOC118459049|XP_035777966.1|AALB
OG0003882	LOC108159774|XP_017148822.2|DMIR, LOC117188508|XP_033248385.1|DMIR	LOC118460718|XP_035781155.1|AALB
OG0003883	LOC108153411|XP_017138900.1|DMIR	LOC118459132|XP_035778100.1|AALB
OG0003884	LOC108163134|XP_017153737.1|DMIR	LOC118458891|XP_035777736.1|AALB
OG0003885	LOC108162688|XP_017153026.1|DMIR	LOC118457235|XP_035774508.1|AALB
OG0003886	LOC108162686|XP_017153024.1|DMIR	LOC118457233|XP_035774505.1|AALB
OG0003887	LOC108163757|XP_017154716.2|DMIR	LOC118468883|XP_035796068.1|AALB
OG0003888	LOC108155075|XP_017141157.1|DMIR	LOC118456889|XP_035773903.1|AALB
OG0003889	LOC117188612|XP_033248508.1|DMIR, LOC108161762|XP_017151585.2|DMIR	LOC118460113|XP_035780041.1|AALB
OG0003890	LOC108152851|XP_017137956.1|DMIR	LOC118458901|XP_035777753.1|AALB
OG0003891	LOC108164040|XP_017155107.2|DMIR	LOC118458896|XP_035777745.1|AALB
OG0003892	LOC108151054|XP_017134917.1|DMIR	LOC118459777|XP_035779385.1|AALB
OG0003893	LOC108162643|XP_017152956.2|DMIR	LOC118460629|XP_035780971.1|AALB
OG0003894	LOC108163009|XP_033249015.1|DMIR	LOC118460631|XP_035780978.1|AALB
OG0003895	LOC108158356|XP_017146098.1|DMIR	LOC118458295|XP_035776512.1|AALB
OG0003896	LOC108158355|XP_017146097.1|DMIR	LOC118461886|XP_035783627.1|AALB
OG0003898	LOC108161929|XP_017151841.1|DMIR	LOC118459234|XP_035778325.1|AALB
OG0003899	LOC108162088|XP_017152140.1|DMIR	LOC118459779|XP_035779388.1|AALB
OG0003900	LOC108162781|XP_017153168.1|DMIR	LOC118458388|XP_035776691.1|AALB
OG0003901	LOC108163730|XP_017154676.1|DMIR	LOC118468335|XP_035794978.1|AALB
OG0003902	LOC108163516|XP_017154341.1|DMIR	LOC118458387|XP_035776690.1|AALB
OG0003903	LOC108161973|XP_017151920.2|DMIR	LOC118458390|XP_035776695.1|AALB
OG0003904	LOC108161972|XP_017151919.2|DMIR	LOC118458389|XP_035776694.1|AALB
OG0003905	LOC108154767|XP_017140639.1|DMIR	LOC118457521|XP_035775059.1|AALB
OG0003907	LOC108163624|XP_017154512.1|DMIR	LOC118456908|XP_035773927.1|AALB
OG0003908	LOC108163625|XP_017154513.1|DMIR	LOC118456911|XP_035773930.1|AALB
OG0003909	LOC117193097|XP_033253710.1|DMIR, LOC108159674|XP_017148650.1|DMIR	LOC118461243|XP_035782236.1|AALB
OG0003910	LOC117186307|XP_033242789.1|DMIR	LOC118461246|XP_035782252.1|AALB
OG0003911	LOC108162032|XP_017152039.1|DMIR	LOC118468958|XP_035796214.1|AALB
OG0003912	LOC108164187|XP_017155294.2|DMIR	LOC118460999|XP_035781717.1|AALB
OG0003913	LOC108162174|XP_017152256.2|DMIR	LOC118460659|XP_035781018.1|AALB
OG0003914	LOC108161635|XP_017151426.1|DMIR	LOC118461750|XP_035783358.1|AALB
OG0003915	LOC108162780|XP_017153171.1|DMIR	LOC118461751|XP_035783359.1|AALB
OG0003916	LOC108161897|XP_017151780.1|DMIR	LOC118457746|XP_035775452.1|AALB
OG0003917	LOC108161831|XP_017151679.1|DMIR	LOC118461167|XP_035782060.1|AALB
OG0003918	LOC108161287|XP_017150994.1|DMIR	LOC118461476|XP_035782726.1|AALB
OG0003919	LOC108163677|XP_017154592.1|DMIR	LOC118462056|XP_035783935.1|AALB
OG0003920	LOC117189961|XP_033250934.1|DMIR, LOC108159423|XP_017148178.1|DMIR	LOC118457988|XP_035775945.1|AALB
OG0003921	LOC108164056|XP_033249291.1|DMIR	LOC118468879|XP_035796056.1|AALB
OG0003922	LOC108163722|XP_017154661.1|DMIR	LOC118459771|XP_035779373.1|AALB
OG0003923	LOC108164482|XP_017155728.1|DMIR	LOC118467487|XP_035793925.1|AALB
OG0003925	LOC108162916|XP_017153385.2|DMIR	LOC118461708|XP_035783227.1|AALB
OG0003926	LOC108162354|XP_017152549.1|DMIR	LOC118456820|XP_035773806.1|AALB
OG0003927	LOC108162067|XP_017152101.1|DMIR	LOC118457694|XP_035775360.1|AALB
OG0003928	LOC108162093|XP_017152144.1|DMIR	LOC118461428|XP_035782629.1|AALB
OG0003929	LOC108161633|XP_017151423.1|DMIR	LOC118460112|XP_035780039.1|AALB
OG0003930	LOC108162118|XP_017152181.1|DMIR	LOC118457669|XP_035775318.1|AALB
OG0003931	LOC108163309|XP_017154014.1|DMIR	LOC118457664|XP_035775310.1|AALB
