Orthogroup	DMIR.longest_only	DHYD.longest_only
OG0005221	LOC108163074|XP_017153643.1|DMIR	LOC111593168|XP_030080026.1|DHYD
OG0005222	LOC108162105|XP_033248993.1|DMIR	LOC111603519|XP_030079207.1|DHYD
OG0005223	LOC108163725|XP_017154667.1|DMIR	LOC111592552|XP_030079046.1|DHYD
OG0005224	LOC108162447|XP_017152678.2|DMIR	LOC111599501|XP_023170938.2|DHYD
OG0005225	LOC108162648|XP_017152967.1|DMIR	LOC111603907|XP_023177495.2|DHYD
OG0005226	LOC108162698|XP_017153037.1|DMIR	LOC111595764|XP_030080276.1|DHYD
OG0005227	LOC108161894|XP_017151778.1|DMIR	LOC111602478|XP_023175308.1|DHYD
OG0005228	LOC108161890|XP_017151774.1|DMIR	LOC111602541|XP_023175440.2|DHYD
OG0005229	LOC108162101|XP_017152150.1|DMIR	LOC111599069|XP_023170361.1|DHYD
OG0005230	LOC108161626|XP_017151412.1|DMIR	LOC111602444|XP_023175270.2|DHYD
OG0005231	LOC108163534|XP_017154376.1|DMIR	LOC111596009|XP_023165796.1|DHYD
OG0005232	LOC108163035|XP_017153573.1|DMIR	LOC111592500|XP_030079563.1|DHYD
OG0005233	LOC108162493|XP_017152735.1|DMIR	LOC111598985|XP_023170254.1|DHYD
OG0005234	LOC108163942|XP_033249258.1|DMIR	LOC111594689|XP_023163876.1|DHYD
OG0005235	LOC108161737|XP_017151550.1|DMIR	LOC111595786|XP_023165439.1|DHYD
OG0005236	LOC108163398|XP_017154149.1|DMIR	LOC111599150|XP_023170488.1|DHYD
OG0005237	LOC108162829|XP_017153247.1|DMIR	LOC111599081|XP_023170381.1|DHYD
OG0005238	LOC108161495|XP_017151259.1|DMIR	LOC111599152|XP_023170490.1|DHYD
OG0005239	LOC108162069|XP_017152103.1|DMIR	LOC111594228|XP_023163196.2|DHYD
OG0005240	LOC108161609|XP_017151397.2|DMIR	LOC111603914|XP_023177505.1|DHYD
OG0005241	LOC108162830|XP_033248700.1|DMIR	LOC111599151|XP_030080319.1|DHYD
OG0005242	LOC108162927|XP_033249645.1|DMIR	LOC111600926|XP_023173061.1|DHYD
OG0005243	LOC108162098|XP_017152148.1|DMIR	LOC111599189|XP_023170544.2|DHYD
OG0005244	LOC108155653|XP_017142094.1|DMIR	LOC111598339|XP_023169311.2|DHYD
OG0005245	LOC108155031|XP_017141083.1|DMIR	LOC111598634|XP_023169746.2|DHYD
OG0005246	LOC108161818|XP_017151667.1|DMIR	LOC111599089|XP_023170397.2|DHYD
OG0005247	LOC117193084|XP_033253700.1|DMIR, LOC108158713|XP_017146745.1|DMIR	LOC111603799|XP_023177316.1|DHYD
OG0005248	LOC108155150|XP_017141299.1|DMIR	LOC111593396|XP_030079399.1|DHYD
OG0005249	LOC108155612|XP_033245137.1|DMIR	LOC111601372|XP_023173679.1|DHYD
OG0005250	LOC108162369|XP_017152572.1|DMIR	LOC111594280|XP_023163290.2|DHYD
OG0005251	LOC108161319|XP_017151034.2|DMIR	LOC111594406|XP_023163446.2|DHYD
OG0005252	LOC108161923|XP_017151828.1|DMIR	LOC111600170|XP_023171934.2|DHYD
OG0005253	LOC108161796|XP_033248800.1|DMIR	LOC111605567|XP_023179909.2|DHYD
OG0005254	LOC108163449|XP_017154226.1|DMIR	LOC111594111|XP_023163037.2|DHYD
OG0005255	LOC108163448|XP_017154224.1|DMIR	LOC111594110|XP_023163036.2|DHYD
OG0005256	LOC117188833|XP_033249180.1|DMIR	LOC111594703|XP_023163892.1|DHYD
OG0005257	LOC108163850|XP_017154854.1|DMIR	LOC111600420|XP_023172274.2|DHYD
OG0005258	LOC108162547|XP_017152821.1|DMIR	LOC111600359|XP_023172201.2|DHYD, LOC115483406|XP_030081057.1|DHYD
OG0005259	LOC108161673|XP_017151468.1|DMIR	LOC111600446|XP_023172309.2|DHYD
OG0005260	LOC108161680|XP_017151476.1|DMIR	LOC111600448|XP_023172313.1|DHYD
OG0005261	LOC108162738|XP_033248623.1|DMIR	LOC111592625|XP_023160728.1|DHYD
OG0005262	LOC108163589|XP_017154457.1|DMIR	LOC111603885|XP_023177471.2|DHYD
OG0005263	LOC108163900|XP_033250074.1|DMIR	LOC111594095|XP_023163015.1|DHYD
OG0005264	LOC108157446|XP_017144992.1|DMIR	LOC111601423|XP_023173766.2|DHYD, LOC115482813|XP_030078837.1|DHYD
OG0005265	LOC108163055|XP_017153616.1|DMIR	LOC111594755|XP_030079144.1|DHYD
OG0005266	LOC108162569|XP_017152858.1|DMIR	LOC111600622|XP_023172596.2|DHYD
OG0005267	LOC108162286|XP_017152435.1|DMIR	LOC111596063|XP_023165880.1|DHYD
OG0005268	LOC108162281|XP_017152429.2|DMIR	LOC111596061|XP_023165878.2|DHYD
OG0005269	LOC108161723|XP_017151532.1|DMIR	LOC111596104|XP_030080303.1|DHYD
OG0005270	LOC117188734|XP_033248913.1|DMIR, LOC108163898|XP_017154906.1|DMIR	LOC111592542|XP_023160592.1|DHYD
OG0005271	LOC108162755|XP_017153124.1|DMIR	LOC111599000|XP_023170278.1|DHYD
OG0005272	LOC108163619|XP_017154506.1|DMIR	LOC111598944|XP_023170190.2|DHYD
OG0005273	LOC108163816|XP_017154796.1|DMIR	LOC111598950|XP_023170201.2|DHYD
OG0005274	LOC108161631|XP_017151420.1|DMIR	LOC111592534|XP_023160585.2|DHYD
OG0005275	LOC108162201|XP_017152301.2|DMIR	LOC111603951|XP_023177550.2|DHYD
OG0005276	LOC108164257|XP_017155386.1|DMIR	LOC111600909|XP_023173038.2|DHYD
OG0005277	LOC108162982|XP_017153477.1|DMIR	LOC111601942|XP_023174568.2|DHYD
OG0005278	LOC108158617|XP_033252552.1|DMIR, LOC117188170|XP_033247502.1|DMIR, LOC117191905|XP_033252551.1|DMIR	LOC111602143|XP_023174860.2|DHYD
OG0005279	LOC108162956|XP_017153444.1|DMIR	LOC111596353|XP_023166313.2|DHYD
OG0005280	LOC108163452|XP_017154229.1|DMIR	LOC111599049|XP_030080243.1|DHYD
OG0005281	LOC108164163|XP_017155259.2|DMIR	LOC111599319|XP_023170701.2|DHYD
OG0005282	LOC108156455|XP_017143406.1|DMIR	LOC111603032|XP_023176230.2|DHYD
OG0005283	LOC108154879|XP_017140809.1|DMIR	LOC111602687|XP_023175676.1|DHYD
OG0005284	LOC108161886|XP_033250023.1|DMIR	LOC111599055|XP_023170344.1|DHYD
OG0005285	LOC108161878|XP_017151760.1|DMIR	LOC111599054|XP_023170342.2|DHYD
OG0005286	LOC108162598|XP_017152905.1|DMIR	LOC111599217|XP_023170583.1|DHYD
OG0005287	LOC108162595|XP_017152902.1|DMIR	LOC111599216|XP_023170582.2|DHYD
OG0005288	LOC108164294|XP_017155430.1|DMIR	LOC111601409|XP_023173740.1|DHYD
OG0005289	LOC117188712|XP_033248856.1|DMIR	LOC111594399|XP_023163434.2|DHYD
OG0005290	LOC108156764|XP_017143917.1|DMIR	LOC111603593|XP_023177019.1|DHYD
OG0005291	LOC108163169|XP_017153790.1|DMIR	LOC111592600|XP_023160692.2|DHYD
OG0005292	LOC108163024|XP_017153554.1|DMIR	LOC111592550|XP_023160605.2|DHYD
OG0005293	LOC108162536|XP_033249446.1|DMIR	LOC111598961|XP_023170215.2|DHYD
OG0005294	LOC108163419|XP_017154176.1|DMIR	LOC111602448|XP_023175276.1|DHYD
OG0005295	LOC108163167|XP_033248763.1|DMIR	LOC111592643|XP_030079130.1|DHYD
OG0005296	LOC108156125|XP_017142924.1|DMIR	LOC111600835|XP_023172907.2|DHYD
OG0005297	LOC108162714|XP_017153064.1|DMIR	LOC111603966|XP_023177574.2|DHYD
OG0005298	LOC108162250|XP_017152387.1|DMIR	LOC111594691|XP_023163879.1|DHYD
OG0005299	LOC108155911|XP_017142546.1|DMIR	LOC111600236|XP_030080625.1|DHYD
OG0005300	LOC108164591|XP_017155905.1|DMIR	LOC111591989|XP_023159716.2|DHYD
OG0005301	LOC108162052|XP_017152076.1|DMIR	LOC111603746|XP_023177239.2|DHYD
OG0005302	LOC108160093|XP_033247021.1|DMIR, LOC117189798|XP_033250751.1|DMIR	LOC111600585|XP_023172540.2|DHYD
OG0005303	LOC108163667|XP_017154579.1|DMIR	LOC111599368|XP_030079229.1|DHYD
OG0005304	LOC108163014|XP_017153538.1|DMIR	LOC111594351|XP_023163379.2|DHYD
OG0005305	LOC117191909|XP_033252555.1|DMIR, LOC108158615|XP_017146579.1|DMIR	LOC111602142|XP_023174859.2|DHYD
OG0005306	LOC108164086|XP_017155163.1|DMIR	LOC111602522|XP_023175374.1|DHYD
OG0005307	LOC108164117|XP_017155203.1|DMIR	LOC111595188|XP_023164539.1|DHYD
OG0005308	LOC108163020|XP_017153547.1|DMIR	LOC111596129|XP_023165968.1|DHYD
OG0005309	LOC108162905|XP_017153364.1|DMIR	LOC111596130|XP_023165971.2|DHYD
OG0005310	LOC108161781|XP_017151611.1|DMIR	LOC111596225|XP_023166110.1|DHYD
OG0005311	LOC108163904|XP_017154919.2|DMIR	LOC111595858|XP_023165541.2|DHYD
OG0005312	LOC108161976|XP_017151924.2|DMIR	LOC111605510|XP_023179830.2|DHYD
OG0005313	LOC108161604|XP_017151380.1|DMIR	LOC111594667|XP_023163839.2|DHYD
OG0005314	LOC108163132|XP_017153735.1|DMIR	LOC111601192|XP_030080283.1|DHYD
OG0005315	LOC108162697|XP_033250108.1|DMIR	LOC111594233|XP_030080275.1|DHYD
OG0005316	LOC117191904|XP_033252547.1|DMIR, LOC108158619|XP_033247503.1|DMIR	LOC111602106|XP_023174815.2|DHYD
OG0005317	LOC108162177|XP_017152259.1|DMIR	LOC111602515|XP_023175366.2|DHYD
OG0005318	LOC108162425|XP_017152641.1|DMIR	LOC111593159|XP_023161530.2|DHYD
OG0005319	LOC108163081|XP_017153649.1|DMIR	LOC111598937|XP_023170183.2|DHYD
OG0005320	LOC108163196|XP_017153830.1|DMIR	LOC111600352|XP_023172191.2|DHYD
OG0005321	LOC108163363|XP_017154101.1|DMIR	LOC111595937|XP_023165665.2|DHYD
OG0005322	LOC108163262|XP_017153921.1|DMIR	LOC111596306|XP_023166233.2|DHYD
OG0005323	LOC108163073|XP_017153637.1|DMIR	LOC111593166|XP_030080012.1|DHYD
OG0005324	LOC108162249|XP_017152385.1|DMIR	LOC111594746|XP_023163957.2|DHYD
OG0005325	LOC108163175|XP_017153798.1|DMIR	LOC111603884|XP_023177469.2|DHYD
OG0005326	LOC108162255|XP_017152391.1|DMIR	LOC111594684|XP_023163871.2|DHYD
OG0005327	LOC108164052|XP_017155119.1|DMIR	LOC111593761|XP_023162547.1|DHYD
OG0005328	LOC108155175|XP_017141334.1|DMIR	LOC111601394|XP_023173705.1|DHYD
OG0005329	LOC108153175|XP_017138472.1|DMIR	LOC111599781|XP_023171319.2|DHYD
OG0005330	LOC108153174|XP_017138471.1|DMIR	LOC111599780|XP_023171318.1|DHYD
OG0005331	LOC108162287|XP_017152436.1|DMIR	LOC111596064|XP_023165881.1|DHYD
OG0005332	LOC108163502|XP_017154316.1|DMIR	LOC111594653|XP_023163819.1|DHYD
OG0005333	LOC108163980|XP_017155030.1|DMIR	LOC111594218|XP_023163184.2|DHYD
OG0005334	LOC108161332|XP_017151059.1|DMIR	LOC111594392|XP_023163427.1|DHYD
OG0005335	LOC108159041|XP_017147453.1|DMIR	LOC111592133|XP_030081990.1|DHYD
OG0005336	LOC108158796|XP_017146971.1|DMIR	LOC111600021|XP_023171702.2|DHYD
OG0005337	LOC108159398|XP_017148123.1|DMIR	LOC111601206|XP_023173465.2|DHYD
OG0005338	LOC108161253|XP_033249468.1|DMIR	LOC111603936|XP_023177533.2|DHYD
OG0005339	LOC108162801|XP_017153197.1|DMIR	LOC111592591|XP_023160675.1|DHYD
OG0005340	LOC108163468|XP_017154254.1|DMIR	LOC111603855|XP_023177422.2|DHYD
OG0005341	LOC117192903|XP_033253534.1|DMIR, LOC108160117|XP_017149399.1|DMIR	LOC111597078|XP_023167376.1|DHYD
OG0005342	LOC108163626|XP_017154514.1|DMIR	LOC111603748|XP_023177237.1|DHYD
OG0005343	LOC108158106|XP_017145763.1|DMIR, LOC117192444|XP_033253017.1|DMIR	LOC111599890|XP_023171481.2|DHYD
OG0005344	LOC108158270|XP_017145996.1|DMIR, LOC117189377|XP_033250392.1|DMIR	LOC111595548|XP_023165104.1|DHYD
OG0005345	LOC108162851|XP_017153283.1|DMIR	LOC111596294|XP_023166218.1|DHYD
OG0005346	LOC117187853|XP_033246627.1|DMIR, LOC108162119|XP_017152182.2|DMIR	LOC111605031|XP_023179131.1|DHYD
OG0005347	LOC108162690|XP_017153027.1|DMIR	LOC111602154|XP_023174874.2|DHYD
OG0005348	LOC108161316|XP_017151025.1|DMIR	LOC111594733|XP_030079039.1|DHYD
OG0005349	LOC108161614|XP_017151402.1|DMIR	LOC111594403|XP_023163444.2|DHYD
OG0005350	LOC108161634|XP_017151424.1|DMIR	LOC111592539|XP_023160590.2|DHYD
OG0005351	LOC108151825|XP_017136180.1|DMIR	LOC111603045|XP_023176257.2|DHYD
OG0005352	LOC108161605|XP_017151388.1|DMIR	LOC111597787|XP_023168429.2|DHYD
OG0005353	LOC108158552|XP_017146455.1|DMIR	LOC111595449|XP_023164944.2|DHYD
OG0005354	LOC108161837|XP_017151685.1|DMIR	LOC111593171|XP_030079077.1|DHYD
OG0005355	LOC108162584|XP_017152886.2|DMIR	LOC111602465|XP_023175293.2|DHYD
OG0005356	LOC108162586|XP_017152890.1|DMIR	LOC111602502|XP_023175342.2|DHYD
OG0005357	LOC108163094|XP_017153668.1|DMIR	LOC111592916|XP_030080272.1|DHYD
OG0005358	LOC108161418|XP_017151163.1|DMIR	LOC111593158|XP_023161529.2|DHYD
OG0005359	LOC117194134|XP_033254675.1|DMIR, LOC108158604|XP_017146555.1|DMIR	LOC111599731|XP_023171244.2|DHYD
OG0005360	LOC108153425|XP_017138917.1|DMIR	LOC111592256|XP_023160106.1|DHYD
OG0005361	LOC108163305|XP_017154007.2|DMIR	LOC111601148|XP_023173387.2|DHYD
OG0005362	LOC108162044|XP_017152060.1|DMIR	LOC111603949|XP_023177548.1|DHYD
OG0005363	LOC108163598|XP_017154472.1|DMIR	LOC111602327|XP_023175096.2|DHYD
OG0005364	LOC108158357|XP_017146099.1|DMIR	LOC111593991|XP_023162854.1|DHYD
OG0005365	LOC108163018|XP_017153543.1|DMIR	LOC111594946|XP_023164207.2|DHYD
OG0005366	LOC108163564|XP_017154418.1|DMIR	LOC111594934|XP_023164194.1|DHYD
OG0005367	LOC108163654|XP_017154562.1|DMIR	LOC111594948|XP_023164213.1|DHYD
OG0005368	LOC108156274|XP_017143132.1|DMIR	LOC111595717|XP_023165333.1|DHYD
OG0005369	LOC108162011|XP_017151991.1|DMIR	LOC111596287|XP_023166209.1|DHYD
OG0005370	LOC108163292|XP_017153982.1|DMIR	LOC111602493|XP_023175327.2|DHYD
OG0005371	LOC108164062|XP_017155133.1|DMIR	LOC111595192|XP_023164543.2|DHYD
OG0005372	LOC108156550|XP_017143558.1|DMIR	LOC111602706|XP_023175712.2|DHYD
OG0005373	LOC108161916|XP_017151817.1|DMIR	LOC111592062|XP_023159832.1|DHYD
OG0005374	LOC108162183|XP_017152264.1|DMIR	LOC111602476|XP_023175306.1|DHYD
OG0005375	LOC108162180|XP_017152260.1|DMIR	LOC111602453|XP_030079240.1|DHYD
OG0005376	LOC108163606|XP_017154485.1|DMIR	LOC111599128|XP_030080389.1|DHYD
OG0005377	LOC108151798|XP_017136137.1|DMIR	LOC111595293|XP_030079490.1|DHYD
OG0005378	LOC108161525|XP_017151292.1|DMIR	LOC111595847|XP_023165525.2|DHYD
OG0005379	LOC108162073|XP_017152110.1|DMIR	LOC111599323|XP_023170707.1|DHYD
OG0005380	LOC108164013|XP_017155077.1|DMIR	LOC111595856|XP_030079226.1|DHYD
OG0005381	LOC108162853|XP_017153286.1|DMIR	LOC111594198|XP_023163163.1|DHYD
OG0005382	LOC108162822|XP_033248552.1|DMIR	LOC111596049|XP_023165865.1|DHYD
OG0005383	LOC108151387|XP_033243200.1|DMIR	LOC111601046|XP_023173228.1|DHYD
OG0005384	LOC108157436|XP_017144979.1|DMIR	LOC111602949|XP_023176078.1|DHYD
OG0005385	LOC117185792|XP_033246261.1|DMIR, LOC108159884|XP_017148987.2|DMIR	LOC111597066|XP_023167361.2|DHYD
OG0005386	LOC108160878|XP_017150636.1|DMIR	LOC111600703|XP_023172726.2|DHYD
OG0005387	LOC108155441|XP_017141742.1|DMIR	LOC111597798|XP_030080590.1|DHYD
OG0005388	LOC108161835|XP_017151682.1|DMIR	LOC111599063|XP_023170351.1|DHYD
OG0005389	LOC108162921|XP_017153392.1|DMIR	LOC111603771|XP_023177274.2|DHYD
OG0005390	LOC108162356|XP_017152551.1|DMIR	LOC111599395|XP_023170801.1|DHYD
OG0005391	LOC108162360|XP_017152554.1|DMIR	LOC111599398|XP_023170808.1|DHYD
OG0005392	LOC108162029|XP_017152036.1|DMIR	LOC111595203|XP_023164569.1|DHYD
OG0005393	LOC108154176|XP_033244279.1|DMIR	LOC111594589|XP_023163717.2|DHYD
OG0005394	LOC108162762|XP_017153138.1|DMIR	LOC111595008|XP_023164281.2|DHYD
OG0005395	LOC108162980|XP_017153475.1|DMIR	LOC111595505|XP_023165045.2|DHYD
OG0005396	LOC108161776|XP_017151604.1|DMIR	LOC111596216|XP_023166098.1|DHYD
OG0005397	LOC108161782|XP_017151613.1|DMIR	LOC115483203|XP_030080295.1|DHYD, LOC111596218|XP_023166103.2|DHYD
OG0005398	LOC108156162|XP_017142979.1|DMIR	LOC111604945|XP_023178984.1|DHYD
OG0005399	LOC108160622|XP_017150226.1|DMIR	LOC111602334|XP_023175107.2|DHYD
OG0005400	LOC108160805|XP_017150518.1|DMIR	LOC111597662|XP_030080953.1|DHYD
OG0005401	LOC108163551|XP_017154401.1|DMIR	LOC111595776|XP_023165425.2|DHYD
OG0005402	LOC108163550|XP_017154400.1|DMIR	LOC111596229|XP_030080285.1|DHYD
OG0005403	LOC108161777|XP_017151606.1|DMIR	LOC111596222|XP_023166108.1|DHYD
OG0005404	LOC108161780|XP_017151610.1|DMIR	LOC111596223|XP_023166109.2|DHYD
OG0005405	LOC108160685|XP_017150327.2|DMIR, LOC117188093|XP_033247313.1|DMIR	LOC111593862|XP_023162682.1|DHYD
OG0005406	LOC108158636|XP_017146607.2|DMIR, LOC117185838|XP_033247294.1|DMIR	LOC111597652|XP_023168240.2|DHYD
OG0005407	LOC108158360|XP_017146103.2|DMIR, LOC117188463|XP_033248267.1|DMIR	LOC111604137|XP_023177823.2|DHYD
OG0005408	LOC108161966|XP_017151914.1|DMIR	LOC111599452|XP_023170878.1|DHYD
OG0005409	LOC108162374|XP_017152577.1|DMIR	LOC111602505|XP_023175348.2|DHYD
OG0005410	LOC108161903|XP_017151791.1|DMIR	LOC111603752|XP_023177243.1|DHYD
OG0005411	LOC117191379|XP_033252157.1|DMIR, LOC117191348|XP_033252134.1|DMIR, LOC108160972|XP_017150758.1|DMIR	LOC111593571|XP_023162201.1|DHYD
OG0005412	LOC108158148|XP_017145857.1|DMIR	LOC111603828|XP_023177356.1|DHYD
OG0005413	LOC108160066|XP_017149304.2|DMIR, LOC117188006|XP_033247011.1|DMIR	LOC111603454|XP_023176815.1|DHYD
OG0005414	LOC108164677|XP_017156021.1|DMIR	LOC111605476|XP_023179782.1|DHYD
OG0005415	LOC108153574|XP_033242764.1|DMIR	LOC111596802|XP_030079896.1|DHYD
OG0005416	LOC117192719|XP_033253344.1|DMIR, LOC108158115|XP_017145781.1|DMIR	LOC111595612|XP_030081302.1|DHYD
OG0005417	LOC108162318|XP_017152488.1|DMIR	LOC111594938|XP_023164199.1|DHYD
OG0005418	LOC108163389|XP_017154134.1|DMIR	LOC111594743|XP_023163953.1|DHYD
OG0005419	LOC108162843|XP_017153274.2|DMIR	LOC111592594|XP_023160677.1|DHYD
OG0005420	LOC108164122|XP_017155208.1|DMIR	LOC111597754|XP_030080366.1|DHYD
OG0005421	LOC108164328|XP_017155472.1|DMIR	LOC111602451|XP_023175278.2|DHYD
OG0005422	LOC108153278|XP_033252430.1|DMIR	LOC111594894|XP_023164149.1|DHYD
OG0005423	LOC108163111|XP_017153695.1|DMIR	LOC111596979|XP_023167229.2|DHYD
OG0005424	LOC117187881|XP_033246671.1|DMIR, LOC108159728|XP_017148749.2|DMIR	LOC111602091|XP_023174792.2|DHYD
OG0005425	LOC108157425|XP_017144968.1|DMIR	LOC111592713|XP_023160868.2|DHYD
OG0005426	LOC108160282|XP_017149653.1|DMIR, LOC117185942|XP_033253258.1|DMIR	LOC111604141|XP_023177827.2|DHYD
OG0005427	LOC117188669|XP_033248749.1|DMIR, LOC108163526|XP_033249844.1|DMIR	LOC111603902|XP_023177487.2|DHYD
OG0005428	LOC108161852|XP_017151708.1|DMIR	LOC111602206|XP_023174944.2|DHYD
OG0005429	LOC108163012|XP_033250031.1|DMIR	LOC111603636|XP_023177077.2|DHYD
OG0005430	LOC108163013|XP_017153535.1|DMIR	LOC111603825|XP_030080338.1|DHYD
OG0005431	LOC108163966|XP_017155009.1|DMIR	LOC111603940|XP_030080344.1|DHYD
OG0005432	LOC108162390|XP_017152596.1|DMIR	LOC111592081|XP_023159869.1|DHYD
OG0005433	LOC108160863|XP_017150615.2|DMIR, LOC117188277|XP_033247727.1|DMIR	LOC111600589|XP_023172548.1|DHYD
OG0005434	LOC108163495|XP_017154306.1|DMIR	LOC111592090|XP_023159881.1|DHYD
OG0005435	LOC108161918|XP_017151822.1|DMIR	LOC111592057|XP_023159825.1|DHYD
OG0005436	LOC108161917|XP_017151820.1|DMIR	LOC111592056|XP_023159824.2|DHYD
OG0005437	LOC108156342|XP_017143230.1|DMIR	LOC111602365|XP_023175149.2|DHYD
OG0005438	LOC108162913|XP_017153378.1|DMIR	LOC111599102|XP_023170413.2|DHYD
OG0005439	LOC108154233|XP_017139949.1|DMIR	LOC111605478|XP_023179780.1|DHYD
OG0005440	LOC108162704|XP_017153048.1|DMIR	LOC111599525|XP_030080363.1|DHYD
OG0005441	LOC108163981|XP_017155031.2|DMIR	LOC111592900|XP_023161115.2|DHYD
OG0005442	LOC108163109|XP_017153693.1|DMIR	LOC111595780|XP_023165432.1|DHYD
OG0005443	LOC117188768|XP_033249019.1|DMIR	LOC111594408|XP_023163452.1|DHYD
OG0005444	LOC108162559|XP_017152844.1|DMIR	LOC111596059|XP_023165876.2|DHYD
OG0005445	LOC108164121|XP_017155207.1|DMIR	LOC111602005|XP_030080346.1|DHYD
OG0005446	LOC108163485|XP_017154283.1|DMIR	LOC111595785|XP_023165437.1|DHYD
OG0005447	LOC108161957|XP_017151905.2|DMIR	LOC111603528|XP_023176928.2|DHYD
OG0005448	LOC117191073|XP_033251932.1|DMIR, LOC108158474|XP_017146267.1|DMIR	LOC111600879|XP_023172980.2|DHYD
OG0005449	LOC117186316|XP_033242836.1|DMIR	LOC111596959|XP_023167186.1|DHYD
OG0005450	LOC108157096|XP_017144449.1|DMIR	LOC111598221|XP_023169149.2|DHYD
OG0005451	LOC108162393|XP_017152602.1|DMIR	LOC111594213|XP_023163179.1|DHYD
OG0005452	LOC108158354|XP_017146093.1|DMIR, LOC117192425|XP_033252985.1|DMIR	LOC111593760|XP_023162539.2|DHYD
OG0005453	LOC108155207|XP_017141374.1|DMIR	LOC111604921|XP_023178937.1|DHYD
OG0005454	LOC108163183|XP_017153808.1|DMIR	LOC111591955|XP_023159660.1|DHYD
OG0005455	LOC108159536|XP_033247260.1|DMIR	LOC111604076|XP_023177726.2|DHYD
OG0005456	LOC108161927|XP_017151839.1|DMIR	LOC111600349|XP_023172192.2|DHYD
OG0005457	LOC108163929|XP_017154951.1|DMIR	LOC111600563|XP_023172514.1|DHYD
OG0005458	LOC108163628|XP_017154521.1|DMIR	LOC111599316|XP_023170697.1|DHYD
OG0005459	LOC108163602|XP_017154479.1|DMIR	LOC111601487|XP_023173870.2|DHYD
OG0005460	LOC108161825|XP_017151673.2|DMIR	LOC111599195|XP_023170551.1|DHYD
OG0005461	LOC108162079|XP_017152119.1|DMIR	LOC111598969|XP_023170231.1|DHYD
OG0005462	LOC108163752|XP_017154709.1|DMIR	LOC111598970|XP_023170232.1|DHYD
OG0005463	LOC108151134|XP_017135048.1|DMIR	LOC111599830|XP_023171391.1|DHYD
OG0005464	LOC108162077|XP_017152114.1|DMIR	LOC111598935|XP_023170180.2|DHYD
OG0005465	LOC108163291|XP_017153980.2|DMIR	LOC111600378|XP_023172226.2|DHYD
OG0005466	LOC108161924|XP_017151837.1|DMIR	LOC111600562|XP_023172498.1|DHYD
OG0005467	LOC108156201|XP_017143023.1|DMIR	LOC111595212|XP_023164589.1|DHYD
OG0005468	LOC108162782|XP_017153169.1|DMIR	LOC111601935|XP_023174555.2|DHYD
OG0005469	LOC108162194|XP_017152289.1|DMIR	LOC111598958|XP_023170212.2|DHYD
OG0005470	LOC108162192|XP_017152282.1|DMIR	LOC111598983|XP_023170252.1|DHYD
OG0005471	LOC108161938|XP_017151858.1|DMIR	LOC111601176|XP_023173423.2|DHYD
OG0005472	LOC108161944|XP_017151866.1|DMIR	LOC111601178|XP_023173425.2|DHYD
OG0005473	LOC108161830|XP_017151678.1|DMIR	LOC111599200|XP_023170559.1|DHYD
OG0005474	LOC108161259|XP_017150969.1|DMIR	LOC111602450|XP_023175277.2|DHYD
OG0005475	LOC108161806|XP_017151653.1|DMIR	LOC111602445|XP_023175271.1|DHYD
OG0005476	LOC108159913|XP_017149034.1|DMIR	LOC111599888|XP_023171479.1|DHYD
OG0005477	LOC108151776|XP_017136110.1|DMIR	LOC111604474|XP_023178326.1|DHYD
OG0005478	LOC108162413|XP_017152629.1|DMIR	LOC111599134|XP_023170465.2|DHYD
OG0005479	LOC108162411|XP_017152627.1|DMIR	LOC111599133|XP_023170464.2|DHYD
OG0005480	LOC108162414|XP_017152630.1|DMIR	LOC111599447|XP_023170870.1|DHYD
OG0005481	LOC108162820|XP_017153225.1|DMIR	LOC111602309|XP_023175082.2|DHYD
OG0005482	LOC108162818|XP_033249635.1|DMIR	LOC111602356|XP_030080400.1|DHYD
OG0005483	LOC108156528|XP_017143523.1|DMIR	LOC111595213|XP_030080612.1|DHYD
OG0005484	LOC108164211|XP_033249915.1|DMIR	LOC111601171|XP_023173417.2|DHYD
OG0005485	LOC108160895|XP_017150654.1|DMIR, LOC117191995|XP_033252610.1|DMIR	LOC111593974|XP_030080885.1|DHYD
OG0005486	LOC108159719|XP_017148729.2|DMIR, LOC117187890|XP_033246715.1|DMIR	LOC111597702|XP_023168308.1|DHYD
OG0005487	LOC108161987|XP_017151942.1|DMIR	LOC111603753|XP_030080424.1|DHYD
OG0005488	LOC108163118|XP_017153713.2|DMIR	LOC111603749|XP_023177240.2|DHYD
OG0005489	LOC108162995|XP_017153498.1|DMIR	LOC111599111|XP_023170431.2|DHYD
OG0005490	LOC108162993|XP_017153495.1|DMIR	LOC111599064|XP_023170352.2|DHYD
OG0005491	LOC108162769|XP_017153153.1|DMIR	LOC111596371|XP_023166335.2|DHYD
OG0005492	LOC108163263|XP_017153922.1|DMIR	LOC111596288|XP_023166210.1|DHYD
OG0005493	LOC108161514|XP_017151280.1|DMIR	LOC111597198|XP_023167539.2|DHYD
OG0005494	LOC108159404|XP_017148134.1|DMIR, LOC117192247|XP_033252802.1|DMIR	LOC111593803|XP_023162597.2|DHYD
OG0005495	LOC108160404|XP_017149884.1|DMIR	LOC111605378|XP_023179630.1|DHYD
OG0005496	LOC108155666|XP_017142118.1|DMIR	LOC111600785|XP_023172842.2|DHYD
OG0005497	LOC108162001|XP_017151972.1|DMIR	LOC111600372|XP_023172218.1|DHYD
