Orthogroup	DMIR.longest_only	ASTE.longest_only
OG0003565	LOC108152636|XP_017137607.1|DMIR, LOC108151489|XP_017135618.1|DMIR	LOC118510559|XP_035908435.1|ASTE
OG0003566	LOC108154238|XP_017139954.1|DMIR	LOC118509922|XP_035907130.1|ASTE
OG0003567	LOC117192936|XP_033253557.1|DMIR, LOC108159976|XP_017149152.1|DMIR	LOC118509512|XP_035906091.1|ASTE
OG0003568	LOC108158726|XP_033252725.1|DMIR, LOC117185691|XP_033248074.1|DMIR	LOC118511369|XP_035910240.1|ASTE
OG0003569	LOC108165525|XP_017157085.1|DMIR	LOC118517271|XP_035919137.1|ASTE, LOC118510247|XP_035907727.1|ASTE
OG0003570	LOC108158089|XP_017145728.2|DMIR, LOC117185683|XP_033247909.1|DMIR	LOC118509626|XP_035906391.1|ASTE
OG0003571	LOC108153684|XP_017139291.1|DMIR	LOC118509641|XP_035906441.1|ASTE
OG0003572	LOC117192708|XP_033253337.1|DMIR, LOC108160226|XP_017149567.1|DMIR	LOC118512944|XP_035914044.1|ASTE
OG0003573	LOC108158529|XP_033253015.1|DMIR, LOC117188047|XP_033247150.1|DMIR	LOC118512995|XP_035914144.1|ASTE
OG0003574	LOC108151061|XP_017134927.1|DMIR	LOC118516850|XP_035918602.1|ASTE, LOC118510500|XP_035908296.1|ASTE
OG0003575	LOC108152018|XP_017136484.1|DMIR	LOC118510495|XP_035908282.1|ASTE
OG0003576	LOC108152979|XP_017138195.2|DMIR	LOC118509244|XP_035905451.1|ASTE
OG0003577	LOC108151753|XP_017136080.1|DMIR	LOC118510540|XP_035908390.1|ASTE
OG0003578	LOC108151077|XP_017134949.1|DMIR	LOC118512201|XP_035912200.1|ASTE
OG0003579	LOC117190392|XP_033251358.1|DMIR, LOC108159845|XP_017148923.1|DMIR	LOC118512198|XP_035912195.1|ASTE
OG0003580	LOC108159337|XP_017148023.2|DMIR, LOC117187752|XP_033246451.1|DMIR	LOC118510518|XP_035908342.1|ASTE
OG0003581	LOC108151540|XP_033242943.1|DMIR	LOC118510521|XP_035908353.1|ASTE
OG0003582	LOC108151425|XP_017135504.1|DMIR	LOC118510469|XP_035908220.1|ASTE
OG0003583	LOC108159923|XP_017149052.1|DMIR	LOC118513612|XP_035915555.1|ASTE, LOC118517283|XP_035919148.1|ASTE
OG0003584	LOC117190663|XP_033251609.1|DMIR, LOC117190990|XP_033251861.1|DMIR, LOC108158866|XP_017147088.1|DMIR	LOC118512090|XP_035911947.1|ASTE
OG0003585	LOC108151590|XP_017135758.1|DMIR	LOC118512129|XP_035912029.1|ASTE
OG0003586	LOC108164423|XP_017155592.1|DMIR	LOC118512139|XP_035912050.1|ASTE
OG0003587	LOC108161763|XP_017151586.2|DMIR, LOC117188613|XP_033248509.1|DMIR	LOC118512150|XP_035912079.1|ASTE
OG0003588	LOC108155711|XP_017142193.2|DMIR	LOC118512159|XP_035912100.1|ASTE
OG0003589	LOC117187725|XP_033246396.1|DMIR, LOC108158081|XP_033254128.1|DMIR	LOC118508833|XP_035904472.1|ASTE
OG0003590	LOC108151741|XP_017136049.1|DMIR	LOC118510454|XP_035908179.1|ASTE
OG0003591	LOC108151454|XP_017135562.1|DMIR	LOC118510449|XP_035908143.1|ASTE
OG0003592	LOC108151338|XP_017135381.1|DMIR	LOC118509943|XP_035907168.1|ASTE
OG0003593	LOC108152321|XP_017137045.1|DMIR	LOC118509539|XP_035906164.1|ASTE
OG0003594	LOC108152065|XP_017136574.1|DMIR	LOC118512679|XP_035913355.1|ASTE, LOC118512680|XP_035913356.1|ASTE
OG0003595	LOC117188149|XP_033247438.1|DMIR, LOC108160520|XP_017150064.1|DMIR	LOC118512692|XP_035913378.1|ASTE
OG0003596	LOC117189884|XP_033250854.1|DMIR, LOC108158759|XP_017146862.1|DMIR	LOC118509433|XP_035905915.1|ASTE
OG0003597	LOC117190075|XP_033251048.1|DMIR, LOC108159497|XP_017148329.1|DMIR	LOC118510552|XP_035908419.1|ASTE
OG0003598	LOC108153166|XP_017138460.1|DMIR	LOC118512745|XP_035913524.1|ASTE
OG0003599	LOC108163646|XP_017154544.1|DMIR	LOC118512752|XP_035913534.1|ASTE, LOC118516388|XP_035918146.1|ASTE
OG0003600	LOC108151747|XP_017136059.1|DMIR	LOC118513087|XP_035914349.1|ASTE
OG0003601	LOC117193462|XP_033254112.1|DMIR, LOC108160526|XP_017150071.1|DMIR	LOC118513037|XP_035914211.1|ASTE
OG0003602	LOC117193662|XP_033254292.1|DMIR, LOC108160230|XP_017149572.1|DMIR	LOC118510268|XP_035907759.1|ASTE
OG0003603	LOC108151358|XP_017135406.1|DMIR	LOC118509496|XP_035906043.1|ASTE
OG0003604	LOC108163122|XP_017153717.1|DMIR	LOC118509499|XP_035906050.1|ASTE
OG0003605	LOC108154670|XP_017140500.1|DMIR	LOC118505337|XP_035896884.1|ASTE
OG0003606	LOC108159821|XP_017148881.1|DMIR, LOC117193014|XP_033253624.1|DMIR	LOC118509930|XP_035907152.1|ASTE
OG0003607	LOC108159493|XP_017148324.1|DMIR	LOC118510067|XP_035907352.1|ASTE
OG0003608	LOC108152001|XP_017136460.1|DMIR	LOC118510071|XP_035907357.1|ASTE
OG0003609	LOC117192328|XP_033252868.1|DMIR, LOC108159088|XP_017147533.1|DMIR	LOC118509532|XP_035906145.1|ASTE
OG0003610	LOC108152666|XP_017137650.1|DMIR, LOC117186758|XP_033243855.1|DMIR	LOC118509526|XP_035906129.1|ASTE
OG0003611	LOC108152029|XP_017136500.1|DMIR	LOC118512931|XP_035913982.1|ASTE
OG0003612	LOC117191834|XP_033252494.1|DMIR, LOC108160712|XP_017150374.1|DMIR	LOC118509729|XP_035906744.1|ASTE
OG0003613	LOC108158123|XP_017145794.1|DMIR	LOC118509758|XP_035906781.1|ASTE
OG0003614	LOC108158124|XP_017145795.1|DMIR	LOC118509770|XP_035906801.1|ASTE
OG0003615	LOC108158531|XP_017146416.1|DMIR, LOC117192285|XP_033252830.1|DMIR	LOC118509895|XP_035907035.1|ASTE
OG0003616	LOC117192641|XP_033253255.1|DMIR, LOC108160605|XP_017150202.1|DMIR	LOC118511422|XP_035910398.1|ASTE
OG0003617	LOC117193368|XP_033253981.1|DMIR, LOC108159237|XP_033247005.1|DMIR	LOC118511429|XP_035910412.1|ASTE, LOC118508841|XP_035904484.1|ASTE
OG0003618	LOC108159230|XP_017147823.2|DMIR, LOC117185865|XP_033253978.1|DMIR	LOC118511426|XP_035910405.1|ASTE
OG0003619	LOC108159093|XP_017147548.1|DMIR	LOC118512840|XP_035913786.1|ASTE
OG0003620	LOC108160169|XP_017149479.2|DMIR	LOC118512836|XP_035913781.1|ASTE
OG0003621	LOC108152582|XP_017137516.1|DMIR	LOC118512802|XP_035913634.1|ASTE
OG0003622	LOC108152581|XP_017137511.1|DMIR	LOC118512800|XP_035913631.1|ASTE
OG0003623	LOC117188147|XP_033247433.1|DMIR, LOC108158949|XP_017147265.2|DMIR	LOC118510416|XP_035908078.1|ASTE
OG0003624	LOC117194126|XP_033254664.1|DMIR, LOC108158680|XP_017146699.1|DMIR	LOC118511439|XP_035910429.1|ASTE
OG0003625	LOC117193039|XP_033253666.1|DMIR, LOC108158118|XP_017145784.1|DMIR	LOC118511437|XP_035910425.1|ASTE
OG0003626	LOC108160296|XP_017149695.1|DMIR	LOC118514209|XP_035916795.1|ASTE
OG0003627	LOC117190538|XP_033251486.1|DMIR, LOC108159901|XP_017149013.1|DMIR	LOC118512834|XP_035913778.1|ASTE
OG0003628	LOC117193150|XP_033253771.1|DMIR, LOC108158729|XP_017146820.1|DMIR	LOC118510546|XP_035908407.1|ASTE
OG0003629	LOC117188327|XP_033247878.1|DMIR, LOC108158468|XP_033250666.1|DMIR	LOC118514242|XP_035916840.1|ASTE
OG0003630	LOC117188461|XP_033248263.1|DMIR, LOC108160081|XP_033252542.1|DMIR	LOC118514228|XP_035916820.1|ASTE
OG0003631	LOC108151442|XP_017135540.1|DMIR	LOC118514252|XP_035916859.1|ASTE
OG0003632	LOC108151072|XP_017134940.1|DMIR	LOC118512313|XP_035912457.1|ASTE
OG0003633	LOC108159590|XP_017148530.2|DMIR, LOC117188004|XP_033247008.1|DMIR	LOC118511570|XP_035910707.1|ASTE
OG0003634	LOC108165489|XP_017157031.1|DMIR	LOC118509443|XP_035905944.1|ASTE
OG0003635	LOC108151177|XP_033243118.1|DMIR	LOC118510366|XP_035907968.1|ASTE
OG0003636	LOC108159906|XP_017149024.1|DMIR	LOC118511520|XP_035910601.1|ASTE
OG0003637	LOC108158406|XP_017146162.1|DMIR	LOC118510477|XP_035908246.1|ASTE
OG0003638	LOC108152839|XP_017137936.1|DMIR	LOC118512897|XP_035913902.1|ASTE
OG0003639	LOC108162257|XP_017152394.1|DMIR	LOC118512899|XP_035913907.1|ASTE
OG0003640	LOC117192768|XP_033253406.1|DMIR, LOC117193197|XP_033253837.1|DMIR, LOC108158704|XP_017146732.1|DMIR	LOC118511377|XP_035910264.1|ASTE
OG0003641	LOC108159031|XP_017147440.1|DMIR	LOC118509741|XP_035906764.1|ASTE
OG0003642	LOC117189859|XP_033250817.1|DMIR, LOC108158694|XP_017146717.1|DMIR	LOC118509762|XP_035906786.1|ASTE
OG0003643	LOC117190459|XP_033251422.1|DMIR, LOC108159900|XP_017149012.1|DMIR	LOC118509772|XP_035906804.1|ASTE
OG0003644	LOC108158733|XP_033247880.1|DMIR, LOC117190209|XP_033251155.1|DMIR	LOC118512794|XP_035913609.1|ASTE
OG0003645	LOC108152576|XP_017137504.1|DMIR	LOC118513487|XP_035915203.1|ASTE
OG0003646	LOC108151985|XP_017136439.1|DMIR	LOC118513484|XP_035915197.1|ASTE
OG0003647	LOC108152993|XP_017138217.1|DMIR	LOC118511263|XP_035910027.1|ASTE
OG0003648	LOC108161960|XP_017151907.1|DMIR	LOC118514452|XP_035917262.1|ASTE
OG0003649	LOC108154083|XP_017139684.1|DMIR	LOC118511447|XP_035910441.1|ASTE
OG0003650	LOC108165022|XP_017156550.1|DMIR	LOC118511444|XP_035910437.1|ASTE
OG0003651	LOC108156418|XP_017143354.1|DMIR	LOC118514396|XP_035917170.1|ASTE
OG0003652	LOC108151912|XP_017136312.1|DMIR	LOC118510225|XP_035907683.1|ASTE
OG0003653	LOC108153113|XP_017138387.1|DMIR	LOC118512767|XP_035913559.1|ASTE, LOC118516382|XP_035918129.1|ASTE
OG0003654	LOC108152041|XP_017136529.1|DMIR	LOC118516697|XP_035918537.1|ASTE, LOC118516361|XP_035918090.1|ASTE, LOC118512775|XP_035913576.1|ASTE
OG0003655	LOC108163056|XP_017153617.1|DMIR	LOC118516360|XP_035918089.1|ASTE, LOC118516696|XP_035918536.1|ASTE
OG0003656	LOC108151907|XP_017136307.1|DMIR	LOC118516357|XP_035918082.1|ASTE, LOC118516695|XP_035918533.1|ASTE
OG0003657	LOC108153449|XP_017138958.1|DMIR	LOC118512888|XP_035913883.1|ASTE
OG0003658	LOC108156917|XP_017144153.1|DMIR	LOC118514261|XP_035916870.1|ASTE
OG0003659	LOC108153319|XP_017138721.1|DMIR	LOC118514253|XP_035916860.1|ASTE
OG0003660	LOC108151113|XP_017135007.1|DMIR	LOC118510302|XP_035907822.1|ASTE
OG0003661	LOC108151804|XP_017136143.2|DMIR	LOC118510216|XP_035907670.1|ASTE
OG0003662	LOC108151680|XP_017135912.1|DMIR	LOC118513272|XP_035914732.1|ASTE
OG0003663	LOC108151755|XP_033243918.1|DMIR	LOC118511399|XP_035910327.1|ASTE
OG0003664	LOC108152883|XP_017138006.1|DMIR	LOC118511390|XP_035910302.1|ASTE
OG0003665	LOC117191254|XP_033252064.1|DMIR, LOC108160667|XP_017150297.1|DMIR	LOC118509733|XP_035906755.1|ASTE
OG0003666	LOC108160163|XP_033246880.1|DMIR, LOC117190017|XP_033251000.1|DMIR	LOC118509612|XP_035906315.1|ASTE
OG0003667	LOC108151734|XP_033243913.1|DMIR	LOC118509621|XP_035906359.1|ASTE
OG0003668	LOC108159931|XP_017149067.2|DMIR, LOC108157939|XP_033246777.1|DMIR	LOC118511332|XP_035910156.1|ASTE
OG0003669	LOC117192827|XP_033253482.1|DMIR, LOC117193247|XP_033253881.1|DMIR, LOC117194158|XP_033254705.1|DMIR, LOC108159667|XP_017148636.1|DMIR	LOC118511546|XP_035910647.1|ASTE
OG0003670	LOC108159666|XP_017148635.1|DMIR, LOC117193246|XP_033253880.1|DMIR, LOC117194156|XP_033254703.1|DMIR	LOC118511544|XP_035910644.1|ASTE
OG0003671	LOC117185828|XP_033254655.1|DMIR, LOC108160135|XP_017149418.1|DMIR	LOC118510273|XP_035907769.1|ASTE
OG0003672	LOC108156957|XP_017144224.1|DMIR	LOC118510287|XP_035907796.1|ASTE
OG0003673	LOC117192563|XP_033253169.1|DMIR, LOC108160516|XP_017150055.1|DMIR	LOC118514330|XP_035917022.1|ASTE
OG0003674	LOC117185863|XP_033253432.1|DMIR, LOC108160095|XP_033247059.1|DMIR	LOC118511255|XP_035909998.1|ASTE
OG0003675	LOC117188511|XP_033248401.1|DMIR, LOC108158197|XP_017145905.2|DMIR	LOC118509878|XP_035907010.1|ASTE
OG0003676	LOC117191862|XP_033252519.1|DMIR, LOC108158186|XP_017145893.1|DMIR	LOC118509875|XP_035906997.1|ASTE
OG0003677	LOC108155708|XP_017142189.1|DMIR	LOC118509452|XP_035905964.1|ASTE
OG0003678	LOC108152977|XP_017138191.1|DMIR	LOC118512843|XP_035913788.1|ASTE
OG0003679	LOC108153029|XP_017138274.1|DMIR	LOC118512857|XP_035913833.1|ASTE
OG0003680	LOC108159492|XP_017148323.1|DMIR	LOC118511376|XP_035910263.1|ASTE
OG0003681	LOC108158887|XP_017147150.1|DMIR, LOC117188240|XP_033247669.1|DMIR	LOC118512283|XP_035912398.1|ASTE
OG0003682	LOC108154820|XP_017140709.1|DMIR	LOC118512252|XP_035912298.1|ASTE
OG0003683	LOC108158462|XP_033246763.1|DMIR	LOC118517165|XP_035918951.1|ASTE, LOC118512254|XP_035912300.1|ASTE
OG0003684	LOC108151240|XP_017135230.1|DMIR	LOC118512876|XP_035913862.1|ASTE
OG0003685	LOC108152856|XP_033242852.1|DMIR	LOC118512255|XP_035912301.1|ASTE
OG0003686	LOC108160151|XP_017149455.2|DMIR, LOC117185799|XP_033246367.1|DMIR	LOC118512019|XP_035911691.1|ASTE
OG0003687	LOC108159706|XP_017148710.1|DMIR, LOC117192740|XP_033253379.1|DMIR	LOC118512808|XP_035913653.1|ASTE
OG0003688	LOC108159425|XP_017148181.2|DMIR, LOC117187977|XP_033246919.1|DMIR	LOC118512809|XP_035913654.1|ASTE
OG0003689	LOC108152554|XP_017137463.1|DMIR	LOC118512815|XP_035913673.1|ASTE
OG0003690	LOC108152611|XP_017137565.1|DMIR	LOC118512816|XP_035913674.1|ASTE
OG0003691	LOC108153561|XP_017139122.1|DMIR	LOC118512820|XP_035913688.1|ASTE
OG0003692	LOC117193292|XP_033253923.1|DMIR, LOC108158116|XP_017145782.1|DMIR	LOC118509716|XP_035906696.1|ASTE
OG0003693	LOC108151528|XP_017135667.1|DMIR	LOC118512229|XP_035912244.1|ASTE
OG0003694	LOC108153246|XP_017138579.1|DMIR	LOC118514241|XP_035916838.1|ASTE
OG0003695	LOC108151871|XP_017136251.1|DMIR	LOC118508937|XP_035904739.1|ASTE
OG0003696	LOC108160033|XP_017149262.1|DMIR, LOC117190066|XP_033251040.1|DMIR	LOC118516427|XP_035918191.1|ASTE, LOC118509569|XP_035906223.1|ASTE
OG0003697	LOC117185754|XP_033246281.1|DMIR, LOC108158993|XP_017147335.2|DMIR	LOC118513184|XP_035914543.1|ASTE
OG0003698	LOC108151849|XP_017136224.1|DMIR	LOC118509763|XP_035906787.1|ASTE
OG0003699	LOC117185816|XP_033253355.1|DMIR, LOC108160077|XP_033247029.1|DMIR	LOC118509780|XP_035906812.1|ASTE
OG0003700	LOC108159157|XP_017147644.1|DMIR, LOC117192581|XP_033253190.1|DMIR	LOC118509693|XP_035906650.1|ASTE
OG0003701	LOC108162700|XP_017153043.1|DMIR	LOC118509771|XP_035906802.1|ASTE
OG0003702	LOC108153272|XP_017138630.1|DMIR	LOC118509761|XP_035906785.1|ASTE
OG0003703	LOC108152927|XP_017138099.1|DMIR	LOC118511882|XP_035911400.1|ASTE
OG0003704	LOC117186660|XP_033243589.1|DMIR, LOC108151872|XP_017136252.1|DMIR	LOC118511878|XP_035911394.1|ASTE
OG0003705	LOC117191016|XP_033251884.1|DMIR, LOC117191012|XP_033251877.1|DMIR, LOC108159440|XP_017148208.1|DMIR	LOC118512306|XP_035912430.1|ASTE
OG0003706	LOC108153216|XP_033242745.1|DMIR	LOC118512867|XP_035913848.1|ASTE
OG0003707	LOC108152907|XP_033243607.1|DMIR	LOC118512871|XP_035913855.1|ASTE
OG0003708	LOC108151280|XP_017135297.1|DMIR	LOC118510150|XP_035907547.1|ASTE
OG0003709	LOC108160065|XP_017149302.2|DMIR, LOC117188005|XP_033247010.1|DMIR	LOC118513269|XP_035914729.1|ASTE
OG0003710	LOC117193260|XP_033253889.1|DMIR, LOC108160064|XP_017149301.1|DMIR	LOC118513464|XP_035915133.1|ASTE
OG0003711	LOC108151161|XP_017135080.1|DMIR	LOC118516343|XP_035918048.1|ASTE, LOC118511355|XP_035910208.1|ASTE
OG0003712	LOC108160845|XP_017150589.2|DMIR, LOC117188286|XP_033247756.1|DMIR	LOC118509385|XP_035905822.1|ASTE, LOC118517325|XP_035919198.1|ASTE
OG0003713	LOC117191275|XP_033252076.1|DMIR, LOC108159979|XP_017149161.1|DMIR	LOC118509386|XP_035905823.1|ASTE, LOC118517321|XP_035919194.1|ASTE
OG0003714	LOC117193319|XP_033253941.1|DMIR, LOC108160443|XP_017149942.1|DMIR	LOC118509387|XP_035905824.1|ASTE, LOC118517333|XP_035919209.1|ASTE
OG0003715	LOC108151361|XP_017135409.1|DMIR	LOC118514619|XP_035917509.1|ASTE
OG0003716	LOC108151979|XP_017136433.1|DMIR	LOC118509406|XP_035905864.1|ASTE
OG0003717	LOC108153371|XP_017138830.1|DMIR	LOC118508827|XP_035904465.1|ASTE
OG0003718	LOC108153296|XP_017138673.1|DMIR	LOC118509911|XP_035907083.1|ASTE
OG0003719	LOC108153097|XP_017138369.1|DMIR	LOC118509552|XP_035906196.1|ASTE
OG0003720	LOC108153725|XP_017139346.1|DMIR	LOC118511283|XP_035910070.1|ASTE
OG0003721	LOC108160686|XP_017150328.2|DMIR, LOC117188094|XP_033247314.1|DMIR	LOC118511286|XP_035910084.1|ASTE
OG0003722	LOC108152453|XP_033242268.1|DMIR	LOC118511319|XP_035910125.1|ASTE
OG0003723	LOC108151243|XP_017135233.1|DMIR	LOC118511312|XP_035910119.1|ASTE
OG0003724	LOC108150908|XP_017134721.1|DMIR	LOC118512266|XP_035912339.1|ASTE
OG0003725	LOC108151369|XP_017135419.1|DMIR	LOC118514229|XP_035916821.1|ASTE
OG0003726	LOC108151479|XP_017135602.1|DMIR	LOC118514244|XP_035916844.1|ASTE
OG0003728	LOC108156853|XP_017144066.1|DMIR	LOC118508855|XP_035904501.1|ASTE
OG0003729	LOC108151050|XP_017134911.1|DMIR	LOC118508850|XP_035904495.1|ASTE
OG0003730	LOC108151565|XP_033243205.1|DMIR	LOC118510262|XP_035907740.1|ASTE
OG0003731	LOC108151343|XP_017135387.1|DMIR	LOC118509402|XP_035905856.1|ASTE
OG0003732	LOC108152125|XP_017136697.1|DMIR	LOC118509392|XP_035905832.1|ASTE
OG0003733	LOC108152104|XP_017136645.1|DMIR	LOC118509391|XP_035905831.1|ASTE
OG0003734	LOC108152367|XP_033243535.1|DMIR	LOC118510094|XP_035907404.1|ASTE
OG0003735	LOC117189368|XP_033250387.1|DMIR, LOC108160092|XP_017149358.1|DMIR	LOC118509242|XP_035905449.1|ASTE
OG0003736	LOC117190716|XP_033251675.1|DMIR, LOC108158983|XP_017147317.1|DMIR	LOC118509248|XP_035905475.1|ASTE
OG0003737	LOC108159056|XP_017147485.1|DMIR, LOC117193673|XP_033254300.1|DMIR	LOC118509243|XP_035905450.1|ASTE
OG0003738	LOC108160829|XP_017150550.1|DMIR	LOC118511844|XP_035911280.1|ASTE
OG0003739	LOC108158094|XP_017145750.1|DMIR	LOC118511845|XP_035911282.1|ASTE
OG0003740	LOC117188335|XP_033247918.1|DMIR, LOC108158096|XP_017145751.2|DMIR	LOC118511849|XP_035911287.1|ASTE
OG0003741	LOC108153285|XP_017138646.1|DMIR	LOC118511853|XP_035911292.1|ASTE
OG0003742	LOC108152058|XP_017136552.1|DMIR	LOC118511851|XP_035911290.1|ASTE
OG0003743	LOC117191863|XP_033252520.1|DMIR, LOC108158189|XP_017145897.1|DMIR	LOC118511517|XP_035910593.1|ASTE
OG0003744	LOC117188338|XP_033247932.1|DMIR, LOC108158112|XP_017145777.2|DMIR	LOC118511521|XP_035910602.1|ASTE
OG0003745	LOC117185692|XP_033247896.1|DMIR, LOC108158140|XP_017145843.2|DMIR	LOC118511524|XP_035910605.1|ASTE
OG0003746	LOC108158351|XP_017146078.2|DMIR	LOC118511518|XP_035910599.1|ASTE
OG0003747	LOC108153641|XP_017139233.1|DMIR	LOC118511527|XP_035910609.1|ASTE
OG0003748	LOC108165583|XP_017157145.1|DMIR	LOC118511526|XP_035910608.1|ASTE
OG0003749	LOC108152974|XP_017138189.1|DMIR	LOC118511530|XP_035910612.1|ASTE
OG0003750	LOC108152781|XP_017137853.1|DMIR	LOC118509365|XP_035905781.1|ASTE
OG0003751	LOC108152148|XP_017136753.1|DMIR	LOC118509646|XP_035906447.1|ASTE
OG0003752	LOC108152547|XP_017137448.1|DMIR	LOC118510333|XP_035907884.1|ASTE
OG0003753	LOC108151922|XP_033242826.1|DMIR	LOC118510374|XP_035907992.1|ASTE
OG0003754	LOC108151921|XP_017136328.1|DMIR	LOC118510329|XP_035907875.1|ASTE
OG0003755	LOC108151858|XP_017136231.1|DMIR	LOC118510348|XP_035907934.1|ASTE
OG0003756	LOC117190388|XP_033251356.1|DMIR, LOC108160274|XP_017149645.1|DMIR	LOC118511333|XP_035910158.1|ASTE
OG0003757	LOC108160146|XP_017149447.1|DMIR	LOC118511344|XP_035910191.1|ASTE
OG0003758	LOC108159356|XP_017148067.1|DMIR	LOC118516422|XP_035918182.1|ASTE, LOC118509571|XP_035906226.1|ASTE
OG0003759	LOC108152501|XP_033243696.1|DMIR	LOC118513144|XP_035914463.1|ASTE
OG0003760	LOC117192756|XP_033253389.1|DMIR, LOC108159762|XP_017148810.1|DMIR	LOC118513151|XP_035914485.1|ASTE
OG0003761	LOC108151100|XP_017134984.1|DMIR	LOC118513153|XP_035914493.1|ASTE
OG0003762	LOC108151103|XP_017134987.1|DMIR	LOC118513156|XP_035914495.1|ASTE
OG0003763	LOC108153623|XP_033243223.1|DMIR	LOC118513165|XP_035914505.1|ASTE
OG0003764	LOC108151935|XP_017136350.1|DMIR	LOC118513181|XP_035914534.1|ASTE
OG0003765	LOC108163795|XP_017154774.2|DMIR	LOC118513179|XP_035914533.1|ASTE
OG0003766	LOC108161578|XP_017151391.1|DMIR	LOC118513172|XP_035914517.1|ASTE
OG0003767	LOC117188328|XP_033247886.1|DMIR, LOC108158740|XP_017146837.2|DMIR	LOC118513190|XP_035914571.1|ASTE
OG0003768	LOC117193587|XP_033254218.1|DMIR, LOC108160490|XP_033247742.1|DMIR	LOC118511408|XP_035910358.1|ASTE
OG0003769	LOC108159712|XP_017148720.1|DMIR, LOC117192806|XP_033253451.1|DMIR	LOC118511406|XP_035910353.1|ASTE
OG0003770	LOC108164448|XP_017155652.1|DMIR	LOC118511404|XP_035910330.1|ASTE
OG0003771	LOC108151497|XP_033242743.1|DMIR	LOC118511417|XP_035910385.1|ASTE
OG0003772	LOC108152031|XP_017136510.1|DMIR	LOC118510382|XP_035908021.1|ASTE
OG0003773	LOC108158959|XP_017147277.1|DMIR	LOC118510354|XP_035907948.1|ASTE
OG0003774	LOC117192548|XP_033253137.1|DMIR, LOC108160070|XP_017149313.1|DMIR	LOC118512915|XP_035913951.1|ASTE
OG0003775	LOC108153459|XP_017138981.1|DMIR	LOC118511181|XP_035909826.1|ASTE
OG0003776	LOC117190536|XP_033251480.1|DMIR, LOC108160827|XP_017150546.1|DMIR	LOC118512003|XP_035911649.1|ASTE
OG0003777	LOC108160732|XP_017150407.2|DMIR, LOC117188100|XP_033247324.1|DMIR	LOC118511982|XP_035911614.1|ASTE
OG0003778	LOC108160407|XP_017149888.1|DMIR	LOC118511985|XP_035911618.1|ASTE
OG0003779	LOC108159459|XP_033251093.1|DMIR, LOC117185767|XP_017148249.1|DMIR	LOC118509704|XP_035906675.1|ASTE
OG0003780	LOC108159959|XP_017149118.1|DMIR, LOC117189923|XP_033250885.1|DMIR	LOC118511955|XP_035911566.1|ASTE
OG0003781	LOC108164452|XP_017155659.1|DMIR	LOC118511969|XP_035911598.1|ASTE
OG0003782	LOC108150971|XP_017134797.1|DMIR	LOC118509625|XP_035906377.1|ASTE
OG0003783	LOC108155276|XP_017141472.1|DMIR	LOC118512889|XP_035913885.1|ASTE
OG0003784	LOC117188029|XP_033247063.1|DMIR, LOC108159709|XP_017148714.2|DMIR	LOC118511975|XP_035911604.1|ASTE
OG0003785	LOC117190839|XP_033251762.1|DMIR, LOC108160435|XP_017149932.1|DMIR	LOC118511956|XP_035911567.1|ASTE
OG0003786	LOC108159730|XP_017148751.1|DMIR, LOC117185758|XP_033251763.1|DMIR	LOC118511948|XP_035911550.1|ASTE
OG0003787	LOC108159733|XP_017148756.2|DMIR	LOC118511987|XP_035911620.1|ASTE
OG0003788	LOC108159121|XP_017147593.1|DMIR, LOC117191091|XP_033251945.1|DMIR	LOC118512243|XP_035912280.1|ASTE
OG0003789	LOC117189983|XP_033250956.1|DMIR, LOC108159501|XP_033246256.1|DMIR	LOC118512237|XP_035912265.1|ASTE
OG0003790	LOC108151081|XP_017134952.1|DMIR	LOC118512234|XP_035912260.1|ASTE
OG0003791	LOC108156445|XP_017143392.1|DMIR	LOC118503298|XP_035892301.1|ASTE
OG0003792	LOC108159823|XP_017148883.2|DMIR, LOC117187967|XP_033246888.1|DMIR	LOC118508552|XP_035904336.1|ASTE
OG0003793	LOC117189840|XP_033250806.1|DMIR, LOC108158788|XP_033250805.1|DMIR, LOC108158147|XP_017145856.1|DMIR	LOC118517341|XP_035919218.1|ASTE, LOC118511193|XP_035909858.1|ASTE
OG0003794	LOC108159727|XP_017148747.1|DMIR	LOC118509619|XP_035906352.1|ASTE
OG0003795	LOC108152796|XP_017137867.1|DMIR	LOC118509678|XP_035906606.1|ASTE
OG0003796	LOC108156176|XP_017142994.1|DMIR	LOC118512890|XP_035913886.1|ASTE
OG0003797	LOC108161674|XP_017151470.1|DMIR	LOC118510965|XP_035909344.1|ASTE
OG0003798	LOC108160637|XP_017150255.1|DMIR	LOC118510964|XP_035909325.1|ASTE
OG0003799	LOC117190764|XP_033251717.1|DMIR, LOC108158562|XP_017146475.1|DMIR	LOC118510960|XP_035909320.1|ASTE
OG0003800	LOC108162435|XP_017152658.1|DMIR	LOC118511031|XP_035909503.1|ASTE
OG0003801	LOC108161398|XP_017151136.1|DMIR	LOC118511038|XP_035909524.1|ASTE
OG0003802	LOC108162002|XP_017151973.1|DMIR	LOC118510085|XP_035907387.1|ASTE
OG0003803	LOC108156108|XP_017142893.1|DMIR	LOC118513404|XP_035914991.1|ASTE
OG0003804	LOC108162729|XP_033248421.1|DMIR	LOC118513385|XP_035914942.1|ASTE
OG0003805	LOC108161842|XP_017151696.1|DMIR	LOC118513382|XP_035914938.1|ASTE
OG0003806	LOC117188961|XP_033249536.1|DMIR	LOC118513384|XP_035914941.1|ASTE
