Orthogroup	DMIR.longest_only	BCOP.longest_only
OG0005003	LOC108152462|XP_017137316.1|DMIR	LOC119080535|XP_037044843.1|BCOP
OG0005004	LOC108152291|XP_017137002.1|DMIR	LOC119081614|XP_037046555.1|BCOP
OG0005005	LOC108165423|XP_017156951.1|DMIR	LOC119079297|XP_037042979.1|BCOP
OG0005006	LOC108151200|XP_017135160.2|DMIR	LOC119079664|XP_037043609.1|BCOP
OG0005007	LOC108152642|XP_017137622.1|DMIR	LOC119079272|XP_037042946.1|BCOP
OG0005008	LOC108151833|XP_017136193.1|DMIR	LOC119079683|XP_037043635.1|BCOP
OG0005009	LOC108153554|XP_017139113.1|DMIR	LOC119073419|XP_037034759.1|BCOP
OG0005010	LOC108151403|XP_017135480.1|DMIR	LOC119078133|XP_037041530.1|BCOP
OG0005011	LOC108160428|XP_017149920.1|DMIR, LOC117190836|XP_033251760.1|DMIR	LOC119072370|XP_037033460.1|BCOP
OG0005012	LOC108153111|XP_017138385.1|DMIR	LOC119080448|XP_037044708.1|BCOP
OG0005013	LOC108155718|XP_017142210.1|DMIR	LOC119074550|XP_037036624.1|BCOP
OG0005015	LOC108151715|XP_017135976.1|DMIR	LOC119079346|XP_037043071.1|BCOP
OG0005016	LOC108165438|XP_017156966.2|DMIR	LOC119074671|XP_037036853.1|BCOP
OG0005017	LOC108152564|XP_017137485.1|DMIR	LOC119066121|XP_037024300.1|BCOP
OG0005018	LOC108152236|XP_017136917.1|DMIR	LOC119076971|XP_037039962.1|BCOP
OG0005019	LOC108152704|XP_017137713.1|DMIR	LOC119076429|XP_037039073.1|BCOP
OG0005020	LOC117192686|XP_033253306.1|DMIR, LOC108160353|XP_017149808.1|DMIR	LOC119081392|XP_037046174.1|BCOP
OG0005021	LOC108161328|XP_017151052.2|DMIR	LOC119077651|XP_037040766.1|BCOP
OG0005022	LOC108151914|XP_017136316.1|DMIR	LOC119068432|XP_037027897.1|BCOP
OG0005023	LOC108160639|XP_017150257.1|DMIR	LOC119079831|XP_037043792.1|BCOP
OG0005024	LOC108152553|XP_033242347.1|DMIR	LOC119076642|XP_037039408.1|BCOP
OG0005025	LOC108152286|XP_017136993.1|DMIR	LOC119074896|XP_037037138.1|BCOP
OG0005026	LOC108151986|XP_017136440.1|DMIR	LOC119081220|XP_037045839.1|BCOP
OG0005027	LOC108153348|XP_017138795.1|DMIR	LOC119073701|XP_037035196.1|BCOP
OG0005028	LOC108154246|XP_017139970.1|DMIR	LOC119068477|XP_037027983.1|BCOP
OG0005029	LOC108152325|XP_017137060.1|DMIR	LOC119075588|XP_037037955.1|BCOP
OG0005030	LOC108151529|XP_017135670.1|DMIR	LOC119068277|XP_037027706.1|BCOP
OG0005031	LOC108152156|XP_033242633.1|DMIR	LOC119086060|XP_037052530.1|BCOP
OG0005032	LOC108152310|XP_017137031.1|DMIR	LOC119076635|XP_037039398.1|BCOP
OG0005033	LOC108150904|XP_017134704.1|DMIR	LOC119081726|XP_037046767.1|BCOP
OG0005034	LOC108153507|XP_017139048.1|DMIR	LOC119081823|XP_037046954.1|BCOP
OG0005035	LOC108152308|XP_033242207.1|DMIR	LOC119080717|XP_037045094.1|BCOP
OG0005036	LOC108151807|XP_017136149.1|DMIR	LOC119067221|XP_037025963.1|BCOP
OG0005037	LOC108151971|XP_017136413.1|DMIR	LOC119073608|XP_037035078.1|BCOP
OG0005038	LOC108151883|XP_017136269.1|DMIR	LOC119075194|XP_037037482.1|BCOP
OG0005039	LOC108162828|XP_017153246.1|DMIR	LOC119070323|XP_037030486.1|BCOP
OG0005040	LOC108152150|XP_017136755.1|DMIR	LOC119073817|XP_037035489.1|BCOP
OG0005041	LOC108151329|XP_017135369.1|DMIR	LOC119081329|XP_037046011.1|BCOP
OG0005042	LOC108152670|XP_017137656.1|DMIR	LOC119084797|XP_037050757.1|BCOP
OG0005043	LOC108158864|XP_017147086.1|DMIR, LOC117192557|XP_033253150.1|DMIR	LOC119073901|XP_037035685.1|BCOP
OG0005044	LOC108158862|XP_017147083.2|DMIR, LOC117188381|XP_033248057.1|DMIR	LOC119069510|XP_037029486.1|BCOP
OG0005045	LOC117193710|XP_033254327.1|DMIR, LOC108160782|XP_017150475.1|DMIR	LOC119066172|XP_037024369.1|BCOP
OG0005046	LOC108159213|XP_017147782.1|DMIR, LOC117193051|XP_033253675.1|DMIR	LOC119078148|XP_037041519.1|BCOP
OG0005047	LOC108151370|XP_017135421.1|DMIR	LOC119080703|XP_037045057.1|BCOP
OG0005048	LOC108157443|XP_017144988.1|DMIR, LOC108151371|XP_017135422.1|DMIR	LOC119073804|XP_037035460.1|BCOP
OG0005049	LOC117185789|XP_033242206.1|DMIR	LOC119077285|XP_037040331.1|BCOP
OG0005050	LOC117191928|XP_033252564.1|DMIR, LOC108159528|XP_017148386.1|DMIR	LOC119082843|XP_037048397.1|BCOP
OG0005051	LOC108151678|XP_017135909.1|DMIR	LOC119080690|XP_037045023.1|BCOP
OG0005052	LOC108151679|XP_017135910.1|DMIR	LOC119080743|XP_037045187.1|BCOP
OG0005053	LOC108163002|XP_033249824.1|DMIR	LOC119084626|XP_037050589.1|BCOP
OG0005054	LOC108152652|XP_017137633.1|DMIR	LOC119073254|XP_037034514.1|BCOP
OG0005055	LOC108162462|XP_017152732.1|DMIR	LOC119083451|XP_037049073.1|BCOP
OG0005056	LOC117192797|XP_033253446.1|DMIR, LOC108160467|XP_017149973.1|DMIR	LOC119073358|XP_037034655.1|BCOP
OG0005057	LOC108151601|XP_017135770.1|DMIR	LOC119080191|XP_037044325.1|BCOP
OG0005058	LOC108151727|XP_033243017.1|DMIR	LOC119073798|XP_037035428.1|BCOP
OG0005059	LOC108158215|XP_017145927.1|DMIR	LOC119081776|XP_037046877.1|BCOP
OG0005060	LOC108160136|XP_017149424.1|DMIR, LOC117185778|XP_033253457.1|DMIR	LOC119081749|XP_037046819.1|BCOP
OG0005061	LOC108162849|XP_017153281.1|DMIR	LOC119068733|XP_037028325.1|BCOP
OG0005062	LOC117185953|XP_033250462.1|DMIR, LOC108158890|XP_017147163.1|DMIR	LOC119083564|XP_037049183.1|BCOP
OG0005063	LOC108160069|XP_017149312.1|DMIR	LOC119079879|XP_037043857.1|BCOP
OG0005064	LOC108152621|XP_017137580.1|DMIR	LOC119080420|XP_037044655.1|BCOP
OG0005065	LOC108158092|XP_017145748.1|DMIR	LOC119073445|XP_037034831.1|BCOP
OG0005066	LOC117188437|XP_033248211.1|DMIR, LOC108160967|XP_017150755.2|DMIR	LOC119073516|XP_037034937.1|BCOP
OG0005067	LOC108160820|XP_033254248.1|DMIR, LOC117185930|XP_033247654.1|DMIR	LOC119073946|XP_037035716.1|BCOP
OG0005068	LOC108151589|XP_017135757.1|DMIR	LOC119084242|XP_037050037.1|BCOP
OG0005069	LOC108158190|XP_017145898.1|DMIR, LOC117191864|XP_033252521.1|DMIR	LOC119074502|XP_037036552.1|BCOP
OG0005070	LOC108160281|XP_017149652.2|DMIR, LOC117187980|XP_033246935.1|DMIR	LOC119073865|XP_037035627.1|BCOP
OG0005071	LOC108152070|XP_017136582.1|DMIR	LOC119073318|XP_037034603.1|BCOP
OG0005072	LOC108152225|XP_017136897.1|DMIR	LOC119079369|XP_037043134.1|BCOP
OG0005073	LOC108159477|XP_017148293.1|DMIR	LOC119084020|XP_037049731.1|BCOP
OG0005074	LOC108151823|XP_017136171.2|DMIR	LOC119079755|XP_037043732.1|BCOP
OG0005075	LOC117185867|XP_033254157.1|DMIR, LOC108160233|XP_017149576.1|DMIR	LOC119073709|XP_037035216.1|BCOP
OG0005076	LOC117193639|XP_033254275.1|DMIR, LOC108159676|XP_017148655.1|DMIR	LOC119081356|XP_037046100.1|BCOP
OG0005078	LOC108151631|XP_017135824.1|DMIR	LOC119066068|XP_037024191.1|BCOP
OG0005079	LOC108160328|XP_017149746.1|DMIR	LOC119083647|XP_037049312.1|BCOP
OG0005081	LOC117190221|XP_033251160.1|DMIR, LOC108160114|XP_017149395.1|DMIR	LOC119081654|XP_037046631.1|BCOP
OG0005082	LOC108153103|XP_017138375.1|DMIR	LOC119073347|XP_037034636.1|BCOP
OG0005083	LOC108154153|XP_017139800.1|DMIR	LOC119066271|XP_037024524.1|BCOP
OG0005084	LOC108151517|XP_017135652.1|DMIR	LOC119080906|XP_037045392.1|BCOP
OG0005085	LOC108152923|XP_017138092.1|DMIR	LOC119074188|XP_037036076.1|BCOP
OG0005086	LOC108158113|XP_017145778.1|DMIR	LOC119074143|XP_037036035.1|BCOP
OG0005087	LOC108152707|XP_033242716.1|DMIR	LOC119079836|XP_037043797.1|BCOP
OG0005088	LOC108158901|XP_033253521.1|DMIR, LOC117185706|XP_033248082.1|DMIR	LOC119081623|XP_037046566.1|BCOP
OG0005089	LOC117193113|XP_033253727.1|DMIR, LOC108158899|XP_017147175.2|DMIR	LOC119081622|XP_037046565.1|BCOP
OG0005090	LOC108158601|XP_017146552.1|DMIR	LOC119078736|XP_037042313.1|BCOP
OG0005091	LOC108159167|XP_033246429.1|DMIR	LOC119074079|XP_037035920.1|BCOP
OG0005092	LOC108153195|XP_017138501.1|DMIR	LOC119080297|XP_037044466.1|BCOP
OG0005093	LOC108153116|XP_017138392.1|DMIR	LOC119073538|XP_037034978.1|BCOP
OG0005094	LOC108151898|XP_017136291.2|DMIR	LOC119079921|XP_037043911.1|BCOP
OG0005095	LOC108158875|XP_017147114.1|DMIR	LOC119073356|XP_037034653.1|BCOP
OG0005096	LOC108162863|XP_017153300.1|DMIR	LOC119084417|XP_037050285.1|BCOP
OG0005098	LOC108159534|XP_017148398.1|DMIR	LOC119073864|XP_037035626.1|BCOP
OG0005099	LOC108160332|XP_017149752.1|DMIR, LOC117193458|XP_033254107.1|DMIR	LOC119080633|XP_037044937.1|BCOP
OG0005100	LOC108160330|XP_033254106.1|DMIR, LOC117188065|XP_033247229.1|DMIR	LOC119066591|XP_037025080.1|BCOP
OG0005101	LOC108157027|XP_017144327.1|DMIR	LOC119074464|XP_037036500.1|BCOP
OG0005102	LOC117185822|XP_033253896.1|DMIR, LOC108160704|XP_017150347.1|DMIR	LOC119066109|XP_037024286.1|BCOP
OG0005103	LOC108159119|XP_017147591.2|DMIR, LOC108159118|XP_033248148.1|DMIR	LOC119079440|XP_037043248.1|BCOP
OG0005104	LOC108162336|XP_017152518.1|DMIR	LOC119079442|XP_037043250.1|BCOP
OG0005105	LOC108150945|XP_017134768.1|DMIR	LOC119081464|XP_037046348.1|BCOP
OG0005106	LOC108152711|XP_033242423.1|DMIR	LOC119077367|XP_037040448.1|BCOP
OG0005107	LOC108152956|XP_017138145.1|DMIR	LOC119080045|XP_037044142.1|BCOP, LOC119080631|XP_037044933.1|BCOP
OG0005108	LOC117188304|XP_033247830.1|DMIR, LOC108158518|XP_033254032.1|DMIR	LOC119081331|XP_037046016.1|BCOP
OG0005109	LOC108151991|XP_017136446.1|DMIR	LOC119071266|XP_037032021.1|BCOP
OG0005110	LOC108151346|XP_017135389.1|DMIR	LOC119073753|XP_037035307.1|BCOP
OG0005111	LOC108153217|XP_017138530.1|DMIR	LOC119073619|XP_037035096.1|BCOP
OG0005112	LOC108153191|XP_017138497.1|DMIR	LOC119065986|XP_037024091.1|BCOP
OG0005113	LOC108153218|XP_017138535.1|DMIR	LOC119073658|XP_037035156.1|BCOP
OG0005114	LOC108152448|XP_017137291.1|DMIR	LOC119072473|XP_037033595.1|BCOP
OG0005115	LOC108161956|XP_017151904.2|DMIR	LOC119074317|XP_037036269.1|BCOP
OG0005116	LOC108152885|XP_017138013.1|DMIR	LOC119081577|XP_037046506.1|BCOP
OG0005117	LOC108154511|XP_033254686.1|DMIR	LOC119072611|XP_037033764.1|BCOP, LOC119081860|XP_037046986.1|BCOP
OG0005118	LOC108162053|XP_017152079.1|DMIR	LOC119073554|XP_037035005.1|BCOP
OG0005119	LOC108158472|XP_033246674.1|DMIR	LOC119073431|XP_037034799.1|BCOP
OG0005120	LOC108153586|XP_017139154.1|DMIR	LOC119080639|XP_037044947.1|BCOP
OG0005121	LOC108151163|XP_033243218.1|DMIR	LOC119077502|XP_037040622.1|BCOP
OG0005122	LOC108151982|XP_017136435.1|DMIR	LOC119077508|XP_037040635.1|BCOP
OG0005123	LOC108151639|XP_017135834.1|DMIR	LOC119079514|XP_037043374.1|BCOP
OG0005124	LOC108152450|XP_017137298.1|DMIR	LOC119079415|XP_037043217.1|BCOP
OG0005125	LOC108152336|XP_033242174.1|DMIR	LOC119081261|XP_037045892.1|BCOP
OG0005126	LOC108151862|XP_017136238.1|DMIR	LOC119081721|XP_037046758.1|BCOP
OG0005127	LOC108151742|XP_017136052.1|DMIR	LOC119080607|XP_037044902.1|BCOP
OG0005128	LOC108160124|XP_017149406.2|DMIR	LOC119075477|XP_037037827.1|BCOP
OG0005129	LOC108152931|XP_017138107.1|DMIR	LOC119085946|XP_037052395.1|BCOP
OG0005130	LOC108151905|XP_017136304.1|DMIR	LOC119077598|XP_037040704.1|BCOP
OG0005131	LOC108153014|XP_017138248.1|DMIR	LOC119073312|XP_037034599.1|BCOP
OG0005132	LOC108151458|XP_017135568.1|DMIR	LOC119074817|XP_037037003.1|BCOP
OG0005133	LOC108153677|XP_017139282.1|DMIR	LOC119077869|XP_037041113.1|BCOP
OG0005134	LOC108151333|XP_017135374.1|DMIR	LOC119079839|XP_037043796.1|BCOP
OG0005135	LOC108153135|XP_017138419.1|DMIR	LOC119079897|XP_037043881.1|BCOP
OG0005136	LOC108152727|XP_017137752.1|DMIR	LOC119075700|XP_037038124.1|BCOP
OG0005137	LOC108154750|XP_017140611.1|DMIR	LOC119080665|XP_037044986.1|BCOP
OG0005138	LOC108150915|XP_017134729.1|DMIR	LOC119074120|XP_037035999.1|BCOP
OG0005139	LOC108152477|XP_017137337.1|DMIR	LOC119076669|XP_037039458.1|BCOP
OG0005140	LOC108161962|XP_017151909.1|DMIR	LOC119077162|XP_037040247.1|BCOP
OG0005141	LOC117192490|XP_033253085.1|DMIR, LOC108159044|XP_033248061.1|DMIR	LOC119074510|XP_037036565.1|BCOP
OG0005142	LOC108152093|XP_017136631.1|DMIR	LOC119084882|XP_037050923.1|BCOP
OG0005143	LOC108152090|XP_017136619.1|DMIR	LOC119080464|XP_037044730.1|BCOP
OG0005145	LOC108152092|XP_017136630.1|DMIR	LOC119073956|XP_037035740.1|BCOP
OG0005147	LOC108152486|XP_017137351.1|DMIR	LOC119066850|XP_037025412.1|BCOP
OG0005148	LOC108152523|XP_017137413.1|DMIR	LOC119081290|XP_037045947.1|BCOP
OG0005149	LOC117187915|XP_033246758.1|DMIR, LOC108159705|XP_017148709.2|DMIR	LOC119079582|XP_037043468.1|BCOP
OG0005150	LOC108153244|XP_017138575.1|DMIR	LOC119081064|XP_037045675.1|BCOP
OG0005151	LOC108152651|XP_017137632.1|DMIR	LOC119073562|XP_037035013.1|BCOP
OG0005152	LOC108152918|XP_017138086.1|DMIR	LOC119073647|XP_037035140.1|BCOP
OG0005153	LOC108151342|XP_017135386.1|DMIR	LOC119080243|XP_037044387.1|BCOP
OG0005154	LOC108151341|XP_017135385.1|DMIR	LOC119073443|XP_037034827.1|BCOP
OG0005156	LOC108155032|XP_017141084.1|DMIR	LOC119069958|XP_037030084.1|BCOP
OG0005157	LOC108159055|XP_017147484.1|DMIR, LOC117192446|XP_033253020.1|DMIR	LOC119073348|XP_037034637.1|BCOP
OG0005158	LOC108165480|XP_033243580.1|DMIR	LOC119073422|XP_037034762.1|BCOP
OG0005159	LOC108151671|XP_017135898.1|DMIR	LOC119073666|XP_037035165.1|BCOP
OG0005160	LOC108153547|XP_017139102.1|DMIR	LOC119079633|XP_037043542.1|BCOP
OG0005161	LOC108158897|XP_017147173.1|DMIR	LOC119073580|XP_037035044.1|BCOP
OG0005162	LOC108164707|XP_017156070.1|DMIR	LOC119077712|XP_037040886.1|BCOP
OG0005163	LOC108152407|XP_017137202.1|DMIR	LOC119069179|XP_037029003.1|BCOP
OG0005164	LOC108153324|XP_017138729.1|DMIR	LOC119080839|XP_037045295.1|BCOP
OG0005165	LOC108159917|XP_017149039.1|DMIR	LOC119081626|XP_037046571.1|BCOP
OG0005166	LOC108156159|XP_017142976.1|DMIR	LOC119081574|XP_037046504.1|BCOP
OG0005167	LOC108156163|XP_017142980.1|DMIR	LOC119081575|XP_037046505.1|BCOP
OG0005168	LOC108151854|XP_017136228.1|DMIR	LOC119080667|XP_037044993.1|BCOP
OG0005169	LOC108153389|XP_017138853.1|DMIR	LOC119080081|XP_037044196.1|BCOP
OG0005170	LOC108153388|XP_017138851.1|DMIR	LOC119080030|XP_037044107.1|BCOP
OG0005171	LOC108153607|XP_017139192.1|DMIR	LOC119080051|XP_037044152.1|BCOP
OG0005172	LOC117193459|XP_033254108.1|DMIR, LOC108160145|XP_017149443.1|DMIR	LOC119073980|XP_037035784.1|BCOP
OG0005173	LOC108159418|XP_017148174.1|DMIR	LOC119075199|XP_037037487.1|BCOP
OG0005174	LOC108160565|XP_033247495.1|DMIR	LOC119079624|XP_037043516.1|BCOP
OG0005175	LOC108158533|XP_017146419.1|DMIR	LOC119079587|XP_037043472.1|BCOP
OG0005176	LOC108159364|XP_017148078.1|DMIR, LOC117191069|XP_033251926.1|DMIR	LOC119083615|XP_037049247.1|BCOP
OG0005177	LOC108160673|XP_033247498.1|DMIR	LOC119079599|XP_037043487.1|BCOP
OG0005178	LOC108151104|XP_017134991.1|DMIR	LOC119069207|XP_037029074.1|BCOP
OG0005179	LOC108152502|XP_017137374.1|DMIR	LOC119073285|XP_037034564.1|BCOP
OG0005180	LOC108151859|XP_017136232.1|DMIR	LOC119083646|XP_037049310.1|BCOP
OG0005181	LOC108158142|XP_017145853.1|DMIR	LOC119066599|XP_037025050.1|BCOP
OG0005182	LOC108158822|XP_017147002.1|DMIR	LOC119073822|XP_037035501.1|BCOP
OG0005183	LOC108158511|XP_017146376.1|DMIR, LOC117193385|XP_033254023.1|DMIR	LOC119073873|XP_037035639.1|BCOP
OG0005184	LOC117185939|XP_033247196.1|DMIR, LOC108158509|XP_033254001.1|DMIR	LOC119069021|XP_037028791.1|BCOP
OG0005185	LOC108158837|XP_017147046.1|DMIR	LOC119073879|XP_037035654.1|BCOP
OG0005186	LOC117192807|XP_033253452.1|DMIR, LOC108159711|XP_017148717.1|DMIR	LOC119075486|XP_037037834.1|BCOP
OG0005187	LOC117189757|XP_033250725.1|DMIR, LOC108159416|XP_033246321.1|DMIR	LOC119083967|XP_037049667.1|BCOP, LOC119081341|XP_037046035.1|BCOP
OG0005188	LOC117193182|XP_033253817.1|DMIR, LOC108159208|XP_017147773.1|DMIR	LOC119073391|XP_037034712.1|BCOP
OG0005189	LOC108162887|XP_033244346.1|DMIR	LOC119070199|XP_037030390.1|BCOP
OG0005190	LOC108153577|XP_017139145.1|DMIR	LOC119076736|XP_037039552.1|BCOP
OG0005191	LOC108157138|XP_017144528.1|DMIR	LOC119082156|XP_037047454.1|BCOP
OG0005192	LOC108160537|XP_033247357.1|DMIR	LOC119079969|XP_037044003.1|BCOP
OG0005193	LOC117187886|XP_033246705.1|DMIR, LOC108160184|XP_017149500.2|DMIR	LOC119079965|XP_037043974.1|BCOP
OG0005194	LOC108159457|XP_017148245.2|DMIR, LOC117185929|XP_033246558.1|DMIR	LOC119081552|XP_037046470.1|BCOP
OG0005195	LOC108158121|XP_017145789.2|DMIR, LOC117185845|XP_033247943.1|DMIR	LOC119080586|XP_037044874.1|BCOP
OG0005196	LOC108153038|XP_017138285.1|DMIR	LOC119082799|XP_037048340.1|BCOP
OG0005197	LOC108159897|XP_017149009.1|DMIR, LOC117190988|XP_033251860.1|DMIR	LOC119080462|XP_037044729.1|BCOP
OG0005198	LOC108153027|XP_017138271.1|DMIR	LOC119080707|XP_037045062.1|BCOP
OG0005199	LOC108159739|XP_017148765.1|DMIR, LOC117192800|XP_033253447.1|DMIR	LOC119073533|XP_037034969.1|BCOP
OG0005200	LOC117185740|XP_033250884.1|DMIR, LOC108159957|XP_017149116.1|DMIR	LOC119072421|XP_037033534.1|BCOP
OG0005201	LOC108158557|XP_017146462.1|DMIR, LOC117191352|XP_033252137.1|DMIR	LOC119081756|XP_037046838.1|BCOP
OG0005202	LOC108160002|XP_017149215.2|DMIR, LOC117187989|XP_033246955.1|DMIR	LOC119079952|XP_037043958.1|BCOP
OG0005203	LOC108159216|XP_017147785.1|DMIR	LOC119071140|XP_037031732.1|BCOP
OG0005204	LOC108163631|XP_017154526.1|DMIR	LOC119066263|XP_037024512.1|BCOP
OG0005205	LOC108163930|XP_017154952.1|DMIR	LOC119081957|XP_037047147.1|BCOP
OG0005206	LOC108160120|XP_017149402.1|DMIR	LOC119081540|XP_037046439.1|BCOP
OG0005207	LOC108158730|XP_017146823.1|DMIR	LOC119084872|XP_037050906.1|BCOP
OG0005208	LOC108158163|XP_017145875.1|DMIR, LOC117194040|XP_033254576.1|DMIR	LOC119074500|XP_037036551.1|BCOP
OG0005209	LOC108163559|XP_017154413.1|DMIR	LOC119085259|XP_037051502.1|BCOP
OG0005210	LOC108162485|XP_017152724.1|DMIR	LOC119085245|XP_037051469.1|BCOP
OG0005211	LOC108151363|XP_017135411.1|DMIR	LOC119080134|XP_037044247.1|BCOP
OG0005212	LOC108162583|XP_017152884.1|DMIR	LOC119073775|XP_037035337.1|BCOP
OG0005213	LOC108162406|XP_017152624.1|DMIR	LOC119078963|XP_037042608.1|BCOP
OG0005214	LOC108162609|XP_017152917.2|DMIR	LOC119075622|XP_037037994.1|BCOP
OG0005215	LOC108162983|XP_017153478.1|DMIR	LOC119066954|XP_037025571.1|BCOP
OG0005216	LOC108163223|XP_017153868.1|DMIR	LOC119074300|XP_037036259.1|BCOP
OG0005217	LOC108163456|XP_017154234.1|DMIR	LOC119071633|XP_037032490.1|BCOP
OG0005218	LOC108163701|XP_017154625.1|DMIR	LOC119079274|XP_037042951.1|BCOP
OG0005219	LOC108159084|XP_017147528.1|DMIR	LOC119067509|XP_037026416.1|BCOP
OG0005220	LOC108151642|XP_017135837.1|DMIR	LOC119079920|XP_037043910.1|BCOP
OG0005221	LOC108163074|XP_017153643.1|DMIR	LOC119076588|XP_037039322.1|BCOP
OG0005222	LOC108162105|XP_033248993.1|DMIR	LOC119072234|XP_037033302.1|BCOP
OG0005223	LOC108163725|XP_017154667.1|DMIR	LOC119079446|XP_037043255.1|BCOP
OG0005224	LOC108162447|XP_017152678.2|DMIR	LOC119082107|XP_037047377.1|BCOP
OG0005225	LOC108162648|XP_017152967.1|DMIR	LOC119078510|XP_037041966.1|BCOP
OG0005226	LOC108162698|XP_017153037.1|DMIR	LOC119079031|XP_037042710.1|BCOP
OG0005227	LOC108161894|XP_017151778.1|DMIR	LOC119079115|XP_037042835.1|BCOP
OG0005228	LOC108161890|XP_017151774.1|DMIR	LOC119079083|XP_037042788.1|BCOP
OG0005229	LOC108162101|XP_017152150.1|DMIR	LOC119066344|XP_037024652.1|BCOP
OG0005230	LOC108161626|XP_017151412.1|DMIR	LOC119066332|XP_037024626.1|BCOP
OG0005231	LOC108163534|XP_017154376.1|DMIR	LOC119066347|XP_037024658.1|BCOP
OG0005232	LOC108163035|XP_017153573.1|DMIR	LOC119081949|XP_037047129.1|BCOP
OG0005233	LOC108162493|XP_017152735.1|DMIR	LOC119081990|XP_037047205.1|BCOP
OG0005234	LOC108163942|XP_033249258.1|DMIR	LOC119085147|XP_037051324.1|BCOP
OG0005235	LOC108161737|XP_017151550.1|DMIR	LOC119066465|XP_037024866.1|BCOP
OG0005236	LOC108163398|XP_017154149.1|DMIR	LOC119066466|XP_037024867.1|BCOP
OG0005237	LOC108162829|XP_017153247.1|DMIR	LOC119066457|XP_037024857.1|BCOP
OG0005239	LOC108162069|XP_017152103.1|DMIR	LOC119077090|XP_037040144.1|BCOP
OG0005240	LOC108161609|XP_017151397.2|DMIR	LOC119077009|XP_037040017.1|BCOP
OG0005241	LOC108162830|XP_033248700.1|DMIR	LOC119070764|XP_037031134.1|BCOP
OG0005242	LOC108162927|XP_033249645.1|DMIR	LOC119066966|XP_037025592.1|BCOP
OG0005243	LOC108162098|XP_017152148.1|DMIR	LOC119066134|XP_037024320.1|BCOP
OG0005244	LOC108155653|XP_017142094.1|DMIR	LOC119069071|XP_037028847.1|BCOP
OG0005245	LOC108155031|XP_017141083.1|DMIR	LOC119076822|XP_037039711.1|BCOP
OG0005246	LOC108161818|XP_017151667.1|DMIR	LOC119082565|XP_037047990.1|BCOP
OG0005247	LOC117193084|XP_033253700.1|DMIR, LOC108158713|XP_017146745.1|DMIR	LOC119073462|XP_037034861.1|BCOP
OG0005248	LOC108155150|XP_017141299.1|DMIR	LOC119075864|XP_037038317.1|BCOP
OG0005249	LOC108155612|XP_033245137.1|DMIR	LOC119077637|XP_037040753.1|BCOP
OG0005250	LOC108162369|XP_017152572.1|DMIR	LOC119085246|XP_037051471.1|BCOP
OG0005251	LOC108161319|XP_017151034.2|DMIR	LOC119078722|XP_037042289.1|BCOP
OG0005252	LOC108161923|XP_017151828.1|DMIR	LOC119072745|XP_037033925.1|BCOP
OG0005253	LOC108161796|XP_033248800.1|DMIR	LOC119082330|XP_037047732.1|BCOP
OG0005254	LOC108163449|XP_017154226.1|DMIR	LOC119085884|XP_037052294.1|BCOP
OG0005255	LOC108163448|XP_017154224.1|DMIR	LOC119072789|XP_037033980.1|BCOP
OG0005256	LOC117188833|XP_033249180.1|DMIR	LOC119085976|XP_037052434.1|BCOP
OG0005257	LOC108163850|XP_017154854.1|DMIR	LOC119073781|XP_037035352.1|BCOP
OG0005258	LOC108162547|XP_017152821.1|DMIR	LOC119081935|XP_037047085.1|BCOP
OG0005259	LOC108161673|XP_017151468.1|DMIR	LOC119081953|XP_037047142.1|BCOP
OG0005260	LOC108161680|XP_017151476.1|DMIR	LOC119067376|XP_037026192.1|BCOP
OG0005261	LOC108162738|XP_033248623.1|DMIR	LOC119067374|XP_037026190.1|BCOP
OG0005262	LOC108163589|XP_017154457.1|DMIR	LOC119081048|XP_037045647.1|BCOP
OG0005263	LOC108163900|XP_033250074.1|DMIR	LOC119076976|XP_037039965.1|BCOP
OG0005264	LOC108157446|XP_017144992.1|DMIR	LOC119076985|XP_037039984.1|BCOP
OG0005265	LOC108163055|XP_017153616.1|DMIR	LOC119067102|XP_037025760.1|BCOP
OG0005266	LOC108162569|XP_017152858.1|DMIR	LOC119076250|XP_037038811.1|BCOP
OG0005267	LOC108162286|XP_017152435.1|DMIR	LOC119084575|XP_037050525.1|BCOP
OG0005268	LOC108162281|XP_017152429.2|DMIR	LOC119075654|XP_037038047.1|BCOP
OG0005269	LOC108161723|XP_017151532.1|DMIR	LOC119081692|XP_037046684.1|BCOP
OG0005270	LOC117188734|XP_033248913.1|DMIR, LOC108163898|XP_017154906.1|DMIR	LOC119084573|XP_037050523.1|BCOP
OG0005271	LOC108162755|XP_017153124.1|DMIR	LOC119084563|XP_037050472.1|BCOP
OG0005272	LOC108163619|XP_017154506.1|DMIR	LOC119084565|XP_037050477.1|BCOP
OG0005273	LOC108163816|XP_017154796.1|DMIR	LOC119084591|XP_037050532.1|BCOP
OG0005274	LOC108161631|XP_017151420.1|DMIR	LOC119084592|XP_037050533.1|BCOP
OG0005275	LOC108162201|XP_017152301.2|DMIR	LOC119082059|XP_037047285.1|BCOP
OG0005276	LOC108164257|XP_017155386.1|DMIR	LOC119081894|XP_037047016.1|BCOP
OG0005277	LOC108162982|XP_017153477.1|DMIR	LOC119079740|XP_037043701.1|BCOP, LOC119082122|XP_037047401.1|BCOP
OG0005278	LOC108158617|XP_033252552.1|DMIR, LOC117188170|XP_033247502.1|DMIR, LOC117191905|XP_033252551.1|DMIR	LOC119068655|XP_037028228.1|BCOP
