Orthogroup	DYAK.longest_only	BCOP.longest_only
OG0003338	LOC120321811|XP_039231684.1|DYAK	LOC119082518|XP_037047930.1|BCOP
OG0003339	LOC6538028|XP_002098563.1|DYAK	LOC119080508|XP_037044811.1|BCOP
OG0003340	LOC6538029|XP_002098564.1|DYAK	LOC119080736|XP_037045177.1|BCOP
OG0003341	LOC6525693|XP_002101515.1|DYAK	LOC119081436|XP_037046265.1|BCOP
OG0003342	LOC6525730|XP_015046449.2|DYAK	LOC119081409|XP_037046202.1|BCOP
OG0003343	LOC6524916|XP_039226124.1|DYAK	LOC119068374|XP_037027838.1|BCOP
OG0003344	LOC6527545|XP_002088635.1|DYAK	LOC119073967|XP_037035766.1|BCOP
OG0003345	LOC6525862|XP_002101682.1|DYAK	LOC119081715|XP_037046732.1|BCOP
OG0003346	LOC6535586|XP_002096214.1|DYAK	LOC119068583|XP_037028123.1|BCOP
OG0003347	LOC6535568|XP_002096197.1|DYAK	LOC119074757|XP_037036918.1|BCOP
OG0003348	LOC6535594|XP_002096222.1|DYAK	LOC119082125|XP_037047404.1|BCOP
OG0003349	LOC6534042|XP_002094728.1|DYAK	LOC119067531|XP_037026480.1|BCOP
OG0003350	LOC6537852|XP_015048544.1|DYAK	LOC119067958|XP_037027176.1|BCOP
OG0003351	LOC6524039|XP_015045439.1|DYAK	LOC119070343|XP_037030527.1|BCOP
OG0003352	LOC6538893|XP_002099397.2|DYAK	LOC119067736|XP_037026748.1|BCOP
OG0003353	LOC6536706|XP_039231026.1|DYAK	LOC119067754|XP_037026777.1|BCOP
OG0003354	LOC6538946|XP_002099450.1|DYAK	LOC119069326|XP_037029279.1|BCOP
OG0003355	LOC6525847|XP_015046517.1|DYAK	LOC119067016|XP_037025636.1|BCOP
OG0003356	LOC6525357|XP_015046256.1|DYAK	LOC119068312|XP_037027751.1|BCOP
OG0003357	LOC6525532|XP_002101367.1|DYAK	LOC119068373|XP_037027837.1|BCOP
OG0003358	LOC6529456|XP_002090458.1|DYAK	LOC119070857|XP_037031265.1|BCOP
OG0003359	LOC6525605|XP_015046384.1|DYAK	LOC119066988|XP_037025609.1|BCOP
OG0003360	LOC6524773|XP_039231725.1|DYAK	LOC119069621|XP_037029608.1|BCOP
OG0003361	LOC6530937|XP_002091779.1|DYAK	LOC119072743|XP_037033918.1|BCOP
OG0003362	LOC6539052|XP_002099554.1|DYAK	LOC119068692|XP_037028273.1|BCOP
OG0003363	LOC6535956|XP_002096572.2|DYAK	LOC119068291|XP_037027724.1|BCOP
OG0003364	LOC6536494|XP_002097072.1|DYAK	LOC119067019|XP_037025642.1|BCOP
OG0003365	LOC6535391|XP_002096041.1|DYAK	LOC119069495|XP_037029460.1|BCOP
OG0003366	LOC6534197|XP_002094880.2|DYAK	LOC119084642|XP_037050608.1|BCOP
OG0003367	LOC6534968|XP_002095638.1|DYAK	LOC119067117|XP_037025786.1|BCOP
OG0003368	LOC6534965|XP_002095635.1|DYAK	LOC119070278|XP_037030436.1|BCOP
OG0003369	LOC6536084|XP_002096694.1|DYAK	LOC119077984|XP_037041297.1|BCOP, LOC119069270|XP_037029223.1|BCOP
OG0003370	LOC6536431|XP_002097013.1|DYAK	LOC119067850|XP_037026982.1|BCOP
OG0003371	LOC6526077|XP_002101894.1|DYAK	LOC119085582|XP_037051895.1|BCOP
OG0003372	LOC6529884|XP_002090841.2|DYAK	LOC119077615|XP_037040729.1|BCOP, LOC119073571|XP_037035025.1|BCOP
OG0003373	LOC6537382|XP_002097938.1|DYAK	LOC119080965|XP_037045500.1|BCOP
OG0003374	LOC6524521|XP_039232639.1|DYAK	LOC119067288|XP_037026067.1|BCOP
OG0003375	LOC6537291|XP_015048265.1|DYAK	LOC119068220|XP_037027611.1|BCOP
OG0003376	LOC6536502|XP_002097080.1|DYAK	LOC119067108|XP_037025768.1|BCOP
OG0003377	LOC6536499|XP_039231913.1|DYAK	LOC119067073|XP_037025700.1|BCOP
OG0003378	LOC6538211|XP_002098738.1|DYAK	LOC119074460|XP_037036496.1|BCOP
OG0003379	LOC6537751|XP_002098292.1|DYAK	LOC119066345|XP_037024653.1|BCOP
OG0003380	LOC6537734|XP_002098279.1|DYAK	LOC119068135|XP_037027492.1|BCOP
OG0003381	LOC6527213|XP_002088307.1|DYAK	LOC119084986|XP_037051050.1|BCOP
OG0003382	LOC6538242|XP_039232354.1|DYAK	LOC119085043|XP_037051152.1|BCOP
OG0003383	LOC6536333|XP_002096917.1|DYAK	LOC119069275|XP_037029229.1|BCOP
OG0003384	LOC6526287|XP_002087409.1|DYAK	LOC119076142|XP_037038712.1|BCOP
OG0003385	LOC6536177|XP_002096768.1|DYAK	LOC119068238|XP_037027658.1|BCOP
OG0003386	LOC6538650|XP_002099170.1|DYAK	LOC119067955|XP_037027174.1|BCOP
OG0003387	LOC6538231|XP_002098758.1|DYAK	LOC119067949|XP_037027163.1|BCOP
OG0003388	LOC6525595|XP_002101430.2|DYAK	LOC119068051|XP_037027316.1|BCOP
OG0003389	LOC6532094|XP_002092870.1|DYAK	LOC119067902|XP_037027084.1|BCOP
OG0003390	LOC6535641|XP_002096269.1|DYAK	LOC119071310|XP_037032084.1|BCOP
OG0003391	LOC6537454|XP_002098010.1|DYAK	LOC119068714|XP_037028298.1|BCOP
OG0003392	LOC6536711|XP_002097283.1|DYAK	LOC119068485|XP_037027990.1|BCOP
OG0003393	LOC6538050|XP_015048620.1|DYAK	LOC119069114|XP_037028902.1|BCOP
OG0003394	LOC6535944|XP_002096560.2|DYAK	LOC119069111|XP_037028898.1|BCOP
OG0003395	LOC6539833|XP_002086717.1|DYAK	LOC119069108|XP_037028894.1|BCOP
OG0003396	LOC6538149|XP_002098683.1|DYAK	LOC119069094|XP_037028880.1|BCOP
OG0003397	LOC6537829|XP_002098370.2|DYAK	LOC119068657|XP_037028229.1|BCOP
OG0003398	LOC6536196|XP_002096787.1|DYAK	LOC119071075|XP_037031608.1|BCOP
OG0003399	LOC6538594|XP_002099116.1|DYAK	LOC119067781|XP_037026814.1|BCOP
OG0003400	LOC6538570|XP_002099092.1|DYAK	LOC119070122|XP_037030331.1|BCOP
OG0003401	LOC6537706|XP_039232360.1|DYAK	LOC119069955|XP_037030079.1|BCOP
OG0003402	LOC6537697|XP_039231651.1|DYAK	LOC119069975|XP_037030113.1|BCOP
OG0003403	LOC6532068|XP_002092845.2|DYAK	LOC119067717|XP_037026729.1|BCOP
OG0003404	LOC6536992|XP_002097561.1|DYAK	LOC119067251|XP_037026022.1|BCOP
OG0003405	LOC6529363|XP_002090368.1|DYAK	LOC119085716|XP_037052060.1|BCOP
OG0003406	LOC6538208|XP_002098736.1|DYAK	LOC119067976|XP_037027217.1|BCOP
OG0003407	LOC6538210|XP_002098737.1|DYAK	LOC119067980|XP_037027222.1|BCOP
OG0003408	LOC6537264|XP_002097822.1|DYAK	LOC119085715|XP_037052059.1|BCOP
OG0003409	LOC6537682|XP_039231266.1|DYAK	LOC119069423|XP_037029368.1|BCOP
OG0003410	LOC6537720|XP_002098265.1|DYAK	LOC119069980|XP_037030117.1|BCOP
OG0003411	LOC6537074|XP_002097635.1|DYAK	LOC119067118|XP_037025788.1|BCOP, LOC119080946|XP_037045472.1|BCOP
OG0003412	LOC6538109|XP_039232416.1|DYAK	LOC119072869|XP_037034069.1|BCOP
OG0003413	LOC6535266|XP_002095922.3|DYAK	LOC119068535|XP_037028043.1|BCOP
OG0003414	LOC6534115|XP_002094799.1|DYAK	LOC119067166|XP_037025864.1|BCOP
OG0003415	LOC6524742|XP_002100586.1|DYAK	LOC119081754|XP_037046829.1|BCOP, LOC119077306|XP_037040366.1|BCOP
OG0003416	LOC6535891|XP_002096507.1|DYAK	LOC119079886|XP_037043867.1|BCOP
OG0003417	LOC6537928|XP_002098468.2|DYAK	LOC119069314|XP_037029260.1|BCOP
OG0003418	LOC6536847|XP_002097416.1|DYAK	LOC119072327|XP_037033414.1|BCOP
OG0003419	LOC6535911|XP_002096527.1|DYAK	LOC119067325|XP_037026126.1|BCOP
OG0003420	LOC6535910|XP_002096526.3|DYAK	LOC119066683|XP_037025171.1|BCOP
OG0003421	LOC6538089|XP_002098623.1|DYAK	LOC119067517|XP_037026429.1|BCOP
OG0003422	LOC6538090|XP_002098624.1|DYAK	LOC119067547|XP_037026507.1|BCOP
OG0003423	LOC6531210|XP_002092038.1|DYAK	LOC119079671|XP_037043618.1|BCOP
OG0003425	LOC6537645|XP_002098190.1|DYAK	LOC119066440|XP_037024830.1|BCOP
OG0003426	LOC6535606|XP_002096234.2|DYAK	LOC119070406|XP_037030626.1|BCOP
OG0003427	LOC6535595|XP_002096223.1|DYAK	LOC119085288|XP_037051544.1|BCOP
OG0003428	LOC6534283|XP_002094964.1|DYAK	LOC119072812|XP_037034001.1|BCOP
OG0003429	LOC6531874|XP_002092661.1|DYAK	LOC119066893|XP_037025476.1|BCOP
OG0003430	LOC6523693|XP_002099571.1|DYAK	LOC119083559|XP_037049173.1|BCOP
OG0003431	LOC6535321|XP_039232507.1|DYAK	LOC119077658|XP_037040774.1|BCOP, LOC119077666|XP_037040799.1|BCOP
OG0003432	LOC6538760|XP_002099274.1|DYAK	LOC119068918|XP_037028675.1|BCOP
OG0003433	LOC6537983|XP_002098520.1|DYAK	LOC119067890|XP_037027067.1|BCOP
OG0003434	LOC6524824|XP_002100666.1|DYAK	LOC119066579|XP_037025029.1|BCOP, LOC119074946|XP_037037230.1|BCOP
OG0003435	LOC6538341|XP_002098866.3|DYAK	LOC119083417|XP_037049031.1|BCOP, LOC119072132|XP_037033169.1|BCOP
OG0003436	LOC6537510|XP_002098056.1|DYAK	LOC119082822|XP_037048372.1|BCOP
OG0003437	LOC6537509|XP_015048378.1|DYAK	LOC119069483|XP_037029445.1|BCOP
OG0003438	LOC6537511|XP_002098057.1|DYAK	LOC119082649|XP_037048127.1|BCOP
OG0003439	LOC6538767|XP_002099281.1|DYAK	LOC119082643|XP_037048115.1|BCOP
OG0003440	LOC6539060|XP_039232590.1|DYAK	LOC119069202|XP_037029058.1|BCOP
OG0003441	LOC6528231|XP_002089293.1|DYAK	LOC119079548|XP_037043431.1|BCOP
OG0003442	LOC6536325|XP_002096909.1|DYAK	LOC119076448|XP_037039110.1|BCOP
OG0003443	LOC6533475|XP_002094186.1|DYAK	LOC119069398|XP_037029340.1|BCOP
OG0003444	LOC6534862|XP_002095534.2|DYAK	LOC119074977|XP_037037274.1|BCOP
OG0003446	LOC6524910|XP_015045945.1|DYAK	LOC119085575|XP_037051893.1|BCOP
OG0003447	LOC26535171|XP_039232942.1|DYAK	LOC119081057|XP_037045667.1|BCOP
OG0003448	LOC6535257|XP_002095913.1|DYAK	LOC119077113|XP_037040176.1|BCOP
OG0003449	LOC6536664|XP_002097236.1|DYAK	LOC119068121|XP_037027471.1|BCOP
OG0003450	LOC6537186|XP_002097744.1|DYAK	LOC119077408|XP_037040514.1|BCOP
OG0003451	LOC6535887|XP_002096503.1|DYAK	LOC119067973|XP_037027213.1|BCOP
OG0003452	LOC6535886|XP_002096502.2|DYAK	LOC119067972|XP_037027211.1|BCOP
OG0003453	LOC6533289|XP_002094015.1|DYAK	LOC119067114|XP_037025783.1|BCOP
OG0003454	LOC6526640|XP_002087748.1|DYAK	LOC119074759|XP_037036921.1|BCOP, LOC119084978|XP_037051026.1|BCOP
OG0003455	LOC6536519|XP_002097096.1|DYAK	LOC119068035|XP_037027293.1|BCOP
OG0003456	LOC6530620|XP_002091533.1|DYAK	LOC119083563|XP_037049182.1|BCOP
OG0003457	LOC6535357|XP_002096008.2|DYAK	LOC119067593|XP_037026586.1|BCOP
OG0003458	LOC6535480|XP_002096111.1|DYAK	LOC119068041|XP_037027301.1|BCOP
OG0003459	LOC6537378|XP_002097934.1|DYAK	LOC119077664|XP_037040794.1|BCOP, LOC119085284|XP_037051534.1|BCOP
OG0003460	LOC6537863|XP_002098404.2|DYAK	LOC119084684|XP_037050663.1|BCOP, LOC119085399|XP_037051698.1|BCOP
OG0003461	LOC6537508|XP_002098054.3|DYAK	LOC119069192|XP_037029033.1|BCOP
OG0003462	LOC6533070|XP_002093802.1|DYAK	LOC119081260|XP_037045896.1|BCOP
OG0003463	LOC6537326|XP_002097883.1|DYAK	LOC119069974|XP_037030112.1|BCOP
OG0003464	LOC6537445|XP_039231308.1|DYAK	LOC119069476|XP_037029424.1|BCOP
OG0003465	LOC6536663|XP_002097235.1|DYAK	LOC119068064|XP_037027360.1|BCOP
OG0003466	LOC6538653|XP_002099173.1|DYAK	LOC119067823|XP_037026882.1|BCOP
OG0003467	LOC6537317|XP_002097874.1|DYAK	LOC119069558|XP_037029534.1|BCOP
OG0003468	LOC6539058|XP_002099560.1|DYAK	LOC119069557|XP_037029533.1|BCOP
OG0003469	LOC6538816|XP_002099329.1|DYAK	LOC119086043|XP_037052512.1|BCOP, LOC119068132|XP_037027489.1|BCOP
OG0003470	LOC6537342|XP_002097899.3|DYAK	LOC119068044|XP_037027305.1|BCOP
OG0003471	LOC6529598|XP_015052390.1|DYAK	LOC119071503|XP_037032256.1|BCOP
OG0003472	LOC6527941|XP_039227054.1|DYAK	LOC119084606|XP_037050563.1|BCOP
OG0003473	LOC6527177|XP_002088271.1|DYAK	LOC119067458|XP_037026335.1|BCOP
OG0003474	LOC6535628|XP_039231454.1|DYAK	LOC119067967|XP_037027194.1|BCOP
OG0003475	LOC6535838|XP_039232632.1|DYAK	LOC119085343|XP_037051621.1|BCOP
OG0003476	LOC6523769|XP_039232951.1|DYAK	LOC119083864|XP_037049563.1|BCOP
OG0003477	LOC6536989|XP_002097558.1|DYAK	LOC119070537|XP_037030805.1|BCOP
OG0003478	LOC6536845|XP_039232351.1|DYAK	LOC119069825|XP_037029882.1|BCOP
OG0003479	LOC6536357|XP_002096939.1|DYAK	LOC119066442|XP_037024832.1|BCOP
OG0003480	LOC6537597|XP_002098143.1|DYAK	LOC119068809|XP_037028477.1|BCOP
OG0003481	LOC6537596|XP_002098142.1|DYAK	LOC119068810|XP_037028478.1|BCOP
OG0003482	LOC6537595|XP_039231827.1|DYAK	LOC119068811|XP_037028479.1|BCOP
OG0003483	LOC6537570|XP_002098116.1|DYAK	LOC119075581|XP_037037943.1|BCOP, LOC119069262|XP_037029215.1|BCOP
OG0003484	LOC6536161|XP_002096761.1|DYAK	LOC119067366|XP_037026176.1|BCOP
OG0003485	LOC6536935|XP_002097504.1|DYAK	LOC119070448|XP_037030694.1|BCOP
OG0003486	LOC6536933|XP_002097502.1|DYAK	LOC119070445|XP_037030691.1|BCOP
OG0003487	LOC6538084|XP_002098618.1|DYAK	LOC119084942|XP_037050983.1|BCOP, LOC119067837|XP_037026906.1|BCOP
OG0003488	LOC6538250|XP_039231686.1|DYAK	LOC119069939|XP_037030058.1|BCOP
OG0003489	LOC6536347|XP_039231976.1|DYAK	LOC119067860|XP_037026996.1|BCOP
OG0003490	LOC6535650|XP_002096278.3|DYAK	LOC119067862|XP_037027009.1|BCOP
OG0003491	LOC6538269|XP_039232868.1|DYAK	LOC119069686|XP_037029704.1|BCOP
OG0003492	LOC6538176|XP_002098704.1|DYAK	LOC119068193|XP_037027586.1|BCOP
OG0003493	LOC6537656|XP_002098201.2|DYAK	LOC119070308|XP_037030470.1|BCOP
OG0003494	LOC6535301|XP_002095957.1|DYAK	LOC119070547|XP_037030836.1|BCOP
OG0003495	LOC6529455|XP_002090457.1|DYAK	LOC119069212|XP_037029082.1|BCOP
OG0003496	LOC6537366|XP_002097922.1|DYAK	LOC119080616|XP_037044913.1|BCOP
OG0003497	LOC6535848|XP_002096469.1|DYAK	LOC119083966|XP_037049668.1|BCOP
OG0003498	LOC6535210|XP_002095869.1|DYAK	LOC119084005|XP_037049715.1|BCOP
OG0003499	LOC6536358|XP_002096940.2|DYAK	LOC119070080|XP_037030282.1|BCOP
OG0003500	LOC6529695|XP_002090688.1|DYAK	LOC119070049|XP_037030235.1|BCOP
OG0003501	LOC6536959|XP_002097528.1|DYAK	LOC119067349|XP_037026155.1|BCOP
OG0003502	LOC6536155|XP_015047595.1|DYAK	LOC119069072|XP_037028845.1|BCOP
OG0003503	LOC6538136|XP_002098671.2|DYAK	LOC119067577|XP_037026559.1|BCOP
OG0003504	LOC6537193|XP_039231782.1|DYAK	LOC119081030|XP_037045622.1|BCOP, LOC119076149|XP_037038727.1|BCOP
OG0003505	LOC6537003|XP_039232285.1|DYAK	LOC119068791|XP_037028447.1|BCOP
OG0003506	LOC6537548|XP_015048409.1|DYAK	LOC119074762|XP_037036927.1|BCOP
OG0003507	LOC6537857|XP_002098398.3|DYAK	LOC119084138|XP_037049884.1|BCOP
OG0003508	LOC6532479|XP_002093225.2|DYAK	LOC119082715|XP_037048185.1|BCOP, LOC119075310|XP_037037620.1|BCOP, LOC119082707|XP_037048179.1|BCOP
OG0003509	LOC6537755|XP_002098296.1|DYAK	LOC119069251|XP_037029200.1|BCOP
OG0003510	LOC6537940|XP_002098480.1|DYAK	LOC119069891|XP_037029979.1|BCOP
OG0003511	LOC6537941|XP_015048575.1|DYAK	LOC119069889|XP_037029960.1|BCOP
OG0003512	LOC6537921|XP_002098461.2|DYAK	LOC119077490|XP_037040600.1|BCOP, LOC119070461|XP_037030709.1|BCOP
OG0003513	LOC6537867|XP_002098408.1|DYAK	LOC119069007|XP_037028777.1|BCOP
OG0003514	LOC6536557|XP_002097133.1|DYAK	LOC119070512|XP_037030769.1|BCOP
OG0003515	LOC6530207|XP_002091145.1|DYAK	LOC119078316|XP_037041716.1|BCOP
OG0003516	LOC6536966|XP_002097535.1|DYAK	LOC119069121|XP_037028913.1|BCOP
OG0003517	LOC26535701|XP_015047899.1|DYAK	LOC119085747|XP_037052122.1|BCOP
OG0003518	LOC6536146|XP_002096747.1|DYAK	LOC119085769|XP_037052154.1|BCOP
OG0003519	LOC6532538|XP_039230907.1|DYAK	LOC119084841|XP_037050833.1|BCOP
OG0003520	LOC6532531|XP_002093277.1|DYAK	LOC119084831|XP_037050809.1|BCOP
OG0003521	LOC6532549|XP_015049428.1|DYAK	LOC119084866|XP_037050896.1|BCOP
OG0003522	LOC6528860|XP_002089892.1|DYAK	LOC119080974|XP_037045516.1|BCOP
OG0003523	LOC6529457|XP_002090459.1|DYAK	LOC119070577|XP_037030879.1|BCOP
OG0003524	LOC6525739|XP_002101561.1|DYAK	LOC119073381|XP_037034701.1|BCOP, LOC119083673|XP_037049355.1|BCOP
OG0003525	LOC6531418|XP_002092221.1|DYAK	LOC119081773|XP_037046869.1|BCOP
OG0003526	LOC6535478|XP_002096109.1|DYAK	LOC119081505|XP_037046408.1|BCOP
OG0003527	LOC26535907|XP_002089498.1|DYAK	LOC119081769|XP_037046859.1|BCOP
OG0003529	LOC6527997|XP_002089064.1|DYAK	LOC119084508|XP_037050418.1|BCOP, LOC119083063|XP_037048581.1|BCOP
OG0003530	LOC6533349|XP_002094074.2|DYAK	LOC119083064|XP_037048582.1|BCOP, LOC119084509|XP_037050419.1|BCOP
OG0003531	LOC6535470|XP_002096101.1|DYAK	LOC119077621|XP_037040735.1|BCOP
OG0003532	LOC6533401|XP_002094119.1|DYAK	LOC119083650|XP_037049320.1|BCOP
OG0003533	LOC6532647|XP_002093391.1|DYAK	LOC119081289|XP_037045946.1|BCOP
OG0003534	LOC6533541|XP_002094251.2|DYAK	LOC119081108|XP_037045744.1|BCOP, LOC119074307|XP_037036230.1|BCOP
OG0003535	LOC6533528|XP_002094238.1|DYAK	LOC119080677|XP_037045005.1|BCOP
OG0003536	LOC6528301|XP_015053906.1|DYAK	LOC119081360|XP_037046105.1|BCOP
OG0003537	LOC6530625|XP_002091538.1|DYAK	LOC119073710|XP_037035230.1|BCOP
OG0003538	LOC6529985|XP_002090931.1|DYAK	LOC119068239|XP_037027659.1|BCOP, LOC119081741|XP_037046806.1|BCOP
OG0003539	LOC6531549|XP_039228100.1|DYAK	LOC119081775|XP_037046874.1|BCOP
OG0003540	LOC6532223|XP_002092996.2|DYAK	LOC119075872|XP_037038329.1|BCOP
OG0003541	LOC26535113|XP_015049030.1|DYAK	LOC119081802|XP_037046916.1|BCOP
OG0003542	LOC6528544|XP_002089590.1|DYAK	LOC119081795|XP_037046902.1|BCOP
OG0003543	LOC6523909|XP_002099782.2|DYAK	LOC119080502|XP_037044796.1|BCOP, LOC119081578|XP_037046507.1|BCOP
OG0003544	LOC6533283|XP_002094009.1|DYAK	LOC119081282|XP_037045938.1|BCOP
OG0003545	LOC6535140|XP_039230257.1|DYAK	LOC119073168|XP_037034369.1|BCOP, LOC119073167|XP_037034365.1|BCOP
OG0003546	LOC26535030|XP_015045035.1|DYAK	LOC119071182|XP_037031847.1|BCOP
OG0003547	LOC6531857|XP_015051578.1|DYAK	LOC119074098|XP_037035954.1|BCOP
OG0003548	LOC6528726|XP_015054291.1|DYAK	LOC119074082|XP_037035930.1|BCOP
OG0003549	LOC6528727|XP_002089762.2|DYAK	LOC119074100|XP_037035959.1|BCOP
OG0003550	LOC6528868|XP_002089900.1|DYAK	LOC119073888|XP_037035670.1|BCOP
OG0003551	LOC6531197|XP_002092025.1|DYAK	LOC119079722|XP_037043681.1|BCOP, LOC119083464|XP_037049079.1|BCOP
OG0003552	LOC6529325|XP_002090330.1|DYAK	LOC119084965|XP_037051014.1|BCOP
OG0003553	LOC6528866|XP_002089898.1|DYAK	LOC119079330|XP_037043022.1|BCOP
OG0003554	LOC6534432|XP_002095109.1|DYAK	LOC119080510|XP_037044814.1|BCOP
OG0003555	LOC6532785|XP_039229418.1|DYAK	LOC119080375|XP_037044572.1|BCOP
OG0003556	LOC26536190|XP_039229996.1|DYAK	LOC119080330|XP_037044521.1|BCOP
OG0003557	LOC6534725|XP_002095400.1|DYAK	LOC119071897|XP_037032899.1|BCOP
OG0003558	LOC6533001|XP_039229794.1|DYAK	LOC119083349|XP_037048937.1|BCOP
OG0003559	LOC6533881|XP_002094581.2|DYAK	LOC119073704|XP_037035199.1|BCOP
OG0003560	LOC6533285|XP_002094011.1|DYAK	LOC119079752|XP_037043725.1|BCOP
OG0003561	LOC6530760|XP_015051825.1|DYAK	LOC119075692|XP_037038114.1|BCOP
OG0003562	LOC6531207|XP_002092035.1|DYAK	LOC119076504|XP_037039191.1|BCOP
OG0003563	LOC6535638|XP_002096266.1|DYAK	LOC119078053|XP_037041373.1|BCOP
OG0003564	LOC6533308|XP_002094034.1|DYAK	LOC119075981|XP_037038459.1|BCOP
OG0003565	LOC6532786|XP_015049606.1|DYAK	LOC119081224|XP_037045844.1|BCOP
OG0003566	LOC6536407|XP_039232568.1|DYAK	LOC119068237|XP_037027655.1|BCOP
OG0003567	LOC6531475|XP_015051340.1|DYAK	LOC119078005|XP_037041288.1|BCOP
OG0003568	LOC6528764|XP_002089799.3|DYAK	LOC119073792|XP_037035419.1|BCOP
OG0003569	LOC6533514|XP_015050102.1|DYAK	LOC119079994|XP_037044055.1|BCOP
OG0003570	LOC6528433|XP_002089479.1|DYAK	LOC119081684|XP_037046669.1|BCOP, LOC119076359|XP_037038953.1|BCOP
OG0003571	LOC6532984|XP_002093719.2|DYAK	LOC119083888|XP_037049592.1|BCOP
OG0003572	LOC6530215|XP_015051973.1|DYAK	LOC119073854|XP_037035606.1|BCOP, LOC119073859|XP_037035619.1|BCOP
OG0003573	LOC6529881|XP_002090838.1|DYAK	LOC119079235|XP_037042922.1|BCOP
OG0003574	LOC6533036|XP_002093771.1|DYAK	LOC119079895|XP_037043878.1|BCOP, LOC119079623|XP_037043514.1|BCOP
OG0003575	LOC6535103|XP_039230303.1|DYAK	LOC119070233|XP_037030399.1|BCOP, LOC119081332|XP_037046017.1|BCOP
OG0003576	LOC6534363|XP_002095041.1|DYAK	LOC119081237|XP_037045859.1|BCOP
OG0003577	LOC6533108|XP_002093834.1|DYAK	LOC119081605|XP_037046534.1|BCOP
OG0003578	LOC6533295|XP_002094021.1|DYAK	LOC119073468|XP_037034867.1|BCOP
OG0003579	LOC6531151|XP_002091980.1|DYAK	LOC119073452|XP_037034840.1|BCOP
OG0003580	LOC6530929|XP_002091771.1|DYAK	LOC119081389|XP_037046171.1|BCOP
OG0003581	LOC6532416|XP_039230540.1|DYAK	LOC119080962|XP_037045489.1|BCOP
OG0003582	LOC6533607|XP_002094315.1|DYAK	LOC119084885|XP_037050926.1|BCOP
OG0003583	LOC6528888|XP_002089920.1|DYAK	LOC119083657|XP_037049327.1|BCOP
OG0003584	LOC6528848|XP_002089880.2|DYAK	LOC119079798|XP_037043754.1|BCOP
OG0003585	LOC6534236|XP_002094918.1|DYAK	LOC119084241|XP_037050036.1|BCOP
OG0003586	LOC6523711|XP_015046761.1|DYAK	LOC119078508|XP_037042000.1|BCOP
OG0003587	LOC6526394|XP_002087513.1|DYAK	LOC119073266|XP_037034538.1|BCOP
OG0003588	LOC6536868|XP_002097437.1|DYAK	LOC119082342|XP_037047749.1|BCOP
OG0003589	LOC6531476|XP_002092275.1|DYAK	LOC119067387|XP_037026206.1|BCOP
OG0003590	LOC6532481|XP_002093227.1|DYAK	LOC119080605|XP_037044900.1|BCOP
OG0003591	LOC6532393|XP_015049324.1|DYAK	LOC119082185|XP_037047502.1|BCOP, LOC119083219|XP_037048781.1|BCOP
OG0003592	LOC6533894|XP_002094594.1|DYAK	LOC119080284|XP_037044449.1|BCOP
OG0003593	LOC6533367|XP_039229632.1|DYAK	LOC119073708|XP_037035210.1|BCOP
OG0003594	LOC6533303|XP_002094029.1|DYAK	LOC119080446|XP_037044706.1|BCOP
OG0003595	LOC6530509|XP_002091424.1|DYAK	LOC119079575|XP_037043457.1|BCOP
OG0003596	LOC6528311|XP_002089364.1|DYAK	LOC119079762|XP_037043737.1|BCOP
OG0003597	LOC6528302|XP_002089355.2|DYAK	LOC119081361|XP_037046107.1|BCOP
OG0003598	LOC6532965|XP_002093700.1|DYAK	LOC119080919|XP_037045430.1|BCOP
OG0003599	LOC6526652|XP_002087760.1|DYAK	LOC119073782|XP_037035354.1|BCOP
OG0003600	LOC6532712|XP_015049556.1|DYAK	LOC119074333|XP_037036319.1|BCOP
OG0003601	LOC6528689|XP_015054029.1|DYAK	LOC119075453|XP_037037785.1|BCOP
OG0003602	LOC6531882|XP_002092669.1|DYAK	LOC119081770|XP_037046862.1|BCOP
OG0003603	LOC6532735|XP_002093477.2|DYAK	LOC119080638|XP_037044946.1|BCOP
OG0003604	LOC6529209|XP_039229101.1|DYAK	LOC119080138|XP_037044249.1|BCOP
OG0003605	LOC6537934|XP_002098474.1|DYAK	LOC119078861|XP_037042472.1|BCOP
OG0003606	LOC6531232|XP_002092044.1|DYAK	LOC119085209|XP_037051416.1|BCOP
OG0003607	LOC6531190|XP_002092019.1|DYAK	LOC119079247|XP_037042923.1|BCOP, LOC119076033|XP_037038546.1|BCOP, LOC119074277|XP_037036192.1|BCOP
OG0003608	LOC6533565|XP_039230317.1|DYAK	LOC119073314|XP_037034597.1|BCOP
OG0003609	LOC6528707|XP_002089742.1|DYAK	LOC119067661|XP_037026658.1|BCOP
OG0003610	LOC6534263|XP_002094944.1|DYAK	LOC119083696|XP_037049376.1|BCOP, LOC119083697|XP_037049378.1|BCOP
OG0003611	LOC6532614|XP_039230219.1|DYAK	LOC119077922|XP_037041208.1|BCOP
OG0003612	LOC6530728|XP_002091619.1|DYAK	LOC119073622|XP_037035101.1|BCOP
OG0003613	LOC6528446|XP_002089492.1|DYAK	LOC119079392|XP_037043174.1|BCOP
OG0003614	LOC6528447|XP_002089493.1|DYAK	LOC119079393|XP_037043176.1|BCOP
OG0003615	LOC6531815|XP_002092602.1|DYAK	LOC119080387|XP_037044592.1|BCOP
OG0003616	LOC6531298|XP_002092102.1|DYAK	LOC119074483|XP_037036525.1|BCOP
