Orthogroup	DYAK.longest_only	AEAL.longest_only
OG0004573	LOC6535593|XP_039231303.1|DYAK	LOC115269048|XP_029733208.1|AEAL, LOC115269053|XP_029733217.1|AEAL
OG0004574	LOC6525507|XP_002101342.1|DYAK	LOC109397204|XP_019525092.1|AEAL, LOC109432080|XP_019563924.1|AEAL, LOC115269045|XP_029733203.1|AEAL
OG0004575	LOC6525508|XP_002101343.1|DYAK	LOC109432078|XP_019563920.2|AEAL, LOC109397198|XP_019525086.2|AEAL, LOC115255924|XP_029709989.1|AEAL
OG0004576	LOC6536206|XP_002096797.1|DYAK	LOC109422035|XP_019552220.2|AEAL, LOC115256583|XP_029711221.1|AEAL
OG0004577	LOC6536988|XP_002097557.1|DYAK	LOC115253973|XP_029711218.1|AEAL, LOC109422031|XP_019552215.2|AEAL
OG0004578	LOC6525059|XP_002100898.1|DYAK	LOC115256723|XP_029711522.1|AEAL, LOC115256872|XP_029711807.1|AEAL, LOC109422006|XP_019552195.1|AEAL
OG0004579	LOC6526711|XP_039226790.1|DYAK	LOC109422002|XP_019552186.2|AEAL, LOC115256372|XP_029710596.1|AEAL, LOC115256408|XP_029710753.1|AEAL
OG0004580	LOC6536950|XP_002097519.1|DYAK	LOC115256565|XP_029711173.1|AEAL, LOC109421993|XP_019552172.1|AEAL
OG0004581	LOC6537198|XP_002097756.3|DYAK	LOC115253977|XP_029711853.1|AEAL, LOC109421991|XP_019552170.2|AEAL
OG0004582	LOC6538950|XP_039231448.1|DYAK	LOC115256501|XP_029711028.1|AEAL, LOC109421987|XP_029710911.1|AEAL
OG0004583	LOC6525897|XP_002101717.1|DYAK	LOC109421974|XP_019552155.2|AEAL
OG0004584	LOC6530454|XP_002091370.1|DYAK	LOC109424617|XP_019555330.2|AEAL
OG0004585	LOC6537976|XP_002098513.1|DYAK	LOC115267313|XP_029730091.1|AEAL, LOC109410178|XP_029710751.1|AEAL, LOC115254483|XP_029707893.1|AEAL
OG0004586	LOC6524187|XP_002100050.1|DYAK	LOC109427434|XP_019558534.2|AEAL
OG0004587	LOC6538977|XP_002099480.3|DYAK	LOC109427430|XP_019558531.2|AEAL
OG0004588	LOC6538979|XP_002099482.1|DYAK	LOC109410149|XP_019539220.2|AEAL, LOC109427431|XP_019558533.1|AEAL
OG0004589	LOC6526217|XP_039227103.1|DYAK	LOC115253813|XP_029707907.1|AEAL, LOC109427426|XP_029711094.1|AEAL
OG0004590	LOC6538005|XP_015048606.1|DYAK	LOC109415362|XP_029710928.1|AEAL, LOC109410132|XP_019539203.2|AEAL
OG0004591	LOC6538009|XP_002098544.1|DYAK	LOC109427410|XP_029709731.1|AEAL, LOC109410127|XP_029710643.1|AEAL
OG0004592	LOC6524715|XP_002100559.1|DYAK	LOC109410125|XP_019539199.2|AEAL, LOC109427406|XP_019558493.2|AEAL
OG0004593	LOC6525521|XP_002101356.1|DYAK	LOC109427404|XP_019558491.2|AEAL, LOC109410124|XP_019539198.2|AEAL
OG0004594	LOC6525296|XP_039232021.1|DYAK	LOC109410168|XP_029710479.1|AEAL, LOC109427393|XP_029721634.1|AEAL
OG0004595	LOC6524823|XP_002100665.1|DYAK	LOC109427376|XP_029711375.1|AEAL, LOC109402076|XP_019530227.1|AEAL
OG0004596	LOC6523798|XP_002099673.1|DYAK	LOC109402062|XP_019530208.2|AEAL, LOC115256494|XP_029711016.1|AEAL, LOC109427350|XP_019558427.2|AEAL
OG0004597	LOC6525721|XP_002101543.1|DYAK	LOC109405090|XP_029710546.1|AEAL
OG0004598	LOC6534428|XP_002095105.1|DYAK	LOC109416544|XP_019546170.1|AEAL
OG0004599	LOC6526742|XP_002087845.2|DYAK	LOC109405092|XP_019533635.3|AEAL
OG0004600	LOC6525550|XP_002101385.1|DYAK	LOC115253969|XP_029710922.1|AEAL, LOC109404899|XP_019533397.2|AEAL, LOC109398409|XP_019526307.2|AEAL
OG0004601	LOC6525542|XP_002101377.3|DYAK	LOC109398413|XP_029710966.1|AEAL, LOC115256555|XP_029711144.1|AEAL, LOC115256472|XP_029710977.1|AEAL
OG0004602	LOC6525990|XP_002101808.1|DYAK	LOC109409421|XP_029710884.1|AEAL
OG0004603	LOC6526327|XP_002087449.1|DYAK	LOC109398427|XP_019526333.2|AEAL, LOC109409430|XP_029711165.1|AEAL
OG0004604	LOC6525221|XP_002101059.1|DYAK	LOC109432713|XP_019564643.2|AEAL, LOC109409435|XP_029711116.1|AEAL
OG0004605	LOC6525919|XP_039232182.1|DYAK	LOC109409458|XP_029710599.1|AEAL, LOC109415314|XP_029711839.1|AEAL
OG0004606	LOC6535738|XP_002096361.1|DYAK	LOC115269543|XP_029734185.1|AEAL
OG0004607	LOC6524298|XP_002100157.1|DYAK	LOC115269558|XP_029734210.1|AEAL
OG0004608	LOC6524987|XP_015046024.1|DYAK	LOC109397699|XP_029709756.1|AEAL, LOC109432974|XP_029734227.1|AEAL
OG0004609	LOC6524965|XP_002100805.1|DYAK	LOC109397575|XP_029709752.1|AEAL, LOC109432996|XP_019564915.1|AEAL
OG0004610	LOC6538912|XP_002099416.1|DYAK	LOC109414063|XP_019543340.1|AEAL, LOC115258019|XP_029713875.1|AEAL
OG0004611	LOC6538888|XP_039231216.1|DYAK	LOC115256091|XP_029710206.1|AEAL, LOC109414076|XP_019543360.2|AEAL
OG0004612	LOC6538889|XP_002099393.1|DYAK	LOC109414078|XP_029710205.1|AEAL
OG0004613	LOC6537196|XP_002097754.1|DYAK	LOC115256088|XP_029710202.1|AEAL, LOC109414080|XP_029710203.1|AEAL
OG0004614	LOC6524638|XP_002100495.1|DYAK	LOC115256083|XP_029710183.1|AEAL, LOC109414084|XP_029710182.1|AEAL
OG0004615	LOC6524293|XP_015045590.1|DYAK	LOC109402224|XP_029729948.1|AEAL, LOC115267190|XP_029729921.1|AEAL
OG0004616	LOC6525229|XP_002101067.1|DYAK	LOC115267212|XP_029729951.1|AEAL, LOC109402238|XP_019530423.2|AEAL
OG0004617	LOC6530312|XP_002091239.1|DYAK	LOC115264440|XP_029723991.1|AEAL, LOC109402203|XP_019530379.2|AEAL
OG0004618	LOC6537776|XP_002098317.2|DYAK	LOC109402240|XP_029729980.1|AEAL
OG0004619	LOC6537689|XP_002098234.2|DYAK	LOC109412997|XP_029730001.1|AEAL, LOC109402249|XP_019530438.2|AEAL
OG0004620	LOC6535654|XP_002096282.3|DYAK	LOC109422877|XP_019553324.2|AEAL, LOC109397600|XP_019525435.2|AEAL
OG0004621	LOC6537381|XP_015048307.1|DYAK	LOC115264457|XP_029724011.1|AEAL, LOC109397594|XP_019525426.2|AEAL
OG0004622	LOC6535551|XP_039231359.1|DYAK	LOC109422942|XP_029717448.1|AEAL
OG0004623	LOC6538018|XP_002098553.1|DYAK	LOC109422944|XP_019553385.2|AEAL, LOC115260596|XP_029717464.1|AEAL
OG0004624	LOC6537470|XP_002098026.1|DYAK	LOC115260579|XP_029717408.1|AEAL, LOC109403575|XP_019531943.2|AEAL, LOC115260587|XP_029717433.1|AEAL
OG0004625	LOC6524785|XP_039226058.1|DYAK	LOC109403571|XP_029717395.1|AEAL, LOC109422964|XP_029717436.1|AEAL, LOC109422965|XP_029717414.1|AEAL
OG0004626	LOC6523829|XP_039233301.1|DYAK	LOC109403559|XP_029717431.1|AEAL, LOC109422974|XP_019553420.2|AEAL
OG0004627	LOC6532908|XP_039230101.1|DYAK	LOC109431907|XP_029727753.1|AEAL
OG0004628	LOC6523947|XP_002099819.1|DYAK	LOC109432381|XP_019564285.2|AEAL, LOC109423019|XP_029708391.1|AEAL
OG0004629	LOC6537277|XP_002097835.1|DYAK	LOC109432372|XP_029717745.1|AEAL, LOC109423065|XP_029708372.1|AEAL
OG0004630	LOC6537981|XP_015048596.1|DYAK	LOC115260688|XP_029717738.1|AEAL, LOC109432365|XP_029708366.1|AEAL
OG0004632	LOC120321732|XP_039231298.1|DYAK	LOC109423080|XP_029715779.1|AEAL
OG0004633	LOC6538021|XP_039231868.1|DYAK	LOC109422814|XP_029717574.1|AEAL, LOC115260617|XP_029717512.1|AEAL, LOC109400927|XP_029734161.1|AEAL
OG0004634	LOC6538033|XP_002098568.1|DYAK	LOC109422789|XP_019553218.1|AEAL, LOC109421811|XP_019551908.2|AEAL
OG0004635	LOC6525935|XP_015046545.1|DYAK	LOC109422805|XP_029734305.1|AEAL, LOC109421813|XP_029717585.1|AEAL, LOC109422806|XP_029717521.1|AEAL
OG0004636	LOC6525859|XP_039233430.1|DYAK	LOC109421820|XP_029717530.1|AEAL, LOC109421825|XP_029717591.1|AEAL, LOC115260621|XP_029717527.1|AEAL
OG0004637	LOC6526243|XP_002099651.1|DYAK	LOC109421840|XP_029717531.1|AEAL, LOC115254049|XP_029717549.1|AEAL, LOC109422772|XP_029717597.1|AEAL
OG0004638	LOC6525865|XP_039226085.1|DYAK	LOC109421845|XP_019551956.2|AEAL, LOC109422769|XP_029717550.1|AEAL
OG0004639	LOC6538312|XP_002098839.1|DYAK	LOC115253490|XP_029718188.1|AEAL, LOC115260964|XP_029718191.1|AEAL, LOC109412944|XP_019542144.2|AEAL, LOC109424738|XP_029717714.1|AEAL
OG0004640	LOC6538314|XP_002098841.2|DYAK	LOC109424678|XP_029717667.1|AEAL, LOC109412960|XP_029717717.1|AEAL, LOC115253539|XP_029718196.1|AEAL
OG0004641	LOC6524589|XP_002100446.1|DYAK	LOC109412116|XP_029707535.1|AEAL, LOC109430970|XP_019562638.1|AEAL
OG0004642	LOC6532530|XP_002093276.1|DYAK	LOC109431342|XP_029717801.1|AEAL, LOC109427778|XP_019558915.2|AEAL, LOC109431343|XP_029717777.1|AEAL
OG0004644	LOC6525194|XP_002101032.1|DYAK	LOC115260500|XP_029717286.1|AEAL, LOC115260702|XP_029717778.1|AEAL, LOC109427777|XP_019558914.2|AEAL
OG0004645	LOC6526321|XP_002087443.1|DYAK	LOC115260718|XP_029717803.1|AEAL, LOC115260703|XP_029717779.1|AEAL
OG0004646	LOC6538962|XP_002099465.1|DYAK	LOC115260711|XP_029717794.1|AEAL, LOC109431350|XP_029717783.1|AEAL, LOC109427769|XP_019558909.1|AEAL
OG0004647	LOC6524810|XP_002100652.1|DYAK	LOC109427763|XP_029717790.1|AEAL, LOC115260720|XP_029717809.1|AEAL, LOC109431337|XP_029717787.1|AEAL
OG0004648	LOC6525821|XP_002101641.1|DYAK	LOC109427765|XP_019558904.1|AEAL, LOC109431360|XP_019563126.1|AEAL, LOC115260710|XP_029717792.1|AEAL
OG0004649	LOC6524774|XP_002100618.1|DYAK	LOC109427740|XP_029717820.1|AEAL
OG0004650	LOC6527244|XP_002088338.1|DYAK	LOC109431403|XP_019563166.2|AEAL
OG0004651	LOC6535432|XP_002096081.3|DYAK	LOC109415596|XP_029717907.1|AEAL
OG0004652	LOC6538204|XP_039231968.1|DYAK	LOC109405950|XP_029728635.1|AEAL, LOC109406924|XP_019535470.2|AEAL
OG0004653	LOC6535122|XP_002095784.2|DYAK	LOC115266518|XP_029728632.1|AEAL, LOC109406930|XP_029729117.1|AEAL
OG0004654	LOC6526522|XP_002087632.2|DYAK	LOC109427357|XP_029733713.1|AEAL
OG0004655	LOC6537957|XP_002098494.3|DYAK	LOC109430902|XP_029707537.1|AEAL, LOC109412100|XP_019541285.1|AEAL
OG0004656	LOC6525781|XP_002101602.1|DYAK	LOC109412106|XP_019541292.2|AEAL, LOC109430936|XP_019562595.1|AEAL
OG0004657	LOC120321926|XP_039232128.1|DYAK	LOC109431799|XP_029733685.1|AEAL
OG0004658	LOC6536508|XP_002097085.1|DYAK	LOC109431355|XP_029718049.1|AEAL, LOC109412148|XP_019541343.2|AEAL
OG0004659	LOC6537876|XP_002098417.1|DYAK	LOC115260868|XP_029718063.1|AEAL, LOC109412161|XP_019541349.2|AEAL
OG0004660	LOC6537723|XP_039231908.1|DYAK	LOC109412185|XP_019541384.2|AEAL
OG0004661	LOC6535430|XP_002096079.2|DYAK	LOC109412190|XP_019541389.2|AEAL
OG0004662	LOC6537027|XP_002097594.1|DYAK	LOC115266711|XP_029729098.1|AEAL, LOC109417107|XP_019546776.1|AEAL
OG0004663	LOC6524150|XP_002100013.1|DYAK	LOC115258273|XP_029714209.1|AEAL, LOC109406368|XP_029714197.1|AEAL
OG0004664	LOC6524149|XP_002100012.1|DYAK	LOC109405301|XP_029714188.1|AEAL, LOC109406359|XP_029714183.1|AEAL, LOC115253625|XP_029714199.1|AEAL
OG0004665	LOC6524287|XP_015045586.1|DYAK	LOC109406383|XP_019535022.2|AEAL, LOC109405312|XP_019533897.1|AEAL
OG0004666	LOC6536429|XP_002097011.1|DYAK	LOC109406364|XP_029714193.1|AEAL, LOC109405308|XP_019533888.2|AEAL
OG0004667	LOC6536434|XP_002097016.1|DYAK	LOC115258263|XP_029714181.1|AEAL, LOC109406360|XP_019535005.1|AEAL, LOC109405302|XP_019533882.1|AEAL
OG0004668	LOC6524815|XP_039229463.1|DYAK	LOC109417984|XP_029715855.1|AEAL, LOC109427604|XP_029716062.1|AEAL
OG0004669	LOC6527012|XP_002088107.1|DYAK	LOC115267263|XP_029730030.1|AEAL, LOC109397228|XP_029730025.1|AEAL, LOC109417206|XP_019546874.2|AEAL
OG0004670	LOC6538456|XP_002098980.3|DYAK	LOC109405497|XP_019534142.1|AEAL
OG0004671	LOC6536831|XP_002097401.1|DYAK	LOC109406996|XP_029713910.1|AEAL
OG0004672	LOC6537285|XP_039231312.1|DYAK	LOC109405653|XP_019534268.2|AEAL
OG0004673	LOC6539048|XP_002099550.1|DYAK	LOC109419673|XP_019549458.2|AEAL
OG0004674	LOC6538241|XP_015048722.1|DYAK	LOC109419344|XP_019549127.1|AEAL, LOC109423126|XP_019553577.1|AEAL
OG0004675	LOC6538245|XP_002098772.1|DYAK	LOC109419263|XP_029707991.1|AEAL, LOC109423128|XP_029732685.1|AEAL
OG0004676	LOC6537562|XP_002098108.1|DYAK	LOC109419090|XP_029707974.1|AEAL, LOC115257151|XP_029712405.1|AEAL
OG0004677	LOC6538791|XP_039232715.1|DYAK	LOC115257176|XP_029712445.1|AEAL, LOC109423205|XP_019553665.1|AEAL
OG0004678	LOC6538792|XP_002099305.1|DYAK	LOC109423207|XP_019553685.2|AEAL, LOC109397277|XP_029712425.1|AEAL
OG0004679	LOC6535642|XP_039231452.1|DYAK	LOC115263685|XP_029722769.1|AEAL
OG0004680	LOC6537456|XP_015048357.1|DYAK	LOC109423516|XP_029736168.1|AEAL, LOC115253450|XP_029722778.1|AEAL
OG0004681	LOC6536213|XP_002096804.1|DYAK	LOC109432154|XP_019564007.2|AEAL
OG0004682	LOC6526833|XP_002087933.1|DYAK	LOC109423465|XP_019553984.1|AEAL
OG0004683	LOC6536910|XP_002097479.1|DYAK	LOC109423494|XP_019554006.1|AEAL
OG0004684	LOC6536440|XP_002097021.1|DYAK	LOC109432161|XP_029722854.1|AEAL, LOC109423478|XP_029722810.1|AEAL
OG0004685	LOC6538051|XP_039231830.1|DYAK	LOC115263728|XP_029722856.1|AEAL, LOC109432175|XP_029722847.1|AEAL
OG0004686	LOC6536299|XP_002096883.1|DYAK	LOC109432157|XP_029722863.1|AEAL, LOC109423474|XP_029722845.1|AEAL
OG0004687	LOC6538047|XP_002098582.1|DYAK	LOC115263846|XP_029723072.1|AEAL
OG0004688	LOC26535920|XP_002097109.1|DYAK	LOC109411581|XP_029712549.1|AEAL
OG0004689	LOC6537915|XP_002098455.1|DYAK	LOC109430264|XP_019561853.2|AEAL
OG0004690	LOC6536150|XP_002096751.1|DYAK	LOC109415553|XP_019544980.2|AEAL
OG0004691	LOC6538098|XP_002098632.1|DYAK	LOC109415549|XP_019544977.2|AEAL
OG0004692	LOC6537942|XP_002098482.1|DYAK	LOC115254112|XP_029722877.1|AEAL, LOC109415546|XP_029722875.1|AEAL
OG0004693	LOC6537947|XP_015048580.1|DYAK	LOC115263733|XP_029722873.1|AEAL, LOC109430297|XP_029722880.1|AEAL
OG0004694	LOC6538582|XP_002099104.1|DYAK	LOC109430292|XP_019561887.2|AEAL
OG0004695	LOC6538247|XP_015048730.1|DYAK	LOC109430330|XP_019561929.2|AEAL
OG0004696	LOC6535857|XP_002096476.1|DYAK	LOC109400074|XP_029707577.1|AEAL, LOC115254306|XP_029707575.1|AEAL
OG0004697	LOC6524912|XP_002100752.1|DYAK	LOC109400093|XP_029707589.1|AEAL, LOC115254371|XP_029707723.1|AEAL
OG0004698	LOC6525586|XP_002101421.1|DYAK	LOC109621570|XP_029707690.1|AEAL, LOC115260227|XP_029717019.1|AEAL
OG0004699	LOC6536530|XP_002097106.1|DYAK	LOC109408864|XP_029722986.1|AEAL, LOC109430402|XP_029736325.1|AEAL
OG0004700	LOC6535271|XP_039231711.1|DYAK	LOC109430374|XP_019561977.2|AEAL
OG0004701	LOC6535890|XP_039232335.1|DYAK	LOC109405114|XP_029713445.1|AEAL, LOC109415406|XP_019544817.1|AEAL
OG0004702	LOC6538805|XP_002099318.2|DYAK	LOC109430369|XP_019561976.2|AEAL, LOC109432116|XP_019563944.2|AEAL
OG0004703	LOC6537907|XP_002098447.1|DYAK	LOC109432163|XP_019564028.2|AEAL, LOC109430322|XP_019561917.2|AEAL
OG0004704	LOC6538671|XP_002099191.1|DYAK	LOC109432136|XP_029713565.1|AEAL
OG0004705	LOC6536406|XP_002096988.1|DYAK	LOC109432169|XP_019564033.1|AEAL
OG0004706	LOC6533415|XP_002094133.1|DYAK	LOC109430725|XP_019562344.2|AEAL
OG0004707	LOC6527016|XP_002088111.1|DYAK	LOC109429924|XP_029726712.1|AEAL, LOC109430717|XP_029713495.1|AEAL, LOC115258129|XP_029714030.1|AEAL
OG0004708	LOC6535996|XP_039231604.1|DYAK	LOC109430726|XP_019562347.2|AEAL, LOC109429877|XP_029726713.1|AEAL
OG0004709	LOC6537646|XP_002098191.1|DYAK	LOC109429711|XP_019561266.1|AEAL
OG0004710	LOC6537319|XP_039232241.1|DYAK	LOC109429690|XP_019561241.2|AEAL
OG0004711	LOC6538343|XP_002098868.1|DYAK	LOC109430702|XP_019562316.2|AEAL
OG0004712	LOC6536980|XP_002097549.1|DYAK	LOC109429559|XP_029713231.1|AEAL
OG0004713	LOC6538768|XP_002099282.1|DYAK	LOC109399965|XP_029716302.1|AEAL
OG0004714	LOC26534737|XP_015049017.1|DYAK	LOC109399943|XP_019527941.2|AEAL
OG0004715	LOC6528224|XP_002089286.1|DYAK	LOC109399934|XP_019527934.2|AEAL
OG0004716	LOC6538778|XP_002099292.2|DYAK	LOC109399937|XP_019527936.2|AEAL
OG0004717	LOC6525980|XP_039228445.1|DYAK	LOC109399828|XP_029729666.1|AEAL, LOC115261613|XP_029719373.1|AEAL, LOC109425278|XP_029729667.1|AEAL
OG0004718	LOC6526713|XP_002087816.1|DYAK	LOC115267060|XP_029729750.1|AEAL, LOC109425282|XP_029729725.1|AEAL
OG0004719	LOC6538937|XP_015049126.2|DYAK	LOC109416910|XP_029716318.1|AEAL, LOC109415610|XP_029715921.1|AEAL
OG0004720	LOC6538800|XP_002099313.1|DYAK	LOC109416915|XP_029707542.1|AEAL, LOC109415606|XP_029733872.1|AEAL
OG0004721	LOC6538206|XP_002098734.1|DYAK	LOC109402364|XP_019530575.2|AEAL
OG0004722	LOC6538063|XP_002098598.1|DYAK	LOC109425506|XP_019556301.2|AEAL
OG0004723	LOC6525103|XP_002100942.1|DYAK	LOC109417290|XP_019546940.2|AEAL
OG0004724	LOC6535607|XP_002096235.1|DYAK	LOC109411406|XP_019540468.2|AEAL, LOC109621318|XP_029714163.1|AEAL
OG0004725	LOC6538342|XP_002098867.1|DYAK	LOC109400488|XP_019528547.2|AEAL
OG0004726	LOC6538251|XP_002098778.1|DYAK	LOC109400449|XP_019528499.2|AEAL, LOC109623043|XP_029716138.1|AEAL
OG0004727	LOC6537894|XP_039231071.1|DYAK	LOC109417756|XP_029716061.1|AEAL
OG0004728	LOC6536834|XP_002097404.1|DYAK	LOC109417783|XP_019547485.2|AEAL
OG0004729	LOC6524659|XP_002100516.1|DYAK	LOC109622449|XP_019932334.1|AEAL
OG0004730	LOC6527045|XP_002088138.1|DYAK	LOC109400471|XP_019528523.2|AEAL
OG0004731	LOC6535630|XP_002096258.1|DYAK	LOC109399863|XP_019527897.2|AEAL
OG0004732	LOC6536485|XP_015047753.1|DYAK	LOC115261826|XP_029719596.1|AEAL, LOC109400408|XP_019528466.2|AEAL
OG0004733	LOC6537441|XP_002097997.1|DYAK	LOC115253495|XP_029716004.1|AEAL, LOC109400409|XP_029719595.1|AEAL
OG0004734	LOC6537668|XP_039232836.1|DYAK	LOC109400417|XP_019528473.2|AEAL
OG0004735	LOC6539059|XP_039232577.1|DYAK	LOC109412725|XP_029716046.1|AEAL, LOC109411862|XP_029715849.1|AEAL
OG0004736	LOC6538132|XP_039232276.1|DYAK	LOC109412719|XP_029716200.1|AEAL, LOC109411881|XP_029716340.1|AEAL
OG0004737	LOC6535278|XP_002095934.1|DYAK	LOC115259641|XP_029716277.1|AEAL, LOC115266455|XP_029728546.1|AEAL
OG0004738	LOC6535279|XP_039232550.1|DYAK	LOC109411873|XP_019541043.2|AEAL
OG0004739	LOC6537929|XP_002098469.1|DYAK	LOC109399052|XP_019527028.2|AEAL
OG0004740	LOC6538652|XP_002099172.1|DYAK	LOC109419801|XP_019549637.2|AEAL
OG0004741	LOC6535608|XP_002096236.1|DYAK	LOC109425329|XP_029716095.1|AEAL, LOC109419800|XP_029716211.1|AEAL
OG0004742	LOC6523744|XP_015046895.1|DYAK	LOC109425333|XP_029716077.1|AEAL
OG0004743	LOC6535637|XP_002096265.1|DYAK	LOC109398981|XP_019526977.2|AEAL, LOC109425533|XP_019556327.2|AEAL, LOC115259597|XP_029716178.1|AEAL
OG0004744	LOC6529022|XP_002090054.1|DYAK	LOC109399011|XP_019527001.2|AEAL
OG0004745	LOC6535358|XP_002096009.1|DYAK	LOC109399006|XP_019526995.3|AEAL, LOC109621524|XP_029716474.1|AEAL
OG0004746	LOC6537379|XP_002097935.1|DYAK	LOC109429325|XP_019560772.2|AEAL, LOC109401130|XP_029715975.1|AEAL
OG0004747	LOC6537380|XP_015048306.1|DYAK	LOC109401009|XP_029715976.1|AEAL, LOC109429326|XP_029716098.1|AEAL
OG0004748	LOC6537377|XP_002097933.1|DYAK	LOC109400937|XP_029715856.1|AEAL, LOC115258000|XP_029713856.1|AEAL
OG0004749	LOC6535824|XP_002096445.1|DYAK	LOC109407348|XP_029716394.1|AEAL, LOC109397172|XP_029716395.1|AEAL
OG0004750	LOC6537687|XP_002098232.1|DYAK	LOC109397080|XP_019524953.2|AEAL, LOC115258008|XP_029713866.1|AEAL
OG0004751	LOC6537190|XP_002097748.1|DYAK	LOC109400791|XP_019528840.2|AEAL, LOC109397058|XP_019524928.2|AEAL
OG0004752	LOC6538329|XP_002098856.1|DYAK	LOC109412573|XP_029715968.1|AEAL, LOC109412574|XP_029716398.1|AEAL, LOC109397046|XP_029715967.1|AEAL
OG0004753	LOC6538637|XP_002099157.1|DYAK	LOC109412575|XP_029715962.1|AEAL, LOC109396999|XP_029715960.1|AEAL
OG0004754	LOC6538202|XP_002098730.1|DYAK	LOC109396991|XP_029715956.1|AEAL, LOC115259492|XP_029715957.1|AEAL
OG0004755	LOC6535811|XP_002096433.1|DYAK	LOC109412580|XP_019541749.1|AEAL, LOC109433633|XP_029716008.1|AEAL
OG0004756	LOC6535810|XP_002096432.1|DYAK	LOC109433628|XP_019565624.2|AEAL, LOC109412581|XP_019541752.2|AEAL
OG0004757	LOC6536896|XP_015047990.1|DYAK	LOC109412588|XP_029715987.1|AEAL, LOC109433581|XP_029715838.1|AEAL
OG0004758	LOC6535500|XP_015047186.2|DYAK	LOC109412593|XP_029716511.1|AEAL, LOC109433522|XP_029716532.1|AEAL
OG0004759	LOC6536178|XP_002096769.1|DYAK	LOC109433508|XP_029716002.1|AEAL, LOC109412594|XP_029715949.1|AEAL
OG0004760	LOC6537325|XP_039231079.1|DYAK	LOC115259666|XP_029716309.1|AEAL, LOC109412596|XP_029716351.1|AEAL
OG0004761	LOC6536662|XP_002097234.1|DYAK	LOC109398214|XP_029715851.1|AEAL, LOC109429345|XP_029715835.1|AEAL
OG0004762	LOC6527070|XP_002088163.1|DYAK	LOC115259829|XP_029716516.1|AEAL, LOC109429298|XP_029716367.1|AEAL
OG0004763	LOC6535557|XP_002096186.3|DYAK	LOC109429302|XP_029716121.1|AEAL
OG0004764	LOC6537352|XP_002097909.1|DYAK	LOC109400906|XP_029715905.1|AEAL, LOC109429314|XP_029716005.1|AEAL
OG0004765	LOC6538667|XP_039231344.1|DYAK	LOC115259481|XP_029715926.1|AEAL, LOC109622683|XP_029715941.1|AEAL, LOC109398465|XP_019526387.2|AEAL
OG0004767	LOC6535295|XP_002095951.1|DYAK	LOC109424333|XP_029715834.1|AEAL, LOC109417131|XP_029716387.1|AEAL
OG0004768	LOC6535297|XP_002095953.2|DYAK	LOC115266268|XP_029728106.1|AEAL, LOC109424328|XP_019554971.2|AEAL
OG0004769	LOC6529264|XP_002090269.1|DYAK	LOC115259826|XP_029716493.1|AEAL, LOC109417126|XP_019546794.2|AEAL
OG0004770	LOC6540275|XP_002087112.1|DYAK	LOC109417128|XP_019546798.1|AEAL, LOC115259527|XP_029716042.1|AEAL
OG0004771	LOC6537964|XP_002098501.1|DYAK	LOC109424322|XP_019554963.2|AEAL, LOC109417122|XP_019546791.2|AEAL
OG0004772	LOC6536210|XP_002096801.1|DYAK	LOC109414930|XP_019544324.2|AEAL
OG0004773	LOC6535841|XP_002096462.1|DYAK	LOC109623079|XP_019933098.2|AEAL, LOC109408323|XP_019537146.2|AEAL
OG0004774	LOC6535844|XP_039232604.1|DYAK	LOC109621271|XP_029716063.1|AEAL
OG0004775	LOC6535625|XP_002096253.1|DYAK	LOC109623083|XP_019933112.2|AEAL
OG0004776	LOC6528358|XP_002089407.1|DYAK	LOC109623087|XP_029716190.1|AEAL, LOC109408313|XP_029716220.1|AEAL
OG0004777	LOC6535224|XP_002095883.1|DYAK	LOC109416865|XP_019546508.1|AEAL
OG0004778	LOC6527560|XP_002088650.1|DYAK	LOC109421097|XP_019551126.2|AEAL, LOC109413907|XP_029717071.1|AEAL
OG0004779	LOC6537935|XP_015048573.1|DYAK	LOC109421118|XP_029710033.1|AEAL, LOC109413900|XP_029710027.1|AEAL
OG0004780	LOC6526680|XP_002087786.1|DYAK	LOC109413902|XP_029710031.1|AEAL, LOC115253956|XP_029709996.1|AEAL
OG0004781	LOC6536841|XP_015047965.1|DYAK	LOC115255939|XP_029710035.1|AEAL, LOC109431331|XP_029710032.1|AEAL, LOC109421088|XP_029707937.1|AEAL
OG0004782	LOC6538798|XP_002099311.3|DYAK	LOC109408854|XP_019537769.2|AEAL, LOC115254738|XP_029708277.1|AEAL
OG0004783	LOC6524704|XP_002100548.1|DYAK	LOC109408850|XP_019537766.1|AEAL, LOC115253989|XP_029712744.1|AEAL
OG0004784	LOC6537598|XP_002098144.1|DYAK	LOC109623017|XP_029713478.1|AEAL
OG0004785	LOC6537580|XP_002098126.1|DYAK	LOC109411179|XP_019540198.1|AEAL
OG0004786	LOC6537578|XP_002098124.1|DYAK	LOC109417095|XP_019546766.2|AEAL
OG0004787	LOC6537576|XP_002098122.1|DYAK	LOC109414779|XP_029730222.1|AEAL, LOC109414780|XP_029730223.1|AEAL
OG0004788	LOC6537575|XP_015048423.1|DYAK	LOC109403597|XP_019531963.2|AEAL
OG0004789	LOC6537574|XP_002098120.1|DYAK	LOC109403606|XP_019531971.2|AEAL
OG0004790	LOC6538391|XP_002098915.3|DYAK	LOC109414758|XP_029730134.1|AEAL, LOC109403613|XP_019531975.1|AEAL
