Orthogroup	DYAK.longest_only	CPIP.longest_only
OG0003774	LOC6528828|XP_002089860.1|DYAK	LOC120418796|XP_039437212.1|CPIP
OG0003775	LOC6525150|XP_002100988.2|DYAK	LOC120425821|XP_039446368.1|CPIP
OG0003780	LOC6531652|XP_002092449.1|DYAK	LOC120413606|XP_039430444.1|CPIP
OG0003782	LOC6523940|XP_039227220.1|DYAK	LOC120428451|XP_039449395.1|CPIP
OG0003783	LOC6538233|XP_002098760.1|DYAK	LOC120429089|XP_039450183.1|CPIP
OG0003784	LOC6528703|XP_002089738.1|DYAK	LOC120420847|XP_039439898.1|CPIP
OG0003785	LOC6539194|XP_002086095.1|DYAK	LOC120414877|XP_039432137.1|CPIP
OG0003786	LOC6531131|XP_002091965.1|DYAK	LOC120429090|XP_039450186.1|CPIP
OG0003787	LOC26535416|XP_015051130.1|DYAK	LOC120416240|XP_039433876.1|CPIP
OG0003789	LOC6528466|XP_015054353.1|DYAK	LOC120424226|XP_039444217.1|CPIP
OG0003790	LOC6533293|XP_002094019.1|DYAK	LOC120426797|XP_039447546.1|CPIP
OG0003791	LOC6537614|XP_002098160.1|DYAK	LOC120428144|XP_039449066.1|CPIP
OG0003796	LOC6538015|XP_002098550.1|DYAK	LOC120431613|XP_039452655.1|CPIP
OG0003797	LOC6528227|XP_002089289.1|DYAK	LOC120431328|XP_039452393.1|CPIP
OG0003798	LOC6528765|XP_015054049.2|DYAK	LOC120429895|XP_039450924.1|CPIP
OG0003799	LOC6531316|XP_002092120.3|DYAK	LOC120429683|XP_039450649.1|CPIP
OG0003800	LOC6528234|XP_002089296.1|DYAK	LOC120426644|XP_039447366.1|CPIP, LOC120425449|XP_039445915.1|CPIP
OG0003801	LOC6529787|XP_015052434.1|DYAK	LOC120422187|XP_039441495.1|CPIP
OG0003802	LOC6529796|XP_002090780.1|DYAK	LOC120414704|XP_039431944.1|CPIP
OG0003803	LOC6538017|XP_002098552.1|DYAK	LOC120414705|XP_039431945.1|CPIP
OG0003804	LOC6528252|XP_015054445.2|DYAK	LOC120414687|XP_039431904.1|CPIP
OG0003805	LOC6526255|XP_002087377.2|DYAK	LOC120414685|XP_039431902.1|CPIP
OG0003806	LOC6539123|XP_015045297.1|DYAK	LOC120414728|XP_039431966.1|CPIP
OG0003807	LOC6528084|XP_002089151.1|DYAK	LOC120414695|XP_039431920.1|CPIP
OG0003808	LOC6534300|XP_039229671.1|DYAK	LOC120414660|XP_039431854.1|CPIP
OG0003809	LOC6529634|XP_002090628.1|DYAK	LOC120414664|XP_039431868.1|CPIP
OG0003810	LOC6532072|XP_015051686.2|DYAK	LOC120414691|XP_039431914.1|CPIP
OG0003811	LOC6530944|XP_002091785.1|DYAK	LOC120431189|XP_039452265.1|CPIP
OG0003812	LOC6526267|XP_039226605.1|DYAK	LOC120427691|XP_039448514.1|CPIP
OG0003813	LOC6527920|XP_002088988.2|DYAK	LOC120422792|XP_039442264.1|CPIP
OG0003814	LOC6527387|XP_002088479.1|DYAK	LOC120428094|XP_039449013.1|CPIP
OG0003815	LOC26535327|XP_015044848.2|DYAK	LOC120428098|XP_039449016.1|CPIP
OG0003816	LOC6529722|XP_002090715.2|DYAK	LOC120425846|XP_039446399.1|CPIP
OG0003817	LOC6527861|XP_002088933.1|DYAK	LOC120425856|XP_039446413.1|CPIP
OG0003818	LOC6529627|XP_002090621.2|DYAK	LOC120422801|XP_039442276.1|CPIP
OG0003820	LOC6536311|XP_002096895.1|DYAK	LOC120415689|XP_039433218.1|CPIP
OG0003821	LOC6530386|XP_002091312.1|DYAK	LOC120424559|XP_039444661.1|CPIP
OG0003822	LOC6527094|XP_002088187.1|DYAK	LOC120423672|XP_039443491.1|CPIP
OG0003823	LOC6526465|XP_002087584.1|DYAK	LOC120428130|XP_039449046.1|CPIP
OG0003824	LOC6529731|XP_002090724.1|DYAK	LOC120422993|XP_039442538.1|CPIP
OG0003825	LOC6527753|XP_002088833.1|DYAK	LOC120422985|XP_039442530.1|CPIP
OG0003826	LOC6528160|XP_002089225.1|DYAK	LOC120422986|XP_039442531.1|CPIP
OG0003827	LOC6527855|XP_002088927.1|DYAK	LOC120413555|XP_039430369.1|CPIP
OG0003828	LOC6527859|XP_002088931.1|DYAK	LOC120413574|XP_039430394.1|CPIP
OG0003829	LOC6528215|XP_002089277.1|DYAK	LOC120413561|XP_039430374.1|CPIP
OG0003830	LOC6529224|XP_002090231.1|DYAK	LOC120413547|XP_039430361.1|CPIP
OG0003831	LOC6537681|XP_002098226.1|DYAK	LOC120413522|XP_039430327.1|CPIP
OG0003832	LOC6527032|XP_002088126.1|DYAK	LOC120413520|XP_039430326.1|CPIP
OG0003833	LOC6527030|XP_002088124.1|DYAK	LOC120431162|XP_039452233.1|CPIP
OG0003834	LOC6527015|XP_002088110.1|DYAK	LOC120421105|XP_039440191.1|CPIP
OG0003835	LOC6528985|XP_015054145.1|DYAK	LOC120420135|XP_039439021.1|CPIP
OG0003836	LOC6529656|XP_002090649.2|DYAK	LOC120422759|XP_039442243.1|CPIP
OG0003837	LOC6529654|XP_002090647.1|DYAK	LOC120414065|XP_039431020.1|CPIP
OG0003838	LOC6526743|XP_002087846.1|DYAK	LOC120414098|XP_039431055.1|CPIP
OG0003839	LOC6527504|XP_002088594.2|DYAK	LOC120414102|XP_039431059.1|CPIP
OG0003840	LOC6528513|XP_002089559.1|DYAK	LOC120424100|XP_039444047.1|CPIP
OG0003841	LOC6526577|XP_002087685.1|DYAK	LOC120420618|XP_039439625.1|CPIP
OG0003842	LOC6527224|XP_002088318.1|DYAK	LOC120413626|XP_039430470.1|CPIP, LOC120429868|XP_039450879.1|CPIP
OG0003843	LOC6527570|XP_002088660.1|DYAK	LOC120422559|XP_039441979.1|CPIP
OG0003844	LOC6527502|XP_015053106.1|DYAK	LOC120423251|XP_039442908.1|CPIP
OG0003845	LOC6529034|XP_002090065.2|DYAK	LOC120422875|XP_039442372.1|CPIP
OG0003846	LOC6527879|XP_015053839.1|DYAK	LOC120422954|XP_039442477.1|CPIP
OG0003847	LOC6527821|XP_015053822.1|DYAK	LOC120414067|XP_039431022.1|CPIP
OG0003848	LOC6536660|XP_002097232.1|DYAK	LOC120428848|XP_039449904.1|CPIP
OG0003849	LOC6528920|XP_002089952.2|DYAK	LOC120424905|XP_039445131.1|CPIP
OG0003850	LOC6528196|XP_002089259.1|DYAK	LOC120432041|XP_039453108.1|CPIP, LOC120422903|XP_039442402.1|CPIP
OG0003851	LOC6530775|XP_002091663.1|DYAK	LOC120417371|XP_039435320.1|CPIP, LOC120419807|XP_039438577.1|CPIP
OG0003852	LOC6526527|XP_002087637.1|DYAK	LOC120413146|XP_039429787.1|CPIP
OG0003853	LOC6531497|XP_015051352.1|DYAK	LOC120431973|XP_039453045.1|CPIP, LOC120428532|XP_039449497.1|CPIP
OG0003854	LOC6529517|XP_002090519.1|DYAK	LOC120424964|XP_039445255.1|CPIP
OG0003855	LOC6529519|XP_002090521.3|DYAK	LOC120424954|XP_039445199.1|CPIP
OG0003856	LOC6527234|XP_039227273.1|DYAK	LOC120424963|XP_039445251.1|CPIP
OG0003857	LOC6528936|XP_002089968.1|DYAK	LOC120416291|XP_039433939.1|CPIP
OG0003858	LOC6525187|XP_015046146.2|DYAK	LOC120415175|XP_039432564.1|CPIP
OG0003859	LOC6529628|XP_002090622.1|DYAK	LOC120418955|XP_039437430.1|CPIP
OG0003860	LOC6531208|XP_002092036.1|DYAK	LOC120418977|XP_039437458.1|CPIP
OG0003861	LOC6526608|XP_002087716.1|DYAK	LOC120428566|XP_039449537.1|CPIP
OG0003862	LOC6527130|XP_039226244.1|DYAK	LOC120427661|XP_039448473.1|CPIP
OG0003863	LOC6527835|XP_002088908.1|DYAK	LOC120427680|XP_039448498.1|CPIP
OG0003864	LOC6527834|XP_002088907.1|DYAK	LOC120428621|XP_039449607.1|CPIP
OG0003865	LOC6538458|XP_002098982.1|DYAK	LOC120427841|XP_039448701.1|CPIP
OG0003866	LOC6529215|XP_039228170.1|DYAK	LOC120427986|XP_039448880.1|CPIP
OG0003867	LOC26535728|XP_015045201.1|DYAK	LOC120428244|XP_039449161.1|CPIP
OG0003868	LOC6528019|XP_002089086.1|DYAK	LOC120416298|XP_039433950.1|CPIP
OG0003869	LOC6526715|XP_002087818.1|DYAK	LOC120414746|XP_039431995.1|CPIP
OG0003870	LOC6529585|XP_039229132.1|DYAK	LOC120425148|XP_039445506.1|CPIP
OG0003871	LOC6527366|XP_002088458.1|DYAK	LOC120429760|XP_039450746.1|CPIP
OG0003872	LOC6531263|XP_002092072.1|DYAK	LOC120424362|XP_039444391.1|CPIP
OG0003873	LOC6529244|XP_002090250.1|DYAK	LOC120424357|XP_039444388.1|CPIP
OG0003874	LOC6529221|XP_039228872.1|DYAK	LOC120424351|XP_039444378.1|CPIP
OG0003875	LOC6527971|XP_002089038.1|DYAK	LOC120424361|XP_039444390.1|CPIP
OG0003876	LOC6526437|XP_002087556.1|DYAK	LOC120421723|XP_039440905.1|CPIP
OG0003877	LOC6528975|XP_002090007.1|DYAK	LOC120420826|XP_039439882.1|CPIP
OG0003878	LOC6529629|XP_015052087.1|DYAK	LOC120420798|XP_039439850.1|CPIP
OG0003879	LOC26535413|XP_015049206.1|DYAK	LOC120420800|XP_039439852.1|CPIP
OG0003880	LOC6533639|XP_002094346.3|DYAK	LOC120420813|XP_039439867.1|CPIP
OG0003881	LOC6532083|XP_002092860.1|DYAK	LOC120419385|XP_039437993.1|CPIP
OG0003882	LOC6529107|XP_015054179.1|DYAK	LOC120419381|XP_039437986.1|CPIP
OG0003883	LOC6525349|XP_002101185.1|DYAK	LOC120419383|XP_039437989.1|CPIP
OG0003884	LOC6527547|XP_002088637.1|DYAK	LOC120419366|XP_039437967.1|CPIP
OG0003885	LOC6527073|XP_002088166.1|DYAK	LOC120426843|XP_039447565.1|CPIP
OG0003886	LOC6527074|XP_002088167.2|DYAK	LOC120426845|XP_039447567.1|CPIP
OG0003887	LOC6526578|XP_002087686.1|DYAK	LOC120426848|XP_039447572.1|CPIP
OG0003888	LOC6537778|XP_002098319.2|DYAK	LOC120420400|XP_039439345.1|CPIP
OG0003889	LOC6526396|XP_002087515.1|DYAK	LOC120420038|XP_039438876.1|CPIP
OG0003890	LOC6532822|XP_002093559.1|DYAK	LOC120428643|XP_039449620.1|CPIP
OG0003891	LOC6527553|XP_002088643.1|DYAK	LOC120428296|XP_039449239.1|CPIP
OG0003892	LOC6532444|XP_002093191.1|DYAK	LOC120428425|XP_039449372.1|CPIP
OG0003893	LOC6529712|XP_002090705.1|DYAK	LOC120427581|XP_039448395.1|CPIP
OG0003894	LOC6527132|XP_002088226.1|DYAK	LOC120430899|XP_039451956.1|CPIP
OG0003895	LOC6530719|XP_002091610.1|DYAK	LOC120431109|XP_039452196.1|CPIP
OG0003898	LOC6529681|XP_002090674.2|DYAK	LOC120424090|XP_039444038.1|CPIP
OG0003899	LOC6526310|XP_002087432.1|DYAK	LOC120421965|XP_039441211.1|CPIP
OG0003900	LOC6526376|XP_002087495.1|DYAK	LOC120431313|XP_039452380.1|CPIP
OG0003901	LOC6528937|XP_002089969.1|DYAK	LOC120425197|XP_039445561.1|CPIP
OG0003902	LOC6526982|XP_002088078.1|DYAK	LOC120425192|XP_039445557.1|CPIP
OG0003903	LOC6527449|XP_002088541.1|DYAK	LOC120425195|XP_039445560.1|CPIP
OG0003904	LOC6527450|XP_002088542.1|DYAK	LOC120425193|XP_039445558.1|CPIP
OG0003905	LOC6538657|XP_002099177.1|DYAK	LOC120425186|XP_039445552.1|CPIP, LOC120431362|XP_039452427.1|CPIP
OG0003906	LOC6531589|XP_002092387.1|DYAK	LOC120416084|XP_039433701.1|CPIP
OG0003907	LOC6526357|XP_002087479.1|DYAK	LOC120420207|XP_039439130.1|CPIP
OG0003908	LOC6526358|XP_002087480.1|DYAK	LOC120420216|XP_039439141.1|CPIP
OG0003909	LOC6529322|XP_039228886.1|DYAK	LOC120425335|XP_039445751.1|CPIP
OG0003910	LOC6536021|XP_002096636.2|DYAK	LOC120425336|XP_039445761.1|CPIP
OG0003911	LOC6526872|XP_002087972.1|DYAK	LOC120412783|XP_039429304.1|CPIP
OG0003912	LOC6528986|XP_002090018.1|DYAK	LOC120416016|XP_039433607.1|CPIP
OG0003913	LOC6527542|XP_015053096.1|DYAK	LOC120423640|XP_039443448.1|CPIP
OG0003914	LOC6527246|XP_002088340.1|DYAK	LOC120415784|XP_039433348.1|CPIP, LOC120430019|XP_039451047.1|CPIP
OG0003915	LOC26536316|XP_015046301.1|DYAK	LOC120430021|XP_039451050.1|CPIP
OG0003916	LOC6528929|XP_002089961.1|DYAK	LOC120423138|XP_039442751.1|CPIP
OG0003917	LOC6528151|XP_002089217.3|DYAK	LOC120420895|XP_039439950.1|CPIP
OG0003918	LOC6527328|XP_002088420.1|DYAK	LOC120419788|XP_039438561.1|CPIP
OG0003919	LOC6526685|XP_002087791.1|DYAK	LOC120426940|XP_039447694.1|CPIP
OG0003920	LOC6531293|XP_002092097.1|DYAK	LOC120426945|XP_039447701.1|CPIP
OG0003921	LOC6530324|XP_002091251.1|DYAK	LOC120422518|XP_039441910.1|CPIP
OG0003922	LOC6527236|XP_002088330.1|DYAK	LOC120422865|XP_039442350.1|CPIP
OG0003923	LOC6523719|XP_002099594.1|DYAK	LOC120423125|XP_039442741.1|CPIP
OG0003924	LOC6529982|XP_002090928.1|DYAK	LOC120422459|XP_039441839.1|CPIP
OG0003925	LOC6527597|XP_002088685.1|DYAK	LOC120415486|XP_039432987.1|CPIP
OG0003926	LOC6527590|XP_002088678.1|DYAK	LOC120415476|XP_039432973.1|CPIP
OG0003927	LOC6526525|XP_002087635.1|DYAK	LOC120419186|XP_039437787.1|CPIP
OG0003928	LOC6527754|XP_002088834.1|DYAK	LOC120416027|XP_039433622.1|CPIP
OG0003929	LOC6527242|XP_002088336.1|DYAK	LOC120415970|XP_039433553.1|CPIP
OG0003930	LOC6527001|XP_002088097.1|DYAK	LOC120416775|XP_039434573.1|CPIP
OG0003931	LOC6527049|XP_015053589.1|DYAK	LOC120416767|XP_039434547.1|CPIP
OG0003932	LOC6528676|XP_002089718.1|DYAK	LOC120422499|XP_039441887.1|CPIP, LOC120431033|XP_039452120.1|CPIP
OG0003933	LOC6526867|XP_002087967.1|DYAK	LOC120416100|XP_039433717.1|CPIP
OG0003934	LOC6527776|XP_002088849.1|DYAK	LOC120416101|XP_039433718.1|CPIP
OG0003935	LOC6531496|XP_002092295.1|DYAK	LOC120416078|XP_039433681.1|CPIP
OG0003936	LOC6531495|XP_002092294.1|DYAK	LOC120416091|XP_039433708.1|CPIP
OG0003937	LOC6528503|XP_002089549.2|DYAK	LOC120426129|XP_039446765.1|CPIP, LOC120427963|XP_039448852.1|CPIP
OG0003938	LOC6527604|XP_039227710.1|DYAK	LOC120427952|XP_039448838.1|CPIP
OG0003939	LOC6528175|XP_002089238.1|DYAK	LOC120427955|XP_039448842.1|CPIP
OG0003940	LOC6527610|XP_002088698.1|DYAK	LOC120427958|XP_039448846.1|CPIP
OG0003941	LOC6527607|XP_002088695.1|DYAK	LOC120427960|XP_039448849.1|CPIP
OG0003942	LOC6526890|XP_002087990.1|DYAK	LOC120430518|XP_039451564.1|CPIP
OG0003943	LOC120320426|XP_039227717.1|DYAK	LOC120419848|XP_039438620.1|CPIP
OG0003944	LOC6527380|XP_002088472.1|DYAK	LOC120412827|XP_039429367.1|CPIP
OG0003945	LOC6531849|XP_002092636.1|DYAK	LOC120425646|XP_039446165.1|CPIP
OG0003946	LOC6529697|XP_002090690.1|DYAK	LOC120412818|XP_039429358.1|CPIP
OG0003947	LOC6529686|XP_002090679.1|DYAK	LOC120412814|XP_039429350.1|CPIP
OG0003948	LOC6529451|XP_002090453.1|DYAK	LOC120413552|XP_039430365.1|CPIP
OG0003949	LOC6529449|XP_039228971.1|DYAK	LOC120413516|XP_039430309.1|CPIP
OG0003950	LOC6528072|XP_002089139.1|DYAK	LOC120416604|XP_039434332.1|CPIP
OG0003951	LOC6528078|XP_039226842.1|DYAK	LOC120416601|XP_039434325.1|CPIP
OG0003952	LOC6527260|XP_002088354.3|DYAK	LOC120416875|XP_039434704.1|CPIP
OG0003953	LOC6527021|XP_002088116.1|DYAK	LOC120416871|XP_039434700.1|CPIP
OG0003954	LOC6532944|XP_002093679.1|DYAK	LOC120416870|XP_039434699.1|CPIP
OG0003955	LOC26534710|XP_015054540.1|DYAK	LOC120419817|XP_039438589.1|CPIP
OG0003956	LOC6529582|XP_002090576.2|DYAK	LOC120419695|XP_039438420.1|CPIP
OG0003957	LOC6532742|XP_002093484.1|DYAK	LOC120415976|XP_039433560.1|CPIP
OG0003958	LOC6524956|XP_039228288.1|DYAK	LOC120415997|XP_039433586.1|CPIP
OG0003959	LOC6530736|XP_039228087.1|DYAK	LOC120416772|XP_039434567.1|CPIP, LOC120423459|XP_039443215.1|CPIP
OG0003960	LOC6526210|XP_002102019.1|DYAK	LOC120423479|XP_039443248.1|CPIP
OG0003961	LOC6526900|XP_015053224.1|DYAK	LOC120426941|XP_039447696.1|CPIP
OG0003962	LOC6527585|XP_002088673.1|DYAK	LOC120421121|XP_039440213.1|CPIP
OG0003963	LOC6529667|XP_002090660.2|DYAK	LOC120418613|XP_039436991.1|CPIP
OG0003964	LOC6526721|XP_002087824.1|DYAK	LOC120418610|XP_039436988.1|CPIP
OG0003965	LOC6527653|XP_002088739.3|DYAK	LOC120416275|XP_039433912.1|CPIP
OG0003966	LOC6539081|XP_002085972.1|DYAK	LOC120419804|XP_039438574.1|CPIP
OG0003967	LOC6530617|XP_039228237.1|DYAK	LOC120426262|XP_039446933.1|CPIP
OG0003968	LOC6530619|XP_015052724.1|DYAK	LOC120422617|XP_039442045.1|CPIP
OG0003969	LOC6531654|XP_002092451.1|DYAK	LOC120424553|XP_039444654.1|CPIP
OG0003970	LOC6526307|XP_039226362.1|DYAK	LOC120415725|XP_039433255.1|CPIP
OG0003971	LOC6528003|XP_015054482.1|DYAK	LOC120415529|XP_039433020.1|CPIP
OG0003972	LOC6534168|XP_002094852.2|DYAK	LOC120415531|XP_039433024.1|CPIP
OG0003973	LOC6532129|XP_002092905.1|DYAK	LOC120415596|XP_039433122.1|CPIP
OG0003974	LOC6530200|XP_002091138.1|DYAK	LOC120421989|XP_039441237.1|CPIP, LOC120415540|XP_039433040.1|CPIP
OG0003975	LOC6527798|XP_002088871.2|DYAK	LOC120421993|XP_039441239.1|CPIP
OG0003976	LOC6529726|XP_002090719.1|DYAK	LOC120421129|XP_039440223.1|CPIP
OG0003977	LOC6527496|XP_002088586.1|DYAK	LOC120421130|XP_039440224.1|CPIP
OG0003978	LOC6534971|XP_039230934.1|DYAK	LOC120421127|XP_039440220.1|CPIP
OG0003983	LOC6528974|XP_002090006.1|DYAK	LOC120422424|XP_039441772.1|CPIP
OG0003984	LOC6529660|XP_002090653.1|DYAK	LOC120415584|XP_039433106.1|CPIP
OG0003985	LOC26535909|XP_015052935.1|DYAK	LOC120415535|XP_039433028.1|CPIP
OG0003986	LOC6526958|XP_039226315.1|DYAK	LOC120431971|XP_039453044.1|CPIP, LOC120424990|XP_039445293.1|CPIP
OG0003987	LOC6526957|XP_002088053.1|DYAK	LOC120424987|XP_039445290.1|CPIP
OG0003988	LOC6527580|XP_002088668.3|DYAK	LOC120413872|XP_039430776.1|CPIP
OG0003989	LOC6527356|XP_002088448.1|DYAK	LOC120412463|XP_039428871.1|CPIP, LOC120417603|XP_039435656.1|CPIP
OG0003990	LOC6529040|XP_002090071.1|DYAK	LOC120418258|XP_039436512.1|CPIP, LOC120412475|XP_039428898.1|CPIP
OG0003991	LOC6526839|XP_002087939.1|DYAK	LOC120417577|XP_039435625.1|CPIP, LOC120412478|XP_039428901.1|CPIP
OG0003992	LOC6526835|XP_002087935.1|DYAK	LOC120417752|XP_039435844.1|CPIP, LOC120412452|XP_039428850.1|CPIP
OG0003993	LOC6526820|XP_039227098.1|DYAK	LOC120412453|XP_039428851.1|CPIP, LOC120412449|XP_039428846.1|CPIP, LOC120417818|XP_039435963.1|CPIP
OG0003994	LOC6538110|XP_002098645.1|DYAK	LOC120422389|XP_039441732.1|CPIP
OG0003995	LOC6529983|XP_002090929.1|DYAK	LOC120419018|XP_039437519.1|CPIP
OG0003996	LOC6528670|XP_002089712.1|DYAK	LOC120414560|XP_039431714.1|CPIP
OG0003997	LOC6526954|XP_002088050.1|DYAK	LOC120419468|XP_039438088.1|CPIP
OG0003998	LOC120320444|XP_039227248.1|DYAK	LOC120432469|XP_039453632.1|CPIP
OG0003999	LOC6540023|XP_002086892.2|DYAK	LOC120432431|XP_039453583.1|CPIP
OG0004000	LOC6525266|XP_002101102.1|DYAK	LOC120427066|XP_039447838.1|CPIP
OG0004001	LOC6531966|XP_002092752.1|DYAK	LOC120421175|XP_039440304.1|CPIP
OG0004002	LOC6529800|XP_002090784.1|DYAK	LOC120421172|XP_039440301.1|CPIP
OG0004003	LOC6527252|XP_015053157.1|DYAK	LOC120419673|XP_039438378.1|CPIP
OG0004004	LOC6527668|XP_015053781.1|DYAK	LOC120419677|XP_039438398.1|CPIP
OG0004005	LOC6528140|XP_002089206.1|DYAK	LOC120419651|XP_039438342.1|CPIP
OG0004006	LOC6529871|XP_002090828.1|DYAK	LOC120426885|XP_039447622.1|CPIP
OG0004007	LOC6526714|XP_002087817.1|DYAK	LOC120426888|XP_039447627.1|CPIP
OG0004008	LOC6526271|XP_039226613.1|DYAK	LOC120426896|XP_039447635.1|CPIP
OG0004009	LOC6526560|XP_002087670.1|DYAK	LOC120415573|XP_039433086.1|CPIP
OG0004010	LOC6527569|XP_015053713.1|DYAK	LOC120426649|XP_039447373.1|CPIP
OG0004011	LOC6527534|XP_002088624.2|DYAK	LOC120421287|XP_039440412.1|CPIP
OG0004012	LOC6537768|XP_002098309.1|DYAK	LOC120421294|XP_039440419.1|CPIP
OG0004013	LOC6528198|XP_002089260.1|DYAK	LOC120414556|XP_039431701.1|CPIP
OG0004014	LOC6534169|XP_039230325.1|DYAK	LOC120414587|XP_039431760.1|CPIP
OG0004015	LOC6527452|XP_002088544.1|DYAK	LOC120414590|XP_039431764.1|CPIP
OG0004016	LOC6528018|XP_002089085.1|DYAK	LOC120414585|XP_039431753.1|CPIP
OG0004017	LOC6526815|XP_002087917.1|DYAK	LOC120419461|XP_039438077.1|CPIP
OG0004018	LOC6528376|XP_002089425.1|DYAK	LOC120419464|XP_039438082.1|CPIP
OG0004019	LOC6530317|XP_002091244.1|DYAK	LOC120432436|XP_039453588.1|CPIP
OG0004020	LOC6526667|XP_002087775.1|DYAK	LOC120432423|XP_039453560.1|CPIP
OG0004021	LOC6526662|XP_002087770.1|DYAK	LOC120432438|XP_039453590.1|CPIP
OG0004022	LOC6528931|XP_002089963.1|DYAK	LOC120432120|XP_039453191.1|CPIP, LOC120420528|XP_039439533.1|CPIP
OG0004023	LOC6530914|XP_002091758.2|DYAK	LOC120420527|XP_039439531.1|CPIP
OG0004024	LOC6529543|XP_002090541.2|DYAK	LOC120420517|XP_039439511.1|CPIP
OG0004025	LOC6527907|XP_002088979.1|DYAK	LOC120413873|XP_039430777.1|CPIP
OG0004026	LOC6526510|XP_002087621.1|DYAK	LOC120413842|XP_039430731.1|CPIP
OG0004027	LOC120320984|XP_039228012.1|DYAK	LOC120413880|XP_039430788.1|CPIP, LOC120413835|XP_039430724.1|CPIP
OG0004028	LOC6528115|XP_002089182.1|DYAK	LOC120418251|XP_039436502.1|CPIP
OG0004029	LOC6527737|XP_002088820.1|DYAK	LOC120418283|XP_039436548.1|CPIP
OG0004030	LOC6531934|XP_015051626.1|DYAK	LOC120423405|XP_039443140.1|CPIP
OG0004031	LOC6527360|XP_002088452.1|DYAK	LOC120423384|XP_039443101.1|CPIP
OG0004032	LOC6539074|XP_002085988.1|DYAK	LOC120425173|XP_039445541.1|CPIP
OG0004033	LOC6527934|XP_002089002.1|DYAK	LOC120412691|XP_039429201.1|CPIP
OG0004034	LOC6529626|XP_039228896.1|DYAK	LOC120412650|XP_039429138.1|CPIP
OG0004035	LOC6527603|XP_015053727.1|DYAK	LOC120417410|XP_039435390.1|CPIP, LOC120412448|XP_039428840.1|CPIP
OG0004036	LOC6526620|XP_002087728.1|DYAK	LOC120412497|XP_039428928.1|CPIP, LOC120417307|XP_039435196.1|CPIP
OG0004037	LOC6527433|XP_039227525.1|DYAK	LOC120417544|XP_039435563.1|CPIP, LOC120412498|XP_039428931.1|CPIP
OG0004038	LOC6526362|XP_002087483.1|DYAK	LOC120426271|XP_039446947.1|CPIP
OG0004039	LOC6526552|XP_002087662.2|DYAK	LOC120420535|XP_039439543.1|CPIP
OG0004040	LOC6531725|XP_002092515.1|DYAK	LOC120432432|XP_039453584.1|CPIP
OG0004041	LOC6525900|XP_002101720.1|DYAK	LOC120423979|XP_039443906.1|CPIP
OG0004042	LOC6533228|XP_002093954.1|DYAK	LOC120426273|XP_039446950.1|CPIP
OG0004043	LOC6527175|XP_002088269.1|DYAK	LOC120412686|XP_039429196.1|CPIP
OG0004044	LOC6525412|XP_002101247.1|DYAK	LOC120417297|XP_039435182.1|CPIP
OG0004045	LOC6527216|XP_015053174.1|DYAK	LOC120417296|XP_039435181.1|CPIP, LOC120431744|XP_039452803.1|CPIP
OG0004046	LOC6526319|XP_002087441.1|DYAK	LOC120431741|XP_039452799.1|CPIP, LOC120417315|XP_039435212.1|CPIP
OG0004047	LOC6527338|XP_002088430.1|DYAK	LOC120427093|XP_039447877.1|CPIP
OG0004048	LOC6526879|XP_002087979.1|DYAK	LOC120427092|XP_039447876.1|CPIP
OG0004049	LOC6526266|XP_002087388.1|DYAK	LOC120419051|XP_039437551.1|CPIP
OG0004050	LOC6529641|XP_002090635.2|DYAK	LOC120419070|XP_039437588.1|CPIP
OG0004051	LOC6527272|XP_002088366.2|DYAK	LOC120429838|XP_039450836.1|CPIP
OG0004052	LOC6525742|XP_002101564.3|DYAK	LOC120426553|XP_039447254.1|CPIP
OG0004053	LOC6529297|XP_002090302.1|DYAK	LOC120426572|XP_039447291.1|CPIP
OG0004054	LOC6529592|XP_039228900.1|DYAK	LOC120426558|XP_039447258.1|CPIP
OG0004055	LOC6536495|XP_002097073.1|DYAK	LOC120423218|XP_039442861.1|CPIP
OG0004056	LOC6535253|XP_039232719.1|DYAK	LOC120423231|XP_039442873.1|CPIP
OG0004057	LOC6534876|XP_002095548.1|DYAK	LOC120423201|XP_039442836.1|CPIP
OG0004059	LOC6535966|XP_002096581.2|DYAK	LOC120414334|XP_039431408.1|CPIP
OG0004060	LOC6536613|XP_015047855.1|DYAK	LOC120414360|XP_039431456.1|CPIP
OG0004061	LOC6525538|XP_002101373.1|DYAK	LOC120414328|XP_039431402.1|CPIP
OG0004062	LOC6532461|XP_002093208.1|DYAK	LOC120414326|XP_039431398.1|CPIP
OG0004063	LOC6524402|XP_002100260.1|DYAK	LOC120414355|XP_039431450.1|CPIP
OG0004064	LOC6539544|XP_002086432.1|DYAK	LOC120414353|XP_039431443.1|CPIP
OG0004065	LOC6530519|XP_039227857.1|DYAK	LOC120414362|XP_039431458.1|CPIP
OG0004066	LOC6530403|XP_002091329.2|DYAK	LOC120414324|XP_039431395.1|CPIP
OG0004067	LOC6525553|XP_002101388.1|DYAK	LOC120414319|XP_039431390.1|CPIP
OG0004068	LOC6536314|XP_002096898.1|DYAK	LOC120414331|XP_039431405.1|CPIP
OG0004069	LOC6536315|XP_002096899.2|DYAK	LOC120414325|XP_039431396.1|CPIP
OG0004070	LOC6532859|XP_002093595.1|DYAK	LOC120425768|XP_039446312.1|CPIP
OG0004071	LOC6532633|XP_002093377.1|DYAK	LOC120414340|XP_039431428.1|CPIP
