Orthogroup	DYAK.longest_only	CCAP.longest_only
OG0003930	LOC6527001|XP_002088097.1|DYAK	CCAP1982_LOCUS5761|CAD6997111.1|CCAP
OG0003931	LOC6527049|XP_015053589.1|DYAK	CCAP1982_LOCUS5767|CAD6997119.1|CCAP
OG0003932	LOC6528676|XP_002089718.1|DYAK	CCAP1982_LOCUS22548|CAD7014547.1|CCAP
OG0003933	LOC6526867|XP_002087967.1|DYAK	CCAP1982_LOCUS8779|CAD7000289.1|CCAP
OG0003934	LOC6527776|XP_002088849.1|DYAK	CCAP1982_LOCUS6872|CAD6998263.1|CCAP
OG0003935	LOC6531496|XP_002092295.1|DYAK	CCAP1982_LOCUS22909|CAD7014946.1|CCAP
OG0003936	LOC6531495|XP_002092294.1|DYAK	CCAP1982_LOCUS22910|CAD7014947.1|CCAP
OG0003937	LOC6528503|XP_002089549.2|DYAK	CCAP1982_LOCUS22690|CAD7014708.1|CCAP
OG0003938	LOC6527604|XP_039227710.1|DYAK	CCAP1982_LOCUS8103|CAD6999578.1|CCAP
OG0003939	LOC6528175|XP_002089238.1|DYAK	CCAP1982_LOCUS8102|CAD6999577.1|CCAP
OG0003940	LOC6527610|XP_002088698.1|DYAK	CCAP1982_LOCUS8270|CAD6999747.1|CCAP
OG0003941	LOC6527607|XP_002088695.1|DYAK	CCAP1982_LOCUS8273|CAD6999750.1|CCAP
OG0003942	LOC6526890|XP_002087990.1|DYAK	CCAP1982_LOCUS8147|CAD6999616.1|CCAP
OG0003943	LOC120320426|XP_039227717.1|DYAK	CCAP1982_LOCUS22209|CAD7014205.1|CCAP
OG0003944	LOC6527380|XP_002088472.1|DYAK	CCAP1982_LOCUS8369|CAD6999857.1|CCAP
OG0003945	LOC6531849|XP_002092636.1|DYAK	CCAP1982_LOCUS22015|CAD7014008.1|CCAP
OG0003946	LOC6529697|XP_002090690.1|DYAK	CCAP1982_LOCUS5773|CAD6997127.1|CCAP
OG0003947	LOC6529686|XP_002090679.1|DYAK	CCAP1982_LOCUS6292|CAD6997662.1|CCAP
OG0003948	LOC6529451|XP_002090453.1|DYAK	CCAP1982_LOCUS7660|CAD6999116.1|CCAP
OG0003949	LOC6529449|XP_039228971.1|DYAK	CCAP1982_LOCUS7659|CAD6999115.1|CCAP
OG0003950	LOC6528072|XP_002089139.1|DYAK	CCAP1982_LOCUS5397|CAD6996714.1|CCAP
OG0003951	LOC6528078|XP_039226842.1|DYAK	CCAP1982_LOCUS5390|CAD6996707.1|CCAP
OG0003952	LOC6527260|XP_002088354.3|DYAK	CCAP1982_LOCUS5626|CAD6996959.1|CCAP
OG0003953	LOC6527021|XP_002088116.1|DYAK	CCAP1982_LOCUS6501|CAD6997882.1|CCAP
OG0003954	LOC6532944|XP_002093679.1|DYAK	CCAP1982_LOCUS8427|CAD6999916.1|CCAP
OG0003955	LOC26534710|XP_015054540.1|DYAK	CCAP1982_LOCUS5656|CAD6996995.1|CCAP
OG0003956	LOC6529582|XP_002090576.2|DYAK	CCAP1982_LOCUS8668|CAD7000177.1|CCAP
OG0003957	LOC6532742|XP_002093484.1|DYAK	CCAP1982_LOCUS11265|CAD7002795.1|CCAP
OG0003959	LOC6530736|XP_039228087.1|DYAK	CCAP1982_LOCUS22088|CAD7014081.1|CCAP
OG0003961	LOC6526900|XP_015053224.1|DYAK	CCAP1982_LOCUS8859|CAD7000383.1|CCAP
OG0003962	LOC6527585|XP_002088673.1|DYAK	CCAP1982_LOCUS7792|CAD6999262.1|CCAP
OG0003963	LOC6529667|XP_002090660.2|DYAK	CCAP1982_LOCUS9235|CAD7000760.1|CCAP, CCAP1982_LOCUS9236|CAD7000761.1|CCAP
OG0003964	LOC6526721|XP_002087824.1|DYAK	CCAP1982_LOCUS8508|CAD7000002.1|CCAP
OG0003965	LOC6527653|XP_002088739.3|DYAK	CCAP1982_LOCUS8387|CAD6999878.1|CCAP, CCAP1982_LOCUS8385|CAD6999876.1|CCAP
OG0003966	LOC6539081|XP_002085972.1|DYAK	CCAP1982_LOCUS5452|CAD6996777.1|CCAP
OG0003967	LOC6530617|XP_039228237.1|DYAK	CCAP1982_LOCUS23154|CAD7015206.1|CCAP
OG0003968	LOC6530619|XP_015052724.1|DYAK	CCAP1982_LOCUS23148|CAD7015199.1|CCAP
OG0003969	LOC6531654|XP_002092451.1|DYAK	CCAP1982_LOCUS23196|CAD7015246.1|CCAP
OG0003970	LOC6526307|XP_039226362.1|DYAK	CCAP1982_LOCUS6945|CAD6998343.1|CCAP
OG0003971	LOC6528003|XP_015054482.1|DYAK	CCAP1982_LOCUS5715|CAD6997061.1|CCAP
OG0003972	LOC6534168|XP_002094852.2|DYAK	CCAP1982_LOCUS12298|CAD7003868.1|CCAP, CCAP1982_LOCUS14704|CAD7006383.1|CCAP, CCAP1982_LOCUS12297|CAD7003867.1|CCAP
OG0003973	LOC6532129|XP_002092905.1|DYAK	CCAP1982_LOCUS22115|CAD7014109.1|CCAP, CCAP1982_LOCUS22114|CAD7014108.1|CCAP
OG0003974	LOC6530200|XP_002091138.1|DYAK	CCAP1982_LOCUS1354|CAD6992505.1|CCAP
OG0003975	LOC6527798|XP_002088871.2|DYAK	CCAP1982_LOCUS9013|CAD7000536.1|CCAP, CCAP1982_LOCUS9015|CAD7000538.1|CCAP
OG0003976	LOC6529726|XP_002090719.1|DYAK	CCAP1982_LOCUS6108|CAD6997465.1|CCAP
OG0003977	LOC6527496|XP_002088586.1|DYAK	CCAP1982_LOCUS6106|CAD6997463.1|CCAP
OG0003978	LOC6534971|XP_039230934.1|DYAK	CCAP1982_LOCUS14331|CAD7005995.1|CCAP
OG0003979	LOC6527144|XP_002088238.1|DYAK	CCAP1982_LOCUS8335|CAD6999823.1|CCAP
OG0003980	LOC6537211|XP_002097769.1|DYAK	CCAP1982_LOCUS238|CAD6991309.1|CCAP
OG0003981	LOC6527384|XP_002088476.1|DYAK	CCAP1982_LOCUS8339|CAD6999828.1|CCAP
OG0003982	LOC6529713|XP_002090706.3|DYAK	CCAP1982_LOCUS6275|CAD6997642.1|CCAP
OG0003983	LOC6528974|XP_002090006.1|DYAK	CCAP1982_LOCUS5970|CAD6997336.1|CCAP, CCAP1982_LOCUS5971|CAD6997337.1|CCAP
OG0003984	LOC6529660|XP_002090653.1|DYAK	CCAP1982_LOCUS5684|CAD6997025.1|CCAP, CCAP1982_LOCUS5849|CAD6997211.1|CCAP
OG0003985	LOC26535909|XP_015052935.1|DYAK	CCAP1982_LOCUS5845|CAD6997207.1|CCAP, CCAP1982_LOCUS5681|CAD6997022.1|CCAP
OG0003986	LOC6526958|XP_039226315.1|DYAK	CCAP1982_LOCUS5674|CAD6997013.1|CCAP
OG0003987	LOC6526957|XP_002088053.1|DYAK	CCAP1982_LOCUS6202|CAD6997564.1|CCAP, CCAP1982_LOCUS6198|CAD6997560.1|CCAP, CCAP1982_LOCUS6199|CAD6997561.1|CCAP
OG0003988	LOC6527580|XP_002088668.3|DYAK	CCAP1982_LOCUS8506|CAD7000000.1|CCAP, CCAP1982_LOCUS8505|CAD6999999.1|CCAP
OG0003989	LOC6527356|XP_002088448.1|DYAK	CCAP1982_LOCUS8511|CAD7000005.1|CCAP
OG0003990	LOC6529040|XP_002090071.1|DYAK	CCAP1982_LOCUS8402|CAD6999892.1|CCAP
OG0003991	LOC6526839|XP_002087939.1|DYAK	CCAP1982_LOCUS8201|CAD6999671.1|CCAP
OG0003992	LOC6526835|XP_002087935.1|DYAK	CCAP1982_LOCUS8206|CAD6999676.1|CCAP
OG0003993	LOC6526820|XP_039227098.1|DYAK	CCAP1982_LOCUS9154|CAD7000680.1|CCAP
OG0003994	LOC6538110|XP_002098645.1|DYAK	CCAP1982_LOCUS4907|CAD6996219.1|CCAP
OG0003995	LOC6529983|XP_002090929.1|DYAK	CCAP1982_LOCUS22498|CAD7014496.1|CCAP
OG0003996	LOC6528670|XP_002089712.1|DYAK	CCAP1982_LOCUS22541|CAD7014540.1|CCAP
OG0003997	LOC6526954|XP_002088050.1|DYAK	CCAP1982_LOCUS8067|CAD6999546.1|CCAP
OG0003998	LOC120320444|XP_039227248.1|DYAK	CCAP1982_LOCUS6627|CAD6998010.1|CCAP
OG0003999	LOC6540023|XP_002086892.2|DYAK	CCAP1982_LOCUS5450|CAD6996775.1|CCAP
OG0004001	LOC6531966|XP_002092752.1|DYAK	CCAP1982_LOCUS19584|CAD7011485.1|CCAP
OG0004002	LOC6529800|XP_002090784.1|DYAK	CCAP1982_LOCUS5794|CAD6997149.1|CCAP
OG0004003	LOC6527252|XP_015053157.1|DYAK	CCAP1982_LOCUS5644|CAD6996980.1|CCAP
OG0004004	LOC6527668|XP_015053781.1|DYAK	CCAP1982_LOCUS8476|CAD6999971.1|CCAP
OG0004005	LOC6528140|XP_002089206.1|DYAK	CCAP1982_LOCUS8478|CAD6999973.1|CCAP
OG0004006	LOC6529871|XP_002090828.1|DYAK	CCAP1982_LOCUS8574|CAD7000075.1|CCAP
OG0004007	LOC6526714|XP_002087817.1|DYAK	CCAP1982_LOCUS6925|CAD6998319.1|CCAP
OG0004008	LOC6526271|XP_039226613.1|DYAK	CCAP1982_LOCUS7446|CAD6998899.1|CCAP, CCAP1982_LOCUS7450|CAD6998903.1|CCAP
OG0004009	LOC6526560|XP_002087670.1|DYAK	CCAP1982_LOCUS8930|CAD7000453.1|CCAP
OG0004010	LOC6527569|XP_015053713.1|DYAK	CCAP1982_LOCUS6001|CAD6997368.1|CCAP
OG0004011	LOC6527534|XP_002088624.2|DYAK	CCAP1982_LOCUS5350|CAD6996666.1|CCAP
OG0004012	LOC6537768|XP_002098309.1|DYAK	CCAP1982_LOCUS2278|CAD6993466.1|CCAP
OG0004013	LOC6528198|XP_002089260.1|DYAK	CCAP1982_LOCUS6066|CAD6997419.1|CCAP
OG0004014	LOC6534169|XP_039230325.1|DYAK	CCAP1982_LOCUS12299|CAD7003869.1|CCAP, CCAP1982_LOCUS14705|CAD7006384.1|CCAP, CCAP1982_LOCUS12300|CAD7003870.1|CCAP
OG0004015	LOC6527452|XP_002088544.1|DYAK	CCAP1982_LOCUS7695|CAD6999157.1|CCAP
OG0004016	LOC6528018|XP_002089085.1|DYAK	CCAP1982_LOCUS6454|CAD6997830.1|CCAP
OG0004017	LOC6526815|XP_002087917.1|DYAK	CCAP1982_LOCUS8061|CAD6999540.1|CCAP
OG0004018	LOC6528376|XP_002089425.1|DYAK	CCAP1982_LOCUS21469|CAD7013405.1|CCAP
OG0004019	LOC6530317|XP_002091244.1|DYAK	CCAP1982_LOCUS11760|CAD7003299.1|CCAP
OG0004020	LOC6526667|XP_002087775.1|DYAK	CCAP1982_LOCUS7355|CAD6998806.1|CCAP
OG0004021	LOC6526662|XP_002087770.1|DYAK	CCAP1982_LOCUS20908|CAD7012808.1|CCAP, CCAP1982_LOCUS20907|CAD7012807.1|CCAP
OG0004022	LOC6528931|XP_002089963.1|DYAK	CCAP1982_LOCUS6981|CAD6998381.1|CCAP
OG0004023	LOC6530914|XP_002091758.2|DYAK	CCAP1982_LOCUS7349|CAD6998795.1|CCAP
OG0004024	LOC6529543|XP_002090541.2|DYAK	CCAP1982_LOCUS8113|CAD6999589.1|CCAP
OG0004025	LOC6527907|XP_002088979.1|DYAK	CCAP1982_LOCUS5853|CAD6997217.1|CCAP
OG0004026	LOC6526510|XP_002087621.1|DYAK	CCAP1982_LOCUS8058|CAD6999536.1|CCAP
OG0004028	LOC6528115|XP_002089182.1|DYAK	CCAP1982_LOCUS7750|CAD6999216.1|CCAP, CCAP1982_LOCUS7749|CAD6999215.1|CCAP
OG0004029	LOC6527737|XP_002088820.1|DYAK	CCAP1982_LOCUS7847|CAD6999320.1|CCAP
OG0004030	LOC6531934|XP_015051626.1|DYAK	CCAP1982_LOCUS20235|CAD7012136.1|CCAP
OG0004031	LOC6527360|XP_002088452.1|DYAK	CCAP1982_LOCUS6911|CAD6998302.1|CCAP, CCAP1982_LOCUS6910|CAD6998301.1|CCAP
OG0004032	LOC6539074|XP_002085988.1|DYAK	CCAP1982_LOCUS5538|CAD6996865.1|CCAP
OG0004033	LOC6527934|XP_002089002.1|DYAK	CCAP1982_LOCUS6288|CAD6997658.1|CCAP
OG0004034	LOC6529626|XP_039228896.1|DYAK	CCAP1982_LOCUS7693|CAD6999155.1|CCAP
OG0004035	LOC6527603|XP_015053727.1|DYAK	CCAP1982_LOCUS7567|CAD6999020.1|CCAP, CCAP1982_LOCUS7568|CAD6999021.1|CCAP
OG0004036	LOC6526620|XP_002087728.1|DYAK	CCAP1982_LOCUS7595|CAD6999048.1|CCAP
OG0004037	LOC6527433|XP_039227525.1|DYAK	CCAP1982_LOCUS8865|CAD7000390.1|CCAP
OG0004038	LOC6526362|XP_002087483.1|DYAK	CCAP1982_LOCUS7452|CAD6998905.1|CCAP
OG0004039	LOC6526552|XP_002087662.2|DYAK	CCAP1982_LOCUS8230|CAD6999704.1|CCAP, CCAP1982_LOCUS8227|CAD6999701.1|CCAP, CCAP1982_LOCUS8229|CAD6999703.1|CCAP
OG0004040	LOC6531725|XP_002092515.1|DYAK	CCAP1982_LOCUS22152|CAD7014146.1|CCAP
OG0004042	LOC6533228|XP_002093954.1|DYAK	CCAP1982_LOCUS11857|CAD7003401.1|CCAP
OG0004043	LOC6527175|XP_002088269.1|DYAK	CCAP1982_LOCUS7930|CAD6999404.1|CCAP
OG0004045	LOC6527216|XP_015053174.1|DYAK	CCAP1982_LOCUS3700|CAD6994969.1|CCAP
OG0004046	LOC6526319|XP_002087441.1|DYAK	CCAP1982_LOCUS7410|CAD6998861.1|CCAP
OG0004047	LOC6527338|XP_002088430.1|DYAK	CCAP1982_LOCUS8042|CAD6999517.1|CCAP
OG0004048	LOC6526879|XP_002087979.1|DYAK	CCAP1982_LOCUS23409|CAD7015469.1|CCAP
OG0004049	LOC6526266|XP_002087388.1|DYAK	CCAP1982_LOCUS6937|CAD6998333.1|CCAP
OG0004050	LOC6529641|XP_002090635.2|DYAK	CCAP1982_LOCUS8806|CAD7000323.1|CCAP
OG0004051	LOC6527272|XP_002088366.2|DYAK	CCAP1982_LOCUS8560|CAD7000056.1|CCAP
OG0004053	LOC6529297|XP_002090302.1|DYAK	CCAP1982_LOCUS22593|CAD7014600.1|CCAP
OG0004054	LOC6529592|XP_039228900.1|DYAK	CCAP1982_LOCUS8019|CAD6999495.1|CCAP
OG0004055	LOC6536495|XP_002097073.1|DYAK	CCAP1982_LOCUS2177|CAD6993359.1|CCAP
OG0004056	LOC6535253|XP_039232719.1|DYAK	CCAP1982_LOCUS3169|CAD6994417.1|CCAP
OG0004057	LOC6534876|XP_002095548.1|DYAK	CCAP1982_LOCUS14479|CAD7006151.1|CCAP, CCAP1982_LOCUS14483|CAD7006155.1|CCAP
OG0004058	LOC6532768|XP_015049599.1|DYAK	CCAP1982_LOCUS12052|CAD7003606.1|CCAP
OG0004059	LOC6535966|XP_002096581.2|DYAK	CCAP1982_LOCUS954|CAD6992074.1|CCAP
OG0004060	LOC6536613|XP_015047855.1|DYAK	CCAP1982_LOCUS123|CAD6991185.1|CCAP
OG0004062	LOC6532461|XP_002093208.1|DYAK	CCAP1982_LOCUS11610|CAD7003149.1|CCAP
OG0004063	LOC6524402|XP_002100260.1|DYAK	CCAP1982_LOCUS9208|CAD7000735.1|CCAP
OG0004064	LOC6539544|XP_002086432.1|DYAK	CCAP1982_LOCUS13592|CAD7005233.1|CCAP
OG0004065	LOC6530519|XP_039227857.1|DYAK	CCAP1982_LOCUS19980|CAD7011868.1|CCAP
OG0004066	LOC6530403|XP_002091329.2|DYAK	CCAP1982_LOCUS19979|CAD7011867.1|CCAP
OG0004068	LOC6536314|XP_002096898.1|DYAK	CCAP1982_LOCUS752|CAD6991854.1|CCAP
OG0004069	LOC6536315|XP_002096899.2|DYAK	CCAP1982_LOCUS753|CAD6991855.1|CCAP
OG0004070	LOC6532859|XP_002093595.1|DYAK	CCAP1982_LOCUS12521|CAD7004097.1|CCAP
OG0004071	LOC6532633|XP_002093377.1|DYAK	CCAP1982_LOCUS14981|CAD7006680.1|CCAP
OG0004072	LOC6532632|XP_002093376.1|DYAK	CCAP1982_LOCUS14980|CAD7006679.1|CCAP
OG0004074	LOC6531280|XP_002092089.3|DYAK	CCAP1982_LOCUS20432|CAD7012338.1|CCAP
OG0004075	LOC6529946|XP_002090901.1|DYAK	CCAP1982_LOCUS19452|CAD7011349.1|CCAP
OG0004076	LOC6529948|XP_015052527.1|DYAK	CCAP1982_LOCUS20003|CAD7011891.1|CCAP
OG0004077	LOC6527649|XP_002088735.2|DYAK	CCAP1982_LOCUS8514|CAD7000009.1|CCAP
OG0004078	LOC6538419|XP_002098943.1|DYAK	CCAP1982_LOCUS431|CAD6991510.1|CCAP
OG0004080	LOC6531389|XP_002092192.1|DYAK	CCAP1982_LOCUS22425|CAD7014429.1|CCAP
OG0004081	LOC6530455|XP_002091371.2|DYAK	CCAP1982_LOCUS20394|CAD7012298.1|CCAP
OG0004082	LOC6530698|XP_002091589.1|DYAK	CCAP1982_LOCUS10303|CAD7001812.1|CCAP, CCAP1982_LOCUS2924|CAD6994159.1|CCAP
OG0004083	LOC26536005|XP_015049043.1|DYAK	CCAP1982_LOCUS3354|CAD6994619.1|CCAP
OG0004084	LOC6534925|XP_002095596.2|DYAK	CCAP1982_LOCUS13378|CAD7005002.1|CCAP
OG0004085	LOC6536703|XP_002097275.1|DYAK	CCAP1982_LOCUS399|CAD6991474.1|CCAP
OG0004086	LOC6538286|XP_002098813.1|DYAK	CCAP1982_LOCUS4267|CAD6995556.1|CCAP
OG0004088	LOC6538307|XP_039231417.1|DYAK	CCAP1982_LOCUS3406|CAD6994671.1|CCAP
OG0004090	LOC6538738|XP_002099253.1|DYAK	CCAP1982_LOCUS5053|CAD6996375.1|CCAP
OG0004091	LOC6537247|XP_002097805.1|DYAK	CCAP1982_LOCUS781|CAD6991890.1|CCAP
OG0004095	LOC6537398|XP_002097954.2|DYAK	CCAP1982_LOCUS4577|CAD6995876.1|CCAP
OG0004096	LOC6538285|XP_002098812.1|DYAK	CCAP1982_LOCUS4265|CAD6995554.1|CCAP
OG0004097	LOC6533961|XP_002094661.3|DYAK	CCAP1982_LOCUS14549|CAD7006223.1|CCAP
OG0004098	LOC6536707|XP_002097279.1|DYAK	CCAP1982_LOCUS14552|CAD7006226.1|CCAP
OG0004099	LOC6535327|XP_039232177.1|DYAK	CCAP1982_LOCUS681|CAD6991775.1|CCAP
OG0004100	LOC6535337|XP_039231615.1|DYAK	CCAP1982_LOCUS731|CAD6991832.1|CCAP
OG0004101	LOC6535339|XP_002095995.3|DYAK	CCAP1982_LOCUS728|CAD6991829.1|CCAP
OG0004102	LOC6535340|XP_002095996.3|DYAK	CCAP1982_LOCUS4299|CAD6995590.1|CCAP
OG0004103	LOC6538421|XP_002098945.1|DYAK	CCAP1982_LOCUS5050|CAD6996371.1|CCAP
OG0004104	LOC6537885|XP_039231626.1|DYAK	CCAP1982_LOCUS478|CAD6991559.1|CCAP, CCAP1982_LOCUS479|CAD6991560.1|CCAP
OG0004105	LOC6539542|XP_039230939.1|DYAK	CCAP1982_LOCUS13594|CAD7005236.1|CCAP
OG0004106	LOC6534634|XP_002095309.1|DYAK	CCAP1982_LOCUS13889|CAD7005529.1|CCAP
OG0004107	LOC6533484|XP_002094195.1|DYAK	CCAP1982_LOCUS22275|CAD7014272.1|CCAP
OG0004109	LOC6538737|XP_039231755.1|DYAK	CCAP1982_LOCUS5056|CAD6996377.1|CCAP, CCAP1982_LOCUS5055|CAD6996376.1|CCAP
OG0004110	LOC6535133|XP_002095795.1|DYAK	CCAP1982_LOCUS13874|CAD7005514.1|CCAP
OG0004111	LOC6538480|XP_002099004.1|DYAK	CCAP1982_LOCUS876|CAD6991990.1|CCAP
OG0004112	LOC6538401|XP_015048839.1|DYAK	CCAP1982_LOCUS327|CAD6991400.1|CCAP
OG0004116	LOC6538485|XP_002099009.1|DYAK	CCAP1982_LOCUS4835|CAD6996142.1|CCAP
OG0004117	LOC6535484|XP_002096115.1|DYAK	CCAP1982_LOCUS397|CAD6991472.1|CCAP
OG0004118	LOC6531254|XP_002092063.1|DYAK	CCAP1982_LOCUS19408|CAD7011302.1|CCAP
OG0004119	LOC6535509|XP_002096138.1|DYAK	CCAP1982_LOCUS4942|CAD6996259.1|CCAP
OG0004120	LOC6537203|XP_002097761.3|DYAK	CCAP1982_LOCUS4906|CAD6996218.1|CCAP
OG0004121	LOC6533018|XP_002093753.1|DYAK	CCAP1982_LOCUS12466|CAD7004041.1|CCAP
OG0004122	LOC6537224|XP_039231260.1|DYAK	CCAP1982_LOCUS390|CAD6991465.1|CCAP
OG0004123	LOC6535961|XP_002096577.2|DYAK	CCAP1982_LOCUS951|CAD6992070.1|CCAP
OG0004125	LOC6538829|XP_015049064.1|DYAK	CCAP1982_LOCUS171|CAD6991234.1|CCAP
OG0004126	LOC6538821|XP_002099334.1|DYAK	CCAP1982_LOCUS4241|CAD6995529.1|CCAP
OG0004127	LOC6527943|XP_002089010.1|DYAK	CCAP1982_LOCUS6280|CAD6997648.1|CCAP
OG0004128	LOC6535473|XP_002096104.1|DYAK	CCAP1982_LOCUS4639|CAD6995937.1|CCAP
OG0004129	LOC6530229|XP_002091166.1|DYAK	CCAP1982_LOCUS7134|CAD6998548.1|CCAP
OG0004131	LOC6537084|XP_002097645.1|DYAK	CCAP1982_LOCUS5075|CAD6996401.1|CCAP
OG0004132	LOC6533446|XP_002094157.2|DYAK	CCAP1982_LOCUS12047|CAD7003599.1|CCAP
OG0004133	LOC6527332|XP_002088424.1|DYAK	CCAP1982_LOCUS7605|CAD6999058.1|CCAP
OG0004134	LOC6538609|XP_002099131.1|DYAK	CCAP1982_LOCUS4174|CAD6995459.1|CCAP
OG0004135	LOC6535784|XP_039232468.1|DYAK	CCAP1982_LOCUS608|CAD6991695.1|CCAP
OG0004136	LOC6535975|XP_002096590.1|DYAK	CCAP1982_LOCUS726|CAD6991826.1|CCAP
OG0004137	LOC6528837|XP_002089869.1|DYAK	CCAP1982_LOCUS22274|CAD7014271.1|CCAP
OG0004140	LOC6525467|XP_002101302.1|DYAK	CCAP1982_LOCUS21111|CAD7013025.1|CCAP
OG0004141	LOC6530808|XP_002091691.3|DYAK	CCAP1982_LOCUS20108|CAD7011997.1|CCAP
OG0004143	LOC6536824|XP_002097394.1|DYAK	CCAP1982_LOCUS165|CAD6991228.1|CCAP
OG0004144	LOC6527921|XP_039227369.1|DYAK	CCAP1982_LOCUS12765|CAD7004349.1|CCAP
OG0004145	LOC6532740|XP_002093482.1|DYAK	CCAP1982_LOCUS11264|CAD7002794.1|CCAP
OG0004146	LOC6537123|XP_002097684.1|DYAK	CCAP1982_LOCUS4817|CAD6996122.1|CCAP
OG0004147	LOC6527937|XP_002089004.1|DYAK	CCAP1982_LOCUS6285|CAD6997654.1|CCAP
OG0004148	LOC6536856|XP_039232105.1|DYAK	CCAP1982_LOCUS4228|CAD6995515.1|CCAP, CCAP1982_LOCUS4229|CAD6995516.1|CCAP
OG0004149	LOC6535967|XP_002096582.1|DYAK	CCAP1982_LOCUS874|CAD6991987.1|CCAP, CCAP1982_LOCUS871|CAD6991984.1|CCAP
OG0004150	LOC6537233|XP_002097791.1|DYAK	CCAP1982_LOCUS437|CAD6991518.1|CCAP
OG0004151	LOC6539026|XP_015049170.1|DYAK	CCAP1982_LOCUS129|CAD6991191.1|CCAP, CCAP1982_LOCUS130|CAD6991192.1|CCAP
OG0004152	LOC6535407|XP_002096056.3|DYAK	CCAP1982_LOCUS5029|CAD6996351.1|CCAP
OG0004153	LOC6530292|XP_002091220.1|DYAK	CCAP1982_LOCUS21634|CAD7013578.1|CCAP
OG0004154	LOC6535037|XP_039230524.1|DYAK	CCAP1982_LOCUS13327|CAD7004948.1|CCAP
OG0004155	LOC6537131|XP_002097692.1|DYAK	CCAP1982_LOCUS4683|CAD6995973.1|CCAP
OG0004157	LOC6525204|XP_002101042.3|DYAK	CCAP1982_LOCUS4311|CAD6995604.1|CCAP
OG0004158	LOC6532299|XP_002093059.1|DYAK	CCAP1982_LOCUS10978|CAD7002489.1|CCAP
OG0004159	LOC6538553|XP_002099075.1|DYAK	CCAP1982_LOCUS685|CAD6991780.1|CCAP
OG0004160	LOC6532462|XP_002093209.1|DYAK	CCAP1982_LOCUS11609|CAD7003148.1|CCAP
OG0004161	LOC6536567|XP_002097143.2|DYAK	CCAP1982_LOCUS597|CAD6991684.1|CCAP
OG0004162	LOC6536366|XP_002096948.2|DYAK	CCAP1982_LOCUS4533|CAD6995831.1|CCAP, CCAP1982_LOCUS698|CAD6991794.1|CCAP, CCAP1982_LOCUS4534|CAD6995832.1|CCAP
OG0004163	LOC6536398|XP_002096980.1|DYAK	CCAP1982_LOCUS850|CAD6991962.1|CCAP
OG0004164	LOC6535305|XP_039232783.1|DYAK	CCAP1982_LOCUS4677|CAD6995966.1|CCAP
OG0004165	LOC6530568|XP_002091481.1|DYAK	CCAP1982_LOCUS19717|CAD7011628.1|CCAP
OG0004166	LOC6531935|XP_002092721.1|DYAK	CCAP1982_LOCUS21133|CAD7013051.1|CCAP
OG0004167	LOC6536243|XP_002096832.1|DYAK	CCAP1982_LOCUS5177|CAD6996509.1|CCAP
OG0004168	LOC6538681|XP_002099200.2|DYAK	CCAP1982_LOCUS2525|CAD6993726.1|CCAP
OG0004173	LOC6531470|XP_002092269.1|DYAK	CCAP1982_LOCUS19432|CAD7011327.1|CCAP
OG0004174	LOC6529936|XP_039228163.1|DYAK	CCAP1982_LOCUS20560|CAD7012483.1|CCAP
OG0004175	LOC6531712|XP_002092502.1|DYAK	CCAP1982_LOCUS19897|CAD7011786.1|CCAP
OG0004176	LOC6532732|XP_002093474.1|DYAK	CCAP1982_LOCUS14900|CAD7006589.1|CCAP
OG0004177	LOC6537245|XP_015048225.1|DYAK	CCAP1982_LOCUS779|CAD6991888.1|CCAP
OG0004178	LOC6535474|XP_039231467.1|DYAK	CCAP1982_LOCUS1014|CAD6992135.1|CCAP
OG0004180	LOC6535729|XP_002096352.2|DYAK	CCAP1982_LOCUS994|CAD6992110.1|CCAP
OG0004181	LOC6537939|XP_002098479.1|DYAK	CCAP1982_LOCUS4887|CAD6996197.1|CCAP
OG0004182	LOC6533877|XP_039229374.1|DYAK	CCAP1982_LOCUS11202|CAD7002727.1|CCAP
OG0004183	LOC6533875|XP_002094575.3|DYAK	CCAP1982_LOCUS11208|CAD7002733.1|CCAP
OG0004184	LOC6532907|XP_002093643.1|DYAK	CCAP1982_LOCUS12747|CAD7004328.1|CCAP
OG0004185	LOC6527435|XP_002088527.1|DYAK	CCAP1982_LOCUS8866|CAD7000391.1|CCAP
OG0004187	LOC6536772|XP_002097343.1|DYAK	CCAP1982_LOCUS803|CAD6991914.1|CCAP
OG0004188	LOC6537212|XP_039231252.1|DYAK	CCAP1982_LOCUS761|CAD6991867.1|CCAP
OG0004189	LOC6537210|XP_002097768.1|DYAK	CCAP1982_LOCUS239|CAD6991310.1|CCAP
OG0004190	LOC26534532|XP_039232521.1|DYAK	CCAP1982_LOCUS4392|CAD6995685.1|CCAP
OG0004191	LOC26535123|XP_015044908.2|DYAK	CCAP1982_LOCUS4388|CAD6995681.1|CCAP
OG0004192	LOC6535655|XP_002096283.1|DYAK	CCAP1982_LOCUS4412|CAD6995705.1|CCAP
OG0004194	LOC6535522|XP_002096151.1|DYAK	CCAP1982_LOCUS641|CAD6991730.1|CCAP, CCAP1982_LOCUS642|CAD6991731.1|CCAP
OG0004196	LOC6538101|XP_002098635.1|DYAK	CCAP1982_LOCUS4909|CAD6996221.1|CCAP, CCAP1982_LOCUS4910|CAD6996222.1|CCAP
