Orthogroup	DFIC.longest_only	AALB.longest_only
OG0004037	LOC108101378|XP_017061184.1|DFIC	LOC118460507|XP_035780760.1|AALB
OG0004038	LOC108091487|XP_017046200.1|DFIC	LOC118457503|XP_035775033.1|AALB
OG0004039	LOC108092448|XP_017047522.1|DFIC	LOC118458482|XP_035776921.1|AALB
OG0004040	LOC108096860|XP_017054273.1|DFIC	LOC118458659|XP_035777245.1|AALB
OG0004041	LOC108097684|XP_017055640.1|DFIC	LOC118456625|XP_035773439.1|AALB
OG0004042	LOC108093217|XP_017048672.1|DFIC	LOC118467688|XP_035794364.1|AALB
OG0004043	LOC108100102|XP_017059337.1|DFIC	LOC118467681|XP_035794349.1|AALB
OG0004044	LOC108095337|XP_017051908.1|DFIC	LOC118468900|XP_035796093.1|AALB
OG0004045	LOC108100030|XP_017059236.1|DFIC	LOC118468916|XP_035796117.1|AALB
OG0004046	LOC108091547|XP_017046306.1|DFIC	LOC118468907|XP_035796105.1|AALB
OG0004047	LOC108093482|XP_017049057.1|DFIC	LOC118468903|XP_035796096.1|AALB
OG0004048	LOC108089923|XP_017043894.1|DFIC	LOC118468905|XP_035796100.1|AALB
OG0004049	LOC108091560|XP_017046321.1|DFIC	LOC118457249|XP_035774530.1|AALB
OG0004050	LOC108101216|XP_017060954.1|DFIC	LOC118456214|XP_035772687.1|AALB
OG0004051	LOC108098699|XP_017057297.1|DFIC	LOC118460508|XP_035780761.1|AALB
OG0004052	LOC108091054|XP_017045493.1|DFIC	LOC118463830|XP_035786611.1|AALB
OG0004054	LOC108096049|XP_017052884.1|DFIC, LOC108087680|XP_017040713.1|DFIC	LOC118463596|XP_035786149.1|AALB
OG0004055	LOC108087184|XP_017039929.1|DFIC	LOC118457506|XP_035775038.1|AALB
OG0004056	LOC108098602|XP_017057153.1|DFIC	LOC118458967|XP_035777843.1|AALB
OG0004057	LOC108100470|XP_017059890.1|DFIC	LOC118456648|XP_035773479.1|AALB
OG0004058	LOC108099172|XP_017058022.1|DFIC	LOC118460392|XP_035780561.1|AALB
OG0004059	LOC108098599|XP_017057149.1|DFIC	LOC118460348|XP_035780479.1|AALB
OG0004060	LOC108087299|XP_017040100.1|DFIC	LOC118464215|XP_035787279.1|AALB
OG0004061	LOC108101668|XP_017061578.1|DFIC	LOC118468490|XP_035795210.1|AALB
OG0004062	LOC108100542|XP_017059996.1|DFIC	LOC118469000|XP_035796322.1|AALB
OG0004063	LOC108092955|XP_017048321.1|DFIC	LOC118468807|XP_035795907.1|AALB
OG0004064	LOC108096413|XP_017053478.1|DFIC	LOC118468806|XP_035795906.1|AALB
OG0004065	LOC108090762|XP_017045085.1|DFIC	LOC118456546|XP_035773305.1|AALB
OG0004066	LOC108086745|XP_017039274.1|DFIC	LOC118456557|XP_035773320.1|AALB
OG0004067	LOC108101684|XP_017061602.1|DFIC	LOC118456547|XP_035773306.1|AALB
OG0004069	LOC108099427|XP_017058445.1|DFIC	LOC118456543|XP_035773292.1|AALB
OG0004070	LOC108096105|XP_017052970.1|DFIC, LOC108098493|XP_017056902.1|DFIC	LOC118458282|XP_035776498.1|AALB
OG0004071	LOC108093930|XP_017049800.1|DFIC	LOC118461906|XP_035783654.1|AALB
OG0004072	LOC108093937|XP_017049813.1|DFIC	LOC118457160|XP_035774380.1|AALB
OG0004073	LOC108091092|XP_017045596.1|DFIC	LOC118461425|XP_035782626.1|AALB
OG0004074	LOC108096695|XP_017054001.1|DFIC	LOC118461423|XP_035782624.1|AALB
OG0004075	LOC108094834|XP_017051122.1|DFIC	LOC118456433|XP_035773083.1|AALB
OG0004076	LOC108094833|XP_017051120.1|DFIC	LOC118459893|XP_035779586.1|AALB
OG0004077	LOC108093554|XP_017049179.1|DFIC, LOC108093461|XP_017049066.1|DFIC, LOC108100846|XP_017060415.1|DFIC	LOC118459461|XP_035778761.1|AALB
OG0004078	LOC108095873|XP_017052665.1|DFIC	LOC118459484|XP_035778790.1|AALB
OG0004079	LOC108095376|XP_017051944.1|DFIC	LOC118458733|XP_035777396.1|AALB
OG0004080	LOC108090529|XP_017044741.1|DFIC	LOC118456954|XP_035774023.1|AALB
OG0004081	LOC108086669|XP_017039139.1|DFIC	LOC118456936|XP_035773979.1|AALB
OG0004082	LOC108095216|XP_017051719.1|DFIC	LOC118458629|XP_035777212.1|AALB
OG0004083	LOC108087136|XP_017039823.1|DFIC	LOC118458632|XP_035777214.1|AALB
OG0004084	LOC108088896|XP_017042384.1|DFIC	LOC118461787|XP_035783409.1|AALB
OG0004085	LOC108087023|XP_017039680.1|DFIC	LOC118460781|XP_035781279.1|AALB
OG0004086	LOC108088542|XP_017041877.1|DFIC	LOC118459903|XP_035779623.1|AALB
OG0004087	LOC108091231|XP_017045826.1|DFIC	LOC118457337|XP_035774726.1|AALB
OG0004088	LOC108086526|XP_017038943.1|DFIC	LOC118456643|XP_035773475.1|AALB
OG0004089	LOC108095308|XP_017051860.1|DFIC	LOC118461221|XP_035782189.1|AALB
OG0004090	LOC108091971|XP_017046867.1|DFIC	LOC118461220|XP_035782187.1|AALB
OG0004091	LOC108098894|XP_017057575.1|DFIC	LOC118459483|XP_035778788.1|AALB
OG0004092	LOC108092916|XP_017048262.1|DFIC	LOC118459917|XP_035779651.1|AALB
OG0004094	LOC108091280|XP_017045883.1|DFIC	LOC118468865|XP_035796040.1|AALB
OG0004095	LOC108102067|XP_017062196.1|DFIC	LOC118459340|XP_035778505.1|AALB
OG0004096	LOC108088541|XP_017041875.1|DFIC	LOC118459339|XP_035778504.1|AALB
OG0004097	LOC108095429|XP_017052027.1|DFIC	LOC118460959|XP_035781627.1|AALB
OG0004098	LOC108087002|XP_017039628.1|DFIC	LOC118460953|XP_035781622.1|AALB
OG0004099	LOC108091373|XP_017046014.1|DFIC	LOC118459863|XP_035779531.1|AALB
OG0004100	LOC108090214|XP_017044296.1|DFIC	LOC118458356|XP_035776601.1|AALB
OG0004101	LOC108090204|XP_017044283.1|DFIC	LOC118458043|XP_035776055.1|AALB
OG0004102	LOC108090139|XP_017044166.1|DFIC	LOC118460343|XP_035780462.1|AALB
OG0004103	LOC108095871|XP_017052663.1|DFIC	LOC118460346|XP_035780477.1|AALB
OG0004104	LOC108091703|XP_017046530.1|DFIC	LOC118460345|XP_035780475.1|AALB
OG0004105	LOC108096340|XP_017053374.1|DFIC	LOC118468483|XP_035795197.1|AALB
OG0004106	LOC108088893|XP_017042381.1|DFIC	LOC118461050|XP_035781834.1|AALB
OG0004107	LOC108099205|XP_017058069.1|DFIC	LOC118461040|XP_035781821.1|AALB
OG0004108	LOC108097093|XP_017054643.1|DFIC	LOC118461051|XP_035781835.1|AALB
OG0004109	LOC108091972|XP_017046871.1|DFIC	LOC118461025|XP_035781773.1|AALB
OG0004110	LOC108093596|XP_017049211.1|DFIC	LOC118461047|XP_035781831.1|AALB
OG0004111	LOC108095896|XP_017052700.1|DFIC	LOC118458791|XP_035777525.1|AALB
OG0004112	LOC108096005|XP_017052844.1|DFIC	LOC118468814|XP_035795923.1|AALB
OG0004113	LOC108092798|XP_017048058.1|DFIC	LOC118462079|XP_035783987.1|AALB
OG0004114	LOC108097101|XP_017054656.1|DFIC	LOC118459751|XP_035779335.1|AALB
OG0004115	LOC108097098|XP_017054651.1|DFIC	LOC118459744|XP_035779314.1|AALB
OG0004116	LOC108095936|XP_017052762.1|DFIC	LOC118461705|XP_035783219.1|AALB
OG0004117	LOC108092152|XP_017047159.1|DFIC	LOC118458353|XP_035776597.1|AALB
OG0004118	LOC108093947|XP_017049832.1|DFIC	LOC118458692|XP_035777324.1|AALB
OG0004119	LOC108087349|XP_017040177.1|DFIC	LOC118458828|XP_035777609.1|AALB
OG0004120	LOC108097506|XP_017055310.1|DFIC	LOC118460579|XP_035780885.1|AALB
OG0004121	LOC108096174|XP_017053046.1|DFIC	LOC118457734|XP_035775421.1|AALB
OG0004122	LOC108098833|XP_017057478.1|DFIC	LOC118467063|XP_035792985.1|AALB
OG0004123	LOC108098554|XP_017057041.1|DFIC	LOC118468604|XP_035795484.1|AALB
OG0004124	LOC108095560|XP_017052191.1|DFIC	LOC118468991|XP_035796309.1|AALB
OG0004125	LOC108097645|XP_017055565.1|DFIC	LOC118457443|XP_035774927.1|AALB
OG0004126	LOC108088499|XP_017041814.1|DFIC	LOC118456570|XP_035773332.1|AALB
OG0004127	LOC108089215|XP_017042854.1|DFIC	LOC118457377|XP_035774805.1|AALB
OG0004128	LOC108092026|XP_017046954.1|DFIC	LOC118461106|XP_035781917.1|AALB, LOC118461107|XP_035781918.1|AALB
OG0004129	LOC108093844|XP_017049666.1|DFIC	LOC118460097|XP_035780015.1|AALB
OG0004130	LOC108088665|XP_017042083.1|DFIC	LOC118456149|XP_035772557.1|AALB
OG0004131	LOC108097284|XP_017054982.1|DFIC	LOC118461817|XP_035783462.1|AALB
OG0004132	LOC108099111|XP_017057926.1|DFIC	LOC118461810|XP_035783452.1|AALB
OG0004133	LOC108093502|XP_017049081.1|DFIC	LOC118461804|XP_035783443.1|AALB
OG0004134	LOC108095826|XP_017052595.1|DFIC	LOC118461793|XP_035783422.1|AALB
OG0004135	LOC108101438|XP_017061254.1|DFIC	LOC118469063|XP_035796429.1|AALB
OG0004136	LOC108098525|XP_017056992.1|DFIC	LOC118459464|XP_035778764.1|AALB
OG0004137	LOC108090736|XP_017045047.1|DFIC	LOC118461182|XP_035782102.1|AALB
OG0004138	LOC108089315|XP_017042980.1|DFIC	LOC118458478|XP_035776914.1|AALB
OG0004139	LOC108097109|XP_017054675.1|DFIC	LOC118458477|XP_035776913.1|AALB
OG0004140	LOC108092815|XP_017048080.1|DFIC	LOC118459550|XP_035778924.1|AALB
OG0004141	LOC108094921|XP_017051260.1|DFIC	LOC118456160|XP_035772576.1|AALB
OG0004142	LOC108095602|XP_017052256.1|DFIC	LOC118458018|XP_035776015.1|AALB
OG0004143	LOC108087953|XP_017041031.1|DFIC	LOC118457212|XP_035774478.1|AALB
OG0004144	LOC108101189|XP_017060922.1|DFIC	LOC118457193|XP_035774436.1|AALB
OG0004145	LOC108089003|XP_017042563.1|DFIC	LOC118456973|XP_035774063.1|AALB
OG0004146	LOC108096449|XP_017053545.1|DFIC	LOC118456972|XP_035774061.1|AALB
OG0004147	LOC108101638|XP_017061542.1|DFIC, LOC108089148|XP_017042759.1|DFIC	LOC118459717|XP_035779270.1|AALB
OG0004148	LOC108088068|XP_017041205.1|DFIC	LOC118456655|XP_035773496.1|AALB
OG0004149	LOC108098577|XP_017057102.1|DFIC	LOC118458090|XP_035776144.1|AALB
OG0004150	LOC108098950|XP_017057647.1|DFIC	LOC118457455|XP_035774945.1|AALB
OG0004151	LOC108100770|XP_017060295.1|DFIC	LOC118469053|XP_035796412.1|AALB
OG0004152	LOC108090124|XP_017044145.1|DFIC	LOC118457616|XP_035775223.1|AALB
OG0004153	LOC108086418|XP_017038809.1|DFIC	LOC118468622|XP_035795526.1|AALB
OG0004154	LOC108089468|XP_017043208.1|DFIC	LOC118468620|XP_035795523.1|AALB
OG0004155	LOC108096931|XP_017054376.1|DFIC	LOC118461868|XP_035783583.1|AALB
OG0004156	LOC108098786|XP_017057410.1|DFIC	LOC118460226|XP_035780246.1|AALB
OG0004157	LOC108094313|XP_017050334.1|DFIC	LOC118458728|XP_035777388.1|AALB
OG0004158	LOC108100736|XP_017060262.1|DFIC	LOC118461932|XP_035783699.1|AALB
OG0004159	LOC108095825|XP_017052594.1|DFIC	LOC118461938|XP_035783706.1|AALB
OG0004160	LOC108100641|XP_017060133.1|DFIC	LOC118461930|XP_035783697.1|AALB
OG0004161	LOC108092045|XP_017046976.1|DFIC	LOC118460596|XP_035780915.1|AALB
OG0004162	LOC108092092|XP_017047071.1|DFIC	LOC118461066|XP_035781851.1|AALB
OG0004163	LOC108098960|XP_017057662.1|DFIC	LOC118456539|XP_035773279.1|AALB
OG0004164	LOC108098461|XP_017056855.1|DFIC	LOC118468982|XP_035796266.1|AALB
OG0004165	LOC108090829|XP_017045179.1|DFIC	LOC118468988|XP_035796295.1|AALB
OG0004166	LOC108090923|XP_017045343.1|DFIC	LOC118456565|XP_035773326.1|AALB
OG0004167	LOC108099476|XP_017058521.1|DFIC	LOC118468515|XP_035795246.1|AALB
OG0004168	LOC108099468|XP_017058507.1|DFIC	LOC118457810|XP_035775563.1|AALB
OG0004169	LOC108095320|XP_017051886.1|DFIC	LOC118457485|XP_035775002.1|AALB
OG0004170	LOC108091087|XP_017045588.1|DFIC	LOC118461929|XP_035783696.1|AALB
OG0004171	LOC108095384|XP_017051952.1|DFIC	LOC118461931|XP_035783698.1|AALB
OG0004172	LOC108097667|XP_017055605.1|DFIC	LOC118468451|XP_035795119.1|AALB
OG0004173	LOC108093747|XP_017049502.1|DFIC	LOC118460855|XP_035781454.1|AALB
OG0004174	LOC108094848|XP_017051140.1|DFIC	LOC118460852|XP_035781449.1|AALB
OG0004175	LOC108094009|XP_017049925.1|DFIC	LOC118461398|XP_035782556.1|AALB
OG0004176	LOC108089035|XP_017042622.1|DFIC	LOC118461799|XP_035783435.1|AALB
OG0004177	LOC108098872|XP_017057548.1|DFIC	LOC118460771|XP_035781259.1|AALB
OG0004178	LOC108092020|XP_017046945.1|DFIC	LOC118460712|XP_035781135.1|AALB
OG0004179	LOC108097237|XP_017054899.1|DFIC	LOC118460650|XP_035781007.1|AALB
OG0004180	LOC108101088|XP_017060778.1|DFIC	LOC118457205|XP_035774453.1|AALB
OG0004181	LOC108087228|XP_017040001.1|DFIC	LOC118460051|XP_035779921.1|AALB
OG0004182	LOC108089473|XP_017043219.1|DFIC	LOC118461609|XP_035783028.1|AALB
OG0004183	LOC108089583|XP_017043429.1|DFIC	LOC118461610|XP_035783037.1|AALB
OG0004184	LOC108100397|XP_017059759.1|DFIC	LOC118460872|XP_035781500.1|AALB
OG0004185	LOC108101385|XP_017061192.1|DFIC	LOC118460511|XP_035780768.1|AALB
OG0004186	LOC108097132|XP_017054716.1|DFIC	LOC118460870|XP_035781494.1|AALB
OG0004187	LOC108087900|XP_017040967.1|DFIC	LOC118459040|XP_035777954.1|AALB
OG0004188	LOC108097519|XP_017055337.1|DFIC	LOC118460899|XP_035781534.1|AALB
OG0004189	LOC108097846|XP_017055870.1|DFIC	LOC118461487|XP_035782760.1|AALB
OG0004190	LOC108093550|XP_017049135.1|DFIC	LOC118457405|XP_035774863.1|AALB
OG0004191	LOC108093542|XP_017049124.1|DFIC	LOC118457408|XP_035774869.1|AALB
OG0004192	LOC108087956|XP_017041034.1|DFIC	LOC118460482|XP_035780717.1|AALB
OG0004193	LOC108095540|XP_017052158.1|DFIC	LOC118461071|XP_035781856.1|AALB
OG0004194	LOC108087329|XP_017040149.1|DFIC	LOC118458507|XP_035776967.1|AALB
OG0004195	LOC108094617|XP_017050788.1|DFIC	LOC118458502|XP_035776955.1|AALB
OG0004196	LOC108088392|XP_017041630.1|DFIC	LOC118458499|XP_035776946.1|AALB
OG0004197	LOC108102046|XP_017062157.1|DFIC	LOC118458514|XP_035776978.1|AALB
OG0004198	LOC108091384|XP_017046055.1|DFIC	LOC118457759|XP_035775471.1|AALB
OG0004199	LOC108102239|XP_017062467.1|DFIC	LOC118457390|XP_035774820.1|AALB
OG0004200	LOC108090949|XP_017045382.1|DFIC	LOC118459513|XP_035778849.1|AALB
OG0004201	LOC108086569|XP_017039015.1|DFIC	LOC118459511|XP_035778847.1|AALB
OG0004202	LOC108095794|XP_017052544.1|DFIC	LOC118459517|XP_035778852.1|AALB
OG0004203	LOC108097290|XP_017054995.1|DFIC	LOC118459518|XP_035778854.1|AALB
OG0004204	LOC108088883|XP_017042369.1|DFIC	LOC118461500|XP_035782816.1|AALB
OG0004205	LOC108087517|XP_017040409.1|DFIC	LOC118460426|XP_035780610.1|AALB
OG0004206	LOC108101054|XP_017060730.1|DFIC	LOC118461302|XP_035782380.1|AALB
OG0004207	LOC108101056|XP_017060732.1|DFIC	LOC118461315|XP_035782404.1|AALB
OG0004208	LOC108102050|XP_017062164.1|DFIC	LOC118461313|XP_035782400.1|AALB
OG0004209	LOC108099527|XP_017058584.1|DFIC	LOC118468873|XP_035796052.1|AALB
OG0004210	LOC108098548|XP_017057034.1|DFIC	LOC118459007|XP_035777904.1|AALB
OG0004211	LOC108094165|XP_017050106.1|DFIC	LOC118460371|XP_035780516.1|AALB
OG0004212	LOC108092108|XP_017047092.1|DFIC	LOC118460069|XP_035779961.1|AALB
OG0004213	LOC108099390|XP_017058377.1|DFIC	LOC118457973|XP_035775911.1|AALB
OG0004214	LOC108087869|XP_017040942.1|DFIC	LOC118456645|XP_035773477.1|AALB
OG0004215	LOC108087635|XP_017040581.1|DFIC	LOC118459335|XP_035778497.1|AALB
OG0004216	LOC108087581|XP_017040502.1|DFIC	LOC118461982|XP_035783806.1|AALB
OG0004217	LOC108089020|XP_017042594.1|DFIC	LOC118461981|XP_035783805.1|AALB
OG0004218	LOC108101954|XP_017062029.1|DFIC	LOC118460833|XP_035781389.1|AALB
OG0004219	LOC108099622|XP_017058734.1|DFIC	LOC118468296|XP_035794917.1|AALB
OG0004220	LOC108096643|XP_017053897.1|DFIC	LOC118458457|XP_035776843.1|AALB
OG0004221	LOC108098507|XP_017056923.1|DFIC	LOC118459449|XP_035778743.1|AALB
OG0004222	LOC108087906|XP_017040973.1|DFIC	LOC118459450|XP_035778744.1|AALB
OG0004223	LOC108088027|XP_017041141.1|DFIC	LOC118459823|XP_035779474.1|AALB
OG0004224	LOC108090116|XP_017044131.1|DFIC	LOC118459822|XP_035779471.1|AALB
OG0004225	LOC108097357|XP_017055086.1|DFIC	LOC118459825|XP_035779478.1|AALB
OG0004226	LOC108087040|XP_017039703.1|DFIC	LOC118468794|XP_035795895.1|AALB
OG0004227	LOC108097270|XP_017054960.1|DFIC	LOC118456743|XP_035773688.1|AALB
OG0004228	LOC108097312|XP_017055022.1|DFIC	LOC118457967|XP_035775902.1|AALB
OG0004230	LOC108097919|XP_017055942.1|DFIC	LOC118460091|XP_035780001.1|AALB
OG0004231	LOC108100359|XP_017059683.1|DFIC	LOC118468592|XP_035795439.1|AALB
OG0004232	LOC108100362|XP_017059689.1|DFIC	LOC118468594|XP_035795443.1|AALB
OG0004233	LOC108100361|XP_017059688.1|DFIC	LOC118468593|XP_035795440.1|AALB
OG0004234	LOC108100330|XP_017059627.1|DFIC	LOC118460617|XP_035780952.1|AALB
OG0004235	LOC108097308|XP_017055014.1|DFIC	LOC118458220|XP_035776372.1|AALB
OG0004236	LOC108087292|XP_017040092.1|DFIC	LOC118457709|XP_035775382.1|AALB
OG0004237	LOC108096132|XP_017052998.1|DFIC	LOC118457912|XP_035775802.1|AALB
OG0004238	LOC108087359|XP_017040188.1|DFIC	LOC118461501|XP_035782818.1|AALB
OG0004239	LOC108098659|XP_017057223.1|DFIC	LOC118461504|XP_035782823.1|AALB
OG0004240	LOC108090189|XP_017044265.1|DFIC	LOC118461496|XP_035782813.1|AALB
OG0004241	LOC108099575|XP_017058667.1|DFIC	LOC118458757|XP_035777443.1|AALB
OG0004242	LOC108099507|XP_017058559.1|DFIC	LOC118458758|XP_035777444.1|AALB
OG0004243	LOC108088978|XP_017042509.1|DFIC	LOC118459351|XP_035778527.1|AALB
OG0004244	LOC108087288|XP_017040086.1|DFIC	LOC118459362|XP_035778553.1|AALB
OG0004245	LOC108100537|XP_017059985.1|DFIC	LOC118459361|XP_035778552.1|AALB
OG0004246	LOC108100624|XP_017060112.1|DFIC	LOC118461255|XP_035782263.1|AALB
OG0004247	LOC108091344|XP_017045981.1|DFIC	LOC118459608|XP_035779058.1|AALB
OG0004248	LOC108094941|XP_017051291.1|DFIC	LOC118459611|XP_035779062.1|AALB
OG0004249	LOC108099054|XP_017057809.1|DFIC	LOC118456524|XP_035773261.1|AALB
OG0004250	LOC108092713|XP_017047928.1|DFIC	LOC118456515|XP_035773244.1|AALB
OG0004251	LOC108092844|XP_017048140.1|DFIC	LOC118456508|XP_035773230.1|AALB
OG0004252	LOC108102042|XP_017062154.1|DFIC	LOC118456510|XP_035773237.1|AALB
OG0004253	LOC108099266|XP_017058130.1|DFIC	LOC118458309|XP_035776537.1|AALB
OG0004254	LOC108097798|XP_017055818.1|DFIC	LOC118460179|XP_035780176.1|AALB
OG0004257	LOC108088438|XP_017041702.1|DFIC	LOC118459353|XP_035778530.1|AALB
OG0004258	LOC108095918|XP_017052734.1|DFIC	LOC118458591|XP_035777148.1|AALB
OG0004259	LOC108090453|XP_017044634.1|DFIC	LOC118458594|XP_035777152.1|AALB
OG0004260	LOC108091376|XP_017046029.1|DFIC	LOC118458138|XP_035776219.1|AALB
OG0004261	LOC108090117|XP_017044133.1|DFIC	LOC118458143|XP_035776230.1|AALB
OG0004262	LOC108092058|XP_017047007.1|DFIC	LOC118460021|XP_035779846.1|AALB
OG0004263	LOC108101083|XP_017060771.1|DFIC	LOC118460826|XP_035781362.1|AALB
OG0004264	LOC108098576|XP_017057101.1|DFIC	LOC118461485|XP_035782754.1|AALB
OG0004265	LOC108093553|XP_017049138.1|DFIC	LOC118457290|XP_035774645.1|AALB
OG0004266	LOC108097061|XP_017054588.1|DFIC	LOC118466582|XP_035792035.1|AALB
OG0004267	LOC108098914|XP_017057605.1|DFIC	LOC118466588|XP_035792040.1|AALB
OG0004268	LOC108093904|XP_017049752.1|DFIC	LOC118466380|XP_035791498.1|AALB
OG0004269	LOC108093933|XP_017049799.1|DFIC	LOC118467516|XP_035793964.1|AALB
OG0004270	LOC108093632|XP_017049279.1|DFIC	LOC118464629|XP_035787967.1|AALB
OG0004271	LOC108087780|XP_017040800.1|DFIC	LOC118460020|XP_035779844.1|AALB
OG0004272	LOC108092201|XP_017047216.1|DFIC	LOC118467522|XP_035793977.1|AALB
OG0004273	LOC108088014|XP_017041114.1|DFIC	LOC118467523|XP_035793978.1|AALB
OG0004274	LOC108095536|XP_017052152.1|DFIC	LOC118467745|XP_035794449.1|AALB
OG0004275	LOC108095568|XP_017052207.1|DFIC	LOC118467221|XP_035793363.1|AALB
OG0004276	LOC108096234|XP_017053119.1|DFIC	LOC118464190|XP_035787241.1|AALB
OG0004278	LOC108095577|XP_017052218.1|DFIC	LOC118466567|XP_035792004.1|AALB
OG0004279	LOC108091453|XP_017046141.1|DFIC	LOC118466565|XP_035792001.1|AALB
OG0004280	LOC108095295|XP_017051827.1|DFIC	LOC118466555|XP_035791972.1|AALB
OG0004281	LOC108101604|XP_017061507.1|DFIC	LOC118463300|XP_035785678.1|AALB
OG0004282	LOC108090515|XP_017044723.1|DFIC	LOC118466844|XP_035792559.1|AALB
OG0004283	LOC108090516|XP_017044724.1|DFIC	LOC118466850|XP_035792571.1|AALB
OG0004284	LOC108089848|XP_017043782.1|DFIC	LOC118466876|XP_035792624.1|AALB
OG0004285	LOC108087272|XP_017040068.1|DFIC	LOC118465681|XP_035790004.1|AALB
OG0004286	LOC108100232|XP_017059498.1|DFIC	LOC118466855|XP_035792576.1|AALB
OG0004287	LOC108100647|XP_017060141.1|DFIC	LOC118466860|XP_035792588.1|AALB
OG0004288	LOC108100529|XP_017059979.1|DFIC	LOC118466862|XP_035792591.1|AALB
OG0004289	LOC108088835|XP_017042290.1|DFIC	LOC118464429|XP_035787685.1|AALB
OG0004290	LOC108101568|XP_017061466.1|DFIC	LOC118465571|XP_035789826.1|AALB
OG0004291	LOC108086631|XP_017039095.1|DFIC	LOC118463564|XP_035786096.1|AALB
OG0004292	LOC108089441|XP_017043167.1|DFIC	LOC118464155|XP_035787175.1|AALB
OG0004293	LOC108096382|XP_017053428.1|DFIC	LOC118464157|XP_035787183.1|AALB
OG0004294	LOC108087515|XP_017040407.1|DFIC	LOC118464851|XP_035788445.1|AALB
OG0004295	LOC108087559|XP_017040473.1|DFIC	LOC118462610|XP_035784334.1|AALB
OG0004296	LOC108087477|XP_017040342.1|DFIC	LOC118462614|XP_035784340.1|AALB
OG0004297	LOC108101944|XP_017062018.1|DFIC	LOC118464096|XP_035787058.1|AALB
OG0004298	LOC108090439|XP_017044606.1|DFIC	LOC118463372|XP_035785788.1|AALB
OG0004299	LOC108096522|XP_017053640.1|DFIC	LOC118465907|XP_035790473.1|AALB
OG0004300	LOC108094942|XP_017051292.1|DFIC	LOC118463731|XP_035786418.1|AALB
OG0004301	LOC108089437|XP_017043160.1|DFIC	LOC118463727|XP_035786414.1|AALB
OG0004302	LOC108093734|XP_017049478.1|DFIC	LOC118463171|XP_035785459.1|AALB
OG0004303	LOC108090872|XP_017045255.1|DFIC	LOC118465667|XP_035789980.1|AALB
OG0004304	LOC108093650|XP_017049297.1|DFIC	LOC118465669|XP_035789983.1|AALB
OG0004305	LOC108094859|XP_017051156.1|DFIC	LOC118465727|XP_035790067.1|AALB
OG0004306	LOC108087701|XP_017040706.1|DFIC	LOC118466737|XP_035792312.1|AALB
OG0004307	LOC108096712|XP_017054036.1|DFIC	LOC118465558|XP_035789800.1|AALB
OG0004308	LOC108090726|XP_017045027.1|DFIC	LOC118465562|XP_035789806.1|AALB
OG0004309	LOC108093918|XP_017049778.1|DFIC	LOC118464421|XP_035787673.1|AALB
OG0004310	LOC108090440|XP_017044607.1|DFIC	LOC118466593|XP_035792048.1|AALB
OG0004311	LOC108100626|XP_017060116.1|DFIC	LOC118466258|XP_035791206.1|AALB
OG0004312	LOC108090930|XP_017045355.1|DFIC	LOC118467659|XP_035794297.1|AALB
OG0004313	LOC108094294|XP_017050286.1|DFIC	LOC118467657|XP_035794290.1|AALB
OG0004314	LOC108096799|XP_017054170.1|DFIC	LOC118467441|XP_035793838.1|AALB
OG0004315	LOC108101901|XP_017061958.1|DFIC	LOC118467447|XP_035793843.1|AALB
OG0004316	LOC108090702|XP_017044982.1|DFIC	LOC118465888|XP_035790432.1|AALB
OG0004317	LOC108101607|XP_017061509.1|DFIC	LOC118467212|XP_035793333.1|AALB
OG0004318	LOC108090854|XP_017045222.1|DFIC	LOC118465500|XP_035789698.1|AALB
OG0004319	LOC108096878|XP_017054301.1|DFIC	LOC118463728|XP_035786415.1|AALB
OG0004320	LOC108099477|XP_017058522.1|DFIC	LOC118467139|XP_035793153.1|AALB
OG0004321	LOC108100969|XP_017060609.1|DFIC	LOC118462661|XP_035784446.1|AALB
OG0004322	LOC108087381|XP_017040210.1|DFIC	LOC118464863|XP_035788470.1|AALB
OG0004323	LOC108100582|XP_017060050.1|DFIC	LOC118466012|XP_035790712.1|AALB
OG0004324	LOC108089943|XP_017043922.1|DFIC	LOC118466016|XP_035790721.1|AALB
OG0004325	LOC108096895|XP_017054329.1|DFIC	LOC118466015|XP_035790720.1|AALB
OG0004326	LOC108096894|XP_017054328.1|DFIC	LOC118463619|XP_035786205.1|AALB
OG0004327	LOC108094691|XP_017050905.1|DFIC	LOC118463083|XP_035785243.1|AALB
OG0004328	LOC108087712|XP_017040721.1|DFIC	LOC118467675|XP_035794336.1|AALB
OG0004329	LOC108090796|XP_017045133.1|DFIC	LOC118463193|XP_035785516.1|AALB
OG0004330	LOC108094073|XP_017050003.1|DFIC	LOC118465586|XP_035789848.1|AALB
OG0004331	LOC108090705|XP_017044987.1|DFIC	LOC118466979|XP_035792786.1|AALB
OG0004332	LOC108101247|XP_017060992.1|DFIC	LOC118464740|XP_035788243.1|AALB
OG0004333	LOC108098246|XP_017056524.1|DFIC	LOC118464739|XP_035788242.1|AALB
OG0004334	LOC108100910|XP_017060513.1|DFIC	LOC118463601|XP_035786153.1|AALB
OG0004335	LOC108094251|XP_017050199.1|DFIC	LOC118466330|XP_035791343.1|AALB
OG0004336	LOC108094885|XP_017051209.1|DFIC	LOC118464331|XP_035787540.1|AALB
