Orthogroup	DFIC.longest_only	DALB.longest_only
OG0003606	LOC108093913|XP_017049769.1|DFIC	LOC117569707|XP_034106861.1|DALB
OG0003607	LOC108094024|XP_017049943.1|DFIC	LOC117566936|XP_034102455.1|DALB
OG0003608	LOC108087579|XP_017040500.1|DFIC	LOC117569313|XP_034106316.1|DALB
OG0003609	LOC108090493|XP_017044694.1|DFIC	LOC117569895|XP_034107128.1|DALB
OG0003610	LOC108099922|XP_017059080.1|DFIC	LOC117567234|XP_034102956.1|DALB
OG0003611	LOC108096249|XP_017053181.1|DFIC	LOC117572686|XP_034111616.1|DALB
OG0003612	LOC108095124|XP_017051552.1|DFIC	LOC117571594|XP_034109701.1|DALB
OG0003613	LOC108093822|XP_017049627.1|DFIC	LOC117570286|XP_034107697.1|DALB
OG0003614	LOC108093767|XP_017049525.1|DFIC	LOC117570287|XP_034107698.1|DALB
OG0003615	LOC108101418|XP_017061233.1|DFIC	LOC117570293|XP_034107705.1|DALB
OG0003616	LOC108096759|XP_017054107.1|DFIC	LOC117568602|XP_034105244.1|DALB
OG0003617	LOC108086701|XP_017039190.1|DFIC	LOC117571901|XP_034110264.1|DALB
OG0003618	LOC108086700|XP_017039188.1|DFIC	LOC117571899|XP_034110260.1|DALB
OG0003619	LOC108096673|XP_017053941.1|DFIC	LOC117566822|XP_034102276.1|DALB
OG0003620	LOC108090921|XP_017045341.1|DFIC	LOC117570834|XP_034108598.1|DALB
OG0003621	LOC108093809|XP_017049615.1|DFIC	LOC117566960|XP_034102501.1|DALB
OG0003622	LOC108093796|XP_017049572.1|DFIC	LOC117566959|XP_034102496.1|DALB
OG0003623	LOC108094850|XP_017051146.1|DFIC	LOC117571951|XP_034110342.1|DALB
OG0003624	LOC108087679|XP_017040673.1|DFIC	LOC117572740|XP_034111707.1|DALB
OG0003625	LOC108093821|XP_017049625.1|DFIC	LOC117570595|XP_034108229.1|DALB
OG0003626	LOC108101823|XP_017061794.1|DFIC	LOC117569225|XP_034106191.1|DALB
OG0003627	LOC108087861|XP_017040934.1|DFIC	LOC117569125|XP_034106036.1|DALB
OG0003628	LOC108090836|XP_017045190.1|DFIC	LOC117566377|XP_034101769.1|DALB
OG0003629	LOC108096533|XP_017053707.1|DFIC	LOC117568875|XP_034105657.1|DALB
OG0003630	LOC108090884|XP_017045275.1|DFIC	LOC117572043|XP_034110500.1|DALB
OG0003631	LOC108088894|XP_017042382.1|DFIC	LOC117572049|XP_034110514.1|DALB
OG0003632	LOC108088989|XP_017042520.1|DFIC	LOC117570197|XP_034107575.1|DALB
OG0003633	LOC108096627|XP_017053862.1|DFIC	LOC117567326|XP_034103123.1|DALB
OG0003634	LOC108089051|XP_017042648.1|DFIC	LOC117569163|XP_034106117.1|DALB
OG0003635	LOC108099185|XP_017058039.1|DFIC	LOC117567806|XP_034103931.1|DALB
OG0003636	LOC108090485|XP_017044683.1|DFIC	LOC117571850|XP_034110135.1|DALB
OG0003637	LOC108096663|XP_017053925.1|DFIC	LOC117570431|XP_034107978.1|DALB
OG0003638	LOC108100496|XP_017059929.1|DFIC	LOC117568534|XP_034105143.1|DALB
OG0003639	LOC108101199|XP_017060933.1|DFIC	LOC117565418|XP_034100394.1|DALB
OG0003640	LOC108101879|XP_017061908.1|DFIC	LOC117566974|XP_034102526.1|DALB
OG0003641	LOC108087828|XP_017040888.1|DFIC	LOC117567148|XP_034102852.1|DALB
OG0003642	LOC108101493|XP_017061338.1|DFIC	LOC117570566|XP_034108188.1|DALB
OG0003643	LOC108090895|XP_017045292.1|DFIC	LOC117570841|XP_034108612.1|DALB
OG0003644	LOC108093694|XP_017049362.1|DFIC	LOC117567904|XP_034104070.1|DALB
OG0003645	LOC108099013|XP_017057736.1|DFIC	LOC117568214|XP_034104578.1|DALB
OG0003646	LOC108096359|XP_017053396.1|DFIC	LOC117570395|XP_034107905.1|DALB
OG0003647	LOC108096391|XP_017053448.1|DFIC	LOC117568221|XP_034104586.1|DALB
OG0003648	LOC108089828|XP_017043729.1|DFIC	LOC117565960|XP_034101246.1|DALB
OG0003649	LOC108095789|XP_017052536.1|DFIC	LOC117573074|XP_034111844.1|DALB
OG0003650	LOC108094664|XP_017050864.1|DFIC	LOC117570391|XP_034107896.1|DALB
OG0003651	LOC108097750|XP_017055748.1|DFIC	LOC117573311|XP_034112306.1|DALB
OG0003652	LOC108089324|XP_017042990.1|DFIC	LOC117569067|XP_034105972.1|DALB
OG0003653	LOC108100708|XP_017060228.1|DFIC	LOC117567817|XP_034103945.1|DALB
OG0003654	LOC108099902|XP_017059049.1|DFIC	LOC117567193|XP_034102913.1|DALB
OG0003655	LOC108094465|XP_017050536.1|DFIC	LOC117564644|XP_034099396.1|DALB
OG0003656	LOC108089413|XP_017043102.1|DFIC	LOC117569061|XP_034105964.1|DALB
OG0003657	LOC108099898|XP_017059045.1|DFIC	LOC117567055|XP_034102674.1|DALB
OG0003658	LOC108098955|XP_017057656.1|DFIC	LOC117575251|XP_034115275.1|DALB
OG0003659	LOC108100696|XP_017060207.1|DFIC	LOC117569158|XP_034106113.1|DALB
OG0003660	LOC108099166|XP_017058008.1|DFIC	LOC117571565|XP_034109660.1|DALB
OG0003661	LOC108099100|XP_017057908.1|DFIC	LOC117566548|XP_034101981.1|DALB
OG0003662	LOC108093111|XP_017048542.1|DFIC	LOC117571558|XP_034109654.1|DALB
OG0003663	LOC108093093|XP_017048519.1|DFIC	LOC117570247|XP_034107646.1|DALB
OG0003664	LOC108093106|XP_017048533.1|DFIC	LOC117569646|XP_034106778.1|DALB
OG0003665	LOC108096953|XP_017054409.1|DFIC	LOC117568267|XP_034104648.1|DALB
OG0003666	LOC108094322|XP_017050352.1|DFIC	LOC117572193|XP_034110740.1|DALB
OG0003667	LOC108099120|XP_017057942.1|DFIC	LOC117572366|XP_034111024.1|DALB
OG0003668	LOC108101620|XP_017061522.1|DFIC	LOC117570103|XP_034107451.1|DALB
OG0003669	LOC108096528|XP_017053700.1|DFIC	LOC117571891|XP_034110247.1|DALB
OG0003670	LOC108096527|XP_017053699.1|DFIC	LOC117571889|XP_034110244.1|DALB
OG0003671	LOC108087650|XP_017040606.1|DFIC	LOC117567317|XP_034103101.1|DALB
OG0003672	LOC108095910|XP_017052727.1|DFIC	LOC117576638|XP_034117455.1|DALB
OG0003673	LOC108096746|XP_017054087.1|DFIC	LOC117566673|XP_034102110.1|DALB
OG0003674	LOC108093927|XP_017049789.1|DFIC	LOC117571980|XP_034110378.1|DALB
OG0003675	LOC108101482|XP_017061319.1|DFIC	LOC117567634|XP_034103624.1|DALB
OG0003676	LOC108101477|XP_017061312.1|DFIC	LOC117567630|XP_034103618.1|DALB
OG0003677	LOC108100441|XP_017059854.1|DFIC	LOC117573104|XP_034111912.1|DALB
OG0003678	LOC108100546|XP_017060003.1|DFIC	LOC117568431|XP_034104981.1|DALB
OG0003679	LOC108100690|XP_017060198.1|DFIC	LOC117570193|XP_034107570.1|DALB
OG0003680	LOC108093942|XP_017049816.1|DFIC	LOC117566935|XP_034102454.1|DALB
OG0003681	LOC108087631|XP_017040577.1|DFIC	LOC117570105|XP_034107452.1|DALB
OG0003682	LOC108088032|XP_017041152.1|DFIC	LOC117576007|XP_034116405.1|DALB
OG0003683	LOC108096622|XP_017053857.1|DFIC	LOC117567128|XP_034102829.1|DALB
OG0003684	LOC108087441|XP_017040284.1|DFIC	LOC117571491|XP_034109550.1|DALB
OG0003685	LOC108093901|XP_017049753.1|DFIC	LOC117569204|XP_034106167.1|DALB
OG0003686	LOC108090770|XP_017045099.1|DFIC	LOC117571319|XP_034109291.1|DALB
OG0003687	LOC108094021|XP_017049940.1|DFIC	LOC117570691|XP_034108384.1|DALB
OG0003688	LOC108096871|XP_017054287.1|DFIC	LOC117567115|XP_034102809.1|DALB
OG0003689	LOC108088803|XP_017042261.1|DFIC	LOC117568568|XP_034105188.1|DALB
OG0003690	LOC108099938|XP_017059098.1|DFIC	LOC117571928|XP_034110305.1|DALB
OG0003691	LOC108096436|XP_017053516.1|DFIC	LOC117571929|XP_034110307.1|DALB
OG0003692	LOC108094019|XP_017049938.1|DFIC	LOC117569894|XP_034107127.1|DALB
OG0003693	LOC108099115|XP_017057934.1|DFIC	LOC117569742|XP_034106916.1|DALB
OG0003694	LOC108089651|XP_017043509.1|DFIC	LOC117570909|XP_034108705.1|DALB
OG0003695	LOC108099887|XP_017059031.1|DFIC	LOC117567205|XP_034102926.1|DALB
OG0003696	LOC108093675|XP_017049343.1|DFIC	LOC117568255|XP_034104628.1|DALB
OG0003697	LOC108096798|XP_017054169.1|DFIC	LOC117571341|XP_034109337.1|DALB
OG0003698	LOC108087569|XP_017040488.1|DFIC	LOC117570614|XP_034108265.1|DALB
OG0003699	LOC108101877|XP_017061901.1|DFIC	LOC117567782|XP_034103881.1|DALB
OG0003700	LOC108090841|XP_017045200.1|DFIC	LOC117568083|XP_034104350.1|DALB
OG0003701	LOC108100848|XP_017060417.1|DFIC	LOC117565884|XP_034101116.1|DALB
OG0003702	LOC108086933|XP_017039531.1|DFIC	LOC117567691|XP_034103706.1|DALB
OG0003703	LOC108099212|XP_017058080.1|DFIC	LOC117567861|XP_034104013.1|DALB
OG0003704	LOC108099888|XP_017059032.1|DFIC	LOC117567206|XP_034102927.1|DALB
OG0003705	LOC108101519|XP_017061370.1|DFIC	LOC117572653|XP_034111525.1|DALB
OG0003706	LOC108093174|XP_017048615.1|DFIC	LOC117567377|XP_034103211.1|DALB
OG0003707	LOC108100351|XP_017059672.1|DFIC	LOC117566953|XP_034102481.1|DALB
OG0003708	LOC108089396|XP_017043072.1|DFIC	LOC117572026|XP_034110467.1|DALB
OG0003709	LOC108096638|XP_017053883.1|DFIC	LOC117570734|XP_034108446.1|DALB
OG0003710	LOC108096637|XP_017053882.1|DFIC	LOC117566956|XP_034102490.1|DALB
OG0003711	LOC108088843|XP_017042306.1|DFIC	LOC117570412|XP_034107929.1|DALB
OG0003712	LOC108101574|XP_017061474.1|DFIC	LOC117570044|XP_034107360.1|DALB
OG0003713	LOC108094879|XP_017051199.1|DFIC	LOC117569706|XP_034106860.1|DALB
OG0003714	LOC108094877|XP_017051198.1|DFIC	LOC117569704|XP_034106859.1|DALB
OG0003715	LOC108088947|XP_017042458.1|DFIC	LOC117569423|XP_034106473.1|DALB
OG0003716	LOC108095449|XP_017052047.1|DFIC	LOC117567439|XP_034103338.1|DALB
OG0003717	LOC108089636|XP_017043491.1|DFIC	LOC117566360|XP_034101744.1|DALB
OG0003718	LOC108088943|XP_017042455.1|DFIC	LOC117572558|XP_034111323.1|DALB
OG0003719	LOC108086938|XP_017039536.1|DFIC	LOC117567075|XP_034102712.1|DALB
OG0003720	LOC108097983|XP_017056094.1|DFIC	LOC117575269|XP_034115298.1|DALB
OG0003721	LOC108096823|XP_017054215.1|DFIC	LOC117569443|XP_034106497.1|DALB
OG0003722	LOC108086975|XP_017039579.1|DFIC	LOC117567274|XP_034103028.1|DALB
OG0003723	LOC108087447|XP_017040291.1|DFIC	LOC117571494|XP_034109553.1|DALB
OG0003724	LOC108089757|XP_017043635.1|DFIC	LOC117568782|XP_034105510.1|DALB
OG0003725	LOC108089436|XP_017043155.1|DFIC	LOC117567395|XP_034103237.1|DALB
OG0003726	LOC108089023|XP_017042597.1|DFIC	LOC117568401|XP_034104924.1|DALB
OG0003727	LOC108093159|XP_017048595.1|DFIC	LOC117570479|XP_034108055.1|DALB
OG0003728	LOC108097384|XP_017055128.1|DFIC	LOC117573808|XP_034113110.1|DALB
OG0003729	LOC108100275|XP_017059549.1|DFIC	LOC117568982|XP_034105836.1|DALB
OG0003730	LOC108099046|XP_017057796.1|DFIC	LOC117570891|XP_034108684.1|DALB
OG0003731	LOC108100385|XP_017059729.1|DFIC	LOC117571619|XP_034109732.1|DALB
OG0003732	LOC108099968|XP_017059146.1|DFIC	LOC117567540|XP_034103477.1|DALB
OG0003733	LOC108100551|XP_017060010.1|DFIC	LOC117568120|XP_034104413.1|DALB
OG0003734	LOC108099041|XP_017057790.1|DFIC	LOC117572020|XP_034110459.1|DALB
OG0003735	LOC108090926|XP_017045346.1|DFIC	LOC117569072|XP_034105978.1|DALB
OG0003736	LOC108096614|XP_017053847.1|DFIC	LOC117569974|XP_034107241.1|DALB
OG0003737	LOC108096728|XP_017054061.1|DFIC	LOC117568628|XP_034105310.1|DALB
OG0003738	LOC108096942|XP_017054391.1|DFIC	LOC117570243|XP_034107636.1|DALB
OG0003739	LOC108093833|XP_017049651.1|DFIC	LOC117570933|XP_034108752.1|DALB
OG0003740	LOC108094027|XP_017049947.1|DFIC	LOC117571940|XP_034110324.1|DALB
OG0003741	LOC108100552|XP_017060012.1|DFIC	LOC117570777|XP_034108505.1|DALB
OG0003742	LOC108088305|XP_017041524.1|DFIC	LOC117572220|XP_034110787.1|DALB
OG0003743	LOC108101479|XP_017061315.1|DFIC	LOC117572385|XP_034111049.1|DALB
OG0003744	LOC108093877|XP_017049711.1|DFIC	LOC117571942|XP_034110326.1|DALB
OG0003745	LOC108086698|XP_017039186.1|DFIC	LOC117568089|XP_034104358.1|DALB
OG0003746	LOC108095164|XP_017051611.1|DFIC	LOC117567318|XP_034103109.1|DALB
OG0003747	LOC108089648|XP_017043505.1|DFIC	LOC117571760|XP_034110008.1|DALB
OG0003748	LOC108089644|XP_017043501.1|DFIC	LOC117571776|XP_034110025.1|DALB
OG0003749	LOC108089498|XP_017043290.1|DFIC	LOC117567857|XP_034104007.1|DALB
OG0003750	LOC108089499|XP_017043292.1|DFIC	LOC117567858|XP_034104011.1|DALB
OG0003751	LOC108089405|XP_017043084.1|DFIC	LOC117567855|XP_034104001.1|DALB
OG0003752	LOC108100525|XP_017059973.1|DFIC	LOC117567759|XP_034103841.1|DALB
OG0003753	LOC108093215|XP_017048667.1|DFIC	LOC117574770|XP_034114610.1|DALB
OG0003754	LOC108093162|XP_017048598.1|DFIC	LOC117574760|XP_034114598.1|DALB, LOC117567418|XP_034103296.1|DALB
OG0003755	LOC108099821|XP_017058939.1|DFIC	LOC117570617|XP_034108269.1|DALB
OG0003756	LOC108094189|XP_017050135.1|DFIC	LOC117567364|XP_034103198.1|DALB
OG0003757	LOC108090859|XP_017045234.1|DFIC	LOC117568174|XP_034104497.1|DALB
OG0003758	LOC108087804|XP_017040845.1|DFIC	LOC117571311|XP_034109275.1|DALB
OG0003759	LOC108088973|XP_017042494.1|DFIC	LOC117572017|XP_034110447.1|DALB
OG0003760	LOC108093924|XP_017049782.1|DFIC	LOC117567779|XP_034103868.1|DALB
OG0003761	LOC108089028|XP_017042611.1|DFIC	LOC117567122|XP_034102820.1|DALB
OG0003762	LOC108089029|XP_017042612.1|DFIC	LOC117567121|XP_034102816.1|DALB
OG0003763	LOC108093221|XP_017048679.1|DFIC	LOC117569750|XP_034106930.1|DALB
OG0003764	LOC108093233|XP_017048696.1|DFIC	LOC117569746|XP_034106924.1|DALB
OG0003765	LOC108092359|XP_017047426.1|DFIC, LOC108092609|XP_017047738.1|DFIC	LOC117564115|XP_034098663.1|DALB
OG0003766	LOC108101773|XP_017061736.1|DFIC	LOC117568741|XP_034105458.1|DALB, LOC117566089|XP_034101457.1|DALB
OG0003767	LOC108086457|XP_017038871.1|DFIC	LOC117571854|XP_034110139.1|DALB
OG0003768	LOC108086470|XP_017038886.1|DFIC	LOC117569104|XP_034106012.1|DALB
OG0003769	LOC108086443|XP_017038849.1|DFIC	LOC117567824|XP_034103956.1|DALB
OG0003770	LOC108101721|XP_017061660.1|DFIC	LOC117573077|XP_034111846.1|DALB
OG0003771	LOC108089039|XP_017042632.1|DFIC	LOC117572088|XP_034110575.1|DALB
OG0003772	LOC108096247|XP_017053179.1|DFIC	LOC117571838|XP_034110117.1|DALB
OG0003773	LOC108090730|XP_017045033.1|DFIC	LOC117570686|XP_034108378.1|DALB
OG0003774	LOC108090771|XP_017045101.1|DFIC	LOC117571320|XP_034109293.1|DALB
OG0003775	LOC108097680|XP_017055634.1|DFIC	LOC117578252|XP_034119563.1|DALB
OG0003776	LOC108094279|XP_017050261.1|DFIC	LOC117568296|XP_034104708.1|DALB
OG0003777	LOC108101566|XP_017061464.1|DFIC	LOC117572662|XP_034111550.1|DALB
OG0003778	LOC108086408|XP_017038799.1|DFIC	LOC117572785|XP_034111774.1|DALB
OG0003779	LOC108094865|XP_017051174.1|DFIC	LOC117572788|XP_034111777.1|DALB
OG0003780	LOC108093781|XP_017049549.1|DFIC	LOC117566889|XP_034102393.1|DALB
OG0003781	LOC108095040|XP_017051421.1|DFIC	LOC117573211|XP_034112114.1|DALB
OG0003782	LOC108097180|XP_017054811.1|DFIC	LOC117577087|XP_034118078.1|DALB
OG0003783	LOC108095804|XP_017052562.1|DFIC	LOC117576964|XP_034118032.1|DALB
OG0003784	LOC108090397|XP_017044534.1|DFIC	LOC117567454|XP_034103358.1|DALB
OG0003785	LOC108095528|XP_017052145.1|DFIC	LOC117569120|XP_034106032.1|DALB
OG0003786	LOC108090456|XP_017044637.1|DFIC	LOC117571342|XP_034109339.1|DALB
OG0003787	LOC108090459|XP_017044640.1|DFIC	LOC117571345|XP_034109345.1|DALB
OG0003788	LOC108090826|XP_017045175.1|DFIC	LOC117567907|XP_034104076.1|DALB
OG0003789	LOC108101544|XP_017061421.1|DFIC	LOC117571185|XP_034109106.1|DALB
OG0003790	LOC108089615|XP_017043466.1|DFIC	LOC117568094|XP_034104365.1|DALB, LOC117568095|XP_034104366.1|DALB
OG0003791	LOC108091796|XP_017046648.1|DFIC	LOC117573279|XP_034112257.1|DALB
OG0003792	LOC108093914|XP_017049771.1|DFIC	LOC117569708|XP_034106863.1|DALB
OG0003793	LOC108090860|XP_017045235.1|DFIC	LOC117568175|XP_034104501.1|DALB
OG0003794	LOC108096859|XP_017054272.1|DFIC	LOC117567942|XP_034104128.1|DALB
OG0003795	LOC108087499|XP_017040384.1|DFIC	LOC117567473|XP_034103387.1|DALB
OG0003796	LOC108088450|XP_017041718.1|DFIC	LOC117575129|XP_034115123.1|DALB
OG0003797	LOC108090057|XP_017044054.1|DFIC	LOC117563962|XP_034098429.1|DALB
OG0003798	LOC108090964|XP_017045397.1|DFIC	LOC117568182|XP_034104520.1|DALB
OG0003799	LOC108096812|XP_017054192.1|DFIC	LOC117569495|XP_034106569.1|DALB
OG0003800	LOC108090056|XP_017044053.1|DFIC	LOC117564914|XP_034099759.1|DALB
OG0003801	LOC108098383|XP_017056736.1|DFIC	LOC117565055|XP_034099891.1|DALB
OG0003802	LOC108098334|XP_017056656.1|DFIC	LOC117564906|XP_034099750.1|DALB
OG0003803	LOC108088453|XP_017041722.1|DFIC	LOC117575136|XP_034115133.1|DALB
OG0003804	LOC108090034|XP_017044017.1|DFIC	LOC117565780|XP_034100948.1|DALB
OG0003805	LOC108091477|XP_017046187.1|DFIC	LOC117564081|XP_034098600.1|DALB
OG0003806	LOC108101355|XP_017061150.1|DFIC	LOC117566048|XP_034101388.1|DALB
OG0003808	LOC108099879|XP_017059020.1|DFIC	LOC117567638|XP_034103634.1|DALB
OG0003809	LOC108101239|XP_017060982.1|DFIC	LOC117563239|XP_034097337.1|DALB
OG0003810	LOC108101840|XP_017061842.1|DFIC	LOC117567743|XP_034103819.1|DALB
OG0003811	LOC108094917|XP_017051256.1|DFIC	LOC117569811|XP_034107019.1|DALB
OG0003812	LOC108091434|XP_017046114.1|DFIC	LOC117563342|XP_034097510.1|DALB
OG0003813	LOC108101187|XP_017060918.1|DFIC	LOC117564829|XP_034099645.1|DALB
OG0003814	LOC108094517|XP_017050607.1|DFIC	LOC117563624|XP_034097922.1|DALB
OG0003815	LOC108093351|XP_017048850.1|DFIC	LOC117573564|XP_034112740.1|DALB
OG0003816	LOC108094449|XP_017050516.1|DFIC	LOC117564648|XP_034099400.1|DALB
OG0003817	LOC108097854|XP_017055879.1|DFIC	LOC117564259|XP_034098854.1|DALB
OG0003818	LOC108096097|XP_017052960.1|DFIC	LOC117565276|XP_034100195.1|DALB
OG0003819	LOC108091499|XP_017046221.1|DFIC	LOC117565987|XP_034101291.1|DALB
OG0003820	LOC108099411|XP_017058415.1|DFIC	LOC117573457|XP_034112571.1|DALB
OG0003821	LOC108101606|XP_017061508.1|DFIC	LOC117570474|XP_034108048.1|DALB
OG0003822	LOC108093015|XP_017048406.1|DFIC	LOC117565091|XP_034099936.1|DALB
OG0003823	LOC108094158|XP_017050089.1|DFIC, LOC108101687|XP_017061609.1|DFIC	LOC117563313|XP_034097462.1|DALB
OG0003824	LOC108094438|XP_017050497.1|DFIC	LOC117563558|XP_034097829.1|DALB
OG0003825	LOC108095605|XP_017052294.1|DFIC, LOC108100997|XP_017060651.1|DFIC	LOC117566154|XP_034101533.1|DALB
OG0003826	LOC108089990|XP_017043980.1|DFIC	LOC117564366|XP_034098974.1|DALB
OG0003827	LOC108097845|XP_017055865.1|DFIC, LOC108098109|XP_017056351.1|DFIC	LOC117563675|XP_034097992.1|DALB
OG0003828	LOC108101928|XP_017062003.1|DFIC, LOC108097844|XP_017055863.1|DFIC	LOC117563673|XP_034097989.1|DALB
OG0003829	LOC108090058|XP_017044055.1|DFIC	LOC117565560|XP_034100619.1|DALB
OG0003830	LOC108093440|XP_017048993.1|DFIC	LOC117565461|XP_034100456.1|DALB
OG0003831	LOC108099576|XP_017058668.1|DFIC	LOC117575691|XP_034115894.1|DALB
OG0003832	LOC108088173|XP_017041339.1|DFIC	LOC117565616|XP_034100712.1|DALB
OG0003833	LOC108088178|XP_017041347.1|DFIC	LOC117565620|XP_034100723.1|DALB
OG0003834	LOC108088176|XP_017041343.1|DFIC	LOC117565280|XP_034100198.1|DALB
OG0003835	LOC108094919|XP_017051263.1|DFIC, LOC108094538|XP_017050629.1|DFIC	LOC117563725|XP_034098078.1|DALB
OG0003836	LOC108101215|XP_017060953.1|DFIC	LOC117565605|XP_034100701.1|DALB
OG0003837	LOC108101228|XP_017060967.1|DFIC	LOC117565604|XP_034100699.1|DALB
OG0003838	LOC108092344|XP_017047370.1|DFIC	LOC117564641|XP_034099392.1|DALB
OG0003839	LOC108092704|XP_017047908.1|DFIC	LOC117563249|XP_034097353.1|DALB
OG0003840	LOC108101481|XP_017061318.1|DFIC	LOC117567633|XP_034103623.1|DALB
OG0003841	LOC108092435|XP_017047505.1|DFIC	LOC117564813|XP_034099626.1|DALB
OG0003842	LOC108100056|XP_017059277.1|DFIC	LOC117566200|XP_034101608.1|DALB
OG0003843	LOC108098319|XP_017056631.1|DFIC	LOC117563870|XP_034098317.1|DALB
OG0003844	LOC108092678|XP_017047853.1|DFIC	LOC117563657|XP_034097962.1|DALB
OG0003845	LOC108101755|XP_017061711.1|DFIC	LOC117564572|XP_034099299.1|DALB
OG0003846	LOC108102229|XP_017062450.1|DFIC, LOC108097851|XP_017055874.1|DFIC	LOC117564652|XP_034099403.1|DALB
OG0003847	LOC108102163|XP_017062354.1|DFIC	LOC117563207|XP_034097285.1|DALB
OG0003848	LOC108092149|XP_017047156.1|DFIC	LOC117576546|XP_034117274.1|DALB
OG0003849	LOC108096518|XP_017053637.1|DFIC	LOC117569152|XP_034106104.1|DALB
OG0003850	LOC108098380|XP_017056732.1|DFIC	LOC117564416|XP_034099038.1|DALB
OG0003851	LOC108094913|XP_017051248.1|DFIC	LOC117570573|XP_034108206.1|DALB
OG0003852	LOC108092391|XP_017047441.1|DFIC	LOC117566080|XP_034101451.1|DALB
OG0003853	LOC108093827|XP_017049643.1|DFIC	LOC117566398|XP_034101798.1|DALB
OG0003854	LOC108098195|XP_017056420.1|DFIC	LOC117564451|XP_034099121.1|DALB
OG0003855	LOC108098192|XP_017056416.1|DFIC	LOC117563343|XP_034097511.1|DALB
OG0003856	LOC108100109|XP_017059345.1|DFIC	LOC117564740|XP_034099519.1|DALB
OG0003857	LOC108098229|XP_017056499.1|DFIC	LOC117564000|XP_034098481.1|DALB
OG0003858	LOC108097412|XP_017055158.1|DFIC	LOC117578324|XP_034119677.1|DALB
OG0003859	LOC108096083|XP_017052936.1|DFIC	LOC117565130|XP_034099987.1|DALB
OG0003860	LOC108093998|XP_017049907.1|DFIC	LOC117566659|XP_034102094.1|DALB
OG0003861	LOC108092354|XP_017047377.1|DFIC	LOC117564373|XP_034098980.1|DALB
OG0003862	LOC108093417|XP_017048952.1|DFIC	LOC117564404|XP_034099019.1|DALB
OG0003863	LOC108101400|XP_017061209.1|DFIC, LOC108086358|XP_017038748.1|DFIC	LOC117565658|XP_034100767.1|DALB
OG0003864	LOC108093459|XP_017049024.1|DFIC	LOC117565719|XP_034100857.1|DALB
OG0003865	LOC108095977|XP_017052810.1|DFIC	LOC117574941|XP_034114881.1|DALB
OG0003866	LOC108093433|XP_017048982.1|DFIC	LOC117564261|XP_034098856.1|DALB, LOC117564260|XP_034098855.1|DALB
OG0003867	LOC108091717|XP_017046546.1|DFIC	LOC117564114|XP_034098662.1|DALB
OG0003868	LOC108089112|XP_017042712.1|DFIC	LOC117571383|XP_034109396.1|DALB
OG0003869	LOC108092550|XP_017047674.1|DFIC	LOC117564187|XP_034098752.1|DALB
OG0003870	LOC108102061|XP_017062185.1|DFIC, LOC108096053|XP_017052887.1|DFIC	LOC117565525|XP_034100555.1|DALB
OG0003871	LOC108094490|XP_017050568.1|DFIC	LOC117564733|XP_034099511.1|DALB
OG0003872	LOC108093864|XP_017049693.1|DFIC	LOC117569057|XP_034105959.1|DALB
OG0003873	LOC108089912|XP_017043882.1|DFIC	LOC117563876|XP_034098325.1|DALB
OG0003876	LOC108094172|XP_017050121.1|DFIC	LOC117565061|XP_034099899.1|DALB
OG0003877	LOC108094547|XP_017050645.1|DFIC	LOC117565431|XP_034100408.1|DALB
OG0003878	LOC108096081|XP_017052931.1|DFIC	LOC117564465|XP_034099143.1|DALB
OG0003879	LOC108099057|XP_017057814.1|DFIC	LOC117567516|XP_034103451.1|DALB
OG0003880	LOC108099857|XP_017058992.1|DFIC	LOC117569699|XP_034106851.1|DALB
OG0003881	LOC108101850|XP_017061858.1|DFIC	LOC117567132|XP_034102833.1|DALB
OG0003882	LOC108098706|XP_017057312.1|DFIC	LOC117568443|XP_034105002.1|DALB
OG0003883	LOC108097998|XP_017056124.1|DFIC	LOC117566348|XP_034101729.1|DALB
OG0003884	LOC108092695|XP_017047895.1|DFIC	LOC117563908|XP_034098361.1|DALB
OG0003886	LOC108088142|XP_017041296.1|DFIC	LOC117564665|XP_034099419.1|DALB, LOC117564705|XP_034099474.1|DALB
OG0003887	LOC108092436|XP_017047506.1|DFIC	LOC117564637|XP_034099389.1|DALB
OG0003888	LOC108099356|XP_017058331.1|DFIC	LOC117573391|XP_034112482.1|DALB
OG0003889	LOC108101299|XP_017061090.1|DFIC	LOC117564098|XP_034098635.1|DALB
OG0003890	LOC108099194|XP_017058051.1|DFIC	LOC117568260|XP_034104637.1|DALB
OG0003891	LOC108092680|XP_017047856.1|DFIC	LOC117565832|XP_034101031.1|DALB
OG0003892	LOC108100278|XP_017059553.1|DFIC	LOC117568989|XP_034105851.1|DALB
OG0003893	LOC108094456|XP_017050523.1|DFIC	LOC117563697|XP_034098032.1|DALB
OG0003895	LOC108095238|XP_017051755.1|DFIC	LOC117577742|XP_034118544.1|DALB
OG0003896	LOC108095198|XP_017051693.1|DFIC	LOC117569907|XP_034107138.1|DALB
OG0003897	LOC108094028|XP_017049948.1|DFIC	LOC117566890|XP_034102395.1|DALB
OG0003898	LOC108101175|XP_017060894.1|DFIC	LOC117565730|XP_034100869.1|DALB
OG0003899	LOC108091464|XP_017046165.1|DFIC	LOC117565653|XP_034100762.1|DALB
