Orthogroup	DFIC.longest_only	CCAP.longest_only
OG0003947	LOC108097647|XP_017055610.1|DFIC, LOC108089210|XP_017042848.1|DFIC, LOC108097961|XP_017056099.1|DFIC	CCAP1982_LOCUS6292|CAD6997662.1|CCAP
OG0003948	LOC108095941|XP_017052770.1|DFIC, LOC108090616|XP_017044880.1|DFIC	CCAP1982_LOCUS7660|CAD6999116.1|CCAP
OG0003949	LOC108090614|XP_017044877.1|DFIC, LOC108099421|XP_017058479.1|DFIC	CCAP1982_LOCUS7659|CAD6999115.1|CCAP
OG0003950	LOC108098226|XP_017056500.1|DFIC	CCAP1982_LOCUS5397|CAD6996714.1|CCAP
OG0003951	LOC108088134|XP_017041286.1|DFIC	CCAP1982_LOCUS5390|CAD6996707.1|CCAP
OG0003952	LOC108098693|XP_017057290.1|DFIC	CCAP1982_LOCUS5626|CAD6996959.1|CCAP
OG0003953	LOC108088166|XP_017041327.1|DFIC	CCAP1982_LOCUS6501|CAD6997882.1|CCAP
OG0003954	LOC108100685|XP_017060190.1|DFIC	CCAP1982_LOCUS8427|CAD6999916.1|CCAP
OG0003955	LOC108089109|XP_017042708.1|DFIC	CCAP1982_LOCUS5656|CAD6996995.1|CCAP
OG0003956	LOC108097142|XP_017054782.1|DFIC, LOC108096056|XP_017052895.1|DFIC, LOC108101694|XP_017061622.1|DFIC	CCAP1982_LOCUS8668|CAD7000177.1|CCAP
OG0003957	LOC108088998|XP_017042557.1|DFIC	CCAP1982_LOCUS11265|CAD7002795.1|CCAP
OG0003959	LOC108095231|XP_017051740.1|DFIC	CCAP1982_LOCUS22088|CAD7014081.1|CCAP
OG0003961	LOC108100806|XP_017060359.1|DFIC	CCAP1982_LOCUS8859|CAD7000383.1|CCAP
OG0003962	LOC108089888|XP_017043847.1|DFIC	CCAP1982_LOCUS7792|CAD6999262.1|CCAP
OG0003963	LOC108101152|XP_017060864.1|DFIC, LOC108101200|XP_017060934.1|DFIC	CCAP1982_LOCUS9235|CAD7000760.1|CCAP, CCAP1982_LOCUS9236|CAD7000761.1|CCAP
OG0003964	LOC108092556|XP_017047682.1|DFIC	CCAP1982_LOCUS8508|CAD7000002.1|CCAP
OG0003965	LOC108100856|XP_017060423.1|DFIC	CCAP1982_LOCUS8387|CAD6999878.1|CCAP, CCAP1982_LOCUS8385|CAD6999876.1|CCAP
OG0003966	LOC108101394|XP_017061202.1|DFIC	CCAP1982_LOCUS5452|CAD6996777.1|CCAP
OG0003967	LOC108101347|XP_017061146.1|DFIC	CCAP1982_LOCUS23154|CAD7015206.1|CCAP
OG0003968	LOC108101281|XP_017061066.1|DFIC	CCAP1982_LOCUS23148|CAD7015199.1|CCAP
OG0003969	LOC108093779|XP_017049543.1|DFIC	CCAP1982_LOCUS23196|CAD7015246.1|CCAP
OG0003970	LOC108091538|XP_017046291.1|DFIC	CCAP1982_LOCUS6945|CAD6998343.1|CCAP
OG0003971	LOC108089261|XP_017042918.1|DFIC	CCAP1982_LOCUS5715|CAD6997061.1|CCAP
OG0003972	LOC108087464|XP_017040322.1|DFIC	CCAP1982_LOCUS12298|CAD7003868.1|CCAP, CCAP1982_LOCUS14704|CAD7006383.1|CCAP, CCAP1982_LOCUS12297|CAD7003867.1|CCAP
OG0003973	LOC108090861|XP_017045236.1|DFIC	CCAP1982_LOCUS22115|CAD7014109.1|CCAP, CCAP1982_LOCUS22114|CAD7014108.1|CCAP
OG0003974	LOC108087729|XP_017040738.1|DFIC	CCAP1982_LOCUS1354|CAD6992505.1|CCAP
OG0003975	LOC108098730|XP_017057340.1|DFIC	CCAP1982_LOCUS9013|CAD7000536.1|CCAP, CCAP1982_LOCUS9015|CAD7000538.1|CCAP
OG0003976	LOC108094453|XP_017050521.1|DFIC	CCAP1982_LOCUS6108|CAD6997465.1|CCAP
OG0003977	LOC108092729|XP_017047946.1|DFIC	CCAP1982_LOCUS6106|CAD6997463.1|CCAP
OG0003978	LOC108088296|XP_017041515.1|DFIC	CCAP1982_LOCUS14331|CAD7005995.1|CCAP
OG0003979	LOC108089143|XP_017042753.1|DFIC	CCAP1982_LOCUS8335|CAD6999823.1|CCAP
OG0003980	LOC108097853|XP_017055882.1|DFIC	CCAP1982_LOCUS238|CAD6991309.1|CCAP
OG0003981	LOC108094502|XP_017050593.1|DFIC	CCAP1982_LOCUS8339|CAD6999828.1|CCAP
OG0003982	LOC108094481|XP_017050557.1|DFIC	CCAP1982_LOCUS6275|CAD6997642.1|CCAP
OG0003983	LOC108094533|XP_017050624.1|DFIC	CCAP1982_LOCUS5970|CAD6997336.1|CCAP, CCAP1982_LOCUS5971|CAD6997337.1|CCAP
OG0003984	LOC108101211|XP_017060949.1|DFIC	CCAP1982_LOCUS5684|CAD6997025.1|CCAP, CCAP1982_LOCUS5849|CAD6997211.1|CCAP
OG0003985	LOC108101205|XP_017060943.1|DFIC	CCAP1982_LOCUS5845|CAD6997207.1|CCAP, CCAP1982_LOCUS5681|CAD6997022.1|CCAP
OG0003986	LOC108100783|XP_017060312.1|DFIC	CCAP1982_LOCUS5674|CAD6997013.1|CCAP
OG0003987	LOC108100870|XP_017060447.1|DFIC	CCAP1982_LOCUS6202|CAD6997564.1|CCAP, CCAP1982_LOCUS6198|CAD6997560.1|CCAP, CCAP1982_LOCUS6199|CAD6997561.1|CCAP
OG0003988	LOC108092615|XP_017047780.1|DFIC, LOC108089776|XP_017043659.1|DFIC	CCAP1982_LOCUS8506|CAD7000000.1|CCAP, CCAP1982_LOCUS8505|CAD6999999.1|CCAP
OG0003989	LOC108093496|XP_017049074.1|DFIC	CCAP1982_LOCUS8511|CAD7000005.1|CCAP
OG0003990	LOC108101756|XP_017061712.1|DFIC	CCAP1982_LOCUS8402|CAD6999892.1|CCAP
OG0003991	LOC108101285|XP_017061069.1|DFIC	CCAP1982_LOCUS8201|CAD6999671.1|CCAP
OG0003992	LOC108101288|XP_017061077.1|DFIC	CCAP1982_LOCUS8206|CAD6999676.1|CCAP
OG0003993	LOC108101320|XP_017061116.1|DFIC	CCAP1982_LOCUS9154|CAD7000680.1|CCAP
OG0003994	LOC108097767|XP_017055781.1|DFIC	CCAP1982_LOCUS4907|CAD6996219.1|CCAP
OG0003995	LOC108087847|XP_017040915.1|DFIC	CCAP1982_LOCUS22498|CAD7014496.1|CCAP
OG0003996	LOC108090286|XP_017044385.1|DFIC	CCAP1982_LOCUS22541|CAD7014540.1|CCAP
OG0003997	LOC108094978|XP_017051320.1|DFIC, LOC108100904|XP_017060506.1|DFIC	CCAP1982_LOCUS8067|CAD6999546.1|CCAP
OG0003998	LOC108101974|XP_017062060.1|DFIC	CCAP1982_LOCUS6627|CAD6998010.1|CCAP
OG0003999	LOC108100898|XP_017060501.1|DFIC	CCAP1982_LOCUS5450|CAD6996775.1|CCAP
OG0004001	LOC108090867|XP_017045247.1|DFIC	CCAP1982_LOCUS19584|CAD7011485.1|CCAP
OG0004002	LOC108086327|XP_017038717.1|DFIC, LOC108098359|XP_017056694.1|DFIC	CCAP1982_LOCUS5794|CAD6997149.1|CCAP
OG0004003	LOC108100043|XP_017059262.1|DFIC	CCAP1982_LOCUS5644|CAD6996980.1|CCAP
OG0004004	LOC108092693|XP_017047891.1|DFIC	CCAP1982_LOCUS8476|CAD6999971.1|CCAP
OG0004005	LOC108089964|XP_017043946.1|DFIC	CCAP1982_LOCUS8478|CAD6999973.1|CCAP
OG0004006	LOC108089877|XP_017043822.1|DFIC, LOC108095617|XP_017052276.1|DFIC	CCAP1982_LOCUS8574|CAD7000075.1|CCAP
OG0004007	LOC108092551|XP_017047675.1|DFIC	CCAP1982_LOCUS6925|CAD6998319.1|CCAP
OG0004008	LOC108091457|XP_017046146.1|DFIC	CCAP1982_LOCUS7446|CAD6998899.1|CCAP, CCAP1982_LOCUS7450|CAD6998903.1|CCAP
OG0004009	LOC108092577|XP_017047710.1|DFIC	CCAP1982_LOCUS8930|CAD7000453.1|CCAP
OG0004010	LOC108098320|XP_017056633.1|DFIC	CCAP1982_LOCUS6001|CAD6997368.1|CCAP
OG0004011	LOC108092761|XP_017047983.1|DFIC	CCAP1982_LOCUS5350|CAD6996666.1|CCAP
OG0004012	LOC108099670|XP_017058793.1|DFIC	CCAP1982_LOCUS2278|CAD6993466.1|CCAP
OG0004013	LOC108098357|XP_017056691.1|DFIC	CCAP1982_LOCUS6066|CAD6997419.1|CCAP
OG0004014	LOC108087463|XP_017040321.1|DFIC	CCAP1982_LOCUS12299|CAD7003869.1|CCAP, CCAP1982_LOCUS14705|CAD7006384.1|CCAP, CCAP1982_LOCUS12300|CAD7003870.1|CCAP
OG0004015	LOC108100857|XP_017060426.1|DFIC	CCAP1982_LOCUS7695|CAD6999157.1|CCAP
OG0004016	LOC108089255|XP_017042910.1|DFIC	CCAP1982_LOCUS6454|CAD6997830.1|CCAP
OG0004017	LOC108101305|XP_017061096.1|DFIC, LOC108092687|XP_017047910.1|DFIC	CCAP1982_LOCUS8061|CAD6999540.1|CCAP
OG0004018	LOC108094199|XP_017050142.1|DFIC	CCAP1982_LOCUS21469|CAD7013405.1|CCAP
OG0004019	LOC108089884|XP_017043836.1|DFIC	CCAP1982_LOCUS11760|CAD7003299.1|CCAP
OG0004020	LOC108092323|XP_017047347.1|DFIC, LOC108092748|XP_017047971.1|DFIC	CCAP1982_LOCUS7355|CAD6998806.1|CCAP
OG0004021	LOC108092321|XP_017047345.1|DFIC	CCAP1982_LOCUS20908|CAD7012808.1|CCAP, CCAP1982_LOCUS20907|CAD7012807.1|CCAP
OG0004022	LOC108098274|XP_017056565.1|DFIC	CCAP1982_LOCUS6981|CAD6998381.1|CCAP
OG0004023	LOC108094810|XP_017051069.1|DFIC	CCAP1982_LOCUS7349|CAD6998795.1|CCAP
OG0004024	LOC108098284|XP_017056580.1|DFIC	CCAP1982_LOCUS8113|CAD6999589.1|CCAP
OG0004025	LOC108101181|XP_017060906.1|DFIC	CCAP1982_LOCUS5853|CAD6997217.1|CCAP
OG0004026	LOC108092461|XP_017047539.1|DFIC	CCAP1982_LOCUS8058|CAD6999536.1|CCAP
OG0004028	LOC108092036|XP_017047008.1|DFIC	CCAP1982_LOCUS7750|CAD6999216.1|CCAP, CCAP1982_LOCUS7749|CAD6999215.1|CCAP
OG0004029	LOC108100982|XP_017060628.1|DFIC	CCAP1982_LOCUS7847|CAD6999320.1|CCAP
OG0004030	LOC108090924|XP_017045344.1|DFIC	CCAP1982_LOCUS20235|CAD7012136.1|CCAP
OG0004031	LOC108093516|XP_017049097.1|DFIC	CCAP1982_LOCUS6911|CAD6998302.1|CCAP, CCAP1982_LOCUS6910|CAD6998301.1|CCAP
OG0004032	LOC108094149|XP_017050079.1|DFIC	CCAP1982_LOCUS5538|CAD6996865.1|CCAP
OG0004033	LOC108101626|XP_017061532.1|DFIC, LOC108089174|XP_017042799.1|DFIC	CCAP1982_LOCUS6288|CAD6997658.1|CCAP
OG0004034	LOC108096069|XP_017052919.1|DFIC	CCAP1982_LOCUS7693|CAD6999155.1|CCAP
OG0004035	LOC108089838|XP_017043741.1|DFIC	CCAP1982_LOCUS7567|CAD6999020.1|CCAP, CCAP1982_LOCUS7568|CAD6999021.1|CCAP
OG0004036	LOC108092383|XP_017047416.1|DFIC	CCAP1982_LOCUS7595|CAD6999048.1|CCAP
OG0004037	LOC108101378|XP_017061184.1|DFIC	CCAP1982_LOCUS8865|CAD7000390.1|CCAP
OG0004038	LOC108091487|XP_017046200.1|DFIC	CCAP1982_LOCUS7452|CAD6998905.1|CCAP
OG0004039	LOC108092448|XP_017047522.1|DFIC	CCAP1982_LOCUS8230|CAD6999704.1|CCAP, CCAP1982_LOCUS8227|CAD6999701.1|CCAP, CCAP1982_LOCUS8229|CAD6999703.1|CCAP
OG0004040	LOC108096860|XP_017054273.1|DFIC	CCAP1982_LOCUS22152|CAD7014146.1|CCAP
OG0004042	LOC108093217|XP_017048672.1|DFIC	CCAP1982_LOCUS11857|CAD7003401.1|CCAP
OG0004043	LOC108100102|XP_017059337.1|DFIC	CCAP1982_LOCUS7930|CAD6999404.1|CCAP
OG0004045	LOC108100030|XP_017059236.1|DFIC	CCAP1982_LOCUS3700|CAD6994969.1|CCAP
OG0004046	LOC108091547|XP_017046306.1|DFIC	CCAP1982_LOCUS7410|CAD6998861.1|CCAP
OG0004047	LOC108093482|XP_017049057.1|DFIC	CCAP1982_LOCUS8042|CAD6999517.1|CCAP
OG0004048	LOC108089923|XP_017043894.1|DFIC	CCAP1982_LOCUS23409|CAD7015469.1|CCAP
OG0004049	LOC108091560|XP_017046321.1|DFIC	CCAP1982_LOCUS6937|CAD6998333.1|CCAP
OG0004050	LOC108101216|XP_017060954.1|DFIC	CCAP1982_LOCUS8806|CAD7000323.1|CCAP
OG0004051	LOC108098699|XP_017057297.1|DFIC	CCAP1982_LOCUS8560|CAD7000056.1|CCAP
OG0004053	LOC108086449|XP_017038855.1|DFIC	CCAP1982_LOCUS22593|CAD7014600.1|CCAP
OG0004054	LOC108096049|XP_017052884.1|DFIC, LOC108087680|XP_017040713.1|DFIC	CCAP1982_LOCUS8019|CAD6999495.1|CCAP
OG0004055	LOC108087184|XP_017039929.1|DFIC	CCAP1982_LOCUS2177|CAD6993359.1|CCAP
OG0004056	LOC108098602|XP_017057153.1|DFIC	CCAP1982_LOCUS3169|CAD6994417.1|CCAP
OG0004057	LOC108100470|XP_017059890.1|DFIC	CCAP1982_LOCUS14479|CAD7006151.1|CCAP, CCAP1982_LOCUS14483|CAD7006155.1|CCAP
OG0004058	LOC108099172|XP_017058022.1|DFIC	CCAP1982_LOCUS12052|CAD7003606.1|CCAP
OG0004059	LOC108098599|XP_017057149.1|DFIC	CCAP1982_LOCUS954|CAD6992074.1|CCAP
OG0004060	LOC108087299|XP_017040100.1|DFIC	CCAP1982_LOCUS123|CAD6991185.1|CCAP
OG0004062	LOC108100542|XP_017059996.1|DFIC	CCAP1982_LOCUS11610|CAD7003149.1|CCAP
OG0004063	LOC108092955|XP_017048321.1|DFIC	CCAP1982_LOCUS9208|CAD7000735.1|CCAP
OG0004064	LOC108096413|XP_017053478.1|DFIC	CCAP1982_LOCUS13592|CAD7005233.1|CCAP
OG0004065	LOC108090762|XP_017045085.1|DFIC	CCAP1982_LOCUS19980|CAD7011868.1|CCAP
OG0004066	LOC108086745|XP_017039274.1|DFIC	CCAP1982_LOCUS19979|CAD7011867.1|CCAP
OG0004068	LOC108099413|XP_017058419.1|DFIC	CCAP1982_LOCUS752|CAD6991854.1|CCAP
OG0004069	LOC108099427|XP_017058445.1|DFIC	CCAP1982_LOCUS753|CAD6991855.1|CCAP
OG0004070	LOC108096105|XP_017052970.1|DFIC, LOC108098493|XP_017056902.1|DFIC	CCAP1982_LOCUS12521|CAD7004097.1|CCAP
OG0004071	LOC108093930|XP_017049800.1|DFIC	CCAP1982_LOCUS14981|CAD7006680.1|CCAP
OG0004072	LOC108093937|XP_017049813.1|DFIC	CCAP1982_LOCUS14980|CAD7006679.1|CCAP
OG0004074	LOC108096695|XP_017054001.1|DFIC	CCAP1982_LOCUS20432|CAD7012338.1|CCAP
OG0004075	LOC108094834|XP_017051122.1|DFIC	CCAP1982_LOCUS19452|CAD7011349.1|CCAP
OG0004076	LOC108094833|XP_017051120.1|DFIC	CCAP1982_LOCUS20003|CAD7011891.1|CCAP
OG0004077	LOC108093554|XP_017049179.1|DFIC, LOC108093461|XP_017049066.1|DFIC, LOC108100846|XP_017060415.1|DFIC	CCAP1982_LOCUS8514|CAD7000009.1|CCAP
OG0004078	LOC108095873|XP_017052665.1|DFIC	CCAP1982_LOCUS431|CAD6991510.1|CCAP
OG0004080	LOC108090529|XP_017044741.1|DFIC	CCAP1982_LOCUS22425|CAD7014429.1|CCAP
OG0004081	LOC108086669|XP_017039139.1|DFIC	CCAP1982_LOCUS20394|CAD7012298.1|CCAP
OG0004082	LOC108095216|XP_017051719.1|DFIC	CCAP1982_LOCUS10303|CAD7001812.1|CCAP, CCAP1982_LOCUS2924|CAD6994159.1|CCAP
OG0004083	LOC108087136|XP_017039823.1|DFIC	CCAP1982_LOCUS3354|CAD6994619.1|CCAP
OG0004084	LOC108088896|XP_017042384.1|DFIC	CCAP1982_LOCUS13378|CAD7005002.1|CCAP
OG0004085	LOC108087023|XP_017039680.1|DFIC	CCAP1982_LOCUS399|CAD6991474.1|CCAP
OG0004086	LOC108088542|XP_017041877.1|DFIC	CCAP1982_LOCUS4267|CAD6995556.1|CCAP
OG0004088	LOC108086526|XP_017038943.1|DFIC	CCAP1982_LOCUS3406|CAD6994671.1|CCAP
OG0004090	LOC108091971|XP_017046867.1|DFIC	CCAP1982_LOCUS5053|CAD6996375.1|CCAP
OG0004091	LOC108098894|XP_017057575.1|DFIC	CCAP1982_LOCUS781|CAD6991890.1|CCAP
OG0004095	LOC108102067|XP_017062196.1|DFIC	CCAP1982_LOCUS4577|CAD6995876.1|CCAP
OG0004096	LOC108088541|XP_017041875.1|DFIC	CCAP1982_LOCUS4265|CAD6995554.1|CCAP
OG0004097	LOC108095429|XP_017052027.1|DFIC	CCAP1982_LOCUS14549|CAD7006223.1|CCAP
OG0004098	LOC108087002|XP_017039628.1|DFIC	CCAP1982_LOCUS14552|CAD7006226.1|CCAP
OG0004099	LOC108091373|XP_017046014.1|DFIC	CCAP1982_LOCUS681|CAD6991775.1|CCAP
OG0004100	LOC108090214|XP_017044296.1|DFIC	CCAP1982_LOCUS731|CAD6991832.1|CCAP
OG0004101	LOC108090204|XP_017044283.1|DFIC	CCAP1982_LOCUS728|CAD6991829.1|CCAP
OG0004102	LOC108090139|XP_017044166.1|DFIC	CCAP1982_LOCUS4299|CAD6995590.1|CCAP
OG0004103	LOC108095871|XP_017052663.1|DFIC	CCAP1982_LOCUS5050|CAD6996371.1|CCAP
OG0004104	LOC108091703|XP_017046530.1|DFIC	CCAP1982_LOCUS478|CAD6991559.1|CCAP, CCAP1982_LOCUS479|CAD6991560.1|CCAP
OG0004105	LOC108096340|XP_017053374.1|DFIC	CCAP1982_LOCUS13594|CAD7005236.1|CCAP
OG0004106	LOC108088893|XP_017042381.1|DFIC	CCAP1982_LOCUS13889|CAD7005529.1|CCAP
OG0004107	LOC108099205|XP_017058069.1|DFIC	CCAP1982_LOCUS22275|CAD7014272.1|CCAP
OG0004109	LOC108091972|XP_017046871.1|DFIC	CCAP1982_LOCUS5056|CAD6996377.1|CCAP, CCAP1982_LOCUS5055|CAD6996376.1|CCAP
OG0004110	LOC108093596|XP_017049211.1|DFIC	CCAP1982_LOCUS13874|CAD7005514.1|CCAP
OG0004111	LOC108095896|XP_017052700.1|DFIC	CCAP1982_LOCUS876|CAD6991990.1|CCAP
OG0004112	LOC108096005|XP_017052844.1|DFIC	CCAP1982_LOCUS327|CAD6991400.1|CCAP
OG0004116	LOC108095936|XP_017052762.1|DFIC	CCAP1982_LOCUS4835|CAD6996142.1|CCAP
OG0004117	LOC108092152|XP_017047159.1|DFIC	CCAP1982_LOCUS397|CAD6991472.1|CCAP
OG0004118	LOC108093947|XP_017049832.1|DFIC	CCAP1982_LOCUS19408|CAD7011302.1|CCAP
OG0004119	LOC108087349|XP_017040177.1|DFIC	CCAP1982_LOCUS4942|CAD6996259.1|CCAP
OG0004120	LOC108097506|XP_017055310.1|DFIC	CCAP1982_LOCUS4906|CAD6996218.1|CCAP
OG0004121	LOC108096174|XP_017053046.1|DFIC	CCAP1982_LOCUS12466|CAD7004041.1|CCAP
OG0004122	LOC108098833|XP_017057478.1|DFIC	CCAP1982_LOCUS390|CAD6991465.1|CCAP
OG0004123	LOC108098554|XP_017057041.1|DFIC	CCAP1982_LOCUS951|CAD6992070.1|CCAP
OG0004125	LOC108097645|XP_017055565.1|DFIC	CCAP1982_LOCUS171|CAD6991234.1|CCAP
OG0004126	LOC108088499|XP_017041814.1|DFIC	CCAP1982_LOCUS4241|CAD6995529.1|CCAP
OG0004127	LOC108089215|XP_017042854.1|DFIC	CCAP1982_LOCUS6280|CAD6997648.1|CCAP
OG0004128	LOC108092026|XP_017046954.1|DFIC	CCAP1982_LOCUS4639|CAD6995937.1|CCAP
OG0004129	LOC108093844|XP_017049666.1|DFIC	CCAP1982_LOCUS7134|CAD6998548.1|CCAP
OG0004131	LOC108097284|XP_017054982.1|DFIC	CCAP1982_LOCUS5075|CAD6996401.1|CCAP
OG0004132	LOC108099111|XP_017057926.1|DFIC	CCAP1982_LOCUS12047|CAD7003599.1|CCAP
OG0004133	LOC108093502|XP_017049081.1|DFIC	CCAP1982_LOCUS7605|CAD6999058.1|CCAP
OG0004134	LOC108095826|XP_017052595.1|DFIC	CCAP1982_LOCUS4174|CAD6995459.1|CCAP
OG0004135	LOC108101438|XP_017061254.1|DFIC	CCAP1982_LOCUS608|CAD6991695.1|CCAP
OG0004136	LOC108098525|XP_017056992.1|DFIC	CCAP1982_LOCUS726|CAD6991826.1|CCAP
OG0004137	LOC108090736|XP_017045047.1|DFIC	CCAP1982_LOCUS22274|CAD7014271.1|CCAP
OG0004140	LOC108092815|XP_017048080.1|DFIC	CCAP1982_LOCUS21111|CAD7013025.1|CCAP
OG0004141	LOC108094921|XP_017051260.1|DFIC	CCAP1982_LOCUS20108|CAD7011997.1|CCAP
OG0004143	LOC108087953|XP_017041031.1|DFIC	CCAP1982_LOCUS165|CAD6991228.1|CCAP
OG0004144	LOC108101189|XP_017060922.1|DFIC	CCAP1982_LOCUS12765|CAD7004349.1|CCAP
OG0004145	LOC108089003|XP_017042563.1|DFIC	CCAP1982_LOCUS11264|CAD7002794.1|CCAP
OG0004146	LOC108096449|XP_017053545.1|DFIC	CCAP1982_LOCUS4817|CAD6996122.1|CCAP
OG0004147	LOC108101638|XP_017061542.1|DFIC, LOC108089148|XP_017042759.1|DFIC	CCAP1982_LOCUS6285|CAD6997654.1|CCAP
OG0004148	LOC108088068|XP_017041205.1|DFIC	CCAP1982_LOCUS4228|CAD6995515.1|CCAP, CCAP1982_LOCUS4229|CAD6995516.1|CCAP
OG0004149	LOC108098577|XP_017057102.1|DFIC	CCAP1982_LOCUS874|CAD6991987.1|CCAP, CCAP1982_LOCUS871|CAD6991984.1|CCAP
OG0004150	LOC108098950|XP_017057647.1|DFIC	CCAP1982_LOCUS437|CAD6991518.1|CCAP
OG0004151	LOC108100770|XP_017060295.1|DFIC	CCAP1982_LOCUS129|CAD6991191.1|CCAP, CCAP1982_LOCUS130|CAD6991192.1|CCAP
OG0004152	LOC108090124|XP_017044145.1|DFIC	CCAP1982_LOCUS5029|CAD6996351.1|CCAP
OG0004153	LOC108086418|XP_017038809.1|DFIC	CCAP1982_LOCUS21634|CAD7013578.1|CCAP
OG0004154	LOC108089468|XP_017043208.1|DFIC	CCAP1982_LOCUS13327|CAD7004948.1|CCAP
OG0004155	LOC108096931|XP_017054376.1|DFIC	CCAP1982_LOCUS4683|CAD6995973.1|CCAP
OG0004157	LOC108094313|XP_017050334.1|DFIC	CCAP1982_LOCUS4311|CAD6995604.1|CCAP
OG0004158	LOC108100736|XP_017060262.1|DFIC	CCAP1982_LOCUS10978|CAD7002489.1|CCAP
OG0004159	LOC108095825|XP_017052594.1|DFIC	CCAP1982_LOCUS685|CAD6991780.1|CCAP
OG0004160	LOC108100641|XP_017060133.1|DFIC	CCAP1982_LOCUS11609|CAD7003148.1|CCAP
OG0004161	LOC108092045|XP_017046976.1|DFIC	CCAP1982_LOCUS597|CAD6991684.1|CCAP
OG0004162	LOC108092092|XP_017047071.1|DFIC	CCAP1982_LOCUS4533|CAD6995831.1|CCAP, CCAP1982_LOCUS698|CAD6991794.1|CCAP, CCAP1982_LOCUS4534|CAD6995832.1|CCAP
OG0004163	LOC108098960|XP_017057662.1|DFIC	CCAP1982_LOCUS850|CAD6991962.1|CCAP
OG0004164	LOC108098461|XP_017056855.1|DFIC	CCAP1982_LOCUS4677|CAD6995966.1|CCAP
OG0004165	LOC108090829|XP_017045179.1|DFIC	CCAP1982_LOCUS19717|CAD7011628.1|CCAP
OG0004166	LOC108090923|XP_017045343.1|DFIC	CCAP1982_LOCUS21133|CAD7013051.1|CCAP
OG0004167	LOC108099476|XP_017058521.1|DFIC	CCAP1982_LOCUS5177|CAD6996509.1|CCAP
OG0004168	LOC108099468|XP_017058507.1|DFIC	CCAP1982_LOCUS2525|CAD6993726.1|CCAP
OG0004173	LOC108093747|XP_017049502.1|DFIC	CCAP1982_LOCUS19432|CAD7011327.1|CCAP
OG0004174	LOC108094848|XP_017051140.1|DFIC	CCAP1982_LOCUS20560|CAD7012483.1|CCAP
OG0004175	LOC108094009|XP_017049925.1|DFIC	CCAP1982_LOCUS19897|CAD7011786.1|CCAP
OG0004176	LOC108089035|XP_017042622.1|DFIC	CCAP1982_LOCUS14900|CAD7006589.1|CCAP
OG0004177	LOC108098872|XP_017057548.1|DFIC	CCAP1982_LOCUS779|CAD6991888.1|CCAP
OG0004178	LOC108092020|XP_017046945.1|DFIC	CCAP1982_LOCUS1014|CAD6992135.1|CCAP
OG0004180	LOC108101088|XP_017060778.1|DFIC	CCAP1982_LOCUS994|CAD6992110.1|CCAP
OG0004181	LOC108087228|XP_017040001.1|DFIC	CCAP1982_LOCUS4887|CAD6996197.1|CCAP
OG0004182	LOC108089473|XP_017043219.1|DFIC	CCAP1982_LOCUS11202|CAD7002727.1|CCAP
OG0004183	LOC108089583|XP_017043429.1|DFIC	CCAP1982_LOCUS11208|CAD7002733.1|CCAP
OG0004184	LOC108100397|XP_017059759.1|DFIC	CCAP1982_LOCUS12747|CAD7004328.1|CCAP
OG0004185	LOC108101385|XP_017061192.1|DFIC	CCAP1982_LOCUS8866|CAD7000391.1|CCAP
OG0004187	LOC108087900|XP_017040967.1|DFIC	CCAP1982_LOCUS803|CAD6991914.1|CCAP
OG0004188	LOC108097519|XP_017055337.1|DFIC	CCAP1982_LOCUS761|CAD6991867.1|CCAP
OG0004189	LOC108097846|XP_017055870.1|DFIC	CCAP1982_LOCUS239|CAD6991310.1|CCAP
OG0004190	LOC108093550|XP_017049135.1|DFIC	CCAP1982_LOCUS4392|CAD6995685.1|CCAP
OG0004191	LOC108093542|XP_017049124.1|DFIC	CCAP1982_LOCUS4388|CAD6995681.1|CCAP
OG0004192	LOC108087956|XP_017041034.1|DFIC	CCAP1982_LOCUS4412|CAD6995705.1|CCAP
OG0004194	LOC108087329|XP_017040149.1|DFIC	CCAP1982_LOCUS641|CAD6991730.1|CCAP, CCAP1982_LOCUS642|CAD6991731.1|CCAP
OG0004196	LOC108088392|XP_017041630.1|DFIC	CCAP1982_LOCUS4909|CAD6996221.1|CCAP, CCAP1982_LOCUS4910|CAD6996222.1|CCAP
OG0004197	LOC108102046|XP_017062157.1|DFIC	CCAP1982_LOCUS4973|CAD6996289.1|CCAP
OG0004198	LOC108091384|XP_017046055.1|DFIC	CCAP1982_LOCUS4888|CAD6996198.1|CCAP
OG0004199	LOC108102239|XP_017062467.1|DFIC	CCAP1982_LOCUS4967|CAD6996284.1|CCAP
OG0004200	LOC108090949|XP_017045382.1|DFIC	CCAP1982_LOCUS19719|CAD7011630.1|CCAP
OG0004201	LOC108086569|XP_017039015.1|DFIC	CCAP1982_LOCUS2523|CAD6993724.1|CCAP
OG0004202	LOC108095794|XP_017052544.1|DFIC	CCAP1982_LOCUS778|CAD6991887.1|CCAP
OG0004203	LOC108097290|XP_017054995.1|DFIC	CCAP1982_LOCUS5076|CAD6996402.1|CCAP
OG0004204	LOC108088883|XP_017042369.1|DFIC	CCAP1982_LOCUS13381|CAD7005006.1|CCAP
OG0004205	LOC108087517|XP_017040409.1|DFIC	CCAP1982_LOCUS12289|CAD7003859.1|CCAP
OG0004206	LOC108101054|XP_017060730.1|DFIC	CCAP1982_LOCUS640|CAD6991727.1|CCAP
