Orthogroup	DFIC.longest_only	CQUI.longest_only
OG0003752	LOC108100525|XP_017059973.1|DFIC	LOC6033456|XP_038119080.1|CQUI
OG0003753	LOC108093215|XP_017048667.1|DFIC	LOC6033451|XP_001843898.2|CQUI
OG0003754	LOC108093162|XP_017048598.1|DFIC	LOC6033449|XP_038119079.1|CQUI
OG0003755	LOC108099821|XP_017058939.1|DFIC	LOC6050603|XP_038121281.1|CQUI
OG0003756	LOC108094189|XP_017050135.1|DFIC	LOC6050814|XP_001867351.2|CQUI
OG0003757	LOC108090859|XP_017045234.1|DFIC	LOC6036837|XP_038117025.1|CQUI
OG0003758	LOC108087804|XP_017040845.1|DFIC	LOC6030802|XP_038115982.1|CQUI
OG0003759	LOC108088973|XP_017042494.1|DFIC	LOC119770065|XP_038120174.1|CQUI, LOC6030836|XP_038120169.1|CQUI
OG0003760	LOC108093924|XP_017049782.1|DFIC	LOC6030777|XP_038115191.1|CQUI
OG0003761	LOC108089028|XP_017042611.1|DFIC	LOC6030789|XP_001841699.2|CQUI
OG0003762	LOC108089029|XP_017042612.1|DFIC	LOC6030818|XP_038115978.1|CQUI
OG0003763	LOC108093221|XP_017048679.1|DFIC	LOC6030793|XP_038116748.1|CQUI
OG0003764	LOC108093233|XP_017048696.1|DFIC	LOC6030838|XP_038119295.1|CQUI
OG0003765	LOC108092359|XP_017047426.1|DFIC, LOC108092609|XP_017047738.1|DFIC	LOC6030841|XP_001841725.1|CQUI
OG0003766	LOC108101773|XP_017061736.1|DFIC	LOC6030847|XP_038115183.1|CQUI
OG0003767	LOC108086457|XP_017038871.1|DFIC	LOC6030852|XP_001841735.1|CQUI
OG0003768	LOC108086470|XP_017038886.1|DFIC	LOC6030859|XP_038120424.1|CQUI
OG0003769	LOC108086443|XP_017038849.1|DFIC	LOC6030864|XP_001841743.1|CQUI
OG0003770	LOC108101721|XP_017061660.1|DFIC	LOC6030866|XP_038119372.1|CQUI
OG0003771	LOC108089039|XP_017042632.1|DFIC	LOC6030881|XP_001841758.1|CQUI
OG0003772	LOC108096247|XP_017053179.1|DFIC	LOC6030891|XP_001841767.2|CQUI
OG0003773	LOC108090730|XP_017045033.1|DFIC	LOC6030893|XP_038118482.1|CQUI
OG0003775	LOC108097680|XP_017055634.1|DFIC	LOC6050977|XP_038109532.1|CQUI
OG0003776	LOC108094279|XP_017050261.1|DFIC	LOC6052624|XP_038115398.1|CQUI
OG0003777	LOC108101566|XP_017061464.1|DFIC	LOC6052805|XP_038121440.1|CQUI
OG0003778	LOC108086408|XP_017038799.1|DFIC	LOC6030958|XP_001841816.1|CQUI
OG0003779	LOC108094865|XP_017051174.1|DFIC	LOC6030937|XP_038122337.1|CQUI
OG0003780	LOC108093781|XP_017049549.1|DFIC	LOC6031324|XP_001842139.2|CQUI
OG0003781	LOC108095040|XP_017051421.1|DFIC	LOC6053004|XP_038117749.1|CQUI
OG0003782	LOC108097180|XP_017054811.1|DFIC	LOC119769447|XP_038117830.1|CQUI, LOC119769131|XP_038116960.1|CQUI
OG0003783	LOC108095804|XP_017052562.1|DFIC	LOC6052216|XP_038117536.1|CQUI
OG0003784	LOC108090397|XP_017044534.1|DFIC	LOC6041437|XP_038108426.1|CQUI
OG0003785	LOC108095528|XP_017052145.1|DFIC	LOC6048692|XP_001865571.1|CQUI
OG0003786	LOC108090456|XP_017044637.1|DFIC	LOC6054049|XP_038119516.1|CQUI
OG0003787	LOC108090459|XP_017044640.1|DFIC	LOC6049937|XP_001866624.2|CQUI
OG0003789	LOC108101544|XP_017061421.1|DFIC	LOC6054015|XP_038121442.1|CQUI
OG0003790	LOC108089615|XP_017043466.1|DFIC	LOC6040442|XP_001849832.2|CQUI
OG0003791	LOC108091796|XP_017046648.1|DFIC	LOC6041553|XP_001850799.2|CQUI
OG0003792	LOC108093914|XP_017049771.1|DFIC	LOC6041417|XP_038113441.1|CQUI
OG0003793	LOC108090860|XP_017045235.1|DFIC	LOC6041399|XP_001850662.2|CQUI
OG0003794	LOC108096859|XP_017054272.1|DFIC	LOC6041395|XP_001850659.2|CQUI
OG0003795	LOC108087499|XP_017040384.1|DFIC	LOC6041392|XP_038110569.1|CQUI
OG0003796	LOC108088450|XP_017041718.1|DFIC	LOC6041390|XP_001850654.2|CQUI
OG0003797	LOC108090057|XP_017044054.1|DFIC	LOC6051480|XP_001867917.2|CQUI
OG0003798	LOC108090964|XP_017045397.1|DFIC	LOC6051477|XP_038112864.1|CQUI
OG0003799	LOC108096812|XP_017054192.1|DFIC	LOC6053825|XP_001869843.2|CQUI
OG0003800	LOC108090056|XP_017044053.1|DFIC	LOC6031726|XP_001842449.2|CQUI
OG0003801	LOC108098383|XP_017056736.1|DFIC	LOC6041307|XP_038111065.1|CQUI
OG0003802	LOC108098334|XP_017056656.1|DFIC	LOC6041311|XP_001850591.1|CQUI
OG0003803	LOC108088453|XP_017041722.1|DFIC	LOC119767883|XP_038113629.1|CQUI
OG0003804	LOC108090034|XP_017044017.1|DFIC	LOC6041325|XP_038110827.1|CQUI
OG0003805	LOC108091477|XP_017046187.1|DFIC	LOC6047536|XP_038107793.1|CQUI
OG0003806	LOC108101355|XP_017061150.1|DFIC	LOC6047538|XP_038112877.1|CQUI
OG0003808	LOC108099879|XP_017059020.1|DFIC	LOC6032463|XP_038107410.1|CQUI
OG0003809	LOC108101239|XP_017060982.1|DFIC	LOC6032465|XP_001843058.1|CQUI
OG0003810	LOC108101840|XP_017061842.1|DFIC	LOC6032477|XP_038113754.1|CQUI
OG0003811	LOC108094917|XP_017051256.1|DFIC	LOC6034112|XP_001844481.2|CQUI
OG0003812	LOC108091434|XP_017046114.1|DFIC	LOC6034127|XP_038107727.1|CQUI
OG0003813	LOC108101187|XP_017060918.1|DFIC	LOC6034140|XP_001844501.1|CQUI
OG0003814	LOC108094517|XP_017050607.1|DFIC	LOC6037874|XP_001847740.2|CQUI
OG0003815	LOC108093351|XP_017048850.1|DFIC	LOC6037879|XP_038110398.1|CQUI
OG0003816	LOC108094449|XP_017050516.1|DFIC	LOC6037891|XP_001847754.2|CQUI
OG0003817	LOC108097854|XP_017055879.1|DFIC	LOC6048490|XP_001865392.1|CQUI
OG0003818	LOC108096097|XP_017052960.1|DFIC	LOC6034159|XP_038108843.1|CQUI
OG0003819	LOC108091499|XP_017046221.1|DFIC	LOC6034161|XP_038113153.1|CQUI
OG0003820	LOC108099411|XP_017058415.1|DFIC	LOC6043199|XP_001857524.1|CQUI
OG0003821	LOC108101606|XP_017061508.1|DFIC	LOC6032917|XP_038111533.1|CQUI
OG0003822	LOC108093015|XP_017048406.1|DFIC	LOC6032944|XP_038110885.1|CQUI
OG0003823	LOC108094158|XP_017050089.1|DFIC, LOC108101687|XP_017061609.1|DFIC	LOC6032950|XP_038109686.1|CQUI
OG0003824	LOC108094438|XP_017050497.1|DFIC	LOC119767406|XP_038111857.1|CQUI
OG0003825	LOC108095605|XP_017052294.1|DFIC, LOC108100997|XP_017060651.1|DFIC	LOC6041627|XP_001850858.2|CQUI
OG0003826	LOC108089990|XP_017043980.1|DFIC	LOC6041635|XP_001850865.1|CQUI
OG0003827	LOC108097845|XP_017055865.1|DFIC, LOC108098109|XP_017056351.1|DFIC	LOC6036168|XP_001846252.2|CQUI, LOC119768095|XP_038114429.1|CQUI
OG0003828	LOC108101928|XP_017062003.1|DFIC, LOC108097844|XP_017055863.1|DFIC	LOC6036166|XP_038109206.1|CQUI
OG0003829	LOC108090058|XP_017044055.1|DFIC	LOC6036165|XP_038106783.1|CQUI
OG0003830	LOC108093440|XP_017048993.1|DFIC	LOC6036145|XP_038110347.1|CQUI
OG0003831	LOC108099576|XP_017058668.1|DFIC	LOC119766768|XP_038108431.1|CQUI
OG0003832	LOC108088173|XP_017041339.1|DFIC	LOC6038710|XP_038112791.1|CQUI
OG0003833	LOC108088178|XP_017041347.1|DFIC	LOC6038715|XP_038109432.1|CQUI
OG0003834	LOC108088176|XP_017041343.1|DFIC	LOC6050509|XP_038109517.1|CQUI
OG0003835	LOC108094919|XP_017051263.1|DFIC, LOC108094538|XP_017050629.1|DFIC	LOC6037372|XP_038109213.1|CQUI
OG0003836	LOC108101215|XP_017060953.1|DFIC	LOC6041480|XP_001850732.2|CQUI
OG0003837	LOC108101228|XP_017060967.1|DFIC	LOC6050190|XP_038112790.1|CQUI
OG0003838	LOC108092344|XP_017047370.1|DFIC	LOC6053634|XP_001869689.1|CQUI
OG0003839	LOC108092704|XP_017047908.1|DFIC	LOC6053638|XP_001869683.1|CQUI
OG0003840	LOC108101481|XP_017061318.1|DFIC	LOC6031960|XP_001842636.1|CQUI
OG0003841	LOC108092435|XP_017047505.1|DFIC	LOC6036358|XP_038112172.1|CQUI
OG0003842	LOC108100056|XP_017059277.1|DFIC	LOC6031372|XP_038109518.1|CQUI
OG0003843	LOC108098319|XP_017056631.1|DFIC	LOC6038506|XP_038108393.1|CQUI
OG0003844	LOC108092678|XP_017047853.1|DFIC	LOC6038505|XP_001848299.2|CQUI
OG0003845	LOC108101755|XP_017061711.1|DFIC	LOC6041503|XP_038109056.1|CQUI
OG0003846	LOC108102229|XP_017062450.1|DFIC, LOC108097851|XP_017055874.1|DFIC	LOC6041483|XP_038110843.1|CQUI
OG0003847	LOC108102163|XP_017062354.1|DFIC	LOC6050186|XP_038109972.1|CQUI
OG0003848	LOC108092149|XP_017047156.1|DFIC	LOC6039579|XP_038113978.1|CQUI
OG0003849	LOC108096518|XP_017053637.1|DFIC	LOC6054557|XP_001870450.2|CQUI
OG0003850	LOC108098380|XP_017056732.1|DFIC	LOC6044117|XP_038107737.1|CQUI
OG0003851	LOC108094913|XP_017051248.1|DFIC	LOC6044599|XP_038109872.1|CQUI
OG0003852	LOC108092391|XP_017047441.1|DFIC	LOC6050049|XP_001866715.1|CQUI
OG0003853	LOC108093827|XP_017049643.1|DFIC	LOC6031771|XP_038107334.1|CQUI
OG0003854	LOC108098195|XP_017056420.1|DFIC	LOC6031758|XP_038112871.1|CQUI
OG0003855	LOC108098192|XP_017056416.1|DFIC	LOC6031757|XP_038114326.1|CQUI
OG0003856	LOC108100109|XP_017059345.1|DFIC	LOC119767171|XP_038110996.1|CQUI
OG0003857	LOC108098229|XP_017056499.1|DFIC	LOC6037110|XP_038112859.1|CQUI
OG0003858	LOC108097412|XP_017055158.1|DFIC	LOC6036106|XP_038110475.1|CQUI
OG0003859	LOC108096083|XP_017052936.1|DFIC	LOC6031793|XP_038109625.1|CQUI
OG0003860	LOC108093998|XP_017049907.1|DFIC	LOC6031805|XP_038112957.1|CQUI
OG0003861	LOC108092354|XP_017047377.1|DFIC	LOC6038298|XP_001848085.2|CQUI
OG0003862	LOC108093417|XP_017048952.1|DFIC	LOC6046309|XP_001863529.2|CQUI
OG0003863	LOC108101400|XP_017061209.1|DFIC, LOC108086358|XP_017038748.1|DFIC	LOC6046306|XP_038109951.1|CQUI
OG0003864	LOC108093459|XP_017049024.1|DFIC	LOC6035655|XP_001845792.2|CQUI
OG0003865	LOC108095977|XP_017052810.1|DFIC	LOC6044451|XP_038112183.1|CQUI
OG0003866	LOC108093433|XP_017048982.1|DFIC	LOC6044454|XP_001861968.2|CQUI
OG0003867	LOC108091717|XP_017046546.1|DFIC	LOC6041552|XP_001850798.2|CQUI
OG0003868	LOC108089112|XP_017042712.1|DFIC	LOC6037126|XP_038106083.1|CQUI
OG0003869	LOC108092550|XP_017047674.1|DFIC	LOC6051457|XP_038113631.1|CQUI
OG0003870	LOC108102061|XP_017062185.1|DFIC, LOC108096053|XP_017052887.1|DFIC	LOC6049443|XP_038114375.1|CQUI
OG0003871	LOC108094490|XP_017050568.1|DFIC	LOC6048787|XP_001865652.1|CQUI
OG0003872	LOC108093864|XP_017049693.1|DFIC	LOC6041509|XP_001850759.2|CQUI
OG0003873	LOC108089912|XP_017043882.1|DFIC	LOC6041511|XP_038108476.1|CQUI
OG0003874	LOC108093397|XP_017048905.1|DFIC	LOC6041514|XP_038107054.1|CQUI
OG0003875	LOC108089115|XP_017042715.1|DFIC	LOC6041516|XP_001850766.1|CQUI
OG0003876	LOC108094172|XP_017050121.1|DFIC	LOC6050860|XP_038111752.1|CQUI
OG0003877	LOC108094547|XP_017050645.1|DFIC	LOC6043914|XP_001861497.2|CQUI
OG0003878	LOC108096081|XP_017052931.1|DFIC	LOC6043910|XP_001861493.2|CQUI
OG0003879	LOC108099057|XP_017057814.1|DFIC	LOC6043908|XP_038108077.1|CQUI
OG0003880	LOC108099857|XP_017058992.1|DFIC	LOC6043901|XP_038111406.1|CQUI
OG0003883	LOC108097998|XP_017056124.1|DFIC	LOC6036390|XP_038109510.1|CQUI
OG0003884	LOC108092695|XP_017047895.1|DFIC	LOC6036387|XP_038108402.1|CQUI, LOC119770651|XP_038121862.1|CQUI
OG0003885	LOC108088201|XP_017041390.1|DFIC	LOC6036385|XP_001846439.1|CQUI
OG0003886	LOC108088142|XP_017041296.1|DFIC	LOC6036383|XP_001846437.1|CQUI
OG0003887	LOC108092436|XP_017047506.1|DFIC	LOC6036372|XP_038111239.1|CQUI
OG0003888	LOC108099356|XP_017058331.1|DFIC	LOC6031210|XP_001842044.2|CQUI
OG0003889	LOC108101299|XP_017061090.1|DFIC	LOC6031241|XP_038111184.1|CQUI
OG0003890	LOC108099194|XP_017058051.1|DFIC	LOC6042256|XP_001851394.2|CQUI
OG0003891	LOC108092680|XP_017047856.1|DFIC	LOC6042255|XP_001851393.2|CQUI
OG0003892	LOC108100278|XP_017059553.1|DFIC	LOC6042247|XP_038111118.1|CQUI
OG0003893	LOC108094456|XP_017050523.1|DFIC	LOC6042239|XP_038108055.1|CQUI
OG0003894	LOC108089260|XP_017042917.1|DFIC	LOC6042236|XP_001851375.1|CQUI
OG0003895	LOC108095238|XP_017051755.1|DFIC	LOC6032003|XP_001842670.2|CQUI
OG0003896	LOC108095198|XP_017051693.1|DFIC	LOC6031998|XP_001842666.2|CQUI
OG0003897	LOC108094028|XP_017049948.1|DFIC	LOC6031996|XP_001842665.1|CQUI
OG0003898	LOC108101175|XP_017060894.1|DFIC	LOC6031976|XP_001842649.1|CQUI
OG0003899	LOC108091464|XP_017046165.1|DFIC	LOC6037022|XP_001846985.2|CQUI
OG0003900	LOC108101294|XP_017061085.1|DFIC	LOC6031843|XP_038109752.1|CQUI
OG0003901	LOC108098231|XP_017056502.1|DFIC, LOC108094094|XP_017050039.1|DFIC	LOC6031842|XP_038113767.1|CQUI
OG0003902	LOC108100047|XP_017059266.1|DFIC	LOC6031841|XP_001842544.1|CQUI
OG0003903	LOC108100861|XP_017060429.1|DFIC	LOC6031838|XP_001842541.2|CQUI
OG0003904	LOC108100859|XP_017060428.1|DFIC	LOC6031840|XP_038108931.1|CQUI
OG0003905	LOC108099340|XP_017058305.1|DFIC	LOC6031832|XP_038113512.1|CQUI
OG0003906	LOC108090951|XP_017045384.1|DFIC	LOC6043727|XP_038107059.1|CQUI
OG0003907	LOC108091551|XP_017046311.1|DFIC	LOC6046364|XP_001863581.2|CQUI
OG0003908	LOC108091431|XP_017046111.1|DFIC	LOC6046365|XP_001863582.2|CQUI
OG0003909	LOC108086453|XP_017038860.1|DFIC	LOC6035251|XP_038107907.1|CQUI
OG0003910	LOC108096107|XP_017052972.1|DFIC	LOC6035252|XP_001845477.1|CQUI
OG0003911	LOC108089879|XP_017043828.1|DFIC	LOC6035267|XP_001845489.1|CQUI
OG0003912	LOC108094548|XP_017050646.1|DFIC	LOC6033192|XP_038113174.1|CQUI
OG0003913	LOC108092746|XP_017047964.1|DFIC	LOC6033199|XP_038114237.1|CQUI
OG0003914	LOC108100071|XP_017059295.1|DFIC	LOC6033214|XP_001843691.1|CQUI
OG0003915	LOC108092980|XP_017048360.1|DFIC	LOC6033212|XP_001843689.2|CQUI
OG0003916	LOC108098279|XP_017056570.1|DFIC	LOC6040012|XP_001849487.1|CQUI
OG0003917	LOC108089852|XP_017043785.1|DFIC	LOC6040866|XP_001850196.2|CQUI
OG0003918	LOC108093514|XP_017049095.1|DFIC	LOC6031259|XP_001842089.2|CQUI
OG0003919	LOC108092515|XP_017047626.1|DFIC	LOC6041526|XP_038109718.1|CQUI
OG0003920	LOC108096967|XP_017054433.1|DFIC	LOC6041532|XP_001850780.1|CQUI
OG0003921	LOC108089955|XP_017043935.1|DFIC	LOC6036061|XP_038108481.1|CQUI
OG0003922	LOC108100038|XP_017059251.1|DFIC	LOC6042870|XP_001870851.2|CQUI
OG0003923	LOC108098408|XP_017056791.1|DFIC	LOC6052522|XP_001868780.1|CQUI
OG0003924	LOC108087769|XP_017040788.1|DFIC	LOC6052517|XP_038108718.1|CQUI
OG0003925	LOC108089897|XP_017043860.1|DFIC	LOC6036646|XP_038107951.1|CQUI
OG0003926	LOC108089861|XP_017043796.1|DFIC	LOC6036651|XP_001846678.2|CQUI
OG0003927	LOC108092518|XP_017047629.1|DFIC	LOC6046033|XP_001863294.2|CQUI
OG0003928	LOC108100960|XP_017060600.1|DFIC	LOC6033189|XP_001843669.2|CQUI
OG0003929	LOC108100068|XP_017059292.1|DFIC	LOC6033179|XP_038114437.1|CQUI
OG0003930	LOC108088212|XP_017041405.1|DFIC	LOC6033283|XP_001843753.2|CQUI
OG0003931	LOC108088181|XP_017041357.1|DFIC	LOC6033287|XP_038108021.1|CQUI
OG0003932	LOC108090530|XP_017044742.1|DFIC	LOC6036993|XP_038113039.1|CQUI
OG0003933	LOC108089966|XP_017043950.1|DFIC	LOC6048401|XP_038111122.1|CQUI
OG0003934	LOC108098729|XP_017057339.1|DFIC	LOC6048406|XP_001865324.2|CQUI
OG0003935	LOC108093929|XP_017049796.1|DFIC	LOC6043726|XP_038107603.1|CQUI
OG0003936	LOC108093931|XP_017049797.1|DFIC	LOC6043725|XP_001861346.1|CQUI
OG0003937	LOC108101504|XP_017061354.1|DFIC	LOC6033098|XP_038111241.1|CQUI
OG0003938	LOC108089841|XP_017043750.1|DFIC	LOC6033105|XP_038114430.1|CQUI
OG0003939	LOC108089813|XP_017043701.1|DFIC	LOC6054454|XP_038111258.1|CQUI
OG0003940	LOC108089831|XP_017043733.1|DFIC	LOC6033108|XP_001843603.2|CQUI
OG0003941	LOC108089836|XP_017043739.1|DFIC	LOC6033109|XP_038111262.1|CQUI
OG0003942	LOC108100893|XP_017060490.1|DFIC	LOC6033122|XP_038111572.1|CQUI
OG0003943	LOC108089839|XP_017043748.1|DFIC	LOC6048231|XP_038113230.1|CQUI
OG0003944	LOC108094509|XP_017050599.1|DFIC	LOC6044257|XP_001861796.1|CQUI
OG0003945	LOC108087663|XP_017040641.1|DFIC	LOC119767019|XP_038110185.1|CQUI
OG0003946	LOC108101673|XP_017061626.1|DFIC, LOC108094471|XP_017050544.1|DFIC	LOC6035280|XP_038111693.1|CQUI
OG0003947	LOC108097647|XP_017055610.1|DFIC, LOC108089210|XP_017042848.1|DFIC, LOC108097961|XP_017056099.1|DFIC	LOC6035274|XP_038110146.1|CQUI
OG0003948	LOC108095941|XP_017052770.1|DFIC, LOC108090616|XP_017044880.1|DFIC	LOC6036175|XP_038111514.1|CQUI
OG0003949	LOC108090614|XP_017044877.1|DFIC, LOC108099421|XP_017058479.1|DFIC	LOC6036172|XP_038112061.1|CQUI
OG0003950	LOC108098226|XP_017056500.1|DFIC	LOC6038625|XP_038111059.1|CQUI
OG0003951	LOC108088134|XP_017041286.1|DFIC	LOC6038613|XP_038107372.1|CQUI
OG0003952	LOC108098693|XP_017057290.1|DFIC	LOC6033759|XP_001844167.2|CQUI
OG0003953	LOC108088166|XP_017041327.1|DFIC	LOC119768018|XP_038114217.1|CQUI, LOC6033753|XP_038109025.1|CQUI
OG0003954	LOC108100685|XP_017060190.1|DFIC	LOC6033741|XP_038111254.1|CQUI
OG0003955	LOC108089109|XP_017042708.1|DFIC	LOC6052825|XP_038114291.1|CQUI, LOC6043222|XP_038106062.1|CQUI
OG0003956	LOC108097142|XP_017054782.1|DFIC, LOC108096056|XP_017052895.1|DFIC, LOC108101694|XP_017061622.1|DFIC	LOC6031181|XP_038108389.1|CQUI
OG0003957	LOC108088998|XP_017042557.1|DFIC	LOC6033143|XP_038110679.1|CQUI
OG0003958	LOC108102167|XP_017062355.1|DFIC	LOC6033148|XP_001843637.2|CQUI
OG0003959	LOC108095231|XP_017051740.1|DFIC	LOC6033261|XP_038107519.1|CQUI
OG0003960	LOC108100933|XP_017060562.1|DFIC	LOC6033232|XP_038113766.1|CQUI
OG0003961	LOC108100806|XP_017060359.1|DFIC	LOC6041541|XP_001850788.2|CQUI
OG0003962	LOC108089888|XP_017043847.1|DFIC	LOC6040127|XP_001849586.1|CQUI
OG0003963	LOC108101152|XP_017060864.1|DFIC, LOC108101200|XP_017060934.1|DFIC	LOC6037538|XP_038110070.1|CQUI
OG0003964	LOC108092556|XP_017047682.1|DFIC	LOC6037545|XP_038109875.1|CQUI
OG0003965	LOC108100856|XP_017060423.1|DFIC	LOC6050518|XP_038111968.1|CQUI
OG0003967	LOC108101347|XP_017061146.1|DFIC	LOC6041584|XP_038112034.1|CQUI
OG0003968	LOC108101281|XP_017061066.1|DFIC	LOC6048612|XP_038111891.1|CQUI
OG0003969	LOC108093779|XP_017049543.1|DFIC	LOC6032916|XP_038107052.1|CQUI
OG0003970	LOC108091538|XP_017046291.1|DFIC	LOC6031868|XP_038113838.1|CQUI
OG0003971	LOC108089261|XP_017042918.1|DFIC	LOC6036443|XP_038108462.1|CQUI
OG0003972	LOC108087464|XP_017040322.1|DFIC	LOC6036444|XP_038107978.1|CQUI
OG0003973	LOC108090861|XP_017045236.1|DFIC	LOC6036449|XP_001846500.2|CQUI
OG0003974	LOC108087729|XP_017040738.1|DFIC	LOC6036470|XP_038109656.1|CQUI
OG0003975	LOC108098730|XP_017057340.1|DFIC	LOC6036481|XP_038113867.1|CQUI
OG0003976	LOC108094453|XP_017050521.1|DFIC	LOC6034401|XP_001844719.2|CQUI
OG0003977	LOC108092729|XP_017047946.1|DFIC	LOC6034400|XP_038112337.1|CQUI
OG0003978	LOC108088296|XP_017041515.1|DFIC	LOC119767640|XP_038112573.1|CQUI
OG0003979	LOC108089143|XP_017042753.1|DFIC	LOC6038881|XP_001848580.1|CQUI
OG0003980	LOC108097853|XP_017055882.1|DFIC	LOC6038882|XP_001848581.1|CQUI
OG0003981	LOC108094502|XP_017050593.1|DFIC	LOC6038883|XP_038108742.1|CQUI
OG0003982	LOC108094481|XP_017050557.1|DFIC	LOC6038884|XP_001848583.2|CQUI
OG0003983	LOC108094533|XP_017050624.1|DFIC	LOC6038885|XP_038113321.1|CQUI
OG0003984	LOC108101211|XP_017060949.1|DFIC	LOC6036439|XP_038112741.1|CQUI
OG0003985	LOC108101205|XP_017060943.1|DFIC	LOC6036433|XP_038108732.1|CQUI
OG0003986	LOC108100783|XP_017060312.1|DFIC	LOC6038013|XP_038113377.1|CQUI
OG0003987	LOC108100870|XP_017060447.1|DFIC	LOC6038014|XP_038110646.1|CQUI
OG0003988	LOC108092615|XP_017047780.1|DFIC, LOC108089776|XP_017043659.1|DFIC	LOC6047238|XP_038111315.1|CQUI
OG0003989	LOC108093496|XP_017049074.1|DFIC	LOC6035771|XP_038109362.1|CQUI
OG0003990	LOC108101756|XP_017061712.1|DFIC	LOC6035782|XP_038109675.1|CQUI
OG0003991	LOC108101285|XP_017061069.1|DFIC	LOC6035784|XP_038109844.1|CQUI
OG0003992	LOC108101288|XP_017061077.1|DFIC	LOC6035789|XP_001845913.2|CQUI
OG0003993	LOC108101320|XP_017061116.1|DFIC	LOC6045008|XP_038108291.1|CQUI
OG0003994	LOC108097767|XP_017055781.1|DFIC	LOC119767200|XP_038111176.1|CQUI
OG0003995	LOC108087847|XP_017040915.1|DFIC	LOC6053400|XP_001869494.2|CQUI
OG0003996	LOC108090286|XP_017044385.1|DFIC	LOC6036135|XP_001846228.1|CQUI
OG0003997	LOC108094978|XP_017051320.1|DFIC, LOC108100904|XP_017060506.1|DFIC	LOC6054365|XP_038109595.1|CQUI
OG0003998	LOC108101974|XP_017062060.1|DFIC	LOC6045776|XP_038112750.1|CQUI
OG0003999	LOC108100898|XP_017060501.1|DFIC	LOC6045769|XP_001863072.1|CQUI
OG0004000	LOC108088730|XP_017042169.1|DFIC	LOC6034347|XP_038113204.1|CQUI
OG0004001	LOC108090867|XP_017045247.1|DFIC	LOC6034384|XP_038113314.1|CQUI
OG0004002	LOC108086327|XP_017038717.1|DFIC, LOC108098359|XP_017056694.1|DFIC	LOC6034395|XP_038109098.1|CQUI
OG0004003	LOC108100043|XP_017059262.1|DFIC	LOC6039845|XP_038113654.1|CQUI
OG0004004	LOC108092693|XP_017047891.1|DFIC	LOC6039842|XP_001849349.2|CQUI
OG0004005	LOC108089964|XP_017043946.1|DFIC	LOC6039840|XP_038111465.1|CQUI
OG0004006	LOC108089877|XP_017043822.1|DFIC, LOC108095617|XP_017052276.1|DFIC	LOC6034869|XP_001845139.2|CQUI
OG0004007	LOC108092551|XP_017047675.1|DFIC	LOC6034873|XP_001845142.1|CQUI
OG0004008	LOC108091457|XP_017046146.1|DFIC	LOC6034877|XP_038107745.1|CQUI
OG0004009	LOC108092577|XP_017047710.1|DFIC	LOC6046643|XP_001863794.2|CQUI
OG0004010	LOC108098320|XP_017056633.1|DFIC	LOC6048811|XP_038114221.1|CQUI
OG0004011	LOC108092761|XP_017047983.1|DFIC	LOC6050778|XP_001867333.2|CQUI
OG0004012	LOC108099670|XP_017058793.1|DFIC	LOC6049536|XP_038109284.1|CQUI
OG0004013	LOC108098357|XP_017056691.1|DFIC	LOC6043470|XP_038109075.1|CQUI
OG0004014	LOC108087463|XP_017040321.1|DFIC	LOC6043461|XP_038111183.1|CQUI
OG0004015	LOC108100857|XP_017060426.1|DFIC	LOC119767726|XP_038112992.1|CQUI, LOC6046111|XP_038112993.1|CQUI
OG0004016	LOC108089255|XP_017042910.1|DFIC	LOC6036119|XP_038106299.1|CQUI
OG0004017	LOC108101305|XP_017061096.1|DFIC, LOC108092687|XP_017047910.1|DFIC	LOC6041781|XP_038108936.1|CQUI
OG0004018	LOC108094199|XP_017050142.1|DFIC	LOC6041785|XP_038112504.1|CQUI
OG0004019	LOC108089884|XP_017043836.1|DFIC	LOC6047977|XP_038111471.1|CQUI
OG0004020	LOC108092323|XP_017047347.1|DFIC, LOC108092748|XP_017047971.1|DFIC	LOC6053858|XP_038111861.1|CQUI
OG0004021	LOC108092321|XP_017047345.1|DFIC	LOC6049729|XP_038109716.1|CQUI
OG0004022	LOC108098274|XP_017056565.1|DFIC	LOC6033336|XP_001843800.2|CQUI
OG0004023	LOC108094810|XP_017051069.1|DFIC	LOC6033344|XP_038112699.1|CQUI
OG0004024	LOC108098284|XP_017056580.1|DFIC	LOC6033360|XP_038108644.1|CQUI
OG0004025	LOC108101181|XP_017060906.1|DFIC	LOC6048073|XP_038107445.1|CQUI
OG0004026	LOC108092461|XP_017047539.1|DFIC	LOC6048102|XP_038108461.1|CQUI
OG0004027	LOC108095248|XP_017051764.1|DFIC	LOC6047235|XP_038112896.1|CQUI, LOC6047227|XP_001864311.1|CQUI
OG0004028	LOC108092036|XP_017047008.1|DFIC	LOC6035744|XP_001845871.2|CQUI
OG0004029	LOC108100982|XP_017060628.1|DFIC	LOC6035735|XP_001845864.2|CQUI
OG0004030	LOC108090924|XP_017045344.1|DFIC	LOC6032147|XP_001842800.2|CQUI
OG0004031	LOC108093516|XP_017049097.1|DFIC	LOC6032156|XP_038113038.1|CQUI
OG0004032	LOC108094149|XP_017050079.1|DFIC	LOC6032174|XP_001842819.2|CQUI
OG0004033	LOC108101626|XP_017061532.1|DFIC, LOC108089174|XP_017042799.1|DFIC	LOC6053250|XP_038110976.1|CQUI
