Orthogroup	DFIC.longest_only	BTRY.longest_only
OG0004115	LOC108097098|XP_017054651.1|DFIC	LOC120775982|XP_039962339.1|BTRY
OG0004116	LOC108095936|XP_017052762.1|DFIC	LOC120782835|XP_039971291.1|BTRY
OG0004117	LOC108092152|XP_017047159.1|DFIC	LOC120782642|XP_039970945.1|BTRY
OG0004118	LOC108093947|XP_017049832.1|DFIC	LOC120772241|XP_039956670.1|BTRY, LOC120772255|XP_039956692.1|BTRY
OG0004119	LOC108087349|XP_017040177.1|DFIC	LOC120782715|XP_039971070.1|BTRY
OG0004120	LOC108097506|XP_017055310.1|DFIC	LOC120770890|XP_039954483.1|BTRY
OG0004121	LOC108096174|XP_017053046.1|DFIC	LOC120776706|XP_039963536.1|BTRY
OG0004122	LOC108098833|XP_017057478.1|DFIC	LOC120771428|XP_039955357.1|BTRY
OG0004123	LOC108098554|XP_017057041.1|DFIC	LOC120782445|XP_039970669.1|BTRY
OG0004124	LOC108095560|XP_017052191.1|DFIC	LOC120774530|XP_039960176.1|BTRY
OG0004125	LOC108097645|XP_017055565.1|DFIC	LOC120766835|XP_039948480.1|BTRY
OG0004126	LOC108088499|XP_017041814.1|DFIC	LOC120774099|XP_039959386.1|BTRY
OG0004127	LOC108089215|XP_017042854.1|DFIC	LOC120769336|XP_039952227.1|BTRY
OG0004128	LOC108092026|XP_017046954.1|DFIC	LOC120769161|XP_039951981.1|BTRY
OG0004129	LOC108093844|XP_017049666.1|DFIC	LOC120770223|XP_039953437.1|BTRY, LOC120770165|XP_039953307.1|BTRY
OG0004130	LOC108088665|XP_017042083.1|DFIC	LOC120775325|XP_039961399.1|BTRY
OG0004131	LOC108097284|XP_017054982.1|DFIC	LOC120775376|XP_039961474.1|BTRY
OG0004132	LOC108099111|XP_017057926.1|DFIC	LOC120778750|XP_039966658.1|BTRY
OG0004133	LOC108093502|XP_017049081.1|DFIC	LOC120768169|XP_039950667.1|BTRY
OG0004134	LOC108095826|XP_017052595.1|DFIC	LOC120780286|XP_039968486.1|BTRY
OG0004135	LOC108101438|XP_017061254.1|DFIC	LOC120766849|XP_039948497.1|BTRY
OG0004136	LOC108098525|XP_017056992.1|DFIC	LOC120770161|XP_039953305.1|BTRY
OG0004137	LOC108090736|XP_017045047.1|DFIC	LOC120771763|XP_039955878.1|BTRY
OG0004138	LOC108089315|XP_017042980.1|DFIC	LOC120775884|XP_039962195.1|BTRY
OG0004139	LOC108097109|XP_017054675.1|DFIC	LOC120776050|XP_039962441.1|BTRY
OG0004140	LOC108092815|XP_017048080.1|DFIC	LOC120772526|XP_039957124.1|BTRY
OG0004141	LOC108094921|XP_017051260.1|DFIC	LOC120770434|XP_039953830.1|BTRY
OG0004142	LOC108095602|XP_017052256.1|DFIC	LOC120774118|XP_039959413.1|BTRY
OG0004143	LOC108087953|XP_017041031.1|DFIC	LOC120766826|XP_039948472.1|BTRY
OG0004144	LOC108101189|XP_017060922.1|DFIC	LOC120777299|XP_039964450.1|BTRY
OG0004145	LOC108089003|XP_017042563.1|DFIC	LOC120777536|XP_039964857.1|BTRY
OG0004146	LOC108096449|XP_017053545.1|DFIC	LOC120776435|XP_039963026.1|BTRY
OG0004147	LOC108101638|XP_017061542.1|DFIC, LOC108089148|XP_017042759.1|DFIC	LOC120769194|XP_039952023.1|BTRY
OG0004148	LOC108088068|XP_017041205.1|DFIC	LOC120766784|XP_039948411.1|BTRY
OG0004149	LOC108098577|XP_017057102.1|DFIC	LOC120782708|XP_039971059.1|BTRY
OG0004150	LOC108098950|XP_017057647.1|DFIC	LOC120773725|XP_039958716.1|BTRY
OG0004151	LOC108100770|XP_017060295.1|DFIC	LOC120782679|XP_039971001.1|BTRY
OG0004152	LOC108090124|XP_017044145.1|DFIC	LOC120766489|XP_039947974.1|BTRY
OG0004153	LOC108086418|XP_017038809.1|DFIC	LOC120772013|XP_039956313.1|BTRY
OG0004154	LOC108089468|XP_017043208.1|DFIC	LOC120777422|XP_039964657.1|BTRY
OG0004155	LOC108096931|XP_017054376.1|DFIC	LOC120782308|XP_039970458.1|BTRY
OG0004157	LOC108094313|XP_017050334.1|DFIC	LOC120766540|XP_039948052.1|BTRY
OG0004158	LOC108100736|XP_017060262.1|DFIC	LOC120779053|XP_039967122.1|BTRY
OG0004159	LOC108095825|XP_017052594.1|DFIC	LOC120778408|XP_039966129.1|BTRY
OG0004160	LOC108100641|XP_017060133.1|DFIC	LOC120776895|XP_039963891.1|BTRY
OG0004161	LOC108092045|XP_017046976.1|DFIC	LOC120766743|XP_039948343.1|BTRY
OG0004162	LOC108092092|XP_017047071.1|DFIC	LOC120769861|XP_039952967.1|BTRY
OG0004163	LOC108098960|XP_017057662.1|DFIC	LOC120782333|XP_039970497.1|BTRY
OG0004164	LOC108098461|XP_017056855.1|DFIC	LOC120780223|XP_039968412.1|BTRY
OG0004165	LOC108090829|XP_017045179.1|DFIC	LOC120770880|XP_039954451.1|BTRY
OG0004166	LOC108090923|XP_017045343.1|DFIC	LOC120772754|XP_039957451.1|BTRY
OG0004167	LOC108099476|XP_017058521.1|DFIC	LOC120769522|XP_039952496.1|BTRY
OG0004168	LOC108099468|XP_017058507.1|DFIC	LOC120775268|XP_039961301.1|BTRY
OG0004169	LOC108095320|XP_017051886.1|DFIC	LOC120774847|XP_039960604.1|BTRY
OG0004170	LOC108091087|XP_017045588.1|DFIC	LOC120773759|XP_039958767.1|BTRY
OG0004171	LOC108095384|XP_017051952.1|DFIC	LOC120775468|XP_039961595.1|BTRY
OG0004172	LOC108097667|XP_017055605.1|DFIC	LOC120773986|XP_039959179.1|BTRY
OG0004173	LOC108093747|XP_017049502.1|DFIC	LOC120770879|XP_039954450.1|BTRY
OG0004174	LOC108094848|XP_017051140.1|DFIC	LOC120771429|XP_039955353.1|BTRY
OG0004175	LOC108094009|XP_017049925.1|DFIC	LOC120772618|XP_039957267.1|BTRY
OG0004176	LOC108089035|XP_017042622.1|DFIC	LOC120776716|XP_039963547.1|BTRY
OG0004177	LOC108098872|XP_017057548.1|DFIC	LOC120767035|XP_039948819.1|BTRY
OG0004178	LOC108092020|XP_017046945.1|DFIC	LOC120782532|XP_039970787.1|BTRY
OG0004179	LOC108097237|XP_017054899.1|DFIC	LOC120773635|XP_039958577.1|BTRY
OG0004180	LOC108101088|XP_017060778.1|DFIC	LOC120782265|XP_039970369.1|BTRY
OG0004181	LOC108087228|XP_017040001.1|DFIC	LOC120779726|XP_039968035.1|BTRY, LOC120766829|XP_039948478.1|BTRY
OG0004182	LOC108089473|XP_017043219.1|DFIC	LOC120778498|XP_039966257.1|BTRY
OG0004183	LOC108089583|XP_017043429.1|DFIC	LOC120777582|XP_039964930.1|BTRY
OG0004184	LOC108100397|XP_017059759.1|DFIC	LOC120776573|XP_039963270.1|BTRY
OG0004185	LOC108101385|XP_017061192.1|DFIC	LOC120767426|XP_039949401.1|BTRY
OG0004186	LOC108097132|XP_017054716.1|DFIC	LOC120774155|XP_039959498.1|BTRY
OG0004187	LOC108087900|XP_017040967.1|DFIC	LOC120782831|XP_039971286.1|BTRY
OG0004188	LOC108097519|XP_017055337.1|DFIC	LOC120766494|XP_039947983.1|BTRY
OG0004189	LOC108097846|XP_017055870.1|DFIC	LOC120782382|XP_039970558.1|BTRY
OG0004190	LOC108093550|XP_017049135.1|DFIC	LOC120779887|XP_039968173.1|BTRY
OG0004191	LOC108093542|XP_017049124.1|DFIC	LOC120776663|XP_039963472.1|BTRY
OG0004192	LOC108087956|XP_017041034.1|DFIC	LOC120781473|XP_039969631.1|BTRY
OG0004193	LOC108095540|XP_017052158.1|DFIC	LOC120779377|XP_039967505.1|BTRY, LOC120775686|XP_039961919.1|BTRY
OG0004194	LOC108087329|XP_017040149.1|DFIC	LOC120775895|XP_039962223.1|BTRY
OG0004195	LOC108094617|XP_017050788.1|DFIC	LOC120775116|XP_039961068.1|BTRY
OG0004196	LOC108088392|XP_017041630.1|DFIC	LOC120766895|XP_039948582.1|BTRY
OG0004197	LOC108102046|XP_017062157.1|DFIC	LOC120775064|XP_039960981.1|BTRY
OG0004198	LOC108091384|XP_017046055.1|DFIC	LOC120766818|XP_039948467.1|BTRY
OG0004199	LOC108102239|XP_017062467.1|DFIC	LOC120766619|XP_039948164.1|BTRY
OG0004200	LOC108090949|XP_017045382.1|DFIC	LOC120770378|XP_039953731.1|BTRY
OG0004201	LOC108086569|XP_017039015.1|DFIC	LOC120782252|XP_039970350.1|BTRY
OG0004202	LOC108095794|XP_017052544.1|DFIC	LOC120767656|XP_039949766.1|BTRY
OG0004203	LOC108097290|XP_017054995.1|DFIC	LOC120779033|XP_039967093.1|BTRY
OG0004204	LOC108088883|XP_017042369.1|DFIC	LOC120776942|XP_039963956.1|BTRY
OG0004205	LOC108087517|XP_017040409.1|DFIC	LOC120778150|XP_039965807.1|BTRY
OG0004206	LOC108101054|XP_017060730.1|DFIC	LOC120770724|XP_039954241.1|BTRY
OG0004207	LOC108101056|XP_017060732.1|DFIC	LOC120781982|XP_039970088.1|BTRY
OG0004208	LOC108102050|XP_017062164.1|DFIC	LOC120768334|XP_039950920.1|BTRY
OG0004209	LOC108099527|XP_017058584.1|DFIC	LOC120782805|XP_039971218.1|BTRY
OG0004210	LOC108098548|XP_017057034.1|DFIC	LOC120774800|XP_039960530.1|BTRY
OG0004211	LOC108094165|XP_017050106.1|DFIC	LOC120767707|XP_039949837.1|BTRY
OG0004212	LOC108092108|XP_017047092.1|DFIC	LOC120779528|XP_039967807.1|BTRY
OG0004213	LOC108099390|XP_017058377.1|DFIC	LOC120779416|XP_039967550.1|BTRY
OG0004214	LOC108087869|XP_017040942.1|DFIC	LOC120770214|XP_039953417.1|BTRY
OG0004215	LOC108087635|XP_017040581.1|DFIC	LOC120771306|XP_039955175.1|BTRY
OG0004216	LOC108087581|XP_017040502.1|DFIC	LOC120778070|XP_039965695.1|BTRY
OG0004217	LOC108089020|XP_017042594.1|DFIC	LOC120778790|XP_039966723.1|BTRY
OG0004218	LOC108101954|XP_017062029.1|DFIC	LOC120772159|XP_039956530.1|BTRY
OG0004219	LOC108099622|XP_017058734.1|DFIC	LOC120782851|XP_039971317.1|BTRY
OG0004220	LOC108096643|XP_017053897.1|DFIC	LOC120782777|XP_039971182.1|BTRY
OG0004221	LOC108098507|XP_017056923.1|DFIC	LOC120782605|XP_039970902.1|BTRY
OG0004222	LOC108087906|XP_017040973.1|DFIC	LOC120781347|XP_039969488.1|BTRY
OG0004223	LOC108088027|XP_017041141.1|DFIC	LOC120768857|XP_039951549.1|BTRY
OG0004224	LOC108090116|XP_017044131.1|DFIC	LOC120782309|XP_039970463.1|BTRY
OG0004225	LOC108097357|XP_017055086.1|DFIC	LOC120773950|XP_039959109.1|BTRY
OG0004226	LOC108087040|XP_017039703.1|DFIC	LOC120779071|XP_039967144.1|BTRY
OG0004227	LOC108097270|XP_017054960.1|DFIC	LOC120778848|XP_039966813.1|BTRY
OG0004228	LOC108097312|XP_017055022.1|DFIC	LOC120775392|XP_039961490.1|BTRY
OG0004229	LOC108093701|XP_017049380.1|DFIC	LOC120771033|XP_039954755.1|BTRY
OG0004230	LOC108097919|XP_017055942.1|DFIC	LOC120775159|XP_039961131.1|BTRY
OG0004231	LOC108100359|XP_017059683.1|DFIC	LOC120778069|XP_039965693.1|BTRY
OG0004232	LOC108100362|XP_017059689.1|DFIC	LOC120777349|XP_039964534.1|BTRY
OG0004233	LOC108100361|XP_017059688.1|DFIC	LOC120777348|XP_039964532.1|BTRY
OG0004234	LOC108100330|XP_017059627.1|DFIC	LOC120777650|XP_039965036.1|BTRY
OG0004235	LOC108097308|XP_017055014.1|DFIC	LOC120766999|XP_039948743.1|BTRY
OG0004236	LOC108087292|XP_017040092.1|DFIC	LOC120778123|XP_039965764.1|BTRY
OG0004237	LOC108096132|XP_017052998.1|DFIC	LOC120782810|XP_039971223.1|BTRY
OG0004238	LOC108087359|XP_017040188.1|DFIC	LOC120782468|XP_039970695.1|BTRY
OG0004239	LOC108098659|XP_017057223.1|DFIC	LOC120768635|XP_039951338.1|BTRY
OG0004240	LOC108090189|XP_017044265.1|DFIC	LOC120782626|XP_039970965.1|BTRY
OG0004241	LOC108099575|XP_017058667.1|DFIC	LOC120782358|XP_039970531.1|BTRY
OG0004242	LOC108099507|XP_017058559.1|DFIC	LOC120766400|XP_039947782.1|BTRY
OG0004243	LOC108088978|XP_017042509.1|DFIC	LOC120779142|XP_039967282.1|BTRY
OG0004244	LOC108087288|XP_017040086.1|DFIC	LOC120782236|XP_039970337.1|BTRY
OG0004245	LOC108100537|XP_017059985.1|DFIC	LOC120777029|XP_039964074.1|BTRY
OG0004246	LOC108100624|XP_017060112.1|DFIC	LOC120777581|XP_039964928.1|BTRY
OG0004247	LOC108091344|XP_017045981.1|DFIC	LOC120775526|XP_039961680.1|BTRY
OG0004248	LOC108094941|XP_017051291.1|DFIC	LOC120772695|XP_039957369.1|BTRY
OG0004249	LOC108099054|XP_017057809.1|DFIC	LOC120778844|XP_039966801.1|BTRY
OG0004250	LOC108092713|XP_017047928.1|DFIC	LOC120773534|XP_039958424.1|BTRY
OG0004251	LOC108092844|XP_017048140.1|DFIC	LOC120776091|XP_039962501.1|BTRY
OG0004252	LOC108102042|XP_017062154.1|DFIC	LOC120782270|XP_039970393.1|BTRY
OG0004253	LOC108099266|XP_017058130.1|DFIC	LOC120766653|XP_039948218.1|BTRY
OG0004254	LOC108097798|XP_017055818.1|DFIC	LOC120774328|XP_039959812.1|BTRY, LOC120775540|XP_039961699.1|BTRY, LOC120778172|XP_039965842.1|BTRY
OG0004255	LOC108092289|XP_017047314.1|DFIC, LOC108092290|XP_017047315.1|DFIC	LOC120774672|XP_039960336.1|BTRY, LOC120774671|XP_039960335.1|BTRY, LOC120774673|XP_039960337.1|BTRY
OG0004256	LOC108090362|XP_017044476.1|DFIC	LOC120770175|XP_039953324.1|BTRY
OG0004257	LOC108088438|XP_017041702.1|DFIC	LOC120772200|XP_039956600.1|BTRY
OG0004258	LOC108095918|XP_017052734.1|DFIC	LOC120782823|XP_039971271.1|BTRY
OG0004259	LOC108090453|XP_017044634.1|DFIC	LOC120770860|XP_039954409.1|BTRY
OG0004260	LOC108091376|XP_017046029.1|DFIC	LOC120773051|XP_039957920.1|BTRY
OG0004261	LOC108090117|XP_017044133.1|DFIC	LOC120782372|XP_039970543.1|BTRY
OG0004262	LOC108092058|XP_017047007.1|DFIC	LOC120782714|XP_039971069.1|BTRY
OG0004263	LOC108101083|XP_017060771.1|DFIC	LOC120766462|XP_039947925.1|BTRY
OG0004264	LOC108098576|XP_017057101.1|DFIC	LOC120766352|XP_039947715.1|BTRY, LOC120766361|XP_039947725.1|BTRY
OG0004265	LOC108093553|XP_017049138.1|DFIC	LOC120782190|XP_039970267.1|BTRY
OG0004266	LOC108097061|XP_017054588.1|DFIC	LOC120778114|XP_039965755.1|BTRY
OG0004267	LOC108098914|XP_017057605.1|DFIC	LOC120782871|XP_039971348.1|BTRY
OG0004268	LOC108093904|XP_017049752.1|DFIC	LOC120771841|XP_039956018.1|BTRY
OG0004269	LOC108093933|XP_017049799.1|DFIC	LOC120770185|XP_039953344.1|BTRY
OG0004270	LOC108093632|XP_017049279.1|DFIC	LOC120781289|XP_039969419.1|BTRY
OG0004271	LOC108087780|XP_017040800.1|DFIC	LOC120769976|XP_039952985.1|BTRY
OG0004272	LOC108092201|XP_017047216.1|DFIC	LOC120782811|XP_039971224.1|BTRY
OG0004273	LOC108088014|XP_017041114.1|DFIC	LOC120775876|XP_039962183.1|BTRY, LOC120766833|XP_039948479.1|BTRY
OG0004274	LOC108095536|XP_017052152.1|DFIC	LOC120773420|XP_039958229.1|BTRY
OG0004275	LOC108095568|XP_017052207.1|DFIC	LOC120773397|XP_039958180.1|BTRY
OG0004276	LOC108096234|XP_017053119.1|DFIC	LOC120777309|XP_039964482.1|BTRY
OG0004277	LOC108100209|XP_017059474.1|DFIC	LOC120777804|XP_039965271.1|BTRY
OG0004278	LOC108095577|XP_017052218.1|DFIC	LOC120774372|XP_039959901.1|BTRY
OG0004279	LOC108091453|XP_017046141.1|DFIC	LOC120768932|XP_039951648.1|BTRY
OG0004280	LOC108095295|XP_017051827.1|DFIC	LOC120774501|XP_039960114.1|BTRY
OG0004281	LOC108101604|XP_017061507.1|DFIC	LOC120771682|XP_039955745.1|BTRY
OG0004282	LOC108090515|XP_017044723.1|DFIC	LOC120771170|XP_039954991.1|BTRY
OG0004283	LOC108090516|XP_017044724.1|DFIC	LOC120771171|XP_039954992.1|BTRY
OG0004284	LOC108089848|XP_017043782.1|DFIC	LOC120777665|XP_039965055.1|BTRY
OG0004285	LOC108087272|XP_017040068.1|DFIC	LOC120767019|XP_039948785.1|BTRY
OG0004286	LOC108100232|XP_017059498.1|DFIC	LOC120778758|XP_039966669.1|BTRY
OG0004287	LOC108100647|XP_017060141.1|DFIC	LOC120777956|XP_039965506.1|BTRY
OG0004288	LOC108100529|XP_017059979.1|DFIC	LOC120777584|XP_039964933.1|BTRY
OG0004289	LOC108088835|XP_017042290.1|DFIC	LOC120776776|XP_039963685.1|BTRY
OG0004290	LOC108101568|XP_017061466.1|DFIC	LOC120772742|XP_039957436.1|BTRY
OG0004291	LOC108086631|XP_017039095.1|DFIC	LOC120772924|XP_039957758.1|BTRY
OG0004292	LOC108089441|XP_017043167.1|DFIC	LOC120776824|XP_039963778.1|BTRY
OG0004293	LOC108096382|XP_017053428.1|DFIC	LOC120779188|XP_039967384.1|BTRY
OG0004294	LOC108087515|XP_017040407.1|DFIC	LOC120777931|XP_039965447.1|BTRY
OG0004295	LOC108087559|XP_017040473.1|DFIC	LOC120778000|XP_039965593.1|BTRY
OG0004296	LOC108087477|XP_017040342.1|DFIC	LOC120777341|XP_039964527.1|BTRY
OG0004297	LOC108101944|XP_017062018.1|DFIC	LOC120772053|XP_039956364.1|BTRY
OG0004298	LOC108090439|XP_017044606.1|DFIC	LOC120772525|XP_039957123.1|BTRY
OG0004299	LOC108096522|XP_017053640.1|DFIC	LOC120772369|XP_039956872.1|BTRY
OG0004300	LOC108094942|XP_017051292.1|DFIC	LOC120771365|XP_039955258.1|BTRY
OG0004301	LOC108089437|XP_017043160.1|DFIC	LOC120776821|XP_039963775.1|BTRY
OG0004302	LOC108093734|XP_017049478.1|DFIC	LOC120770944|XP_039954589.1|BTRY
OG0004303	LOC108090872|XP_017045255.1|DFIC	LOC120770381|XP_039953735.1|BTRY
OG0004304	LOC108093650|XP_017049297.1|DFIC	LOC120770839|XP_039954367.1|BTRY
OG0004305	LOC108094859|XP_017051156.1|DFIC	LOC120771821|XP_039955974.1|BTRY
OG0004306	LOC108087701|XP_017040706.1|DFIC	LOC120770581|XP_039954095.1|BTRY
OG0004307	LOC108096712|XP_017054036.1|DFIC	LOC120771086|XP_039954845.1|BTRY
OG0004308	LOC108090726|XP_017045027.1|DFIC	LOC120770899|XP_039954501.1|BTRY
OG0004309	LOC108093918|XP_017049778.1|DFIC	LOC120776841|XP_039963801.1|BTRY
OG0004310	LOC108090440|XP_017044607.1|DFIC	LOC120770827|XP_039954346.1|BTRY
OG0004311	LOC108100626|XP_017060116.1|DFIC	LOC120777897|XP_039965402.1|BTRY
OG0004312	LOC108090930|XP_017045355.1|DFIC	LOC120771089|XP_039954849.1|BTRY
OG0004313	LOC108094294|XP_017050286.1|DFIC	LOC120770426|XP_039953810.1|BTRY
OG0004314	LOC108096799|XP_017054170.1|DFIC	LOC120770018|XP_039953048.1|BTRY
OG0004315	LOC108101901|XP_017061958.1|DFIC	LOC120772081|XP_039956412.1|BTRY
OG0004316	LOC108090702|XP_017044982.1|DFIC	LOC120770946|XP_039954593.1|BTRY
OG0004317	LOC108101607|XP_017061509.1|DFIC	LOC120772564|XP_039957185.1|BTRY
OG0004318	LOC108090854|XP_017045222.1|DFIC	LOC120770216|XP_039953425.1|BTRY
OG0004319	LOC108096878|XP_017054301.1|DFIC	LOC120771768|XP_039955888.1|BTRY
OG0004320	LOC108099477|XP_017058522.1|DFIC	LOC120770554|XP_039954061.1|BTRY
OG0004321	LOC108100969|XP_017060609.1|DFIC	LOC120768911|XP_039951612.1|BTRY
OG0004322	LOC108087381|XP_017040210.1|DFIC	LOC120766483|XP_039947960.1|BTRY
OG0004323	LOC108100582|XP_017060050.1|DFIC	LOC120774028|XP_039959258.1|BTRY
OG0004324	LOC108089943|XP_017043922.1|DFIC	LOC120769562|XP_039952550.1|BTRY
OG0004325	LOC108096895|XP_017054329.1|DFIC	LOC120772609|XP_039957258.1|BTRY
OG0004326	LOC108096894|XP_017054328.1|DFIC	LOC120772728|XP_039957423.1|BTRY
OG0004327	LOC108094691|XP_017050905.1|DFIC	LOC120774885|XP_039960675.1|BTRY
OG0004328	LOC108087712|XP_017040721.1|DFIC	LOC120774981|XP_039960818.1|BTRY
OG0004329	LOC108090796|XP_017045133.1|DFIC	LOC120771130|XP_039954920.1|BTRY
OG0004330	LOC108094073|XP_017050003.1|DFIC	LOC120772468|XP_039957040.1|BTRY
OG0004331	LOC108090705|XP_017044987.1|DFIC	LOC120770072|XP_039953135.1|BTRY
OG0004332	LOC108101247|XP_017060992.1|DFIC	LOC120768961|XP_039951688.1|BTRY
OG0004333	LOC108098246|XP_017056524.1|DFIC	LOC120767900|XP_039950179.1|BTRY
OG0004334	LOC108100910|XP_017060513.1|DFIC	LOC120769141|XP_039951947.1|BTRY
OG0004335	LOC108094251|XP_017050199.1|DFIC	LOC120771060|XP_039954800.1|BTRY
OG0004336	LOC108094885|XP_017051209.1|DFIC	LOC120772604|XP_039957252.1|BTRY
OG0004337	LOC108092722|XP_017047940.1|DFIC	LOC120767441|XP_039949438.1|BTRY
OG0004338	LOC108096271|XP_017053222.1|DFIC	LOC120772097|XP_039956437.1|BTRY
OG0004339	LOC108086726|XP_017039241.1|DFIC	LOC120770524|XP_039954001.1|BTRY
OG0004340	LOC108086725|XP_017039240.1|DFIC	LOC120770523|XP_039953999.1|BTRY
OG0004341	LOC108096921|XP_017054361.1|DFIC	LOC120770019|XP_039953051.1|BTRY
OG0004342	LOC108095230|XP_017051739.1|DFIC	LOC120771802|XP_039955938.1|BTRY
OG0004343	LOC108095224|XP_017051730.1|DFIC	LOC120770895|XP_039954495.1|BTRY
OG0004344	LOC108090905|XP_017045310.1|DFIC	LOC120771908|XP_039956125.1|BTRY
OG0004345	LOC108094391|XP_017050445.1|DFIC	LOC120772179|XP_039956561.1|BTRY
OG0004346	LOC108101917|XP_017061982.1|DFIC	LOC120771602|XP_039955616.1|BTRY
OG0004347	LOC108101883|XP_017061915.1|DFIC	LOC120771408|XP_039955316.1|BTRY
OG0004348	LOC108090648|XP_017044915.1|DFIC	LOC120772844|XP_039957593.1|BTRY
OG0004349	LOC108090721|XP_017045013.1|DFIC	LOC120771131|XP_039954921.1|BTRY
OG0004350	LOC108093980|XP_017049878.1|DFIC	LOC120773025|XP_039957888.1|BTRY, LOC120773024|XP_039957887.1|BTRY
OG0004351	LOC108096642|XP_017053895.1|DFIC	LOC120770338|XP_039953667.1|BTRY
OG0004352	LOC108098573|XP_017057096.1|DFIC	LOC120768792|XP_039951485.1|BTRY
OG0004353	LOC108095920|XP_017052741.1|DFIC	LOC120782450|XP_039970672.1|BTRY
OG0004354	LOC108097468|XP_017055233.1|DFIC	LOC120769903|XP_039952970.1|BTRY
OG0004355	LOC108091780|XP_017046622.1|DFIC	LOC120768803|XP_039951492.1|BTRY
OG0004356	LOC108087799|XP_017040833.1|DFIC	LOC120770322|XP_039953639.1|BTRY
OG0004357	LOC108094006|XP_017049922.1|DFIC	LOC120772646|XP_039957306.1|BTRY
OG0004358	LOC108087720|XP_017040729.1|DFIC	LOC120772407|XP_039956937.1|BTRY
OG0004359	LOC108095158|XP_017051589.1|DFIC	LOC120773084|XP_039957972.1|BTRY
OG0004360	LOC108088346|XP_017041581.1|DFIC	LOC120776823|XP_039963777.1|BTRY
OG0004361	LOC108087298|XP_017040099.1|DFIC	LOC120782678|XP_039971000.1|BTRY
OG0004362	LOC108100108|XP_017059348.1|DFIC	LOC120778454|XP_039966183.1|BTRY
OG0004363	LOC108095576|XP_017052216.1|DFIC	LOC120775507|XP_039961649.1|BTRY
OG0004364	LOC108087782|XP_017040802.1|DFIC	LOC120770304|XP_039953605.1|BTRY
OG0004365	LOC108095210|XP_017051709.1|DFIC	LOC120770931|XP_039954570.1|BTRY
OG0004366	LOC108091455|XP_017046144.1|DFIC	LOC120768933|XP_039951649.1|BTRY
OG0004367	LOC108100147|XP_017059390.1|DFIC	LOC120776670|XP_039963478.1|BTRY
OG0004368	LOC108088775|XP_017042218.1|DFIC	LOC120778704|XP_039966598.1|BTRY
OG0004369	LOC108101517|XP_017061367.1|DFIC	LOC120772428|XP_039956974.1|BTRY
OG0004370	LOC108090427|XP_017044586.1|DFIC	LOC120771186|XP_039955011.1|BTRY
OG0004371	LOC108091192|XP_017045761.1|DFIC	LOC120770493|XP_039953947.1|BTRY
OG0004372	LOC108101942|XP_017062016.1|DFIC	LOC120771080|XP_039954835.1|BTRY
OG0004373	LOC108087377|XP_017040208.1|DFIC	LOC120772203|XP_039956603.1|BTRY, LOC120772405|XP_039956935.1|BTRY
OG0004374	LOC108093727|XP_017049427.1|DFIC	LOC120770728|XP_039954242.1|BTRY
OG0004375	LOC108089614|XP_017043465.1|DFIC	LOC120778942|XP_039966935.1|BTRY
OG0004376	LOC108100697|XP_017060208.1|DFIC	LOC120777940|XP_039965475.1|BTRY
OG0004377	LOC108087570|XP_017040489.1|DFIC	LOC120778475|XP_039966225.1|BTRY
OG0004378	LOC108101830|XP_017061826.1|DFIC	LOC120770968|XP_039954633.1|BTRY
OG0004379	LOC108095213|XP_017051713.1|DFIC	LOC120770379|XP_039953733.1|BTRY
OG0004380	LOC108090443|XP_017044613.1|DFIC	LOC120772384|XP_039956908.1|BTRY
OG0004381	LOC108097631|XP_017055551.1|DFIC	LOC120776797|XP_039963724.1|BTRY
OG0004382	LOC108086729|XP_017039245.1|DFIC	LOC120770651|XP_039954181.1|BTRY
OG0004383	LOC108093811|XP_017049613.1|DFIC	LOC120772684|XP_039957355.1|BTRY
OG0004384	LOC108093883|XP_017049727.1|DFIC	LOC120770971|XP_039954640.1|BTRY
OG0004385	LOC108094039|XP_017049961.1|DFIC	LOC120771181|XP_039955005.1|BTRY
OG0004386	LOC108087731|XP_017040740.1|DFIC	LOC120771907|XP_039956124.1|BTRY
OG0004387	LOC108095436|XP_017052035.1|DFIC	LOC120776356|XP_039962847.1|BTRY
OG0004388	LOC108086775|XP_017039309.1|DFIC	LOC120772546|XP_039957161.1|BTRY
OG0004389	LOC108100553|XP_017060013.1|DFIC	LOC120770496|XP_039953953.1|BTRY
OG0004390	LOC108096381|XP_017053425.1|DFIC	LOC120779186|XP_039967382.1|BTRY
OG0004391	LOC108094785|XP_017051048.1|DFIC	LOC120771955|XP_039956200.1|BTRY, LOC120772280|XP_039956725.1|BTRY, LOC120771451|XP_039955395.1|BTRY
OG0004392	LOC108096288|XP_017053248.1|DFIC	LOC120777073|XP_039964134.1|BTRY
OG0004393	LOC108087820|XP_017040877.1|DFIC	LOC120771663|XP_039955712.1|BTRY
OG0004394	LOC108090528|XP_017044736.1|DFIC	LOC120772522|XP_039957119.1|BTRY
OG0004395	LOC108094789|XP_017051050.1|DFIC	LOC120770734|XP_039954257.1|BTRY
OG0004396	LOC108096387|XP_017053481.1|DFIC	LOC120771149|XP_039954951.1|BTRY
OG0004397	LOC108087784|XP_017040804.1|DFIC	LOC120772001|XP_039956291.1|BTRY
OG0004398	LOC108087789|XP_017040811.1|DFIC	LOC120772002|XP_039956292.1|BTRY
OG0004399	LOC108093702|XP_017049381.1|DFIC	LOC120771004|XP_039954698.1|BTRY
