Orthogroup	DFIC.longest_only	AAEG.longest_only
OG0005340	LOC108089219|XP_017042863.1|DFIC	LOC5573492|XP_001660898.2|AAEG
OG0005341	LOC108090524|XP_017044731.1|DFIC	LOC5573494|XP_021701416.1|AAEG
OG0005342	LOC108094331|XP_017050397.1|DFIC, LOC108102110|XP_017062263.1|DFIC	LOC5573495|XP_021701417.1|AAEG
OG0005343	LOC108094038|XP_017049960.1|DFIC	LOC5573500|XP_021701422.1|AAEG
OG0005344	LOC108087615|XP_017040546.1|DFIC	LOC5578762|XP_021701458.1|AAEG
OG0005345	LOC108094372|XP_017050406.1|DFIC	LOC5578758|XP_001657126.1|AAEG
OG0005346	LOC108088141|XP_017041295.1|DFIC	LOC5576425|XP_001662633.1|AAEG
OG0005347	LOC108091543|XP_017046297.1|DFIC	LOC5565689|XP_021701522.1|AAEG
OG0005348	LOC108089168|XP_017042788.1|DFIC	LOC5577734|XP_021701531.1|AAEG
OG0005349	LOC108089208|XP_017042847.1|DFIC	LOC5565279|XP_001649624.2|AAEG
OG0005350	LOC108100084|XP_017059316.1|DFIC	LOC5578315|XP_001663831.2|AAEG
OG0005351	LOC108096239|XP_017053153.1|DFIC	LOC5576176|XP_021701542.1|AAEG
OG0005352	LOC108089194|XP_017042823.1|DFIC	LOC5571955|XP_021701545.1|AAEG
OG0005353	LOC108093785|XP_017049553.1|DFIC	LOC5568247|XP_021701564.1|AAEG
OG0005354	LOC108092367|XP_017047393.1|DFIC	LOC5568244|XP_021701574.1|AAEG
OG0005355	LOC108091503|XP_017046233.1|DFIC	LOC5568238|XP_001657927.2|AAEG
OG0005356	LOC108091506|XP_017046236.1|DFIC	LOC5568230|XP_001657926.1|AAEG
OG0005357	LOC108100809|XP_017060364.1|DFIC	LOC5568233|XP_021701597.1|AAEG
OG0005358	LOC108102231|XP_017062448.1|DFIC	LOC5565119|XP_001649466.1|AAEG
OG0005359	LOC108096827|XP_017054220.1|DFIC	LOC5565120|XP_001649467.1|AAEG
OG0005360	LOC108088304|XP_017041522.1|DFIC	LOC5569333|XP_001658431.1|AAEG
OG0005361	LOC108100060|XP_017059284.1|DFIC	LOC5569340|XP_001658437.2|AAEG
OG0005362	LOC108089240|XP_017042890.1|DFIC	LOC5580260|XP_001656144.1|AAEG
OG0005363	LOC108094556|XP_017050653.1|DFIC	LOC5570638|XP_001659237.1|AAEG
OG0005364	LOC108095199|XP_017051695.1|DFIC	LOC5574679|XP_021701639.1|AAEG
OG0005365	LOC108089883|XP_017043834.1|DFIC	LOC5565517|XP_021701663.1|AAEG
OG0005366	LOC108089950|XP_017043929.1|DFIC	LOC5564673|XP_021701665.1|AAEG, LOC110681414|XP_021712846.1|AAEG
OG0005367	LOC108089939|XP_017043917.1|DFIC	LOC5572617|XP_021701676.1|AAEG
OG0005368	LOC108099268|XP_017058132.1|DFIC	LOC5572622|XP_001660487.1|AAEG
OG0005369	LOC108094141|XP_017050062.1|DFIC	LOC5572624|XP_001660489.1|AAEG
OG0005370	LOC108100037|XP_017059250.1|DFIC	LOC5572625|XP_021701680.1|AAEG
OG0005371	LOC108100107|XP_017059344.1|DFIC	LOC5572626|XP_021701682.1|AAEG
OG0005372	LOC108098967|XP_017057672.1|DFIC	LOC5578314|XP_021701686.1|AAEG, LOC110676930|XP_021702499.1|AAEG
OG0005373	LOC108101742|XP_017061696.1|DFIC	LOC5577186|XP_001663274.1|AAEG
OG0005374	LOC108098202|XP_017056428.1|DFIC	LOC5577183|XP_021701716.1|AAEG
OG0005375	LOC108095430|XP_017052065.1|DFIC, LOC108098191|XP_017056415.1|DFIC	LOC5577181|XP_001663269.2|AAEG
OG0005376	LOC108101267|XP_017061042.1|DFIC	LOC5566917|XP_021701720.1|AAEG
OG0005377	LOC108100478|XP_017059899.1|DFIC	LOC5577214|XP_001663309.2|AAEG
OG0005378	LOC108095179|XP_017051642.1|DFIC	LOC5574148|XP_021701765.1|AAEG
OG0005379	LOC108092582|XP_017047716.1|DFIC	LOC5568492|XP_001658081.1|AAEG
OG0005380	LOC108101312|XP_017061102.1|DFIC	LOC5568493|XP_021701770.1|AAEG
OG0005381	LOC108101560|XP_017061454.1|DFIC, LOC108095077|XP_017051489.1|DFIC	LOC5571212|XP_021701780.1|AAEG
OG0005382	LOC108089823|XP_017043718.1|DFIC	LOC5573096|XP_021701785.1|AAEG
OG0005383	LOC108099842|XP_017058978.1|DFIC	LOC5571560|XP_021701830.1|AAEG
OG0005384	LOC108102240|XP_017062468.1|DFIC	LOC23687965|XP_011493374.1|AAEG
OG0005385	LOC108094899|XP_017051233.1|DFIC	LOC5569392|XP_021701841.1|AAEG
OG0005386	LOC108090533|XP_017044746.1|DFIC	LOC5569051|XP_021701845.1|AAEG
OG0005387	LOC108099394|XP_017058382.1|DFIC	LOC5569043|XP_021701852.1|AAEG
OG0005388	LOC108089854|XP_017043788.1|DFIC	LOC5579491|XP_001647790.2|AAEG
OG0005389	LOC108093490|XP_017049069.1|DFIC	LOC5564617|XP_021701917.1|AAEG
OG0005390	LOC108089864|XP_017043801.1|DFIC	LOC110673993|XP_021702005.1|AAEG
OG0005391	LOC108089866|XP_017043803.1|DFIC	LOC110676864|XP_021702006.1|AAEG
OG0005392	LOC108090609|XP_017044868.1|DFIC	LOC5578426|XP_021702014.1|AAEG
OG0005393	LOC108087194|XP_017039943.1|DFIC	LOC5580153|XP_001661638.1|AAEG
OG0005394	LOC108090613|XP_017044876.1|DFIC	LOC5579065|XP_021702016.1|AAEG
OG0005395	LOC108096054|XP_017052893.1|DFIC	LOC5563795|XP_021702023.1|AAEG
OG0005396	LOC108092654|XP_017047799.1|DFIC	LOC5563771|XP_021702037.1|AAEG
OG0005397	LOC108092655|XP_017047802.1|DFIC	LOC5576963|XP_021702043.1|AAEG
OG0005398	LOC108090153|XP_017044199.1|DFIC	LOC5573386|XP_001654557.1|AAEG
OG0005399	LOC108090568|XP_017044801.1|DFIC	LOC5573405|XP_021702086.1|AAEG
OG0005400	LOC108090551|XP_017044778.1|DFIC	LOC5572014|XP_021702113.1|AAEG
OG0005401	LOC108092767|XP_017047989.1|DFIC	LOC5573077|XP_021702137.1|AAEG
OG0005402	LOC108092737|XP_017047955.1|DFIC	LOC5573072|XP_021702139.1|AAEG
OG0005403	LOC108092749|XP_017047968.1|DFIC	LOC5573075|XP_021702143.1|AAEG
OG0005404	LOC108092750|XP_017047969.1|DFIC	LOC5567717|XP_001657636.1|AAEG
OG0005405	LOC108096822|XP_017054214.1|DFIC	LOC5567312|XP_001651747.1|AAEG
OG0005406	LOC108090498|XP_017044704.1|DFIC	LOC5573822|XP_021702169.1|AAEG
OG0005407	LOC108096819|XP_017054204.1|DFIC	LOC5570836|XP_001653344.1|AAEG
OG0005408	LOC108089833|XP_017043737.1|DFIC	LOC5570821|XP_001653333.1|AAEG
OG0005409	LOC108100825|XP_017060383.1|DFIC	LOC5578647|XP_021702211.1|AAEG
OG0005410	LOC108089840|XP_017043749.1|DFIC	LOC5580319|XP_021702227.1|AAEG
OG0005411	LOC108086663|XP_017039135.1|DFIC	LOC5577608|XP_001656602.1|AAEG
OG0005412	LOC108086746|XP_017039275.1|DFIC	LOC5577612|XP_021702239.1|AAEG
OG0005413	LOC108096639|XP_017053886.1|DFIC	LOC5577616|XP_021702241.1|AAEG
OG0005414	LOC108091119|XP_017045636.1|DFIC	LOC5577619|XP_001656613.1|AAEG
OG0005415	LOC108098025|XP_017056166.1|DFIC	LOC23687579|XP_021702256.1|AAEG
OG0005416	LOC108093834|XP_017049654.1|DFIC	LOC5575162|XP_021702288.1|AAEG
OG0005417	LOC108090593|XP_017044834.1|DFIC, LOC108101838|XP_017061845.1|DFIC	LOC5575147|XP_001655524.2|AAEG
OG0005418	LOC108089876|XP_017043821.1|DFIC	LOC5566387|XP_021702308.1|AAEG
OG0005419	LOC108089234|XP_017042883.1|DFIC	LOC5566397|XP_001650763.1|AAEG
OG0005420	LOC108088202|XP_017041391.1|DFIC	LOC5569444|XP_021702398.1|AAEG
OG0005421	LOC108093473|XP_017049048.1|DFIC	LOC5577296|XP_021702407.1|AAEG
OG0005422	LOC108087592|XP_017040513.1|DFIC	LOC5572459|XP_001660405.1|AAEG
OG0005423	LOC108101005|XP_017060697.1|DFIC, LOC108097850|XP_017055872.1|DFIC	LOC5572461|XP_021702480.1|AAEG
OG0005424	LOC108095162|XP_017051609.1|DFIC	LOC5565327|XP_001649673.2|AAEG
OG0005425	LOC108102146|XP_017062309.1|DFIC	LOC5565301|XP_021702494.1|AAEG
OG0005426	LOC108090399|XP_017044535.1|DFIC	LOC5565317|XP_021702536.1|AAEG
OG0005427	LOC108101159|XP_017060871.1|DFIC	LOC5566801|XP_001651209.2|AAEG
OG0005428	LOC108093002|XP_017048390.1|DFIC	LOC5566803|XP_021702556.1|AAEG
OG0005429	LOC108094383|XP_017050433.1|DFIC	LOC5566805|XP_021702566.1|AAEG
OG0005430	LOC108094384|XP_017050434.1|DFIC	LOC5566806|XP_021702568.1|AAEG
OG0005431	LOC108094388|XP_017050442.1|DFIC	LOC5569488|XP_021702620.1|AAEG
OG0005432	LOC108101724|XP_017061665.1|DFIC	LOC5564556|XP_001648896.1|AAEG
OG0005433	LOC108093641|XP_017049288.1|DFIC	LOC110676948|XP_021702633.1|AAEG
OG0005434	LOC108100814|XP_017060374.1|DFIC	LOC5577430|XP_021702661.1|AAEG
OG0005435	LOC108101725|XP_017061666.1|DFIC	LOC5577429|XP_001663357.2|AAEG
OG0005436	LOC108100876|XP_017060464.1|DFIC	LOC5577428|XP_001663356.2|AAEG
OG0005437	LOC108097939|XP_017056023.1|DFIC	LOC5577425|XP_001663354.1|AAEG
OG0005438	LOC108091486|XP_017046196.1|DFIC	LOC5572793|XP_001654194.2|AAEG
OG0005439	LOC108091648|XP_017046441.1|DFIC	LOC5572800|XP_001654201.1|AAEG, LOC110680580|XP_021712069.1|AAEG
OG0005440	LOC108092451|XP_017047525.1|DFIC	LOC5572817|XP_021702698.1|AAEG
OG0005441	LOC108092275|XP_017047299.1|DFIC	LOC5570355|XP_001653183.2|AAEG
OG0005442	LOC108101155|XP_017060866.1|DFIC	LOC5570695|XP_001659284.1|AAEG
OG0005443	LOC108089232|XP_017042878.1|DFIC	LOC5570692|XP_001659279.2|AAEG, LOC110673989|XP_021702718.1|AAEG
OG0005444	LOC108091468|XP_017046175.1|DFIC	LOC5572900|XP_001660636.1|AAEG
OG0005445	LOC108100015|XP_017059211.1|DFIC	LOC5568616|XP_021702749.1|AAEG
OG0005446	LOC108100841|XP_017060404.1|DFIC	LOC5568613|XP_021702783.1|AAEG
OG0005447	LOC108089786|XP_017043670.1|DFIC	LOC5568607|XP_001652438.1|AAEG
OG0005448	LOC108101836|XP_017061839.1|DFIC	LOC5577538|XP_001656551.2|AAEG
OG0005449	LOC108094657|XP_017050856.1|DFIC	LOC5564023|XP_001648344.3|AAEG
OG0005450	LOC108102289|XP_017062530.1|DFIC	LOC5564027|XP_001648347.1|AAEG
OG0005451	LOC108095087|XP_017051508.1|DFIC	LOC5575298|XP_021702845.1|AAEG
OG0005452	LOC108096818|XP_017054200.1|DFIC	LOC5580042|XP_021702882.1|AAEG
OG0005453	LOC108099506|XP_017058558.1|DFIC	LOC5573241|XP_021702898.1|AAEG
OG0005454	LOC108094507|XP_017050596.1|DFIC	LOC5573249|XP_021702918.1|AAEG
OG0005455	LOC108101789|XP_017061754.1|DFIC	LOC5571859|XP_001653784.1|AAEG
OG0005456	LOC108101170|XP_017060887.1|DFIC	LOC5571848|XP_021695339.1|AAEG
OG0005457	LOC108101244|XP_017060987.1|DFIC	LOC5571854|XP_001653792.1|AAEG
OG0005458	LOC108094167|XP_017050108.1|DFIC	LOC5575850|XP_021702947.1|AAEG
OG0005459	LOC108089917|XP_017043887.1|DFIC	LOC5575847|XP_021702948.1|AAEG
OG0005460	LOC108089847|XP_017043781.1|DFIC	LOC5575844|XP_001662260.1|AAEG
OG0005461	LOC108101206|XP_017060944.1|DFIC	LOC5575843|XP_001662261.1|AAEG
OG0005462	LOC108101213|XP_017060951.1|DFIC	LOC5579229|XP_001664309.1|AAEG
OG0005463	LOC108087456|XP_017040308.1|DFIC	LOC5579236|XP_001664316.1|AAEG
OG0005464	LOC108101157|XP_017060868.1|DFIC	LOC5568773|XP_021702965.1|AAEG
OG0005465	LOC108101176|XP_017060895.1|DFIC	LOC5563940|XP_021702972.1|AAEG
OG0005466	LOC108101167|XP_017060885.1|DFIC	LOC5573814|XP_001661061.2|AAEG
OG0005467	LOC108095976|XP_017052809.1|DFIC	LOC5564839|XP_021703005.1|AAEG
OG0005468	LOC108092690|XP_017047888.1|DFIC	LOC5569060|XP_021712146.1|AAEG, LOC110674009|XP_021703021.1|AAEG
OG0005469	LOC108100995|XP_017060649.1|DFIC	LOC110680898|XP_021712378.1|AAEG, LOC5569087|XP_001658295.1|AAEG
OG0005470	LOC108100966|XP_017060606.1|DFIC	LOC5569067|XP_001658296.1|AAEG
OG0005471	LOC108098256|XP_017056542.1|DFIC	LOC5569063|XP_021703031.1|AAEG
OG0005473	LOC108089965|XP_017043949.1|DFIC	LOC5569076|XP_001658306.1|AAEG
OG0005474	LOC108093506|XP_017049084.1|DFIC	LOC5569080|XP_021695344.1|AAEG
OG0005475	LOC108093505|XP_017049083.1|DFIC	LOC5569081|XP_001658311.1|AAEG
OG0005476	LOC108101509|XP_017061359.1|DFIC	LOC5569082|XP_001658312.1|AAEG
OG0005477	LOC108100533|XP_017059983.1|DFIC	LOC5567982|XP_021703059.1|AAEG
OG0005478	LOC108101275|XP_017061052.1|DFIC	LOC5567978|XP_001657799.1|AAEG
OG0005479	LOC108101274|XP_017061051.1|DFIC	LOC5567977|XP_001657798.1|AAEG
OG0005480	LOC108101276|XP_017061055.1|DFIC	LOC5567975|XP_001657797.1|AAEG
OG0005481	LOC108092502|XP_017047603.1|DFIC	LOC5567972|XP_001657794.2|AAEG
OG0005482	LOC108092495|XP_017047586.1|DFIC	LOC5567962|XP_021703077.1|AAEG
OG0005483	LOC108097561|XP_017055434.1|DFIC	LOC5567961|XP_001657782.1|AAEG
OG0005484	LOC108098428|XP_017056808.1|DFIC, LOC108090722|XP_017045061.1|DFIC	LOC5570443|XP_021703094.1|AAEG
OG0005485	LOC108087859|XP_017040930.1|DFIC	LOC5572771|XP_021703099.1|AAEG
OG0005486	LOC108090537|XP_017044759.1|DFIC	LOC5573695|XP_021703120.1|AAEG
OG0005487	LOC108092546|XP_017047669.1|DFIC	LOC5568794|XP_001658160.2|AAEG
OG0005488	LOC108092525|XP_017047637.1|DFIC	LOC5568796|XP_021703167.1|AAEG
OG0005489	LOC108101314|XP_017061104.1|DFIC	LOC110677029|XP_021703177.1|AAEG, LOC5568937|XP_001658259.2|AAEG
OG0005490	LOC108101328|XP_017061126.1|DFIC	LOC5568936|XP_021703178.1|AAEG
OG0005491	LOC108094137|XP_017050047.1|DFIC	LOC5568929|XP_021703181.1|AAEG
OG0005492	LOC108094154|XP_017050083.1|DFIC	LOC5568945|XP_001658248.1|AAEG
OG0005493	LOC108098307|XP_017056608.1|DFIC	LOC5568919|XP_001658241.2|AAEG
OG0005494	LOC108090784|XP_017045119.1|DFIC	LOC5573121|XP_001660737.2|AAEG
OG0005495	LOC108090789|XP_017045125.1|DFIC	LOC5573133|XP_001660749.1|AAEG
OG0005496	LOC108093321|XP_017048799.1|DFIC	LOC5573175|XP_021703271.1|AAEG
OG0005497	LOC108098376|XP_017056725.1|DFIC	LOC5573179|XP_021695374.1|AAEG
OG0005498	LOC108098377|XP_017056727.1|DFIC	LOC5573182|XP_001660799.1|AAEG
OG0005499	LOC108098333|XP_017056655.1|DFIC	LOC5573188|XP_001660806.2|AAEG
OG0005500	LOC108098335|XP_017056657.1|DFIC	LOC5573190|XP_001660805.1|AAEG
OG0005501	LOC108101224|XP_017060962.1|DFIC	LOC5573191|XP_001660807.2|AAEG
OG0005502	LOC108101226|XP_017060963.1|DFIC	LOC5573193|XP_001660810.2|AAEG
OG0005503	LOC108100032|XP_017059239.1|DFIC	LOC5573206|XP_021703286.1|AAEG
OG0005504	LOC108094164|XP_017050105.1|DFIC	LOC5573894|XP_001654929.2|AAEG
OG0005506	LOC108089875|XP_017043818.1|DFIC	LOC5573936|XP_001654972.2|AAEG
OG0005507	LOC108091424|XP_017046104.1|DFIC	LOC5573941|XP_001654977.1|AAEG
OG0005508	LOC108100093|XP_017059326.1|DFIC	LOC5573953|XP_001654991.1|AAEG
OG0005509	LOC108092381|XP_017047415.1|DFIC	LOC5573955|XP_001654993.2|AAEG
OG0005510	LOC108098338|XP_017056667.1|DFIC	LOC110677097|XP_021703474.1|AAEG
OG0005511	LOC108092842|XP_017048137.1|DFIC	LOC5575552|XP_001662057.1|AAEG
OG0005512	LOC108099603|XP_017058710.1|DFIC	LOC5575559|XP_001662065.1|AAEG
OG0005513	LOC108101677|XP_017061590.1|DFIC	LOC5566979|XP_001651399.1|AAEG
OG0005514	LOC108099369|XP_017058351.1|DFIC	LOC5566976|XP_001651396.1|AAEG
OG0005515	LOC108096775|XP_017054140.1|DFIC	LOC5567998|XP_021703530.1|AAEG
OG0005516	LOC108089279|XP_017042947.1|DFIC	LOC5567997|XP_001657824.1|AAEG
OG0005517	LOC108092698|XP_017047899.1|DFIC, LOC108093678|XP_017049774.1|DFIC	LOC5567988|XP_021703546.1|AAEG
OG0005518	LOC108096090|XP_017052947.1|DFIC	LOC5568005|XP_021703559.1|AAEG
OG0005519	LOC108087721|XP_017040731.1|DFIC	LOC5572071|XP_021703581.1|AAEG
OG0005520	LOC108100066|XP_017059290.1|DFIC	LOC5572076|XP_021703594.1|AAEG
OG0005521	LOC108100051|XP_017059273.1|DFIC	LOC5565845|XP_001650205.1|AAEG
OG0005522	LOC108100146|XP_017059389.1|DFIC	LOC5565849|XP_021695382.1|AAEG
OG0005523	LOC108089977|XP_017043967.1|DFIC	LOC5565830|XP_021703612.1|AAEG
OG0005524	LOC108100073|XP_017059297.1|DFIC	LOC5565857|XP_021703642.1|AAEG
OG0005525	LOC108101182|XP_017060907.1|DFIC	LOC5565858|XP_001650225.1|AAEG
OG0005526	LOC108089272|XP_017042934.1|DFIC	LOC5573452|XP_021703657.1|AAEG
OG0005527	LOC108101975|XP_017062058.1|DFIC	LOC110677152|XP_021703658.1|AAEG
OG0005528	LOC108100899|XP_017060497.1|DFIC	LOC5569819|XP_021703684.1|AAEG
OG0005529	LOC108093415|XP_017048947.1|DFIC	LOC5569793|XP_021703701.1|AAEG
OG0005530	LOC108092575|XP_017047706.1|DFIC	LOC5564932|XP_001649270.2|AAEG
OG0005531	LOC108093121|XP_017048554.1|DFIC	LOC5564920|XP_021703752.1|AAEG
OG0005532	LOC108091509|XP_017046243.1|DFIC	LOC5564925|XP_021703760.1|AAEG
OG0005533	LOC108092466|XP_017047544.1|DFIC	LOC5570854|XP_001653368.2|AAEG
OG0005534	LOC108100615|XP_017060095.1|DFIC	LOC5565920|XP_001650268.1|AAEG
OG0005535	LOC108092404|XP_017047455.1|DFIC	LOC5565921|XP_001650265.1|AAEG
OG0005536	LOC108098266|XP_017056553.1|DFIC	LOC5565900|XP_001650261.2|AAEG
OG0005537	LOC108100890|XP_017060488.1|DFIC	LOC5565895|XP_021703827.1|AAEG
OG0005538	LOC108095916|XP_017052737.1|DFIC, LOC108096085|XP_017052940.1|DFIC	LOC5565910|XP_001650254.2|AAEG
OG0005539	LOC108101240|XP_017060983.1|DFIC	LOC5565878|XP_001650246.1|AAEG
OG0005540	LOC108091533|XP_017046288.1|DFIC	LOC5565890|XP_021703849.1|AAEG
OG0005541	LOC108091546|XP_017046305.1|DFIC	LOC5569706|XP_001658686.2|AAEG
OG0005542	LOC108099126|XP_017057952.1|DFIC	LOC5569704|XP_021703866.1|AAEG
OG0005543	LOC108086323|XP_017038713.1|DFIC, LOC108094461|XP_017050530.1|DFIC	LOC5577908|XP_021703883.1|AAEG
OG0005544	LOC108091494|XP_017046208.1|DFIC	LOC5577905|XP_021703888.1|AAEG
OG0005545	LOC108098708|XP_017057310.1|DFIC	LOC5568165|XP_001652098.2|AAEG
OG0005546	LOC108089931|XP_017043907.1|DFIC	LOC5568168|XP_001652102.2|AAEG
OG0005547	LOC108092769|XP_017047992.1|DFIC	LOC5568183|XP_021703909.1|AAEG
OG0005548	LOC108092696|XP_017047896.1|DFIC	LOC5568184|XP_021703912.1|AAEG
OG0005549	LOC108092738|XP_017047956.1|DFIC	LOC5568185|XP_021703913.1|AAEG
OG0005550	LOC108089922|XP_017043892.1|DFIC	LOC5579519|XP_021703930.1|AAEG
OG0005551	LOC108095235|XP_017051751.1|DFIC	LOC5564527|XP_001648870.2|AAEG
OG0005552	LOC108095218|XP_017051723.1|DFIC	LOC5565077|XP_001649418.2|AAEG
OG0005553	LOC108094111|XP_017050021.1|DFIC	LOC5575665|XP_001662124.2|AAEG
OG0005554	LOC108091500|XP_017046231.1|DFIC	LOC5568091|XP_021703968.1|AAEG
OG0005555	LOC108091523|XP_017046273.1|DFIC	LOC5568090|XP_001652028.1|AAEG
OG0005556	LOC108091522|XP_017046272.1|DFIC	LOC5568089|XP_001652027.2|AAEG
OG0005557	LOC108098198|XP_017056425.1|DFIC	LOC5568088|XP_001652026.2|AAEG
OG0005558	LOC108097662|XP_017055589.1|DFIC	LOC5568082|XP_021703982.1|AAEG
OG0005559	LOC108089898|XP_017043861.1|DFIC	LOC5568095|XP_001652019.2|AAEG
OG0005560	LOC108098193|XP_017056418.1|DFIC	LOC5568081|XP_021703989.1|AAEG
OG0005561	LOC108094639|XP_017050828.1|DFIC	LOC5568070|XP_021703993.1|AAEG
OG0005562	LOC108089901|XP_017043864.1|DFIC	LOC5568096|XP_021703995.1|AAEG
OG0005563	LOC108095013|XP_017051345.1|DFIC	LOC5569518|XP_001652822.2|AAEG
OG0005564	LOC108089158|XP_017042771.1|DFIC	LOC5569522|XP_021704014.1|AAEG
OG0005565	LOC108090604|XP_017044864.1|DFIC	LOC5569519|XP_021704020.1|AAEG
OG0005566	LOC108090605|XP_017044865.1|DFIC	LOC5569523|XP_001652835.2|AAEG
OG0005567	LOC108099618|XP_017058729.1|DFIC	LOC5569524|XP_021704021.1|AAEG
OG0005568	LOC108089825|XP_017043727.1|DFIC	LOC110677247|XP_021704042.1|AAEG
OG0005569	LOC108092541|XP_017047658.1|DFIC	LOC110677248|XP_021704043.1|AAEG, LOC5567337|XP_001651763.1|AAEG
OG0005570	LOC108101313|XP_017061103.1|DFIC	LOC5569766|XP_021695401.1|AAEG
OG0005571	LOC108096708|XP_017054030.1|DFIC	LOC5566683|XP_021711451.1|AAEG
OG0005572	LOC108087812|XP_017040863.1|DFIC	LOC5568572|XP_001652402.1|AAEG
OG0005573	LOC108095850|XP_017052637.1|DFIC	LOC5568570|XP_021705422.1|AAEG
OG0005574	LOC108093763|XP_017049521.1|DFIC	LOC5568565|XP_001652395.2|AAEG
OG0005575	LOC108087186|XP_017039932.1|DFIC	LOC5563803|XP_001648086.1|AAEG
OG0005576	LOC108093748|XP_017049504.1|DFIC	LOC5567852|XP_001651893.2|AAEG
OG0005577	LOC108096440|XP_017053525.1|DFIC	LOC5575373|XP_001661904.1|AAEG
OG0005578	LOC108100487|XP_017059910.1|DFIC	LOC5575378|XP_021708154.1|AAEG
OG0005579	LOC108100488|XP_017059911.1|DFIC	LOC5575379|XP_021708155.1|AAEG
OG0005580	LOC108096248|XP_017053180.1|DFIC	LOC5568428|XP_001652256.1|AAEG
OG0005581	LOC108096997|XP_017054474.1|DFIC, LOC108098462|XP_017056856.1|DFIC	LOC5568434|XP_021706155.1|AAEG
OG0005582	LOC108088886|XP_017042373.1|DFIC	LOC5570313|XP_001653135.2|AAEG
OG0005583	LOC108089063|XP_017042661.1|DFIC	LOC5570314|XP_001653140.2|AAEG
OG0005584	LOC108093437|XP_017048990.1|DFIC	LOC5570212|XP_021708079.1|AAEG
OG0005585	LOC108098546|XP_017057036.1|DFIC	LOC5570226|XP_001659005.1|AAEG, LOC110680234|XP_021711741.1|AAEG
OG0005586	LOC108090233|XP_017044320.1|DFIC	LOC5570234|XP_021711486.1|AAEG
OG0005587	LOC108100027|XP_017059232.1|DFIC	LOC5570236|XP_021706701.1|AAEG
OG0005588	LOC108089517|XP_017043331.1|DFIC	LOC5570237|XP_001659016.2|AAEG
OG0005589	LOC108099523|XP_017058579.1|DFIC	LOC5579026|XP_021705203.1|AAEG
OG0005590	LOC108094329|XP_017050368.1|DFIC	LOC5579025|XP_001664206.2|AAEG
OG0005591	LOC108097709|XP_017055686.1|DFIC	LOC5579029|XP_021704809.1|AAEG
OG0005592	LOC108087024|XP_017039681.1|DFIC	LOC5572840|XP_001660595.1|AAEG
OG0005593	LOC108100613|XP_017060092.1|DFIC	LOC5572832|XP_001660598.1|AAEG
OG0005594	LOC108089509|XP_017043317.1|DFIC	LOC5572835|XP_021704347.1|AAEG
OG0005595	LOC108089508|XP_017043315.1|DFIC	LOC5572837|XP_001660600.2|AAEG
OG0005596	LOC108100279|XP_017059554.1|DFIC	LOC5572845|XP_021705712.1|AAEG
OG0005597	LOC108099471|XP_017058513.1|DFIC	LOC5572844|XP_021705676.1|AAEG
OG0005598	LOC108088494|XP_017041808.1|DFIC	LOC5570139|XP_001653121.1|AAEG
OG0005599	LOC108087811|XP_017040861.1|DFIC	LOC5572509|XP_001660447.1|AAEG
OG0005600	LOC108099550|XP_017058621.1|DFIC	LOC5575114|XP_001661836.1|AAEG
OG0005601	LOC108097540|XP_017055378.1|DFIC	LOC5575109|XP_021708500.1|AAEG
OG0005602	LOC108095663|XP_017052316.1|DFIC	LOC5575106|XP_001661828.1|AAEG
OG0005603	LOC108101800|XP_017061765.1|DFIC	LOC23687752|XP_011493613.1|AAEG
OG0005604	LOC108101891|XP_017061941.1|DFIC	LOC5572229|XP_021709044.1|AAEG
OG0005605	LOC108086717|XP_017039224.1|DFIC	LOC5572230|XP_001653922.2|AAEG
OG0005606	LOC108093486|XP_017049062.1|DFIC	LOC5572238|XP_021709653.1|AAEG
OG0005607	LOC108102047|XP_017062158.1|DFIC	LOC5576658|XP_001656187.1|AAEG
OG0005608	LOC108102084|XP_017062225.1|DFIC	LOC5576659|XP_021708468.1|AAEG
OG0005609	LOC108099012|XP_017057735.1|DFIC	LOC5576650|XP_001656189.1|AAEG
OG0005610	LOC108089046|XP_017042643.1|DFIC	LOC5567644|XP_021705060.1|AAEG
OG0005611	LOC108099074|XP_017057852.1|DFIC	LOC5567647|XP_021706606.1|AAEG
OG0005612	LOC108087968|XP_017041056.1|DFIC	LOC5567648|XP_021710264.1|AAEG
OG0005613	LOC108087037|XP_017039698.1|DFIC	LOC5563782|XP_001648069.1|AAEG
OG0005614	LOC108090118|XP_017044137.1|DFIC	LOC5563776|XP_001648070.2|AAEG
OG0005615	LOC108100777|XP_017060304.1|DFIC	LOC23687614|XP_021709751.1|AAEG
OG0005616	LOC108097411|XP_017055162.1|DFIC	LOC5578567|XP_021707552.1|AAEG
OG0005617	LOC108091804|XP_017046659.1|DFIC	LOC5578565|XP_001663955.2|AAEG
OG0005618	LOC108087724|XP_017040734.1|DFIC	LOC5578564|XP_001663953.1|AAEG
OG0005619	LOC108087345|XP_017040174.1|DFIC	LOC5568529|XP_021707754.1|AAEG
OG0005620	LOC108091189|XP_017045755.1|DFIC	LOC5567843|XP_001657723.1|AAEG
OG0005621	LOC108097352|XP_017055077.1|DFIC	LOC110679374|XP_021709495.1|AAEG
OG0005622	LOC108097089|XP_017054633.1|DFIC	LOC5567821|XP_001657727.1|AAEG
OG0005623	LOC108092821|XP_017048114.1|DFIC	LOC5571133|XP_021707738.1|AAEG
