Orthogroup	DFIC.longest_only	CPIP.longest_only
OG0004356	LOC108087799|XP_017040833.1|DFIC	LOC120424388|XP_039444423.1|CPIP
OG0004357	LOC108094006|XP_017049922.1|DFIC	LOC120418003|XP_039436180.1|CPIP
OG0004358	LOC108087720|XP_017040729.1|DFIC	LOC120429097|XP_039450195.1|CPIP
OG0004359	LOC108095158|XP_017051589.1|DFIC	LOC120428515|XP_039449462.1|CPIP
OG0004361	LOC108087298|XP_017040099.1|DFIC	LOC120421469|XP_039440621.1|CPIP
OG0004362	LOC108100108|XP_017059348.1|DFIC	LOC120421462|XP_039440608.1|CPIP
OG0004363	LOC108095576|XP_017052216.1|DFIC	LOC120431871|XP_039452936.1|CPIP
OG0004364	LOC108087782|XP_017040802.1|DFIC	LOC120421461|XP_039440607.1|CPIP
OG0004365	LOC108095210|XP_017051709.1|DFIC	LOC120416734|XP_039434495.1|CPIP
OG0004366	LOC108091455|XP_017046144.1|DFIC	LOC120427348|XP_039448139.1|CPIP
OG0004367	LOC108100147|XP_017059390.1|DFIC	LOC120426855|XP_039447591.1|CPIP, LOC120427340|XP_039448128.1|CPIP
OG0004368	LOC108088775|XP_017042218.1|DFIC	LOC120426868|XP_039447606.1|CPIP
OG0004369	LOC108101517|XP_017061367.1|DFIC	LOC120428057|XP_039448950.1|CPIP
OG0004370	LOC108090427|XP_017044586.1|DFIC	LOC120415122|XP_039432477.1|CPIP
OG0004371	LOC108091192|XP_017045761.1|DFIC	LOC120422942|XP_039442458.1|CPIP
OG0004372	LOC108101942|XP_017062016.1|DFIC	LOC120422940|XP_039442452.1|CPIP
OG0004373	LOC108087377|XP_017040208.1|DFIC	LOC120422964|XP_039442486.1|CPIP
OG0004374	LOC108093727|XP_017049427.1|DFIC	LOC120415366|XP_039432792.1|CPIP
OG0004375	LOC108089614|XP_017043465.1|DFIC	LOC120415852|XP_039433423.1|CPIP
OG0004376	LOC108100697|XP_017060208.1|DFIC	LOC120430333|XP_039451367.1|CPIP
OG0004377	LOC108087570|XP_017040489.1|DFIC	LOC120415103|XP_039432455.1|CPIP
OG0004378	LOC108101830|XP_017061826.1|DFIC	LOC120415142|XP_039432503.1|CPIP
OG0004379	LOC108095213|XP_017051713.1|DFIC	LOC120415132|XP_039432492.1|CPIP
OG0004380	LOC108090443|XP_017044613.1|DFIC	LOC120415448|XP_039432931.1|CPIP
OG0004381	LOC108097631|XP_017055551.1|DFIC	LOC120420350|XP_039439279.1|CPIP
OG0004382	LOC108086729|XP_017039245.1|DFIC	LOC120419145|XP_039437713.1|CPIP
OG0004383	LOC108093811|XP_017049613.1|DFIC	LOC120419169|XP_039437755.1|CPIP
OG0004384	LOC108093883|XP_017049727.1|DFIC	LOC120419170|XP_039437757.1|CPIP
OG0004385	LOC108094039|XP_017049961.1|DFIC	LOC120412759|XP_039429285.1|CPIP
OG0004386	LOC108087731|XP_017040740.1|DFIC	LOC120412772|XP_039429301.1|CPIP
OG0004387	LOC108095436|XP_017052035.1|DFIC	LOC120412713|XP_039429221.1|CPIP
OG0004388	LOC108086775|XP_017039309.1|DFIC	LOC120412762|XP_039429288.1|CPIP
OG0004389	LOC108100553|XP_017060013.1|DFIC	LOC120412716|XP_039429234.1|CPIP
OG0004390	LOC108096381|XP_017053425.1|DFIC	LOC120415840|XP_039433410.1|CPIP
OG0004391	LOC108094785|XP_017051048.1|DFIC	LOC120415885|XP_039433456.1|CPIP
OG0004392	LOC108096288|XP_017053248.1|DFIC	LOC120415406|XP_039432867.1|CPIP
OG0004393	LOC108087820|XP_017040877.1|DFIC	LOC120415444|XP_039432926.1|CPIP, LOC120427099|XP_039447887.1|CPIP
OG0004394	LOC108090528|XP_017044736.1|DFIC	LOC120419311|XP_039437913.1|CPIP
OG0004395	LOC108094789|XP_017051050.1|DFIC	LOC120427990|XP_039448881.1|CPIP
OG0004396	LOC108096387|XP_017053481.1|DFIC	LOC120429998|XP_039451029.1|CPIP
OG0004397	LOC108087784|XP_017040804.1|DFIC	LOC120431568|XP_039452609.1|CPIP, LOC120430002|XP_039451034.1|CPIP
OG0004398	LOC108087789|XP_017040811.1|DFIC	LOC120429997|XP_039451028.1|CPIP, LOC120431570|XP_039452611.1|CPIP
OG0004399	LOC108093702|XP_017049381.1|DFIC	LOC120429994|XP_039451022.1|CPIP
OG0004400	LOC108099448|XP_017058475.1|DFIC	LOC120415133|XP_039432493.1|CPIP
OG0004401	LOC108090971|XP_017045414.1|DFIC	LOC120415121|XP_039432474.1|CPIP
OG0004402	LOC108090939|XP_017045364.1|DFIC	LOC120415124|XP_039432481.1|CPIP
OG0004403	LOC108086682|XP_017039164.1|DFIC	LOC120429091|XP_039450190.1|CPIP
OG0004404	LOC108095028|XP_017051391.1|DFIC	LOC120429158|XP_039450303.1|CPIP
OG0004405	LOC108100490|XP_017059913.1|DFIC	LOC120429180|XP_039450330.1|CPIP
OG0004406	LOC108095423|XP_017052017.1|DFIC	LOC120429230|XP_039450377.1|CPIP
OG0004407	LOC108090355|XP_017044469.1|DFIC	LOC120429782|XP_039450778.1|CPIP
OG0004408	LOC108095479|XP_017052083.1|DFIC	LOC120415384|XP_039432842.1|CPIP
OG0004409	LOC108095061|XP_017051467.1|DFIC	LOC120418158|XP_039436389.1|CPIP
OG0004410	LOC108093863|XP_017049692.1|DFIC	LOC120429991|XP_039451018.1|CPIP
OG0004411	LOC108093594|XP_017049209.1|DFIC	LOC120429988|XP_039451015.1|CPIP
OG0004412	LOC108093593|XP_017049208.1|DFIC	LOC120419171|XP_039437758.1|CPIP, LOC120420329|XP_039439258.1|CPIP
OG0004413	LOC108090910|XP_017045321.1|DFIC	LOC120418141|XP_039436368.1|CPIP
OG0004414	LOC108090987|XP_017045432.1|DFIC	LOC120418136|XP_039436357.1|CPIP
OG0004415	LOC108093940|XP_017049814.1|DFIC	LOC120432665|XP_039453845.1|CPIP
OG0004416	LOC108093954|XP_017049843.1|DFIC	LOC120412363|XP_039428721.1|CPIP
OG0004417	LOC108099620|XP_017058732.1|DFIC	LOC120412360|XP_039428717.1|CPIP
OG0004418	LOC108096703|XP_017054026.1|DFIC	LOC120412358|XP_039428707.1|CPIP
OG0004419	LOC108090259|XP_017044356.1|DFIC	LOC120432641|XP_039453817.1|CPIP
OG0004420	LOC108096521|XP_017053639.1|DFIC	LOC120412333|XP_039428667.1|CPIP
OG0004421	LOC108099956|XP_017059124.1|DFIC	LOC120425247|XP_039445625.1|CPIP
OG0004422	LOC108099766|XP_017058884.1|DFIC	LOC120425962|XP_039446543.1|CPIP
OG0004423	LOC108093710|XP_017049397.1|DFIC	LOC120416845|XP_039434668.1|CPIP
OG0004424	LOC108101927|XP_017061999.1|DFIC	LOC120416837|XP_039434660.1|CPIP
OG0004425	LOC108100435|XP_017059843.1|DFIC	LOC120416832|XP_039434652.1|CPIP
OG0004426	LOC108100558|XP_017060020.1|DFIC	LOC120416810|XP_039434619.1|CPIP
OG0004427	LOC108096349|XP_017053386.1|DFIC	LOC120428653|XP_039449634.1|CPIP
OG0004428	LOC108100310|XP_017059605.1|DFIC, LOC108091578|XP_017046344.1|DFIC	LOC120428654|XP_039449635.1|CPIP
OG0004429	LOC108089993|XP_017043984.1|DFIC	LOC120431001|XP_039452095.1|CPIP
OG0004430	LOC108087498|XP_017040383.1|DFIC	LOC120418195|XP_039436435.1|CPIP
OG0004431	LOC108099378|XP_017058360.1|DFIC	LOC120417013|XP_039434884.1|CPIP
OG0004432	LOC108099374|XP_017058356.1|DFIC	LOC120416993|XP_039434862.1|CPIP
OG0004433	LOC108088912|XP_017042413.1|DFIC	LOC120421847|XP_039441070.1|CPIP
OG0004434	LOC108087786|XP_017040808.1|DFIC	LOC120421877|XP_039441108.1|CPIP
OG0004435	LOC108094934|XP_017051282.1|DFIC	LOC120426626|XP_039447352.1|CPIP
OG0004436	LOC108093683|XP_017049352.1|DFIC	LOC120420263|XP_039439192.1|CPIP
OG0004437	LOC108095254|XP_017051770.1|DFIC	LOC120420280|XP_039439212.1|CPIP
OG0004438	LOC108093814|XP_017049618.1|DFIC	LOC120426517|XP_039447220.1|CPIP
OG0004439	LOC108086690|XP_017039174.1|DFIC	LOC120426512|XP_039447216.1|CPIP
OG0004440	LOC108093865|XP_017049694.1|DFIC	LOC120426520|XP_039447223.1|CPIP
OG0004441	LOC108094113|XP_017050023.1|DFIC	LOC120415200|XP_039432592.1|CPIP
OG0004442	LOC108093617|XP_017049242.1|DFIC	LOC120415178|XP_039432570.1|CPIP
OG0004443	LOC108089500|XP_017043293.1|DFIC	LOC120429785|XP_039450779.1|CPIP, LOC120430863|XP_039451922.1|CPIP
OG0004444	LOC108093757|XP_017049514.1|DFIC	LOC120425102|XP_039445431.1|CPIP
OG0004445	LOC108090883|XP_017045274.1|DFIC	LOC120416358|XP_039434024.1|CPIP
OG0004446	LOC108086820|XP_017039352.1|DFIC	LOC120416357|XP_039434023.1|CPIP
OG0004447	LOC108091858|XP_017046727.1|DFIC	LOC120416351|XP_039434017.1|CPIP
OG0004448	LOC108093642|XP_017049290.1|DFIC	LOC120416363|XP_039434031.1|CPIP
OG0004449	LOC108096418|XP_017053487.1|DFIC	LOC120421568|XP_039440731.1|CPIP
OG0004450	LOC108086716|XP_017039223.1|DFIC	LOC120427131|XP_039447921.1|CPIP
OG0004451	LOC108086732|XP_017039251.1|DFIC	LOC120432579|XP_039453748.1|CPIP
OG0004452	LOC108094956|XP_017051308.1|DFIC	LOC120432581|XP_039453750.1|CPIP
OG0004453	LOC108093868|XP_017049698.1|DFIC	LOC120432549|XP_039453710.1|CPIP
OG0004454	LOC108087971|XP_017041059.1|DFIC	LOC120421562|XP_039440723.1|CPIP
OG0004455	LOC108096455|XP_017053551.1|DFIC	LOC120421581|XP_039440747.1|CPIP
OG0004456	LOC108092927|XP_017048279.1|DFIC	LOC120421563|XP_039440724.1|CPIP
OG0004457	LOC108100725|XP_017060250.1|DFIC	LOC120421553|XP_039440715.1|CPIP
OG0004458	LOC108100474|XP_017059893.1|DFIC	LOC120421569|XP_039440735.1|CPIP
OG0004459	LOC108089557|XP_017043388.1|DFIC	LOC120423755|XP_039443604.1|CPIP
OG0004460	LOC108099943|XP_017059107.1|DFIC	LOC120423740|XP_039443586.1|CPIP
OG0004461	LOC108096383|XP_017053429.1|DFIC	LOC120426242|XP_039446913.1|CPIP
OG0004462	LOC108088279|XP_017041490.1|DFIC	LOC120422202|XP_039441518.1|CPIP
OG0004463	LOC108088785|XP_017042235.1|DFIC	LOC120422215|XP_039441534.1|CPIP
OG0004464	LOC108095435|XP_017052033.1|DFIC	LOC120422208|XP_039441524.1|CPIP
OG0004465	LOC108088321|XP_017041546.1|DFIC	LOC120416381|XP_039434050.1|CPIP
OG0004466	LOC108088339|XP_017041574.1|DFIC	LOC120416373|XP_039434040.1|CPIP
OG0004467	LOC108100591|XP_017060060.1|DFIC	LOC120416338|XP_039433999.1|CPIP
OG0004468	LOC108100590|XP_017060059.1|DFIC	LOC120416336|XP_039433996.1|CPIP
OG0004469	LOC108096433|XP_017053512.1|DFIC	LOC120416346|XP_039434009.1|CPIP
OG0004470	LOC108095083|XP_017051500.1|DFIC	LOC120431317|XP_039452384.1|CPIP, LOC120428921|XP_039449994.1|CPIP
OG0004471	LOC108099494|XP_017058544.1|DFIC	LOC120428932|XP_039450010.1|CPIP
OG0004472	LOC108090840|XP_017045199.1|DFIC	LOC120423890|XP_039443800.1|CPIP
OG0004473	LOC108087604|XP_017040532.1|DFIC	LOC120423904|XP_039443818.1|CPIP
OG0004474	LOC108087757|XP_017040776.1|DFIC	LOC120423908|XP_039443822.1|CPIP
OG0004475	LOC108087376|XP_017040207.1|DFIC	LOC120428253|XP_039449177.1|CPIP
OG0004476	LOC108093389|XP_017048897.1|DFIC	LOC120428263|XP_039449188.1|CPIP
OG0004477	LOC108101586|XP_017061486.1|DFIC	LOC120428256|XP_039449180.1|CPIP
OG0004478	LOC108086771|XP_017039306.1|DFIC	LOC120428250|XP_039449172.1|CPIP
OG0004479	LOC108090725|XP_017045026.1|DFIC	LOC120414535|XP_039431712.1|CPIP, LOC120412607|XP_039429094.1|CPIP
OG0004480	LOC108098099|XP_017056298.1|DFIC	LOC120427979|XP_039448870.1|CPIP
OG0004481	LOC108090460|XP_017044641.1|DFIC	LOC120416241|XP_039433877.1|CPIP
OG0004482	LOC108086872|XP_017039423.1|DFIC	LOC120423048|XP_039442654.1|CPIP
OG0004483	LOC108090899|XP_017045299.1|DFIC	LOC120429513|XP_039450517.1|CPIP
OG0004484	LOC108091776|XP_017046612.1|DFIC	LOC120413804|XP_039430695.1|CPIP
OG0004486	LOC108094014|XP_017049930.1|DFIC	LOC120418473|XP_039436841.1|CPIP, LOC120416755|XP_039434522.1|CPIP
OG0004487	LOC108099961|XP_017059138.1|DFIC	LOC120429277|XP_039450435.1|CPIP
OG0004488	LOC108094285|XP_017050267.1|DFIC, LOC108094280|XP_017050263.1|DFIC, LOC108094286|XP_017050268.1|DFIC	LOC120418845|XP_039437302.1|CPIP
OG0004489	LOC108100267|XP_017059538.1|DFIC	LOC120432093|XP_039453164.1|CPIP
OG0004490	LOC108096564|XP_017053747.1|DFIC	LOC120412407|XP_039428803.1|CPIP
OG0004504	LOC108099996|XP_017059185.1|DFIC	LOC120415043|XP_039432350.1|CPIP
OG0004505	LOC108092161|XP_017047172.1|DFIC	LOC120413299|XP_039429991.1|CPIP
OG0004506	LOC108088468|XP_017041742.1|DFIC	LOC120415060|XP_039432381.1|CPIP
OG0004507	LOC108091835|XP_017046704.1|DFIC	LOC120421077|XP_039440156.1|CPIP
OG0004508	LOC108095925|XP_017052748.1|DFIC	LOC120415046|XP_039432354.1|CPIP
OG0004509	LOC108100393|XP_017059740.1|DFIC	LOC120415084|XP_039432434.1|CPIP
OG0004510	LOC108095309|XP_017051866.1|DFIC	LOC120415024|XP_039432323.1|CPIP
OG0004511	LOC108095821|XP_017052589.1|DFIC	LOC120430611|XP_039451644.1|CPIP
OG0004512	LOC108095023|XP_017051379.1|DFIC	LOC120413310|XP_039430006.1|CPIP
OG0004513	LOC108095037|XP_017051414.1|DFIC	LOC120413293|XP_039429982.1|CPIP
OG0004514	LOC108095018|XP_017051371.1|DFIC	LOC120413285|XP_039429956.1|CPIP
OG0004515	LOC108097664|XP_017055600.1|DFIC	LOC120420237|XP_039439159.1|CPIP
OG0004516	LOC108091250|XP_017045853.1|DFIC	LOC120420249|XP_039439172.1|CPIP
OG0004517	LOC108088601|XP_017041958.1|DFIC	LOC120432221|XP_039453329.1|CPIP
OG0004518	LOC108094624|XP_017050796.1|DFIC	LOC120431219|XP_039452296.1|CPIP, LOC120428466|XP_039449413.1|CPIP
OG0004519	LOC108086579|XP_017039025.1|DFIC	LOC120412670|XP_039429170.1|CPIP
OG0004520	LOC108094686|XP_017050897.1|DFIC	LOC120413708|XP_039430562.1|CPIP
OG0004521	LOC108091136|XP_017045659.1|DFIC	LOC120413437|XP_039430184.1|CPIP
OG0004522	LOC108088709|XP_017042141.1|DFIC	LOC120432170|XP_039453244.1|CPIP
OG0004523	LOC108086835|XP_017039371.1|DFIC	LOC120424291|XP_039444304.1|CPIP
OG0004524	LOC108097008|XP_017054496.1|DFIC	LOC120432269|XP_039453383.1|CPIP, LOC120423093|XP_039442703.1|CPIP
OG0004525	LOC108097558|XP_017055427.1|DFIC	LOC120417486|XP_039435607.1|CPIP
OG0004526	LOC108095313|XP_017051871.1|DFIC	LOC120420014|XP_039438885.1|CPIP
OG0004527	LOC108097203|XP_017054838.1|DFIC	LOC120418123|XP_039436335.1|CPIP
OG0004528	LOC108097488|XP_017055281.1|DFIC	LOC120432235|XP_039453381.1|CPIP
OG0004529	LOC108092862|XP_017048184.1|DFIC	LOC120432309|XP_039453427.1|CPIP
OG0004530	LOC108098131|XP_017056342.1|DFIC	LOC120416126|XP_039433768.1|CPIP
OG0004531	LOC108099672|XP_017058799.1|DFIC	LOC120422317|XP_039441669.1|CPIP
OG0004532	LOC108094637|XP_017050817.1|DFIC	LOC120429205|XP_039450349.1|CPIP
OG0004533	LOC108095581|XP_017052226.1|DFIC	LOC120412926|XP_039429495.1|CPIP
OG0004534	LOC108090455|XP_017044636.1|DFIC	LOC120432237|XP_039453345.1|CPIP
OG0004535	LOC108089378|XP_017043047.1|DFIC	LOC120432491|XP_039453639.1|CPIP
OG0004536	LOC108094411|XP_017050469.1|DFIC	LOC120430783|XP_039451834.1|CPIP
OG0004537	LOC108092958|XP_017048330.1|DFIC	LOC120414955|XP_039432221.1|CPIP
OG0004538	LOC108087708|XP_017040714.1|DFIC	LOC120426001|XP_039446603.1|CPIP
OG0004539	LOC108093338|XP_017048823.1|DFIC	LOC120432297|XP_039453417.1|CPIP
OG0004540	LOC108091224|XP_017045818.1|DFIC	LOC120422049|XP_039441309.1|CPIP
OG0004541	LOC108093769|XP_017049527.1|DFIC	LOC120414161|XP_039431145.1|CPIP
OG0004542	LOC108088702|XP_017042132.1|DFIC	LOC120414164|XP_039431150.1|CPIP
OG0004543	LOC108095335|XP_017051905.1|DFIC	LOC120417693|XP_039435767.1|CPIP
OG0004544	LOC108092948|XP_017048308.1|DFIC	LOC120431148|XP_039452221.1|CPIP
OG0004545	LOC108099273|XP_017058141.1|DFIC	LOC120422452|XP_039441829.1|CPIP
OG0004546	LOC108087781|XP_017040801.1|DFIC	LOC120422474|XP_039441863.1|CPIP
OG0004547	LOC108097106|XP_017054664.1|DFIC	LOC120424305|XP_039444324.1|CPIP
OG0004548	LOC108094332|XP_017050374.1|DFIC	LOC120431128|XP_039452214.1|CPIP
OG0004549	LOC108092892|XP_017048227.1|DFIC	LOC120422523|XP_039441911.1|CPIP
OG0004550	LOC108098127|XP_017056337.1|DFIC	LOC120420172|XP_039439071.1|CPIP
OG0004551	LOC108094882|XP_017051206.1|DFIC	LOC120420173|XP_039439072.1|CPIP
OG0004552	LOC108091086|XP_017045579.1|DFIC	LOC120420188|XP_039439106.1|CPIP
OG0004553	LOC108089025|XP_017042599.1|DFIC	LOC120422303|XP_039441629.1|CPIP
OG0004554	LOC108097190|XP_017054823.1|DFIC	LOC120430545|XP_039451594.1|CPIP
OG0004555	LOC108097389|XP_017055134.1|DFIC	LOC120422445|XP_039441823.1|CPIP
OG0004556	LOC108087595|XP_017040518.1|DFIC	LOC120422447|XP_039441825.1|CPIP
OG0004557	LOC108091313|XP_017045926.1|DFIC	LOC120420223|XP_039439145.1|CPIP
OG0004558	LOC108100915|XP_017060518.1|DFIC	LOC120416891|XP_039434723.1|CPIP
OG0004559	LOC108087151|XP_017039855.1|DFIC	LOC120422094|XP_039441375.1|CPIP
OG0004560	LOC108101009|XP_017060661.1|DFIC	LOC120419263|XP_039437852.1|CPIP
OG0004561	LOC108091985|XP_017046886.1|DFIC	LOC120419286|XP_039437887.1|CPIP
OG0004562	LOC108095975|XP_017052808.1|DFIC	LOC120419260|XP_039437848.1|CPIP
OG0004563	LOC108097010|XP_017054501.1|DFIC	LOC120419297|XP_039437896.1|CPIP
OG0004564	LOC108101014|XP_017060667.1|DFIC	LOC120429179|XP_039450326.1|CPIP
OG0004565	LOC108098851|XP_017057502.1|DFIC	LOC120429172|XP_039450318.1|CPIP
OG0004566	LOC108095543|XP_017052161.1|DFIC	LOC120413705|XP_039430559.1|CPIP
OG0004567	LOC108098083|XP_017056274.1|DFIC	LOC120417712|XP_039435795.1|CPIP
OG0004568	LOC108097306|XP_017055011.1|DFIC	LOC120413334|XP_039430044.1|CPIP
OG0004569	LOC108098556|XP_017057050.1|DFIC	LOC120428269|XP_039449197.1|CPIP, LOC120413316|XP_039430018.1|CPIP
OG0004570	LOC108090429|XP_017044589.1|DFIC	LOC120427674|XP_039448488.1|CPIP
OG0004571	LOC108088701|XP_017042130.1|DFIC	LOC120412330|XP_039428668.1|CPIP
OG0004572	LOC108101279|XP_017061061.1|DFIC	LOC120412596|XP_039429068.1|CPIP
OG0004573	LOC108087244|XP_017040029.1|DFIC	LOC120413351|XP_039430067.1|CPIP
OG0004574	LOC108097033|XP_017054541.1|DFIC	LOC120413171|XP_039429818.1|CPIP
OG0004575	LOC108097300|XP_017055004.1|DFIC	LOC120432239|XP_039453350.1|CPIP
OG0004576	LOC108097616|XP_017055515.1|DFIC	LOC120412599|XP_039429082.1|CPIP
OG0004577	LOC108092077|XP_017047042.1|DFIC	LOC120414152|XP_039431125.1|CPIP
OG0004578	LOC108091222|XP_017045814.1|DFIC	LOC120414948|XP_039432247.1|CPIP
OG0004579	LOC108092426|XP_017047484.1|DFIC	LOC120432564|XP_039453761.1|CPIP
OG0004580	LOC108087335|XP_017040158.1|DFIC	LOC120415606|XP_039433133.1|CPIP
OG0004581	LOC108097111|XP_017054680.1|DFIC	LOC120415612|XP_039433140.1|CPIP
OG0004582	LOC108086844|XP_017039383.1|DFIC	LOC120415621|XP_039433152.1|CPIP
OG0004583	LOC108097601|XP_017055497.1|DFIC	LOC120431695|XP_039452743.1|CPIP, LOC120421430|XP_039440574.1|CPIP
OG0004584	LOC108086770|XP_017039305.1|DFIC	LOC120431694|XP_039452742.1|CPIP, LOC120421418|XP_039440559.1|CPIP
OG0004585	LOC108088508|XP_017041830.1|DFIC	LOC120417040|XP_039434921.1|CPIP
OG0004586	LOC108101774|XP_017061737.1|DFIC	LOC120417033|XP_039434911.1|CPIP
OG0004587	LOC108086854|XP_017039397.1|DFIC	LOC120417017|XP_039434887.1|CPIP
OG0004588	LOC108086853|XP_017039396.1|DFIC	LOC120417018|XP_039434890.1|CPIP
OG0004589	LOC108100922|XP_017060530.1|DFIC	LOC120423035|XP_039442611.1|CPIP
OG0004590	LOC108088434|XP_017041694.1|DFIC	LOC120422058|XP_039441325.1|CPIP
OG0004591	LOC108088513|XP_017041839.1|DFIC	LOC120422080|XP_039441359.1|CPIP
OG0004592	LOC108097594|XP_017055480.1|DFIC	LOC120422078|XP_039441357.1|CPIP
OG0004593	LOC108097529|XP_017055363.1|DFIC	LOC120422075|XP_039441352.1|CPIP
OG0004594	LOC108097507|XP_017055308.1|DFIC	LOC120423487|XP_039443289.1|CPIP
OG0004595	LOC108094708|XP_017050934.1|DFIC	LOC120425894|XP_039446474.1|CPIP
OG0004596	LOC108092817|XP_017048081.1|DFIC	LOC120428194|XP_039449139.1|CPIP
OG0004597	LOC108093587|XP_017049204.1|DFIC	LOC120428507|XP_039449453.1|CPIP, LOC120430549|XP_039451597.1|CPIP
OG0004598	LOC108089428|XP_017043124.1|DFIC	LOC120413356|XP_039430073.1|CPIP
OG0004599	LOC108092510|XP_017047617.1|DFIC	LOC120430494|XP_039451524.1|CPIP
OG0004600	LOC108101705|XP_017061631.1|DFIC	LOC120417702|XP_039435781.1|CPIP
OG0004601	LOC108101711|XP_017061639.1|DFIC	LOC120424696|XP_039444809.1|CPIP
OG0004602	LOC108097776|XP_017055792.1|DFIC	LOC120424533|XP_039444631.1|CPIP
OG0004603	LOC108091573|XP_017046340.1|DFIC	LOC120416908|XP_039434741.1|CPIP
OG0004604	LOC108088693|XP_017042123.1|DFIC	LOC120416899|XP_039434731.1|CPIP
OG0004605	LOC108097421|XP_017055174.1|DFIC	LOC120430744|XP_039451787.1|CPIP
OG0004606	LOC108101095|XP_017060796.1|DFIC	LOC120427968|XP_039448858.1|CPIP
OG0004607	LOC108091277|XP_017045880.1|DFIC	LOC120412940|XP_039429515.1|CPIP
OG0004608	LOC108095307|XP_017051856.1|DFIC	LOC120413576|XP_039430401.1|CPIP
OG0004609	LOC108097715|XP_017055695.1|DFIC	LOC120426601|XP_039447326.1|CPIP
OG0004610	LOC108099547|XP_017058611.1|DFIC	LOC120416425|XP_039434110.1|CPIP
OG0004611	LOC108099559|XP_017058634.1|DFIC	LOC120416401|XP_039434081.1|CPIP
OG0004612	LOC108099631|XP_017058749.1|DFIC	LOC120416435|XP_039434123.1|CPIP
OG0004613	LOC108097131|XP_017054719.1|DFIC	LOC120429015|XP_039450086.1|CPIP
OG0004614	LOC108097770|XP_017055785.1|DFIC	LOC120429018|XP_039450093.1|CPIP
OG0004615	LOC108091324|XP_017045952.1|DFIC	LOC120414518|XP_039431661.1|CPIP
OG0004616	LOC108088727|XP_017042165.1|DFIC	LOC120414526|XP_039431669.1|CPIP
OG0004617	LOC108089908|XP_017043874.1|DFIC	LOC120414512|XP_039431652.1|CPIP
OG0004618	LOC108099355|XP_017058330.1|DFIC	LOC120414525|XP_039431668.1|CPIP
OG0004619	LOC108099372|XP_017058353.1|DFIC	LOC120417687|XP_039435758.1|CPIP
OG0004620	LOC108087959|XP_017041041.1|DFIC	LOC120413719|XP_039430580.1|CPIP
OG0004621	LOC108102074|XP_017062205.1|DFIC	LOC120414162|XP_039431146.1|CPIP
OG0004622	LOC108087316|XP_017040131.1|DFIC	LOC120416255|XP_039433891.1|CPIP
OG0004623	LOC108088544|XP_017041879.1|DFIC	LOC120416251|XP_039433888.1|CPIP
OG0004624	LOC108090234|XP_017044321.1|DFIC	LOC120430970|XP_039452038.1|CPIP
OG0004625	LOC108094611|XP_017050763.1|DFIC	LOC120419625|XP_039438304.1|CPIP
OG0004626	LOC108092860|XP_017048171.1|DFIC	LOC120425317|XP_039445723.1|CPIP
OG0004627	LOC108100396|XP_017059758.1|DFIC	LOC120413036|XP_039429643.1|CPIP
OG0004628	LOC108097372|XP_017055107.1|DFIC	LOC120428374|XP_039449309.1|CPIP
OG0004629	LOC108098810|XP_017057447.1|DFIC	LOC120415613|XP_039433142.1|CPIP
OG0004630	LOC108088516|XP_017041843.1|DFIC	LOC120415608|XP_039433136.1|CPIP
OG0004631	LOC108087255|XP_017040048.1|DFIC	LOC120415601|XP_039433128.1|CPIP
OG0004632	LOC108087253|XP_017040046.1|DFIC	LOC120415600|XP_039433127.1|CPIP
OG0004633	LOC108088546|XP_017041881.1|DFIC	LOC120424519|XP_039444609.1|CPIP
OG0004634	LOC108088466|XP_017041740.1|DFIC	LOC120429008|XP_039450080.1|CPIP
OG0004635	LOC108097535|XP_017055369.1|DFIC	LOC120429063|XP_039450135.1|CPIP
OG0004636	LOC108087589|XP_017040510.1|DFIC	LOC120426453|XP_039447149.1|CPIP
OG0004637	LOC108092921|XP_017048269.1|DFIC	LOC120429940|XP_039450971.1|CPIP
OG0004638	LOC108087585|XP_017040505.1|DFIC	LOC120424323|XP_039444352.1|CPIP
OG0004639	LOC108086524|XP_017038941.1|DFIC	LOC120423052|XP_039442658.1|CPIP
OG0004640	LOC108086602|XP_017039062.1|DFIC	LOC120423051|XP_039442657.1|CPIP
OG0004641	LOC108095621|XP_017052277.1|DFIC	LOC120428791|XP_039449822.1|CPIP
OG0004642	LOC108092962|XP_017048334.1|DFIC	LOC120425020|XP_039445324.1|CPIP
OG0004643	LOC108099648|XP_017058767.1|DFIC	LOC120425030|XP_039445335.1|CPIP
OG0004644	LOC108097417|XP_017055171.1|DFIC	LOC120425019|XP_039445322.1|CPIP
OG0004645	LOC108091413|XP_017046093.1|DFIC	LOC120425026|XP_039445330.1|CPIP, LOC120425024|XP_039445329.1|CPIP
OG0004646	LOC108086823|XP_017039357.1|DFIC	LOC120430120|XP_039451138.1|CPIP
OG0004647	LOC108094684|XP_017050894.1|DFIC	LOC120429248|XP_039450393.1|CPIP
OG0004648	LOC108088632|XP_017042038.1|DFIC	LOC120430117|XP_039451136.1|CPIP
OG0004649	LOC108094586|XP_017050693.1|DFIC	LOC120419870|XP_039438664.1|CPIP, LOC120418077|XP_039436268.1|CPIP
OG0004650	LOC108100114|XP_017059352.1|DFIC	LOC120418091|XP_039436293.1|CPIP, LOC120419874|XP_039438669.1|CPIP
OG0004651	LOC108091867|XP_017046736.1|DFIC	LOC120425022|XP_039445325.1|CPIP
