Orthogroup	DFIC.longest_only	HILL.longest_only
OG0005028	LOC108087992|XP_017041085.1|DFIC	LOC119660581|XP_037925163.1|HILL
OG0005029	LOC108099853|XP_017058988.1|DFIC	LOC119649887|XP_037908192.1|HILL
OG0005030	LOC108099116|XP_017057935.1|DFIC	LOC119649028|XP_037906913.1|HILL
OG0005031	LOC108089731|XP_017043601.1|DFIC	LOC119647690|XP_037904701.1|HILL
OG0005032	LOC108093069|XP_017048470.1|DFIC	LOC119649323|XP_037907353.1|HILL
OG0005033	LOC108089730|XP_017043598.1|DFIC	LOC119648350|XP_037905975.1|HILL
OG0005034	LOC108089724|XP_017043593.1|DFIC	LOC119649225|XP_037907212.1|HILL
OG0005035	LOC108093070|XP_017048471.1|DFIC	LOC119649773|XP_037908002.1|HILL
OG0005036	LOC108099103|XP_017057912.1|DFIC	LOC119647459|XP_037904319.1|HILL
OG0005037	LOC108096277|XP_017053226.1|DFIC	LOC119647460|XP_037904320.1|HILL
OG0005038	LOC108099141|XP_017057971.1|DFIC	LOC119647927|XP_037905187.1|HILL
OG0005039	LOC108101295|XP_017061087.1|DFIC, LOC108092764|XP_017048029.1|DFIC	LOC119660882|XP_037925725.1|HILL
OG0005040	LOC108093120|XP_017048552.1|DFIC	LOC119648702|XP_037906438.1|HILL
OG0005041	LOC108093200|XP_017048651.1|DFIC	LOC119649706|XP_037907905.1|HILL
OG0005042	LOC108099011|XP_017057734.1|DFIC	LOC119657331|XP_037920133.1|HILL
OG0005043	LOC108095153|XP_017051581.1|DFIC	LOC119647047|XP_037903731.1|HILL
OG0005044	LOC108095151|XP_017051578.1|DFIC	LOC119658945|XP_037922744.1|HILL
OG0005045	LOC108095182|XP_017051657.1|DFIC	LOC119658684|XP_037922195.1|HILL
OG0005046	LOC108096891|XP_017054322.1|DFIC	LOC119659235|XP_037923145.1|HILL
OG0005047	LOC108089598|XP_017043445.1|DFIC	LOC119648288|XP_037905872.1|HILL
OG0005048	LOC108089596|XP_017043443.1|DFIC	LOC119649206|XP_037907189.1|HILL
OG0005049	LOC108093068|XP_017048467.1|DFIC	LOC119650427|XP_037909169.1|HILL
OG0005050	LOC108087699|XP_017040703.1|DFIC	LOC119655933|XP_037918044.1|HILL
OG0005051	LOC108093109|XP_017048539.1|DFIC	LOC119648010|XP_037905338.1|HILL
OG0005052	LOC108093147|XP_017048580.1|DFIC	LOC119649856|XP_037908140.1|HILL
OG0005053	LOC108101208|XP_017060945.1|DFIC	LOC119652227|XP_037912112.1|HILL
OG0005054	LOC108100340|XP_017059648.1|DFIC	LOC119647482|XP_037904359.1|HILL
OG0005055	LOC108097545|XP_017055387.1|DFIC	LOC119661616|XP_037926967.1|HILL
OG0005056	LOC108101936|XP_017062008.1|DFIC	LOC119661715|XP_037927097.1|HILL
OG0005057	LOC108086980|XP_017039592.1|DFIC	LOC119647931|XP_037905194.1|HILL
OG0005058	LOC108088966|XP_017042473.1|DFIC	LOC119650369|XP_037909010.1|HILL
OG0005059	LOC108101802|XP_017061768.1|DFIC	LOC119661184|XP_037926330.1|HILL
OG0005060	LOC108101866|XP_017061886.1|DFIC	LOC119646152|XP_037902449.1|HILL
OG0005061	LOC108094370|XP_017050403.1|DFIC	LOC119660862|XP_037925685.1|HILL
OG0005062	LOC108090724|XP_017045020.1|DFIC	LOC119649808|XP_037908066.1|HILL
OG0005063	LOC108101779|XP_017061744.1|DFIC	LOC119646647|XP_037903091.1|HILL
OG0005064	LOC108089561|XP_017043394.1|DFIC	LOC119648864|XP_037906676.1|HILL
OG0005065	LOC108093824|XP_017049629.1|DFIC	LOC119660458|XP_037924947.1|HILL
OG0005066	LOC108090576|XP_017044811.1|DFIC	LOC119646471|XP_037902848.1|HILL
OG0005067	LOC108096744|XP_017054084.1|DFIC	LOC119659331|XP_037923304.1|HILL
OG0005068	LOC108099976|XP_017059157.1|DFIC	LOC119649990|XP_037908373.1|HILL
OG0005069	LOC108101480|XP_017061317.1|DFIC	LOC119655472|XP_037917304.1|HILL
OG0005070	LOC108090824|XP_017045173.1|DFIC	LOC119650292|XP_037908856.1|HILL
OG0005071	LOC108100502|XP_017059939.1|DFIC	LOC119650195|XP_037908690.1|HILL
OG0005072	LOC108094169|XP_017050118.1|DFIC, LOC108097172|XP_017054798.1|DFIC	LOC119661174|XP_037926319.1|HILL
OG0005073	LOC108090538|XP_017044760.1|DFIC	LOC119659264|XP_037923185.1|HILL
OG0005074	LOC108096237|XP_017053142.1|DFIC	LOC119649008|XP_037906881.1|HILL
OG0005076	LOC108086466|XP_017038882.1|DFIC	LOC119656263|XP_037918615.1|HILL
OG0005079	LOC108090810|XP_017045155.1|DFIC	LOC119657248|XP_037919998.1|HILL
OG0005080	LOC108099176|XP_017058026.1|DFIC	LOC119648729|XP_037906472.1|HILL
OG0005081	LOC108094200|XP_017050144.1|DFIC	LOC119661287|XP_037926491.1|HILL
OG0005082	LOC108096428|XP_017053505.1|DFIC	LOC119647479|XP_037904350.1|HILL
OG0005083	LOC108097562|XP_017055431.1|DFIC	LOC119654996|XP_037916594.1|HILL
OG0005084	LOC108086911|XP_017039472.1|DFIC	LOC119647800|XP_037904938.1|HILL
OG0005085	LOC108099828|XP_017058949.1|DFIC	LOC119649743|XP_037907959.1|HILL
OG0005086	LOC108094018|XP_017049937.1|DFIC	LOC119661739|XP_037927133.1|HILL
OG0005087	LOC108087544|XP_017040448.1|DFIC	LOC119647770|XP_037904869.1|HILL
OG0005089	LOC108086374|XP_017038764.1|DFIC	LOC119659571|XP_037923658.1|HILL
OG0005090	LOC108094750|XP_017050996.1|DFIC	LOC119654687|XP_037916125.1|HILL
OG0005091	LOC108096697|XP_017054003.1|DFIC	LOC119658460|XP_037921797.1|HILL
OG0005092	LOC108086964|XP_017039566.1|DFIC	LOC119650029|XP_037908436.1|HILL
OG0005093	LOC108100494|XP_017059927.1|DFIC	LOC119647914|XP_037905164.1|HILL
OG0005094	LOC108099068|XP_017057832.1|DFIC	LOC119647708|XP_037904723.1|HILL
OG0005095	LOC108090856|XP_017045226.1|DFIC	LOC119661561|XP_037926881.1|HILL
OG0005096	LOC108092374|XP_017047404.1|DFIC	LOC119650708|XP_037909640.1|HILL
OG0005097	LOC108101191|XP_017060927.1|DFIC	LOC119646415|XP_037902788.1|HILL
OG0005098	LOC108101889|XP_017061934.1|DFIC	LOC119650908|XP_037910060.1|HILL
OG0005099	LOC108090674|XP_017044949.1|DFIC	LOC119647282|XP_037904103.1|HILL
OG0005100	LOC108090986|XP_017045431.1|DFIC	LOC119647280|XP_037904101.1|HILL
OG0005101	LOC108101117|XP_017060825.1|DFIC	LOC119646170|XP_037902476.1|HILL
OG0005102	LOC108095178|XP_017051632.1|DFIC	LOC119654204|XP_037915338.1|HILL
OG0005103	LOC108090823|XP_017045172.1|DFIC	LOC119653642|XP_037914385.1|HILL
OG0005104	LOC108100955|XP_017060593.1|DFIC	LOC119653673|XP_037914440.1|HILL
OG0005105	LOC108099758|XP_017058877.1|DFIC	LOC119648525|XP_037906221.1|HILL
OG0005106	LOC108099084|XP_017057890.1|DFIC	LOC119649404|XP_037907462.1|HILL
OG0005107	LOC108099154|XP_017057987.1|DFIC	LOC119649508|XP_037907606.1|HILL
OG0005108	LOC108093802|XP_017049597.1|DFIC	LOC119659400|XP_037923401.1|HILL
OG0005109	LOC108091094|XP_017045599.1|DFIC	LOC119655626|XP_037917524.1|HILL
OG0005110	LOC108089381|XP_017043053.1|DFIC	LOC119649133|XP_037907066.1|HILL
OG0005111	LOC108093175|XP_017048618.1|DFIC	LOC119649343|XP_037907377.1|HILL
OG0005112	LOC108100352|XP_017059675.1|DFIC	LOC119648658|XP_037906364.1|HILL
OG0005113	LOC108093176|XP_017048621.1|DFIC	LOC119648784|XP_037906549.1|HILL
OG0005114	LOC108099751|XP_017058872.1|DFIC	LOC119649347|XP_037907383.1|HILL
OG0005115	LOC108089954|XP_017043934.1|DFIC	LOC119647279|XP_037904104.1|HILL
OG0005116	LOC108089400|XP_017043078.1|DFIC	LOC119649700|XP_037907896.1|HILL
OG0005117	LOC108097336|XP_017055059.1|DFIC	LOC119658916|XP_037922659.1|HILL
OG0005118	LOC108101190|XP_017060923.1|DFIC, LOC108093630|XP_017049276.1|DFIC	LOC119659093|XP_037922941.1|HILL
OG0005119	LOC108101824|XP_017061796.1|DFIC	LOC119658934|XP_037922696.1|HILL
OG0005120	LOC108100682|XP_017060187.1|DFIC	LOC119649432|XP_037907508.1|HILL
OG0005121	LOC108088834|XP_017042289.1|DFIC	LOC119648831|XP_037906621.1|HILL
OG0005122	LOC108095444|XP_017052043.1|DFIC	LOC119649699|XP_037907895.1|HILL
OG0005123	LOC108088333|XP_017041564.1|DFIC	LOC119648238|XP_037905795.1|HILL
OG0005124	LOC108089452|XP_017043181.1|DFIC	LOC119648042|XP_037905405.1|HILL
OG0005125	LOC108089399|XP_017043075.1|DFIC	LOC119647834|XP_037905006.1|HILL
OG0005126	LOC108089049|XP_017042646.1|DFIC	LOC119650423|XP_037909162.1|HILL
OG0005127	LOC108100368|XP_017059697.1|DFIC	LOC119648071|XP_037905473.1|HILL
OG0005128	LOC108096863|XP_017054277.1|DFIC	LOC119661261|XP_037926442.1|HILL
OG0005129	LOC108100616|XP_017060096.1|DFIC	LOC119650465|XP_037909259.1|HILL
OG0005130	LOC108096281|XP_017053236.1|DFIC	LOC119646147|XP_037902432.1|HILL
OG0005131	LOC108086985|XP_017039602.1|DFIC	LOC119650318|XP_037908900.1|HILL
OG0005132	LOC108099919|XP_017059076.1|DFIC	LOC119649444|XP_037907523.1|HILL
OG0005133	LOC108099180|XP_017058032.1|DFIC	LOC119649249|XP_037907244.1|HILL, LOC119649238|XP_037907229.1|HILL
OG0005134	LOC108089434|XP_017043152.1|DFIC	LOC119649769|XP_037907997.1|HILL
OG0005135	LOC108100622|XP_017060109.1|DFIC	LOC119650307|XP_037908880.1|HILL
OG0005136	LOC108100549|XP_017060006.1|DFIC	LOC119648369|XP_037906023.1|HILL
OG0005137	LOC108088406|XP_017041650.1|DFIC	LOC119657487|XP_037920340.1|HILL
OG0005138	LOC108089691|XP_017043527.1|DFIC	LOC119649583|XP_037907715.1|HILL
OG0005139	LOC108093277|XP_017048745.1|DFIC	LOC119649660|XP_037907844.1|HILL
OG0005140	LOC108089830|XP_017043732.1|DFIC	LOC119649396|XP_037907449.1|HILL
OG0005141	LOC108093721|XP_017049420.1|DFIC	LOC119654387|XP_037915689.1|HILL
OG0005142	LOC108089054|XP_017042652.1|DFIC	LOC119648368|XP_037906022.1|HILL
OG0005143	LOC108089026|XP_017042600.1|DFIC	LOC119647941|XP_037905219.1|HILL
OG0005144	LOC108089069|XP_017042666.1|DFIC	LOC119648656|XP_037906360.1|HILL
OG0005145	LOC108089060|XP_017042657.1|DFIC	LOC119649656|XP_037907839.1|HILL
OG0005146	LOC108093101|XP_017048527.1|DFIC	LOC119650300|XP_037908866.1|HILL
OG0005147	LOC108093103|XP_017048530.1|DFIC	LOC119650302|XP_037908870.1|HILL
OG0005148	LOC108096378|XP_017053419.1|DFIC	LOC119647469|XP_037904332.1|HILL
OG0005149	LOC108094020|XP_017049939.1|DFIC	LOC119661400|XP_037926655.1|HILL
OG0005150	LOC108089622|XP_017043474.1|DFIC	LOC119649675|XP_037907862.1|HILL
OG0005151	LOC108100523|XP_017059971.1|DFIC	LOC119648113|XP_037905563.1|HILL
OG0005152	LOC108100658|XP_017060158.1|DFIC	LOC119649984|XP_037908354.1|HILL
OG0005154	LOC108100382|XP_017059725.1|DFIC	LOC119647516|XP_037904406.1|HILL
OG0005155	LOC108099793|XP_017058914.1|DFIC	LOC119650217|XP_037908713.1|HILL
OG0005156	LOC108098593|XP_017057140.1|DFIC	LOC119651825|XP_037911544.1|HILL
OG0005157	LOC108096727|XP_017054060.1|DFIC	LOC119647924|XP_037905185.1|HILL
OG0005158	LOC108093084|XP_017048500.1|DFIC	LOC119649577|XP_037907709.1|HILL
OG0005159	LOC108089556|XP_017043387.1|DFIC	LOC119648345|XP_037905968.1|HILL
OG0005160	LOC108099740|XP_017058854.1|DFIC	LOC119650199|XP_037908694.1|HILL
OG0005161	LOC108090833|XP_017045186.1|DFIC	LOC119646727|XP_037903235.1|HILL
OG0005162	LOC108088695|XP_017042125.1|DFIC	LOC119659250|XP_037923164.1|HILL
OG0005163	LOC108093575|XP_017049178.1|DFIC	LOC119647824|XP_037904990.1|HILL
OG0005164	LOC108089587|XP_017043433.1|DFIC	LOC119649730|XP_037907938.1|HILL
OG0005165	LOC108094305|XP_017050315.1|DFIC	LOC119653067|XP_037913477.1|HILL
OG0005166	LOC108090148|XP_017044193.1|DFIC	LOC119649889|XP_037908207.1|HILL
OG0005167	LOC108090155|XP_017044201.1|DFIC	LOC119648190|XP_037905708.1|HILL
OG0005168	LOC108099819|XP_017058937.1|DFIC	LOC119648188|XP_037905705.1|HILL
OG0005169	LOC108100573|XP_017060040.1|DFIC	LOC119650352|XP_037908962.1|HILL
OG0005170	LOC108100623|XP_017060110.1|DFIC	LOC119650350|XP_037908952.1|HILL
OG0005171	LOC108100179|XP_017059437.1|DFIC	LOC119650351|XP_037908961.1|HILL
OG0005172	LOC108087852|XP_017040921.1|DFIC	LOC119646374|XP_037902738.1|HILL
OG0005173	LOC108094278|XP_017050260.1|DFIC	LOC119653388|XP_037913866.1|HILL
OG0005174	LOC108087753|XP_017040770.1|DFIC	LOC119646194|XP_037902506.1|HILL
OG0005175	LOC108087690|XP_017040686.1|DFIC	LOC119661164|XP_037926308.1|HILL
OG0005176	LOC108087866|XP_017040939.1|DFIC	LOC119646505|XP_037902888.1|HILL
OG0005178	LOC108089066|XP_017042664.1|DFIC	LOC119650206|XP_037908700.1|HILL
OG0005179	LOC108088976|XP_017042507.1|DFIC	LOC119648924|XP_037906758.1|HILL
OG0005180	LOC108100258|XP_017059523.1|DFIC	LOC119650168|XP_037908645.1|HILL
OG0005181	LOC108097780|XP_017055797.1|DFIC	LOC119656687|XP_037919102.1|HILL
OG0005182	LOC108090497|XP_017044699.1|DFIC	LOC119655150|XP_037916820.1|HILL
OG0005183	LOC108096671|XP_017053937.1|DFIC	LOC119646928|XP_037903537.1|HILL
OG0005184	LOC108096680|XP_017053969.1|DFIC	LOC119653678|XP_037914453.1|HILL
OG0005185	LOC108090266|XP_017044363.1|DFIC	LOC119657803|XP_037920830.1|HILL
OG0005186	LOC108086442|XP_017038845.1|DFIC	LOC119646988|XP_037903627.1|HILL
OG0005187	LOC108094275|XP_017050237.1|DFIC	LOC119653915|XP_037915003.1|HILL
OG0005188	LOC108096862|XP_017054276.1|DFIC	LOC119661106|XP_037926230.1|HILL
OG0005189	LOC108094245|XP_017050196.1|DFIC	LOC119655045|XP_037916659.1|HILL
OG0005190	LOC108096460|XP_017053556.1|DFIC	LOC119650183|XP_037908666.1|HILL
OG0005191	LOC108102260|XP_017062503.1|DFIC	LOC119660199|XP_037924553.1|HILL
OG0005192	LOC108093907|XP_017049760.1|DFIC	LOC119646646|XP_037903088.1|HILL
OG0005193	LOC108090418|XP_017044564.1|DFIC	LOC119647004|XP_037903658.1|HILL
OG0005194	LOC108094863|XP_017051172.1|DFIC	LOC119660459|XP_037924948.1|HILL
OG0005195	LOC108093633|XP_017049280.1|DFIC	LOC119660216|XP_037924579.1|HILL
OG0005196	LOC108100712|XP_017060232.1|DFIC	LOC119654299|XP_037915534.1|HILL
OG0005197	LOC108090887|XP_017045278.1|DFIC	LOC119660113|XP_037924431.1|HILL
OG0005198	LOC108089524|XP_017043343.1|DFIC	LOC119649291|XP_037907313.1|HILL
OG0005199	LOC108101871|XP_017061896.1|DFIC	LOC119646818|XP_037903360.1|HILL
OG0005200	LOC108093780|XP_017049544.1|DFIC	LOC119648767|XP_037906527.1|HILL
OG0005201	LOC108090713|XP_017044999.1|DFIC	LOC119647231|XP_037904008.1|HILL
OG0005202	LOC108101578|XP_017061479.1|DFIC	LOC119659373|XP_037923357.1|HILL
OG0005203	LOC108101541|XP_017061414.1|DFIC	LOC119647771|XP_037904877.1|HILL
OG0005204	LOC108088163|XP_017041318.1|DFIC	LOC119652377|XP_037912402.1|HILL
OG0005205	LOC108092430|XP_017047499.1|DFIC	LOC119651667|XP_037911288.1|HILL
OG0005206	LOC108087662|XP_017040640.1|DFIC	LOC119659287|XP_037923228.1|HILL
OG0005207	LOC108090837|XP_017045193.1|DFIC	LOC119659462|XP_037923476.1|HILL
OG0005208	LOC108090652|XP_017044919.1|DFIC	LOC119661158|XP_037926302.1|HILL
OG0005209	LOC108101753|XP_017061704.1|DFIC	LOC119651948|XP_037911730.1|HILL
OG0005210	LOC108096025|XP_017052899.1|DFIC, LOC108101751|XP_017061703.1|DFIC	LOC119651982|XP_037911820.1|HILL
OG0005211	LOC108093588|XP_017049201.1|DFIC	LOC119657737|XP_037920711.1|HILL
OG0005212	LOC108090889|XP_017045281.1|DFIC	LOC119653949|XP_037915041.1|HILL
OG0005213	LOC108097081|XP_017054613.1|DFIC	LOC119652591|XP_037912743.1|HILL
OG0005214	LOC108100847|XP_017060416.1|DFIC	LOC119647681|XP_037904724.1|HILL
OG0005215	LOC108092538|XP_017047655.1|DFIC	LOC119648817|XP_037906602.1|HILL
OG0005216	LOC108094462|XP_017050533.1|DFIC	LOC119651164|XP_037910510.1|HILL
OG0005217	LOC108094387|XP_017050438.1|DFIC	LOC119650644|XP_037909497.1|HILL
OG0005218	LOC108091260|XP_017045898.1|DFIC, LOC108098746|XP_017057370.1|DFIC	LOC119651080|XP_037910348.1|HILL
OG0005219	LOC108090491|XP_017044692.1|DFIC	LOC119652007|XP_037911866.1|HILL
OG0005220	LOC108100311|XP_017059602.1|DFIC	LOC119647508|XP_037904396.1|HILL
OG0005221	LOC108093458|XP_017049023.1|DFIC	LOC119651598|XP_037911176.1|HILL
OG0005222	LOC108098212|XP_017056467.1|DFIC	LOC119653272|XP_037913822.1|HILL
OG0005223	LOC108092751|XP_017047970.1|DFIC	LOC119646923|XP_037903530.1|HILL
OG0005224	LOC108100944|XP_017060579.1|DFIC	LOC119651975|XP_037911809.1|HILL
OG0005225	LOC108092298|XP_017047322.1|DFIC	LOC119652191|XP_037912062.1|HILL
OG0005226	LOC108100868|XP_017060441.1|DFIC	LOC119661440|XP_037926714.1|HILL
OG0005227	LOC108098282|XP_017056575.1|DFIC	LOC119646782|XP_037903294.1|HILL
OG0005228	LOC108098235|XP_017056508.1|DFIC	LOC119646780|XP_037903292.1|HILL
OG0005229	LOC108091446|XP_017046131.1|DFIC	LOC119661611|XP_037926954.1|HILL
OG0005230	LOC108100040|XP_017059252.1|DFIC	LOC119652592|XP_037912744.1|HILL
OG0005231	LOC108091576|XP_017046342.1|DFIC	LOC119646592|XP_037903013.1|HILL
OG0005232	LOC108092405|XP_017047456.1|DFIC	LOC119652329|XP_037912269.1|HILL
OG0005233	LOC108101748|XP_017061699.1|DFIC	LOC119650831|XP_037909900.1|HILL
OG0005234	LOC108094474|XP_017050547.1|DFIC	LOC119653196|XP_037913683.1|HILL
OG0005235	LOC108096092|XP_017052948.1|DFIC	LOC119646624|XP_037903060.1|HILL
OG0005236	LOC108101297|XP_017061089.1|DFIC	LOC119646625|XP_037903061.1|HILL
OG0005237	LOC108101296|XP_017061088.1|DFIC	LOC119661701|XP_037927076.1|HILL
OG0005238	LOC108101260|XP_017061004.1|DFIC	LOC119661751|XP_037927149.1|HILL
OG0005239	LOC108092389|XP_017047438.1|DFIC	LOC119648871|XP_037906690.1|HILL
OG0005240	LOC108089180|XP_017042804.1|DFIC	LOC119651591|XP_037911168.1|HILL
OG0005241	LOC108101308|XP_017061099.1|DFIC	LOC119647642|XP_037904636.1|HILL
OG0005242	LOC108100100|XP_017059333.1|DFIC	LOC119646362|XP_037902727.1|HILL
OG0005243	LOC108091449|XP_017046138.1|DFIC	LOC119650888|XP_037909996.1|HILL
OG0005244	LOC108088017|XP_017041119.1|DFIC	LOC119659971|XP_037924261.1|HILL
OG0005245	LOC108089083|XP_017042681.1|DFIC	LOC119659377|XP_037923365.1|HILL
OG0005246	LOC108091526|XP_017046277.1|DFIC	LOC119654661|XP_037916080.1|HILL
OG0005247	LOC108087658|XP_017040637.1|DFIC	LOC119652677|XP_037912879.1|HILL
OG0005248	LOC108098829|XP_017057473.1|DFIC	LOC119661189|XP_037926338.1|HILL
OG0005249	LOC108087152|XP_017039856.1|DFIC	LOC119659784|XP_037923978.1|HILL
OG0005250	LOC108093398|XP_017048914.1|DFIC	LOC119653244|XP_037913772.1|HILL
OG0005251	LOC108089222|XP_017042866.1|DFIC	LOC119650691|XP_037909591.1|HILL
OG0005252	LOC108101166|XP_017060878.1|DFIC	LOC119652698|XP_037912905.1|HILL
OG0005253	LOC108089845|XP_017043777.1|DFIC	LOC119653918|XP_037915002.1|HILL
OG0005254	LOC108094435|XP_017050495.1|DFIC, LOC108094424|XP_017050484.1|DFIC	LOC119652945|XP_037913264.1|HILL
OG0005255	LOC108094759|XP_017051009.1|DFIC, LOC108094434|XP_017050494.1|DFIC	LOC119652772|XP_037913008.1|HILL
OG0005256	LOC108088257|XP_017041464.1|DFIC	LOC119651464|XP_037910999.1|HILL
OG0005257	LOC108100953|XP_017060590.1|DFIC	LOC119651462|XP_037910996.1|HILL
OG0005258	LOC108097855|XP_017055880.1|DFIC	LOC119650950|XP_037910112.1|HILL
OG0005259	LOC108090052|XP_017044048.1|DFIC	LOC119651157|XP_037910493.1|HILL
OG0005260	LOC108090054|XP_017044051.1|DFIC	LOC119651290|XP_037910735.1|HILL
OG0005261	LOC108089201|XP_017042837.1|DFIC	LOC119652376|XP_037912401.1|HILL
OG0005262	LOC108089945|XP_017043924.1|DFIC	LOC119660828|XP_037925616.1|HILL
OG0005263	LOC108096115|XP_017053017.1|DFIC, LOC108094464|XP_017050534.1|DFIC	LOC119652237|XP_037912138.1|HILL
OG0005264	LOC108092176|XP_017047189.1|DFIC	LOC119652238|XP_037912141.1|HILL
OG0005265	LOC108094450|XP_017050517.1|DFIC	LOC119659362|XP_037923341.1|HILL, LOC119647794|XP_037904924.1|HILL, LOC119647652|XP_037904649.1|HILL
OG0005266	LOC108094541|XP_017050634.1|DFIC, LOC108090311|XP_017044450.1|DFIC	LOC119650604|XP_037909392.1|HILL
OG0005267	LOC108092455|XP_017047530.1|DFIC	LOC119656067|XP_037918276.1|HILL
OG0005268	LOC108092452|XP_017047527.1|DFIC	LOC119653031|XP_037913408.1|HILL
OG0005269	LOC108092504|XP_017047609.1|DFIC	LOC119661467|XP_037926756.1|HILL
OG0005270	LOC108100085|XP_017059317.1|DFIC	LOC119646458|XP_037902836.1|HILL
OG0005271	LOC108101214|XP_017060952.1|DFIC	LOC119647674|XP_037904683.1|HILL
OG0005272	LOC108101227|XP_017060965.1|DFIC	LOC119653757|XP_037914621.1|HILL
OG0005273	LOC108100976|XP_017060620.1|DFIC	LOC119659425|XP_037923437.1|HILL
OG0005274	LOC108100090|XP_017059321.1|DFIC	LOC119661672|XP_037927037.1|HILL
OG0005275	LOC108089265|XP_017042924.1|DFIC	LOC119654665|XP_037916089.1|HILL
OG0005276	LOC108092526|XP_017047638.1|DFIC	LOC119647187|XP_037903927.1|HILL
OG0005277	LOC108092576|XP_017047709.1|DFIC	LOC119647029|XP_037903699.1|HILL
OG0005278	LOC108094904|XP_017051238.1|DFIC	LOC119651932|XP_037911697.1|HILL
OG0005279	LOC108093429|XP_017048976.1|DFIC	LOC119651213|XP_037910592.1|HILL
OG0005280	LOC108101318|XP_017061111.1|DFIC	LOC119661544|XP_037926857.1|HILL
OG0005281	LOC108092544|XP_017047663.1|DFIC	LOC119646951|XP_037903572.1|HILL
OG0005282	LOC108090197|XP_017044274.1|DFIC	LOC119661537|XP_037926844.1|HILL
OG0005283	LOC108087137|XP_017039824.1|DFIC	LOC119650014|XP_037908416.1|HILL
OG0005284	LOC108089893|XP_017043853.1|DFIC	LOC119649421|XP_037907493.1|HILL
OG0005285	LOC108089935|XP_017043914.1|DFIC	LOC119646914|XP_037903888.1|HILL
OG0005286	LOC108101284|XP_017061067.1|DFIC	LOC119646689|XP_037903179.1|HILL
OG0005287	LOC108101282|XP_017061063.1|DFIC	LOC119661172|XP_037926317.1|HILL
OG0005288	LOC108100865|XP_017060436.1|DFIC	LOC119646708|XP_037903214.1|HILL
OG0005289	LOC108100843|XP_017060410.1|DFIC	LOC119658720|XP_037922302.1|HILL
OG0005290	LOC108090193|XP_017044269.1|DFIC	LOC119646721|XP_037903228.1|HILL
OG0005291	LOC108092671|XP_017047841.1|DFIC	LOC119653086|XP_037913508.1|HILL
OG0005292	LOC108092664|XP_017047815.1|DFIC	LOC119653225|XP_037913733.1|HILL
OG0005293	LOC108101757|XP_017061713.1|DFIC	LOC119652192|XP_037912063.1|HILL
OG0005294	LOC108093509|XP_017049089.1|DFIC	LOC119656139|XP_037918400.1|HILL
OG0005295	LOC108092670|XP_017047825.1|DFIC	LOC119652564|XP_037912700.1|HILL
OG0005296	LOC108090141|XP_017044171.1|DFIC	LOC119653099|XP_037913535.1|HILL
OG0005297	LOC108100970|XP_017060610.1|DFIC	LOC119646264|XP_037902595.1|HILL
OG0005298	LOC108101197|XP_017060930.1|DFIC	LOC119650593|XP_037909370.1|HILL
OG0005299	LOC108088514|XP_017041841.1|DFIC	LOC119651761|XP_037911427.1|HILL
OG0005300	LOC108095328|XP_017051898.1|DFIC	LOC119659174|XP_037923061.1|HILL
OG0005301	LOC108101188|XP_017060919.1|DFIC	LOC119652601|XP_037912758.1|HILL
OG0005302	LOC108086459|XP_017038873.1|DFIC	LOC119650681|XP_037909572.1|HILL
OG0005303	LOC108096067|XP_017052917.1|DFIC	LOC119658595|XP_037921987.1|HILL
OG0005304	LOC108094397|XP_017050454.1|DFIC	LOC119651646|XP_037911249.1|HILL
OG0005305	LOC108094903|XP_017051237.1|DFIC	LOC119646930|XP_037903542.1|HILL
OG0005306	LOC108098196|XP_017056422.1|DFIC	LOC119651384|XP_037910891.1|HILL
OG0005307	LOC108100119|XP_017059359.1|DFIC	LOC119651688|XP_037911320.1|HILL
OG0005308	LOC108089139|XP_017042747.1|DFIC	LOC119650845|XP_037909918.1|HILL
OG0005309	LOC108092498|XP_017047600.1|DFIC	LOC119654679|XP_037916110.1|HILL
OG0005310	LOC108092734|XP_017047952.1|DFIC	LOC119647787|XP_037904906.1|HILL
OG0005311	LOC108092270|XP_017047292.1|DFIC	LOC119646262|XP_037902592.1|HILL
OG0005312	LOC108100878|XP_017060461.1|DFIC	LOC119646717|XP_037903224.1|HILL
OG0005313	LOC108089186|XP_017042812.1|DFIC	LOC119647473|XP_037904343.1|HILL
OG0005314	LOC108093498|XP_017049077.1|DFIC	LOC119656543|XP_037918831.1|HILL
OG0005315	LOC108096065|XP_017052914.1|DFIC	LOC119656035|XP_037918233.1|HILL
OG0005316	LOC108094915|XP_017051250.1|DFIC	LOC119661640|XP_037926996.1|HILL
OG0005317	LOC108098189|XP_017056413.1|DFIC	LOC119657812|XP_037920850.1|HILL
OG0005318	LOC108100677|XP_017060185.1|DFIC	LOC119652166|XP_037912040.1|HILL
OG0005319	LOC108101744|XP_017061694.1|DFIC	LOC119653237|XP_037913764.1|HILL
OG0005320	LOC108098349|XP_017056680.1|DFIC, LOC108098113|XP_017056320.1|DFIC	LOC119650698|XP_037909612.1|HILL
OG0005321	LOC108100074|XP_017059299.1|DFIC	LOC119656143|XP_037918403.1|HILL
OG0005322	LOC108094151|XP_017050077.1|DFIC	LOC119654989|XP_037916581.1|HILL
OG0005323	LOC108088115|XP_017041294.1|DFIC, LOC108093462|XP_017049025.1|DFIC	LOC119651991|XP_037911836.1|HILL
