Orthogroup	DSER.longest_only	BCOP.longest_only
OG0005265	LOC110181384|XP_020804774.1|DSER	LOC119067102|XP_037025760.1|BCOP
OG0005266	LOC110185600|XP_020810202.1|DSER	LOC119076250|XP_037038811.1|BCOP
OG0005267	LOC110184913|XP_020809217.1|DSER	LOC119084575|XP_037050525.1|BCOP
OG0005268	LOC110184912|XP_020809216.1|DSER	LOC119075654|XP_037038047.1|BCOP
OG0005269	LOC110184916|XP_020809220.1|DSER	LOC119081692|XP_037046684.1|BCOP
OG0005270	LOC110183151|XP_020807000.1|DSER	LOC119084573|XP_037050523.1|BCOP
OG0005271	LOC110183813|XP_020807824.1|DSER	LOC119084563|XP_037050472.1|BCOP
OG0005272	LOC110183814|XP_020807825.1|DSER	LOC119084565|XP_037050477.1|BCOP
OG0005273	LOC110183822|XP_020807833.1|DSER	LOC119084591|XP_037050532.1|BCOP
OG0005274	LOC110183176|XP_020807027.1|DSER	LOC119084592|XP_037050533.1|BCOP
OG0005275	LOC110183373|XP_020807294.1|DSER	LOC119082059|XP_037047285.1|BCOP
OG0005276	LOC110187538|XP_020812590.1|DSER	LOC119081894|XP_037047016.1|BCOP
OG0005277	LOC110187563|XP_020812610.1|DSER	LOC119079740|XP_037043701.1|BCOP, LOC119082122|XP_037047401.1|BCOP
OG0005278	LOC110182863|XP_020806664.1|DSER	LOC119068655|XP_037028228.1|BCOP
OG0005279	LOC110185869|XP_020810538.1|DSER	LOC119078697|XP_037042254.1|BCOP
OG0005280	LOC110185540|XP_020810106.1|DSER	LOC119066378|XP_037024702.1|BCOP
OG0005281	LOC110184946|XP_020809251.1|DSER	LOC119078720|XP_037042288.1|BCOP, LOC119077382|XP_037040473.1|BCOP
OG0005282	LOC110187650|XP_020812717.1|DSER	LOC119074009|XP_037035837.1|BCOP
OG0005283	LOC110188722|XP_020814198.1|DSER	LOC119081418|XP_037046214.1|BCOP
OG0005284	LOC110187429|XP_020812476.1|DSER	LOC119085819|XP_037052208.1|BCOP
OG0005285	LOC110187437|XP_020812487.1|DSER	LOC119085820|XP_037052211.1|BCOP
OG0005286	LOC110186115|XP_020810822.1|DSER	LOC119085849|XP_037052250.1|BCOP
OG0005287	LOC110185993|XP_020810679.1|DSER	LOC119085823|XP_037052214.1|BCOP
OG0005288	LOC110182679|XP_020806425.1|DSER	LOC119072563|XP_037033698.1|BCOP
OG0005289	LOC110182854|XP_020806650.1|DSER, LOC110182856|XP_020806652.1|DSER	LOC119078844|XP_037042444.1|BCOP
OG0005290	LOC110177245|XP_020799548.1|DSER	LOC119078576|XP_037042047.1|BCOP
OG0005291	LOC110185745|XP_020810400.1|DSER	LOC119075667|XP_037038074.1|BCOP
OG0005292	LOC110185743|XP_020810398.1|DSER	LOC119072729|XP_037033898.1|BCOP
OG0005293	LOC110185899|XP_020810572.1|DSER	LOC119072740|XP_037033916.1|BCOP
OG0005294	LOC110184995|XP_020809306.1|DSER	LOC119085940|XP_037052388.1|BCOP
OG0005295	LOC110186101|XP_020810805.1|DSER	LOC119072361|XP_037033445.1|BCOP
OG0005296	LOC110187693|XP_020812785.1|DSER	LOC119072818|XP_037034008.1|BCOP
OG0005297	LOC110183866|XP_020807878.1|DSER	LOC119082321|XP_037047716.1|BCOP
OG0005298	LOC110177870|XP_020800485.1|DSER	LOC119078422|XP_037041825.1|BCOP
OG0005299	LOC110189025|XP_020814647.1|DSER	LOC119069589|XP_037029574.1|BCOP
OG0005300	LOC110184333|XP_020808488.1|DSER	LOC119078562|XP_037042026.1|BCOP
OG0005301	LOC110183193|XP_020807058.1|DSER	LOC119076221|XP_037038767.1|BCOP
OG0005302	LOC110180267|XP_020803582.1|DSER	LOC119076831|XP_037039730.1|BCOP
OG0005303	LOC110179886|XP_020803146.1|DSER, LOC110187495|XP_020812544.1|DSER	LOC119084699|XP_037050670.1|BCOP
OG0005304	LOC110185042|XP_020809354.1|DSER	LOC119084792|XP_037050752.1|BCOP
OG0005305	LOC110182862|XP_020806663.1|DSER	LOC119073825|XP_037035514.1|BCOP
OG0005306	LOC110184868|XP_020809173.1|DSER	LOC119078668|XP_037042220.1|BCOP
OG0005307	LOC110183175|XP_020807025.1|DSER	LOC119078680|XP_037042233.1|BCOP
OG0005308	LOC110183387|XP_020807313.1|DSER	LOC119072574|XP_037033716.1|BCOP
OG0005309	LOC110183758|XP_020807775.1|DSER	LOC119075524|XP_037037888.1|BCOP
OG0005310	LOC110177041|XP_020799217.1|DSER	LOC119082829|XP_037048377.1|BCOP
OG0005311	LOC110183915|XP_020807917.1|DSER	LOC119080719|XP_037045098.1|BCOP
OG0005312	LOC110182596|XP_020806310.1|DSER	LOC119078701|XP_037042259.1|BCOP
OG0005313	LOC110183295|XP_020807188.1|DSER	LOC119070941|XP_037031381.1|BCOP
OG0005314	LOC110184961|XP_020809268.1|DSER	LOC119072393|XP_037033501.1|BCOP
OG0005316	LOC110182899|XP_020806713.1|DSER	LOC119080048|XP_037044148.1|BCOP
OG0005317	LOC110184863|XP_020809167.1|DSER	LOC119078425|XP_037041829.1|BCOP
OG0005318	LOC110188772|XP_020814267.1|DSER	LOC119082743|XP_037048219.1|BCOP
OG0005319	LOC110185648|XP_020810265.1|DSER	LOC119067670|XP_037026671.1|BCOP
OG0005320	LOC110185815|XP_020810480.1|DSER	LOC119082092|XP_037047355.1|BCOP
OG0005321	LOC110183417|XP_020807353.1|DSER	LOC119066701|XP_037025193.1|BCOP
OG0005322	LOC110181293|XP_020804673.1|DSER	LOC119082601|XP_037048053.1|BCOP
OG0005323	LOC110183795|XP_020807809.1|DSER	LOC119066754|XP_037025280.1|BCOP
OG0005324	LOC110177878|XP_020800502.1|DSER	LOC119076380|XP_037038993.1|BCOP
OG0005325	LOC110186106|XP_020810812.1|DSER	LOC119076369|XP_037038972.1|BCOP
OG0005326	LOC110183448|XP_020807387.1|DSER	LOC119076384|XP_037039000.1|BCOP
OG0005327	LOC110181421|XP_020804822.1|DSER	LOC119083132|XP_037048666.1|BCOP
OG0005328	LOC110187696|XP_020812790.1|DSER	LOC119078574|XP_037042045.1|BCOP
OG0005329	LOC110190798|XP_020817100.1|DSER	LOC119076425|XP_037039065.1|BCOP
OG0005330	LOC110190797|XP_020817099.1|DSER	LOC119074975|XP_037037272.1|BCOP
OG0005331	LOC110184861|XP_020809162.1|DSER	LOC119078548|XP_037042014.1|BCOP
OG0005332	LOC110187317|XP_020812365.1|DSER	LOC119078517|XP_037041975.1|BCOP, LOC119078546|XP_037042011.1|BCOP
OG0005333	LOC110183027|XP_020806873.1|DSER	LOC119075697|XP_037038118.1|BCOP
OG0005334	LOC110183358|XP_020807279.1|DSER	LOC119082772|XP_037048261.1|BCOP
OG0005336	LOC110189397|XP_020815111.1|DSER	LOC119082761|XP_037048242.1|BCOP
OG0005337	LOC110176628|XP_020798716.1|DSER	LOC119070967|XP_037031434.1|BCOP
OG0005338	LOC110177644|XP_020800118.1|DSER	LOC119075647|XP_037038027.1|BCOP
OG0005339	LOC110183285|XP_020807174.1|DSER	LOC119075639|XP_037038017.1|BCOP
OG0005340	LOC110187346|XP_020812392.1|DSER	LOC119066445|XP_037024837.1|BCOP
OG0005341	LOC110178906|XP_020801845.1|DSER	LOC119074135|XP_037036016.1|BCOP
OG0005342	LOC110183978|XP_020807993.1|DSER	LOC119072873|XP_037034071.1|BCOP
OG0005343	LOC110180024|XP_020803284.1|DSER	LOC119085006|XP_037051082.1|BCOP
OG0005344	LOC110177863|XP_020800467.1|DSER, LOC110179400|XP_020802583.1|DSER	LOC119085289|XP_037051542.1|BCOP
OG0005345	LOC110180585|XP_020803936.1|DSER	LOC119072942|XP_037034164.1|BCOP
OG0005346	LOC110185937|XP_020810610.1|DSER	LOC119066655|XP_037025126.1|BCOP
OG0005347	LOC110187511|XP_020812564.1|DSER	LOC119085913|XP_037052358.1|BCOP
OG0005348	LOC110183393|XP_020807319.1|DSER	LOC119085385|XP_037051672.1|BCOP
OG0005349	LOC110183322|XP_020807227.1|DSER	LOC119083889|XP_037049594.1|BCOP, LOC119076305|XP_037038866.1|BCOP
OG0005350	LOC110183168|XP_020807019.1|DSER	LOC119082231|XP_037047583.1|BCOP
OG0005351	LOC110189096|XP_020814730.1|DSER	LOC119082227|XP_037047576.1|BCOP
OG0005352	LOC110183274|XP_020807160.1|DSER	LOC119075313|XP_037037622.1|BCOP
OG0005353	LOC110176359|XP_020798346.1|DSER	LOC119075333|XP_037037656.1|BCOP
OG0005354	LOC110185567|XP_020810150.1|DSER	LOC119066289|XP_037024553.1|BCOP
OG0005355	LOC110178175|XP_020800868.1|DSER	LOC119085911|XP_037052355.1|BCOP
OG0005356	LOC110178095|XP_020800761.1|DSER	LOC119082633|XP_037048094.1|BCOP
OG0005357	LOC110176851|XP_020798980.1|DSER	LOC119085917|XP_037052365.1|BCOP
OG0005358	LOC110185555|XP_020810131.1|DSER	LOC119081789|XP_037046893.1|BCOP
OG0005359	LOC110177392|XP_020799756.1|DSER	LOC119072911|XP_037034125.1|BCOP
OG0005360	LOC110185241|XP_020809636.1|DSER	LOC119068617|XP_037028174.1|BCOP
OG0005361	LOC110183485|XP_020807424.1|DSER	LOC119081907|XP_037047035.1|BCOP
OG0005362	LOC110187307|XP_020812355.1|DSER	LOC119066377|XP_037024698.1|BCOP
OG0005363	LOC110182702|XP_020806457.1|DSER	LOC119071552|XP_037032368.1|BCOP
OG0005364	LOC110179219|XP_020802313.1|DSER	LOC119081427|XP_037046243.1|BCOP
OG0005365	LOC110185002|XP_020809314.1|DSER	LOC119070752|XP_037031121.1|BCOP
OG0005366	LOC110184942|XP_020809248.1|DSER	LOC119079157|XP_037042865.1|BCOP
OG0005367	LOC110184977|XP_020809285.1|DSER	LOC119078446|XP_037041864.1|BCOP
OG0005368	LOC110190991|XP_020817362.1|DSER	LOC119074447|XP_037036473.1|BCOP
OG0005369	LOC110181152|XP_020804485.1|DSER	LOC119078443|XP_037041861.1|BCOP
OG0005370	LOC110183158|XP_020807009.1|DSER	LOC119066313|XP_037024596.1|BCOP
OG0005371	LOC110183160|XP_020807010.1|DSER	LOC119066315|XP_037024597.1|BCOP
OG0005372	LOC110188188|XP_020813423.1|DSER	LOC119084678|XP_037050651.1|BCOP
OG0005373	LOC110191701|XP_020818276.1|DSER	LOC119072556|XP_037033687.1|BCOP
OG0005374	LOC110184897|XP_020809203.1|DSER	LOC119085859|XP_037052266.1|BCOP
OG0005375	LOC110184896|XP_020809202.1|DSER	LOC119072673|XP_037033843.1|BCOP
OG0005376	LOC110186061|XP_020810757.1|DSER	LOC119070727|XP_037031078.1|BCOP
OG0005377	LOC110177556|XP_020799986.1|DSER	LOC119079655|XP_037043593.1|BCOP
OG0005378	LOC110185695|XP_020810321.1|DSER	LOC119082247|XP_037047604.1|BCOP
OG0005379	LOC110182257|XP_020805934.1|DSER	LOC119081916|XP_037047047.1|BCOP
OG0005380	LOC110186042|XP_020810740.1|DSER	LOC119083248|XP_037048805.1|BCOP
OG0005381	LOC110187464|XP_020812511.1|DSER	LOC119081708|XP_037046713.1|BCOP
OG0005382	LOC110187264|XP_020812311.1|DSER	LOC119072671|XP_037033827.1|BCOP
OG0005383	LOC110185190|XP_020809571.1|DSER	LOC119081898|XP_037047019.1|BCOP
OG0005384	LOC110190969|XP_020817318.1|DSER	LOC119084909|XP_037050960.1|BCOP
OG0005385	LOC110182917|XP_020806738.1|DSER	LOC119067157|XP_037025844.1|BCOP
OG0005386	LOC110178208|XP_020800909.1|DSER	LOC119081414|XP_037046206.1|BCOP
OG0005387	LOC110187652|XP_020812720.1|DSER	LOC119069239|XP_037029177.1|BCOP
OG0005388	LOC110187415|XP_020812463.1|DSER	LOC119066156|XP_037024355.1|BCOP
OG0005389	LOC110183987|XP_020808003.1|DSER	LOC119072549|XP_037033682.1|BCOP
OG0005390	LOC110182306|XP_020805981.1|DSER	LOC119072551|XP_037033683.1|BCOP
OG0005392	LOC110184838|XP_020809140.1|DSER, LOC110179797|XP_020803066.1|DSER	LOC119081994|XP_037047210.1|BCOP
OG0005393	LOC110188106|XP_020813337.1|DSER	LOC119067986|XP_037027237.1|BCOP
OG0005394	LOC110179774|XP_020803051.1|DSER, LOC110184831|XP_020809135.1|DSER	LOC119085967|XP_037052418.1|BCOP
OG0005395	LOC110178113|XP_020800785.1|DSER	LOC119085170|XP_037051362.1|BCOP
OG0005396	LOC110176955|XP_020799118.1|DSER	LOC119075656|XP_037038055.1|BCOP
OG0005397	LOC110176933|XP_020799089.1|DSER	LOC119070929|XP_037031368.1|BCOP
OG0005398	LOC110177180|XP_020799430.1|DSER	LOC119066453|XP_037024849.1|BCOP
OG0005399	LOC110180251|XP_020803570.1|DSER	LOC119084803|XP_037050767.1|BCOP
OG0005400	LOC110188998|XP_020814608.1|DSER, LOC110188971|XP_020814577.1|DSER	LOC119083788|XP_037049485.1|BCOP
OG0005401	LOC110176954|XP_020799116.1|DSER	LOC119066482|XP_037024887.1|BCOP
OG0005402	LOC110176956|XP_020799121.1|DSER	LOC119066481|XP_037024886.1|BCOP
OG0005403	LOC110176871|XP_020799005.1|DSER	LOC119082615|XP_037048069.1|BCOP
OG0005404	LOC110176872|XP_020799006.1|DSER	LOC119080278|XP_037044445.1|BCOP
OG0005405	LOC110178346|XP_020801127.1|DSER	LOC119081139|XP_037045778.1|BCOP
OG0005406	LOC110191590|XP_020818134.1|DSER	LOC119081146|XP_037045788.1|BCOP
OG0005407	LOC110176053|XP_020797929.1|DSER	LOC119081145|XP_037045785.1|BCOP
OG0005408	LOC110182353|XP_020806052.1|DSER	LOC119066198|XP_037024412.1|BCOP
OG0005409	LOC110177003|XP_020799172.1|DSER	LOC119081948|XP_037047127.1|BCOP
OG0005410	LOC110182390|XP_020806088.1|DSER	LOC119068435|XP_037027900.1|BCOP
OG0005412	LOC110178360|XP_020801151.1|DSER	LOC119081439|XP_037046266.1|BCOP
OG0005414	LOC110180446|XP_020803773.1|DSER	LOC119081499|XP_037046400.1|BCOP
OG0005415	LOC110179674|XP_020802944.1|DSER	LOC119079463|XP_037043286.1|BCOP
OG0005416	LOC110191567|XP_020818107.1|DSER	LOC119084989|XP_037051053.1|BCOP
OG0005417	LOC110187216|XP_020812275.1|DSER	LOC119083018|XP_037048555.1|BCOP
OG0005418	LOC110184957|XP_020809263.1|DSER	LOC119078662|XP_037042206.1|BCOP, LOC119078609|XP_037042099.1|BCOP
OG0005419	LOC110183317|XP_020807221.1|DSER	LOC119078941|XP_037042582.1|BCOP
OG0005420	LOC110185846|XP_020810512.1|DSER	LOC119066361|XP_037024674.1|BCOP
OG0005421	LOC110184969|XP_020809276.1|DSER	LOC119071792|XP_037032752.1|BCOP
OG0005422	LOC110179563|XP_020802803.1|DSER	LOC119066505|XP_037024909.1|BCOP
OG0005423	LOC110176855|XP_020798987.1|DSER	LOC119076363|XP_037038961.1|BCOP
OG0005424	LOC110182969|XP_020806822.1|DSER	LOC119075652|XP_037038045.1|BCOP
OG0005425	LOC110184595|XP_020808844.1|DSER	LOC119085591|XP_037051905.1|BCOP, LOC119078624|XP_037042116.1|BCOP
OG0005426	LOC110177062|XP_020799237.1|DSER	LOC119080594|XP_037044883.1|BCOP
OG0005427	LOC110181427|XP_020804828.1|DSER	LOC119066312|XP_037024594.1|BCOP
OG0005428	LOC110185630|XP_020810242.1|DSER	LOC119079457|XP_037043270.1|BCOP
OG0005429	LOC110185044|XP_020809355.1|DSER	LOC119078604|XP_037042093.1|BCOP
OG0005430	LOC110185041|XP_020809353.1|DSER	LOC119078605|XP_037042094.1|BCOP
OG0005431	LOC110185098|XP_020809447.1|DSER	LOC119085243|XP_037051461.1|BCOP
OG0005432	LOC110182823|XP_020806618.1|DSER	LOC119082260|XP_037047613.1|BCOP
OG0005434	LOC110185109|XP_020809458.1|DSER	LOC119082271|XP_037047635.1|BCOP
OG0005435	LOC110182822|XP_020806617.1|DSER	LOC119082265|XP_037047624.1|BCOP
OG0005436	LOC110176025|XP_020797895.1|DSER	LOC119082263|XP_037047623.1|BCOP
OG0005437	LOC110191410|XP_020817927.1|DSER	LOC119069550|XP_037029524.1|BCOP
OG0005438	LOC110176823|XP_020798932.1|DSER	LOC119072559|XP_037033690.1|BCOP, LOC119085030|XP_037051117.1|BCOP
OG0005439	LOC110185434|XP_020809920.1|DSER	LOC119078793|XP_037042401.1|BCOP
OG0005440	LOC110178213|XP_020800914.1|DSER	LOC119070816|XP_037031190.1|BCOP
OG0005441	LOC110177977|XP_020800630.1|DSER	LOC119066213|XP_037024430.1|BCOP
OG0005442	LOC110176865|XP_020798999.1|DSER	LOC119066244|XP_037024461.1|BCOP
OG0005443	LOC110183357|XP_020807277.1|DSER	LOC119066249|XP_037024469.1|BCOP
OG0005444	LOC110187596|XP_020812647.1|DSER	LOC119066143|XP_037024333.1|BCOP
OG0005445	LOC110183474|XP_020807411.1|DSER	LOC119075376|XP_037037703.1|BCOP
OG0005446	LOC110176810|XP_020798909.1|DSER	LOC119075373|XP_037037696.1|BCOP
OG0005447	LOC110182329|XP_020806020.1|DSER	LOC119076927|XP_037039848.1|BCOP, LOC119085947|XP_037052396.1|BCOP
OG0005448	LOC110177797|XP_020800345.1|DSER	LOC119077091|XP_037040146.1|BCOP
OG0005449	LOC110184482|XP_020808692.1|DSER	LOC119072838|XP_037034042.1|BCOP
OG0005450	LOC110186244|XP_020810972.1|DSER	LOC119075236|XP_037037524.1|BCOP
OG0005451	LOC110187481|XP_020812527.1|DSER	LOC119077735|XP_037040907.1|BCOP
OG0005452	LOC110179221|XP_020802318.1|DSER	LOC119081733|XP_037046796.1|BCOP
OG0005453	LOC110186917|XP_020811898.1|DSER	LOC119070916|XP_037031345.1|BCOP
OG0005454	LOC110184818|XP_020809117.1|DSER	LOC119066798|XP_037025356.1|BCOP
OG0005455	LOC110176784|XP_020798883.1|DSER	LOC119076311|XP_037038873.1|BCOP
OG0005456	LOC110181431|XP_020804833.1|DSER	LOC119085408|XP_037051710.1|BCOP
OG0005457	LOC110181414|XP_020804811.1|DSER	LOC119085978|XP_037052436.1|BCOP
OG0005458	LOC110187341|XP_020812388.1|DSER	LOC119076929|XP_037039850.1|BCOP
OG0005460	LOC110187408|XP_020812455.1|DSER	LOC119076928|XP_037039849.1|BCOP
OG0005461	LOC110183776|XP_020807792.1|DSER	LOC119072249|XP_037033327.1|BCOP
OG0005462	LOC110183777|XP_020807793.1|DSER	LOC119071590|XP_037032432.1|BCOP
OG0005463	LOC110176274|XP_020798250.1|DSER	LOC119083111|XP_037048641.1|BCOP
OG0005464	LOC110181455|XP_020804860.1|DSER	LOC119068444|XP_037027913.1|BCOP
OG0005465	LOC110181456|XP_020804862.1|DSER	LOC119072250|XP_037033328.1|BCOP
OG0005466	LOC110181413|XP_020804810.1|DSER	LOC119078438|XP_037041854.1|BCOP
OG0005467	LOC110177394|XP_020799757.1|DSER	LOC119084015|XP_037049724.1|BCOP
OG0005468	LOC110176861|XP_020798994.1|DSER	LOC119085818|XP_037052204.1|BCOP
OG0005469	LOC110183839|XP_020807849.1|DSER	LOC119085837|XP_037052236.1|BCOP
OG0005470	LOC110183838|XP_020807847.1|DSER	LOC119066949|XP_037025564.1|BCOP
OG0005471	LOC110184870|XP_020809176.1|DSER	LOC119076335|XP_037038916.1|BCOP
OG0005472	LOC110184937|XP_020809241.1|DSER	LOC119076336|XP_037038924.1|BCOP
OG0005473	LOC110187406|XP_020812453.1|DSER	LOC119076327|XP_037038904.1|BCOP
OG0005474	LOC110187322|XP_020812369.1|DSER	LOC119085991|XP_037052456.1|BCOP
OG0005475	LOC110187297|XP_020812345.1|DSER	LOC119066672|XP_037025154.1|BCOP
OG0005476	LOC110182893|XP_020806702.1|DSER	LOC119074103|XP_037035964.1|BCOP
OG0005477	LOC110189886|XP_020815794.1|DSER	LOC119074238|XP_037036160.1|BCOP
OG0005478	LOC110185884|XP_020810555.1|DSER	LOC119072927|XP_037034141.1|BCOP
OG0005479	LOC110185883|XP_020810553.1|DSER	LOC119072919|XP_037034133.1|BCOP
OG0005480	LOC110185749|XP_020810406.1|DSER	LOC119072925|XP_037034139.1|BCOP
OG0005481	LOC110176966|XP_020799132.1|DSER	LOC119072912|XP_037034126.1|BCOP
OG0005482	LOC110177096|XP_020799291.1|DSER	LOC119072913|XP_037034127.1|BCOP
OG0005483	LOC110191712|XP_020818285.1|DSER	LOC119072939|XP_037034159.1|BCOP
OG0005484	LOC110182394|XP_020806093.1|DSER	LOC119078527|XP_037041988.1|BCOP
OG0005485	LOC110176308|XP_020798288.1|DSER	LOC119080268|XP_037044420.1|BCOP
OG0005486	LOC110178271|XP_020800996.1|DSER	LOC119076169|XP_037038750.1|BCOP
OG0005487	LOC110183977|XP_020807991.1|DSER	LOC119075298|XP_037037604.1|BCOP
OG0005488	LOC110183960|XP_020807975.1|DSER	LOC119075307|XP_037037613.1|BCOP
OG0005489	LOC110185654|XP_020810272.1|DSER	LOC119085422|XP_037051732.1|BCOP
OG0005490	LOC110185688|XP_020810315.1|DSER	LOC119078816|XP_037042414.1|BCOP
OG0005491	LOC110181307|XP_020804687.1|DSER	LOC119072719|XP_037033888.1|BCOP
OG0005492	LOC110181294|XP_020804674.1|DSER	LOC119084621|XP_037050582.1|BCOP
OG0005493	LOC110181399|XP_020804792.1|DSER, LOC110178705|XP_020801565.1|DSER	LOC119071463|XP_037032215.1|BCOP
OG0005494	LOC110178441|XP_020801236.1|DSER, LOC110177824|XP_020800377.1|DSER	LOC119081538|XP_037046437.1|BCOP
OG0005495	LOC110184072|XP_020808110.1|DSER	LOC119081511|XP_037046415.1|BCOP
OG0005496	LOC110177173|XP_020799417.1|DSER	LOC119084604|XP_037050558.1|BCOP
OG0005497	LOC110185724|XP_020810366.1|DSER	LOC119076349|XP_037038941.1|BCOP
OG0005498	LOC110185725|XP_020810367.1|DSER	LOC119084615|XP_037050577.1|BCOP
OG0005499	LOC110186111|XP_020810817.1|DSER	LOC119085387|XP_037051676.1|BCOP
OG0005500	LOC110186114|XP_020810819.1|DSER	LOC119085458|XP_037051776.1|BCOP
OG0005501	LOC110183738|XP_020807745.1|DSER	LOC119085413|XP_037051718.1|BCOP
OG0005502	LOC110183740|XP_020807746.1|DSER	LOC119085428|XP_037051738.1|BCOP
OG0005503	LOC110183184|XP_020807033.1|DSER	LOC119084564|XP_037050473.1|BCOP
OG0005504	LOC110183204|XP_020807076.1|DSER	LOC119079611|XP_037043505.1|BCOP
OG0005506	LOC110184992|XP_020809302.1|DSER	LOC119070751|XP_037031117.1|BCOP
OG0005507	LOC110178168|XP_020800861.1|DSER	LOC119070747|XP_037031106.1|BCOP
OG0005508	LOC110183454|XP_020807393.1|DSER	LOC119085439|XP_037051752.1|BCOP
OG0005509	LOC110176973|XP_020799137.1|DSER	LOC119072498|XP_037033636.1|BCOP
OG0005511	LOC110183078|XP_020806923.1|DSER	LOC119074482|XP_037036524.1|BCOP
OG0005512	LOC110188627|XP_020814059.1|DSER	LOC119069582|XP_037029562.1|BCOP
OG0005513	LOC110187118|XP_020812187.1|DSER	LOC119081991|XP_037047206.1|BCOP
OG0005514	LOC110187705|XP_020812799.1|DSER	LOC119069199|XP_037029055.1|BCOP
OG0005516	LOC110183335|XP_020807244.1|DSER	LOC119066279|XP_037024537.1|BCOP
OG0005517	LOC110184979|XP_020809288.1|DSER	LOC119078649|XP_037042139.1|BCOP
OG0005518	LOC110176920|XP_020799072.1|DSER	LOC119078858|XP_037042465.1|BCOP
OG0005519	LOC110177688|XP_020800170.1|DSER	LOC119081429|XP_037046245.1|BCOP
OG0005520	LOC110183455|XP_020807394.1|DSER	LOC119085896|XP_037052328.1|BCOP
OG0005521	LOC110183405|XP_020807339.1|DSER	LOC119077114|XP_037040177.1|BCOP
OG0005522	LOC110181262|XP_020804628.1|DSER	LOC119075569|XP_037037932.1|BCOP
OG0005523	LOC110187425|XP_020812474.1|DSER	LOC119077120|XP_037040186.1|BCOP
OG0005524	LOC110185715|XP_020810351.1|DSER	LOC119081752|XP_037046824.1|BCOP
OG0005525	LOC110183411|XP_020807346.1|DSER	LOC119066712|XP_037025213.1|BCOP
OG0005526	LOC110183301|XP_020807200.1|DSER	LOC119082242|XP_037047600.1|BCOP
OG0005527	LOC110184519|XP_020808745.1|DSER	LOC119085069|XP_037051202.1|BCOP
OG0005528	LOC110182667|XP_020806405.1|DSER	LOC119075669|XP_037038076.1|BCOP
OG0005529	LOC110182724|XP_020806484.1|DSER	LOC119084319|XP_037050141.1|BCOP
OG0005530	LOC110185751|XP_020810408.1|DSER	LOC119081893|XP_037047015.1|BCOP
OG0005531	LOC110189849|XP_020815718.1|DSER	LOC119080368|XP_037044560.1|BCOP
OG0005532	LOC110177095|XP_020799286.1|DSER	LOC119085898|XP_037052336.1|BCOP
OG0005533	LOC110182322|XP_020806012.1|DSER	LOC119071200|XP_037031885.1|BCOP
OG0005534	LOC110178756|XP_020801648.1|DSER	LOC119067315|XP_037026120.1|BCOP
OG0005535	LOC110182260|XP_020805936.1|DSER	LOC119066745|XP_037025265.1|BCOP
OG0005536	LOC110184898|XP_020809204.1|DSER	LOC119072935|XP_037034153.1|BCOP
OG0005538	LOC110178148|XP_020800835.1|DSER	LOC119078715|XP_037042282.1|BCOP
OG0005539	LOC110176984|XP_020799151.1|DSER	LOC119083121|XP_037048650.1|BCOP
OG0005540	LOC110178129|XP_020800811.1|DSER	LOC119066488|XP_037024889.1|BCOP
OG0005541	LOC110178118|XP_020800796.1|DSER	LOC119066691|XP_037025179.1|BCOP
OG0005542	LOC110183392|XP_020807318.1|DSER, LOC110187654|XP_020812732.1|DSER	LOC119084253|XP_037050051.1|BCOP
OG0005543	LOC110181345|XP_020804725.1|DSER	LOC119072759|XP_037033942.1|BCOP
OG0005544	LOC110185345|XP_020809782.1|DSER, LOC110178194|XP_020800887.1|DSER	LOC119083137|XP_037048671.1|BCOP
OG0005545	LOC110183167|XP_020807017.1|DSER	LOC119085877|XP_037052284.1|BCOP
OG0005546	LOC110187431|XP_020812480.1|DSER	LOC119070914|XP_037031342.1|BCOP
OG0005547	LOC110176897|XP_020799040.1|DSER	LOC119081964|XP_037047166.1|BCOP
OG0005548	LOC110176848|XP_020798968.1|DSER	LOC119085158|XP_037051349.1|BCOP
OG0005549	LOC110176957|XP_020799123.1|DSER	LOC119081993|XP_037047209.1|BCOP
OG0005550	LOC110187390|XP_020812438.1|DSER	LOC119082765|XP_037048248.1|BCOP
OG0005551	LOC110184055|XP_020808091.1|DSER	LOC119074026|XP_037035861.1|BCOP
OG0005552	LOC110184085|XP_020808130.1|DSER	LOC119072513|XP_037033654.1|BCOP
OG0005553	LOC110183201|XP_020807072.1|DSER	LOC119071201|XP_037031881.1|BCOP
OG0005554	LOC110176802|XP_020798897.1|DSER	LOC119085176|XP_037051371.1|BCOP
OG0005555	LOC110176992|XP_020799161.1|DSER	LOC119066080|XP_037024243.1|BCOP
OG0005556	LOC110176990|XP_020799160.1|DSER	LOC119082361|XP_037047773.1|BCOP
OG0005557	LOC110184894|XP_020809200.1|DSER	LOC119066197|XP_037024411.1|BCOP
OG0005558	LOC110179383|XP_020802557.1|DSER	LOC119085239|XP_037051447.1|BCOP
OG0005559	LOC110187291|XP_020812339.1|DSER	LOC119078923|XP_037042554.1|BCOP
OG0005560	LOC110187348|XP_020812395.1|DSER	LOC119066194|XP_037024405.1|BCOP
OG0005561	LOC110181499|XP_020804926.1|DSER	LOC119066206|XP_037024421.1|BCOP
OG0005562	LOC110179182|XP_020802244.1|DSER	LOC119082327|XP_037047723.1|BCOP
OG0005563	LOC110185445|XP_020809932.1|DSER	LOC119066112|XP_037024284.1|BCOP
