Orthogroup	DSER.longest_only	AAEG.longest_only
OG0003386	LOC110187901|XP_020813058.1|DSER	LOC5566095|XP_001650454.1|AAEG
OG0003387	LOC110177312|XP_020799643.1|DSER	LOC5566097|XP_001650455.1|AAEG
OG0003388	LOC110180635|XP_020803986.1|DSER	LOC110679207|XP_021709028.1|AAEG
OG0003389	LOC110178827|XP_020801755.1|DSER	LOC110679265|XP_021709200.1|AAEG, LOC5570643|XP_001653279.1|AAEG
OG0003390	LOC110191178|XP_020817602.1|DSER	LOC5570608|XP_001653272.1|AAEG, LOC110679312|XP_021709361.1|AAEG
OG0003391	LOC110188146|XP_020813403.1|DSER	LOC110680569|XP_021712045.1|AAEG, LOC5574582|XP_001655206.2|AAEG
OG0003392	LOC110191172|XP_020817594.1|DSER	LOC5572715|XP_001660532.2|AAEG
OG0003393	LOC110186266|XP_020811032.1|DSER	LOC5568155|XP_021710093.1|AAEG
OG0003394	LOC110188521|XP_020813922.1|DSER	LOC5568159|XP_001657903.2|AAEG
OG0003395	LOC110188573|XP_020813994.1|DSER	LOC5566198|XP_021710187.1|AAEG
OG0003396	LOC110186345|XP_020811155.1|DSER	LOC5566195|XP_001650574.2|AAEG
OG0003397	LOC110191256|XP_020817694.1|DSER	LOC5567411|XP_001657413.2|AAEG
OG0003399	LOC110191039|XP_020817418.1|DSER	LOC110680483|XP_021711980.1|AAEG, LOC5567405|XP_001657418.1|AAEG
OG0003400	LOC110189029|XP_020814651.1|DSER	LOC5568338|XP_021710740.1|AAEG
OG0003401	LOC110188097|XP_020813310.1|DSER	LOC5577501|XP_021711436.1|AAEG
OG0003402	LOC110183835|XP_020807848.1|DSER, LOC110187972|XP_020813151.1|DSER	LOC110679871|XP_021711570.1|AAEG
OG0003403	LOC110178515|XP_020801364.1|DSER	LOC5577499|XP_001656515.2|AAEG
OG0003404	LOC110191328|XP_020817821.1|DSER	LOC5577699|XP_021711667.1|AAEG
OG0003405	LOC110189628|XP_020815426.1|DSER	LOC5572734|XP_001660546.2|AAEG
OG0003406	LOC110188399|XP_020813783.1|DSER	LOC5572725|XP_001660544.1|AAEG
OG0003407	LOC110188400|XP_020813784.1|DSER	LOC5572724|XP_001660542.1|AAEG
OG0003408	LOC110188088|XP_020813302.1|DSER	LOC5572733|XP_001660547.2|AAEG
OG0003409	LOC110189382|XP_020815092.1|DSER	LOC5572730|XP_021711963.1|AAEG
OG0003410	LOC110187743|XP_020812860.1|DSER	LOC5572735|XP_001660557.1|AAEG
OG0003411	LOC110188376|XP_020813750.1|DSER	LOC5567789|XP_001657692.1|AAEG
OG0003412	LOC110177385|XP_020799747.1|DSER	LOC5567787|XP_021712246.1|AAEG
OG0003413	LOC110188433|XP_020813819.1|DSER	LOC5567767|XP_001657667.2|AAEG
OG0003414	LOC110176229|XP_020798174.1|DSER	LOC5569265|XP_021712555.1|AAEG
OG0003415	LOC110181692|XP_020805194.1|DSER	LOC5571786|XP_001659917.1|AAEG, LOC110681191|XP_021712663.1|AAEG
OG0003416	LOC110190070|XP_020816038.1|DSER	LOC5571793|XP_001659919.1|AAEG, LOC110680319|XP_021711839.1|AAEG
OG0003417	LOC110185563|XP_020810146.1|DSER	LOC5571790|XP_001659923.1|AAEG
OG0003418	LOC110186519|XP_020811374.1|DSER	LOC110680553|XP_021712037.1|AAEG, LOC5567068|XP_001651458.1|AAEG
OG0003419	LOC110188259|XP_020813604.1|DSER	LOC5567063|XP_001651463.2|AAEG
OG0003420	LOC110188180|XP_020813412.1|DSER	LOC5567062|XP_021712857.1|AAEG
OG0003421	LOC110186652|XP_020811575.1|DSER	LOC5567085|XP_021712943.1|AAEG
OG0003422	LOC110186302|XP_020811082.1|DSER	LOC5577530|XP_021712944.1|AAEG
OG0003423	LOC110188104|XP_020813344.1|DSER	LOC5573383|XP_001660867.2|AAEG
OG0003424	LOC110188502|XP_020813897.1|DSER	LOC5573375|XP_001660864.2|AAEG
OG0003425	LOC110191156|XP_020817572.1|DSER	LOC5573371|XP_001660857.1|AAEG
OG0003426	LOC110186557|XP_020811420.1|DSER	LOC110681358|XP_021712799.1|AAEG, LOC110681360|XP_021712800.1|AAEG, LOC5573381|XP_021712999.1|AAEG
OG0003427	LOC110186493|XP_020811347.1|DSER	LOC5570624|XP_001659227.2|AAEG
OG0003428	LOC110178921|XP_020801861.1|DSER	LOC5572584|XP_001654088.2|AAEG
OG0003429	LOC110177028|XP_020799203.1|DSER	LOC5580284|XP_001662911.1|AAEG, LOC110681506|XP_021713094.1|AAEG
OG0003430	LOC110185396|XP_020809837.1|DSER	LOC5575731|XP_021713117.1|AAEG
OG0003431	LOC110187624|XP_020812678.1|DSER	LOC23687402|XP_021713130.1|AAEG
OG0003432	LOC110189710|XP_020815562.1|DSER	LOC110681519|XP_021713159.1|AAEG, LOC5568725|XP_001658106.1|AAEG
OG0003433	LOC110176484|XP_020798515.1|DSER	LOC5565237|XP_021713167.1|AAEG
OG0003434	LOC110184575|XP_020808809.1|DSER	LOC5576286|XP_001662576.2|AAEG
OG0003435	LOC110191264|XP_020817718.1|DSER	LOC5572168|XP_021713207.1|AAEG
OG0003436	LOC110188114|XP_020813347.1|DSER, LOC110183781|XP_020807800.1|DSER	LOC5569222|XP_001652782.1|AAEG
OG0003437	LOC110183727|XP_020807738.1|DSER, LOC110188113|XP_020813345.1|DSER	LOC5569219|XP_001652784.1|AAEG
OG0003438	LOC110183739|XP_020807749.1|DSER, LOC110188112|XP_020813343.1|DSER	LOC5569226|XP_001652785.1|AAEG
OG0003439	LOC110190917|XP_020817237.1|DSER	LOC5569232|XP_021712263.1|AAEG, LOC110681536|XP_021713262.1|AAEG
OG0003440	LOC110176524|XP_020798560.1|DSER, LOC110176429|XP_020798437.1|DSER	LOC5578520|XP_021713299.1|AAEG
OG0003441	LOC110186058|XP_020810754.1|DSER	LOC5578519|XP_001663910.1|AAEG
OG0003442	LOC110186868|XP_020811823.1|DSER	LOC5565034|XP_021694403.1|AAEG
OG0003443	LOC110185334|XP_020809770.1|DSER	LOC5576914|XP_001663011.1|AAEG
OG0003444	LOC110190055|XP_020816020.1|DSER	LOC5576920|XP_001663017.1|AAEG
OG0003445	LOC110181803|XP_020805344.1|DSER	LOC5580013|XP_021713335.1|AAEG
OG0003446	LOC110184430|XP_020808626.1|DSER	LOC5580009|XP_021713348.1|AAEG
OG0003447	LOC110185479|XP_020810012.1|DSER	LOC5580014|XP_021694307.1|AAEG
OG0003448	LOC110188072|XP_020813282.1|DSER	LOC5574616|XP_001661533.1|AAEG
OG0003449	LOC110188464|XP_020813856.1|DSER	LOC5574612|XP_001661529.1|AAEG
OG0003450	LOC110191875|XP_020818518.1|DSER	LOC5574618|XP_021713371.1|AAEG
OG0003451	LOC110191032|XP_020817410.1|DSER	LOC5574690|XP_021713381.1|AAEG
OG0003452	LOC110189552|XP_020815344.1|DSER	LOC5574692|XP_021713383.1|AAEG
OG0003453	LOC110178162|XP_020800855.1|DSER, LOC110187428|XP_020812479.1|DSER	LOC5567595|XP_021713391.1|AAEG
OG0003454	LOC110185583|XP_020810173.1|DSER	LOC5567614|XP_001657570.1|AAEG
OG0003455	LOC110190413|XP_020816540.1|DSER	LOC5567615|XP_021713393.1|AAEG
OG0003456	LOC110189544|XP_020815335.1|DSER	LOC5571512|XP_021692970.1|AAEG
OG0003457	LOC110187772|XP_020812895.1|DSER	LOC5571516|XP_021692972.1|AAEG
OG0003458	LOC110188644|XP_020814080.1|DSER	LOC5564696|XP_021692997.1|AAEG
OG0003459	LOC110188303|XP_020813668.1|DSER	LOC110674037|XP_021693012.1|AAEG
OG0003460	LOC110190935|XP_020817263.1|DSER	LOC5573797|XP_021693033.1|AAEG
OG0003461	LOC110187655|XP_020812729.1|DSER, LOC110183744|XP_020807762.1|DSER	LOC5570837|XP_021693037.1|AAEG
OG0003462	LOC110176182|XP_020798091.1|DSER	LOC23687506|XP_021695309.1|AAEG, LOC5566668|XP_011493288.2|AAEG
OG0003463	LOC110186931|XP_020811917.1|DSER	LOC5580098|XP_001654849.2|AAEG
OG0003464	LOC110187904|XP_020813063.1|DSER	LOC110674054|XP_021693086.1|AAEG
OG0003465	LOC110188475|XP_020813867.1|DSER	LOC5566483|XP_001650870.1|AAEG
OG0003466	LOC110189669|XP_020815488.1|DSER	LOC5566477|XP_001650864.1|AAEG, LOC110680597|XP_021712082.1|AAEG
OG0003467	LOC110176413|XP_020798414.1|DSER	LOC110674064|XP_021693130.1|AAEG, LOC5566466|XP_001650848.1|AAEG
OG0003468	LOC110176452|XP_020798464.1|DSER	LOC5566464|XP_001650846.1|AAEG, LOC110681427|XP_021712861.1|AAEG
OG0003469	LOC110186989|XP_020812005.1|DSER	LOC5578927|XP_001657213.1|AAEG
OG0003470	LOC110186673|XP_020811599.1|DSER	LOC5563724|XP_021693210.1|AAEG
OG0003471	LOC110179881|XP_020803137.1|DSER, LOC110187535|XP_020812588.1|DSER	LOC5563704|XP_001647991.1|AAEG
OG0003472	LOC110183211|XP_020807082.1|DSER	LOC5573172|XP_001660788.2|AAEG, LOC110674073|XP_021693214.1|AAEG
OG0003473	LOC110183412|XP_020807347.1|DSER	LOC110681091|XP_021712553.1|AAEG, LOC5563712|XP_001648004.2|AAEG
OG0003474	LOC110186325|XP_020811123.1|DSER	LOC5576365|XP_021693250.1|AAEG
OG0003475	LOC110177205|XP_020799482.1|DSER	LOC5576358|XP_021693297.1|AAEG, LOC110674087|XP_021693301.1|AAEG
OG0003476	LOC110185459|XP_020809960.1|DSER, LOC110185461|XP_020809961.1|DSER, LOC110185478|XP_020810011.1|DSER	LOC5576352|XP_021693305.1|AAEG
OG0003477	LOC110183946|XP_020807966.1|DSER	LOC5567293|XP_021693314.1|AAEG
OG0003478	LOC110186399|XP_020811221.1|DSER	LOC5567283|XP_021693342.1|AAEG
OG0003479	LOC110189418|XP_020815140.1|DSER	LOC5569127|XP_001652733.2|AAEG
OG0003480	LOC110176634|XP_020798720.1|DSER	LOC5576718|XP_001656224.1|AAEG
OG0003481	LOC110176632|XP_020798718.1|DSER	LOC5576717|XP_001656223.1|AAEG
OG0003482	LOC110176620|XP_020798704.1|DSER	LOC5576735|XP_021693381.1|AAEG
OG0003483	LOC110176658|XP_020798751.1|DSER	LOC5566413|XP_001650805.1|AAEG
OG0003484	LOC110184464|XP_020808667.1|DSER	LOC5568914|XP_001658238.1|AAEG
OG0003485	LOC110186198|XP_020810920.1|DSER	LOC5568905|XP_001658228.2|AAEG
OG0003486	LOC110186121|XP_020810833.1|DSER	LOC110674672|XP_021694418.1|AAEG
OG0003487	LOC110186375|XP_020811186.1|DSER	LOC5573324|XP_001654544.1|AAEG
OG0003488	LOC110177322|XP_020799655.1|DSER	LOC5569057|XP_021693516.1|AAEG
OG0003489	LOC110187950|XP_020813130.1|DSER	LOC5564565|XP_021693531.1|AAEG
OG0003490	LOC110188289|XP_020813647.1|DSER	LOC5566454|XP_021693543.1|AAEG
OG0003491	LOC110177451|XP_020799844.1|DSER	LOC5578805|XP_021693546.1|AAEG
OG0003492	LOC110186556|XP_020811419.1|DSER	LOC5578571|XP_001663962.2|AAEG
OG0003493	LOC110191205|XP_020817630.1|DSER	LOC5577195|XP_021693675.1|AAEG
OG0003494	LOC110190470|XP_020816641.1|DSER	LOC5572161|XP_021693685.1|AAEG
OG0003495	LOC110187215|XP_020812273.1|DSER	LOC5576201|XP_001662536.1|AAEG
OG0003496	LOC110191175|XP_020817599.1|DSER	LOC110674163|XP_021693719.1|AAEG
OG0003497	LOC110179587|XP_020802845.1|DSER, LOC110177156|XP_020799399.1|DSER	LOC23687673|XP_011493646.2|AAEG
OG0003498	LOC110179906|XP_020803162.1|DSER	LOC5575648|XP_021693759.1|AAEG
OG0003499	LOC110191164|XP_020817583.1|DSER	LOC5575653|XP_021693763.1|AAEG
OG0003500	LOC110181386|XP_020804777.1|DSER	LOC5565614|XP_021693783.1|AAEG
OG0003501	LOC110184277|XP_020808411.1|DSER	LOC5565612|XP_001649949.1|AAEG
OG0003502	LOC110184833|XP_020809138.1|DSER	LOC5565991|XP_021693812.1|AAEG, LOC5569690|XP_021712502.1|AAEG
OG0003503	LOC110183918|XP_020807929.1|DSER	LOC5577655|XP_001656653.3|AAEG
OG0003504	LOC110191780|XP_020818386.1|DSER	LOC5577651|XP_021693826.1|AAEG
OG0003505	LOC110191283|XP_020817745.1|DSER	LOC5577636|XP_021693854.1|AAEG
OG0003506	LOC110191180|XP_020817604.1|DSER	LOC5565953|XP_021693896.1|AAEG
OG0003507	LOC110191281|XP_020817737.1|DSER	LOC110680489|XP_021711984.1|AAEG, LOC5565942|XP_021693903.1|AAEG
OG0003508	LOC110188891|XP_020814469.1|DSER	LOC5568525|XP_021693918.1|AAEG
OG0003509	LOC110188550|XP_020813966.1|DSER	LOC5573535|XP_021693961.1|AAEG
OG0003510	LOC110186688|XP_020811617.1|DSER	LOC5579966|XP_001658483.2|AAEG
OG0003511	LOC110187864|XP_020813008.1|DSER	LOC5579960|XP_021694041.1|AAEG
OG0003512	LOC110184180|XP_020808253.1|DSER	LOC5578914|XP_001657204.2|AAEG
OG0003513	LOC110190405|XP_020816528.1|DSER	LOC5578915|XP_021694075.1|AAEG
OG0003514	LOC110191136|XP_020817549.1|DSER	LOC5576115|XP_021694090.1|AAEG
OG0003515	LOC110176318|XP_020798296.1|DSER	LOC5575229|XP_001655635.2|AAEG
OG0003516	LOC110184851|XP_020809153.1|DSER	LOC5565161|XP_021694131.1|AAEG
OG0003517	LOC110188795|XP_020814317.1|DSER	LOC5579159|XP_021694193.1|AAEG
OG0003518	LOC110191901|XP_020818546.1|DSER	LOC5566105|XP_001650511.2|AAEG
OG0003519	LOC110190558|XP_020816773.1|DSER	LOC5566136|XP_021695359.1|AAEG
OG0003520	LOC110190503|XP_020816680.1|DSER	LOC5566123|XP_001650503.2|AAEG
OG0003521	LOC110190511|XP_020816692.1|DSER	LOC5566143|XP_021695372.1|AAEG
OG0003522	LOC110177999|XP_020800659.1|DSER	LOC5566137|XP_001650495.1|AAEG
OG0003523	LOC110187206|XP_020812265.1|DSER	LOC5566133|XP_001650494.1|AAEG
OG0003524	LOC110184301|XP_020808448.1|DSER	LOC5566132|XP_001650493.2|AAEG
OG0003525	LOC110181515|XP_020804950.1|DSER	LOC5566126|XP_001650491.1|AAEG
OG0003526	LOC110188639|XP_020814074.1|DSER	LOC5566124|XP_001650486.2|AAEG
OG0003527	LOC110180590|XP_020803968.1|DSER	LOC5566111|XP_001650482.1|AAEG
OG0003529	LOC110183396|XP_020807325.1|DSER	LOC5570950|XP_001653417.2|AAEG
OG0003530	LOC110176738|XP_020798841.1|DSER	LOC5570952|XP_021695452.1|AAEG
OG0003531	LOC110187900|XP_020813057.1|DSER	LOC5571445|XP_001659696.2|AAEG
OG0003532	LOC110176150|XP_020798046.1|DSER, LOC110189086|XP_020814717.1|DSER	LOC5571444|XP_021695478.1|AAEG
OG0003533	LOC110190546|XP_020816755.1|DSER	LOC5567850|XP_001657714.1|AAEG
OG0003534	LOC110190612|XP_020816864.1|DSER	LOC5569149|XP_021695598.1|AAEG
OG0003535	LOC110188878|XP_020814451.1|DSER	LOC5569146|XP_021695603.1|AAEG
OG0003536	LOC110189522|XP_020815307.1|DSER	LOC110680371|XP_021711869.1|AAEG, LOC5578204|XP_001656848.2|AAEG
OG0003537	LOC110189612|XP_020815407.1|DSER, LOC110176792|XP_020798888.1|DSER	LOC5575741|XP_001655841.2|AAEG
OG0003538	LOC110180044|XP_020803316.1|DSER	LOC5575733|XP_021695723.1|AAEG, LOC110675350|XP_021695724.1|AAEG
OG0003539	LOC110178353|XP_020801140.1|DSER	LOC5566722|XP_021695725.1|AAEG
OG0003540	LOC110178808|XP_020801727.1|DSER	LOC5571766|XP_001659898.2|AAEG
OG0003541	LOC110191074|XP_020817466.1|DSER	LOC5576630|XP_021695759.1|AAEG
OG0003542	LOC110182452|XP_020806149.1|DSER	LOC5576629|XP_021695763.1|AAEG
OG0003543	LOC110178844|XP_020801763.1|DSER	LOC5576633|XP_001662790.1|AAEG
OG0003544	LOC110186781|XP_020811718.1|DSER	LOC5570665|XP_001659266.1|AAEG
OG0003545	LOC110190318|XP_020816370.1|DSER	LOC5571262|XP_021695920.1|AAEG
OG0003546	LOC110190269|XP_020816299.1|DSER	LOC5571248|XP_021695946.1|AAEG
OG0003547	LOC110181118|XP_020804448.1|DSER	LOC5568483|XP_021695974.1|AAEG
OG0003548	LOC110188990|XP_020814598.1|DSER	LOC5568482|XP_011493357.2|AAEG
OG0003549	LOC110188991|XP_020814601.1|DSER	LOC5568481|XP_021695981.1|AAEG
OG0003550	LOC110178007|XP_020800675.1|DSER	LOC5568468|XP_001652303.1|AAEG
OG0003551	LOC110190908|XP_020817228.1|DSER	LOC5579328|XP_021696014.1|AAEG
OG0003552	LOC110191530|XP_020818059.1|DSER	LOC110675403|XP_021696024.1|AAEG
OG0003553	LOC110177985|XP_020800636.1|DSER	LOC5573481|XP_021696025.1|AAEG
OG0003554	LOC110183596|XP_020807569.1|DSER	LOC5577799|XP_021696028.1|AAEG
OG0003555	LOC110182750|XP_020806518.1|DSER	LOC5578168|XP_021696070.1|AAEG
OG0003556	LOC110189854|XP_020815729.1|DSER	LOC5574103|XP_021700597.1|AAEG
OG0003557	LOC110190132|XP_020816114.1|DSER	LOC5574100|XP_001661171.1|AAEG
OG0003558	LOC110190362|XP_020816430.1|DSER	LOC5565097|XP_021696157.1|AAEG
OG0003559	LOC110176252|XP_020798215.1|DSER	LOC5565095|XP_021696175.1|AAEG
OG0003560	LOC110187095|XP_020812162.1|DSER	LOC5564907|XP_001649256.2|AAEG
OG0003561	LOC110182904|XP_020806720.1|DSER	LOC5572885|XP_021696189.1|AAEG
OG0003562	LOC110188743|XP_020814244.1|DSER	LOC5569889|XP_021696239.1|AAEG
OG0003563	LOC110191221|XP_020817647.1|DSER	LOC5569898|XP_001658796.1|AAEG
OG0003564	LOC110190344|XP_020816404.1|DSER	LOC110681383|XP_021712817.1|AAEG, LOC5569901|XP_001658799.2|AAEG
OG0003565	LOC110182757|XP_020806527.1|DSER	LOC110675493|XP_021696321.1|AAEG
OG0003566	LOC110188183|XP_020813414.1|DSER	LOC5570462|XP_021696323.1|AAEG
OG0003567	LOC110188930|XP_020814515.1|DSER	LOC5570461|XP_021696331.1|AAEG
OG0003568	LOC110189035|XP_020814699.1|DSER	LOC5577064|XP_021696349.1|AAEG
OG0003569	LOC110188810|XP_020814347.1|DSER	LOC5571867|XP_021696396.1|AAEG, LOC5564708|XP_021712809.1|AAEG
OG0003570	LOC110180036|XP_020803307.1|DSER	LOC5571874|XP_021696407.1|AAEG
OG0003571	LOC110190334|XP_020816389.1|DSER	LOC5570525|XP_001659184.2|AAEG
OG0003572	LOC110178272|XP_020800997.1|DSER	LOC5570536|XP_021696455.1|AAEG
OG0003573	LOC110178340|XP_020801118.1|DSER	LOC5570522|XP_021696464.1|AAEG
OG0003574	LOC110189049|XP_020814675.1|DSER	LOC5567621|XP_001657591.2|AAEG
OG0003575	LOC110190523|XP_020816719.1|DSER	LOC5576612|XP_001662762.1|AAEG
OG0003576	LOC110189915|XP_020815847.1|DSER	LOC5566268|XP_021696550.1|AAEG
OG0003577	LOC110190825|XP_020817141.1|DSER	LOC5566289|XP_021696567.1|AAEG, LOC110681021|XP_021712475.1|AAEG
OG0003578	LOC110188714|XP_020814182.1|DSER	LOC5569215|XP_001658388.1|AAEG
OG0003579	LOC110180056|XP_020803336.1|DSER	LOC5569212|XP_021696607.1|AAEG
OG0003580	LOC110177535|XP_020799966.1|DSER	LOC5568100|XP_021696615.1|AAEG
OG0003581	LOC110177612|XP_020800077.1|DSER	LOC110675582|XP_021696631.1|AAEG
OG0003582	LOC110185161|XP_020809525.1|DSER	LOC5568120|XP_001652059.2|AAEG
OG0003583	LOC110178256|XP_020800969.1|DSER	LOC5578232|XP_021696662.1|AAEG
OG0003584	LOC110178335|XP_020801104.1|DSER	LOC5574286|XP_001661329.1|AAEG
OG0003585	LOC110178981|XP_020801953.1|DSER	LOC5566329|XP_001650718.1|AAEG
OG0003586	LOC110184516|XP_020808743.1|DSER	LOC5579064|XP_021696762.1|AAEG
OG0003587	LOC110185807|XP_020810471.1|DSER	LOC5564624|XP_001648973.2|AAEG
OG0003588	LOC110186513|XP_020811369.1|DSER	LOC5567128|XP_001651546.2|AAEG
OG0003589	LOC110188941|XP_020814539.1|DSER	LOC110676989|XP_021702921.1|AAEG
OG0003590	LOC110188888|XP_020814464.1|DSER	LOC5574420|XP_021696838.1|AAEG
OG0003591	LOC110178753|XP_020801643.1|DSER	LOC5566232|XP_021696842.1|AAEG
OG0003592	LOC110190809|XP_020817117.1|DSER	LOC5566211|XP_001650600.1|AAEG
OG0003593	LOC110189114|XP_020814743.1|DSER, LOC110176687|XP_020798777.1|DSER	LOC5566219|XP_021696862.1|AAEG
OG0003594	LOC110190816|XP_020817126.1|DSER	LOC5566962|XP_001651375.2|AAEG
OG0003595	LOC110177684|XP_020800163.1|DSER	LOC5565647|XP_021696889.1|AAEG
OG0003596	LOC110189270|XP_020814945.1|DSER	LOC5565652|XP_001650005.1|AAEG
OG0003597	LOC110189521|XP_020815306.1|DSER	LOC5565650|XP_001650002.2|AAEG
OG0003598	LOC110189954|XP_020815902.1|DSER	LOC5573763|XP_001654790.1|AAEG
OG0003599	LOC110185956|XP_020810633.1|DSER	LOC5573779|XP_021696930.1|AAEG
OG0003600	LOC110190388|XP_020816480.1|DSER	LOC5576770|XP_001662857.2|AAEG
OG0003601	LOC110188964|XP_020814567.1|DSER	LOC5568893|XP_001658218.2|AAEG
OG0003602	LOC110176937|XP_020799096.1|DSER	LOC5574799|XP_021697010.1|AAEG
OG0003603	LOC110190680|XP_020816949.1|DSER	LOC5574896|XP_001655401.2|AAEG
OG0003604	LOC110186286|XP_020811058.1|DSER	LOC5579976|XP_001658608.1|AAEG
OG0003605	LOC110184592|XP_020808845.1|DSER	LOC5568318|XP_021697072.1|AAEG
OG0003606	LOC110190926|XP_020817249.1|DSER	LOC5568317|XP_001652194.1|AAEG
OG0003607	LOC110177913|XP_020800544.1|DSER	LOC5568314|XP_001652191.1|AAEG
OG0003608	LOC110190662|XP_020816922.1|DSER, LOC110190551|XP_020816765.1|DSER	LOC5568308|XP_021697084.1|AAEG
OG0003609	LOC110188984|XP_020814592.1|DSER	LOC5568291|XP_001652167.1|AAEG
OG0003610	LOC110178946|XP_020801904.1|DSER	LOC5576961|XP_001663056.2|AAEG
OG0003611	LOC110190712|XP_020816991.1|DSER	LOC5571818|XP_021697130.1|AAEG
OG0003612	LOC110179237|XP_020802350.1|DSER	LOC5571827|XP_021697152.1|AAEG
OG0003613	LOC110191536|XP_020818066.1|DSER	LOC5573466|XP_001660886.2|AAEG
OG0003614	LOC110191537|XP_020818067.1|DSER	LOC5573465|XP_001660887.1|AAEG
OG0003615	LOC110178532|XP_020801349.1|DSER	LOC110675782|XP_021697245.1|AAEG
OG0003616	LOC110191574|XP_020818115.1|DSER	LOC5577568|XP_001663442.1|AAEG
OG0003617	LOC110180006|XP_020803255.1|DSER	LOC110675790|XP_021697279.1|AAEG
OG0003618	LOC110180005|XP_020803254.1|DSER	LOC5574903|XP_021697274.1|AAEG
OG0003619	LOC110189288|XP_020814974.1|DSER	LOC5574912|XP_021697293.1|AAEG
OG0003620	LOC110179299|XP_020802447.1|DSER	LOC5578898|XP_001664109.2|AAEG
OG0003621	LOC110190639|XP_020816895.1|DSER	LOC110675810|XP_021697327.1|AAEG, LOC5571598|XP_011493059.2|AAEG
OG0003622	LOC110190830|XP_020817148.1|DSER	LOC110675811|XP_021697329.1|AAEG, LOC5571597|XP_001653721.2|AAEG
OG0003623	LOC110191692|XP_020818270.1|DSER	LOC5570735|XP_001659326.1|AAEG
OG0003624	LOC110177054|XP_020799231.1|DSER	LOC5579975|XP_021697397.1|AAEG
OG0003625	LOC110191539|XP_020818070.1|DSER	LOC5574421|XP_001661438.1|AAEG
OG0003626	LOC110176888|XP_020799032.1|DSER	LOC5576843|XP_001662949.1|AAEG
OG0003627	LOC110178500|XP_020801309.1|DSER	LOC5577050|XP_001663147.2|AAEG
OG0003628	LOC110177769|XP_020800296.1|DSER	LOC5576845|XP_021697495.1|AAEG
OG0003629	LOC110189601|XP_020815394.1|DSER	LOC5564960|XP_021697514.1|AAEG
OG0003630	LOC110191626|XP_020818174.1|DSER	LOC5579516|XP_021697513.1|AAEG
OG0003631	LOC110190105|XP_020816072.1|DSER	LOC110681439|XP_021712886.1|AAEG, LOC5566249|XP_021697520.1|AAEG
OG0003632	LOC110189061|XP_020814689.1|DSER	LOC5576854|XP_001656279.1|AAEG
OG0003633	LOC110182204|XP_020805888.1|DSER	LOC5575244|XP_021697543.1|AAEG
OG0003634	LOC110189894|XP_020815806.1|DSER	LOC5574066|XP_021697592.1|AAEG
OG0003635	LOC110187477|XP_020812526.1|DSER	LOC5565621|XP_021697596.1|AAEG
OG0003636	LOC110189003|XP_020814614.1|DSER	LOC5565623|XP_001649978.2|AAEG
OG0003637	LOC110181899|XP_020805493.1|DSER	LOC110680630|XP_021712118.1|AAEG, LOC5564737|XP_001649083.3|AAEG
OG0003638	LOC110178898|XP_020801834.1|DSER	LOC5572754|XP_021697617.1|AAEG
OG0003639	LOC110177882|XP_020800505.1|DSER	LOC5565412|XP_001649759.1|AAEG
OG0003640	LOC110177736|XP_020800249.1|DSER	LOC5578399|XP_021697634.1|AAEG
OG0003641	LOC110179340|XP_020802502.1|DSER	LOC5571951|XP_001660055.1|AAEG, LOC5572768|XP_001660589.1|AAEG
OG0003642	LOC110180723|XP_020804067.1|DSER	LOC5566366|XP_021697649.1|AAEG
OG0003643	LOC110177124|XP_020799342.1|DSER	LOC110675919|XP_021697651.1|AAEG
OG0003644	LOC110178352|XP_020801138.1|DSER	LOC5573545|XP_001654680.1|AAEG
OG0003645	LOC110185337|XP_020809774.1|DSER	LOC5571703|XP_001659845.2|AAEG
OG0003646	LOC110189065|XP_020814694.1|DSER	LOC5565875|XP_021697696.1|AAEG
OG0003647	LOC110190495|XP_020816669.1|DSER	LOC5567984|XP_001657805.2|AAEG
OG0003648	LOC110182332|XP_020806022.1|DSER	LOC5565748|XP_001650108.2|AAEG
OG0003649	LOC110191315|XP_020817793.1|DSER	LOC5565555|XP_001649906.1|AAEG
OG0003650	LOC110187087|XP_020812146.1|DSER	LOC5565559|XP_021697733.1|AAEG
OG0003651	LOC110186180|XP_020810897.1|DSER	LOC5564456|XP_021697774.1|AAEG
OG0003652	LOC110177521|XP_020799937.1|DSER	LOC5570336|XP_001653165.1|AAEG
OG0003653	LOC110178987|XP_020801961.1|DSER	LOC5573421|XP_021697823.1|AAEG
OG0003654	LOC110190374|XP_020816446.1|DSER	LOC5573417|XP_001654591.1|AAEG
OG0003655	LOC110181356|XP_020804739.1|DSER, LOC110178693|XP_020801555.1|DSER	LOC5573416|XP_001654590.2|AAEG
OG0003656	LOC110177472|XP_020799872.1|DSER	LOC5564145|XP_021697831.1|AAEG
OG0003657	LOC110178650|XP_020801501.1|DSER	LOC5578038|XP_001663658.2|AAEG
OG0003658	LOC110184079|XP_020808127.1|DSER	LOC5563748|XP_021697833.1|AAEG
OG0003659	LOC110189958|XP_020815906.1|DSER	LOC5576553|XP_021697848.1|AAEG
OG0003660	LOC110178804|XP_020801716.1|DSER	LOC5576547|XP_021697849.1|AAEG
OG0003661	LOC110188837|XP_020814390.1|DSER	LOC5575117|XP_021697884.1|AAEG
OG0003662	LOC110189972|XP_020815921.1|DSER	LOC5575143|XP_021697917.1|AAEG
OG0003663	LOC110190826|XP_020817142.1|DSER	LOC5577083|XP_001656317.1|AAEG
