Orthogroup	DSER.longest_only	DHYD.longest_only
OG0004300	LOC110182883|XP_020806686.1|DSER	LOC111595523|XP_023165071.1|DHYD
OG0004301	LOC110190658|XP_020816918.1|DSER	LOC111601017|XP_023173189.2|DHYD
OG0004302	LOC110176336|XP_020798317.1|DSER	LOC111597969|XP_023168710.1|DHYD
OG0004303	LOC110191213|XP_020817642.1|DSER	LOC111592162|XP_023159982.1|DHYD
OG0004304	LOC110179481|XP_020802716.1|DSER	LOC111604350|XP_023178183.2|DHYD
OG0004305	LOC110180496|XP_020803837.1|DSER	LOC111598025|XP_023168805.2|DHYD
OG0004306	LOC110177858|XP_020800464.1|DSER	LOC111595573|XP_023165138.2|DHYD
OG0004307	LOC110178341|XP_020801119.1|DSER	LOC111592105|XP_023159902.1|DHYD
OG0004308	LOC110191496|XP_020818020.1|DSER	LOC111600016|XP_023171689.1|DHYD
OG0004309	LOC110190642|XP_020816899.1|DSER	LOC111592752|XP_023160916.2|DHYD
OG0004310	LOC110178247|XP_020800957.1|DSER	LOC111597963|XP_023168703.2|DHYD
OG0004311	LOC110178555|XP_020801384.1|DSER	LOC111600951|XP_023173095.1|DHYD
OG0004312	LOC110178546|XP_020801369.1|DSER	LOC111599684|XP_023171157.1|DHYD
OG0004313	LOC110189279|XP_020814960.1|DSER	LOC111604361|XP_030078557.1|DHYD
OG0004314	LOC110177932|XP_020800571.1|DSER	LOC111593455|XP_023161985.1|DHYD
OG0004315	LOC110176329|XP_020798312.1|DSER	LOC111599735|XP_023171260.2|DHYD
OG0004316	LOC110189450|XP_020815181.1|DSER	LOC111599989|XP_023171652.2|DHYD
OG0004317	LOC110176909|XP_020799058.1|DSER	LOC111595591|XP_023165169.2|DHYD
OG0004318	LOC110175958|XP_020797810.1|DSER	LOC111599741|XP_023171270.2|DHYD
OG0004319	LOC110175924|XP_020797763.1|DSER	LOC111593482|XP_023162015.1|DHYD
OG0004320	LOC110188382|XP_020813760.1|DSER	LOC111598232|XP_023169162.2|DHYD
OG0004321	LOC110183851|XP_020807860.1|DSER	LOC111600313|XP_023172139.2|DHYD
OG0004322	LOC110188345|XP_020813712.1|DSER, LOC110183639|XP_020807622.1|DSER	LOC111592929|XP_023161155.2|DHYD
OG0004323	LOC110178747|XP_020801637.1|DSER	LOC111592447|XP_023160398.1|DHYD
OG0004324	LOC110187450|XP_020812498.1|DSER	LOC111599210|XP_023170575.2|DHYD
OG0004325	LOC110179934|XP_020803193.1|DSER	LOC111599725|XP_023171237.1|DHYD
OG0004326	LOC110179923|XP_020803183.1|DSER	LOC111599686|XP_023171159.1|DHYD
OG0004327	LOC110181896|XP_020805487.1|DSER	LOC111604917|XP_023178936.1|DHYD
OG0004328	LOC110181127|XP_020804458.1|DSER	LOC111603832|XP_023177364.1|DHYD
OG0004329	LOC110191684|XP_020818258.1|DSER	LOC111600098|XP_023171826.2|DHYD
OG0004330	LOC110177354|XP_020799709.1|DSER	LOC111597037|XP_023167318.1|DHYD
OG0004331	LOC110189415|XP_020815133.1|DSER	LOC111600025|XP_023171706.1|DHYD
OG0004332	LOC110183444|XP_020807383.1|DSER	LOC111603598|XP_023177029.1|DHYD
OG0004333	LOC110184935|XP_020809239.1|DSER	LOC111601177|XP_023173424.2|DHYD
OG0004334	LOC110180316|XP_020803631.1|DSER, LOC110182708|XP_020806464.1|DSER	LOC111596075|XP_023165900.2|DHYD
OG0004335	LOC110189223|XP_020814862.1|DSER	LOC111597137|XP_023167466.2|DHYD
OG0004336	LOC110182868|XP_020806670.1|DSER	LOC111597136|XP_023167465.2|DHYD
OG0004337	LOC110184179|XP_020808249.1|DSER	LOC111601944|XP_023174567.1|DHYD
OG0004338	LOC110190630|XP_020816883.1|DSER	LOC111603738|XP_023177223.1|DHYD
OG0004339	LOC110178102|XP_020800774.1|DSER	LOC111601244|XP_023173510.1|DHYD
OG0004340	LOC110178087|XP_020800753.1|DSER	LOC111601243|XP_023173509.1|DHYD
OG0004341	LOC110177936|XP_020800577.1|DSER	LOC111593212|XP_023161630.2|DHYD
OG0004342	LOC110180237|XP_020803553.1|DSER	LOC111593814|XP_030081997.1|DHYD
OG0004343	LOC110180238|XP_020803554.1|DSER	LOC111593751|XP_023162525.1|DHYD
OG0004344	LOC110180231|XP_020803542.1|DSER	LOC111592814|XP_023161022.2|DHYD
OG0004345	LOC110185045|XP_020809356.1|DSER	LOC111603744|XP_023177231.2|DHYD
OG0004346	LOC110180076|XP_020803362.1|DSER	LOC111599719|XP_023171226.1|DHYD
OG0004347	LOC110179119|XP_020802172.1|DSER	LOC111599718|XP_023171225.2|DHYD
OG0004348	LOC110191519|XP_020818046.1|DSER	LOC111600140|XP_023171884.1|DHYD
OG0004349	LOC110191471|XP_020817982.1|DSER	LOC111600071|XP_023171772.1|DHYD
OG0004350	LOC110189586|XP_020815378.1|DSER	LOC111597046|XP_023167331.2|DHYD
OG0004351	LOC110189722|XP_020815571.1|DSER	LOC111592223|XP_023160067.1|DHYD
OG0004352	LOC110188244|XP_020813567.1|DSER	LOC111602651|XP_023175592.1|DHYD
OG0004353	LOC110177430|XP_020799813.1|DSER	LOC111594977|XP_030079660.1|DHYD
OG0004354	LOC110191774|XP_020818379.1|DSER	LOC111594971|XP_023164239.2|DHYD
OG0004355	LOC110191936|XP_020818612.1|DSER	LOC111599547|XP_023170973.2|DHYD
OG0004356	LOC110179191|XP_020802263.1|DSER	LOC111592112|XP_023159910.2|DHYD
OG0004357	LOC110189305|XP_020815000.1|DSER	LOC111597081|XP_023167382.2|DHYD
OG0004358	LOC110176333|XP_020798314.1|DSER	LOC111595519|XP_023165067.1|DHYD
OG0004359	LOC110177848|XP_020800450.1|DSER	LOC111597940|XP_023168664.2|DHYD
OG0004360	LOC110185211|XP_020809600.1|DSER	LOC111592265|XP_023160130.2|DHYD
OG0004361	LOC110190749|XP_020817034.1|DSER	LOC111601365|XP_023173667.2|DHYD
OG0004362	LOC110183649|XP_020807632.1|DSER	LOC111598691|XP_023169824.2|DHYD
OG0004363	LOC110180339|XP_020803659.1|DSER	LOC111602660|XP_023175652.1|DHYD, LOC115482977|XP_030079451.1|DHYD
OG0004364	LOC110189398|XP_020815113.1|DSER	LOC111592132|XP_023159936.1|DHYD
OG0004365	LOC110179247|XP_020802365.1|DSER	LOC111597069|XP_030082036.1|DHYD
OG0004366	LOC110190048|XP_020816016.1|DSER, LOC110178147|XP_020800834.1|DSER	LOC111599058|XP_023170347.1|DHYD
OG0004367	LOC110184666|XP_020808933.1|DSER	LOC111591861|XP_023159510.2|DHYD
OG0004368	LOC110190354|XP_020816418.1|DSER	LOC111592865|XP_023161078.1|DHYD
OG0004369	LOC110180484|XP_020803829.1|DSER	LOC111594166|XP_030082051.1|DHYD
OG0004370	LOC110182168|XP_020805832.1|DSER	LOC111601258|XP_023173531.2|DHYD
OG0004371	LOC110181911|XP_020805503.1|DSER	LOC111602824|XP_023175903.2|DHYD
OG0004372	LOC110177432|XP_020799818.1|DSER	LOC111599688|XP_023171161.2|DHYD
OG0004373	LOC110189406|XP_020815121.1|DSER	LOC111604368|XP_023178207.2|DHYD
OG0004374	LOC110180065|XP_020803346.1|DSER	LOC111600561|XP_023172480.2|DHYD
OG0004375	LOC110188274|XP_020813624.1|DSER	LOC111592820|XP_023161012.2|DHYD
OG0004376	LOC110190200|XP_020816211.1|DSER	LOC111600958|XP_023173105.1|DHYD
OG0004377	LOC110190473|XP_020816642.1|DSER	LOC111598732|XP_023169892.2|DHYD
OG0004378	LOC110177703|XP_020800189.1|DSER	LOC111602549|XP_023175470.2|DHYD
OG0004379	LOC110179250|XP_020802367.1|DSER	LOC111597071|XP_023167368.1|DHYD
OG0004380	LOC110189447|XP_020815179.1|DSER	LOC111598008|XP_030081243.1|DHYD
OG0004381	LOC110191014|XP_020817391.1|DSER	LOC111602434|XP_023175255.2|DHYD
OG0004382	LOC110189623|XP_020815423.1|DSER	LOC111597925|XP_023168645.2|DHYD
OG0004383	LOC110179268|XP_020802389.1|DSER	LOC111597959|XP_023168691.1|DHYD
OG0004384	LOC110179272|XP_020802394.1|DSER	LOC111593700|XP_023162415.1|DHYD
OG0004385	LOC110177990|XP_020800648.1|DSER	LOC111592189|XP_023160024.1|DHYD
OG0004386	LOC110177857|XP_020800463.1|DSER	LOC111595517|XP_023165065.1|DHYD
OG0004387	LOC110179815|XP_020803079.1|DSER	LOC111599861|XP_023171449.2|DHYD
OG0004388	LOC110178327|XP_020801096.1|DSER	LOC111597995|XP_023168742.2|DHYD
OG0004389	LOC110183674|XP_020807667.1|DSER	LOC111604767|XP_023178732.2|DHYD
OG0004390	LOC110190217|XP_020816232.1|DSER	LOC111593541|XP_023162125.2|DHYD
OG0004391	LOC110179595|XP_020802856.1|DSER	LOC111593804|XP_023162602.1|DHYD
OG0004392	LOC110189856|XP_020815732.1|DSER	LOC111595342|XP_030080254.1|DHYD
OG0004393	LOC110178471|XP_020801270.1|DSER	LOC111604133|XP_023177818.1|DHYD
OG0004394	LOC110176853|XP_020798986.1|DSER	LOC111596628|XP_030081352.1|DHYD
OG0004395	LOC110189688|XP_020815521.1|DSER	LOC111595552|XP_023165113.1|DHYD
OG0004396	LOC110189446|XP_020815177.1|DSER	LOC111593284|XP_023161728.1|DHYD
OG0004397	LOC110189745|XP_020815607.1|DSER	LOC111597073|XP_023167371.1|DHYD
OG0004398	LOC110189747|XP_020815610.1|DSER	LOC111593509|XP_023162068.1|DHYD
OG0004399	LOC110178315|XP_020801085.1|DSER	LOC111595632|XP_023165209.2|DHYD
OG0004400	LOC110188757|XP_020814258.1|DSER	LOC111601473|XP_023173826.2|DHYD
OG0004401	LOC110191484|XP_020818008.1|DSER	LOC111592116|XP_023159915.2|DHYD
OG0004402	LOC110180944|XP_020804282.1|DSER	LOC111601238|XP_023173504.1|DHYD
OG0004403	LOC110177800|XP_020800388.1|DSER	LOC111602550|XP_030081967.1|DHYD
OG0004404	LOC110189308|XP_020815002.1|DSER	LOC111604334|XP_023178162.2|DHYD
OG0004405	LOC110178553|XP_020801378.1|DSER	LOC111600978|XP_023173129.1|DHYD
OG0004406	LOC110189912|XP_020815840.1|DSER	LOC111604306|XP_023178107.2|DHYD
OG0004407	LOC110178397|XP_020801194.1|DSER	LOC111597967|XP_023168708.2|DHYD
OG0004408	LOC110191189|XP_020817616.1|DSER	LOC111591869|XP_023159519.2|DHYD
OG0004409	LOC110185426|XP_020809899.1|DSER	LOC111593702|XP_023162416.1|DHYD
OG0004410	LOC110187679|XP_020812806.1|DSER	LOC111599736|XP_030078584.1|DHYD
OG0004411	LOC110179834|XP_020803101.1|DSER	LOC111599860|XP_023171448.1|DHYD
OG0004412	LOC110179814|XP_020803078.1|DSER	LOC111599758|XP_030080649.1|DHYD
OG0004413	LOC110191479|XP_020817999.1|DSER	LOC111600013|XP_023171686.1|DHYD
OG0004414	LOC110191618|XP_020818167.1|DSER	LOC111600040|XP_023171731.1|DHYD
OG0004415	LOC110177833|XP_020800437.1|DSER	LOC111602551|XP_023175474.1|DHYD
OG0004416	LOC110189430|XP_020815159.1|DSER	LOC111597005|XP_023167277.1|DHYD
OG0004417	LOC110189690|XP_020815526.1|DSER	LOC111601764|XP_023174272.2|DHYD
OG0004418	LOC110189428|XP_020815150.1|DSER	LOC111594343|XP_030082047.1|DHYD
OG0004419	LOC110189340|XP_020815041.1|DSER	LOC111598029|XP_023168825.2|DHYD
OG0004420	LOC110177591|XP_020800037.1|DSER	LOC111593695|XP_023162386.1|DHYD
OG0004421	LOC110178913|XP_020801851.1|DSER	LOC111593543|XP_023162131.1|DHYD
OG0004422	LOC110185228|XP_020809617.1|DSER	LOC111601685|XP_023174158.1|DHYD
OG0004423	LOC110183615|XP_020807629.1|DSER	LOC111592176|XP_023160002.2|DHYD
OG0004424	LOC110176707|XP_020798808.1|DSER	LOC111594301|XP_023163306.2|DHYD
OG0004425	LOC110184647|XP_020808908.1|DSER	LOC111605714|XP_023180167.2|DHYD
OG0004426	LOC110184667|XP_020808934.1|DSER	LOC111596658|XP_023166731.2|DHYD
OG0004427	LOC110176712|XP_020798811.1|DSER	LOC111605726|XP_023180186.2|DHYD
OG0004428	LOC110185460|XP_020809965.1|DSER	LOC111605589|XP_023179961.1|DHYD
OG0004429	LOC110187433|XP_020812482.1|DSER	LOC111599198|XP_023170557.1|DHYD
OG0004430	LOC110176131|XP_020798026.1|DSER	LOC111599025|XP_023170307.2|DHYD
OG0004431	LOC110189400|XP_020815117.1|DSER	LOC111597877|XP_023168571.1|DHYD
OG0004432	LOC110189391|XP_020815104.1|DSER	LOC111597875|XP_023168568.2|DHYD
OG0004433	LOC110177512|XP_020799926.1|DSER	LOC111600982|XP_023173140.1|DHYD
OG0004434	LOC110189746|XP_020815609.1|DSER	LOC111593501|XP_023162040.2|DHYD
OG0004435	LOC110191760|XP_020818360.1|DSER	LOC111598032|XP_023168828.1|DHYD
OG0004436	LOC110177995|XP_020800653.1|DSER	LOC111594995|XP_030081915.1|DHYD
OG0004437	LOC110180247|XP_020803563.1|DSER	LOC111594973|XP_030081994.1|DHYD
OG0004438	LOC110179271|XP_020802393.1|DSER	LOC111598010|XP_023168774.2|DHYD
OG0004439	LOC110190944|XP_020817281.1|DSER	LOC111597989|XP_023168735.2|DHYD
OG0004440	LOC110177603|XP_020800064.1|DSER	LOC111599737|XP_023171264.1|DHYD
OG0004441	LOC110182229|XP_020805913.1|DSER, LOC110181302|XP_020804682.1|DSER	LOC111594739|XP_023163946.2|DHYD, LOC111596326|XP_023166259.1|DHYD
OG0004442	LOC110176617|XP_020798705.1|DSER	LOC111595478|XP_023165013.2|DHYD
OG0004443	LOC110181283|XP_020804665.1|DSER	LOC111598766|XP_023169948.1|DHYD
OG0004444	LOC110176278|XP_020798257.1|DSER	LOC111592665|XP_023160792.1|DHYD
OG0004445	LOC110191636|XP_020818186.1|DSER	LOC111600153|XP_023171911.2|DHYD
OG0004446	LOC110186246|XP_020810979.1|DSER	LOC111597853|XP_023168532.2|DHYD
OG0004447	LOC110187723|XP_020812829.1|DSER	LOC111597170|XP_023167498.1|DHYD
OG0004448	LOC110177728|XP_020800240.1|DSER	LOC111597038|XP_023167319.2|DHYD
OG0004449	LOC110188299|XP_020813663.1|DSER, LOC110179984|XP_020803233.1|DSER	LOC111597323|XP_023167723.1|DHYD
OG0004450	LOC110178403|XP_020801202.1|DSER	LOC111597983|XP_023168727.1|DHYD
OG0004451	LOC110178277|XP_020801005.1|DSER	LOC111593674|XP_023162333.2|DHYD
OG0004452	LOC110181706|XP_020805216.1|DSER	LOC111597992|XP_023168739.1|DHYD
OG0004453	LOC110176315|XP_020798290.1|DSER	LOC111595448|XP_023164943.2|DHYD
OG0004454	LOC110176618|XP_020798702.1|DSER	LOC111601780|XP_030081564.1|DHYD
OG0004455	LOC110179971|XP_020803211.1|DSER	LOC111597283|XP_023167666.2|DHYD
OG0004456	LOC110182832|XP_020806624.1|DSER	LOC111593649|XP_030079410.1|DHYD
OG0004457	LOC110181268|XP_020804636.1|DSER	LOC115483770|XP_030081871.1|DHYD, LOC111592796|XP_030079988.1|DHYD
OG0004458	LOC110178937|XP_020801893.1|DSER	LOC111592813|XP_023160992.1|DHYD
OG0004459	LOC110177499|XP_020799911.1|DSER	LOC111597349|XP_023167763.2|DHYD, LOC111597228|XP_023167588.2|DHYD
OG0004460	LOC110189940|XP_020815885.1|DSER	LOC111594876|XP_023164130.1|DHYD
OG0004461	LOC110176280|XP_020798255.1|DSER	LOC111595127|XP_023164467.2|DHYD
OG0004462	LOC110185280|XP_020809685.1|DSER	LOC111592253|XP_023160102.2|DHYD
OG0004463	LOC110190421|XP_020816557.1|DSER	LOC111595344|XP_023164786.2|DHYD
OG0004464	LOC110190380|XP_020816469.1|DSER	LOC111604291|XP_023178080.2|DHYD
OG0004465	LOC110188794|XP_020814311.1|DSER	LOC111594708|XP_023163899.1|DHYD
OG0004466	LOC110185222|XP_020809612.1|DSER	LOC111592268|XP_023160134.2|DHYD
OG0004467	LOC110190361|XP_020816429.1|DSER	LOC115483750|XP_030081859.1|DHYD, LOC111600963|XP_030080876.1|DHYD
OG0004468	LOC110190166|XP_020816161.1|DSER	LOC111600964|XP_023173114.1|DHYD, LOC115483751|XP_030081860.1|DHYD
OG0004469	LOC110176265|XP_020798238.1|DSER	LOC111595122|XP_023164460.1|DHYD
OG0004470	LOC110187472|XP_020812518.1|DSER, LOC110179889|XP_020803149.1|DSER	LOC111599387|XP_030079236.1|DHYD
OG0004471	LOC110187767|XP_020812887.1|DSER	LOC111597807|XP_023168460.2|DHYD
OG0004472	LOC110191591|XP_020818139.1|DSER	LOC111592130|XP_030081998.1|DHYD
OG0004473	LOC110176322|XP_020798299.1|DSER	LOC111595454|XP_023164955.2|DHYD
OG0004474	LOC110176327|XP_020798306.1|DSER	LOC111595453|XP_023164954.1|DHYD
OG0004475	LOC110189405|XP_020815120.1|DSER	LOC111604366|XP_023178204.2|DHYD
OG0004476	LOC110182738|XP_020806499.1|DSER	LOC111602261|XP_023175023.2|DHYD
OG0004477	LOC110176910|XP_020799059.1|DSER	LOC111595586|XP_023165165.2|DHYD
OG0004478	LOC110189205|XP_020814835.1|DSER	LOC111598027|XP_030081227.1|DHYD
OG0004479	LOC110191476|XP_020817996.1|DSER	LOC111600048|XP_023171741.2|DHYD
OG0004480	LOC110176028|XP_020797897.1|DSER	LOC111598373|XP_023169352.1|DHYD
OG0004481	LOC110191578|XP_020818120.1|DSER	LOC111605215|XP_023179409.1|DHYD
OG0004482	LOC110186830|XP_020811780.1|DSER	LOC111601997|XP_023174653.2|DHYD
OG0004483	LOC110191508|XP_020818035.1|DSER	LOC111600037|XP_023171723.1|DHYD
OG0004484	LOC110188477|XP_020813865.1|DSER	LOC111599597|XP_023171050.1|DHYD
OG0004485	LOC110182473|XP_020806173.1|DSER	LOC111601825|XP_023174417.2|DHYD
OG0004486	LOC110178487|XP_020801295.1|DSER	LOC111604377|XP_023178216.1|DHYD
OG0004487	LOC110190099|XP_020816065.1|DSER, LOC110189999|XP_020815957.1|DSER	LOC111599538|XP_023170960.1|DHYD
OG0004488	LOC110189315|XP_020815017.1|DSER	LOC111599963|XP_023171626.1|DHYD
OG0004489	LOC110177638|XP_020800109.1|DSER	LOC111602889|XP_023175992.1|DHYD
OG0004490	LOC110176752|XP_020798861.1|DSER	LOC111605238|XP_023179442.1|DHYD
OG0004491	LOC110185882|XP_020810552.1|DSER, LOC110183331|XP_020807242.1|DSER	LOC111602355|XP_023175133.2|DHYD
OG0004492	LOC110189836|XP_020815691.1|DSER	LOC111598307|XP_023169263.1|DHYD, LOC111596650|XP_023166716.1|DHYD
OG0004493	LOC110177497|XP_020799909.1|DSER	LOC111597322|XP_023167722.2|DHYD
OG0004494	LOC110187698|XP_020812792.1|DSER	LOC111604946|XP_023178985.2|DHYD, LOC111596685|XP_023166759.2|DHYD
OG0004495	LOC110191378|XP_020817889.1|DSER	LOC111598230|XP_030080647.1|DHYD, LOC111599035|XP_023170318.2|DHYD
OG0004496	LOC110191608|XP_020818154.1|DSER, LOC110191610|XP_020818156.1|DSER	LOC111598742|XP_030081485.1|DHYD
OG0004497	LOC110179852|XP_020803116.1|DSER	LOC111604069|XP_023177716.2|DHYD
OG0004498	LOC110185294|XP_020809705.1|DSER	LOC111604359|XP_023178195.2|DHYD, LOC111604358|XP_023178194.2|DHYD
OG0004499	LOC110191675|XP_020818246.1|DSER	LOC111592433|XP_023160388.1|DHYD
OG0004500	LOC110184066|XP_020808104.1|DSER	LOC111592413|XP_023160357.2|DHYD
OG0004501	LOC110178287|XP_020801017.1|DSER	LOC111603497|XP_023176875.2|DHYD
OG0004503	LOC110186145|XP_020810855.1|DSER, LOC110186231|XP_020810952.1|DSER	LOC111603080|XP_030080770.1|DHYD
OG0004504	LOC110187675|XP_020812757.1|DSER	LOC111598570|XP_023169639.1|DHYD
OG0004505	LOC110186588|XP_020811468.1|DSER	LOC111593254|XP_023161682.1|DHYD
OG0004506	LOC110176394|XP_020798386.1|DSER	LOC111592480|XP_023160464.1|DHYD
OG0004507	LOC110176630|XP_020798714.1|DSER	LOC111601384|XP_023173691.2|DHYD
OG0004508	LOC110186682|XP_020811607.1|DSER	LOC111595531|XP_023165085.1|DHYD
OG0004509	LOC110181255|XP_020804619.1|DSER	LOC111592791|XP_023160966.1|DHYD
OG0004510	LOC110181485|XP_020804896.1|DSER	LOC111593451|XP_023161976.2|DHYD
OG0004511	LOC110190108|XP_020816080.1|DSER	LOC111596182|XP_030080771.1|DHYD
OG0004512	LOC110185457|XP_020809959.1|DSER	LOC111597627|XP_023168198.1|DHYD
OG0004513	LOC110185444|XP_020809928.1|DSER	LOC111593717|XP_023162451.2|DHYD
OG0004514	LOC110185415|XP_020809887.1|DSER	LOC111597799|XP_023168448.2|DHYD
OG0004515	LOC110179569|XP_020802812.1|DSER	LOC111594889|XP_023164142.2|DHYD
OG0004516	LOC110182468|XP_020806165.1|DSER	LOC111598872|XP_023170089.1|DHYD
OG0004517	LOC110179069|XP_020802095.1|DSER	LOC111605336|XP_030080094.1|DHYD
OG0004518	LOC110184483|XP_020808693.1|DSER	LOC111596526|XP_023166561.2|DHYD
OG0004519	LOC110186860|XP_020811811.1|DSER	LOC111595230|XP_023164634.1|DHYD
OG0004520	LOC110181682|XP_020805182.1|DSER	LOC111600212|XP_023172001.1|DHYD
OG0004521	LOC110189487|XP_020815232.1|DSER	LOC111603406|XP_023176748.2|DHYD
OG0004522	LOC110181853|XP_020805426.1|DSER	LOC111603159|XP_023176404.2|DHYD
OG0004523	LOC110186395|XP_020811216.1|DSER	LOC111597809|XP_023168463.1|DHYD
OG0004524	LOC110182572|XP_020806278.1|DSER	LOC111593479|XP_023162009.1|DHYD
OG0004525	LOC110176061|XP_020797939.1|DSER	LOC111596966|XP_023167206.1|DHYD
OG0004526	LOC110180567|XP_020803922.1|DSER	LOC111594173|XP_023163126.2|DHYD
OG0004527	LOC110179359|XP_020802532.1|DSER	LOC111605319|XP_023179551.1|DHYD
OG0004528	LOC110176066|XP_020797946.1|DSER	LOC111593033|XP_023161367.1|DHYD
OG0004529	LOC110183044|XP_020806888.1|DSER, LOC110183058|XP_020806904.1|DSER	LOC111596710|XP_023166798.2|DHYD
OG0004530	LOC110181637|XP_020805102.1|DSER	LOC111596791|XP_023166915.1|DHYD
OG0004531	LOC110188645|XP_020814082.1|DSER	LOC111597821|XP_030080657.1|DHYD
OG0004532	LOC110187062|XP_020812108.1|DSER	LOC111604020|XP_023177637.1|DHYD
OG0004533	LOC110183520|XP_020807467.1|DSER	LOC111593388|XP_023161877.2|DHYD
OG0004534	LOC110187497|XP_020812583.1|DSER	LOC111595986|XP_023165741.1|DHYD
OG0004535	LOC110188511|XP_020813904.1|DSER	LOC111604684|XP_023178618.1|DHYD
OG0004536	LOC110191961|XP_020818638.1|DSER	LOC111593074|XP_030080115.1|DHYD
OG0004537	LOC110180454|XP_020803788.1|DSER	LOC111598843|XP_023170047.2|DHYD
OG0004538	LOC110176925|XP_020799078.1|DSER	LOC111599913|XP_023171505.1|DHYD
OG0004539	LOC110188247|XP_020813572.1|DSER	LOC111595030|XP_023164319.1|DHYD, LOC115483786|XP_030081902.1|DHYD
OG0004540	LOC110182052|XP_020805667.1|DSER	LOC111598169|XP_023169029.2|DHYD
OG0004541	LOC110176348|XP_020798335.1|DSER	LOC111595402|XP_023164879.2|DHYD
OG0004542	LOC110184122|XP_020808187.1|DSER	LOC111603165|XP_023176411.2|DHYD
OG0004543	LOC110180423|XP_020803753.1|DSER	LOC111597317|XP_023167714.1|DHYD
OG0004544	LOC110182833|XP_020806625.1|DSER	LOC111591985|XP_023159706.1|DHYD
OG0004545	LOC110187877|XP_020813020.1|DSER	LOC111598358|XP_023169337.2|DHYD
OG0004546	LOC110180048|XP_020803327.1|DSER	LOC111593930|XP_023162776.1|DHYD
OG0004547	LOC110187122|XP_020812191.1|DSER	LOC111605306|XP_023179531.1|DHYD
OG0004548	LOC110191987|XP_020818677.1|DSER	LOC111595944|XP_023165678.1|DHYD
OG0004549	LOC110178198|XP_020800893.1|DSER	LOC111596240|XP_030079687.1|DHYD
OG0004550	LOC110178084|XP_020800747.1|DSER	LOC111598821|XP_023170019.1|DHYD
OG0004551	LOC110182879|XP_020806683.1|DSER	LOC111596985|XP_023167237.1|DHYD
OG0004552	LOC110184280|XP_020808413.1|DSER	LOC111605618|XP_023180024.2|DHYD
OG0004553	LOC110190403|XP_020816517.1|DSER	LOC111605202|XP_023179378.2|DHYD
OG0004554	LOC110182541|XP_020806249.1|DSER	LOC111595368|XP_023164822.2|DHYD
OG0004555	LOC110182533|XP_020806241.1|DSER	LOC111595354|XP_023164799.2|DHYD
OG0004556	LOC110179070|XP_020802107.1|DSER	LOC111603197|XP_023176453.2|DHYD
OG0004557	LOC110184609|XP_020808861.1|DSER	LOC111605253|XP_030079966.1|DHYD
OG0004558	LOC110180371|XP_020803698.1|DSER	LOC115483089|XP_030080041.1|DHYD, LOC111597435|XP_023167908.2|DHYD
OG0004559	LOC110184611|XP_020808867.1|DSER	LOC111602977|XP_023176139.1|DHYD
OG0004560	LOC110179404|XP_020802588.1|DSER	LOC111598514|XP_023169556.2|DHYD
OG0004561	LOC110176431|XP_020798439.1|DSER	LOC111596965|XP_023167210.1|DHYD
OG0004562	LOC110177343|XP_020799690.1|DSER	LOC111595211|XP_023164588.1|DHYD
OG0004563	LOC110191891|XP_020818535.1|DSER	LOC111595209|XP_023164585.2|DHYD
OG0004564	LOC110188710|XP_020814179.1|DSER	LOC111596690|XP_023166771.1|DHYD
OG0004565	LOC110187752|XP_020812872.1|DSER	LOC111605444|XP_023179729.2|DHYD
OG0004566	LOC110181788|XP_020805327.1|DSER	LOC115483110|XP_030080132.1|DHYD, LOC111594065|XP_023162965.1|DHYD
OG0004567	LOC110182194|XP_020805865.1|DSER	LOC111591988|XP_023159712.1|DHYD
OG0004568	LOC110183499|XP_020807441.1|DSER	LOC111604600|XP_023178482.2|DHYD
OG0004569	LOC110176432|XP_020798440.1|DSER	LOC111605593|XP_023179969.1|DHYD
OG0004570	LOC110182372|XP_020806075.1|DSER	LOC111600715|XP_023172741.2|DHYD
OG0004571	LOC110182631|XP_020806352.1|DSER	LOC111603175|XP_023176424.1|DHYD
OG0004572	LOC110185885|XP_020810556.1|DSER	LOC111599135|XP_023170467.1|DHYD
OG0004573	LOC110187826|XP_020812962.1|DSER	LOC111596584|XP_023166631.2|DHYD
OG0004574	LOC110181888|XP_020805477.1|DSER	LOC111597256|XP_023167627.1|DHYD
OG0004575	LOC110181824|XP_020805381.1|DSER	LOC111597260|XP_023167632.2|DHYD
OG0004576	LOC110186429|XP_020811271.1|DSER	LOC111602770|XP_023175801.2|DHYD
OG0004577	LOC110183956|XP_020807974.1|DSER	LOC111605590|XP_023179962.1|DHYD
OG0004578	LOC110176036|XP_020797907.1|DSER	LOC111600174|XP_023171936.1|DHYD
OG0004579	LOC110178068|XP_020800734.1|DSER, LOC110183742|XP_020807751.1|DSER	LOC111599299|XP_023170670.2|DHYD
OG0004580	LOC110186086|XP_020810786.1|DSER	LOC111605525|XP_023179854.1|DHYD
OG0004581	LOC110191773|XP_020818377.1|DSER	LOC111602664|XP_023175616.1|DHYD
OG0004582	LOC110186410|XP_020811240.1|DSER	LOC111602001|XP_023174658.1|DHYD
OG0004583	LOC110184124|XP_020808189.1|DSER	LOC111594073|XP_023162980.2|DHYD
OG0004584	LOC110189483|XP_020815229.1|DSER	LOC111597991|XP_023168738.1|DHYD
