Orthogroup	DSER.longest_only	AALB.longest_only
OG0004967	LOC110189731|XP_020815584.1|DSER	LOC118462706|XP_035784538.1|AALB
OG0004968	LOC110189953|XP_020815901.1|DSER	LOC118465767|XP_035790175.1|AALB
OG0004969	LOC110178529|XP_020801344.1|DSER	LOC118465761|XP_035790158.1|AALB
OG0004970	LOC110190121|XP_020816098.1|DSER	LOC118465762|XP_035790159.1|AALB
OG0004971	LOC110190122|XP_020816099.1|DSER	LOC118465765|XP_035790169.1|AALB
OG0004972	LOC110190585|XP_020816837.1|DSER	LOC118462927|XP_035784929.1|AALB
OG0004973	LOC110178748|XP_020801639.1|DSER	LOC118462488|XP_035784093.1|AALB
OG0004974	LOC110187466|XP_020812515.1|DSER	LOC118467473|XP_035793904.1|AALB
OG0004975	LOC110183583|XP_020807555.1|DSER	LOC118465041|XP_035788800.1|AALB
OG0004976	LOC110183665|XP_020807656.1|DSER	LOC118464293|XP_035787468.1|AALB
OG0004977	LOC110176889|XP_020799033.1|DSER	LOC118463963|XP_035786857.1|AALB
OG0004978	LOC110189706|XP_020815539.1|DSER	LOC118466476|XP_035791752.1|AALB
OG0004979	LOC110190752|XP_020817033.1|DSER	LOC118463992|XP_035786916.1|AALB
OG0004980	LOC110176220|XP_020798158.1|DSER	LOC118463035|XP_035785171.1|AALB
OG0004981	LOC110185310|XP_020809723.1|DSER	LOC118463037|XP_035785175.1|AALB
OG0004982	LOC110185289|XP_020809697.1|DSER	LOC118463031|XP_035785166.1|AALB
OG0004983	LOC110190474|XP_020816643.1|DSER	LOC118463039|XP_035785176.1|AALB
OG0004984	LOC110178739|XP_020801626.1|DSER	LOC118463032|XP_035785167.1|AALB
OG0004985	LOC110190903|XP_020817222.1|DSER	LOC118467471|XP_035793899.1|AALB
OG0004986	LOC110178945|XP_020801903.1|DSER	LOC118463290|XP_035785665.1|AALB
OG0004987	LOC110190291|XP_020816329.1|DSER	LOC118465043|XP_035788804.1|AALB
OG0004988	LOC110190904|XP_020817224.1|DSER	LOC118467472|XP_035793903.1|AALB
OG0004989	LOC110190292|XP_020816335.1|DSER	LOC118463053|XP_035785197.1|AALB
OG0004990	LOC110179241|XP_020802353.1|DSER	LOC118467122|XP_035793086.1|AALB
OG0004991	LOC110177831|XP_020800434.1|DSER	LOC118465525|XP_035789742.1|AALB
OG0004992	LOC110177832|XP_020800436.1|DSER	LOC118465534|XP_035789753.1|AALB
OG0004993	LOC110181266|XP_020804631.1|DSER	LOC118464492|XP_035787813.1|AALB
OG0004994	LOC110186919|XP_020811904.1|DSER	LOC118465518|XP_035789730.1|AALB
OG0004995	LOC110183723|XP_020807730.1|DSER	LOC118467752|XP_035794458.1|AALB
OG0004996	LOC110190594|XP_020816846.1|DSER	LOC118466429|XP_035791618.1|AALB
OG0004997	LOC110188928|XP_020814512.1|DSER	LOC118467242|XP_035793402.1|AALB
OG0004998	LOC110177823|XP_020800372.1|DSER	LOC118467114|XP_035793070.1|AALB
OG0004999	LOC110189101|XP_020814737.1|DSER	LOC118464102|XP_035787072.1|AALB
OG0005000	LOC110189260|XP_020814933.1|DSER	LOC118466517|XP_035791903.1|AALB
OG0005001	LOC110189057|XP_020814685.1|DSER	LOC118463120|XP_035785347.1|AALB
OG0005002	LOC110191813|XP_020818426.1|DSER	LOC118467636|XP_035794253.1|AALB
OG0005003	LOC110183632|XP_020807609.1|DSER	LOC118463224|XP_035785566.1|AALB
OG0005004	LOC110189306|XP_020815005.1|DSER	LOC118463218|XP_035785555.1|AALB
OG0005005	LOC110190370|XP_020816441.1|DSER	LOC118467058|XP_035792952.1|AALB
OG0005006	LOC110187438|XP_020812489.1|DSER	LOC118464101|XP_035787071.1|AALB
OG0005007	LOC110185237|XP_020809630.1|DSER	LOC118464103|XP_035787073.1|AALB
OG0005008	LOC110178632|XP_020801477.1|DSER	LOC118464069|XP_035787011.1|AALB
OG0005009	LOC110190177|XP_020816184.1|DSER	LOC118466294|XP_035791275.1|AALB
OG0005010	LOC110179020|XP_020802024.1|DSER	LOC118462920|XP_035784920.1|AALB
OG0005011	LOC110191657|XP_020818213.1|DSER	LOC118462918|XP_035784916.1|AALB
OG0005012	LOC110190231|XP_020816251.1|DSER	LOC118464834|XP_035788403.1|AALB
OG0005013	LOC110186937|XP_020811926.1|DSER	LOC118467712|XP_035794402.1|AALB
OG0005014	LOC110190638|XP_020816893.1|DSER	LOC118464009|XP_035786950.1|AALB
OG0005015	LOC110178985|XP_020801958.1|DSER	LOC118462705|XP_035784537.1|AALB
OG0005016	LOC110190677|XP_020816942.1|DSER	LOC118464762|XP_035788274.1|AALB
OG0005017	LOC110190829|XP_020817146.1|DSER	LOC118467233|XP_035793384.1|AALB
OG0005018	LOC110179420|XP_020802608.1|DSER	LOC118464312|XP_035787496.1|AALB
OG0005019	LOC110190813|XP_020817122.1|DSER	LOC118467080|XP_035793012.1|AALB
OG0005020	LOC110178535|XP_020801357.1|DSER	LOC118467154|XP_035793188.1|AALB
OG0005021	LOC110183351|XP_020807265.1|DSER	LOC118466127|XP_035790969.1|AALB
OG0005022	LOC110177557|XP_020799988.1|DSER	LOC118463296|XP_035785675.1|AALB
OG0005023	LOC110179435|XP_020802674.1|DSER	LOC118466230|XP_035791163.1|AALB
OG0005024	LOC110177585|XP_020800028.1|DSER	LOC118466228|XP_035791160.1|AALB, LOC118466229|XP_035791161.1|AALB
OG0005025	LOC110190657|XP_020816916.1|DSER	LOC118466411|XP_035791572.1|AALB
OG0005026	LOC110189066|XP_020814695.1|DSER	LOC118466409|XP_035791570.1|AALB
OG0005027	LOC110183626|XP_020807602.1|DSER	LOC118463644|XP_035786277.1|AALB
OG0005028	LOC110188694|XP_020814161.1|DSER	LOC118463545|XP_035786060.1|AALB
OG0005029	LOC110185175|XP_020809552.1|DSER	LOC118464307|XP_035787491.1|AALB
OG0005030	LOC110178809|XP_020801728.1|DSER	LOC118463543|XP_035786057.1|AALB
OG0005031	LOC110176679|XP_020798775.1|DSER, LOC110185165|XP_020809529.1|DSER	LOC118466428|XP_035791604.1|AALB
OG0005032	LOC110190129|XP_020816112.1|DSER	LOC118465815|XP_035790279.1|AALB
OG0005033	LOC110176235|XP_020798191.1|DSER	LOC118463101|XP_035785290.1|AALB
OG0005034	LOC110176242|XP_020798200.1|DSER	LOC118463582|XP_035786115.1|AALB
OG0005035	LOC110190005|XP_020815963.1|DSER	LOC118466914|XP_035792676.1|AALB
OG0005036	LOC110188872|XP_020814445.1|DSER	LOC118463079|XP_035785235.1|AALB
OG0005037	LOC110190633|XP_020816887.1|DSER	LOC118464212|XP_035787276.1|AALB
OG0005038	LOC110177608|XP_020800066.1|DSER	LOC118466514|XP_035791897.1|AALB
OG0005039	LOC110185652|XP_020810268.1|DSER	LOC118463243|XP_035785603.1|AALB
OG0005040	LOC110189847|XP_020815716.1|DSER	LOC118463124|XP_035785373.1|AALB
OG0005041	LOC110190172|XP_020816178.1|DSER	LOC118463246|XP_035785606.1|AALB
OG0005042	LOC110185333|XP_020809768.1|DSER	LOC118467593|XP_035794157.1|AALB
OG0005043	LOC110179195|XP_020802268.1|DSER	LOC118464551|XP_035787882.1|AALB
OG0005044	LOC110179193|XP_020802266.1|DSER	LOC118467135|XP_035793142.1|AALB
OG0005045	LOC110179222|XP_020802316.1|DSER	LOC118464474|XP_035787776.1|AALB
OG0005046	LOC110189635|XP_020815438.1|DSER	LOC118463397|XP_035785835.1|AALB
OG0005047	LOC110190541|XP_020816747.1|DSER	LOC118463393|XP_035785831.1|AALB
OG0005048	LOC110190497|XP_020816672.1|DSER	LOC118463966|XP_035786861.1|AALB
OG0005049	LOC110189936|XP_020815880.1|DSER	LOC118464456|XP_035787736.1|AALB
OG0005050	LOC110177732|XP_020800243.1|DSER	LOC118465980|XP_035790642.1|AALB
OG0005051	LOC110189971|XP_020815919.1|DSER	LOC118463710|XP_035786396.1|AALB
OG0005052	LOC110189973|XP_020815922.1|DSER	LOC118464772|XP_035788293.1|AALB
OG0005053	LOC110177885|XP_020800509.1|DSER	LOC118467755|XP_035794475.1|AALB
OG0005054	LOC110184659|XP_020808920.1|DSER	LOC118464270|XP_035787418.1|AALB
OG0005055	LOC110180099|XP_020803381.1|DSER	LOC118464273|XP_035787428.1|AALB
OG0005056	LOC110176887|XP_020799031.1|DSER	LOC118464828|XP_035788396.1|AALB
OG0005057	LOC110176739|XP_020798842.1|DSER	LOC118464961|XP_035788649.1|AALB
OG0005058	LOC110176197|XP_020798108.1|DSER	LOC118464967|XP_035788673.1|AALB
OG0005059	LOC110178056|XP_020800724.1|DSER	LOC118463174|XP_035785472.1|AALB
OG0005060	LOC110182794|XP_020806589.1|DSER	LOC118463173|XP_035785461.1|AALB
OG0005061	LOC110180583|XP_020803934.1|DSER	LOC118463256|XP_035785618.1|AALB
OG0005062	LOC110191472|XP_020817991.1|DSER	LOC118464083|XP_035787034.1|AALB
OG0005063	LOC110189654|XP_020815459.1|DSER	LOC118464142|XP_035787140.1|AALB
OG0005064	LOC110190667|XP_020816926.1|DSER	LOC118465223|XP_035789111.1|AALB
OG0005065	LOC110191533|XP_020818063.1|DSER	LOC118463614|XP_035786196.1|AALB
OG0005066	LOC110176366|XP_020798356.1|DSER	LOC118463286|XP_035785656.1|AALB
OG0005067	LOC110191305|XP_020817779.1|DSER	LOC118466307|XP_035791309.1|AALB
OG0005068	LOC110178980|XP_020801952.1|DSER	LOC118467192|XP_035793294.1|AALB
OG0005069	LOC110182962|XP_020806813.1|DSER	LOC118467186|XP_035793275.1|AALB
OG0005070	LOC110191477|XP_020817997.1|DSER	LOC118466841|XP_035792556.1|AALB
OG0005071	LOC110178901|XP_020801837.1|DSER	LOC118463292|XP_035785667.1|AALB
OG0005072	LOC110178843|XP_020801761.1|DSER	LOC118466124|XP_035790966.1|AALB
OG0005073	LOC110191541|XP_020818072.1|DSER	LOC118463248|XP_035785610.1|AALB
OG0005074	LOC110189095|XP_020814728.1|DSER	LOC118462621|XP_035784353.1|AALB
OG0005075	LOC110176795|XP_020798890.1|DSER, LOC110189320|XP_020815022.1|DSER	LOC118466126|XP_035790968.1|AALB
OG0005076	LOC110191506|XP_020818033.1|DSER	LOC118466128|XP_035790971.1|AALB
OG0005078	LOC110177563|XP_020799995.1|DSER	LOC118464902|XP_035788556.1|AALB
OG0005079	LOC110184116|XP_020808177.1|DSER	LOC118463836|XP_035786623.1|AALB
OG0005080	LOC110182786|XP_020806571.1|DSER	LOC118463259|XP_035785622.1|AALB
OG0005081	LOC110189491|XP_020815241.1|DSER	LOC118466187|XP_035791085.1|AALB
OG0005082	LOC110179981|XP_020803230.1|DSER	LOC118467006|XP_035792843.1|AALB
OG0005083	LOC110183237|XP_020807112.1|DSER	LOC118467007|XP_035792844.1|AALB
OG0005084	LOC110188863|XP_020814437.1|DSER	LOC118467367|XP_035793662.1|AALB
OG0005085	LOC110178929|XP_020801879.1|DSER	LOC118467366|XP_035793661.1|AALB
OG0005086	LOC110180046|XP_020803325.1|DSER	LOC118466286|XP_035791264.1|AALB
OG0005087	LOC110190442|XP_020816597.1|DSER	LOC118466917|XP_035792679.1|AALB
OG0005088	LOC110191638|XP_020818188.1|DSER	LOC118467529|XP_035793988.1|AALB
OG0005089	LOC110191637|XP_020818187.1|DSER	LOC118467527|XP_035793986.1|AALB
OG0005090	LOC110176260|XP_020798235.1|DSER	LOC118466865|XP_035792595.1|AALB
OG0005091	LOC110182116|XP_020805789.1|DSER	LOC118459939|XP_035779709.1|AALB
OG0005092	LOC110176735|XP_020798837.1|DSER	LOC118463508|XP_035786001.1|AALB
OG0005093	LOC110178938|XP_020801894.1|DSER	LOC118463495|XP_035785984.1|AALB
OG0005094	LOC110177561|XP_020799993.1|DSER	LOC118462939|XP_035784957.1|AALB
OG0005095	LOC110184050|XP_020808084.1|DSER	LOC118462937|XP_035784948.1|AALB
OG0005096	LOC110185584|XP_020810175.1|DSER	LOC118466233|XP_035791166.1|AALB
OG0005097	LOC110189404|XP_020815118.1|DSER	LOC118464129|XP_035787117.1|AALB
OG0005098	LOC110179051|XP_020802073.1|DSER	LOC118463410|XP_035785854.1|AALB
OG0005099	LOC110189454|XP_020815187.1|DSER	LOC118466965|XP_035792769.1|AALB
OG0005100	LOC110189453|XP_020815186.1|DSER	LOC118466962|XP_035792756.1|AALB
OG0005101	LOC110188050|XP_020813259.1|DSER	LOC118462607|XP_035784330.1|AALB
OG0005102	LOC110179208|XP_020802285.1|DSER	LOC118466483|XP_035791757.1|AALB
OG0005103	LOC110191473|XP_020817992.1|DSER	LOC118466960|XP_035792754.1|AALB
OG0005104	LOC110183842|XP_020807852.1|DSER	LOC118466968|XP_035792773.1|AALB
OG0005105	LOC110190368|XP_020816439.1|DSER	LOC118464596|XP_035787932.1|AALB
OG0005106	LOC110185311|XP_020809724.1|DSER	LOC118466806|XP_035792457.1|AALB
OG0005107	LOC110182768|XP_020806546.1|DSER	LOC118466273|XP_035791239.1|AALB
OG0005108	LOC110179278|XP_020802426.1|DSER	LOC118467375|XP_035793689.1|AALB
OG0005109	LOC110181869|XP_020805452.1|DSER	LOC118461607|XP_035783026.1|AALB
OG0005110	LOC110183594|XP_020807567.1|DSER	LOC118467795|XP_035794562.1|AALB
OG0005111	LOC110176256|XP_020798225.1|DSER	LOC118463404|XP_035785845.1|AALB
OG0005112	LOC110187052|XP_020812090.1|DSER	LOC118463402|XP_035785843.1|AALB
OG0005113	LOC110176257|XP_020798227.1|DSER	LOC118463406|XP_035785849.1|AALB
OG0005114	LOC110188826|XP_020814376.1|DSER	LOC118465088|XP_035788884.1|AALB
OG0005115	LOC110182328|XP_020806019.1|DSER	LOC118466604|XP_035792074.1|AALB
OG0005116	LOC110183581|XP_020807551.1|DSER	LOC118466208|XP_035791118.1|AALB
OG0005117	LOC110182463|XP_020806160.1|DSER	LOC118464369|XP_035787601.1|AALB
OG0005118	LOC110183194|XP_020807060.1|DSER	LOC118466474|XP_035791750.1|AALB
OG0005119	LOC110177793|XP_020800341.1|DSER	LOC118466468|XP_035791719.1|AALB
OG0005120	LOC110177623|XP_020800089.1|DSER	LOC118467857|XP_035794653.1|AALB
OG0005121	LOC110187791|XP_020812927.1|DSER, LOC110190051|XP_020816015.1|DSER	LOC118467856|XP_035794652.1|AALB
OG0005122	LOC110191145|XP_020817560.1|DSER	LOC118464808|XP_035788363.1|AALB
OG0005123	LOC110185224|XP_020809614.1|DSER	LOC118465371|XP_035789459.1|AALB
OG0005124	LOC110183603|XP_020807575.1|DSER	LOC118466720|XP_035792277.1|AALB
OG0005125	LOC110183563|XP_020807524.1|DSER	LOC118466419|XP_035791587.1|AALB
OG0005126	LOC110190786|XP_020817083.1|DSER	LOC118466420|XP_035791590.1|AALB
OG0005127	LOC110188889|XP_020814465.1|DSER	LOC118463721|XP_035786407.1|AALB
OG0005128	LOC110189570|XP_020815360.1|DSER	LOC118463616|XP_035786202.1|AALB
OG0005129	LOC110184633|XP_020808888.1|DSER	LOC118463135|XP_035785387.1|AALB
OG0005130	LOC110176725|XP_020798826.1|DSER	LOC118465611|XP_035789880.1|AALB
OG0005131	LOC110176699|XP_020798793.1|DSER	LOC118463863|XP_035786666.1|AALB
OG0005132	LOC110178587|XP_020801425.1|DSER	LOC118464089|XP_035787046.1|AALB
OG0005133	LOC110187354|XP_020812407.1|DSER	LOC118464279|XP_035787435.1|AALB
OG0005134	LOC110190570|XP_020816804.1|DSER	LOC118466203|XP_035791113.1|AALB
OG0005135	LOC110188912|XP_020814492.1|DSER	LOC118466218|XP_035791134.1|AALB
OG0005136	LOC110188903|XP_020814483.1|DSER	LOC118464446|XP_035787721.1|AALB
OG0005137	LOC110177328|XP_020799661.1|DSER	LOC118466398|XP_035791543.1|AALB
OG0005138	LOC110176241|XP_020798199.1|DSER	LOC118466412|XP_035791573.1|AALB
OG0005139	LOC110184720|XP_020808999.1|DSER	LOC118462916|XP_035784914.1|AALB
OG0005140	LOC110182334|XP_020806024.1|DSER	LOC118463991|XP_035786914.1|AALB
OG0005142	LOC110189955|XP_020815903.1|DSER	LOC118464391|XP_035787630.1|AALB
OG0005143	LOC110190404|XP_020816529.1|DSER	LOC118462494|XP_035784100.1|AALB
OG0005144	LOC110190311|XP_020816359.1|DSER	LOC118462495|XP_035784105.1|AALB
OG0005145	LOC110190264|XP_020816289.1|DSER	LOC118462822|XP_035784737.1|AALB
OG0005146	LOC110190771|XP_020817061.1|DSER	LOC118467064|XP_035792982.1|AALB
OG0005147	LOC110190773|XP_020817064.1|DSER	LOC118467065|XP_035792984.1|AALB
OG0005148	LOC110190661|XP_020816921.1|DSER	LOC118466265|XP_035791221.1|AALB
OG0005149	LOC110188129|XP_020813379.1|DSER	LOC118466274|XP_035791240.1|AALB
OG0005150	LOC110188716|XP_020814184.1|DSER	LOC118464282|XP_035787449.1|AALB
OG0005151	LOC110183586|XP_020807558.1|DSER	LOC118467072|XP_035793000.1|AALB
OG0005152	LOC110183556|XP_020807516.1|DSER	LOC118466132|XP_035790975.1|AALB
OG0005153	LOC110183553|XP_020807512.1|DSER	LOC118467070|XP_035792996.1|AALB
OG0005154	LOC110183574|XP_020807543.1|DSER	LOC118467068|XP_035792992.1|AALB
OG0005155	LOC110179416|XP_020802603.1|DSER	LOC118465428|XP_035789550.1|AALB
OG0005156	LOC110191031|XP_020817408.1|DSER	LOC118465754|XP_035790150.1|AALB
OG0005157	LOC110177530|XP_020799953.1|DSER	LOC118466305|XP_035791304.1|AALB
OG0005158	LOC110184792|XP_020809090.1|DSER	LOC118466336|XP_035791348.1|AALB
OG0005159	LOC110177589|XP_020800032.1|DSER	LOC118466350|XP_035791376.1|AALB
OG0005160	LOC110185204|XP_020809590.1|DSER	LOC118464302|XP_035787482.1|AALB
OG0005161	LOC110191631|XP_020818179.1|DSER	LOC118463806|XP_035786569.1|AALB
OG0005163	LOC110190213|XP_020816227.1|DSER	LOC118467363|XP_035793657.1|AALB
OG0005164	LOC110179966|XP_020803206.1|DSER	LOC118466243|XP_035791186.1|AALB
OG0005165	LOC110189238|XP_020814880.1|DSER	LOC118464098|XP_035787060.1|AALB
OG0005166	LOC110177105|XP_020799309.1|DSER	LOC118463859|XP_035786661.1|AALB
OG0005167	LOC110177106|XP_020799310.1|DSER	LOC118463861|XP_035786664.1|AALB
OG0005168	LOC110190188|XP_020816195.1|DSER	LOC118463858|XP_035786660.1|AALB
OG0005169	LOC110178684|XP_020801547.1|DSER	LOC118464855|XP_035788456.1|AALB
OG0005170	LOC110178682|XP_020801542.1|DSER	LOC118462857|XP_035784807.1|AALB
OG0005171	LOC110178683|XP_020801546.1|DSER	LOC118462858|XP_035784808.1|AALB
OG0005172	LOC110189480|XP_020815226.1|DSER	LOC118463854|XP_035786651.1|AALB
OG0005173	LOC110189560|XP_020815349.1|DSER	LOC118466141|XP_035790986.1|AALB
OG0005174	LOC110178480|XP_020801280.1|DSER	LOC118466142|XP_035790987.1|AALB
OG0005175	LOC110178446|XP_020801239.1|DSER	LOC118463515|XP_035786009.1|AALB
OG0005176	LOC110178486|XP_020801291.1|DSER	LOC118464425|XP_035787681.1|AALB
OG0005177	LOC110178463|XP_020801262.1|DSER	LOC118463942|XP_035786803.1|AALB
OG0005178	LOC110190128|XP_020816110.1|DSER	LOC118463940|XP_035786801.1|AALB
OG0005179	LOC110190027|XP_020815989.1|DSER	LOC118460785|XP_035781286.1|AALB, LOC118465341|XP_035789391.1|AALB
OG0005180	LOC110191316|XP_020817794.1|DSER	LOC118466748|XP_035792328.1|AALB
OG0005181	LOC110181775|XP_020805308.1|DSER, LOC110188897|XP_020814476.1|DSER	LOC118466753|XP_035792343.1|AALB
OG0005182	LOC110188966|XP_020814569.1|DSER	LOC118466353|XP_035791378.1|AALB
OG0005183	LOC110189779|XP_020815662.1|DSER	LOC118466356|XP_035791406.1|AALB
OG0005184	LOC110180016|XP_020803271.1|DSER	LOC118463185|XP_035785497.1|AALB
OG0005185	LOC110176964|XP_020799130.1|DSER	LOC118463954|XP_035786829.1|AALB
OG0005186	LOC110179331|XP_020802483.1|DSER	LOC118465264|XP_035789178.1|AALB
OG0005187	LOC110189683|XP_020815518.1|DSER	LOC118466361|XP_035791423.1|AALB
OG0005188	LOC110189615|XP_020815412.1|DSER	LOC118467917|XP_035794750.1|AALB
OG0005189	LOC110176005|XP_020797869.1|DSER	LOC118458927|XP_035777790.1|AALB
OG0005190	LOC110189075|XP_020814705.1|DSER	LOC118465381|XP_035789468.1|AALB
OG0005191	LOC110189666|XP_020815474.1|DSER	LOC118464445|XP_035787717.1|AALB
OG0005192	LOC110177923|XP_020800562.1|DSER	LOC118464028|XP_035786978.1|AALB
OG0005193	LOC110177081|XP_020799256.1|DSER	LOC118465742|XP_035790097.1|AALB
OG0005194	LOC110182860|XP_020806659.1|DSER	LOC118462592|XP_035784299.1|AALB
OG0005195	LOC110182742|XP_020806506.1|DSER	LOC118465807|XP_035790272.1|AALB
OG0005196	LOC110184658|XP_020808919.1|DSER	LOC118465801|XP_035790261.1|AALB
OG0005197	LOC110191718|XP_020818298.1|DSER	LOC118465802|XP_035790262.1|AALB
OG0005198	LOC110177475|XP_020799875.1|DSER	LOC118465804|XP_035790265.1|AALB
OG0005199	LOC110182746|XP_020806549.1|DSER	LOC118465901|XP_035790446.1|AALB
OG0005200	LOC110189421|XP_020815141.1|DSER	LOC118465898|XP_035790444.1|AALB
OG0005201	LOC110184040|XP_020808074.1|DSER	LOC118464398|XP_035787643.1|AALB
OG0005202	LOC110188603|XP_020814063.1|DSER	LOC118464395|XP_035787638.1|AALB
OG0005203	LOC110189214|XP_020814845.1|DSER, LOC110176780|XP_020798877.1|DSER	LOC118468520|XP_035795270.1|AALB
OG0005204	LOC110185959|XP_020810636.1|DSER	LOC118460016|XP_035779840.1|AALB
OG0005205	LOC110183797|XP_020807811.1|DSER	LOC118460012|XP_035779831.1|AALB
OG0005206	LOC110181094|XP_020804422.1|DSER	LOC118463668|XP_035786318.1|AALB
OG0005207	LOC110177125|XP_020799356.1|DSER	LOC118458933|XP_035777801.1|AALB
OG0005208	LOC110179985|XP_020803238.1|DSER	LOC118458936|XP_035777808.1|AALB
OG0005209	LOC110185832|XP_020810498.1|DSER	LOC118459881|XP_035779571.1|AALB
OG0005210	LOC110185963|XP_020810641.1|DSER	LOC118459880|XP_035779567.1|AALB
OG0005211	LOC110179826|XP_020803091.1|DSER	LOC118457298|XP_035774661.1|AALB
OG0005212	LOC110191750|XP_020818350.1|DSER, LOC110180594|XP_020803942.1|DSER	LOC118460465|XP_035780677.1|AALB
OG0005213	LOC110183492|XP_020807434.1|DSER	LOC118457844|XP_035775622.1|AALB
OG0005214	LOC110177098|XP_020799292.1|DSER	LOC118467923|XP_035794767.1|AALB
OG0005215	LOC110178121|XP_020800799.1|DSER	LOC118468945|XP_035796186.1|AALB
OG0005216	LOC110181364|XP_020804747.1|DSER	LOC118468954|XP_035796197.1|AALB
OG0005217	LOC110185047|XP_020809368.1|DSER	LOC118467148|XP_035793183.1|AALB
OG0005218	LOC110181424|XP_020804824.1|DSER	LOC118467199|XP_035793309.1|AALB
OG0005219	LOC110188982|XP_020814589.1|DSER	LOC118467173|XP_035793249.1|AALB
OG0005220	LOC110178731|XP_020801613.1|DSER	LOC118457039|XP_035774174.1|AALB
OG0005221	LOC110183772|XP_020807788.1|DSER	LOC118457043|XP_035774184.1|AALB
OG0005222	LOC110184849|XP_020809148.1|DSER, LOC110179785|XP_020803057.1|DSER	LOC118457037|XP_035774168.1|AALB
OG0005223	LOC110185067|XP_020809406.1|DSER	LOC118460857|XP_035781456.1|AALB
OG0005224	LOC110183865|XP_020807877.1|DSER	LOC118458953|XP_035777828.1|AALB
OG0005225	LOC110185558|XP_020810136.1|DSER	LOC118468681|XP_035795685.1|AALB
OG0005226	LOC110176850|XP_020798979.1|DSER	LOC118469006|XP_035796333.1|AALB
OG0005227	LOC110181201|XP_020804541.1|DSER	LOC118459211|XP_035778284.1|AALB
OG0005228	LOC110181208|XP_020804547.1|DSER	LOC118457140|XP_035774347.1|AALB
OG0005229	LOC110177024|XP_020799199.1|DSER	LOC118460387|XP_035780548.1|AALB
OG0005230	LOC110183169|XP_020807020.1|DSER	LOC118458557|XP_035777092.1|AALB
OG0005231	LOC110178142|XP_020800828.1|DSER	LOC118457708|XP_035775380.1|AALB
OG0005232	LOC110185672|XP_020810294.1|DSER	LOC118460842|XP_035781425.1|AALB
OG0005233	LOC110185780|XP_020810442.1|DSER	LOC118460845|XP_035781440.1|AALB
OG0005234	LOC110178685|XP_020801548.1|DSER, LOC110181355|XP_020804738.1|DSER	LOC118468368|XP_035795021.1|AALB
OG0005235	LOC110179888|XP_020803148.1|DSER, LOC110187515|XP_020812569.1|DSER	LOC118456440|XP_035773094.1|AALB
OG0005236	LOC110186089|XP_020810785.1|DSER	LOC118456439|XP_035773093.1|AALB
OG0005237	LOC110185800|XP_020810462.1|DSER	LOC118456437|XP_035773088.1|AALB
OG0005238	LOC110185986|XP_020810668.1|DSER	LOC118456199|XP_035772653.1|AALB
OG0005240	LOC110183332|XP_020807238.1|DSER	LOC118468161|XP_035794879.1|AALB, LOC118456494|XP_035773213.1|AALB
OG0005241	LOC110186102|XP_020810806.1|DSER	LOC118456495|XP_035773214.1|AALB, LOC118468166|XP_035794884.1|AALB
OG0005242	LOC110183413|XP_020807349.1|DSER	LOC118468165|XP_035794883.1|AALB, LOC118458585|XP_035777138.1|AALB
OG0005243	LOC110176952|XP_020799113.1|DSER	LOC118468529|XP_035795292.1|AALB
OG0005244	LOC110186715|XP_020811645.1|DSER	LOC118461010|XP_035781749.1|AALB
OG0005245	LOC110177146|XP_020799383.1|DSER	LOC118461009|XP_035781748.1|AALB
OG0005246	LOC110187554|XP_020812602.1|DSER	LOC118461012|XP_035781754.1|AALB
OG0005247	LOC110181125|XP_020804456.1|DSER	LOC118459528|XP_035778880.1|AALB
OG0005248	LOC110188688|XP_020814150.1|DSER	LOC118469057|XP_035796420.1|AALB
OG0005249	LOC110189426|XP_020815153.1|DSER	LOC118457281|XP_035774633.1|AALB
OG0005250	LOC110182747|XP_020806516.1|DSER	LOC118457148|XP_035774359.1|AALB
OG0005251	LOC110183300|XP_020807197.1|DSER	LOC118467796|XP_035794567.1|AALB
OG0005252	LOC110181346|XP_020804727.1|DSER	LOC118459769|XP_035779357.1|AALB
OG0005253	LOC110187442|XP_020812490.1|DSER	LOC118458362|XP_035776622.1|AALB
