Orthogroup	DSER.longest_only	ASTE.longest_only
OG0005258	LOC110183746|XP_020807760.1|DSER	LOC118514705|XP_035917671.1|ASTE
OG0005259	LOC110185604|XP_020810206.1|DSER	LOC118513585|XP_035915446.1|ASTE
OG0005260	LOC110185605|XP_020810209.1|DSER	LOC118513539|XP_035915305.1|ASTE
OG0005261	LOC110183388|XP_020807314.1|DSER	LOC118513537|XP_035915302.1|ASTE
OG0005262	LOC110187382|XP_020812429.1|DSER	LOC118513988|XP_035916312.1|ASTE
OG0005263	LOC110185709|XP_020810343.1|DSER	LOC118513912|XP_035916146.1|ASTE
OG0005264	LOC110187784|XP_020812913.1|DSER	LOC118513958|XP_035916249.1|ASTE
OG0005265	LOC110181384|XP_020804774.1|DSER	LOC118510582|XP_035908467.1|ASTE
OG0005266	LOC110185600|XP_020810202.1|DSER	LOC118513223|XP_035914643.1|ASTE
OG0005267	LOC110184913|XP_020809217.1|DSER	LOC118513516|XP_035915268.1|ASTE
OG0005268	LOC110184912|XP_020809216.1|DSER	LOC118513515|XP_035915267.1|ASTE
OG0005269	LOC110184916|XP_020809220.1|DSER	LOC118513524|XP_035915279.1|ASTE
OG0005270	LOC110183151|XP_020807000.1|DSER	LOC118513567|XP_035915389.1|ASTE
OG0005271	LOC110183813|XP_020807824.1|DSER	LOC118513560|XP_035915376.1|ASTE
OG0005272	LOC110183814|XP_020807825.1|DSER	LOC118513563|XP_035915384.1|ASTE
OG0005273	LOC110183822|XP_020807833.1|DSER	LOC118513558|XP_035915373.1|ASTE
OG0005274	LOC110183176|XP_020807027.1|DSER	LOC118513556|XP_035915371.1|ASTE
OG0005275	LOC110183373|XP_020807294.1|DSER	LOC118513554|XP_035915343.1|ASTE
OG0005276	LOC110187538|XP_020812590.1|DSER	LOC118513548|XP_035915327.1|ASTE
OG0005277	LOC110187563|XP_020812610.1|DSER	LOC118513546|XP_035915325.1|ASTE
OG0005278	LOC110182863|XP_020806664.1|DSER	LOC118513547|XP_035915326.1|ASTE
OG0005279	LOC110185869|XP_020810538.1|DSER	LOC118511042|XP_035909529.1|ASTE
OG0005280	LOC110185540|XP_020810106.1|DSER	LOC118513913|XP_035916147.1|ASTE
OG0005281	LOC110184946|XP_020809251.1|DSER	LOC118513861|XP_035916054.1|ASTE
OG0005282	LOC110187650|XP_020812717.1|DSER	LOC118513851|XP_035916029.1|ASTE
OG0005283	LOC110188722|XP_020814198.1|DSER	LOC118513852|XP_035916036.1|ASTE
OG0005284	LOC110187429|XP_020812476.1|DSER	LOC118511091|XP_035909677.1|ASTE
OG0005285	LOC110187437|XP_020812487.1|DSER	LOC118511762|XP_035911125.1|ASTE
OG0005286	LOC110186115|XP_020810822.1|DSER	LOC118513969|XP_035916286.1|ASTE
OG0005287	LOC110185993|XP_020810679.1|DSER	LOC118513925|XP_035916186.1|ASTE
OG0005288	LOC110182679|XP_020806425.1|DSER	LOC118511068|XP_035909569.1|ASTE
OG0005289	LOC110182854|XP_020806650.1|DSER, LOC110182856|XP_020806652.1|DSER	LOC118511058|XP_035909560.1|ASTE
OG0005290	LOC110177245|XP_020799548.1|DSER	LOC118511059|XP_035909562.1|ASTE
OG0005291	LOC110185745|XP_020810400.1|DSER	LOC118511579|XP_035910723.1|ASTE
OG0005292	LOC110185743|XP_020810398.1|DSER	LOC118513663|XP_035915650.1|ASTE
OG0005293	LOC110185899|XP_020810572.1|DSER	LOC118512209|XP_035912215.1|ASTE
OG0005294	LOC110184995|XP_020809306.1|DSER	LOC118509332|XP_035905692.1|ASTE
OG0005295	LOC110186101|XP_020810805.1|DSER	LOC118509335|XP_035905695.1|ASTE
OG0005296	LOC110187693|XP_020812785.1|DSER	LOC118513543|XP_035915313.1|ASTE
OG0005297	LOC110183866|XP_020807878.1|DSER	LOC118509046|XP_035905014.1|ASTE
OG0005298	LOC110177870|XP_020800485.1|DSER	LOC118513312|XP_035914793.1|ASTE
OG0005299	LOC110189025|XP_020814647.1|DSER	LOC118509059|XP_035905064.1|ASTE
OG0005300	LOC110184333|XP_020808488.1|DSER	LOC118513389|XP_035914959.1|ASTE
OG0005301	LOC110183193|XP_020807058.1|DSER	LOC118511720|XP_035911041.1|ASTE
OG0005302	LOC110180267|XP_020803582.1|DSER	LOC118514002|XP_035916331.1|ASTE
OG0005303	LOC110179886|XP_020803146.1|DSER, LOC110187495|XP_020812544.1|DSER	LOC118513881|XP_035916082.1|ASTE
OG0005304	LOC110185042|XP_020809354.1|DSER	LOC118513880|XP_035916081.1|ASTE
OG0005305	LOC110182862|XP_020806663.1|DSER	LOC118511079|XP_035909645.1|ASTE
OG0005306	LOC110184868|XP_020809173.1|DSER	LOC118511102|XP_035909715.1|ASTE
OG0005307	LOC110183175|XP_020807025.1|DSER	LOC118511129|XP_035909755.1|ASTE
OG0005308	LOC110183387|XP_020807313.1|DSER	LOC118511081|XP_035909651.1|ASTE
OG0005309	LOC110183758|XP_020807775.1|DSER	LOC118511084|XP_035909657.1|ASTE
OG0005310	LOC110177041|XP_020799217.1|DSER	LOC118510084|XP_035907386.1|ASTE
OG0005311	LOC110183915|XP_020807917.1|DSER	LOC118514027|XP_035916395.1|ASTE
OG0005312	LOC110182596|XP_020806310.1|DSER	LOC118511052|XP_035909544.1|ASTE
OG0005313	LOC110183295|XP_020807188.1|DSER	LOC118511638|XP_035910844.1|ASTE
OG0005314	LOC110184961|XP_020809268.1|DSER	LOC118513911|XP_035916145.1|ASTE
OG0005315	LOC110187493|XP_020812541.1|DSER	LOC118513956|XP_035916245.1|ASTE, LOC118517203|XP_035919051.1|ASTE
OG0005316	LOC110182899|XP_020806713.1|DSER	LOC118514028|XP_035916398.1|ASTE
OG0005317	LOC110184863|XP_020809167.1|DSER	LOC118514015|XP_035916378.1|ASTE
OG0005319	LOC110185648|XP_020810265.1|DSER	LOC118511753|XP_035911111.1|ASTE
OG0005320	LOC110185815|XP_020810480.1|DSER	LOC118511754|XP_035911112.1|ASTE
OG0005321	LOC110183417|XP_020807353.1|DSER	LOC118513412|XP_035915013.1|ASTE
OG0005322	LOC110181293|XP_020804673.1|DSER	LOC118510081|XP_035907382.1|ASTE
OG0005323	LOC110183795|XP_020807809.1|DSER	LOC118511592|XP_035910745.1|ASTE
OG0005324	LOC110177878|XP_020800502.1|DSER	LOC118510608|XP_035908513.1|ASTE
OG0005325	LOC110186106|XP_020810812.1|DSER	LOC118510607|XP_035908511.1|ASTE
OG0005326	LOC110183448|XP_020807387.1|DSER	LOC118510609|XP_035908515.1|ASTE
OG0005327	LOC110181421|XP_020804822.1|DSER	LOC118510614|XP_035908524.1|ASTE
OG0005328	LOC110187696|XP_020812790.1|DSER	LOC118513399|XP_035914972.1|ASTE
OG0005329	LOC110190798|XP_020817100.1|DSER	LOC118509136|XP_035905229.1|ASTE
OG0005330	LOC110190797|XP_020817099.1|DSER	LOC118509134|XP_035905227.1|ASTE
OG0005331	LOC110184861|XP_020809162.1|DSER	LOC118511234|XP_035909964.1|ASTE
OG0005332	LOC110187317|XP_020812365.1|DSER	LOC118511230|XP_035909958.1|ASTE
OG0005333	LOC110183027|XP_020806873.1|DSER	LOC118514608|XP_035917497.1|ASTE
OG0005334	LOC110183358|XP_020807279.1|DSER	LOC118511661|XP_035910902.1|ASTE
OG0005335	LOC110189634|XP_020815437.1|DSER	LOC118511665|XP_035910910.1|ASTE
OG0005336	LOC110189397|XP_020815111.1|DSER	LOC118511640|XP_035910854.1|ASTE
OG0005337	LOC110176628|XP_020798716.1|DSER	LOC118513418|XP_035915023.1|ASTE
OG0005338	LOC110177644|XP_020800118.1|DSER	LOC118513425|XP_035915032.1|ASTE
OG0005339	LOC110183285|XP_020807174.1|DSER	LOC118513438|XP_035915071.1|ASTE
OG0005340	LOC110187346|XP_020812392.1|DSER	LOC118513442|XP_035915077.1|ASTE
OG0005341	LOC110178906|XP_020801845.1|DSER	LOC118512455|XP_035912814.1|ASTE
OG0005342	LOC110183978|XP_020807993.1|DSER	LOC118508999|XP_035904896.1|ASTE
OG0005343	LOC110180024|XP_020803284.1|DSER	LOC118509006|XP_035904914.1|ASTE
OG0005345	LOC110180585|XP_020803936.1|DSER	LOC118509083|XP_035905109.1|ASTE
OG0005346	LOC110185937|XP_020810610.1|DSER	LOC118511611|XP_035910794.1|ASTE
OG0005347	LOC110187511|XP_020812564.1|DSER	LOC118511676|XP_035910930.1|ASTE
OG0005348	LOC110183393|XP_020807319.1|DSER	LOC118511667|XP_035910912.1|ASTE
OG0005349	LOC110183322|XP_020807227.1|DSER	LOC118511663|XP_035910905.1|ASTE
OG0005350	LOC110183168|XP_020807019.1|DSER	LOC118511647|XP_035910874.1|ASTE
OG0005351	LOC110189096|XP_020814730.1|DSER	LOC118512444|XP_035912801.1|ASTE
OG0005352	LOC110183274|XP_020807160.1|DSER	LOC118513406|XP_035914995.1|ASTE
OG0005353	LOC110176359|XP_020798346.1|DSER	LOC118512647|XP_035913256.1|ASTE
OG0005354	LOC110185567|XP_020810150.1|DSER	LOC118512657|XP_035913282.1|ASTE
OG0005355	LOC110178175|XP_020800868.1|DSER	LOC118512448|XP_035912805.1|ASTE
OG0005356	LOC110178095|XP_020800761.1|DSER	LOC118512462|XP_035912825.1|ASTE
OG0005357	LOC110176851|XP_020798980.1|DSER	LOC118512456|XP_035912816.1|ASTE
OG0005358	LOC110185555|XP_020810131.1|DSER	LOC118513445|XP_035915081.1|ASTE
OG0005359	LOC110177392|XP_020799756.1|DSER	LOC118508998|XP_035904895.1|ASTE
OG0005360	LOC110185241|XP_020809636.1|DSER	LOC118513443|XP_035915078.1|ASTE
OG0005361	LOC110183485|XP_020807424.1|DSER	LOC118513506|XP_035915248.1|ASTE
OG0005362	LOC110187307|XP_020812355.1|DSER	LOC118513292|XP_035914758.1|ASTE
OG0005363	LOC110182702|XP_020806457.1|DSER	LOC118511787|XP_035911198.1|ASTE
OG0005364	LOC110179219|XP_020802313.1|DSER	LOC118510123|XP_035907485.1|ASTE
OG0005365	LOC110185002|XP_020809314.1|DSER	LOC118511621|XP_035910812.1|ASTE
OG0005366	LOC110184942|XP_020809248.1|DSER	LOC118511607|XP_035910783.1|ASTE
OG0005367	LOC110184977|XP_020809285.1|DSER	LOC118509150|XP_035905259.1|ASTE
OG0005368	LOC110190991|XP_020817362.1|DSER	LOC118509151|XP_035905267.1|ASTE
OG0005369	LOC110181152|XP_020804485.1|DSER	LOC118509148|XP_035905255.1|ASTE
OG0005370	LOC110183158|XP_020807009.1|DSER	LOC118509149|XP_035905256.1|ASTE
OG0005371	LOC110183160|XP_020807010.1|DSER	LOC118509147|XP_035905253.1|ASTE
OG0005372	LOC110188188|XP_020813423.1|DSER	LOC118508801|XP_035904413.1|ASTE
OG0005373	LOC110191701|XP_020818276.1|DSER	LOC118513901|XP_035916116.1|ASTE
OG0005374	LOC110184897|XP_020809203.1|DSER	LOC118513735|XP_035915783.1|ASTE
OG0005375	LOC110184896|XP_020809202.1|DSER	LOC118513732|XP_035915778.1|ASTE
OG0005376	LOC110186061|XP_020810757.1|DSER	LOC118513727|XP_035915771.1|ASTE
OG0005377	LOC110177556|XP_020799986.1|DSER	LOC118510993|XP_035909401.1|ASTE
OG0005378	LOC110185695|XP_020810321.1|DSER	LOC118511006|XP_035909416.1|ASTE
OG0005379	LOC110182257|XP_020805934.1|DSER	LOC118511008|XP_035909421.1|ASTE
OG0005380	LOC110186042|XP_020810740.1|DSER	LOC118511010|XP_035909424.1|ASTE
OG0005381	LOC110187464|XP_020812511.1|DSER	LOC118511017|XP_035909439.1|ASTE
OG0005382	LOC110187264|XP_020812311.1|DSER	LOC118511018|XP_035909447.1|ASTE
OG0005383	LOC110185190|XP_020809571.1|DSER	LOC118509157|XP_035905293.1|ASTE
OG0005384	LOC110190969|XP_020817318.1|DSER	LOC118514589|XP_035917484.1|ASTE
OG0005385	LOC110182917|XP_020806738.1|DSER	LOC118514510|XP_035917344.1|ASTE
OG0005386	LOC110178208|XP_020800909.1|DSER	LOC118514526|XP_035917393.1|ASTE
OG0005387	LOC110187652|XP_020812720.1|DSER	LOC118508995|XP_035904887.1|ASTE
OG0005388	LOC110187415|XP_020812463.1|DSER	LOC118512506|XP_035912911.1|ASTE
OG0005389	LOC110183987|XP_020808003.1|DSER	LOC118512518|XP_035912952.1|ASTE
OG0005390	LOC110182306|XP_020805981.1|DSER	LOC118512565|XP_035913049.1|ASTE
OG0005391	LOC110182308|XP_020805983.1|DSER	LOC118512566|XP_035913050.1|ASTE
OG0005392	LOC110184838|XP_020809140.1|DSER, LOC110179797|XP_020803066.1|DSER	LOC118512571|XP_035913081.1|ASTE
OG0005393	LOC110188106|XP_020813337.1|DSER	LOC118510086|XP_035907390.1|ASTE
OG0005394	LOC110179774|XP_020803051.1|DSER, LOC110184831|XP_020809135.1|DSER	LOC118511218|XP_035909925.1|ASTE
OG0005395	LOC110178113|XP_020800785.1|DSER	LOC118514704|XP_035917666.1|ASTE
OG0005396	LOC110176955|XP_020799118.1|DSER	LOC118509155|XP_035905279.1|ASTE
OG0005397	LOC110176933|XP_020799089.1|DSER	LOC118509158|XP_035905299.1|ASTE
OG0005398	LOC110177180|XP_020799430.1|DSER	LOC118513775|XP_035915845.1|ASTE
OG0005399	LOC110180251|XP_020803570.1|DSER	LOC118508965|XP_035904802.1|ASTE
OG0005401	LOC110176954|XP_020799116.1|DSER	LOC118513740|XP_035915790.1|ASTE
OG0005402	LOC110176956|XP_020799121.1|DSER	LOC118513751|XP_035915804.1|ASTE
OG0005403	LOC110176871|XP_020799005.1|DSER	LOC118513748|XP_035915801.1|ASTE
OG0005404	LOC110176872|XP_020799006.1|DSER	LOC118513747|XP_035915799.1|ASTE
OG0005405	LOC110178346|XP_020801127.1|DSER	LOC118513759|XP_035915826.1|ASTE
OG0005406	LOC110191590|XP_020818134.1|DSER	LOC118513763|XP_035915829.1|ASTE
OG0005407	LOC110176053|XP_020797929.1|DSER	LOC118513765|XP_035915834.1|ASTE, LOC118515269|XP_035917855.1|ASTE
OG0005408	LOC110182353|XP_020806052.1|DSER	LOC118514683|XP_035917622.1|ASTE
OG0005409	LOC110177003|XP_020799172.1|DSER	LOC118514699|XP_035917654.1|ASTE
OG0005410	LOC110182390|XP_020806088.1|DSER	LOC118514154|XP_035916660.1|ASTE
OG0005411	LOC110178380|XP_020801176.1|DSER	LOC118513365|XP_035914889.1|ASTE
OG0005412	LOC110178360|XP_020801151.1|DSER	LOC118513368|XP_035914892.1|ASTE
OG0005413	LOC110189734|XP_020815587.1|DSER	LOC118514583|XP_035917479.1|ASTE
OG0005414	LOC110180446|XP_020803773.1|DSER	LOC118512532|XP_035912977.1|ASTE
OG0005415	LOC110179674|XP_020802944.1|DSER	LOC118511687|XP_035910963.1|ASTE
OG0005416	LOC110191567|XP_020818107.1|DSER	LOC118512578|XP_035913095.1|ASTE
OG0005417	LOC110187216|XP_020812275.1|DSER	LOC118510635|XP_035908572.1|ASTE
OG0005418	LOC110184957|XP_020809263.1|DSER	LOC118510642|XP_035908628.1|ASTE
OG0005419	LOC110183317|XP_020807221.1|DSER	LOC118510649|XP_035908657.1|ASTE
OG0005420	LOC110185846|XP_020810512.1|DSER	LOC118514276|XP_035916910.1|ASTE
OG0005421	LOC110184969|XP_020809276.1|DSER	LOC118509811|XP_035906855.1|ASTE
OG0005422	LOC110179563|XP_020802803.1|DSER	LOC118514674|XP_035917610.1|ASTE
OG0005423	LOC110176855|XP_020798987.1|DSER	LOC118511774|XP_035911156.1|ASTE
OG0005424	LOC110182969|XP_020806822.1|DSER	LOC118511781|XP_035911183.1|ASTE
OG0005425	LOC110184595|XP_020808844.1|DSER	LOC118511783|XP_035911193.1|ASTE
OG0005426	LOC110177062|XP_020799237.1|DSER	LOC118514525|XP_035917392.1|ASTE
OG0005427	LOC110181427|XP_020804828.1|DSER	LOC118514635|XP_035917539.1|ASTE
OG0005428	LOC110185630|XP_020810242.1|DSER	LOC118514633|XP_035917533.1|ASTE
OG0005429	LOC110185044|XP_020809355.1|DSER	LOC118514637|XP_035917544.1|ASTE
OG0005430	LOC110185041|XP_020809353.1|DSER	LOC118514638|XP_035917546.1|ASTE
OG0005431	LOC110185098|XP_020809447.1|DSER	LOC118509321|XP_035905677.1|ASTE
OG0005432	LOC110182823|XP_020806618.1|DSER	LOC118514569|XP_035917462.1|ASTE
OG0005433	LOC110177785|XP_020800315.1|DSER	LOC118508947|XP_035904754.1|ASTE
OG0005434	LOC110185109|XP_020809458.1|DSER	LOC118513587|XP_035915449.1|ASTE
OG0005435	LOC110182822|XP_020806617.1|DSER	LOC118513591|XP_035915465.1|ASTE
OG0005436	LOC110176025|XP_020797895.1|DSER	LOC118513590|XP_035915464.1|ASTE
OG0005437	LOC110191410|XP_020817927.1|DSER	LOC118514533|XP_035917407.1|ASTE
OG0005438	LOC110176823|XP_020798932.1|DSER	LOC118511690|XP_035910982.1|ASTE
OG0005439	LOC110185434|XP_020809920.1|DSER	LOC118514584|XP_035917480.1|ASTE
OG0005440	LOC110178213|XP_020800914.1|DSER	LOC118514505|XP_035917333.1|ASTE
OG0005441	LOC110177977|XP_020800630.1|DSER	LOC118513276|XP_035914734.1|ASTE
OG0005442	LOC110176865|XP_020798999.1|DSER	LOC118513287|XP_035914752.1|ASTE
OG0005443	LOC110183357|XP_020807277.1|DSER	LOC118513285|XP_035914746.1|ASTE
OG0005444	LOC110187596|XP_020812647.1|DSER	LOC118509226|XP_035905425.1|ASTE
OG0005445	LOC110183474|XP_020807411.1|DSER	LOC118513251|XP_035914705.1|ASTE
OG0005446	LOC110176810|XP_020798909.1|DSER	LOC118513261|XP_035914717.1|ASTE
OG0005447	LOC110182329|XP_020806020.1|DSER	LOC118512607|XP_035913171.1|ASTE
OG0005448	LOC110177797|XP_020800345.1|DSER	LOC118512603|XP_035913165.1|ASTE
OG0005449	LOC110184482|XP_020808692.1|DSER	LOC118513691|XP_035915704.1|ASTE
OG0005450	LOC110186244|XP_020810972.1|DSER	LOC118513695|XP_035915712.1|ASTE
OG0005451	LOC110187481|XP_020812527.1|DSER	LOC118513455|XP_035915109.1|ASTE
OG0005452	LOC110179221|XP_020802318.1|DSER	LOC118513216|XP_035914629.1|ASTE
OG0005453	LOC110186917|XP_020811898.1|DSER	LOC118508807|XP_035904426.1|ASTE
OG0005454	LOC110184818|XP_020809117.1|DSER	LOC118509829|XP_035906892.1|ASTE
OG0005455	LOC110176784|XP_020798883.1|DSER	LOC118510045|XP_035907326.1|ASTE
OG0005456	LOC110181431|XP_020804833.1|DSER	LOC118510852|XP_035909078.1|ASTE
OG0005457	LOC110181414|XP_020804811.1|DSER	LOC118510853|XP_035909079.1|ASTE
OG0005458	LOC110187341|XP_020812388.1|DSER	LOC118510847|XP_035909071.1|ASTE
OG0005459	LOC110182315|XP_020806002.1|DSER	LOC118510844|XP_035909064.1|ASTE
OG0005460	LOC110187408|XP_020812455.1|DSER	LOC118509826|XP_035906889.1|ASTE
OG0005461	LOC110183776|XP_020807792.1|DSER	LOC118513332|XP_035914839.1|ASTE
OG0005462	LOC110183777|XP_020807793.1|DSER	LOC118513348|XP_035914870.1|ASTE
OG0005463	LOC110176274|XP_020798250.1|DSER	LOC118513347|XP_035914869.1|ASTE
OG0005464	LOC110181455|XP_020804860.1|DSER	LOC118513314|XP_035914795.1|ASTE
OG0005465	LOC110181456|XP_020804862.1|DSER	LOC118513264|XP_035914721.1|ASTE
OG0005466	LOC110181413|XP_020804810.1|DSER	LOC118513262|XP_035914718.1|ASTE
OG0005467	LOC110177394|XP_020799757.1|DSER	LOC118513222|XP_035914641.1|ASTE
OG0005468	LOC110176861|XP_020798994.1|DSER	LOC118508958|XP_035904779.1|ASTE
OG0005469	LOC110183839|XP_020807849.1|DSER	LOC118508963|XP_035904799.1|ASTE
OG0005470	LOC110183838|XP_020807847.1|DSER	LOC118508962|XP_035904796.1|ASTE
OG0005471	LOC110184870|XP_020809176.1|DSER	LOC118514159|XP_035916692.1|ASTE
OG0005473	LOC110187406|XP_020812453.1|DSER	LOC118513335|XP_035914847.1|ASTE
OG0005474	LOC110187322|XP_020812369.1|DSER	LOC118509299|XP_035905640.1|ASTE
OG0005475	LOC110187297|XP_020812345.1|DSER	LOC118512591|XP_035913123.1|ASTE
OG0005476	LOC110182893|XP_020806702.1|DSER	LOC118509302|XP_035905644.1|ASTE
OG0005477	LOC110189886|XP_020815794.1|DSER	LOC118509290|XP_035905597.1|ASTE
OG0005478	LOC110185884|XP_020810555.1|DSER	LOC118509284|XP_035905555.1|ASTE
OG0005479	LOC110185883|XP_020810553.1|DSER	LOC118509171|XP_035905324.1|ASTE
OG0005480	LOC110185749|XP_020810406.1|DSER	LOC118509283|XP_035905554.1|ASTE
OG0005481	LOC110176966|XP_020799132.1|DSER	LOC118509175|XP_035905333.1|ASTE
OG0005482	LOC110177096|XP_020799291.1|DSER	LOC118509183|XP_035905342.1|ASTE
OG0005483	LOC110191712|XP_020818285.1|DSER	LOC118509184|XP_035905345.1|ASTE
OG0005484	LOC110182394|XP_020806093.1|DSER	LOC118517247|XP_035919113.1|ASTE, LOC118509200|XP_035905363.1|ASTE
OG0005485	LOC110176308|XP_020798288.1|DSER	LOC118509959|XP_035907220.1|ASTE
OG0005486	LOC110178271|XP_020800996.1|DSER	LOC118508809|XP_035904438.1|ASTE
OG0005487	LOC110183977|XP_020807991.1|DSER	LOC118513651|XP_035915629.1|ASTE
OG0005488	LOC110183960|XP_020807975.1|DSER	LOC118513654|XP_035915632.1|ASTE
OG0005489	LOC110185654|XP_020810272.1|DSER	LOC118509883|XP_035907016.1|ASTE
OG0005490	LOC110185688|XP_020810315.1|DSER	LOC118509880|XP_035907012.1|ASTE
OG0005491	LOC110181307|XP_020804687.1|DSER	LOC118510883|XP_035909145.1|ASTE
OG0005492	LOC110181294|XP_020804674.1|DSER	LOC118510881|XP_035909141.1|ASTE
OG0005493	LOC110181399|XP_020804792.1|DSER, LOC110178705|XP_020801565.1|DSER	LOC118510873|XP_035909128.1|ASTE
OG0005494	LOC110178441|XP_020801236.1|DSER, LOC110177824|XP_020800377.1|DSER	LOC118513788|XP_035915865.1|ASTE
OG0005495	LOC110184072|XP_020808110.1|DSER	LOC118513796|XP_035915875.1|ASTE
OG0005496	LOC110177173|XP_020799417.1|DSER	LOC118513817|XP_035915941.1|ASTE
OG0005497	LOC110185724|XP_020810366.1|DSER	LOC118513821|XP_035915949.1|ASTE
OG0005498	LOC110185725|XP_020810367.1|DSER	LOC118513830|XP_035915966.1|ASTE
OG0005499	LOC110186111|XP_020810817.1|DSER	LOC118513806|XP_035915902.1|ASTE
OG0005500	LOC110186114|XP_020810819.1|DSER	LOC118513829|XP_035915965.1|ASTE
OG0005501	LOC110183738|XP_020807745.1|DSER	LOC118513820|XP_035915948.1|ASTE
OG0005502	LOC110183740|XP_020807746.1|DSER	LOC118513822|XP_035915950.1|ASTE
OG0005503	LOC110183184|XP_020807033.1|DSER	LOC118513807|XP_035915903.1|ASTE
OG0005504	LOC110183204|XP_020807076.1|DSER	LOC118510065|XP_035907348.1|ASTE
OG0005506	LOC110184992|XP_020809302.1|DSER	LOC118514287|XP_035916923.1|ASTE
OG0005507	LOC110178168|XP_020800861.1|DSER	LOC118513473|XP_035915159.1|ASTE
OG0005508	LOC110183454|XP_020807393.1|DSER	LOC118509887|XP_035907022.1|ASTE
OG0005509	LOC110176973|XP_020799137.1|DSER	LOC118509886|XP_035907021.1|ASTE
OG0005510	LOC110185877|XP_020810548.1|DSER	LOC118508817|XP_035904451.1|ASTE
OG0005511	LOC110183078|XP_020806923.1|DSER	LOC118511697|XP_035910998.1|ASTE
OG0005512	LOC110188627|XP_020814059.1|DSER	LOC118511698|XP_035910999.1|ASTE
OG0005513	LOC110187118|XP_020812187.1|DSER	LOC118512483|XP_035912871.1|ASTE
OG0005514	LOC110187705|XP_020812799.1|DSER	LOC118512478|XP_035912861.1|ASTE
OG0005515	LOC110182492|XP_020806201.1|DSER	LOC118515243|XP_035917820.1|ASTE, LOC118509278|XP_035905547.1|ASTE
OG0005516	LOC110183335|XP_020807244.1|DSER	LOC118515242|XP_035917819.1|ASTE, LOC118509277|XP_035905546.1|ASTE
OG0005517	LOC110184979|XP_020809288.1|DSER	LOC118510103|XP_035907444.1|ASTE
OG0005518	LOC110176920|XP_020799072.1|DSER	LOC118513502|XP_035915239.1|ASTE, LOC118517150|XP_035918904.1|ASTE
OG0005519	LOC110177688|XP_020800170.1|DSER	LOC118513210|XP_035914616.1|ASTE
OG0005520	LOC110183455|XP_020807394.1|DSER	LOC118511806|XP_035911235.1|ASTE
OG0005521	LOC110183405|XP_020807339.1|DSER	LOC118510218|XP_035907675.1|ASTE
OG0005522	LOC110181262|XP_020804628.1|DSER	LOC118514037|XP_035916412.1|ASTE
OG0005523	LOC110187425|XP_020812474.1|DSER	LOC118514052|XP_035916438.1|ASTE
OG0005524	LOC110185715|XP_020810351.1|DSER	LOC118512610|XP_035913176.1|ASTE
OG0005525	LOC110183411|XP_020807346.1|DSER	LOC118512616|XP_035913188.1|ASTE
OG0005526	LOC110183301|XP_020807200.1|DSER	LOC118510833|XP_035909052.1|ASTE
OG0005527	LOC110184519|XP_020808745.1|DSER	LOC118510834|XP_035909053.1|ASTE
OG0005528	LOC110182667|XP_020806405.1|DSER	LOC118510815|XP_035909027.1|ASTE
OG0005529	LOC110182724|XP_020806484.1|DSER	LOC118510794|XP_035908992.1|ASTE
OG0005530	LOC110185751|XP_020810408.1|DSER	LOC118510777|XP_035908939.1|ASTE
OG0005531	LOC110189849|XP_020815718.1|DSER	LOC118510769|XP_035908922.1|ASTE
OG0005532	LOC110177095|XP_020799286.1|DSER	LOC118510765|XP_035908912.1|ASTE
OG0005533	LOC110182322|XP_020806012.1|DSER	LOC118510755|XP_035908893.1|ASTE
OG0005534	LOC110178756|XP_020801648.1|DSER	LOC118504853|XP_035895758.1|ASTE
OG0005535	LOC110182260|XP_020805936.1|DSER	LOC118514040|XP_035916417.1|ASTE
OG0005536	LOC110184898|XP_020809204.1|DSER	LOC118503114|XP_035891947.1|ASTE
OG0005537	LOC110182607|XP_020806328.1|DSER	LOC118514494|XP_035917318.1|ASTE, LOC118505156|XP_035896442.1|ASTE
OG0005538	LOC110178148|XP_020800835.1|DSER	LOC118514123|XP_035916601.1|ASTE
OG0005539	LOC110176984|XP_020799151.1|DSER	LOC118514088|XP_035916514.1|ASTE
OG0005540	LOC110178129|XP_020800811.1|DSER	LOC118514095|XP_035916525.1|ASTE
OG0005541	LOC110178118|XP_020800796.1|DSER	LOC118514078|XP_035916499.1|ASTE
OG0005542	LOC110183392|XP_020807318.1|DSER, LOC110187654|XP_020812732.1|DSER	LOC118514093|XP_035916519.1|ASTE
OG0005543	LOC110181345|XP_020804725.1|DSER	LOC118513686|XP_035915684.1|ASTE
OG0005544	LOC110185345|XP_020809782.1|DSER, LOC110178194|XP_020800887.1|DSER	LOC118513315|XP_035914796.1|ASTE
OG0005545	LOC110183167|XP_020807017.1|DSER	LOC118509994|XP_035907270.1|ASTE
OG0005546	LOC110187431|XP_020812480.1|DSER	LOC118514039|XP_035916416.1|ASTE
OG0005547	LOC110176897|XP_020799040.1|DSER	LOC118508913|XP_035904666.1|ASTE
OG0005548	LOC110176848|XP_020798968.1|DSER	LOC118514073|XP_035916492.1|ASTE
OG0005549	LOC110176957|XP_020799123.1|DSER	LOC118511694|XP_035910987.1|ASTE
OG0005550	LOC110187390|XP_020812438.1|DSER	LOC118514104|XP_035916567.1|ASTE
OG0005551	LOC110184055|XP_020808091.1|DSER	LOC118514111|XP_035916580.1|ASTE
