Orthogroup	DSER.longest_only	CPIP.longest_only
OG0004699	LOC110190377|XP_020816465.1|DSER	LOC120422152|XP_039441459.1|CPIP
OG0004700	LOC110187725|XP_020812831.1|DSER	LOC120416607|XP_039434342.1|CPIP
OG0004701	LOC110191042|XP_020817425.1|DSER	LOC120415975|XP_039433563.1|CPIP
OG0004702	LOC110191261|XP_020817711.1|DSER	LOC120429000|XP_039450074.1|CPIP
OG0004703	LOC110184652|XP_020808915.1|DSER	LOC120428668|XP_039449652.1|CPIP
OG0004704	LOC110188815|XP_020814355.1|DSER	LOC120428661|XP_039449642.1|CPIP, LOC120427073|XP_039447845.1|CPIP
OG0004705	LOC110188186|XP_020813421.1|DSER	LOC120427079|XP_039447855.1|CPIP
OG0004706	LOC110185157|XP_020809519.1|DSER	LOC120431454|XP_039452504.1|CPIP
OG0004707	LOC110185682|XP_020810309.1|DSER	LOC120424033|XP_039443990.1|CPIP
OG0004708	LOC110184520|XP_020808749.1|DSER	LOC120424034|XP_039443991.1|CPIP
OG0004709	LOC110191234|XP_020817672.1|DSER	LOC120426007|XP_039446608.1|CPIP
OG0004710	LOC110176468|XP_020798486.1|DSER	LOC120426006|XP_039446605.1|CPIP
OG0004711	LOC110191267|XP_020817722.1|DSER	LOC120422583|XP_039442005.1|CPIP
OG0004712	LOC110185617|XP_020810227.1|DSER	LOC120422565|XP_039441985.1|CPIP
OG0004713	LOC110188559|XP_020813979.1|DSER	LOC120431802|XP_039452858.1|CPIP
OG0004714	LOC110188138|XP_020813390.1|DSER	LOC120431729|XP_039452791.1|CPIP
OG0004715	LOC110186005|XP_020810698.1|DSER	LOC120430219|XP_039451231.1|CPIP
OG0004716	LOC110191066|XP_020817456.1|DSER	LOC120425736|XP_039446274.1|CPIP
OG0004717	LOC110182218|XP_020805903.1|DSER	LOC120418347|XP_039436632.1|CPIP
OG0004718	LOC110183789|XP_020807804.1|DSER	LOC120418330|XP_039436598.1|CPIP
OG0004719	LOC110186532|XP_020811390.1|DSER	LOC120427265|XP_039448060.1|CPIP
OG0004720	LOC110191056|XP_020817444.1|DSER	LOC120427677|XP_039448492.1|CPIP
OG0004721	LOC110188398|XP_020813781.1|DSER	LOC120418332|XP_039436601.1|CPIP
OG0004722	LOC110186643|XP_020811562.1|DSER	LOC120418323|XP_039436588.1|CPIP
OG0004723	LOC110184191|XP_020808276.1|DSER	LOC120428289|XP_039449218.1|CPIP
OG0004724	LOC110186949|XP_020811943.1|DSER	LOC120418368|XP_039436661.1|CPIP
OG0004725	LOC110191265|XP_020817719.1|DSER	LOC120418369|XP_039436664.1|CPIP
OG0004726	LOC110177361|XP_020799713.1|DSER	LOC120418386|XP_039436694.1|CPIP
OG0004727	LOC110184974|XP_020809286.1|DSER	LOC120426000|XP_039446593.1|CPIP
OG0004728	LOC110188713|XP_020814186.1|DSER	LOC120426246|XP_039446918.1|CPIP
OG0004729	LOC110183233|XP_020807107.1|DSER	LOC120431093|XP_039452185.1|CPIP
OG0004730	LOC110185775|XP_020810437.1|DSER	LOC120431092|XP_039452183.1|CPIP, LOC120430924|XP_039451979.1|CPIP
OG0004731	LOC110186664|XP_020811588.1|DSER	LOC120427158|XP_039447951.1|CPIP
OG0004732	LOC110187635|XP_020812702.1|DSER	LOC120427902|XP_039448776.1|CPIP
OG0004733	LOC110187634|XP_020812701.1|DSER	LOC120427892|XP_039448760.1|CPIP
OG0004734	LOC110190854|XP_020817162.1|DSER	LOC120427896|XP_039448765.1|CPIP
OG0004735	LOC110176401|XP_020798395.1|DSER	LOC120416050|XP_039433648.1|CPIP
OG0004736	LOC110186527|XP_020811388.1|DSER	LOC120414262|XP_039431306.1|CPIP
OG0004737	LOC110176504|XP_020798537.1|DSER	LOC120424265|XP_039444261.1|CPIP
OG0004738	LOC110176467|XP_020798485.1|DSER	LOC120424237|XP_039444234.1|CPIP
OG0004739	LOC110185579|XP_020810171.1|DSER	LOC120424264|XP_039444260.1|CPIP
OG0004740	LOC110187814|XP_020812951.1|DSER	LOC120428911|XP_039449987.1|CPIP
OG0004741	LOC110186948|XP_020811942.1|DSER	LOC120428910|XP_039449986.1|CPIP
OG0004742	LOC110185432|XP_020809914.1|DSER	LOC120425700|XP_039446222.1|CPIP
OG0004744	LOC110180307|XP_020803620.1|DSER, LOC110182714|XP_020806472.1|DSER	LOC120423421|XP_039443158.1|CPIP
OG0004745	LOC110188008|XP_020813190.1|DSER	LOC120428366|XP_039449302.1|CPIP
OG0004746	LOC110188301|XP_020813665.1|DSER	LOC120429644|XP_039450604.1|CPIP
OG0004747	LOC110188302|XP_020813666.1|DSER	LOC120432113|XP_039453182.1|CPIP
OG0004748	LOC110188177|XP_020813406.1|DSER	LOC120427858|XP_039448710.1|CPIP
OG0004749	LOC110177241|XP_020799537.1|DSER	LOC120414297|XP_039431366.1|CPIP
OG0004750	LOC110190970|XP_020817319.1|DSER	LOC120426701|XP_039447415.1|CPIP
OG0004751	LOC110191872|XP_020818513.1|DSER	LOC120426693|XP_039447404.1|CPIP
OG0004752	LOC110186827|XP_020811774.1|DSER	LOC120426689|XP_039447399.1|CPIP
OG0004753	LOC110187706|XP_020812800.1|DSER	LOC120426694|XP_039447405.1|CPIP
OG0004754	LOC110189021|XP_020814641.1|DSER	LOC120426686|XP_039447396.1|CPIP
OG0004755	LOC110188240|XP_020813561.1|DSER	LOC120426692|XP_039447402.1|CPIP
OG0004756	LOC110188236|XP_020813554.1|DSER	LOC120426691|XP_039447401.1|CPIP
OG0004757	LOC110187656|XP_020812731.1|DSER	LOC120430172|XP_039451186.1|CPIP
OG0004758	LOC110189345|XP_020815049.1|DSER	LOC120427254|XP_039448045.1|CPIP
OG0004759	LOC110190831|XP_020817149.1|DSER	LOC120427256|XP_039448049.1|CPIP
OG0004760	LOC110186928|XP_020811913.1|DSER	LOC120427250|XP_039448040.1|CPIP
OG0004761	LOC110188440|XP_020813829.1|DSER	LOC120428725|XP_039449733.1|CPIP
OG0004762	LOC110181458|XP_020804864.1|DSER	LOC120421015|XP_039440071.1|CPIP
OG0004763	LOC110188350|XP_020813717.1|DSER	LOC120421032|XP_039440103.1|CPIP
OG0004766	LOC110191161|XP_020817578.1|DSER	LOC120425415|XP_039445878.1|CPIP
OG0004767	LOC110189060|XP_020814692.1|DSER	LOC120421189|XP_039440327.1|CPIP
OG0004768	LOC110189051|XP_020814680.1|DSER	LOC120425737|XP_039446276.1|CPIP
OG0004769	LOC110187271|XP_020812317.1|DSER	LOC120423967|XP_039443893.1|CPIP
OG0004770	LOC110189797|XP_020815682.1|DSER	LOC120423968|XP_039443894.1|CPIP
OG0004771	LOC110176528|XP_020798564.1|DSER	LOC120423969|XP_039443895.1|CPIP
OG0004773	LOC110177201|XP_020799455.1|DSER	LOC120425157|XP_039445521.1|CPIP
OG0004774	LOC110177203|XP_020799457.1|DSER	LOC120426221|XP_039446874.1|CPIP
OG0004775	LOC110186999|XP_020812018.1|DSER	LOC120426214|XP_039446856.1|CPIP
OG0004776	LOC110189598|XP_020815390.1|DSER	LOC120426225|XP_039446893.1|CPIP
OG0004777	LOC110186430|XP_020811272.1|DSER	LOC120427414|XP_039448214.1|CPIP
OG0004779	LOC110186405|XP_020811235.1|DSER	LOC120427881|XP_039448748.1|CPIP
OG0004780	LOC110187218|XP_020812277.1|DSER	LOC120427882|XP_039448752.1|CPIP
OG0004781	LOC110186636|XP_020811554.1|DSER	LOC120421100|XP_039440178.1|CPIP
OG0004782	LOC110191380|XP_020817891.1|DSER	LOC120416981|XP_039434841.1|CPIP
OG0004783	LOC110180645|XP_020803998.1|DSER	LOC120416371|XP_039434041.1|CPIP
OG0004784	LOC110176633|XP_020798719.1|DSER	LOC120432089|XP_039453161.1|CPIP, LOC120428963|XP_039450036.1|CPIP
OG0004785	LOC110176623|XP_020798707.1|DSER	LOC120430146|XP_039451165.1|CPIP, LOC120430515|XP_039451549.1|CPIP
OG0004786	LOC110176625|XP_020798709.1|DSER	LOC120429549|XP_039450540.1|CPIP
OG0004787	LOC110176589|XP_020798663.1|DSER	LOC120428858|XP_039449915.1|CPIP
OG0004788	LOC110176597|XP_020798672.1|DSER	LOC120428851|XP_039449908.1|CPIP
OG0004789	LOC110176599|XP_020798676.1|DSER	LOC120428855|XP_039449914.1|CPIP
OG0004790	LOC110176455|XP_020798466.1|DSER	LOC120425991|XP_039446583.1|CPIP
OG0004791	LOC110191388|XP_020817903.1|DSER	LOC120425983|XP_039446571.1|CPIP
OG0004792	LOC110188597|XP_020814018.1|DSER	LOC120432022|XP_039453091.1|CPIP
OG0004793	LOC110176520|XP_020798556.1|DSER	LOC120431080|XP_039452166.1|CPIP
OG0004794	LOC110183935|XP_020807959.1|DSER	LOC120424782|XP_039444918.1|CPIP
OG0004795	LOC110186552|XP_020811418.1|DSER	LOC120430266|XP_039451285.1|CPIP
OG0004796	LOC110186591|XP_020811472.1|DSER	LOC120422563|XP_039441982.1|CPIP
OG0004797	LOC110190032|XP_020815997.1|DSER	LOC120422572|XP_039441991.1|CPIP
OG0004798	LOC110186743|XP_020811667.1|DSER	LOC120422547|XP_039441948.1|CPIP
OG0004799	LOC110184042|XP_020808079.1|DSER	LOC120429164|XP_039450305.1|CPIP
OG0004800	LOC110191227|XP_020817652.1|DSER	LOC120431672|XP_039452723.1|CPIP
OG0004801	LOC110186585|XP_020811463.1|DSER	LOC120424623|XP_039444722.1|CPIP, LOC120424681|XP_039444791.1|CPIP
OG0004802	LOC110177210|XP_020799487.1|DSER	LOC120432513|XP_039453665.1|CPIP
OG0004803	LOC110186669|XP_020811596.1|DSER	LOC120430175|XP_039451190.1|CPIP
OG0004804	LOC110188262|XP_020813670.1|DSER	LOC120430351|XP_039451384.1|CPIP
OG0004805	LOC110190665|XP_020816948.1|DSER	LOC120429669|XP_039450631.1|CPIP
OG0004806	LOC110182538|XP_020806245.1|DSER	LOC120421029|XP_039440098.1|CPIP
OG0004807	LOC110191101|XP_020817506.1|DSER	LOC120421778|XP_039440981.1|CPIP
OG0004808	LOC110188448|XP_020813835.1|DSER	LOC120427176|XP_039447970.1|CPIP
OG0004809	LOC110177157|XP_020799401.1|DSER	LOC120423824|XP_039443687.1|CPIP
OG0004810	LOC110177184|XP_020799437.1|DSER	LOC120423823|XP_039443685.1|CPIP
OG0004811	LOC110184663|XP_020808925.1|DSER	LOC120423814|XP_039443668.1|CPIP
OG0004812	LOC110188904|XP_020814533.1|DSER	LOC120423831|XP_039443708.1|CPIP
OG0004814	LOC110188323|XP_020813690.1|DSER	LOC120431858|XP_039452926.1|CPIP
OG0004815	LOC110181792|XP_020805331.1|DSER	LOC120417103|XP_039435014.1|CPIP
OG0004816	LOC110184389|XP_020808554.1|DSER	LOC120417091|XP_039435004.1|CPIP
OG0004817	LOC110184450|XP_020808648.1|DSER	LOC120417102|XP_039435013.1|CPIP
OG0004818	LOC110186427|XP_020811268.1|DSER	LOC120425061|XP_039445368.1|CPIP
OG0004819	LOC110191321|XP_020817803.1|DSER	LOC120425047|XP_039445352.1|CPIP
OG0004820	LOC110188591|XP_020814013.1|DSER	LOC120425046|XP_039445350.1|CPIP
OG0004821	LOC110176476|XP_020798496.1|DSER	LOC120425074|XP_039445400.1|CPIP
OG0004822	LOC110176412|XP_020798410.1|DSER	LOC120425077|XP_039445402.1|CPIP
OG0004823	LOC110191324|XP_020817810.1|DSER	LOC120425043|XP_039445347.1|CPIP
OG0004824	LOC110191325|XP_020817818.1|DSER	LOC120425068|XP_039445375.1|CPIP
OG0004825	LOC110185480|XP_020810013.1|DSER	LOC120422122|XP_039441426.1|CPIP
OG0004826	LOC110191033|XP_020817411.1|DSER	LOC120420777|XP_039439822.1|CPIP
OG0004827	LOC110187713|XP_020812809.1|DSER	LOC120420774|XP_039439817.1|CPIP
OG0004828	LOC110186417|XP_020811256.1|DSER	LOC120420787|XP_039439833.1|CPIP
OG0004829	LOC110191170|XP_020817589.1|DSER	LOC120414267|XP_039431321.1|CPIP
OG0004830	LOC110191406|XP_020817923.1|DSER	LOC120423345|XP_039443048.1|CPIP
OG0004831	LOC110184750|XP_020809039.1|DSER	LOC120418350|XP_039436637.1|CPIP
OG0004832	LOC110186489|XP_020811335.1|DSER	LOC120432052|XP_039453119.1|CPIP
OG0004833	LOC110177119|XP_020799324.1|DSER	LOC120423570|XP_039443362.1|CPIP
OG0004834	LOC110184772|XP_020809070.1|DSER	LOC120431739|XP_039452800.1|CPIP
OG0004835	LOC110184707|XP_020808986.1|DSER	LOC120432094|XP_039453167.1|CPIP
OG0004840	LOC110186170|XP_020810883.1|DSER	LOC120427402|XP_039448197.1|CPIP
OG0004841	LOC110185777|XP_020810438.1|DSER	LOC120425412|XP_039445876.1|CPIP, LOC120425676|XP_039446193.1|CPIP
OG0004842	LOC110186540|XP_020811403.1|DSER	LOC120425431|XP_039445894.1|CPIP
OG0004843	LOC110187834|XP_020812972.1|DSER	LOC120422579|XP_039442002.1|CPIP
OG0004844	LOC110182617|XP_020806341.1|DSER	LOC120425367|XP_039445809.1|CPIP
OG0004845	LOC110188379|XP_020813754.1|DSER	LOC120425365|XP_039445805.1|CPIP
OG0004846	LOC110176969|XP_020799135.1|DSER	LOC120425579|XP_039446086.1|CPIP
OG0004847	LOC110176968|XP_020799134.1|DSER	LOC120418366|XP_039436660.1|CPIP
OG0004848	LOC110191016|XP_020817392.1|DSER	LOC120430437|XP_039451482.1|CPIP
OG0004850	LOC110177183|XP_020799434.1|DSER	LOC120427728|XP_039448565.1|CPIP
OG0004851	LOC110177153|XP_020799394.1|DSER	LOC120427726|XP_039448564.1|CPIP
OG0004852	LOC110191797|XP_020818406.1|DSER	LOC120427724|XP_039448561.1|CPIP
OG0004853	LOC110179338|XP_020802501.1|DSER	LOC120430973|XP_039452039.1|CPIP
OG0004854	LOC110187503|XP_020812559.1|DSER	LOC120427609|XP_039448421.1|CPIP
OG0004855	LOC110181264|XP_020804630.1|DSER	LOC120427617|XP_039448431.1|CPIP
OG0004856	LOC110189121|XP_020814755.1|DSER	LOC120423014|XP_039442579.1|CPIP
OG0004857	LOC110188890|XP_020814468.1|DSER	LOC120425687|XP_039446204.1|CPIP
OG0004858	LOC110189090|XP_020814722.1|DSER	LOC120423000|XP_039442554.1|CPIP
OG0004859	LOC110189063|XP_020814691.1|DSER	LOC120423002|XP_039442558.1|CPIP
OG0004860	LOC110188854|XP_020814420.1|DSER	LOC120422997|XP_039442550.1|CPIP
OG0004861	LOC110190440|XP_020816585.1|DSER	LOC120422995|XP_039442539.1|CPIP
OG0004862	LOC110190563|XP_020816796.1|DSER	LOC120417814|XP_039435951.1|CPIP, LOC120424416|XP_039444461.1|CPIP
OG0004863	LOC110176141|XP_020798037.1|DSER	LOC120421759|XP_039440965.1|CPIP, LOC120421734|XP_039440929.1|CPIP
OG0004864	LOC110183562|XP_020807522.1|DSER	LOC120421750|XP_039440958.1|CPIP
OG0004865	LOC110177324|XP_020799656.1|DSER	LOC120421752|XP_039440959.1|CPIP
OG0004866	LOC110187494|XP_020812548.1|DSER	LOC120421740|XP_039440935.1|CPIP
OG0004867	LOC110178393|XP_020801189.1|DSER	LOC120416821|XP_039434642.1|CPIP
OG0004868	LOC110189540|XP_020815330.1|DSER	LOC120421749|XP_039440956.1|CPIP
OG0004869	LOC110189729|XP_020815580.1|DSER	LOC120425223|XP_039445588.1|CPIP, LOC120422861|XP_039442344.1|CPIP
OG0004870	LOC110189269|XP_020814943.1|DSER	LOC120422873|XP_039442354.1|CPIP
OG0004871	LOC110179352|XP_020802526.1|DSER	LOC120422839|XP_039442314.1|CPIP
OG0004872	LOC110184041|XP_020808075.1|DSER	LOC120417412|XP_039435388.1|CPIP
OG0004873	LOC110177042|XP_020799218.1|DSER	LOC120424174|XP_039444160.1|CPIP
OG0004874	LOC110176547|XP_020798597.1|DSER	LOC120424203|XP_039444196.1|CPIP
OG0004875	LOC110179460|XP_020802678.1|DSER	LOC120424167|XP_039444151.1|CPIP
OG0004876	LOC110179578|XP_020802828.1|DSER	LOC120424182|XP_039444171.1|CPIP
OG0004877	LOC110179016|XP_020802017.1|DSER	LOC120429772|XP_039450763.1|CPIP
OG0004878	LOC110191892|XP_020818540.1|DSER	LOC120417821|XP_039435968.1|CPIP
OG0004879	LOC110191611|XP_020818157.1|DSER	LOC120417831|XP_039435981.1|CPIP
OG0004880	LOC110190184|XP_020816191.1|DSER	LOC120417822|XP_039435970.1|CPIP
OG0004881	LOC110178783|XP_020801688.1|DSER	LOC120417810|XP_039435943.1|CPIP
OG0004882	LOC110186790|XP_020811730.1|DSER	LOC120417799|XP_039435931.1|CPIP
OG0004883	LOC110185317|XP_020809741.1|DSER	LOC120417828|XP_039435978.1|CPIP
OG0004884	LOC110176883|XP_020799020.1|DSER	LOC120424430|XP_039444484.1|CPIP
OG0004885	LOC110177645|XP_020800121.1|DSER	LOC120422844|XP_039442322.1|CPIP
OG0004886	LOC110178516|XP_020801326.1|DSER	LOC120422848|XP_039442327.1|CPIP
OG0004887	LOC110191592|XP_020818135.1|DSER	LOC120422887|XP_039442382.1|CPIP
OG0004888	LOC110184106|XP_020808155.1|DSER	LOC120422888|XP_039442383.1|CPIP
OG0004889	LOC110180690|XP_020804066.1|DSER	LOC120427439|XP_039448236.1|CPIP
OG0004890	LOC110182540|XP_020806274.1|DSER	LOC120427506|XP_039448300.1|CPIP
OG0004891	LOC110177616|XP_020800080.1|DSER, LOC110181537|XP_020804977.1|DSER	LOC120427064|XP_039447839.1|CPIP
OG0004892	LOC110189536|XP_020815325.1|DSER	LOC120419740|XP_039438476.1|CPIP, LOC120427540|XP_039448346.1|CPIP
OG0004893	LOC110180818|XP_020804158.1|DSER	LOC120419741|XP_039438477.1|CPIP
OG0004894	LOC110189383|XP_020815090.1|DSER	LOC120419758|XP_039438515.1|CPIP
OG0004895	LOC110181104|XP_020804434.1|DSER	LOC120419513|XP_039438147.1|CPIP
OG0004896	LOC110178457|XP_020801251.1|DSER	LOC120419502|XP_039438134.1|CPIP
OG0004897	LOC110178497|XP_020801303.1|DSER	LOC120419488|XP_039438109.1|CPIP
OG0004898	LOC110178008|XP_020800680.1|DSER	LOC120429766|XP_039450751.1|CPIP
OG0004899	LOC110191466|XP_020817978.1|DSER	LOC120417817|XP_039435956.1|CPIP
OG0004900	LOC110178002|XP_020800661.1|DSER	LOC120430254|XP_039451273.1|CPIP, LOC120419727|XP_039438456.1|CPIP
OG0004901	LOC110177987|XP_020800642.1|DSER	LOC120419760|XP_039438521.1|CPIP
OG0004902	LOC110177579|XP_020800017.1|DSER	LOC120419747|XP_039438485.1|CPIP
OG0004903	LOC110184403|XP_020808627.1|DSER	LOC120419501|XP_039438131.1|CPIP
OG0004904	LOC110191308|XP_020817780.1|DSER	LOC120426376|XP_039447069.1|CPIP, LOC120423499|XP_039443274.1|CPIP
OG0004905	LOC110191580|XP_020818122.1|DSER	LOC120423497|XP_039443271.1|CPIP
OG0004906	LOC110190799|XP_020817101.1|DSER	LOC120426768|XP_039447479.1|CPIP
OG0004907	LOC110187105|XP_020812174.1|DSER	LOC120417418|XP_039435395.1|CPIP
OG0004908	LOC110189997|XP_020815954.1|DSER	LOC120423174|XP_039442795.1|CPIP
OG0004909	LOC110189838|XP_020815697.1|DSER	LOC120416585|XP_039434255.1|CPIP
OG0004910	LOC110189961|XP_020815908.1|DSER	LOC120416538|XP_039434192.1|CPIP
OG0004911	LOC110186773|XP_020811705.1|DSER	LOC120416552|XP_039434217.1|CPIP
OG0004912	LOC110190804|XP_020817111.1|DSER	LOC120426924|XP_039447665.1|CPIP
OG0004913	LOC110182911|XP_020806731.1|DSER	LOC120422648|XP_039442087.1|CPIP
OG0004914	LOC110182905|XP_020806722.1|DSER	LOC120422631|XP_039442063.1|CPIP
OG0004915	LOC110178700|XP_020801563.1|DSER	LOC120422646|XP_039442083.1|CPIP
OG0004916	LOC110188351|XP_020813758.1|DSER	LOC120422641|XP_039442075.1|CPIP
OG0004917	LOC110190793|XP_020817092.1|DSER	LOC120422643|XP_039442079.1|CPIP
OG0004918	LOC110190791|XP_020817088.1|DSER	LOC120422640|XP_039442072.1|CPIP
OG0004919	LOC110186253|XP_020810993.1|DSER	LOC120422650|XP_039442089.1|CPIP, LOC120431519|XP_039452550.1|CPIP
OG0004920	LOC110189933|XP_020815876.1|DSER	LOC120431636|XP_039452679.1|CPIP
OG0004921	LOC110190347|XP_020816406.1|DSER	LOC120431634|XP_039452676.1|CPIP
OG0004922	LOC110190340|XP_020816398.1|DSER	LOC120418866|XP_039437334.1|CPIP
OG0004923	LOC110183580|XP_020807550.1|DSER	LOC120424806|XP_039444954.1|CPIP
OG0004924	LOC110184789|XP_020809087.1|DSER	LOC120427564|XP_039448372.1|CPIP
OG0004925	LOC110178615|XP_020801459.1|DSER	LOC120412891|XP_039429455.1|CPIP, LOC120431903|XP_039452968.1|CPIP
OG0004926	LOC110178777|XP_020801678.1|DSER	LOC120412884|XP_039429446.1|CPIP
OG0004927	LOC110190462|XP_020816622.1|DSER	LOC120412863|XP_039429418.1|CPIP
OG0004928	LOC110184115|XP_020808170.1|DSER	LOC120429044|XP_039450117.1|CPIP, LOC120422915|XP_039442419.1|CPIP
OG0004929	LOC110184494|XP_020808707.1|DSER	LOC120426037|XP_039446650.1|CPIP
OG0004930	LOC110178232|XP_020800941.1|DSER	LOC120427565|XP_039448373.1|CPIP
OG0004931	LOC110182865|XP_020806667.1|DSER	LOC120425596|XP_039446112.1|CPIP
OG0004932	LOC110178806|XP_020801720.1|DSER	LOC120425587|XP_039446099.1|CPIP
OG0004933	LOC110187091|XP_020812192.1|DSER	LOC120425591|XP_039446106.1|CPIP
OG0004934	LOC110191521|XP_020818048.1|DSER	LOC120425588|XP_039446101.1|CPIP
OG0004935	LOC110189712|XP_020815560.1|DSER	LOC120417422|XP_039435400.1|CPIP
OG0004936	LOC110190084|XP_020816048.1|DSER	LOC120426884|XP_039447623.1|CPIP
OG0004937	LOC110184711|XP_020808990.1|DSER	LOC120427105|XP_039447892.1|CPIP
OG0004938	LOC110189115|XP_020814748.1|DSER	LOC120417765|XP_039435860.1|CPIP, LOC120427032|XP_039447792.1|CPIP
OG0004939	LOC110190178|XP_020816185.1|DSER	LOC120427495|XP_039448288.1|CPIP
OG0004940	LOC110190152|XP_020816148.1|DSER	LOC120426842|XP_039447566.1|CPIP
OG0004941	LOC110190521|XP_020816714.1|DSER	LOC120428979|XP_039450047.1|CPIP
OG0004942	LOC110176204|XP_020798124.1|DSER	LOC120428978|XP_039450045.1|CPIP
OG0004943	LOC110190469|XP_020816637.1|DSER	LOC120428981|XP_039450054.1|CPIP
OG0004944	LOC110188817|XP_020814356.1|DSER	LOC120424382|XP_039444415.1|CPIP
OG0004945	LOC110189775|XP_020815658.1|DSER	LOC120432598|XP_039453771.1|CPIP
OG0004946	LOC110190203|XP_020816212.1|DSER	LOC120426825|XP_039447549.1|CPIP
OG0004947	LOC110177611|XP_020800069.1|DSER	LOC120426907|XP_039447650.1|CPIP
OG0004948	LOC110177633|XP_020800106.1|DSER	LOC120422890|XP_039442388.1|CPIP
OG0004949	LOC110177566|XP_020799997.1|DSER	LOC120422851|XP_039442331.1|CPIP
OG0004950	LOC110178790|XP_020801702.1|DSER	LOC120422855|XP_039442337.1|CPIP
OG0004951	LOC110188669|XP_020814125.1|DSER	LOC120422833|XP_039442304.1|CPIP
OG0004952	LOC110187300|XP_020812350.1|DSER	LOC120422881|XP_039442375.1|CPIP
OG0004953	LOC110190588|XP_020816840.1|DSER	LOC120422824|XP_039442293.1|CPIP
OG0004954	LOC110190547|XP_020816756.1|DSER	LOC120426107|XP_039446747.1|CPIP
OG0004955	LOC110178750|XP_020801641.1|DSER	LOC120426297|XP_039446983.1|CPIP
OG0004956	LOC110178010|XP_020800682.1|DSER	LOC120425879|XP_039446437.1|CPIP
OG0004957	LOC110182785|XP_020806570.1|DSER	LOC120425349|XP_039445784.1|CPIP
OG0004958	LOC110187255|XP_020812307.1|DSER	LOC120428812|XP_039449847.1|CPIP
OG0004959	LOC110187179|XP_020812240.1|DSER	LOC120428821|XP_039449862.1|CPIP
OG0004960	LOC110186890|XP_020811852.1|DSER	LOC120428816|XP_039449853.1|CPIP
OG0004961	LOC110189392|XP_020815100.1|DSER	LOC120428817|XP_039449857.1|CPIP
OG0004962	LOC110190171|XP_020816177.1|DSER	LOC120425973|XP_039446561.1|CPIP
OG0004963	LOC110185186|XP_020809562.1|DSER	LOC120425970|XP_039446557.1|CPIP
OG0004964	LOC110190501|XP_020816676.1|DSER	LOC120429650|XP_039450609.1|CPIP
OG0004965	LOC110190818|XP_020817129.1|DSER	LOC120415766|XP_039433307.1|CPIP
OG0004966	LOC110190817|XP_020817127.1|DSER	LOC120415744|XP_039433284.1|CPIP
OG0004967	LOC110189731|XP_020815584.1|DSER	LOC120415760|XP_039433301.1|CPIP
OG0004968	LOC110189953|XP_020815901.1|DSER	LOC120428571|XP_039449538.1|CPIP
OG0004969	LOC110178529|XP_020801344.1|DSER	LOC120428563|XP_039449525.1|CPIP
OG0004970	LOC110190121|XP_020816098.1|DSER	LOC120428564|XP_039449526.1|CPIP
OG0004971	LOC110190122|XP_020816099.1|DSER	LOC120428565|XP_039449529.1|CPIP
OG0004972	LOC110190585|XP_020816837.1|DSER	LOC120427235|XP_039448033.1|CPIP
OG0004973	LOC110178748|XP_020801639.1|DSER	LOC120424872|XP_039445064.1|CPIP
OG0004974	LOC110187466|XP_020812515.1|DSER	LOC120424881|XP_039445079.1|CPIP
OG0004975	LOC110183583|XP_020807555.1|DSER	LOC120424792|XP_039444934.1|CPIP
OG0004976	LOC110183665|XP_020807656.1|DSER	LOC120424794|XP_039444938.1|CPIP
OG0004977	LOC110176889|XP_020799033.1|DSER	LOC120418885|XP_039437352.1|CPIP
OG0004978	LOC110189706|XP_020815539.1|DSER	LOC120418867|XP_039437336.1|CPIP
OG0004979	LOC110190752|XP_020817033.1|DSER	LOC120430073|XP_039451100.1|CPIP
OG0004980	LOC110176220|XP_020798158.1|DSER	LOC120430112|XP_039451134.1|CPIP
OG0004981	LOC110185310|XP_020809723.1|DSER	LOC120426778|XP_039447488.1|CPIP
OG0004982	LOC110185289|XP_020809697.1|DSER	LOC120426620|XP_039447351.1|CPIP
OG0004983	LOC110190474|XP_020816643.1|DSER	LOC120427270|XP_039448061.1|CPIP
OG0004984	LOC110178739|XP_020801626.1|DSER	LOC120422850|XP_039442330.1|CPIP
OG0004985	LOC110190903|XP_020817222.1|DSER	LOC120430756|XP_039451801.1|CPIP, LOC120430313|XP_039451340.1|CPIP
OG0004986	LOC110178945|XP_020801903.1|DSER	LOC120416551|XP_039434215.1|CPIP
OG0004987	LOC110190291|XP_020816329.1|DSER	LOC120430753|XP_039451794.1|CPIP
OG0004988	LOC110190904|XP_020817224.1|DSER	LOC120430322|XP_039451355.1|CPIP, LOC120430752|XP_039451793.1|CPIP
OG0004989	LOC110190292|XP_020816335.1|DSER	LOC120416557|XP_039434223.1|CPIP
OG0004990	LOC110179241|XP_020802353.1|DSER	LOC120429257|XP_039450406.1|CPIP
OG0004991	LOC110177831|XP_020800434.1|DSER	LOC120420680|XP_039439711.1|CPIP
OG0004992	LOC110177832|XP_020800436.1|DSER	LOC120420662|XP_039439690.1|CPIP
OG0004994	LOC110186919|XP_020811904.1|DSER	LOC120428626|XP_039449609.1|CPIP
OG0004995	LOC110183723|XP_020807730.1|DSER	LOC120431470|XP_039452518.1|CPIP
OG0004996	LOC110190594|XP_020816846.1|DSER	LOC120431466|XP_039452514.1|CPIP
