Orthogroup	DSER.longest_only	DALB.longest_only
OG0005298	LOC110177870|XP_020800485.1|DSER	LOC117565411|XP_034100388.1|DALB
OG0005299	LOC110189025|XP_020814647.1|DSER	LOC117575128|XP_034115122.1|DALB
OG0005300	LOC110184333|XP_020808488.1|DSER	LOC117577769|XP_034118573.1|DALB
OG0005301	LOC110183193|XP_020807058.1|DSER	LOC117565824|XP_034101019.1|DALB
OG0005302	LOC110180267|XP_020803582.1|DSER	LOC117568254|XP_034104627.1|DALB
OG0005303	LOC110179886|XP_020803146.1|DSER, LOC110187495|XP_020812544.1|DSER	LOC117564719|XP_034099493.1|DALB
OG0005304	LOC110185042|XP_020809354.1|DSER	LOC117564249|XP_034098844.1|DALB
OG0005305	LOC110182862|XP_020806663.1|DSER	LOC117568068|XP_034104319.1|DALB
OG0005306	LOC110184868|XP_020809173.1|DSER	LOC117564450|XP_034099118.1|DALB
OG0005307	LOC110183175|XP_020807025.1|DSER	LOC117564212|XP_034098787.1|DALB
OG0005308	LOC110183387|XP_020807313.1|DSER	LOC117564108|XP_034098649.1|DALB
OG0005309	LOC110183758|XP_020807775.1|DSER	LOC117578378|XP_034119702.1|DALB
OG0005310	LOC110177041|XP_020799217.1|DSER	LOC117564442|XP_034099072.1|DALB
OG0005311	LOC110183915|XP_020807917.1|DSER	LOC117564005|XP_034098487.1|DALB
OG0005312	LOC110182596|XP_020806310.1|DSER	LOC117563321|XP_034097472.1|DALB
OG0005313	LOC110183295|XP_020807188.1|DSER	LOC117563310|XP_034097449.1|DALB
OG0005314	LOC110184961|XP_020809268.1|DSER	LOC117564602|XP_034099349.1|DALB
OG0005315	LOC110187493|XP_020812541.1|DSER	LOC117563475|XP_034097723.1|DALB
OG0005316	LOC110182899|XP_020806713.1|DSER	LOC117570570|XP_034108196.1|DALB
OG0005317	LOC110184863|XP_020809167.1|DSER	LOC117563951|XP_034098415.1|DALB
OG0005318	LOC110188772|XP_020814267.1|DSER	LOC117565660|XP_034100773.1|DALB
OG0005319	LOC110185648|XP_020810265.1|DSER	LOC117563948|XP_034098411.1|DALB
OG0005320	LOC110185815|XP_020810480.1|DSER	LOC117566060|XP_034101407.1|DALB
OG0005321	LOC110183417|XP_020807353.1|DSER	LOC117566143|XP_034101520.1|DALB
OG0005322	LOC110181293|XP_020804673.1|DSER	LOC117565887|XP_034101119.1|DALB
OG0005323	LOC110183795|XP_020807809.1|DSER	LOC117563667|XP_034097976.1|DALB
OG0005324	LOC110177878|XP_020800502.1|DSER	LOC117564248|XP_034098841.1|DALB
OG0005326	LOC110183448|XP_020807387.1|DSER	LOC117564251|XP_034098846.1|DALB
OG0005327	LOC110181421|XP_020804822.1|DSER	LOC117578403|XP_034119748.1|DALB
OG0005328	LOC110187696|XP_020812790.1|DSER	LOC117576028|XP_034116428.1|DALB
OG0005329	LOC110190798|XP_020817100.1|DSER	LOC117571933|XP_034110313.1|DALB
OG0005330	LOC110190797|XP_020817099.1|DSER	LOC117570718|XP_034108420.1|DALB
OG0005331	LOC110184861|XP_020809162.1|DSER	LOC117563652|XP_034097953.1|DALB
OG0005332	LOC110187317|XP_020812365.1|DSER	LOC117564036|XP_034098531.1|DALB
OG0005333	LOC110183027|XP_020806873.1|DSER	LOC117565493|XP_034100491.1|DALB
OG0005334	LOC110183358|XP_020807279.1|DSER	LOC117563464|XP_034097707.1|DALB
OG0005335	LOC110189634|XP_020815437.1|DSER	LOC117570276|XP_034107685.1|DALB
OG0005336	LOC110189397|XP_020815111.1|DSER	LOC117569084|XP_034105990.1|DALB
OG0005337	LOC110176628|XP_020798716.1|DSER	LOC117569846|XP_034107066.1|DALB
OG0005338	LOC110177644|XP_020800118.1|DSER	LOC117563546|XP_034097815.1|DALB
OG0005339	LOC110183285|XP_020807174.1|DSER	LOC117563426|XP_034097651.1|DALB
OG0005340	LOC110187346|XP_020812392.1|DSER	LOC117563293|XP_034097427.1|DALB
OG0005341	LOC110178906|XP_020801845.1|DSER	LOC117572778|XP_034111764.1|DALB
OG0005342	LOC110183978|XP_020807993.1|DSER	LOC117564778|XP_034099567.1|DALB
OG0005343	LOC110180024|XP_020803284.1|DSER	LOC117569857|XP_034107081.1|DALB
OG0005344	LOC110177863|XP_020800467.1|DSER, LOC110179400|XP_020802583.1|DSER	LOC117569283|XP_034106280.1|DALB
OG0005345	LOC110180585|XP_020803936.1|DSER	LOC117563367|XP_034097557.1|DALB
OG0005346	LOC110185937|XP_020810610.1|DSER	LOC117563262|XP_034097376.1|DALB
OG0005347	LOC110187511|XP_020812564.1|DSER	LOC117564101|XP_034098638.1|DALB
OG0005348	LOC110183393|XP_020807319.1|DSER	LOC117563309|XP_034097448.1|DALB
OG0005349	LOC110183322|XP_020807227.1|DSER	LOC117565541|XP_034100576.1|DALB
OG0005350	LOC110183168|XP_020807019.1|DSER	LOC117565462|XP_034100457.1|DALB
OG0005351	LOC110189096|XP_020814730.1|DSER	LOC117569298|XP_034106297.1|DALB
OG0005352	LOC110183274|XP_020807160.1|DSER	LOC117564205|XP_034098776.1|DALB
OG0005353	LOC110176359|XP_020798346.1|DSER	LOC117572208|XP_034110768.1|DALB
OG0005354	LOC110185567|XP_020810150.1|DSER	LOC117563804|XP_034098228.1|DALB
OG0005355	LOC110178175|XP_020800868.1|DSER	LOC117564117|XP_034098665.1|DALB
OG0005356	LOC110178095|XP_020800761.1|DSER	LOC117564125|XP_034098674.1|DALB
OG0005357	LOC110176851|XP_020798980.1|DSER	LOC117565198|XP_034100093.1|DALB
OG0005358	LOC110185555|XP_020810131.1|DSER	LOC117563799|XP_034098222.1|DALB, LOC117565702|XP_034100834.1|DALB
OG0005359	LOC110177392|XP_020799756.1|DSER	LOC117572639|XP_034111500.1|DALB
OG0005360	LOC110185241|XP_020809636.1|DSER	LOC117569274|XP_034106267.1|DALB
OG0005363	LOC110182702|XP_020806457.1|DSER	LOC117565177|XP_034100066.1|DALB
OG0005364	LOC110179219|XP_020802313.1|DSER	LOC117569909|XP_034107139.1|DALB
OG0005365	LOC110185002|XP_020809314.1|DSER	LOC117564204|XP_034098772.1|DALB
OG0005366	LOC110184942|XP_020809248.1|DSER	LOC117564886|XP_034099725.1|DALB
OG0005367	LOC110184977|XP_020809285.1|DSER	LOC117563991|XP_034098471.1|DALB
OG0005368	LOC110190991|XP_020817362.1|DSER	LOC117576316|XP_034116862.1|DALB
OG0005369	LOC110181152|XP_020804485.1|DSER	LOC117564894|XP_034099733.1|DALB
OG0005370	LOC110183158|XP_020807009.1|DSER	LOC117564082|XP_034098601.1|DALB
OG0005371	LOC110183160|XP_020807010.1|DSER	LOC117563482|XP_034097734.1|DALB
OG0005372	LOC110188188|XP_020813423.1|DSER	LOC117574392|XP_034114121.1|DALB
OG0005373	LOC110191701|XP_020818276.1|DSER	LOC117565704|XP_034100836.1|DALB
OG0005374	LOC110184897|XP_020809203.1|DSER	LOC117563344|XP_034097513.1|DALB
OG0005375	LOC110184896|XP_020809202.1|DSER	LOC117564953|XP_034099799.1|DALB
OG0005376	LOC110186061|XP_020810757.1|DSER	LOC117566230|XP_034101666.1|DALB
OG0005377	LOC110177556|XP_020799986.1|DSER	LOC117572499|XP_034111241.1|DALB
OG0005378	LOC110185695|XP_020810321.1|DSER	LOC117564913|XP_034099758.1|DALB
OG0005379	LOC110182257|XP_020805934.1|DSER	LOC117564732|XP_034099510.1|DALB
OG0005380	LOC110186042|XP_020810740.1|DSER	LOC117563580|XP_034097857.1|DALB
OG0005381	LOC110187464|XP_020812511.1|DSER	LOC117565491|XP_034100487.1|DALB
OG0005382	LOC110187264|XP_020812311.1|DSER	LOC117565911|XP_034101155.1|DALB
OG0005383	LOC110185190|XP_020809571.1|DSER	LOC117569629|XP_034106758.1|DALB
OG0005384	LOC110190969|XP_020817318.1|DSER	LOC117575889|XP_034116221.1|DALB
OG0005385	LOC110182917|XP_020806738.1|DSER	LOC117568748|XP_034105467.1|DALB
OG0005386	LOC110178208|XP_020800909.1|DSER	LOC117571152|XP_034109050.1|DALB
OG0005387	LOC110187652|XP_020812720.1|DSER	LOC117574123|XP_034113667.1|DALB
OG0005388	LOC110187415|XP_020812463.1|DSER	LOC117565634|XP_034100735.1|DALB
OG0005389	LOC110183987|XP_020808003.1|DSER	LOC117565936|XP_034101212.1|DALB
OG0005390	LOC110182306|XP_020805981.1|DSER	LOC117563272|XP_034097391.1|DALB
OG0005391	LOC110182308|XP_020805983.1|DSER	LOC117563276|XP_034097396.1|DALB
OG0005392	LOC110179797|XP_020803066.1|DSER	LOC117566031|XP_034101366.1|DALB
OG0005393	LOC110188106|XP_020813337.1|DSER	LOC117576641|XP_034117461.1|DALB
OG0005394	LOC110179774|XP_020803051.1|DSER, LOC110184831|XP_020809135.1|DSER	LOC117563904|XP_034098358.1|DALB
OG0005395	LOC110178113|XP_020800785.1|DSER	LOC117564571|XP_034099297.1|DALB
OG0005396	LOC110176955|XP_020799118.1|DSER	LOC117563592|XP_034097869.1|DALB
OG0005397	LOC110176933|XP_020799089.1|DSER	LOC117565362|XP_034100316.1|DALB
OG0005398	LOC110177180|XP_020799430.1|DSER	LOC117576051|XP_034116473.1|DALB
OG0005399	LOC110180251|XP_020803570.1|DSER	LOC117570185|XP_034107557.1|DALB
OG0005400	LOC110188998|XP_020814608.1|DSER	LOC117566644|XP_034102077.1|DALB
OG0005401	LOC110176954|XP_020799116.1|DSER	LOC117565363|XP_034100317.1|DALB
OG0005402	LOC110176956|XP_020799121.1|DSER	LOC117566040|XP_034101381.1|DALB
OG0005403	LOC110176871|XP_020799005.1|DSER	LOC117566038|XP_034101378.1|DALB
OG0005404	LOC110176872|XP_020799006.1|DSER	LOC117566039|XP_034101379.1|DALB
OG0005405	LOC110178346|XP_020801127.1|DSER	LOC117566689|XP_034102127.1|DALB
OG0005406	LOC110191590|XP_020818134.1|DSER	LOC117570460|XP_034108013.1|DALB
OG0005407	LOC110176053|XP_020797929.1|DSER	LOC117567229|XP_034102950.1|DALB
OG0005408	LOC110182353|XP_020806052.1|DSER	LOC117566136|XP_034101509.1|DALB
OG0005409	LOC110177003|XP_020799172.1|DSER	LOC117565093|XP_034099942.1|DALB
OG0005410	LOC110182390|XP_020806088.1|DSER	LOC117563931|XP_034098394.1|DALB
OG0005412	LOC110178360|XP_020801151.1|DSER	LOC117569709|XP_034106865.1|DALB
OG0005413	LOC110189734|XP_020815587.1|DSER	LOC117570532|XP_034108129.1|DALB
OG0005414	LOC110180446|XP_020803773.1|DSER	LOC117572433|XP_034111156.1|DALB
OG0005415	LOC110179674|XP_020802944.1|DSER	LOC117578206|XP_034119434.1|DALB
OG0005416	LOC110191567|XP_020818107.1|DSER	LOC117570938|XP_034108758.1|DALB
OG0005417	LOC110187216|XP_020812275.1|DSER	LOC117565319|XP_034100250.1|DALB
OG0005418	LOC110184957|XP_020809263.1|DSER	LOC117564034|XP_034098529.1|DALB
OG0005420	LOC110185846|XP_020810512.1|DSER	LOC117565395|XP_034100368.1|DALB
OG0005421	LOC110184969|XP_020809276.1|DSER	LOC117564952|XP_034099798.1|DALB
OG0005422	LOC110179563|XP_020802803.1|DSER	LOC117573042|XP_034111826.1|DALB
OG0005423	LOC110176855|XP_020798987.1|DSER	LOC117565922|XP_034101185.1|DALB
OG0005424	LOC110182969|XP_020806822.1|DSER	LOC117567170|XP_034102876.1|DALB
OG0005425	LOC110184595|XP_020808844.1|DSER	LOC117576046|XP_034116467.1|DALB
OG0005426	LOC110177062|XP_020799237.1|DSER	LOC117572329|XP_034110956.1|DALB
OG0005428	LOC110185630|XP_020810242.1|DSER	LOC117564234|XP_034098816.1|DALB
OG0005429	LOC110185044|XP_020809355.1|DSER	LOC117563375|XP_034097570.1|DALB
OG0005430	LOC110185041|XP_020809353.1|DSER	LOC117563374|XP_034097568.1|DALB
OG0005431	LOC110185098|XP_020809447.1|DSER	LOC117565202|XP_034100098.1|DALB
OG0005432	LOC110182823|XP_020806618.1|DSER	LOC117565707|XP_034100843.1|DALB
OG0005433	LOC110177785|XP_020800315.1|DSER	LOC117567415|XP_034103282.1|DALB
OG0005434	LOC110185109|XP_020809458.1|DSER	LOC117564633|XP_034099383.1|DALB
OG0005435	LOC110182822|XP_020806617.1|DSER	LOC117565711|XP_034100847.1|DALB
OG0005436	LOC110176025|XP_020797895.1|DSER	LOC117565710|XP_034100846.1|DALB
OG0005437	LOC110191410|XP_020817927.1|DSER	LOC117575139|XP_034115136.1|DALB
OG0005438	LOC110176823|XP_020798932.1|DSER	LOC117565816|XP_034101007.1|DALB
OG0005439	LOC110185434|XP_020809920.1|DSER	LOC117575181|XP_034115181.1|DALB
OG0005440	LOC110178213|XP_020800914.1|DSER	LOC117566231|XP_034101668.1|DALB
OG0005441	LOC110177977|XP_020800630.1|DSER	LOC117565992|XP_034101301.1|DALB
OG0005442	LOC110176865|XP_020798999.1|DSER	LOC117564221|XP_034098799.1|DALB
OG0005443	LOC110183357|XP_020807277.1|DSER	LOC117566252|XP_034101696.1|DALB
OG0005444	LOC110187596|XP_020812647.1|DSER	LOC117563566|XP_034097839.1|DALB
OG0005446	LOC110176810|XP_020798909.1|DSER	LOC117563243|XP_034097345.1|DALB
OG0005447	LOC110182329|XP_020806020.1|DSER	LOC117564822|XP_034099635.1|DALB
OG0005448	LOC110177797|XP_020800345.1|DSER	LOC117567694|XP_034103710.1|DALB
OG0005449	LOC110184482|XP_020808692.1|DSER	LOC117572852|XP_034111812.1|DALB, LOC117564999|XP_034099834.1|DALB, LOC117564998|XP_034099833.1|DALB
OG0005450	LOC110186244|XP_020810972.1|DSER	LOC117573642|XP_034112848.1|DALB
OG0005451	LOC110187481|XP_020812527.1|DSER	LOC117563512|XP_034097779.1|DALB
OG0005452	LOC110179221|XP_020802318.1|DSER	LOC117568622|XP_034105299.1|DALB
OG0005453	LOC110186917|XP_020811898.1|DSER	LOC117574499|XP_034114234.1|DALB
OG0005454	LOC110184818|XP_020809117.1|DSER	LOC117563610|XP_034097901.1|DALB
OG0005455	LOC110176784|XP_020798883.1|DSER	LOC117571477|XP_034109530.1|DALB
OG0005456	LOC110181431|XP_020804833.1|DSER	LOC117565684|XP_034100809.1|DALB
OG0005457	LOC110181414|XP_020804811.1|DSER	LOC117565076|XP_034099915.1|DALB
OG0005459	LOC110182315|XP_020806002.1|DSER	LOC117564823|XP_034099636.1|DALB
OG0005460	LOC110187408|XP_020812455.1|DSER	LOC117565629|XP_034100730.1|DALB
OG0005461	LOC110183776|XP_020807792.1|DSER	LOC117565467|XP_034100464.1|DALB
OG0005462	LOC110183777|XP_020807793.1|DSER	LOC117565469|XP_034100466.1|DALB
OG0005463	LOC110176274|XP_020798250.1|DSER	LOC117567479|XP_034103401.1|DALB
OG0005464	LOC110181455|XP_020804860.1|DSER	LOC117565463|XP_034100458.1|DALB
OG0005465	LOC110181456|XP_020804862.1|DSER	LOC117566034|XP_034101372.1|DALB
OG0005466	LOC110181413|XP_020804810.1|DSER	LOC117571798|XP_034110054.1|DALB
OG0005467	LOC110177394|XP_020799757.1|DSER	LOC117574823|XP_034114685.1|DALB
OG0005468	LOC110176861|XP_020798994.1|DSER	LOC117566115|XP_034101477.1|DALB
OG0005469	LOC110183839|XP_020807849.1|DSER	LOC117564057|XP_034098569.1|DALB
OG0005470	LOC110183838|XP_020807847.1|DSER	LOC117564053|XP_034098564.1|DALB
OG0005471	LOC110184870|XP_020809176.1|DSER	LOC117564306|XP_034098894.1|DALB
OG0005472	LOC110184937|XP_020809241.1|DSER	LOC117564660|XP_034099409.1|DALB
OG0005473	LOC110187406|XP_020812453.1|DSER	LOC117563739|XP_034098109.1|DALB
OG0005474	LOC110187322|XP_020812369.1|DSER	LOC117563807|XP_034098231.1|DALB
OG0005475	LOC110187297|XP_020812345.1|DSER	LOC117563400|XP_034097625.1|DALB
OG0005476	LOC110182893|XP_020806702.1|DSER	LOC117572527|XP_034111278.1|DALB
OG0005477	LOC110189886|XP_020815794.1|DSER	LOC117572566|XP_034111337.1|DALB
OG0005478	LOC110185884|XP_020810555.1|DSER	LOC117563646|XP_034097946.1|DALB
OG0005479	LOC110185883|XP_020810553.1|DSER	LOC117563645|XP_034097945.1|DALB
OG0005480	LOC110185749|XP_020810406.1|DSER	LOC117564463|XP_034099141.1|DALB
OG0005481	LOC110176966|XP_020799132.1|DSER	LOC117563552|XP_034097823.1|DALB
OG0005482	LOC110177096|XP_020799291.1|DSER	LOC117563334|XP_034097493.1|DALB
OG0005483	LOC110191712|XP_020818285.1|DSER	LOC117573421|XP_034112518.1|DALB
OG0005484	LOC110182394|XP_020806093.1|DSER	LOC117564562|XP_034099286.1|DALB
OG0005485	LOC110176308|XP_020798288.1|DSER	LOC117569328|XP_034106346.1|DALB
OG0005486	LOC110178271|XP_020800996.1|DSER	LOC117570324|XP_034107756.1|DALB
OG0005487	LOC110183977|XP_020807991.1|DSER	LOC117565558|XP_034100617.1|DALB
OG0005488	LOC110183960|XP_020807975.1|DSER	LOC117565034|XP_034099874.1|DALB
OG0005489	LOC110185654|XP_020810272.1|DSER	LOC117563223|XP_034097308.1|DALB
OG0005490	LOC110185688|XP_020810315.1|DSER	LOC117563222|XP_034097307.1|DALB
OG0005491	LOC110181307|XP_020804687.1|DSER	LOC117565759|XP_034100904.1|DALB
OG0005492	LOC110181294|XP_020804674.1|DSER	LOC117565888|XP_034101120.1|DALB
OG0005493	LOC110181399|XP_020804792.1|DSER, LOC110178705|XP_020801565.1|DSER	LOC117564226|XP_034098806.1|DALB
OG0005494	LOC110178441|XP_020801236.1|DSER, LOC110177824|XP_020800377.1|DSER	LOC117572581|XP_034111356.1|DALB
OG0005495	LOC110184072|XP_020808110.1|DSER	LOC117570452|XP_034108003.1|DALB
OG0005497	LOC110185724|XP_020810366.1|DSER	LOC117564454|XP_034099126.1|DALB
OG0005498	LOC110185725|XP_020810367.1|DSER	LOC117564457|XP_034099132.1|DALB
OG0005499	LOC110186111|XP_020810817.1|DSER	LOC117563717|XP_034098065.1|DALB
OG0005500	LOC110186114|XP_020810819.1|DSER	LOC117563718|XP_034098066.1|DALB
OG0005501	LOC110183738|XP_020807745.1|DSER	LOC117578376|XP_034119699.1|DALB
OG0005502	LOC110183740|XP_020807746.1|DSER	LOC117578377|XP_034119700.1|DALB
OG0005504	LOC110183204|XP_020807076.1|DSER	LOC117563929|XP_034098392.1|DALB
OG0005506	LOC110184992|XP_020809302.1|DSER	LOC117564032|XP_034098525.1|DALB
OG0005507	LOC110178168|XP_020800861.1|DSER	LOC117563337|XP_034097499.1|DALB
OG0005508	LOC110183454|XP_020807393.1|DSER	LOC117564069|XP_034098586.1|DALB
OG0005509	LOC110176973|XP_020799137.1|DSER	LOC117564175|XP_034098734.1|DALB
OG0005510	LOC110185877|XP_020810548.1|DSER	LOC117563409|XP_034097632.1|DALB, LOC117563411|XP_034097635.1|DALB
OG0005511	LOC110183078|XP_020806923.1|DSER	LOC117578010|XP_034119000.1|DALB
OG0005512	LOC110188627|XP_020814059.1|DSER	LOC117575483|XP_034115607.1|DALB
OG0005513	LOC110187118|XP_020812187.1|DSER	LOC117564066|XP_034098582.1|DALB
OG0005514	LOC110187705|XP_020812799.1|DSER	LOC117575330|XP_034115378.1|DALB
OG0005515	LOC110182492|XP_020806201.1|DSER	LOC117568202|XP_034104561.1|DALB
OG0005516	LOC110183335|XP_020807244.1|DSER	LOC117564872|XP_034099710.1|DALB
OG0005517	LOC110184979|XP_020809288.1|DSER	LOC117564042|XP_034098537.1|DALB
OG0005518	LOC110176920|XP_020799072.1|DSER	LOC117564091|XP_034098619.1|DALB
OG0005519	LOC110177688|XP_020800170.1|DSER	LOC117568527|XP_034105121.1|DALB
OG0005520	LOC110183455|XP_020807394.1|DSER	LOC117564687|XP_034099453.1|DALB, LOC117563878|XP_034098328.1|DALB
OG0005521	LOC110183405|XP_020807339.1|DSER	LOC117564458|XP_034099133.1|DALB
OG0005522	LOC110181262|XP_020804628.1|DSER	LOC117566687|XP_034102124.1|DALB
OG0005523	LOC110187425|XP_020812474.1|DSER	LOC117563543|XP_034097813.1|DALB
OG0005524	LOC110185715|XP_020810351.1|DSER	LOC117566070|XP_034101421.1|DALB
OG0005525	LOC110183411|XP_020807346.1|DSER	LOC117565829|XP_034101027.1|DALB
OG0005526	LOC110183301|XP_020807200.1|DSER	LOC117563461|XP_034097704.1|DALB
OG0005527	LOC110184519|XP_020808745.1|DSER	LOC117573092|XP_034111887.1|DALB
OG0005528	LOC110182667|XP_020806405.1|DSER	LOC117564837|XP_034099652.1|DALB
OG0005529	LOC110182724|XP_020806484.1|DSER	LOC117564543|XP_034099257.1|DALB
OG0005530	LOC110185751|XP_020810408.1|DSER	LOC117565096|XP_034099944.1|DALB
OG0005531	LOC110189849|XP_020815718.1|DSER	LOC117567026|XP_034102618.1|DALB
OG0005532	LOC110177095|XP_020799286.1|DSER	LOC117563680|XP_034097998.1|DALB
OG0005533	LOC110182322|XP_020806012.1|DSER	LOC117564379|XP_034098990.1|DALB
OG0005534	LOC110178756|XP_020801648.1|DSER	LOC117566854|XP_034102338.1|DALB
OG0005535	LOC110182260|XP_020805936.1|DSER	LOC117565789|XP_034100957.1|DALB
OG0005536	LOC110184898|XP_020809204.1|DSER	LOC117566237|XP_034101676.1|DALB
OG0005537	LOC110182607|XP_020806328.1|DSER	LOC117564938|XP_034099782.1|DALB
OG0005538	LOC110178148|XP_020800835.1|DSER	LOC117565998|XP_034101307.1|DALB
OG0005539	LOC110176984|XP_020799151.1|DSER	LOC117563246|XP_034097349.1|DALB
OG0005540	LOC110178129|XP_020800811.1|DSER	LOC117565841|XP_034101046.1|DALB
OG0005541	LOC110178118|XP_020800796.1|DSER	LOC117564752|XP_034099533.1|DALB
OG0005542	LOC110183392|XP_020807318.1|DSER, LOC110187654|XP_020812732.1|DSER	LOC117570050|XP_034107368.1|DALB
OG0005543	LOC110181345|XP_020804725.1|DSER	LOC117563656|XP_034097959.1|DALB
OG0005544	LOC110185345|XP_020809782.1|DSER, LOC110178194|XP_020800887.1|DSER	LOC117566112|XP_034101472.1|DALB
OG0005545	LOC110183167|XP_020807017.1|DSER	LOC117563731|XP_034098101.1|DALB
OG0005546	LOC110187431|XP_020812480.1|DSER	LOC117563776|XP_034098174.1|DALB
OG0005547	LOC110176897|XP_020799040.1|DSER	LOC117564441|XP_034099070.1|DALB
OG0005548	LOC110176848|XP_020798968.1|DSER	LOC117566035|XP_034101375.1|DALB
OG0005549	LOC110176957|XP_020799123.1|DSER	LOC117566041|XP_034101382.1|DALB
OG0005550	LOC110187390|XP_020812438.1|DSER	LOC117563920|XP_034098376.1|DALB
OG0005551	LOC110184055|XP_020808091.1|DSER	LOC117570630|XP_034108289.1|DALB
OG0005552	LOC110184085|XP_020808130.1|DSER	LOC117570625|XP_034108282.1|DALB
OG0005553	LOC110183201|XP_020807072.1|DSER	LOC117563928|XP_034098390.1|DALB
OG0005554	LOC110176802|XP_020798897.1|DSER	LOC117565500|XP_034100510.1|DALB
OG0005555	LOC110176992|XP_020799161.1|DSER	LOC117565509|XP_034100533.1|DALB
OG0005556	LOC110176990|XP_020799160.1|DSER	LOC117565503|XP_034100526.1|DALB
OG0005557	LOC110184894|XP_020809200.1|DSER	LOC117565850|XP_034101059.1|DALB
OG0005558	LOC110179383|XP_020802557.1|DSER	LOC117565497|XP_034100495.1|DALB
OG0005559	LOC110187291|XP_020812339.1|DSER	LOC117564033|XP_034098527.1|DALB
OG0005560	LOC110187348|XP_020812395.1|DSER	LOC117565847|XP_034101052.1|DALB
OG0005561	LOC110181499|XP_020804926.1|DSER	LOC117564959|XP_034099831.1|DALB
OG0005562	LOC110179182|XP_020802244.1|DSER	LOC117563524|XP_034097792.1|DALB
OG0005563	LOC110185445|XP_020809932.1|DSER	LOC117573224|XP_034112148.1|DALB
OG0005564	LOC110183399|XP_020807328.1|DSER	LOC117565815|XP_034101006.1|DALB
OG0005565	LOC110184834|XP_020809137.1|DSER, LOC110179805|XP_020803072.1|DSER	LOC117566029|XP_034101364.1|DALB
OG0005566	LOC110179806|XP_020803073.1|DSER	LOC117566030|XP_034101365.1|DALB
OG0005567	LOC110189699|XP_020815537.1|DSER	LOC117575664|XP_034115841.1|DALB
OG0005568	LOC110182330|XP_020806021.1|DSER	LOC117564074|XP_034098591.1|DALB
OG0005569	LOC110182250|XP_020805928.1|DSER	LOC117564960|XP_034099806.1|DALB
OG0005570	LOC110185655|XP_020810273.1|DSER	LOC117563224|XP_034097311.1|DALB
OG0005571	LOC110177964|XP_020800614.1|DSER	LOC117567710|XP_034103758.1|DALB
OG0005572	LOC110180043|XP_020803314.1|DSER	LOC117569793|XP_034106991.1|DALB
OG0005573	LOC110186400|XP_020811223.1|DSER	LOC117576794|XP_034117744.1|DALB
OG0005574	LOC110191534|XP_020818065.1|DSER	LOC117570284|XP_034107695.1|DALB
OG0005575	LOC110186221|XP_020810942.1|DSER	LOC117574671|XP_034114467.1|DALB
OG0005576	LOC110189452|XP_020815183.1|DSER	LOC117571787|XP_034110037.1|DALB
OG0005577	LOC110176143|XP_020798038.1|DSER	LOC117569943|XP_034107195.1|DALB
OG0005578	LOC110178564|XP_020801395.1|DSER	LOC117568517|XP_034105109.1|DALB
OG0005579	LOC110178563|XP_020801394.1|DSER	LOC117568518|XP_034105111.1|DALB
OG0005580	LOC110190711|XP_020816990.1|DSER	LOC117571840|XP_034110119.1|DALB
OG0005581	LOC110181661|XP_020805126.1|DSER	LOC117577879|XP_034118731.1|DALB
OG0005582	LOC110190915|XP_020817235.1|DSER	LOC117567618|XP_034103600.1|DALB
OG0005583	LOC110190260|XP_020816284.1|DSER	LOC117570993|XP_034108833.1|DALB
OG0005584	LOC110185624|XP_020810234.1|DSER	LOC117563854|XP_034098273.1|DALB
OG0005585	LOC110191731|XP_020818309.1|DSER	LOC117576256|XP_034116786.1|DALB
OG0005586	LOC110177246|XP_020799550.1|DSER	LOC117574058|XP_034113565.1|DALB
OG0005587	LOC110183458|XP_020807398.1|DSER	LOC117570885|XP_034108674.1|DALB
OG0005588	LOC110190579|XP_020816826.1|DSER	LOC117566804|XP_034102242.1|DALB
OG0005589	LOC110186531|XP_020811389.1|DSER	LOC117576386|XP_034116989.1|DALB
OG0005590	LOC110189439|XP_020815169.1|DSER	LOC117572194|XP_034110741.1|DALB
OG0005591	LOC110176109|XP_020798006.1|DSER	LOC117578132|XP_034119229.1|DALB
