Orthogroup	DSER.longest_only	CQUI.longest_only
OG0004921	LOC110190347|XP_020816406.1|DSER	LOC6047306|XP_038116264.1|CQUI
OG0004922	LOC110190340|XP_020816398.1|DSER	LOC6043699|XP_038117260.1|CQUI
OG0004923	LOC110183580|XP_020807550.1|DSER	LOC6047329|XP_001864405.2|CQUI
OG0004924	LOC110184789|XP_020809087.1|DSER	LOC6049786|XP_001866493.2|CQUI
OG0004925	LOC110178615|XP_020801459.1|DSER	LOC6054018|XP_038121726.1|CQUI
OG0004926	LOC110178777|XP_020801678.1|DSER	LOC6050503|XP_038119835.1|CQUI
OG0004927	LOC110190462|XP_020816622.1|DSER	LOC6040746|XP_038119907.1|CQUI
OG0004928	LOC110184115|XP_020808170.1|DSER	LOC6035292|XP_038117794.1|CQUI
OG0004929	LOC110184494|XP_020808707.1|DSER	LOC6035309|XP_038118096.1|CQUI
OG0004930	LOC110178232|XP_020800941.1|DSER	LOC6041606|XP_038119499.1|CQUI
OG0004931	LOC110182865|XP_020806667.1|DSER	LOC6049358|XP_001866123.2|CQUI
OG0004932	LOC110178806|XP_020801720.1|DSER	LOC6049348|XP_001866127.2|CQUI
OG0004933	LOC110187091|XP_020812192.1|DSER	LOC6049349|XP_001866128.1|CQUI
OG0004934	LOC110191521|XP_020818048.1|DSER	LOC6049350|XP_001866129.2|CQUI
OG0004935	LOC110189712|XP_020815560.1|DSER	LOC6047852|XP_001864855.2|CQUI
OG0004936	LOC110190084|XP_020816048.1|DSER	LOC6030990|XP_038115490.1|CQUI
OG0004937	LOC110184711|XP_020808990.1|DSER	LOC6030983|XP_001841836.2|CQUI
OG0004938	LOC110189115|XP_020814748.1|DSER	LOC119771269|XP_038123052.1|CQUI, LOC6031028|XP_001841880.1|CQUI
OG0004939	LOC110190178|XP_020816185.1|DSER	LOC6031030|XP_038120410.1|CQUI
OG0004940	LOC110190152|XP_020816148.1|DSER	LOC6031035|XP_038117384.1|CQUI
OG0004941	LOC110190521|XP_020816714.1|DSER	LOC6031042|XP_038114824.1|CQUI
OG0004942	LOC110176204|XP_020798124.1|DSER	LOC6031047|XP_038117859.1|CQUI
OG0004943	LOC110190469|XP_020816637.1|DSER	LOC6031049|XP_001841898.1|CQUI
OG0004944	LOC110188817|XP_020814356.1|DSER	LOC6031063|XP_038122012.1|CQUI
OG0004945	LOC110189775|XP_020815658.1|DSER	LOC6034091|XP_001844459.1|CQUI
OG0004946	LOC110190203|XP_020816212.1|DSER	LOC6031006|XP_038120661.1|CQUI
OG0004947	LOC110177611|XP_020800069.1|DSER	LOC6030999|XP_038118718.1|CQUI
OG0004948	LOC110177633|XP_020800106.1|DSER	LOC6042818|XP_001870816.2|CQUI
OG0004949	LOC110177566|XP_020799997.1|DSER	LOC6042820|XP_038120566.1|CQUI
OG0004950	LOC110178790|XP_020801702.1|DSER	LOC6042821|XP_038119055.1|CQUI
OG0004951	LOC110188669|XP_020814125.1|DSER	LOC6042824|XP_038116571.1|CQUI
OG0004952	LOC110187300|XP_020812350.1|DSER	LOC6042826|XP_001870823.1|CQUI
OG0004953	LOC110190588|XP_020816840.1|DSER	LOC6042828|XP_001870825.1|CQUI
OG0004954	LOC110190547|XP_020816756.1|DSER	LOC6044579|XP_001862072.2|CQUI
OG0004955	LOC110178750|XP_020801641.1|DSER	LOC6039263|XP_001848898.2|CQUI
OG0004956	LOC110178010|XP_020800682.1|DSER	LOC6039267|XP_038115125.1|CQUI
OG0004957	LOC110182785|XP_020806570.1|DSER	LOC6044083|XP_038114695.1|CQUI
OG0004958	LOC110187255|XP_020812307.1|DSER	LOC6044069|XP_038116052.1|CQUI
OG0004959	LOC110187179|XP_020812240.1|DSER	LOC6044062|XP_038121183.1|CQUI
OG0004960	LOC110186890|XP_020811852.1|DSER	LOC6044067|XP_038122351.1|CQUI
OG0004961	LOC110189392|XP_020815100.1|DSER	LOC6044063|XP_001861634.2|CQUI
OG0004962	LOC110190171|XP_020816177.1|DSER	LOC6044088|XP_001861631.1|CQUI
OG0004963	LOC110185186|XP_020809562.1|DSER	LOC119768573|XP_038114513.1|CQUI
OG0004964	LOC110190501|XP_020816676.1|DSER	LOC6051406|XP_038117934.1|CQUI
OG0004965	LOC110190818|XP_020817129.1|DSER	LOC6045672|XP_001862990.1|CQUI
OG0004966	LOC110190817|XP_020817127.1|DSER	LOC119769641|XP_038118806.1|CQUI
OG0004967	LOC110189731|XP_020815584.1|DSER	LOC6047369|XP_001864441.1|CQUI
OG0004968	LOC110189953|XP_020815901.1|DSER	LOC119769240|XP_038117101.1|CQUI
OG0004969	LOC110178529|XP_020801344.1|DSER	LOC6053218|XP_038121462.1|CQUI
OG0004970	LOC110190121|XP_020816098.1|DSER	LOC6053219|XP_038121463.1|CQUI
OG0004971	LOC110190122|XP_020816099.1|DSER	LOC6038838|XP_038121464.1|CQUI
OG0004972	LOC110190585|XP_020816837.1|DSER	LOC119770493|XP_038121416.1|CQUI, LOC119769771|XP_038119276.1|CQUI
OG0004973	LOC110178748|XP_020801639.1|DSER	LOC6038820|XP_001848537.1|CQUI
OG0004974	LOC110187466|XP_020812515.1|DSER	LOC6038807|XP_038117097.1|CQUI
OG0004975	LOC110183583|XP_020807555.1|DSER	LOC6047332|XP_001864408.1|CQUI
OG0004976	LOC110183665|XP_020807656.1|DSER	LOC6047334|XP_038120001.1|CQUI
OG0004977	LOC110176889|XP_020799033.1|DSER	LOC6038664|XP_001848421.2|CQUI
OG0004978	LOC110189706|XP_020815539.1|DSER	LOC6043644|XP_038118720.1|CQUI
OG0004979	LOC110190752|XP_020817033.1|DSER	LOC6040580|XP_038119611.1|CQUI
OG0004980	LOC110176220|XP_020798158.1|DSER	LOC6044646|XP_038121367.1|CQUI
OG0004981	LOC110185310|XP_020809723.1|DSER	LOC6030984|XP_001841837.2|CQUI
OG0004982	LOC110185289|XP_020809697.1|DSER	LOC6030985|XP_001841838.2|CQUI
OG0004983	LOC110190474|XP_020816643.1|DSER	LOC6030977|XP_001841831.2|CQUI
OG0004984	LOC110178739|XP_020801626.1|DSER	LOC6042840|XP_001870836.1|CQUI
OG0004985	LOC110190903|XP_020817222.1|DSER	LOC6039545|XP_038118683.1|CQUI
OG0004986	LOC110178945|XP_020801903.1|DSER	LOC6039551|XP_038120315.1|CQUI
OG0004987	LOC110190291|XP_020816329.1|DSER	LOC6039550|XP_038119871.1|CQUI
OG0004988	LOC110190904|XP_020817224.1|DSER	LOC6039548|XP_038121779.1|CQUI
OG0004989	LOC110190292|XP_020816335.1|DSER	LOC6039553|XP_001849150.2|CQUI
OG0004990	LOC110179241|XP_020802353.1|DSER	LOC6048516|XP_038118480.1|CQUI
OG0004991	LOC110177831|XP_020800434.1|DSER	LOC6050162|XP_038114619.1|CQUI
OG0004992	LOC110177832|XP_020800436.1|DSER	LOC119770788|XP_038122210.1|CQUI
OG0004994	LOC110186919|XP_020811904.1|DSER	LOC6048750|XP_038120756.1|CQUI
OG0004995	LOC110183723|XP_020807730.1|DSER	LOC6053538|XP_038122203.1|CQUI
OG0004996	LOC110190594|XP_020816846.1|DSER	LOC6040205|XP_038115200.1|CQUI
OG0004997	LOC110188928|XP_020814512.1|DSER	LOC6047338|XP_038120638.1|CQUI
OG0004998	LOC110177823|XP_020800372.1|DSER	LOC6042306|XP_038120682.1|CQUI
OG0004999	LOC110189101|XP_020814737.1|DSER	LOC6042305|XP_001851441.2|CQUI
OG0005000	LOC110189260|XP_020814933.1|DSER	LOC6042316|XP_001851449.1|CQUI
OG0005001	LOC110189057|XP_020814685.1|DSER	LOC6042318|XP_038117643.1|CQUI
OG0005002	LOC110191813|XP_020818426.1|DSER	LOC6036305|XP_001846371.1|CQUI
OG0005003	LOC110183632|XP_020807609.1|DSER	LOC6039421|XP_001849033.1|CQUI
OG0005004	LOC110189306|XP_020815005.1|DSER	LOC6039420|XP_038117210.1|CQUI
OG0005005	LOC110190370|XP_020816441.1|DSER	LOC6050235|XP_038121592.1|CQUI
OG0005006	LOC110187438|XP_020812489.1|DSER	LOC6048924|XP_038118322.1|CQUI
OG0005007	LOC110185237|XP_020809630.1|DSER	LOC6050230|XP_038118701.1|CQUI
OG0005008	LOC110178632|XP_020801477.1|DSER	LOC6050233|XP_038117209.1|CQUI
OG0005009	LOC110190177|XP_020816184.1|DSER	LOC6050239|XP_001866878.2|CQUI
OG0005010	LOC110179020|XP_020802024.1|DSER	LOC6037314|XP_001847240.1|CQUI
OG0005011	LOC110191657|XP_020818213.1|DSER	LOC6037315|XP_038115551.1|CQUI
OG0005012	LOC110190231|XP_020816251.1|DSER	LOC6052708|XP_001868935.2|CQUI
OG0005013	LOC110186937|XP_020811926.1|DSER	LOC6044826|XP_038117755.1|CQUI
OG0005014	LOC110190638|XP_020816893.1|DSER	LOC6044836|XP_001862283.1|CQUI
OG0005015	LOC110178985|XP_020801958.1|DSER	LOC6051592|XP_001868010.2|CQUI
OG0005016	LOC110190677|XP_020816942.1|DSER	LOC6038609|XP_038118944.1|CQUI
OG0005017	LOC110190829|XP_020817146.1|DSER	LOC6037297|XP_038114771.1|CQUI
OG0005018	LOC110179420|XP_020802608.1|DSER	LOC6037303|XP_001847229.2|CQUI
OG0005019	LOC110190813|XP_020817122.1|DSER	LOC6037304|XP_001847230.1|CQUI
OG0005020	LOC110178535|XP_020801357.1|DSER	LOC6050486|XP_038120893.1|CQUI
OG0005021	LOC110183351|XP_020807265.1|DSER	LOC6036268|XP_038119928.1|CQUI
OG0005022	LOC110177557|XP_020799988.1|DSER	LOC6036263|XP_001846330.2|CQUI
OG0005023	LOC110179435|XP_020802674.1|DSER	LOC6036264|XP_038115842.1|CQUI
OG0005024	LOC110177585|XP_020800028.1|DSER	LOC6036261|XP_001846328.2|CQUI
OG0005025	LOC110190657|XP_020816916.1|DSER	LOC6036240|XP_001846309.2|CQUI
OG0005026	LOC110189066|XP_020814695.1|DSER	LOC6036244|XP_038121384.1|CQUI
OG0005027	LOC110183626|XP_020807602.1|DSER	LOC6036233|XP_038121295.1|CQUI
OG0005028	LOC110188694|XP_020814161.1|DSER	LOC6045930|XP_001863207.2|CQUI
OG0005029	LOC110185175|XP_020809552.1|DSER	LOC6045920|XP_001863201.2|CQUI
OG0005030	LOC110178809|XP_020801728.1|DSER	LOC6040216|XP_038119880.1|CQUI
OG0005031	LOC110176679|XP_020798775.1|DSER, LOC110185165|XP_020809529.1|DSER	LOC6040213|XP_038117752.1|CQUI
OG0005032	LOC110190129|XP_020816112.1|DSER	LOC6039452|XP_038117304.1|CQUI
OG0005033	LOC110176235|XP_020798191.1|DSER	LOC6039439|XP_038117909.1|CQUI
OG0005034	LOC110176242|XP_020798200.1|DSER	LOC6045462|XP_038119624.1|CQUI
OG0005035	LOC110190005|XP_020815963.1|DSER	LOC6049109|XP_001865920.2|CQUI
OG0005036	LOC110188872|XP_020814445.1|DSER	LOC6049110|XP_001865922.2|CQUI
OG0005037	LOC110190633|XP_020816887.1|DSER	LOC6049111|XP_038120273.1|CQUI
OG0005038	LOC110177608|XP_020800066.1|DSER	LOC6041092|XP_038116136.1|CQUI
OG0005039	LOC110185652|XP_020810268.1|DSER	LOC6041078|XP_038119620.1|CQUI
OG0005040	LOC110189847|XP_020815716.1|DSER	LOC6041089|XP_038118648.1|CQUI
OG0005041	LOC110190172|XP_020816178.1|DSER	LOC6043984|XP_038121891.1|CQUI
OG0005042	LOC110185333|XP_020809768.1|DSER	LOC6043982|XP_038121313.1|CQUI
OG0005043	LOC110179195|XP_020802268.1|DSER	LOC6043975|XP_001861555.2|CQUI
OG0005044	LOC110179193|XP_020802266.1|DSER	LOC6043973|XP_038118148.1|CQUI
OG0005045	LOC110179222|XP_020802316.1|DSER	LOC6043971|XP_001861551.1|CQUI
OG0005046	LOC110189635|XP_020815438.1|DSER	LOC6043966|XP_001861546.1|CQUI
OG0005047	LOC110190541|XP_020816747.1|DSER	LOC119769670|XP_038118910.1|CQUI, LOC6047386|XP_038118871.1|CQUI
OG0005048	LOC110190497|XP_020816672.1|DSER	LOC6043964|XP_038119506.1|CQUI
OG0005049	LOC110189936|XP_020815880.1|DSER	LOC119768748|XP_038115634.1|CQUI
OG0005050	LOC110177732|XP_020800243.1|DSER	LOC6050302|XP_038115618.1|CQUI
OG0005051	LOC110189971|XP_020815919.1|DSER	LOC6050157|XP_001866807.2|CQUI
OG0005052	LOC110189973|XP_020815922.1|DSER	LOC6050152|XP_038115639.1|CQUI
OG0005053	LOC110177885|XP_020800509.1|DSER	LOC6036573|XP_001846610.2|CQUI
OG0005057	LOC110176739|XP_020798842.1|DSER	LOC6041258|XP_038116376.1|CQUI
OG0005058	LOC110176197|XP_020798108.1|DSER	LOC6041261|XP_038117457.1|CQUI
OG0005059	LOC110178056|XP_020800724.1|DSER	LOC6044170|XP_038122016.1|CQUI
OG0005060	LOC110182794|XP_020806589.1|DSER	LOC6044171|XP_038115936.1|CQUI
OG0005061	LOC110180583|XP_020803934.1|DSER	LOC6049748|XP_001866458.2|CQUI
OG0005062	LOC110191472|XP_020817991.1|DSER	LOC6051819|XP_038121089.1|CQUI
OG0005063	LOC110189654|XP_020815459.1|DSER	LOC6044013|XP_038121383.1|CQUI
OG0005064	LOC110190667|XP_020816926.1|DSER	LOC6037286|XP_001847212.2|CQUI
OG0005065	LOC110191533|XP_020818063.1|DSER	LOC6048327|XP_038118967.1|CQUI
OG0005067	LOC110191305|XP_020817779.1|DSER	LOC6037144|XP_038120186.1|CQUI
OG0005068	LOC110178980|XP_020801952.1|DSER	LOC6037049|XP_001847010.1|CQUI
OG0005069	LOC110182962|XP_020806813.1|DSER	LOC6037041|XP_038115812.1|CQUI
OG0005070	LOC110191477|XP_020817997.1|DSER	LOC6047528|XP_038121907.1|CQUI
OG0005071	LOC110178901|XP_020801837.1|DSER	LOC6054513|XP_038114831.1|CQUI
OG0005072	LOC110178843|XP_020801761.1|DSER	LOC6036533|XP_001846578.2|CQUI
OG0005073	LOC110191541|XP_020818072.1|DSER	LOC6036535|XP_038121266.1|CQUI
OG0005074	LOC110189095|XP_020814728.1|DSER	LOC6036544|XP_038121792.1|CQUI
OG0005075	LOC110176795|XP_020798890.1|DSER, LOC110189320|XP_020815022.1|DSER	LOC6036276|XP_038117547.1|CQUI
OG0005076	LOC110191506|XP_020818033.1|DSER	LOC6036274|XP_038117548.1|CQUI
OG0005078	LOC110177563|XP_020799995.1|DSER	LOC6031918|XP_038114633.1|CQUI
OG0005079	LOC110184116|XP_020808177.1|DSER	LOC6036188|XP_038116591.1|CQUI
OG0005080	LOC110182786|XP_020806571.1|DSER	LOC6033569|XP_001843998.2|CQUI
OG0005081	LOC110189491|XP_020815241.1|DSER	LOC6033555|XP_038119394.1|CQUI
OG0005082	LOC110179981|XP_020803230.1|DSER	LOC6033536|XP_038122025.1|CQUI
OG0005083	LOC110183237|XP_020807112.1|DSER	LOC6033535|XP_001843970.2|CQUI
OG0005084	LOC110188863|XP_020814437.1|DSER	LOC6038416|XP_038122250.1|CQUI
OG0005085	LOC110178929|XP_020801879.1|DSER	LOC6038412|XP_038120978.1|CQUI
OG0005086	LOC110180046|XP_020803325.1|DSER	LOC6038411|XP_038118992.1|CQUI
OG0005087	LOC110190442|XP_020816597.1|DSER	LOC6038405|XP_038114899.1|CQUI
OG0005088	LOC110191638|XP_020818188.1|DSER	LOC6038385|XP_038121178.1|CQUI
OG0005089	LOC110191637|XP_020818187.1|DSER	LOC6038260|XP_038118216.1|CQUI
OG0005090	LOC110176260|XP_020798235.1|DSER	LOC6051933|XP_038110339.1|CQUI
OG0005091	LOC110182116|XP_020805789.1|DSER	LOC6038240|XP_038118214.1|CQUI
OG0005092	LOC110176735|XP_020798837.1|DSER	LOC6038873|XP_001848572.2|CQUI
OG0005093	LOC110178938|XP_020801894.1|DSER	LOC6038875|XP_038122071.1|CQUI
OG0005094	LOC110177561|XP_020799993.1|DSER	LOC6040611|XP_038115659.1|CQUI
OG0005095	LOC110184050|XP_020808084.1|DSER	LOC6040617|XP_038115780.1|CQUI
OG0005096	LOC110185584|XP_020810175.1|DSER	LOC6040626|XP_001849994.1|CQUI
OG0005097	LOC110189404|XP_020815118.1|DSER	LOC6036430|XP_038119003.1|CQUI
OG0005098	LOC110179051|XP_020802073.1|DSER	LOC6036428|XP_038118364.1|CQUI
OG0005099	LOC110189454|XP_020815187.1|DSER	LOC6036413|XP_038119504.1|CQUI
OG0005100	LOC110189453|XP_020815186.1|DSER	LOC6036412|XP_001846465.2|CQUI
OG0005101	LOC110188050|XP_020813259.1|DSER	LOC6036404|XP_001846457.1|CQUI
OG0005102	LOC110179208|XP_020802285.1|DSER	LOC6035467|XP_038118332.1|CQUI
OG0005103	LOC110191473|XP_020817992.1|DSER	LOC6035478|XP_001845662.2|CQUI
OG0005104	LOC110183842|XP_020807852.1|DSER	LOC6050895|XP_001867416.1|CQUI
OG0005105	LOC110190368|XP_020816439.1|DSER	LOC6042843|XP_001853591.2|CQUI
OG0005106	LOC110185311|XP_020809724.1|DSER	LOC6041987|XP_038117711.1|CQUI
OG0005107	LOC110182768|XP_020806546.1|DSER	LOC6041984|XP_038114808.1|CQUI
OG0005108	LOC110179278|XP_020802426.1|DSER	LOC6041972|XP_001851147.2|CQUI
OG0005109	LOC110181869|XP_020805452.1|DSER	LOC6049627|XP_038120187.1|CQUI
OG0005110	LOC110183594|XP_020807567.1|DSER	LOC6041010|XP_001850325.2|CQUI
OG0005111	LOC110176256|XP_020798225.1|DSER	LOC6040982|XP_001850303.2|CQUI
OG0005112	LOC110187052|XP_020812090.1|DSER	LOC6040981|XP_001850302.2|CQUI
OG0005113	LOC110176257|XP_020798227.1|DSER	LOC6040983|XP_038119327.1|CQUI
OG0005114	LOC110188826|XP_020814376.1|DSER	LOC6031301|XP_001842121.2|CQUI
OG0005115	LOC110182328|XP_020806019.1|DSER	LOC6040026|XP_038121352.1|CQUI
OG0005116	LOC110183581|XP_020807551.1|DSER	LOC6033575|XP_038116391.1|CQUI
OG0005117	LOC110182463|XP_020806160.1|DSER	LOC6033582|XP_038119328.1|CQUI
OG0005118	LOC110183194|XP_020807060.1|DSER	LOC6033583|XP_001844011.2|CQUI
OG0005119	LOC110177793|XP_020800341.1|DSER	LOC6047935|XP_038115214.1|CQUI
OG0005120	LOC110177623|XP_020800089.1|DSER	LOC6034650|XP_038117323.1|CQUI
OG0005121	LOC110187791|XP_020812927.1|DSER, LOC110190051|XP_020816015.1|DSER	LOC6034619|XP_001844911.2|CQUI
OG0005122	LOC110191145|XP_020817560.1|DSER	LOC6034613|XP_038119711.1|CQUI
OG0005123	LOC110185224|XP_020809614.1|DSER	LOC6034608|XP_001844900.2|CQUI
OG0005124	LOC110183603|XP_020807575.1|DSER	LOC6034597|XP_038120146.1|CQUI
OG0005125	LOC110183563|XP_020807524.1|DSER	LOC6034595|XP_038120135.1|CQUI
OG0005126	LOC110190786|XP_020817083.1|DSER	LOC6034586|XP_001844881.2|CQUI
OG0005127	LOC110188889|XP_020814465.1|DSER	LOC6034572|XP_038120155.1|CQUI
OG0005128	LOC110189570|XP_020815360.1|DSER	LOC6048528|XP_001865431.2|CQUI
OG0005129	LOC110184633|XP_020808888.1|DSER	LOC6050361|XP_038121486.1|CQUI
OG0005130	LOC110176725|XP_020798826.1|DSER	LOC119770387|XP_038121078.1|CQUI
OG0005131	LOC110176699|XP_020798793.1|DSER	LOC6043145|XP_038117608.1|CQUI
OG0005132	LOC110178587|XP_020801425.1|DSER	LOC6051820|XP_001868182.1|CQUI
OG0005133	LOC110187354|XP_020812407.1|DSER	LOC6050837|XP_038120361.1|CQUI
OG0005134	LOC110190570|XP_020816804.1|DSER	LOC6053181|XP_038118094.1|CQUI
OG0005135	LOC110188912|XP_020814492.1|DSER	LOC6040246|XP_038121871.1|CQUI
OG0005136	LOC110188903|XP_020814483.1|DSER	LOC6047556|XP_038118186.1|CQUI
OG0005137	LOC110177328|XP_020799661.1|DSER	LOC6040230|XP_038118121.1|CQUI
OG0005138	LOC110176241|XP_020798199.1|DSER	LOC6045922|XP_001863197.1|CQUI
OG0005139	LOC110184720|XP_020808999.1|DSER	LOC6054772|XP_038118912.1|CQUI
OG0005140	LOC110182334|XP_020806024.1|DSER	LOC6052506|XP_001868761.1|CQUI
OG0005141	LOC110188927|XP_020814511.1|DSER	LOC6053153|XP_038117252.1|CQUI
OG0005142	LOC110189955|XP_020815903.1|DSER	LOC6036833|XP_001846824.2|CQUI
OG0005143	LOC110190404|XP_020816529.1|DSER	LOC6048137|XP_001865101.2|CQUI
OG0005144	LOC110190311|XP_020816359.1|DSER	LOC6048136|XP_038121356.1|CQUI
OG0005145	LOC110190264|XP_020816289.1|DSER	LOC6045374|XP_001865099.1|CQUI
OG0005146	LOC110190771|XP_020817061.1|DSER	LOC6048154|XP_038120768.1|CQUI
OG0005147	LOC110190773|XP_020817064.1|DSER	LOC6046866|XP_038120770.1|CQUI
OG0005148	LOC110190661|XP_020816921.1|DSER	LOC6042326|XP_038116062.1|CQUI
OG0005149	LOC110188129|XP_020813379.1|DSER	LOC6042328|XP_038115815.1|CQUI
OG0005150	LOC110188716|XP_020814184.1|DSER	LOC6042337|XP_001851465.2|CQUI
OG0005151	LOC110183586|XP_020807558.1|DSER	LOC6045499|XP_001862861.1|CQUI
OG0005152	LOC110183556|XP_020807516.1|DSER	LOC6042340|XP_038121484.1|CQUI
OG0005153	LOC110183553|XP_020807512.1|DSER	LOC6045506|XP_038114837.1|CQUI
OG0005154	LOC110183574|XP_020807543.1|DSER	LOC6044906|XP_038115199.1|CQUI
OG0005155	LOC110179416|XP_020802603.1|DSER	LOC6037186|XP_038119754.1|CQUI
OG0005156	LOC110191031|XP_020817408.1|DSER	LOC6037163|XP_001847100.1|CQUI
OG0005157	LOC110177530|XP_020799953.1|DSER	LOC6037152|XP_038114887.1|CQUI
OG0005158	LOC110184792|XP_020809090.1|DSER	LOC6035490|XP_038115157.1|CQUI
OG0005159	LOC110177589|XP_020800032.1|DSER	LOC6035487|XP_001845668.1|CQUI
OG0005160	LOC110185204|XP_020809590.1|DSER	LOC6035479|XP_038118863.1|CQUI
OG0005161	LOC110191631|XP_020818179.1|DSER	LOC6043802|XP_038119579.1|CQUI
OG0005162	LOC110182646|XP_020806373.1|DSER, LOC110184136|XP_020808206.1|DSER	LOC6043791|XP_001861392.2|CQUI
OG0005163	LOC110190213|XP_020816227.1|DSER	LOC6033516|XP_038116265.1|CQUI
OG0005164	LOC110179966|XP_020803206.1|DSER	LOC6033486|XP_038119447.1|CQUI
OG0005165	LOC110189238|XP_020814880.1|DSER	LOC6033464|XP_038119075.1|CQUI
OG0005166	LOC110177105|XP_020799309.1|DSER	LOC6052584|XP_038119667.1|CQUI
OG0005167	LOC110177106|XP_020799310.1|DSER	LOC6052583|XP_001868823.2|CQUI
OG0005168	LOC110190188|XP_020816195.1|DSER	LOC6050599|XP_038118914.1|CQUI
OG0005169	LOC110178684|XP_020801547.1|DSER	LOC6052233|XP_038115875.1|CQUI
OG0005170	LOC110178682|XP_020801542.1|DSER	LOC6052228|XP_001868526.2|CQUI
OG0005171	LOC110178683|XP_020801546.1|DSER	LOC6052229|XP_001868527.2|CQUI
OG0005172	LOC110189480|XP_020815226.1|DSER	LOC6050816|XP_038118180.1|CQUI
OG0005173	LOC110189560|XP_020815349.1|DSER	LOC6053984|XP_001869972.2|CQUI
OG0005174	LOC110178480|XP_020801280.1|DSER	LOC6036836|XP_001846827.2|CQUI
OG0005175	LOC110178446|XP_020801239.1|DSER	LOC6030833|XP_038115984.1|CQUI
OG0005176	LOC110178486|XP_020801291.1|DSER	LOC6030790|XP_038116008.1|CQUI
OG0005177	LOC110178463|XP_020801262.1|DSER	LOC6030788|XP_038115994.1|CQUI
OG0005178	LOC110190128|XP_020816110.1|DSER	LOC6030819|XP_001841687.2|CQUI
OG0005179	LOC110190027|XP_020815989.1|DSER	LOC6030806|XP_001841695.2|CQUI
OG0005180	LOC110191316|XP_020817794.1|DSER	LOC6030843|XP_001841727.2|CQUI
OG0005181	LOC110181775|XP_020805308.1|DSER, LOC110188897|XP_020814476.1|DSER	LOC6030846|XP_038115184.1|CQUI
OG0005182	LOC110188966|XP_020814569.1|DSER	LOC6030849|XP_038114778.1|CQUI
OG0005183	LOC110189779|XP_020815662.1|DSER	LOC6030853|XP_038121172.1|CQUI
OG0005184	LOC110180016|XP_020803271.1|DSER	LOC6030855|XP_038114565.1|CQUI
OG0005185	LOC110176964|XP_020799130.1|DSER	LOC6030857|XP_001841739.2|CQUI
OG0005186	LOC110179331|XP_020802483.1|DSER	LOC6030862|XP_038119644.1|CQUI
OG0005189	LOC110176005|XP_020797869.1|DSER	LOC119768798|XP_038115958.1|CQUI
OG0005191	LOC110189666|XP_020815474.1|DSER	LOC6051822|XP_038115401.1|CQUI
OG0005192	LOC110177923|XP_020800562.1|DSER	LOC6042901|XP_038115665.1|CQUI
OG0005193	LOC110177081|XP_020799256.1|DSER	LOC6042894|XP_038116234.1|CQUI
OG0005194	LOC110182860|XP_020806659.1|DSER	LOC6030941|XP_038116018.1|CQUI
OG0005195	LOC110182742|XP_020806506.1|DSER	LOC6030939|XP_001841801.2|CQUI
OG0005196	LOC110184658|XP_020808919.1|DSER	LOC6042982|XP_038111849.1|CQUI
OG0005197	LOC110191718|XP_020818298.1|DSER	LOC6030936|XP_038119062.1|CQUI
OG0005198	LOC110177475|XP_020799875.1|DSER	LOC6030933|XP_038119635.1|CQUI
OG0005199	LOC110182746|XP_020806549.1|DSER	LOC119770639|XP_038121828.1|CQUI
OG0005200	LOC110189421|XP_020815141.1|DSER	LOC6045730|XP_001863038.1|CQUI
OG0005201	LOC110184040|XP_020808074.1|DSER	LOC6053185|XP_038117002.1|CQUI
OG0005202	LOC110188603|XP_020814063.1|DSER	LOC6044309|XP_001861839.2|CQUI
OG0005203	LOC110189214|XP_020814845.1|DSER, LOC110176780|XP_020798877.1|DSER	LOC6048111|XP_038110579.1|CQUI
OG0005204	LOC110185959|XP_020810636.1|DSER	LOC6041408|XP_001850671.2|CQUI
OG0005205	LOC110183797|XP_020807811.1|DSER	LOC6041406|XP_001850669.2|CQUI
OG0005206	LOC110181094|XP_020804422.1|DSER	LOC6051787|XP_001868159.2|CQUI
OG0005207	LOC110177125|XP_020799356.1|DSER	LOC6046469|XP_038108912.1|CQUI
OG0005208	LOC110179985|XP_020803238.1|DSER	LOC6046463|XP_001863656.2|CQUI
OG0005209	LOC110185832|XP_020810498.1|DSER	LOC6046464|XP_038109979.1|CQUI
OG0005210	LOC110185963|XP_020810641.1|DSER	LOC6046465|XP_038114366.1|CQUI
OG0005211	LOC110179826|XP_020803091.1|DSER	LOC6048636|XP_038109044.1|CQUI
OG0005213	LOC110183492|XP_020807434.1|DSER	LOC6041305|XP_001850585.1|CQUI
OG0005214	LOC110177098|XP_020799292.1|DSER	LOC6041316|XP_038113615.1|CQUI
OG0005215	LOC110178121|XP_020800799.1|DSER	LOC6041317|XP_038113616.1|CQUI
OG0005216	LOC110181364|XP_020804747.1|DSER	LOC6041324|XP_001850603.1|CQUI
OG0005217	LOC110185047|XP_020809368.1|DSER	LOC6032431|XP_038106100.1|CQUI
OG0005218	LOC110181424|XP_020804824.1|DSER	LOC6032434|XP_038108060.1|CQUI
OG0005219	LOC110188982|XP_020814589.1|DSER	LOC6032437|XP_001843034.2|CQUI
OG0005220	LOC110178731|XP_020801613.1|DSER	LOC6032438|XP_001843035.1|CQUI
OG0005221	LOC110183772|XP_020807788.1|DSER	LOC6032440|XP_038109223.1|CQUI
OG0005222	LOC110184849|XP_020809148.1|DSER, LOC110179785|XP_020803057.1|DSER	LOC6032445|XP_038111243.1|CQUI
OG0005223	LOC110185067|XP_020809406.1|DSER	LOC6032464|XP_001843057.1|CQUI
