Orthogroup	DSER.longest_only	HILL.longest_only
OG0005037	LOC110190633|XP_020816887.1|DSER	LOC119647460|XP_037904320.1|HILL
OG0005038	LOC110177608|XP_020800066.1|DSER	LOC119647927|XP_037905187.1|HILL
OG0005039	LOC110185652|XP_020810268.1|DSER	LOC119660882|XP_037925725.1|HILL
OG0005040	LOC110189847|XP_020815716.1|DSER	LOC119648702|XP_037906438.1|HILL
OG0005041	LOC110190172|XP_020816178.1|DSER	LOC119649706|XP_037907905.1|HILL
OG0005042	LOC110185333|XP_020809768.1|DSER	LOC119657331|XP_037920133.1|HILL
OG0005043	LOC110179195|XP_020802268.1|DSER	LOC119647047|XP_037903731.1|HILL
OG0005044	LOC110179193|XP_020802266.1|DSER	LOC119658945|XP_037922744.1|HILL
OG0005045	LOC110179222|XP_020802316.1|DSER	LOC119658684|XP_037922195.1|HILL
OG0005046	LOC110189635|XP_020815438.1|DSER	LOC119659235|XP_037923145.1|HILL
OG0005047	LOC110190541|XP_020816747.1|DSER	LOC119648288|XP_037905872.1|HILL
OG0005048	LOC110190497|XP_020816672.1|DSER	LOC119649206|XP_037907189.1|HILL
OG0005049	LOC110189936|XP_020815880.1|DSER	LOC119650427|XP_037909169.1|HILL
OG0005050	LOC110177732|XP_020800243.1|DSER	LOC119655933|XP_037918044.1|HILL
OG0005051	LOC110189971|XP_020815919.1|DSER	LOC119648010|XP_037905338.1|HILL
OG0005052	LOC110189973|XP_020815922.1|DSER	LOC119649856|XP_037908140.1|HILL
OG0005053	LOC110177885|XP_020800509.1|DSER	LOC119652227|XP_037912112.1|HILL
OG0005054	LOC110184659|XP_020808920.1|DSER	LOC119647482|XP_037904359.1|HILL
OG0005055	LOC110180099|XP_020803381.1|DSER	LOC119661616|XP_037926967.1|HILL
OG0005056	LOC110176887|XP_020799031.1|DSER	LOC119661715|XP_037927097.1|HILL
OG0005057	LOC110176739|XP_020798842.1|DSER	LOC119647931|XP_037905194.1|HILL
OG0005058	LOC110176197|XP_020798108.1|DSER	LOC119650369|XP_037909010.1|HILL
OG0005059	LOC110178056|XP_020800724.1|DSER	LOC119661184|XP_037926330.1|HILL
OG0005060	LOC110182794|XP_020806589.1|DSER	LOC119646152|XP_037902449.1|HILL
OG0005061	LOC110180583|XP_020803934.1|DSER	LOC119660862|XP_037925685.1|HILL
OG0005062	LOC110191472|XP_020817991.1|DSER	LOC119649808|XP_037908066.1|HILL
OG0005063	LOC110189654|XP_020815459.1|DSER	LOC119646647|XP_037903091.1|HILL
OG0005064	LOC110190667|XP_020816926.1|DSER	LOC119648864|XP_037906676.1|HILL
OG0005065	LOC110191533|XP_020818063.1|DSER	LOC119660458|XP_037924947.1|HILL
OG0005066	LOC110176366|XP_020798356.1|DSER	LOC119646471|XP_037902848.1|HILL
OG0005067	LOC110191305|XP_020817779.1|DSER	LOC119659331|XP_037923304.1|HILL
OG0005068	LOC110178980|XP_020801952.1|DSER	LOC119649990|XP_037908373.1|HILL
OG0005069	LOC110182962|XP_020806813.1|DSER	LOC119655472|XP_037917304.1|HILL
OG0005070	LOC110191477|XP_020817997.1|DSER	LOC119650292|XP_037908856.1|HILL
OG0005071	LOC110178901|XP_020801837.1|DSER	LOC119650195|XP_037908690.1|HILL
OG0005072	LOC110178843|XP_020801761.1|DSER	LOC119661174|XP_037926319.1|HILL
OG0005073	LOC110191541|XP_020818072.1|DSER	LOC119659264|XP_037923185.1|HILL
OG0005074	LOC110189095|XP_020814728.1|DSER	LOC119649008|XP_037906881.1|HILL
OG0005076	LOC110191506|XP_020818033.1|DSER	LOC119656263|XP_037918615.1|HILL
OG0005079	LOC110184116|XP_020808177.1|DSER	LOC119657248|XP_037919998.1|HILL
OG0005080	LOC110182786|XP_020806571.1|DSER	LOC119648729|XP_037906472.1|HILL
OG0005081	LOC110189491|XP_020815241.1|DSER	LOC119661287|XP_037926491.1|HILL
OG0005082	LOC110179981|XP_020803230.1|DSER	LOC119647479|XP_037904350.1|HILL
OG0005083	LOC110183237|XP_020807112.1|DSER	LOC119654996|XP_037916594.1|HILL
OG0005084	LOC110188863|XP_020814437.1|DSER	LOC119647800|XP_037904938.1|HILL
OG0005085	LOC110178929|XP_020801879.1|DSER	LOC119649743|XP_037907959.1|HILL
OG0005086	LOC110180046|XP_020803325.1|DSER	LOC119661739|XP_037927133.1|HILL
OG0005087	LOC110190442|XP_020816597.1|DSER	LOC119647770|XP_037904869.1|HILL
OG0005089	LOC110191637|XP_020818187.1|DSER	LOC119659571|XP_037923658.1|HILL
OG0005090	LOC110176260|XP_020798235.1|DSER	LOC119654687|XP_037916125.1|HILL
OG0005091	LOC110182116|XP_020805789.1|DSER	LOC119658460|XP_037921797.1|HILL
OG0005092	LOC110176735|XP_020798837.1|DSER	LOC119650029|XP_037908436.1|HILL
OG0005093	LOC110178938|XP_020801894.1|DSER	LOC119647914|XP_037905164.1|HILL
OG0005094	LOC110177561|XP_020799993.1|DSER	LOC119647708|XP_037904723.1|HILL
OG0005095	LOC110184050|XP_020808084.1|DSER	LOC119661561|XP_037926881.1|HILL
OG0005096	LOC110185584|XP_020810175.1|DSER	LOC119650708|XP_037909640.1|HILL
OG0005097	LOC110189404|XP_020815118.1|DSER	LOC119646415|XP_037902788.1|HILL
OG0005098	LOC110179051|XP_020802073.1|DSER	LOC119650908|XP_037910060.1|HILL
OG0005099	LOC110189454|XP_020815187.1|DSER	LOC119647282|XP_037904103.1|HILL
OG0005100	LOC110189453|XP_020815186.1|DSER	LOC119647280|XP_037904101.1|HILL
OG0005101	LOC110188050|XP_020813259.1|DSER	LOC119646170|XP_037902476.1|HILL
OG0005102	LOC110179208|XP_020802285.1|DSER	LOC119654204|XP_037915338.1|HILL
OG0005103	LOC110191473|XP_020817992.1|DSER	LOC119653642|XP_037914385.1|HILL
OG0005104	LOC110183842|XP_020807852.1|DSER	LOC119653673|XP_037914440.1|HILL
OG0005105	LOC110190368|XP_020816439.1|DSER	LOC119648525|XP_037906221.1|HILL
OG0005106	LOC110185311|XP_020809724.1|DSER	LOC119649404|XP_037907462.1|HILL
OG0005107	LOC110182768|XP_020806546.1|DSER	LOC119649508|XP_037907606.1|HILL
OG0005108	LOC110179278|XP_020802426.1|DSER	LOC119659400|XP_037923401.1|HILL
OG0005109	LOC110181869|XP_020805452.1|DSER	LOC119655626|XP_037917524.1|HILL
OG0005110	LOC110183594|XP_020807567.1|DSER	LOC119649133|XP_037907066.1|HILL
OG0005111	LOC110176256|XP_020798225.1|DSER	LOC119649343|XP_037907377.1|HILL
OG0005112	LOC110187052|XP_020812090.1|DSER	LOC119648658|XP_037906364.1|HILL
OG0005113	LOC110176257|XP_020798227.1|DSER	LOC119648784|XP_037906549.1|HILL
OG0005114	LOC110188826|XP_020814376.1|DSER	LOC119649347|XP_037907383.1|HILL
OG0005115	LOC110182328|XP_020806019.1|DSER	LOC119647279|XP_037904104.1|HILL
OG0005116	LOC110183581|XP_020807551.1|DSER	LOC119649700|XP_037907896.1|HILL
OG0005117	LOC110182463|XP_020806160.1|DSER	LOC119658916|XP_037922659.1|HILL
OG0005118	LOC110183194|XP_020807060.1|DSER	LOC119659093|XP_037922941.1|HILL
OG0005119	LOC110177793|XP_020800341.1|DSER	LOC119658934|XP_037922696.1|HILL
OG0005120	LOC110177623|XP_020800089.1|DSER	LOC119649432|XP_037907508.1|HILL
OG0005121	LOC110187791|XP_020812927.1|DSER, LOC110190051|XP_020816015.1|DSER	LOC119648831|XP_037906621.1|HILL
OG0005122	LOC110191145|XP_020817560.1|DSER	LOC119649699|XP_037907895.1|HILL
OG0005123	LOC110185224|XP_020809614.1|DSER	LOC119648238|XP_037905795.1|HILL
OG0005124	LOC110183603|XP_020807575.1|DSER	LOC119648042|XP_037905405.1|HILL
OG0005125	LOC110183563|XP_020807524.1|DSER	LOC119647834|XP_037905006.1|HILL
OG0005126	LOC110190786|XP_020817083.1|DSER	LOC119650423|XP_037909162.1|HILL
OG0005127	LOC110188889|XP_020814465.1|DSER	LOC119648071|XP_037905473.1|HILL
OG0005128	LOC110189570|XP_020815360.1|DSER	LOC119661261|XP_037926442.1|HILL
OG0005129	LOC110184633|XP_020808888.1|DSER	LOC119650465|XP_037909259.1|HILL
OG0005130	LOC110176725|XP_020798826.1|DSER	LOC119646147|XP_037902432.1|HILL
OG0005131	LOC110176699|XP_020798793.1|DSER	LOC119650318|XP_037908900.1|HILL
OG0005132	LOC110178587|XP_020801425.1|DSER	LOC119649444|XP_037907523.1|HILL
OG0005133	LOC110187354|XP_020812407.1|DSER	LOC119649249|XP_037907244.1|HILL, LOC119649238|XP_037907229.1|HILL
OG0005134	LOC110190570|XP_020816804.1|DSER	LOC119649769|XP_037907997.1|HILL
OG0005135	LOC110188912|XP_020814492.1|DSER	LOC119650307|XP_037908880.1|HILL
OG0005136	LOC110188903|XP_020814483.1|DSER	LOC119648369|XP_037906023.1|HILL
OG0005137	LOC110177328|XP_020799661.1|DSER	LOC119657487|XP_037920340.1|HILL
OG0005138	LOC110176241|XP_020798199.1|DSER	LOC119649583|XP_037907715.1|HILL
OG0005139	LOC110184720|XP_020808999.1|DSER	LOC119649660|XP_037907844.1|HILL
OG0005140	LOC110182334|XP_020806024.1|DSER	LOC119649396|XP_037907449.1|HILL
OG0005141	LOC110188927|XP_020814511.1|DSER	LOC119654387|XP_037915689.1|HILL
OG0005142	LOC110189955|XP_020815903.1|DSER	LOC119648368|XP_037906022.1|HILL
OG0005143	LOC110190404|XP_020816529.1|DSER	LOC119647941|XP_037905219.1|HILL
OG0005144	LOC110190311|XP_020816359.1|DSER	LOC119648656|XP_037906360.1|HILL
OG0005145	LOC110190264|XP_020816289.1|DSER	LOC119649656|XP_037907839.1|HILL
OG0005146	LOC110190771|XP_020817061.1|DSER	LOC119650300|XP_037908866.1|HILL
OG0005147	LOC110190773|XP_020817064.1|DSER	LOC119650302|XP_037908870.1|HILL
OG0005148	LOC110190661|XP_020816921.1|DSER	LOC119647469|XP_037904332.1|HILL
OG0005149	LOC110188129|XP_020813379.1|DSER	LOC119661400|XP_037926655.1|HILL
OG0005150	LOC110188716|XP_020814184.1|DSER	LOC119649675|XP_037907862.1|HILL
OG0005151	LOC110183586|XP_020807558.1|DSER	LOC119648113|XP_037905563.1|HILL
OG0005152	LOC110183556|XP_020807516.1|DSER	LOC119649984|XP_037908354.1|HILL
OG0005154	LOC110183574|XP_020807543.1|DSER	LOC119647516|XP_037904406.1|HILL
OG0005155	LOC110179416|XP_020802603.1|DSER	LOC119650217|XP_037908713.1|HILL
OG0005156	LOC110191031|XP_020817408.1|DSER	LOC119651825|XP_037911544.1|HILL
OG0005157	LOC110177530|XP_020799953.1|DSER	LOC119647924|XP_037905185.1|HILL
OG0005158	LOC110184792|XP_020809090.1|DSER	LOC119649577|XP_037907709.1|HILL
OG0005159	LOC110177589|XP_020800032.1|DSER	LOC119648345|XP_037905968.1|HILL
OG0005160	LOC110185204|XP_020809590.1|DSER	LOC119650199|XP_037908694.1|HILL
OG0005161	LOC110191631|XP_020818179.1|DSER	LOC119646727|XP_037903235.1|HILL
OG0005162	LOC110182646|XP_020806373.1|DSER, LOC110184136|XP_020808206.1|DSER	LOC119659250|XP_037923164.1|HILL
OG0005163	LOC110190213|XP_020816227.1|DSER	LOC119647824|XP_037904990.1|HILL
OG0005164	LOC110179966|XP_020803206.1|DSER	LOC119649730|XP_037907938.1|HILL
OG0005165	LOC110189238|XP_020814880.1|DSER	LOC119653067|XP_037913477.1|HILL
OG0005166	LOC110177105|XP_020799309.1|DSER	LOC119649889|XP_037908207.1|HILL
OG0005167	LOC110177106|XP_020799310.1|DSER	LOC119648190|XP_037905708.1|HILL
OG0005168	LOC110190188|XP_020816195.1|DSER	LOC119648188|XP_037905705.1|HILL
OG0005169	LOC110178684|XP_020801547.1|DSER	LOC119650352|XP_037908962.1|HILL
OG0005170	LOC110178682|XP_020801542.1|DSER	LOC119650350|XP_037908952.1|HILL
OG0005171	LOC110178683|XP_020801546.1|DSER	LOC119650351|XP_037908961.1|HILL
OG0005172	LOC110189480|XP_020815226.1|DSER	LOC119646374|XP_037902738.1|HILL
OG0005173	LOC110189560|XP_020815349.1|DSER	LOC119653388|XP_037913866.1|HILL
OG0005174	LOC110178480|XP_020801280.1|DSER	LOC119646194|XP_037902506.1|HILL
OG0005175	LOC110178446|XP_020801239.1|DSER	LOC119661164|XP_037926308.1|HILL
OG0005176	LOC110178486|XP_020801291.1|DSER	LOC119646505|XP_037902888.1|HILL
OG0005178	LOC110190128|XP_020816110.1|DSER	LOC119650206|XP_037908700.1|HILL
OG0005179	LOC110190027|XP_020815989.1|DSER	LOC119648924|XP_037906758.1|HILL
OG0005180	LOC110191316|XP_020817794.1|DSER	LOC119650168|XP_037908645.1|HILL
OG0005181	LOC110181775|XP_020805308.1|DSER, LOC110188897|XP_020814476.1|DSER	LOC119656687|XP_037919102.1|HILL
OG0005182	LOC110188966|XP_020814569.1|DSER	LOC119655150|XP_037916820.1|HILL
OG0005183	LOC110189779|XP_020815662.1|DSER	LOC119646928|XP_037903537.1|HILL
OG0005184	LOC110180016|XP_020803271.1|DSER	LOC119653678|XP_037914453.1|HILL
OG0005185	LOC110176964|XP_020799130.1|DSER	LOC119657803|XP_037920830.1|HILL
OG0005186	LOC110179331|XP_020802483.1|DSER	LOC119646988|XP_037903627.1|HILL
OG0005187	LOC110189683|XP_020815518.1|DSER	LOC119653915|XP_037915003.1|HILL
OG0005188	LOC110189615|XP_020815412.1|DSER	LOC119661106|XP_037926230.1|HILL
OG0005189	LOC110176005|XP_020797869.1|DSER	LOC119655045|XP_037916659.1|HILL
OG0005190	LOC110189075|XP_020814705.1|DSER	LOC119650183|XP_037908666.1|HILL
OG0005191	LOC110189666|XP_020815474.1|DSER	LOC119660199|XP_037924553.1|HILL
OG0005192	LOC110177923|XP_020800562.1|DSER	LOC119646646|XP_037903088.1|HILL
OG0005193	LOC110177081|XP_020799256.1|DSER	LOC119647004|XP_037903658.1|HILL
OG0005194	LOC110182860|XP_020806659.1|DSER	LOC119660459|XP_037924948.1|HILL
OG0005195	LOC110182742|XP_020806506.1|DSER	LOC119660216|XP_037924579.1|HILL
OG0005196	LOC110184658|XP_020808919.1|DSER	LOC119654299|XP_037915534.1|HILL
OG0005197	LOC110191718|XP_020818298.1|DSER	LOC119660113|XP_037924431.1|HILL
OG0005198	LOC110177475|XP_020799875.1|DSER	LOC119649291|XP_037907313.1|HILL
OG0005199	LOC110182746|XP_020806549.1|DSER	LOC119646818|XP_037903360.1|HILL
OG0005200	LOC110189421|XP_020815141.1|DSER	LOC119648767|XP_037906527.1|HILL
OG0005201	LOC110184040|XP_020808074.1|DSER	LOC119647231|XP_037904008.1|HILL
OG0005202	LOC110188603|XP_020814063.1|DSER	LOC119659373|XP_037923357.1|HILL
OG0005203	LOC110189214|XP_020814845.1|DSER, LOC110176780|XP_020798877.1|DSER	LOC119647771|XP_037904877.1|HILL
OG0005204	LOC110185959|XP_020810636.1|DSER	LOC119652377|XP_037912402.1|HILL
OG0005205	LOC110183797|XP_020807811.1|DSER	LOC119651667|XP_037911288.1|HILL
OG0005206	LOC110181094|XP_020804422.1|DSER	LOC119659287|XP_037923228.1|HILL
OG0005207	LOC110177125|XP_020799356.1|DSER	LOC119659462|XP_037923476.1|HILL
OG0005208	LOC110179985|XP_020803238.1|DSER	LOC119661158|XP_037926302.1|HILL
OG0005209	LOC110185832|XP_020810498.1|DSER	LOC119651948|XP_037911730.1|HILL
OG0005210	LOC110185963|XP_020810641.1|DSER	LOC119651982|XP_037911820.1|HILL
OG0005211	LOC110179826|XP_020803091.1|DSER	LOC119657737|XP_037920711.1|HILL
OG0005212	LOC110191750|XP_020818350.1|DSER, LOC110180594|XP_020803942.1|DSER	LOC119653949|XP_037915041.1|HILL
OG0005213	LOC110183492|XP_020807434.1|DSER	LOC119652591|XP_037912743.1|HILL
OG0005214	LOC110177098|XP_020799292.1|DSER	LOC119647681|XP_037904724.1|HILL
OG0005215	LOC110178121|XP_020800799.1|DSER	LOC119648817|XP_037906602.1|HILL
OG0005216	LOC110181364|XP_020804747.1|DSER	LOC119651164|XP_037910510.1|HILL
OG0005217	LOC110185047|XP_020809368.1|DSER	LOC119650644|XP_037909497.1|HILL
OG0005218	LOC110181424|XP_020804824.1|DSER	LOC119651080|XP_037910348.1|HILL
OG0005219	LOC110188982|XP_020814589.1|DSER	LOC119652007|XP_037911866.1|HILL
OG0005220	LOC110178731|XP_020801613.1|DSER	LOC119647508|XP_037904396.1|HILL
OG0005221	LOC110183772|XP_020807788.1|DSER	LOC119651598|XP_037911176.1|HILL
OG0005222	LOC110184849|XP_020809148.1|DSER, LOC110179785|XP_020803057.1|DSER	LOC119653272|XP_037913822.1|HILL
OG0005223	LOC110185067|XP_020809406.1|DSER	LOC119646923|XP_037903530.1|HILL
OG0005224	LOC110183865|XP_020807877.1|DSER	LOC119651975|XP_037911809.1|HILL
OG0005225	LOC110185558|XP_020810136.1|DSER	LOC119652191|XP_037912062.1|HILL
OG0005226	LOC110176850|XP_020798979.1|DSER	LOC119661440|XP_037926714.1|HILL
OG0005227	LOC110181201|XP_020804541.1|DSER	LOC119646782|XP_037903294.1|HILL
OG0005228	LOC110181208|XP_020804547.1|DSER	LOC119646780|XP_037903292.1|HILL
OG0005229	LOC110177024|XP_020799199.1|DSER	LOC119661611|XP_037926954.1|HILL
OG0005230	LOC110183169|XP_020807020.1|DSER	LOC119652592|XP_037912744.1|HILL
OG0005231	LOC110178142|XP_020800828.1|DSER	LOC119646592|XP_037903013.1|HILL
OG0005232	LOC110185672|XP_020810294.1|DSER	LOC119652329|XP_037912269.1|HILL
OG0005233	LOC110185780|XP_020810442.1|DSER	LOC119650831|XP_037909900.1|HILL
OG0005234	LOC110178685|XP_020801548.1|DSER, LOC110181355|XP_020804738.1|DSER	LOC119653196|XP_037913683.1|HILL
OG0005235	LOC110179888|XP_020803148.1|DSER, LOC110187515|XP_020812569.1|DSER	LOC119646624|XP_037903060.1|HILL
OG0005236	LOC110186089|XP_020810785.1|DSER	LOC119646625|XP_037903061.1|HILL
OG0005237	LOC110185800|XP_020810462.1|DSER	LOC119661701|XP_037927076.1|HILL
OG0005238	LOC110185986|XP_020810668.1|DSER	LOC119661751|XP_037927149.1|HILL
OG0005239	LOC110182248|XP_020805923.1|DSER, LOC110178430|XP_020801223.1|DSER	LOC119648871|XP_037906690.1|HILL
OG0005240	LOC110183332|XP_020807238.1|DSER	LOC119651591|XP_037911168.1|HILL
OG0005241	LOC110186102|XP_020810806.1|DSER	LOC119647642|XP_037904636.1|HILL
OG0005242	LOC110183413|XP_020807349.1|DSER	LOC119646362|XP_037902727.1|HILL
OG0005243	LOC110176952|XP_020799113.1|DSER	LOC119650888|XP_037909996.1|HILL
OG0005244	LOC110186715|XP_020811645.1|DSER	LOC119659971|XP_037924261.1|HILL
OG0005245	LOC110177146|XP_020799383.1|DSER	LOC119659377|XP_037923365.1|HILL
OG0005246	LOC110187554|XP_020812602.1|DSER	LOC119654661|XP_037916080.1|HILL
OG0005247	LOC110181125|XP_020804456.1|DSER	LOC119652677|XP_037912879.1|HILL
OG0005248	LOC110188688|XP_020814150.1|DSER	LOC119661189|XP_037926338.1|HILL
OG0005249	LOC110189426|XP_020815153.1|DSER	LOC119659784|XP_037923978.1|HILL
OG0005250	LOC110182747|XP_020806516.1|DSER	LOC119653244|XP_037913772.1|HILL
OG0005251	LOC110183300|XP_020807197.1|DSER	LOC119650691|XP_037909591.1|HILL
OG0005252	LOC110181346|XP_020804727.1|DSER	LOC119652698|XP_037912905.1|HILL
OG0005253	LOC110187442|XP_020812490.1|DSER	LOC119653918|XP_037915002.1|HILL
OG0005254	LOC110185975|XP_020810656.1|DSER	LOC119652945|XP_037913264.1|HILL
OG0005255	LOC110185953|XP_020810631.1|DSER	LOC119652772|XP_037913008.1|HILL
OG0005256	LOC110188776|XP_020814277.1|DSER	LOC119651464|XP_037910999.1|HILL
OG0005257	LOC110183852|XP_020807861.1|DSER	LOC119651462|XP_037910996.1|HILL
OG0005258	LOC110183746|XP_020807760.1|DSER	LOC119650950|XP_037910112.1|HILL
OG0005259	LOC110185604|XP_020810206.1|DSER	LOC119651157|XP_037910493.1|HILL
OG0005260	LOC110185605|XP_020810209.1|DSER	LOC119651290|XP_037910735.1|HILL
OG0005261	LOC110183388|XP_020807314.1|DSER	LOC119652376|XP_037912401.1|HILL
OG0005262	LOC110187382|XP_020812429.1|DSER	LOC119660828|XP_037925616.1|HILL
OG0005263	LOC110185709|XP_020810343.1|DSER	LOC119652237|XP_037912138.1|HILL
OG0005264	LOC110187784|XP_020812913.1|DSER	LOC119652238|XP_037912141.1|HILL
OG0005265	LOC110181384|XP_020804774.1|DSER	LOC119659362|XP_037923341.1|HILL, LOC119647794|XP_037904924.1|HILL, LOC119647652|XP_037904649.1|HILL
OG0005266	LOC110185600|XP_020810202.1|DSER	LOC119650604|XP_037909392.1|HILL
OG0005267	LOC110184913|XP_020809217.1|DSER	LOC119656067|XP_037918276.1|HILL
OG0005268	LOC110184912|XP_020809216.1|DSER	LOC119653031|XP_037913408.1|HILL
OG0005269	LOC110184916|XP_020809220.1|DSER	LOC119661467|XP_037926756.1|HILL
OG0005270	LOC110183151|XP_020807000.1|DSER	LOC119646458|XP_037902836.1|HILL
OG0005271	LOC110183813|XP_020807824.1|DSER	LOC119647674|XP_037904683.1|HILL
OG0005272	LOC110183814|XP_020807825.1|DSER	LOC119653757|XP_037914621.1|HILL
OG0005273	LOC110183822|XP_020807833.1|DSER	LOC119659425|XP_037923437.1|HILL
OG0005274	LOC110183176|XP_020807027.1|DSER	LOC119661672|XP_037927037.1|HILL
OG0005275	LOC110183373|XP_020807294.1|DSER	LOC119654665|XP_037916089.1|HILL
OG0005276	LOC110187538|XP_020812590.1|DSER	LOC119647187|XP_037903927.1|HILL
OG0005277	LOC110187563|XP_020812610.1|DSER	LOC119647029|XP_037903699.1|HILL
OG0005278	LOC110182863|XP_020806664.1|DSER	LOC119651932|XP_037911697.1|HILL
OG0005279	LOC110185869|XP_020810538.1|DSER	LOC119651213|XP_037910592.1|HILL
OG0005280	LOC110185540|XP_020810106.1|DSER	LOC119661544|XP_037926857.1|HILL
OG0005281	LOC110184946|XP_020809251.1|DSER	LOC119646951|XP_037903572.1|HILL
OG0005282	LOC110187650|XP_020812717.1|DSER	LOC119661537|XP_037926844.1|HILL
OG0005283	LOC110188722|XP_020814198.1|DSER	LOC119650014|XP_037908416.1|HILL
OG0005284	LOC110187429|XP_020812476.1|DSER	LOC119649421|XP_037907493.1|HILL
OG0005285	LOC110187437|XP_020812487.1|DSER	LOC119646914|XP_037903888.1|HILL
OG0005286	LOC110186115|XP_020810822.1|DSER	LOC119646689|XP_037903179.1|HILL
OG0005287	LOC110185993|XP_020810679.1|DSER	LOC119661172|XP_037926317.1|HILL
OG0005288	LOC110182679|XP_020806425.1|DSER	LOC119646708|XP_037903214.1|HILL
OG0005289	LOC110182854|XP_020806650.1|DSER, LOC110182856|XP_020806652.1|DSER	LOC119658720|XP_037922302.1|HILL
OG0005290	LOC110177245|XP_020799548.1|DSER	LOC119646721|XP_037903228.1|HILL
OG0005291	LOC110185745|XP_020810400.1|DSER	LOC119653086|XP_037913508.1|HILL
OG0005292	LOC110185743|XP_020810398.1|DSER	LOC119653225|XP_037913733.1|HILL
OG0005293	LOC110185899|XP_020810572.1|DSER	LOC119652192|XP_037912063.1|HILL
OG0005294	LOC110184995|XP_020809306.1|DSER	LOC119656139|XP_037918400.1|HILL
OG0005295	LOC110186101|XP_020810805.1|DSER	LOC119652564|XP_037912700.1|HILL
OG0005296	LOC110187693|XP_020812785.1|DSER	LOC119653099|XP_037913535.1|HILL
OG0005297	LOC110183866|XP_020807878.1|DSER	LOC119646264|XP_037902595.1|HILL
OG0005298	LOC110177870|XP_020800485.1|DSER	LOC119650593|XP_037909370.1|HILL
OG0005299	LOC110189025|XP_020814647.1|DSER	LOC119651761|XP_037911427.1|HILL
OG0005300	LOC110184333|XP_020808488.1|DSER	LOC119659174|XP_037923061.1|HILL
OG0005301	LOC110183193|XP_020807058.1|DSER	LOC119652601|XP_037912758.1|HILL
OG0005302	LOC110180267|XP_020803582.1|DSER	LOC119650681|XP_037909572.1|HILL
OG0005303	LOC110179886|XP_020803146.1|DSER, LOC110187495|XP_020812544.1|DSER	LOC119658595|XP_037921987.1|HILL
OG0005304	LOC110185042|XP_020809354.1|DSER	LOC119651646|XP_037911249.1|HILL
OG0005305	LOC110182862|XP_020806663.1|DSER	LOC119646930|XP_037903542.1|HILL
OG0005306	LOC110184868|XP_020809173.1|DSER	LOC119651384|XP_037910891.1|HILL
OG0005307	LOC110183175|XP_020807025.1|DSER	LOC119651688|XP_037911320.1|HILL
OG0005308	LOC110183387|XP_020807313.1|DSER	LOC119650845|XP_037909918.1|HILL
OG0005309	LOC110183758|XP_020807775.1|DSER	LOC119654679|XP_037916110.1|HILL
OG0005310	LOC110177041|XP_020799217.1|DSER	LOC119647787|XP_037904906.1|HILL
OG0005311	LOC110183915|XP_020807917.1|DSER	LOC119646262|XP_037902592.1|HILL
OG0005312	LOC110182596|XP_020806310.1|DSER	LOC119646717|XP_037903224.1|HILL
OG0005313	LOC110183295|XP_020807188.1|DSER	LOC119647473|XP_037904343.1|HILL
OG0005314	LOC110184961|XP_020809268.1|DSER	LOC119656543|XP_037918831.1|HILL
OG0005315	LOC110187493|XP_020812541.1|DSER	LOC119656035|XP_037918233.1|HILL
OG0005316	LOC110182899|XP_020806713.1|DSER	LOC119661640|XP_037926996.1|HILL
OG0005317	LOC110184863|XP_020809167.1|DSER	LOC119657812|XP_037920850.1|HILL
OG0005318	LOC110188772|XP_020814267.1|DSER	LOC119652166|XP_037912040.1|HILL
OG0005319	LOC110185648|XP_020810265.1|DSER	LOC119653237|XP_037913764.1|HILL
OG0005320	LOC110185815|XP_020810480.1|DSER	LOC119650698|XP_037909612.1|HILL
OG0005321	LOC110183417|XP_020807353.1|DSER	LOC119656143|XP_037918403.1|HILL
OG0005322	LOC110181293|XP_020804673.1|DSER	LOC119654989|XP_037916581.1|HILL
OG0005323	LOC110183795|XP_020807809.1|DSER	LOC119651991|XP_037911836.1|HILL
OG0005324	LOC110177878|XP_020800502.1|DSER	LOC119651052|XP_037910306.1|HILL
OG0005325	LOC110186106|XP_020810812.1|DSER	LOC119651220|XP_037910603.1|HILL
