Orthogroup	DSIM.longest_only	BCOP.longest_only
OG0005088	LOC6733933|XP_039147400.1|DSIM	LOC119081623|XP_037046566.1|BCOP
OG0005089	LOC6733935|XP_002080979.1|DSIM	LOC119081622|XP_037046565.1|BCOP
OG0005090	LOC6735251|XP_002082224.1|DSIM	LOC119078736|XP_037042313.1|BCOP
OG0005091	LOC6734204|XP_039148067.1|DSIM	LOC119074079|XP_037035920.1|BCOP
OG0005092	LOC6737166|XP_002084012.1|DSIM	LOC119080297|XP_037044466.1|BCOP
OG0005093	LOC6738745|XP_016032556.1|DSIM	LOC119073538|XP_037034978.1|BCOP
OG0005094	LOC6736653|XP_039149939.1|DSIM	LOC119079921|XP_037043911.1|BCOP
OG0005095	LOC6736149|XP_016029535.1|DSIM	LOC119073356|XP_037034653.1|BCOP
OG0005096	LOC6730790|XP_002077958.1|DSIM	LOC119084417|XP_037050285.1|BCOP
OG0005098	LOC6736092|XP_016029486.1|DSIM	LOC119073864|XP_037035626.1|BCOP
OG0005099	LOC6736135|XP_002083035.1|DSIM	LOC119080633|XP_037044937.1|BCOP
OG0005100	LOC6736136|XP_016029525.1|DSIM	LOC119066591|XP_037025080.1|BCOP
OG0005101	LOC6727374|XP_002102759.1|DSIM	LOC119074464|XP_037036500.1|BCOP
OG0005102	LOC6735474|XP_016028781.1|DSIM	LOC119066109|XP_037024286.1|BCOP
OG0005103	LOC6735983|XP_002082892.1|DSIM	LOC119079440|XP_037043248.1|BCOP
OG0005104	LOC6731519|XP_002078667.1|DSIM	LOC119079442|XP_037043250.1|BCOP
OG0005105	LOC6738448|XP_002085255.1|DSIM	LOC119081464|XP_037046348.1|BCOP
OG0005106	LOC6736537|XP_039150056.1|DSIM	LOC119077367|XP_037040448.1|BCOP
OG0005107	LOC6736579|XP_002083441.1|DSIM	LOC119080045|XP_037044142.1|BCOP, LOC119080631|XP_037044933.1|BCOP
OG0005108	LOC6734442|XP_002081462.1|DSIM	LOC119081331|XP_037046016.1|BCOP
OG0005109	LOC6725663|XP_002106669.2|DSIM	LOC119071266|XP_037032021.1|BCOP
OG0005110	LOC6738354|XP_002085164.2|DSIM	LOC119073753|XP_037035307.1|BCOP
OG0005111	LOC6736920|XP_016030566.1|DSIM	LOC119073619|XP_037035096.1|BCOP
OG0005112	LOC6736310|XP_002083194.1|DSIM	LOC119065986|XP_037024091.1|BCOP
OG0005113	LOC6736919|XP_016030570.1|DSIM	LOC119073658|XP_037035156.1|BCOP
OG0005114	LOC6736467|XP_002083338.1|DSIM	LOC119072473|XP_037033595.1|BCOP
OG0005115	LOC6731023|XP_016023512.1|DSIM	LOC119074317|XP_037036269.1|BCOP
OG0005116	LOC6738378|XP_002085187.1|DSIM	LOC119081577|XP_037046506.1|BCOP
OG0005117	LOC6739933|XP_039152697.1|DSIM	LOC119072611|XP_037033764.1|BCOP, LOC119081860|XP_037046986.1|BCOP
OG0005118	LOC6731695|XP_002078831.2|DSIM	LOC119073554|XP_037035005.1|BCOP
OG0005119	LOC6734599|XP_016027731.1|DSIM	LOC119073431|XP_037034799.1|BCOP
OG0005120	LOC6736416|XP_016029919.1|DSIM	LOC119080639|XP_037044947.1|BCOP
OG0005121	LOC6738694|XP_002085496.1|DSIM	LOC119077502|XP_037040622.1|BCOP
OG0005122	LOC6737909|XP_016031684.1|DSIM	LOC119077508|XP_037040635.1|BCOP
OG0005123	LOC6738591|XP_002085395.1|DSIM	LOC119079514|XP_037043374.1|BCOP
OG0005124	LOC6738368|XP_039149611.1|DSIM	LOC119079415|XP_037043217.1|BCOP
OG0005125	LOC6738370|XP_039149596.1|DSIM	LOC119081261|XP_037045892.1|BCOP
OG0005126	LOC6737279|XP_016030996.1|DSIM	LOC119081721|XP_037046758.1|BCOP
OG0005127	LOC6736442|XP_002083313.1|DSIM	LOC119080607|XP_037044902.1|BCOP
OG0005128	LOC6734250|XP_016027300.1|DSIM	LOC119075477|XP_037037827.1|BCOP
OG0005129	LOC6738860|XP_016032683.1|DSIM	LOC119085946|XP_037052395.1|BCOP
OG0005130	LOC6738904|XP_002085699.1|DSIM	LOC119077598|XP_037040704.1|BCOP
OG0005131	LOC6737142|XP_016030768.1|DSIM	LOC119073312|XP_037034599.1|BCOP
OG0005132	LOC6737612|XP_002084444.1|DSIM	LOC119074817|XP_037037003.1|BCOP
OG0005133	LOC6736619|XP_016030206.1|DSIM	LOC119077869|XP_037041113.1|BCOP
OG0005134	LOC6737836|XP_016031610.2|DSIM	LOC119079839|XP_037043796.1|BCOP
OG0005135	LOC27206271|XP_016029927.1|DSIM	LOC119079897|XP_037043881.1|BCOP
OG0005136	LOC6736426|XP_016029930.1|DSIM	LOC119075700|XP_037038124.1|BCOP
OG0005137	LOC27207840|XP_016036565.1|DSIM	LOC119080665|XP_037044986.1|BCOP
OG0005138	LOC6736898|XP_002083751.1|DSIM	LOC119074120|XP_037035999.1|BCOP
OG0005139	LOC6736962|XP_016030601.1|DSIM	LOC119076669|XP_037039458.1|BCOP
OG0005140	LOC6731024|XP_002078185.1|DSIM	LOC119077162|XP_037040247.1|BCOP
OG0005141	LOC6734701|XP_039147840.1|DSIM	LOC119074510|XP_037036565.1|BCOP
OG0005142	LOC6737325|XP_002084163.1|DSIM	LOC119084882|XP_037050923.1|BCOP
OG0005143	LOC6737318|XP_016031039.1|DSIM	LOC119080464|XP_037044730.1|BCOP
OG0005145	LOC6737322|XP_002084160.1|DSIM	LOC119073956|XP_037035740.1|BCOP
OG0005147	LOC6738995|XP_016032822.1|DSIM	LOC119066850|XP_037025412.1|BCOP
OG0005148	LOC6737415|XP_016031175.1|DSIM	LOC119081290|XP_037045947.1|BCOP
OG0005149	LOC6734986|XP_002081968.1|DSIM	LOC119079582|XP_037043468.1|BCOP
OG0005150	LOC6738312|XP_002085122.1|DSIM	LOC119081064|XP_037045675.1|BCOP
OG0005151	LOC6736759|XP_002083615.2|DSIM	LOC119073562|XP_037035013.1|BCOP
OG0005152	LOC6736755|XP_002083611.1|DSIM	LOC119073647|XP_037035140.1|BCOP
OG0005153	LOC6736753|XP_002083609.1|DSIM	LOC119080243|XP_037044387.1|BCOP
OG0005154	LOC6736751|XP_016030376.1|DSIM	LOC119073443|XP_037034827.1|BCOP
OG0005156	LOC6727239|XP_002102631.1|DSIM	LOC119069958|XP_037030084.1|BCOP
OG0005157	LOC6735686|XP_016029057.1|DSIM	LOC119073348|XP_037034637.1|BCOP
OG0005158	LOC6737002|XP_016030628.1|DSIM	LOC119073422|XP_037034762.1|BCOP
OG0005159	LOC6738345|XP_016032191.2|DSIM	LOC119073666|XP_037035165.1|BCOP
OG0005160	LOC6739659|XP_002076553.1|DSIM	LOC119079633|XP_037043542.1|BCOP
OG0005161	LOC6739516|XP_016029406.1|DSIM	LOC119073580|XP_037035044.1|BCOP
OG0005162	LOC6725514|XP_002106527.1|DSIM	LOC119077712|XP_037040886.1|BCOP
OG0005163	LOC6739106|XP_002085899.1|DSIM	LOC119069179|XP_037029003.1|BCOP
OG0005164	LOC27209466|XP_016031585.1|DSIM	LOC119080839|XP_037045295.1|BCOP
OG0005165	LOC6733237|XP_016026117.1|DSIM	LOC119081626|XP_037046571.1|BCOP
OG0005166	LOC6726803|XP_002102210.1|DSIM	LOC119081574|XP_037046504.1|BCOP
OG0005167	LOC6726802|XP_002102209.2|DSIM	LOC119081575|XP_037046505.1|BCOP
OG0005168	LOC6738414|XP_002085223.2|DSIM	LOC119080667|XP_037044993.1|BCOP
OG0005169	LOC6736717|XP_016030329.1|DSIM	LOC119080081|XP_037044196.1|BCOP
OG0005170	LOC6736716|XP_016030326.1|DSIM	LOC119080030|XP_037044107.1|BCOP
OG0005171	LOC6736715|XP_002083571.1|DSIM	LOC119080051|XP_037044152.1|BCOP
OG0005172	LOC6735560|XP_016028897.1|DSIM	LOC119073980|XP_037035784.1|BCOP
OG0005173	LOC6733289|XP_002080352.3|DSIM	LOC119075199|XP_037037487.1|BCOP
OG0005174	LOC6735889|XP_016029244.1|DSIM	LOC119079624|XP_037043516.1|BCOP
OG0005175	LOC6735870|XP_002082780.2|DSIM	LOC119079587|XP_037043472.1|BCOP
OG0005176	LOC6735158|XP_016028438.1|DSIM	LOC119083615|XP_037049247.1|BCOP
OG0005177	LOC6735872|XP_016029235.1|DSIM	LOC119079599|XP_037043487.1|BCOP
OG0005178	LOC6737290|XP_002084130.1|DSIM	LOC119069207|XP_037029074.1|BCOP
OG0005179	LOC6737307|XP_002084147.2|DSIM	LOC119073285|XP_037034564.1|BCOP
OG0005180	LOC6736364|XP_016029857.1|DSIM	LOC119083646|XP_037049310.1|BCOP
OG0005181	LOC6726132|XP_016039646.1|DSIM	LOC119066599|XP_037025050.1|BCOP
OG0005182	LOC6733679|XP_016026650.1|DSIM	LOC119073822|XP_037035501.1|BCOP
OG0005183	LOC6733870|XP_016026892.1|DSIM	LOC119073873|XP_037035639.1|BCOP
OG0005184	LOC6733867|XP_039147390.1|DSIM	LOC119069021|XP_037028791.1|BCOP
OG0005185	LOC6733694|XP_016026666.1|DSIM	LOC119073879|XP_037035654.1|BCOP
OG0005186	LOC6733982|XP_016027015.1|DSIM	LOC119075486|XP_037037834.1|BCOP
OG0005187	LOC6733290|XP_039147935.1|DSIM	LOC119083967|XP_037049667.1|BCOP, LOC119081341|XP_037046035.1|BCOP
OG0005188	LOC6735118|XP_016028393.1|DSIM	LOC119073391|XP_037034712.1|BCOP
OG0005189	LOC6726438|XP_016039996.1|DSIM	LOC119070199|XP_037030390.1|BCOP
OG0005190	LOC6737191|XP_002084037.2|DSIM	LOC119076736|XP_037039552.1|BCOP
OG0005191	LOC6727837|XP_016034423.1|DSIM	LOC119082156|XP_037047454.1|BCOP
OG0005192	LOC6735026|XP_016028300.1|DSIM	LOC119079969|XP_037044003.1|BCOP
OG0005193	LOC6733698|XP_039147806.1|DSIM	LOC119079965|XP_037043974.1|BCOP
OG0005194	LOC6735409|XP_039147352.1|DSIM	LOC119081552|XP_037046470.1|BCOP
OG0005195	LOC6733405|XP_002080462.2|DSIM	LOC119080586|XP_037044874.1|BCOP
OG0005196	LOC6738839|XP_002085639.1|DSIM	LOC119082799|XP_037048340.1|BCOP
OG0005197	LOC6739518|XP_016029419.1|DSIM	LOC119080462|XP_037044729.1|BCOP
OG0005198	LOC6737854|XP_002084682.3|DSIM	LOC119080707|XP_037045062.1|BCOP
OG0005199	LOC6734631|XP_002081639.1|DSIM	LOC119073533|XP_037034969.1|BCOP
OG0005200	LOC6734898|XP_002081895.1|DSIM	LOC119072421|XP_037033534.1|BCOP
OG0005201	LOC6736166|XP_002083066.1|DSIM	LOC119081756|XP_037046838.1|BCOP
OG0005202	LOC27208914|XP_016026360.1|DSIM	LOC119079952|XP_037043958.1|BCOP
OG0005203	LOC6734461|XP_039147503.1|DSIM	LOC119071140|XP_037031732.1|BCOP
OG0005204	LOC6731258|XP_016023814.1|DSIM	LOC119066263|XP_037024512.1|BCOP
OG0005205	LOC6730860|XP_016023286.1|DSIM	LOC119081957|XP_037047147.1|BCOP
OG0005206	LOC6735895|XP_002082805.1|DSIM	LOC119081540|XP_037046439.1|BCOP
OG0005207	LOC6733714|XP_002080761.2|DSIM	LOC119084872|XP_037050906.1|BCOP
OG0005208	LOC27207579|XP_039147861.1|DSIM	LOC119074500|XP_037036551.1|BCOP
OG0005209	LOC6732387|XP_002079508.3|DSIM	LOC119085259|XP_037051502.1|BCOP
OG0005210	LOC6732386|XP_039151677.1|DSIM	LOC119085245|XP_037051469.1|BCOP
OG0005211	LOC6739101|XP_016032942.1|DSIM	LOC119080134|XP_037044247.1|BCOP
OG0005212	LOC27207041|XP_016029418.1|DSIM	LOC119073775|XP_037035337.1|BCOP
OG0005213	LOC6725301|XP_002106319.1|DSIM	LOC119078963|XP_037042608.1|BCOP
OG0005214	LOC6731431|XP_016024054.1|DSIM	LOC119075622|XP_037037994.1|BCOP
OG0005215	LOC6730909|XP_016023340.1|DSIM	LOC119066954|XP_037025571.1|BCOP
OG0005216	LOC6732811|XP_002079924.1|DSIM	LOC119074300|XP_037036259.1|BCOP
OG0005217	LOC6733089|XP_039146949.1|DSIM	LOC119071633|XP_037032490.1|BCOP
OG0005218	LOC6731582|XP_016024258.1|DSIM	LOC119079274|XP_037042951.1|BCOP
OG0005219	LOC6733663|XP_002080710.1|DSIM	LOC119067509|XP_037026416.1|BCOP
OG0005220	LOC6736358|XP_002083234.1|DSIM	LOC119079920|XP_037043910.1|BCOP
OG0005221	LOC6731607|XP_002078748.2|DSIM	LOC119076588|XP_037039322.1|BCOP
OG0005222	LOC6732580|XP_039154548.1|DSIM	LOC119072234|XP_037033302.1|BCOP
OG0005223	LOC6732200|XP_002079329.1|DSIM	LOC119079446|XP_037043255.1|BCOP
OG0005224	LOC6731542|XP_039154529.1|DSIM	LOC119082107|XP_037047377.1|BCOP
OG0005225	LOC6739181|XP_002076092.2|DSIM	LOC119078510|XP_037041966.1|BCOP
OG0005226	LOC6731428|XP_016024045.1|DSIM	LOC119079031|XP_037042710.1|BCOP
OG0005227	LOC6732502|XP_016025159.1|DSIM	LOC119079115|XP_037042835.1|BCOP
OG0005228	LOC6732503|XP_002079623.2|DSIM	LOC119079083|XP_037042788.1|BCOP
OG0005229	LOC6730502|XP_016022952.1|DSIM	LOC119066344|XP_037024652.1|BCOP
OG0005230	LOC6731943|XP_016024607.1|DSIM	LOC119066332|XP_037024626.1|BCOP
OG0005231	LOC6730399|XP_002077580.1|DSIM	LOC119066347|XP_037024658.1|BCOP
OG0005232	LOC6730775|XP_016023193.1|DSIM	LOC119081949|XP_037047129.1|BCOP
OG0005233	LOC6732381|XP_002079502.1|DSIM	LOC119081990|XP_037047205.1|BCOP
OG0005234	LOC27206202|XP_039150766.1|DSIM	LOC119085147|XP_037051324.1|BCOP
OG0005235	LOC6732707|XP_002079821.1|DSIM	LOC119066465|XP_037024866.1|BCOP
OG0005236	LOC6730953|XP_016023414.1|DSIM	LOC119066466|XP_037024867.1|BCOP
OG0005237	LOC6730950|XP_016023411.1|DSIM	LOC119066457|XP_037024857.1|BCOP
OG0005239	LOC6730669|XP_016023109.1|DSIM	LOC119077090|XP_037040144.1|BCOP
OG0005240	LOC6731802|XP_016024486.1|DSIM	LOC119077009|XP_037040017.1|BCOP
OG0005241	LOC6730539|XP_039150708.1|DSIM	LOC119070764|XP_037031134.1|BCOP
OG0005242	LOC27207753|XP_016024549.1|DSIM	LOC119066966|XP_037025592.1|BCOP
OG0005243	LOC6730503|XP_002077684.1|DSIM	LOC119066134|XP_037024320.1|BCOP
OG0005244	LOC6728320|XP_016034955.1|DSIM	LOC119069071|XP_037028847.1|BCOP
OG0005245	LOC6727032|XP_002102430.1|DSIM	LOC119076822|XP_037039711.1|BCOP
OG0005246	LOC6730455|XP_002077636.1|DSIM	LOC119082565|XP_037047990.1|BCOP
OG0005247	LOC6739497|XP_016029251.1|DSIM	LOC119073462|XP_037034861.1|BCOP
OG0005248	LOC6728007|XP_016034605.1|DSIM	LOC119075864|XP_037038317.1|BCOP
OG0005249	LOC6727613|XP_016034202.1|DSIM	LOC119077637|XP_037040753.1|BCOP
OG0005250	LOC6733065|XP_016025766.1|DSIM	LOC119085246|XP_037051471.1|BCOP
OG0005251	LOC6731783|XP_016024474.1|DSIM	LOC119078722|XP_037042289.1|BCOP
OG0005252	LOC27209277|XP_016025494.1|DSIM	LOC119072745|XP_037033925.1|BCOP
OG0005253	LOC6733039|XP_016025729.1|DSIM	LOC119082330|XP_037047732.1|BCOP
OG0005254	LOC6732836|XP_002079949.2|DSIM	LOC119085884|XP_037052294.1|BCOP
OG0005255	LOC6732835|XP_016025560.1|DSIM	LOC119072789|XP_037033980.1|BCOP
OG0005256	LOC6740415|XP_002077271.1|DSIM	LOC119085976|XP_037052434.1|BCOP
OG0005257	LOC27206517|XP_016024189.1|DSIM	LOC119073781|XP_037035352.1|BCOP
OG0005258	LOC6731629|XP_002078769.2|DSIM	LOC119081935|XP_037047085.1|BCOP
OG0005259	LOC6732315|XP_002079443.2|DSIM	LOC119081953|XP_037047142.1|BCOP
OG0005260	LOC6732317|XP_016024980.1|DSIM	LOC119067376|XP_037026192.1|BCOP
OG0005261	LOC6731840|XP_016024524.1|DSIM	LOC119067374|XP_037026190.1|BCOP
OG0005262	LOC6731065|XP_002078224.1|DSIM	LOC119081048|XP_037045647.1|BCOP
OG0005263	LOC6732828|XP_016025552.1|DSIM	LOC119076976|XP_037039965.1|BCOP
OG0005264	LOC6727702|XP_016034278.1|DSIM	LOC119076985|XP_037039984.1|BCOP
OG0005265	LOC6732824|XP_016025546.1|DSIM	LOC119067102|XP_037025760.1|BCOP
OG0005266	LOC6732452|XP_002079572.1|DSIM	LOC119076250|XP_037038811.1|BCOP
OG0005267	LOC6730735|XP_002077903.1|DSIM	LOC119084575|XP_037050525.1|BCOP
OG0005268	LOC6730736|XP_002077904.1|DSIM	LOC119075654|XP_037038047.1|BCOP
OG0005269	LOC6730753|XP_039150043.1|DSIM	LOC119081692|XP_037046684.1|BCOP
OG0005270	LOC6731957|XP_002079092.1|DSIM	LOC119084573|XP_037050523.1|BCOP
OG0005271	LOC6732757|XP_016025478.1|DSIM	LOC119084563|XP_037050472.1|BCOP
OG0005272	LOC6732755|XP_002079868.1|DSIM	LOC119084565|XP_037050477.1|BCOP
OG0005273	LOC6731491|XP_002078640.1|DSIM	LOC119084591|XP_037050532.1|BCOP
OG0005274	LOC6731953|XP_039154573.1|DSIM	LOC119084592|XP_037050533.1|BCOP
OG0005275	LOC6731760|XP_016024441.1|DSIM	LOC119082059|XP_037047285.1|BCOP
OG0005276	LOC6730896|XP_016023322.1|DSIM	LOC119081894|XP_037047016.1|BCOP
OG0005277	LOC6730907|XP_016023339.1|DSIM	LOC119079740|XP_037043701.1|BCOP, LOC119082122|XP_037047401.1|BCOP
OG0005278	LOC6735415|XP_002082357.1|DSIM	LOC119068655|XP_037028228.1|BCOP
OG0005279	LOC6731170|XP_016023718.1|DSIM	LOC119078697|XP_037042254.1|BCOP
OG0005280	LOC6730527|XP_002077706.2|DSIM	LOC119066378|XP_037024702.1|BCOP
OG0005281	LOC6730708|XP_016023143.1|DSIM	LOC119078720|XP_037042288.1|BCOP, LOC119077382|XP_037040473.1|BCOP
OG0005282	LOC6726874|XP_002102276.1|DSIM	LOC119074009|XP_037035837.1|BCOP
OG0005283	LOC6729328|XP_016035965.1|DSIM	LOC119081418|XP_037046214.1|BCOP
OG0005284	LOC6733055|XP_016025737.2|DSIM	LOC119085819|XP_037052208.1|BCOP
OG0005285	LOC6733056|XP_002080134.1|DSIM	LOC119085820|XP_037052211.1|BCOP
OG0005286	LOC6730530|XP_039147280.1|DSIM	LOC119085849|XP_037052250.1|BCOP
OG0005287	LOC6730531|XP_002077710.1|DSIM	LOC119085823|XP_037052214.1|BCOP
OG0005288	LOC27206544|XP_039147201.1|DSIM	LOC119072563|XP_037033698.1|BCOP
OG0005289	LOC6725079|XP_039147446.1|DSIM	LOC119078844|XP_037042444.1|BCOP
OG0005290	LOC6726829|XP_016033335.1|DSIM	LOC119078576|XP_037042047.1|BCOP
OG0005291	LOC6732184|XP_002079313.1|DSIM	LOC119075667|XP_037038074.1|BCOP
OG0005292	LOC6732186|XP_016024869.1|DSIM	LOC119072729|XP_037033898.1|BCOP
OG0005293	LOC6732397|XP_002079518.2|DSIM	LOC119072740|XP_037033916.1|BCOP
OG0005294	LOC6732058|XP_002079190.1|DSIM	LOC119085940|XP_037052388.1|BCOP
OG0005295	LOC6732183|XP_039154315.1|DSIM	LOC119072361|XP_037033445.1|BCOP
OG0005296	LOC6726862|XP_016033364.1|DSIM	LOC119072818|XP_037034008.1|BCOP
OG0005297	LOC6731528|XP_016024202.1|DSIM	LOC119082321|XP_037047716.1|BCOP
OG0005298	LOC6731669|XP_002078809.1|DSIM	LOC119078422|XP_037041825.1|BCOP
OG0005299	LOC6730093|XP_002105386.1|DSIM	LOC119069589|XP_037029574.1|BCOP
OG0005300	LOC6725387|XP_016038461.1|DSIM	LOC119078562|XP_037042026.1|BCOP
OG0005301	LOC27206512|XP_016024373.1|DSIM	LOC119076221|XP_037038767.1|BCOP
OG0005302	LOC6734021|XP_016027043.2|DSIM	LOC119076831|XP_037039730.1|BCOP
OG0005303	LOC6732709|XP_002079823.1|DSIM	LOC119084699|XP_037050670.1|BCOP
OG0005304	LOC120284730|XP_039149215.1|DSIM, LOC6731215|XP_039149008.1|DSIM	LOC119084792|XP_037050752.1|BCOP
OG0005305	LOC6735414|XP_039147350.1|DSIM	LOC119073825|XP_037035514.1|BCOP
OG0005306	LOC6732555|XP_002079674.1|DSIM	LOC119078668|XP_037042220.1|BCOP
OG0005307	LOC6731938|XP_016024601.1|DSIM	LOC119078680|XP_037042233.1|BCOP
OG0005308	LOC6731843|XP_016024525.1|DSIM	LOC119072574|XP_037033716.1|BCOP
OG0005309	LOC6730845|XP_016023263.1|DSIM	LOC119075524|XP_037037888.1|BCOP
OG0005310	LOC6731474|XP_002078623.1|DSIM	LOC119082829|XP_037048377.1|BCOP
OG0005311	LOC6732119|XP_002079251.2|DSIM	LOC119080719|XP_037045098.1|BCOP
OG0005312	LOC6732156|XP_016024836.1|DSIM	LOC119078701|XP_037042259.1|BCOP
OG0005313	LOC6731765|XP_016024446.1|DSIM	LOC119070941|XP_037031381.1|BCOP
OG0005314	LOC6732041|XP_016024728.1|DSIM	LOC119072393|XP_037033501.1|BCOP
OG0005316	LOC6735413|XP_016028730.1|DSIM	LOC119080048|XP_037044148.1|BCOP
OG0005317	LOC6732550|XP_016025204.1|DSIM	LOC119078425|XP_037041829.1|BCOP
OG0005318	LOC6733134|XP_016025846.1|DSIM	LOC119082743|XP_037048219.1|BCOP
OG0005319	LOC6732399|XP_016025055.1|DSIM	LOC119067670|XP_037026671.1|BCOP
OG0005320	LOC6732894|XP_016025616.1|DSIM	LOC119082092|XP_037047355.1|BCOP
OG0005321	LOC6731910|XP_016024577.1|DSIM	LOC119066701|XP_037025193.1|BCOP
OG0005322	LOC6730624|XP_016023070.1|DSIM	LOC119082601|XP_037048053.1|BCOP
OG0005323	LOC6739228|XP_016024285.1|DSIM	LOC119066754|XP_037025280.1|BCOP
OG0005324	LOC6731676|XP_002078816.1|DSIM	LOC119076380|XP_037038993.1|BCOP
OG0005325	LOC27207633|XP_016023211.1|DSIM	LOC119076369|XP_037038972.1|BCOP
OG0005326	LOC27206834|XP_039154492.1|DSIM	LOC119076384|XP_037039000.1|BCOP
OG0005327	LOC6731589|XP_016024266.1|DSIM	LOC119083132|XP_037048666.1|BCOP
OG0005328	LOC6727717|XP_016034292.1|DSIM	LOC119078574|XP_037042045.1|BCOP
OG0005329	LOC6737371|XP_002084209.1|DSIM	LOC119076425|XP_037039065.1|BCOP
OG0005330	LOC6737370|XP_002084208.2|DSIM	LOC119074975|XP_037037272.1|BCOP
OG0005331	LOC6730734|XP_016023156.1|DSIM	LOC119078548|XP_037042014.1|BCOP
OG0005332	LOC6732969|XP_002080051.1|DSIM	LOC119078517|XP_037041975.1|BCOP, LOC119078546|XP_037042011.1|BCOP
OG0005333	LOC6732075|XP_002079207.1|DSIM	LOC119075697|XP_037038118.1|BCOP
OG0005334	LOC6731807|XP_002078942.1|DSIM	LOC119082772|XP_037048261.1|BCOP
OG0005336	LOC6733777|XP_002080821.1|DSIM	LOC119082761|XP_037048242.1|BCOP
OG0005337	LOC6734932|XP_016028246.1|DSIM	LOC119070967|XP_037031434.1|BCOP
OG0005338	LOC6731743|XP_016024415.1|DSIM	LOC119075647|XP_037038027.1|BCOP
OG0005339	LOC6731832|XP_002078967.1|DSIM	LOC119075639|XP_037038017.1|BCOP
OG0005340	LOC6731721|XP_002078856.2|DSIM	LOC119066445|XP_037024837.1|BCOP
OG0005341	LOC6733572|XP_002080627.2|DSIM	LOC119074135|XP_037036016.1|BCOP
OG0005342	LOC6732010|XP_016024702.1|DSIM	LOC119072873|XP_037034071.1|BCOP
OG0005343	LOC6739289|XP_016026303.1|DSIM	LOC119085006|XP_037051082.1|BCOP
OG0005344	LOC6734087|XP_002081122.1|DSIM	LOC119085289|XP_037051542.1|BCOP
OG0005345	LOC6731222|XP_002078381.1|DSIM	LOC119072942|XP_037034164.1|BCOP
OG0005346	LOC6731293|XP_002078449.1|DSIM	LOC119066655|XP_037025126.1|BCOP
OG0005347	LOC6739201|XP_016023390.1|DSIM	LOC119085913|XP_037052358.1|BCOP
OG0005348	LOC6731773|XP_002078908.1|DSIM	LOC119085385|XP_037051672.1|BCOP
OG0005349	LOC6731764|XP_002078899.1|DSIM	LOC119083889|XP_037049594.1|BCOP, LOC119076305|XP_037038866.1|BCOP
OG0005350	LOC6731954|XP_002079089.1|DSIM	LOC119082231|XP_037047583.1|BCOP
OG0005351	LOC6737208|XP_016030916.1|DSIM	LOC119082227|XP_037047576.1|BCOP
OG0005352	LOC6731811|XP_016024497.1|DSIM	LOC119075313|XP_037037622.1|BCOP
OG0005353	LOC6735058|XP_039148569.1|DSIM	LOC119075333|XP_037037656.1|BCOP
OG0005354	LOC6730794|XP_039150928.1|DSIM	LOC119066289|XP_037024553.1|BCOP
OG0005355	LOC6730434|XP_002077615.1|DSIM	LOC119085911|XP_037052355.1|BCOP
OG0005356	LOC6730436|XP_016022901.1|DSIM	LOC119082633|XP_037048094.1|BCOP
OG0005357	LOC6731393|XP_016024011.1|DSIM	LOC119085917|XP_037052365.1|BCOP
OG0005358	LOC6731305|XP_002078461.1|DSIM	LOC119081789|XP_037046893.1|BCOP
OG0005359	LOC6735788|XP_016029163.1|DSIM	LOC119072911|XP_037034125.1|BCOP
OG0005360	LOC6738617|XP_039149258.1|DSIM	LOC119068617|XP_037028174.1|BCOP
OG0005361	LOC6731892|XP_039154309.1|DSIM	LOC119081907|XP_037047035.1|BCOP
OG0005362	LOC6731747|XP_002078882.1|DSIM	LOC119066377|XP_037024698.1|BCOP
OG0005363	LOC6731108|XP_016023646.1|DSIM	LOC119071552|XP_037032368.1|BCOP
OG0005364	LOC6735465|XP_016028770.1|DSIM	LOC119081427|XP_037046243.1|BCOP
OG0005365	LOC6732992|XP_016025673.1|DSIM	LOC119070752|XP_037031121.1|BCOP
OG0005366	LOC6732993|XP_016025676.1|DSIM	LOC119079157|XP_037042865.1|BCOP
OG0005367	LOC6732995|XP_016025677.1|DSIM	LOC119078446|XP_037041864.1|BCOP
OG0005368	LOC6728808|XP_016035500.1|DSIM	LOC119074447|XP_037036473.1|BCOP
OG0005369	LOC6730597|XP_002077776.1|DSIM	LOC119078443|XP_037041861.1|BCOP
OG0005370	LOC6731942|XP_016024606.1|DSIM	LOC119066313|XP_037024596.1|BCOP
OG0005371	LOC6731940|XP_016024605.1|DSIM	LOC119066315|XP_037024597.1|BCOP
OG0005372	LOC6728723|XP_016035394.1|DSIM	LOC119084678|XP_037050651.1|BCOP
OG0005373	LOC27206749|XP_016025907.1|DSIM	LOC119072556|XP_037033687.1|BCOP
OG0005374	LOC6732552|XP_002079671.1|DSIM	LOC119085859|XP_037052266.1|BCOP
OG0005375	LOC6732551|XP_002079670.1|DSIM	LOC119072673|XP_037033843.1|BCOP
OG0005376	LOC6730520|XP_039147245.1|DSIM	LOC119070727|XP_037031078.1|BCOP
OG0005377	LOC27208052|XP_016029877.1|DSIM	LOC119079655|XP_037043593.1|BCOP
OG0005378	LOC6730574|XP_002077753.3|DSIM	LOC119082247|XP_037047604.1|BCOP
OG0005379	LOC6730664|XP_016023106.1|DSIM	LOC119081916|XP_037047047.1|BCOP
OG0005380	LOC6730562|XP_039148892.1|DSIM	LOC119083248|XP_037048805.1|BCOP
OG0005381	LOC6732652|XP_016025363.1|DSIM	LOC119081708|XP_037046713.1|BCOP
