Orthogroup	DSIM.longest_only	BTRY.longest_only
OG0005680	LOC6730948|XP_016023408.1|DSIM	LOC120767963|XP_039950290.1|BTRY
OG0005681	LOC6728013|XP_002103365.1|DSIM	LOC120779623|XP_039967905.1|BTRY
OG0005682	LOC6728014|XP_002103366.1|DSIM	LOC120782400|XP_039970579.1|BTRY
OG0005683	LOC6725817|XP_039153751.1|DSIM	LOC120774194|XP_039959559.1|BTRY
OG0005684	LOC6737225|XP_002084065.1|DSIM	LOC120777760|XP_039965197.1|BTRY
OG0005685	LOC6724841|XP_016037623.2|DSIM	LOC120774208|XP_039959589.1|BTRY
OG0005686	LOC6739743|XP_002076634.1|DSIM	LOC120769196|XP_039952028.1|BTRY
OG0005687	LOC6738631|XP_016032470.1|DSIM	LOC120778206|XP_039965894.1|BTRY
OG0005688	LOC6733776|XP_002080820.1|DSIM	LOC120771659|XP_039955708.1|BTRY
OG0005689	LOC6725274|XP_039154047.1|DSIM	LOC120773454|XP_039958281.1|BTRY
OG0005690	LOC6729370|XP_002104686.1|DSIM	LOC120777970|XP_039965537.1|BTRY
OG0005691	LOC6729422|XP_016036062.1|DSIM	LOC120782254|XP_039970353.1|BTRY
OG0005692	LOC6730475|XP_002077656.2|DSIM	LOC120775832|XP_039962131.1|BTRY
OG0005693	LOC6736885|XP_016030534.1|DSIM	LOC120778175|XP_039965844.1|BTRY
OG0005694	LOC6727365|XP_039150381.1|DSIM	LOC120773428|XP_039958246.1|BTRY
OG0005695	LOC6727585|XP_016034179.1|DSIM	LOC120768845|XP_039951531.1|BTRY
OG0005696	LOC27208791|XP_016034178.1|DSIM	LOC120782463|XP_039970689.1|BTRY
OG0005697	LOC6727584|XP_016034177.1|DSIM	LOC120782460|XP_039970684.1|BTRY
OG0005698	LOC6733672|XP_002080719.1|DSIM	LOC120772699|XP_039957376.1|BTRY
OG0005699	LOC6729610|XP_016036248.1|DSIM	LOC120772516|XP_039957102.1|BTRY
OG0005700	LOC6724957|XP_039152517.1|DSIM	LOC120774871|XP_039960644.1|BTRY
OG0005701	LOC6730551|XP_016023004.1|DSIM	LOC120774882|XP_039960676.1|BTRY
OG0005702	LOC6725062|XP_002106090.2|DSIM	LOC120770142|XP_039953265.1|BTRY
OG0005703	LOC6735502|XP_002082441.1|DSIM	LOC120770848|XP_039954384.1|BTRY
OG0005704	LOC27207129|XP_039152625.1|DSIM	LOC120774327|XP_039959811.1|BTRY
OG0005705	LOC6737382|XP_002084220.1|DSIM	LOC120778233|XP_039965925.1|BTRY
OG0005706	LOC6727972|XP_016034562.1|DSIM	LOC120774540|XP_039960205.1|BTRY
OG0005707	LOC6726019|XP_039152246.1|DSIM	LOC120774809|XP_039960541.1|BTRY
OG0005708	LOC6724858|XP_002105897.1|DSIM	LOC120773417|XP_039958222.1|BTRY
OG0005709	LOC6729997|XP_002105291.1|DSIM	LOC120772940|XP_039957780.1|BTRY
OG0005710	LOC6728558|XP_002103899.1|DSIM	LOC120766501|XP_039947990.1|BTRY
OG0005711	LOC6738744|XP_002085544.3|DSIM	LOC120777380|XP_039964605.1|BTRY
OG0005712	LOC6730866|XP_016023291.1|DSIM	LOC120768505|XP_039951164.1|BTRY
OG0005713	LOC6729720|XP_016036374.1|DSIM	LOC120780238|XP_039968429.1|BTRY
OG0005714	LOC6729466|XP_016036141.1|DSIM	LOC120772457|XP_039957018.1|BTRY
OG0005715	LOC6727656|XP_016034248.1|DSIM	LOC120769126|XP_039951927.1|BTRY
OG0005716	LOC6728906|XP_016035597.1|DSIM	LOC120769018|XP_039951797.1|BTRY
OG0005717	LOC6726770|XP_016033254.1|DSIM	LOC120769149|XP_039951962.1|BTRY
OG0005718	LOC6728041|XP_002103393.1|DSIM	LOC120769180|XP_039952004.1|BTRY
OG0005719	LOC6729727|XP_002105033.2|DSIM	LOC120766643|XP_039948197.1|BTRY
OG0005720	LOC6727629|XP_002103006.2|DSIM	LOC120773610|XP_039958544.1|BTRY
OG0005721	LOC6729723|XP_016036377.1|DSIM	LOC120782525|XP_039970769.1|BTRY, LOC120767725|XP_039949868.1|BTRY
OG0005722	LOC6727070|XP_016033564.2|DSIM	LOC120776657|XP_039963460.1|BTRY
OG0005723	LOC6726806|XP_016033306.1|DSIM	LOC120766613|XP_039948155.1|BTRY
OG0005724	LOC6735352|XP_016028686.1|DSIM	LOC120771715|XP_039955802.1|BTRY
OG0005725	LOC6727684|XP_016034258.1|DSIM	LOC120782577|XP_039970854.1|BTRY
OG0005726	LOC6725736|XP_002106737.1|DSIM	LOC120775461|XP_039961579.1|BTRY
OG0005727	LOC6727055|XP_016033539.1|DSIM	LOC120781520|XP_039969690.1|BTRY
OG0005728	LOC6728760|XP_002104095.2|DSIM	LOC120782224|XP_039970322.1|BTRY
OG0005729	LOC6728758|XP_016035436.1|DSIM	LOC120772612|XP_039957264.1|BTRY
OG0005730	LOC6728859|XP_002104193.1|DSIM	LOC120778019|XP_039965629.1|BTRY
OG0005731	LOC6728858|XP_002104192.1|DSIM	LOC120778012|XP_039965616.1|BTRY
OG0005732	LOC6728449|XP_002103794.1|DSIM	LOC120770093|XP_039953181.1|BTRY
OG0005733	LOC6728448|XP_016035062.1|DSIM	LOC120767027|XP_039948804.1|BTRY
OG0005734	LOC6729571|XP_016036231.1|DSIM	LOC120766644|XP_039948198.1|BTRY
OG0005735	LOC6726725|XP_016033212.1|DSIM	LOC120771674|XP_039955735.1|BTRY
OG0005736	LOC6726860|XP_016033362.1|DSIM	LOC120774357|XP_039959880.1|BTRY
OG0005737	LOC6728753|XP_016035427.1|DSIM	LOC120782240|XP_039970341.1|BTRY
OG0005738	LOC6728461|XP_016035078.1|DSIM	LOC120782734|XP_039971100.1|BTRY
OG0005739	LOC6728510|XP_016035153.1|DSIM	LOC120776003|XP_039962373.1|BTRY
OG0005740	LOC6730002|XP_016036768.1|DSIM	LOC120766881|XP_039948558.1|BTRY
OG0005741	LOC6726885|XP_002102287.1|DSIM	LOC120782430|XP_039970647.1|BTRY
OG0005742	LOC6727596|XP_016034193.1|DSIM	LOC120775179|XP_039961170.1|BTRY
OG0005743	LOC6728922|XP_002104250.1|DSIM	LOC120780408|XP_039968626.1|BTRY
OG0005744	LOC6728851|XP_039151285.1|DSIM	LOC120772665|XP_039957336.1|BTRY
OG0005745	LOC6726786|XP_016033268.1|DSIM	LOC120773898|XP_039959012.1|BTRY
OG0005746	LOC6726793|XP_002102201.1|DSIM	LOC120775477|XP_039961614.1|BTRY
OG0005747	LOC6726800|XP_016033304.1|DSIM	LOC120774893|XP_039960698.1|BTRY
OG0005748	LOC27207843|XP_016034213.2|DSIM	LOC120769512|XP_039952487.1|BTRY
OG0005749	LOC27206671|XP_039153764.1|DSIM	LOC120773889|XP_039958992.1|BTRY
OG0005750	LOC6726873|XP_016033379.2|DSIM	LOC120773169|XP_039958073.1|BTRY
OG0005751	LOC6738348|XP_002085158.1|DSIM	LOC120773760|XP_039958768.1|BTRY
OG0005752	LOC27207224|XP_016027900.1|DSIM	LOC120771417|XP_039955332.1|BTRY
OG0005753	LOC6730976|XP_016023442.1|DSIM	LOC120768470|XP_039951110.1|BTRY
OG0005754	LOC6734848|XP_002081849.1|DSIM	LOC120772135|XP_039956487.1|BTRY
OG0005755	LOC6735979|XP_016029343.1|DSIM	LOC120771599|XP_039955609.1|BTRY
OG0005756	LOC6728768|XP_002104103.1|DSIM	LOC120779120|XP_039967251.1|BTRY
OG0005757	LOC6728921|XP_016035604.1|DSIM	LOC120766192|XP_039947487.1|BTRY
OG0005758	LOC6726774|XP_016033257.1|DSIM	LOC120782704|XP_039971087.1|BTRY
OG0005759	LOC6728741|XP_016035409.1|DSIM	LOC120780503|XP_039968712.1|BTRY
OG0005760	LOC6728471|XP_016035114.1|DSIM	LOC120766886|XP_039948566.1|BTRY
OG0005761	LOC6727411|XP_016033956.1|DSIM	LOC120782277|XP_039970411.1|BTRY
OG0005762	LOC6727245|XP_002102637.1|DSIM	LOC120766207|XP_039947512.1|BTRY
OG0005763	LOC6733246|XP_002080309.1|DSIM	LOC120772019|XP_039956318.1|BTRY
OG0005764	LOC6726879|XP_002102281.1|DSIM	LOC120782376|XP_039970551.1|BTRY
OG0005765	LOC6726876|XP_016033381.1|DSIM	LOC120778925|XP_039966908.1|BTRY
OG0005766	LOC6727635|XP_016034234.1|DSIM	LOC120777663|XP_039965054.1|BTRY
OG0005767	LOC6727330|XP_016033858.1|DSIM	LOC120767084|XP_039948887.1|BTRY
OG0005768	LOC27208723|XP_016038363.1|DSIM	LOC120774367|XP_039959896.1|BTRY
OG0005770	LOC6727947|XP_039151245.1|DSIM	LOC120771398|XP_039955304.1|BTRY
OG0005771	LOC6730109|XP_002105402.1|DSIM	LOC120770949|XP_039954599.1|BTRY
OG0005772	LOC6728959|XP_016035638.1|DSIM	LOC120770608|XP_039954147.1|BTRY
OG0005773	LOC6727876|XP_002103231.1|DSIM	LOC120776597|XP_039963309.1|BTRY
OG0005774	LOC6728518|XP_016035175.1|DSIM	LOC120766427|XP_039947863.1|BTRY
OG0005775	LOC6738750|XP_002085550.1|DSIM	LOC120777443|XP_039964689.1|BTRY
OG0005776	LOC6738043|XP_016031867.1|DSIM	LOC120777748|XP_039965175.1|BTRY
OG0005777	LOC6731535|XP_002078682.1|DSIM	LOC120767041|XP_039948829.1|BTRY
OG0005778	LOC6728875|XP_039151119.1|DSIM	LOC120779417|XP_039967551.1|BTRY, LOC120782664|XP_039970975.1|BTRY
OG0005779	LOC6727961|XP_039151247.1|DSIM	LOC120768234|XP_039950757.1|BTRY
OG0005780	LOC6737765|XP_002084593.1|DSIM	LOC120777743|XP_039965167.1|BTRY
OG0005781	LOC6737637|XP_016031407.1|DSIM	LOC120778550|XP_039966332.1|BTRY
OG0005782	LOC6737634|XP_002084466.1|DSIM	LOC120775827|XP_039962120.1|BTRY
OG0005783	LOC6733913|XP_016026953.2|DSIM	LOC120770861|XP_039954411.1|BTRY
OG0005784	LOC6729676|XP_016036340.1|DSIM	LOC120766730|XP_039948314.1|BTRY
OG0005785	LOC6729677|XP_016036343.1|DSIM	LOC120772848|XP_039957598.1|BTRY
OG0005786	LOC6728436|XP_016035037.1|DSIM	LOC120769105|XP_039951904.1|BTRY
OG0005787	LOC6726716|XP_016033195.1|DSIM	LOC120782563|XP_039970831.1|BTRY
OG0005788	LOC27208267|XP_016027577.1|DSIM	LOC120771278|XP_039955137.1|BTRY
OG0005789	LOC27208155|XP_016033084.1|DSIM	LOC120780439|XP_039968648.1|BTRY
OG0005790	LOC6730107|XP_039150391.1|DSIM	LOC120775323|XP_039961401.1|BTRY
OG0005791	LOC6728015|XP_016034608.1|DSIM	LOC120774226|XP_039959621.1|BTRY
OG0005792	LOC6728016|XP_002103368.2|DSIM	LOC120774241|XP_039959640.1|BTRY
OG0005793	LOC27206939|XP_039150701.1|DSIM	LOC120766770|XP_039948384.1|BTRY
OG0005794	LOC6739384|XP_002076293.1|DSIM	LOC120770844|XP_039954375.1|BTRY
OG0005795	LOC6727818|XP_016034402.1|DSIM	LOC120775039|XP_039960946.1|BTRY
OG0005796	LOC6738749|XP_039149152.1|DSIM	LOC120769138|XP_039951945.1|BTRY
OG0005797	LOC6737482|XP_002084318.1|DSIM	LOC120776346|XP_039962833.1|BTRY
OG0005798	LOC6728781|XP_002104116.1|DSIM	LOC120782417|XP_039970601.1|BTRY
OG0005799	LOC6727162|XP_016033649.1|DSIM	LOC120770139|XP_039953282.1|BTRY
OG0005800	LOC6727158|XP_016033646.1|DSIM	LOC120775793|XP_039962072.1|BTRY
OG0005801	LOC6727159|XP_016033647.1|DSIM	LOC120775786|XP_039962061.1|BTRY
OG0005802	LOC6727914|XP_016034532.1|DSIM	LOC120782360|XP_039970532.1|BTRY
OG0005803	LOC6728776|XP_016035454.1|DSIM	LOC120766301|XP_039947641.1|BTRY
OG0005804	LOC6727628|XP_002103005.1|DSIM	LOC120766598|XP_039948137.1|BTRY
OG0005805	LOC6736075|XP_016029467.1|DSIM	LOC120770589|XP_039954109.1|BTRY
OG0005806	LOC6729398|XP_002104713.1|DSIM	LOC120780249|XP_039968445.1|BTRY
OG0005807	LOC6729409|XP_016036055.1|DSIM, LOC120285044|XP_039151384.1|DSIM	LOC120767089|XP_039948903.1|BTRY
OG0005808	LOC6731836|XP_002078971.1|DSIM	LOC120779402|XP_039967534.1|BTRY
OG0005809	LOC6736367|XP_016029863.1|DSIM	LOC120777368|XP_039964572.1|BTRY
OG0005810	LOC6727164|XP_002102557.1|DSIM	LOC120782710|XP_039971062.1|BTRY
OG0005811	LOC6727165|XP_002102558.1|DSIM	LOC120782711|XP_039971064.1|BTRY
OG0005812	LOC6728785|XP_039150571.1|DSIM	LOC120782643|XP_039970947.1|BTRY
OG0005813	LOC6728707|XP_002104043.1|DSIM	LOC120782531|XP_039970785.1|BTRY
OG0005814	LOC6726870|XP_016033377.1|DSIM	LOC120782312|XP_039970462.1|BTRY
OG0005815	LOC6733243|XP_002080306.1|DSIM	LOC120772600|XP_039957249.1|BTRY
OG0005816	LOC6730353|XP_039150497.1|DSIM	LOC120782828|XP_039971285.1|BTRY
OG0005817	LOC6728960|XP_002104288.2|DSIM	LOC120770599|XP_039954139.1|BTRY
OG0005818	LOC27207059|XP_016036359.1|DSIM	LOC120767820|XP_039950039.1|BTRY
OG0005819	LOC6727045|XP_039150515.1|DSIM	LOC120782603|XP_039970900.1|BTRY
OG0005820	LOC6727046|XP_002102444.1|DSIM	LOC120782606|XP_039970904.1|BTRY
OG0005821	LOC6727035|XP_002102433.1|DSIM	LOC120775446|XP_039961569.1|BTRY
OG0005822	LOC6731297|XP_002078453.1|DSIM	LOC120767553|XP_039949612.1|BTRY
OG0005823	LOC6726276|XP_002107237.3|DSIM	LOC120775335|XP_039961410.1|BTRY
OG0005824	LOC6728046|XP_002103398.2|DSIM	LOC120766288|XP_039947624.1|BTRY
OG0005825	LOC6737671|XP_002084503.1|DSIM	LOC120777279|XP_039964419.1|BTRY
OG0005827	LOC6729650|XP_002104956.1|DSIM	LOC120770123|XP_039953241.1|BTRY
OG0005828	LOC6737000|XP_002083847.1|DSIM	LOC120777072|XP_039964133.1|BTRY
OG0005829	LOC6728883|XP_039151299.1|DSIM	LOC120782893|XP_039947440.1|BTRY
OG0005830	LOC6736726|XP_016030350.1|DSIM	LOC120778496|XP_039966255.1|BTRY
OG0005831	LOC6736730|XP_016030355.1|DSIM	LOC120776972|XP_039963999.1|BTRY
OG0005832	LOC6736731|XP_016030356.1|DSIM	LOC120777999|XP_039965590.1|BTRY
OG0005833	LOC6736738|XP_016030368.1|DSIM	LOC120778928|XP_039966907.1|BTRY
OG0005834	LOC6736743|XP_002083599.1|DSIM	LOC120778931|XP_039966912.1|BTRY
OG0005835	LOC6736749|XP_002083605.1|DSIM	LOC120778005|XP_039965601.1|BTRY
OG0005836	LOC6739658|XP_039149748.1|DSIM	LOC120778742|XP_039966645.1|BTRY
OG0005837	LOC6729397|XP_016036045.1|DSIM	LOC120780245|XP_039968438.1|BTRY
OG0005838	LOC6727644|XP_016034236.1|DSIM	LOC120777945|XP_039965490.1|BTRY
OG0005839	LOC6730762|XP_016023177.1|DSIM	LOC120769311|XP_039952188.1|BTRY
OG0005840	LOC6727598|XP_002102977.2|DSIM	LOC120775143|XP_039961109.1|BTRY
OG0005841	LOC6727109|XP_016033585.1|DSIM	LOC120777742|XP_039965170.1|BTRY
OG0005842	LOC6739931|XP_002076818.1|DSIM	LOC120774753|XP_039960446.1|BTRY
OG0005843	LOC6738049|XP_016031879.1|DSIM	LOC120777542|XP_039964863.1|BTRY
OG0005844	LOC6738614|XP_016032456.2|DSIM	LOC120776820|XP_039963772.1|BTRY
OG0005845	LOC6726776|XP_002102184.1|DSIM	LOC120766160|XP_039947479.1|BTRY
OG0005846	LOC6728866|XP_016035558.1|DSIM	LOC120773793|XP_039958828.1|BTRY
OG0005847	LOC6728847|XP_016035529.1|DSIM	LOC120767031|XP_039948811.1|BTRY
OG0005848	LOC6740154|XP_016039575.1|DSIM	LOC120774390|XP_039959934.1|BTRY
OG0005849	LOC6725975|XP_016039345.1|DSIM	LOC120774345|XP_039959858.1|BTRY
OG0005850	LOC6726103|XP_016039580.1|DSIM	LOC120775349|XP_039961434.1|BTRY
OG0005851	LOC6731281|XP_002078438.1|DSIM	LOC120767803|XP_039950006.1|BTRY
OG0005852	LOC6728526|XP_002103871.1|DSIM	LOC120782204|XP_039970294.1|BTRY
OG0005853	LOC6726304|XP_002107265.1|DSIM	LOC120774248|XP_039959647.1|BTRY
OG0005854	LOC6727163|XP_002102556.1|DSIM	LOC120770178|XP_039953331.1|BTRY
OG0005855	LOC6725133|XP_039153319.1|DSIM	LOC120774708|XP_039960377.1|BTRY, LOC120774933|XP_039960745.1|BTRY
OG0005856	LOC6726082|XP_016039515.1|DSIM	LOC120774523|XP_039960154.1|BTRY
OG0005857	LOC6739753|XP_002076646.2|DSIM	LOC120767045|XP_039948832.1|BTRY
OG0005858	LOC6728438|XP_002103783.1|DSIM	LOC120773085|XP_039957988.1|BTRY
OG0005859	LOC6731045|XP_002078206.2|DSIM	LOC120767270|XP_039949075.1|BTRY
OG0005860	LOC6727057|XP_016033557.1|DSIM	LOC120782816|XP_039971242.1|BTRY
OG0005861	LOC6730377|XP_016037150.2|DSIM	LOC120774948|XP_039960765.1|BTRY
OG0005862	LOC6739352|XP_016026501.1|DSIM	LOC120770152|XP_039953280.1|BTRY
OG0005863	LOC6735901|XP_002082811.1|DSIM	LOC120770211|XP_039953399.1|BTRY
OG0005864	LOC6728867|XP_002104200.2|DSIM	LOC120782318|XP_039970473.1|BTRY
OG0005865	LOC6729434|XP_002104745.2|DSIM	LOC120782534|XP_039970798.1|BTRY
OG0005866	LOC6734033|XP_002081069.3|DSIM	LOC120773071|XP_039957947.1|BTRY
OG0005867	LOC6732496|XP_039154333.1|DSIM	LOC120767579|XP_039949658.1|BTRY
OG0005868	LOC27207517|XP_016027636.1|DSIM	LOC120772291|XP_039956735.1|BTRY
OG0005869	LOC6725115|XP_002106141.1|DSIM	LOC120775498|XP_039961639.1|BTRY
OG0005870	LOC6724902|XP_016037746.1|DSIM	LOC120775838|XP_039962141.1|BTRY
OG0005871	LOC6725854|XP_002106850.1|DSIM	LOC120775752|XP_039962014.1|BTRY
OG0005872	LOC6729043|XP_016035696.1|DSIM	LOC120774887|XP_039960682.1|BTRY
OG0005873	LOC6728835|XP_002104169.2|DSIM	LOC120766172|XP_039947459.1|BTRY
OG0005874	LOC6740147|XP_016039449.1|DSIM	LOC120773544|XP_039958438.1|BTRY
OG0005875	LOC6733489|XP_016026445.1|DSIM	LOC120772883|XP_039957665.1|BTRY
OG0005876	LOC6725097|XP_039154095.1|DSIM	LOC120773618|XP_039958554.1|BTRY, LOC120773617|XP_039958550.1|BTRY
OG0005877	LOC120284208|XP_016039568.1|DSIM	LOC120773591|XP_039958519.1|BTRY
OG0005878	LOC6725786|XP_039153762.1|DSIM	LOC120775739|XP_039961991.1|BTRY
OG0005879	LOC6740187|XP_016039884.1|DSIM	LOC120773656|XP_039958603.1|BTRY
OG0005880	LOC6739030|XP_016032868.1|DSIM	LOC120778010|XP_039965609.1|BTRY
OG0005881	LOC6738074|XP_016031900.1|DSIM	LOC120777396|XP_039964626.1|BTRY
OG0005882	LOC6726124|XP_016039625.1|DSIM	LOC120774503|XP_039960117.1|BTRY
OG0005883	LOC6734400|XP_016029664.1|DSIM	LOC120776512|XP_039963154.1|BTRY
OG0005884	LOC6738940|XP_002085735.1|DSIM	LOC120777773|XP_039965224.1|BTRY
OG0005885	LOC6737985|XP_002084800.1|DSIM	LOC120777710|XP_039965122.1|BTRY
OG0005886	LOC6738759|XP_016032568.2|DSIM	LOC120778988|XP_039967022.1|BTRY
OG0005887	LOC6738073|XP_016031899.2|DSIM	LOC120777284|XP_039964428.1|BTRY
OG0005888	LOC6739146|XP_039150139.1|DSIM	LOC120779116|XP_039967238.1|BTRY
OG0005889	LOC6737878|XP_016031656.1|DSIM	LOC120776778|XP_039963690.1|BTRY
OG0005890	LOC6739990|XP_039153857.1|DSIM	LOC120776726|XP_039963575.1|BTRY
OG0005891	LOC6737689|XP_016031457.1|DSIM	LOC120776727|XP_039963577.1|BTRY
OG0005892	LOC6737702|XP_016031480.1|DSIM	LOC120777734|XP_039965158.1|BTRY
OG0005893	LOC6738124|XP_002084937.1|DSIM	LOC120776461|XP_039963062.1|BTRY
OG0005894	LOC6738125|XP_002084938.1|DSIM	LOC120776462|XP_039963063.1|BTRY
OG0005895	LOC6738126|XP_002084939.1|DSIM	LOC120776463|XP_039963064.1|BTRY
OG0005896	LOC6738882|XP_016032707.1|DSIM	LOC120777622|XP_039965007.1|BTRY
OG0005897	LOC6737966|XP_039148896.1|DSIM	LOC120777214|XP_039964324.1|BTRY
OG0005898	LOC6726012|XP_016039386.1|DSIM	LOC120774409|XP_039959969.1|BTRY
OG0005899	LOC6733371|XP_016026284.1|DSIM	LOC120771002|XP_039954695.1|BTRY
OG0005900	LOC6740745|XP_002077537.2|DSIM	LOC120773415|XP_039958219.1|BTRY
OG0005901	LOC27206602|XP_039148270.1|DSIM	LOC120770007|XP_039953034.1|BTRY
OG0005902	LOC6734456|XP_002081475.2|DSIM	LOC120772020|XP_039956319.1|BTRY
OG0005903	LOC6728561|XP_016035196.2|DSIM	LOC120766482|XP_039947958.1|BTRY
OG0005904	LOC6729282|XP_002104602.1|DSIM	LOC120770027|XP_039953069.1|BTRY
OG0005905	LOC120284755|XP_039149322.1|DSIM, LOC6738764|XP_016032576.1|DSIM	LOC120776725|XP_039963573.1|BTRY
OG0005906	LOC27206210|XP_039150151.1|DSIM	LOC120777480|XP_039964748.1|BTRY
OG0005907	LOC6738781|XP_016032601.1|DSIM	LOC120777757|XP_039965190.1|BTRY
OG0005908	LOC6738224|XP_002085036.1|DSIM	LOC120778517|XP_039966286.1|BTRY
OG0005909	LOC6739040|XP_039149916.1|DSIM	LOC120778270|XP_039965983.1|BTRY
OG0005910	LOC6734719|XP_016027929.1|DSIM	LOC120770052|XP_039953105.1|BTRY
OG0005911	LOC6734720|XP_002081727.1|DSIM	LOC120772882|XP_039957664.1|BTRY
OG0005912	LOC6734724|XP_002081731.2|DSIM	LOC120772682|XP_039957354.1|BTRY
OG0005913	LOC6729138|XP_002104459.1|DSIM	LOC120766947|XP_039948978.1|BTRY
OG0005914	LOC27208851|XP_016027571.1|DSIM	LOC120772515|XP_039957097.1|BTRY
OG0005915	LOC6739431|XP_016027570.1|DSIM	LOC120772061|XP_039956381.1|BTRY
OG0005916	LOC6735486|XP_039147228.1|DSIM	LOC120772325|XP_039956790.1|BTRY
OG0005917	LOC6735224|XP_002082197.1|DSIM	LOC120772575|XP_039957203.1|BTRY
OG0005918	LOC6740012|XP_002076898.1|DSIM	LOC120775513|XP_039961655.1|BTRY
OG0005919	LOC6733739|XP_002080785.2|DSIM	LOC120771348|XP_039955229.1|BTRY
OG0005920	LOC6734674|XP_016027868.1|DSIM	LOC120770148|XP_039953272.1|BTRY
OG0005921	LOC6736406|XP_002083278.1|DSIM	LOC120776354|XP_039962845.1|BTRY
OG0005922	LOC6724887|XP_016037724.1|DSIM	LOC120776104|XP_039962527.1|BTRY
OG0005923	LOC6737757|XP_002084585.1|DSIM	LOC120776432|XP_039963020.1|BTRY
OG0005924	LOC6738004|XP_016031798.1|DSIM	LOC120776438|XP_039963025.1|BTRY
OG0005925	LOC6737880|XP_002084708.1|DSIM	LOC120777548|XP_039964871.1|BTRY
OG0005926	LOC6740019|XP_016038502.1|DSIM	LOC120774912|XP_039960718.1|BTRY
OG0005927	LOC6726863|XP_016033366.1|DSIM	LOC120769877|XP_039952968.1|BTRY
OG0005928	LOC27206580|XP_016038750.1|DSIM	LOC120773948|XP_039959103.1|BTRY
OG0005929	LOC6736397|XP_016029901.1|DSIM	LOC120781252|XP_039969336.1|BTRY
OG0005930	LOC6734030|XP_002081066.1|DSIM	LOC120772517|XP_039957099.1|BTRY
OG0005931	LOC6733240|XP_002080303.2|DSIM	LOC120771195|XP_039955025.1|BTRY
OG0005932	LOC27208827|XP_016029015.1|DSIM	LOC120771708|XP_039955787.1|BTRY
OG0005933	LOC6733621|XP_016026581.1|DSIM	LOC120771207|XP_039955044.1|BTRY
OG0005934	LOC6734538|XP_039148666.1|DSIM	LOC120771316|XP_039955189.1|BTRY
OG0005935	LOC6739144|XP_016033000.1|DSIM	LOC120779114|XP_039967231.1|BTRY
OG0005936	LOC6731290|XP_039154421.1|DSIM	LOC120769204|XP_039952033.1|BTRY
OG0005937	LOC6739142|XP_016032993.1|DSIM	LOC120776524|XP_039963182.1|BTRY
OG0005938	LOC6734834|XP_016028066.1|DSIM	LOC120771379|XP_039955276.1|BTRY
OG0005939	LOC6725949|XP_002106932.1|DSIM	LOC120775695|XP_039961940.1|BTRY
OG0005940	LOC6735594|XP_016028951.1|DSIM	LOC120771804|XP_039955941.1|BTRY
OG0005941	LOC6735942|XP_039148017.1|DSIM	LOC120772317|XP_039956768.1|BTRY
OG0005942	LOC6733222|XP_002080285.1|DSIM	LOC120770202|XP_039953379.1|BTRY
OG0005943	LOC6733232|XP_016026108.1|DSIM	LOC120771135|XP_039954934.1|BTRY
OG0005944	LOC6733236|XP_016026116.1|DSIM	LOC120773067|XP_039957938.1|BTRY
OG0005945	LOC6733915|XP_016026954.1|DSIM	LOC120772015|XP_039956315.1|BTRY
OG0005946	LOC6734202|XP_016027235.1|DSIM	LOC120772327|XP_039956794.1|BTRY
OG0005947	LOC6734796|XP_016028003.1|DSIM	LOC120771666|XP_039955716.1|BTRY
OG0005948	LOC6738656|XP_002085458.2|DSIM	LOC120777409|XP_039964641.1|BTRY
OG0005949	LOC6739039|XP_002085834.3|DSIM	LOC120777828|XP_039965299.1|BTRY
OG0005950	LOC6731945|XP_016024612.1|DSIM	LOC120768851|XP_039951538.1|BTRY
OG0005951	LOC6737519|XP_039149929.1|DSIM	LOC120777845|XP_039965315.1|BTRY
OG0005952	LOC6731944|XP_016024610.1|DSIM	LOC120768850|XP_039951535.1|BTRY
OG0005953	LOC6733046|XP_002080124.1|DSIM	LOC120767302|XP_039949122.1|BTRY
OG0005954	LOC6733050|XP_016025733.1|DSIM	LOC120769558|XP_039952541.1|BTRY
OG0005955	LOC6728764|XP_002104099.2|DSIM	LOC120777975|XP_039965549.1|BTRY
OG0005956	LOC6734951|XP_016028254.1|DSIM	LOC120770882|XP_039954456.1|BTRY
OG0005957	LOC6729430|XP_002104741.1|DSIM	LOC120782472|XP_039970699.1|BTRY
OG0005958	LOC6729678|XP_002104984.2|DSIM	LOC120769053|XP_039951836.1|BTRY
OG0005959	LOC6731683|XP_002078823.1|DSIM	LOC120768962|XP_039951690.1|BTRY
OG0005960	LOC6726390|XP_039153523.1|DSIM	LOC120774058|XP_039959297.1|BTRY
OG0005961	LOC6734727|XP_016027936.1|DSIM	LOC120771009|XP_039954708.1|BTRY
OG0005962	LOC6735364|XP_016028694.1|DSIM	LOC120770528|XP_039954011.1|BTRY
OG0005963	LOC6731982|XP_039150484.1|DSIM	LOC120767709|XP_039949838.1|BTRY
OG0005964	LOC6735612|XP_016028971.1|DSIM	LOC120770521|XP_039953997.1|BTRY
OG0005965	LOC6733780|XP_002080824.2|DSIM	LOC120770947|XP_039954594.1|BTRY
OG0005966	LOC6734130|XP_016027144.1|DSIM	LOC120768409|XP_039951024.1|BTRY
OG0005967	LOC6735355|XP_016028688.1|DSIM	LOC120772548|XP_039957167.1|BTRY
OG0005968	LOC6735351|XP_016028684.1|DSIM	LOC120771823|XP_039955982.1|BTRY
OG0005969	LOC6739503|XP_016029340.2|DSIM	LOC120771673|XP_039955730.1|BTRY
