Orthogroup	DSIM.longest_only	ASTE.longest_only
OG0004536	LOC6726528|XP_016040176.1|DSIM	LOC118505862|XP_035898142.1|ASTE
OG0004537	LOC27208780|XP_016038375.1|DSIM	LOC118510444|XP_035908136.1|ASTE
OG0004538	LOC6735922|XP_016029279.1|DSIM	LOC118512077|XP_035911908.1|ASTE
OG0004539	LOC6727334|XP_016033860.1|DSIM	LOC118510196|XP_035907616.1|ASTE
OG0004540	LOC27207269|XP_039153980.1|DSIM, LOC6725620|XP_002106627.1|DSIM	LOC118510111|XP_035907467.1|ASTE
OG0004541	LOC6735050|XP_002082031.1|DSIM	LOC118503260|XP_035892197.1|ASTE
OG0004542	LOC6725516|XP_039152724.1|DSIM	LOC118503252|XP_035892187.1|ASTE
OG0004543	LOC6739982|XP_039153920.1|DSIM	LOC118510647|XP_035908651.1|ASTE
OG0004544	LOC27208217|XP_016037530.1|DSIM	LOC118510456|XP_035908184.1|ASTE
OG0004545	LOC6729080|XP_016035727.1|DSIM	LOC118503842|XP_035893444.1|ASTE
OG0004546	LOC6734285|XP_002081314.1|DSIM	LOC118502909|XP_035891525.1|ASTE
OG0004547	LOC6739938|XP_016037743.1|DSIM	LOC118509602|XP_035906290.1|ASTE, LOC118516338|XP_035918042.1|ASTE, LOC118509917|XP_035907121.1|ASTE
OG0004548	LOC6726441|XP_039153856.1|DSIM	LOC118517711|XP_035920053.1|ASTE
OG0004549	LOC6724798|XP_016037578.1|DSIM	LOC118509186|XP_035905351.1|ASTE
OG0004550	LOC6725406|XP_016038481.1|DSIM	LOC118512559|XP_035913045.1|ASTE
OG0004551	LOC6735373|XP_002082320.1|DSIM	LOC118510381|XP_035908020.1|ASTE
OG0004552	LOC6740188|XP_039152335.1|DSIM	LOC118512793|XP_035913610.1|ASTE
OG0004553	LOC6737319|XP_002084157.2|DSIM	LOC118512729|XP_035913482.1|ASTE
OG0004554	LOC6724978|XP_016037926.1|DSIM	LOC118503097|XP_035891892.1|ASTE
OG0004555	LOC6724979|XP_016037928.1|DSIM	LOC118503082|XP_035891861.1|ASTE
OG0004556	LOC6726394|XP_039153522.1|DSIM	LOC118510616|XP_035908535.1|ASTE
OG0004558	LOC6726632|XP_039154064.1|DSIM	LOC118507057|XP_035900916.1|ASTE
OG0004559	LOC6729279|XP_002104599.1|DSIM	LOC118505786|XP_035897994.1|ASTE
OG0004560	LOC27209273|XP_039154224.1|DSIM	LOC118511620|XP_035910815.1|ASTE
OG0004561	LOC6728077|XP_039151180.1|DSIM	LOC118508577|XP_035904378.1|ASTE
OG0004562	LOC6740248|XP_016035794.1|DSIM	LOC118517460|XP_035919515.1|ASTE
OG0004563	LOC6739734|XP_002076627.2|DSIM	LOC118517454|XP_035919505.1|ASTE
OG0004564	LOC6727395|XP_016033944.1|DSIM	LOC118517455|XP_035919506.1|ASTE
OG0004565	LOC6728050|XP_016034659.1|DSIM	LOC118512656|XP_035913272.1|ASTE
OG0004566	LOC6725605|XP_002106612.1|DSIM	LOC118517468|XP_035919534.1|ASTE
OG0004567	LOC27206359|XP_016038491.1|DSIM	LOC118512884|XP_035913882.1|ASTE
OG0004568	LOC6724871|XP_016037681.1|DSIM	LOC118512263|XP_035912332.1|ASTE
OG0004569	LOC6726688|XP_002102099.1|DSIM	LOC118502844|XP_035891433.1|ASTE
OG0004570	LOC6734741|XP_016027950.1|DSIM	LOC118517452|XP_035919499.1|ASTE
OG0004571	LOC6726356|XP_016039936.1|DSIM	LOC118505158|XP_035896449.1|ASTE
OG0004572	LOC6730964|XP_039149636.1|DSIM	LOC118510341|XP_035907909.1|ASTE
OG0004573	LOC6727541|XP_016034118.1|DSIM	LOC118517366|XP_035919277.1|ASTE
OG0004574	LOC6725242|XP_002106264.1|DSIM	LOC118502582|XP_035890817.1|ASTE
OG0004575	LOC6725243|XP_016038254.1|DSIM	LOC118510256|XP_035907737.1|ASTE
OG0004576	LOC6728946|XP_016035623.1|DSIM	LOC118505368|XP_035896966.1|ASTE
OG0004577	LOC6728192|XP_002103541.1|DSIM	LOC118503476|XP_035892672.1|ASTE
OG0004578	LOC27208872|XP_039152420.1|DSIM	LOC118517508|XP_035919623.1|ASTE
OG0004580	LOC6728228|XP_002103577.1|DSIM	LOC118506950|XP_035900661.1|ASTE
OG0004581	LOC6727982|XP_002103334.2|DSIM	LOC118511142|XP_035909804.1|ASTE
OG0004582	LOC6730284|XP_039150786.1|DSIM	LOC118512391|XP_035912703.1|ASTE
OG0004584	LOC6734552|XP_002081561.1|DSIM	LOC118509702|XP_035906672.1|ASTE
OG0004585	LOC6730132|XP_002105423.1|DSIM	LOC118517378|XP_035919294.1|ASTE
OG0004586	LOC6725137|XP_002106163.1|DSIM	LOC118517502|XP_035919608.1|ASTE
OG0004587	LOC6730312|XP_002105595.3|DSIM	LOC118508911|XP_035904668.1|ASTE
OG0004588	LOC6730314|XP_002105597.1|DSIM	LOC118504096|XP_035894072.1|ASTE
OG0004589	LOC6724722|XP_039152594.1|DSIM	LOC118510994|XP_035909405.1|ASTE
OG0004590	LOC6730100|XP_016036865.1|DSIM	LOC118504772|XP_035895598.1|ASTE
OG0004591	LOC6730095|XP_002105388.1|DSIM	LOC118504725|XP_035895463.1|ASTE
OG0004592	LOC6725937|XP_039152332.1|DSIM	LOC118517305|XP_035919186.1|ASTE
OG0004593	LOC6725638|XP_016039014.1|DSIM	LOC118517316|XP_035919192.1|ASTE
OG0004594	LOC6725460|XP_016038552.1|DSIM	LOC118507656|XP_035902366.1|ASTE
OG0004595	LOC6726022|XP_002107004.1|DSIM	LOC118508283|XP_035903861.1|ASTE
OG0004596	LOC6724770|XP_016037529.1|DSIM	LOC118507892|XP_035903027.1|ASTE
OG0004597	LOC27207152|XP_016039848.1|DSIM	LOC118507125|XP_035901029.1|ASTE
OG0004598	LOC6738361|XP_002085171.1|DSIM	LOC118507880|XP_035902984.1|ASTE, LOC118504638|XP_035895259.1|ASTE
OG0004599	LOC6730883|XP_016023308.1|DSIM	LOC118513893|XP_035916100.1|ASTE
OG0004600	LOC6725703|XP_002106706.1|DSIM	LOC118507283|XP_035901510.1|ASTE
OG0004601	LOC6725714|XP_016038981.1|DSIM	LOC118507350|XP_035901654.1|ASTE
OG0004602	LOC6739871|XP_016038754.1|DSIM	LOC118511311|XP_035910117.1|ASTE
OG0004603	LOC6730477|XP_002077658.1|DSIM	LOC118508968|XP_035904816.1|ASTE
OG0004604	LOC27209326|XP_039152768.1|DSIM	LOC118504793|XP_035895665.1|ASTE
OG0004605	LOC6739860|XP_039153932.1|DSIM	LOC118517359|XP_035919266.1|ASTE
OG0004606	LOC6727404|XP_016033952.1|DSIM	LOC118517445|XP_035919472.1|ASTE
OG0004607	LOC6725039|XP_016038007.2|DSIM, LOC120285376|XP_039153893.1|DSIM	LOC118511252|XP_035909997.1|ASTE
OG0004608	LOC6740169|XP_039153435.1|DSIM	LOC118508972|XP_035904846.1|ASTE, LOC118506529|XP_035899682.1|ASTE
OG0004609	LOC6726133|XP_016039649.1|DSIM	LOC118504417|XP_035894748.1|ASTE
OG0004610	LOC6739790|XP_016037019.1|DSIM	LOC118517483|XP_035919571.1|ASTE
OG0004611	LOC6730226|XP_039151724.1|DSIM	LOC118517622|XP_035919821.1|ASTE
OG0004612	LOC6730227|XP_002105510.1|DSIM	LOC118517659|XP_035919917.1|ASTE
OG0004613	LOC6727980|XP_016034572.1|DSIM	LOC118506999|XP_035900781.1|ASTE
OG0004614	LOC27207332|XP_016039234.1|DSIM	LOC118502805|XP_035891329.1|ASTE
OG0004615	LOC6725043|XP_016038009.1|DSIM	LOC118507366|XP_035901683.1|ASTE
OG0004616	LOC6725508|XP_002106521.1|DSIM	LOC118516420|XP_035918180.1|ASTE, LOC118509548|XP_035906191.1|ASTE
OG0004617	LOC6732996|XP_002080075.1|DSIM	LOC118508112|XP_035903501.1|ASTE
OG0004619	LOC6729044|XP_002104365.1|DSIM	LOC118517451|XP_035919498.1|ASTE
OG0004620	LOC6727483|XP_016034072.1|DSIM	LOC118516429|XP_035918198.1|ASTE
OG0004621	LOC6728459|XP_002103804.1|DSIM	LOC118510544|XP_035908406.1|ASTE
OG0004622	LOC6727576|XP_039150631.1|DSIM	LOC118511488|XP_035910535.1|ASTE
OG0004623	LOC6730086|XP_002105379.1|DSIM	LOC118512617|XP_035913191.1|ASTE
OG0004624	LOC6726824|XP_002102231.2|DSIM	LOC118517474|XP_035919546.1|ASTE
OG0004625	LOC27206591|XP_039153713.1|DSIM	LOC118505940|XP_035898359.1|ASTE
OG0004626	LOC6724803|XP_039153022.1|DSIM	LOC118504916|XP_035895884.1|ASTE
OG0004627	LOC6736723|XP_016030346.1|DSIM	LOC118507611|XP_035902181.1|ASTE
OG0004628	LOC6724879|XP_016037709.1|DSIM	LOC118509744|XP_035906771.1|ASTE
OG0004629	LOC6728065|XP_016034683.1|DSIM	LOC118502814|XP_035891357.1|ASTE
OG0004630	LOC6730126|XP_016036886.1|DSIM	LOC118502796|XP_035891300.1|ASTE
OG0004632	LOC6727555|XP_016034136.1|DSIM	LOC118510112|XP_035907469.1|ASTE
OG0004634	LOC6730072|XP_002105365.1|DSIM	LOC118504570|XP_035895083.1|ASTE
OG0004635	LOC6725552|XP_016038695.1|DSIM	LOC118517407|XP_035919374.1|ASTE
OG0004636	LOC6740216|XP_039153519.1|DSIM	LOC118503995|XP_035893840.1|ASTE
OG0004637	LOC6724754|XP_039153833.1|DSIM	LOC118508235|XP_035903740.1|ASTE
OG0004639	LOC6729819|XP_002105122.1|DSIM	LOC118517374|XP_035919286.1|ASTE
OG0004640	LOC6729818|XP_039151750.1|DSIM	LOC118517376|XP_035919288.1|ASTE
OG0004641	LOC27207114|XP_039152579.1|DSIM	LOC118506482|XP_035899557.1|ASTE
OG0004642	LOC6737458|XP_016031227.1|DSIM	LOC118511999|XP_035911634.1|ASTE
OG0004644	LOC27209281|XP_016040012.1|DSIM	LOC118513350|XP_035914875.1|ASTE
OG0004645	LOC6730473|XP_002077654.1|DSIM	LOC118510337|XP_035907895.1|ASTE
OG0004646	LOC6730298|XP_016037059.1|DSIM	LOC118510689|XP_035908758.1|ASTE
OG0004647	LOC6726008|XP_002106990.1|DSIM	LOC118503353|XP_035892438.1|ASTE
OG0004648	LOC6740208|XP_002077082.1|DSIM	LOC118512472|XP_035912853.1|ASTE
OG0004649	LOC6725978|XP_016039352.1|DSIM	LOC118503454|XP_035892622.1|ASTE
OG0004650	LOC6731949|XP_002079084.1|DSIM	LOC118517116|XP_035918873.1|ASTE, LOC118513792|XP_035915871.1|ASTE
OG0004651	LOC6727690|XP_039150956.1|DSIM	LOC118517480|XP_035919554.1|ASTE
OG0004652	LOC6739785|XP_016036659.1|DSIM	LOC118505560|XP_035897404.1|ASTE
OG0004653	LOC6739083|XP_002085876.1|DSIM	LOC118506470|XP_035899540.1|ASTE
OG0004654	LOC6730665|XP_002077835.1|DSIM	LOC118505567|XP_035897417.1|ASTE
OG0004655	LOC6729304|XP_002104621.3|DSIM	LOC118506486|XP_035899559.1|ASTE
OG0004656	LOC6726342|XP_016039916.1|DSIM	LOC118506479|XP_035899552.1|ASTE
OG0004657	LOC6727243|XP_002102635.1|DSIM	LOC118506494|XP_035899581.1|ASTE
OG0004658	LOC6728655|XP_002103995.1|DSIM	LOC118508281|XP_035903815.1|ASTE
OG0004659	LOC6729224|XP_002104545.1|DSIM	LOC118508291|XP_035903829.1|ASTE
OG0004660	LOC6729078|XP_039151337.1|DSIM	LOC118505236|XP_035896668.1|ASTE
OG0004661	LOC6727693|XP_002103055.2|DSIM	LOC118504446|XP_035894831.1|ASTE
OG0004662	LOC6727809|XP_039151923.1|DSIM	LOC118506392|XP_035899332.1|ASTE
OG0004664	LOC6725160|XP_016038180.1|DSIM	LOC118504548|XP_035895043.1|ASTE
OG0004665	LOC6725048|XP_016038022.1|DSIM	LOC118504552|XP_035895053.1|ASTE
OG0004666	LOC27208284|XP_016035397.1|DSIM	LOC118512031|XP_035911716.1|ASTE
OG0004667	LOC6728721|XP_002104057.1|DSIM	LOC118505608|XP_035897533.1|ASTE
OG0004668	LOC6726013|XP_039152952.1|DSIM	LOC118504550|XP_035895046.1|ASTE
OG0004669	LOC6731286|XP_002078443.1|DSIM	LOC118504549|XP_035895045.1|ASTE
OG0004670	LOC6729675|XP_002104981.2|DSIM	LOC118506364|XP_035899276.1|ASTE
OG0004671	LOC6728346|XP_002103694.1|DSIM	LOC118504138|XP_035894128.1|ASTE
OG0004672	LOC6728073|XP_039151175.1|DSIM	LOC118505603|XP_035897524.1|ASTE
OG0004673	LOC6730375|XP_002105657.1|DSIM	LOC118508285|XP_035903818.1|ASTE
OG0004674	LOC6729868|XP_016036618.1|DSIM	LOC118505590|XP_035897460.1|ASTE
OG0004675	LOC6729865|XP_016036604.1|DSIM	LOC118505589|XP_035897459.1|ASTE
OG0004676	LOC6726916|XP_002102318.1|DSIM	LOC118502734|XP_035891189.1|ASTE
OG0004677	LOC27208018|XP_016035968.1|DSIM	LOC118508492|XP_035904212.1|ASTE
OG0004678	LOC6729329|XP_002104646.2|DSIM	LOC118508482|XP_035904191.1|ASTE
OG0004679	LOC6727496|XP_016034084.1|DSIM	LOC118502920|XP_035891548.1|ASTE
OG0004680	LOC6727719|XP_016034293.1|DSIM	LOC118506377|XP_035899300.1|ASTE
OG0004681	LOC6728939|XP_002104267.1|DSIM	LOC118506806|XP_035900350.1|ASTE
OG0004682	LOC6730973|XP_002078134.1|DSIM	LOC118508306|XP_035903857.1|ASTE
OG0004683	LOC6728266|XP_002103615.2|DSIM	LOC118508296|XP_035903838.1|ASTE
OG0004684	LOC6728728|XP_002104063.2|DSIM	LOC118504302|XP_035894492.1|ASTE
OG0004685	LOC6730054|XP_016036828.1|DSIM	LOC118507554|XP_035902035.1|ASTE
OG0004686	LOC6728854|XP_002104188.1|DSIM	LOC118502964|XP_035891621.1|ASTE
OG0004687	LOC6730059|XP_002105352.1|DSIM	LOC118507546|XP_035902019.1|ASTE
OG0004688	LOC6728628|XP_002103969.1|DSIM	LOC118504372|XP_035894671.1|ASTE
OG0004689	LOC6729261|XP_002104581.2|DSIM	LOC118505417|XP_035897064.1|ASTE
OG0004690	LOC6726988|XP_002102389.2|DSIM	LOC118502542|XP_035890708.1|ASTE
OG0004691	LOC6730005|XP_039151377.1|DSIM	LOC118502543|XP_035890711.1|ASTE
OG0004692	LOC6729289|XP_016035930.1|DSIM	LOC118502546|XP_035890715.1|ASTE
OG0004693	LOC6729294|XP_016035935.1|DSIM	LOC118502547|XP_035890716.1|ASTE
OG0004694	LOC6729548|XP_016036219.1|DSIM	LOC118504987|XP_035896047.1|ASTE
OG0004695	LOC6729863|XP_016036600.1|DSIM	LOC118505113|XP_035896308.1|ASTE
OG0004696	LOC27206451|XP_016033797.2|DSIM	LOC118506783|XP_035900289.1|ASTE
OG0004697	LOC6726086|XP_016039543.1|DSIM	LOC118508448|XP_035904137.1|ASTE
OG0004698	LOC27208427|XP_016039711.2|DSIM	LOC118517174|XP_035918975.1|ASTE, LOC118505254|XP_035896703.1|ASTE
OG0004699	LOC27209195|XP_039151571.1|DSIM	LOC118503593|XP_035892939.1|ASTE
OG0004700	LOC6726667|XP_016033156.1|DSIM	LOC118508001|XP_035903267.1|ASTE
OG0004701	LOC6727237|XP_016033742.1|DSIM	LOC118507481|XP_035901882.1|ASTE
OG0004702	LOC6729316|XP_016035946.1|DSIM	LOC118504478|XP_035894882.1|ASTE
OG0004703	LOC6729252|XP_016035905.1|DSIM	LOC118507527|XP_035901986.1|ASTE
OG0004704	LOC6729456|XP_016036131.1|DSIM	LOC118507850|XP_035902874.1|ASTE
OG0004705	LOC6728744|XP_002104079.2|DSIM	LOC118503571|XP_035892898.1|ASTE
OG0004706	LOC6737228|XP_002084068.2|DSIM	LOC118505064|XP_035896236.1|ASTE, LOC118517192|XP_035919031.1|ASTE
OG0004707	LOC6731282|XP_016023847.1|DSIM	LOC118502839|XP_035891414.1|ASTE
OG0004708	LOC6727139|XP_002102532.1|DSIM	LOC118504903|XP_035895864.1|ASTE
OG0004709	LOC6729004|XP_016035667.1|DSIM	LOC118503568|XP_035892883.1|ASTE
OG0004710	LOC6728105|XP_039151471.1|DSIM	LOC118503563|XP_035892865.1|ASTE
OG0004711	LOC6729790|XP_002105095.2|DSIM	LOC118502868|XP_035891468.1|ASTE
OG0004712	LOC6728200|XP_002103549.2|DSIM	LOC118502848|XP_035891441.1|ASTE
OG0004713	LOC6729355|XP_016035992.1|DSIM	LOC118503370|XP_035892457.1|ASTE
OG0004714	LOC6729368|XP_016036004.1|DSIM	LOC118503374|XP_035892464.1|ASTE
OG0004715	LOC6732320|XP_016024982.1|DSIM	LOC118513692|XP_035915709.1|ASTE
OG0004716	LOC6729344|XP_016035983.2|DSIM	LOC118508573|XP_035904367.1|ASTE
OG0004717	LOC6739885|XP_016038748.1|DSIM	LOC118502710|XP_035891148.1|ASTE
OG0004718	LOC6730856|XP_039146942.1|DSIM	LOC118502711|XP_035891151.1|ASTE
OG0004719	LOC6730272|XP_039150349.1|DSIM	LOC118506355|XP_035899257.1|ASTE
OG0004720	LOC6729320|XP_039151536.1|DSIM	LOC118506356|XP_035899260.1|ASTE
OG0004721	LOC6729898|XP_002105200.2|DSIM	LOC118507522|XP_035901976.1|ASTE
OG0004722	LOC6730038|XP_002105331.1|DSIM	LOC118502694|XP_035891103.1|ASTE
OG0004723	LOC27207986|XP_016040120.1|DSIM	LOC118504977|XP_035896013.1|ASTE
OG0004724	LOC6727532|XP_002102912.1|DSIM	LOC118504974|XP_035896001.1|ASTE
OG0004725	LOC6729792|XP_016036480.2|DSIM	LOC118505011|XP_035896092.1|ASTE
OG0004726	LOC6729859|XP_016036597.1|DSIM	LOC118507877|XP_035902981.1|ASTE
OG0004727	LOC6729240|XP_016035892.1|DSIM	LOC118506905|XP_035900585.1|ASTE
OG0004728	LOC6728343|XP_016034969.1|DSIM	LOC118506915|XP_035900603.1|ASTE
OG0004729	LOC6725890|XP_002106885.1|DSIM	LOC118504280|XP_035894448.1|ASTE
OG0004730	LOC6731256|XP_002078415.1|DSIM	LOC118512956|XP_035914072.1|ASTE
OG0004731	LOC6727509|XP_016034089.1|DSIM	LOC118506465|XP_035899532.1|ASTE
OG0004732	LOC6728675|XP_002104014.2|DSIM	LOC118503288|XP_035892270.1|ASTE
OG0004733	LOC6727730|XP_002103092.1|DSIM	LOC118503287|XP_035892269.1|ASTE
OG0004734	LOC6729028|XP_002104349.1|DSIM	LOC118503283|XP_035892263.1|ASTE
OG0004735	LOC6730386|XP_016037169.1|DSIM	LOC118502670|XP_035891035.1|ASTE
OG0004736	LOC6729964|XP_039150895.1|DSIM	LOC118503296|XP_035892283.1|ASTE
OG0004737	LOC6726674|XP_016033168.1|DSIM	LOC118503612|XP_035892980.1|ASTE
OG0004738	LOC6726675|XP_016033170.1|DSIM	LOC118503026|XP_035891743.1|ASTE
OG0004739	LOC6729275|XP_002104595.1|DSIM	LOC118503032|XP_035891756.1|ASTE
OG0004740	LOC6729477|XP_002104787.1|DSIM	LOC118505250|XP_035896696.1|ASTE
OG0004741	LOC6727531|XP_016034109.1|DSIM	LOC118505177|XP_035896523.1|ASTE
OG0004742	LOC6724724|XP_016037359.1|DSIM	LOC118505139|XP_035896381.1|ASTE
OG0004743	LOC6727501|XP_039150716.1|DSIM	LOC118506918|XP_035900607.1|ASTE
OG0004744	LOC27206835|XP_016025064.1|DSIM	LOC118506876|XP_035900513.1|ASTE
OG0004745	LOC27206454|XP_039151941.1|DSIM	LOC118505848|XP_035898115.1|ASTE
OG0004746	LOC6728457|XP_016035076.1|DSIM	LOC118503461|XP_035892639.1|ASTE
OG0004747	LOC6728458|XP_016035077.1|DSIM	LOC118503465|XP_035892644.1|ASTE
OG0004748	LOC6728455|XP_016035070.1|DSIM	LOC118504716|XP_035895446.1|ASTE
OG0004749	LOC6727315|XP_016033849.1|DSIM	LOC118507891|XP_035903022.1|ASTE
OG0004750	LOC6729042|XP_016035695.1|DSIM	LOC118502406|XP_035890522.1|ASTE
OG0004751	LOC6727974|XP_016034567.1|DSIM	LOC118503464|XP_035892643.1|ASTE
OG0004752	LOC27208451|XP_016036494.1|DSIM	LOC118506451|XP_035899483.1|ASTE
OG0004753	LOC6729491|XP_016036162.1|DSIM	LOC118506449|XP_035899479.1|ASTE
OG0004754	LOC6729903|XP_002105205.2|DSIM	LOC118506448|XP_035899478.1|ASTE
OG0004755	LOC6727326|XP_002102712.1|DSIM	LOC118508494|XP_035904220.1|ASTE
OG0004756	LOC6727327|XP_002102713.1|DSIM	LOC118508493|XP_035904219.1|ASTE
OG0004757	LOC6728280|XP_039150912.1|DSIM	LOC118502820|XP_035891378.1|ASTE
OG0004758	LOC6727626|XP_016034227.1|DSIM	LOC118505400|XP_035897025.1|ASTE
OG0004759	LOC6728969|XP_016035646.1|DSIM	LOC118505403|XP_035897031.1|ASTE
OG0004760	LOC27206989|XP_016034731.1|DSIM	LOC118506441|XP_035899468.1|ASTE
OG0004761	LOC6727746|XP_002103108.1|DSIM	LOC118504902|XP_035895861.1|ASTE
OG0004762	LOC6731233|XP_002078392.1|DSIM	LOC118502548|XP_035890722.1|ASTE
OG0004763	LOC6727571|XP_039150707.1|DSIM	LOC118507875|XP_035902976.1|ASTE
OG0004764	LOC6728138|XP_016034747.1|DSIM	LOC118507866|XP_035902965.1|ASTE
OG0004765	LOC6729461|XP_016036135.1|DSIM	LOC118507874|XP_035902974.1|ASTE
OG0004766	LOC6729441|XP_039151992.1|DSIM	LOC118507852|XP_035902878.1|ASTE
OG0004767	LOC6726694|XP_002102105.1|DSIM	LOC118502861|XP_035891462.1|ASTE
OG0004768	LOC6726696|XP_002102107.1|DSIM	LOC118506894|XP_035900566.1|ASTE
OG0004769	LOC6733022|XP_002080101.1|DSIM	LOC118506921|XP_035900611.1|ASTE
OG0004770	LOC6727616|XP_002102995.1|DSIM	LOC118506956|XP_035900669.1|ASTE
OG0004771	LOC6730150|XP_016036915.1|DSIM	LOC118506938|XP_035900649.1|ASTE
OG0004772	LOC6728942|XP_016035621.1|DSIM	LOC118517614|XP_035919803.1|ASTE
OG0004773	LOC6727293|XP_002102680.1|DSIM	LOC118506458|XP_035899513.1|ASTE
OG0004774	LOC6727291|XP_016033820.1|DSIM	LOC118506454|XP_035899485.1|ASTE
OG0004775	LOC6727513|XP_016034098.1|DSIM	LOC118506459|XP_035899514.1|ASTE
OG0004776	LOC6733305|XP_016026231.1|DSIM	LOC118504291|XP_035894480.1|ASTE
OG0004777	LOC27206634|XP_016025854.1|DSIM	LOC118502751|XP_035891210.1|ASTE
OG0004778	LOC6732266|XP_002079395.1|DSIM	LOC118504447|XP_035894833.1|ASTE
OG0004779	LOC6729281|XP_016035923.1|DSIM	LOC118504445|XP_035894825.1|ASTE
OG0004780	LOC6730825|XP_002077992.1|DSIM	LOC118504448|XP_035894834.1|ASTE
OG0004781	LOC6728338|XP_039150771.1|DSIM	LOC118504436|XP_035894770.1|ASTE
OG0004782	LOC6729322|XP_016035957.1|DSIM	LOC118508309|XP_035903860.1|ASTE
OG0004783	LOC6740126|XP_016039284.1|DSIM	LOC118508315|XP_035903876.1|ASTE, LOC118516636|XP_035918507.1|ASTE
OG0004784	LOC6726952|XP_002102354.1|DSIM	LOC118507921|XP_035903114.1|ASTE
OG0004785	LOC6726938|XP_002102340.1|DSIM	LOC118502942|XP_035891586.1|ASTE
OG0004786	LOC27207009|XP_039150983.1|DSIM	LOC118502940|XP_035891584.1|ASTE
OG0004788	LOC6726934|XP_016033431.1|DSIM	LOC118502937|XP_035891581.1|ASTE
OG0004789	LOC6726933|XP_002102335.1|DSIM	LOC118502938|XP_035891582.1|ASTE
OG0004790	LOC6729741|XP_016036401.1|DSIM	LOC118502930|XP_035891569.1|ASTE
OG0004791	LOC6730338|XP_016037107.1|DSIM	LOC118502923|XP_035891554.1|ASTE
OG0004792	LOC6727494|XP_002102874.1|DSIM	LOC118502925|XP_035891556.1|ASTE
OG0004793	LOC6730108|XP_039150382.1|DSIM	LOC118506373|XP_035899291.1|ASTE
OG0004794	LOC6728190|XP_016034821.1|DSIM	LOC118504689|XP_035895401.1|ASTE
OG0004795	LOC6728245|XP_002103594.3|DSIM	LOC118506786|XP_035900295.1|ASTE
OG0004796	LOC6728314|XP_002103663.1|DSIM	LOC118507511|XP_035901944.1|ASTE
OG0004797	LOC6729001|XP_016035665.1|DSIM	LOC118507515|XP_035901962.1|ASTE
OG0004798	LOC6730017|XP_002105311.1|DSIM	LOC118502965|XP_035891622.1|ASTE
OG0004799	LOC6728988|XP_002104310.1|DSIM	LOC118507901|XP_035903048.1|ASTE
OG0004800	LOC6728147|XP_016034756.1|DSIM	LOC118504402|XP_035894722.1|ASTE
OG0004801	LOC6729564|XP_002104872.1|DSIM	LOC118504831|XP_035895728.1|ASTE
OG0004802	LOC6727300|XP_039150423.1|DSIM	LOC118507495|XP_035901917.1|ASTE
OG0004803	LOC6729942|XP_016036702.1|DSIM	LOC118506358|XP_035899264.1|ASTE
OG0004804	LOC6726697|XP_039151580.1|DSIM	LOC118503122|XP_035891961.1|ASTE
OG0004805	LOC6728787|XP_016035473.1|DSIM	LOC118505542|XP_035897364.1|ASTE
OG0004806	LOC27207936|XP_016039172.1|DSIM	LOC118505238|XP_035896671.1|ASTE
OG0004807	LOC6729533|XP_016036206.1|DSIM	LOC118507518|XP_035901971.1|ASTE
OG0004808	LOC6728696|XP_002104032.1|DSIM	LOC118516455|XP_035918244.1|ASTE, LOC118505108|XP_035896303.1|ASTE
OG0004809	LOC6727283|XP_002102672.1|DSIM	LOC118507817|XP_035902787.1|ASTE
OG0004810	LOC6727289|XP_002102676.1|DSIM	LOC118507816|XP_035902785.1|ASTE
OG0004811	LOC6738855|XP_016032674.1|DSIM	LOC118504489|XP_035894901.1|ASTE
OG0004812	LOC6728790|XP_039150548.1|DSIM	LOC118507691|XP_035902386.1|ASTE
OG0004813	LOC6729303|XP_002104620.2|DSIM	LOC118507474|XP_035901872.1|ASTE
OG0004814	LOC6728717|XP_039150605.1|DSIM	LOC118505038|XP_035896169.1|ASTE
OG0004815	LOC6725264|XP_016038269.1|DSIM	LOC118507731|XP_035902581.1|ASTE
OG0004816	LOC6725474|XP_016038582.1|DSIM	LOC118503574|XP_035892901.1|ASTE
OG0004817	LOC6725472|XP_002106488.2|DSIM	LOC118507964|XP_035903186.1|ASTE
OG0004818	LOC6728945|XP_002104273.1|DSIM	LOC118511920|XP_035911451.1|ASTE
OG0004819	LOC27207013|XP_016035839.1|DSIM	LOC118511918|XP_035911449.1|ASTE
OG0004820	LOC6728693|XP_002104029.2|DSIM	LOC118511917|XP_035911448.1|ASTE
OG0004821	LOC6730147|XP_016036912.1|DSIM	LOC118511914|XP_035911439.1|ASTE
OG0004822	LOC6728102|XP_016034715.1|DSIM	LOC118511928|XP_035911490.1|ASTE
OG0004823	LOC6739718|XP_016034814.1|DSIM	LOC118510414|XP_035908071.1|ASTE
OG0004824	LOC6728187|XP_002103536.1|DSIM	LOC118513706|XP_035915730.1|ASTE
OG0004825	LOC27207450|XP_016037326.1|DSIM	LOC118511986|XP_035911619.1|ASTE
OG0004826	LOC6726900|XP_002102302.1|DSIM	LOC118511970|XP_035911600.1|ASTE
OG0004827	LOC6726672|XP_002102083.1|DSIM	LOC118511972|XP_035911602.1|ASTE
OG0004828	LOC6729283|XP_002104603.1|DSIM	LOC118511979|XP_035911611.1|ASTE
OG0004829	LOC6729351|XP_002104667.1|DSIM	LOC118502960|XP_035891616.1|ASTE
OG0004830	LOC6728372|XP_016034984.1|DSIM	LOC118502992|XP_035891685.1|ASTE
