Orthogroup	DSIM.longest_only	HILL.longest_only
OG0003560	LOC6737100|XP_016030727.1|DSIM	LOC119650162|XP_037908637.1|HILL
OG0003561	LOC6735424|XP_016028734.1|DSIM	LOC119650440|XP_037909199.1|HILL
OG0003562	LOC6734990|XP_016028276.1|DSIM	LOC119654114|XP_037915214.1|HILL
OG0003563	LOC6727502|XP_002102882.1|DSIM	LOC119654144|XP_037915237.1|HILL
OG0003564	LOC6737125|XP_002083972.1|DSIM	LOC119648194|XP_037905713.1|HILL
OG0003565	LOC6736603|XP_016030196.1|DSIM	LOC119650148|XP_037908613.1|HILL
OG0003566	LOC6728743|XP_039150643.1|DSIM	LOC119653051|XP_037913448.1|HILL
OG0003567	LOC6734709|XP_016027920.1|DSIM	LOC119651795|XP_037911506.1|HILL
OG0003568	LOC6733719|XP_039148542.1|DSIM	LOC119661554|XP_037926873.1|HILL
OG0003569	LOC6736482|XP_016030018.1|DSIM	LOC119650442|XP_037909213.1|HILL
OG0003570	LOC6733381|XP_016026308.1|DSIM	LOC119648738|XP_037906488.1|HILL
OG0003571	LOC6736793|XP_016030437.1|DSIM	LOC119650251|XP_037908769.1|HILL
OG0003572	LOC6734064|XP_016027067.1|DSIM	LOC119661342|XP_037926571.1|HILL
OG0003573	LOC6734389|XP_002081410.1|DSIM	LOC119647162|XP_037903894.1|HILL
OG0003574	LOC6736852|XP_002083708.2|DSIM	LOC119650001|XP_037908391.1|HILL
OG0003575	LOC27206220|XP_016032129.1|DSIM	LOC119649147|XP_037907087.1|HILL
OG0003576	LOC6738425|XP_002085234.1|DSIM	LOC119649285|XP_037907305.1|HILL
OG0003578	LOC6737110|XP_016030736.1|DSIM	LOC119661777|XP_037927182.1|HILL
OG0003579	LOC6735046|XP_016028334.1|DSIM	LOC119647093|XP_037903791.1|HILL
OG0003580	LOC6735270|XP_002082240.1|DSIM	LOC119646297|XP_037902639.1|HILL
OG0003581	LOC6736379|XP_016029889.1|DSIM	LOC119650358|XP_037908969.1|HILL
OG0003582	LOC6737563|XP_016031353.1|DSIM	LOC119647617|XP_037904584.1|HILL
OG0003583	LOC6733838|XP_016026851.1|DSIM	LOC119646653|XP_037903099.1|HILL
OG0003584	LOC6733805|XP_002080849.2|DSIM	LOC119655981|XP_037918148.1|HILL
OG0003585	LOC6738553|XP_002085358.1|DSIM	LOC119650093|XP_037908538.1|HILL
OG0003586	LOC6724692|XP_039152071.1|DSIM	LOC119660832|XP_037925630.1|HILL
OG0003587	LOC6730542|XP_039150718.1|DSIM	LOC119648038|XP_037905392.1|HILL
OG0003588	LOC6728312|XP_016034946.1|DSIM	LOC119647638|XP_037904628.1|HILL
OG0003589	LOC6734708|XP_002081715.2|DSIM	LOC119646675|XP_037903134.1|HILL
OG0003590	LOC6736441|XP_002083312.1|DSIM	LOC119648069|XP_037905471.1|HILL, LOC119648068|XP_037905470.1|HILL
OG0003591	LOC6736362|XP_016029854.1|DSIM	LOC119647582|XP_037904518.1|HILL
OG0003592	LOC6737832|XP_016031608.1|DSIM	LOC119648408|XP_037906086.1|HILL
OG0003593	LOC6737181|XP_039149976.1|DSIM	LOC119647524|XP_037904422.1|HILL
OG0003594	LOC6737119|XP_002083966.1|DSIM	LOC119648534|XP_037906230.1|HILL
OG0003595	LOC6734604|XP_016027755.1|DSIM	LOC119657911|XP_037921026.1|HILL
OG0003596	LOC6733256|XP_002080319.1|DSIM	LOC119654491|XP_037915846.1|HILL
OG0003597	LOC6733248|XP_002080311.1|DSIM	LOC119649614|XP_037907766.1|HILL
OG0003598	LOC6736778|XP_002083634.1|DSIM	LOC119648329|XP_037905949.1|HILL
OG0003599	LOC6730800|XP_002077968.1|DSIM	LOC119648798|XP_037906570.1|HILL
OG0003600	LOC6737283|XP_039149283.1|DSIM	LOC119650367|XP_037908991.1|HILL
OG0003601	LOC6733645|XP_016026608.1|DSIM	LOC119660571|XP_037925154.1|HILL
OG0003602	LOC6735925|XP_016029281.1|DSIM	LOC119652254|XP_037912165.1|HILL
OG0003603	LOC6737260|XP_002084100.1|DSIM	LOC119648988|XP_037906840.1|HILL
OG0003604	LOC6733081|XP_016025786.1|DSIM	LOC119651098|XP_037910383.1|HILL
OG0003605	LOC6729280|XP_002104600.1|DSIM	LOC119652258|XP_037912167.1|HILL
OG0003606	LOC6734969|XP_002081963.2|DSIM	LOC119655875|XP_037917937.1|HILL
OG0003607	LOC6735008|XP_002081989.1|DSIM	LOC119660844|XP_037925670.1|HILL
OG0003608	LOC6737517|XP_016031313.1|DSIM	LOC119649627|XP_037907790.1|HILL
OG0003609	LOC6733662|XP_002080709.1|DSIM	LOC119656866|XP_037919453.1|HILL
OG0003610	LOC6738532|XP_002085338.1|DSIM	LOC119650323|XP_037908907.1|HILL
OG0003611	LOC27207730|XP_039149493.1|DSIM	LOC119649039|XP_037906927.1|HILL
OG0003612	LOC6735459|XP_002082398.2|DSIM	LOC119658898|XP_037922627.1|HILL
OG0003613	LOC6733394|XP_002080451.1|DSIM	LOC119646274|XP_037902611.1|HILL
OG0003614	LOC6733395|XP_002080452.1|DSIM	LOC119646275|XP_037902612.1|HILL
OG0003615	LOC6735862|XP_016029227.1|DSIM	LOC119652826|XP_037913085.1|HILL
OG0003616	LOC6735730|XP_002082643.1|DSIM	LOC119659685|XP_037923851.1|HILL
OG0003617	LOC6734174|XP_016027183.1|DSIM	LOC119648231|XP_037905783.1|HILL
OG0003618	LOC6734173|XP_016027181.1|DSIM	LOC119648203|XP_037905737.1|HILL
OG0003619	LOC6734236|XP_016027287.1|DSIM	LOC119659456|XP_037923472.1|HILL
OG0003620	LOC6736016|XP_002082925.1|DSIM	LOC119649305|XP_037907332.1|HILL
OG0003621	LOC27207386|XP_016031122.1|DSIM	LOC119647982|XP_037905283.1|HILL
OG0003622	LOC6737381|XP_016031126.1|DSIM	LOC119647912|XP_037905160.1|HILL
OG0003623	LOC6734329|XP_016027405.1|DSIM	LOC119646515|XP_037902899.1|HILL
OG0003624	LOC6735916|XP_002082826.1|DSIM	LOC119660118|XP_037924440.1|HILL
OG0003625	LOC6733391|XP_002080448.1|DSIM	LOC119661612|XP_037926957.1|HILL
OG0003626	LOC6734625|XP_016027779.2|DSIM	LOC119655118|XP_037916771.1|HILL
OG0003627	LOC6735165|XP_039148781.1|DSIM	LOC119651542|XP_037911102.1|HILL
OG0003628	LOC6733715|XP_039148805.1|DSIM	LOC119661667|XP_037927030.1|HILL
OG0003629	LOC6734259|XP_002081288.1|DSIM	LOC119661464|XP_037926753.1|HILL
OG0003630	LOC27208785|XP_016029393.1|DSIM	LOC119647076|XP_037903761.1|HILL
OG0003631	LOC6738714|XP_002085515.1|DSIM	LOC119649613|XP_037907761.1|HILL
OG0003632	LOC6736848|XP_016030496.1|DSIM	LOC119649869|XP_037908168.1|HILL
OG0003633	LOC6734220|XP_002081249.1|DSIM	LOC119647141|XP_037903862.1|HILL
OG0003634	LOC6737300|XP_016031011.2|DSIM	LOC119648061|XP_037905456.1|HILL
OG0003635	LOC6736620|XP_039149243.1|DSIM	LOC119648090|XP_037905510.1|HILL
OG0003636	LOC6733649|XP_002080703.1|DSIM	LOC119646528|XP_037902920.1|HILL
OG0003637	LOC6734184|XP_002081213.1|DSIM	LOC119646606|XP_037903035.1|HILL
OG0003638	LOC6738746|XP_016032557.1|DSIM	LOC119647902|XP_037905137.1|HILL
OG0003639	LOC6731668|XP_002078808.1|DSIM	LOC119647903|XP_037905138.1|HILL
OG0003640	LOC6734610|XP_016027763.1|DSIM	LOC119650811|XP_037909876.1|HILL
OG0003641	LOC6735526|XP_002082462.1|DSIM	LOC119659461|XP_037923475.1|HILL
OG0003642	LOC6733500|XP_016026459.1|DSIM	LOC119658899|XP_037922628.1|HILL
OG0003643	LOC6736019|XP_002082928.1|DSIM	LOC119659330|XP_037923302.1|HILL
OG0003644	LOC6733803|XP_016026761.1|DSIM	LOC119650760|XP_037909784.1|HILL
OG0003645	LOC6736529|XP_002083399.2|DSIM	LOC119649126|XP_037907059.1|HILL
OG0003646	LOC6737215|XP_002084055.1|DSIM	LOC119650095|XP_037908541.1|HILL
OG0003647	LOC6737405|XP_002084243.1|DSIM	LOC119649127|XP_037907060.1|HILL
OG0003648	LOC6731030|XP_002078191.2|DSIM	LOC119648456|XP_037906141.1|HILL
OG0003649	LOC6729530|XP_002104838.2|DSIM	LOC119649738|XP_037907948.1|HILL
OG0003650	LOC6726058|XP_002107040.2|DSIM	LOC119649737|XP_037907947.1|HILL
OG0003651	LOC6730171|XP_016036930.1|DSIM	LOC119650134|XP_037908593.1|HILL
OG0003652	LOC6737856|XP_002084684.1|DSIM	LOC119647918|XP_037905170.1|HILL
OG0003653	LOC6738743|XP_002085543.1|DSIM	LOC119650009|XP_037908405.1|HILL
OG0003654	LOC6738420|XP_002085229.2|DSIM	LOC119648153|XP_037905652.1|HILL
OG0003656	LOC6737861|XP_016031631.1|DSIM	LOC119648132|XP_037905596.1|HILL
OG0003657	LOC6739630|XP_016031371.1|DSIM	LOC119647928|XP_037905188.1|HILL
OG0003658	LOC27206879|XP_016035452.1|DSIM	LOC119657312|XP_037920102.1|HILL
OG0003659	LOC6738775|XP_002085575.1|DSIM	LOC119648133|XP_037905604.1|HILL
OG0003660	LOC6736217|XP_039149354.1|DSIM	LOC119649046|XP_037906946.1|HILL
OG0003661	LOC6736509|XP_016030086.1|DSIM	LOC119647734|XP_037904769.1|HILL
OG0003662	LOC6738974|XP_002085769.1|DSIM	LOC119648245|XP_037905810.1|HILL
OG0003663	LOC27209237|XP_039149783.1|DSIM	LOC119648224|XP_037905768.1|HILL
OG0003664	LOC6736924|XP_039149780.1|DSIM	LOC119648208|XP_037905741.1|HILL
OG0003665	LOC6733846|XP_016026862.1|DSIM	LOC119647053|XP_037903739.1|HILL
OG0003666	LOC6733262|XP_016026150.1|DSIM	LOC119661356|XP_037926590.1|HILL
OG0003667	LOC6736610|XP_039149432.1|DSIM	LOC119650434|XP_037909181.1|HILL
OG0003668	LOC27206146|XP_016026024.1|DSIM	LOC119658728|XP_037922319.1|HILL
OG0003669	LOC6733906|XP_002080950.1|DSIM	LOC119651454|XP_037910990.1|HILL
OG0003670	LOC6733905|XP_002080949.1|DSIM	LOC119651443|XP_037910979.1|HILL
OG0003671	LOC6735911|XP_039148350.1|DSIM	LOC119652275|XP_037912197.1|HILL
OG0003672	LOC6729569|XP_002104877.1|DSIM	LOC119659436|XP_037923446.1|HILL
OG0003673	LOC6735685|XP_039147325.1|DSIM	LOC119650978|XP_037910172.1|HILL
OG0003674	LOC6734694|XP_016027893.1|DSIM	LOC119657436|XP_037920273.1|HILL
OG0003675	LOC6733470|XP_002080527.2|DSIM	LOC119646416|XP_037902789.1|HILL
OG0003676	LOC6733469|XP_016026421.1|DSIM	LOC119654073|XP_037915167.1|HILL
OG0003677	LOC27209031|XP_016033087.1|DSIM	LOC119647117|XP_037903832.1|HILL
OG0003678	LOC6736713|XP_016030324.1|DSIM	LOC119650407|XP_037909120.1|HILL
OG0003679	LOC6736708|XP_016030322.1|DSIM	LOC119649580|XP_037907712.1|HILL
OG0003680	LOC6735010|XP_002081991.2|DSIM	LOC119661764|XP_037927162.1|HILL
OG0003681	LOC6734662|XP_002081669.1|DSIM	LOC119661227|XP_037926381.1|HILL
OG0003682	LOC6728362|XP_039150932.1|DSIM	LOC119658903|XP_037922637.1|HILL
OG0003683	LOC6734263|XP_039148431.1|DSIM	LOC119660457|XP_037924946.1|HILL
OG0003684	LOC27208937|XP_016031206.1|DSIM	LOC119648076|XP_037905489.1|HILL
OG0003685	LOC6737351|XP_016031078.1|DSIM	LOC119648151|XP_037905650.1|HILL
OG0003686	LOC6733785|XP_016026735.1|DSIM	LOC119652269|XP_037912184.1|HILL
OG0003687	LOC6734985|XP_002081967.2|DSIM	LOC119646667|XP_037903125.1|HILL
OG0003688	LOC6735726|XP_002082639.1|DSIM	LOC119656978|XP_037919642.1|HILL
OG0003689	LOC6739136|XP_016032982.1|DSIM	LOC119648217|XP_037905753.1|HILL
OG0003690	LOC120284776|XP_039149547.1|DSIM, LOC6738509|XP_039149546.1|DSIM	LOC119648584|XP_037906283.1|HILL
OG0003691	LOC6738207|XP_016032035.1|DSIM	LOC119648691|XP_037906419.1|HILL
OG0003692	LOC6733376|XP_039147418.1|DSIM	LOC119646532|XP_037902926.1|HILL
OG0003693	LOC6736209|XP_039149705.1|DSIM	LOC119649257|XP_037907267.1|HILL
OG0003694	LOC6738314|XP_016032163.1|DSIM	LOC119647810|XP_037904954.1|HILL
OG0003695	LOC6738459|XP_002085266.1|DSIM	LOC119648516|XP_037906212.1|HILL
OG0003696	LOC6734022|XP_002081061.1|DSIM	LOC119661678|XP_037927044.1|HILL
OG0003697	LOC6733826|XP_016026809.1|DSIM	LOC119646167|XP_037902471.1|HILL
OG0003698	LOC6737443|XP_016031214.1|DSIM	LOC119649768|XP_037907996.1|HILL
OG0003699	LOC6736083|XP_016029478.1|DSIM	LOC119651953|XP_037911739.1|HILL
OG0003700	LOC6736132|XP_002083032.1|DSIM	LOC119646228|XP_037902544.1|HILL
OG0003701	LOC6731429|XP_002078581.1|DSIM	LOC119646281|XP_037902617.1|HILL
OG0003702	LOC6738011|XP_016031807.1|DSIM	LOC119647495|XP_037904381.1|HILL
OG0003703	LOC6736578|XP_016030174.1|DSIM	LOC119648904|XP_037906736.1|HILL
OG0003704	LOC6738457|XP_002085264.2|DSIM	LOC119650003|XP_037908393.1|HILL
OG0003705	LOC6739319|XP_039148404.1|DSIM	LOC119648250|XP_037906170.1|HILL
OG0003706	LOC27207062|XP_016030571.1|DSIM	LOC119649342|XP_037907376.1|HILL
OG0003707	LOC6736308|XP_039149172.1|DSIM	LOC119649525|XP_037907637.1|HILL
OG0003708	LOC27207496|XP_016032138.2|DSIM	LOC119650241|XP_037908751.1|HILL
OG0003709	LOC6734241|XP_002081270.1|DSIM	LOC119646605|XP_037903033.1|HILL
OG0003710	LOC6734242|XP_002081271.1|DSIM	LOC119661241|XP_037926398.1|HILL
OG0003711	LOC6738701|XP_002085503.1|DSIM	LOC119649760|XP_037907982.1|HILL
OG0003712	LOC6734484|XP_002081503.1|DSIM	LOC119657728|XP_037920702.1|HILL
OG0003713	LOC6735398|XP_039147356.1|DSIM	LOC119646465|XP_037902842.1|HILL
OG0003714	LOC6735399|XP_002082346.1|DSIM	LOC119646466|XP_037902843.1|HILL
OG0003715	LOC6737261|XP_002084101.1|DSIM	LOC119649713|XP_037907915.1|HILL
OG0003716	LOC6737908|XP_039148935.1|DSIM	LOC119647610|XP_037904570.1|HILL
OG0003717	LOC6738366|XP_002085175.1|DSIM	LOC119650072|XP_037908498.1|HILL
OG0003718	LOC6737233|XP_002084073.1|DSIM	LOC119649304|XP_037907329.1|HILL
OG0003719	LOC6738005|XP_002084820.1|DSIM	LOC119648641|XP_037906340.1|HILL
OG0003720	LOC6740277|XP_016040261.1|DSIM	LOC119655209|XP_037916915.1|HILL
OG0003721	LOC6735722|XP_002082635.2|DSIM	LOC119655223|XP_037916934.1|HILL
OG0003722	LOC6737163|XP_016030820.1|DSIM	LOC119648013|XP_037905343.1|HILL
OG0003723	LOC6737429|XP_002084266.1|DSIM	LOC119649445|XP_037907524.1|HILL
OG0003724	LOC6736896|XP_016030542.1|DSIM	LOC119648257|XP_037905830.1|HILL
OG0003725	LOC6737837|XP_016031617.1|DSIM	LOC119647823|XP_037904980.1|HILL
OG0003726	LOC6736871|XP_002083724.1|DSIM	LOC119648865|XP_037906677.1|HILL
OG0003728	LOC6727862|XP_016034437.1|DSIM	LOC119658864|XP_037922548.1|HILL
OG0003729	LOC6736408|XP_039150114.1|DSIM	LOC119649621|XP_037907778.1|HILL
OG0003730	LOC6736532|XP_039149109.1|DSIM	LOC119649277|XP_037907292.1|HILL
OG0003731	LOC6736752|XP_002083608.1|DSIM	LOC119648302|XP_037905889.1|HILL
OG0003732	LOC6737604|XP_002084436.3|DSIM	LOC119655238|XP_037916952.1|HILL
OG0003733	LOC6736327|XP_016029805.1|DSIM	LOC119648254|XP_037905825.1|HILL
OG0003734	LOC6734433|XP_039149368.1|DSIM	LOC119650439|XP_037909193.1|HILL
OG0003735	LOC6735961|XP_002082870.1|DSIM	LOC119659748|XP_037923973.1|HILL
OG0003736	LOC6735139|XP_002082116.1|DSIM	LOC119660207|XP_037924609.1|HILL
OG0003737	LOC6735687|XP_002082603.1|DSIM	LOC119646142|XP_037902427.1|HILL
OG0003738	LOC6735762|XP_016029135.1|DSIM	LOC119660755|XP_037925448.1|HILL
OG0003739	LOC6733385|XP_002080442.1|DSIM	LOC119661194|XP_037926344.1|HILL
OG0003740	LOC27208943|XP_016026304.1|DSIM	LOC119660201|XP_037924561.1|HILL
OG0003741	LOC6736328|XP_016029806.1|DSIM	LOC119647802|XP_037904946.1|HILL
OG0003742	LOC6738621|XP_002085423.1|DSIM	LOC119648985|XP_037906836.1|HILL
OG0003743	LOC6733465|XP_016026416.1|DSIM	LOC119648387|XP_037906055.1|HILL
OG0003744	LOC6739291|XP_016026309.1|DSIM	LOC119660208|XP_037924574.1|HILL
OG0003745	LOC6734163|XP_002081192.1|DSIM	LOC119647069|XP_037903755.1|HILL
OG0003746	LOC6735469|XP_039148256.1|DSIM	LOC119655287|XP_037917035.1|HILL
OG0003747	LOC6737807|XP_002084635.1|DSIM	LOC119648917|XP_037906751.1|HILL
OG0003748	LOC6737803|XP_016031588.1|DSIM	LOC119649420|XP_037907488.1|HILL
OG0003749	LOC6737798|XP_002084626.1|DSIM	LOC119648024|XP_037905370.1|HILL
OG0003750	LOC6737801|XP_016031584.1|DSIM	LOC119648940|XP_037906782.1|HILL
OG0003751	LOC6737795|XP_016031573.1|DSIM	LOC119649422|XP_037907491.1|HILL
OG0003752	LOC6738406|XP_016032262.1|DSIM	LOC119647805|XP_037904949.1|HILL
OG0003753	LOC6737044|XP_039150251.1|DSIM	LOC119648004|XP_037905318.1|HILL
OG0003754	LOC6737043|XP_039150248.1|DSIM	LOC119647906|XP_037905142.1|HILL
OG0003755	LOC27206218|XP_039150309.1|DSIM	LOC119648189|XP_037905706.1|HILL
OG0003756	LOC6733148|XP_016026018.2|DSIM	LOC119659413|XP_037923415.1|HILL
OG0003757	LOC6736146|XP_016029532.1|DSIM	LOC119647186|XP_037903925.1|HILL
OG0003758	LOC6735163|XP_016028447.1|DSIM	LOC119648492|XP_037906186.1|HILL
OG0003759	LOC6737305|XP_016031018.1|DSIM	LOC119650305|XP_037908874.1|HILL
OG0003760	LOC6734965|XP_016028264.1|DSIM	LOC119660969|XP_037925962.1|HILL
OG0003761	LOC6737291|XP_002084131.1|DSIM	LOC119649811|XP_037908070.1|HILL
OG0003762	LOC6737293|XP_016031006.1|DSIM	LOC119648364|XP_037906017.1|HILL
OG0003763	LOC6736973|XP_039149124.1|DSIM	LOC119650257|XP_037908780.1|HILL
OG0003764	LOC6736968|XP_016030608.1|DSIM	LOC119648147|XP_037905632.1|HILL
OG0003765	LOC6732253|XP_002079382.1|DSIM	LOC119648395|XP_037906062.1|HILL
OG0003766	LOC6725138|XP_016038109.1|DSIM	LOC119661595|XP_037926925.1|HILL
OG0003767	LOC6734637|XP_002081645.1|DSIM	LOC119646303|XP_037902646.1|HILL
OG0003768	LOC6739381|XP_016027018.1|DSIM	LOC119647077|XP_037903762.1|HILL
OG0003769	LOC6733979|XP_002081023.1|DSIM	LOC119655999|XP_037918169.1|HILL
OG0003770	LOC6724744|XP_016037435.1|DSIM	LOC119660948|XP_037925888.1|HILL
OG0003771	LOC6737248|XP_016030960.1|DSIM	LOC119648179|XP_037905687.1|HILL
OG0003772	LOC6737386|XP_002084224.1|DSIM	LOC119648822|XP_037906609.1|HILL
OG0003773	LOC6733793|XP_016026753.1|DSIM	LOC119658748|XP_037922360.1|HILL
OG0003774	LOC6733787|XP_016026740.1|DSIM	LOC119661704|XP_037927083.1|HILL
OG0003775	LOC6740245|XP_039152754.1|DSIM	LOC119659114|XP_037922965.1|HILL, LOC119659746|XP_037923936.1|HILL
OG0003776	LOC6733288|XP_016026193.1|DSIM	LOC119660469|XP_037924980.1|HILL
OG0003778	LOC6733997|XP_039148869.1|DSIM	LOC119654891|XP_037916437.1|HILL
OG0003779	LOC6735406|XP_016028720.1|DSIM	LOC119660462|XP_037924952.1|HILL
OG0003780	LOC6734899|XP_002081896.1|DSIM	LOC119648787|XP_037906563.1|HILL
OG0003781	LOC6740338|XP_039152157.1|DSIM	LOC119660774|XP_037925472.1|HILL
OG0003782	LOC27209123|XP_016037695.1|DSIM	LOC119654382|XP_037915676.1|HILL
OG0003783	LOC6729876|XP_002105179.2|DSIM	LOC119656177|XP_037918455.1|HILL
OG0003784	LOC6733659|XP_039148249.1|DSIM	LOC119649315|XP_037907345.1|HILL
OG0003785	LOC27207467|XP_016026010.1|DSIM	LOC119652101|XP_037911970.1|HILL
OG0003786	LOC6735064|XP_016028354.1|DSIM	LOC119657405|XP_037920228.1|HILL
OG0003787	LOC6739466|XP_016028352.1|DSIM	LOC119655515|XP_037917354.1|HILL
OG0003788	LOC6735984|XP_002082893.1|DSIM	LOC119659916|XP_037924169.1|HILL, LOC119650883|XP_037909985.1|HILL
OG0003789	LOC6733417|XP_039148091.1|DSIM	LOC119658627|XP_037922055.1|HILL
OG0003790	LOC6737108|XP_002083955.1|DSIM	LOC119649352|XP_037907388.1|HILL
OG0003791	LOC6726968|XP_016033461.1|DSIM	LOC119660197|XP_037924545.1|HILL
OG0003792	LOC6734970|XP_016028269.1|DSIM	LOC119655876|XP_037917940.1|HILL
OG0003793	LOC6736148|XP_016029534.1|DSIM	LOC119650171|XP_037908655.1|HILL
OG0003794	LOC6735710|XP_016029083.1|DSIM	LOC119653959|XP_037915048.1|HILL
OG0003795	LOC27207737|XP_016031895.2|DSIM	LOC119661278|XP_037926480.1|HILL
OG0003796	LOC6730089|XP_002105382.1|DSIM	LOC119661279|XP_037926482.1|HILL
OG0003797	LOC6732323|XP_016024986.1|DSIM	LOC119650191|XP_037908682.1|HILL
OG0003798	LOC6733720|XP_016026691.1|DSIM	LOC119646775|XP_037903284.1|HILL
OG0003799	LOC27206600|XP_016029112.2|DSIM	LOC119653551|XP_037914191.1|HILL
OG0003800	LOC6732328|XP_002079456.1|DSIM	LOC119651835|XP_037911559.1|HILL
OG0003801	LOC6732891|XP_016025611.1|DSIM	LOC119652823|XP_037913079.1|HILL
OG0003802	LOC6732899|XP_002080004.2|DSIM	LOC119660468|XP_037924982.1|HILL, LOC119648035|XP_037905393.1|HILL
OG0003803	LOC6730087|XP_016036852.1|DSIM	LOC119660911|XP_037925796.1|HILL
OG0003804	LOC6732346|XP_016024998.1|DSIM	LOC119650642|XP_037909493.1|HILL
OG0003805	LOC6730406|XP_002077587.3|DSIM	LOC119650599|XP_037909388.1|HILL
OG0003806	LOC6733155|XP_016026030.1|DSIM	LOC119652383|XP_037912410.1|HILL
OG0003807	LOC6731142|XP_016023692.1|DSIM	LOC119653215|XP_037913713.1|HILL
OG0003808	LOC27206216|XP_016032338.2|DSIM	LOC119655359|XP_037917147.1|HILL
OG0003809	LOC6732733|XP_016025465.1|DSIM	LOC119648603|XP_037906304.1|HILL
OG0003810	LOC6736088|XP_016029484.1|DSIM	LOC119646688|XP_037903177.1|HILL
OG0003811	LOC6735259|XP_016028607.1|DSIM	LOC119653900|XP_037914963.1|HILL
OG0003812	LOC6730420|XP_039147089.1|DSIM	LOC119647196|XP_037903935.1|HILL
OG0003813	LOC6731693|XP_002078829.1|DSIM	LOC119651881|XP_037911628.1|HILL
OG0003814	LOC6732096|XP_016024768.1|DSIM	LOC119646208|XP_037902517.1|HILL
OG0003815	LOC27206460|XP_016033859.1|DSIM	LOC119650560|XP_037909295.1|HILL
OG0003816	LOC6732825|XP_016025547.1|DSIM	LOC119652600|XP_037912757.1|HILL
OG0003817	LOC6731635|XP_002078775.1|DSIM	LOC119653238|XP_037913765.1|HILL
OG0003818	LOC6732726|XP_016025458.1|DSIM	LOC119656712|XP_037919164.1|HILL
OG0003819	LOC6730926|XP_016023375.1|DSIM	LOC119647659|XP_037904663.1|HILL, LOC119655639|XP_037917544.1|HILL, LOC119654751|XP_037916209.1|HILL, LOC119655175|XP_037916855.1|HILL
OG0003820	LOC6728842|XP_002104176.1|DSIM	LOC119659344|XP_037923316.1|HILL
OG0003821	LOC6734482|XP_002081501.1|DSIM	LOC119658253|XP_037921465.1|HILL
OG0003822	LOC6731210|XP_002078369.2|DSIM	LOC119651831|XP_037911554.1|HILL
OG0003823	LOC6730615|XP_016023053.1|DSIM	LOC119651689|XP_037911324.1|HILL
OG0003824	LOC6732837|XP_002079950.1|DSIM	LOC119651957|XP_037911741.1|HILL
OG0003825	LOC6731533|XP_002078680.1|DSIM	LOC119652718|XP_037912937.1|HILL
OG0003826	LOC27208514|XP_016023588.1|DSIM	LOC119651514|XP_037911069.1|HILL
OG0003827	LOC6731631|XP_002078771.1|DSIM	LOC119651561|XP_037911122.1|HILL
OG0003828	LOC6731634|XP_016024314.1|DSIM	LOC119652878|XP_037913169.1|HILL
OG0003829	LOC6739237|XP_039154423.1|DSIM	LOC119652793|XP_037913039.1|HILL
OG0003830	LOC6733064|XP_002080141.1|DSIM	LOC119651444|XP_037910976.1|HILL
OG0003831	LOC6729037|XP_002104358.1|DSIM	LOC119657923|XP_037921039.1|HILL
OG0003832	LOC6731268|XP_016023829.1|DSIM	LOC119652867|XP_037913152.1|HILL
OG0003833	LOC6731270|XP_016023832.1|DSIM	LOC119650697|XP_037909608.1|HILL
OG0003834	LOC6731283|XP_016023848.1|DSIM	LOC119651620|XP_037911203.1|HILL
OG0003835	LOC6732445|XP_016025088.1|DSIM	LOC119652103|XP_037911968.1|HILL, LOC119652100|XP_037911966.1|HILL, LOC119652102|XP_037911967.1|HILL
OG0003836	LOC6732756|XP_002079869.2|DSIM	LOC119653759|XP_037914659.1|HILL
OG0003837	LOC6732754|XP_002079867.2|DSIM	LOC119647080|XP_037903765.1|HILL
OG0003838	LOC6730884|XP_016023309.1|DSIM	LOC119647137|XP_037903857.1|HILL
OG0003839	LOC6732207|XP_002079336.1|DSIM	LOC119651293|XP_037910740.1|HILL
OG0003840	LOC6733468|XP_002080525.1|DSIM	LOC119646581|XP_037903002.1|HILL
OG0003841	LOC6730721|XP_016023152.1|DSIM	LOC119659259|XP_037923182.1|HILL
OG0003842	LOC6731924|XP_016024595.1|DSIM	LOC119652542|XP_037912675.1|HILL
OG0003843	LOC6732274|XP_039153672.1|DSIM	LOC119650959|XP_037910133.1|HILL
OG0003844	LOC6732205|XP_016024883.1|DSIM	LOC119652928|XP_037913242.1|HILL
OG0003845	LOC6732396|XP_039151659.1|DSIM	LOC119651722|XP_037911372.1|HILL
OG0003846	LOC6731653|XP_016024334.1|DSIM	LOC119650951|XP_037910113.1|HILL
OG0003847	LOC27207473|XP_016024271.1|DSIM	LOC119654403|XP_037915715.1|HILL, LOC119654492|XP_037915843.1|HILL, LOC119652889|XP_037913184.1|HILL
OG0003848	LOC6739737|XP_002076630.2|DSIM	LOC119653263|XP_037913798.1|HILL
OG0003849	LOC6733872|XP_002080916.1|DSIM	LOC119646506|XP_037902889.1|HILL
OG0003850	LOC6732293|XP_016024955.1|DSIM	LOC119651235|XP_037910638.1|HILL
OG0003851	LOC6735410|XP_016028725.1|DSIM	LOC119661391|XP_037926642.1|HILL
OG0003852	LOC6730670|XP_039154430.1|DSIM	LOC119661247|XP_037926414.1|HILL
OG0003853	LOC6734687|XP_016027883.1|DSIM	LOC119648075|XP_037905492.1|HILL
OG0003854	LOC6732554|XP_016025205.1|DSIM	LOC119651383|XP_037910885.1|HILL
OG0003855	LOC6732553|XP_002079672.3|DSIM	LOC119650766|XP_037909795.1|HILL
