Orthogroup	DVIR.longest_only	DMIR.longest_only
OG0006319	LOC6627264|XP_002049920.1|DVIR	LOC117188056|XP_033247188.1|DMIR, LOC108158496|XP_017146298.2|DMIR
OG0006320	LOC6631628|XP_032295528.1|DVIR	LOC108164923|XP_017156399.1|DMIR
OG0006321	LOC6636037|XP_002059642.2|DVIR	LOC108160293|XP_017149692.1|DMIR
OG0006322	LOC6631673|XP_002055415.2|DVIR	LOC108153913|XP_017139501.1|DMIR
OG0006324	LOC6636020|XP_002059544.1|DVIR	LOC108160252|XP_017149608.1|DMIR
OG0006325	LOC6631112|XP_002054136.1|DVIR	LOC108156713|XP_017143850.1|DMIR
OG0006326	LOC6623548|XP_002048240.1|DVIR	LOC108152721|XP_017137747.1|DMIR
OG0006327	LOC6629757|XP_002053899.1|DVIR	LOC108156498|XP_017143483.1|DMIR
OG0006328	LOC6635166|XP_015024873.1|DVIR	LOC108155433|XP_017141734.2|DMIR
OG0006329	LOC6633789|XP_032296523.1|DVIR	LOC108161895|XP_017151782.1|DMIR
OG0006330	LOC6631123|XP_015026974.1|DVIR	LOC108155328|XP_017141553.1|DMIR
OG0006331	LOC6636108|XP_002059650.1|DVIR	LOC108161350|XP_017151082.1|DMIR
OG0006332	LOC6633499|XP_015025566.1|DVIR	LOC108164797|XP_017156210.1|DMIR
OG0006333	LOC6631783|XP_032295560.1|DVIR	LOC108159421|XP_033246848.1|DMIR
OG0006334	LOC6633523|XP_032296586.1|DVIR	LOC108154058|XP_017139642.1|DMIR
OG0006335	LOC6630957|XP_002054734.1|DVIR	LOC108156791|XP_017143957.1|DMIR
OG0006336	LOC6634404|XP_032289265.1|DVIR	LOC108156382|XP_017143290.1|DMIR
OG0006337	LOC6631873|XP_002055734.1|DVIR	LOC108158962|XP_017147286.1|DMIR
OG0006338	LOC6630832|XP_032294832.1|DVIR, LOC116650262|XP_032289391.1|DVIR	LOC108156931|XP_017144177.1|DMIR
OG0006339	LOC6635287|XP_032289304.1|DVIR	LOC117186475|XP_033243236.1|DMIR
OG0006340	LOC6634426|XP_002057938.1|DVIR	LOC108164509|XP_017155781.1|DMIR
OG0006341	LOC6631724|XP_032295527.1|DVIR	LOC108164542|XP_017155839.1|DMIR
OG0006342	LOC26531736|XP_032295525.1|DVIR	LOC108164837|XP_017156250.1|DMIR
OG0006343	LOC6631725|XP_015026356.1|DVIR	LOC108164682|XP_017156033.1|DMIR
OG0006344	LOC6631657|XP_032295463.1|DVIR	LOC108164982|XP_017156497.1|DMIR
OG0006345	LOC6629533|XP_032293012.1|DVIR	LOC108155071|XP_033245620.1|DMIR
OG0006346	LOC6634872|XP_002058601.1|DVIR	LOC108155274|XP_017141470.1|DMIR
OG0006347	LOC6630523|XP_015027033.1|DVIR	LOC108156285|XP_017143149.2|DMIR
OG0006348	LOC6636694|XP_015023787.1|DVIR	LOC108162557|XP_017152845.1|DMIR
OG0006349	LOC6631500|XP_002055007.1|DVIR	LOC108152504|XP_017137380.1|DMIR
OG0006350	LOC6632219|XP_002055887.2|DVIR	LOC108156107|XP_017142891.1|DMIR
OG0006351	LOC6636136|XP_002059530.1|DVIR	LOC108159282|XP_017147944.1|DMIR
OG0006352	LOC6626094|XP_002049403.1|DVIR	LOC108160503|XP_017150032.1|DMIR
OG0006353	LOC6633177|XP_032289583.1|DVIR	LOC108156016|XP_017142730.1|DMIR
OG0006354	LOC6630058|XP_015026957.1|DVIR	LOC108156695|XP_017143827.2|DMIR
OG0006355	LOC6632070|XP_002055037.2|DVIR	LOC108154418|XP_017140180.1|DMIR
OG0006356	LOC6633719|XP_002057084.1|DVIR	LOC108159725|XP_033243545.1|DMIR
OG0006357	LOC6634549|XP_015025109.1|DVIR	LOC108152947|XP_033248247.1|DMIR
OG0006358	LOC6622244|XP_002046369.3|DVIR	LOC108151802|XP_017136141.1|DMIR
OG0006359	LOC6634886|XP_002058505.1|DVIR	LOC108155738|XP_017142243.1|DMIR
OG0006360	LOC6634817|XP_032296293.1|DVIR	LOC108165351|XP_017156876.1|DMIR
OG0006361	LOC6633190|XP_002056677.1|DVIR	LOC108156891|XP_033245853.1|DMIR
OG0006362	LOC6633329|XP_015025461.1|DVIR	LOC108162191|XP_017152284.1|DMIR
OG0006363	LOC6635421|XP_032295484.1|DVIR	LOC108161591|XP_017151370.1|DMIR
OG0006364	LOC26531744|XP_015028981.1|DVIR	LOC108163418|XP_017154175.1|DMIR
OG0006365	LOC6631957|XP_002055220.1|DVIR	LOC108164887|XP_017156326.1|DMIR
OG0006366	LOC6631902|XP_002055214.3|DVIR	LOC108150982|XP_033254052.1|DMIR
OG0006367	LOC6631391|XP_032295916.1|DVIR	LOC108157201|XP_017144625.1|DMIR
OG0006368	LOC6629832|XP_002054532.1|DVIR	LOC108157099|XP_017144453.1|DMIR
OG0006369	LOC6629835|XP_032295362.1|DVIR	LOC108155789|XP_017142337.1|DMIR
OG0006371	LOC6630193|XP_002054094.1|DVIR	LOC108155511|XP_017141840.1|DMIR
OG0006372	LOC6630243|XP_032292516.1|DVIR	LOC108154324|XP_017140074.1|DMIR
OG0006373	LOC6631710|XP_032295871.1|DVIR	LOC108164734|XP_017156115.1|DMIR
OG0006374	LOC6633635|XP_002057279.1|DVIR	LOC108156916|XP_017144156.1|DMIR
OG0006375	LOC6633746|XP_002057031.1|DVIR	LOC108155930|XP_017142580.1|DMIR
OG0006376	LOC6631829|XP_002055471.1|DVIR	LOC108161170|XP_017150882.1|DMIR
OG0006377	LOC6632169|XP_002055267.1|DVIR	LOC108159964|XP_017149133.1|DMIR
OG0006378	LOC6632258|XP_032288762.1|DVIR	LOC108156178|XP_033245435.1|DMIR
OG0006379	LOC6633674|XP_002056933.1|DVIR	LOC108154684|XP_017140517.1|DMIR
OG0006380	LOC6634532|XP_002057961.1|DVIR	LOC108153614|XP_017139206.1|DMIR
OG0006381	LOC6636103|XP_002059645.1|DVIR	LOC108157231|XP_017144680.1|DMIR
OG0006382	LOC6633830|XP_002057109.1|DVIR	LOC108165042|XP_017156573.1|DMIR
OG0006383	LOC6634643|XP_002058042.3|DVIR	LOC108154567|XP_017140358.1|DMIR
OG0006384	LOC6633862|XP_002056964.1|DVIR	LOC108154595|XP_017140402.1|DMIR
OG0006385	LOC6630057|XP_002054279.1|DVIR	LOC108156113|XP_017142899.1|DMIR
OG0006386	LOC6627450|XP_002052472.1|DVIR	LOC108162156|XP_017152223.1|DMIR
OG0006387	LOC6629494|XP_002054514.1|DVIR	LOC108157259|XP_017144725.1|DMIR
OG0006388	LOC6633524|XP_002057072.1|DVIR	LOC108153990|XP_017139576.1|DMIR
OG0006389	LOC6633525|XP_002057073.1|DVIR	LOC108154008|XP_017139594.1|DMIR
OG0006390	LOC6630362|XP_002054898.1|DVIR	LOC108155563|XP_017141945.2|DMIR
OG0006391	LOC6632470|XP_002056171.1|DVIR	LOC108157698|XP_017145356.1|DMIR
OG0006392	LOC6633391|XP_002056802.1|DVIR	LOC108152383|XP_017137170.1|DMIR
OG0006393	LOC6627729|XP_002051746.2|DVIR	LOC108161892|XP_017151776.1|DMIR
OG0006394	LOC6630546|XP_002054417.1|DVIR	LOC108156509|XP_017143502.1|DMIR
OG0006395	LOC6632819|XP_002055906.1|DVIR	LOC108155288|XP_017141493.1|DMIR
OG0006396	LOC6634825|XP_002058214.1|DVIR	LOC108164629|XP_017155963.1|DMIR
OG0006397	LOC6634721|XP_002058320.3|DVIR	LOC108159038|XP_017147454.1|DMIR
OG0006398	LOC6634534|XP_002057963.1|DVIR	LOC108153605|XP_017139193.1|DMIR
OG0006399	LOC6633849|XP_002057201.1|DVIR	LOC108158663|XP_017146653.1|DMIR
OG0006400	LOC6633850|XP_002057202.1|DVIR	LOC108158654|XP_017146641.1|DMIR
OG0006401	LOC6622831|XP_032290925.1|DVIR	LOC108165293|XP_033243675.1|DMIR
OG0006402	LOC6629417|XP_002053151.3|DVIR	LOC108155034|XP_017141088.1|DMIR
OG0006403	LOC6632964|XP_032289720.1|DVIR	LOC108154392|XP_017140144.1|DMIR
OG0006404	LOC6632963|XP_002056353.2|DVIR	LOC108155819|XP_017142395.1|DMIR
OG0006405	LOC6622259|XP_032290452.1|DVIR	LOC108153576|XP_017139144.2|DMIR
OG0006406	LOC6630221|XP_002054795.1|DVIR	LOC108156503|XP_017143492.2|DMIR
OG0006407	LOC6635540|XP_002059087.1|DVIR	LOC108161123|XP_017150837.1|DMIR
OG0006408	LOC6634424|XP_002057936.1|DVIR	LOC108164528|XP_017155809.1|DMIR
OG0006409	LOC6633666|XP_002056925.1|DVIR	LOC108159202|XP_017147764.1|DMIR
OG0006410	LOC6633684|XP_002057289.2|DVIR	LOC108164875|XP_017156309.1|DMIR
OG0006411	LOC6636657|XP_002060135.1|DVIR	LOC108152131|XP_017136712.1|DMIR
OG0006412	LOC6634920|XP_002058680.1|DVIR	LOC108157544|XP_017145137.1|DMIR
OG0006413	LOC6631035|XP_015027593.1|DVIR, LOC116650264|XP_032289393.1|DVIR	LOC108156731|XP_017143876.2|DMIR
OG0006414	LOC6630210|XP_032294108.1|DVIR	LOC108156217|XP_017143046.1|DMIR
OG0006415	LOC6631336|XP_002055773.1|DVIR	LOC108157118|XP_017144493.1|DMIR
OG0006416	LOC6636060|XP_002059591.2|DVIR	LOC108163060|XP_017153624.1|DMIR
OG0006417	LOC6634123|XP_002057724.1|DVIR	LOC108161839|XP_017151690.1|DMIR
OG0006418	LOC6631798|XP_002055377.2|DVIR	LOC108151681|XP_017135913.1|DMIR
OG0006419	LOC6631059|XP_002054225.1|DVIR	LOC108157478|XP_017145049.1|DMIR
OG0006420	LOC6630776|XP_002054810.1|DVIR	LOC108154667|XP_017140493.1|DMIR
OG0006421	LOC6627988|XP_032293714.1|DVIR	LOC108161583|XP_033250034.1|DMIR
OG0006422	LOC6627995|XP_002051432.1|DVIR	LOC108163313|XP_017154026.1|DMIR
OG0006423	LOC6630564|XP_002054381.1|DVIR	LOC108155730|XP_017142228.1|DMIR
OG0006424	LOC6630565|XP_002054382.1|DVIR	LOC108156978|XP_017144259.1|DMIR
OG0006425	LOC6630562|XP_002054379.1|DVIR	LOC108155729|XP_017142227.1|DMIR
OG0006426	LOC6630075|XP_002054378.1|DVIR	LOC108155728|XP_017142226.1|DMIR
OG0006427	LOC6633219|XP_002055984.1|DVIR	LOC108156696|XP_017143831.1|DMIR
OG0006428	LOC6635143|XP_015024890.1|DVIR	LOC108157113|XP_017144478.1|DMIR
OG0006429	LOC6631189|XP_015026836.1|DVIR	LOC108155643|XP_017142080.1|DMIR
OG0006430	LOC6624081|XP_002048105.1|DVIR	LOC108151526|XP_017135664.1|DMIR
OG0006431	LOC6630989|XP_002053234.1|DVIR	LOC108156036|XP_017142777.1|DMIR
OG0006432	LOC6635083|XP_032289355.1|DVIR	LOC108156506|XP_017143497.2|DMIR
OG0006433	LOC6630524|XP_002054802.1|DVIR	LOC108155358|XP_017141611.1|DMIR
OG0006434	LOC6629126|XP_002052392.2|DVIR	LOC108161336|XP_017151063.1|DMIR
OG0006435	LOC6632232|XP_032288907.1|DVIR	LOC108155731|XP_017142229.1|DMIR
OG0006436	LOC6622359|XP_002048530.1|DVIR	LOC108156286|XP_017143155.1|DMIR
OG0006437	LOC6631784|XP_032295726.1|DVIR	LOC108164888|XP_017156328.1|DMIR
OG0006438	LOC6627770|XP_002052832.1|DVIR	LOC108161819|XP_017151668.1|DMIR
OG0006439	LOC6630374|XP_002054349.1|DVIR	LOC108156435|XP_017143381.1|DMIR
OG0006440	LOC6630373|XP_002054348.2|DVIR	LOC108156440|XP_017143388.1|DMIR
OG0006441	LOC6635173|XP_002058577.2|DVIR	LOC108156127|XP_017142931.1|DMIR
OG0006442	LOC6629405|XP_002053062.1|DVIR	LOC108154770|XP_017140642.1|DMIR
OG0006443	LOC6629315|XP_032291458.1|DVIR	LOC108155598|XP_017142009.1|DMIR
OG0006444	LOC6633077|XP_002056149.1|DVIR	LOC108154917|XP_017140865.1|DMIR
OG0006445	LOC6631447|XP_002054958.3|DVIR	LOC108164840|XP_017156255.1|DMIR
OG0006446	LOC6629860|XP_002052946.2|DVIR	LOC108156124|XP_017142923.1|DMIR
OG0006447	LOC6629490|XP_032288945.1|DVIR	LOC108157002|XP_033244575.1|DMIR
OG0006448	LOC6635058|XP_002058625.1|DVIR	LOC108154707|XP_017140546.1|DMIR
OG0006449	LOC6635061|XP_032294942.1|DVIR	LOC108157542|XP_033245632.1|DMIR
OG0006450	LOC6627982|XP_002052694.1|DVIR	LOC108163298|XP_017153997.1|DMIR
OG0006451	LOC6635462|XP_015024614.1|DVIR	LOC108162511|XP_017152788.2|DMIR
OG0006452	LOC6628991|XP_002052122.1|DVIR	LOC108154079|XP_017139675.1|DMIR
OG0006453	LOC6623547|XP_002046882.1|DVIR	LOC108152160|XP_017136769.1|DMIR
OG0006454	LOC6635562|XP_002059036.2|DVIR	LOC117186082|XP_033242074.1|DMIR, LOC108153374|XP_017138833.2|DMIR
OG0006455	LOC6634996|XP_032294886.1|DVIR	LOC108156807|XP_017143983.1|DMIR
OG0006456	LOC6629919|XP_002054553.1|DVIR	LOC108157107|XP_017144469.1|DMIR
OG0006457	LOC6632249|XP_002056078.1|DVIR	LOC108156253|XP_017143093.1|DMIR
OG0006459	LOC6629638|XP_032294973.1|DVIR	LOC108156789|XP_017143954.1|DMIR
OG0006460	LOC6634858|XP_002058648.1|DVIR	LOC108154910|XP_017140852.1|DMIR
OG0006461	LOC6635203|XP_002058478.2|DVIR	LOC108154252|XP_017139975.1|DMIR
OG0006462	LOC6630028|XP_002054478.3|DVIR	LOC108156510|XP_033244791.1|DMIR
OG0006463	LOC6631019|XP_032294778.1|DVIR	LOC108156149|XP_033244538.1|DMIR
OG0006464	LOC6624062|XP_002048116.1|DVIR	LOC108152932|XP_017138112.1|DMIR
OG0006465	LOC6636125|XP_032295508.1|DVIR	LOC108164599|XP_017155937.1|DMIR
OG0006466	LOC6632204|XP_002055518.1|DVIR	LOC108165123|XP_017156675.1|DMIR
OG0006467	LOC6634974|XP_002058422.1|DVIR	LOC108157593|XP_017145209.1|DMIR
OG0006468	LOC6635147|XP_002058631.1|DVIR	LOC108155921|XP_017142561.1|DMIR
OG0006469	LOC6634555|XP_002057972.1|DVIR	LOC108162099|XP_017152189.1|DMIR
OG0006470	LOC6622108|XP_002048185.1|DVIR	LOC108152619|XP_017137579.1|DMIR
OG0006471	LOC6634851|XP_002058641.1|DVIR	LOC108156635|XP_017143721.1|DMIR
OG0006472	LOC6634853|XP_002058643.1|DVIR	LOC108156633|XP_017143720.1|DMIR
OG0006473	LOC6622833|XP_015031226.1|DVIR	LOC108152242|XP_017136927.1|DMIR
OG0006474	LOC6625658|XP_002049008.1|DVIR	LOC108159614|XP_017148557.1|DMIR
OG0006475	LOC6634948|XP_002058536.2|DVIR	LOC108157241|XP_017144700.1|DMIR
OG0006476	LOC6633571|XP_002057075.1|DVIR	LOC108164654|XP_017155995.1|DMIR
OG0006477	LOC6631645|XP_032296171.1|DVIR	LOC108164573|XP_017155881.1|DMIR
OG0006478	LOC6630768|XP_002054826.2|DVIR	LOC108156952|XP_017144210.1|DMIR
OG0006479	LOC6630769|XP_032294892.1|DVIR	LOC108156821|XP_033245203.1|DMIR
OG0006480	LOC6625679|XP_002048797.1|DVIR	LOC108158967|XP_017147290.1|DMIR
OG0006481	LOC6627862|XP_002052281.1|DVIR	LOC108163120|XP_017153715.1|DMIR
OG0006482	LOC6630480|XP_032294006.1|DVIR	LOC108155648|XP_017142086.1|DMIR
OG0006483	LOC6632509|XP_002056014.2|DVIR	LOC108154719|XP_033244502.1|DMIR
OG0006484	LOC6632510|XP_015025912.1|DVIR	LOC108154718|XP_017140562.1|DMIR
OG0006485	LOC6632784|XP_002055866.1|DVIR	LOC108156537|XP_017143534.1|DMIR
OG0006486	LOC6629952|XP_002053610.1|DVIR	LOC108157508|XP_017145096.1|DMIR
OG0006487	LOC6630567|XP_002054384.1|DVIR	LOC108154888|XP_017140821.2|DMIR
OG0006488	LOC6622953|XP_002047086.1|DVIR	LOC108153399|XP_017138878.1|DMIR
OG0006489	LOC6631216|XP_002053959.3|DVIR	LOC108155249|XP_017141430.1|DMIR
OG0006490	LOC6632998|XP_002056356.1|DVIR	LOC108155780|XP_017142329.1|DMIR
OG0006491	LOC6628337|XP_002052668.1|DVIR	LOC108161728|XP_017151541.1|DMIR
OG0006492	LOC6629423|XP_002054355.1|DVIR	LOC108156524|XP_017143517.1|DMIR
OG0006493	LOC6631955|XP_032295211.1|DVIR	LOC108161832|XP_017151683.1|DMIR
OG0006494	LOC6633723|XP_032296597.1|DVIR	LOC108153243|XP_017138577.1|DMIR
OG0006495	LOC6635289|XP_002058799.2|DVIR	LOC117186336|XP_033242900.1|DMIR
OG0006496	LOC6634850|XP_002058640.1|DVIR	LOC108153938|XP_017139524.2|DMIR
OG0006497	LOC6632409|XP_002056205.1|DVIR	LOC108154174|XP_017139838.1|DMIR
OG0006498	LOC6632411|XP_002056207.2|DVIR	LOC108157292|XP_017144780.2|DMIR
OG0006499	LOC6631040|XP_032294893.1|DVIR	LOC108156233|XP_017143064.1|DMIR
OG0006500	LOC6628852|XP_032293426.1|DVIR	LOC108161612|XP_017151400.2|DMIR
OG0006501	LOC6633176|XP_002056158.2|DVIR	LOC108156018|XP_017142737.1|DMIR
OG0006502	LOC6632432|XP_002056162.1|DVIR	LOC108157306|XP_017144800.1|DMIR
OG0006503	LOC6632434|XP_002056164.2|DVIR	LOC108157427|XP_017144965.1|DMIR
OG0006504	LOC6632435|XP_002056165.1|DVIR	LOC108156740|XP_017143888.1|DMIR
OG0006505	LOC6632816|XP_002055903.1|DVIR	LOC108156753|XP_017143903.1|DMIR
OG0006506	LOC6623158|XP_002046768.1|DVIR	LOC108152082|XP_017136608.1|DMIR
OG0006507	LOC6632944|XP_032289845.1|DVIR	LOC108157437|XP_017144980.1|DMIR
OG0006508	LOC6632946|XP_002056769.2|DVIR	LOC108157216|XP_017144659.1|DMIR
OG0006509	LOC6634458|XP_002057946.2|DVIR	LOC108152303|XP_033245294.1|DMIR
OG0006510	LOC6631136|XP_002053032.1|DVIR	LOC108156638|XP_033244338.1|DMIR
OG0006511	LOC6632373|XP_002056203.2|DVIR	LOC108154168|XP_017139819.2|DMIR
OG0006512	LOC6629962|XP_032295048.1|DVIR	LOC108155816|XP_017142390.1|DMIR
OG0006513	LOC6632368|XP_032289533.1|DVIR	LOC108154169|XP_017139820.1|DMIR
OG0006514	LOC6631145|XP_002054248.1|DVIR	LOC108155955|XP_017142608.1|DMIR
OG0006515	LOC6631148|XP_002054251.1|DVIR	LOC108155568|XP_017141952.1|DMIR
OG0006516	LOC6630601|XP_032288781.1|DVIR	LOC108154368|XP_017140122.1|DMIR
OG0006517	LOC6630599|XP_002053018.1|DVIR	LOC108156421|XP_017143359.1|DMIR
OG0006518	LOC6630600|XP_032296737.1|DVIR	LOC108156627|XP_033244706.1|DMIR
OG0006519	LOC6630598|XP_002053017.2|DVIR	LOC108156422|XP_017143360.1|DMIR
OG0006520	LOC6635086|XP_002058416.1|DVIR	LOC108155395|XP_017141669.1|DMIR
OG0006521	LOC6630164|XP_002054784.1|DVIR	LOC108157025|XP_017144324.1|DMIR
OG0006522	LOC6635224|XP_002058412.2|DVIR	LOC108155302|XP_017141506.2|DMIR
OG0006523	LOC6633083|XP_002055961.1|DVIR	LOC108155129|XP_017141262.1|DMIR
OG0006524	LOC6627292|XP_002052464.2|DVIR	LOC108163586|XP_017154449.1|DMIR
OG0006525	LOC6634761|XP_032296444.1|DVIR	LOC108156988|XP_033243784.1|DMIR
OG0006526	LOC6635128|XP_002058545.1|DVIR	LOC108153931|XP_017139516.2|DMIR
OG0006527	LOC6635129|XP_002058546.1|DVIR	LOC108154649|XP_017140469.1|DMIR
OG0006528	LOC6635130|XP_002058547.1|DVIR	LOC108154498|XP_017140287.1|DMIR
OG0006529	LOC6635132|XP_002058549.1|DVIR	LOC108153929|XP_033245765.1|DMIR
OG0006530	LOC6635134|XP_002058551.3|DVIR	LOC108153928|XP_017139513.1|DMIR
OG0006531	LOC6634905|XP_032295297.1|DVIR	LOC108154664|XP_017140491.1|DMIR
OG0006532	LOC6634912|XP_002058564.2|DVIR	LOC108157389|XP_017144915.1|DMIR
OG0006533	LOC6626885|XP_032292805.1|DVIR	LOC108159765|XP_017148813.1|DMIR
OG0006534	LOC6633078|XP_002055956.1|DVIR	LOC108155124|XP_017141256.1|DMIR
OG0006535	LOC6635009|XP_032295176.1|DVIR	LOC108154884|XP_017140817.1|DMIR
OG0006536	LOC6630306|XP_002054191.1|DVIR	LOC108155723|XP_017142216.1|DMIR
OG0006537	LOC6631110|XP_002054134.1|DVIR	LOC108155903|XP_017142536.1|DMIR
OG0006538	LOC6629787|XP_015026850.1|DVIR	LOC108157009|XP_033245192.1|DMIR
OG0006539	LOC6634867|XP_002058702.1|DVIR	LOC108157218|XP_017144664.1|DMIR
OG0006540	LOC6630408|XP_002054196.2|DVIR	LOC108156224|XP_017143052.2|DMIR
OG0006541	LOC6634962|XP_032294884.1|DVIR	LOC108156781|XP_017143943.1|DMIR
OG0006542	LOC6634963|XP_002058597.1|DVIR	LOC108156782|XP_017143945.1|DMIR
OG0006543	LOC6630576|XP_002053925.3|DVIR	LOC108156051|XP_017142812.1|DMIR
OG0006544	LOC6632869|XP_002056555.1|DVIR	LOC108156954|XP_017144218.1|DMIR
OG0006545	LOC6632185|XP_002055640.1|DVIR	LOC108164738|XP_017156120.1|DMIR
OG0006546	LOC6635156|XP_002058350.2|DVIR	LOC108154192|XP_017139896.1|DMIR
OG0006547	LOC6630338|XP_002053013.3|DVIR	LOC108154787|XP_033245933.1|DMIR
OG0006548	LOC6632246|XP_002056075.1|DVIR	LOC108154231|XP_017139947.1|DMIR
OG0006549	LOC6629511|XP_002053171.1|DVIR	LOC108155100|XP_017141217.1|DMIR
OG0006550	LOC6629749|XP_002053891.1|DVIR	LOC108155605|XP_017142017.1|DMIR
OG0006551	LOC6631343|XP_002055780.1|DVIR	LOC108164672|XP_017156013.1|DMIR
OG0006552	LOC6631340|XP_002055777.1|DVIR	LOC108159417|XP_017148167.1|DMIR
OG0006553	LOC6630579|XP_002053928.1|DVIR	LOC108155603|XP_017142014.1|DMIR
OG0006554	LOC6635073|XP_032295030.1|DVIR	LOC108154001|XP_033244378.1|DMIR
OG0006555	LOC6634969|XP_002058716.1|DVIR	LOC108155812|XP_017142382.1|DMIR
OG0006556	LOC6635005|XP_002058518.1|DVIR	LOC108157413|XP_017144953.1|DMIR
OG0006557	LOC6630559|XP_002053277.1|DVIR	LOC108162237|XP_017152362.1|DMIR
OG0006558	LOC6630314|XP_032294014.1|DVIR	LOC108157246|XP_017144706.1|DMIR
OG0006559	LOC6629921|XP_002054555.1|DVIR	LOC108156960|XP_033245233.1|DMIR
OG0006560	LOC6631268|XP_032290575.1|DVIR	LOC108156640|XP_017143727.1|DMIR
OG0006561	LOC6631269|XP_002053821.1|DVIR	LOC108155449|XP_017141754.1|DMIR
OG0006562	LOC6630619|XP_032293993.1|DVIR	LOC108156955|XP_017144220.1|DMIR
OG0006563	LOC6629928|XP_002054329.1|DVIR	LOC108154830|XP_017140722.1|DMIR
OG0006564	LOC6629930|XP_032294959.1|DVIR	LOC108157249|XP_033244650.1|DMIR
OG0006565	LOC6629982|XP_032294992.1|DVIR	LOC108154005|XP_033246059.1|DMIR
OG0006566	LOC6630401|XP_032295248.1|DVIR	LOC108156099|XP_017142877.1|DMIR
OG0006567	LOC6629309|XP_002052973.3|DVIR	LOC108156173|XP_017142992.1|DMIR
OG0006568	LOC6630925|XP_032294779.1|DVIR	LOC108156172|XP_017142991.1|DMIR
OG0006569	LOC6624704|XP_002047198.1|DVIR	LOC108153268|XP_017138625.1|DMIR
OG0006570	LOC6632954|XP_002056571.1|DVIR	LOC108154932|XP_017140908.1|DMIR
OG0006571	LOC6629689|XP_002053970.1|DVIR	LOC108156735|XP_017143883.1|DMIR
OG0006572	LOC26530805|XP_015026263.1|DVIR	LOC108157131|XP_017144520.1|DMIR
OG0006573	LOC6633201|XP_002056688.1|DVIR	LOC108157473|XP_017145041.1|DMIR
OG0006574	LOC6631137|XP_032288736.1|DVIR	LOC108156746|XP_033244962.1|DMIR
OG0006575	LOC6632719|XP_002055830.1|DVIR	LOC108155770|XP_017142311.1|DMIR
OG0006576	LOC6629272|XP_032288728.1|DVIR	LOC108155168|XP_017141323.1|DMIR
OG0006577	LOC6632785|XP_002055867.2|DVIR	LOC108156536|XP_017143533.1|DMIR
OG0006578	LOC6629271|XP_015027295.1|DVIR	LOC108155163|XP_033245530.1|DMIR
OG0006579	LOC6628147|XP_002052434.1|DVIR	LOC108162091|XP_017152143.1|DMIR
OG0006580	LOC6630496|XP_002054390.1|DVIR	LOC108156366|XP_017143259.1|DMIR
OG0006581	LOC6632957|XP_002056574.2|DVIR	LOC108157320|XP_017144824.1|DMIR
OG0006582	LOC6629286|XP_002054694.1|DVIR	LOC108155089|XP_017141200.1|DMIR
OG0006583	LOC6630693|XP_032295319.1|DVIR	LOC108155174|XP_033245681.1|DMIR
OG0006584	LOC6628378|XP_002052630.1|DVIR	LOC108161811|XP_017151659.1|DMIR
OG0006585	LOC6628924|XP_015028714.1|DVIR	LOC108162124|XP_017152188.1|DMIR
OG0006586	LOC6635222|XP_002058410.1|DVIR	LOC108155308|XP_017141515.1|DMIR
OG0006587	LOC6635221|XP_002058409.1|DVIR	LOC108155304|XP_017141509.1|DMIR
OG0006588	LOC6632296|XP_032288889.1|DVIR	LOC108156543|XP_017143548.1|DMIR
OG0006589	LOC6631160|XP_032291524.1|DVIR	LOC108155430|XP_017141729.1|DMIR
OG0006590	LOC6631166|XP_032290320.1|DVIR	LOC108155428|XP_017141726.1|DMIR
OG0006591	LOC6623888|XP_002048268.2|DVIR	LOC108151490|XP_017135619.1|DMIR
OG0006592	LOC6632730|XP_002056053.1|DVIR	LOC108156773|XP_017143929.1|DMIR
OG0006593	LOC6632731|XP_002056054.2|DVIR	LOC108156772|XP_017143928.1|DMIR
OG0006594	LOC6623327|XP_002047290.3|DVIR	LOC108151848|XP_017136223.1|DMIR
OG0006595	LOC6625001|XP_032292332.1|DVIR	LOC108160291|XP_017149673.1|DMIR
OG0006596	LOC6626951|XP_032292488.1|DVIR	LOC108160106|XP_017149385.1|DMIR, LOC117189995|XP_033250972.1|DMIR, LOC117185747|XP_033250971.1|DMIR
OG0006597	LOC6624659|XP_015030892.1|DVIR	LOC108151805|XP_017136147.1|DMIR
OG0006598	LOC6634138|XP_002057424.2|DVIR	LOC108161334|XP_017151061.2|DMIR
OG0006599	LOC6623577|XP_002047808.1|DVIR	LOC108151743|XP_017136054.1|DMIR
OG0006600	LOC6622990|XP_015031142.1|DVIR	LOC108152449|XP_017137292.1|DMIR
OG0006601	LOC6623236|XP_002046735.1|DVIR	LOC108152377|XP_017137158.1|DMIR
OG0006602	LOC6623315|XP_002046736.1|DVIR	LOC108152378|XP_017137159.1|DMIR
OG0006603	LOC6623228|XP_002046737.1|DVIR	LOC108152375|XP_017137154.1|DMIR
OG0006604	LOC6622447|XP_002047129.2|DVIR	LOC108152963|XP_017138155.1|DMIR
OG0006605	LOC6633638|XP_002056832.1|DVIR	LOC108165144|XP_017156699.1|DMIR
OG0006606	LOC6623595|XP_002047337.2|DVIR	LOC108151698|XP_017135942.1|DMIR
OG0006607	LOC6622699|XP_002047226.1|DVIR	LOC108152134|XP_017136719.1|DMIR
OG0006608	LOC6632580|XP_002056745.1|DVIR	LOC108156767|XP_017143921.1|DMIR
OG0006609	LOC6630229|XP_002054569.1|DVIR	LOC108156953|XP_017144217.1|DMIR
