Orthogroup	DVIR.longest_only	ASTE.longest_only
OG0005012	LOC6623186|XP_002047760.1|DVIR	LOC118510364|XP_035907966.1|ASTE
OG0005013	LOC6629859|XP_002053182.2|DVIR	LOC118509807|XP_035906842.1|ASTE
OG0005014	LOC6624266|XP_002047114.1|DVIR	LOC118509446|XP_035905953.1|ASTE
OG0005015	LOC6623053|XP_002048498.1|DVIR	LOC118509436|XP_035905938.1|ASTE
OG0005016	LOC6622334|XP_032290750.1|DVIR	LOC118510481|XP_035908254.1|ASTE
OG0005017	LOC6624359|XP_032290311.1|DVIR	LOC118511868|XP_035911361.1|ASTE
OG0005018	LOC6622803|XP_002046482.1|DVIR	LOC118510553|XP_035908420.1|ASTE
OG0005019	LOC6624270|XP_002046538.1|DVIR	LOC118511443|XP_035910436.1|ASTE
OG0005020	LOC6626064|XP_002048854.1|DVIR	LOC118512898|XP_035913906.1|ASTE
OG0005021	LOC6629060|XP_002052388.1|DVIR	LOC118509461|XP_035905975.1|ASTE
OG0005022	LOC6624283|XP_002046372.1|DVIR	LOC118509519|XP_035906114.1|ASTE
OG0005023	LOC6625337|XP_015030006.1|DVIR	LOC118514203|XP_035916789.1|ASTE
OG0005024	LOC6636854|XP_002060284.2|DVIR	LOC118512791|XP_035913604.1|ASTE
OG0005025	LOC6622752|XP_002047727.1|DVIR	LOC118513490|XP_035915206.1|ASTE
OG0005026	LOC6624608|XP_002047143.1|DVIR	LOC118513491|XP_035915207.1|ASTE
OG0005027	LOC6636918|XP_032291512.1|DVIR	LOC118511240|XP_035909973.1|ASTE
OG0005028	LOC6633123|XP_032289645.1|DVIR	LOC118514448|XP_035917257.1|ASTE
OG0005029	LOC6623153|XP_002046825.1|DVIR	LOC118508851|XP_035904497.1|ASTE
OG0005030	LOC6623113|XP_002046120.2|DVIR	LOC118514447|XP_035917256.1|ASTE
OG0005031	LOC6624137|XP_032290454.1|DVIR	LOC118512806|XP_035913642.1|ASTE
OG0005032	LOC6624618|XP_002048275.1|DVIR	LOC118514388|XP_035917158.1|ASTE
OG0005033	LOC6623889|XP_032290399.1|DVIR	LOC118514366|XP_035917103.1|ASTE
OG0005034	LOC26531534|XP_015031754.1|DVIR	LOC118514402|XP_035917176.1|ASTE
OG0005035	LOC6623567|XP_002048270.2|DVIR	LOC118514385|XP_035917156.1|ASTE
OG0005036	LOC6624534|XP_002046629.1|DVIR	LOC118510221|XP_035907680.1|ASTE
OG0005037	LOC6623164|XP_015031277.1|DVIR	LOC118510220|XP_035907677.1|ASTE
OG0005038	LOC6624732|XP_002047186.1|DVIR	LOC118512882|XP_035913877.1|ASTE
OG0005039	LOC6635702|XP_032294555.1|DVIR	LOC118514348|XP_035917060.1|ASTE
OG0005040	LOC6623863|XP_002047170.1|DVIR	LOC118514258|XP_035916867.1|ASTE
OG0005041	LOC6623316|XP_002047756.1|DVIR	LOC118514343|XP_035917054.1|ASTE
OG0005042	LOC6623746|XP_002047351.1|DVIR	LOC118510547|XP_035908410.1|ASTE
OG0005043	LOC6625964|XP_002050958.1|DVIR	LOC118510549|XP_035908413.1|ASTE
OG0005044	LOC6627171|XP_002050956.1|DVIR	LOC118510299|XP_035907816.1|ASTE
OG0005045	LOC6626818|XP_015029949.1|DVIR	LOC118517269|XP_035919135.1|ASTE, LOC118510241|XP_035907702.1|ASTE
OG0005046	LOC6625074|XP_002050979.1|DVIR	LOC118510239|XP_035907699.1|ASTE
OG0005047	LOC6622888|XP_002048165.1|DVIR	LOC118510231|XP_035907690.1|ASTE
OG0005048	LOC6622491|XP_002048167.1|DVIR	LOC118510236|XP_035907694.1|ASTE
OG0005049	LOC6623879|XP_032291132.1|DVIR	LOC118514378|XP_035917137.1|ASTE
OG0005050	LOC6626918|XP_032292357.1|DVIR	LOC118503738|XP_035893247.1|ASTE
OG0005051	LOC6623809|XP_002048285.1|DVIR	LOC118514376|XP_035917136.1|ASTE
OG0005052	LOC6623945|XP_002048287.1|DVIR	LOC118513271|XP_035914731.1|ASTE
OG0005053	LOC6628802|XP_002051225.1|DVIR	LOC118511389|XP_035910301.1|ASTE
OG0005054	LOC6624527|XP_002047603.3|DVIR	LOC118509665|XP_035906538.1|ASTE
OG0005055	LOC6634554|XP_002057971.2|DVIR	LOC118509769|XP_035906799.1|ASTE
OG0005056	LOC6625486|XP_032291943.1|DVIR	LOC118509633|XP_035906417.1|ASTE
OG0005057	LOC6622900|XP_002046671.2|DVIR	LOC118513054|XP_035914256.1|ASTE
OG0005058	LOC6622264|XP_032291220.1|DVIR	LOC118513057|XP_035914278.1|ASTE
OG0005059	LOC6625423|XP_032292510.1|DVIR	LOC118512674|XP_035913334.1|ASTE
OG0005060	LOC6625046|XP_032292509.1|DVIR	LOC118512669|XP_035913315.1|ASTE
OG0005061	LOC6634216|XP_002057809.1|DVIR	LOC118514344|XP_035917056.1|ASTE
OG0005062	LOC6625229|XP_015029871.1|DVIR	LOC118511320|XP_035910131.1|ASTE
OG0005063	LOC6626801|XP_032292566.1|DVIR	LOC118511542|XP_035910642.1|ASTE
OG0005064	LOC6622514|XP_002048186.1|DVIR	LOC118512917|XP_035913959.1|ASTE
OG0005065	LOC6625710|XP_032291565.1|DVIR	LOC118514339|XP_035917047.1|ASTE
OG0005066	LOC6624852|XP_015030145.1|DVIR	LOC118514338|XP_035917043.1|ASTE
OG0005067	LOC6636372|XP_002059901.1|DVIR	LOC118514329|XP_035917019.1|ASTE
OG0005068	LOC6624189|XP_002048353.1|DVIR	LOC118510100|XP_035907424.1|ASTE
OG0005069	LOC6625056|XP_032292232.1|DVIR	LOC118509876|XP_035907001.1|ASTE
OG0005070	LOC6625742|XP_032292491.1|DVIR	LOC118510168|XP_035907572.1|ASTE
OG0005071	LOC6623465|XP_002048605.1|DVIR	LOC118509518|XP_035906113.1|ASTE
OG0005072	LOC6631762|XP_002055170.1|DVIR	LOC118509449|XP_035905960.1|ASTE
OG0005073	LOC6626808|XP_002050925.1|DVIR	LOC118514349|XP_035917061.1|ASTE
OG0005074	LOC6624272|XP_015030668.2|DVIR	LOC118510338|XP_035907891.1|ASTE
OG0005075	LOC6624766|XP_002050730.1|DVIR	LOC118509450|XP_035905961.1|ASTE
OG0005076	LOC6635924|XP_002059364.1|DVIR	LOC118509451|XP_035905962.1|ASTE
OG0005078	LOC6624716|XP_002046579.2|DVIR	LOC118509802|XP_035906833.1|ASTE, LOC118509801|XP_035906832.1|ASTE
OG0005079	LOC6626598|XP_015029120.2|DVIR	LOC118512227|XP_035912236.1|ASTE
OG0005080	LOC6623149|XP_002047750.1|DVIR	LOC118514353|XP_035917068.1|ASTE
OG0005081	LOC6636342|XP_002059941.2|DVIR	LOC118512018|XP_035911690.1|ASTE
OG0005082	LOC6624419|XP_002048677.1|DVIR	LOC118512821|XP_035913689.1|ASTE
OG0005083	LOC6631650|XP_002055340.1|DVIR	LOC118512822|XP_035913690.1|ASTE
OG0005084	LOC6623825|XP_032289927.1|DVIR	LOC118511857|XP_035911297.1|ASTE
OG0005085	LOC6622379|XP_002048531.2|DVIR	LOC118511856|XP_035911295.1|ASTE
OG0005086	LOC6635792|XP_002059381.1|DVIR	LOC118509708|XP_035906682.1|ASTE
OG0005087	LOC6622892|XP_032291148.1|DVIR	LOC118510437|XP_035908107.1|ASTE
OG0005088	LOC6635932|XP_032292201.1|DVIR	LOC118511272|XP_035910052.1|ASTE
OG0005089	LOC6635930|XP_002059369.1|DVIR	LOC118511271|XP_035910050.1|ASTE
OG0005090	LOC6625274|XP_002049365.1|DVIR	LOC118504203|XP_035894276.1|ASTE
OG0005091	LOC6636316|XP_002059876.2|DVIR	LOC118504604|XP_035895171.1|ASTE
OG0005092	LOC6622434|XP_002048195.1|DVIR	LOC118511905|XP_035911434.1|ASTE
OG0005093	LOC6623047|XP_032289965.1|DVIR	LOC118511900|XP_035911425.1|ASTE
OG0005094	LOC6624729|XP_002046581.3|DVIR	LOC118513138|XP_035914456.1|ASTE
OG0005095	LOC6635834|XP_002059469.1|DVIR	LOC118514369|XP_035917117.1|ASTE
OG0005096	LOC6634192|XP_002057785.1|DVIR	LOC118514211|XP_035916800.1|ASTE
OG0005097	LOC6626760|XP_002050711.1|DVIR	LOC118514179|XP_035916742.1|ASTE
OG0005098	LOC6625889|XP_002050360.1|DVIR	LOC118514177|XP_035916740.1|ASTE
OG0005099	LOC6626784|XP_002048870.1|DVIR	LOC118508939|XP_035904741.1|ASTE
OG0005100	LOC6626785|XP_002048871.1|DVIR	LOC118508938|XP_035904740.1|ASTE
OG0005101	LOC6630192|XP_002053261.1|DVIR	LOC118513189|XP_035914570.1|ASTE
OG0005102	LOC6626817|XP_015029933.1|DVIR	LOC118509628|XP_035906398.1|ASTE
OG0005103	LOC6625789|XP_002049985.1|DVIR	LOC118509660|XP_035906517.1|ASTE
OG0005104	LOC6634381|XP_002057575.1|DVIR	LOC118509779|XP_035906811.1|ASTE
OG0005105	LOC6623238|XP_002046714.1|DVIR	LOC118510326|XP_035907864.1|ASTE
OG0005106	LOC6622901|XP_032290771.1|DVIR	LOC118510336|XP_035907887.1|ASTE
OG0005107	LOC6624352|XP_002046970.2|DVIR	LOC118510320|XP_035907856.1|ASTE
OG0005108	LOC6626466|XP_002050706.1|DVIR	LOC118512311|XP_035912455.1|ASTE
OG0005109	LOC6632175|XP_015026309.1|DVIR	LOC118506437|XP_035899457.1|ASTE
OG0005110	LOC6622936|XP_002046499.1|DVIR	LOC118512299|XP_035912423.1|ASTE
OG0005111	LOC6622569|XP_032290872.1|DVIR	LOC118512868|XP_035913849.1|ASTE
OG0005112	LOC6622757|XP_002047045.1|DVIR	LOC118512866|XP_035913847.1|ASTE
OG0005113	LOC6622564|XP_002047007.2|DVIR	LOC118512870|XP_035913853.1|ASTE
OG0005114	LOC6624202|XP_032290358.1|DVIR	LOC118509371|XP_035905796.1|ASTE
OG0005115	LOC6635773|XP_032294707.1|DVIR	LOC118514611|XP_035917499.1|ASTE
OG0005116	LOC6622617|XP_002047018.1|DVIR	LOC118514221|XP_035916812.1|ASTE
OG0005117	LOC6633494|XP_002057353.1|DVIR	LOC118513293|XP_035914760.1|ASTE
OG0005118	LOC6629152|XP_002052446.1|DVIR	LOC118509920|XP_035907123.1|ASTE
OG0005119	LOC6636470|XP_032292123.1|DVIR	LOC118509915|XP_035907089.1|ASTE
OG0005120	LOC6622725|XP_002046550.2|DVIR	LOC118510890|XP_035909168.1|ASTE
OG0005121	LOC6622650|XP_032290318.1|DVIR	LOC118510889|XP_035909167.1|ASTE
OG0005122	LOC6624381|XP_002047468.1|DVIR	LOC118510167|XP_035907571.1|ASTE
OG0005123	LOC6624157|XP_002048669.1|DVIR	LOC118509822|XP_035906877.1|ASTE
OG0005124	LOC6622599|XP_032291048.1|DVIR	LOC118511248|XP_035909989.1|ASTE
OG0005125	LOC6622602|XP_032291047.1|DVIR	LOC118511269|XP_035910047.1|ASTE
OG0005126	LOC6624260|XP_002046603.1|DVIR	LOC118509908|XP_035907059.1|ASTE
OG0005127	LOC6624294|XP_002047447.1|DVIR	LOC118510581|XP_035908466.1|ASTE
OG0005128	LOC6626256|XP_032291861.1|DVIR	LOC118509564|XP_035906213.1|ASTE, LOC118516423|XP_035918187.1|ASTE
OG0005129	LOC6623633|XP_002048115.1|DVIR	LOC118509557|XP_035906204.1|ASTE
OG0005130	LOC6622697|XP_002048086.3|DVIR	LOC118511280|XP_035910067.1|ASTE
OG0005131	LOC6622542|XP_032290300.1|DVIR	LOC118511300|XP_035910102.1|ASTE
OG0005132	LOC6623264|XP_002047811.1|DVIR	LOC118510485|XP_035908259.1|ASTE
OG0005133	LOC6636564|XP_002060068.1|DVIR	LOC118512833|XP_035913761.1|ASTE
OG0005134	LOC6622608|XP_002048171.1|DVIR	LOC118514217|XP_035916806.1|ASTE
OG0005135	LOC6623319|XP_002046542.1|DVIR	LOC118514243|XP_035916842.1|ASTE
OG0005136	LOC6622130|XP_002046540.1|DVIR	LOC118512697|XP_035913404.1|ASTE
OG0005137	LOC6630446|XP_002053721.1|DVIR	LOC118513481|XP_035915173.1|ASTE
OG0005138	LOC6623836|XP_002047395.1|DVIR	LOC118513492|XP_035915208.1|ASTE
OG0005139	LOC6624404|XP_002046533.2|DVIR	LOC118514374|XP_035917129.1|ASTE
OG0005140	LOC6629217|XP_002051937.2|DVIR	LOC118514391|XP_035917165.1|ASTE
OG0005141	LOC6626717|XP_002050667.2|DVIR	LOC118511552|XP_035910664.1|ASTE
OG0005142	LOC6623507|XP_002046765.1|DVIR	LOC118512968|XP_035914088.1|ASTE
OG0005143	LOC6623381|XP_015031169.1|DVIR	LOC118509469|XP_035905990.1|ASTE
OG0005144	LOC6623459|XP_032291174.1|DVIR	LOC118509470|XP_035905997.1|ASTE
OG0005145	LOC6623458|XP_002046763.1|DVIR	LOC118509473|XP_035906001.1|ASTE
OG0005146	LOC6624605|XP_002047182.1|DVIR	LOC118509476|XP_035906009.1|ASTE
OG0005147	LOC6624644|XP_032291198.1|DVIR	LOC118509477|XP_035906010.1|ASTE
OG0005148	LOC6623457|XP_002048198.1|DVIR	LOC118510266|XP_035907755.1|ASTE
OG0005149	LOC6625729|XP_002051050.1|DVIR	LOC118510265|XP_035907753.1|ASTE
OG0005150	LOC6623849|XP_002046232.1|DVIR	LOC118514239|XP_035916835.1|ASTE
OG0005151	LOC6624248|XP_002046341.1|DVIR	LOC118509399|XP_035905850.1|ASTE
OG0005152	LOC6623927|XP_002046337.1|DVIR	LOC118509454|XP_035905967.1|ASTE
OG0005153	LOC116650506|XP_032290175.1|DVIR, LOC6624322|XP_002046335.1|DVIR	LOC118509396|XP_035905843.1|ASTE
OG0005154	LOC6624119|XP_002046333.1|DVIR	LOC118509395|XP_035905838.1|ASTE
OG0005155	LOC6622813|XP_002046480.2|DVIR	LOC118509430|XP_035905912.1|ASTE
OG0005156	LOC6629418|XP_002053152.1|DVIR	LOC118509241|XP_035905448.1|ASTE
OG0005157	LOC6625795|XP_002050893.1|DVIR	LOC118514328|XP_035917006.1|ASTE
OG0005158	LOC6623375|XP_002047308.1|DVIR	LOC118511817|XP_035911250.1|ASTE
OG0005159	LOC6622114|XP_002046508.1|DVIR	LOC118511820|XP_035911253.1|ASTE
OG0005160	LOC6623711|XP_002046814.2|DVIR	LOC118511832|XP_035911268.1|ASTE
OG0005161	LOC6625336|XP_002050418.1|DVIR	LOC118511835|XP_035911273.1|ASTE
OG0005163	LOC6622450|XP_002047955.1|DVIR	LOC118511854|XP_035911293.1|ASTE
OG0005164	LOC26531093|XP_015031691.1|DVIR	LOC118511529|XP_035910611.1|ASTE
OG0005165	LOC6624857|XP_002049205.1|DVIR	LOC118510406|XP_035908050.1|ASTE
OG0005166	LOC6632898|XP_002056749.1|DVIR	LOC118510355|XP_035907949.1|ASTE
OG0005167	LOC6632897|XP_002056748.1|DVIR	LOC118510394|XP_035908043.1|ASTE
OG0005168	LOC6622840|XP_002047245.1|DVIR	LOC118510339|XP_035907903.1|ASTE
OG0005169	LOC6623167|XP_032290690.1|DVIR	LOC118510385|XP_035908029.1|ASTE
OG0005170	LOC6623110|XP_032290600.1|DVIR	LOC118510361|XP_035907962.1|ASTE
OG0005171	LOC6623092|XP_002047765.1|DVIR	LOC118510372|XP_035907990.1|ASTE
OG0005172	LOC6624750|XP_032291945.1|DVIR	LOC118511342|XP_035910182.1|ASTE
OG0005173	LOC6635951|XP_002059393.2|DVIR	LOC118511346|XP_035910193.1|ASTE
OG0005174	LOC6626836|XP_002050838.1|DVIR	LOC118511348|XP_035910197.1|ASTE
OG0005175	LOC6626897|XP_032292026.1|DVIR	LOC118509381|XP_035905814.1|ASTE, LOC118517326|XP_035919199.1|ASTE
OG0005176	LOC6625202|XP_032292142.1|DVIR	LOC118513142|XP_035914461.1|ASTE
OG0005177	LOC6626899|XP_015029068.2|DVIR	LOC118516431|XP_035918202.1|ASTE, LOC118509570|XP_035906224.1|ASTE
OG0005178	LOC6622333|XP_002046965.1|DVIR	LOC118513143|XP_035914462.1|ASTE
OG0005179	LOC6623390|XP_002046750.1|DVIR	LOC118509942|XP_035907167.1|ASTE
OG0005180	LOC6624715|XP_002046643.2|DVIR	LOC118513176|XP_035914529.1|ASTE
OG0005181	LOC6631483|XP_015026679.1|DVIR	LOC118513173|XP_035914518.1|ASTE
OG0005182	LOC6635973|XP_032292632.1|DVIR	LOC118513182|XP_035914538.1|ASTE
OG0005183	LOC6625542|XP_015030046.1|DVIR	LOC118513188|XP_035914569.1|ASTE
OG0005184	LOC6625539|XP_032291690.1|DVIR	LOC118509674|XP_035906572.1|ASTE
OG0005185	LOC6625707|XP_002050328.1|DVIR	LOC118511412|XP_035910365.1|ASTE
OG0005186	LOC6635860|XP_002059482.1|DVIR	LOC118511407|XP_035910354.1|ASTE
OG0005187	LOC6635950|XP_032292592.1|DVIR	LOC118512906|XP_035913924.1|ASTE
OG0005188	LOC6625075|XP_002050980.1|DVIR	LOC118509701|XP_035906671.1|ASTE
OG0005189	LOC6631616|XP_015026502.1|DVIR, LOC116652140|XP_032295976.1|DVIR	LOC118510957|XP_035909308.1|ASTE
OG0005190	LOC6624040|XP_002048305.1|DVIR	LOC118509697|XP_035906658.1|ASTE
OG0005191	LOC6631066|XP_032291052.1|DVIR	LOC118512005|XP_035911657.1|ASTE
OG0005192	LOC6626048|XP_032291888.1|DVIR	LOC118511996|XP_035911628.1|ASTE
OG0005193	LOC6625695|XP_002048845.2|DVIR	LOC118512010|XP_035911667.1|ASTE
OG0005194	LOC6635826|XP_002059462.1|DVIR	LOC118509656|XP_035906505.1|ASTE
OG0005195	LOC6625943|XP_002050340.1|DVIR	LOC118509747|XP_035906770.1|ASTE
OG0005196	LOC6622690|XP_002047600.1|DVIR	LOC118509658|XP_035906511.1|ASTE
OG0005197	LOC6625316|XP_002050411.2|DVIR	LOC118509667|XP_035906545.1|ASTE
OG0005198	LOC6622710|XP_002048157.3|DVIR	LOC118509682|XP_035906618.1|ASTE
OG0005199	LOC6625341|XP_002050423.3|DVIR	LOC118511961|XP_035911576.1|ASTE
OG0005200	LOC6625896|XP_032291713.1|DVIR	LOC118511954|XP_035911565.1|ASTE
OG0005201	LOC6625263|XP_002050626.1|DVIR	LOC118512242|XP_035912275.1|ASTE
OG0005202	LOC6626350|XP_002050351.2|DVIR	LOC118512238|XP_035912271.1|ASTE
OG0005203	LOC6626928|XP_032292573.1|DVIR	LOC118504533|XP_035894971.1|ASTE
OG0005204	LOC6627903|XP_002051396.2|DVIR	LOC118511194|XP_035909859.1|ASTE, LOC118517342|XP_035919220.1|ASTE
OG0005205	LOC6628235|XP_032294617.1|DVIR	LOC118511189|XP_035909849.1|ASTE, LOC118517345|XP_035919230.1|ASTE
OG0005206	LOC6636358|XP_002059887.1|DVIR	LOC118511881|XP_035911398.1|ASTE
OG0005207	LOC6636500|XP_032291727.1|DVIR	LOC118510972|XP_035909357.1|ASTE
OG0005208	LOC6626065|XP_002048855.1|DVIR	LOC118510968|XP_035909352.1|ASTE
OG0005209	LOC6628654|XP_002051504.1|DVIR	LOC118510967|XP_035909351.1|ASTE
OG0005210	LOC6628655|XP_032293411.1|DVIR	LOC118510966|XP_035909345.1|ASTE
OG0005211	LOC6622431|XP_002047711.1|DVIR	LOC118511204|XP_035909877.1|ASTE
OG0005212	LOC6625317|XP_032291560.1|DVIR	LOC118511121|XP_035909746.1|ASTE
OG0005213	LOC6633552|XP_002057249.1|DVIR	LOC118511036|XP_035909520.1|ASTE
OG0005214	LOC6627794|XP_032294398.1|DVIR	LOC118513662|XP_035915648.1|ASTE
OG0005215	LOC6627721|XP_002052514.1|DVIR	LOC118513390|XP_035914960.1|ASTE
OG0005216	LOC6634218|XP_002057667.3|DVIR	LOC118513401|XP_035914977.1|ASTE
OG0005217	LOC6628566|XP_032293573.1|DVIR	LOC118513378|XP_035914921.1|ASTE
OG0005218	LOC6627387|XP_002051077.1|DVIR	LOC118513371|XP_035914895.1|ASTE
OG0005219	LOC6635798|XP_002059386.1|DVIR	LOC118512451|XP_035912809.1|ASTE
OG0005220	LOC6622880|XP_002047237.1|DVIR	LOC118513922|XP_035916182.1|ASTE
OG0005221	LOC6627667|XP_002051107.2|DVIR	LOC118513955|XP_035916244.1|ASTE
OG0005222	LOC6635768|XP_032294706.1|DVIR	LOC118513907|XP_035916125.1|ASTE
OG0005223	LOC6634226|XP_002057675.1|DVIR	LOC118512700|XP_035913415.1|ASTE
OG0005224	LOC6629082|XP_002051605.2|DVIR	LOC118512724|XP_035913465.1|ASTE
OG0005225	LOC6634100|XP_002057711.1|DVIR	LOC118511739|XP_035911082.1|ASTE
OG0005226	LOC6627791|XP_032293961.1|DVIR	LOC118511725|XP_035911056.1|ASTE
OG0005227	LOC6627827|XP_002051751.1|DVIR	LOC118511731|XP_035911070.1|ASTE
OG0005228	LOC6627733|XP_002051750.1|DVIR	LOC118511729|XP_035911068.1|ASTE
OG0005229	LOC6628724|XP_032294040.1|DVIR	LOC118511108|XP_035909725.1|ASTE
OG0005230	LOC6627914|XP_032294488.1|DVIR	LOC118513669|XP_035915663.1|ASTE
OG0005231	LOC6635754|XP_002059111.1|DVIR	LOC118512660|XP_035913302.1|ASTE
OG0005232	LOC6628732|XP_032293429.1|DVIR	LOC118512226|XP_035912235.1|ASTE
OG0005233	LOC6628660|XP_002051510.1|DVIR	LOC118513840|XP_035916010.1|ASTE
OG0005234	LOC6634292|XP_032289007.1|DVIR	LOC118512028|XP_035911712.1|ASTE
OG0005235	LOC6628344|XP_002052675.1|DVIR	LOC118508933|XP_035904734.1|ASTE
OG0005236	LOC6635700|XP_032294563.1|DVIR	LOC118508932|XP_035904733.1|ASTE
OG0005237	LOC6635703|XP_002059276.1|DVIR	LOC118508928|XP_035904727.1|ASTE
OG0005238	LOC6635683|XP_002059278.1|DVIR	LOC118508931|XP_035904732.1|ASTE
OG0005239	LOC6628751|XP_032294406.1|DVIR, LOC116649721|XP_032296027.1|DVIR	LOC118511096|XP_035909698.1|ASTE
OG0005240	LOC6636620|XP_002060083.1|DVIR	LOC118511101|XP_035909714.1|ASTE
OG0005241	LOC6628252|XP_002052931.1|DVIR	LOC118511074|XP_035909626.1|ASTE
OG0005242	LOC6629201|XP_002052620.1|DVIR	LOC118511114|XP_035909732.1|ASTE
OG0005243	LOC6628725|XP_015028570.1|DVIR	LOC118511088|XP_035909667.1|ASTE
OG0005244	LOC6630426|XP_002053738.1|DVIR	LOC118513938|XP_035916215.1|ASTE
OG0005245	LOC6629718|XP_002053675.3|DVIR	LOC118513923|XP_035916184.1|ASTE
OG0005246	LOC6627598|XP_002052829.1|DVIR	LOC118513959|XP_035916251.1|ASTE
OG0005247	LOC6625872|XP_002050792.1|DVIR	LOC118513561|XP_035915382.1|ASTE
OG0005248	LOC6636057|XP_015024185.1|DVIR	LOC118511628|XP_035910830.1|ASTE
OG0005249	LOC6629362|XP_002053571.1|DVIR	LOC118510632|XP_035908564.1|ASTE
OG0005250	LOC6634076|XP_002057897.2|DVIR	LOC118510621|XP_035908542.1|ASTE
OG0005251	LOC6627379|XP_032294058.1|DVIR	LOC118511561|XP_035910689.1|ASTE
OG0005252	LOC6633911|XP_015025311.1|DVIR	LOC118511210|XP_035909887.1|ASTE
OG0005253	LOC6635673|XP_015024545.1|DVIR	LOC118514518|XP_035917377.1|ASTE
OG0005254	LOC6633938|XP_002057608.1|DVIR	LOC118513531|XP_035915296.1|ASTE
OG0005255	LOC6633937|XP_002057607.1|DVIR	LOC118513532|XP_035915297.1|ASTE
OG0005256	LOC6629179|XP_002052374.2|DVIR	LOC118509159|XP_035905300.1|ASTE
OG0005257	LOC6634151|XP_002057628.2|DVIR	LOC118509050|XP_035905029.1|ASTE, LOC118516611|XP_035918478.1|ASTE
OG0005258	LOC6634070|XP_002057872.1|DVIR	LOC118514705|XP_035917671.1|ASTE
OG0005259	LOC6634135|XP_002057523.2|DVIR	LOC118513585|XP_035915446.1|ASTE
OG0005260	LOC6634157|XP_032289010.1|DVIR	LOC118513539|XP_035915305.1|ASTE
OG0005261	LOC6627824|XP_002051137.2|DVIR	LOC118513537|XP_035915302.1|ASTE
OG0005262	LOC6628096|XP_002052420.1|DVIR	LOC118513988|XP_035916312.1|ASTE
OG0005263	LOC6633909|XP_002057602.2|DVIR	LOC118513912|XP_035916146.1|ASTE
OG0005264	LOC6630686|XP_002054409.2|DVIR	LOC118513958|XP_035916249.1|ASTE
OG0005265	LOC6634300|XP_002057452.1|DVIR	LOC118510582|XP_035908467.1|ASTE
OG0005266	LOC6633931|XP_002057620.1|DVIR	LOC118513223|XP_035914643.1|ASTE
OG0005267	LOC6628890|XP_002052091.1|DVIR	LOC118513516|XP_035915268.1|ASTE
OG0005268	LOC6628891|XP_015028761.1|DVIR	LOC118513515|XP_035915267.1|ASTE
OG0005269	LOC6629118|XP_002052110.1|DVIR	LOC118513524|XP_035915279.1|ASTE
OG0005270	LOC6629213|XP_002051263.1|DVIR	LOC118513567|XP_035915389.1|ASTE
OG0005271	LOC6628466|XP_002051541.1|DVIR	LOC118513560|XP_035915376.1|ASTE
OG0005272	LOC6628469|XP_032293802.1|DVIR	LOC118513563|XP_035915384.1|ASTE
OG0005273	LOC6628905|XP_002051549.1|DVIR	LOC118513558|XP_035915373.1|ASTE
OG0005274	LOC6629243|XP_002051267.1|DVIR	LOC118513556|XP_035915371.1|ASTE
OG0005275	LOC6636618|XP_002060084.2|DVIR	LOC118513554|XP_035915343.1|ASTE
OG0005276	LOC6628025|XP_015028648.1|DVIR	LOC118513548|XP_035915327.1|ASTE
OG0005277	LOC6627722|XP_002052515.1|DVIR	LOC118513546|XP_035915325.1|ASTE
OG0005278	LOC6635845|XP_002059457.1|DVIR	LOC118513547|XP_035915326.1|ASTE
OG0005279	LOC6628169|XP_015028192.1|DVIR	LOC118511042|XP_035909529.1|ASTE
OG0005280	LOC6628212|XP_002052941.1|DVIR	LOC118513913|XP_035916147.1|ASTE
OG0005281	LOC6627356|XP_032294194.1|DVIR	LOC118513861|XP_035916054.1|ASTE
OG0005282	LOC6630460|XP_002053457.1|DVIR	LOC118513851|XP_035916029.1|ASTE
OG0005283	LOC6631191|XP_002054836.1|DVIR	LOC118513852|XP_035916036.1|ASTE
OG0005284	LOC6627472|XP_002052903.2|DVIR	LOC118511091|XP_035909677.1|ASTE
OG0005285	LOC6627473|XP_002052904.1|DVIR	LOC118511762|XP_035911125.1|ASTE
OG0005286	LOC6628254|XP_015028557.1|DVIR	LOC118513969|XP_035916286.1|ASTE
OG0005287	LOC6628208|XP_002052937.1|DVIR	LOC118513925|XP_035916186.1|ASTE
OG0005288	LOC6628362|XP_002052551.1|DVIR	LOC118511068|XP_035909569.1|ASTE
OG0005289	LOC6627380|XP_002052400.1|DVIR	LOC118511058|XP_035909560.1|ASTE
OG0005290	LOC6630765|XP_002054624.1|DVIR	LOC118511059|XP_035909562.1|ASTE
OG0005291	LOC6634273|XP_002057690.1|DVIR	LOC118511579|XP_035910723.1|ASTE
OG0005292	LOC6634271|XP_002057688.1|DVIR	LOC118513663|XP_035915650.1|ASTE
OG0005293	LOC6628499|XP_002051494.1|DVIR	LOC118512209|XP_035912215.1|ASTE
OG0005294	LOC6629202|XP_002052621.1|DVIR	LOC118509332|XP_035905692.1|ASTE
OG0005295	LOC6634274|XP_032293647.1|DVIR	LOC118509335|XP_035905695.1|ASTE
OG0005296	LOC6629598|XP_002053551.2|DVIR	LOC118513543|XP_035915313.1|ASTE
OG0005297	LOC6634375|XP_015025240.1|DVIR	LOC118509046|XP_035905014.1|ASTE
OG0005298	LOC6628795|XP_002051218.1|DVIR	LOC118513312|XP_035914793.1|ASTE
OG0005299	LOC6632260|XP_002055895.1|DVIR	LOC118509059|XP_035905064.1|ASTE
