Orthogroup	DVIR.longest_only	CQUI.longest_only
OG0004751	LOC6633081|XP_015025995.1|DVIR	LOC6033701|XP_001844124.2|CQUI
OG0004752	LOC6630573|XP_002053922.1|DVIR	LOC6033703|XP_001844126.1|CQUI
OG0004753	LOC6632507|XP_002056012.2|DVIR	LOC6033704|XP_001844127.2|CQUI
OG0004754	LOC6632937|XP_002056124.1|DVIR	LOC6033705|XP_001844128.1|CQUI
OG0004755	LOC6630148|XP_002054179.1|DVIR	LOC6033712|XP_038117221.1|CQUI
OG0004756	LOC6630149|XP_032295150.1|DVIR	LOC6033713|XP_001844134.2|CQUI
OG0004757	LOC6632371|XP_015025871.1|DVIR	LOC6033720|XP_038105297.1|CQUI
OG0004758	LOC6629403|XP_002053583.2|DVIR	LOC6039195|XP_038122528.1|CQUI
OG0004759	LOC6631009|XP_002053953.1|DVIR	LOC6039198|XP_038122984.1|CQUI
OG0004760	LOC6634923|XP_002058434.1|DVIR	LOC6039201|XP_038105092.1|CQUI
OG0004761	LOC6632652|XP_002055804.3|DVIR	LOC6039606|XP_038112004.1|CQUI
OG0004762	LOC6628084|XP_002051168.1|DVIR	LOC6038054|XP_038114918.1|CQUI
OG0004763	LOC6632850|XP_002056248.3|DVIR	LOC6038059|XP_038105125.1|CQUI
OG0004764	LOC6630006|XP_002054768.1|DVIR	LOC6040682|XP_038104175.1|CQUI
OG0004765	LOC6630646|XP_002053029.3|DVIR	LOC6040686|XP_038114839.1|CQUI
OG0004766	LOC6630339|XP_002053014.1|DVIR	LOC6037332|XP_038116156.1|CQUI
OG0004767	LOC6633029|XP_002056056.1|DVIR	LOC6037471|XP_001847378.2|CQUI
OG0004768	LOC6630980|XP_032290714.1|DVIR	LOC6032709|XP_038115999.1|CQUI
OG0004769	LOC6628467|XP_015028213.2|DVIR	LOC6035385|XP_038104454.1|CQUI
OG0004770	LOC6629364|XP_002053573.1|DVIR	LOC6035386|XP_001845587.1|CQUI
OG0004771	LOC6635220|XP_002058408.1|DVIR	LOC6035384|XP_001845585.2|CQUI
OG0004772	LOC6630048|XP_002054567.2|DVIR	LOC6036804|XP_001846798.1|CQUI
OG0004773	LOC6629767|XP_002054152.1|DVIR	LOC6035078|XP_001845313.2|CQUI
OG0004774	LOC6629762|XP_015026993.1|DVIR	LOC6035075|XP_038121003.1|CQUI
OG0004775	LOC6635111|XP_032295081.1|DVIR	LOC6035072|XP_038105378.1|CQUI
OG0004776	LOC6636345|XP_002059944.1|DVIR	LOC6035068|XP_038104827.1|CQUI
OG0004777	LOC6629302|XP_002052966.1|DVIR	LOC6035416|XP_001845609.1|CQUI
OG0004778	LOC6634345|XP_002057473.1|DVIR	LOC119765159|XP_038104412.1|CQUI
OG0004779	LOC6630779|XP_032295205.1|DVIR	LOC6035335|XP_038104406.1|CQUI
OG0004780	LOC6628132|XP_002052927.1|DVIR	LOC6035328|XP_001845545.1|CQUI
OG0004781	LOC6632548|XP_002055827.3|DVIR	LOC6047689|XP_038110351.1|CQUI
OG0004782	LOC6630772|XP_002054830.3|DVIR	LOC6035537|XP_038110801.1|CQUI
OG0004783	LOC6636104|XP_002059646.1|DVIR	LOC6046138|XP_038104914.1|CQUI
OG0004784	LOC6634952|XP_002058540.1|DVIR	LOC6042432|XP_038105717.1|CQUI
OG0004785	LOC6634903|XP_032295351.1|DVIR	LOC6040253|XP_001849692.2|CQUI
OG0004786	LOC6634906|XP_002058558.1|DVIR	LOC6040257|XP_001849694.1|CQUI
OG0004787	LOC6634908|XP_002058560.1|DVIR	LOC6040266|XP_038104916.1|CQUI
OG0004788	LOC6634909|XP_002058561.1|DVIR	LOC6040267|XP_001849700.1|CQUI
OG0004789	LOC6634910|XP_032295321.1|DVIR	LOC6040268|XP_038104574.1|CQUI
OG0004790	LOC6630037|XP_002054028.3|DVIR	LOC6039077|XP_001848750.1|CQUI
OG0004791	LOC6631057|XP_002054223.1|DVIR	LOC119771181|XP_038122656.1|CQUI
OG0004792	LOC6635100|XP_002058348.1|DVIR	LOC6040663|XP_038105179.1|CQUI
OG0004793	LOC6631271|XP_032291750.1|DVIR	LOC6040662|XP_038104480.1|CQUI
OG0004794	LOC6630975|XP_002053863.1|DVIR	LOC6047061|XP_038122922.1|CQUI
OG0004796	LOC6635088|XP_002058418.2|DVIR	LOC6040872|XP_038105237.1|CQUI
OG0004797	LOC6630305|XP_032295393.1|DVIR	LOC6040880|XP_038105232.1|CQUI
OG0004798	LOC6635182|XP_002058586.1|DVIR	LOC6040882|XP_001850211.2|CQUI
OG0004799	LOC6630955|XP_002053945.1|DVIR	LOC6040692|XP_038111505.1|CQUI
OG0004800	LOC6629667|XP_032295057.1|DVIR	LOC6037510|XP_001847416.1|CQUI
OG0004801	LOC6629676|XP_002053659.1|DVIR	LOC6045592|XP_038105796.1|CQUI
OG0004803	LOC6630153|XP_032295299.1|DVIR	LOC6033723|XP_038105889.1|CQUI
OG0004804	LOC6630979|XP_032290751.1|DVIR	LOC6035052|XP_038104560.1|CQUI
OG0004805	LOC6629951|XP_032288746.1|DVIR	LOC6038022|XP_038105589.1|CQUI
OG0004806	LOC6634499|XP_002058237.1|DVIR	LOC6038033|XP_038123004.1|CQUI
OG0004807	LOC26530603|XP_015027812.1|DVIR	LOC6039897|XP_001849395.1|CQUI
OG0004808	LOC6632729|XP_002056052.1|DVIR	LOC6035066|XP_038104556.1|CQUI
OG0004809	LOC26531304|XP_015027883.1|DVIR	LOC6042403|XP_001851528.1|CQUI
OG0004810	LOC6629765|XP_002054150.2|DVIR	LOC6042402|XP_038123005.1|CQUI
OG0004811	LOC6624427|XP_015030508.1|DVIR	LOC6042397|XP_038108448.1|CQUI
OG0004812	LOC6629948|XP_032296718.1|DVIR	LOC6042392|XP_038112150.1|CQUI
OG0004813	LOC6629937|XP_002054365.1|DVIR	LOC6036810|XP_038104805.1|CQUI
OG0004815	LOC6634391|XP_002058144.2|DVIR	LOC6032039|XP_038105440.1|CQUI
OG0004816	LOC6632166|XP_002055264.3|DVIR	LOC6032045|XP_001842711.2|CQUI
OG0004817	LOC6632122|XP_002055260.2|DVIR	LOC6032046|XP_001842712.2|CQUI
OG0004818	LOC6629884|XP_002054544.1|DVIR	LOC6032061|XP_001842727.1|CQUI
OG0004819	LOC6630821|XP_002054728.1|DVIR	LOC6032069|XP_001842735.1|CQUI
OG0004820	LOC6632726|XP_002056049.3|DVIR	LOC6032070|XP_001842736.2|CQUI
OG0004821	LOC6635218|XP_032294788.1|DVIR	LOC6032072|XP_038115655.1|CQUI
OG0004822	LOC6631205|XP_015027691.1|DVIR	LOC6032080|XP_038104760.1|CQUI
OG0004823	LOC6635001|XP_002058514.2|DVIR	LOC6032083|XP_001842749.1|CQUI
OG0004824	LOC6635002|XP_002058515.1|DVIR	LOC6032084|XP_001842750.2|CQUI
OG0004825	LOC6636196|XP_032290148.1|DVIR	LOC6032099|XP_001842764.2|CQUI
OG0004826	LOC6634967|XP_002058714.2|DVIR	LOC6035186|XP_001845416.2|CQUI
OG0004827	LOC6634913|XP_002058673.1|DVIR	LOC6035188|XP_038105070.1|CQUI
OG0004828	LOC6630777|XP_002054811.1|DVIR	LOC6035191|XP_001845421.1|CQUI
OG0004829	LOC6635152|XP_002058636.1|DVIR	LOC6037399|XP_001847318.2|CQUI
OG0004833	LOC6629564|XP_002053652.1|DVIR	LOC6033922|XP_038105632.1|CQUI
OG0004834	LOC6630787|XP_002054821.1|DVIR	LOC6036795|XP_001846789.1|CQUI
OG0004835	LOC6630023|XP_002054473.1|DVIR	LOC6036793|XP_001846787.2|CQUI
OG0004836	LOC6631173|XP_002054303.1|DVIR	LOC6040910|XP_038122904.1|CQUI
OG0004837	LOC6624582|XP_002048089.1|DVIR	LOC6040912|XP_001850240.1|CQUI
OG0004838	LOC6633110|XP_015025949.1|DVIR	LOC6040929|XP_001850257.2|CQUI
OG0004839	LOC6632885|XP_002055792.2|DVIR	LOC6040928|XP_038123034.1|CQUI
OG0004840	LOC6630625|XP_002053299.1|DVIR	LOC6035404|XP_001845598.2|CQUI
OG0004841	LOC6628656|XP_002051506.1|DVIR	LOC6037352|XP_001847275.2|CQUI
OG0004842	LOC6632706|XP_002055829.1|DVIR	LOC6037342|XP_001847266.2|CQUI
OG0004844	LOC6632959|XP_002056576.1|DVIR	LOC6033964|XP_001844352.1|CQUI
OG0004845	LOC6632958|XP_002056575.1|DVIR	LOC6033967|XP_038104318.1|CQUI
OG0004846	LOC6628381|XP_002052633.2|DVIR	LOC6045714|XP_001863022.2|CQUI
OG0004847	LOC6628380|XP_002052632.1|DVIR	LOC6032647|XP_001843214.2|CQUI
OG0004850	LOC6631134|XP_015027468.1|DVIR	LOC6053351|XP_038115052.1|CQUI
OG0004851	LOC6631135|XP_002053511.1|DVIR	LOC6032009|XP_001842677.2|CQUI
OG0004852	LOC6631282|XP_032291418.1|DVIR	LOC6032101|XP_038122533.1|CQUI
OG0004853	LOC6626839|XP_002050841.2|DVIR	LOC6032797|XP_038117362.1|CQUI
OG0004854	LOC6623098|XP_015030871.1|DVIR	LOC6032828|XP_001843366.2|CQUI
OG0004855	LOC26530891|XP_015031662.1|DVIR	LOC6032837|XP_001843371.2|CQUI
OG0004856	LOC6623982|XP_015030488.1|DVIR	LOC6032889|XP_038115758.1|CQUI
OG0004857	LOC6624680|XP_002047151.2|DVIR	LOC6049345|XP_038121996.1|CQUI
OG0004858	LOC6624032|XP_032290321.1|DVIR	LOC6031074|XP_038117926.1|CQUI
OG0004859	LOC6623866|XP_002048301.1|DVIR	LOC6031066|XP_038121782.1|CQUI
OG0004860	LOC6624709|XP_002046631.1|DVIR	LOC6031076|XP_001841927.1|CQUI
OG0004861	LOC6622904|XP_032290283.1|DVIR	LOC6031081|XP_038114947.1|CQUI
OG0004862	LOC6622836|XP_032290626.1|DVIR	LOC6031090|XP_038114567.1|CQUI
OG0004863	LOC6622549|XP_002047004.2|DVIR	LOC6038677|XP_038116442.1|CQUI
OG0004864	LOC6622983|XP_002047080.1|DVIR	LOC6038678|XP_038119126.1|CQUI
OG0004865	LOC6633178|XP_002055966.1|DVIR	LOC6038680|XP_001848435.1|CQUI
OG0004866	LOC6624609|XP_002046990.1|DVIR	LOC6042793|XP_038116607.1|CQUI
OG0004867	LOC6635969|XP_002059333.1|DVIR	LOC6042378|XP_038113412.1|CQUI
OG0004868	LOC6635970|XP_002059334.1|DVIR	LOC6042789|XP_001870794.1|CQUI
OG0004869	LOC6626703|XP_002050465.1|DVIR	LOC6042795|XP_001870798.1|CQUI
OG0004870	LOC6626708|XP_015029187.1|DVIR	LOC6042810|XP_001870808.1|CQUI
OG0004871	LOC6626467|XP_002050369.3|DVIR	LOC6042816|XP_001870814.2|CQUI
OG0004872	LOC6625267|XP_002050630.1|DVIR	LOC6047865|XP_001864864.1|CQUI
OG0004873	LOC6627557|XP_002052641.1|DVIR	LOC6041056|XP_001850367.2|CQUI
OG0004874	LOC6629571|XP_002054854.2|DVIR	LOC6041052|XP_001850363.2|CQUI
OG0004875	LOC6631701|XP_002054971.2|DVIR	LOC6041042|XP_038121931.1|CQUI
OG0004876	LOC6631400|XP_002055670.2|DVIR	LOC119769880|XP_038119587.1|CQUI
OG0004877	LOC6623771|XP_002048628.1|DVIR	LOC6041025|XP_038122387.1|CQUI
OG0004878	LOC6626347|XP_002050348.1|DVIR	LOC6031108|XP_038120035.1|CQUI
OG0004879	LOC6626141|XP_002050006.2|DVIR	LOC6031116|XP_038118149.1|CQUI
OG0004880	LOC6624724|XP_002048124.1|DVIR	LOC6031119|XP_001841964.1|CQUI
OG0004881	LOC6623604|XP_002047334.1|DVIR	LOC6031120|XP_001841965.2|CQUI
OG0004882	LOC6623249|XP_002047296.1|DVIR	LOC6031127|XP_038121858.1|CQUI
OG0004883	LOC6623147|XP_002047752.2|DVIR	LOC6031128|XP_038121855.1|CQUI
OG0004884	LOC6625585|XP_032292240.1|DVIR	LOC6031153|XP_038122195.1|CQUI
OG0004885	LOC6636412|XP_002059868.2|DVIR, LOC116651371|XP_032293494.1|DVIR	LOC6031160|XP_038122027.1|CQUI
OG0004886	LOC6627278|XP_002050655.1|DVIR	LOC6031164|XP_001842007.1|CQUI
OG0004887	LOC6625352|XP_002051005.1|DVIR	LOC6031165|XP_038121190.1|CQUI
OG0004888	LOC6626821|XP_032292071.1|DVIR	LOC6031166|XP_038114576.1|CQUI
OG0004889	LOC6626018|XP_015029190.1|DVIR	LOC6030975|XP_001841829.2|CQUI
OG0004890	LOC6625340|XP_002050422.1|DVIR	LOC6030973|XP_038121809.1|CQUI
OG0004891	LOC6633253|XP_032296583.1|DVIR	LOC6030968|XP_038121630.1|CQUI
OG0004892	LOC6624796|XP_015029736.1|DVIR	LOC6031064|XP_038119798.1|CQUI
OG0004893	LOC6626289|XP_032292650.1|DVIR	LOC6043930|XP_001861513.1|CQUI
OG0004894	LOC6626076|XP_002048763.1|DVIR	LOC6043927|XP_001861510.2|CQUI
OG0004895	LOC6626838|XP_002050840.1|DVIR	LOC6045536|XP_001862891.2|CQUI
OG0004896	LOC6627124|XP_015029968.1|DVIR	LOC6051435|XP_038120460.1|CQUI
OG0004897	LOC6627204|XP_002050276.3|DVIR	LOC6041058|XP_038117480.1|CQUI
OG0004898	LOC6626497|XP_032292441.1|DVIR	LOC6041018|XP_038114929.1|CQUI
OG0004899	LOC6635927|XP_032291627.1|DVIR	LOC6031099|XP_038121429.1|CQUI
OG0004900	LOC6625914|XP_002050429.1|DVIR	LOC6054043|XP_038116191.1|CQUI
OG0004901	LOC6625915|XP_002050430.3|DVIR	LOC6043919|XP_001861504.2|CQUI
OG0004902	LOC6622353|XP_002046545.1|DVIR	LOC6043923|XP_038118580.1|CQUI
OG0004903	LOC6625867|XP_002050788.1|DVIR	LOC6052661|XP_038118295.1|CQUI
OG0004904	LOC6631190|XP_032294873.1|DVIR	LOC6046849|XP_001863984.1|CQUI
OG0004905	LOC6625678|XP_015029591.1|DVIR	LOC6046852|XP_038118359.1|CQUI
OG0004906	LOC6623196|XP_032290548.1|DVIR	LOC6030986|XP_001841839.2|CQUI
OG0004907	LOC6623413|XP_002047295.2|DVIR	LOC6040644|XP_001850009.2|CQUI
OG0004908	LOC6624162|XP_002046292.1|DVIR	LOC6043377|XP_038116517.1|CQUI
OG0004909	LOC6623779|XP_015031075.1|DVIR	LOC6049586|XP_038115882.1|CQUI
OG0004910	LOC6623959|XP_002046284.1|DVIR	LOC6039568|XP_001849162.2|CQUI
OG0004911	LOC6622181|XP_002046838.2|DVIR	LOC6039557|XP_038118886.1|CQUI
OG0004912	LOC6623130|XP_002047258.1|DVIR	LOC6053801|XP_038120512.1|CQUI
OG0004913	LOC6635839|XP_002059451.1|DVIR	LOC6052188|XP_001868490.1|CQUI
OG0004914	LOC6635823|XP_002059446.3|DVIR	LOC6043324|XP_038116587.1|CQUI
OG0004915	LOC6626472|XP_002050374.1|DVIR, LOC116649726|XP_032289795.1|DVIR	LOC6043331|XP_001858490.1|CQUI
OG0004916	LOC6624853|XP_002050854.3|DVIR	LOC6043338|XP_038118846.1|CQUI
OG0004917	LOC6622231|XP_002046355.2|DVIR	LOC6053707|XP_001867574.2|CQUI
OG0004918	LOC6624140|XP_032290929.1|DVIR	LOC6053706|XP_038117721.1|CQUI
OG0004919	LOC6629745|XP_002053887.1|DVIR	LOC6053382|XP_038119032.1|CQUI
OG0004920	LOC6622977|XP_002048482.2|DVIR	LOC6050541|XP_038120184.1|CQUI
OG0004921	LOC6624610|XP_032291031.1|DVIR	LOC6047306|XP_038116264.1|CQUI
OG0004922	LOC6623342|XP_002046751.1|DVIR	LOC6043699|XP_038117260.1|CQUI
OG0004923	LOC6624308|XP_002046344.1|DVIR	LOC6047329|XP_001864405.2|CQUI
OG0004924	LOC6623498|XP_002046149.1|DVIR	LOC6049786|XP_001866493.2|CQUI
OG0004925	LOC6623307|XP_002046115.3|DVIR	LOC6054018|XP_038121726.1|CQUI
OG0004926	LOC6623484|XP_002046165.1|DVIR	LOC6050503|XP_038119835.1|CQUI
OG0004927	LOC6623485|XP_015031016.1|DVIR	LOC6040746|XP_038119907.1|CQUI
OG0004928	LOC6626947|XP_015029034.1|DVIR	LOC6035292|XP_038117794.1|CQUI
OG0004929	LOC6622740|XP_015030934.1|DVIR	LOC6035309|XP_038118096.1|CQUI
OG0004930	LOC6635962|XP_032291698.1|DVIR	LOC6041606|XP_038119499.1|CQUI
OG0004931	LOC6635842|XP_002059454.1|DVIR	LOC6049358|XP_001866123.2|CQUI
OG0004932	LOC6623532|XP_032290834.1|DVIR	LOC6049348|XP_001866127.2|CQUI
OG0004933	LOC6625181|XP_032291968.1|DVIR	LOC6049349|XP_001866128.1|CQUI
OG0004934	LOC6635400|XP_002058843.1|DVIR	LOC6049350|XP_001866129.2|CQUI
OG0004935	LOC6625079|XP_002050984.1|DVIR	LOC6047852|XP_001864855.2|CQUI
OG0004936	LOC6636594|XP_032291410.1|DVIR	LOC6030990|XP_038115490.1|CQUI
OG0004937	LOC6623440|XP_002047298.2|DVIR	LOC6030983|XP_001841836.2|CQUI
OG0004938	LOC6622439|XP_002048189.2|DVIR	LOC119771269|XP_038123052.1|CQUI, LOC6031028|XP_001841880.1|CQUI
OG0004939	LOC6622462|XP_002047505.1|DVIR	LOC6031030|XP_038120410.1|CQUI
OG0004940	LOC6622133|XP_002047513.3|DVIR	LOC6031035|XP_038117384.1|CQUI
OG0004941	LOC6623296|XP_032290830.1|DVIR	LOC6031042|XP_038114824.1|CQUI
OG0004942	LOC6623672|XP_002047388.1|DVIR	LOC6031047|XP_038117859.1|CQUI
OG0004943	LOC6624660|XP_002046592.1|DVIR	LOC6031049|XP_001841898.1|CQUI
OG0004944	LOC6623558|XP_002046616.2|DVIR	LOC6031063|XP_038122012.1|CQUI
OG0004945	LOC6625718|XP_032291925.1|DVIR	LOC6034091|XP_001844459.1|CQUI
OG0004946	LOC6624632|XP_002047612.2|DVIR	LOC6031006|XP_038120661.1|CQUI
OG0004947	LOC6622048|XP_002046381.1|DVIR	LOC6030999|XP_038118718.1|CQUI
OG0004948	LOC6624312|XP_032290890.1|DVIR	LOC6042818|XP_001870816.2|CQUI
OG0004949	LOC6624505|XP_032290887.1|DVIR	LOC6042820|XP_038120566.1|CQUI
OG0004950	LOC6627338|XP_002052235.1|DVIR	LOC6042821|XP_038119055.1|CQUI
OG0004951	LOC6632938|XP_032289671.1|DVIR	LOC6042824|XP_038116571.1|CQUI
OG0004952	LOC6622351|XP_002046966.1|DVIR	LOC6042826|XP_001870823.1|CQUI
OG0004953	LOC6623585|XP_002046183.1|DVIR	LOC6042828|XP_001870825.1|CQUI
OG0004954	LOC6623659|XP_002046181.1|DVIR	LOC6044579|XP_001862072.2|CQUI
OG0004955	LOC6623984|XP_002046855.1|DVIR	LOC6039263|XP_001848898.2|CQUI
OG0004956	LOC6635936|XP_002059375.1|DVIR	LOC6039267|XP_038115125.1|CQUI
OG0004957	LOC6622408|XP_002046973.2|DVIR	LOC6044083|XP_038114695.1|CQUI
OG0004958	LOC6622173|XP_032290213.1|DVIR	LOC6044069|XP_038116052.1|CQUI
OG0004959	LOC6623243|XP_032290217.1|DVIR	LOC6044062|XP_038121183.1|CQUI
OG0004960	LOC6623270|XP_015030875.1|DVIR	LOC6044067|XP_038122351.1|CQUI
OG0004961	LOC6626212|XP_002050547.2|DVIR	LOC6044063|XP_001861634.2|CQUI
OG0004962	LOC6623309|XP_002047755.1|DVIR	LOC6044088|XP_001861631.1|CQUI
OG0004963	LOC6622170|XP_032290191.1|DVIR	LOC119768573|XP_038114513.1|CQUI
OG0004964	LOC6624539|XP_002047109.1|DVIR	LOC6051406|XP_038117934.1|CQUI
OG0004965	LOC6623965|XP_002046878.1|DVIR	LOC6045672|XP_001862990.1|CQUI
OG0004966	LOC6622193|XP_002046879.1|DVIR	LOC119769641|XP_038118806.1|CQUI
OG0004967	LOC6626478|XP_002050463.1|DVIR	LOC6047369|XP_001864441.1|CQUI
OG0004968	LOC6623145|XP_002046091.3|DVIR	LOC119769240|XP_038117101.1|CQUI
OG0004969	LOC6626651|XP_002050645.1|DVIR	LOC6053218|XP_038121462.1|CQUI
OG0004970	LOC6623146|XP_002046092.1|DVIR	LOC6053219|XP_038121463.1|CQUI
OG0004971	LOC6623281|XP_002046095.1|DVIR	LOC6038838|XP_038121464.1|CQUI
OG0004972	LOC26531321|XP_015031728.1|DVIR	LOC119770493|XP_038121416.1|CQUI, LOC119769771|XP_038119276.1|CQUI
OG0004973	LOC6636838|XP_002060311.1|DVIR	LOC6038820|XP_001848537.1|CQUI
OG0004974	LOC6623204|XP_002046738.1|DVIR	LOC6038807|XP_038117097.1|CQUI
OG0004975	LOC6624360|XP_002046346.1|DVIR	LOC6047332|XP_001864408.1|CQUI
OG0004976	LOC6636919|XP_032291477.1|DVIR	LOC6047334|XP_038120001.1|CQUI
OG0004977	LOC6635804|XP_002059313.1|DVIR	LOC6038664|XP_001848421.2|CQUI
OG0004978	LOC6625077|XP_002050982.1|DVIR	LOC6043644|XP_038118720.1|CQUI
OG0004979	LOC6624075|XP_002046586.1|DVIR	LOC6040580|XP_038119611.1|CQUI
OG0004980	LOC116650471|XP_032290035.1|DVIR, LOC6622060|XP_002048435.1|DVIR	LOC6044646|XP_038121367.1|CQUI
OG0004981	LOC6623013|XP_002047563.1|DVIR	LOC6030984|XP_001841837.2|CQUI
OG0004982	LOC6623023|XP_002047566.1|DVIR	LOC6030985|XP_001841838.2|CQUI
OG0004983	LOC6623318|XP_002047121.1|DVIR	LOC6030977|XP_001841831.2|CQUI
OG0004984	LOC6623738|XP_002047340.2|DVIR	LOC6042840|XP_001870836.1|CQUI
OG0004985	LOC6624509|XP_015030890.1|DVIR	LOC6039545|XP_038118683.1|CQUI
OG0004986	LOC6622197|XP_015031518.1|DVIR	LOC6039551|XP_038120315.1|CQUI
OG0004987	LOC6622079|XP_015030785.1|DVIR	LOC6039550|XP_038119871.1|CQUI
OG0004988	LOC6624515|XP_032291030.1|DVIR	LOC6039548|XP_038121779.1|CQUI
OG0004989	LOC6622100|XP_002047026.1|DVIR	LOC6039553|XP_001849150.2|CQUI
OG0004990	LOC116651023|XP_032292487.1|DVIR, LOC6635887|XP_002059412.1|DVIR	LOC6048516|XP_038118480.1|CQUI
OG0004991	LOC6626915|XP_002050969.1|DVIR	LOC6050162|XP_038114619.1|CQUI
OG0004992	LOC6626916|XP_002050970.1|DVIR	LOC119770788|XP_038122210.1|CQUI
OG0004994	LOC6636566|XP_002060070.1|DVIR	LOC6048750|XP_038120756.1|CQUI
OG0004995	LOC6623656|XP_002046560.3|DVIR	LOC6053538|XP_038122203.1|CQUI
OG0004996	LOC6623718|XP_002046271.1|DVIR	LOC6040205|XP_038115200.1|CQUI
OG0004997	LOC6625000|XP_002050671.2|DVIR	LOC6047338|XP_038120638.1|CQUI
OG0004998	LOC6625525|XP_002051019.1|DVIR	LOC6042306|XP_038120682.1|CQUI
OG0004999	LOC6622254|XP_002046941.1|DVIR	LOC6042305|XP_001851441.2|CQUI
OG0005000	LOC6626571|XP_002050550.1|DVIR	LOC6042316|XP_001851449.1|CQUI
OG0005001	LOC6624418|XP_002046925.2|DVIR	LOC6042318|XP_038117643.1|CQUI
OG0005002	LOC6630555|XP_002053273.1|DVIR	LOC6036305|XP_001846371.1|CQUI
OG0005003	LOC6622137|XP_002046418.1|DVIR	LOC6039421|XP_001849033.1|CQUI
OG0005004	LOC6623191|XP_002046859.2|DVIR	LOC6039420|XP_038117210.1|CQUI
OG0005005	LOC6622414|XP_002047500.1|DVIR	LOC6050235|XP_038121592.1|CQUI
OG0005006	LOC6622741|XP_015030776.1|DVIR	LOC6048924|XP_038118322.1|CQUI
OG0005007	LOC6623773|XP_015030856.1|DVIR	LOC6050230|XP_038118701.1|CQUI
OG0005008	LOC6623409|XP_002047780.1|DVIR	LOC6050233|XP_038117209.1|CQUI
OG0005009	LOC6623936|XP_002047372.1|DVIR	LOC6050239|XP_001866878.2|CQUI
OG0005010	LOC6623788|XP_002048630.2|DVIR	LOC6037314|XP_001847240.1|CQUI
OG0005011	LOC6625741|XP_002050001.2|DVIR	LOC6037315|XP_038115551.1|CQUI
OG0005012	LOC6623186|XP_002047760.1|DVIR	LOC6052708|XP_001868935.2|CQUI
OG0005013	LOC6629859|XP_002053182.2|DVIR	LOC6044826|XP_038117755.1|CQUI
OG0005014	LOC6624266|XP_002047114.1|DVIR	LOC6044836|XP_001862283.1|CQUI
OG0005015	LOC6623053|XP_002048498.1|DVIR	LOC6051592|XP_001868010.2|CQUI
OG0005016	LOC6622334|XP_032290750.1|DVIR	LOC6038609|XP_038118944.1|CQUI
OG0005017	LOC6624359|XP_032290311.1|DVIR	LOC6037297|XP_038114771.1|CQUI
OG0005018	LOC6622803|XP_002046482.1|DVIR	LOC6037303|XP_001847229.2|CQUI
OG0005019	LOC6624270|XP_002046538.1|DVIR	LOC6037304|XP_001847230.1|CQUI
OG0005020	LOC6626064|XP_002048854.1|DVIR	LOC6050486|XP_038120893.1|CQUI
OG0005021	LOC6629060|XP_002052388.1|DVIR	LOC6036268|XP_038119928.1|CQUI
OG0005022	LOC6624283|XP_002046372.1|DVIR	LOC6036263|XP_001846330.2|CQUI
OG0005023	LOC6625337|XP_015030006.1|DVIR	LOC6036264|XP_038115842.1|CQUI
OG0005024	LOC6636854|XP_002060284.2|DVIR	LOC6036261|XP_001846328.2|CQUI
OG0005025	LOC6622752|XP_002047727.1|DVIR	LOC6036240|XP_001846309.2|CQUI
OG0005026	LOC6624608|XP_002047143.1|DVIR	LOC6036244|XP_038121384.1|CQUI
OG0005027	LOC6636918|XP_032291512.1|DVIR	LOC6036233|XP_038121295.1|CQUI
OG0005028	LOC6633123|XP_032289645.1|DVIR	LOC6045930|XP_001863207.2|CQUI
OG0005029	LOC6623153|XP_002046825.1|DVIR	LOC6045920|XP_001863201.2|CQUI
OG0005030	LOC6623113|XP_002046120.2|DVIR	LOC6040216|XP_038119880.1|CQUI
OG0005031	LOC6624137|XP_032290454.1|DVIR	LOC6040213|XP_038117752.1|CQUI
OG0005032	LOC6624618|XP_002048275.1|DVIR	LOC6039452|XP_038117304.1|CQUI
OG0005033	LOC6623889|XP_032290399.1|DVIR	LOC6039439|XP_038117909.1|CQUI
OG0005034	LOC26531534|XP_015031754.1|DVIR	LOC6045462|XP_038119624.1|CQUI
OG0005035	LOC6623567|XP_002048270.2|DVIR	LOC6049109|XP_001865920.2|CQUI
OG0005036	LOC6624534|XP_002046629.1|DVIR	LOC6049110|XP_001865922.2|CQUI
OG0005037	LOC6623164|XP_015031277.1|DVIR	LOC6049111|XP_038120273.1|CQUI
OG0005038	LOC6624732|XP_002047186.1|DVIR	LOC6041092|XP_038116136.1|CQUI
OG0005039	LOC6635702|XP_032294555.1|DVIR	LOC6041078|XP_038119620.1|CQUI
OG0005040	LOC6623863|XP_002047170.1|DVIR	LOC6041089|XP_038118648.1|CQUI
OG0005041	LOC6623316|XP_002047756.1|DVIR	LOC6043984|XP_038121891.1|CQUI
OG0005042	LOC6623746|XP_002047351.1|DVIR	LOC6043982|XP_038121313.1|CQUI
OG0005043	LOC6625964|XP_002050958.1|DVIR	LOC6043975|XP_001861555.2|CQUI
OG0005044	LOC6627171|XP_002050956.1|DVIR	LOC6043973|XP_038118148.1|CQUI
OG0005045	LOC6626818|XP_015029949.1|DVIR	LOC6043971|XP_001861551.1|CQUI
OG0005046	LOC6625074|XP_002050979.1|DVIR	LOC6043966|XP_001861546.1|CQUI
OG0005047	LOC6622888|XP_002048165.1|DVIR	LOC119769670|XP_038118910.1|CQUI, LOC6047386|XP_038118871.1|CQUI
OG0005048	LOC6622491|XP_002048167.1|DVIR	LOC6043964|XP_038119506.1|CQUI
