Orthogroup	DVIR.longest_only	DSEC.longest_only
OG0003836	LOC6628470|XP_002051545.2|DVIR	LOC6614631|XP_002039058.2|DSEC
OG0003837	LOC6628468|XP_032293803.1|DVIR	LOC6614629|XP_002039056.1|DSEC
OG0003838	LOC6627961|XP_002052537.1|DVIR	LOC6613256|XP_002037733.1|DSEC
OG0003839	LOC6634181|XP_002057439.1|DVIR	LOC6617864|XP_002042172.1|DSEC
OG0003840	LOC116650517|XP_032290212.1|DVIR, LOC6626546|XP_002050376.1|DVIR	LOC6608095|XP_002032843.1|DSEC
OG0003841	LOC6627529|XP_002051973.2|DVIR	LOC6613107|XP_002037588.1|DSEC
OG0003842	LOC6627822|XP_002051135.1|DVIR	LOC6612101|XP_002036618.1|DSEC
OG0003843	LOC6633975|XP_002057483.3|DVIR	LOC6611218|XP_002035774.2|DSEC, LOC116800393|XP_032570965.1|DSEC
OG0003844	LOC6634221|XP_032293755.1|DVIR	LOC6617862|XP_032583650.1|DSEC
OG0003845	LOC6628509|XP_032293776.1|DVIR	LOC6611334|XP_032580874.1|DSEC
OG0003846	LOC6634039|XP_015025330.1|DVIR	LOC6611833|XP_032574901.1|DSEC
OG0003847	LOC6627418|XP_002051091.2|DVIR	LOC116803536|XP_032583135.1|DSEC
OG0003848	LOC6631117|XP_002054237.1|DVIR	LOC6616795|XP_002041132.1|DSEC
OG0003849	LOC6626213|XP_002050548.2|DVIR	LOC6608520|XP_002033254.2|DSEC
OG0003850	LOC6634045|XP_015025255.1|DVIR	LOC6611237|XP_032569811.1|DSEC
OG0003851	LOC6635849|XP_002059461.1|DVIR	LOC6610099|XP_032571235.1|DSEC
OG0003852	LOC6628752|XP_002052321.1|DVIR, LOC116651676|XP_032294407.1|DVIR	LOC6613060|XP_002037543.1|DSEC
OG0003853	LOC6627274|XP_032292311.1|DVIR	LOC6609355|XP_032570546.1|DSEC
OG0003854	LOC6627707|XP_002051991.1|DVIR	LOC6614423|XP_002038856.1|DSEC
OG0003855	LOC6627706|XP_002051990.2|DVIR	LOC6614421|XP_002038854.2|DSEC
OG0003856	LOC6627807|XP_032294269.1|DVIR	LOC6612115|XP_002036632.1|DSEC
OG0003857	LOC6635641|XP_032294704.1|DVIR	LOC6613675|XP_032577450.1|DSEC
OG0003858	LOC6634676|XP_032296466.1|DVIR	LOC6614996|XP_002039413.2|DSEC
OG0003859	LOC6627328|XP_002051924.1|DVIR	LOC6614601|XP_032583089.1|DSEC
OG0003860	LOC6635806|XP_002059315.2|DVIR	LOC6609677|XP_002034335.1|DSEC
OG0003861	LOC6629121|XP_002052113.1|DVIR	LOC6613138|XP_002037619.1|DSEC
OG0003862	LOC6628171|XP_015028196.2|DVIR	LOC6613588|XP_032583614.1|DSEC
OG0003863	LOC6627669|XP_002051109.2|DVIR	LOC6611790|XP_002036313.1|DSEC
OG0003864	LOC6627668|XP_002051108.1|DVIR	LOC6611789|XP_002036312.1|DSEC
OG0003865	LOC6630236|XP_002054576.1|DVIR	LOC6616978|XP_002041306.1|DSEC
OG0003866	LOC6634053|XP_032293820.1|DVIR	LOC6618276|XP_032569806.1|DSEC
OG0003867	LOC26531466|XP_032294254.1|DVIR	LOC116803538|XP_032583137.1|DSEC
OG0003868	LOC6633616|XP_002057185.2|DVIR	LOC6611967|XP_002036484.1|DSEC
OG0003869	LOC6628233|XP_002051803.1|DVIR	LOC6613241|XP_002037718.1|DSEC
OG0003870	LOC6629032|XP_032294539.1|DVIR	LOC6614558|XP_032569769.1|DSEC
OG0003871	LOC6627899|XP_002051813.1|DVIR	LOC6617725|XP_002042037.1|DSEC
OG0003872	LOC6624756|XP_002049750.1|DVIR	LOC6609623|XP_002034300.1|DSEC
OG0003873	LOC6635636|XP_002059241.1|DVIR	LOC6618246|XP_002042520.1|DSEC
OG0003874	LOC6634061|XP_032293788.1|DVIR	LOC6618269|XP_002042542.1|DSEC
OG0003875	LOC6634125|XP_002057726.1|DVIR	LOC6611922|XP_002036439.1|DSEC
OG0003876	LOC6627842|XP_002051732.1|DVIR	LOC6617392|XP_002041717.1|DSEC
OG0003877	LOC6634146|XP_002057623.1|DVIR	LOC6611395|XP_002035939.1|DSEC
OG0003878	LOC6627329|XP_015028803.1|DVIR	LOC6614602|XP_032573140.1|DSEC
OG0003879	LOC6622592|XP_002046439.2|DVIR, LOC116650577|XP_032290492.1|DVIR	LOC6610138|XP_032575090.1|DSEC
OG0003880	LOC26530969|XP_032291108.1|DVIR	LOC6605201|XP_032574399.1|DSEC
OG0003881	LOC6626306|XP_002048785.1|DVIR	LOC6618846|XP_002043095.1|DSEC
OG0003882	LOC6636376|XP_002059905.2|DVIR	LOC6619123|XP_032570507.1|DSEC
OG0003883	LOC6632030|XP_015026411.2|DVIR	LOC6620171|XP_032582556.1|DSEC
OG0003884	LOC6634321|XP_002057461.1|DVIR	LOC6611195|XP_002035751.1|DSEC
OG0003885	LOC6628223|XP_002051171.1|DVIR	LOC6611402|XP_002035946.1|DSEC
OG0003886	LOC6628224|XP_002051172.1|DVIR	LOC6611401|XP_002035945.2|DSEC
OG0003887	LOC6627530|XP_002051974.2|DVIR	LOC6613108|XP_002037589.1|DSEC
OG0003888	LOC6633042|XP_002056265.2|DVIR	LOC6607464|XP_032579599.1|DSEC
OG0003889	LOC6629064|XP_002051608.1|DVIR	LOC6617352|XP_002041677.1|DSEC
OG0003890	LOC6623909|XP_002046837.1|DVIR	LOC6610633|XP_002035200.1|DSEC
OG0003891	LOC6634338|XP_002057466.1|DVIR	LOC6611202|XP_002035758.1|DSEC
OG0003892	LOC6636850|XP_002060280.1|DVIR	LOC6610397|XP_032576043.1|DSEC
OG0003893	LOC6634184|XP_002057442.1|DVIR	LOC6614687|XP_002039114.1|DSEC
OG0003894	LOC6628045|XP_002051156.1|DVIR	LOC6612005|XP_002036522.1|DSEC
OG0003895	LOC6631461|XP_002055549.2|DVIR	LOC6615280|XP_002039684.1|DSEC
OG0003896	LOC6626174|XP_002050159.2|DVIR	LOC6615277|XP_032571416.1|DSEC
OG0003897	LOC6625893|XP_002050114.1|DVIR	LOC6609591|XP_002034268.1|DSEC
OG0003898	LOC6634258|XP_002057644.1|DVIR	LOC6614656|XP_002039083.2|DSEC
OG0003899	LOC6627774|XP_002052836.1|DVIR	LOC6617257|XP_002041584.1|DSEC
OG0003900	LOC6635686|XP_002059281.1|DVIR	LOC6617328|XP_032570197.1|DSEC
OG0003901	LOC6635642|XP_002059188.1|DVIR	LOC6613674|XP_002038144.1|DSEC
OG0003902	LOC6635643|XP_002059189.1|DVIR	LOC6611494|XP_002036035.1|DSEC
OG0003903	LOC6629099|XP_002051683.1|DVIR	LOC6617808|XP_002042120.1|DSEC
OG0003904	LOC6629100|XP_002051684.1|DVIR	LOC6617809|XP_002042121.1|DSEC
OG0003905	LOC6629322|XP_002053055.2|DVIR	LOC6607806|XP_032576969.1|DSEC
OG0003906	LOC6626088|XP_032293160.1|DVIR	LOC6615495|XP_002039875.1|DSEC
OG0003907	LOC6628727|XP_032294092.1|DVIR	LOC6617307|XP_002041634.1|DSEC
OG0003908	LOC6628728|XP_002052881.1|DVIR	LOC6617308|XP_002041635.1|DSEC
OG0003909	LOC6636440|XP_002059829.1|DVIR, LOC116649738|XP_032291660.1|DVIR	LOC6608600|XP_002033334.1|DSEC
OG0003910	LOC6636439|XP_002059828.3|DVIR, LOC116650873|XP_032291666.1|DVIR	LOC6614278|XP_002038718.1|DSEC
OG0003911	LOC6635705|XP_002059254.1|DVIR	LOC6613389|XP_002037863.1|DSEC
OG0003912	LOC6628554|XP_002052180.2|DVIR	LOC6611383|XP_002035928.2|DSEC
OG0003913	LOC6634316|XP_015025260.1|DVIR	LOC6611188|XP_032583670.1|DSEC
OG0003914	LOC6627740|XP_002051124.1|DVIR	LOC6612128|XP_002036645.2|DSEC
OG0003915	LOC6634437|XP_002057911.1|DVIR	LOC6618953|XP_002043198.1|DSEC
OG0003916	LOC6627829|XP_002051753.2|DVIR	LOC6613682|XP_002038152.1|DSEC
OG0003917	LOC6628185|XP_002052919.3|DVIR	LOC6613483|XP_002037952.1|DSEC
OG0003918	LOC6627549|XP_002052284.1|DVIR	LOC6617688|XP_002042000.1|DSEC
OG0003919	LOC6629070|XP_032293543.1|DVIR	LOC6613212|XP_002037692.1|DSEC
OG0003920	LOC6625491|XP_002048828.1|DVIR	LOC6615555|XP_002039929.1|DSEC
OG0003921	LOC6628902|XP_032294109.1|DVIR	LOC6618183|XP_002042458.1|DSEC
OG0003922	LOC6627916|XP_002051766.1|DVIR	LOC6612117|XP_002036634.2|DSEC
OG0003923	LOC6636241|XP_002059754.1|DVIR	LOC6619452|XP_002043667.1|DSEC
OG0003924	LOC6625758|XP_002048724.1|DVIR	LOC6608972|XP_032572330.1|DSEC
OG0003925	LOC6628674|XP_002051848.2|DVIR	LOC6613430|XP_002037904.1|DSEC
OG0003926	LOC6628544|XP_002051856.1|DVIR	LOC6613437|XP_002037911.1|DSEC
OG0003927	LOC6628750|XP_002052319.1|DVIR, LOC116651675|XP_032294405.1|DVIR	LOC6613058|XP_002037541.1|DSEC
OG0003928	LOC6629089|XP_002052436.1|DVIR	LOC6611712|XP_032583143.1|DSEC
OG0003929	LOC6627835|XP_032294462.1|DVIR	LOC6612124|XP_002036641.1|DSEC
OG0003930	LOC6627294|XP_002052466.1|DVIR	LOC6611475|XP_002036016.1|DSEC
OG0003931	LOC6627454|XP_015028663.1|DVIR	LOC6611425|XP_032569694.1|DSEC
OG0003932	LOC6625999|XP_032292707.1|DVIR	LOC6608267|XP_032571818.1|DSEC
OG0003933	LOC6635678|XP_032294650.1|DVIR	LOC6613384|XP_032577015.1|DSEC
OG0003934	LOC6629196|XP_002051598.1|DVIR	LOC6611737|XP_002036260.1|DSEC
OG0003935	LOC6627275|XP_002050652.1|DVIR	LOC6609356|XP_002034045.1|DSEC
OG0003936	LOC6627276|XP_002050653.1|DVIR	LOC6609357|XP_002034046.1|DSEC
OG0003937	LOC6636332|XP_002059931.1|DVIR	LOC6608084|XP_002032832.1|DSEC
OG0003938	LOC6628116|XP_032294590.1|DVIR	LOC6613421|XP_032574085.1|DSEC
OG0003939	LOC6627963|XP_002051616.1|DVIR	LOC6613458|XP_002037930.1|DSEC
OG0003940	LOC6629219|XP_002051939.1|DVIR	LOC6613415|XP_002037889.1|DSEC
OG0003941	LOC6628139|XP_002052307.1|DVIR	LOC6613418|XP_002037892.1|DSEC
OG0003942	LOC6628427|XP_002051866.1|DVIR	LOC6611588|XP_002036125.1|DSEC
OG0003943	LOC6627681|XP_002051738.1|DVIR	LOC6613424|XP_002037898.1|DSEC
OG0003944	LOC6628313|XP_002052737.1|DVIR	LOC6617736|XP_002042048.1|DSEC
OG0003945	LOC6625871|XP_002050791.1|DVIR	LOC6615734|XP_002040105.1|DSEC
OG0003946	LOC6633993|XP_002057660.1|DVIR	LOC6614672|XP_002039099.1|DSEC
OG0003947	LOC6633914|XP_002057648.1|DVIR	LOC6614661|XP_002039088.1|DSEC
OG0003948	LOC6628216|XP_002052702.1|DVIR	LOC6614494|XP_002038927.1|DSEC
OG0003949	LOC6628217|XP_032294242.1|DVIR	LOC6614495|XP_032583303.1|DSEC
OG0003950	LOC6627581|XP_002051394.1|DVIR	LOC6613567|XP_002038035.2|DSEC
OG0003951	LOC6627575|XP_002051388.1|DVIR	LOC6613561|XP_032580966.1|DSEC
OG0003952	LOC6629228|XP_002051254.1|DVIR	LOC6612142|XP_002036659.1|DSEC
OG0003953	LOC6627646|XP_002052497.1|DVIR	LOC6611453|XP_002035995.1|DSEC
OG0003954	LOC6623948|XP_032290472.1|DVIR	LOC6610756|XP_002035322.2|DSEC
OG0003955	LOC26531326|XP_015028920.1|DVIR	LOC6611988|XP_032570864.1|DSEC
OG0003956	LOC6628651|XP_032293968.1|DVIR	LOC6614555|XP_032574138.1|DSEC
OG0003957	LOC6624077|XP_002046872.1|DVIR	LOC6604851|XP_002029696.1|DSEC
OG0003958	LOC6631912|XP_032296272.1|DVIR	LOC6617921|XP_002042229.2|DSEC
OG0003959	LOC6635895|XP_032291824.1|DVIR	LOC6615263|XP_032570978.1|DSEC
OG0003960	LOC6631312|XP_002055055.1|DVIR	LOC116803495|XP_032583081.1|DSEC, LOC6620332|XP_032581598.1|DSEC
OG0003961	LOC6628451|XP_002051654.1|DVIR	LOC6611579|XP_002036117.1|DSEC
OG0003962	LOC6628421|XP_002051860.1|DVIR	LOC6613442|XP_002037916.1|DSEC
OG0003963	LOC6634118|XP_002057719.1|DVIR	LOC6614642|XP_032575278.1|DSEC
OG0003964	LOC6628377|XP_002052629.2|DVIR	LOC6621131|XP_002045310.1|DSEC
OG0003965	LOC6628038|XP_032294399.1|DVIR	LOC6611616|XP_032582900.1|DSEC
OG0003966	LOC6627489|XP_002051294.1|DVIR	LOC6620730|XP_032577029.1|DSEC
OG0003967	LOC6627040|XP_032292667.1|DVIR	LOC6615386|XP_032572739.1|DSEC
OG0003968	LOC6624770|XP_015030110.1|DVIR	LOC6615384|XP_032572753.1|DSEC
OG0003969	LOC6625897|XP_002050118.1|DVIR	LOC6609587|XP_002034264.1|DSEC
OG0003970	LOC6627771|XP_002052833.2|DVIR	LOC6617254|XP_002041581.2|DSEC
OG0003971	LOC6629057|XP_002052385.2|DVIR	LOC6611953|XP_032577235.1|DSEC
OG0003972	LOC6622070|XP_032290704.1|DVIR	LOC6605735|XP_002030551.2|DSEC
OG0003973	LOC6627255|XP_015029603.1|DVIR	LOC6618893|XP_002043141.1|DSEC
OG0003974	LOC6624826|XP_002049565.1|DVIR	LOC6608749|XP_002033472.1|DSEC
OG0003975	LOC6633982|XP_032293461.1|DVIR	LOC6611757|XP_032583156.1|DSEC
OG0003976	LOC6633934|XP_002057604.1|DVIR	LOC6614702|XP_002039129.1|DSEC
OG0003977	LOC6634323|XP_002057676.1|DVIR	LOC6617856|XP_002042164.1|DSEC
OG0003978	LOC6622411|XP_002047494.1|DVIR	LOC6618396|XP_002042666.1|DSEC
OG0003979	LOC6635665|XP_002059200.1|DVIR	LOC6612018|XP_002036535.1|DSEC
OG0003980	LOC6630103|XP_002053696.1|DVIR	LOC6606290|XP_002031095.1|DSEC
OG0003981	LOC6635668|XP_002059203.1|DVIR	LOC6617741|XP_032569781.1|DSEC
OG0003982	LOC6634291|XP_002057443.2|DVIR	LOC6614689|XP_032583000.1|DSEC
OG0003983	LOC6634147|XP_002057624.1|DVIR	LOC6611396|XP_002035940.1|DSEC
OG0003984	LOC6628463|XP_002051538.1|DVIR	LOC6614635|XP_002039062.1|DSEC
OG0003985	LOC26531443|XP_015028934.1|DVIR	LOC6621705|XP_032583728.1|DSEC
OG0003986	LOC6628630|XP_002052572.3|DVIR	LOC6611517|XP_002036058.2|DSEC
OG0003987	LOC6628629|XP_002052571.1|DVIR	LOC6611518|XP_032573661.1|DSEC
OG0003988	LOC6628886|XP_032294612.1|DVIR	LOC6613448|XP_032574880.1|DSEC
OG0003989	LOC6629207|XP_002052626.1|DVIR	LOC6617715|XP_002042027.1|DSEC
OG0003990	LOC6628516|XP_002051502.1|DVIR	LOC6611328|XP_002035875.1|DSEC
OG0003991	LOC6627371|XP_002052137.2|DVIR	LOC6613358|XP_032569734.1|DSEC
OG0003992	LOC6627310|XP_032294184.1|DVIR	LOC6613354|XP_002037828.2|DSEC
OG0003993	LOC6629020|XP_032294296.1|DVIR	LOC6613339|XP_002037815.1|DSEC
OG0003994	LOC6630222|XP_002054796.1|DVIR	LOC6612638|XP_002037142.1|DSEC
OG0003995	LOC6625759|XP_002048725.1|DVIR	LOC6608971|XP_002033685.1|DSEC
OG0003996	LOC6626966|XP_002048709.2|DVIR	LOC6608260|XP_002033004.1|DSEC
OG0003997	LOC6628702|XP_032294206.1|DVIR	LOC6611521|XP_032570100.1|DSEC
OG0003998	LOC26530690|XP_015028841.1|DVIR	LOC6620416|XP_032572643.1|DSEC
OG0003999	LOC6627484|XP_002051289.1|DVIR	LOC6620234|XP_002044442.1|DSEC
OG0004000	LOC6635549|XP_002059096.3|DVIR	LOC6619736|XP_002043951.1|DSEC
OG0004001	LOC6635313|XP_002058848.1|DVIR	LOC6613003|XP_032570506.1|DSEC
OG0004002	LOC6634007|XP_002057828.1|DVIR	LOC6614779|XP_002039198.1|DSEC
OG0004003	LOC6629211|XP_032293490.1|DVIR	LOC6612134|XP_032572461.1|DSEC
OG0004004	LOC6627675|XP_032294624.1|DVIR	LOC6611631|XP_032580199.1|DSEC
OG0004005	LOC6628032|XP_032294620.1|DVIR	LOC6613494|XP_032572751.1|DSEC
OG0004006	LOC6627495|XP_002052203.1|DVIR	LOC6618178|XP_002042453.1|DSEC
OG0004007	LOC6628232|XP_002051802.1|DVIR	LOC6613240|XP_002037717.1|DSEC
OG0004008	LOC6628720|XP_032293914.1|DVIR	LOC6617219|XP_032583636.1|DSEC
OG0004009	LOC6627351|XP_002051962.1|DVIR	LOC6613092|XP_002037575.2|DSEC
OG0004010	LOC6633974|XP_015025272.1|DVIR	LOC6611217|XP_032581690.1|DSEC
OG0004011	LOC6634064|XP_002057866.2|DVIR	LOC6617897|XP_032569914.1|DSEC
OG0004012	LOC6631213|XP_002053956.1|DVIR	LOC6607453|XP_002032222.1|DSEC
OG0004013	LOC6634048|XP_002057501.1|DVIR	LOC6611239|XP_002035794.1|DSEC
OG0004014	LOC6622581|XP_002047981.1|DVIR	LOC6605736|XP_002030552.2|DSEC
OG0004015	LOC6629102|XP_002051686.1|DVIR	LOC6617811|XP_032571934.1|DSEC
OG0004016	LOC6633887|XP_002057420.1|DVIR	LOC6611966|XP_002036483.1|DSEC
OG0004017	LOC6635699|XP_002059272.1|DVIR	LOC6613334|XP_032569725.1|DSEC
OG0004018	LOC6636399|XP_002059968.1|DVIR	LOC6607943|XP_002032693.1|DSEC
OG0004019	LOC6629162|XP_002052365.1|DVIR	LOC6618190|XP_002042465.1|DSEC
OG0004020	LOC6627321|XP_002051697.1|DVIR	LOC6613195|XP_002037676.1|DSEC
OG0004021	LOC6627316|XP_002051692.1|DVIR	LOC6613190|XP_032583417.1|DSEC
OG0004022	LOC6627831|XP_002051755.1|DVIR	LOC6613680|XP_002038150.1|DSEC
OG0004023	LOC6626136|XP_032293155.1|DVIR	LOC6609971|XP_032571306.1|DSEC
OG0004024	LOC6627567|XP_032294440.1|DVIR	LOC6614396|XP_032578768.1|DSEC
OG0004025	LOC6629090|XP_002052437.1|DVIR	LOC6611863|XP_002036385.1|DSEC
OG0004026	LOC6628501|XP_002051836.1|DVIR	LOC6620617|XP_002044821.1|DSEC
OG0004027	LOC6627144|XP_002048956.2|DVIR	LOC116800520|XP_032571828.1|DSEC
OG0004028	LOC6634242|XP_015025340.1|DVIR	LOC6613524|XP_032583249.1|DSEC
OG0004029	LOC6634378|XP_002057572.1|DVIR	LOC6611698|XP_032582477.1|DSEC
OG0004030	LOC6625543|XP_002049978.2|DVIR	LOC6615812|XP_032572831.1|DSEC
OG0004031	LOC6628238|XP_015028267.2|DVIR	LOC6617720|XP_002042032.2|DSEC
OG0004032	LOC6633906|XP_002057599.1|DVIR	LOC6620479|XP_002044684.1|DSEC
OG0004033	LOC6633960|XP_002057762.1|DVIR	LOC6611889|XP_032569777.1|DSEC
OG0004034	LOC6635694|XP_032294552.1|DVIR	LOC6614598|XP_032583454.1|DSEC
OG0004035	LOC6627683|XP_015028243.1|DVIR	LOC6613422|XP_032579929.1|DSEC
OG0004036	LOC6628556|XP_002052182.1|DVIR	LOC6613151|XP_032583757.1|DSEC
OG0004037	LOC6627365|XP_002051672.1|DVIR	LOC6617786|XP_002042098.2|DSEC
OG0004038	LOC6629046|XP_002052884.1|DVIR	LOC6617312|XP_032583110.1|DSEC
OG0004039	LOC6628873|XP_015028417.1|DVIR	LOC6613084|XP_002037567.2|DSEC
OG0004040	LOC6627234|XP_002050179.3|DVIR	LOC6615609|XP_002039983.1|DSEC
OG0004041	LOC6631409|XP_002055418.1|DVIR	LOC6620445|XP_002044652.2|DSEC
OG0004042	LOC6623626|XP_002046841.3|DVIR	LOC6611055|XP_002035612.2|DSEC
OG0004043	LOC6629242|XP_002052618.1|DVIR	LOC6612052|XP_002036569.1|DSEC
OG0004044	LOC6634611|XP_032296424.1|DVIR	LOC6619001|XP_032580941.1|DSEC
OG0004045	LOC6627756|XP_002051129.1|DVIR	LOC6612092|XP_002036609.1|DSEC
OG0004046	LOC6627852|XP_032294239.1|DVIR	LOC6617267|XP_002041594.1|DSEC
OG0004047	LOC6628953|XP_002052356.1|DVIR	LOC6617696|XP_002042008.1|DSEC
OG0004048	LOC6635711|XP_002059260.1|DVIR	LOC6613395|XP_002037869.1|DSEC
OG0004049	LOC6628760|XP_002051900.1|DVIR	LOC6617213|XP_002041540.1|DSEC
OG0004050	LOC6627934|XP_002052659.1|DVIR	LOC6614614|XP_032575693.1|DSEC
OG0004051	LOC6628857|XP_002051243.2|DVIR	LOC6612160|XP_032583124.1|DSEC
OG0004052	LOC6633602|XP_002056998.2|DVIR	LOC6614812|XP_032581397.1|DSEC
OG0004053	LOC6636493|XP_002059855.1|DVIR, LOC116651405|XP_032293571.1|DVIR	LOC6608627|XP_002033361.1|DSEC
OG0004054	LOC6627584|XP_002052815.1|DVIR	LOC6614565|XP_002038993.1|DSEC
OG0004055	LOC6631251|XP_002053049.2|DVIR	LOC6606974|XP_002031766.1|DSEC
OG0004056	LOC6634972|XP_002058719.2|DVIR	LOC6613783|XP_002038252.2|DSEC
OG0004057	LOC6624596|XP_002048483.2|DVIR	LOC6619419|XP_002043634.2|DSEC
OG0004058	LOC6622076|XP_002046974.1|DVIR	LOC6610579|XP_002035152.1|DSEC
OG0004059	LOC6632863|XP_002056674.1|DVIR	LOC6614329|XP_002038769.1|DSEC
OG0004060	LOC6629722|XP_002053602.1|DVIR	LOC6606855|XP_002031652.1|DSEC
OG0004061	LOC6633410|XP_002056903.3|DVIR	LOC6619914|XP_032582270.1|DSEC
OG0004062	LOC6622391|XP_002046544.1|DVIR	LOC6610415|XP_032573940.1|DSEC
OG0004063	LOC6633880|XP_002057391.1|DVIR	LOC6616152|XP_002040517.1|DSEC
OG0004064	LOC6622748|XP_032290848.1|DVIR	LOC6605839|XP_002030653.1|DSEC
OG0004065	LOC6627079|XP_032292711.1|DVIR	LOC6615480|XP_032572610.1|DSEC
OG0004066	LOC6626624|XP_002049700.1|DVIR	LOC6609163|XP_002033865.1|DSEC
OG0004067	LOC6634811|XP_002058137.1|DVIR	LOC6619899|XP_002044111.1|DSEC
OG0004068	LOC6629814|XP_002053183.1|DVIR	LOC6607160|XP_002031946.1|DSEC
OG0004069	LOC6629815|XP_002053184.1|DVIR	LOC6607159|XP_032576360.1|DSEC
OG0004070	LOC6624713|XP_002046557.1|DVIR	LOC6610673|XP_002035239.1|DSEC
OG0004071	LOC6624085|XP_002047871.1|DVIR	LOC6604965|XP_002029808.1|DSEC
OG0004072	LOC6624186|XP_002047870.1|DVIR	LOC6604966|XP_002029809.1|DSEC
OG0004073	LOC6634479|XP_002058156.1|DVIR	LOC6614801|XP_002039220.1|DSEC
OG0004074	LOC6626295|XP_002050071.2|DVIR	LOC6615540|XP_002039919.2|DSEC
OG0004075	LOC6625152|XP_002048926.1|DVIR	LOC6609006|XP_002033711.1|DSEC
OG0004076	LOC6625153|XP_032293375.1|DVIR	LOC6609005|XP_002033710.2|DSEC
OG0004077	LOC6627795|XP_032294397.1|DVIR	LOC6611612|XP_002036148.2|DSEC
OG0004078	LOC6630934|XP_002053487.1|DVIR	LOC6617019|XP_002041347.1|DSEC
OG0004079	LOC6631638|XP_002055141.1|DVIR	LOC6618987|XP_002043232.1|DSEC
OG0004080	LOC6625863|XP_002050856.1|DVIR	LOC6609462|XP_002034147.1|DSEC
OG0004081	LOC6626090|XP_015029751.1|DVIR	LOC6609220|XP_032570268.1|DSEC
OG0004082	LOC6636260|XP_002059729.2|DVIR	LOC6615301|XP_002039705.1|DSEC
OG0004083	LOC26530673|XP_015027817.1|DVIR	LOC116801434|XP_032576831.1|DSEC
OG0004084	LOC6622796|XP_002047543.2|DVIR	LOC6619372|XP_032573924.1|DSEC
OG0004085	LOC6630667|XP_002053446.1|DVIR	LOC6616844|XP_002041180.1|DSEC
OG0004086	LOC6633065|XP_002055954.1|DVIR	LOC6617160|XP_032577787.1|DSEC
OG0004087	LOC6633487|XP_002057346.1|DVIR	LOC6617601|XP_032581063.1|DSEC
OG0004088	LOC6629758|XP_002053900.1|DVIR	LOC6617134|XP_002041461.1|DSEC
OG0004089	LOC6631695|XP_032295551.1|DVIR	LOC6618998|XP_002043243.2|DSEC
OG0004090	LOC6630623|XP_002053297.2|DVIR	LOC6607726|XP_032579116.1|DSEC
OG0004091	LOC6629582|XP_002054874.1|DVIR	LOC6606327|XP_002031132.1|DSEC
OG0004092	LOC6633310|XP_032289112.1|DVIR	LOC6618946|XP_002043189.1|DSEC
OG0004094	LOC6633695|XP_002057290.1|DVIR	LOC6612547|XP_002037055.1|DSEC
OG0004095	LOC6632578|XP_002056743.2|DVIR	LOC116801474|XP_032577178.1|DSEC
OG0004096	LOC6633066|XP_002055955.1|DVIR	LOC6617161|XP_002041488.1|DSEC
OG0004097	LOC116650466|XP_032290022.1|DVIR, LOC116649858|XP_032288965.1|DVIR, LOC6622593|XP_002048441.1|DVIR	LOC6605523|XP_002030356.1|DSEC
OG0004098	LOC6623549|XP_002048214.1|DVIR	LOC6616850|XP_002041186.1|DSEC
OG0004099	LOC6632396|XP_032289515.1|DVIR	LOC6613867|XP_032577875.1|DSEC
OG0004100	LOC6632638|XP_002056639.1|DVIR	LOC6613878|XP_032577815.1|DSEC
OG0004101	LOC6632640|XP_002056641.2|DVIR	LOC6613882|XP_002038351.1|DSEC
OG0004102	LOC6632641|XP_002056642.1|DVIR	LOC6613884|XP_032579257.1|DSEC
OG0004103	LOC6630932|XP_002053485.1|DVIR	LOC6617017|XP_002041345.1|DSEC
OG0004104	LOC26531646|XP_032291509.1|DVIR	LOC6607577|XP_032577966.1|DSEC
OG0004105	LOC6622145|XP_002047690.1|DVIR	LOC6605841|XP_002030655.2|DSEC
OG0004106	LOC6624465|XP_002047617.1|DVIR	LOC6616460|XP_002040821.1|DSEC
OG0004107	LOC6624159|XP_002046617.3|DVIR	LOC6610506|XP_002035086.1|DSEC
OG0004108	LOC6630273|XP_002053702.1|DVIR	LOC6606295|XP_002031100.1|DSEC
OG0004109	LOC6630624|XP_002053298.1|DVIR	LOC6607727|XP_002032490.2|DSEC
OG0004110	LOC6622082|XP_002047707.1|DVIR	LOC6616538|XP_002040897.1|DSEC
OG0004111	LOC6632982|XP_032289728.1|DVIR	LOC6616957|XP_032579160.1|DSEC
OG0004112	LOC6630017|XP_002053410.1|DVIR	LOC6617038|XP_032576246.1|DSEC
OG0004113	LOC6634646|XP_002058297.2|DVIR	LOC6615229|XP_002039635.1|DSEC
OG0004114	LOC6633259|XP_032296634.1|DVIR	LOC6612369|XP_032580402.1|DSEC
OG0004115	LOC6633262|XP_032296558.1|DVIR	LOC6612372|XP_032580395.1|DSEC
OG0004116	LOC6632977|XP_032289727.1|DVIR	LOC6616951|XP_002041279.1|DSEC
OG0004117	LOC6628110|XP_002052015.1|DVIR	LOC6616683|XP_002041038.1|DSEC
OG0004118	LOC6625049|XP_032293099.1|DVIR	LOC6609633|XP_002034310.1|DSEC
OG0004119	LOC6632093|XP_002055508.2|DVIR, LOC6629395|XP_002053575.1|DVIR	LOC6616657|XP_002041014.1|DSEC
OG0004120	LOC6630095|XP_002053688.1|DVIR	LOC6606282|XP_032578989.1|DSEC
OG0004121	LOC6636554|XP_002060058.2|DVIR	LOC6610833|XP_032574794.1|DSEC
