Orthogroup	DVIR.longest_only	CCAP.longest_only
OG0005311	LOC6635751|XP_015024520.1|DVIR	CCAP1982_LOCUS8254|CAD6999728.1|CCAP
OG0005312	LOC6628523|XP_015027981.1|DVIR	CCAP1982_LOCUS8445|CAD6999934.1|CCAP
OG0005313	LOC6629131|XP_015028442.1|DVIR	CCAP1982_LOCUS5701|CAD6997044.1|CCAP
OG0005314	LOC6628950|XP_002052353.1|DVIR	CCAP1982_LOCUS8033|CAD6999508.1|CCAP
OG0005315	LOC6627587|XP_002052818.3|DVIR	CCAP1982_LOCUS8014|CAD6999490.1|CCAP
OG0005316	LOC6635846|XP_002059458.1|DVIR	CCAP1982_LOCUS21719|CAD7013677.1|CCAP
OG0005317	LOC6627703|XP_002051987.1|DVIR	CCAP1982_LOCUS7888|CAD6999361.1|CCAP
OG0005318	LOC6629246|XP_002051270.2|DVIR	CCAP1982_LOCUS5575|CAD6996902.1|CCAP
OG0005319	LOC6630894|XP_032294520.1|DVIR, LOC6628497|XP_002051492.1|DVIR	CCAP1982_LOCUS5351|CAD6996667.1|CCAP
OG0005321	LOC6635640|XP_002059186.2|DVIR	CCAP1982_LOCUS7428|CAD6998881.1|CCAP
OG0005322	LOC6628356|XP_032294497.1|DVIR	CCAP1982_LOCUS7811|CAD6999282.1|CCAP
OG0005324	LOC6628594|XP_002051209.2|DVIR	CCAP1982_LOCUS7732|CAD6999196.1|CCAP
OG0005325	LOC26531038|XP_015025381.1|DVIR	CCAP1982_LOCUS20862|CAD7012758.1|CCAP
OG0005326	LOC6628335|XP_015028057.1|DVIR	CCAP1982_LOCUS7735|CAD6999201.1|CCAP
OG0005327	LOC6627413|XP_002051086.1|DVIR	CCAP1982_LOCUS5383|CAD6996699.1|CCAP
OG0005328	LOC6630691|XP_002054398.2|DVIR	CCAP1982_LOCUS13036|CAD7004641.1|CCAP
OG0005329	LOC6622192|XP_002047866.1|DVIR	CCAP1982_LOCUS13268|CAD7004884.1|CCAP, CCAP1982_LOCUS13258|CAD7004873.1|CCAP
OG0005330	LOC6624138|XP_002047867.1|DVIR	CCAP1982_LOCUS13269|CAD7004885.1|CCAP, CCAP1982_LOCUS13259|CAD7004874.1|CCAP
OG0005331	LOC6628889|XP_002052090.1|DVIR	CCAP1982_LOCUS8500|CAD6999994.1|CCAP
OG0005332	LOC6627499|XP_002052207.1|DVIR	CCAP1982_LOCUS8582|CAD7000084.1|CCAP
OG0005333	LOC6628531|XP_002052727.1|DVIR	CCAP1982_LOCUS7307|CAD6998753.1|CCAP
OG0005334	LOC6636635|XP_015023805.1|DVIR	CCAP1982_LOCUS6473|CAD6997849.1|CCAP
OG0005335	LOC6626857|XP_002049228.2|DVIR	CCAP1982_LOCUS19438|CAD7011333.1|CCAP
OG0005336	LOC6626117|XP_015029859.1|DVIR	CCAP1982_LOCUS20286|CAD7012185.1|CCAP
OG0005337	LOC6624758|XP_002049752.2|DVIR	CCAP1982_LOCUS20639|CAD7012554.1|CCAP
OG0005338	LOC6634127|XP_002057728.1|DVIR	CCAP1982_LOCUS5404|CAD6996724.1|CCAP
OG0005339	LOC6627817|XP_002051142.3|DVIR	CCAP1982_LOCUS6086|CAD6997440.1|CCAP
OG0005341	LOC6625654|XP_002049871.1|DVIR	CCAP1982_LOCUS19989|CAD7011877.1|CCAP
OG0005342	LOC6627894|XP_032294203.1|DVIR	CCAP1982_LOCUS6782|CAD6998166.1|CCAP
OG0005343	LOC6635937|XP_002059376.2|DVIR	CCAP1982_LOCUS21680|CAD7013632.1|CCAP
OG0005345	LOC6634346|XP_015025174.1|DVIR	CCAP1982_LOCUS5454|CAD6996779.1|CCAP
OG0005346	LOC6627461|XP_002052483.1|DVIR	CCAP1982_LOCUS14963|CAD7006660.1|CCAP
OG0005347	LOC6629165|XP_002051904.1|DVIR	CCAP1982_LOCUS7002|CAD6998402.1|CCAP
OG0005348	LOC6627378|XP_002052398.2|DVIR	CCAP1982_LOCUS6474|CAD6997850.1|CCAP
OG0005349	LOC6627381|XP_002052401.1|DVIR	CCAP1982_LOCUS6478|CAD6997854.1|CCAP
OG0005350	LOC6629216|XP_002051266.1|DVIR	CCAP1982_LOCUS5657|CAD6996996.1|CCAP
OG0005351	LOC6624231|XP_032290345.1|DVIR	CCAP1982_LOCUS8070|CAD6999550.1|CCAP
OG0005352	LOC6628159|XP_002052414.2|DVIR	CCAP1982_LOCUS11665|CAD7003205.1|CCAP
OG0005353	LOC6625783|XP_002049581.1|DVIR	CCAP1982_LOCUS21018|CAD7012919.1|CCAP
OG0005354	LOC6627734|XP_032293588.1|DVIR	CCAP1982_LOCUS5973|CAD6997340.1|CCAP
OG0005355	LOC6628640|XP_002051884.3|DVIR	CCAP1982_LOCUS8020|CAD6999496.1|CCAP
OG0005356	LOC6628639|XP_002051883.1|DVIR	CCAP1982_LOCUS8022|CAD6999498.1|CCAP
OG0005357	LOC6628880|XP_002051660.1|DVIR	CCAP1982_LOCUS6775|CAD6998159.1|CCAP
OG0005359	LOC6626691|XP_002049416.1|DVIR	CCAP1982_LOCUS20507|CAD7012423.1|CCAP
OG0005360	LOC6624036|XP_002047591.1|DVIR	CCAP1982_LOCUS13493|CAD7005131.1|CCAP
OG0005361	LOC6629110|XP_002052604.1|DVIR	CCAP1982_LOCUS7909|CAD6999383.1|CCAP
OG0005362	LOC6634122|XP_002057723.1|DVIR	CCAP1982_LOCUS5553|CAD6996880.1|CCAP
OG0005363	LOC6627992|XP_002051429.1|DVIR	CCAP1982_LOCUS7758|CAD6999224.1|CCAP
OG0005364	LOC6626175|XP_002050160.1|DVIR	CCAP1982_LOCUS23330|CAD7015386.1|CCAP
OG0005365	LOC6628042|XP_032293909.1|DVIR	CCAP1982_LOCUS5659|CAD6996998.1|CCAP
OG0005366	LOC6628043|XP_002052691.3|DVIR	CCAP1982_LOCUS5661|CAD6997000.1|CCAP
OG0005367	LOC6627981|XP_002052693.1|DVIR	CCAP1982_LOCUS5642|CAD6996977.1|CCAP
OG0005368	LOC6629778|XP_002052992.1|DVIR	CCAP1982_LOCUS1327|CAD6992473.1|CCAP
OG0005369	LOC6627438|XP_032294444.1|DVIR	CCAP1982_LOCUS7027|CAD6998427.1|CCAP
OG0005370	LOC6627915|XP_032294485.1|DVIR	CCAP1982_LOCUS7078|CAD6998485.1|CCAP
OG0005371	LOC6627806|XP_002051768.1|DVIR	CCAP1982_LOCUS7077|CAD6998483.1|CCAP
OG0005372	LOC6630039|XP_002054558.3|DVIR	CCAP1982_LOCUS1733|CAD6992898.1|CCAP
OG0005373	LOC6629009|XP_002051278.1|DVIR	CCAP1982_LOCUS5567|CAD6996894.1|CCAP
OG0005374	LOC6627705|XP_002051989.1|DVIR	CCAP1982_LOCUS7901|CAD6999374.1|CCAP
OG0005375	LOC6627704|XP_002051988.2|DVIR	CCAP1982_LOCUS7900|CAD6999373.1|CCAP
OG0005376	LOC6635684|XP_002059279.3|DVIR	CCAP1982_LOCUS8162|CAD6999630.1|CCAP
OG0005377	LOC6624402|XP_002046370.1|DVIR	CCAP1982_LOCUS14730|CAD7006410.1|CCAP
OG0005378	LOC6627654|XP_002051718.3|DVIR	CCAP1982_LOCUS8905|CAD7000429.1|CCAP
OG0005379	LOC6628458|XP_002051830.2|DVIR	CCAP1982_LOCUS6978|CAD6998378.1|CCAP
OG0005380	LOC6627618|XP_002051709.2|DVIR	CCAP1982_LOCUS8888|CAD7000412.1|CCAP
OG0005381	LOC6628529|XP_002052725.2|DVIR	CCAP1982_LOCUS7611|CAD6999065.1|CCAP
OG0005382	LOC6628537|XP_032294468.1|DVIR	CCAP1982_LOCUS7990|CAD6999466.1|CCAP, CCAP1982_LOCUS7993|CAD6999469.1|CCAP
OG0005383	LOC6623564|XP_002046881.3|DVIR	CCAP1982_LOCUS12896|CAD7004496.1|CCAP
OG0005385	LOC6626772|XP_002049836.2|DVIR	CCAP1982_LOCUS20897|CAD7012796.1|CCAP
OG0005386	LOC6624906|XP_002050219.2|DVIR	CCAP1982_LOCUS21548|CAD7013486.1|CCAP
OG0005387	LOC6630966|XP_032289666.1|DVIR	CCAP1982_LOCUS3748|CAD6995017.1|CCAP
OG0005388	LOC6628184|XP_032294387.1|DVIR	CCAP1982_LOCUS6864|CAD6998255.1|CCAP
OG0005389	LOC6627550|XP_002052285.1|DVIR	CCAP1982_LOCUS6809|CAD6998193.1|CCAP
OG0005390	LOC6628542|XP_002051854.1|DVIR	CCAP1982_LOCUS8462|CAD6999955.1|CCAP
OG0005391	LOC6628540|XP_002051852.1|DVIR	CCAP1982_LOCUS8464|CAD6999957.1|CCAP
OG0005392	LOC6635735|XP_002059150.1|DVIR	CCAP1982_LOCUS7046|CAD6998448.1|CCAP
OG0005393	LOC6632369|XP_002056199.1|DVIR	CCAP1982_LOCUS3990|CAD6995269.1|CCAP
OG0005394	LOC6635715|XP_002059152.1|DVIR	CCAP1982_LOCUS9164|CAD7000690.1|CCAP
OG0005395	LOC6629031|XP_002052808.1|DVIR	CCAP1982_LOCUS8678|CAD7000185.1|CCAP
OG0005396	LOC6627373|XP_002052638.2|DVIR	CCAP1982_LOCUS6950|CAD6998349.1|CCAP
OG0005397	LOC6627376|XP_002052639.1|DVIR	CCAP1982_LOCUS6952|CAD6998351.1|CCAP
OG0005398	LOC6632900|XP_002056751.1|DVIR	CCAP1982_LOCUS5046|CAD6996367.1|CCAP
OG0005399	LOC6626766|XP_032292089.1|DVIR	CCAP1982_LOCUS22132|CAD7014126.1|CCAP
OG0005401	LOC6627565|XP_002052649.1|DVIR	CCAP1982_LOCUS8819|CAD7000336.1|CCAP
OG0005402	LOC6627564|XP_002052648.1|DVIR	CCAP1982_LOCUS8820|CAD7000337.1|CCAP
OG0005403	LOC6627559|XP_002052643.1|DVIR	CCAP1982_LOCUS8823|CAD7000340.1|CCAP
OG0005404	LOC6627560|XP_002052644.1|DVIR	CCAP1982_LOCUS8822|CAD7000339.1|CCAP
OG0005405	LOC6625593|XP_002048831.1|DVIR	CCAP1982_LOCUS23138|CAD7015187.1|CCAP
OG0005406	LOC6625501|XP_002051007.1|DVIR	CCAP1982_LOCUS22365|CAD7014368.1|CCAP
OG0005407	LOC6627022|XP_002050582.1|DVIR	CCAP1982_LOCUS22687|CAD7014705.1|CCAP
OG0005408	LOC6628138|XP_002052306.1|DVIR	CCAP1982_LOCUS8272|CAD6999749.1|CCAP
OG0005409	LOC6628424|XP_002051863.1|DVIR	CCAP1982_LOCUS8121|CAD6999598.1|CCAP
OG0005411	LOC6625635|XP_002050760.1|DVIR	CCAP1982_LOCUS21262|CAD7013191.1|CCAP
OG0005412	LOC6625665|XP_002050786.1|DVIR	CCAP1982_LOCUS21257|CAD7013186.1|CCAP
OG0005413	LOC6626073|XP_002048760.2|DVIR	CCAP1982_LOCUS23120|CAD7015167.1|CCAP
OG0005416	LOC6626363|XP_002050692.1|DVIR	CCAP1982_LOCUS21690|CAD7013646.1|CCAP
OG0005417	LOC6627987|XP_002052699.1|DVIR	CCAP1982_LOCUS7662|CAD6999118.1|CCAP
OG0005418	LOC6627493|XP_002052201.1|DVIR	CCAP1982_LOCUS7668|CAD6999124.1|CCAP
OG0005419	LOC6628044|XP_002051155.1|DVIR	CCAP1982_LOCUS5649|CAD6996987.1|CCAP
OG0005420	LOC6627649|XP_002052500.1|DVIR	CCAP1982_LOCUS6503|CAD6997884.1|CCAP
OG0005421	LOC6627877|XP_002052001.1|DVIR	CCAP1982_LOCUS8431|CAD6999920.1|CCAP
OG0005423	LOC6627347|XP_002052458.2|DVIR	CCAP1982_LOCUS5752|CAD6997100.1|CCAP
OG0005424	LOC6635901|XP_002059426.1|DVIR	CCAP1982_LOCUS22079|CAD7014071.1|CCAP
OG0005426	LOC6625354|XP_002050321.3|DVIR	CCAP1982_LOCUS7102|CAD6998514.1|CCAP
OG0005428	LOC6628617|XP_032293719.1|DVIR	CCAP1982_LOCUS8973|CAD7000495.1|CCAP
OG0005429	LOC6628739|XP_002051555.1|DVIR	CCAP1982_LOCUS6509|CAD6997890.1|CCAP
OG0005430	LOC6628738|XP_002051554.1|DVIR	CCAP1982_LOCUS6508|CAD6997889.1|CCAP
OG0005431	LOC6628962|XP_002051567.1|DVIR	CCAP1982_LOCUS9057|CAD7000583.1|CCAP
OG0005432	LOC6627300|XP_015028163.1|DVIR	CCAP1982_LOCUS5447|CAD6996771.1|CCAP
OG0005433	LOC6625101|XP_002050120.1|DVIR	CCAP1982_LOCUS23193|CAD7015243.1|CCAP
OG0005434	LOC6627797|XP_002051307.1|DVIR	CCAP1982_LOCUS6158|CAD6997519.1|CCAP
OG0005435	LOC6627297|XP_002051282.2|DVIR	CCAP1982_LOCUS5442|CAD6996764.1|CCAP
OG0005436	LOC6627299|XP_002051283.1|DVIR	CCAP1982_LOCUS5443|CAD6996765.1|CCAP
OG0005437	LOC6633107|XP_032288756.1|DVIR	CCAP1982_LOCUS4214|CAD6995501.1|CCAP
OG0005438	LOC6629047|XP_002052885.1|DVIR	CCAP1982_LOCUS8683|CAD7000190.1|CCAP
OG0005440	LOC6627689|XP_032294473.1|DVIR	CCAP1982_LOCUS8728|CAD7000236.1|CCAP
OG0005441	LOC6628885|XP_002051665.1|DVIR	CCAP1982_LOCUS6754|CAD6998143.1|CCAP
OG0005442	LOC6627768|XP_002052657.1|DVIR	CCAP1982_LOCUS8810|CAD7000327.1|CCAP
OG0005443	LOC6636634|XP_032289180.1|DVIR	CCAP1982_LOCUS5728|CAD6997076.1|CCAP
OG0005444	LOC6628831|XP_002052072.1|DVIR	CCAP1982_LOCUS7383|CAD6998834.1|CCAP
OG0005445	LOC6628109|XP_032294347.1|DVIR	CCAP1982_LOCUS7933|CAD6999407.1|CCAP
OG0005447	LOC6635774|XP_002059170.1|DVIR	CCAP1982_LOCUS7846|CAD6999319.1|CCAP
OG0005448	LOC6636465|XP_002059914.1|DVIR	CCAP1982_LOCUS21365|CAD7013294.1|CCAP
OG0005450	LOC6630302|XP_002054187.1|DVIR	CCAP1982_LOCUS7008|CAD6998408.1|CCAP
OG0005451	LOC6628401|XP_015028524.1|DVIR	CCAP1982_LOCUS7620|CAD6999074.1|CCAP
OG0005452	LOC6625124|XP_032292327.1|DVIR	CCAP1982_LOCUS7156|CAD6998577.1|CCAP
OG0005453	LOC6632456|XP_002056302.1|DVIR	CCAP1982_LOCUS250|CAD6991321.1|CCAP
OG0005454	LOC6635667|XP_002059202.1|DVIR	CCAP1982_LOCUS8338|CAD6999827.1|CCAP
OG0005455	LOC6625888|XP_002050359.1|DVIR	CCAP1982_LOCUS22813|CAD7014846.1|CCAP
OG0005456	LOC6634254|XP_002057640.1|DVIR	CCAP1982_LOCUS5827|CAD6997187.1|CCAP, CCAP1982_LOCUS5826|CAD6997186.1|CCAP
OG0005457	LOC6634252|XP_015025221.1|DVIR	CCAP1982_LOCUS5832|CAD6997192.1|CCAP
OG0005458	LOC6628508|XP_015028273.1|DVIR	CCAP1982_LOCUS8565|CAD7000062.1|CCAP
OG0005459	LOC6628826|XP_002052591.2|DVIR	CCAP1982_LOCUS7844|CAD6999317.1|CCAP, CCAP1982_LOCUS7845|CAD6999318.1|CCAP
OG0005460	LOC6628182|XP_032294385.1|DVIR	CCAP1982_LOCUS8484|CAD6999979.1|CCAP
OG0005461	LOC6628066|XP_002051535.1|DVIR	CCAP1982_LOCUS5846|CAD6997208.1|CCAP
OG0005462	LOC6628068|XP_002051537.1|DVIR	CCAP1982_LOCUS5848|CAD6997210.1|CCAP
OG0005463	LOC6624328|XP_002047891.1|DVIR	CCAP1982_LOCUS13791|CAD7005430.1|CCAP
OG0005464	LOC6628065|XP_002051534.2|DVIR	CCAP1982_LOCUS5843|CAD6997205.1|CCAP
OG0005465	LOC6634251|XP_002057637.2|DVIR	CCAP1982_LOCUS5833|CAD6997193.1|CCAP
OG0005466	LOC6634253|XP_002057639.1|DVIR	CCAP1982_LOCUS5831|CAD6997191.1|CCAP
OG0005467	LOC116651868|XP_032295002.1|DVIR, LOC6630064|XP_032295266.1|DVIR	CCAP1982_LOCUS775|CAD6991884.1|CCAP
OG0005468	LOC6627673|XP_002051949.1|DVIR	CCAP1982_LOCUS8598|CAD7000100.1|CCAP, CCAP1982_LOCUS8602|CAD7000104.1|CCAP
OG0005469	LOC6628909|XP_002051553.1|DVIR	CCAP1982_LOCUS5526|CAD6996850.1|CCAP
OG0005470	LOC6634370|XP_002057564.1|DVIR	CCAP1982_LOCUS5524|CAD6996848.1|CCAP
OG0005471	LOC6629159|XP_002052362.1|DVIR	CCAP1982_LOCUS8604|CAD7000106.1|CCAP
OG0005472	LOC6628957|XP_002052360.1|DVIR	CCAP1982_LOCUS8605|CAD7000110.1|CCAP
OG0005473	LOC6628034|XP_002052911.1|DVIR	CCAP1982_LOCUS8028|CAD6999504.1|CCAP
OG0005474	LOC6629206|XP_002052625.2|DVIR	CCAP1982_LOCUS8512|CAD7000007.1|CCAP
OG0005475	LOC6629205|XP_002052624.1|DVIR	CCAP1982_LOCUS8513|CAD7000008.1|CCAP
OG0005476	LOC6635879|XP_002059352.2|DVIR	CCAP1982_LOCUS22700|CAD7014721.1|CCAP
OG0005477	LOC6622934|XP_002048540.2|DVIR	CCAP1982_LOCUS11778|CAD7003317.1|CCAP
OG0005478	LOC6629014|XP_002052756.1|DVIR	CCAP1982_LOCUS9156|CAD7000682.1|CCAP
OG0005479	LOC6629013|XP_002052755.1|DVIR	CCAP1982_LOCUS9157|CAD7000683.1|CCAP
OG0005480	LOC6628113|XP_002052309.1|DVIR	CCAP1982_LOCUS9158|CAD7000684.1|CCAP
OG0005481	LOC6628263|XP_002052543.1|DVIR	CCAP1982_LOCUS9152|CAD7000678.1|CCAP
OG0005482	LOC6628265|XP_002052545.2|DVIR	CCAP1982_LOCUS9150|CAD7000676.1|CCAP
OG0005483	LOC6630294|XP_032295294.1|DVIR	CCAP1982_LOCUS4912|CAD6996225.1|CCAP
OG0005485	LOC6627148|XP_032292141.1|DVIR	CCAP1982_LOCUS22512|CAD7014511.1|CCAP
OG0005486	LOC6626614|XP_002048708.1|DVIR	CCAP1982_LOCUS22543|CAD7014542.1|CCAP
OG0005487	LOC6627859|XP_002052278.3|DVIR	CCAP1982_LOCUS20898|CAD7012798.1|CCAP
OG0005488	LOC6627860|XP_002052279.3|DVIR	CCAP1982_LOCUS23408|CAD7015468.1|CCAP
OG0005490	LOC6635687|XP_002059282.2|DVIR	CCAP1982_LOCUS8150|CAD6999618.1|CCAP
OG0005491	LOC6628440|XP_032294566.1|DVIR	CCAP1982_LOCUS7825|CAD6999296.1|CCAP
OG0005492	LOC6628357|XP_002052223.1|DVIR	CCAP1982_LOCUS7814|CAD6999286.1|CCAP
OG0005493	LOC6628320|XP_032293737.1|DVIR	CCAP1982_LOCUS5481|CAD6996808.1|CCAP
OG0005494	LOC6626235|XP_002048859.1|DVIR	CCAP1982_LOCUS7091|CAD6998500.1|CCAP
OG0005495	LOC6625265|XP_002050628.1|DVIR	CCAP1982_LOCUS7250|CAD6998692.1|CCAP
OG0005496	LOC6629739|XP_002054143.1|DVIR	CCAP1982_LOCUS13482|CAD7005120.1|CCAP
OG0005497	LOC6634006|XP_002057827.1|DVIR	CCAP1982_LOCUS5795|CAD6997150.1|CCAP
OG0005498	LOC6634005|XP_002057826.1|DVIR	CCAP1982_LOCUS5796|CAD6997152.1|CCAP
OG0005499	LOC6634000|XP_002057821.3|DVIR	CCAP1982_LOCUS5799|CAD6997155.1|CCAP
OG0005500	LOC6634001|XP_002057822.1|DVIR	CCAP1982_LOCUS5800|CAD6997157.1|CCAP
OG0005501	LOC6628465|XP_002051540.1|DVIR	CCAP1982_LOCUS5803|CAD6997160.1|CCAP
OG0005502	LOC6628464|XP_002051539.1|DVIR	CCAP1982_LOCUS5804|CAD6997161.1|CCAP
OG0005504	LOC6627678|XP_002051735.1|DVIR	CCAP1982_LOCUS8561|CAD7000057.1|CCAP
OG0005506	LOC6627494|XP_015028378.1|DVIR	CCAP1982_LOCUS8577|CAD7000079.1|CCAP, CCAP1982_LOCUS8576|CAD7000078.1|CCAP
OG0005507	LOC6628719|XP_002051892.1|DVIR	CCAP1982_LOCUS7443|CAD6998896.1|CCAP
OG0005508	LOC6628765|XP_032294264.1|DVIR	CCAP1982_LOCUS7439|CAD6998892.1|CCAP
OG0005509	LOC6628558|XP_015028288.1|DVIR	CCAP1982_LOCUS8612|CAD7000117.1|CCAP
OG0005510	LOC6634023|XP_002057487.2|DVIR	CCAP1982_LOCUS6032|CAD6997391.1|CCAP
OG0005512	LOC6631212|XP_002053955.1|DVIR	CCAP1982_LOCUS2277|CAD6993464.1|CCAP
OG0005513	LOC6628157|XP_002052412.2|DVIR	CCAP1982_LOCUS6472|CAD6997848.1|CCAP
OG0005514	LOC6630967|XP_002053801.1|DVIR	CCAP1982_LOCUS3752|CAD6995022.1|CCAP
OG0005516	LOC6636642|XP_002060109.1|DVIR	CCAP1982_LOCUS6462|CAD6997838.1|CCAP
OG0005517	LOC6627350|XP_032294276.1|DVIR	CCAP1982_LOCUS8925|CAD7000448.1|CCAP
OG0005518	LOC6629257|XP_002052781.2|DVIR	CCAP1982_LOCUS7680|CAD6999137.1|CCAP, CCAP1982_LOCUS7689|CAD6999146.1|CCAP
OG0005519	LOC6626902|XP_002050964.1|DVIR	CCAP1982_LOCUS22134|CAD7014129.1|CCAP
OG0005520	LOC6629113|XP_015028499.1|DVIR	CCAP1982_LOCUS7919|CAD6999393.1|CCAP
OG0005521	LOC6629233|XP_002052609.1|DVIR	CCAP1982_LOCUS7921|CAD6999395.1|CCAP
OG0005522	LOC6623353|XP_032289988.1|DVIR	CCAP1982_LOCUS8069|CAD6999549.1|CCAP
OG0005523	LOC6628436|XP_002052044.2|DVIR	CCAP1982_LOCUS7958|CAD6999434.1|CCAP
OG0005524	LOC6633904|XP_002057597.1|DVIR	CCAP1982_LOCUS5542|CAD6996869.1|CCAP
OG0005525	LOC6629091|XP_002052438.1|DVIR	CCAP1982_LOCUS5852|CAD6997216.1|CCAP
OG0005526	LOC6629127|XP_002052393.1|DVIR	CCAP1982_LOCUS5854|CAD6997218.1|CCAP
OG0005527	LOC6636182|XP_032290054.1|DVIR	CCAP1982_LOCUS10106|CAD7001612.1|CCAP
OG0005528	LOC6628474|XP_002052557.2|DVIR	CCAP1982_LOCUS8050|CAD6999528.1|CCAP
OG0005529	LOC6634238|XP_032293765.1|DVIR	CCAP1982_LOCUS7742|CAD6999208.1|CCAP
OG0005530	LOC6628806|XP_032293558.1|DVIR	CCAP1982_LOCUS6383|CAD6997751.1|CCAP
OG0005531	LOC6624409|XP_002047169.1|DVIR	CCAP1982_LOCUS13029|CAD7004634.1|CCAP
OG0005532	LOC6635625|XP_002059117.1|DVIR	CCAP1982_LOCUS6674|CAD6998058.1|CCAP
OG0005533	LOC6628985|XP_002052116.1|DVIR	CCAP1982_LOCUS8180|CAD6999650.1|CCAP
OG0005535	LOC6627684|XP_002051741.1|DVIR	CCAP1982_LOCUS7565|CAD6999018.1|CCAP
OG0005536	LOC6629040|XP_002052186.1|DVIR	CCAP1982_LOCUS7598|CAD6999051.1|CCAP
OG0005538	LOC6627926|XP_002052801.1|DVIR	CCAP1982_LOCUS7602|CAD6999055.1|CCAP
OG0005540	LOC6628309|XP_002052863.2|DVIR	CCAP1982_LOCUS7474|CAD6998927.1|CCAP
OG0005541	LOC6628756|XP_032293931.1|DVIR	CCAP1982_LOCUS7451|CAD6998904.1|CCAP
OG0005542	LOC6623842|XP_002046365.2|DVIR	CCAP1982_LOCUS14976|CAD7006674.1|CCAP
OG0005543	LOC6634219|XP_015025210.1|DVIR	CCAP1982_LOCUS7738|CAD6999204.1|CCAP
OG0005544	LOC6627778|XP_032294231.1|DVIR	CCAP1982_LOCUS7542|CAD6998995.1|CCAP
OG0005545	LOC6629229|XP_002051255.1|DVIR	CCAP1982_LOCUS8526|CAD7000022.1|CCAP
OG0005546	LOC6628437|XP_002052045.1|DVIR	CCAP1982_LOCUS7959|CAD6999435.1|CCAP
OG0005547	LOC6627377|XP_002052640.3|DVIR	CCAP1982_LOCUS8830|CAD7000347.1|CCAP
OG0005548	LOC6627561|XP_002052645.1|DVIR	CCAP1982_LOCUS8827|CAD7000344.1|CCAP
OG0005549	LOC6627563|XP_002052647.1|DVIR	CCAP1982_LOCUS8821|CAD7000338.1|CCAP
OG0005550	LOC6628162|XP_002052417.1|DVIR	CCAP1982_LOCUS7350|CAD6998796.1|CCAP
OG0005551	LOC6627169|XP_032292359.1|DVIR	CCAP1982_LOCUS21944|CAD7013930.1|CCAP
OG0005552	LOC6627170|XP_002050955.1|DVIR	CCAP1982_LOCUS21945|CAD7013931.1|CCAP
OG0005553	LOC6627679|XP_002051736.2|DVIR	CCAP1982_LOCUS8562|CAD7000058.1|CCAP
OG0005554	LOC6635614|XP_032294676.1|DVIR	CCAP1982_LOCUS6657|CAD6998041.1|CCAP
OG0005555	LOC6635612|XP_002059131.1|DVIR	CCAP1982_LOCUS6646|CAD6998030.1|CCAP
OG0005556	LOC6635662|XP_002059130.1|DVIR	CCAP1982_LOCUS6645|CAD6998029.1|CCAP
OG0005557	LOC6628448|XP_002051651.1|DVIR	CCAP1982_LOCUS7407|CAD6998858.1|CCAP
OG0005558	LOC6635661|XP_032294655.1|DVIR	CCAP1982_LOCUS6644|CAD6998027.1|CCAP
OG0005559	LOC6627496|XP_002052204.1|DVIR	CCAP1982_LOCUS8573|CAD7000072.1|CCAP
OG0005560	LOC6628447|XP_002051650.1|DVIR	CCAP1982_LOCUS7406|CAD6998857.1|CCAP
OG0005561	LOC6632179|XP_002055277.2|DVIR	CCAP1982_LOCUS8777|CAD7000287.1|CCAP
OG0005562	LOC6635680|XP_015024388.1|DVIR	CCAP1982_LOCUS8216|CAD6999689.1|CCAP
OG0005563	LOC6636206|XP_002059696.2|DVIR	CCAP1982_LOCUS10150|CAD7001658.1|CCAP, CCAP1982_LOCUS10149|CAD7001657.1|CCAP
OG0005564	LOC6629058|XP_002052386.1|DVIR	CCAP1982_LOCUS14618|CAD7006296.1|CCAP, CCAP1982_LOCUS5713|CAD6997059.1|CCAP
OG0005565	LOC6635733|XP_002059148.1|DVIR	CCAP1982_LOCUS7047|CAD6998449.1|CCAP
OG0005566	LOC6635734|XP_002059149.1|DVIR	CCAP1982_LOCUS7048|CAD6998450.1|CCAP
OG0005567	LOC116649793|XP_032288813.1|DVIR, LOC6629404|XP_032288817.1|DVIR	CCAP1982_LOCUS2832|CAD6994060.1|CCAP
OG0005568	LOC6635772|XP_002059168.1|DVIR	CCAP1982_LOCUS9126|CAD7000652.1|CCAP
OG0005569	LOC6628500|XP_002051835.1|DVIR	CCAP1982_LOCUS7068|CAD6998473.1|CCAP
OG0005570	LOC6635689|XP_002059284.2|DVIR	CCAP1982_LOCUS8456|CAD6999948.1|CCAP, CCAP1982_LOCUS8457|CAD6999949.1|CCAP
OG0005571	LOC6625622|XP_032293146.1|DVIR	CCAP1982_LOCUS20866|CAD7012762.1|CCAP
OG0005572	LOC6625864|XP_002050857.2|DVIR	CCAP1982_LOCUS22318|CAD7014319.1|CCAP
OG0005573	LOC6632615|XP_015026097.1|DVIR	CCAP1982_LOCUS864|CAD6991977.1|CCAP
OG0005574	LOC6625479|XP_002050335.1|DVIR	CCAP1982_LOCUS22490|CAD7014488.1|CCAP
OG0005575	LOC6631250|XP_002053048.2|DVIR	CCAP1982_LOCUS2176|CAD6993358.1|CCAP
OG0005576	LOC6627187|XP_002049929.2|DVIR	CCAP1982_LOCUS20226|CAD7012128.1|CCAP
OG0005577	LOC6623504|XP_002048218.1|DVIR	CCAP1982_LOCUS13818|CAD7005458.1|CCAP
