Orthogroup	DVIR.longest_only	HILL.longest_only
OG0004709	LOC6634939|XP_002058709.1|DVIR	LOC119652381|XP_037912407.1|HILL
OG0004710	LOC6631208|XP_002054439.1|DVIR	LOC119650701|XP_037909615.1|HILL
OG0004711	LOC6630225|XP_032295015.1|DVIR	LOC119657081|XP_037919764.1|HILL
OG0004712	LOC6630582|XP_002053854.1|DVIR	LOC119657328|XP_037920121.1|HILL
OG0004713	LOC6635149|XP_002058633.2|DVIR	LOC119651505|XP_037911055.1|HILL
OG0004714	LOC26530937|XP_032295164.1|DVIR	LOC119652733|XP_037912957.1|HILL
OG0004715	LOC6634161|XP_002057528.1|DVIR	LOC119651448|XP_037910982.1|HILL
OG0004716	LOC6634852|XP_002058642.1|DVIR	LOC119650982|XP_037910173.1|HILL
OG0004717	LOC6631317|XP_032295656.1|DVIR	LOC119657852|XP_037920903.1|HILL
OG0004718	LOC6628231|XP_002051801.1|DVIR	LOC119646301|XP_037902645.1|HILL
OG0004719	LOC6629476|XP_032295555.1|DVIR	LOC119650798|XP_037909862.1|HILL
OG0004720	LOC6630770|XP_002054828.1|DVIR	LOC119652851|XP_037913132.1|HILL
OG0004721	LOC6632941|XP_002056128.1|DVIR	LOC119650753|XP_037909775.1|HILL
OG0004722	LOC6634876|XP_032295029.1|DVIR	LOC119652803|XP_037913055.1|HILL
OG0004723	LOC6634411|XP_002057932.1|DVIR	LOC119657533|XP_037920404.1|HILL
OG0004724	LOC6631118|XP_002054238.2|DVIR	LOC119652411|XP_037912451.1|HILL
OG0004725	LOC6632594|XP_002056021.2|DVIR	LOC119651248|XP_037910656.1|HILL
OG0004726	LOC6632307|XP_002055996.1|DVIR	LOC119651479|XP_037911018.1|HILL
OG0004727	LOC6629552|XP_015027072.1|DVIR	LOC119651347|XP_037910835.1|HILL
OG0004728	LOC6633124|XP_002056067.1|DVIR	LOC119651348|XP_037910837.1|HILL
OG0004729	LOC6632023|XP_002055238.1|DVIR	LOC119659224|XP_037923128.1|HILL
OG0004730	LOC6627904|XP_002051397.1|DVIR	LOC119652855|XP_037913139.1|HILL
OG0004731	LOC6630754|XP_002054493.1|DVIR	LOC119652690|XP_037912895.1|HILL
OG0004732	LOC6630569|XP_002054386.1|DVIR	LOC119657021|XP_037919697.1|HILL
OG0004733	LOC6630570|XP_002054387.1|DVIR	LOC119657022|XP_037919698.1|HILL
OG0004734	LOC6631088|XP_032293627.1|DVIR	LOC119658233|XP_037921439.1|HILL
OG0004735	LOC6629370|XP_032294949.1|DVIR	LOC119652917|XP_037913227.1|HILL
OG0004736	LOC6631215|XP_032289600.1|DVIR	LOC119660605|XP_037925219.1|HILL
OG0004737	LOC6634915|XP_002058675.1|DVIR	LOC119652046|XP_037911909.1|HILL
OG0004738	LOC6634917|XP_032294885.1|DVIR	LOC119650717|XP_037909658.1|HILL
OG0004739	LOC6630785|XP_002054819.1|DVIR	LOC119652650|XP_037912826.1|HILL
OG0004740	LOC6629268|XP_002052975.1|DVIR	LOC119651710|XP_037911351.1|HILL
OG0004741	LOC6635013|XP_002058657.1|DVIR	LOC119651621|XP_037911204.1|HILL
OG0004742	LOC6636199|XP_032290104.1|DVIR	LOC119660965|XP_037925950.1|HILL
OG0004743	LOC6635036|XP_002058615.1|DVIR	LOC119657264|XP_037920023.1|HILL
OG0004744	LOC6627395|XP_002052147.1|DVIR	LOC119659925|XP_037924190.1|HILL
OG0004745	LOC6633114|XP_032289723.1|DVIR	LOC119658857|XP_037922538.1|HILL
OG0004746	LOC6629632|XP_002053334.2|DVIR	LOC119658591|XP_037921978.1|HILL
OG0004747	LOC6629633|XP_015027207.1|DVIR	LOC119658592|XP_037921979.1|HILL
OG0004748	LOC6629635|XP_002053337.2|DVIR	LOC119658982|XP_037922792.1|HILL
OG0004749	LOC6629967|XP_002054169.3|DVIR	LOC119658626|XP_037922053.1|HILL
OG0004750	LOC6630971|XP_002053805.1|DVIR	LOC119650598|XP_037909383.1|HILL
OG0004751	LOC6633081|XP_015025995.1|DVIR	LOC119656651|XP_037919044.1|HILL
OG0004752	LOC6630573|XP_002053922.1|DVIR	LOC119659430|XP_037923440.1|HILL
OG0004753	LOC6632507|XP_002056012.2|DVIR	LOC119659164|XP_037923042.1|HILL
OG0004754	LOC6632937|XP_002056124.1|DVIR	LOC119659162|XP_037923040.1|HILL
OG0004755	LOC6630148|XP_002054179.1|DVIR	LOC119646660|XP_037903118.1|HILL
OG0004756	LOC6630149|XP_032295150.1|DVIR	LOC119646659|XP_037903117.1|HILL
OG0004757	LOC6632371|XP_015025871.1|DVIR	LOC119651981|XP_037911818.1|HILL
OG0004758	LOC6629403|XP_002053583.2|DVIR	LOC119657492|XP_037920343.1|HILL
OG0004759	LOC6631009|XP_002053953.1|DVIR	LOC119650650|XP_037909512.1|HILL
OG0004760	LOC6634923|XP_002058434.1|DVIR	LOC119657397|XP_037920215.1|HILL
OG0004761	LOC6632652|XP_002055804.3|DVIR	LOC119659497|XP_037923543.1|HILL
OG0004762	LOC6628084|XP_002051168.1|DVIR	LOC119651175|XP_037910525.1|HILL
OG0004763	LOC6632850|XP_002056248.3|DVIR	LOC119651811|XP_037911530.1|HILL
OG0004764	LOC6630006|XP_002054768.1|DVIR	LOC119660161|XP_037924493.1|HILL
OG0004765	LOC6630646|XP_002053029.3|DVIR	LOC119651583|XP_037911150.1|HILL
OG0004766	LOC6630339|XP_002053014.1|DVIR	LOC119651411|XP_037910930.1|HILL
OG0004767	LOC6633029|XP_002056056.1|DVIR	LOC119651129|XP_037910451.1|HILL
OG0004768	LOC6630980|XP_032290714.1|DVIR	LOC119651128|XP_037910450.1|HILL
OG0004769	LOC6628467|XP_015028213.2|DVIR	LOC119659440|XP_037923451.1|HILL
OG0004770	LOC6629364|XP_002053573.1|DVIR	LOC119659123|XP_037922976.1|HILL
OG0004771	LOC6635220|XP_002058408.1|DVIR	LOC119651884|XP_037911632.1|HILL
OG0004772	LOC6630048|XP_002054567.2|DVIR	LOC119651147|XP_037910480.1|HILL
OG0004773	LOC6629767|XP_002054152.1|DVIR	LOC119652454|XP_037912526.1|HILL
OG0004774	LOC6629762|XP_015026993.1|DVIR	LOC119652455|XP_037912531.1|HILL
OG0004775	LOC6635111|XP_032295081.1|DVIR	LOC119652648|XP_037912825.1|HILL
OG0004776	LOC6636345|XP_002059944.1|DVIR	LOC119651638|XP_037911236.1|HILL
OG0004777	LOC6629302|XP_002052966.1|DVIR	LOC119650759|XP_037909779.1|HILL
OG0004778	LOC6634345|XP_002057473.1|DVIR	LOC119657685|XP_037920644.1|HILL
OG0004779	LOC6630779|XP_032295205.1|DVIR	LOC119661344|XP_037926574.1|HILL
OG0004780	LOC6628132|XP_002052927.1|DVIR	LOC119647073|XP_037903759.1|HILL
OG0004781	LOC6632548|XP_002055827.3|DVIR	LOC119652277|XP_037912198.1|HILL
OG0004782	LOC6630772|XP_002054830.3|DVIR	LOC119651366|XP_037910868.1|HILL
OG0004783	LOC6636104|XP_002059646.1|DVIR	LOC119656828|XP_037919401.1|HILL
OG0004784	LOC6634952|XP_002058540.1|DVIR	LOC119651404|XP_037910920.1|HILL
OG0004785	LOC6634903|XP_032295351.1|DVIR	LOC119651315|XP_037910773.1|HILL
OG0004786	LOC6634906|XP_002058558.1|DVIR	LOC119651934|XP_037911702.1|HILL
OG0004787	LOC6634908|XP_002058560.1|DVIR	LOC119653144|XP_037913606.1|HILL
OG0004788	LOC6634909|XP_002058561.1|DVIR	LOC119653141|XP_037913604.1|HILL
OG0004789	LOC6634910|XP_032295321.1|DVIR	LOC119653143|XP_037913605.1|HILL
OG0004790	LOC6630037|XP_002054028.3|DVIR	LOC119652266|XP_037912179.1|HILL
OG0004791	LOC6631057|XP_002054223.1|DVIR	LOC119652076|XP_037911942.1|HILL
OG0004792	LOC6635100|XP_002058348.1|DVIR	LOC119651728|XP_037911383.1|HILL
OG0004793	LOC6631271|XP_032291750.1|DVIR	LOC119659008|XP_037922821.1|HILL
OG0004794	LOC6630975|XP_002053863.1|DVIR	LOC119652838|XP_037913102.1|HILL
OG0004795	LOC6632425|XP_002056097.2|DVIR	LOC119652527|XP_037912656.1|HILL
OG0004796	LOC6635088|XP_002058418.2|DVIR	LOC119650639|XP_037909489.1|HILL
OG0004797	LOC6630305|XP_032295393.1|DVIR	LOC119652964|XP_037913289.1|HILL
OG0004798	LOC6635182|XP_002058586.1|DVIR	LOC119650602|XP_037909387.1|HILL
OG0004799	LOC6630955|XP_002053945.1|DVIR	LOC119650872|XP_037909962.1|HILL
OG0004800	LOC6629667|XP_032295057.1|DVIR	LOC119652460|XP_037912552.1|HILL
OG0004801	LOC6629676|XP_002053659.1|DVIR	LOC119658926|XP_037922683.1|HILL
OG0004802	LOC26530763|XP_015027823.2|DVIR	LOC119653001|XP_037913355.1|HILL
OG0004803	LOC6630153|XP_032295299.1|DVIR	LOC119651072|XP_037910339.1|HILL
OG0004804	LOC6630979|XP_032290751.1|DVIR	LOC119652910|XP_037913214.1|HILL
OG0004805	LOC6629951|XP_032288746.1|DVIR	LOC119652950|XP_037913270.1|HILL
OG0004806	LOC6634499|XP_002058237.1|DVIR	LOC119646447|XP_037902826.1|HILL
OG0004807	LOC26530603|XP_015027812.1|DVIR	LOC119651232|XP_037910636.1|HILL
OG0004808	LOC6632729|XP_002056052.1|DVIR	LOC119652992|XP_037913345.1|HILL
OG0004809	LOC26531304|XP_015027883.1|DVIR	LOC119646127|XP_037902405.1|HILL
OG0004810	LOC6629765|XP_002054150.2|DVIR	LOC119659012|XP_037922828.1|HILL
OG0004811	LOC6624427|XP_015030508.1|DVIR	LOC119651304|XP_037910758.1|HILL
OG0004812	LOC6629948|XP_032296718.1|DVIR	LOC119651965|XP_037911755.1|HILL
OG0004813	LOC6629937|XP_002054365.1|DVIR	LOC119652598|XP_037912753.1|HILL
OG0004814	LOC6631218|XP_002053961.1|DVIR	LOC119650948|XP_037910109.1|HILL
OG0004815	LOC6634391|XP_002058144.2|DVIR	LOC119657093|XP_037919774.1|HILL
OG0004816	LOC6632166|XP_002055264.3|DVIR	LOC119657482|XP_037920332.1|HILL
OG0004817	LOC6632122|XP_002055260.2|DVIR	LOC119657103|XP_037919787.1|HILL
OG0004818	LOC6629884|XP_002054544.1|DVIR	LOC119652607|XP_037912768.1|HILL
OG0004819	LOC6630821|XP_002054728.1|DVIR	LOC119657915|XP_037921029.1|HILL
OG0004820	LOC6632726|XP_002056049.3|DVIR	LOC119651749|XP_037911414.1|HILL
OG0004821	LOC6635218|XP_032294788.1|DVIR	LOC119651676|XP_037911298.1|HILL
OG0004822	LOC6631205|XP_015027691.1|DVIR	LOC119651664|XP_037911281.1|HILL
OG0004823	LOC6635001|XP_002058514.2|DVIR	LOC119651836|XP_037911560.1|HILL
OG0004824	LOC6635002|XP_002058515.1|DVIR	LOC119650772|XP_037909802.1|HILL
OG0004825	LOC6636196|XP_032290148.1|DVIR	LOC119660946|XP_037925883.1|HILL
OG0004826	LOC6634967|XP_002058714.2|DVIR	LOC119651897|XP_037911652.1|HILL
OG0004827	LOC6634913|XP_002058673.1|DVIR	LOC119652469|XP_037912565.1|HILL
OG0004828	LOC6630777|XP_002054811.1|DVIR	LOC119652623|XP_037912794.1|HILL
OG0004829	LOC6635152|XP_002058636.1|DVIR	LOC119650894|XP_037910001.1|HILL
OG0004830	LOC6630877|XP_002054325.3|DVIR	LOC119652629|XP_037912804.1|HILL
OG0004831	LOC6623345|XP_002046129.1|DVIR	LOC119657751|XP_037920732.1|HILL
OG0004832	LOC6635080|XP_002058726.1|DVIR	LOC119650910|XP_037910059.1|HILL
OG0004833	LOC6629564|XP_002053652.1|DVIR	LOC119658030|XP_037921188.1|HILL
OG0004834	LOC6630787|XP_002054821.1|DVIR	LOC119652942|XP_037913259.1|HILL
OG0004835	LOC6630023|XP_002054473.1|DVIR	LOC119651573|XP_037911136.1|HILL
OG0004836	LOC6631173|XP_002054303.1|DVIR	LOC119647061|XP_037903746.1|HILL
OG0004837	LOC6624582|XP_002048089.1|DVIR	LOC119649816|XP_037908075.1|HILL
OG0004838	LOC6633110|XP_015025949.1|DVIR	LOC119656550|XP_037918842.1|HILL
OG0004839	LOC6632885|XP_002055792.2|DVIR	LOC119657955|XP_037921085.1|HILL
OG0004840	LOC6630625|XP_002053299.1|DVIR	LOC119659882|XP_037924129.1|HILL
OG0004841	LOC6628656|XP_002051506.1|DVIR	LOC119657827|XP_037920873.1|HILL
OG0004842	LOC6632706|XP_002055829.1|DVIR	LOC119657044|XP_037919725.1|HILL
OG0004843	LOC6632844|XP_002056242.1|DVIR	LOC119650651|XP_037909515.1|HILL
OG0004844	LOC6632959|XP_002056576.1|DVIR	LOC119660485|XP_037925002.1|HILL
OG0004845	LOC6632958|XP_002056575.1|DVIR	LOC119659005|XP_037922819.1|HILL
OG0004846	LOC6628381|XP_002052633.2|DVIR	LOC119651550|XP_037911114.1|HILL
OG0004847	LOC6628380|XP_002052632.1|DVIR	LOC119657752|XP_037920734.1|HILL
OG0004848	LOC6623991|XP_002048667.1|DVIR	LOC119651326|XP_037910793.1|HILL, LOC119650706|XP_037909636.1|HILL, LOC119652064|XP_037911929.1|HILL
OG0004849	LOC6628923|XP_015028419.1|DVIR	LOC119657782|XP_037920784.1|HILL
OG0004850	LOC6631134|XP_015027468.1|DVIR	LOC119650958|XP_037910129.1|HILL
OG0004851	LOC6631135|XP_002053511.1|DVIR	LOC119650807|XP_037909874.1|HILL
OG0004852	LOC6631282|XP_032291418.1|DVIR	LOC119652610|XP_037912773.1|HILL
OG0004853	LOC6626839|XP_002050841.2|DVIR	LOC119660352|XP_037924779.1|HILL
OG0004854	LOC6623098|XP_015030871.1|DVIR	LOC119647713|XP_037904732.1|HILL
OG0004855	LOC26530891|XP_015031662.1|DVIR	LOC119650096|XP_037908542.1|HILL
OG0004856	LOC6623982|XP_015030488.1|DVIR	LOC119649449|XP_037907527.1|HILL
OG0004857	LOC6624680|XP_002047151.2|DVIR	LOC119648483|XP_037906173.1|HILL
OG0004858	LOC6624032|XP_032290321.1|DVIR	LOC119647512|XP_037904402.1|HILL
OG0004859	LOC6623866|XP_002048301.1|DVIR	LOC119649643|XP_037907826.1|HILL
OG0004860	LOC6624709|XP_002046631.1|DVIR	LOC119649398|XP_037907451.1|HILL
OG0004861	LOC6622904|XP_032290283.1|DVIR	LOC119650260|XP_037908789.1|HILL
OG0004862	LOC6622836|XP_032290626.1|DVIR	LOC119648493|XP_037906187.1|HILL
OG0004863	LOC6622549|XP_002047004.2|DVIR	LOC119648813|XP_037906593.1|HILL
OG0004864	LOC6622983|XP_002047080.1|DVIR	LOC119648280|XP_037905863.1|HILL
OG0004865	LOC6633178|XP_002055966.1|DVIR	LOC119646468|XP_037902846.1|HILL
OG0004866	LOC6624609|XP_002046990.1|DVIR	LOC119648674|XP_037906393.1|HILL
OG0004867	LOC6635969|XP_002059333.1|DVIR	LOC119661292|XP_037926507.1|HILL
OG0004868	LOC6635970|XP_002059334.1|DVIR	LOC119649905|XP_037908230.1|HILL
OG0004869	LOC6626703|XP_002050465.1|DVIR	LOC119646853|XP_037903403.1|HILL
OG0004870	LOC6626708|XP_015029187.1|DVIR	LOC119661636|XP_037926987.1|HILL
OG0004871	LOC6626467|XP_002050369.3|DVIR	LOC119646521|XP_037902909.1|HILL
OG0004872	LOC6625267|XP_002050630.1|DVIR	LOC119661574|XP_037926901.1|HILL
OG0004873	LOC6627557|XP_002052641.1|DVIR	LOC119649470|XP_037907555.1|HILL
OG0004874	LOC6629571|XP_002054854.2|DVIR	LOC119646173|XP_037902480.1|HILL
OG0004875	LOC6631701|XP_002054971.2|DVIR	LOC119651097|XP_037910382.1|HILL
OG0004876	LOC6631400|XP_002055670.2|DVIR	LOC119646418|XP_037902792.1|HILL
OG0004877	LOC6623771|XP_002048628.1|DVIR	LOC119650223|XP_037908728.1|HILL
OG0004878	LOC6626347|XP_002050348.1|DVIR	LOC119646610|XP_037903039.1|HILL
OG0004879	LOC6626141|XP_002050006.2|DVIR	LOC119656430|XP_037918728.1|HILL
OG0004880	LOC6624724|XP_002048124.1|DVIR	LOC119648775|XP_037906537.1|HILL
OG0004881	LOC6623604|XP_002047334.1|DVIR	LOC119648136|XP_037905609.1|HILL
OG0004882	LOC6623249|XP_002047296.1|DVIR	LOC119648223|XP_037905767.1|HILL
OG0004883	LOC6623147|XP_002047752.2|DVIR	LOC119649771|XP_037907999.1|HILL
OG0004884	LOC6625585|XP_032292240.1|DVIR	LOC119661105|XP_037926222.1|HILL
OG0004885	LOC6636412|XP_002059868.2|DVIR, LOC116651371|XP_032293494.1|DVIR	LOC119661577|XP_037926904.1|HILL
OG0004886	LOC6627278|XP_002050655.1|DVIR	LOC119659066|XP_037922908.1|HILL
OG0004887	LOC6625352|XP_002051005.1|DVIR	LOC119661264|XP_037926445.1|HILL
OG0004888	LOC6626821|XP_032292071.1|DVIR	LOC119647034|XP_037903704.1|HILL
OG0004889	LOC6626018|XP_015029190.1|DVIR	LOC119661513|XP_037926814.1|HILL
OG0004890	LOC6625340|XP_002050422.1|DVIR	LOC119646819|XP_037903362.1|HILL
OG0004891	LOC6633253|XP_032296583.1|DVIR	LOC119655774|XP_037917758.1|HILL
OG0004892	LOC6624796|XP_015029736.1|DVIR	LOC119656024|XP_037918214.1|HILL
OG0004893	LOC6626289|XP_032292650.1|DVIR	LOC119646608|XP_037903037.1|HILL
OG0004894	LOC6626076|XP_002048763.1|DVIR	LOC119653684|XP_037914476.1|HILL
OG0004895	LOC6626838|XP_002050840.1|DVIR	LOC119661728|XP_037927122.1|HILL
OG0004897	LOC6627204|XP_002050276.3|DVIR	LOC119651207|XP_037910589.1|HILL
OG0004898	LOC6626497|XP_032292441.1|DVIR	LOC119660127|XP_037924450.1|HILL
OG0004899	LOC6635927|XP_032291627.1|DVIR	LOC119659519|XP_037923578.1|HILL
OG0004900	LOC6625914|XP_002050429.1|DVIR	LOC119658871|XP_037922569.1|HILL
OG0004901	LOC6625915|XP_002050430.3|DVIR	LOC119659396|XP_037923386.1|HILL
OG0004902	LOC6622353|XP_002046545.1|DVIR	LOC119649113|XP_037907041.1|HILL
OG0004903	LOC6625867|XP_002050788.1|DVIR	LOC119661236|XP_037926393.1|HILL
OG0004904	LOC6631190|XP_032294873.1|DVIR	LOC119647059|XP_037903744.1|HILL
OG0004905	LOC6625678|XP_015029591.1|DVIR	LOC119650857|XP_037909941.1|HILL
OG0004906	LOC6623196|XP_032290548.1|DVIR	LOC119647878|XP_037905091.1|HILL
OG0004907	LOC6623413|XP_002047295.2|DVIR	LOC119648096|XP_037905523.1|HILL
OG0004908	LOC6624162|XP_002046292.1|DVIR	LOC119649228|XP_037907215.1|HILL
OG0004909	LOC6623779|XP_015031075.1|DVIR	LOC119650214|XP_037908707.1|HILL
OG0004910	LOC6623959|XP_002046284.1|DVIR	LOC119649016|XP_037906895.1|HILL
OG0004911	LOC6622181|XP_002046838.2|DVIR	LOC119648207|XP_037905739.1|HILL
OG0004912	LOC6623130|XP_002047258.1|DVIR	LOC119649456|XP_037907538.1|HILL
OG0004913	LOC6635839|XP_002059451.1|DVIR	LOC119655947|XP_037918078.1|HILL
OG0004914	LOC6635823|XP_002059446.3|DVIR	LOC119650069|XP_037908497.1|HILL
OG0004915	LOC6626472|XP_002050374.1|DVIR, LOC116649726|XP_032289795.1|DVIR	LOC119660025|XP_037924332.1|HILL
OG0004916	LOC6624853|XP_002050854.3|DVIR	LOC119660014|XP_037924324.1|HILL
OG0004917	LOC6622231|XP_002046355.2|DVIR	LOC119649568|XP_037907696.1|HILL
OG0004918	LOC6624140|XP_032290929.1|DVIR	LOC119647451|XP_037904307.1|HILL
OG0004919	LOC6629745|XP_002053887.1|DVIR	LOC119660148|XP_037924479.1|HILL
OG0004920	LOC6622977|XP_002048482.2|DVIR	LOC119658415|XP_037921741.1|HILL
OG0004921	LOC6624610|XP_032291031.1|DVIR	LOC119648890|XP_037906715.1|HILL
OG0004922	LOC6623342|XP_002046751.1|DVIR	LOC119650000|XP_037908390.1|HILL
OG0004923	LOC6624308|XP_002046344.1|DVIR	LOC119648341|XP_037905965.1|HILL
OG0004924	LOC6623498|XP_002046149.1|DVIR	LOC119648607|XP_037906305.1|HILL
OG0004925	LOC6623307|XP_002046115.3|DVIR	LOC119648909|XP_037906744.1|HILL
OG0004926	LOC6623484|XP_002046165.1|DVIR	LOC119648160|XP_037905663.1|HILL
OG0004927	LOC6623485|XP_015031016.1|DVIR	LOC119649986|XP_037908357.1|HILL
OG0004928	LOC6626947|XP_015029034.1|DVIR	LOC119647764|XP_037904821.1|HILL
OG0004929	LOC6622740|XP_015030934.1|DVIR	LOC119647998|XP_037905312.1|HILL
OG0004930	LOC6635962|XP_032291698.1|DVIR	LOC119661707|XP_037927087.1|HILL
OG0004931	LOC6635842|XP_002059454.1|DVIR	LOC119655301|XP_037917056.1|HILL
OG0004932	LOC6623532|XP_032290834.1|DVIR	LOC119648709|XP_037906444.1|HILL
OG0004933	LOC6625181|XP_032291968.1|DVIR	LOC119646348|XP_037902710.1|HILL
OG0004934	LOC6635400|XP_002058843.1|DVIR	LOC119646799|XP_037903317.1|HILL
OG0004935	LOC6625079|XP_002050984.1|DVIR	LOC119646614|XP_037903047.1|HILL
OG0004936	LOC6636594|XP_032291410.1|DVIR	LOC119648843|XP_037906646.1|HILL
OG0004937	LOC6623440|XP_002047298.2|DVIR	LOC119646864|XP_037903417.1|HILL
OG0004938	LOC6622439|XP_002048189.2|DVIR	LOC119649503|XP_037907598.1|HILL
OG0004939	LOC6622462|XP_002047505.1|DVIR	LOC119648275|XP_037905858.1|HILL
OG0004940	LOC6622133|XP_002047513.3|DVIR	LOC119649260|XP_037907274.1|HILL
OG0004941	LOC6623296|XP_032290830.1|DVIR	LOC119648897|XP_037906727.1|HILL
OG0004942	LOC6623672|XP_002047388.1|DVIR	LOC119647421|XP_037904244.1|HILL
OG0004943	LOC6624660|XP_002046592.1|DVIR	LOC119647942|XP_037905232.1|HILL
OG0004944	LOC6623558|XP_002046616.2|DVIR	LOC119649877|XP_037908181.1|HILL
OG0004945	LOC6625718|XP_032291925.1|DVIR	LOC119648933|XP_037906774.1|HILL
OG0004946	LOC6624632|XP_002047612.2|DVIR	LOC119647536|XP_037904451.1|HILL
OG0004947	LOC6622048|XP_002046381.1|DVIR	LOC119649183|XP_037907137.1|HILL
OG0004948	LOC6624312|XP_032290890.1|DVIR	LOC119649411|XP_037907476.1|HILL
OG0004949	LOC6624505|XP_032290887.1|DVIR	LOC119649719|XP_037907929.1|HILL
OG0004950	LOC6627338|XP_002052235.1|DVIR	LOC119649711|XP_037907912.1|HILL
OG0004951	LOC6632938|XP_032289671.1|DVIR	LOC119650718|XP_037909659.1|HILL
OG0004952	LOC6622351|XP_002046966.1|DVIR	LOC119648124|XP_037905574.1|HILL
OG0004953	LOC6623585|XP_002046183.1|DVIR	LOC119647618|XP_037904588.1|HILL
OG0004954	LOC6623659|XP_002046181.1|DVIR	LOC119647615|XP_037904582.1|HILL
OG0004955	LOC6623984|XP_002046855.1|DVIR	LOC119646509|XP_037902893.1|HILL
OG0004956	LOC6635936|XP_002059375.1|DVIR	LOC119648642|XP_037906345.1|HILL
OG0004957	LOC6622408|XP_002046973.2|DVIR	LOC119648910|XP_037906745.1|HILL
OG0004958	LOC6622173|XP_032290213.1|DVIR	LOC119650325|XP_037908909.1|HILL
OG0004959	LOC6623243|XP_032290217.1|DVIR	LOC119650368|XP_037909009.1|HILL
OG0004960	LOC6623270|XP_015030875.1|DVIR	LOC119647465|XP_037904327.1|HILL
OG0004961	LOC6626212|XP_002050547.2|DVIR	LOC119648039|XP_037905394.1|HILL
OG0004962	LOC6623309|XP_002047755.1|DVIR	LOC119648037|XP_037905391.1|HILL
OG0004963	LOC6622170|XP_032290191.1|DVIR	LOC119647843|XP_037905028.1|HILL
OG0004964	LOC6624539|XP_002047109.1|DVIR	LOC119648209|XP_037905742.1|HILL
OG0004965	LOC6623965|XP_002046878.1|DVIR	LOC119647987|XP_037905300.1|HILL
OG0004966	LOC6622193|XP_002046879.1|DVIR	LOC119647985|XP_037905296.1|HILL
OG0004967	LOC6626478|XP_002050463.1|DVIR	LOC119661482|XP_037926775.1|HILL
OG0004968	LOC6623145|XP_002046091.3|DVIR	LOC119649864|XP_037908162.1|HILL
OG0004969	LOC6626651|XP_002050645.1|DVIR	LOC119646575|XP_037902996.1|HILL
OG0004970	LOC6623146|XP_002046092.1|DVIR	LOC119649870|XP_037908170.1|HILL
OG0004971	LOC6623281|XP_002046095.1|DVIR	LOC119647641|XP_037904631.1|HILL
OG0004972	LOC26531321|XP_015031728.1|DVIR	LOC119649966|XP_037908330.1|HILL
OG0004973	LOC6636838|XP_002060311.1|DVIR	LOC119647607|XP_037904566.1|HILL
OG0004974	LOC6623204|XP_002046738.1|DVIR	LOC119648197|XP_037905719.1|HILL
OG0004975	LOC6624360|XP_002046346.1|DVIR	LOC119650109|XP_037908560.1|HILL
OG0004976	LOC6636919|XP_032291477.1|DVIR	LOC119650107|XP_037908557.1|HILL
OG0004977	LOC6635804|XP_002059313.1|DVIR	LOC119647172|XP_037903906.1|HILL
OG0004978	LOC6625077|XP_002050982.1|DVIR	LOC119661178|XP_037926324.1|HILL
OG0004979	LOC6624075|XP_002046586.1|DVIR	LOC119649795|XP_037908028.1|HILL
OG0004980	LOC116650471|XP_032290035.1|DVIR, LOC6622060|XP_002048435.1|DVIR	LOC119648180|XP_037905692.1|HILL
OG0004981	LOC6623013|XP_002047563.1|DVIR	LOC119648234|XP_037905785.1|HILL
OG0004982	LOC6623023|XP_002047566.1|DVIR	LOC119649995|XP_037908383.1|HILL
OG0004983	LOC6623318|XP_002047121.1|DVIR	LOC119649843|XP_037908115.1|HILL
OG0004984	LOC6623738|XP_002047340.2|DVIR	LOC119648730|XP_037906473.1|HILL
OG0004985	LOC6624509|XP_015030890.1|DVIR	LOC119648396|XP_037906064.1|HILL
OG0004986	LOC6622197|XP_015031518.1|DVIR	LOC119649839|XP_037908112.1|HILL
OG0004987	LOC6622079|XP_015030785.1|DVIR	LOC119650296|XP_037908860.1|HILL
OG0004988	LOC6624515|XP_032291030.1|DVIR	LOC119650332|XP_037908915.1|HILL
OG0004989	LOC6622100|XP_002047026.1|DVIR	LOC119647936|XP_037905208.1|HILL
OG0004990	LOC116651023|XP_032292487.1|DVIR, LOC6635887|XP_002059412.1|DVIR	LOC119659543|XP_037923616.1|HILL
OG0004991	LOC6626915|XP_002050969.1|DVIR	LOC119647323|XP_037904178.1|HILL
OG0004992	LOC6626916|XP_002050970.1|DVIR	LOC119660877|XP_037925721.1|HILL
OG0004993	LOC6622356|XP_002046967.1|DVIR	LOC119649058|XP_037906969.1|HILL, LOC119647502|XP_037904385.1|HILL
OG0004994	LOC6636566|XP_002060070.1|DVIR	LOC119650373|XP_037909033.1|HILL
OG0004995	LOC6623656|XP_002046560.3|DVIR	LOC119649798|XP_037908030.1|HILL
OG0004996	LOC6623718|XP_002046271.1|DVIR	LOC119647940|XP_037905214.1|HILL
OG0004997	LOC6625000|XP_002050671.2|DVIR	LOC119652402|XP_037912441.1|HILL
OG0004998	LOC6625525|XP_002051019.1|DVIR	LOC119653276|XP_037913830.1|HILL
OG0004999	LOC6622254|XP_002046941.1|DVIR	LOC119649848|XP_037908133.1|HILL
OG0005000	LOC6626571|XP_002050550.1|DVIR	LOC119659051|XP_037922890.1|HILL
OG0005001	LOC6624418|XP_002046925.2|DVIR	LOC119647419|XP_037904237.1|HILL
OG0005002	LOC6630555|XP_002053273.1|DVIR	LOC119660626|XP_037925259.1|HILL
OG0005003	LOC6622137|XP_002046418.1|DVIR	LOC119649529|XP_037907643.1|HILL
