Orthogroup	DVIR.longest_only	BTRY.longest_only
OG0005850	LOC6636700|XP_032296122.1|DVIR	LOC120775349|XP_039961434.1|BTRY
OG0005851	LOC6627545|XP_002052492.1|DVIR	LOC120767803|XP_039950006.1|BTRY
OG0005852	LOC6632280|XP_002056418.1|DVIR	LOC120782204|XP_039970294.1|BTRY
OG0005853	LOC6634583|XP_002058084.1|DVIR	LOC120774248|XP_039959647.1|BTRY
OG0005854	LOC6632858|XP_032289776.1|DVIR	LOC120770178|XP_039953331.1|BTRY
OG0005855	LOC26530364|XP_032295613.1|DVIR	LOC120774708|XP_039960377.1|BTRY, LOC120774933|XP_039960745.1|BTRY
OG0005856	LOC6634506|XP_032296360.1|DVIR	LOC120774523|XP_039960154.1|BTRY
OG0005857	LOC6632515|XP_002056525.2|DVIR	LOC120767045|XP_039948832.1|BTRY
OG0005858	LOC6629974|XP_002053083.1|DVIR	LOC120773085|XP_039957988.1|BTRY
OG0005859	LOC6627614|XP_002051981.1|DVIR	LOC120767270|XP_039949075.1|BTRY
OG0005860	LOC6632330|XP_015026127.1|DVIR	LOC120782816|XP_039971242.1|BTRY
OG0005861	LOC6631095|XP_032295412.1|DVIR	LOC120774948|XP_039960765.1|BTRY
OG0005862	LOC6625283|XP_032292727.1|DVIR	LOC120770152|XP_039953280.1|BTRY
OG0005863	LOC6626079|XP_002050795.1|DVIR	LOC120770211|XP_039953399.1|BTRY
OG0005864	LOC6629351|XP_032290998.1|DVIR	LOC120782318|XP_039970473.1|BTRY
OG0005865	LOC6629873|XP_002053382.1|DVIR	LOC120782534|XP_039970798.1|BTRY
OG0005866	LOC6625857|XP_032293035.1|DVIR	LOC120773071|XP_039957947.1|BTRY
OG0005867	LOC6627833|XP_032294464.1|DVIR	LOC120767579|XP_039949658.1|BTRY
OG0005868	LOC26531805|XP_015030371.1|DVIR	LOC120772291|XP_039956735.1|BTRY
OG0005869	LOC6634633|XP_002058032.1|DVIR	LOC120775498|XP_039961639.1|BTRY
OG0005870	LOC6634640|XP_002058039.1|DVIR	LOC120775838|XP_039962141.1|BTRY
OG0005871	LOC6634551|XP_002057968.1|DVIR	LOC120775752|XP_039962014.1|BTRY
OG0005872	LOC6630970|XP_002053804.1|DVIR	LOC120774887|XP_039960682.1|BTRY
OG0005873	LOC6629816|XP_032289757.1|DVIR	LOC120766172|XP_039947459.1|BTRY
OG0005874	LOC6631398|XP_015026714.1|DVIR	LOC120773544|XP_039958438.1|BTRY
OG0005875	LOC6627175|XP_002050393.3|DVIR	LOC120772883|XP_039957665.1|BTRY
OG0005876	LOC6633621|XP_032296525.1|DVIR	LOC120773618|XP_039958554.1|BTRY, LOC120773617|XP_039958550.1|BTRY
OG0005877	LOC6634715|XP_002058272.1|DVIR	LOC120773591|XP_039958519.1|BTRY
OG0005878	LOC6633333|XP_032296719.1|DVIR	LOC120775739|XP_039961991.1|BTRY
OG0005879	LOC6633878|XP_002057389.1|DVIR	LOC120773656|XP_039958603.1|BTRY
OG0005880	LOC6622828|XP_032290204.1|DVIR	LOC120778010|XP_039965609.1|BTRY
OG0005881	LOC6622733|XP_002048003.1|DVIR	LOC120777396|XP_039964626.1|BTRY
OG0005882	LOC6631911|XP_002055592.1|DVIR	LOC120774503|XP_039960117.1|BTRY
OG0005883	LOC6636836|XP_015023674.1|DVIR	LOC120776512|XP_039963154.1|BTRY
OG0005884	LOC6623496|XP_002046151.1|DVIR	LOC120777773|XP_039965224.1|BTRY
OG0005885	LOC6623689|XP_002048633.1|DVIR	LOC120777710|XP_039965122.1|BTRY
OG0005886	LOC6622873|XP_002048480.1|DVIR	LOC120778988|XP_039967022.1|BTRY
OG0005887	LOC6624532|XP_002048002.1|DVIR	LOC120777284|XP_039964428.1|BTRY
OG0005888	LOC6622958|XP_032290261.1|DVIR	LOC120779116|XP_039967238.1|BTRY
OG0005889	LOC6622722|XP_002048458.2|DVIR	LOC120776778|XP_039963690.1|BTRY
OG0005890	LOC6632058|XP_002055111.2|DVIR	LOC120776726|XP_039963575.1|BTRY
OG0005891	LOC6623262|XP_015031554.1|DVIR	LOC120776727|XP_039963577.1|BTRY
OG0005892	LOC6623154|XP_002048613.2|DVIR	LOC120777734|XP_039965158.1|BTRY
OG0005893	LOC6622344|XP_002048221.1|DVIR	LOC120776461|XP_039963062.1|BTRY
OG0005894	LOC6624332|XP_002048222.1|DVIR	LOC120776462|XP_039963063.1|BTRY
OG0005895	LOC6622361|XP_002048223.1|DVIR	LOC120776463|XP_039963064.1|BTRY
OG0005896	LOC6624679|XP_002048102.1|DVIR	LOC120777622|XP_039965007.1|BTRY
OG0005897	LOC6622526|XP_032290692.1|DVIR	LOC120777214|XP_039964324.1|BTRY
OG0005898	LOC6633856|XP_002057379.3|DVIR	LOC120774409|XP_039959969.1|BTRY
OG0005899	LOC6626221|XP_002049797.1|DVIR	LOC120771002|XP_039954695.1|BTRY
OG0005900	LOC6628196|XP_002052855.1|DVIR	LOC120773415|XP_039958219.1|BTRY
OG0005901	LOC6635411|XP_002058866.1|DVIR	LOC120770007|XP_039953034.1|BTRY
OG0005902	LOC6626678|XP_002050873.1|DVIR	LOC120772020|XP_039956319.1|BTRY
OG0005903	LOC6630263|XP_002053422.2|DVIR	LOC120766482|XP_039947958.1|BTRY
OG0005904	LOC6630778|XP_002054812.2|DVIR	LOC120770027|XP_039953069.1|BTRY
OG0005905	LOC6622821|XP_015030430.1|DVIR	LOC120776725|XP_039963573.1|BTRY
OG0005906	LOC6623963|XP_032290874.1|DVIR	LOC120777480|XP_039964748.1|BTRY
OG0005907	LOC6622800|XP_002048015.1|DVIR	LOC120777757|XP_039965190.1|BTRY
OG0005908	LOC6622636|XP_002047696.1|DVIR	LOC120778517|XP_039966286.1|BTRY
OG0005909	LOC6623985|XP_032289956.1|DVIR	LOC120778270|XP_039965983.1|BTRY
OG0005910	LOC6626875|XP_002049151.1|DVIR	LOC120770052|XP_039953105.1|BTRY
OG0005911	LOC6626876|XP_002049152.1|DVIR	LOC120772882|XP_039957664.1|BTRY
OG0005912	LOC116649741|XP_015029698.1|DVIR	LOC120772682|XP_039957354.1|BTRY
OG0005913	LOC6632385|XP_002056008.1|DVIR	LOC120766947|XP_039948978.1|BTRY
OG0005914	LOC6626462|XP_002050702.1|DVIR	LOC120772515|XP_039957097.1|BTRY
OG0005915	LOC6626463|XP_002050703.1|DVIR	LOC120772061|XP_039956381.1|BTRY
OG0005916	LOC6626682|XP_002049819.1|DVIR	LOC120772325|XP_039956790.1|BTRY
OG0005917	LOC6635350|XP_002058896.1|DVIR	LOC120772575|XP_039957203.1|BTRY
OG0005918	LOC6633569|XP_002057374.1|DVIR	LOC120775513|XP_039961655.1|BTRY
OG0005919	LOC6625112|XP_032293011.1|DVIR	LOC120771348|XP_039955229.1|BTRY
OG0005920	LOC6625298|XP_015029491.1|DVIR	LOC120770148|XP_039953272.1|BTRY
OG0005921	LOC6636849|XP_002060279.1|DVIR	LOC120776354|XP_039962845.1|BTRY
OG0005922	LOC6633493|XP_002057352.1|DVIR	LOC120776104|XP_039962527.1|BTRY
OG0005923	LOC6624039|XP_002048322.1|DVIR	LOC120776432|XP_039963020.1|BTRY
OG0005924	LOC6633697|XP_002057292.1|DVIR, LOC6622616|XP_002047700.1|DVIR	LOC120776438|XP_039963025.1|BTRY
OG0005925	LOC6622709|XP_002048456.1|DVIR	LOC120777548|XP_039964871.1|BTRY
OG0005926	LOC6632040|XP_002055506.2|DVIR	LOC120774912|XP_039960718.1|BTRY
OG0005927	LOC6629599|XP_032292420.1|DVIR	LOC120769877|XP_039952968.1|BTRY
OG0005928	LOC26530859|XP_032295404.1|DVIR	LOC120773948|XP_039959103.1|BTRY
OG0005929	LOC6636858|XP_032291496.1|DVIR	LOC120781252|XP_039969336.1|BTRY
OG0005930	LOC6626102|XP_032292986.1|DVIR	LOC120772517|XP_039957099.1|BTRY
OG0005931	LOC6626314|XP_032292987.1|DVIR	LOC120771195|XP_039955025.1|BTRY
OG0005932	LOC26531624|XP_015030349.1|DVIR	LOC120771708|XP_039955787.1|BTRY
OG0005933	LOC6624987|XP_002048918.1|DVIR	LOC120771207|XP_039955044.1|BTRY
OG0005934	LOC6625005|XP_032292834.1|DVIR	LOC120771316|XP_039955189.1|BTRY
OG0005935	LOC6622127|XP_002047680.1|DVIR	LOC120779114|XP_039967231.1|BTRY
OG0005936	LOC6627463|XP_002052485.1|DVIR	LOC120769204|XP_039952033.1|BTRY
OG0005937	LOC6622832|XP_002047682.1|DVIR	LOC120776524|XP_039963182.1|BTRY
OG0005938	LOC6625038|XP_032293184.1|DVIR	LOC120771379|XP_039955276.1|BTRY
OG0005939	LOC6631489|XP_002054926.1|DVIR	LOC120775695|XP_039961940.1|BTRY
OG0005940	LOC6625628|XP_015029670.1|DVIR	LOC120771804|XP_039955941.1|BTRY
OG0005941	LOC6625175|XP_032293098.1|DVIR	LOC120772317|XP_039956768.1|BTRY
OG0005942	LOC6625246|XP_032293026.1|DVIR	LOC120770202|XP_039953379.1|BTRY
OG0005943	LOC6625248|XP_032293021.1|DVIR	LOC120771135|XP_039954934.1|BTRY
OG0005944	LOC6624855|XP_002049203.1|DVIR	LOC120773067|XP_039957938.1|BTRY
OG0005945	LOC6626411|XP_002050052.1|DVIR	LOC120772015|XP_039956315.1|BTRY
OG0005946	LOC6625551|XP_002049001.2|DVIR	LOC120772327|XP_039956794.1|BTRY
OG0005947	LOC6625724|XP_032293129.1|DVIR	LOC120771666|XP_039955716.1|BTRY
OG0005948	LOC116649725|XP_032290875.1|DVIR	LOC120777409|XP_039964641.1|BTRY
OG0005949	LOC6623994|XP_002048660.3|DVIR	LOC120777828|XP_039965299.1|BTRY
OG0005950	LOC6627912|XP_002051762.3|DVIR	LOC120768851|XP_039951538.1|BTRY
OG0005951	LOC6622346|XP_015031250.1|DVIR	LOC120777845|XP_039965315.1|BTRY
OG0005952	LOC6627913|XP_015027973.1|DVIR	LOC120768850|XP_039951535.1|BTRY
OG0005953	LOC6635635|XP_002059240.1|DVIR	LOC120767302|XP_039949122.1|BTRY
OG0005954	LOC6627467|XP_002052898.1|DVIR	LOC120769558|XP_039952541.1|BTRY
OG0005955	LOC6632764|XP_002056369.1|DVIR	LOC120777975|XP_039965549.1|BTRY
OG0005956	LOC6627226|XP_002049855.1|DVIR	LOC120770882|XP_039954456.1|BTRY
OG0005957	LOC6629876|XP_002053385.1|DVIR	LOC120782472|XP_039970699.1|BTRY
OG0005958	LOC6629570|XP_002054853.1|DVIR	LOC120769053|XP_039951836.1|BTRY
OG0005959	LOC6629092|XP_002052439.1|DVIR	LOC120768962|XP_039951690.1|BTRY
OG0005960	LOC6632071|XP_002054975.1|DVIR	LOC120774058|XP_039959297.1|BTRY
OG0005961	LOC6626690|XP_002049415.1|DVIR	LOC120771009|XP_039954708.1|BTRY
OG0005962	LOC6626770|XP_002049834.1|DVIR	LOC120770528|XP_039954011.1|BTRY
OG0005963	LOC6628941|XP_002051245.1|DVIR	LOC120767709|XP_039949838.1|BTRY
OG0005964	LOC6625899|XP_015029397.1|DVIR	LOC120770521|XP_039953997.1|BTRY
OG0005965	LOC6627188|XP_015029860.1|DVIR	LOC120770947|XP_039954594.1|BTRY
OG0005966	LOC6625982|XP_002050060.1|DVIR	LOC120768409|XP_039951024.1|BTRY
OG0005967	LOC6625068|XP_002049081.1|DVIR	LOC120772548|XP_039957167.1|BTRY
OG0005968	LOC6625072|XP_015029674.1|DVIR	LOC120771823|XP_039955982.1|BTRY
OG0005969	LOC6625438|XP_032292475.1|DVIR	LOC120771673|XP_039955730.1|BTRY
OG0005970	LOC6624158|XP_002046276.1|DVIR	LOC120773478|XP_039958331.1|BTRY
OG0005971	LOC6624788|XP_002049339.1|DVIR	LOC120770339|XP_039953671.1|BTRY
OG0005972	LOC6624484|XP_002047605.1|DVIR	LOC120776728|XP_039963582.1|BTRY
OG0005973	LOC6622169|XP_002048485.1|DVIR	LOC120777496|XP_039964775.1|BTRY
OG0005974	LOC6622466|XP_002048139.1|DVIR	LOC120778939|XP_039966930.1|BTRY
OG0005975	LOC6624710|XP_002047604.1|DVIR	LOC120778119|XP_039965757.1|BTRY
OG0005976	LOC6630283|XP_002054894.1|DVIR	LOC120775493|XP_039961632.1|BTRY
OG0005977	LOC6635843|XP_032292117.1|DVIR	LOC120774376|XP_039959906.1|BTRY
OG0005978	LOC6625116|XP_002049496.2|DVIR	LOC120771040|XP_039954769.1|BTRY
OG0005979	LOC6625411|XP_002049845.1|DVIR	LOC120770324|XP_039953640.1|BTRY
OG0005980	LOC6626205|XP_032292833.1|DVIR	LOC120771609|XP_039955628.1|BTRY
OG0005981	LOC6633443|XP_032288729.1|DVIR	LOC120774381|XP_039959920.1|BTRY
OG0005982	LOC6626222|XP_002049798.1|DVIR	LOC120771631|XP_039955658.1|BTRY
OG0005983	LOC6634561|XP_002057978.1|DVIR	LOC120775426|XP_039961543.1|BTRY
OG0005984	LOC6632068|XP_032295399.1|DVIR	LOC120774024|XP_039959246.1|BTRY
OG0005985	LOC6634548|XP_032296427.1|DVIR	LOC120776145|XP_039962619.1|BTRY
OG0005986	LOC6634586|XP_002058087.2|DVIR	LOC120775288|XP_039961335.1|BTRY
OG0005987	LOC6636144|XP_015024177.1|DVIR	LOC120774128|XP_039959435.1|BTRY
OG0005988	LOC6626284|XP_032293094.1|DVIR	LOC120771286|XP_039955148.1|BTRY
OG0005989	LOC6624834|XP_032292721.1|DVIR	LOC120770985|XP_039954661.1|BTRY
OG0005990	LOC6625788|XP_002049586.1|DVIR	LOC120770511|XP_039953980.1|BTRY
OG0005991	LOC6626516|XP_032293045.1|DVIR	LOC120770097|XP_039953189.1|BTRY
OG0005992	LOC6624107|XP_002047852.1|DVIR	LOC120777101|XP_039964171.1|BTRY
OG0005993	LOC6624012|XP_015030587.1|DVIR	LOC120778634|XP_039966463.1|BTRY
OG0005994	LOC6624719|XP_002047614.1|DVIR	LOC120778275|XP_039965989.1|BTRY
OG0005995	LOC6624662|XP_002047608.1|DVIR	LOC120776667|XP_039963476.1|BTRY
OG0005996	LOC6624129|XP_002048665.1|DVIR	LOC120777391|XP_039964618.1|BTRY
OG0005997	LOC6626687|XP_002049824.1|DVIR	LOC120774863|XP_039960626.1|BTRY
OG0005998	LOC6622645|XP_002047984.1|DVIR	LOC120778451|XP_039966178.1|BTRY
OG0005999	LOC6630561|XP_002053279.1|DVIR	LOC120778534|XP_039966310.1|BTRY
OG0006000	LOC6627075|XP_032292903.1|DVIR	LOC120770605|XP_039954143.1|BTRY
OG0006001	LOC6623561|XP_002047379.2|DVIR	LOC120777984|XP_039965557.1|BTRY
OG0006002	LOC116651094|XP_032292796.1|DVIR, LOC6625014|XP_015029316.1|DVIR	LOC120771022|XP_039954732.1|BTRY
OG0006003	LOC6622649|XP_002047992.1|DVIR	LOC120777769|XP_039965213.1|BTRY
OG0006004	LOC6632633|XP_002056634.1|DVIR	LOC120773303|XP_039958085.1|BTRY
OG0006005	LOC116651425|XP_032293640.1|DVIR, LOC6636495|XP_002059857.1|DVIR	LOC120770474|XP_039953910.1|BTRY
OG0006006	LOC6626560|XP_002049810.1|DVIR	LOC120775485|XP_039961623.1|BTRY
OG0006007	LOC6625244|XP_002049197.2|DVIR	LOC120770906|XP_039954517.1|BTRY
OG0006008	LOC6628925|XP_032294447.1|DVIR	LOC120773576|XP_039958494.1|BTRY
OG0006009	LOC6624354|XP_002048108.1|DVIR	LOC120770981|XP_039954657.1|BTRY
OG0006010	LOC6624657|XP_032291085.1|DVIR	LOC120779504|XP_039967742.1|BTRY
OG0006011	LOC6623152|XP_002046121.2|DVIR	LOC120779199|XP_039967403.1|BTRY
OG0006012	LOC6623378|XP_032290011.1|DVIR	LOC120777278|XP_039964417.1|BTRY
OG0006013	LOC6626072|XP_002048759.3|DVIR	LOC120773040|XP_039957904.1|BTRY
OG0006014	LOC6622559|XP_002047967.1|DVIR	LOC120778672|XP_039966539.1|BTRY
OG0006015	LOC6626489|XP_002049688.1|DVIR	LOC120772024|XP_039956325.1|BTRY
OG0006016	LOC6626517|XP_015029626.1|DVIR	LOC120770287|XP_039953557.1|BTRY
OG0006017	LOC6626089|XP_002049398.2|DVIR	LOC120770556|XP_039954066.1|BTRY
OG0006018	LOC6635367|XP_002058891.1|DVIR	LOC120771163|XP_039954976.1|BTRY
OG0006019	LOC26531831|XP_015030374.1|DVIR	LOC120770013|XP_039953039.1|BTRY
OG0006020	LOC6624671|XP_002048117.1|DVIR	LOC120777859|XP_039965337.1|BTRY
OG0006021	LOC6622657|XP_002048146.1|DVIR	LOC120777871|XP_039965359.1|BTRY
OG0006022	LOC6634223|XP_002057672.1|DVIR	LOC120768172|XP_039950669.1|BTRY
OG0006023	LOC6632983|XP_002056486.1|DVIR	LOC120770456|XP_039953887.1|BTRY
OG0006024	LOC6631799|XP_032295060.1|DVIR	LOC120776155|XP_039962643.1|BTRY
OG0006025	LOC6626229|XP_015029465.1|DVIR	LOC120772260|XP_039956696.1|BTRY
OG0006026	LOC6629637|XP_002054842.1|DVIR	LOC120778670|XP_039966540.1|BTRY
OG0006027	LOC6635341|XP_032293207.1|DVIR	LOC120770758|XP_039954277.1|BTRY
OG0006028	LOC6627067|XP_002050186.1|DVIR	LOC120771252|XP_039955101.1|BTRY
OG0006029	LOC6626513|XP_002048911.1|DVIR	LOC120769983|XP_039952992.1|BTRY
OG0006030	LOC6630602|XP_002053021.1|DVIR	LOC120767775|XP_039949953.1|BTRY
OG0006031	LOC6625649|XP_002049564.3|DVIR	LOC120772224|XP_039956643.1|BTRY
OG0006032	LOC6631594|XP_032295444.1|DVIR	LOC120773449|XP_039958273.1|BTRY
OG0006033	LOC6626371|XP_002049394.1|DVIR	LOC120772003|XP_039956295.1|BTRY
OG0006034	LOC6629734|XP_002054138.2|DVIR	LOC120773861|XP_039958951.1|BTRY
OG0006035	LOC6631069|XP_002053214.1|DVIR	LOC120776589|XP_039963295.1|BTRY
OG0006036	LOC6634036|XP_002057773.1|DVIR	LOC120778569|XP_039966368.1|BTRY
OG0006037	LOC6626862|XP_032293103.1|DVIR	LOC120771685|XP_039955750.1|BTRY
OG0006038	LOC6630505|XP_002053449.1|DVIR	LOC120782429|XP_039970645.1|BTRY
OG0006039	LOC6626844|XP_002049194.2|DVIR	LOC120771660|XP_039955709.1|BTRY
OG0006040	LOC6624792|XP_002049343.1|DVIR	LOC120771485|XP_039955457.1|BTRY
OG0006041	LOC6634500|XP_002057912.1|DVIR	LOC120775538|XP_039961694.1|BTRY
OG0006042	LOC6624926|XP_002049351.2|DVIR	LOC120772708|XP_039957387.1|BTRY
OG0006043	LOC6624428|XP_032289889.1|DVIR	LOC120778047|XP_039965656.1|BTRY
OG0006044	LOC6635499|XP_032296024.1|DVIR	LOC120782467|XP_039970694.1|BTRY
OG0006045	LOC6624838|XP_002049182.1|DVIR	LOC120772836|XP_039957579.1|BTRY
OG0006046	LOC6635408|XP_032293208.1|DVIR	LOC120770391|XP_039953755.1|BTRY
OG0006047	LOC6623021|XP_015031445.1|DVIR	LOC120777340|XP_039964524.1|BTRY
OG0006048	LOC6622249|XP_032289872.1|DVIR	LOC120776743|XP_039963614.1|BTRY
OG0006049	LOC6628006|XP_032293621.1|DVIR, LOC6636105|XP_002059647.1|DVIR	LOC120766858|XP_039948520.1|BTRY
OG0006050	LOC6631055|XP_032294808.1|DVIR	LOC120768038|XP_039950475.1|BTRY
OG0006051	LOC6633785|XP_002056957.1|DVIR	LOC120766630|XP_039948180.1|BTRY
OG0006052	LOC6624819|XP_002048977.2|DVIR	LOC120770935|XP_039954573.1|BTRY
OG0006053	LOC6622047|XP_002046401.1|DVIR, LOC116650144|XP_032289353.1|DVIR	LOC120775178|XP_039961166.1|BTRY
OG0006054	LOC6636190|XP_015024016.2|DVIR	LOC120779507|XP_039967747.1|BTRY
OG0006055	LOC6629843|XP_002054464.1|DVIR	LOC120775162|XP_039961144.1|BTRY
OG0006056	LOC6624925|XP_002049350.1|DVIR	LOC120772585|XP_039957226.1|BTRY
OG0006057	LOC6622706|XP_002047035.2|DVIR	LOC120777753|XP_039965184.1|BTRY
OG0006058	LOC6635107|XP_015024959.1|DVIR	LOC120766318|XP_039947674.1|BTRY
OG0006059	LOC6622677|XP_002048464.1|DVIR, LOC116649865|XP_032288973.1|DVIR	LOC120778982|XP_039967008.1|BTRY
OG0006060	LOC116649731|XP_032289937.1|DVIR, LOC6622760|XP_032288974.1|DVIR	LOC120778983|XP_039967013.1|BTRY
OG0006061	LOC6631470|XP_002055027.2|DVIR	LOC120770891|XP_039954486.1|BTRY
OG0006062	LOC6629660|XP_002053599.1|DVIR	LOC120782683|XP_039971008.1|BTRY
OG0006063	LOC6633958|XP_002057761.2|DVIR	LOC120769319|XP_039952203.1|BTRY
OG0006064	LOC6626320|XP_002050697.1|DVIR	LOC120773060|XP_039957927.1|BTRY
OG0006065	LOC6624148|XP_002047419.1|DVIR	LOC120776958|XP_039963982.1|BTRY
OG0006066	LOC6626209|XP_002049795.1|DVIR	LOC120773005|XP_039957857.1|BTRY
OG0006067	LOC6625935|XP_032293349.1|DVIR	LOC120770889|XP_039954468.1|BTRY
OG0006068	LOC6634818|XP_002058207.3|DVIR	LOC120776106|XP_039962529.1|BTRY
OG0006069	LOC6622285|XP_032290046.1|DVIR	LOC120777418|XP_039964651.1|BTRY
OG0006070	LOC6630521|XP_002054020.1|DVIR	LOC120778781|XP_039966699.1|BTRY
OG0006071	LOC6633185|XP_002055973.2|DVIR	LOC120776023|XP_039962440.1|BTRY, LOC120766354|XP_039947718.1|BTRY
OG0006072	LOC6623354|XP_002047418.1|DVIR	LOC120776959|XP_039963983.1|BTRY
OG0006073	LOC6623477|XP_002047370.2|DVIR	LOC120777722|XP_039965146.1|BTRY
OG0006074	LOC6633455|XP_002057338.2|DVIR	LOC120774704|XP_039960367.1|BTRY
OG0006075	LOC116649734|XP_032296601.1|DVIR	LOC120774552|XP_039960217.1|BTRY
OG0006076	LOC6626941|XP_002050079.1|DVIR	LOC120772343|XP_039956840.1|BTRY
OG0006077	LOC6622987|XP_002047560.2|DVIR	LOC120777957|XP_039965507.1|BTRY
OG0006078	LOC6622992|XP_002047561.1|DVIR	LOC120777961|XP_039965512.1|BTRY
OG0006079	LOC6622292|XP_002048085.1|DVIR	LOC120776919|XP_039963924.1|BTRY
OG0006080	LOC6624368|XP_002048087.1|DVIR	LOC120778178|XP_039965848.1|BTRY
OG0006081	LOC6626733|XP_002049277.1|DVIR	LOC120772183|XP_039956564.1|BTRY
OG0006082	LOC6626735|XP_002049279.1|DVIR	LOC120771354|XP_039955242.1|BTRY
OG0006083	LOC6623555|XP_032291089.1|DVIR	LOC120776796|XP_039963716.1|BTRY
OG0006084	LOC6622349|XP_015030453.1|DVIR	LOC120777272|XP_039964409.1|BTRY
OG0006085	LOC6622719|XP_002048007.1|DVIR	LOC120782515|XP_039970757.1|BTRY
OG0006086	LOC6622163|XP_032290394.1|DVIR	LOC120778618|XP_039966432.1|BTRY
OG0006087	LOC6635409|XP_032293214.1|DVIR	LOC120780132|XP_039968346.1|BTRY
OG0006088	LOC6622270|XP_002048398.1|DVIR	LOC120777613|XP_039964996.1|BTRY
OG0006089	LOC6633736|XP_002057021.1|DVIR	LOC120775253|XP_039961268.1|BTRY
OG0006090	LOC6623412|XP_032290911.1|DVIR	LOC120777318|XP_039964489.1|BTRY
OG0006091	LOC6623899|XP_032290506.1|DVIR	LOC120778519|XP_039966287.1|BTRY
OG0006092	LOC26531317|XP_015024204.2|DVIR	LOC120775448|XP_039961567.1|BTRY
OG0006093	LOC6627190|XP_002049932.2|DVIR	LOC120772746|XP_039957441.1|BTRY
OG0006094	LOC6623551|XP_002048629.1|DVIR	LOC120767793|XP_039949991.1|BTRY
OG0006095	LOC6635795|XP_002059383.3|DVIR	LOC120772154|XP_039956523.1|BTRY
OG0006096	LOC6626625|XP_002049701.1|DVIR	LOC120768759|XP_039951464.1|BTRY
OG0006097	LOC6623845|XP_002048263.1|DVIR	LOC120776769|XP_039963665.1|BTRY
OG0006098	LOC6628763|XP_002051903.1|DVIR	LOC120767761|XP_039949930.1|BTRY
OG0006099	LOC6625878|XP_002049679.1|DVIR	LOC120772479|XP_039957055.1|BTRY
OG0006100	LOC6627136|XP_002049430.1|DVIR	LOC120772669|XP_039957338.1|BTRY
OG0006101	LOC6636647|XP_032289190.1|DVIR	LOC120776020|XP_039962399.1|BTRY
OG0006102	LOC6627099|XP_002049942.1|DVIR	LOC120771946|XP_039956188.1|BTRY
OG0006103	LOC6634572|XP_032296290.1|DVIR	LOC120776004|XP_039962370.1|BTRY
OG0006104	LOC6636101|XP_032295511.1|DVIR	LOC120774013|XP_039959227.1|BTRY
OG0006105	LOC6636100|XP_032295680.1|DVIR	LOC120774012|XP_039959226.1|BTRY
OG0006106	LOC6624579|XP_015031571.1|DVIR	LOC120777680|XP_039965080.1|BTRY
OG0006107	LOC6625690|XP_002049816.1|DVIR	LOC120770786|XP_039954299.1|BTRY
OG0006108	LOC6631764|XP_002055172.1|DVIR	LOC120773611|XP_039958545.1|BTRY
OG0006109	LOC6622773|XP_002047667.1|DVIR	LOC120776747|XP_039963634.1|BTRY
OG0006110	LOC6622877|XP_002048032.1|DVIR	LOC120778541|XP_039966323.1|BTRY
OG0006111	LOC6626816|XP_032292085.1|DVIR	LOC120773684|XP_039958649.1|BTRY
OG0006112	LOC116651059|XP_032292639.1|DVIR	LOC120771364|XP_039955257.1|BTRY
OG0006113	LOC6622639|XP_002046686.1|DVIR	LOC120776718|XP_039963550.1|BTRY
OG0006114	LOC6634954|XP_002058588.1|DVIR	LOC120776911|XP_039963919.1|BTRY
OG0006115	LOC6626068|XP_002049376.1|DVIR	LOC120770775|XP_039954291.1|BTRY
OG0006116	LOC6626738|XP_002049572.2|DVIR	LOC120771720|XP_039955807.1|BTRY
OG0006117	LOC6626879|XP_002049155.1|DVIR	LOC120770711|XP_039954225.1|BTRY
OG0006118	LOC6625880|XP_032293010.1|DVIR	LOC120770916|XP_039954544.1|BTRY
OG0006119	LOC6625098|XP_002049549.1|DVIR	LOC120772865|XP_039957628.1|BTRY
OG0006120	LOC6624821|XP_002048979.1|DVIR	LOC120773342|XP_039958090.1|BTRY
OG0006121	LOC6622090|XP_002048017.1|DVIR	LOC120778113|XP_039965750.1|BTRY
OG0006122	LOC6636262|XP_002059731.2|DVIR	LOC120782056|XP_039970142.1|BTRY
OG0006123	LOC6624970|XP_002049478.3|DVIR	LOC120770756|XP_039954275.1|BTRY
OG0006124	LOC6630034|XP_002054025.1|DVIR	LOC120781693|XP_039969847.1|BTRY
OG0006125	LOC116649749|XP_032288970.1|DVIR, LOC6622077|XP_015030438.1|DVIR	LOC120776811|XP_039963744.1|BTRY
OG0006126	LOC6624091|XP_002046876.1|DVIR	LOC120779034|XP_039967089.1|BTRY
OG0006127	LOC6623569|XP_002048224.1|DVIR	LOC120777412|XP_039964646.1|BTRY
OG0006128	LOC6623671|XP_002048243.1|DVIR	LOC120779045|XP_039967116.1|BTRY
OG0006129	LOC6622967|XP_002048216.1|DVIR	LOC120777205|XP_039964315.1|BTRY
OG0006130	LOC6624555|XP_002048260.1|DVIR	LOC120777373|XP_039964594.1|BTRY
OG0006131	LOC6623777|XP_002048257.1|DVIR	LOC120777963|XP_039965516.1|BTRY
OG0006132	LOC6623219|XP_002048248.1|DVIR	LOC120779042|XP_039967102.1|BTRY
OG0006133	LOC6623805|XP_002048261.1|DVIR	LOC120777374|XP_039964596.1|BTRY
OG0006134	LOC6622666|XP_032290700.1|DVIR	LOC120779169|XP_039967332.1|BTRY
OG0006135	LOC6623628|XP_032290507.1|DVIR	LOC120779168|XP_039967329.1|BTRY
