Orthogroup	DVIR.longest_only	DHYD.longest_only
OG0005735	LOC6629595|XP_032290950.1|DVIR	LOC111600829|XP_023172899.2|DHYD
OG0005736	LOC6629596|XP_032293234.1|DVIR	LOC111600849|XP_023172923.1|DHYD
OG0005737	LOC6632836|XP_002056344.1|DVIR	LOC111592033|XP_023159795.2|DHYD
OG0005738	LOC6630117|XP_032293522.1|DVIR	LOC111593315|XP_023161780.1|DHYD
OG0005739	LOC6632292|XP_015026212.1|DVIR	LOC111604557|XP_023178418.1|DHYD
OG0005740	LOC6632949|XP_002055858.1|DVIR	LOC111596261|XP_023166165.2|DHYD
OG0005741	LOC6630504|XP_032290439.1|DVIR	LOC111600259|XP_023172075.2|DHYD
OG0005742	LOC6630369|XP_002054905.1|DVIR	LOC111595512|XP_023165061.1|DHYD
OG0005743	LOC6629554|XP_002053648.1|DVIR	LOC111598495|XP_023169521.1|DHYD
OG0005744	LOC6632610|XP_002056310.2|DVIR	LOC111604916|XP_023178933.1|DHYD
OG0005745	LOC6632951|XP_032289394.1|DVIR	LOC111604925|XP_023178954.2|DHYD
OG0005746	LOC6632931|XP_002056566.1|DVIR	LOC111604876|XP_023178881.2|DHYD
OG0005747	LOC6632903|XP_002056753.1|DVIR	LOC111598535|XP_023169591.1|DHYD
OG0005748	LOC26531308|XP_015027885.1|DVIR	LOC111601333|XP_023173631.2|DHYD
OG0005749	LOC6633336|XP_032296602.1|DVIR	LOC111592030|XP_023159829.1|DHYD
OG0005750	LOC6630461|XP_002053458.1|DVIR	LOC111603031|XP_023176229.2|DHYD
OG0005751	LOC6624024|XP_002046262.1|DVIR	LOC111597771|XP_023168399.1|DHYD
OG0005752	LOC6626718|XP_002050668.2|DVIR	LOC111594020|XP_023162892.1|DHYD
OG0005753	LOC6627308|XP_002052138.1|DVIR	LOC111601145|XP_023173380.1|DHYD
OG0005754	LOC6625884|XP_002049334.1|DVIR	LOC111592107|XP_023159906.2|DHYD
OG0005755	LOC6635401|XP_002058844.1|DVIR	LOC111600042|XP_023171735.2|DHYD
OG0005756	LOC6633006|XP_002056364.2|DVIR	LOC111603447|XP_023176801.1|DHYD
OG0005757	LOC6629555|XP_002053649.2|DVIR	LOC111598496|XP_023169522.1|DHYD
OG0005758	LOC6633099|XP_002056579.1|DVIR	LOC111604950|XP_023178992.2|DHYD
OG0005759	LOC6635227|XP_002058750.1|DVIR	LOC111598638|XP_030081637.1|DHYD
OG0005760	LOC6632872|XP_002056558.3|DVIR	LOC111596444|XP_023166435.1|DHYD
OG0005761	LOC6632498|XP_002056516.2|DVIR	LOC111596698|XP_023166784.2|DHYD
OG0005762	LOC6632871|XP_002056557.1|DVIR	LOC111596433|XP_023166415.2|DHYD
OG0005763	LOC6626475|XP_002050460.1|DVIR	LOC111597695|XP_023168299.2|DHYD
OG0005764	LOC6630509|XP_002053453.1|DVIR	LOC111600297|XP_023172120.1|DHYD
OG0005765	LOC6630511|XP_015027438.1|DVIR	LOC111600296|XP_030078803.1|DHYD
OG0005766	LOC6629654|XP_032290152.1|DVIR	LOC111601360|XP_023173661.2|DHYD
OG0005767	LOC6629892|XP_015027041.1|DVIR	LOC115482751|XP_030080616.1|DHYD, LOC111595028|XP_030081900.1|DHYD
OG0005768	LOC6634593|XP_002058094.1|DVIR	LOC111593993|XP_023162852.1|DHYD
OG0005769	LOC6633165|XP_002056614.1|DVIR	LOC111604947|XP_023178986.2|DHYD
OG0005770	LOC6631013|XP_002054289.1|DVIR	LOC111595219|XP_023164601.2|DHYD
OG0005771	LOC6631272|XP_002053824.1|DVIR	LOC111594827|XP_023164059.1|DHYD
OG0005772	LOC6630522|XP_002054021.1|DVIR	LOC111596826|XP_023166968.2|DHYD
OG0005773	LOC6630817|XP_002053362.1|DVIR	LOC111604640|XP_023178554.1|DHYD
OG0005774	LOC6632286|XP_015026209.1|DVIR	LOC111604579|XP_023178449.1|DHYD
OG0005775	LOC6624496|XP_002048489.1|DVIR	LOC111604473|XP_023178325.1|DHYD
OG0005776	LOC6624168|XP_015031408.1|DVIR	LOC111599856|XP_023171443.2|DHYD
OG0005777	LOC6628148|XP_002052435.1|DVIR	LOC111603923|XP_023177516.2|DHYD
OG0005779	LOC6630289|XP_032294776.1|DVIR	LOC111595208|XP_030080603.1|DHYD
OG0005780	LOC6624490|XP_015031540.1|DVIR	LOC111604405|XP_023178225.2|DHYD
OG0005781	LOC6623133|XP_002048546.1|DVIR	LOC111604478|XP_023178331.1|DHYD
OG0005782	LOC6623132|XP_002048543.1|DVIR	LOC111604477|XP_023178330.2|DHYD
OG0005783	LOC6626409|XP_002050050.1|DVIR	LOC111600047|XP_023171740.2|DHYD
OG0005784	LOC6630233|XP_032294867.1|DVIR	LOC111604213|XP_023177946.2|DHYD
OG0005785	LOC6630231|XP_032294861.1|DVIR	LOC111604242|XP_023177992.2|DHYD
OG0005786	LOC6629972|XP_002053081.1|DVIR	LOC111599873|XP_023171457.2|DHYD
OG0005787	LOC6629376|XP_032293305.1|DVIR	LOC111600861|XP_023172948.1|DHYD
OG0005788	LOC6626365|XP_002050694.2|DVIR	LOC111595635|XP_023165217.2|DHYD
OG0005789	LOC6629307|XP_002052971.1|DVIR	LOC111598597|XP_023169680.2|DHYD
OG0005790	LOC6631270|XP_002053822.1|DVIR	LOC111594816|XP_023164046.1|DHYD
OG0005791	LOC6629795|XP_015027187.1|DVIR	LOC111599768|XP_030078748.1|DHYD
OG0005792	LOC6631298|XP_002053370.1|DVIR	LOC111604624|XP_023178521.1|DHYD
OG0005793	LOC6631294|XP_032291683.1|DVIR	LOC111604623|XP_023178518.1|DHYD
OG0005794	LOC6625475|XP_002050151.1|DVIR	LOC111605404|XP_023179673.1|DHYD
OG0005795	LOC6633141|XP_032289691.1|DVIR	LOC111603440|XP_023176794.2|DHYD
OG0005796	LOC6623014|XP_015030425.1|DVIR	LOC111604423|XP_023178248.2|DHYD
OG0005797	LOC6622918|XP_002047072.1|DVIR	LOC111598678|XP_023169807.1|DHYD
OG0005798	LOC6633092|XP_002056275.1|DVIR	LOC111593345|XP_023161825.1|DHYD
OG0005799	LOC6632857|XP_032289768.1|DVIR	LOC111599291|XP_023170658.2|DHYD
OG0005800	LOC6632694|XP_002056665.1|DVIR	LOC111599762|XP_023171287.2|DHYD
OG0005801	LOC6632855|XP_002056666.1|DVIR	LOC111599290|XP_023170657.2|DHYD
OG0005802	LOC6629855|XP_032292858.1|DVIR	LOC111604790|XP_023178770.2|DHYD
OG0005803	LOC6632999|XP_002056357.2|DVIR	LOC111603466|XP_023176822.2|DHYD
OG0005804	LOC6629612|XP_002053585.1|DVIR	LOC111601338|XP_023173635.1|DHYD
OG0005805	LOC6625239|XP_015029445.1|DVIR	LOC111594316|XP_023163326.1|DHYD
OG0005806	LOC6630649|XP_002053305.1|DVIR	LOC111593354|XP_023161834.2|DHYD
OG0005807	LOC6629339|XP_002053316.3|DVIR	LOC111593367|XP_023161850.2|DHYD
OG0005808	LOC6633754|XP_002056940.1|DVIR	LOC111591891|XP_023159566.2|DHYD
OG0005809	LOC6624358|XP_002046638.1|DVIR	LOC111602890|XP_023175993.1|DHYD
OG0005810	LOC6632859|XP_002056670.1|DVIR	LOC111597161|XP_023167486.1|DHYD
OG0005811	LOC6632860|XP_002056671.1|DVIR	LOC111597162|XP_023167487.2|DHYD
OG0005812	LOC6629803|XP_032291594.1|DVIR	LOC111593323|XP_023161798.1|DHYD
OG0005813	LOC6630512|XP_002054013.1|DVIR	LOC111598074|XP_023168880.1|DHYD
OG0005814	LOC6629646|XP_002053556.1|DVIR	LOC111601302|XP_023173585.2|DHYD
OG0005815	LOC6625406|XP_002049841.1|DVIR	LOC111597134|XP_023167462.2|DHYD
OG0005816	LOC6629746|XP_002053888.2|DVIR	LOC111594485|XP_023163560.2|DHYD
OG0005817	LOC6630519|XP_002054018.1|DVIR	LOC111596817|XP_023166956.1|DHYD
OG0005818	LOC6630867|XP_032291902.1|DVIR	LOC111603002|XP_023176168.2|DHYD
OG0005819	LOC6630792|XP_002054650.1|DVIR	LOC111603576|XP_023176995.1|DHYD
OG0005820	LOC6630793|XP_002054651.2|DVIR	LOC111603577|XP_023176996.1|DHYD
OG0005821	LOC6630702|XP_002054642.1|DVIR	LOC111603567|XP_023176982.1|DHYD
OG0005822	LOC6627296|XP_002052468.1|DVIR	LOC111598779|XP_023169960.1|DHYD
OG0005823	LOC6634644|XP_002058295.1|DVIR, LOC6634550|XP_032296374.1|DVIR	LOC111598150|XP_023168998.2|DHYD
OG0005824	LOC6633038|XP_002056261.1|DVIR	LOC111605449|XP_023179733.1|DHYD, LOC115483097|XP_030080066.1|DHYD
OG0005825	LOC6624597|XP_015031551.1|DVIR	LOC111592802|XP_023160977.1|DHYD
OG0005826	LOC26531706|XP_015024809.1|DVIR	LOC111598572|XP_023169641.1|DHYD
OG0005827	LOC6632981|XP_002056484.1|DVIR	LOC111596683|XP_023166755.2|DHYD
OG0005828	LOC6623538|XP_002047306.1|DVIR	LOC111595666|XP_023165257.1|DHYD
OG0005829	LOC6629604|XP_002054669.1|DVIR	LOC111603575|XP_023176993.2|DHYD
OG0005830	LOC6624165|XP_002046308.1|DVIR	LOC111596012|XP_023165800.1|DHYD
OG0005831	LOC6622201|XP_032290177.1|DVIR	LOC111596033|XP_023165830.1|DHYD
OG0005832	LOC6624246|XP_002046313.3|DVIR	LOC111596032|XP_023165828.2|DHYD
OG0005833	LOC6623083|XP_015031084.1|DVIR	LOC111598803|XP_030079498.1|DHYD
OG0005834	LOC6624288|XP_002046326.2|DVIR	LOC111599439|XP_023170862.1|DHYD
OG0005835	LOC6624264|XP_002046331.1|DVIR	LOC111597424|XP_023167890.2|DHYD
OG0005836	LOC6622959|XP_032291381.1|DVIR	LOC111594886|XP_030081481.1|DHYD
OG0005837	LOC6630629|XP_002053303.1|DVIR	LOC111593375|XP_023161860.2|DHYD
OG0005838	LOC6628111|XP_002052016.1|DVIR	LOC111601746|XP_023174256.1|DHYD
OG0005839	LOC6628987|XP_002052118.1|DVIR	LOC111596055|XP_023165871.2|DHYD
OG0005840	LOC6631063|XP_002054907.1|DVIR	LOC111595476|XP_023165014.2|DHYD
OG0005841	LOC6632670|XP_002056439.2|DVIR	LOC111602729|XP_023175744.2|DHYD
OG0005842	LOC6631757|XP_002054954.1|DVIR	LOC111595949|XP_023165687.2|DHYD
OG0005843	LOC6624379|XP_002047886.1|DVIR	LOC111599827|XP_023171387.1|DHYD
OG0005844	LOC6622219|XP_002047594.1|DVIR	LOC111592262|XP_023160123.2|DHYD
OG0005845	LOC6633097|XP_002056577.1|DVIR	LOC111604952|XP_023178996.1|DHYD
OG0005846	LOC6629352|XP_032290963.1|DVIR	LOC111601416|XP_023173747.2|DHYD
OG0005847	LOC6632460|XP_032289653.1|DVIR	LOC111604922|XP_023178938.1|DHYD
OG0005848	LOC6634829|XP_002058010.1|DVIR	LOC111605549|XP_023179882.2|DHYD
OG0005849	LOC6633749|XP_032296508.1|DVIR	LOC111591880|XP_023159550.2|DHYD
OG0005850	LOC6636700|XP_032296122.1|DVIR	LOC111592715|XP_030079339.1|DHYD
OG0005851	LOC6627545|XP_002052492.1|DVIR	LOC111605022|XP_023179121.1|DHYD
OG0005852	LOC6632280|XP_002056418.1|DVIR	LOC111603407|XP_023176744.2|DHYD
OG0005853	LOC6634583|XP_002058084.1|DVIR	LOC111596723|XP_023166820.2|DHYD
OG0005854	LOC6632858|XP_032289776.1|DVIR	LOC111597160|XP_030078713.1|DHYD
OG0005855	LOC26530364|XP_032295613.1|DVIR	LOC111601830|XP_030079366.1|DHYD
OG0005856	LOC6634506|XP_032296360.1|DVIR	LOC111598181|XP_030078863.1|DHYD
OG0005857	LOC6632515|XP_002056525.2|DVIR	LOC111596688|XP_023166762.1|DHYD
OG0005858	LOC6629974|XP_002053083.1|DVIR	LOC111592043|XP_030081550.1|DHYD
OG0005859	LOC6627614|XP_002051981.1|DVIR	LOC111599302|XP_023170680.2|DHYD
OG0005860	LOC6632330|XP_015026127.1|DVIR	LOC111603408|XP_023176745.2|DHYD
OG0005861	LOC6631095|XP_032295412.1|DVIR	LOC111597232|XP_023167595.2|DHYD
OG0005862	LOC6625283|XP_032292727.1|DVIR	LOC111602598|XP_023175525.2|DHYD
OG0005863	LOC6626079|XP_002050795.1|DVIR	LOC111603830|XP_023177360.2|DHYD
OG0005864	LOC6629351|XP_032290998.1|DVIR	LOC111601505|XP_030078763.1|DHYD
OG0005865	LOC6629873|XP_002053382.1|DVIR	LOC111593332|XP_023161811.2|DHYD
OG0005866	LOC6625857|XP_032293035.1|DVIR	LOC111592202|XP_023160037.2|DHYD
OG0005867	LOC6627833|XP_032294464.1|DVIR	LOC111602526|XP_023175380.2|DHYD
OG0005868	LOC26531805|XP_015030371.1|DVIR	LOC111597117|XP_023167445.2|DHYD
OG0005869	LOC6634633|XP_002058032.1|DVIR	LOC111600243|XP_023172089.1|DHYD
OG0005870	LOC6634640|XP_002058039.1|DVIR	LOC111598125|XP_023168953.2|DHYD
OG0005871	LOC6634551|XP_002057968.1|DVIR	LOC111604942|XP_023178983.2|DHYD
OG0005872	LOC6630970|XP_002053804.1|DVIR	LOC111597873|XP_023168565.2|DHYD
OG0005873	LOC6629816|XP_032289757.1|DVIR	LOC111604827|XP_023178818.1|DHYD
OG0005874	LOC6631398|XP_015026714.1|DVIR	LOC111602808|XP_023175869.1|DHYD
OG0005875	LOC6627175|XP_002050393.3|DVIR	LOC111593309|XP_023161772.2|DHYD
OG0005876	LOC6633621|XP_032296525.1|DVIR	LOC111596796|XP_023166924.2|DHYD
OG0005877	LOC6634715|XP_002058272.1|DVIR	LOC111598174|XP_023169038.1|DHYD
OG0005878	LOC6633333|XP_032296719.1|DVIR	LOC111605673|XP_023180109.2|DHYD
OG0005879	LOC6633878|XP_002057389.1|DVIR	LOC111604028|XP_023177652.2|DHYD
OG0005880	LOC6622828|XP_032290204.1|DVIR	LOC111592325|XP_023160218.1|DHYD
OG0005881	LOC6622733|XP_002048003.1|DVIR	LOC111604320|XP_023178142.1|DHYD
OG0005882	LOC6631911|XP_002055592.1|DVIR	LOC111595355|XP_023164801.1|DHYD
OG0005883	LOC6636836|XP_015023674.1|DVIR	LOC111596507|XP_023166537.1|DHYD
OG0005884	LOC6623496|XP_002046151.1|DVIR	LOC111600456|XP_023172326.2|DHYD
OG0005885	LOC6623689|XP_002048633.1|DVIR	LOC111603453|XP_023176811.2|DHYD
OG0005886	LOC6622873|XP_002048480.1|DVIR	LOC111604420|XP_023178244.2|DHYD
OG0005887	LOC6624532|XP_002048002.1|DVIR	LOC111604283|XP_023178066.2|DHYD
OG0005888	LOC6622958|XP_032290261.1|DVIR	LOC111595333|XP_030081874.1|DHYD
OG0005889	LOC6622722|XP_002048458.2|DVIR	LOC111597226|XP_023167580.1|DHYD
OG0005890	LOC6632058|XP_002055111.2|DVIR	LOC111598408|XP_023169415.2|DHYD
OG0005891	LOC6623262|XP_015031554.1|DVIR	LOC111592792|XP_023160967.1|DHYD
OG0005892	LOC6623154|XP_002048613.2|DVIR	LOC111592774|XP_023160946.1|DHYD
OG0005893	LOC6622344|XP_002048221.1|DVIR	LOC111595112|XP_023164448.1|DHYD
OG0005894	LOC6624332|XP_002048222.1|DVIR	LOC111595113|XP_023164449.1|DHYD
OG0005895	LOC6622361|XP_002048223.1|DVIR	LOC111595114|XP_023164450.1|DHYD
OG0005896	LOC6624679|XP_002048102.1|DVIR	LOC111605695|XP_023180137.1|DHYD
OG0005897	LOC6622526|XP_032290692.1|DVIR	LOC111597460|XP_030080165.1|DHYD
OG0005898	LOC6633856|XP_002057379.3|DVIR	LOC111604053|XP_030079991.1|DHYD
OG0005899	LOC6626221|XP_002049797.1|DVIR	LOC111597023|XP_023167301.1|DHYD
OG0005900	LOC6628196|XP_002052855.1|DVIR	LOC111599180|XP_023170533.2|DHYD
OG0005901	LOC6635411|XP_002058866.1|DVIR	LOC111599704|XP_023171201.2|DHYD
OG0005902	LOC6626678|XP_002050873.1|DVIR	LOC111593738|XP_023162499.1|DHYD
OG0005903	LOC6630263|XP_002053422.2|DVIR	LOC111600244|XP_023172051.1|DHYD
OG0005904	LOC6630778|XP_002054812.2|DVIR	LOC111602686|XP_023175679.1|DHYD
OG0005905	LOC6622821|XP_015030430.1|DVIR	LOC111604449|XP_030079270.1|DHYD
OG0005906	LOC6623963|XP_032290874.1|DVIR	LOC115482744|XP_030078756.1|DHYD
OG0005907	LOC6622800|XP_002048015.1|DVIR	LOC111592332|XP_023160226.1|DHYD
OG0005908	LOC6622636|XP_002047696.1|DVIR	LOC111598099|XP_023168918.1|DHYD
OG0005909	LOC6623985|XP_032289956.1|DVIR	LOC111600960|XP_023173107.2|DHYD
OG0005910	LOC6626875|XP_002049151.1|DVIR	LOC111597938|XP_023168661.1|DHYD
OG0005911	LOC6626876|XP_002049152.1|DVIR	LOC111597915|XP_023168624.1|DHYD
OG0005912	LOC116649741|XP_015029698.1|DVIR	LOC111597971|XP_023168712.1|DHYD
OG0005913	LOC6632385|XP_002056008.1|DVIR	LOC111599464|XP_023170902.1|DHYD, LOC111602604|XP_023175531.1|DHYD
OG0005914	LOC6626462|XP_002050702.1|DVIR	LOC111599641|XP_030081376.1|DHYD
OG0005915	LOC6626463|XP_002050703.1|DVIR	LOC111599640|XP_023171083.2|DHYD
OG0005916	LOC6626682|XP_002049819.1|DVIR	LOC111597113|XP_023167437.2|DHYD
OG0005917	LOC6635350|XP_002058896.1|DVIR	LOC111597990|XP_023168737.2|DHYD
OG0005918	LOC6633569|XP_002057374.1|DVIR	LOC111604033|XP_023177658.1|DHYD
OG0005919	LOC6625112|XP_032293011.1|DVIR	LOC111592231|XP_030081980.1|DHYD
OG0005920	LOC6625298|XP_015029491.1|DVIR	LOC111592137|XP_023159944.2|DHYD
OG0005921	LOC6636849|XP_002060279.1|DVIR	LOC111596857|XP_023167062.1|DHYD
OG0005922	LOC6633493|XP_002057352.1|DVIR	LOC111604773|XP_023178749.2|DHYD
OG0005923	LOC6624039|XP_002048322.1|DVIR	LOC111599224|XP_023170589.1|DHYD
OG0005924	LOC6622616|XP_002047700.1|DVIR	LOC111601007|XP_023173174.1|DHYD
OG0005925	LOC6622709|XP_002048456.1|DVIR	LOC111597348|XP_023167762.2|DHYD
OG0005926	LOC6632040|XP_002055506.2|DVIR	LOC111594994|XP_023164262.1|DHYD
OG0005927	LOC6629599|XP_032292420.1|DVIR	LOC111600869|XP_023172967.1|DHYD
OG0005928	LOC26530859|XP_032295404.1|DVIR	LOC111603100|XP_023176327.1|DHYD
OG0005929	LOC6636858|XP_032291496.1|DVIR	LOC111596968|XP_023167212.2|DHYD
OG0005930	LOC6626102|XP_032292986.1|DVIR	LOC111595491|XP_023165032.2|DHYD
OG0005931	LOC6626314|XP_032292987.1|DVIR	LOC111595479|XP_023165015.1|DHYD
OG0005932	LOC26531624|XP_015030349.1|DVIR	LOC111597056|XP_023167343.2|DHYD
OG0005933	LOC6624987|XP_002048918.1|DVIR	LOC111597966|XP_023168707.2|DHYD
OG0005934	LOC6625005|XP_032292834.1|DVIR	LOC111601237|XP_023173501.2|DHYD
OG0005935	LOC6622127|XP_002047680.1|DVIR	LOC111595336|XP_023164766.2|DHYD
OG0005936	LOC6627463|XP_002052485.1|DVIR	LOC111605020|XP_023179118.2|DHYD
OG0005937	LOC6622832|XP_002047682.1|DVIR	LOC111595338|XP_023164778.2|DHYD
OG0005938	LOC6625038|XP_032293184.1|DVIR	LOC111594341|XP_023163361.1|DHYD
OG0005939	LOC6631489|XP_002054926.1|DVIR	LOC111605121|XP_023179245.1|DHYD
OG0005940	LOC6625628|XP_015029670.1|DVIR	LOC111594201|XP_023163169.2|DHYD
OG0005941	LOC6625175|XP_032293098.1|DVIR	LOC111592152|XP_030081992.1|DHYD
OG0005942	LOC6625246|XP_032293026.1|DVIR	LOC111604343|XP_023178173.2|DHYD
OG0005943	LOC6625248|XP_032293021.1|DVIR	LOC111592232|XP_030081987.1|DHYD
OG0005944	LOC6624855|XP_002049203.1|DVIR	LOC111592127|XP_023159931.1|DHYD
OG0005945	LOC6626411|XP_002050052.1|DVIR	LOC111600044|XP_023171737.2|DHYD
OG0005946	LOC6625551|XP_002049001.2|DVIR	LOC111593491|XP_023162027.1|DHYD
OG0005947	LOC6625724|XP_032293129.1|DVIR	LOC111593842|XP_023162659.2|DHYD
OG0005948	LOC116649725|XP_032290875.1|DVIR	LOC111591864|XP_023159514.1|DHYD
OG0005949	LOC6623994|XP_002048660.3|DVIR	LOC111600937|XP_023173076.1|DHYD
OG0005950	LOC6627912|XP_002051762.3|DVIR	LOC111602469|XP_023175298.2|DHYD
OG0005951	LOC6622346|XP_015031250.1|DVIR	LOC111598697|XP_023169831.2|DHYD
OG0005952	LOC6627913|XP_015027973.1|DVIR	LOC111602443|XP_023175268.2|DHYD
OG0005953	LOC6635635|XP_002059240.1|DVIR	LOC111595822|XP_023165495.1|DHYD
OG0005954	LOC6627467|XP_002052898.1|DVIR	LOC111599208|XP_023170572.2|DHYD
OG0005955	LOC6632764|XP_002056369.1|DVIR	LOC111603469|XP_023176827.1|DHYD
OG0005956	LOC6627226|XP_002049855.1|DVIR	LOC111597030|XP_023167313.2|DHYD
OG0005957	LOC6629876|XP_002053385.1|DVIR	LOC111593347|XP_023161830.2|DHYD
OG0005958	LOC6629570|XP_002054853.1|DVIR	LOC111604203|XP_023177928.2|DHYD
OG0005959	LOC6629092|XP_002052439.1|DVIR	LOC111603615|XP_023177054.1|DHYD
OG0005960	LOC6632071|XP_002054975.1|DVIR	LOC111594895|XP_023164150.2|DHYD
OG0005961	LOC6626690|XP_002049415.1|DVIR	LOC111598016|XP_023168792.2|DHYD
OG0005962	LOC6626770|XP_002049834.1|DVIR	LOC111597128|XP_023167457.1|DHYD
OG0005963	LOC6628941|XP_002051245.1|DVIR	LOC111592585|XP_023160668.2|DHYD
OG0005964	LOC6625899|XP_015029397.1|DVIR	LOC111601214|XP_023173475.2|DHYD
OG0005965	LOC6627188|XP_015029860.1|DVIR	LOC111599990|XP_023171653.2|DHYD
OG0005966	LOC6625982|XP_002050060.1|DVIR	LOC111600054|XP_023171748.2|DHYD
OG0005967	LOC6625068|XP_002049081.1|DVIR	LOC111593605|XP_023162238.1|DHYD
OG0005968	LOC6625072|XP_015029674.1|DVIR	LOC111593581|XP_023162216.1|DHYD
OG0005969	LOC6625438|XP_032292475.1|DVIR	LOC111600029|XP_023171712.1|DHYD
OG0005970	LOC6624158|XP_002046276.1|DVIR	LOC111592972|XP_023161235.1|DHYD
OG0005971	LOC6624788|XP_002049339.1|DVIR	LOC111592224|XP_023160071.1|DHYD
OG0005972	LOC6624484|XP_002047605.1|DVIR	LOC111592257|XP_023160107.1|DHYD
OG0005973	LOC6622169|XP_002048485.1|DVIR	LOC111604436|XP_023178269.1|DHYD
OG0005974	LOC6622466|XP_002048139.1|DVIR	LOC111605689|XP_023180128.1|DHYD
OG0005975	LOC6624710|XP_002047604.1|DVIR	LOC111592258|XP_023160114.1|DHYD
OG0005976	LOC6630283|XP_002054894.1|DVIR	LOC111595377|XP_023164845.2|DHYD
OG0005977	LOC6635843|XP_032292117.1|DVIR	LOC111602148|XP_023174865.1|DHYD
OG0005978	LOC6625116|XP_002049496.2|DVIR	LOC111595543|XP_023165097.2|DHYD
OG0005979	LOC6625411|XP_002049845.1|DVIR	LOC111597057|XP_023167349.2|DHYD
OG0005980	LOC6626205|XP_032292833.1|DVIR	LOC111597047|XP_023167333.2|DHYD
OG0005981	LOC6633443|XP_032288729.1|DVIR	LOC111605311|XP_023179538.1|DHYD
OG0005982	LOC6626222|XP_002049798.1|DVIR	LOC111597024|XP_023167302.2|DHYD
OG0005983	LOC6634561|XP_002057978.1|DVIR	LOC111603789|XP_023177338.2|DHYD
OG0005984	LOC6632068|XP_032295399.1|DVIR	LOC111598260|XP_030080149.1|DHYD
OG0005985	LOC6634548|XP_032296427.1|DVIR	LOC111598107|XP_030078905.1|DHYD
OG0005986	LOC6634586|XP_002058087.2|DVIR	LOC111596733|XP_023166833.2|DHYD
OG0005987	LOC6636144|XP_015024177.1|DVIR	LOC111602035|XP_023174704.2|DHYD
OG0005988	LOC6626284|XP_032293094.1|DVIR	LOC111592222|XP_023160066.2|DHYD
OG0005989	LOC6624834|XP_032292721.1|DVIR	LOC111595397|XP_023164871.1|DHYD
OG0005990	LOC6625788|XP_002049586.1|DVIR	LOC111595444|XP_023164937.2|DHYD
OG0005991	LOC6626516|XP_032293045.1|DVIR	LOC111598043|XP_023168848.2|DHYD
OG0005992	LOC6624107|XP_002047852.1|DVIR	LOC111599771|XP_023171296.2|DHYD, LOC115483461|XP_030081410.1|DHYD
OG0005993	LOC6624012|XP_015030587.1|DVIR	LOC111599772|XP_023171297.1|DHYD, LOC115483471|XP_030081429.1|DHYD
OG0005994	LOC6624719|XP_002047614.1|DVIR	LOC111605743|XP_023180213.1|DHYD
OG0005995	LOC6624662|XP_002047608.1|DVIR	LOC111592267|XP_023160133.2|DHYD
OG0005996	LOC6624129|XP_002048665.1|DVIR	LOC111600996|XP_023173157.1|DHYD
OG0005997	LOC6626687|XP_002049824.1|DVIR	LOC111597055|XP_023167342.1|DHYD
OG0005999	LOC6630561|XP_002053279.1|DVIR	LOC111599417|XP_023170835.1|DHYD
OG0006000	LOC6627075|XP_032292903.1|DVIR	LOC111601250|XP_023173517.1|DHYD
OG0006001	LOC6623561|XP_002047379.2|DVIR	LOC111593104|XP_023161471.1|DHYD
OG0006002	LOC116651094|XP_032292796.1|DVIR, LOC6625014|XP_015029316.1|DVIR	LOC111600017|XP_023171692.1|DHYD
OG0006003	LOC6622649|XP_002047992.1|DVIR	LOC111604297|XP_023178094.1|DHYD
OG0006004	LOC6632633|XP_002056634.1|DVIR	LOC111595740|XP_023165362.1|DHYD
OG0006005	LOC116651425|XP_032293640.1|DVIR, LOC6636495|XP_002059857.1|DVIR	LOC111605241|XP_023179444.1|DHYD
OG0006006	LOC6626560|XP_002049810.1|DVIR	LOC111597051|XP_023167337.2|DHYD
OG0006007	LOC6625244|XP_002049197.2|DVIR	LOC111604360|XP_023178196.2|DHYD
OG0006008	LOC6628925|XP_032294447.1|DVIR	LOC111595457|XP_023164959.2|DHYD
OG0006009	LOC6624354|XP_002048108.1|DVIR	LOC111605705|XP_023180156.2|DHYD
OG0006010	LOC6624657|XP_032291085.1|DVIR	LOC111591876|XP_023159528.2|DHYD
OG0006011	LOC6623152|XP_002046121.2|DVIR	LOC111600512|XP_023172409.1|DHYD
OG0006012	LOC6623378|XP_032290011.1|DVIR	LOC111592816|XP_023160996.2|DHYD
OG0006013	LOC6626072|XP_002048759.3|DVIR	LOC111603560|XP_030080874.1|DHYD
OG0006014	LOC6622559|XP_002047967.1|DVIR	LOC111604301|XP_023178100.1|DHYD
OG0006015	LOC6626489|XP_002049688.1|DVIR	LOC111602582|XP_023175506.1|DHYD
OG0006016	LOC6626517|XP_015029626.1|DVIR	LOC111597946|XP_023168676.2|DHYD
OG0006017	LOC6626089|XP_002049398.2|DVIR	LOC111597928|XP_023168650.2|DHYD
OG0006018	LOC6635367|XP_002058891.1|DVIR	LOC111594308|XP_030081230.1|DHYD
OG0006019	LOC26531831|XP_015030374.1|DVIR	LOC111598022|XP_023168802.2|DHYD
OG0006020	LOC6624671|XP_002048117.1|DVIR	LOC111596657|XP_023166730.2|DHYD
OG0006021	LOC6622657|XP_002048146.1|DVIR	LOC111605620|XP_023180034.2|DHYD
OG0006022	LOC6634223|XP_002057672.1|DVIR	LOC111592635|XP_023160747.2|DHYD
OG0006023	LOC6632983|XP_002056486.1|DVIR	LOC111596677|XP_023166749.1|DHYD
