Orthogroup	DVIR.longest_only	DBIA.longest_only
OG0005074	LOC6624272|XP_015030668.2|DVIR	LOC108034806|XP_016965321.1|DBIA
OG0005075	LOC6624766|XP_002050730.1|DVIR	LOC108026541|XP_016952978.1|DBIA
OG0005076	LOC6635924|XP_002059364.1|DVIR	LOC108023038|XP_016947768.1|DBIA
OG0005078	LOC6624716|XP_002046579.2|DVIR	LOC108034565|XP_016964984.1|DBIA
OG0005079	LOC6626598|XP_015029120.2|DVIR	LOC108022569|XP_016947058.1|DBIA
OG0005080	LOC6623149|XP_002047750.1|DVIR	LOC108034401|XP_016964772.1|DBIA
OG0005081	LOC6636342|XP_002059941.2|DVIR	LOC108030211|XP_016958467.1|DBIA
OG0005082	LOC6624419|XP_002048677.1|DVIR	LOC108030690|XP_016959213.1|DBIA
OG0005083	LOC6631650|XP_002055340.1|DVIR	LOC108023992|XP_016949217.1|DBIA
OG0005084	LOC6623825|XP_032289927.1|DVIR	LOC108034989|XP_016965808.1|DBIA
OG0005085	LOC6622379|XP_002048531.2|DVIR	LOC108028297|XP_016955508.1|DBIA
OG0005086	LOC6635792|XP_002059381.1|DVIR	LOC108030350|XP_016958704.1|DBIA
OG0005087	LOC6622892|XP_032291148.1|DVIR	LOC108035184|XP_016966153.1|DBIA
OG0005088	LOC6635932|XP_032292201.1|DVIR	LOC108022823|XP_016947453.1|DBIA
OG0005089	LOC6635930|XP_002059369.1|DVIR	LOC108022822|XP_016947452.1|DBIA
OG0005090	LOC6625274|XP_002049365.1|DVIR	LOC108026804|XP_016953458.1|DBIA
OG0005091	LOC6636316|XP_002059876.2|DVIR	LOC108029668|XP_016957585.1|DBIA
OG0005092	LOC6622434|XP_002048195.1|DVIR	LOC108028828|XP_016956306.1|DBIA
OG0005093	LOC6623047|XP_032289965.1|DVIR	LOC108028468|XP_016955817.1|DBIA
OG0005094	LOC6624729|XP_002046581.3|DVIR	LOC108034893|XP_016965593.1|DBIA
OG0005095	LOC6635834|XP_002059469.1|DVIR	LOC108022595|XP_016947114.1|DBIA
OG0005096	LOC6634192|XP_002057785.1|DVIR	LOC108027895|XP_016955003.1|DBIA
OG0005097	LOC6626760|XP_002050711.1|DVIR	LOC108026930|XP_016953632.1|DBIA
OG0005098	LOC6625889|XP_002050360.1|DVIR	LOC108022729|XP_016947302.1|DBIA
OG0005099	LOC6626784|XP_002048870.1|DVIR	LOC108023122|XP_016947879.1|DBIA
OG0005100	LOC6626785|XP_002048871.1|DVIR	LOC108023121|XP_016947878.1|DBIA
OG0005101	LOC6630192|XP_002053261.1|DVIR	LOC108032082|XP_016961395.1|DBIA
OG0005102	LOC6626817|XP_015029933.1|DVIR	LOC108022832|XP_016947466.1|DBIA
OG0005103	LOC6625789|XP_002049985.1|DVIR	LOC108026685|XP_016953263.1|DBIA
OG0005104	LOC6634381|XP_002057575.1|DVIR	LOC108036131|XP_016967605.1|DBIA
OG0005105	LOC6623238|XP_002046714.1|DVIR	LOC108034570|XP_016964990.1|DBIA
OG0005106	LOC6622901|XP_032290771.1|DVIR	LOC108034802|XP_016965292.1|DBIA
OG0005107	LOC6624352|XP_002046970.2|DVIR	LOC108035659|XP_016966856.1|DBIA
OG0005108	LOC6626466|XP_002050706.1|DVIR	LOC108036910|XP_016968804.1|DBIA
OG0005109	LOC6632175|XP_015026309.1|DVIR	LOC108032605|XP_016962025.1|DBIA
OG0005110	LOC6622936|XP_002046499.1|DVIR	LOC108035005|XP_016965837.1|DBIA
OG0005111	LOC6622569|XP_032290872.1|DVIR	LOC108028631|XP_016956041.1|DBIA
OG0005112	LOC6622757|XP_002047045.1|DVIR	LOC108031207|XP_016959933.1|DBIA
OG0005113	LOC6622564|XP_002047007.2|DVIR	LOC108028633|XP_016956045.1|DBIA
OG0005114	LOC6624202|XP_032290358.1|DVIR	LOC108035570|XP_016966728.1|DBIA
OG0005115	LOC6635773|XP_032294707.1|DVIR	LOC108027770|XP_016954821.1|DBIA
OG0005116	LOC6622617|XP_002047018.1|DVIR	LOC108035404|XP_016966513.1|DBIA
OG0005117	LOC6633494|XP_002057353.1|DVIR	LOC108023424|XP_016948399.1|DBIA
OG0005118	LOC6629152|XP_002052446.1|DVIR	LOC108034120|XP_016964396.1|DBIA
OG0005119	LOC6636470|XP_032292123.1|DVIR	LOC108026669|XP_016953205.1|DBIA
OG0005120	LOC6622725|XP_002046550.2|DVIR	LOC108035448|XP_016966573.1|DBIA
OG0005121	LOC6622650|XP_032290318.1|DVIR	LOC108030735|XP_016959266.1|DBIA
OG0005122	LOC6624381|XP_002047468.1|DVIR	LOC108028598|XP_016956004.1|DBIA
OG0005123	LOC6624157|XP_002048669.1|DVIR	LOC108028793|XP_016956263.1|DBIA
OG0005124	LOC6622599|XP_032291048.1|DVIR	LOC108035101|XP_016966016.1|DBIA
OG0005125	LOC6622602|XP_032291047.1|DVIR	LOC108035098|XP_016966011.1|DBIA
OG0005126	LOC6624260|XP_002046603.1|DVIR	LOC108035379|XP_016966474.1|DBIA
OG0005127	LOC6624294|XP_002047447.1|DVIR	LOC108034879|XP_016965573.1|DBIA
OG0005128	LOC6626256|XP_032291861.1|DVIR	LOC108030267|XP_016958579.1|DBIA
OG0005129	LOC6623633|XP_002048115.1|DVIR	LOC108028569|XP_016955965.1|DBIA
OG0005130	LOC6622697|XP_002048086.3|DVIR	LOC108028528|XP_016955908.1|DBIA
OG0005131	LOC6622542|XP_032290300.1|DVIR	LOC108028445|XP_016955770.1|DBIA
OG0005132	LOC6623264|XP_002047811.1|DVIR	LOC108028425|XP_016955744.1|DBIA
OG0005133	LOC6636564|XP_002060068.1|DVIR	LOC108035604|XP_016966772.1|DBIA
OG0005134	LOC6622608|XP_002048171.1|DVIR	LOC108030568|XP_016958958.1|DBIA
OG0005135	LOC6623319|XP_002046542.1|DVIR	LOC108035431|XP_016966552.1|DBIA
OG0005136	LOC6622130|XP_002046540.1|DVIR	LOC108035377|XP_016966470.1|DBIA
OG0005137	LOC6630446|XP_002053721.1|DVIR	LOC108024667|XP_016950225.1|DBIA
OG0005138	LOC6623836|XP_002047395.1|DVIR	LOC108028107|XP_016955242.1|DBIA
OG0005139	LOC6624404|XP_002046533.2|DVIR	LOC108028303|XP_016955514.1|DBIA
OG0005140	LOC6629217|XP_002051937.2|DVIR	LOC108027774|XP_016954825.1|DBIA
OG0005141	LOC6626717|XP_002050667.2|DVIR	LOC108036449|XP_016968086.1|DBIA
OG0005142	LOC6623507|XP_002046765.1|DVIR	LOC108035477|XP_016966616.1|DBIA
OG0005143	LOC6623381|XP_015031169.1|DVIR	LOC108035039|XP_016965874.1|DBIA
OG0005144	LOC6623459|XP_032291174.1|DVIR	LOC108034589|XP_016965011.1|DBIA
OG0005145	LOC6623458|XP_002046763.1|DVIR	LOC108035664|XP_016966861.1|DBIA
OG0005146	LOC6624605|XP_002047182.1|DVIR	LOC108028377|XP_016955659.1|DBIA
OG0005147	LOC6624644|XP_032291198.1|DVIR	LOC108028379|XP_016955664.1|DBIA
OG0005148	LOC6623457|XP_002048198.1|DVIR	LOC108030574|XP_016958989.1|DBIA
OG0005149	LOC6625729|XP_002051050.1|DVIR	LOC108022671|XP_016947231.1|DBIA
OG0005150	LOC6623849|XP_002046232.1|DVIR	LOC108035282|XP_016966336.1|DBIA
OG0005151	LOC6624248|XP_002046341.1|DVIR	LOC108035208|XP_016966207.1|DBIA
OG0005152	LOC6623927|XP_002046337.1|DVIR	LOC108035537|XP_016966693.1|DBIA
OG0005153	LOC116650506|XP_032290175.1|DVIR, LOC6624322|XP_002046335.1|DVIR	LOC108035556|XP_016966713.1|DBIA
OG0005154	LOC6624119|XP_002046333.1|DVIR	LOC108035058|XP_016965932.1|DBIA
OG0005155	LOC6622813|XP_002046480.2|DVIR	LOC108031064|XP_016959761.1|DBIA
OG0005156	LOC6629418|XP_002053152.1|DVIR	LOC108027332|XP_016954233.1|DBIA
OG0005157	LOC6625795|XP_002050893.1|DVIR	LOC108026634|XP_016953144.1|DBIA
OG0005158	LOC6623375|XP_002047308.1|DVIR	LOC108028276|XP_016955469.1|DBIA
OG0005159	LOC6622114|XP_002046508.1|DVIR	LOC108035427|XP_016966547.1|DBIA
OG0005160	LOC6623711|XP_002046814.2|DVIR	LOC108028122|XP_016955261.1|DBIA
OG0005161	LOC6625336|XP_002050418.1|DVIR	LOC108026858|XP_016953528.1|DBIA
OG0005162	LOC6632050|XP_002055247.1|DVIR	LOC108023651|XP_016948760.1|DBIA
OG0005163	LOC6622450|XP_002047955.1|DVIR	LOC108030816|XP_016959405.1|DBIA
OG0005164	LOC26531093|XP_015031691.1|DVIR	LOC108035483|XP_016966622.1|DBIA
OG0005165	LOC6624857|XP_002049205.1|DVIR	LOC108030201|XP_016958447.1|DBIA
OG0005166	LOC6632898|XP_002056749.1|DVIR	LOC108032942|XP_016962505.1|DBIA
OG0005167	LOC6632897|XP_002056748.1|DVIR	LOC108032871|XP_016962360.1|DBIA
OG0005168	LOC6622840|XP_002047245.1|DVIR	LOC108035454|XP_016966581.1|DBIA
OG0005169	LOC6623167|XP_032290690.1|DVIR	LOC108035067|XP_016965947.1|DBIA
OG0005170	LOC6623110|XP_032290600.1|DVIR	LOC108035065|XP_016965944.1|DBIA
OG0005171	LOC6623092|XP_002047765.1|DVIR	LOC108035066|XP_016965946.1|DBIA
OG0005172	LOC6624750|XP_032291945.1|DVIR	LOC108026822|XP_016953478.1|DBIA
OG0005173	LOC6635951|XP_002059393.2|DVIR	LOC108030440|XP_016958819.1|DBIA
OG0005174	LOC6626836|XP_002050838.1|DVIR	LOC108023056|XP_016947792.1|DBIA
OG0005175	LOC6626897|XP_032292026.1|DVIR	LOC108022597|XP_016947119.1|DBIA
OG0005176	LOC6625202|XP_032292142.1|DVIR	LOC108029749|XP_016957731.1|DBIA
OG0005177	LOC6626899|XP_015029068.2|DVIR	LOC108023005|XP_016947725.1|DBIA
OG0005178	LOC6622333|XP_002046965.1|DVIR	LOC108035677|XP_016966876.1|DBIA
OG0005179	LOC6623390|XP_002046750.1|DVIR	LOC108034827|XP_016965425.1|DBIA
OG0005180	LOC6624715|XP_002046643.2|DVIR	LOC108028524|XP_016955900.1|DBIA
OG0005181	LOC6631483|XP_015026679.1|DVIR	LOC108025930|XP_016952112.1|DBIA
OG0005182	LOC6635973|XP_032292632.1|DVIR	LOC108036441|XP_016968068.1|DBIA
OG0005183	LOC6625542|XP_015030046.1|DVIR	LOC108036365|XP_016967935.1|DBIA
OG0005184	LOC6625539|XP_032291690.1|DVIR	LOC108036549|XP_016968269.1|DBIA
OG0005185	LOC6625707|XP_002050328.1|DVIR	LOC108036241|XP_016967739.1|DBIA
OG0005186	LOC6635860|XP_002059482.1|DVIR	LOC108022585|XP_016947099.1|DBIA
OG0005187	LOC6635950|XP_032292592.1|DVIR	LOC108030095|XP_016958231.1|DBIA
OG0005188	LOC6625075|XP_002050980.1|DVIR	LOC108030273|XP_016958587.1|DBIA
OG0005189	LOC6631616|XP_015026502.1|DVIR, LOC116652140|XP_032295976.1|DVIR	LOC108024199|XP_016949538.1|DBIA
OG0005190	LOC6624040|XP_002048305.1|DVIR	LOC108035703|XP_016966914.1|DBIA
OG0005191	LOC6631066|XP_032291052.1|DVIR	LOC108024574|XP_016950064.1|DBIA
OG0005192	LOC6626048|XP_032291888.1|DVIR	LOC108023071|XP_016947809.1|DBIA
OG0005193	LOC6625695|XP_002048845.2|DVIR	LOC108036480|XP_016968149.1|DBIA
OG0005194	LOC6635826|XP_002059462.1|DVIR	LOC108029564|XP_016957406.1|DBIA
OG0005195	LOC6625943|XP_002050340.1|DVIR	LOC108030037|XP_016958097.1|DBIA
OG0005196	LOC6622690|XP_002047600.1|DVIR	LOC108028763|XP_016956226.1|DBIA
OG0005197	LOC6625316|XP_002050411.2|DVIR	LOC108026956|XP_016953658.1|DBIA
OG0005198	LOC6622710|XP_002048157.3|DVIR	LOC108035936|XP_016967217.1|DBIA
OG0005199	LOC6625341|XP_002050423.3|DVIR	LOC108030142|XP_016958347.1|DBIA
OG0005200	LOC6625896|XP_032291713.1|DVIR	LOC108022483|XP_016946922.1|DBIA
OG0005201	LOC6625263|XP_002050626.1|DVIR	LOC108022445|XP_016946837.1|DBIA
OG0005202	LOC6626350|XP_002050351.2|DVIR	LOC108036571|XP_016968308.1|DBIA
OG0005203	LOC6626928|XP_032292573.1|DVIR	LOC108036344|XP_016967900.1|DBIA
OG0005204	LOC6627903|XP_002051396.2|DVIR	LOC108034092|XP_016964348.1|DBIA
OG0005205	LOC6628235|XP_032294617.1|DVIR	LOC108034716|XP_016965149.1|DBIA
OG0005206	LOC6636358|XP_002059887.1|DVIR	LOC108022974|XP_016947688.1|DBIA
OG0005207	LOC6636500|XP_032291727.1|DVIR	LOC108036400|XP_016968007.1|DBIA
OG0005208	LOC6626065|XP_002048855.1|DVIR	LOC108036268|XP_016967768.1|DBIA
OG0005209	LOC6628654|XP_002051504.1|DVIR	LOC108029212|XP_016956892.1|DBIA
OG0005210	LOC6628655|XP_032293411.1|DVIR	LOC108029152|XP_016956774.1|DBIA
OG0005211	LOC6622431|XP_002047711.1|DVIR	LOC108030860|XP_016959492.1|DBIA
OG0005212	LOC6625317|XP_032291560.1|DVIR	LOC108026820|XP_016953476.1|DBIA
OG0005213	LOC6633552|XP_002057249.1|DVIR	LOC108023408|XP_016948355.1|DBIA
OG0005214	LOC6627794|XP_032294398.1|DVIR	LOC108036759|XP_016968577.1|DBIA
OG0005215	LOC6627721|XP_002052514.1|DVIR	LOC108029235|XP_016956918.1|DBIA
OG0005216	LOC6634218|XP_002057667.3|DVIR	LOC108036103|XP_016967564.1|DBIA
OG0005217	LOC6628566|XP_032293573.1|DVIR	LOC108033784|XP_016963877.1|DBIA
OG0005218	LOC6627387|XP_002051077.1|DVIR	LOC108036785|XP_016968618.1|DBIA
OG0005219	LOC6635798|XP_002059386.1|DVIR	LOC108036603|XP_016968354.1|DBIA
OG0005220	LOC6622880|XP_002047237.1|DVIR	LOC108028879|XP_016956379.1|DBIA
OG0005221	LOC6627667|XP_002051107.2|DVIR	LOC108032802|XP_016962297.1|DBIA
OG0005222	LOC6635768|XP_032294706.1|DVIR	LOC108033619|XP_016963472.1|DBIA
OG0005223	LOC6634226|XP_002057675.1|DVIR	LOC108032674|XP_016962132.1|DBIA
OG0005224	LOC6629082|XP_002051605.2|DVIR	LOC108036724|XP_016968512.1|DBIA
OG0005225	LOC6634100|XP_002057711.1|DVIR	LOC108027653|XP_016954659.1|DBIA
OG0005226	LOC6627791|XP_032293961.1|DVIR	LOC108036763|XP_016968584.1|DBIA
OG0005227	LOC6627827|XP_002051751.1|DVIR	LOC108034201|XP_016964521.1|DBIA
OG0005228	LOC6627733|XP_002051750.1|DVIR	LOC108033662|XP_016963588.1|DBIA
OG0005229	LOC6628724|XP_032294040.1|DVIR	LOC108029150|XP_016956770.1|DBIA
OG0005230	LOC6627914|XP_032294488.1|DVIR	LOC108033769|XP_016963854.1|DBIA
OG0005231	LOC6635754|XP_002059111.1|DVIR	LOC108033324|XP_016963102.1|DBIA
OG0005232	LOC6628732|XP_032293429.1|DVIR	LOC108027824|XP_016954894.1|DBIA
OG0005233	LOC6628660|XP_002051510.1|DVIR	LOC108028981|XP_016956510.1|DBIA
OG0005234	LOC6634292|XP_032289007.1|DVIR	LOC108032763|XP_016962248.1|DBIA
OG0005235	LOC6628344|XP_002052675.1|DVIR	LOC108033933|XP_016964101.1|DBIA
OG0005236	LOC6635700|XP_032294563.1|DVIR	LOC108027680|XP_016954715.1|DBIA
OG0005237	LOC6635703|XP_002059276.1|DVIR	LOC108027837|XP_016954911.1|DBIA
OG0005238	LOC6635683|XP_002059278.1|DVIR	LOC108027734|XP_016954775.1|DBIA
OG0005239	LOC6628751|XP_032294406.1|DVIR, LOC116649721|XP_032296027.1|DVIR	LOC108036125|XP_016967599.1|DBIA
OG0005240	LOC6636620|XP_002060083.1|DVIR	LOC108034277|XP_016964625.1|DBIA
OG0005241	LOC6628252|XP_002052931.1|DVIR	LOC108027783|XP_016954836.1|DBIA
OG0005242	LOC6629201|XP_002052620.1|DVIR	LOC108033856|XP_016963980.1|DBIA
OG0005243	LOC6628725|XP_015028570.1|DVIR	LOC108029121|XP_016956727.1|DBIA
OG0005244	LOC6630426|XP_002053738.1|DVIR	LOC108031666|XP_016960792.1|DBIA
OG0005245	LOC6629718|XP_002053675.3|DVIR	LOC108027292|XP_016954174.1|DBIA
OG0005246	LOC6627598|XP_002052829.1|DVIR	LOC108029169|XP_016956803.1|DBIA
OG0005247	LOC6625872|XP_002050792.1|DVIR	LOC108022686|XP_016947247.1|DBIA
OG0005248	LOC6636057|XP_015024185.1|DVIR	LOC108031413|XP_016960302.1|DBIA
OG0005249	LOC6629362|XP_002053571.1|DVIR	LOC108023968|XP_016949181.1|DBIA
OG0005250	LOC6634076|XP_002057897.2|DVIR	LOC108033725|XP_016963760.1|DBIA
OG0005251	LOC6627379|XP_032294058.1|DVIR	LOC108033970|XP_016964171.1|DBIA
OG0005252	LOC6633911|XP_015025311.1|DVIR	LOC108033632|XP_016963539.1|DBIA
OG0005253	LOC6635673|XP_015024545.1|DVIR	LOC108033624|XP_016963486.1|DBIA
OG0005254	LOC6633938|XP_002057608.1|DVIR	LOC108032385|XP_016961695.1|DBIA
OG0005255	LOC6633937|XP_002057607.1|DVIR	LOC108032746|XP_016962222.1|DBIA
OG0005256	LOC6629179|XP_002052374.2|DVIR	LOC108024076|XP_016949336.1|DBIA
OG0005257	LOC6634151|XP_002057628.2|DVIR	LOC108036143|XP_016967620.1|DBIA
OG0005258	LOC6634070|XP_002057872.1|DVIR	LOC108032707|XP_016962175.1|DBIA
OG0005259	LOC6634135|XP_002057523.2|DVIR	LOC108032636|XP_016962069.1|DBIA
OG0005260	LOC6634157|XP_032289010.1|DVIR	LOC108032635|XP_016962068.1|DBIA
OG0005261	LOC6627824|XP_002051137.2|DVIR	LOC108034012|XP_016964230.1|DBIA
OG0005262	LOC6628096|XP_002052420.1|DVIR	LOC108029175|XP_016956817.1|DBIA
OG0005263	LOC6633909|XP_002057602.2|DVIR	LOC108032643|XP_016962078.1|DBIA
OG0005264	LOC6630686|XP_002054409.2|DVIR	LOC108024834|XP_016950457.1|DBIA
OG0005265	LOC6634300|XP_002057452.1|DVIR	LOC108032657|XP_016962102.1|DBIA
OG0005266	LOC6633931|XP_002057620.1|DVIR	LOC108032716|XP_016962186.1|DBIA
OG0005267	LOC6628890|XP_002052091.1|DVIR	LOC108027776|XP_016954827.1|DBIA
OG0005268	LOC6628891|XP_015028761.1|DVIR	LOC108027772|XP_016954823.1|DBIA
OG0005269	LOC6629118|XP_002052110.1|DVIR	LOC108027855|XP_016954942.1|DBIA
OG0005270	LOC6629213|XP_002051263.1|DVIR	LOC108034329|XP_016964695.1|DBIA
OG0005271	LOC6628466|XP_002051541.1|DVIR	LOC108033740|XP_016963787.1|DBIA
OG0005272	LOC6628469|XP_032293802.1|DVIR	LOC108034064|XP_016964307.1|DBIA
OG0005273	LOC6628905|XP_002051549.1|DVIR	LOC108036061|XP_016967493.1|DBIA
OG0005274	LOC6629243|XP_002051267.1|DVIR	LOC108033976|XP_016964183.1|DBIA
OG0005275	LOC6636618|XP_002060084.2|DVIR	LOC108034489|XP_016964886.1|DBIA
OG0005276	LOC6628025|XP_015028648.1|DVIR	LOC108029243|XP_016956927.1|DBIA
OG0005277	LOC6627722|XP_002052515.1|DVIR	LOC108029301|XP_016956993.1|DBIA
OG0005278	LOC6635845|XP_002059457.1|DVIR	LOC108030241|XP_016958536.1|DBIA
OG0005279	LOC6628169|XP_015028192.1|DVIR	LOC108021857|XP_016946134.1|DBIA
OG0005280	LOC6628212|XP_002052941.1|DVIR	LOC108027877|XP_016954982.1|DBIA
OG0005281	LOC6627356|XP_032294194.1|DVIR	LOC108029128|XP_016956738.1|DBIA
OG0005282	LOC6630460|XP_002053457.1|DVIR	LOC108027304|XP_016954186.1|DBIA
OG0005283	LOC6631191|XP_002054836.1|DVIR	LOC108026362|XP_016952765.1|DBIA
OG0005284	LOC6627472|XP_002052903.2|DVIR	LOC108033777|XP_016963866.1|DBIA
OG0005285	LOC6627473|XP_002052904.1|DVIR	LOC108034281|XP_016964629.1|DBIA
OG0005286	LOC6628254|XP_015028557.1|DVIR	LOC108027782|XP_016954834.1|DBIA
OG0005287	LOC6628208|XP_002052937.1|DVIR	LOC108027780|XP_016954832.1|DBIA
OG0005288	LOC6628362|XP_002052551.1|DVIR	LOC108033693|XP_016963681.1|DBIA
OG0005289	LOC6627380|XP_002052400.1|DVIR	LOC108027345|XP_016954255.1|DBIA
OG0005290	LOC6630765|XP_002054624.1|DVIR	LOC108027299|XP_016954181.1|DBIA
OG0005291	LOC6634273|XP_002057690.1|DVIR	LOC108032349|XP_016961649.1|DBIA
OG0005292	LOC6634271|XP_002057688.1|DVIR	LOC108032541|XP_016961903.1|DBIA
OG0005293	LOC6628499|XP_002051494.1|DVIR	LOC108029307|XP_016957000.1|DBIA
OG0005294	LOC6629202|XP_002052621.1|DVIR	LOC108034175|XP_016964476.1|DBIA
OG0005295	LOC6634274|XP_032293647.1|DVIR	LOC108032564|XP_016961936.1|DBIA
OG0005296	LOC6629598|XP_002053551.2|DVIR	LOC108027206|XP_016954005.1|DBIA
OG0005297	LOC6634375|XP_015025240.1|DVIR	LOC108036119|XP_016967592.1|DBIA
OG0005298	LOC6628795|XP_002051218.1|DVIR	LOC108032738|XP_016962212.1|DBIA
OG0005299	LOC6632260|XP_002055895.1|DVIR	LOC108025479|XP_016951481.1|DBIA
OG0005300	LOC116652295|XP_032296494.1|DVIR, LOC6634497|XP_002058235.1|DVIR	LOC108023793|XP_016948921.1|DBIA
OG0005301	LOC6629149|XP_015028671.1|DVIR	LOC108034794|XP_016965275.1|DBIA
OG0005302	LOC6627207|XP_032291849.1|DVIR	LOC108030265|XP_016958577.1|DBIA
OG0005303	LOC6628663|XP_032294534.1|DVIR	LOC108033932|XP_016964100.1|DBIA
OG0005304	LOC6628332|XP_002051204.1|DVIR	LOC108034296|XP_016964647.1|DBIA
OG0005305	LOC6635844|XP_002059456.1|DVIR	LOC108030242|XP_016958537.1|DBIA
OG0005306	LOC6627708|XP_032293911.1|DVIR	LOC108034905|XP_016965627.1|DBIA
OG0005307	LOC6627810|XP_002051772.1|DVIR	LOC108033401|XP_016963209.1|DBIA
OG0005308	LOC6627978|XP_002051784.1|DVIR	LOC108033905|XP_016964060.1|DBIA
OG0005309	LOC6627998|XP_002051787.2|DVIR	LOC108034666|XP_016965097.1|DBIA
OG0005310	LOC6627558|XP_002052642.1|DVIR	LOC108036137|XP_016967612.1|DBIA
OG0005311	LOC6635751|XP_015024520.1|DVIR	LOC108033927|XP_016964091.1|DBIA
OG0005312	LOC6628523|XP_015027981.1|DVIR	LOC108036760|XP_016968579.1|DBIA
OG0005313	LOC6629131|XP_015028442.1|DVIR	LOC108034881|XP_016965578.1|DBIA
OG0005314	LOC6628950|XP_002052353.1|DVIR	LOC108033984|XP_016964197.1|DBIA
OG0005315	LOC6627587|XP_002052818.3|DVIR	LOC108033794|XP_016963893.1|DBIA
OG0005316	LOC6635846|XP_002059458.1|DVIR	LOC108030195|XP_016958439.1|DBIA
OG0005317	LOC6627703|XP_002051987.1|DVIR	LOC108034592|XP_016965017.1|DBIA
OG0005318	LOC6629246|XP_002051270.2|DVIR	LOC108032711|XP_016962185.1|DBIA
OG0005319	LOC6630894|XP_032294520.1|DVIR, LOC6628497|XP_002051492.1|DVIR	LOC108029167|XP_016956801.1|DBIA
OG0005320	LOC6634355|XP_002057819.2|DVIR	LOC108032666|XP_016962115.1|DBIA
OG0005321	LOC6635640|XP_002059186.2|DVIR	LOC108034068|XP_016964312.1|DBIA
OG0005322	LOC6628356|XP_032294497.1|DVIR	LOC108032670|XP_016962122.1|DBIA
OG0005323	LOC6627664|XP_032293438.1|DVIR	LOC108032614|XP_016962039.1|DBIA
OG0005324	LOC6628594|XP_002051209.2|DVIR	LOC108032726|XP_016962195.1|DBIA
OG0005325	LOC26531038|XP_015025381.1|DVIR	LOC108027779|XP_016954831.1|DBIA
OG0005326	LOC6628335|XP_015028057.1|DVIR	LOC108032816|XP_016962319.1|DBIA
OG0005327	LOC6627413|XP_002051086.1|DVIR	LOC108032785|XP_016962277.1|DBIA
OG0005328	LOC6630691|XP_002054398.2|DVIR	LOC108024620|XP_016950147.1|DBIA
OG0005329	LOC6622192|XP_002047866.1|DVIR	LOC108029779|XP_016957781.1|DBIA
OG0005330	LOC6624138|XP_002047867.1|DVIR	LOC108029769|XP_016957770.1|DBIA
OG0005331	LOC6628889|XP_002052090.1|DVIR	LOC108029181|XP_016956833.1|DBIA
OG0005332	LOC6627499|XP_002052207.1|DVIR	LOC108034272|XP_016964619.1|DBIA
OG0005333	LOC6628531|XP_002052727.1|DVIR	LOC108034297|XP_016964648.1|DBIA
OG0005334	LOC6636635|XP_015023805.1|DVIR	LOC108034009|XP_016964228.1|DBIA
OG0005335	LOC6626857|XP_002049228.2|DVIR	LOC108029672|XP_016957607.1|DBIA
OG0005336	LOC6626117|XP_015029859.1|DVIR	LOC108036353|XP_016967918.1|DBIA
OG0005337	LOC6624758|XP_002049752.2|DVIR	LOC108022841|XP_016947501.1|DBIA
OG0005338	LOC6634127|XP_002057728.1|DVIR	LOC108034822|XP_016965414.1|DBIA
OG0005339	LOC6627817|XP_002051142.3|DVIR	LOC108033290|XP_016963045.1|DBIA
OG0005340	LOC6634281|XP_015025187.1|DVIR	LOC108034742|XP_016965180.1|DBIA
OG0005341	LOC6625654|XP_002049871.1|DVIR	LOC108029797|XP_016957800.1|DBIA
OG0005342	LOC6627894|XP_032294203.1|DVIR	LOC108034132|XP_016964410.1|DBIA
OG0005343	LOC6635937|XP_002059376.2|DVIR	LOC108030390|XP_016958761.1|DBIA
OG0005344	LOC6625645|XP_002049560.1|DVIR	LOC108029968|XP_016957962.1|DBIA
OG0005345	LOC6634346|XP_015025174.1|DVIR	LOC108034310|XP_016964669.1|DBIA
OG0005346	LOC6627461|XP_002052483.1|DVIR	LOC108033424|XP_016963234.1|DBIA
OG0005347	LOC6629165|XP_002051904.1|DVIR	LOC108029174|XP_016956813.1|DBIA
OG0005348	LOC6627378|XP_002052398.2|DVIR	LOC108034534|XP_016964952.1|DBIA
OG0005349	LOC6627381|XP_002052401.1|DVIR	LOC108035125|XP_016966049.1|DBIA
OG0005350	LOC6629216|XP_002051266.1|DVIR	LOC108033249|XP_016963004.1|DBIA
OG0005351	LOC6624231|XP_032290345.1|DVIR	LOC108034809|XP_016965332.1|DBIA
OG0005352	LOC6628159|XP_002052414.2|DVIR	LOC108033956|XP_016964143.1|DBIA
OG0005353	LOC6625783|XP_002049581.1|DVIR	LOC108023017|XP_016947741.1|DBIA
OG0005354	LOC6627734|XP_032293588.1|DVIR	LOC108027758|XP_016954800.1|DBIA
OG0005355	LOC6628640|XP_002051884.3|DVIR	LOC108029093|XP_016956672.1|DBIA
OG0005356	LOC6628639|XP_002051883.1|DVIR	LOC108029096|XP_016956675.1|DBIA
OG0005357	LOC6628880|XP_002051660.1|DVIR	LOC108033893|XP_016964033.1|DBIA
OG0005358	LOC6627735|XP_002051119.1|DVIR	LOC108033873|XP_016964004.1|DBIA
OG0005359	LOC6626691|XP_002049416.1|DVIR	LOC108022473|XP_016946911.1|DBIA
OG0005360	LOC6624036|XP_002047591.1|DVIR	LOC108035950|XP_016967242.1|DBIA
OG0005361	LOC6629110|XP_002052604.1|DVIR	LOC108033979|XP_016964189.1|DBIA
OG0005362	LOC6634122|XP_002057723.1|DVIR	LOC108034819|XP_016965389.1|DBIA
