Orthogroup	DMAU.longest_only	CQUI.longest_only
OG0004953	LOC117140520|XP_033159389.1|DMAU	LOC6042828|XP_001870825.1|CQUI
OG0004954	LOC117140983|XP_033160123.1|DMAU	LOC6044579|XP_001862072.2|CQUI
OG0004955	LOC117141318|XP_033160603.1|DMAU	LOC6039263|XP_001848898.2|CQUI
OG0004956	LOC117135563|XP_033151761.1|DMAU	LOC6039267|XP_038115125.1|CQUI
OG0004957	LOC117141142|XP_033160365.1|DMAU	LOC6044083|XP_038114695.1|CQUI
OG0004958	LOC117139992|XP_033158593.1|DMAU	LOC6044069|XP_038116052.1|CQUI
OG0004959	LOC117139264|XP_033157375.1|DMAU	LOC6044062|XP_038121183.1|CQUI
OG0004960	LOC117139262|XP_033157371.1|DMAU	LOC6044067|XP_038122351.1|CQUI
OG0004961	LOC117137752|XP_033155253.1|DMAU	LOC6044063|XP_001861634.2|CQUI
OG0004962	LOC117139582|XP_033157884.1|DMAU	LOC6044088|XP_001861631.1|CQUI
OG0004963	LOC117139033|XP_033157025.1|DMAU	LOC119768573|XP_038114513.1|CQUI
OG0004964	LOC117139642|XP_033157993.1|DMAU	LOC6051406|XP_038117934.1|CQUI
OG0004965	LOC117141675|XP_033161162.1|DMAU	LOC6045672|XP_001862990.1|CQUI
OG0004966	LOC117141674|XP_033161159.1|DMAU	LOC119769641|XP_038118806.1|CQUI
OG0004967	LOC117136173|XP_033152806.1|DMAU	LOC6047369|XP_001864441.1|CQUI
OG0004968	LOC117140814|XP_033159809.1|DMAU	LOC119769240|XP_038117101.1|CQUI
OG0004969	LOC117138183|XP_033155973.1|DMAU	LOC6053218|XP_038121462.1|CQUI
OG0004970	LOC117140285|XP_033159007.1|DMAU	LOC6053219|XP_038121463.1|CQUI
OG0004971	LOC117139517|XP_033157766.1|DMAU	LOC6038838|XP_038121464.1|CQUI
OG0004972	LOC117141081|XP_033160270.1|DMAU	LOC119770493|XP_038121416.1|CQUI, LOC119769771|XP_038119276.1|CQUI
OG0004973	LOC117141634|XP_033161078.1|DMAU	LOC6038820|XP_001848537.1|CQUI
OG0004974	LOC117140157|XP_033158820.1|DMAU	LOC6038807|XP_038117097.1|CQUI
OG0004975	LOC117139502|XP_033157724.1|DMAU	LOC6047332|XP_001864408.1|CQUI
OG0004976	LOC117139405|XP_033157564.1|DMAU	LOC6047334|XP_038120001.1|CQUI
OG0004977	LOC117136041|XP_033152569.1|DMAU	LOC6038664|XP_001848421.2|CQUI
OG0004978	LOC117135409|XP_033151445.1|DMAU	LOC6043644|XP_038118720.1|CQUI
OG0004979	LOC117141173|XP_033160400.1|DMAU	LOC6040580|XP_038119611.1|CQUI
OG0004980	LOC117141863|XP_033161436.1|DMAU	LOC6044646|XP_038121367.1|CQUI
OG0004981	LOC117139557|XP_033157843.1|DMAU	LOC6030984|XP_001841837.2|CQUI
OG0004982	LOC117139554|XP_033157838.1|DMAU	LOC6030985|XP_001841838.2|CQUI
OG0004983	LOC117140378|XP_033159133.1|DMAU	LOC6030977|XP_001841831.2|CQUI
OG0004984	LOC117141145|XP_033160369.1|DMAU	LOC6042840|XP_001870836.1|CQUI
OG0004985	LOC117139268|XP_033157380.1|DMAU	LOC6039545|XP_038118683.1|CQUI
OG0004986	LOC117140293|XP_033159021.1|DMAU	LOC6039551|XP_038120315.1|CQUI
OG0004987	LOC117139093|XP_033157105.1|DMAU	LOC6039550|XP_038119871.1|CQUI
OG0004988	LOC117139269|XP_033157383.1|DMAU	LOC6039548|XP_038121779.1|CQUI
OG0004989	LOC117140472|XP_033159312.1|DMAU	LOC6039553|XP_001849150.2|CQUI
OG0004990	LOC117137295|XP_033154558.1|DMAU	LOC6048516|XP_038118480.1|CQUI
OG0004991	LOC117137223|XP_033154467.1|DMAU	LOC6050162|XP_038114619.1|CQUI
OG0004992	LOC117137226|XP_033154474.1|DMAU	LOC119770788|XP_038122210.1|CQUI
OG0004994	LOC117141353|XP_033160649.1|DMAU	LOC6048750|XP_038120756.1|CQUI
OG0004995	LOC117138974|XP_033156922.1|DMAU	LOC6053538|XP_038122203.1|CQUI
OG0004996	LOC117139850|XP_033158388.1|DMAU	LOC6040205|XP_038115200.1|CQUI
OG0004997	LOC117138594|XP_033156666.1|DMAU	LOC6047338|XP_038120638.1|CQUI
OG0004998	LOC117138448|XP_033156453.1|DMAU	LOC6042306|XP_038120682.1|CQUI
OG0004999	LOC117139952|XP_033158531.1|DMAU	LOC6042305|XP_001851441.2|CQUI
OG0005000	LOC117137755|XP_033155260.1|DMAU	LOC6042316|XP_001851449.1|CQUI
OG0005001	LOC117140589|XP_033159486.1|DMAU	LOC6042318|XP_038117643.1|CQUI
OG0005002	LOC117145863|XP_033167574.1|DMAU	LOC6036305|XP_001846371.1|CQUI
OG0005003	LOC117139089|XP_033157099.1|DMAU	LOC6039421|XP_001849033.1|CQUI
OG0005004	LOC117140889|XP_033159932.1|DMAU	LOC6039420|XP_038117210.1|CQUI
OG0005005	LOC117140147|XP_033158806.1|DMAU	LOC6050235|XP_038121592.1|CQUI
OG0005006	LOC117140189|XP_033158856.1|DMAU	LOC6048924|XP_038118322.1|CQUI
OG0005007	LOC117141562|XP_033160960.1|DMAU	LOC6050230|XP_038118701.1|CQUI
OG0005008	LOC117141206|XP_033160450.1|DMAU	LOC6050233|XP_038117209.1|CQUI
OG0005009	LOC117139756|XP_033158213.1|DMAU	LOC6050239|XP_001866878.2|CQUI
OG0005010	LOC117139122|XP_033157160.1|DMAU	LOC6037314|XP_001847240.1|CQUI
OG0005011	LOC117136235|XP_033152909.1|DMAU	LOC6037315|XP_038115551.1|CQUI
OG0005012	LOC117141053|XP_033160230.1|DMAU	LOC6052708|XP_001868935.2|CQUI
OG0005013	LOC117146013|XP_033167828.1|DMAU	LOC6044826|XP_038117755.1|CQUI
OG0005014	LOC117141875|XP_033161452.1|DMAU	LOC6044836|XP_001862283.1|CQUI
OG0005015	LOC117139531|XP_033157792.1|DMAU	LOC6051592|XP_001868010.2|CQUI
OG0005016	LOC117140529|XP_033159404.1|DMAU	LOC6038609|XP_038118944.1|CQUI
OG0005017	LOC117141224|XP_033160474.1|DMAU	LOC6037297|XP_038114771.1|CQUI
OG0005018	LOC117139258|XP_033157366.1|DMAU	LOC6037303|XP_001847229.2|CQUI
OG0005019	LOC117139337|XP_033157475.1|DMAU	LOC6037304|XP_001847230.1|CQUI
OG0005020	LOC117136866|XP_033153857.1|DMAU	LOC6050486|XP_038120893.1|CQUI
OG0005021	LOC117137275|XP_033154539.1|DMAU	LOC6036268|XP_038119928.1|CQUI
OG0005022	LOC117142114|XP_033161901.1|DMAU	LOC6036263|XP_001846330.2|CQUI
OG0005023	LOC117137138|XP_033154329.1|DMAU	LOC6036264|XP_038115842.1|CQUI
OG0005024	LOC117139346|XP_033157487.1|DMAU	LOC6036261|XP_001846328.2|CQUI
OG0005025	LOC117139561|XP_033157848.1|DMAU	LOC6036240|XP_001846309.2|CQUI
OG0005026	LOC117140649|XP_033159579.1|DMAU	LOC6036244|XP_038121384.1|CQUI
OG0005027	LOC117140542|XP_033159422.1|DMAU	LOC6036233|XP_038121295.1|CQUI
OG0005028	LOC117145470|XP_033167035.1|DMAU	LOC6045930|XP_001863207.2|CQUI
OG0005029	LOC117139234|XP_033157331.1|DMAU	LOC6045920|XP_001863201.2|CQUI
OG0005030	LOC117141770|XP_033161292.1|DMAU	LOC6040216|XP_038119880.1|CQUI
OG0005031	LOC117139192|XP_033157252.1|DMAU	LOC6040213|XP_038117752.1|CQUI
OG0005032	LOC117140511|XP_033159377.1|DMAU	LOC6039452|XP_038117304.1|CQUI
OG0005033	LOC117139383|XP_033157531.1|DMAU	LOC6039439|XP_038117909.1|CQUI
OG0005034	LOC117140641|XP_033159572.1|DMAU	LOC6045462|XP_038119624.1|CQUI
OG0005035	LOC117140512|XP_033159378.1|DMAU	LOC6049109|XP_001865920.2|CQUI
OG0005036	LOC117139182|XP_033157242.1|DMAU	LOC6049110|XP_001865922.2|CQUI
OG0005037	LOC117139578|XP_033157877.1|DMAU	LOC6049111|XP_038120273.1|CQUI
OG0005038	LOC117140563|XP_033159451.1|DMAU	LOC6041092|XP_038116136.1|CQUI
OG0005039	LOC117142291|XP_033162072.1|DMAU	LOC6041078|XP_038119620.1|CQUI
OG0005040	LOC117141899|XP_033161492.1|DMAU	LOC6041089|XP_038118648.1|CQUI
OG0005041	LOC117139583|XP_033157885.1|DMAU	LOC6043984|XP_038121891.1|CQUI
OG0005042	LOC117141239|XP_033160493.1|DMAU	LOC6043982|XP_038121313.1|CQUI
OG0005043	LOC117136309|XP_033153047.1|DMAU	LOC6043975|XP_001861555.2|CQUI
OG0005044	LOC117136307|XP_033153045.1|DMAU	LOC6043973|XP_038118148.1|CQUI
OG0005045	LOC117137701|XP_033155161.1|DMAU	LOC6043971|XP_001861551.1|CQUI
OG0005046	LOC117136945|XP_033153984.1|DMAU	LOC6043966|XP_001861546.1|CQUI
OG0005047	LOC117142108|XP_033161885.1|DMAU	LOC119769670|XP_038118910.1|CQUI, LOC6047386|XP_038118871.1|CQUI
OG0005048	LOC117140822|XP_033159819.1|DMAU	LOC6043964|XP_038119506.1|CQUI
OG0005049	LOC117140510|XP_033159375.1|DMAU	LOC119768748|XP_038115634.1|CQUI
OG0005050	LOC117137224|XP_033154468.1|DMAU	LOC6050302|XP_038115618.1|CQUI
OG0005051	LOC117139970|XP_033158562.1|DMAU	LOC6050157|XP_001866807.2|CQUI
OG0005052	LOC117141561|XP_033160959.1|DMAU	LOC6050152|XP_038115639.1|CQUI
OG0005053	LOC117147944|XP_033171016.1|DMAU	LOC6036573|XP_001846610.2|CQUI
OG0005057	LOC117139596|XP_033157904.1|DMAU	LOC6041258|XP_038116376.1|CQUI
OG0005058	LOC117141656|XP_033161120.1|DMAU	LOC6041261|XP_038117457.1|CQUI
OG0005059	LOC117138053|XP_033155761.1|DMAU	LOC6044170|XP_038122016.1|CQUI
OG0005060	LOC117135558|XP_033151750.1|DMAU	LOC6044171|XP_038115936.1|CQUI
OG0005061	LOC117150859|XP_033173847.1|DMAU	LOC6049748|XP_001866458.2|CQUI
OG0005062	LOC117137661|XP_033155104.1|DMAU	LOC6051819|XP_038121089.1|CQUI
OG0005063	LOC117135582|XP_033151801.1|DMAU	LOC6044013|XP_038121383.1|CQUI
OG0005064	LOC117140300|XP_033159036.1|DMAU	LOC6037286|XP_001847212.2|CQUI
OG0005065	LOC117136648|XP_033153535.1|DMAU	LOC6048327|XP_038118967.1|CQUI
OG0005067	LOC117137888|XP_033155510.1|DMAU	LOC6037144|XP_038120186.1|CQUI
OG0005068	LOC117141154|XP_033160384.1|DMAU	LOC6037049|XP_001847010.1|CQUI
OG0005069	LOC117138589|XP_033156661.1|DMAU	LOC6037041|XP_038115812.1|CQUI
OG0005070	LOC117138520|XP_033156546.1|DMAU	LOC6047528|XP_038121907.1|CQUI
OG0005071	LOC117139251|XP_033157357.1|DMAU	LOC6054513|XP_038114831.1|CQUI
OG0005072	LOC117148405|XP_033171664.1|DMAU	LOC6036533|XP_001846578.2|CQUI
OG0005073	LOC117135765|XP_033152121.1|DMAU	LOC6036535|XP_038121266.1|CQUI
OG0005074	LOC117141304|XP_033160575.1|DMAU	LOC6036544|XP_038121792.1|CQUI
OG0005075	LOC117136750|XP_033153673.1|DMAU	LOC6036276|XP_038117547.1|CQUI
OG0005076	LOC117137447|XP_033154777.1|DMAU	LOC6036274|XP_038117548.1|CQUI
OG0005078	LOC117141058|XP_033160237.1|DMAU	LOC6031918|XP_038114633.1|CQUI
OG0005079	LOC117138659|XP_033156783.1|DMAU, LOC117135715|XP_033152037.1|DMAU	LOC6036188|XP_038116591.1|CQUI
OG0005080	LOC117139634|XP_033157984.1|DMAU	LOC6033569|XP_001843998.2|CQUI
OG0005081	LOC117135524|XP_033151679.1|DMAU	LOC6033555|XP_038119394.1|CQUI
OG0005082	LOC117140831|XP_033159830.1|DMAU	LOC6033536|XP_038122025.1|CQUI
OG0005083	LOC117150225|XP_033172912.1|DMAU	LOC6033535|XP_001843970.2|CQUI
OG0005084	LOC117141742|XP_033161252.1|DMAU	LOC6038416|XP_038122250.1|CQUI
OG0005085	LOC117140244|XP_033158937.1|DMAU	LOC6038412|XP_038120978.1|CQUI
OG0005086	LOC117135505|XP_033151627.1|DMAU	LOC6038411|XP_038118992.1|CQUI
OG0005087	LOC117139704|XP_033158107.1|DMAU	LOC6038405|XP_038114899.1|CQUI
OG0005088	LOC117136810|XP_033153765.1|DMAU	LOC6038385|XP_038121178.1|CQUI
OG0005089	LOC117136809|XP_033153764.1|DMAU	LOC6038260|XP_038118216.1|CQUI
OG0005090	LOC117136766|XP_033153702.1|DMAU	LOC6051933|XP_038110339.1|CQUI
OG0005091	LOC117135517|XP_033151658.1|DMAU	LOC6038240|XP_038118214.1|CQUI
OG0005092	LOC117141489|XP_033160859.1|DMAU	LOC6038873|XP_001848572.2|CQUI
OG0005093	LOC117139442|XP_033157636.1|DMAU	LOC6038875|XP_038122071.1|CQUI
OG0005094	LOC117141985|XP_033161685.1|DMAU	LOC6040611|XP_038115659.1|CQUI
OG0005095	LOC117137498|XP_033154868.1|DMAU	LOC6040617|XP_038115780.1|CQUI
OG0005096	LOC117144887|XP_033166203.1|DMAU	LOC6040626|XP_001849994.1|CQUI
OG0005097	LOC117137276|XP_033154535.1|DMAU	LOC6036430|XP_038119003.1|CQUI
OG0005098	LOC117136332|XP_033153081.1|DMAU	LOC6036428|XP_038118364.1|CQUI
OG0005099	LOC117138064|XP_033155778.1|DMAU	LOC6036413|XP_038119504.1|CQUI
OG0005100	LOC117138059|XP_033155772.1|DMAU	LOC6036412|XP_001846465.2|CQUI
OG0005101	LOC117143599|XP_033164241.1|DMAU	LOC6036404|XP_001846457.1|CQUI
OG0005102	LOC117137197|XP_033154414.1|DMAU	LOC6035467|XP_038118332.1|CQUI
OG0005103	LOC117138118|XP_033155870.1|DMAU	LOC6035478|XP_001845662.2|CQUI
OG0005104	LOC117149792|XP_033172714.1|DMAU	LOC6050895|XP_001867416.1|CQUI
OG0005105	LOC117141589|XP_033160993.1|DMAU	LOC6042843|XP_001853591.2|CQUI
OG0005106	LOC117139719|XP_033158128.1|DMAU	LOC6041987|XP_038117711.1|CQUI
OG0005107	LOC117139839|XP_033158377.1|DMAU	LOC6041984|XP_038114808.1|CQUI
OG0005108	LOC117138322|XP_033156245.1|DMAU	LOC6041972|XP_001851147.2|CQUI
OG0005109	LOC117147359|XP_033170114.1|DMAU	LOC6049627|XP_038120187.1|CQUI
OG0005110	LOC117141343|XP_033160637.1|DMAU	LOC6041010|XP_001850325.2|CQUI
OG0005111	LOC117140927|XP_033160012.1|DMAU	LOC6040982|XP_001850303.2|CQUI
OG0005112	LOC117140998|XP_033160140.1|DMAU	LOC6040981|XP_001850302.2|CQUI
OG0005113	LOC117140931|XP_033160018.1|DMAU	LOC6040983|XP_038119327.1|CQUI
OG0005114	LOC117140448|XP_033159265.1|DMAU	LOC6031301|XP_001842121.2|CQUI
OG0005115	LOC117135208|XP_033151185.1|DMAU	LOC6040026|XP_038121352.1|CQUI
OG0005116	LOC117140385|XP_033159142.1|DMAU	LOC6033575|XP_038116391.1|CQUI
OG0005117	LOC117146621|XP_033168844.1|DMAU	LOC6033582|XP_038119328.1|CQUI
OG0005118	LOC117145663|XP_033167290.1|DMAU	LOC6033583|XP_001844011.2|CQUI
OG0005119	LOC117135468|XP_033151572.1|DMAU	LOC6047935|XP_038115214.1|CQUI
OG0005120	LOC117140718|XP_033159674.1|DMAU	LOC6034650|XP_038117323.1|CQUI
OG0005121	LOC117141420|XP_033160739.1|DMAU	LOC6034619|XP_001844911.2|CQUI
OG0005122	LOC117140842|XP_033159857.1|DMAU	LOC6034613|XP_038119711.1|CQUI
OG0005123	LOC117141131|XP_033160348.1|DMAU	LOC6034608|XP_001844900.2|CQUI
OG0005124	LOC117139021|XP_033157006.1|DMAU	LOC6034597|XP_038120146.1|CQUI
OG0005125	LOC117142010|XP_033161749.1|DMAU	LOC6034595|XP_038120135.1|CQUI
OG0005126	LOC117140869|XP_033159899.1|DMAU	LOC6034586|XP_001844881.2|CQUI
OG0005127	LOC117139450|XP_033157649.1|DMAU	LOC6034572|XP_038120155.1|CQUI
OG0005128	LOC117135877|XP_033152312.1|DMAU	LOC6048528|XP_001865431.2|CQUI
OG0005129	LOC117140496|XP_033159350.1|DMAU	LOC6050361|XP_038121486.1|CQUI
OG0005130	LOC117139636|XP_033157987.1|DMAU	LOC119770387|XP_038121078.1|CQUI
OG0005131	LOC117139045|XP_033157039.1|DMAU	LOC6043145|XP_038117608.1|CQUI
OG0005132	LOC117139968|XP_033158560.1|DMAU	LOC6051820|XP_001868182.1|CQUI
OG0005133	LOC117141465|XP_033160817.1|DMAU	LOC6050837|XP_038120361.1|CQUI
OG0005134	LOC117140635|XP_033159552.1|DMAU	LOC6053181|XP_038118094.1|CQUI
OG0005135	LOC117141823|XP_033161367.1|DMAU	LOC6040246|XP_038121871.1|CQUI
OG0005136	LOC117141820|XP_033161363.1|DMAU	LOC6047556|XP_038118186.1|CQUI
OG0005137	LOC117144898|XP_033166219.1|DMAU	LOC6040230|XP_038118121.1|CQUI
OG0005138	LOC117140184|XP_033158851.1|DMAU	LOC6045922|XP_001863197.1|CQUI
OG0005139	LOC117142064|XP_033161832.1|DMAU	LOC6054772|XP_038118912.1|CQUI
OG0005140	LOC117135211|XP_033151190.1|DMAU	LOC6052506|XP_001868761.1|CQUI
OG0005141	LOC117135581|XP_033151797.1|DMAU	LOC6053153|XP_038117252.1|CQUI
OG0005142	LOC117140621|XP_033159531.1|DMAU	LOC6036833|XP_001846824.2|CQUI
OG0005143	LOC117139218|XP_033157292.1|DMAU	LOC6048137|XP_001865101.2|CQUI
OG0005144	LOC117141380|XP_033160681.1|DMAU	LOC6048136|XP_038121356.1|CQUI
OG0005145	LOC117140945|XP_033160033.1|DMAU	LOC6045374|XP_001865099.1|CQUI
OG0005146	LOC117142058|XP_033161824.1|DMAU	LOC6048154|XP_038120768.1|CQUI
OG0005147	LOC117142060|XP_033161828.1|DMAU	LOC6046866|XP_038120770.1|CQUI
OG0005148	LOC117139014|XP_033156999.1|DMAU	LOC6042326|XP_038116062.1|CQUI
OG0005149	LOC117135773|XP_033152133.1|DMAU	LOC6042328|XP_038115815.1|CQUI
OG0005150	LOC117139672|XP_033158040.1|DMAU	LOC6042337|XP_001851465.2|CQUI
OG0005151	LOC117139011|XP_033156994.1|DMAU	LOC6045499|XP_001862861.1|CQUI
OG0005152	LOC117140384|XP_033159141.1|DMAU	LOC6042340|XP_038121484.1|CQUI
OG0005153	LOC117140381|XP_033159138.1|DMAU	LOC6045506|XP_038114837.1|CQUI
OG0005154	LOC117140379|XP_033159134.1|DMAU	LOC6044906|XP_038115199.1|CQUI
OG0005155	LOC117140850|XP_033159868.1|DMAU	LOC6037186|XP_038119754.1|CQUI
OG0005156	LOC117142671|XP_033162695.1|DMAU	LOC6037163|XP_001847100.1|CQUI
OG0005157	LOC117138377|XP_033156336.1|DMAU	LOC6037152|XP_038114887.1|CQUI
OG0005158	LOC117139875|XP_033158423.1|DMAU	LOC6035490|XP_038115157.1|CQUI
OG0005159	LOC117139632|XP_033157982.1|DMAU	LOC6035487|XP_001845668.1|CQUI
OG0005160	LOC117141469|XP_033160823.1|DMAU	LOC6035479|XP_038118863.1|CQUI
OG0005161	LOC117135946|XP_033152424.1|DMAU	LOC6043802|XP_038119579.1|CQUI
OG0005162	LOC117147547|XP_033170375.1|DMAU	LOC6043791|XP_001861392.2|CQUI
OG0005163	LOC117140483|XP_033159324.1|DMAU	LOC6033516|XP_038116265.1|CQUI
OG0005164	LOC117140909|XP_033159972.1|DMAU	LOC6033486|XP_038119447.1|CQUI
OG0005165	LOC117137206|XP_033154451.1|DMAU	LOC6033464|XP_038119075.1|CQUI
OG0005166	LOC117144272|XP_033165264.1|DMAU	LOC6052584|XP_038119667.1|CQUI
OG0005167	LOC117144275|XP_033165269.1|DMAU	LOC6052583|XP_001868823.2|CQUI
OG0005168	LOC117141849|XP_033161414.1|DMAU	LOC6050599|XP_038118914.1|CQUI
OG0005169	LOC117141411|XP_033160727.1|DMAU	LOC6052233|XP_038115875.1|CQUI
OG0005170	LOC117141412|XP_033160728.1|DMAU	LOC6052228|XP_001868526.2|CQUI
OG0005171	LOC117141528|XP_033160908.1|DMAU	LOC6052229|XP_001868527.2|CQUI
OG0005172	LOC117135921|XP_033152380.1|DMAU	LOC6050816|XP_038118180.1|CQUI
OG0005173	LOC117138296|XP_033156187.1|DMAU	LOC6053984|XP_001869972.2|CQUI
OG0005174	LOC117137277|XP_033154537.1|DMAU	LOC6036836|XP_001846827.2|CQUI
OG0005175	LOC117138554|XP_033156603.1|DMAU	LOC6030833|XP_038115984.1|CQUI
OG0005176	LOC117137296|XP_033154559.1|DMAU	LOC6030790|XP_038116008.1|CQUI
OG0005177	LOC117137331|XP_033154612.1|DMAU	LOC6030788|XP_038115994.1|CQUI
OG0005178	LOC117141045|XP_033160218.1|DMAU	LOC6030819|XP_001841687.2|CQUI
OG0005179	LOC117141916|XP_033161536.1|DMAU	LOC6030806|XP_001841695.2|CQUI
OG0005180	LOC117139265|XP_033157376.1|DMAU	LOC6030843|XP_001841727.2|CQUI
OG0005181	LOC117146382|XP_033168439.1|DMAU	LOC6030846|XP_038115184.1|CQUI
OG0005182	LOC117137920|XP_033155557.1|DMAU	LOC6030849|XP_038114778.1|CQUI
OG0005183	LOC117137754|XP_033155256.1|DMAU	LOC6030853|XP_038121172.1|CQUI
OG0005184	LOC117136491|XP_033153323.1|DMAU	LOC6030855|XP_038114565.1|CQUI
OG0005185	LOC117138004|XP_033155696.1|DMAU	LOC6030857|XP_001841739.2|CQUI
OG0005186	LOC117135729|XP_033152063.1|DMAU	LOC6030862|XP_038119644.1|CQUI
OG0005189	LOC117148936|XP_033172553.1|DMAU	LOC119768798|XP_038115958.1|CQUI
OG0005191	LOC117145853|XP_033167564.1|DMAU	LOC6051822|XP_038115401.1|CQUI
OG0005192	LOC117136560|XP_033153405.1|DMAU	LOC6042901|XP_038115665.1|CQUI
OG0005193	LOC117138073|XP_033155788.1|DMAU	LOC6042894|XP_038116234.1|CQUI
OG0005194	LOC117138348|XP_033156282.1|DMAU	LOC6030941|XP_038116018.1|CQUI
OG0005195	LOC117136083|XP_033152645.1|DMAU	LOC6030939|XP_001841801.2|CQUI
OG0005196	LOC117140104|XP_033158750.1|DMAU	LOC6042982|XP_038111849.1|CQUI
OG0005197	LOC117137358|XP_033154650.1|DMAU	LOC6030936|XP_038119062.1|CQUI
OG0005198	LOC117140251|XP_033158944.1|DMAU	LOC6030933|XP_038119635.1|CQUI
OG0005199	LOC117135663|XP_033151945.1|DMAU	LOC119770639|XP_038121828.1|CQUI
OG0005200	LOC117137891|XP_033155514.1|DMAU	LOC6045730|XP_001863038.1|CQUI
OG0005201	LOC117137808|XP_033155377.1|DMAU	LOC6053185|XP_038117002.1|CQUI
OG0005202	LOC117136787|XP_033153734.1|DMAU	LOC6044309|XP_001861839.2|CQUI
OG0005203	LOC117135785|XP_033152157.1|DMAU	LOC6048111|XP_038110579.1|CQUI
OG0005204	LOC117138851|XP_033156863.1|DMAU	LOC6041408|XP_001850671.2|CQUI
OG0005205	LOC117143835|XP_033164581.1|DMAU	LOC6041406|XP_001850669.2|CQUI
OG0005206	LOC117136924|XP_033153951.1|DMAU	LOC6051787|XP_001868159.2|CQUI
OG0005207	LOC117137929|XP_033155571.1|DMAU	LOC6046469|XP_038108912.1|CQUI
OG0005208	LOC117137997|XP_033155675.1|DMAU	LOC6046463|XP_001863656.2|CQUI
OG0005209	LOC117136496|XP_033153334.1|DMAU	LOC6046464|XP_038109979.1|CQUI
OG0005210	LOC117149856|XP_033172719.1|DMAU	LOC6046465|XP_038114366.1|CQUI
OG0005211	LOC117139804|XP_033158318.1|DMAU	LOC6048636|XP_038109044.1|CQUI
OG0005213	LOC117148504|XP_033171798.1|DMAU	LOC6041305|XP_001850585.1|CQUI
OG0005214	LOC117140419|XP_033159241.1|DMAU	LOC6041316|XP_038113615.1|CQUI
OG0005215	LOC117150984|XP_033174072.1|DMAU	LOC6041317|XP_038113616.1|CQUI
OG0005216	LOC117147488|XP_033170280.1|DMAU	LOC6041324|XP_001850603.1|CQUI
OG0005217	LOC117144723|XP_033165959.1|DMAU	LOC6032431|XP_038106100.1|CQUI
OG0005218	LOC117148980|XP_033172591.1|DMAU	LOC6032434|XP_038108060.1|CQUI
OG0005219	LOC117136806|XP_033153762.1|DMAU	LOC6032437|XP_001843034.2|CQUI
OG0005220	LOC117139460|XP_033157663.1|DMAU	LOC6032438|XP_001843035.1|CQUI
OG0005221	LOC117147378|XP_033170142.1|DMAU	LOC6032440|XP_038109223.1|CQUI
OG0005222	LOC117136816|XP_033153780.1|DMAU	LOC6032445|XP_038111243.1|CQUI
OG0005223	LOC117135928|XP_033152391.1|DMAU	LOC6032464|XP_001843057.1|CQUI
OG0005224	LOC117150744|XP_033173672.1|DMAU	LOC6032489|XP_038106041.1|CQUI
OG0005225	LOC117136753|XP_033153681.1|DMAU	LOC6038603|XP_001848380.1|CQUI, LOC119769461|XP_038117900.1|CQUI
OG0005226	LOC117135511|XP_033151641.1|DMAU	LOC6034105|XP_038113260.1|CQUI
OG0005227	LOC117150351|XP_033173093.1|DMAU	LOC119767894|XP_038113700.1|CQUI
OG0005228	LOC117150505|XP_033173302.1|DMAU	LOC6034101|XP_001844474.1|CQUI
OG0005229	LOC117150930|XP_033173983.1|DMAU	LOC6034118|XP_038113399.1|CQUI
OG0005230	LOC117140588|XP_033159490.1|DMAU	LOC6038322|XP_038119425.1|CQUI, LOC6034122|XP_038109338.1|CQUI
OG0005231	LOC117147083|XP_033169741.1|DMAU	LOC6034134|XP_001844499.2|CQUI
OG0005232	LOC117136432|XP_033153240.1|DMAU	LOC6034142|XP_001844503.2|CQUI
OG0005233	LOC117150396|XP_033173150.1|DMAU	LOC6034148|XP_001844507.1|CQUI
OG0005234	LOC117150629|XP_033173489.1|DMAU	LOC6037887|XP_001847753.1|CQUI
OG0005235	LOC117148321|XP_033171548.1|DMAU	LOC6036688|XP_038112310.1|CQUI
OG0005236	LOC117142302|XP_033162083.1|DMAU	LOC6036685|XP_001846691.2|CQUI
OG0005237	LOC117150411|XP_033173173.1|DMAU	LOC6036684|XP_038109375.1|CQUI
OG0005238	LOC117146609|XP_033168829.1|DMAU	LOC6036678|XP_001846686.2|CQUI
OG0005239	LOC117150301|XP_033173019.1|DMAU	LOC6046042|XP_038111302.1|CQUI
OG0005240	LOC117137268|XP_033154527.1|DMAU	LOC6034151|XP_001844510.1|CQUI
OG0005241	LOC117135231|XP_033151241.1|DMAU	LOC6034152|XP_038114275.1|CQUI
OG0005242	LOC117147952|XP_033170990.1|DMAU	LOC6034155|XP_038113567.1|CQUI
OG0005243	LOC117150931|XP_033173987.1|DMAU	LOC6043210|XP_038108301.1|CQUI
OG0005244	LOC117143077|XP_033163436.1|DMAU	LOC6043206|XP_038110714.1|CQUI
OG0005245	LOC117142859|XP_033162998.1|DMAU	LOC6043205|XP_001857545.2|CQUI
OG0005246	LOC117145939|XP_033167713.1|DMAU	LOC6043204|XP_001857534.2|CQUI
OG0005247	LOC117138493|XP_033156514.1|DMAU	LOC6043215|XP_001857520.2|CQUI
OG0005248	LOC117142802|XP_033162899.1|DMAU	LOC6032931|XP_001843451.2|CQUI
OG0005249	LOC117144001|XP_033164846.1|DMAU	LOC6032936|XP_038110322.1|CQUI
OG0005250	LOC117142637|XP_033163267.1|DMAU	LOC6032942|XP_038113467.1|CQUI
