Orthogroup	DMAU.longest_only	AEAL.longest_only
OG0003400	LOC117142976|XP_033163217.1|DMAU	LOC115263745|XP_029722893.1|AEAL
OG0003401	LOC117145703|XP_033167336.1|DMAU	LOC109430344|XP_029722946.1|AEAL, LOC109400126|XP_029722721.1|AEAL
OG0003402	LOC117144270|XP_033165262.1|DMAU	LOC115263864|XP_029723077.1|AEAL, LOC109400044|XP_019528058.2|AEAL
OG0003403	LOC117135694|XP_033151989.1|DMAU	LOC109400110|XP_019528139.2|AEAL, LOC115263758|XP_029722950.1|AEAL
OG0003404	LOC117142751|XP_033162823.1|DMAU	LOC109400086|XP_019528100.2|AEAL, LOC109621549|XP_019931159.2|AEAL
OG0003405	LOC117137619|XP_033155041.1|DMAU	LOC115254374|XP_029707731.1|AEAL, LOC115253922|XP_029707598.1|AEAL, LOC109621612|XP_019931246.2|AEAL
OG0003406	LOC117145529|XP_033167114.1|DMAU	LOC115254348|XP_029707644.1|AEAL, LOC109621625|XP_019931262.1|AEAL, LOC109400082|XP_019528095.1|AEAL
OG0003407	LOC117145199|XP_033166652.1|DMAU	LOC109621546|XP_019931157.2|AEAL, LOC109400083|XP_019528096.1|AEAL, LOC115253921|XP_029707588.1|AEAL
OG0003408	LOC117143125|XP_033163505.1|DMAU	LOC109400091|XP_029707599.1|AEAL, LOC109621583|XP_029707642.1|AEAL
OG0003409	LOC117144080|XP_033164985.1|DMAU	LOC109400079|XP_029707603.1|AEAL, LOC115254378|XP_029707734.1|AEAL, LOC109621244|XP_029707638.1|AEAL
OG0003410	LOC117143840|XP_033164583.1|DMAU	LOC109621585|XP_019931209.1|AEAL, LOC115260390|XP_029717209.1|AEAL, LOC109400102|XP_019528129.1|AEAL
OG0003411	LOC117144206|XP_033165146.1|DMAU	LOC109621636|XP_019931280.2|AEAL, LOC109400138|XP_019528171.3|AEAL
OG0003412	LOC117145845|XP_033167549.1|DMAU	LOC109621621|XP_019931255.1|AEAL, LOC115254360|XP_029707691.1|AEAL, LOC109400054|XP_019528071.1|AEAL
OG0003413	LOC117144659|XP_033165850.1|DMAU	LOC109430399|XP_019562006.2|AEAL, LOC109408863|XP_019537776.2|AEAL
OG0003414	LOC117141810|XP_033161352.1|DMAU	LOC109430389|XP_029713498.1|AEAL, LOC109413279|XP_029716795.1|AEAL
OG0003415	LOC117148323|XP_033171546.1|DMAU	LOC115257486|XP_029712975.1|AEAL, LOC109415404|XP_029712945.1|AEAL
OG0003416	LOC117142962|XP_033163180.1|DMAU	LOC109410084|XP_019539164.2|AEAL, LOC109415407|XP_019544818.1|AEAL
OG0003417	LOC117145073|XP_033166481.1|DMAU	LOC109430221|XP_029713177.1|AEAL, LOC115257652|XP_029713353.1|AEAL
OG0003418	LOC117146005|XP_033167816.1|DMAU	LOC109430213|XP_019561805.1|AEAL
OG0003419	LOC117145082|XP_033166490.1|DMAU	LOC109430448|XP_019562064.2|AEAL
OG0003420	LOC117145697|XP_033167329.1|DMAU	LOC109432139|XP_019563987.2|AEAL
OG0003421	LOC117145726|XP_033167366.1|DMAU	LOC115257764|XP_029713568.1|AEAL, LOC109432155|XP_029712801.1|AEAL, LOC109430218|XP_029713567.1|AEAL
OG0003422	LOC117145736|XP_033167387.1|DMAU	LOC109432186|XP_029712835.1|AEAL, LOC109430195|XP_019561791.2|AEAL
OG0003423	LOC117135772|XP_033152131.1|DMAU	LOC109430732|XP_019562355.2|AEAL, LOC109429788|XP_029726717.1|AEAL
OG0003424	LOC117142818|XP_033162925.1|DMAU	LOC115258060|XP_029713923.1|AEAL, LOC109430740|XP_029712940.1|AEAL, LOC109429762|XP_019561295.2|AEAL
OG0003425	LOC117143910|XP_033164715.1|DMAU	LOC115261525|XP_029719205.1|AEAL, LOC109416149|XP_019545667.2|AEAL
OG0003426	LOC117145964|XP_033167756.1|DMAU	LOC109430716|XP_019562332.2|AEAL
OG0003427	LOC117144698|XP_033165913.1|DMAU	LOC115257536|XP_029713122.1|AEAL, LOC109430742|XP_029736351.1|AEAL, LOC109429542|XP_019561066.2|AEAL
OG0003428	LOC117139985|XP_033158580.1|DMAU	LOC109425382|XP_019556180.2|AEAL
OG0003429	LOC117136948|XP_033153988.1|DMAU	LOC109399865|XP_019527899.1|AEAL
OG0003430	LOC117146291|XP_033168194.1|DMAU	LOC115267041|XP_029729687.1|AEAL, LOC109399837|XP_029729699.1|AEAL
OG0003431	LOC117145505|XP_033167076.1|DMAU	LOC109415614|XP_029716225.1|AEAL, LOC115254040|XP_029716429.1|AEAL
OG0003432	LOC117144543|XP_033165670.1|DMAU	LOC115259608|XP_029716202.1|AEAL, LOC109416956|XP_019546618.2|AEAL
OG0003433	LOC117143352|XP_033163913.1|DMAU	LOC115259484|XP_029715943.1|AEAL, LOC109416949|XP_029715904.1|AEAL, LOC109402365|XP_029716296.1|AEAL
OG0003434	LOC117146611|XP_033168827.1|DMAU	LOC109417286|XP_019546936.2|AEAL
OG0003435	LOC117142415|XP_033162259.1|DMAU	LOC109623050|XP_019933068.2|AEAL
OG0003436	LOC117145440|XP_033166988.1|DMAU	LOC109417729|XP_029716291.1|AEAL, LOC109400487|XP_029716107.1|AEAL
OG0003437	LOC117145436|XP_033166979.1|DMAU	LOC109400476|XP_029716101.1|AEAL, LOC115259649|XP_029716288.1|AEAL
OG0003438	LOC117145438|XP_033166984.1|DMAU	LOC109417722|XP_019547377.1|AEAL, LOC115259650|XP_029716290.1|AEAL
OG0003439	LOC117142562|XP_033162504.1|DMAU	LOC109400499|XP_019528560.2|AEAL
OG0003440	LOC117142623|XP_033162609.1|DMAU	LOC109400406|XP_019528463.2|AEAL
OG0003441	LOC117144260|XP_033165253.1|DMAU	LOC109400405|XP_019528462.1|AEAL, LOC115269841|XP_029734480.1|AEAL
OG0003442	LOC117145369|XP_033166883.1|DMAU	LOC109400398|XP_019528452.2|AEAL
OG0003443	LOC117141241|XP_033160494.1|DMAU	LOC115259545|XP_029716076.1|AEAL, LOC115268780|XP_029732805.1|AEAL
OG0003444	LOC117141503|XP_033160880.1|DMAU	LOC109411850|XP_019541006.2|AEAL, LOC115259468|XP_029715903.1|AEAL, LOC115268775|XP_029732801.1|AEAL
OG0003445	LOC117148808|XP_033172343.1|DMAU	LOC115259607|XP_029716201.1|AEAL, LOC109412733|XP_029715916.1|AEAL, LOC109411853|XP_029716240.1|AEAL
OG0003446	LOC117146858|XP_033169322.1|DMAU	LOC109411857|XP_029716413.1|AEAL, LOC115259782|XP_029716434.1|AEAL, LOC115259769|XP_029716420.1|AEAL
OG0003447	LOC117146263|XP_033168125.1|DMAU	LOC115259463|XP_029715897.1|AEAL, LOC115259458|XP_029715892.1|AEAL
OG0003448	LOC117144069|XP_033164970.1|DMAU	LOC109412720|XP_019541885.1|AEAL, LOC109411863|XP_019541027.1|AEAL
OG0003449	LOC117144226|XP_033165181.1|DMAU	LOC109412718|XP_019541881.2|AEAL, LOC109411867|XP_019541032.2|AEAL
OG0003450	LOC117145551|XP_033167139.1|DMAU	LOC109411869|XP_029728536.1|AEAL, LOC109412717|XP_019541877.2|AEAL
OG0003451	LOC117142672|XP_033162696.1|DMAU	LOC109399056|XP_019527032.2|AEAL, LOC109425245|XP_029733740.1|AEAL
OG0003452	LOC117144164|XP_033165090.1|DMAU	LOC109425246|XP_029715833.1|AEAL
OG0003453	LOC117139769|XP_033158256.1|DMAU	LOC109412297|XP_019541480.2|AEAL
OG0003454	LOC117144873|XP_033166176.1|DMAU	LOC109425251|XP_019556046.2|AEAL
OG0003455	LOC117144025|XP_033164874.1|DMAU	LOC109412287|XP_019541474.2|AEAL
OG0003456	LOC117138679|XP_033156823.1|DMAU	LOC109622983|XP_029716575.1|AEAL
OG0003457	LOC117145481|XP_033167049.1|DMAU	LOC115254039|XP_029716329.1|AEAL, LOC115259538|XP_029716064.1|AEAL, LOC109622981|XP_029722654.1|AEAL, LOC109398996|XP_029712623.1|AEAL
OG0003458	LOC117145397|XP_033166923.1|DMAU	LOC109429337|XP_029715922.1|AEAL
OG0003459	LOC117145936|XP_033167704.1|DMAU	LOC115259429|XP_029715864.1|AEAL, LOC109401051|XP_029716110.1|AEAL
OG0003460	LOC117145675|XP_033167300.1|DMAU	LOC109400928|XP_019528966.2|AEAL, LOC109429316|XP_019560767.2|AEAL
OG0003461	LOC117142519|XP_033162450.1|DMAU	LOC109397184|XP_029716349.1|AEAL, LOC109414950|XP_029716284.1|AEAL
OG0003462	LOC117139815|XP_033158337.1|DMAU	LOC115257007|XP_029712098.1|AEAL, LOC109397148|XP_019525036.2|AEAL, LOC109400723|XP_029716304.1|AEAL
OG0003463	LOC117143500|XP_033164111.1|DMAU	LOC109412597|XP_029716093.1|AEAL, LOC109433466|XP_029724004.1|AEAL, LOC115259542|XP_029716068.1|AEAL
OG0003464	LOC117143770|XP_033164489.1|DMAU	LOC109398209|XP_029716409.1|AEAL, LOC109429342|XP_029716478.1|AEAL
OG0003465	LOC117144228|XP_033165184.1|DMAU	LOC115259414|XP_029715832.1|AEAL, LOC109429294|XP_019560731.2|AEAL
OG0003466	LOC117144112|XP_033165023.1|DMAU	LOC109429300|XP_029716517.1|AEAL, LOC109398223|XP_029715909.1|AEAL
OG0003467	LOC117145972|XP_033167768.1|DMAU	LOC109429310|XP_019560761.2|AEAL, LOC109400876|XP_019528909.2|AEAL
OG0003468	LOC117145785|XP_033167455.1|DMAU	LOC109398473|XP_029716195.1|AEAL, LOC115259613|XP_029716218.1|AEAL, LOC109622685|XP_019932666.2|AEAL
OG0003469	LOC117142548|XP_033162489.1|DMAU	LOC109621513|XP_019931115.1|AEAL
OG0003470	LOC117144296|XP_033165292.1|DMAU	LOC115259742|XP_029716385.1|AEAL, LOC109398475|XP_029716384.1|AEAL, LOC115259710|XP_029716352.1|AEAL
OG0003471	LOC117150905|XP_033173941.1|DMAU	LOC109403740|XP_019532155.2|AEAL, LOC109424318|XP_019554958.2|AEAL
OG0003472	LOC117150180|XP_033172905.1|DMAU	LOC109432552|XP_029727009.1|AEAL, LOC115265513|XP_029726850.1|AEAL
OG0003473	LOC117144600|XP_033165785.1|DMAU	LOC109417121|XP_019546790.2|AEAL, LOC115259523|XP_029716016.1|AEAL
OG0003474	LOC117144220|XP_033165164.1|DMAU	LOC109621294|XP_029707892.1|AEAL, LOC115259612|XP_029716212.1|AEAL, LOC109408324|XP_029716233.1|AEAL
OG0003475	LOC117144056|XP_033164954.1|DMAU	LOC109408315|XP_029715907.1|AEAL
OG0003476	LOC117146277|XP_033168163.1|DMAU	LOC109416866|XP_029719614.1|AEAL, LOC109623092|XP_019933120.2|AEAL
OG0003477	LOC117142748|XP_033162817.1|DMAU	LOC109421110|XP_019551130.2|AEAL, LOC109413893|XP_019543160.2|AEAL
OG0003478	LOC117145310|XP_033166794.1|DMAU	LOC109408842|XP_029733119.1|AEAL, LOC109421121|XP_029732766.1|AEAL, LOC115255941|XP_029710036.1|AEAL
OG0003479	LOC117142442|XP_033162296.1|DMAU	LOC109408857|XP_019537772.2|AEAL, LOC109421099|XP_029719624.1|AEAL
OG0003480	LOC117144617|XP_033165802.1|DMAU	LOC109623021|XP_019933041.1|AEAL, LOC109409089|XP_019538040.2|AEAL
OG0003481	LOC117145109|XP_033166520.1|DMAU	LOC109409090|XP_019538041.2|AEAL, LOC109623022|XP_019933042.2|AEAL
OG0003482	LOC117144699|XP_033165914.1|DMAU	LOC115257820|XP_029713635.1|AEAL, LOC109409083|XP_029713269.1|AEAL
OG0003483	LOC117143508|XP_033164121.1|DMAU	LOC115267377|XP_029730227.1|AEAL, LOC109414760|XP_019544132.2|AEAL, LOC109403605|XP_029730225.1|AEAL
OG0003484	LOC117144638|XP_033165825.1|DMAU	LOC109414745|XP_029730212.1|AEAL, LOC109430016|XP_029730217.1|AEAL
OG0003485	LOC117144563|XP_033165699.1|DMAU	LOC115267390|XP_029730234.1|AEAL, LOC109416385|XP_019545971.2|AEAL, LOC115267396|XP_029730240.1|AEAL, LOC109430023|XP_019561582.2|AEAL
OG0003486	LOC117144948|XP_033166294.1|DMAU	LOC109429993|XP_029730233.1|AEAL, LOC115267394|XP_029730238.1|AEAL, LOC115267387|XP_029730232.1|AEAL
OG0003487	LOC117145733|XP_033167384.1|DMAU	LOC109430040|XP_029730170.1|AEAL, LOC109416365|XP_029730160.1|AEAL
OG0003488	LOC117142936|XP_033163139.1|DMAU	LOC115269317|XP_029733784.1|AEAL, LOC109408282|XP_029714170.1|AEAL
OG0003489	LOC117142417|XP_033162261.1|DMAU	LOC109411496|XP_029723446.1|AEAL, LOC109415932|XP_029723435.1|AEAL, LOC115260434|XP_029717250.1|AEAL
OG0003490	LOC117143583|XP_033164222.1|DMAU	LOC109411495|XP_029723434.1|AEAL, LOC109414891|XP_029723444.1|AEAL
OG0003491	LOC117144615|XP_033165800.1|DMAU	LOC109400229|XP_029723422.1|AEAL
OG0003492	LOC117142666|XP_033162689.1|DMAU	LOC115253615|XP_029729288.1|AEAL, LOC109398360|XP_029723398.1|AEAL, LOC109398559|XP_029723396.1|AEAL
OG0003493	LOC117144350|XP_033165354.1|DMAU	LOC109423553|XP_019554086.2|AEAL
OG0003494	LOC117142617|XP_033162593.1|DMAU	LOC109423587|XP_029723281.1|AEAL, LOC115264094|XP_029723276.1|AEAL, LOC109402405|XP_029723285.1|AEAL
OG0003495	LOC117150960|XP_033174030.1|DMAU	LOC109402406|XP_019530625.2|AEAL, LOC109405461|XP_029717983.1|AEAL, LOC115254057|XP_029717984.1|AEAL
OG0003496	LOC117144239|XP_033165200.1|DMAU	LOC109405465|XP_019534099.1|AEAL, LOC109402435|XP_029718000.1|AEAL
OG0003497	LOC117143579|XP_033164217.1|DMAU	LOC109402431|XP_019530655.2|AEAL
OG0003498	LOC117141680|XP_033161167.1|DMAU	LOC109405450|XP_019534062.2|AEAL, LOC115257286|XP_029712600.1|AEAL
OG0003499	LOC117143465|XP_033164067.1|DMAU	LOC109405454|XP_029712583.1|AEAL, LOC109402419|XP_029729891.1|AEAL
OG0003500	LOC117142621|XP_033162603.1|DMAU	LOC109405408|XP_029710129.1|AEAL, LOC115257293|XP_029712614.1|AEAL
OG0003501	LOC117143132|XP_033163514.1|DMAU	LOC109405420|XP_029733819.1|AEAL
OG0003502	LOC117145570|XP_033167166.1|DMAU	LOC109416093|XP_029723481.1|AEAL, LOC109621772|XP_029723472.1|AEAL
OG0003503	LOC117142618|XP_033162594.1|DMAU	LOC109416070|XP_019545582.2|AEAL, LOC115260996|XP_029718227.1|AEAL, LOC109402926|XP_029723510.1|AEAL
OG0003504	LOC117143278|XP_033163748.1|DMAU	LOC115264192|XP_029723512.1|AEAL, LOC109416069|XP_029723497.1|AEAL
OG0003505	LOC117144791|XP_033166059.1|DMAU	LOC109415698|XP_029723536.1|AEAL, LOC109406394|XP_029723857.1|AEAL
OG0003506	LOC117143855|XP_033164608.1|DMAU	LOC109424851|XP_029723560.1|AEAL, LOC109414593|XP_019543966.2|AEAL
OG0003507	LOC117144475|XP_033165538.1|DMAU	LOC115264210|XP_029723564.1|AEAL
OG0003508	LOC117139444|XP_033157640.1|DMAU	LOC109414613|XP_019543989.2|AEAL
OG0003509	LOC117143189|XP_033163616.1|DMAU	LOC109404192|XP_019532558.2|AEAL
OG0003510	LOC117142276|XP_033162047.1|DMAU	LOC109417255|XP_029720353.1|AEAL
OG0003511	LOC117142596|XP_033162562.1|DMAU	LOC109417418|XP_029720346.1|AEAL
OG0003512	LOC117145175|XP_033166615.1|DMAU	LOC109406224|XP_019534823.2|AEAL
OG0003513	LOC117143474|XP_033164079.1|DMAU	LOC109403856|XP_019532299.2|AEAL, LOC109406217|XP_019534815.2|AEAL
OG0003514	LOC117144924|XP_033166266.1|DMAU	LOC109403858|XP_019532303.2|AEAL, LOC115264228|XP_029723619.1|AEAL
OG0003515	LOC117135767|XP_033152124.1|DMAU	LOC109432053|XP_019563898.2|AEAL, LOC109404016|XP_019532424.2|AEAL
OG0003516	LOC117143211|XP_033163648.1|DMAU	LOC109404007|XP_019532414.2|AEAL, LOC109432042|XP_019563888.2|AEAL
OG0003517	LOC117144469|XP_033165525.1|DMAU	LOC109405212|XP_019533784.1|AEAL
OG0003518	LOC117144991|XP_033166353.1|DMAU	LOC109409653|XP_019538659.2|AEAL
OG0003519	LOC117139094|XP_033157113.1|DMAU	LOC109409662|XP_019538676.2|AEAL
OG0003520	LOC117141020|XP_033160185.1|DMAU	LOC115265366|XP_029725981.1|AEAL, LOC109409658|XP_029725979.1|AEAL
OG0003521	LOC117142074|XP_033161844.1|DMAU	LOC109417298|XP_029725991.1|AEAL, LOC109417297|XP_029725996.1|AEAL
OG0003522	LOC117137485|XP_033154855.1|DMAU	LOC109409672|XP_019538693.2|AEAL, LOC109406062|XP_019534684.2|AEAL
OG0003523	LOC117150957|XP_033174027.1|DMAU	LOC115265371|XP_029726006.1|AEAL, LOC109406057|XP_019534677.2|AEAL
OG0003524	LOC117148943|XP_033172559.1|DMAU	LOC109409677|XP_029726008.1|AEAL, LOC109406067|XP_029725973.1|AEAL
OG0003525	LOC117136094|XP_033152664.1|DMAU	LOC109409680|XP_019538699.2|AEAL, LOC109406056|XP_019534676.2|AEAL
OG0003526	LOC117143473|XP_033164078.1|DMAU	LOC109409789|XP_019538838.2|AEAL, LOC115265375|XP_029726013.1|AEAL
OG0003527	LOC117136653|XP_033153540.1|DMAU	LOC109406058|XP_029726016.1|AEAL, LOC109409687|XP_029725968.1|AEAL
OG0003529	LOC117135222|XP_033151229.1|DMAU	LOC109409700|XP_019538723.2|AEAL
OG0003530	LOC117139308|XP_033157443.1|DMAU	LOC109411447|XP_019540510.1|AEAL
OG0003531	LOC117145649|XP_033167269.1|DMAU	LOC109409711|XP_019538749.2|AEAL, LOC109411460|XP_019540529.2|AEAL
OG0003532	LOC117141885|XP_033161470.1|DMAU	LOC109409715|XP_019538752.1|AEAL
OG0003533	LOC117140062|XP_033158698.1|DMAU	LOC109621711|XP_019931407.2|AEAL
OG0003534	LOC117140772|XP_033159747.1|DMAU	LOC115258397|XP_029714348.1|AEAL, LOC109621718|XP_029726171.1|AEAL
OG0003535	LOC117141761|XP_033161278.1|DMAU	LOC109621710|XP_019931406.2|AEAL
OG0003536	LOC117138163|XP_033155934.1|DMAU	LOC109407825|XP_029726194.1|AEAL
OG0003537	LOC117136751|XP_033153674.1|DMAU	LOC109409669|XP_029726231.1|AEAL
OG0003538	LOC117136641|XP_033153524.1|DMAU	LOC109409637|XP_019538645.2|AEAL
OG0003539	LOC117136085|XP_033152649.1|DMAU	LOC109409596|XP_029715702.1|AEAL, LOC109622563|XP_029726242.1|AEAL
OG0003540	LOC117139745|XP_033158196.1|DMAU	LOC109409433|XP_019538426.2|AEAL
OG0003541	LOC117142348|XP_033162158.1|DMAU	LOC109409257|XP_029716660.1|AEAL, LOC109622533|XP_029726261.1|AEAL
OG0003542	LOC117138651|XP_033156769.1|DMAU	LOC115265416|XP_029726270.1|AEAL
OG0003543	LOC117148408|XP_033171667.1|DMAU	LOC109409141|XP_029726275.1|AEAL, LOC109622529|XP_019932461.2|AEAL
OG0003544	LOC117140660|XP_033159595.1|DMAU	LOC109408917|XP_019537850.2|AEAL, LOC109622517|XP_019932442.2|AEAL
OG0003545	LOC117140480|XP_033159321.1|DMAU	LOC109423369|XP_029726386.1|AEAL
OG0003546	LOC117139402|XP_033157561.1|DMAU	LOC109423358|XP_019553876.2|AEAL
OG0003547	LOC117138635|XP_033156738.1|DMAU	LOC115265439|XP_029726420.1|AEAL, LOC115261962|XP_029719750.1|AEAL, LOC109423342|XP_019553834.1|AEAL
OG0003548	LOC117137921|XP_033155560.1|DMAU	LOC115253596|XP_029719745.1|AEAL, LOC109423340|XP_029726422.1|AEAL
OG0003549	LOC117136774|XP_033153713.1|DMAU	LOC109408531|XP_029719744.1|AEAL, LOC109423339|XP_029726427.1|AEAL
OG0003550	LOC117138451|XP_033156465.1|DMAU	LOC109423330|XP_019553818.2|AEAL
OG0003551	LOC117136858|XP_033153848.1|DMAU	LOC109423323|XP_019553798.2|AEAL
OG0003552	LOC117138128|XP_033155884.1|DMAU	LOC115265773|XP_029727581.1|AEAL
OG0003553	LOC117136931|XP_033153963.1|DMAU	LOC109423318|XP_019553794.2|AEAL
OG0003554	LOC117141345|XP_033160639.1|DMAU	LOC115254507|XP_029707905.1|AEAL, LOC109423309|XP_019553788.2|AEAL
OG0003555	LOC117141269|XP_033160530.1|DMAU	LOC109623144|XP_019933188.2|AEAL
OG0003556	LOC117139805|XP_033158319.1|DMAU	LOC109623124|XP_029726485.1|AEAL, LOC115263510|XP_029722611.1|AEAL
OG0003557	LOC117139811|XP_033158332.1|DMAU	LOC115265453|XP_029726492.1|AEAL, LOC109623122|XP_019933164.1|AEAL
OG0003558	LOC117139001|XP_033156980.1|DMAU	LOC109399283|XP_029726516.1|AEAL, LOC115264448|XP_029723998.1|AEAL
OG0003559	LOC117139282|XP_033157400.1|DMAU	LOC109399286|XP_029726533.1|AEAL
OG0003560	LOC117141098|XP_033160305.1|DMAU	LOC109429055|XP_019560436.2|AEAL
OG0003561	LOC117137628|XP_033155050.1|DMAU	LOC109399235|XP_019527216.2|AEAL
OG0003562	LOC117136791|XP_033153738.1|DMAU	LOC109399217|XP_029726551.1|AEAL
OG0003563	LOC117143110|XP_033163483.1|DMAU	LOC109399253|XP_019527237.1|AEAL
OG0003564	LOC117140348|XP_033159089.1|DMAU	LOC109399186|XP_029726564.1|AEAL
OG0003565	LOC117140241|XP_033158934.1|DMAU	LOC109419974|XP_029711979.1|AEAL, LOC109418013|XP_029726609.1|AEAL
OG0003566	LOC117143040|XP_033163368.1|DMAU	LOC115256935|XP_029711992.1|AEAL, LOC109418021|XP_029726610.1|AEAL
OG0003567	LOC117136326|XP_033153071.1|DMAU	LOC109418024|XP_019547727.2|AEAL, LOC109418026|XP_029711986.1|AEAL
OG0003568	LOC117135565|XP_033151763.1|DMAU	LOC109414816|XP_029726635.1|AEAL, LOC109418032|XP_029711974.1|AEAL
OG0003569	LOC117140136|XP_033158793.1|DMAU	LOC109414833|XP_019544221.2|AEAL
OG0003570	LOC117138581|XP_033156647.1|DMAU	LOC109418067|XP_029726677.1|AEAL
OG0003571	LOC117140695|XP_033159648.1|DMAU	LOC109418097|XP_029726742.1|AEAL
OG0003572	LOC117136604|XP_033153478.1|DMAU	LOC109418098|XP_019547827.1|AEAL
OG0003573	LOC117135820|XP_033152219.1|DMAU	LOC115259893|XP_029716547.1|AEAL, LOC109418109|XP_019547842.2|AEAL
OG0003574	LOC117139243|XP_033157344.1|DMAU	LOC109418128|XP_019547872.2|AEAL
OG0003575	LOC117139962|XP_033158552.1|DMAU	LOC109413273|XP_019542547.1|AEAL, LOC115266190|XP_029728016.1|AEAL, LOC109418873|XP_029728019.1|AEAL
OG0003576	LOC117140662|XP_033159597.1|DMAU	LOC109418936|XP_029729315.1|AEAL
OG0003577	LOC117141880|XP_033161460.1|DMAU	LOC109418942|XP_029733601.1|AEAL
OG0003578	LOC117141076|XP_033160265.1|DMAU	LOC109397801|XP_029733577.1|AEAL, LOC115255796|XP_029709779.1|AEAL
OG0003579	LOC117135883|XP_033152320.1|DMAU	LOC109418970|XP_029709782.1|AEAL, LOC109397838|XP_029733573.1|AEAL
OG0003580	LOC117135424|XP_033151470.1|DMAU	LOC109397924|XP_029709790.1|AEAL, LOC109418980|XP_029733561.1|AEAL
OG0003581	LOC117142111|XP_033161898.1|DMAU	LOC109398009|XP_029733543.1|AEAL, LOC109418986|XP_029709798.1|AEAL
OG0003582	LOC117141725|XP_033161234.1|DMAU	LOC109419708|XP_029709810.1|AEAL, LOC109398227|XP_029733528.1|AEAL
OG0003583	LOC117136213|XP_033152872.1|DMAU	LOC109419701|XP_029733504.1|AEAL, LOC109398311|XP_029709835.1|AEAL
OG0003584	LOC117138464|XP_033156481.1|DMAU	LOC109622110|XP_019931885.2|AEAL
OG0003585	LOC117140161|XP_033158825.1|DMAU	LOC109419680|XP_029713288.1|AEAL
OG0003586	LOC117146302|XP_033168229.1|DMAU	LOC109410025|XP_029725918.1|AEAL, LOC109419670|XP_029725876.1|AEAL
OG0003587	LOC117150925|XP_033173981.1|DMAU	LOC115265352|XP_029725909.1|AEAL, LOC109419662|XP_019549441.2|AEAL
OG0003588	LOC117142982|XP_033163224.1|DMAU	LOC109419652|XP_019549425.2|AEAL, LOC115264841|XP_029724715.1|AEAL, LOC115264840|XP_029724714.1|AEAL
OG0003589	LOC117137034|XP_033154130.1|DMAU	LOC115258164|XP_029714076.1|AEAL, LOC109419646|XP_029727555.1|AEAL
OG0003590	LOC117139448|XP_033157646.1|DMAU	LOC109409975|XP_029725823.1|AEAL
OG0003591	LOC117140063|XP_033158699.1|DMAU	LOC109420223|XP_029719315.1|AEAL, LOC109409970|XP_029725818.1|AEAL
OG0003592	LOC117141015|XP_033160166.1|DMAU	LOC115261621|XP_029719384.1|AEAL, LOC109398786|XP_019526725.2|AEAL, LOC109410039|XP_019539124.2|AEAL
OG0003593	LOC117140261|XP_033158957.1|DMAU	LOC115265237|XP_029725379.1|AEAL, LOC109409964|XP_029725786.1|AEAL, LOC109420230|XP_029725802.1|AEAL
OG0003594	LOC117141670|XP_033161156.1|DMAU	LOC109397329|XP_029728089.1|AEAL, LOC109420193|XP_019550062.2|AEAL
OG0003595	LOC117136953|XP_033153993.1|DMAU	LOC109397339|XP_029725766.1|AEAL, LOC109420251|XP_029725747.1|AEAL
OG0003596	LOC117136176|XP_033152809.1|DMAU	LOC115265328|XP_029725759.1|AEAL, LOC109397340|XP_019525212.1|AEAL
OG0003597	LOC117138160|XP_033155928.1|DMAU	LOC109420263|XP_019550146.2|AEAL, LOC109397352|XP_019525223.2|AEAL
OG0003598	LOC117140815|XP_033159811.1|DMAU	LOC109420279|XP_019550154.1|AEAL, LOC109397358|XP_019525229.2|AEAL, LOC115265304|XP_029725671.1|AEAL
OG0003599	LOC117136408|XP_033153203.1|DMAU	LOC109402569|XP_019530785.2|AEAL
OG0003600	LOC117139737|XP_033158169.1|DMAU	LOC109402576|XP_029716796.1|AEAL, LOC109416471|XP_029725687.1|AEAL
OG0003601	LOC117137461|XP_033154796.1|DMAU	LOC109417264|XP_029725738.1|AEAL, LOC109406408|XP_029725721.1|AEAL
OG0003602	LOC117136417|XP_033153217.1|DMAU	LOC115254555|XP_029708024.1|AEAL, LOC109415738|XP_029725729.1|AEAL
OG0003603	LOC117141200|XP_033160442.1|DMAU	LOC109414731|XP_019544110.2|AEAL, LOC115265715|XP_029727538.1|AEAL, LOC109426933|XP_019558045.2|AEAL
OG0003604	LOC117151026|XP_033174126.1|DMAU	LOC109426941|XP_029729884.1|AEAL, LOC109414738|XP_019544115.2|AEAL
OG0003605	LOC117144415|XP_033165447.1|DMAU	LOC109427218|XP_019558275.2|AEAL, LOC115265281|XP_029725599.1|AEAL
OG0003606	LOC117136285|XP_033153011.1|DMAU	LOC109427229|XP_029725600.1|AEAL, LOC109406579|XP_029712395.1|AEAL
OG0003607	LOC117135889|XP_033152327.1|DMAU	LOC109427326|XP_019558403.2|AEAL, LOC115257149|XP_029712394.1|AEAL
OG0003608	LOC117141184|XP_033160413.1|DMAU	LOC109426573|XP_019557649.1|AEAL
OG0003609	LOC117136807|XP_033153763.1|DMAU	LOC109426594|XP_019557675.1|AEAL
OG0003610	LOC117140294|XP_033159022.1|DMAU	LOC109426601|XP_019557680.2|AEAL
OG0003611	LOC117140918|XP_033159993.1|DMAU	LOC109426658|XP_019557727.1|AEAL, LOC109426659|XP_029725565.1|AEAL
OG0003612	LOC117137947|XP_033155600.1|DMAU	LOC115267285|XP_029730059.1|AEAL, LOC109426669|XP_019557745.2|AEAL
