Orthogroup	DMAU.longest_only	ASTE.longest_only
OG0004105	LOC117141711|XP_033161216.1|DMAU	LOC118505647|XP_035897622.1|ASTE
OG0004106	LOC117139691|XP_033158088.1|DMAU	LOC118504714|XP_035895444.1|ASTE
OG0004107	LOC117140846|XP_033159861.1|DMAU	LOC118504704|XP_035895430.1|ASTE
OG0004108	LOC117142707|XP_033162757.1|DMAU	LOC118504697|XP_035895418.1|ASTE
OG0004109	LOC117145039|XP_033166441.1|DMAU	LOC118504699|XP_035895421.1|ASTE
OG0004110	LOC117140790|XP_033159776.1|DMAU	LOC118504700|XP_035895422.1|ASTE
OG0004111	LOC117143428|XP_033164025.1|DMAU	LOC118504576|XP_035895110.1|ASTE
OG0004112	LOC117142769|XP_033162845.1|DMAU	LOC118504940|XP_035895928.1|ASTE, LOC118517077|XP_035918821.1|ASTE
OG0004113	LOC117148785|XP_033172287.1|DMAU	LOC118504955|XP_035895968.1|ASTE
OG0004114	LOC117146936|XP_033169473.1|DMAU	LOC118517584|XP_035919752.1|ASTE
OG0004115	LOC117146850|XP_033169301.1|DMAU	LOC118517578|XP_035919727.1|ASTE
OG0004116	LOC117144013|XP_033164858.1|DMAU	LOC118506166|XP_035898830.1|ASTE, LOC118506502|XP_035899596.1|ASTE
OG0004117	LOC117144210|XP_033165151.1|DMAU	LOC118506503|XP_035899611.1|ASTE
OG0004118	LOC117137183|XP_033154397.1|DMAU	LOC118505320|XP_035896858.1|ASTE
OG0004119	LOC117144004|XP_033164850.1|DMAU	LOC118517516|XP_035919634.1|ASTE
OG0004120	LOC117142885|XP_033163049.1|DMAU	LOC118503648|XP_035893057.1|ASTE
OG0004121	LOC117139702|XP_033158105.1|DMAU	LOC118505521|XP_035897314.1|ASTE
OG0004122	LOC117145030|XP_033166423.1|DMAU	LOC118505496|XP_035897249.1|ASTE
OG0004123	LOC117144034|XP_033164886.1|DMAU	LOC118505466|XP_035897168.1|ASTE
OG0004124	LOC117146496|XP_033168634.1|DMAU	LOC118506654|XP_035899961.1|ASTE
OG0004125	LOC117142359|XP_033162174.1|DMAU	LOC118506292|XP_035899117.1|ASTE
OG0004126	LOC117145837|XP_033167529.1|DMAU	LOC118503650|XP_035893062.1|ASTE
OG0004127	LOC117139194|XP_033157259.1|DMAU	LOC118507726|XP_035902573.1|ASTE
OG0004128	LOC117145650|XP_033167271.1|DMAU	LOC118517102|XP_035918853.1|ASTE, LOC118503686|XP_035893120.1|ASTE
OG0004129	LOC117138612|XP_033156712.1|DMAU	LOC118507635|XP_035902252.1|ASTE
OG0004130	LOC117147220|XP_033169924.1|DMAU	LOC118506342|XP_035899218.1|ASTE
OG0004131	LOC117142329|XP_033162134.1|DMAU	LOC118502610|XP_035890870.1|ASTE
OG0004132	LOC117140534|XP_033159412.1|DMAU	LOC118502608|XP_035890866.1|ASTE
OG0004133	LOC117147238|XP_033169947.1|DMAU	LOC118502604|XP_035890861.1|ASTE
OG0004134	LOC117143197|XP_033163628.1|DMAU	LOC118502589|XP_035890833.1|ASTE
OG0004135	LOC117145447|XP_033166997.1|DMAU	LOC118508524|XP_035904276.1|ASTE
OG0004136	LOC117143696|XP_033164382.1|DMAU	LOC118517519|XP_035919641.1|ASTE
OG0004137	LOC117137376|XP_033154679.1|DMAU	LOC118507016|XP_035900846.1|ASTE
OG0004138	LOC117139631|XP_033157981.1|DMAU	LOC118507025|XP_035900868.1|ASTE
OG0004139	LOC117148074|XP_033171173.1|DMAU	LOC118507024|XP_035900867.1|ASTE
OG0004140	LOC117147970|XP_033171010.1|DMAU	LOC118507062|XP_035900933.1|ASTE
OG0004141	LOC117137676|XP_033155128.1|DMAU	LOC118504344|XP_035894598.1|ASTE
OG0004142	LOC117147851|XP_033170816.1|DMAU	LOC118507677|XP_035902360.1|ASTE
OG0004143	LOC117142511|XP_033162439.1|DMAU	LOC118508546|XP_035904328.1|ASTE
OG0004145	LOC117141180|XP_033160408.1|DMAU	LOC118507764|XP_035902674.1|ASTE
OG0004146	LOC117144048|XP_033164908.1|DMAU	LOC118507113|XP_035901008.1|ASTE
OG0004147	LOC117150531|XP_033173387.1|DMAU	LOC118504360|XP_035894645.1|ASTE
OG0004148	LOC117145180|XP_033166622.1|DMAU	LOC118504589|XP_035895136.1|ASTE
OG0004149	LOC117143912|XP_033164717.1|DMAU	LOC118504602|XP_035895159.1|ASTE
OG0004150	LOC117143670|XP_033164342.1|DMAU	LOC118506521|XP_035899651.1|ASTE
OG0004151	LOC117142799|XP_033162896.1|DMAU	LOC118508253|XP_035903759.1|ASTE, LOC118515266|XP_035917847.1|ASTE
OG0004152	LOC117144990|XP_033166352.1|DMAU	LOC118508264|XP_035903788.1|ASTE
OG0004153	LOC117135710|XP_033152020.1|DMAU	LOC118508270|XP_035903804.1|ASTE
OG0004154	LOC117140491|XP_033159343.1|DMAU	LOC118508273|XP_035903807.1|ASTE
OG0004155	LOC117145227|XP_033166693.1|DMAU	LOC118503212|XP_035892095.1|ASTE
OG0004156	LOC117143049|XP_033163389.1|DMAU	LOC118503217|XP_035892103.1|ASTE
OG0004157	LOC117148527|XP_033171831.1|DMAU	LOC118503219|XP_035892105.1|ASTE
OG0004158	LOC117141168|XP_033160395.1|DMAU	LOC118504761|XP_035895582.1|ASTE
OG0004159	LOC117142989|XP_033163232.1|DMAU	LOC118504763|XP_035895584.1|ASTE
OG0004160	LOC117141821|XP_033161365.1|DMAU	LOC118504765|XP_035895588.1|ASTE
OG0004161	LOC117144764|XP_033166013.1|DMAU	LOC118502359|XP_035890461.1|ASTE
OG0004162	LOC117142425|XP_033162277.1|DMAU	LOC118505833|XP_035898081.1|ASTE
OG0004163	LOC117145348|XP_033166854.1|DMAU	LOC118502781|XP_035891271.1|ASTE
OG0004164	LOC117144335|XP_033165339.1|DMAU	LOC118506718|XP_035900124.1|ASTE
OG0004165	LOC117135958|XP_033152443.1|DMAU	LOC118505389|XP_035896993.1|ASTE
OG0004166	LOC117135740|XP_033152076.1|DMAU	LOC118506148|XP_035898794.1|ASTE
OG0004167	LOC117144584|XP_033165750.1|DMAU	LOC118503707|XP_035893163.1|ASTE
OG0004168	LOC117142834|XP_033162956.1|DMAU	LOC118507092|XP_035900974.1|ASTE
OG0004169	LOC117146963|XP_033169517.1|DMAU	LOC118506210|XP_035898920.1|ASTE
OG0004170	LOC117146819|XP_033169264.1|DMAU	LOC118504764|XP_035895585.1|ASTE
OG0004171	LOC117147581|XP_033170416.1|DMAU	LOC118504766|XP_035895589.1|ASTE
OG0004172	LOC117146381|XP_033168433.1|DMAU	LOC118507665|XP_035902334.1|ASTE
OG0004174	LOC117137142|XP_033154335.1|DMAU	LOC118503265|XP_035892202.1|ASTE
OG0004175	LOC117137239|XP_033154491.1|DMAU	LOC118508551|XP_035904334.1|ASTE
OG0004176	LOC117139456|XP_033157655.1|DMAU	LOC118502587|XP_035890831.1|ASTE
OG0004177	LOC117143048|XP_033163387.1|DMAU	LOC118508525|XP_035904286.1|ASTE
OG0004178	LOC117145023|XP_033166407.1|DMAU	LOC118507703|XP_035902468.1|ASTE
OG0004179	LOC117148159|XP_033171284.1|DMAU	LOC118503010|XP_035891719.1|ASTE
OG0004180	LOC117142461|XP_033162334.1|DMAU	LOC118502987|XP_035891672.1|ASTE
OG0004181	LOC117142277|XP_033162049.1|DMAU	LOC118506967|XP_035900695.1|ASTE
OG0004182	LOC117141856|XP_033161423.1|DMAU	LOC118505695|XP_035897728.1|ASTE
OG0004183	LOC117140680|XP_033159626.1|DMAU	LOC118505696|XP_035897734.1|ASTE
OG0004184	LOC117139144|XP_033157187.1|DMAU	LOC118507627|XP_035902241.1|ASTE
OG0004185	LOC117150492|XP_033173286.1|DMAU	LOC118514121|XP_035916600.1|ASTE
OG0004186	LOC117146625|XP_033168848.1|DMAU	LOC118507590|XP_035902146.1|ASTE
OG0004187	LOC117143552|XP_033164183.1|DMAU	LOC118507583|XP_035902137.1|ASTE
OG0004188	LOC117142701|XP_033162749.1|DMAU	LOC118507705|XP_035902489.1|ASTE
OG0004189	LOC117142698|XP_033162746.1|DMAU	LOC118507711|XP_035902499.1|ASTE
OG0004190	LOC117144806|XP_033166072.1|DMAU	LOC118507723|XP_035902567.1|ASTE
OG0004191	LOC117143379|XP_033163947.1|DMAU	LOC118507725|XP_035902571.1|ASTE
OG0004192	LOC117144330|XP_033165334.1|DMAU	LOC118505710|XP_035897772.1|ASTE, LOC118505711|XP_035897776.1|ASTE
OG0004193	LOC117148396|XP_033171651.1|DMAU	LOC118505706|XP_035897752.1|ASTE, LOC118505712|XP_035897778.1|ASTE
OG0004194	LOC117142877|XP_033163039.1|DMAU	LOC118508426|XP_035904095.1|ASTE
OG0004195	LOC117148599|XP_033171971.1|DMAU	LOC118507941|XP_035903152.1|ASTE
OG0004196	LOC117142401|XP_033162239.1|DMAU	LOC118507939|XP_035903147.1|ASTE
OG0004197	LOC117145336|XP_033166838.1|DMAU	LOC118507950|XP_035903168.1|ASTE
OG0004198	LOC117142996|XP_033163242.1|DMAU	LOC118502650|XP_035890992.1|ASTE
OG0004199	LOC117144917|XP_033166254.1|DMAU	LOC118506988|XP_035900753.1|ASTE
OG0004200	LOC117137002|XP_033154079.1|DMAU	LOC118502793|XP_035891288.1|ASTE
OG0004201	LOC117145730|XP_033167380.1|DMAU	LOC118502795|XP_035891295.1|ASTE
OG0004202	LOC117144946|XP_033166291.1|DMAU	LOC118502799|XP_035891306.1|ASTE
OG0004203	LOC117142330|XP_033162135.1|DMAU	LOC118502800|XP_035891307.1|ASTE
OG0004204	LOC117139853|XP_033158393.1|DMAU	LOC118506925|XP_035900618.1|ASTE
OG0004205	LOC117140030|XP_033158653.1|DMAU	LOC118505697|XP_035897737.1|ASTE, LOC118505720|XP_035897794.1|ASTE
OG0004206	LOC117142726|XP_033162785.1|DMAU	LOC118506558|XP_035899771.1|ASTE
OG0004207	LOC117142408|XP_033162248.1|DMAU	LOC118506559|XP_035899772.1|ASTE
OG0004208	LOC117142458|XP_033162332.1|DMAU	LOC118506565|XP_035899780.1|ASTE
OG0004209	LOC117145455|XP_033167015.1|DMAU	LOC118504314|XP_035894514.1|ASTE
OG0004210	LOC117142600|XP_033162570.1|DMAU	LOC118506692|XP_035900057.1|ASTE
OG0004211	LOC117135319|XP_033151439.1|DMAU	LOC118506686|XP_035900049.1|ASTE
OG0004212	LOC117142428|XP_033162279.1|DMAU	LOC118506734|XP_035900166.1|ASTE
OG0004213	LOC117142942|XP_033163147.1|DMAU	LOC118505062|XP_035896233.1|ASTE
OG0004214	LOC117135683|XP_033151976.1|DMAU	LOC118505258|XP_035896709.1|ASTE
OG0004215	LOC117135631|XP_033151897.1|DMAU	LOC118504502|XP_035894921.1|ASTE
OG0004216	LOC117141383|XP_033160686.1|DMAU	LOC118508360|XP_035903971.1|ASTE
OG0004217	LOC117140899|XP_033159947.1|DMAU	LOC118508355|XP_035903952.1|ASTE
OG0004218	LOC117148424|XP_033171687.1|DMAU	LOC118505413|XP_035897055.1|ASTE
OG0004219	LOC117143565|XP_033164201.1|DMAU	LOC118507682|XP_035902375.1|ASTE
OG0004220	LOC117143185|XP_033163593.1|DMAU	LOC118508358|XP_035903955.1|ASTE
OG0004221	LOC117144852|XP_033166146.1|DMAU	LOC118506423|XP_035899413.1|ASTE
OG0004222	LOC117143332|XP_033163881.1|DMAU	LOC118506425|XP_035899418.1|ASTE
OG0004223	LOC117143323|XP_033163868.1|DMAU	LOC118503185|XP_035892056.1|ASTE
OG0004224	LOC117144261|XP_033165249.1|DMAU	LOC118503184|XP_035892053.1|ASTE
OG0004225	LOC117147297|XP_033170035.1|DMAU	LOC118503188|XP_035892062.1|ASTE
OG0004226	LOC117143729|XP_033164424.1|DMAU	LOC118505803|XP_035898036.1|ASTE
OG0004227	LOC117142328|XP_033162130.1|DMAU	LOC118506219|XP_035898945.1|ASTE
OG0004228	LOC117142331|XP_033162138.1|DMAU	LOC118504310|XP_035894505.1|ASTE
OG0004230	LOC117148519|XP_033171817.1|DMAU	LOC118503248|XP_035892166.1|ASTE
OG0004231	LOC117141797|XP_033161330.1|DMAU	LOC118505397|XP_035897018.1|ASTE
OG0004232	LOC117141800|XP_033161336.1|DMAU	LOC118505399|XP_035897023.1|ASTE
OG0004233	LOC117141799|XP_033161335.1|DMAU	LOC118505398|XP_035897019.1|ASTE
OG0004234	LOC117140613|XP_033159518.1|DMAU	LOC118508510|XP_035904244.1|ASTE
OG0004235	LOC117147301|XP_033170038.1|DMAU	LOC118508508|XP_035904239.1|ASTE
OG0004236	LOC117143811|XP_033164548.1|DMAU	LOC118506870|XP_035900499.1|ASTE
OG0004237	LOC117144408|XP_033165438.1|DMAU	LOC118507935|XP_035903132.1|ASTE
OG0004238	LOC117143964|XP_033164788.1|DMAU	LOC118503616|XP_035892994.1|ASTE
OG0004239	LOC117145700|XP_033167332.1|DMAU	LOC118503618|XP_035892996.1|ASTE
OG0004240	LOC117143776|XP_033164495.1|DMAU	LOC118506161|XP_035898826.1|ASTE
OG0004241	LOC117142766|XP_033162839.1|DMAU	LOC118504248|XP_035894367.1|ASTE
OG0004242	LOC117143394|XP_033163974.1|DMAU	LOC118504249|XP_035894368.1|ASTE
OG0004243	LOC117139953|XP_033158532.1|DMAU	LOC118504991|XP_035896062.1|ASTE
OG0004244	LOC117142880|XP_033163042.1|DMAU	LOC118505012|XP_035896093.1|ASTE
OG0004245	LOC117141931|XP_033161560.1|DMAU	LOC118506325|XP_035899174.1|ASTE
OG0004246	LOC117140191|XP_033158860.1|DMAU	LOC118504322|XP_035894543.1|ASTE
OG0004247	LOC117148683|XP_033172114.1|DMAU	LOC118505070|XP_035896246.1|ASTE
OG0004248	LOC117137246|XP_033154498.1|DMAU	LOC118505096|XP_035896291.1|ASTE
OG0004249	LOC117141193|XP_033160432.1|DMAU	LOC118505010|XP_035896091.1|ASTE
OG0004250	LOC117136715|XP_033153632.1|DMAU	LOC118504992|XP_035896063.1|ASTE
OG0004251	LOC117148879|XP_033172454.1|DMAU	LOC118504980|XP_035896016.1|ASTE
OG0004252	LOC117142421|XP_033162272.1|DMAU	LOC118504981|XP_035896027.1|ASTE
OG0004253	LOC117145114|XP_033166525.1|DMAU	LOC118507563|XP_035902077.1|ASTE
OG0004254	LOC117147233|XP_033169935.1|DMAU	LOC118504382|XP_035894686.1|ASTE
OG0004255	LOC117150831|XP_033173789.1|DMAU	LOC118502881|XP_035891493.1|ASTE
OG0004257	LOC117145191|XP_033166643.1|DMAU	LOC118506328|XP_035899183.1|ASTE
OG0004258	LOC117145906|XP_033167649.1|DMAU	LOC118507082|XP_035900958.1|ASTE
OG0004259	LOC117136140|XP_033152737.1|DMAU	LOC118507083|XP_035900960.1|ASTE
OG0004260	LOC117145158|XP_033166592.1|DMAU	LOC118505153|XP_035896431.1|ASTE
OG0004261	LOC117144262|XP_033165251.1|DMAU	LOC118505167|XP_035896466.1|ASTE
OG0004262	LOC117144883|XP_033166185.1|DMAU	LOC118517340|XP_035919217.1|ASTE, LOC118511197|XP_035909863.1|ASTE
OG0004263	LOC117142429|XP_033162280.1|DMAU	LOC118510984|XP_035909384.1|ASTE
OG0004264	LOC117142572|XP_033162531.1|DMAU	LOC118510977|XP_035909371.1|ASTE
OG0004265	LOC117144232|XP_033165191.1|DMAU	LOC118510946|XP_035909277.1|ASTE
OG0004266	LOC117144962|XP_033166312.1|DMAU	LOC118502502|XP_035890628.1|ASTE
OG0004267	LOC117144853|XP_033166147.1|DMAU	LOC118504237|XP_035894352.1|ASTE
OG0004268	LOC117136132|XP_033152726.1|DMAU	LOC118504267|XP_035894389.1|ASTE
OG0004269	LOC117138246|XP_033156088.1|DMAU	LOC118505815|XP_035898053.1|ASTE
OG0004270	LOC117136079|XP_033152639.1|DMAU	LOC118508278|XP_035903812.1|ASTE
OG0004271	LOC117138137|XP_033155902.1|DMAU	LOC118511195|XP_035909861.1|ASTE, LOC118517338|XP_035919215.1|ASTE
OG0004272	LOC117144768|XP_033166022.1|DMAU	LOC118505799|XP_035898027.1|ASTE
OG0004273	LOC117143647|XP_033164317.1|DMAU	LOC118505798|XP_035898026.1|ASTE
OG0004274	LOC117146698|XP_033168979.1|DMAU	LOC118507972|XP_035903197.1|ASTE
OG0004275	LOC117146582|XP_033168787.1|DMAU	LOC118512407|XP_035912692.1|ASTE
OG0004276	LOC117140808|XP_033159800.1|DMAU	LOC118515259|XP_035917837.1|ASTE, LOC118505938|XP_035898350.1|ASTE
OG0004278	LOC117148256|XP_033171452.1|DMAU	LOC118506006|XP_035898484.1|ASTE
OG0004279	LOC117147101|XP_033169762.1|DMAU	LOC118506015|XP_035898494.1|ASTE
OG0004280	LOC117146701|XP_033168993.1|DMAU	LOC118506020|XP_035898499.1|ASTE
OG0004281	LOC117136398|XP_033153185.1|DMAU	LOC118504065|XP_035893996.1|ASTE
OG0004282	LOC117136503|XP_033153338.1|DMAU	LOC118507240|XP_035901385.1|ASTE
OG0004283	LOC117136504|XP_033153339.1|DMAU	LOC118507297|XP_035901554.1|ASTE
OG0004284	LOC117151099|XP_033151016.1|DMAU	LOC118517628|XP_035919832.1|ASTE
OG0004285	LOC117142819|XP_033162926.1|DMAU	LOC118505779|XP_035897949.1|ASTE
OG0004286	LOC117139682|XP_033158056.1|DMAU	LOC118503484|XP_035892679.1|ASTE
OG0004287	LOC117140811|XP_033159804.1|DMAU	LOC118503487|XP_035892682.1|ASTE
OG0004288	LOC117142047|XP_033161810.1|DMAU	LOC118504005|XP_035893854.1|ASTE
OG0004289	LOC117139529|XP_033157782.1|DMAU	LOC118504052|XP_035893963.1|ASTE
OG0004290	LOC117135477|XP_033151583.1|DMAU	LOC118503473|XP_035892663.1|ASTE
OG0004291	LOC117137222|XP_033154466.1|DMAU	LOC118503543|XP_035892836.1|ASTE
OG0004292	LOC117141673|XP_033161157.1|DMAU	LOC118505280|XP_035896743.1|ASTE
OG0004293	LOC117141715|XP_033161219.1|DMAU	LOC118505283|XP_035896757.1|ASTE
OG0004294	LOC117140029|XP_033158651.1|DMAU	LOC118503422|XP_035892552.1|ASTE
OG0004295	LOC117139822|XP_033158347.1|DMAU	LOC118503416|XP_035892544.1|ASTE
OG0004296	LOC117140789|XP_033159775.1|DMAU	LOC118503414|XP_035892541.1|ASTE
OG0004297	LOC117136126|XP_033152719.1|DMAU	LOC118507918|XP_035903112.1|ASTE
OG0004298	LOC117135600|XP_033151837.1|DMAU	LOC118507235|XP_035901378.1|ASTE
OG0004299	LOC117138600|XP_033156673.1|DMAU	LOC118507230|XP_035901303.1|ASTE
OG0004300	LOC117137248|XP_033154500.1|DMAU	LOC118505972|XP_035898414.1|ASTE
OG0004301	LOC117141075|XP_033160264.1|DMAU	LOC118505969|XP_035898406.1|ASTE
OG0004302	LOC117138248|XP_033156092.1|DMAU	LOC118508024|XP_035903307.1|ASTE
OG0004303	LOC117135924|XP_033152383.1|DMAU	LOC118504748|XP_035895537.1|ASTE
OG0004304	LOC117137926|XP_033155567.1|DMAU	LOC118504749|XP_035895538.1|ASTE
OG0004305	LOC117135439|XP_033151499.1|DMAU	LOC118503523|XP_035892776.1|ASTE
OG0004306	LOC117136624|XP_033153504.1|DMAU	LOC118508027|XP_035903319.1|ASTE
OG0004307	LOC117135822|XP_033152222.1|DMAU	LOC118503971|XP_035893788.1|ASTE
OG0004308	LOC117135741|XP_033152077.1|DMAU	LOC118503979|XP_035893807.1|ASTE
OG0004309	LOC117141140|XP_033160364.1|DMAU	LOC118507993|XP_035903255.1|ASTE
OG0004310	LOC117137390|XP_033154697.1|DMAU	LOC118503500|XP_035892727.1|ASTE
OG0004311	LOC117140243|XP_033158936.1|DMAU	LOC118516469|XP_035918266.1|ASTE, LOC118505889|XP_035898230.1|ASTE
OG0004312	LOC117138257|XP_033156110.1|DMAU	LOC118512403|XP_035912682.1|ASTE
OG0004313	LOC117135672|XP_033151957.1|DMAU	LOC118503960|XP_035893746.1|ASTE
OG0004314	LOC117138422|XP_033156419.1|DMAU	LOC118504023|XP_035893894.1|ASTE
OG0004315	LOC117136900|XP_033153907.1|DMAU	LOC118504029|XP_035893902.1|ASTE
OG0004316	LOC117138262|XP_033156117.1|DMAU	LOC118505842|XP_035898095.1|ASTE
OG0004317	LOC117136400|XP_033153186.1|DMAU	LOC118507927|XP_035903123.1|ASTE
OG0004318	LOC117138256|XP_033156108.1|DMAU	LOC118503447|XP_035892605.1|ASTE
OG0004319	LOC117137141|XP_033154333.1|DMAU	LOC118503931|XP_035893670.1|ASTE
OG0004320	LOC117142807|XP_033162906.1|DMAU	LOC118503915|XP_035893605.1|ASTE
OG0004321	LOC117135191|XP_033151152.1|DMAU	LOC118505977|XP_035898425.1|ASTE
OG0004322	LOC117144637|XP_033165823.1|DMAU	LOC118504151|XP_035894169.1|ASTE
OG0004323	LOC117139695|XP_033158092.1|DMAU	LOC118516332|XP_035918033.1|ASTE, LOC118506065|XP_035898613.1|ASTE, LOC118516527|XP_035918354.1|ASTE
OG0004324	LOC117150374|XP_033173127.1|DMAU	LOC118516333|XP_035918035.1|ASTE, LOC118506066|XP_035898617.1|ASTE
OG0004325	LOC117135546|XP_033151730.1|DMAU	LOC118506064|XP_035898610.1|ASTE
OG0004326	LOC117135542|XP_033151725.1|DMAU	LOC118506046|XP_035898570.1|ASTE
OG0004327	LOC117147502|XP_033170297.1|DMAU	LOC118511216|XP_035909903.1|ASTE, LOC118517157|XP_035918918.1|ASTE
OG0004328	LOC117138495|XP_033156516.1|DMAU	LOC118508201|XP_035903661.1|ASTE
OG0004329	LOC117138412|XP_033156379.1|DMAU	LOC118508191|XP_035903645.1|ASTE
OG0004330	LOC117138110|XP_033155863.1|DMAU	LOC118508180|XP_035903631.1|ASTE
OG0004331	LOC117137161|XP_033154363.1|DMAU	LOC118508172|XP_035903614.1|ASTE
OG0004332	LOC117150208|XP_033172898.1|DMAU	LOC118505308|XP_035896838.1|ASTE
OG0004333	LOC117138982|XP_033156985.1|DMAU	LOC118505331|XP_035896872.1|ASTE
OG0004334	LOC117149093|XP_033172631.1|DMAU	LOC118508439|XP_035904111.1|ASTE
OG0004335	LOC117138161|XP_033155930.1|DMAU	LOC118503942|XP_035893712.1|ASTE
OG0004336	LOC117138389|XP_033156352.1|DMAU	LOC118507608|XP_035902177.1|ASTE
OG0004337	LOC117150560|XP_033173399.1|DMAU	LOC118503951|XP_035893730.1|ASTE
OG0004338	LOC117139572|XP_033157869.1|DMAU	LOC118507290|XP_035901537.1|ASTE
OG0004339	LOC117135509|XP_033151636.1|DMAU	LOC118507339|XP_035901620.1|ASTE
OG0004340	LOC117135508|XP_033151635.1|DMAU	LOC118507327|XP_035901609.1|ASTE
OG0004341	LOC117136837|XP_033153809.1|DMAU	LOC118507318|XP_035901599.1|ASTE
OG0004342	LOC117138688|XP_033156836.1|DMAU	LOC118517641|XP_035919850.1|ASTE
OG0004343	LOC117137148|XP_033154343.1|DMAU	LOC118517640|XP_035919846.1|ASTE
OG0004344	LOC117137011|XP_033154091.1|DMAU	LOC118505868|XP_035898178.1|ASTE
OG0004345	LOC117148125|XP_033171243.1|DMAU	LOC118506029|XP_035898539.1|ASTE
OG0004346	LOC117137465|XP_033154802.1|DMAU	LOC118506027|XP_035898533.1|ASTE
OG0004347	LOC117136125|XP_033152717.1|DMAU	LOC118506026|XP_035898532.1|ASTE
OG0004348	LOC117137540|XP_033154928.1|DMAU	LOC118507441|XP_035901815.1|ASTE
OG0004349	LOC117137660|XP_033155091.1|DMAU	LOC118503536|XP_035892815.1|ASTE
OG0004350	LOC117138386|XP_033156348.1|DMAU	LOC118503956|XP_035893737.1|ASTE
OG0004351	LOC117136068|XP_033152608.1|DMAU	LOC118505941|XP_035898355.1|ASTE
OG0004352	LOC117144067|XP_033164967.1|DMAU	LOC118512424|XP_035912721.1|ASTE
OG0004353	LOC117142952|XP_033163168.1|DMAU	LOC118517723|XP_035920067.1|ASTE
OG0004354	LOC117143272|XP_033163741.1|DMAU	LOC118517726|XP_035920070.1|ASTE
OG0004355	LOC117144240|XP_033165201.1|DMAU	LOC118512369|XP_035912606.1|ASTE
OG0004356	LOC117136578|XP_033153439.1|DMAU	LOC118507362|XP_035901670.1|ASTE
OG0004357	LOC117136628|XP_033153507.1|DMAU	LOC118505922|XP_035898308.1|ASTE
OG0004358	LOC117136340|XP_033153094.1|DMAU	LOC118503413|XP_035892540.1|ASTE
OG0004359	LOC117135529|XP_033151683.1|DMAU	LOC118504848|XP_035895752.1|ASTE
OG0004360	LOC117140304|XP_033159039.1|DMAU	LOC118507581|XP_035902130.1|ASTE
OG0004361	LOC117143827|XP_033164564.1|DMAU	LOC118510943|XP_035909272.1|ASTE
OG0004362	LOC117139639|XP_033157990.1|DMAU	LOC118510093|XP_035907403.1|ASTE
OG0004363	LOC117148129|XP_033171245.1|DMAU	LOC118505210|XP_035896611.1|ASTE
OG0004364	LOC117136721|XP_033153638.1|DMAU	LOC118507214|XP_035901206.1|ASTE
OG0004365	LOC117137116|XP_033154299.1|DMAU	LOC118506305|XP_035899146.1|ASTE
OG0004366	LOC117147120|XP_033169781.1|DMAU	LOC118514129|XP_035916609.1|ASTE
OG0004367	LOC117139208|XP_033157276.1|DMAU	LOC118506083|XP_035898656.1|ASTE, LOC118516530|XP_035918365.1|ASTE
OG0004368	LOC117140895|XP_033159940.1|DMAU	LOC118516534|XP_035918372.1|ASTE, LOC118506071|XP_035898626.1|ASTE
OG0004369	LOC117137640|XP_033155064.1|DMAU	LOC118507154|XP_035901085.1|ASTE
OG0004370	LOC117137905|XP_033155539.1|DMAU	LOC118507255|XP_035901435.1|ASTE
OG0004371	LOC117148347|XP_033171574.1|DMAU	LOC118504107|XP_035894087.1|ASTE
OG0004372	LOC117137156|XP_033154357.1|DMAU	LOC118504078|XP_035894035.1|ASTE
OG0004373	LOC117145429|XP_033166967.1|DMAU	LOC118504116|XP_035894100.1|ASTE
OG0004374	LOC117137472|XP_033154811.1|DMAU	LOC118505919|XP_035898281.1|ASTE
OG0004375	LOC117140598|XP_033159499.1|DMAU	LOC118505929|XP_035898328.1|ASTE
OG0004376	LOC117141408|XP_033160722.1|DMAU	LOC118507167|XP_035901124.1|ASTE
OG0004377	LOC117140376|XP_033159132.1|DMAU	LOC118512381|XP_035912644.1|ASTE
OG0004378	LOC117138217|XP_033156048.1|DMAU	LOC118507234|XP_035901373.1|ASTE
OG0004379	LOC117137118|XP_033154301.1|DMAU	LOC118508153|XP_035903583.1|ASTE
OG0004380	LOC117137510|XP_033154882.1|DMAU	LOC118505918|XP_035898280.1|ASTE
OG0004381	LOC117143893|XP_033164688.1|DMAU	LOC118508196|XP_035903651.1|ASTE, LOC118504729|XP_035895474.1|ASTE
OG0004382	LOC117137686|XP_033155146.1|DMAU	LOC118507418|XP_035901777.1|ASTE
OG0004383	LOC117136373|XP_033153154.1|DMAU	LOC118507420|XP_035901779.1|ASTE
OG0004384	LOC117136379|XP_033153161.1|DMAU	LOC118507423|XP_035901786.1|ASTE
OG0004385	LOC117136440|XP_033153247.1|DMAU	LOC118517351|XP_035919244.1|ASTE, LOC118507429|XP_035901794.1|ASTE
OG0004386	LOC117137643|XP_033155068.1|DMAU	LOC118517208|XP_035919063.1|ASTE, LOC118507430|XP_035901795.1|ASTE
OG0004387	LOC117139276|XP_033157393.1|DMAU	LOC118503043|XP_035891769.1|ASTE
OG0004388	LOC117137845|XP_033155438.1|DMAU	LOC118506276|XP_035899083.1|ASTE
OG0004389	LOC117139142|XP_033157184.1|DMAU	LOC118506216|XP_035898930.1|ASTE
OG0004390	LOC117140453|XP_033159274.1|DMAU	LOC118508023|XP_035903305.1|ASTE
OG0004391	LOC117138052|XP_033155759.1|DMAU	LOC118505281|XP_035896745.1|ASTE
