Orthogroup	DMAU.longest_only	CCAP.longest_only
OG0004136	LOC117143696|XP_033164382.1|DMAU	CCAP1982_LOCUS726|CAD6991826.1|CCAP
OG0004137	LOC117137376|XP_033154679.1|DMAU	CCAP1982_LOCUS22274|CAD7014271.1|CCAP
OG0004140	LOC117147970|XP_033171010.1|DMAU	CCAP1982_LOCUS21111|CAD7013025.1|CCAP
OG0004141	LOC117137676|XP_033155128.1|DMAU	CCAP1982_LOCUS20108|CAD7011997.1|CCAP
OG0004143	LOC117142511|XP_033162439.1|DMAU	CCAP1982_LOCUS165|CAD6991228.1|CCAP
OG0004144	LOC117135300|XP_033151368.1|DMAU	CCAP1982_LOCUS12765|CAD7004349.1|CCAP
OG0004145	LOC117141180|XP_033160408.1|DMAU	CCAP1982_LOCUS11264|CAD7002794.1|CCAP
OG0004146	LOC117144048|XP_033164908.1|DMAU	CCAP1982_LOCUS4817|CAD6996122.1|CCAP
OG0004147	LOC117150531|XP_033173387.1|DMAU	CCAP1982_LOCUS6285|CAD6997654.1|CCAP
OG0004148	LOC117145180|XP_033166622.1|DMAU	CCAP1982_LOCUS4228|CAD6995515.1|CCAP, CCAP1982_LOCUS4229|CAD6995516.1|CCAP
OG0004149	LOC117143912|XP_033164717.1|DMAU	CCAP1982_LOCUS874|CAD6991987.1|CCAP, CCAP1982_LOCUS871|CAD6991984.1|CCAP
OG0004150	LOC117143670|XP_033164342.1|DMAU	CCAP1982_LOCUS437|CAD6991518.1|CCAP
OG0004151	LOC117142799|XP_033162896.1|DMAU	CCAP1982_LOCUS129|CAD6991191.1|CCAP, CCAP1982_LOCUS130|CAD6991192.1|CCAP
OG0004152	LOC117144990|XP_033166352.1|DMAU	CCAP1982_LOCUS5029|CAD6996351.1|CCAP
OG0004153	LOC117135710|XP_033152020.1|DMAU	CCAP1982_LOCUS21634|CAD7013578.1|CCAP
OG0004154	LOC117140491|XP_033159343.1|DMAU	CCAP1982_LOCUS13327|CAD7004948.1|CCAP
OG0004155	LOC117145227|XP_033166693.1|DMAU	CCAP1982_LOCUS4683|CAD6995973.1|CCAP
OG0004157	LOC117148527|XP_033171831.1|DMAU	CCAP1982_LOCUS4311|CAD6995604.1|CCAP
OG0004158	LOC117141168|XP_033160395.1|DMAU	CCAP1982_LOCUS10978|CAD7002489.1|CCAP
OG0004159	LOC117142989|XP_033163232.1|DMAU	CCAP1982_LOCUS685|CAD6991780.1|CCAP
OG0004160	LOC117141821|XP_033161365.1|DMAU	CCAP1982_LOCUS11609|CAD7003148.1|CCAP
OG0004161	LOC117144764|XP_033166013.1|DMAU	CCAP1982_LOCUS597|CAD6991684.1|CCAP
OG0004162	LOC117142425|XP_033162277.1|DMAU	CCAP1982_LOCUS4533|CAD6995831.1|CCAP, CCAP1982_LOCUS698|CAD6991794.1|CCAP, CCAP1982_LOCUS4534|CAD6995832.1|CCAP
OG0004163	LOC117145348|XP_033166854.1|DMAU	CCAP1982_LOCUS850|CAD6991962.1|CCAP
OG0004164	LOC117144335|XP_033165339.1|DMAU	CCAP1982_LOCUS4677|CAD6995966.1|CCAP
OG0004165	LOC117135958|XP_033152443.1|DMAU	CCAP1982_LOCUS19717|CAD7011628.1|CCAP
OG0004166	LOC117135740|XP_033152076.1|DMAU	CCAP1982_LOCUS21133|CAD7013051.1|CCAP
OG0004167	LOC117144584|XP_033165750.1|DMAU	CCAP1982_LOCUS5177|CAD6996509.1|CCAP
OG0004168	LOC117142834|XP_033162956.1|DMAU	CCAP1982_LOCUS2525|CAD6993726.1|CCAP
OG0004173	LOC117135849|XP_033152257.1|DMAU	CCAP1982_LOCUS19432|CAD7011327.1|CCAP
OG0004174	LOC117137142|XP_033154335.1|DMAU	CCAP1982_LOCUS20560|CAD7012483.1|CCAP
OG0004175	LOC117137239|XP_033154491.1|DMAU	CCAP1982_LOCUS19897|CAD7011786.1|CCAP
OG0004176	LOC117139456|XP_033157655.1|DMAU	CCAP1982_LOCUS14900|CAD7006589.1|CCAP
OG0004177	LOC117143048|XP_033163387.1|DMAU	CCAP1982_LOCUS779|CAD6991888.1|CCAP
OG0004178	LOC117145023|XP_033166407.1|DMAU	CCAP1982_LOCUS1014|CAD6992135.1|CCAP
OG0004180	LOC117142461|XP_033162334.1|DMAU	CCAP1982_LOCUS994|CAD6992110.1|CCAP
OG0004181	LOC117142277|XP_033162049.1|DMAU	CCAP1982_LOCUS4887|CAD6996197.1|CCAP
OG0004182	LOC117141856|XP_033161423.1|DMAU	CCAP1982_LOCUS11202|CAD7002727.1|CCAP
OG0004183	LOC117140680|XP_033159626.1|DMAU	CCAP1982_LOCUS11208|CAD7002733.1|CCAP
OG0004184	LOC117139144|XP_033157187.1|DMAU	CCAP1982_LOCUS12747|CAD7004328.1|CCAP
OG0004185	LOC117150492|XP_033173286.1|DMAU	CCAP1982_LOCUS8866|CAD7000391.1|CCAP
OG0004187	LOC117143552|XP_033164183.1|DMAU	CCAP1982_LOCUS803|CAD6991914.1|CCAP
OG0004188	LOC117142701|XP_033162749.1|DMAU	CCAP1982_LOCUS761|CAD6991867.1|CCAP
OG0004189	LOC117142698|XP_033162746.1|DMAU	CCAP1982_LOCUS239|CAD6991310.1|CCAP
OG0004190	LOC117144806|XP_033166072.1|DMAU	CCAP1982_LOCUS4392|CAD6995685.1|CCAP
OG0004191	LOC117143379|XP_033163947.1|DMAU	CCAP1982_LOCUS4388|CAD6995681.1|CCAP
OG0004192	LOC117144330|XP_033165334.1|DMAU	CCAP1982_LOCUS4412|CAD6995705.1|CCAP
OG0004194	LOC117142877|XP_033163039.1|DMAU	CCAP1982_LOCUS641|CAD6991730.1|CCAP, CCAP1982_LOCUS642|CAD6991731.1|CCAP
OG0004196	LOC117142401|XP_033162239.1|DMAU	CCAP1982_LOCUS4909|CAD6996221.1|CCAP, CCAP1982_LOCUS4910|CAD6996222.1|CCAP
OG0004197	LOC117145336|XP_033166838.1|DMAU	CCAP1982_LOCUS4973|CAD6996289.1|CCAP
OG0004198	LOC117142996|XP_033163242.1|DMAU	CCAP1982_LOCUS4888|CAD6996198.1|CCAP
OG0004199	LOC117144917|XP_033166254.1|DMAU	CCAP1982_LOCUS4967|CAD6996284.1|CCAP
OG0004200	LOC117137002|XP_033154079.1|DMAU	CCAP1982_LOCUS19719|CAD7011630.1|CCAP
OG0004201	LOC117145730|XP_033167380.1|DMAU	CCAP1982_LOCUS2523|CAD6993724.1|CCAP
OG0004202	LOC117144946|XP_033166291.1|DMAU	CCAP1982_LOCUS778|CAD6991887.1|CCAP
OG0004203	LOC117142330|XP_033162135.1|DMAU	CCAP1982_LOCUS5076|CAD6996402.1|CCAP
OG0004204	LOC117139853|XP_033158393.1|DMAU	CCAP1982_LOCUS13381|CAD7005006.1|CCAP
OG0004205	LOC117140030|XP_033158653.1|DMAU	CCAP1982_LOCUS12289|CAD7003859.1|CCAP
OG0004206	LOC117142726|XP_033162785.1|DMAU	CCAP1982_LOCUS640|CAD6991727.1|CCAP
OG0004207	LOC117142408|XP_033162248.1|DMAU	CCAP1982_LOCUS4424|CAD6995717.1|CCAP
OG0004208	LOC117142458|XP_033162332.1|DMAU	CCAP1982_LOCUS5119|CAD6996447.1|CCAP
OG0004209	LOC117145455|XP_033167015.1|DMAU	CCAP1982_LOCUS2834|CAD6994062.1|CCAP
OG0004210	LOC117142600|XP_033162570.1|DMAU	CCAP1982_LOCUS2801|CAD6994024.1|CCAP
OG0004211	LOC117135319|XP_033151439.1|DMAU	CCAP1982_LOCUS8564|CAD7000060.1|CCAP
OG0004212	LOC117142428|XP_033162279.1|DMAU	CCAP1982_LOCUS4529|CAD6995827.1|CCAP
OG0004213	LOC117142942|XP_033163147.1|DMAU	CCAP1982_LOCUS4961|CAD6996278.1|CCAP
OG0004214	LOC117135683|XP_033151976.1|DMAU	CCAP1982_LOCUS19735|CAD7011649.1|CCAP
OG0004215	LOC117135631|XP_033151897.1|DMAU	CCAP1982_LOCUS19619|CAD7011530.1|CCAP
OG0004216	LOC117141383|XP_033160686.1|DMAU	CCAP1982_LOCUS13608|CAD7005251.1|CCAP
OG0004217	LOC117140899|XP_033159947.1|DMAU	CCAP1982_LOCUS11285|CAD7002814.1|CCAP
OG0004218	LOC117148424|XP_033171687.1|DMAU	CCAP1982_LOCUS20276|CAD7012174.1|CCAP
OG0004219	LOC117143565|XP_033164201.1|DMAU	CCAP1982_LOCUS444|CAD6991525.1|CCAP
OG0004220	LOC117143185|XP_033163593.1|DMAU	CCAP1982_LOCUS4802|CAD6996102.1|CCAP
OG0004221	LOC117144852|XP_033166146.1|DMAU	CCAP1982_LOCUS504|CAD6991586.1|CCAP
OG0004222	LOC117143332|XP_033163881.1|DMAU	CCAP1982_LOCUS383|CAD6991458.1|CCAP
OG0004223	LOC117143323|XP_033163868.1|DMAU	CCAP1982_LOCUS385|CAD6991460.1|CCAP
OG0004224	LOC117144261|XP_033165249.1|DMAU	CCAP1982_LOCUS4556|CAD6995855.1|CCAP
OG0004226	LOC117143729|XP_033164424.1|DMAU	CCAP1982_LOCUS4771|CAD6996064.1|CCAP
OG0004227	LOC117142328|XP_033162130.1|DMAU	CCAP1982_LOCUS5073|CAD6996398.1|CCAP
OG0004228	LOC117142331|XP_033162138.1|DMAU	CCAP1982_LOCUS5074|CAD6996400.1|CCAP
OG0004229	LOC117138339|XP_033156268.1|DMAU	CCAP1982_LOCUS20490|CAD7012402.1|CCAP
OG0004231	LOC117141797|XP_033161330.1|DMAU	CCAP1982_LOCUS12731|CAD7004311.1|CCAP
OG0004232	LOC117141800|XP_033161336.1|DMAU	CCAP1982_LOCUS12728|CAD7004308.1|CCAP
OG0004233	LOC117141799|XP_033161335.1|DMAU	CCAP1982_LOCUS12727|CAD7004307.1|CCAP
OG0004234	LOC117140613|XP_033159518.1|DMAU	CCAP1982_LOCUS12713|CAD7004293.1|CCAP
OG0004235	LOC117147301|XP_033170038.1|DMAU	CCAP1982_LOCUS602|CAD6991689.1|CCAP
OG0004236	LOC117143811|XP_033164548.1|DMAU	CCAP1982_LOCUS581|CAD6991668.1|CCAP
OG0004237	LOC117144408|XP_033165438.1|DMAU	CCAP1982_LOCUS4727|CAD6996021.1|CCAP
OG0004238	LOC117143964|XP_033164788.1|DMAU	CCAP1982_LOCUS4868|CAD6996176.1|CCAP
OG0004239	LOC117145700|XP_033167332.1|DMAU	CCAP1982_LOCUS517|CAD6991600.1|CCAP
OG0004240	LOC117143776|XP_033164495.1|DMAU	CCAP1982_LOCUS1006|CAD6992125.1|CCAP
OG0004241	LOC117142766|XP_033162839.1|DMAU	CCAP1982_LOCUS4244|CAD6995533.1|CCAP
OG0004242	LOC117143394|XP_033163974.1|DMAU	CCAP1982_LOCUS249|CAD6991320.1|CCAP
OG0004243	LOC117139953|XP_033158532.1|DMAU	CCAP1982_LOCUS12059|CAD7003617.1|CCAP
OG0004244	LOC117142880|XP_033163042.1|DMAU	CCAP1982_LOCUS2601|CAD6993805.1|CCAP
OG0004245	LOC117141931|XP_033161560.1|DMAU	CCAP1982_LOCUS12883|CAD7004478.1|CCAP
OG0004246	LOC117140191|XP_033158860.1|DMAU	CCAP1982_LOCUS13443|CAD7005079.1|CCAP
OG0004248	LOC117137246|XP_033154498.1|DMAU	CCAP1982_LOCUS19693|CAD7011604.1|CCAP
OG0004249	LOC117141193|XP_033160432.1|DMAU	CCAP1982_LOCUS11315|CAD7002846.1|CCAP
OG0004252	LOC117142421|XP_033162272.1|DMAU	CCAP1982_LOCUS687|CAD6991782.1|CCAP
OG0004253	LOC117145114|XP_033166525.1|DMAU	CCAP1982_LOCUS265|CAD6991336.1|CCAP
OG0004254	LOC117147233|XP_033169935.1|DMAU	CCAP1982_LOCUS14677|CAD7006355.1|CCAP
OG0004256	LOC117136939|XP_033153979.1|DMAU	CCAP1982_LOCUS20328|CAD7012231.1|CCAP
OG0004257	LOC117145191|XP_033166643.1|DMAU	CCAP1982_LOCUS22697|CAD7014717.1|CCAP
OG0004258	LOC117145906|XP_033167649.1|DMAU	CCAP1982_LOCUS4253|CAD6995542.1|CCAP
OG0004259	LOC117136140|XP_033152737.1|DMAU	CCAP1982_LOCUS20332|CAD7012235.1|CCAP
OG0004260	LOC117145158|XP_033166592.1|DMAU	CCAP1982_LOCUS4545|CAD6995844.1|CCAP
OG0004261	LOC117144262|XP_033165251.1|DMAU	CCAP1982_LOCUS4561|CAD6995860.1|CCAP
OG0004262	LOC117144883|XP_033166185.1|DMAU	CCAP1982_LOCUS4940|CAD6996257.1|CCAP
OG0004263	LOC117142429|XP_033162280.1|DMAU	CCAP1982_LOCUS4505|CAD6995801.1|CCAP, CCAP1982_LOCUS4501|CAD6995797.1|CCAP, CCAP1982_LOCUS4507|CAD6995803.1|CCAP
OG0004264	LOC117142572|XP_033162531.1|DMAU	CCAP1982_LOCUS4358|CAD6995651.1|CCAP, CCAP1982_LOCUS4362|CAD6995655.1|CCAP
OG0004265	LOC117144232|XP_033165191.1|DMAU	CCAP1982_LOCUS4383|CAD6995676.1|CCAP, CCAP1982_LOCUS4384|CAD6995677.1|CCAP, CCAP1982_LOCUS4385|CAD6995678.1|CCAP
OG0004266	LOC117144962|XP_033166312.1|DMAU	CCAP1982_LOCUS4594|CAD6995893.1|CCAP, CCAP1982_LOCUS4597|CAD6995896.1|CCAP
OG0004267	LOC117144853|XP_033166147.1|DMAU	CCAP1982_LOCUS522|CAD6991607.1|CCAP
OG0004268	LOC117136132|XP_033152726.1|DMAU	CCAP1982_LOCUS20854|CAD7012750.1|CCAP, CCAP1982_LOCUS20851|CAD7012747.1|CCAP
OG0004269	LOC117138246|XP_033156088.1|DMAU	CCAP1982_LOCUS19685|CAD7011596.1|CCAP
OG0004271	LOC117138137|XP_033155902.1|DMAU	CCAP1982_LOCUS20302|CAD7012201.1|CCAP
OG0004272	LOC117144768|XP_033166022.1|DMAU	CCAP1982_LOCUS4340|CAD6995634.1|CCAP
OG0004273	LOC117143647|XP_033164317.1|DMAU	CCAP1982_LOCUS161|CAD6991223.1|CCAP
OG0004276	LOC117140808|XP_033159800.1|DMAU	CCAP1982_LOCUS14007|CAD7005650.1|CCAP
OG0004277	LOC117141296|XP_033160566.1|DMAU	CCAP1982_LOCUS14006|CAD7005649.1|CCAP
OG0004279	LOC117147101|XP_033169762.1|DMAU	CCAP1982_LOCUS7486|CAD6998940.1|CCAP
OG0004281	LOC117136398|XP_033153185.1|DMAU	CCAP1982_LOCUS21015|CAD7012916.1|CCAP
OG0004282	LOC117136503|XP_033153338.1|DMAU	CCAP1982_LOCUS20192|CAD7012092.1|CCAP
OG0004283	LOC117136504|XP_033153339.1|DMAU	CCAP1982_LOCUS20191|CAD7012091.1|CCAP
OG0004284	LOC117151099|XP_033151016.1|DMAU	CCAP1982_LOCUS14047|CAD7005695.1|CCAP
OG0004285	LOC117142819|XP_033162926.1|DMAU	CCAP1982_LOCUS1989|CAD6993164.1|CCAP
OG0004286	LOC117139682|XP_033158056.1|DMAU	CCAP1982_LOCUS14014|CAD7005657.1|CCAP
OG0004287	LOC117140811|XP_033159804.1|DMAU	CCAP1982_LOCUS14015|CAD7005658.1|CCAP
OG0004288	LOC117142047|XP_033161810.1|DMAU	CCAP1982_LOCUS14023|CAD7005668.1|CCAP
OG0004289	LOC117139529|XP_033157782.1|DMAU	CCAP1982_LOCUS13561|CAD7005201.1|CCAP
OG0004290	LOC117135477|XP_033151583.1|DMAU	CCAP1982_LOCUS7141|CAD6998557.1|CCAP
OG0004291	LOC117137222|XP_033154466.1|DMAU	CCAP1982_LOCUS20635|CAD7012550.1|CCAP
OG0004292	LOC117141673|XP_033161157.1|DMAU	CCAP1982_LOCUS11660|CAD7003198.1|CCAP
OG0004293	LOC117141715|XP_033161219.1|DMAU	CCAP1982_LOCUS14311|CAD7005973.1|CCAP
OG0004294	LOC117140029|XP_033158651.1|DMAU	CCAP1982_LOCUS12288|CAD7003858.1|CCAP
OG0004295	LOC117139822|XP_033158347.1|DMAU	CCAP1982_LOCUS14230|CAD7005890.1|CCAP
OG0004296	LOC117140789|XP_033159775.1|DMAU	CCAP1982_LOCUS14227|CAD7005885.1|CCAP
OG0004297	LOC117136126|XP_033152719.1|DMAU	CCAP1982_LOCUS19484|CAD7011384.1|CCAP
OG0004298	LOC117135600|XP_033151837.1|DMAU	CCAP1982_LOCUS19985|CAD7011873.1|CCAP
OG0004299	LOC117138600|XP_033156673.1|DMAU	CCAP1982_LOCUS19595|CAD7011499.1|CCAP
OG0004300	LOC117137248|XP_033154500.1|DMAU	CCAP1982_LOCUS19690|CAD7011601.1|CCAP
OG0004301	LOC117141075|XP_033160264.1|DMAU	CCAP1982_LOCUS11662|CAD7003201.1|CCAP
OG0004302	LOC117138248|XP_033156092.1|DMAU	CCAP1982_LOCUS19591|CAD7011493.1|CCAP
OG0004303	LOC117135924|XP_033152383.1|DMAU	CCAP1982_LOCUS19644|CAD7011556.1|CCAP
OG0004304	LOC117137926|XP_033155567.1|DMAU	CCAP1982_LOCUS19646|CAD7011558.1|CCAP
OG0004305	LOC117135439|XP_033151499.1|DMAU	CCAP1982_LOCUS20617|CAD7012534.1|CCAP
OG0004306	LOC117136624|XP_033153504.1|DMAU	CCAP1982_LOCUS19772|CAD7011688.1|CCAP
OG0004307	LOC117135822|XP_033152222.1|DMAU	CCAP1982_LOCUS19785|CAD7011701.1|CCAP
OG0004308	LOC117135741|XP_033152077.1|DMAU	CCAP1982_LOCUS20503|CAD7012417.1|CCAP
OG0004309	LOC117141140|XP_033160364.1|DMAU	CCAP1982_LOCUS9212|CAD7000739.1|CCAP, CCAP1982_LOCUS12833|CAD7004424.1|CCAP
OG0004310	LOC117137390|XP_033154697.1|DMAU	CCAP1982_LOCUS20266|CAD7012164.1|CCAP, CCAP1982_LOCUS20267|CAD7012165.1|CCAP
OG0004311	LOC117140243|XP_033158936.1|DMAU	CCAP1982_LOCUS13945|CAD7005585.1|CCAP
OG0004312	LOC117138257|XP_033156110.1|DMAU	CCAP1982_LOCUS19468|CAD7011364.1|CCAP
OG0004313	LOC117135672|XP_033151957.1|DMAU	CCAP1982_LOCUS20810|CAD7012703.1|CCAP
OG0004314	LOC117138422|XP_033156419.1|DMAU	CCAP1982_LOCUS20886|CAD7012784.1|CCAP
OG0004315	LOC117136900|XP_033153907.1|DMAU	CCAP1982_LOCUS20483|CAD7012393.1|CCAP
OG0004316	LOC117138262|XP_033156117.1|DMAU	CCAP1982_LOCUS20231|CAD7012133.1|CCAP
OG0004317	LOC117136400|XP_033153186.1|DMAU	CCAP1982_LOCUS21017|CAD7012918.1|CCAP
OG0004318	LOC117138256|XP_033156108.1|DMAU	CCAP1982_LOCUS19469|CAD7011365.1|CCAP
OG0004319	LOC117137141|XP_033154333.1|DMAU	CCAP1982_LOCUS20313|CAD7012214.1|CCAP
OG0004320	LOC117142807|XP_033162906.1|DMAU	CCAP1982_LOCUS19919|CAD7011809.1|CCAP
OG0004321	LOC117135191|XP_033151152.1|DMAU	CCAP1982_LOCUS5519|CAD6996843.1|CCAP
OG0004322	LOC117144637|XP_033165823.1|DMAU	CCAP1982_LOCUS1150|CAD6992282.1|CCAP
OG0004324	LOC117150374|XP_033173127.1|DMAU	CCAP1982_LOCUS7061|CAD6998464.1|CCAP
OG0004325	LOC117135546|XP_033151730.1|DMAU	CCAP1982_LOCUS20491|CAD7012403.1|CCAP
OG0004326	LOC117135542|XP_033151725.1|DMAU	CCAP1982_LOCUS20495|CAD7012408.1|CCAP
OG0004329	LOC117138412|XP_033156379.1|DMAU	CCAP1982_LOCUS21125|CAD7013042.1|CCAP
OG0004330	LOC117138110|XP_033155863.1|DMAU	CCAP1982_LOCUS21139|CAD7013058.1|CCAP
OG0004331	LOC117137161|XP_033154363.1|DMAU	CCAP1982_LOCUS20282|CAD7012180.1|CCAP
OG0004332	LOC117150208|XP_033172898.1|DMAU	CCAP1982_LOCUS5850|CAD6997212.1|CCAP, CCAP1982_LOCUS5685|CAD6997026.1|CCAP
OG0004333	LOC117138982|XP_033156985.1|DMAU	CCAP1982_LOCUS8606|CAD7000111.1|CCAP
OG0004334	LOC117149093|XP_033172631.1|DMAU	CCAP1982_LOCUS7401|CAD6998852.1|CCAP
OG0004335	LOC117138161|XP_033155930.1|DMAU	CCAP1982_LOCUS20911|CAD7012811.1|CCAP, CCAP1982_LOCUS20912|CAD7012812.1|CCAP
OG0004336	LOC117138389|XP_033156352.1|DMAU	CCAP1982_LOCUS20900|CAD7012800.1|CCAP
OG0004337	LOC117150560|XP_033173399.1|DMAU	CCAP1982_LOCUS8867|CAD7000392.1|CCAP
OG0004338	LOC117139572|XP_033157869.1|DMAU	CCAP1982_LOCUS20627|CAD7012541.1|CCAP
OG0004339	LOC117135509|XP_033151636.1|DMAU	CCAP1982_LOCUS20486|CAD7012396.1|CCAP
OG0004340	LOC117135508|XP_033151635.1|DMAU	CCAP1982_LOCUS20485|CAD7012395.1|CCAP
OG0004341	LOC117136837|XP_033153809.1|DMAU	CCAP1982_LOCUS20884|CAD7012781.1|CCAP
OG0004342	LOC117138688|XP_033156836.1|DMAU	CCAP1982_LOCUS19844|CAD7011732.1|CCAP, CCAP1982_LOCUS19847|CAD7011735.1|CCAP
OG0004343	LOC117137148|XP_033154343.1|DMAU	CCAP1982_LOCUS20612|CAD7012529.1|CCAP, CCAP1982_LOCUS20611|CAD7012528.1|CCAP
OG0004344	LOC117137011|XP_033154091.1|DMAU	CCAP1982_LOCUS20599|CAD7012516.1|CCAP
OG0004345	LOC117148125|XP_033171243.1|DMAU	CCAP1982_LOCUS20472|CAD7012380.1|CCAP
OG0004346	LOC117137465|XP_033154802.1|DMAU	CCAP1982_LOCUS20474|CAD7012382.1|CCAP
OG0004347	LOC117136125|XP_033152717.1|DMAU	CCAP1982_LOCUS20479|CAD7012387.1|CCAP, CCAP1982_LOCUS20480|CAD7012388.1|CCAP
OG0004348	LOC117137540|XP_033154928.1|DMAU	CCAP1982_LOCUS21114|CAD7013029.1|CCAP
OG0004349	LOC117137660|XP_033155091.1|DMAU	CCAP1982_LOCUS21124|CAD7013040.1|CCAP
OG0004350	LOC117138386|XP_033156348.1|DMAU	CCAP1982_LOCUS20216|CAD7012117.1|CCAP
OG0004351	LOC117136068|XP_033152608.1|DMAU	CCAP1982_LOCUS19464|CAD7011362.1|CCAP
OG0004352	LOC117144067|XP_033164967.1|DMAU	CCAP1982_LOCUS2753|CAD6993968.1|CCAP
OG0004353	LOC117142952|XP_033163168.1|DMAU	CCAP1982_LOCUS2747|CAD6993962.1|CCAP
OG0004354	LOC117143272|XP_033163741.1|DMAU	CCAP1982_LOCUS2751|CAD6993966.1|CCAP
OG0004355	LOC117144240|XP_033165201.1|DMAU	CCAP1982_LOCUS5165|CAD6996496.1|CCAP, CCAP1982_LOCUS5164|CAD6996495.1|CCAP
OG0004356	LOC117136578|XP_033153439.1|DMAU	CCAP1982_LOCUS20165|CAD7012063.1|CCAP
OG0004358	LOC117136340|XP_033153094.1|DMAU	CCAP1982_LOCUS21032|CAD7012936.1|CCAP
OG0004359	LOC117135529|XP_033151683.1|DMAU	CCAP1982_LOCUS21069|CAD7012978.1|CCAP
OG0004360	LOC117140304|XP_033159039.1|DMAU	CCAP1982_LOCUS11657|CAD7003195.1|CCAP
OG0004361	LOC117143827|XP_033164564.1|DMAU	CCAP1982_LOCUS124|CAD6991186.1|CCAP
OG0004362	LOC117139639|XP_033157990.1|DMAU	CCAP1982_LOCUS11528|CAD7003065.1|CCAP
OG0004364	LOC117136721|XP_033153638.1|DMAU	CCAP1982_LOCUS19437|CAD7011332.1|CCAP
OG0004365	LOC117137116|XP_033154299.1|DMAU	CCAP1982_LOCUS20373|CAD7012277.1|CCAP
OG0004366	LOC117147120|XP_033169781.1|DMAU	CCAP1982_LOCUS7487|CAD6998941.1|CCAP
OG0004367	LOC117139208|XP_033157276.1|DMAU	CCAP1982_LOCUS13679|CAD7005319.1|CCAP
OG0004368	LOC117140895|XP_033159940.1|DMAU	CCAP1982_LOCUS14639|CAD7006317.1|CCAP
OG0004369	LOC117137640|XP_033155064.1|DMAU	CCAP1982_LOCUS21012|CAD7012913.1|CCAP
OG0004370	LOC117137905|XP_033155539.1|DMAU	CCAP1982_LOCUS20189|CAD7012089.1|CCAP, CCAP1982_LOCUS20190|CAD7012090.1|CCAP
OG0004371	LOC117148347|XP_033171574.1|DMAU	CCAP1982_LOCUS19661|CAD7011573.1|CCAP, CCAP1982_LOCUS19662|CAD7011574.1|CCAP
OG0004372	LOC117137156|XP_033154357.1|DMAU	CCAP1982_LOCUS19495|CAD7011395.1|CCAP
OG0004373	LOC117145429|XP_033166967.1|DMAU	CCAP1982_LOCUS19403|CAD7011296.1|CCAP
OG0004374	LOC117137472|XP_033154811.1|DMAU	CCAP1982_LOCUS20457|CAD7012363.1|CCAP
OG0004375	LOC117140598|XP_033159499.1|DMAU	CCAP1982_LOCUS11837|CAD7003378.1|CCAP
OG0004377	LOC117140376|XP_033159132.1|DMAU	CCAP1982_LOCUS12327|CAD7003898.1|CCAP
OG0004378	LOC117138217|XP_033156048.1|DMAU	CCAP1982_LOCUS19863|CAD7011751.1|CCAP, CCAP1982_LOCUS19864|CAD7011752.1|CCAP
OG0004379	LOC117137118|XP_033154301.1|DMAU	CCAP1982_LOCUS20371|CAD7012275.1|CCAP
OG0004380	LOC117137510|XP_033154882.1|DMAU	CCAP1982_LOCUS20249|CAD7012152.1|CCAP
OG0004381	LOC117143893|XP_033164688.1|DMAU	CCAP1982_LOCUS4217|CAD6995504.1|CCAP
OG0004382	LOC117137686|XP_033155146.1|DMAU	CCAP1982_LOCUS20042|CAD7011930.1|CCAP
OG0004383	LOC117136373|XP_033153154.1|DMAU	CCAP1982_LOCUS19729|CAD7011642.1|CCAP
OG0004384	LOC117136379|XP_033153161.1|DMAU	CCAP1982_LOCUS19730|CAD7011643.1|CCAP
OG0004385	LOC117136440|XP_033153247.1|DMAU	CCAP1982_LOCUS20855|CAD7012751.1|CCAP
OG0004387	LOC117139276|XP_033157393.1|DMAU	CCAP1982_LOCUS13885|CAD7005525.1|CCAP
OG0004388	LOC117137845|XP_033155438.1|DMAU	CCAP1982_LOCUS19651|CAD7011563.1|CCAP
OG0004389	LOC117139142|XP_033157184.1|DMAU	CCAP1982_LOCUS19654|CAD7011566.1|CCAP
OG0004390	LOC117140453|XP_033159274.1|DMAU	CCAP1982_LOCUS14312|CAD7005974.1|CCAP
OG0004392	LOC117141034|XP_033160207.1|DMAU	CCAP1982_LOCUS14089|CAD7005738.1|CCAP
OG0004393	LOC117136611|XP_033153489.1|DMAU	CCAP1982_LOCUS22784|CAD7014817.1|CCAP
OG0004394	LOC117136395|XP_033153180.1|DMAU	CCAP1982_LOCUS22426|CAD7014430.1|CCAP
OG0004396	LOC117135896|XP_033152334.1|DMAU	CCAP1982_LOCUS20306|CAD7012205.1|CCAP
OG0004397	LOC117138138|XP_033155903.1|DMAU	CCAP1982_LOCUS20303|CAD7012202.1|CCAP
OG0004399	LOC117136461|XP_033153280.1|DMAU	CCAP1982_LOCUS7247|CAD6998689.1|CCAP
OG0004400	LOC117142215|XP_033161941.1|DMAU	CCAP1982_LOCUS19676|CAD7011587.1|CCAP
OG0004401	LOC117136486|XP_033153316.1|DMAU	CCAP1982_LOCUS20171|CAD7012071.1|CCAP
OG0004402	LOC117136712|XP_033153626.1|DMAU	CCAP1982_LOCUS20178|CAD7012078.1|CCAP
OG0004403	LOC117138344|XP_033156275.1|DMAU	CCAP1982_LOCUS21088|CAD7012998.1|CCAP
OG0004404	LOC117136359|XP_033153120.1|DMAU	CCAP1982_LOCUS21047|CAD7012953.1|CCAP
OG0004405	LOC117141538|XP_033160924.1|DMAU	CCAP1982_LOCUS13954|CAD7005595.1|CCAP
