Orthogroup	DMAU.longest_only	AAEG.longest_only
OG0005063	LOC117135582|XP_033151801.1|DMAU	LOC5569162|XP_001658353.2|AAEG
OG0005064	LOC117140300|XP_033159036.1|DMAU	LOC5573675|XP_001660997.1|AAEG
OG0005065	LOC117136648|XP_033153535.1|DMAU	LOC5573666|XP_021698216.1|AAEG
OG0005066	LOC117137552|XP_033154941.1|DMAU	LOC5564412|XP_021698220.1|AAEG
OG0005067	LOC117137888|XP_033155510.1|DMAU	LOC5575820|XP_021698241.1|AAEG
OG0005068	LOC117141154|XP_033160384.1|DMAU	LOC5567864|XP_001651886.1|AAEG
OG0005069	LOC117138589|XP_033156661.1|DMAU	LOC5567853|XP_001651882.1|AAEG
OG0005070	LOC117138520|XP_033156546.1|DMAU	LOC5575426|XP_021698270.1|AAEG
OG0005071	LOC117139251|XP_033157357.1|DMAU	LOC5575955|XP_001662313.1|AAEG
OG0005072	LOC117148405|XP_033171664.1|DMAU	LOC5576041|XP_021698307.1|AAEG
OG0005073	LOC117135765|XP_033152121.1|DMAU	LOC5576044|XP_021698308.1|AAEG
OG0005074	LOC117141304|XP_033160575.1|DMAU	LOC5565670|XP_021698310.1|AAEG
OG0005075	LOC117136750|XP_033153673.1|DMAU	LOC5564254|XP_001648590.1|AAEG
OG0005076	LOC117137447|XP_033154777.1|DMAU	LOC5564246|XP_001648589.2|AAEG
OG0005078	LOC117141058|XP_033160237.1|DMAU	LOC5574243|XP_001661295.2|AAEG
OG0005079	LOC117138659|XP_033156783.1|DMAU, LOC117135715|XP_033152037.1|DMAU	LOC5568868|XP_021698382.1|AAEG
OG0005080	LOC117139634|XP_033157984.1|DMAU	LOC5574156|XP_001655063.1|AAEG
OG0005081	LOC117135524|XP_033151679.1|DMAU	LOC5569620|XP_001652902.2|AAEG
OG0005082	LOC117140831|XP_033159830.1|DMAU	LOC5569602|XP_001652881.1|AAEG
OG0005083	LOC117150225|XP_033172912.1|DMAU	LOC5569601|XP_001652880.1|AAEG
OG0005084	LOC117141742|XP_033161252.1|DMAU	LOC5579452|XP_021698546.1|AAEG
OG0005085	LOC117140244|XP_033158937.1|DMAU	LOC5569592|XP_001652869.2|AAEG
OG0005086	LOC117135505|XP_033151627.1|DMAU	LOC5569584|XP_021698551.1|AAEG
OG0005087	LOC117139704|XP_033158107.1|DMAU	LOC5569585|XP_021698552.1|AAEG
OG0005088	LOC117136810|XP_033153765.1|DMAU	LOC23687733|XP_021698595.1|AAEG
OG0005089	LOC117136809|XP_033153764.1|DMAU	LOC5570792|XP_021698592.1|AAEG
OG0005090	LOC117136766|XP_033153702.1|DMAU	LOC110675145|XP_021695219.1|AAEG, LOC5566541|XP_021708918.1|AAEG
OG0005091	LOC117135517|XP_033151658.1|DMAU	LOC5570787|XP_021698607.1|AAEG
OG0005092	LOC117141489|XP_033160859.1|DMAU	LOC5577894|XP_001663601.1|AAEG
OG0005093	LOC117139442|XP_033157636.1|DMAU	LOC5577892|XP_001663598.1|AAEG, LOC110675146|XP_021695220.1|AAEG
OG0005094	LOC117141985|XP_033161685.1|DMAU	LOC5565863|XP_021698649.1|AAEG
OG0005095	LOC117137498|XP_033154868.1|DMAU	LOC5576960|XP_021698661.1|AAEG
OG0005096	LOC117144887|XP_033166203.1|DMAU	LOC5571409|XP_001653657.3|AAEG
OG0005097	LOC117137276|XP_033154535.1|DMAU	LOC5572533|XP_001654062.1|AAEG
OG0005098	LOC117136332|XP_033153081.1|DMAU	LOC5572535|XP_021698688.1|AAEG
OG0005099	LOC117138064|XP_033155778.1|DMAU	LOC5572299|XP_021698718.1|AAEG
OG0005100	LOC117138059|XP_033155772.1|DMAU	LOC5572298|XP_001653986.2|AAEG
OG0005101	LOC117143599|XP_033164241.1|DMAU	LOC5572288|XP_001653974.1|AAEG
OG0005102	LOC117137197|XP_033154414.1|DMAU	LOC5564765|XP_021698732.1|AAEG
OG0005103	LOC117138118|XP_033155870.1|DMAU	LOC5572268|XP_001653953.1|AAEG
OG0005104	LOC117149792|XP_033172714.1|DMAU	LOC5572267|XP_001653952.2|AAEG
OG0005105	LOC117141589|XP_033160993.1|DMAU	LOC5572211|XP_001653879.2|AAEG
OG0005106	LOC117139719|XP_033158128.1|DMAU	LOC5572202|XP_021698787.1|AAEG
OG0005107	LOC117139839|XP_033158377.1|DMAU	LOC5572201|XP_021698796.1|AAEG
OG0005108	LOC117138322|XP_033156245.1|DMAU	LOC5572192|XP_001653853.2|AAEG
OG0005109	LOC117147359|XP_033170114.1|DMAU	LOC110676199|XP_021698825.1|AAEG, LOC5576260|XP_001656028.1|AAEG
OG0005110	LOC117141343|XP_033160637.1|DMAU	LOC5571717|XP_001659861.2|AAEG
OG0005111	LOC117140927|XP_033160012.1|DMAU	LOC5565821|XP_021698845.1|AAEG
OG0005112	LOC117140998|XP_033160140.1|DMAU	LOC5565822|XP_021698848.1|AAEG
OG0005113	LOC117140931|XP_033160018.1|DMAU	LOC5575065|XP_021698849.1|AAEG
OG0005114	LOC117140448|XP_033159265.1|DMAU	LOC5566031|XP_001650398.1|AAEG
OG0005115	LOC117135208|XP_033151185.1|DMAU	LOC5566006|XP_021698874.1|AAEG
OG0005116	LOC117140385|XP_033159142.1|DMAU	LOC110676223|XP_021698919.1|AAEG
OG0005117	LOC117146621|XP_033168844.1|DMAU	LOC110676224|XP_021698930.1|AAEG
OG0005118	LOC117145663|XP_033167290.1|DMAU	LOC5573712|XP_011493552.2|AAEG
OG0005119	LOC117135468|XP_033151572.1|DMAU	LOC5577794|XP_021698933.1|AAEG
OG0005120	LOC117140718|XP_033159674.1|DMAU	LOC5571331|XP_021698959.1|AAEG
OG0005121	LOC117141420|XP_033160739.1|DMAU	LOC5571377|XP_001659659.2|AAEG
OG0005122	LOC117140842|XP_033159857.1|DMAU	LOC110676232|XP_021698972.1|AAEG
OG0005123	LOC117141131|XP_033160348.1|DMAU	LOC5577267|XP_011493702.1|AAEG
OG0005124	LOC117139021|XP_033157006.1|DMAU	LOC110676235|XP_021698994.1|AAEG
OG0005125	LOC117142010|XP_033161749.1|DMAU	LOC5570290|XP_021698989.1|AAEG
OG0005126	LOC117140869|XP_033159899.1|DMAU	LOC5578578|XP_001663970.2|AAEG
OG0005127	LOC117139450|XP_033157649.1|DMAU	LOC5577316|XP_021699018.1|AAEG
OG0005128	LOC117135877|XP_033152312.1|DMAU	LOC5574463|XP_001661478.2|AAEG
OG0005129	LOC117140496|XP_033159350.1|DMAU	LOC5573276|XP_021699031.1|AAEG
OG0005130	LOC117139636|XP_033157987.1|DMAU	LOC5573290|XP_001654503.1|AAEG
OG0005131	LOC117139045|XP_033157039.1|DMAU	LOC5572637|XP_021699078.1|AAEG
OG0005132	LOC117139968|XP_033158560.1|DMAU	LOC5576420|XP_001656123.2|AAEG
OG0005133	LOC117141465|XP_033160817.1|DMAU	LOC5576069|XP_021699115.1|AAEG
OG0005134	LOC117140635|XP_033159552.1|DMAU	LOC5566455|XP_021699127.1|AAEG
OG0005135	LOC117141823|XP_033161367.1|DMAU	LOC5575500|XP_021699128.1|AAEG
OG0005136	LOC117141820|XP_033161363.1|DMAU	LOC5575496|XP_021699139.1|AAEG
OG0005137	LOC117144898|XP_033166219.1|DMAU	LOC5575936|XP_021699157.1|AAEG
OG0005138	LOC117140184|XP_033158851.1|DMAU	LOC5575943|XP_001662295.2|AAEG
OG0005139	LOC117142064|XP_033161832.1|DMAU	LOC5575942|XP_021699168.1|AAEG
OG0005140	LOC117135211|XP_033151190.1|DMAU	LOC5577291|XP_001656392.1|AAEG
OG0005141	LOC117135581|XP_033151797.1|DMAU	LOC5577287|XP_021699177.1|AAEG
OG0005142	LOC117140621|XP_033159531.1|DMAU	LOC5575611|XP_001662100.1|AAEG
OG0005143	LOC117139218|XP_033157292.1|DMAU	LOC5566151|XP_021699214.1|AAEG
OG0005144	LOC117141380|XP_033160681.1|DMAU	LOC5577142|XP_001663232.1|AAEG
OG0005145	LOC117140945|XP_033160033.1|DMAU	LOC5577143|XP_001663234.1|AAEG
OG0005146	LOC117142058|XP_033161824.1|DMAU	LOC5577145|XP_021699227.1|AAEG
OG0005147	LOC117142060|XP_033161828.1|DMAU	LOC5575476|XP_021699225.1|AAEG
OG0005148	LOC117139014|XP_033156999.1|DMAU	LOC5572944|XP_021699241.1|AAEG
OG0005149	LOC117135773|XP_033152133.1|DMAU	LOC5573012|XP_001654339.2|AAEG
OG0005150	LOC117139672|XP_033158040.1|DMAU	LOC5573005|XP_001654333.2|AAEG
OG0005151	LOC117139011|XP_033156994.1|DMAU	LOC5573002|XP_001654329.2|AAEG
OG0005152	LOC117140384|XP_033159141.1|DMAU	LOC5573000|XP_021699260.1|AAEG
OG0005153	LOC117140381|XP_033159138.1|DMAU	LOC5574537|XP_001655190.2|AAEG
OG0005154	LOC117140379|XP_033159134.1|DMAU	LOC5574535|XP_021699270.1|AAEG
OG0005155	LOC117140850|XP_033159868.1|DMAU	LOC5579646|XP_001648105.2|AAEG
OG0005156	LOC117142671|XP_033162695.1|DMAU	LOC5578852|XP_001664059.2|AAEG
OG0005157	LOC117138377|XP_033156336.1|DMAU	LOC5578857|XP_021699346.1|AAEG
OG0005158	LOC117139875|XP_033158423.1|DMAU	LOC5571044|XP_001659481.2|AAEG
OG0005159	LOC117139632|XP_033157982.1|DMAU	LOC5571047|XP_001659486.1|AAEG
OG0005160	LOC117141469|XP_033160823.1|DMAU	LOC5578058|XP_001663680.2|AAEG
OG0005161	LOC117135946|XP_033152424.1|DMAU	LOC5579431|XP_021699390.1|AAEG
OG0005162	LOC117147547|XP_033170375.1|DMAU	LOC5572866|XP_001660625.1|AAEG
OG0005163	LOC117140483|XP_033159324.1|DMAU	LOC5575934|XP_021699423.1|AAEG
OG0005164	LOC117140909|XP_033159972.1|DMAU	LOC5570350|XP_001653179.2|AAEG
OG0005165	LOC117137206|XP_033154451.1|DMAU	LOC5570334|XP_021699477.1|AAEG
OG0005166	LOC117144272|XP_033165264.1|DMAU	LOC5578485|XP_021699522.1|AAEG
OG0005167	LOC117144275|XP_033165269.1|DMAU	LOC5578487|XP_001663881.1|AAEG
OG0005168	LOC117141849|XP_033161414.1|DMAU	LOC5578491|XP_001663880.2|AAEG
OG0005169	LOC117141411|XP_033160727.1|DMAU	LOC5578489|XP_001663876.2|AAEG
OG0005170	LOC117141412|XP_033160728.1|DMAU	LOC5575655|XP_001655801.1|AAEG
OG0005171	LOC117141528|XP_033160908.1|DMAU	LOC5575654|XP_001655800.2|AAEG
OG0005172	LOC117135921|XP_033152380.1|DMAU	LOC5570721|XP_021699545.1|AAEG
OG0005173	LOC117138296|XP_033156187.1|DMAU	LOC5566073|XP_001650441.1|AAEG
OG0005174	LOC117137277|XP_033154537.1|DMAU	LOC5574454|XP_001661468.1|AAEG
OG0005175	LOC117138554|XP_033156603.1|DMAU	LOC5576998|XP_021699571.1|AAEG
OG0005176	LOC117137296|XP_033154559.1|DMAU	LOC5576990|XP_021699576.1|AAEG
OG0005177	LOC117137331|XP_033154612.1|DMAU	LOC5576988|XP_001663090.2|AAEG
OG0005178	LOC117141045|XP_033160218.1|DMAU	LOC5576987|XP_001663088.2|AAEG
OG0005179	LOC117141916|XP_033161536.1|DMAU	LOC5576978|XP_001663073.1|AAEG
OG0005180	LOC117139265|XP_033157376.1|DMAU	LOC5574475|XP_021699621.1|AAEG
OG0005181	LOC117146382|XP_033168439.1|DMAU	LOC5567497|XP_021699634.1|AAEG
OG0005182	LOC117137920|XP_033155557.1|DMAU	LOC5570864|XP_021699637.1|AAEG
OG0005183	LOC117137754|XP_033155256.1|DMAU	LOC5570867|XP_021699639.1|AAEG
OG0005184	LOC117136491|XP_033153323.1|DMAU	LOC5570869|XP_001659381.2|AAEG
OG0005185	LOC117138004|XP_033155696.1|DMAU	LOC5570868|XP_001659382.1|AAEG
OG0005186	LOC117135729|XP_033152063.1|DMAU	LOC5570873|XP_021699655.1|AAEG
OG0005187	LOC117138294|XP_033156164.1|DMAU	LOC5575624|XP_021699700.1|AAEG
OG0005188	LOC117136747|XP_033153670.1|DMAU	LOC5575626|XP_001662113.2|AAEG
OG0005189	LOC117148936|XP_033172553.1|DMAU	LOC5576376|XP_021699717.1|AAEG
OG0005190	LOC117141495|XP_033160873.1|DMAU	LOC5576378|XP_001662601.2|AAEG
OG0005191	LOC117145853|XP_033167564.1|DMAU	LOC5569577|XP_001658640.1|AAEG
OG0005192	LOC117136560|XP_033153405.1|DMAU	LOC5569573|XP_021699748.1|AAEG
OG0005193	LOC117138073|XP_033155788.1|DMAU	LOC5567711|XP_021699757.1|AAEG
OG0005194	LOC117138348|XP_033156282.1|DMAU	LOC5569028|XP_021699811.1|AAEG
OG0005195	LOC117136083|XP_033152645.1|DMAU	LOC5569029|XP_001658286.1|AAEG
OG0005196	LOC117140104|XP_033158750.1|DMAU	LOC5569030|XP_021699818.1|AAEG
OG0005197	LOC117137358|XP_033154650.1|DMAU	LOC5565717|XP_021699825.1|AAEG
OG0005198	LOC117140251|XP_033158944.1|DMAU	LOC5569248|XP_001658394.2|AAEG
OG0005199	LOC117135663|XP_033151945.1|DMAU	LOC5574831|XP_001661660.2|AAEG
OG0005200	LOC117137891|XP_033155514.1|DMAU	LOC5574636|XP_001661551.2|AAEG
OG0005201	LOC117137808|XP_033155377.1|DMAU	LOC5572044|XP_021699940.1|AAEG
OG0005202	LOC117136787|XP_033153734.1|DMAU	LOC5572051|XP_021699955.1|AAEG
OG0005203	LOC117135785|XP_033152157.1|DMAU	LOC5569977|XP_021700033.1|AAEG
OG0005204	LOC117138851|XP_033156863.1|DMAU	LOC5574386|XP_021700111.1|AAEG
OG0005205	LOC117143835|XP_033164581.1|DMAU	LOC5574371|XP_021700118.1|AAEG
OG0005206	LOC117136924|XP_033153951.1|DMAU	LOC5569120|XP_001652723.2|AAEG
OG0005207	LOC117137929|XP_033155571.1|DMAU	LOC5569118|XP_001652717.1|AAEG
OG0005208	LOC117137997|XP_033155675.1|DMAU	LOC5569112|XP_001652711.2|AAEG
OG0005209	LOC117136496|XP_033153334.1|DMAU	LOC5569110|XP_001652709.2|AAEG
OG0005210	LOC117149856|XP_033172719.1|DMAU	LOC5569106|XP_021700165.1|AAEG
OG0005211	LOC117139804|XP_033158318.1|DMAU	LOC5574370|XP_021700193.1|AAEG
OG0005212	LOC117137362|XP_033154654.1|DMAU	LOC5574364|XP_001661398.1|AAEG
OG0005213	LOC117148504|XP_033171798.1|DMAU	LOC5580252|XP_001662645.1|AAEG
OG0005214	LOC117140419|XP_033159241.1|DMAU	LOC5564197|XP_021700230.1|AAEG
OG0005215	LOC117150984|XP_033174072.1|DMAU	LOC5564200|XP_021700231.1|AAEG
OG0005216	LOC117147488|XP_033170280.1|DMAU	LOC5570936|XP_001659411.1|AAEG
OG0005217	LOC117144723|XP_033165959.1|DMAU	LOC5577722|XP_021700248.1|AAEG
OG0005218	LOC117148980|XP_033172591.1|DMAU	LOC5577721|XP_011493717.1|AAEG
OG0005219	LOC117136806|XP_033153762.1|DMAU	LOC5571137|XP_021700258.1|AAEG
OG0005220	LOC117139460|XP_033157663.1|DMAU	LOC5571140|XP_001653450.2|AAEG
OG0005221	LOC117147378|XP_033170142.1|DMAU	LOC5571138|XP_021700259.1|AAEG
OG0005222	LOC117136816|XP_033153780.1|DMAU	LOC5571145|XP_021700273.1|AAEG
OG0005223	LOC117135928|XP_033152391.1|DMAU	LOC110680910|XP_021712389.1|AAEG, LOC5568634|XP_021700310.1|AAEG, LOC110681458|XP_021712909.1|AAEG
OG0005224	LOC117150744|XP_033173672.1|DMAU	LOC5575438|XP_021700357.1|AAEG
OG0005225	LOC117136753|XP_033153681.1|DMAU	LOC5575440|XP_001661961.1|AAEG
OG0005226	LOC117135511|XP_033151641.1|DMAU	LOC5567173|XP_021700382.1|AAEG
OG0005227	LOC117150351|XP_033173093.1|DMAU	LOC5566532|XP_021700389.1|AAEG
OG0005228	LOC117150505|XP_033173302.1|DMAU	LOC5578148|XP_021700391.1|AAEG
OG0005229	LOC117150930|XP_033173983.1|DMAU	LOC5578157|XP_021700406.1|AAEG
OG0005230	LOC117140588|XP_033159490.1|DMAU	LOC5571941|XP_021700411.1|AAEG
OG0005231	LOC117147083|XP_033169741.1|DMAU	LOC5570241|XP_001659017.1|AAEG
OG0005232	LOC117136432|XP_033153240.1|DMAU	LOC5569378|XP_021700455.1|AAEG
OG0005233	LOC117150396|XP_033173150.1|DMAU	LOC5569372|XP_001658449.1|AAEG
OG0005234	LOC117150629|XP_033173489.1|DMAU	LOC5569509|XP_001658594.2|AAEG
OG0005235	LOC117148321|XP_033171548.1|DMAU	LOC5568224|XP_001652156.1|AAEG
OG0005236	LOC117142302|XP_033162083.1|DMAU	LOC5568225|XP_001652157.1|AAEG
OG0005237	LOC117150411|XP_033173173.1|DMAU	LOC5568228|XP_001652160.1|AAEG
OG0005238	LOC117146609|XP_033168829.1|DMAU	LOC5580328|XP_001663278.1|AAEG
OG0005239	LOC117150301|XP_033173019.1|DMAU	LOC5580326|XP_021700498.1|AAEG
OG0005240	LOC117137268|XP_033154527.1|DMAU	LOC5580330|XP_001663283.1|AAEG
OG0005241	LOC117135231|XP_033151241.1|DMAU	LOC5580331|XP_021700501.1|AAEG
OG0005242	LOC117147952|XP_033170990.1|DMAU	LOC5577421|XP_001656500.1|AAEG
OG0005243	LOC117150931|XP_033173987.1|DMAU	LOC5564177|XP_021700513.1|AAEG
OG0005244	LOC117143077|XP_033163436.1|DMAU	LOC5578372|XP_021700520.1|AAEG
OG0005245	LOC117142859|XP_033162998.1|DMAU	LOC5578370|XP_001656941.2|AAEG
OG0005246	LOC117145939|XP_033167713.1|DMAU	LOC5578367|XP_001656938.1|AAEG
OG0005247	LOC117138493|XP_033156514.1|DMAU	LOC5578363|XP_021700522.1|AAEG
OG0005248	LOC117142802|XP_033162899.1|DMAU	LOC5565620|XP_021700538.1|AAEG
OG0005249	LOC117144001|XP_033164846.1|DMAU	LOC5566446|XP_001650815.2|AAEG
OG0005250	LOC117142637|XP_033163267.1|DMAU	LOC5566421|XP_021700547.1|AAEG
OG0005251	LOC117142872|XP_033163034.1|DMAU	LOC5565682|XP_021700571.1|AAEG
OG0005252	LOC117135194|XP_033151155.1|DMAU	LOC5565690|XP_021700580.1|AAEG
OG0005253	LOC117150854|XP_033173836.1|DMAU	LOC5570923|XP_021700599.1|AAEG
OG0005254	LOC117150468|XP_033173255.1|DMAU	LOC5570918|XP_021700625.1|AAEG
OG0005255	LOC117146089|XP_033167940.1|DMAU	LOC5570917|XP_001653396.1|AAEG
OG0005256	LOC117135627|XP_033151889.1|DMAU	LOC5570929|XP_001653390.1|AAEG
OG0005257	LOC117149758|XP_033172710.1|DMAU	LOC5570912|XP_001653389.1|AAEG
OG0005258	LOC117144784|XP_033166047.1|DMAU	LOC5570928|XP_021700653.1|AAEG
OG0005259	LOC117137884|XP_033155509.1|DMAU	LOC5570898|XP_021700676.1|AAEG
OG0005260	LOC117137910|XP_033155549.1|DMAU	LOC5572919|XP_001654254.1|AAEG
OG0005261	LOC117145843|XP_033167582.1|DMAU	LOC5572921|XP_001654256.1|AAEG
OG0005262	LOC117137210|XP_033154460.1|DMAU	LOC5574731|XP_001661622.1|AAEG
OG0005263	LOC117150275|XP_033172975.1|DMAU	LOC5571729|XP_021700723.1|AAEG
OG0005264	LOC117144742|XP_033165986.1|DMAU	LOC5571727|XP_001659869.2|AAEG
OG0005265	LOC117136383|XP_033153208.1|DMAU	LOC5571428|XP_021700745.1|AAEG
OG0005266	LOC117135241|XP_033151274.1|DMAU	LOC5571427|XP_021700747.1|AAEG
OG0005267	LOC117141052|XP_033160233.1|DMAU	LOC5571418|XP_021700756.1|AAEG
OG0005268	LOC117141046|XP_033160222.1|DMAU	LOC5571419|XP_001659672.1|AAEG
OG0005269	LOC117144434|XP_033165476.1|DMAU	LOC5577780|XP_021700762.1|AAEG
OG0005270	LOC117149598|XP_033172693.1|DMAU	LOC5566353|XP_001650713.1|AAEG
OG0005271	LOC117135247|XP_033151283.1|DMAU	LOC5566349|XP_021700773.1|AAEG
OG0005272	LOC117135249|XP_033151284.1|DMAU	LOC5566328|XP_001650717.1|AAEG
OG0005273	LOC117139655|XP_033158049.1|DMAU	LOC5569673|XP_001652939.1|AAEG
OG0005274	LOC117139643|XP_033157997.1|DMAU	LOC5569676|XP_021700780.1|AAEG
OG0005275	LOC117136160|XP_033152778.1|DMAU	LOC5569675|XP_021700782.1|AAEG
OG0005276	LOC117150987|XP_033174080.1|DMAU	LOC5566721|XP_021700793.1|AAEG
OG0005277	LOC117150981|XP_033174064.1|DMAU	LOC5570421|XP_001659131.2|AAEG
OG0005278	LOC117137170|XP_033154374.1|DMAU	LOC5570426|XP_001659130.2|AAEG
OG0005279	LOC117135159|XP_033151110.1|DMAU	LOC5570433|XP_021700800.1|AAEG
OG0005280	LOC117148850|XP_033172441.1|DMAU	LOC5572646|XP_021700807.1|AAEG
OG0005281	LOC117146239|XP_033168042.1|DMAU	LOC5572657|XP_001654157.2|AAEG
OG0005282	LOC117145715|XP_033167352.1|DMAU	LOC5572662|XP_021700832.1|AAEG
OG0005283	LOC117142972|XP_033163211.1|DMAU	LOC5572663|XP_021700837.1|AAEG
OG0005284	LOC117150371|XP_033173124.1|DMAU	LOC5572671|XP_021700843.1|AAEG
OG0005285	LOC117138601|XP_033156681.1|DMAU	LOC5564515|XP_001648853.2|AAEG, LOC110680321|XP_021711840.1|AAEG
OG0005286	LOC117135953|XP_033152438.1|DMAU	LOC5568761|XP_021700848.1|AAEG
OG0005287	LOC117146865|XP_033169346.1|DMAU	LOC5565249|XP_001649589.1|AAEG
OG0005288	LOC117135304|XP_033151383.1|DMAU	LOC5574312|XP_021700858.1|AAEG
OG0005289	LOC117136223|XP_033152889.1|DMAU	LOC5574311|XP_011493578.1|AAEG
OG0005290	LOC117143931|XP_033164739.1|DMAU	LOC5573648|XP_021700863.1|AAEG
OG0005291	LOC117144268|XP_033165299.1|DMAU	LOC5565779|XP_001650118.2|AAEG
OG0005292	LOC117136257|XP_033152965.1|DMAU	LOC5565760|XP_021700872.1|AAEG
OG0005293	LOC117143575|XP_033164215.1|DMAU	LOC5565768|XP_001650125.2|AAEG
OG0005294	LOC117142921|XP_033163113.1|DMAU	LOC5565783|XP_001650131.1|AAEG
OG0005295	LOC117143766|XP_033165172.1|DMAU	LOC5565778|XP_021700882.1|AAEG
OG0005296	LOC117145433|XP_033166971.1|DMAU	LOC5564855|XP_001649174.2|AAEG
OG0005297	LOC117135119|XP_033151028.1|DMAU	LOC5576295|XP_021700954.1|AAEG
OG0005298	LOC117151073|XP_033174208.1|DMAU	LOC5565353|XP_001649726.1|AAEG
OG0005299	LOC117142304|XP_033162082.1|DMAU	LOC5565386|XP_001649735.1|AAEG
OG0005300	LOC117147331|XP_033170076.1|DMAU	LOC5565370|XP_001649736.1|AAEG
OG0005301	LOC117135301|XP_033151369.1|DMAU	LOC5569178|XP_021701035.1|AAEG
OG0005302	LOC117136264|XP_033152974.1|DMAU	LOC5569184|XP_021701053.1|AAEG
OG0005303	LOC117148200|XP_033171375.1|DMAU	LOC5564504|XP_001648835.1|AAEG
OG0005304	LOC117150246|XP_033172934.1|DMAU	LOC5564507|XP_021701078.1|AAEG
OG0005305	LOC117137167|XP_033154371.1|DMAU	LOC5564513|XP_021701093.1|AAEG
OG0005306	LOC117135117|XP_033151025.1|DMAU	LOC5566988|XP_001651386.1|AAEG
OG0005307	LOC117142117|XP_033161907.1|DMAU	LOC5566967|XP_021701106.1|AAEG
OG0005308	LOC117145614|XP_033167260.1|DMAU	LOC5576572|XP_021701109.1|AAEG
OG0005309	LOC117150971|XP_033174043.1|DMAU	LOC5566523|XP_021701119.1|AAEG
OG0005310	LOC117138047|XP_033155756.1|DMAU	LOC5566520|XP_001650913.1|AAEG
OG0005311	LOC117135129|XP_033151050.1|DMAU	LOC110673977|XP_021701146.1|AAEG
OG0005312	LOC117150260|XP_033172955.1|DMAU	LOC5566512|XP_021701152.1|AAEG
OG0005313	LOC117138558|XP_033156612.1|DMAU	LOC23687644|XP_021701164.1|AAEG
OG0005314	LOC117138698|XP_033156852.1|DMAU	LOC5571678|XP_021701168.1|AAEG
OG0005315	LOC117139810|XP_033158333.1|DMAU	LOC5571668|XP_021701179.1|AAEG
OG0005316	LOC117137171|XP_033154375.1|DMAU	LOC5571683|XP_021701183.1|AAEG
OG0005317	LOC117136941|XP_033153983.1|DMAU	LOC5571662|XP_001653748.2|AAEG
OG0005318	LOC117136142|XP_033152743.1|DMAU	LOC5571658|XP_001653744.2|AAEG
OG0005319	LOC117139721|XP_033158140.1|DMAU	LOC5571645|XP_001653734.1|AAEG
OG0005320	LOC117138409|XP_033156381.1|DMAU	LOC5571646|XP_021701211.1|AAEG
OG0005321	LOC117148374|XP_033171661.1|DMAU	LOC5567454|XP_021701227.1|AAEG
OG0005322	LOC117138884|XP_033156865.1|DMAU	LOC5574508|XP_001655158.2|AAEG
OG0005323	LOC117135290|XP_033151355.1|DMAU	LOC5574506|XP_021701270.1|AAEG
OG0005324	LOC117151075|XP_033174210.1|DMAU	LOC5573849|XP_021701280.1|AAEG
OG0005325	LOC117147684|XP_033170559.1|DMAU	LOC5573854|XP_001654881.1|AAEG
OG0005326	LOC117151077|XP_033174212.1|DMAU	LOC5573850|XP_001654880.1|AAEG
OG0005327	LOC117150419|XP_033173179.1|DMAU	LOC5573844|XP_021701284.1|AAEG
OG0005328	LOC117144185|XP_033165123.1|DMAU	LOC5568808|XP_021701319.1|AAEG
OG0005329	LOC117141545|XP_033160940.1|DMAU	LOC5568806|XP_021701321.1|AAEG
OG0005330	LOC117141544|XP_033160939.1|DMAU	LOC5568805|XP_001658170.1|AAEG
OG0005331	LOC117150148|XP_033172845.1|DMAU	LOC110681452|XP_021712903.1|AAEG, LOC5568828|XP_001658194.1|AAEG
OG0005332	LOC117143119|XP_033163501.1|DMAU	LOC5568829|XP_001658195.1|AAEG
OG0005333	LOC117150451|XP_033173229.1|DMAU	LOC5564977|XP_021701378.1|AAEG
OG0005334	LOC117150573|XP_033173416.1|DMAU	LOC5564994|XP_001649336.1|AAEG
OG0005335	LOC117138139|XP_033155904.1|DMAU	LOC5564975|XP_001649335.1|AAEG
OG0005336	LOC117138260|XP_033156114.1|DMAU	LOC5564995|XP_021701383.1|AAEG
OG0005337	LOC117135588|XP_033151813.1|DMAU	LOC5568985|XP_001658270.1|AAEG
OG0005338	LOC117150023|XP_033172790.1|DMAU	LOC5577471|XP_021701403.1|AAEG
OG0005339	LOC117150333|XP_033173071.1|DMAU	LOC5573493|XP_021701414.1|AAEG
OG0005340	LOC117143913|XP_033164721.1|DMAU	LOC5573492|XP_001660898.2|AAEG
OG0005341	LOC117136739|XP_033153662.1|DMAU	LOC5573494|XP_021701416.1|AAEG
OG0005342	LOC117146478|XP_033168612.1|DMAU	LOC5573495|XP_021701417.1|AAEG
OG0005343	LOC117137346|XP_033154633.1|DMAU	LOC5573500|XP_021701422.1|AAEG
OG0005344	LOC117136697|XP_033153606.1|DMAU	LOC5578762|XP_021701458.1|AAEG
OG0005345	LOC117150861|XP_033173849.1|DMAU	LOC5578758|XP_001657126.1|AAEG
OG0005346	LOC117150588|XP_033173435.1|DMAU	LOC5576425|XP_001662633.1|AAEG
OG0005347	LOC117141391|XP_033160701.1|DMAU	LOC5565689|XP_021701522.1|AAEG
OG0005348	LOC117135220|XP_033151220.1|DMAU	LOC5577734|XP_021701531.1|AAEG
OG0005349	LOC117138761|XP_033156856.1|DMAU	LOC5565279|XP_001649624.2|AAEG
OG0005350	LOC117150613|XP_033173470.1|DMAU	LOC5578315|XP_001663831.2|AAEG
