Orthogroup	DMAU.longest_only	CPIP.longest_only
OG0003393	LOC117143028|XP_033163304.1|DMAU	LOC120418736|XP_039437143.1|CPIP
OG0003394	LOC117143358|XP_033163922.1|DMAU	LOC120417199|XP_039435099.1|CPIP
OG0003395	LOC117144316|XP_033165318.1|DMAU	LOC120417220|XP_039435115.1|CPIP
OG0003396	LOC117145988|XP_033167793.1|DMAU	LOC120432522|XP_039453673.1|CPIP
OG0003397	LOC117145245|XP_033166718.1|DMAU	LOC120420738|XP_039439766.1|CPIP
OG0003399	LOC117145992|XP_033167798.1|DMAU	LOC120420794|XP_039439841.1|CPIP
OG0003400	LOC117142976|XP_033163217.1|DMAU	LOC120431844|XP_039452907.1|CPIP
OG0003401	LOC117145703|XP_033167336.1|DMAU	LOC120422308|XP_039441633.1|CPIP
OG0003402	LOC117144270|XP_033165262.1|DMAU	LOC120424505|XP_039444590.1|CPIP
OG0003403	LOC117135694|XP_033151989.1|DMAU	LOC120424508|XP_039444595.1|CPIP
OG0003404	LOC117142751|XP_033162823.1|DMAU	LOC120429670|XP_039450632.1|CPIP
OG0003405	LOC117137619|XP_033155041.1|DMAU	LOC120428994|XP_039450066.1|CPIP
OG0003406	LOC117145529|XP_033167114.1|DMAU	LOC120430495|XP_039451526.1|CPIP
OG0003407	LOC117145199|XP_033166652.1|DMAU	LOC120430496|XP_039451527.1|CPIP
OG0003408	LOC117143125|XP_033163505.1|DMAU	LOC120428992|XP_039450065.1|CPIP
OG0003409	LOC117144080|XP_033164985.1|DMAU	LOC120428995|XP_039450068.1|CPIP
OG0003410	LOC117143840|XP_033164583.1|DMAU	LOC120426738|XP_039447449.1|CPIP
OG0003411	LOC117144206|XP_033165146.1|DMAU	LOC120421806|XP_039441017.1|CPIP
OG0003412	LOC117145845|XP_033167549.1|DMAU	LOC120421803|XP_039441015.1|CPIP
OG0003413	LOC117144659|XP_033165850.1|DMAU	LOC120416938|XP_039434792.1|CPIP
OG0003414	LOC117141810|XP_033161352.1|DMAU	LOC120415563|XP_039433073.1|CPIP, LOC120415828|XP_039433397.1|CPIP
OG0003415	LOC117148323|XP_033171546.1|DMAU	LOC120416615|XP_039434351.1|CPIP
OG0003416	LOC117142962|XP_033163180.1|DMAU	LOC120416649|XP_039434396.1|CPIP
OG0003417	LOC117145073|XP_033166481.1|DMAU	LOC120415604|XP_039433134.1|CPIP
OG0003418	LOC117146005|XP_033167816.1|DMAU	LOC120418739|XP_039437148.1|CPIP, LOC120421090|XP_039440167.1|CPIP
OG0003419	LOC117145082|XP_033166490.1|DMAU	LOC120418744|XP_039437154.1|CPIP, LOC120421095|XP_039440172.1|CPIP
OG0003420	LOC117145697|XP_033167329.1|DMAU	LOC120421091|XP_039440168.1|CPIP, LOC120418741|XP_039437151.1|CPIP
OG0003421	LOC117145726|XP_033167366.1|DMAU	LOC120428659|XP_039449640.1|CPIP
OG0003422	LOC117145736|XP_033167387.1|DMAU	LOC120428662|XP_039449644.1|CPIP, LOC120427075|XP_039447847.1|CPIP
OG0003423	LOC117135772|XP_033152131.1|DMAU	LOC120431603|XP_039452641.1|CPIP
OG0003424	LOC117142818|XP_033162925.1|DMAU	LOC120426011|XP_039446617.1|CPIP
OG0003425	LOC117143910|XP_033164715.1|DMAU	LOC120426250|XP_039446922.1|CPIP
OG0003426	LOC117145964|XP_033167756.1|DMAU	LOC120422541|XP_039441939.1|CPIP
OG0003427	LOC117144698|XP_033165913.1|DMAU	LOC120422566|XP_039441986.1|CPIP
OG0003428	LOC117139985|XP_033158580.1|DMAU	LOC120425750|XP_039446290.1|CPIP
OG0003429	LOC117136948|XP_033153988.1|DMAU	LOC120418342|XP_039436625.1|CPIP
OG0003430	LOC117146291|XP_033168194.1|DMAU	LOC120415617|XP_039433150.1|CPIP
OG0003431	LOC117145505|XP_033167076.1|DMAU	LOC120427247|XP_039448036.1|CPIP
OG0003432	LOC117144543|XP_033165670.1|DMAU	LOC120423828|XP_039443690.1|CPIP
OG0003433	LOC117143352|XP_033163913.1|DMAU	LOC120418352|XP_039436639.1|CPIP
OG0003434	LOC117146611|XP_033168827.1|DMAU	LOC120428288|XP_039449214.1|CPIP
OG0003435	LOC117142415|XP_033162259.1|DMAU	LOC120418355|XP_039436642.1|CPIP
OG0003436	LOC117145440|XP_033166988.1|DMAU	LOC120431628|XP_039452674.1|CPIP
OG0003437	LOC117145436|XP_033166979.1|DMAU	LOC120431609|XP_039452650.1|CPIP
OG0003438	LOC117145438|XP_033166984.1|DMAU	LOC120426010|XP_039446616.1|CPIP
OG0003439	LOC117142562|XP_033162504.1|DMAU	LOC120426249|XP_039446921.1|CPIP
OG0003440	LOC117142623|XP_033162609.1|DMAU	LOC120416206|XP_039433881.1|CPIP
OG0003441	LOC117144260|XP_033165253.1|DMAU	LOC120427891|XP_039448759.1|CPIP
OG0003442	LOC117145369|XP_033166883.1|DMAU	LOC120427894|XP_039448762.1|CPIP
OG0003443	LOC117141241|XP_033160494.1|DMAU	LOC120420269|XP_039439202.1|CPIP, LOC120422149|XP_039441454.1|CPIP
OG0003444	LOC117141503|XP_033160880.1|DMAU	LOC120417068|XP_039434963.1|CPIP
OG0003445	LOC117148808|XP_033172343.1|DMAU	LOC120416132|XP_039433738.1|CPIP
OG0003446	LOC117146858|XP_033169322.1|DMAU	LOC120415639|XP_039433175.1|CPIP
OG0003447	LOC117146263|XP_033168125.1|DMAU	LOC120415538|XP_039433041.1|CPIP
OG0003448	LOC117144069|XP_033164970.1|DMAU	LOC120414263|XP_039431310.1|CPIP
OG0003449	LOC117144226|XP_033165181.1|DMAU	LOC120414286|XP_039431351.1|CPIP
OG0003450	LOC117145551|XP_033167139.1|DMAU	LOC120424270|XP_039444266.1|CPIP
OG0003451	LOC117142672|XP_033162696.1|DMAU	LOC120424239|XP_039444237.1|CPIP
OG0003452	LOC117144164|XP_033165090.1|DMAU	LOC120424238|XP_039444236.1|CPIP
OG0003453	LOC117139769|XP_033158256.1|DMAU	LOC120425389|XP_039445840.1|CPIP
OG0003454	LOC117144873|XP_033166176.1|DMAU	LOC120425385|XP_039445834.1|CPIP
OG0003455	LOC117144025|XP_033164874.1|DMAU	LOC120425387|XP_039445838.1|CPIP
OG0003456	LOC117138679|XP_033156823.1|DMAU	LOC120423420|XP_039443157.1|CPIP
OG0003457	LOC117145481|XP_033167049.1|DMAU	LOC120423423|XP_039443163.1|CPIP
OG0003458	LOC117145397|XP_033166923.1|DMAU	LOC120425717|XP_039446258.1|CPIP
OG0003459	LOC117145936|XP_033167704.1|DMAU	LOC120429646|XP_039450606.1|CPIP
OG0003460	LOC117145675|XP_033167300.1|DMAU	LOC120417204|XP_039435104.1|CPIP
OG0003461	LOC117142519|XP_033162450.1|DMAU	LOC120414291|XP_039431356.1|CPIP
OG0003462	LOC117139815|XP_033158337.1|DMAU	LOC120425428|XP_039445890.1|CPIP
OG0003463	LOC117143500|XP_033164111.1|DMAU	LOC120424455|XP_039444522.1|CPIP
OG0003464	LOC117143770|XP_033164489.1|DMAU	LOC120427287|XP_039448072.1|CPIP
OG0003465	LOC117144228|XP_033165184.1|DMAU	LOC120431816|XP_039452869.1|CPIP
OG0003466	LOC117144112|XP_033165023.1|DMAU	LOC120421019|XP_039440075.1|CPIP
OG0003469	LOC117142548|XP_033162489.1|DMAU	LOC120430499|XP_039451530.1|CPIP
OG0003470	LOC117144296|XP_033165292.1|DMAU	LOC120428674|XP_039449657.1|CPIP
OG0003471	LOC117150905|XP_033173941.1|DMAU	LOC120428672|XP_039449656.1|CPIP
OG0003472	LOC117150180|XP_033172905.1|DMAU	LOC120421173|XP_039440302.1|CPIP
OG0003473	LOC117144600|XP_033165785.1|DMAU	LOC120423964|XP_039443886.1|CPIP
OG0003474	LOC117144220|XP_033165164.1|DMAU	LOC120425161|XP_039445524.1|CPIP
OG0003475	LOC117144056|XP_033164954.1|DMAU	LOC120426217|XP_039446859.1|CPIP
OG0003476	LOC117146277|XP_033168163.1|DMAU	LOC120427409|XP_039448205.1|CPIP
OG0003477	LOC117142748|XP_033162817.1|DMAU	LOC120424766|XP_039444904.1|CPIP
OG0003478	LOC117145310|XP_033166794.1|DMAU	LOC120421098|XP_039440177.1|CPIP
OG0003479	LOC117142442|XP_033162296.1|DMAU	LOC120417002|XP_039434879.1|CPIP
OG0003480	LOC117144617|XP_033165802.1|DMAU	LOC120428960|XP_039450033.1|CPIP
OG0003481	LOC117145109|XP_033166520.1|DMAU	LOC120428962|XP_039450035.1|CPIP
OG0003482	LOC117144699|XP_033165914.1|DMAU	LOC120428959|XP_039450031.1|CPIP
OG0003483	LOC117143508|XP_033164121.1|DMAU	LOC120425990|XP_039446582.1|CPIP
OG0003484	LOC117144638|XP_033165825.1|DMAU	LOC120422026|XP_039441284.1|CPIP
OG0003485	LOC117144563|XP_033165699.1|DMAU	LOC120430263|XP_039451282.1|CPIP
OG0003486	LOC117144948|XP_033166294.1|DMAU	LOC120430268|XP_039451289.1|CPIP
OG0003487	LOC117145733|XP_033167384.1|DMAU	LOC120422548|XP_039441949.1|CPIP
OG0003488	LOC117142936|XP_033163139.1|DMAU	LOC120432485|XP_039453636.1|CPIP
OG0003489	LOC117142417|XP_033162261.1|DMAU	LOC120414300|XP_039431368.1|CPIP
OG0003490	LOC117143583|XP_033164222.1|DMAU	LOC120414284|XP_039431348.1|CPIP
OG0003491	LOC117144615|XP_033165800.1|DMAU	LOC120414290|XP_039431355.1|CPIP
OG0003492	LOC117142666|XP_033162689.1|DMAU	LOC120427279|XP_039448063.1|CPIP
OG0003493	LOC117144350|XP_033165354.1|DMAU	LOC120431388|XP_039452452.1|CPIP, LOC120430174|XP_039451189.1|CPIP
OG0003494	LOC117142617|XP_033162593.1|DMAU	LOC120429624|XP_039450588.1|CPIP
OG0003495	LOC117150960|XP_033174030.1|DMAU	LOC120423840|XP_039443722.1|CPIP
OG0003496	LOC117144239|XP_033165200.1|DMAU	LOC120421779|XP_039440982.1|CPIP
OG0003497	LOC117143579|XP_033164217.1|DMAU	LOC120423822|XP_039443679.1|CPIP
OG0003498	LOC117141680|XP_033161167.1|DMAU	LOC120423812|XP_039443666.1|CPIP
OG0003499	LOC117143465|XP_033164067.1|DMAU	LOC120423830|XP_039443704.1|CPIP
OG0003500	LOC117142621|XP_033162603.1|DMAU	LOC120424631|XP_039444731.1|CPIP
OG0003502	LOC117145570|XP_033167166.1|DMAU	LOC120417089|XP_039434999.1|CPIP
OG0003503	LOC117142618|XP_033162594.1|DMAU	LOC120425050|XP_039445357.1|CPIP
OG0003504	LOC117143278|XP_033163748.1|DMAU	LOC120425079|XP_039445409.1|CPIP
OG0003505	LOC117144791|XP_033166059.1|DMAU	LOC120425072|XP_039445382.1|CPIP
OG0003506	LOC117143855|XP_033164608.1|DMAU	LOC120420771|XP_039439814.1|CPIP
OG0003507	LOC117144475|XP_033165538.1|DMAU	LOC120420749|XP_039439779.1|CPIP
OG0003508	LOC117139444|XP_033157640.1|DMAU	LOC120414265|XP_039431318.1|CPIP
OG0003509	LOC117143189|XP_033163616.1|DMAU	LOC120425654|XP_039446169.1|CPIP
OG0003510	LOC117142276|XP_033162047.1|DMAU	LOC120425391|XP_039445842.1|CPIP
OG0003511	LOC117142596|XP_033162562.1|DMAU	LOC120425379|XP_039445826.1|CPIP, LOC120423575|XP_039443367.1|CPIP
OG0003512	LOC117145175|XP_033166615.1|DMAU	LOC120432131|XP_039453198.1|CPIP
OG0003513	LOC117143474|XP_033164079.1|DMAU	LOC120422588|XP_039442013.1|CPIP
OG0003515	LOC117135767|XP_033152124.1|DMAU	LOC120425435|XP_039445900.1|CPIP
OG0003516	LOC117143211|XP_033163648.1|DMAU	LOC120425433|XP_039445897.1|CPIP
OG0003517	LOC117144469|XP_033165525.1|DMAU	LOC120417083|XP_039434995.1|CPIP
OG0003518	LOC117144991|XP_033166353.1|DMAU	LOC120428062|XP_039448955.1|CPIP
OG0003519	LOC117139094|XP_033157113.1|DMAU	LOC120428068|XP_039448970.1|CPIP
OG0003520	LOC117141020|XP_033160185.1|DMAU	LOC120428064|XP_039448957.1|CPIP
OG0003521	LOC117142074|XP_033161844.1|DMAU	LOC120428073|XP_039448981.1|CPIP
OG0003522	LOC117137485|XP_033154855.1|DMAU	LOC120428076|XP_039448986.1|CPIP
OG0003523	LOC117150957|XP_033174027.1|DMAU	LOC120420489|XP_039439469.1|CPIP, LOC120413890|XP_039430798.1|CPIP
OG0003524	LOC117148943|XP_033172559.1|DMAU	LOC120428074|XP_039448984.1|CPIP
OG0003525	LOC117136094|XP_033152664.1|DMAU	LOC120430975|XP_039452041.1|CPIP
OG0003527	LOC117136653|XP_033153540.1|DMAU	LOC120430984|XP_039452080.1|CPIP
OG0003529	LOC117135222|XP_033151229.1|DMAU	LOC120428690|XP_039449692.1|CPIP
OG0003530	LOC117139308|XP_033157443.1|DMAU	LOC120428693|XP_039449695.1|CPIP
OG0003531	LOC117145649|XP_033167269.1|DMAU	LOC120427603|XP_039448414.1|CPIP
OG0003532	LOC117141885|XP_033161470.1|DMAU	LOC120427613|XP_039448428.1|CPIP
OG0003533	LOC117140062|XP_033158698.1|DMAU	LOC120423003|XP_039442559.1|CPIP
OG0003534	LOC117140772|XP_033159747.1|DMAU	LOC120424419|XP_039444463.1|CPIP
OG0003535	LOC117141761|XP_033161278.1|DMAU	LOC120430253|XP_039451272.1|CPIP
OG0003536	LOC117138163|XP_033155934.1|DMAU	LOC120421746|XP_039440953.1|CPIP
OG0003537	LOC117136751|XP_033153674.1|DMAU	LOC120424166|XP_039444150.1|CPIP
OG0003538	LOC117136641|XP_033153524.1|DMAU	LOC120424173|XP_039444159.1|CPIP
OG0003539	LOC117136085|XP_033152649.1|DMAU	LOC120424169|XP_039444152.1|CPIP
OG0003540	LOC117139745|XP_033158196.1|DMAU	LOC120424180|XP_039444170.1|CPIP
OG0003541	LOC117142348|XP_033162158.1|DMAU	LOC120417819|XP_039435959.1|CPIP
OG0003542	LOC117138651|XP_033156769.1|DMAU	LOC120417805|XP_039435937.1|CPIP
OG0003543	LOC117148408|XP_033171667.1|DMAU	LOC120417813|XP_039435950.1|CPIP
OG0003544	LOC117140660|XP_033159595.1|DMAU	LOC120417798|XP_039435930.1|CPIP
OG0003545	LOC117140480|XP_033159321.1|DMAU	LOC120419759|XP_039438516.1|CPIP
OG0003546	LOC117139402|XP_033157561.1|DMAU	LOC120419751|XP_039438502.1|CPIP
OG0003547	LOC117138635|XP_033156738.1|DMAU	LOC120419505|XP_039438136.1|CPIP
OG0003548	LOC117137921|XP_033155560.1|DMAU	LOC120419500|XP_039438125.1|CPIP
OG0003549	LOC117136774|XP_033153713.1|DMAU	LOC120419503|XP_039438135.1|CPIP
OG0003550	LOC117138451|XP_033156465.1|DMAU	LOC120429771|XP_039450762.1|CPIP
OG0003551	LOC117136858|XP_033153848.1|DMAU	LOC120417809|XP_039435942.1|CPIP
OG0003552	LOC117138128|XP_033155884.1|DMAU	LOC120430257|XP_039451276.1|CPIP, LOC120419775|XP_039438541.1|CPIP
OG0003553	LOC117136931|XP_033153963.1|DMAU	LOC120419731|XP_039438457.1|CPIP, LOC120430258|XP_039451277.1|CPIP
OG0003554	LOC117141345|XP_033160639.1|DMAU	LOC120419746|XP_039438483.1|CPIP
OG0003555	LOC117141269|XP_033160530.1|DMAU	LOC120417397|XP_039435358.1|CPIP
OG0003556	LOC117139805|XP_033158319.1|DMAU	LOC120427109|XP_039447893.1|CPIP, LOC120427466|XP_039448270.1|CPIP
OG0003557	LOC117139811|XP_033158332.1|DMAU	LOC120431873|XP_039452937.1|CPIP, LOC120427123|XP_039447910.1|CPIP
OG0003558	LOC117139001|XP_033156980.1|DMAU	LOC120414214|XP_039431247.1|CPIP
OG0003559	LOC117139282|XP_033157400.1|DMAU	LOC120429274|XP_039450425.1|CPIP
OG0003560	LOC117141098|XP_033160305.1|DMAU	LOC120422644|XP_039442081.1|CPIP
OG0003561	LOC117137628|XP_033155050.1|DMAU	LOC120422627|XP_039442056.1|CPIP
OG0003562	LOC117136791|XP_033153738.1|DMAU	LOC120422625|XP_039442053.1|CPIP
OG0003563	LOC117143110|XP_033163483.1|DMAU	LOC120431522|XP_039452553.1|CPIP, LOC120422636|XP_039442067.1|CPIP
OG0003564	LOC117140348|XP_033159089.1|DMAU	LOC120431622|XP_039452667.1|CPIP
OG0003565	LOC117140241|XP_033158934.1|DMAU	LOC120412866|XP_039429424.1|CPIP
OG0003566	LOC117143040|XP_033163368.1|DMAU	LOC120422914|XP_039442413.1|CPIP
OG0003567	LOC117136326|XP_033153071.1|DMAU	LOC120422917|XP_039442422.1|CPIP
OG0003568	LOC117135565|XP_033151763.1|DMAU	LOC120423649|XP_039443455.1|CPIP
OG0003569	LOC117140136|XP_033158793.1|DMAU	LOC120413503|XP_039430292.1|CPIP
OG0003570	LOC117138581|XP_033156647.1|DMAU	LOC120415771|XP_039433321.1|CPIP
OG0003571	LOC117140695|XP_033159648.1|DMAU	LOC120427373|XP_039448167.1|CPIP
OG0003572	LOC117136604|XP_033153478.1|DMAU	LOC120427089|XP_039447875.1|CPIP
OG0003573	LOC117135820|XP_033152219.1|DMAU	LOC120426403|XP_039447097.1|CPIP
OG0003574	LOC117139243|XP_033157344.1|DMAU	LOC120427476|XP_039448279.1|CPIP
OG0003575	LOC117139962|XP_033158552.1|DMAU	LOC120428985|XP_039450057.1|CPIP
OG0003576	LOC117140662|XP_033159597.1|DMAU	LOC120432608|XP_039453789.1|CPIP
OG0003577	LOC117141880|XP_033161460.1|DMAU	LOC120432601|XP_039453777.1|CPIP
OG0003578	LOC117141076|XP_033160265.1|DMAU	LOC120427142|XP_039447935.1|CPIP
OG0003579	LOC117135883|XP_033152320.1|DMAU	LOC120426579|XP_039447302.1|CPIP
OG0003580	LOC117135424|XP_033151470.1|DMAU	LOC120426850|XP_039447580.1|CPIP
OG0003581	LOC117142111|XP_033161898.1|DMAU	LOC120427329|XP_039448116.1|CPIP
OG0003582	LOC117141725|XP_033161234.1|DMAU	LOC120425995|XP_039446592.1|CPIP
OG0003583	LOC117136213|XP_033152872.1|DMAU	LOC120425696|XP_039446217.1|CPIP
OG0003584	LOC117138464|XP_033156481.1|DMAU	LOC120426360|XP_039447057.1|CPIP
OG0003585	LOC117140161|XP_033158825.1|DMAU	LOC120425830|XP_039446386.1|CPIP
OG0003586	LOC117146302|XP_033168229.1|DMAU	LOC120428814|XP_039449850.1|CPIP
OG0003587	LOC117150925|XP_033173981.1|DMAU	LOC120425974|XP_039446562.1|CPIP
OG0003588	LOC117142982|XP_033163224.1|DMAU	LOC120422331|XP_039441660.1|CPIP
OG0003589	LOC117137034|XP_033154130.1|DMAU	LOC120422349|XP_039441679.1|CPIP
OG0003590	LOC117139448|XP_033157646.1|DMAU	LOC120420566|XP_039439575.1|CPIP
OG0003591	LOC117140063|XP_033158699.1|DMAU	LOC120429984|XP_039451013.1|CPIP
OG0003592	LOC117141015|XP_033160166.1|DMAU	LOC120422847|XP_039442326.1|CPIP
OG0003593	LOC117140261|XP_033158957.1|DMAU	LOC120422433|XP_039441785.1|CPIP
OG0003594	LOC117141670|XP_033161156.1|DMAU	LOC120415748|XP_039433289.1|CPIP
OG0003595	LOC117136953|XP_033153993.1|DMAU	LOC120415739|XP_039433274.1|CPIP
OG0003596	LOC117136176|XP_033152809.1|DMAU	LOC120415735|XP_039433264.1|CPIP
OG0003597	LOC117138160|XP_033155928.1|DMAU	LOC120415752|XP_039433294.1|CPIP
OG0003598	LOC117140815|XP_033159811.1|DMAU	LOC120428572|XP_039449539.1|CPIP
OG0003599	LOC117136408|XP_033153203.1|DMAU	LOC120424877|XP_039445071.1|CPIP
OG0003600	LOC117139737|XP_033158169.1|DMAU	LOC120424883|XP_039445081.1|CPIP
OG0003601	LOC117137461|XP_033154796.1|DMAU	LOC120418863|XP_039437332.1|CPIP
OG0003602	LOC117136417|XP_033153217.1|DMAU	LOC120418856|XP_039437317.1|CPIP
OG0003603	LOC117141200|XP_033160442.1|DMAU	LOC120430196|XP_039451213.1|CPIP
OG0003604	LOC117151026|XP_033174126.1|DMAU	LOC120430042|XP_039451068.1|CPIP
OG0003605	LOC117144415|XP_033165447.1|DMAU	LOC120430147|XP_039451169.1|CPIP
OG0003606	LOC117136285|XP_033153011.1|DMAU	LOC120430158|XP_039451177.1|CPIP
OG0003607	LOC117135889|XP_033152327.1|DMAU	LOC120430016|XP_039451048.1|CPIP
OG0003608	LOC117141184|XP_033160413.1|DMAU	LOC120422884|XP_039442378.1|CPIP
OG0003609	LOC117136807|XP_033153763.1|DMAU	LOC120430755|XP_039451800.1|CPIP, LOC120430317|XP_039451352.1|CPIP
OG0003610	LOC117140294|XP_033159022.1|DMAU	LOC120416555|XP_039434221.1|CPIP
OG0003611	LOC117140918|XP_033159993.1|DMAU	LOC120430951|XP_039452008.1|CPIP
OG0003612	LOC117137947|XP_033155600.1|DMAU	LOC120429260|XP_039450413.1|CPIP
OG0003613	LOC117136657|XP_033153549.1|DMAU	LOC120423179|XP_039442804.1|CPIP
OG0003614	LOC117136658|XP_033153550.1|DMAU	LOC120423180|XP_039442805.1|CPIP
OG0003615	LOC117138550|XP_033156600.1|DMAU	LOC120420670|XP_039439702.1|CPIP
OG0003616	LOC117135998|XP_033152504.1|DMAU	LOC120412428|XP_039428821.1|CPIP
OG0003617	LOC117135870|XP_033152296.1|DMAU	LOC120426803|XP_039447521.1|CPIP
OG0003618	LOC117135869|XP_033152294.1|DMAU	LOC120426802|XP_039447516.1|CPIP
OG0003619	LOC117135690|XP_033151983.1|DMAU	LOC120428619|XP_039449597.1|CPIP
OG0003620	LOC117137359|XP_033154651.1|DMAU	LOC120413201|XP_039429850.1|CPIP
OG0003621	LOC117139730|XP_033158158.1|DMAU	LOC120431468|XP_039452516.1|CPIP
OG0003622	LOC117139728|XP_033158155.1|DMAU	LOC120431467|XP_039452515.1|CPIP
OG0003623	LOC117135943|XP_033152415.1|DMAU	LOC120421532|XP_039440685.1|CPIP
OG0003624	LOC117138406|XP_033156375.1|DMAU	LOC120428750|XP_039449765.1|CPIP
OG0003625	LOC117136655|XP_033153546.1|DMAU	LOC120428754|XP_039449770.1|CPIP
OG0003626	LOC117137849|XP_033155448.1|DMAU	LOC120413254|XP_039429917.1|CPIP
OG0003627	LOC117136634|XP_033153516.1|DMAU	LOC120413253|XP_039429916.1|CPIP
OG0003628	LOC117137927|XP_033155569.1|DMAU	LOC120413218|XP_039429873.1|CPIP
OG0003629	LOC117136465|XP_033153287.1|DMAU	LOC120413235|XP_039429899.1|CPIP
OG0003630	LOC117136186|XP_033152822.1|DMAU	LOC120413221|XP_039429881.1|CPIP
OG0003631	LOC117139397|XP_033157555.1|DMAU	LOC120413214|XP_039429866.1|CPIP
OG0003632	LOC117140373|XP_033159129.1|DMAU	LOC120413238|XP_039429902.1|CPIP, LOC120413263|XP_039429925.1|CPIP
OG0003633	LOC117137763|XP_033155273.1|DMAU	LOC120418504|XP_039436875.1|CPIP
OG0003634	LOC117140633|XP_033159549.1|DMAU	LOC120413204|XP_039429854.1|CPIP
OG0003635	LOC117140176|XP_033158842.1|DMAU	LOC120413156|XP_039429798.1|CPIP
OG0003636	LOC117136534|XP_033153374.1|DMAU	LOC120418625|XP_039437003.1|CPIP, LOC120418489|XP_039436860.1|CPIP
OG0003637	LOC117138308|XP_033156203.1|DMAU	LOC120418500|XP_039436871.1|CPIP
OG0003638	LOC117139443|XP_033157638.1|DMAU	LOC120424827|XP_039444982.1|CPIP
OG0003639	LOC117139987|XP_033158588.1|DMAU	LOC120424848|XP_039445030.1|CPIP
OG0003640	LOC117135435|XP_033151490.1|DMAU	LOC120420077|XP_039438936.1|CPIP
OG0003641	LOC117137833|XP_033155413.1|DMAU	LOC120420075|XP_039438933.1|CPIP
OG0003642	LOC117137992|XP_033155668.1|DMAU	LOC120420104|XP_039438985.1|CPIP
OG0003643	LOC117137363|XP_033154655.1|DMAU	LOC120420090|XP_039438956.1|CPIP
OG0003644	LOC117136368|XP_033153140.1|DMAU	LOC120420063|XP_039438911.1|CPIP
OG0003645	LOC117139162|XP_033157212.1|DMAU	LOC120429150|XP_039450289.1|CPIP
OG0003646	LOC117140647|XP_033159578.1|DMAU	LOC120429154|XP_039450296.1|CPIP
OG0003647	LOC117141897|XP_033161489.1|DMAU	LOC120416508|XP_039434160.1|CPIP
OG0003648	LOC117139010|XP_033156998.1|DMAU	LOC120416529|XP_039434180.1|CPIP
OG0003649	LOC117143206|XP_033163642.1|DMAU	LOC120428834|XP_039449884.1|CPIP
OG0003650	LOC117147374|XP_033170134.1|DMAU	LOC120428833|XP_039449883.1|CPIP
OG0003651	LOC117142775|XP_033162854.1|DMAU	LOC120413475|XP_039430248.1|CPIP
OG0003652	LOC117141422|XP_033160742.1|DMAU	LOC120418018|XP_039436195.1|CPIP
OG0003653	LOC117141156|XP_033160386.1|DMAU	LOC120418047|XP_039436229.1|CPIP
OG0003654	LOC117142038|XP_033161799.1|DMAU	LOC120424198|XP_039444190.1|CPIP
OG0003655	LOC117136530|XP_033153406.1|DMAU	LOC120425592|XP_039446107.1|CPIP
OG0003656	LOC117139384|XP_033157536.1|DMAU	LOC120425586|XP_039446097.1|CPIP
OG0003657	LOC117141125|XP_033160340.1|DMAU	LOC120418933|XP_039437404.1|CPIP
OG0003658	LOC117145358|XP_033166871.1|DMAU	LOC120418923|XP_039437387.1|CPIP
OG0003659	LOC117141165|XP_033160393.1|DMAU	LOC120418921|XP_039437385.1|CPIP
OG0003660	LOC117141631|XP_033161062.1|DMAU	LOC120418907|XP_039437368.1|CPIP
OG0003661	LOC117139788|XP_033158293.1|DMAU	LOC120420644|XP_039439656.1|CPIP
OG0003662	LOC117139971|XP_033158563.1|DMAU	LOC120420685|XP_039439714.1|CPIP
OG0003663	LOC117141881|XP_033161463.1|DMAU	LOC120412381|XP_039428743.1|CPIP
OG0003664	LOC117141396|XP_033160704.1|DMAU	LOC120412380|XP_039428739.1|CPIP
OG0003665	LOC117137714|XP_033155178.1|DMAU	LOC120412390|XP_039428765.1|CPIP
OG0003666	LOC117138093|XP_033155834.1|DMAU	LOC120412392|XP_039428773.1|CPIP
OG0003667	LOC117140855|XP_033159873.1|DMAU	LOC120413486|XP_039430270.1|CPIP
OG0003668	LOC117135549|XP_033151734.1|DMAU	LOC120412619|XP_039429103.1|CPIP
OG0003669	LOC117137700|XP_033155160.1|DMAU	LOC120421527|XP_039440680.1|CPIP
OG0003670	LOC117137698|XP_033155159.1|DMAU	LOC120421526|XP_039440679.1|CPIP
OG0003671	LOC117135537|XP_033151707.1|DMAU	LOC120429132|XP_039450264.1|CPIP
OG0003672	LOC117144253|XP_033165223.1|DMAU	LOC120424862|XP_039445049.1|CPIP
OG0003673	LOC117136278|XP_033153001.1|DMAU	LOC120430654|XP_039451694.1|CPIP
OG0003674	LOC117137734|XP_033155205.1|DMAU	LOC120422291|XP_039441617.1|CPIP
OG0003675	LOC117137591|XP_033154993.1|DMAU	LOC120422294|XP_039441621.1|CPIP
OG0003676	LOC117137588|XP_033154987.1|DMAU	LOC120422293|XP_039441620.1|CPIP
OG0003677	LOC117139409|XP_033157577.1|DMAU	LOC120423606|XP_039443405.1|CPIP
OG0003678	LOC117139601|XP_033157923.1|DMAU	LOC120419972|XP_039438782.1|CPIP
OG0003679	LOC117141005|XP_033160151.1|DMAU	LOC120419980|XP_039438792.1|CPIP
OG0003680	LOC117135888|XP_033152326.1|DMAU	LOC120414123|XP_039431085.1|CPIP
OG0003681	LOC117136622|XP_033153501.1|DMAU	LOC120414124|XP_039431086.1|CPIP
OG0003682	LOC117145166|XP_033166605.1|DMAU	LOC120414114|XP_039431076.1|CPIP
