Orthogroup	DMAU.longest_only	BTRY.longest_only
OG0005999	LOC117140734|XP_033159703.1|DMAU	LOC120778534|XP_039966310.1|BTRY
OG0006000	LOC117137904|XP_033155534.1|DMAU	LOC120770605|XP_039954143.1|BTRY
OG0006001	LOC117140020|XP_033158642.1|DMAU	LOC120777984|XP_039965557.1|BTRY
OG0006002	LOC117136381|XP_033153163.1|DMAU	LOC120771022|XP_039954732.1|BTRY
OG0006003	LOC117140528|XP_033159403.1|DMAU	LOC120777769|XP_039965213.1|BTRY
OG0006004	LOC117144490|XP_033165566.1|DMAU	LOC120773303|XP_039958085.1|BTRY
OG0006005	LOC117138331|XP_033156258.1|DMAU	LOC120770474|XP_039953910.1|BTRY
OG0006006	LOC117135789|XP_033152172.1|DMAU	LOC120775485|XP_039961623.1|BTRY
OG0006007	LOC117136881|XP_033153876.1|DMAU	LOC120770906|XP_039954517.1|BTRY
OG0006008	LOC117137393|XP_033155111.1|DMAU	LOC120773576|XP_039958494.1|BTRY
OG0006009	LOC117138988|XP_033156950.1|DMAU	LOC120770981|XP_039954657.1|BTRY
OG0006010	LOC117142048|XP_033161812.1|DMAU	LOC120779504|XP_039967742.1|BTRY
OG0006011	LOC117141771|XP_033161293.1|DMAU	LOC120779199|XP_039967403.1|BTRY
OG0006012	LOC117141324|XP_033160610.1|DMAU	LOC120777278|XP_039964417.1|BTRY
OG0006013	LOC117138504|XP_033156527.1|DMAU	LOC120773040|XP_039957904.1|BTRY
OG0006014	LOC117138987|XP_033156949.1|DMAU	LOC120778672|XP_039966539.1|BTRY
OG0006015	LOC117138221|XP_033156057.1|DMAU	LOC120772024|XP_039956325.1|BTRY
OG0006016	LOC117137392|XP_033154701.1|DMAU	LOC120770287|XP_039953557.1|BTRY
OG0006017	LOC117137690|XP_033155150.1|DMAU	LOC120770556|XP_039954066.1|BTRY
OG0006018	LOC117138548|XP_033156595.1|DMAU	LOC120771163|XP_039954976.1|BTRY
OG0006019	LOC117136222|XP_033152888.1|DMAU	LOC120770013|XP_039953039.1|BTRY
OG0006020	LOC117139209|XP_033157277.1|DMAU	LOC120777859|XP_039965337.1|BTRY
OG0006021	LOC117141734|XP_033161242.1|DMAU	LOC120777871|XP_039965359.1|BTRY
OG0006022	LOC117144190|XP_033165133.1|DMAU	LOC120768172|XP_039950669.1|BTRY
OG0006023	LOC117143430|XP_033164027.1|DMAU	LOC120770456|XP_039953887.1|BTRY
OG0006024	LOC117146522|XP_033168678.1|DMAU	LOC120776155|XP_039962643.1|BTRY
OG0006025	LOC117138616|XP_033156715.1|DMAU	LOC120772260|XP_039956696.1|BTRY
OG0006026	LOC117144015|XP_033164861.1|DMAU	LOC120778670|XP_039966540.1|BTRY
OG0006027	LOC117138500|XP_033156520.1|DMAU	LOC120770758|XP_039954277.1|BTRY
OG0006028	LOC117137165|XP_033154368.1|DMAU	LOC120771252|XP_039955101.1|BTRY
OG0006029	LOC117137397|XP_033154709.1|DMAU	LOC120769983|XP_039952992.1|BTRY
OG0006030	LOC117146021|XP_033167843.1|DMAU	LOC120767775|XP_039949953.1|BTRY
OG0006031	LOC117136914|XP_033153939.1|DMAU	LOC120772224|XP_039956643.1|BTRY
OG0006032	LOC117147280|XP_033170010.1|DMAU	LOC120773449|XP_039958273.1|BTRY
OG0006033	LOC117137691|XP_033155152.1|DMAU	LOC120772003|XP_039956295.1|BTRY
OG0006034	LOC117143433|XP_033164031.1|DMAU	LOC120773861|XP_039958951.1|BTRY
OG0006035	LOC117142532|XP_033162469.1|DMAU	LOC120776589|XP_039963295.1|BTRY
OG0006036	LOC117139382|XP_033157535.1|DMAU	LOC120778569|XP_039966368.1|BTRY
OG0006037	LOC117135931|XP_033152395.1|DMAU	LOC120771685|XP_039955750.1|BTRY
OG0006038	LOC117142736|XP_033162797.1|DMAU	LOC120782429|XP_039970645.1|BTRY
OG0006039	LOC117136728|XP_033153649.1|DMAU	LOC120771660|XP_039955709.1|BTRY
OG0006040	LOC117136280|XP_033153004.1|DMAU	LOC120771485|XP_039955457.1|BTRY
OG0006041	LOC117147967|XP_033171008.1|DMAU	LOC120775538|XP_039961694.1|BTRY
OG0006042	LOC117138188|XP_033155978.1|DMAU	LOC120772708|XP_039957387.1|BTRY
OG0006043	LOC117140602|XP_033159504.1|DMAU	LOC120778047|XP_039965656.1|BTRY
OG0006044	LOC117146456|XP_033168576.1|DMAU	LOC120782467|XP_039970694.1|BTRY
OG0006045	LOC117137507|XP_033154878.1|DMAU	LOC120772836|XP_039957579.1|BTRY
OG0006046	LOC117136054|XP_033152590.1|DMAU	LOC120770391|XP_039953755.1|BTRY
OG0006047	LOC117140719|XP_033159675.1|DMAU	LOC120777340|XP_039964524.1|BTRY
OG0006048	LOC117141323|XP_033160609.1|DMAU	LOC120776743|XP_039963614.1|BTRY
OG0006049	LOC117146797|XP_033169228.1|DMAU	LOC120766858|XP_039948520.1|BTRY
OG0006050	LOC117142378|XP_033162198.1|DMAU	LOC120768038|XP_039950475.1|BTRY
OG0006051	LOC117147803|XP_033170745.1|DMAU	LOC120766630|XP_039948180.1|BTRY
OG0006052	LOC117136404|XP_033153191.1|DMAU	LOC120770935|XP_039954573.1|BTRY
OG0006053	LOC117139526|XP_033157779.1|DMAU	LOC120775178|XP_039961166.1|BTRY
OG0006054	LOC117146282|XP_033168177.1|DMAU	LOC120779507|XP_039967747.1|BTRY
OG0006055	LOC117145167|XP_033166606.1|DMAU	LOC120775162|XP_039961144.1|BTRY
OG0006056	LOC117138190|XP_033155986.1|DMAU	LOC120772585|XP_039957226.1|BTRY
OG0006057	LOC117139654|XP_033158006.1|DMAU	LOC120777753|XP_039965184.1|BTRY
OG0006058	LOC117143124|XP_033163504.1|DMAU	LOC120766318|XP_039947674.1|BTRY
OG0006059	LOC117139238|XP_033157336.1|DMAU	LOC120778982|XP_039967008.1|BTRY
OG0006060	LOC117139239|XP_033157339.1|DMAU	LOC120778983|XP_039967013.1|BTRY
OG0006061	LOC117146639|XP_033168862.1|DMAU	LOC120770891|XP_039954486.1|BTRY
OG0006062	LOC117143220|XP_033163659.1|DMAU	LOC120782683|XP_039971008.1|BTRY
OG0006063	LOC117150382|XP_033173136.1|DMAU	LOC120769319|XP_039952203.1|BTRY
OG0006064	LOC117138442|XP_033156444.1|DMAU	LOC120773060|XP_039957927.1|BTRY
OG0006065	LOC117141990|XP_033161720.1|DMAU	LOC120776958|XP_039963982.1|BTRY
OG0006066	LOC117137335|XP_033154616.1|DMAU	LOC120773005|XP_039957857.1|BTRY
OG0006067	LOC117138542|XP_033156576.1|DMAU	LOC120770889|XP_039954468.1|BTRY
OG0006068	LOC117148824|XP_033172363.1|DMAU	LOC120776106|XP_039962529.1|BTRY
OG0006069	LOC117140683|XP_033159630.1|DMAU	LOC120777418|XP_039964651.1|BTRY
OG0006070	LOC117141286|XP_033160547.1|DMAU	LOC120778781|XP_039966699.1|BTRY
OG0006071	LOC117144234|XP_033165193.1|DMAU	LOC120776023|XP_039962440.1|BTRY, LOC120766354|XP_039947718.1|BTRY
OG0006072	LOC117141998|XP_033161737.1|DMAU	LOC120776959|XP_039963983.1|BTRY
OG0006073	LOC117141129|XP_033160346.1|DMAU	LOC120777722|XP_039965146.1|BTRY
OG0006074	LOC117148528|XP_033171832.1|DMAU	LOC120774704|XP_039960367.1|BTRY
OG0006075	LOC117147332|XP_033170077.1|DMAU	LOC120774552|XP_039960217.1|BTRY
OG0006076	LOC117136758|XP_033153685.1|DMAU	LOC120772343|XP_039956840.1|BTRY
OG0006077	LOC117139990|XP_033158589.1|DMAU	LOC120777957|XP_039965507.1|BTRY
OG0006078	LOC117139403|XP_033157562.1|DMAU	LOC120777961|XP_039965512.1|BTRY
OG0006079	LOC117139635|XP_033157985.1|DMAU	LOC120776919|XP_039963924.1|BTRY
OG0006080	LOC117139082|XP_033157089.1|DMAU	LOC120778178|XP_039965848.1|BTRY
OG0006081	LOC117136457|XP_033153274.1|DMAU	LOC120772183|XP_039956564.1|BTRY
OG0006082	LOC117137575|XP_033154972.1|DMAU	LOC120771354|XP_039955242.1|BTRY
OG0006083	LOC117141937|XP_033161568.1|DMAU	LOC120776796|XP_039963716.1|BTRY
OG0006084	LOC117140215|XP_033158895.1|DMAU	LOC120777272|XP_039964409.1|BTRY
OG0006085	LOC117140454|XP_033159276.1|DMAU	LOC120782515|XP_039970757.1|BTRY
OG0006086	LOC117139706|XP_033158111.1|DMAU	LOC120778618|XP_039966432.1|BTRY
OG0006087	LOC117136847|XP_033153831.1|DMAU	LOC120780132|XP_039968346.1|BTRY
OG0006088	LOC117140964|XP_033160078.1|DMAU	LOC120777613|XP_039964996.1|BTRY
OG0006089	LOC117148096|XP_033171200.1|DMAU	LOC120775253|XP_039961268.1|BTRY
OG0006090	LOC117139615|XP_033157959.1|DMAU	LOC120777318|XP_039964489.1|BTRY
OG0006091	LOC117141531|XP_033160912.1|DMAU	LOC120778519|XP_039966287.1|BTRY
OG0006092	LOC117147321|XP_033170063.1|DMAU	LOC120775448|XP_039961567.1|BTRY
OG0006093	LOC117138261|XP_033156116.1|DMAU	LOC120772746|XP_039957441.1|BTRY
OG0006094	LOC117139110|XP_033157138.1|DMAU	LOC120767793|XP_039949991.1|BTRY
OG0006095	LOC117138152|XP_033155921.1|DMAU	LOC120772154|XP_039956523.1|BTRY
OG0006096	LOC117136130|XP_033152724.1|DMAU	LOC120768759|XP_039951464.1|BTRY
OG0006097	LOC117141736|XP_033161245.1|DMAU	LOC120776769|XP_039963665.1|BTRY
OG0006098	LOC117135172|XP_033151129.1|DMAU	LOC120767761|XP_039949930.1|BTRY
OG0006099	LOC117138289|XP_033156158.1|DMAU	LOC120772479|XP_039957055.1|BTRY
OG0006100	LOC117137627|XP_033155049.1|DMAU	LOC120772669|XP_039957338.1|BTRY
OG0006101	LOC117141939|XP_033161582.1|DMAU	LOC120776020|XP_039962399.1|BTRY
OG0006102	LOC117138526|XP_033156555.1|DMAU	LOC120771946|XP_039956188.1|BTRY
OG0006103	LOC117148791|XP_033172294.1|DMAU	LOC120776004|XP_039962370.1|BTRY
OG0006104	LOC117146972|XP_033169532.1|DMAU	LOC120774013|XP_039959227.1|BTRY
OG0006105	LOC117146965|XP_033169524.1|DMAU	LOC120774012|XP_039959226.1|BTRY
OG0006106	LOC117140577|XP_033159470.1|DMAU	LOC120777680|XP_039965080.1|BTRY
OG0006107	LOC117137113|XP_033154296.1|DMAU	LOC120770786|XP_039954299.1|BTRY
OG0006108	LOC117148552|XP_033171877.1|DMAU	LOC120773611|XP_039958545.1|BTRY
OG0006109	LOC117140547|XP_033159432.1|DMAU	LOC120776747|XP_039963634.1|BTRY
OG0006110	LOC117139187|XP_033157245.1|DMAU	LOC120778541|XP_039966323.1|BTRY
OG0006111	LOC117135756|XP_033152103.1|DMAU	LOC120773684|XP_039958649.1|BTRY
OG0006112	LOC117138457|XP_033156475.1|DMAU	LOC120771364|XP_039955257.1|BTRY
OG0006113	LOC117140992|XP_033160133.1|DMAU	LOC120776718|XP_039963550.1|BTRY
OG0006114	LOC117145731|XP_033167382.1|DMAU	LOC120776911|XP_039963919.1|BTRY
OG0006115	LOC117137280|XP_033154542.1|DMAU	LOC120770775|XP_039954291.1|BTRY
OG0006116	LOC117136272|XP_033152992.1|DMAU	LOC120771720|XP_039955807.1|BTRY
OG0006117	LOC117138249|XP_033156095.1|DMAU	LOC120770711|XP_039954225.1|BTRY
OG0006118	LOC117135813|XP_033152209.1|DMAU	LOC120770916|XP_039954544.1|BTRY
OG0006119	LOC117135497|XP_033151610.1|DMAU	LOC120772865|XP_039957628.1|BTRY
OG0006120	LOC117135650|XP_033151925.1|DMAU	LOC120773342|XP_039958090.1|BTRY
OG0006121	LOC117139152|XP_033157201.1|DMAU	LOC120778113|XP_039965750.1|BTRY
OG0006122	LOC117146301|XP_033168224.1|DMAU	LOC120782056|XP_039970142.1|BTRY
OG0006123	LOC117137645|XP_033155071.1|DMAU	LOC120770756|XP_039954275.1|BTRY
OG0006124	LOC117145686|XP_033167319.1|DMAU	LOC120781693|XP_039969847.1|BTRY
OG0006125	LOC117139492|XP_033157705.1|DMAU	LOC120776811|XP_039963744.1|BTRY
OG0006126	LOC117141669|XP_033161154.1|DMAU	LOC120779034|XP_039967089.1|BTRY
OG0006127	LOC117139381|XP_033157530.1|DMAU	LOC120777412|XP_039964646.1|BTRY
OG0006128	LOC117139955|XP_033158538.1|DMAU	LOC120779045|XP_039967116.1|BTRY
OG0006129	LOC117139163|XP_033157213.1|DMAU	LOC120777205|XP_039964315.1|BTRY
OG0006130	LOC117141860|XP_033161431.1|DMAU	LOC120777373|XP_039964594.1|BTRY
OG0006131	LOC117142125|XP_033161912.1|DMAU	LOC120777963|XP_039965516.1|BTRY
OG0006132	LOC117140668|XP_033159607.1|DMAU	LOC120779042|XP_039967102.1|BTRY
OG0006133	LOC117141861|XP_033161432.1|DMAU	LOC120777374|XP_039964596.1|BTRY
OG0006134	LOC117141785|XP_033161309.1|DMAU	LOC120779169|XP_039967332.1|BTRY
OG0006135	LOC117139099|XP_033157118.1|DMAU	LOC120779168|XP_039967329.1|BTRY
OG0006136	LOC117139494|XP_033157710.1|DMAU	LOC120778852|XP_039966814.1|BTRY
OG0006137	LOC117141405|XP_033160719.1|DMAU	LOC120778624|XP_039966442.1|BTRY
OG0006138	LOC117137350|XP_033154640.1|DMAU	LOC120772895|XP_039957704.1|BTRY
OG0006139	LOC117138200|XP_033156019.1|DMAU	LOC120770553|XP_039954058.1|BTRY
OG0006140	LOC117136899|XP_033153904.1|DMAU	LOC120771535|XP_039955525.1|BTRY
OG0006141	LOC117136967|XP_033154027.1|DMAU	LOC120771038|XP_039954768.1|BTRY
OG0006142	LOC117139227|XP_033157318.1|DMAU	LOC120777176|XP_039964269.1|BTRY
OG0006143	LOC117140651|XP_033159581.1|DMAU	LOC120778062|XP_039965677.1|BTRY
OG0006144	LOC117141103|XP_033160316.1|DMAU	LOC120776686|XP_039963498.1|BTRY
OG0006145	LOC117141782|XP_033161305.1|DMAU	LOC120778990|XP_039967025.1|BTRY
OG0006146	LOC117150823|XP_033173780.1|DMAU	LOC120768247|XP_039950772.1|BTRY
OG0006147	LOC117144502|XP_033165582.1|DMAU	LOC120782769|XP_039971168.1|BTRY
OG0006148	LOC117141757|XP_033161271.1|DMAU	LOC120778730|XP_039966626.1|BTRY
OG0006149	LOC117141752|XP_033161265.1|DMAU	LOC120777238|XP_039964363.1|BTRY
OG0006150	LOC117141749|XP_033161263.1|DMAU	LOC120777237|XP_039964362.1|BTRY
OG0006151	LOC117150390|XP_033173182.1|DMAU	LOC120769252|XP_039952088.1|BTRY, LOC120769670|XP_039952723.1|BTRY
OG0006152	LOC117143632|XP_033164299.1|DMAU	LOC120780580|XP_039968775.1|BTRY, LOC120768032|XP_039950457.1|BTRY
OG0006153	LOC117137387|XP_033154694.1|DMAU	LOC120771087|XP_039954846.1|BTRY
OG0006154	LOC117145903|XP_033167644.1|DMAU	LOC120766596|XP_039948134.1|BTRY
OG0006155	LOC117144590|XP_033165759.1|DMAU	LOC120782239|XP_039970340.1|BTRY
OG0006156	LOC117142258|XP_033162011.1|DMAU	LOC120766690|XP_039948270.1|BTRY
OG0006157	LOC117138123|XP_033155875.1|DMAU	LOC120772586|XP_039957227.1|BTRY
OG0006158	LOC117140632|XP_033159547.1|DMAU	LOC120777915|XP_039965433.1|BTRY
OG0006159	LOC117135501|XP_033151614.1|DMAU	LOC120771607|XP_039955622.1|BTRY
OG0006160	LOC117138121|XP_033155873.1|DMAU	LOC120771835|XP_039956010.1|BTRY
OG0006161	LOC117135686|XP_033151979.1|DMAU	LOC120772772|XP_039957479.1|BTRY
OG0006162	LOC117146281|XP_033168172.1|DMAU	LOC120779775|XP_039968087.1|BTRY
OG0006163	LOC117137887|XP_033155508.1|DMAU	LOC120773017|XP_039957879.1|BTRY, LOC120771951|XP_039956195.1|BTRY
OG0006165	LOC117141402|XP_033160715.1|DMAU, LOC117142049|XP_033161813.1|DMAU	LOC120779023|XP_039967079.1|BTRY
OG0006166	LOC117142242|XP_033161989.1|DMAU	LOC120768897|XP_039951585.1|BTRY
OG0006167	LOC117136748|XP_033153671.1|DMAU	LOC120771961|XP_039956210.1|BTRY
OG0006168	LOC117146918|XP_033169436.1|DMAU	LOC120775160|XP_039961141.1|BTRY, LOC120776039|XP_039962418.1|BTRY
OG0006169	LOC117148107|XP_033171216.1|DMAU	LOC120773955|XP_039959117.1|BTRY
OG0006170	LOC117137961|XP_033155622.1|DMAU	LOC120774946|XP_039960760.1|BTRY
OG0006171	LOC117140430|XP_033159237.1|DMAU, LOC117145566|XP_033167161.1|DMAU	LOC120776750|XP_039963641.1|BTRY
OG0006181	LOC117142393|XP_033162230.1|DMAU	LOC120778482|XP_039966237.1|BTRY
OG0006182	LOC117143147|XP_033163535.1|DMAU	LOC120782861|XP_039971333.1|BTRY
OG0006183	LOC117144231|XP_033165190.1|DMAU	LOC120766507|XP_039948002.1|BTRY
OG0006184	LOC117144351|XP_033165357.1|DMAU	LOC120767913|XP_039950209.1|BTRY
OG0006185	LOC117143277|XP_033163747.1|DMAU	LOC120780793|XP_039968977.1|BTRY
OG0006186	LOC117143167|XP_033163569.1|DMAU	LOC120774196|XP_039959571.1|BTRY
OG0006187	LOC117145207|XP_033166662.1|DMAU	LOC120779789|XP_039968100.1|BTRY
OG0006188	LOC117146535|XP_033168697.1|DMAU	LOC120773344|XP_039958093.1|BTRY
OG0006189	LOC117146536|XP_033168701.1|DMAU	LOC120773347|XP_039958101.1|BTRY
OG0006190	LOC117142316|XP_033162113.1|DMAU	LOC120775310|XP_039961379.1|BTRY
OG0006191	LOC117144899|XP_033166220.1|DMAU	LOC120773590|XP_039958522.1|BTRY
OG0006192	LOC117147345|XP_033170095.1|DMAU	LOC120774735|XP_039960422.1|BTRY
OG0006193	LOC117146795|XP_033169226.1|DMAU	LOC120775691|XP_039961935.1|BTRY
OG0006194	LOC117147624|XP_033170478.1|DMAU	LOC120773938|XP_039959084.1|BTRY, LOC120779884|XP_039968170.1|BTRY
OG0006195	LOC117147853|XP_033170819.1|DMAU	LOC120775419|XP_039961535.1|BTRY
OG0006196	LOC117143489|XP_033164094.1|DMAU	LOC120779617|XP_039967896.1|BTRY
OG0006197	LOC117146294|XP_033168196.1|DMAU	LOC120779527|XP_039967792.1|BTRY
OG0006198	LOC117148944|XP_033172560.1|DMAU	LOC120776057|XP_039962451.1|BTRY
OG0006199	LOC117143745|XP_033164446.1|DMAU	LOC120767076|XP_039948873.1|BTRY
OG0006200	LOC117144741|XP_033165985.1|DMAU	LOC120766781|XP_039948407.1|BTRY
OG0006201	LOC117146717|XP_033169034.1|DMAU	LOC120775038|XP_039960941.1|BTRY
OG0006202	LOC117148022|XP_033171083.1|DMAU	LOC120776186|XP_039962743.1|BTRY
OG0006203	LOC117148742|XP_033172204.1|DMAU	LOC120773973|XP_039959148.1|BTRY
OG0006204	LOC117143381|XP_033163952.1|DMAU	LOC120774526|XP_039960169.1|BTRY
OG0006205	LOC117146863|XP_033169336.1|DMAU	LOC120774519|XP_039960147.1|BTRY
OG0006206	LOC117147761|XP_033170673.1|DMAU	LOC120775329|XP_039961405.1|BTRY
OG0006207	LOC117135110|XP_033151017.1|DMAU	LOC120768242|XP_039950765.1|BTRY
OG0006208	LOC117142095|XP_033161869.1|DMAU	LOC120778264|XP_039965975.1|BTRY
OG0006209	LOC117148694|XP_033172128.1|DMAU	LOC120773920|XP_039959049.1|BTRY
OG0006210	LOC117148804|XP_033172310.1|DMAU	LOC120775670|XP_039961873.1|BTRY
OG0006211	LOC117150307|XP_033173023.1|DMAU	LOC120774005|XP_039959215.1|BTRY
OG0006212	LOC117150303|XP_033173017.1|DMAU	LOC120774003|XP_039959212.1|BTRY
OG0006214	LOC117146700|XP_033168987.1|DMAU	LOC120774709|XP_039960380.1|BTRY
OG0006215	LOC117148565|XP_033171910.1|DMAU	LOC120774793|XP_039960513.1|BTRY
OG0006216	LOC117144163|XP_033165089.1|DMAU	LOC120766845|XP_039948494.1|BTRY
OG0006217	LOC117147617|XP_033170465.1|DMAU	LOC120774397|XP_039959949.1|BTRY
OG0006218	LOC117143603|XP_033164249.1|DMAU	LOC120768918|XP_039951626.1|BTRY
OG0006219	LOC117147894|XP_033170888.1|DMAU	LOC120773440|XP_039958256.1|BTRY
OG0006220	LOC117141105|XP_033160318.1|DMAU	LOC120775746|XP_039962006.1|BTRY
OG0006221	LOC117142924|XP_033163112.1|DMAU	LOC120778244|XP_039965943.1|BTRY
OG0006222	LOC117142925|XP_033163114.1|DMAU	LOC120778263|XP_039965978.1|BTRY
OG0006223	LOC117147275|XP_033169999.1|DMAU	LOC120775683|XP_039961916.1|BTRY
OG0006224	LOC117146864|XP_033169339.1|DMAU	LOC120776180|XP_039962731.1|BTRY
OG0006225	LOC117147762|XP_033170677.1|DMAU	LOC120775407|XP_039961505.1|BTRY, LOC120773640|XP_039958582.1|BTRY
OG0006226	LOC117137801|XP_033155364.1|DMAU	LOC120774864|XP_039960627.1|BTRY
OG0006227	LOC117147357|XP_033170112.1|DMAU	LOC120774310|XP_039959775.1|BTRY
OG0006228	LOC117136410|XP_033153209.1|DMAU	LOC120771020|XP_039954730.1|BTRY
OG0006229	LOC117146266|XP_033168132.1|DMAU	LOC120781958|XP_039970052.1|BTRY
OG0006230	LOC117147716|XP_033170606.1|DMAU	LOC120773833|XP_039958888.1|BTRY
OG0006231	LOC117146753|XP_033169133.1|DMAU	LOC120774445|XP_039960021.1|BTRY
OG0006232	LOC117147757|XP_033170659.1|DMAU	LOC120773914|XP_039959042.1|BTRY
OG0006233	LOC117146861|XP_033169329.1|DMAU	LOC120774278|XP_039959703.1|BTRY
OG0006234	LOC117147829|XP_033170778.1|DMAU	LOC120775560|XP_039961719.1|BTRY
OG0006235	LOC117148844|XP_033172388.1|DMAU	LOC120775614|XP_039961793.1|BTRY
OG0006236	LOC117147999|XP_033171046.1|DMAU	LOC120774812|XP_039960548.1|BTRY
OG0006237	LOC117148230|XP_033171414.1|DMAU	LOC120775940|XP_039962284.1|BTRY
OG0006238	LOC117147506|XP_033170301.1|DMAU	LOC120774531|XP_039960177.1|BTRY
OG0006239	LOC117148913|XP_033172523.1|DMAU	LOC120775573|XP_039961739.1|BTRY
OG0006240	LOC117145753|XP_033167409.1|DMAU	LOC120779605|XP_039967890.1|BTRY
OG0006241	LOC117147827|XP_033170777.1|DMAU	LOC120775559|XP_039961717.1|BTRY
OG0006242	LOC117148137|XP_033171255.1|DMAU	LOC120774051|XP_039959287.1|BTRY
OG0006243	LOC117144678|XP_033165892.1|DMAU	LOC120782363|XP_039970535.1|BTRY
OG0006244	LOC117144500|XP_033165577.1|DMAU	LOC120782719|XP_039971075.1|BTRY
OG0006245	LOC117142808|XP_033162907.1|DMAU	LOC120768497|XP_039951157.1|BTRY
OG0006246	LOC117148178|XP_033171337.1|DMAU	LOC120774550|XP_039960214.1|BTRY
OG0006247	LOC117136040|XP_033152567.1|DMAU	LOC120771003|XP_039954696.1|BTRY
OG0006248	LOC117144595|XP_033165766.1|DMAU	LOC120776101|XP_039962524.1|BTRY
OG0006249	LOC117138602|XP_033156697.1|DMAU	LOC120774334|XP_039959824.1|BTRY
OG0006250	LOC117146903|XP_033169403.1|DMAU	LOC120774037|XP_039959271.1|BTRY
OG0006251	LOC117144978|XP_033166336.1|DMAU	LOC120766675|XP_039948249.1|BTRY
OG0006252	LOC117144975|XP_033166331.1|DMAU	LOC120782755|XP_039971139.1|BTRY
OG0006253	LOC117148177|XP_033171336.1|DMAU	LOC120773568|XP_039958472.1|BTRY
OG0006254	LOC117143068|XP_033163420.1|DMAU	LOC120775654|XP_039961847.1|BTRY
OG0006255	LOC117143607|XP_033164250.1|DMAU	LOC120766866|XP_039948530.1|BTRY
OG0006256	LOC117146569|XP_033168760.1|DMAU	LOC120775397|XP_039961491.1|BTRY
OG0006257	LOC117148114|XP_033171224.1|DMAU	LOC120775365|XP_039961461.1|BTRY
OG0006258	LOC117148692|XP_033172127.1|DMAU	LOC120773919|XP_039959048.1|BTRY
OG0006259	LOC117143258|XP_033163720.1|DMAU	LOC120782538|XP_039970802.1|BTRY
OG0006260	LOC117148115|XP_033171226.1|DMAU	LOC120774518|XP_039960146.1|BTRY
OG0006261	LOC117138321|XP_033156249.1|DMAU	LOC120767451|XP_039949451.1|BTRY
OG0006262	LOC117147701|XP_033170580.1|DMAU	LOC120773542|XP_039958433.1|BTRY
OG0006263	LOC117147051|XP_033169692.1|DMAU	LOC120775151|XP_039961121.1|BTRY
OG0006264	LOC117146556|XP_033168745.1|DMAU	LOC120775225|XP_039961226.1|BTRY
OG0006265	LOC117135847|XP_033152255.1|DMAU	LOC120772408|XP_039956938.1|BTRY
OG0006266	LOC117146555|XP_033168744.1|DMAU	LOC120775115|XP_039961067.1|BTRY
OG0006267	LOC117148103|XP_033171210.1|DMAU	LOC120774267|XP_039959676.1|BTRY
OG0006268	LOC117135989|XP_033152495.1|DMAU	LOC120774387|XP_039959931.1|BTRY
OG0006269	LOC117144546|XP_033165673.1|DMAU	LOC120782624|XP_039970926.1|BTRY
OG0006270	LOC117147927|XP_033170954.1|DMAU	LOC120774808|XP_039960539.1|BTRY
OG0006271	LOC117144685|XP_033165900.1|DMAU	LOC120777521|XP_039964828.1|BTRY
OG0006272	LOC117146368|XP_033168411.1|DMAU	LOC120773469|XP_039958317.1|BTRY
OG0006273	LOC117136514|XP_033153349.1|DMAU	LOC120775184|XP_039961173.1|BTRY
OG0006274	LOC117148222|XP_033171403.1|DMAU	LOC120775959|XP_039962305.1|BTRY
OG0006275	LOC117148513|XP_033171810.1|DMAU	LOC120775351|XP_039961443.1|BTRY
OG0006276	LOC117140121|XP_033158775.1|DMAU	LOC120779113|XP_039967230.1|BTRY
OG0006277	LOC117143760|XP_033164467.1|DMAU	LOC120772572|XP_039957200.1|BTRY
OG0006278	LOC117147266|XP_033169981.1|DMAU	LOC120773995|XP_039959198.1|BTRY
OG0006279	LOC117146664|XP_033168898.1|DMAU	LOC120776135|XP_039962603.1|BTRY
OG0006280	LOC117148729|XP_033172173.1|DMAU	LOC120781962|XP_039970066.1|BTRY
OG0006281	LOC117148727|XP_033172170.1|DMAU	LOC120781961|XP_039970064.1|BTRY
OG0006282	LOC117148010|XP_033171060.1|DMAU	LOC120775430|XP_039961548.1|BTRY
OG0006283	LOC117145077|XP_033166485.1|DMAU	LOC120782527|XP_039970772.1|BTRY
OG0006284	LOC117140521|XP_033159390.1|DMAU	LOC120774765|XP_039960459.1|BTRY
OG0006285	LOC117143047|XP_033163385.1|DMAU	LOC120775367|XP_039961851.1|BTRY
OG0006286	LOC117143357|XP_033163921.1|DMAU	LOC120766394|XP_039947773.1|BTRY
OG0006287	LOC117148530|XP_033171835.1|DMAU	LOC120775244|XP_039961258.1|BTRY
OG0006288	LOC117145594|XP_033167199.1|DMAU	LOC120766474|XP_039947950.1|BTRY
OG0006289	LOC117143091|XP_033163460.1|DMAU	LOC120779539|XP_039967821.1|BTRY
OG0006290	LOC117146713|XP_033169023.1|DMAU	LOC120775673|XP_039961897.1|BTRY
OG0006291	LOC117150264|XP_033172961.1|DMAU	LOC120769751|XP_039952846.1|BTRY
OG0006292	LOC117146838|XP_033169280.1|DMAU	LOC120774514|XP_039960141.1|BTRY
OG0006293	LOC117139465|XP_033157667.1|DMAU	LOC120776362|XP_039962871.1|BTRY
OG0006294	LOC117146787|XP_033169215.1|DMAU	LOC120775037|XP_039960938.1|BTRY
OG0006295	LOC117147324|XP_033170066.1|DMAU	LOC120775321|XP_039961395.1|BTRY
OG0006296	LOC117146914|XP_033169430.1|DMAU	LOC120774271|XP_039959687.1|BTRY
