Orthogroup	SLEB.longest_only	BCOP.longest_only
OG0005248	LOC115629644|XP_030382015.1|SLEB	LOC119075864|XP_037038317.1|BCOP
OG0005249	LOC115623544|XP_030373790.1|SLEB	LOC119077637|XP_037040753.1|BCOP
OG0005250	LOC115625764|XP_030376792.1|SLEB	LOC119085246|XP_037051471.1|BCOP
OG0005251	LOC115631422|XP_030384008.1|SLEB	LOC119078722|XP_037042289.1|BCOP
OG0005252	LOC115626150|XP_030377274.1|SLEB	LOC119072745|XP_037033925.1|BCOP
OG0005253	LOC115628492|XP_030380481.1|SLEB	LOC119082330|XP_037047732.1|BCOP
OG0005254	LOC115626078|XP_030377191.1|SLEB	LOC119085884|XP_037052294.1|BCOP
OG0005255	LOC115625735|XP_030376746.1|SLEB	LOC119072789|XP_037033980.1|BCOP
OG0005256	LOC115633470|XP_030386785.1|SLEB	LOC119085976|XP_037052434.1|BCOP
OG0005257	LOC115625840|XP_030376903.1|SLEB	LOC119073781|XP_037035352.1|BCOP
OG0005258	LOC115625967|XP_030377069.1|SLEB	LOC119081935|XP_037047085.1|BCOP
OG0005259	LOC115625847|XP_030376910.1|SLEB	LOC119081953|XP_037047142.1|BCOP
OG0005260	LOC115625942|XP_030377037.1|SLEB	LOC119067376|XP_037026192.1|BCOP
OG0005261	LOC115623710|XP_030374050.1|SLEB	LOC119067374|XP_037026190.1|BCOP
OG0005262	LOC115630567|XP_030383042.1|SLEB	LOC119081048|XP_037045647.1|BCOP
OG0005263	LOC115626218|XP_030377372.1|SLEB	LOC119076976|XP_037039965.1|BCOP
OG0005264	LOC115621382|XP_030370871.1|SLEB	LOC119076985|XP_037039984.1|BCOP
OG0005265	LOC115625877|XP_030376952.1|SLEB	LOC119067102|XP_037025760.1|BCOP
OG0005266	LOC115626451|XP_030377687.1|SLEB	LOC119076250|XP_037038811.1|BCOP
OG0005267	LOC115630454|XP_030382875.1|SLEB	LOC119084575|XP_037050525.1|BCOP
OG0005268	LOC115630452|XP_030382872.1|SLEB	LOC119075654|XP_037038047.1|BCOP
OG0005269	LOC115630434|XP_030382849.1|SLEB	LOC119081692|XP_037046684.1|BCOP
OG0005270	LOC115631483|XP_030384098.1|SLEB	LOC119084573|XP_037050523.1|BCOP
OG0005271	LOC115625827|XP_030376878.1|SLEB	LOC119084563|XP_037050472.1|BCOP
OG0005272	LOC115625855|XP_030376923.1|SLEB	LOC119084565|XP_037050477.1|BCOP
OG0005273	LOC115625663|XP_030376656.1|SLEB	LOC119084591|XP_037050532.1|BCOP
OG0005274	LOC115631480|XP_030384096.1|SLEB	LOC119084592|XP_037050533.1|BCOP
OG0005275	LOC115630943|XP_030383370.1|SLEB	LOC119082059|XP_037047285.1|BCOP
OG0005276	LOC115631296|XP_030383871.1|SLEB	LOC119081894|XP_037047016.1|BCOP
OG0005277	LOC115631445|XP_030384049.1|SLEB	LOC119079740|XP_037043701.1|BCOP, LOC119082122|XP_037047401.1|BCOP
OG0005278	LOC115627877|XP_030379625.1|SLEB	LOC119068655|XP_037028228.1|BCOP
OG0005279	LOC115626343|XP_030377552.1|SLEB	LOC119078697|XP_037042254.1|BCOP
OG0005280	LOC115630408|XP_030382800.1|SLEB	LOC119066378|XP_037024702.1|BCOP
OG0005281	LOC115630939|XP_030383366.1|SLEB	LOC119078720|XP_037042288.1|BCOP, LOC119077382|XP_037040473.1|BCOP
OG0005282	LOC115623681|XP_030374011.1|SLEB	LOC119074009|XP_037035837.1|BCOP
OG0005283	LOC115620238|XP_030369243.1|SLEB	LOC119081418|XP_037046214.1|BCOP
OG0005284	LOC115628583|XP_030380627.1|SLEB	LOC119085819|XP_037052208.1|BCOP
OG0005285	LOC115628504|XP_030380506.1|SLEB	LOC119085820|XP_037052211.1|BCOP
OG0005286	LOC115630400|XP_030382785.1|SLEB	LOC119085849|XP_037052250.1|BCOP
OG0005287	LOC115630399|XP_030382784.1|SLEB	LOC119085823|XP_037052214.1|BCOP
OG0005288	LOC115631735|XP_030384433.1|SLEB	LOC119072563|XP_037033698.1|BCOP
OG0005289	LOC115631124|XP_030383650.1|SLEB	LOC119078844|XP_037042444.1|BCOP
OG0005290	LOC115625102|XP_030375866.1|SLEB	LOC119078576|XP_037042047.1|BCOP
OG0005291	LOC115626174|XP_030377310.1|SLEB	LOC119075667|XP_037038074.1|BCOP
OG0005292	LOC115626171|XP_030377306.1|SLEB	LOC119072729|XP_037033898.1|BCOP
OG0005293	LOC115626576|XP_030377815.1|SLEB	LOC119072740|XP_037033916.1|BCOP
OG0005294	LOC115630985|XP_030383427.1|SLEB	LOC119085940|XP_037052388.1|BCOP
OG0005295	LOC115626157|XP_030377290.1|SLEB	LOC119072361|XP_037033445.1|BCOP
OG0005296	LOC115625062|XP_030375795.1|SLEB	LOC119072818|XP_037034008.1|BCOP
OG0005297	LOC115628612|XP_030380655.1|SLEB	LOC119082321|XP_037047716.1|BCOP
OG0005298	LOC115626686|XP_030377974.1|SLEB, LOC115625734|XP_030376745.1|SLEB	LOC119078422|XP_037041825.1|BCOP
OG0005299	LOC115620856|XP_030370162.1|SLEB	LOC119069589|XP_037029574.1|BCOP
OG0005300	LOC115629647|XP_030382018.1|SLEB	LOC119078562|XP_037042026.1|BCOP
OG0005301	LOC115625689|XP_030376688.1|SLEB	LOC119076221|XP_037038767.1|BCOP
OG0005302	LOC115634648|XP_030388368.1|SLEB	LOC119076831|XP_037039730.1|BCOP
OG0005303	LOC115630496|XP_030382943.1|SLEB	LOC119084699|XP_037050670.1|BCOP
OG0005304	LOC115625658|XP_030376647.1|SLEB	LOC119084792|XP_037050752.1|BCOP
OG0005305	LOC115627867|XP_030379613.1|SLEB	LOC119073825|XP_037035514.1|BCOP
OG0005306	LOC115631072|XP_030383578.1|SLEB	LOC119078668|XP_037042220.1|BCOP
OG0005307	LOC115631790|XP_030384485.1|SLEB	LOC119078680|XP_037042233.1|BCOP
OG0005308	LOC115631563|XP_030384214.1|SLEB	LOC119072574|XP_037033716.1|BCOP
OG0005309	LOC115630993|XP_030383444.1|SLEB	LOC119075524|XP_037037888.1|BCOP
OG0005310	LOC115631088|XP_030383596.1|SLEB	LOC119082829|XP_037048377.1|BCOP
OG0005311	LOC115631451|XP_030384056.1|SLEB	LOC119080719|XP_037045098.1|BCOP
OG0005312	LOC115628496|XP_030380491.1|SLEB	LOC119078701|XP_037042259.1|BCOP
OG0005313	LOC115630404|XP_030382792.1|SLEB	LOC119070941|XP_037031381.1|BCOP
OG0005314	LOC115631469|XP_030384082.1|SLEB	LOC119072393|XP_037033501.1|BCOP
OG0005316	LOC115630796|XP_030383318.1|SLEB	LOC119080048|XP_037044148.1|BCOP
OG0005317	LOC115627629|XP_030379225.1|SLEB	LOC119078425|XP_037041829.1|BCOP
OG0005318	LOC115626623|XP_030377881.1|SLEB	LOC119082743|XP_037048219.1|BCOP
OG0005319	LOC115626445|XP_030377679.1|SLEB	LOC119067670|XP_037026671.1|BCOP
OG0005320	LOC115625914|XP_030377007.1|SLEB	LOC119082092|XP_037047355.1|BCOP
OG0005321	LOC115631692|XP_030384374.1|SLEB	LOC119066701|XP_037025193.1|BCOP
OG0005322	LOC115631789|XP_030384484.1|SLEB	LOC119082601|XP_037048053.1|BCOP
OG0005323	LOC115626317|XP_030377513.1|SLEB	LOC119066754|XP_037025280.1|BCOP
OG0005324	LOC115625881|XP_030376958.1|SLEB	LOC119076380|XP_037038993.1|BCOP
OG0005325	LOC115625837|XP_030376897.1|SLEB	LOC119076369|XP_037038972.1|BCOP
OG0005326	LOC115625659|XP_030376648.1|SLEB	LOC119076384|XP_037039000.1|BCOP
OG0005327	LOC115626374|XP_030377590.1|SLEB	LOC119083132|XP_037048666.1|BCOP
OG0005328	LOC115632942|XP_030386098.1|SLEB	LOC119078574|XP_037042045.1|BCOP
OG0005329	LOC115623062|XP_030373101.1|SLEB	LOC119076425|XP_037039065.1|BCOP
OG0005330	LOC115622741|XP_030372647.1|SLEB	LOC119074975|XP_037037272.1|BCOP
OG0005331	LOC115630455|XP_030382876.1|SLEB	LOC119078548|XP_037042014.1|BCOP
OG0005332	LOC115628578|XP_030380621.1|SLEB	LOC119078517|XP_037041975.1|BCOP, LOC119078546|XP_037042011.1|BCOP
OG0005333	LOC115631764|XP_030384460.1|SLEB	LOC119075697|XP_037038118.1|BCOP
OG0005334	LOC115630604|XP_030383084.1|SLEB	LOC119082772|XP_037048261.1|BCOP
OG0005336	LOC115625566|XP_030376525.1|SLEB	LOC119082761|XP_037048242.1|BCOP
OG0005337	LOC115634189|XP_030387639.1|SLEB	LOC119070967|XP_037031434.1|BCOP
OG0005338	LOC115626072|XP_030377184.1|SLEB	LOC119075647|XP_037038027.1|BCOP
OG0005339	LOC115631404|XP_030383987.1|SLEB	LOC119075639|XP_037038017.1|BCOP
OG0005340	LOC115625961|XP_030377062.1|SLEB	LOC119066445|XP_037024837.1|BCOP
OG0005341	LOC115626120|XP_030377237.1|SLEB	LOC119074135|XP_037036016.1|BCOP
OG0005342	LOC115631715|XP_030384409.1|SLEB	LOC119072873|XP_037034071.1|BCOP
OG0005343	LOC115624803|XP_030375511.1|SLEB	LOC119085006|XP_037051082.1|BCOP
OG0005344	LOC115634223|XP_030387674.1|SLEB	LOC119085289|XP_037051542.1|BCOP
OG0005345	LOC115628566|XP_030380589.1|SLEB	LOC119072942|XP_037034164.1|BCOP
OG0005346	LOC115625892|XP_030376980.1|SLEB	LOC119066655|XP_037025126.1|BCOP
OG0005347	LOC115631608|XP_030384269.1|SLEB	LOC119085913|XP_037052358.1|BCOP
OG0005348	LOC115630970|XP_030383409.1|SLEB	LOC119085385|XP_037051672.1|BCOP
OG0005349	LOC115631761|XP_030384455.1|SLEB	LOC119083889|XP_037049594.1|BCOP, LOC119076305|XP_037038866.1|BCOP
OG0005350	LOC115631481|XP_030384097.1|SLEB	LOC119082231|XP_037047583.1|BCOP
OG0005351	LOC115632476|XP_030385510.1|SLEB	LOC119082227|XP_037047576.1|BCOP
OG0005352	LOC115631455|XP_030384062.1|SLEB	LOC119075313|XP_037037622.1|BCOP
OG0005353	LOC115625876|XP_030376955.1|SLEB	LOC119075333|XP_037037656.1|BCOP
OG0005354	LOC115626411|XP_030377637.1|SLEB	LOC119066289|XP_037024553.1|BCOP
OG0005355	LOC115631668|XP_030384342.1|SLEB	LOC119085911|XP_037052355.1|BCOP
OG0005356	LOC115631120|XP_030383641.1|SLEB	LOC119082633|XP_037048094.1|BCOP
OG0005357	LOC115631437|XP_030384035.1|SLEB	LOC119085917|XP_037052365.1|BCOP
OG0005358	LOC115632533|XP_030385601.1|SLEB	LOC119081789|XP_037046893.1|BCOP
OG0005359	LOC115631712|XP_030384399.1|SLEB	LOC119072911|XP_037034125.1|BCOP
OG0005360	LOC115620940|XP_030370316.1|SLEB	LOC119068617|XP_037028174.1|BCOP
OG0005361	LOC115631053|XP_030383549.1|SLEB	LOC119081907|XP_037047035.1|BCOP
OG0005362	LOC115625782|XP_030376814.1|SLEB	LOC119066377|XP_037024698.1|BCOP
OG0005363	LOC115628994|XP_030381135.1|SLEB	LOC119071552|XP_037032368.1|BCOP
OG0005364	LOC115633886|XP_030387249.1|SLEB	LOC119081427|XP_037046243.1|BCOP
OG0005365	LOC115630592|XP_030383071.1|SLEB	LOC119070752|XP_037031121.1|BCOP
OG0005366	LOC115630610|XP_030383095.1|SLEB	LOC119079157|XP_037042865.1|BCOP
OG0005367	LOC115630813|XP_030383340.1|SLEB	LOC119078446|XP_037041864.1|BCOP
OG0005368	LOC115625159|XP_030375947.1|SLEB	LOC119074447|XP_037036473.1|BCOP
OG0005369	LOC115631330|XP_030383911.1|SLEB	LOC119078443|XP_037041861.1|BCOP
OG0005370	LOC115631583|XP_030384241.1|SLEB	LOC119066313|XP_037024596.1|BCOP
OG0005371	LOC115631749|XP_030384445.1|SLEB	LOC119066315|XP_037024597.1|BCOP
OG0005372	LOC115620404|XP_030369483.1|SLEB	LOC119084678|XP_037050651.1|BCOP
OG0005373	LOC115626377|XP_030377592.1|SLEB	LOC119072556|XP_037033687.1|BCOP
OG0005374	LOC115631651|XP_030384323.1|SLEB	LOC119085859|XP_037052266.1|BCOP
OG0005375	LOC115631241|XP_030383811.1|SLEB	LOC119072673|XP_037033843.1|BCOP
OG0005376	LOC115630720|XP_030383232.1|SLEB	LOC119070727|XP_037031078.1|BCOP
OG0005377	LOC115628280|XP_030380169.1|SLEB	LOC119079655|XP_037043593.1|BCOP
OG0005378	LOC115631453|XP_030384059.1|SLEB	LOC119082247|XP_037047604.1|BCOP
OG0005379	LOC115631580|XP_030384236.1|SLEB	LOC119081916|XP_037047047.1|BCOP
OG0005380	LOC115631598|XP_030384258.1|SLEB	LOC119083248|XP_037048805.1|BCOP
OG0005381	LOC115630462|XP_030382888.1|SLEB	LOC119081708|XP_037046713.1|BCOP
OG0005382	LOC115630425|XP_030382837.1|SLEB	LOC119072671|XP_037033827.1|BCOP
OG0005383	LOC115633006|XP_030386191.1|SLEB	LOC119081898|XP_037047019.1|BCOP
OG0005384	LOC115623969|XP_030374398.1|SLEB	LOC119084909|XP_037050960.1|BCOP
OG0005385	LOC115624747|XP_030375435.1|SLEB	LOC119067157|XP_037025844.1|BCOP
OG0005386	LOC115634822|XP_030388601.1|SLEB	LOC119081414|XP_037046206.1|BCOP
OG0005387	LOC115620619|XP_030369799.1|SLEB	LOC119069239|XP_037029177.1|BCOP
OG0005388	LOC115628529|XP_030380549.1|SLEB	LOC119066156|XP_037024355.1|BCOP
OG0005389	LOC115631475|XP_030384089.1|SLEB	LOC119072549|XP_037033682.1|BCOP
OG0005390	LOC115631373|XP_030383954.1|SLEB	LOC119072551|XP_037033683.1|BCOP
OG0005392	LOC115630622|XP_030383117.1|SLEB	LOC119081994|XP_037047210.1|BCOP
OG0005393	LOC115620866|XP_030370195.1|SLEB	LOC119067986|XP_037027237.1|BCOP
OG0005394	LOC115630497|XP_030382946.1|SLEB	LOC119085967|XP_037052418.1|BCOP
OG0005395	LOC115631178|XP_030383727.1|SLEB	LOC119085170|XP_037051362.1|BCOP
OG0005396	LOC115631989|XP_030384776.1|SLEB	LOC119075656|XP_037038055.1|BCOP
OG0005397	LOC115631626|XP_030384293.1|SLEB	LOC119070929|XP_037031368.1|BCOP
OG0005398	LOC115624294|XP_030374778.1|SLEB	LOC119066453|XP_037024849.1|BCOP
OG0005399	LOC115628667|XP_030380736.1|SLEB	LOC119084803|XP_037050767.1|BCOP
OG0005400	LOC115619967|XP_030368863.1|SLEB	LOC119083788|XP_037049485.1|BCOP
OG0005401	LOC115631542|XP_030384177.1|SLEB	LOC119066482|XP_037024887.1|BCOP
OG0005402	LOC115631176|XP_030383725.1|SLEB	LOC119066481|XP_037024886.1|BCOP
OG0005403	LOC115631307|XP_030383882.1|SLEB	LOC119082615|XP_037048069.1|BCOP
OG0005404	LOC115631308|XP_030383883.1|SLEB	LOC119080278|XP_037044445.1|BCOP
OG0005405	LOC115622838|XP_030372781.1|SLEB	LOC119081139|XP_037045778.1|BCOP
OG0005406	LOC115629095|XP_030381316.1|SLEB	LOC119081146|XP_037045788.1|BCOP
OG0005407	LOC115621938|XP_030371648.1|SLEB	LOC119081145|XP_037045785.1|BCOP
OG0005408	LOC115631356|XP_030383933.1|SLEB	LOC119066198|XP_037024412.1|BCOP
OG0005409	LOC115631561|XP_030384212.1|SLEB	LOC119081948|XP_037047127.1|BCOP
OG0005410	LOC115631086|XP_030383594.1|SLEB	LOC119068435|XP_037027900.1|BCOP
OG0005412	LOC115629037|XP_030381202.1|SLEB	LOC119081439|XP_037046266.1|BCOP
OG0005414	LOC115628885|XP_030381001.1|SLEB	LOC119081499|XP_037046400.1|BCOP
OG0005415	LOC115633256|XP_030386519.1|SLEB	LOC119079463|XP_037043286.1|BCOP
OG0005416	LOC115627402|XP_030378920.1|SLEB	LOC119084989|XP_037051053.1|BCOP
OG0005417	LOC115622926|XP_030372911.1|SLEB	LOC119083018|XP_037048555.1|BCOP
OG0005418	LOC115628486|XP_030380474.1|SLEB	LOC119078662|XP_037042206.1|BCOP, LOC119078609|XP_037042099.1|BCOP
OG0005419	LOC115631108|XP_030383627.1|SLEB	LOC119078941|XP_037042582.1|BCOP
OG0005420	LOC115626048|XP_030377160.1|SLEB	LOC119066361|XP_037024674.1|BCOP
OG0005421	LOC115631384|XP_030383966.1|SLEB	LOC119071792|XP_037032752.1|BCOP
OG0005422	LOC115627238|XP_030378721.1|SLEB	LOC119066505|XP_037024909.1|BCOP
OG0005423	LOC115625854|XP_030376920.1|SLEB	LOC119076363|XP_037038961.1|BCOP
OG0005424	LOC115620082|XP_030369124.1|SLEB	LOC119075652|XP_037038045.1|BCOP
OG0005425	LOC115627829|XP_030379528.1|SLEB	LOC119085591|XP_037051905.1|BCOP, LOC119078624|XP_037042116.1|BCOP
OG0005426	LOC115619979|XP_030368878.1|SLEB	LOC119080594|XP_037044883.1|BCOP
OG0005427	LOC115625972|XP_030377076.1|SLEB	LOC119066312|XP_037024594.1|BCOP
OG0005428	LOC115626270|XP_030377445.1|SLEB	LOC119079457|XP_037043270.1|BCOP
OG0005429	LOC115625885|XP_030376964.1|SLEB	LOC119078604|XP_037042093.1|BCOP
OG0005430	LOC115625883|XP_030376961.1|SLEB	LOC119078605|XP_037042094.1|BCOP
OG0005431	LOC115625863|XP_030376934.1|SLEB	LOC119085243|XP_037051461.1|BCOP
OG0005432	LOC115626275|XP_030377458.1|SLEB	LOC119082260|XP_037047613.1|BCOP
OG0005434	LOC115626298|XP_030377485.1|SLEB	LOC119082271|XP_037047635.1|BCOP
OG0005435	LOC115626335|XP_030377540.1|SLEB	LOC119082265|XP_037047624.1|BCOP
OG0005436	LOC115626334|XP_030377539.1|SLEB	LOC119082263|XP_037047623.1|BCOP
OG0005437	LOC115620941|XP_030370312.1|SLEB	LOC119069550|XP_037029524.1|BCOP
OG0005438	LOC115632029|XP_030384835.1|SLEB	LOC119072559|XP_037033690.1|BCOP, LOC119085030|XP_037051117.1|BCOP
OG0005439	LOC115621540|XP_030371066.1|SLEB	LOC119078793|XP_037042401.1|BCOP
OG0005440	LOC115631301|XP_030383875.1|SLEB	LOC119070816|XP_037031190.1|BCOP
OG0005441	LOC115631760|XP_030384454.1|SLEB	LOC119066213|XP_037024430.1|BCOP
OG0005442	LOC115631628|XP_030384295.1|SLEB	LOC119066244|XP_037024461.1|BCOP
OG0005443	LOC115631686|XP_030384363.1|SLEB	LOC119066249|XP_037024469.1|BCOP
OG0005444	LOC115631509|XP_030384134.1|SLEB	LOC119066143|XP_037024333.1|BCOP
OG0005445	LOC115630635|XP_030383131.1|SLEB	LOC119075376|XP_037037703.1|BCOP
OG0005446	LOC115633896|XP_030387260.1|SLEB	LOC119075373|XP_037037696.1|BCOP
OG0005447	LOC115630599|XP_030383078.1|SLEB	LOC119076927|XP_037039848.1|BCOP, LOC119085947|XP_037052396.1|BCOP
OG0005448	LOC115633949|XP_030387327.1|SLEB	LOC119077091|XP_037040146.1|BCOP
OG0005449	LOC115627285|XP_030378777.1|SLEB	LOC119072838|XP_037034042.1|BCOP
OG0005450	LOC115625297|XP_030376172.1|SLEB, LOC115625282|XP_030376152.1|SLEB	LOC119075236|XP_037037524.1|BCOP
OG0005451	LOC115630776|XP_030383291.1|SLEB	LOC119077735|XP_037040907.1|BCOP
OG0005452	LOC115632699|XP_030385799.1|SLEB	LOC119081733|XP_037046796.1|BCOP
OG0005453	LOC115624251|XP_030374731.1|SLEB	LOC119070916|XP_037031345.1|BCOP
OG0005454	LOC115628476|XP_030380457.1|SLEB	LOC119066798|XP_037025356.1|BCOP
OG0005455	LOC115626892|XP_030378293.1|SLEB	LOC119076311|XP_037038873.1|BCOP
OG0005456	LOC115626152|XP_030377277.1|SLEB	LOC119085408|XP_037051710.1|BCOP
OG0005457	LOC115627118|XP_030378545.1|SLEB, LOC115625817|XP_030376866.1|SLEB	LOC119085978|XP_037052436.1|BCOP
OG0005458	LOC115631906|XP_030384613.1|SLEB	LOC119076929|XP_037039850.1|BCOP
OG0005460	LOC115628462|XP_030380442.1|SLEB	LOC119076928|XP_037039849.1|BCOP
OG0005461	LOC115625700|XP_030376701.1|SLEB	LOC119072249|XP_037033327.1|BCOP
OG0005462	LOC115620618|XP_030369798.1|SLEB	LOC119071590|XP_037032432.1|BCOP
OG0005463	LOC115632882|XP_030386019.1|SLEB	LOC119083111|XP_037048641.1|BCOP
OG0005464	LOC115633403|XP_030386706.1|SLEB	LOC119068444|XP_037027913.1|BCOP
OG0005465	LOC115625770|XP_030376798.1|SLEB	LOC119072250|XP_037033328.1|BCOP
OG0005466	LOC115625771|XP_030376802.1|SLEB	LOC119078438|XP_037041854.1|BCOP
OG0005467	LOC115621301|XP_030370771.1|SLEB	LOC119084015|XP_037049724.1|BCOP
OG0005468	LOC115629801|XP_030382223.1|SLEB	LOC119085818|XP_037052204.1|BCOP
OG0005469	LOC115625651|XP_030376639.1|SLEB	LOC119085837|XP_037052236.1|BCOP
OG0005470	LOC115625650|XP_030376638.1|SLEB	LOC119066949|XP_037025564.1|BCOP
OG0005471	LOC115631887|XP_030384596.1|SLEB	LOC119076335|XP_037038916.1|BCOP
OG0005472	LOC115631889|XP_030384598.1|SLEB	LOC119076336|XP_037038924.1|BCOP
OG0005473	LOC115628467|XP_030380449.1|SLEB	LOC119076327|XP_037038904.1|BCOP
OG0005474	LOC115621015|XP_030370395.1|SLEB	LOC119085991|XP_037052456.1|BCOP
OG0005475	LOC115630982|XP_030383425.1|SLEB	LOC119066672|XP_037025154.1|BCOP
OG0005476	LOC115630421|XP_030382823.1|SLEB	LOC119074103|XP_037035964.1|BCOP
OG0005477	LOC115631641|XP_030384311.1|SLEB	LOC119074238|XP_037036160.1|BCOP
OG0005478	LOC115630516|XP_030382978.1|SLEB	LOC119072927|XP_037034141.1|BCOP
OG0005479	LOC115630422|XP_030382820.1|SLEB	LOC119072919|XP_037034133.1|BCOP
OG0005480	LOC115630676|XP_030383180.1|SLEB	LOC119072925|XP_037034139.1|BCOP
OG0005481	LOC115631431|XP_030384026.1|SLEB	LOC119072912|XP_037034126.1|BCOP
OG0005482	LOC115631921|XP_030384633.1|SLEB	LOC119072913|XP_037034127.1|BCOP
OG0005483	LOC115620862|XP_030370183.1|SLEB	LOC119072939|XP_037034159.1|BCOP
OG0005484	LOC115631228|XP_030383796.1|SLEB	LOC119078527|XP_037041988.1|BCOP
OG0005485	LOC115624390|XP_030374966.1|SLEB	LOC119080268|XP_037044420.1|BCOP
OG0005486	LOC115626110|XP_030377228.1|SLEB	LOC119076169|XP_037038750.1|BCOP
OG0005487	LOC115631218|XP_030383784.1|SLEB	LOC119075298|XP_037037604.1|BCOP
OG0005488	LOC115631731|XP_030384428.1|SLEB	LOC119075307|XP_037037613.1|BCOP
OG0005489	LOC115630441|XP_030382860.1|SLEB	LOC119085422|XP_037051732.1|BCOP
OG0005490	LOC115630438|XP_030382858.1|SLEB	LOC119078816|XP_037042414.1|BCOP
OG0005491	LOC115631956|XP_030384678.1|SLEB	LOC119072719|XP_037033888.1|BCOP
OG0005492	LOC115631567|XP_030384217.1|SLEB	LOC119084621|XP_037050582.1|BCOP
OG0005493	LOC115629072|XP_030381248.1|SLEB	LOC119071463|XP_037032215.1|BCOP
OG0005494	LOC115634084|XP_030387497.1|SLEB	LOC119081538|XP_037046437.1|BCOP
OG0005495	LOC115634789|XP_030388557.1|SLEB	LOC119081511|XP_037046415.1|BCOP
OG0005496	LOC115621908|XP_030371599.1|SLEB	LOC119084604|XP_037050558.1|BCOP
OG0005497	LOC115625907|XP_030376998.1|SLEB	LOC119076349|XP_037038941.1|BCOP
OG0005498	LOC115625908|XP_030376999.1|SLEB	LOC119084615|XP_037050577.1|BCOP
OG0005499	LOC115626076|XP_030377189.1|SLEB	LOC119085387|XP_037051676.1|BCOP
OG0005500	LOC115625743|XP_030376757.1|SLEB	LOC119085458|XP_037051776.1|BCOP
OG0005501	LOC115625851|XP_030376915.1|SLEB	LOC119085413|XP_037051718.1|BCOP
OG0005502	LOC115625852|XP_030376916.1|SLEB	LOC119085428|XP_037051738.1|BCOP
OG0005503	LOC115631407|XP_030383990.1|SLEB, LOC115631552|XP_030384198.1|SLEB	LOC119084564|XP_037050473.1|BCOP
OG0005504	LOC115631624|XP_030384290.1|SLEB	LOC119079611|XP_037043505.1|BCOP
OG0005506	LOC115628497|XP_030380496.1|SLEB	LOC119070751|XP_037031117.1|BCOP
OG0005507	LOC115631212|XP_030383777.1|SLEB	LOC119070747|XP_037031106.1|BCOP
OG0005508	LOC115632043|XP_030384873.1|SLEB	LOC119085439|XP_037051752.1|BCOP
OG0005509	LOC115628554|XP_030380576.1|SLEB	LOC119072498|XP_037033636.1|BCOP
OG0005511	LOC115626942|XP_030378318.1|SLEB	LOC119074482|XP_037036524.1|BCOP
OG0005512	LOC115621734|XP_030371325.1|SLEB	LOC119069582|XP_037029562.1|BCOP
OG0005513	LOC115631687|XP_030384366.1|SLEB	LOC119081991|XP_037047206.1|BCOP
OG0005514	LOC115620643|XP_030369848.1|SLEB	LOC119069199|XP_037029055.1|BCOP
OG0005516	LOC115632013|XP_030384805.1|SLEB	LOC119066279|XP_037024537.1|BCOP
OG0005517	LOC115631411|XP_030383993.1|SLEB	LOC119078649|XP_037042139.1|BCOP
OG0005518	LOC115631309|XP_030383884.1|SLEB	LOC119078858|XP_037042465.1|BCOP
OG0005519	LOC115633687|XP_030387004.1|SLEB	LOC119081429|XP_037046245.1|BCOP
OG0005520	LOC115631149|XP_030383680.1|SLEB	LOC119085896|XP_037052328.1|BCOP
OG0005521	LOC115631565|XP_030384215.1|SLEB	LOC119077114|XP_037040177.1|BCOP
OG0005522	LOC115622230|XP_030371987.1|SLEB	LOC119075569|XP_037037932.1|BCOP
OG0005523	LOC115630486|XP_030382930.1|SLEB	LOC119077120|XP_037040186.1|BCOP
OG0005524	LOC115626107|XP_030377222.1|SLEB	LOC119081752|XP_037046824.1|BCOP
OG0005525	LOC115625821|XP_030376871.1|SLEB	LOC119066712|XP_037025213.1|BCOP
OG0005526	LOC115630975|XP_030383414.1|SLEB	LOC119082242|XP_037047600.1|BCOP
OG0005527	LOC115627749|XP_030379392.1|SLEB	LOC119085069|XP_037051202.1|BCOP
OG0005528	LOC115631526|XP_030384157.1|SLEB	LOC119075669|XP_037038076.1|BCOP
OG0005529	LOC115628986|XP_030381126.1|SLEB	LOC119084319|XP_037050141.1|BCOP
OG0005530	LOC115629011|XP_030381161.1|SLEB	LOC119081893|XP_037047015.1|BCOP
OG0005531	LOC115623257|XP_030373387.1|SLEB	LOC119080368|XP_037044560.1|BCOP
OG0005532	LOC115628512|XP_030380517.1|SLEB	LOC119085898|XP_037052336.1|BCOP
OG0005533	LOC115630602|XP_030383082.1|SLEB	LOC119071200|XP_037031885.1|BCOP
OG0005534	LOC115633120|XP_030386370.1|SLEB	LOC119067315|XP_037026120.1|BCOP
OG0005535	LOC115631040|XP_030383527.1|SLEB	LOC119066745|XP_037025265.1|BCOP
OG0005536	LOC115631128|XP_030383654.1|SLEB	LOC119072935|XP_037034153.1|BCOP
OG0005538	LOC115631972|XP_030384734.1|SLEB	LOC119078715|XP_037042282.1|BCOP
OG0005539	LOC115633223|XP_030386474.1|SLEB	LOC119083121|XP_037048650.1|BCOP
OG0005540	LOC115630962|XP_030383397.1|SLEB	LOC119066488|XP_037024889.1|BCOP
OG0005541	LOC115631131|XP_030383658.1|SLEB	LOC119066691|XP_037025179.1|BCOP
OG0005542	LOC115632824|XP_030385935.1|SLEB	LOC119084253|XP_037050051.1|BCOP
OG0005543	LOC115625760|XP_030376779.1|SLEB	LOC119072759|XP_037033942.1|BCOP
