Orthogroup	SLEB.longest_only	DSUP.longest_only
OG0003895	LOC115633892|XP_030387257.1|SLEB	LOC119550440|XP_037715043.1|DSUP
OG0003896	LOC115625727|XP_030376775.1|SLEB, LOC115624733|XP_030375419.1|SLEB	LOC119550856|XP_037715756.1|DSUP
OG0003897	LOC115622525|XP_030372352.1|SLEB	LOC119552045|XP_037717716.1|DSUP
OG0003898	LOC115626154|XP_030377279.1|SLEB	LOC119548686|XP_037712063.1|DSUP
OG0003899	LOC115631279|XP_030383853.1|SLEB	LOC119548529|XP_037711751.1|DSUP
OG0003900	LOC115630563|XP_030383037.1|SLEB	LOC119546508|XP_037708758.1|DSUP
OG0003901	LOC115631167|XP_030383716.1|SLEB	LOC119546418|XP_037708611.1|DSUP
OG0003902	LOC115631168|XP_030383718.1|SLEB	LOC119546486|XP_037708710.1|DSUP
OG0003903	LOC115631013|XP_030383482.1|SLEB	LOC119548829|XP_037712375.1|DSUP, LOC119559717|XP_037728708.1|DSUP
OG0003904	LOC115631012|XP_030383480.1|SLEB	LOC119548828|XP_037712374.1|DSUP
OG0003905	LOC115620688|XP_030369916.1|SLEB	LOC119552001|XP_037717656.1|DSUP
OG0003906	LOC115627936|XP_030379692.1|SLEB	LOC119551593|XP_037716922.1|DSUP
OG0003907	LOC115631961|XP_030384686.1|SLEB	LOC119548394|XP_037711548.1|DSUP
OG0003908	LOC115631873|XP_030384581.1|SLEB	LOC119547805|XP_037710750.1|DSUP
OG0003909	LOC115621650|XP_030371215.1|SLEB	LOC119549538|XP_037713609.1|DSUP
OG0003910	LOC115626001|XP_030377111.1|SLEB	LOC119560951|XP_037730618.1|DSUP
OG0003911	LOC115630575|XP_030383053.1|SLEB	LOC119548410|XP_037711577.1|DSUP
OG0003912	LOC115631645|XP_030384316.1|SLEB	LOC119546943|XP_037709509.1|DSUP
OG0003913	LOC115625679|XP_030376675.1|SLEB	LOC119547614|XP_037710465.1|DSUP
OG0003914	LOC115631478|XP_030384094.1|SLEB	LOC119547210|XP_037709888.1|DSUP
OG0003915	LOC115627034|XP_030378425.1|SLEB	LOC119557876|XP_037726805.1|DSUP
OG0003916	LOC115631728|XP_030384425.1|SLEB	LOC119547109|XP_037709747.1|DSUP
OG0003917	LOC115628528|XP_030380548.1|SLEB	LOC119546700|XP_037709108.1|DSUP
OG0003918	LOC115631584|XP_030384244.1|SLEB	LOC119547537|XP_037710361.1|DSUP
OG0003919	LOC115628491|XP_030380480.1|SLEB	LOC119547846|XP_037710804.1|DSUP
OG0003920	LOC115632433|XP_030385439.1|SLEB	LOC119550943|XP_037715896.1|DSUP
OG0003921	LOC115630587|XP_030383065.1|SLEB	LOC119547180|XP_037709843.1|DSUP
OG0003922	LOC115631382|XP_030383964.1|SLEB	LOC119546075|XP_037708079.1|DSUP
OG0003923	LOC115627848|XP_030379567.1|SLEB	LOC119561361|XP_037730993.1|DSUP
OG0003924	LOC115633800|XP_030387143.1|SLEB	LOC119549332|XP_037713240.1|DSUP
OG0003925	LOC115630956|XP_030383390.1|SLEB	LOC119545952|XP_037707837.1|DSUP
OG0003926	LOC115631235|XP_030383803.1|SLEB	LOC119548837|XP_037712384.1|DSUP
OG0003927	LOC115631459|XP_030384067.1|SLEB	LOC119548762|XP_037712230.1|DSUP
OG0003928	LOC115628514|XP_030380525.1|SLEB	LOC119548273|XP_037711352.1|DSUP
OG0003929	LOC115631605|XP_030384267.1|SLEB	LOC119548874|XP_037712432.1|DSUP
OG0003930	LOC115625890|XP_030376977.1|SLEB	LOC119547799|XP_037710744.1|DSUP
OG0003931	LOC115625887|XP_030376966.1|SLEB	LOC119546795|XP_037709287.1|DSUP
OG0003932	LOC115619969|XP_030368865.1|SLEB	LOC119551841|XP_037717341.1|DSUP
OG0003933	LOC115630556|XP_030383028.1|SLEB	LOC119548177|XP_037711219.1|DSUP
OG0003934	LOC115625984|XP_030377090.1|SLEB	LOC119548793|XP_037712297.1|DSUP
OG0003935	LOC115627470|XP_030379007.1|SLEB	LOC119549893|XP_037714129.1|DSUP
OG0003936	LOC115627515|XP_030379074.1|SLEB	LOC119549894|XP_037714130.1|DSUP
OG0003937	LOC115629658|XP_030382033.1|SLEB	LOC119549589|XP_037713676.1|DSUP
OG0003938	LOC115631066|XP_030383565.1|SLEB	LOC119547385|XP_037710150.1|DSUP
OG0003939	LOC115630788|XP_030383303.1|SLEB	LOC119546034|XP_037707980.1|DSUP
OG0003940	LOC115630929|XP_030383355.1|SLEB	LOC119546746|XP_037709173.1|DSUP
OG0003941	LOC115631357|XP_030383934.1|SLEB	LOC119547362|XP_037710106.1|DSUP
OG0003942	LOC115631704|XP_030384390.1|SLEB	LOC119548281|XP_037711374.1|DSUP
OG0003943	LOC115631085|XP_030383593.1|SLEB	LOC119546798|XP_037709302.1|DSUP
OG0003944	LOC115631680|XP_030384355.1|SLEB	LOC119548369|XP_037711515.1|DSUP
OG0003945	LOC115634728|XP_030388472.1|SLEB	LOC119549818|XP_037714024.1|DSUP
OG0003946	LOC115626221|XP_030377379.1|SLEB	LOC119547304|XP_037710028.1|DSUP
OG0003947	LOC115625830|XP_030376883.1|SLEB	LOC119548155|XP_037711184.1|DSUP
OG0003948	LOC115630810|XP_030383338.1|SLEB	LOC119548865|XP_037712421.1|DSUP
OG0003949	LOC115630812|XP_030383339.1|SLEB	LOC119548862|XP_037712417.1|DSUP
OG0003950	LOC115626328|XP_030377532.1|SLEB	LOC119561810|XP_037731216.1|DSUP
OG0003951	LOC115626444|XP_030377677.1|SLEB	LOC119562480|XP_037731602.1|DSUP
OG0003952	LOC115632015|XP_030384807.1|SLEB	LOC119546778|XP_037709258.1|DSUP
OG0003953	LOC115625783|XP_030376815.1|SLEB	LOC119546044|XP_037707996.1|DSUP
OG0003954	LOC115624932|XP_030375642.1|SLEB	LOC119555096|XP_037722242.1|DSUP
OG0003955	LOC115631400|XP_030383982.1|SLEB	LOC119547818|XP_037710770.1|DSUP
OG0003956	LOC115631588|XP_030384249.1|SLEB	LOC119546220|XP_037708288.1|DSUP
OG0003957	LOC115622683|XP_030372566.1|SLEB	LOC119552828|XP_037718610.1|DSUP
OG0003958	LOC115628027|XP_030379826.1|SLEB	LOC119557490|XP_037726189.1|DSUP
OG0003959	LOC115620989|XP_030370372.1|SLEB	LOC119551286|XP_037716481.1|DSUP
OG0003960	LOC115626953|XP_030378329.1|SLEB	LOC119556498|XP_037724686.1|DSUP
OG0003961	LOC115631008|XP_030383469.1|SLEB	LOC119548068|XP_037711082.1|DSUP
OG0003962	LOC115631772|XP_030384468.1|SLEB	LOC119545989|XP_037707906.1|DSUP
OG0003963	LOC115625895|XP_030376982.1|SLEB	LOC119546307|XP_037708428.1|DSUP
OG0003964	LOC115631440|XP_030384041.1|SLEB	LOC119548251|XP_037711322.1|DSUP
OG0003965	LOC115631390|XP_030383971.1|SLEB	LOC119547381|XP_037710135.1|DSUP
OG0003966	LOC115625918|XP_030377012.1|SLEB	LOC119561812|XP_037731217.1|DSUP
OG0003967	LOC115620050|XP_030369031.1|SLEB	LOC119551929|XP_037717495.1|DSUP
OG0003968	LOC115627053|XP_030378461.1|SLEB	LOC119549454|XP_037713479.1|DSUP
OG0003969	LOC115620286|XP_030369323.1|SLEB	LOC119549365|XP_037713319.1|DSUP
OG0003970	LOC115631247|XP_030383816.1|SLEB	LOC119547453|XP_037710243.1|DSUP
OG0003971	LOC115631106|XP_030383624.1|SLEB	LOC119548345|XP_037711480.1|DSUP
OG0003972	LOC115632902|XP_030386052.1|SLEB	LOC119553161|XP_037719323.1|DSUP
OG0003973	LOC115619936|XP_030368825.1|SLEB	LOC119549316|XP_037713218.1|DSUP
OG0003974	LOC115633947|XP_030387325.1|SLEB	LOC119550827|XP_037715699.1|DSUP
OG0003975	LOC115626370|XP_030377585.1|SLEB	LOC119548759|XP_037712215.1|DSUP
OG0003976	LOC115625697|XP_030376698.1|SLEB	LOC119548498|XP_037711706.1|DSUP
OG0003977	LOC115625866|XP_030376937.1|SLEB	LOC119548254|XP_037711325.1|DSUP
OG0003978	LOC115621018|XP_030370401.1|SLEB	LOC119552645|XP_037718269.1|DSUP
OG0003979	LOC115628480|XP_030380463.1|SLEB	LOC119547100|XP_037709731.1|DSUP, LOC119547099|XP_037709730.1|DSUP
OG0003980	LOC115621237|XP_030370688.1|SLEB	LOC119551715|XP_037717121.1|DSUP
OG0003981	LOC115628460|XP_030380438.1|SLEB	LOC119546549|XP_037708830.1|DSUP
OG0003982	LOC115625709|XP_030376713.1|SLEB	LOC119548451|XP_037711641.1|DSUP
OG0003983	LOC115626482|XP_030377729.1|SLEB	LOC119547002|XP_037709597.1|DSUP
OG0003984	LOC115625947|XP_030377043.1|SLEB	LOC119547496|XP_037710314.1|DSUP
OG0003985	LOC115625699|XP_030376700.1|SLEB	LOC119548879|XP_037712438.1|DSUP
OG0003986	LOC115631280|XP_030383854.1|SLEB	LOC119547505|XP_037710324.1|DSUP
OG0003987	LOC115630935|XP_030383362.1|SLEB	LOC119546123|XP_037708144.1|DSUP
OG0003988	LOC115630608|XP_030383091.1|SLEB	LOC119547586|XP_037710422.1|DSUP
OG0003989	LOC115626715|XP_030378017.1|SLEB, LOC115630981|XP_030383423.1|SLEB	LOC119546516|XP_037708771.1|DSUP
OG0003990	LOC115626636|XP_030377906.1|SLEB	LOC119548041|XP_037711045.1|DSUP
OG0003991	LOC115630456|XP_030382877.1|SLEB	LOC119548870|XP_037712423.1|DSUP
OG0003992	LOC115630410|XP_030382805.1|SLEB, LOC115630514|XP_030382975.1|SLEB	LOC119547436|XP_037710224.1|DSUP
OG0003993	LOC115630757|XP_030383272.1|SLEB	LOC119545958|XP_037707849.1|DSUP
OG0003994	LOC115621296|XP_030370763.1|SLEB	LOC119545674|XP_037707334.1|DSUP, LOC119551184|XP_037716316.1|DSUP
OG0003995	LOC115621628|XP_030371192.1|SLEB	LOC119549330|XP_037713237.1|DSUP
OG0003996	LOC115634149|XP_030387582.1|SLEB	LOC119550721|XP_037715547.1|DSUP
OG0003997	LOC115631281|XP_030383855.1|SLEB	LOC119546942|XP_037709507.1|DSUP
OG0003998	LOC115632016|XP_030384808.1|SLEB	LOC119562545|XP_037731668.1|DSUP
OG0003999	LOC115626210|XP_030377359.1|SLEB	LOC119562365|XP_037731455.1|DSUP
OG0004000	LOC115623742|XP_030374115.1|SLEB, LOC115633316|XP_030386606.1|SLEB	LOC119557727|XP_037726539.1|DSUP
OG0004001	LOC115631042|XP_030383535.1|SLEB	LOC119549223|XP_037713033.1|DSUP
OG0004002	LOC115625846|XP_030376909.1|SLEB	LOC119547629|XP_037710487.1|DSUP
OG0004003	LOC115631551|XP_030384188.1|SLEB	LOC119548584|XP_037711842.1|DSUP
OG0004004	LOC115628478|XP_030380460.1|SLEB	LOC119548849|XP_037712399.1|DSUP
OG0004005	LOC115628453|XP_030380425.1|SLEB	LOC119547655|XP_037710528.1|DSUP
OG0004006	LOC115628532|XP_030380556.1|SLEB	LOC119546136|XP_037708168.1|DSUP
OG0004007	LOC115631240|XP_030383810.1|SLEB	LOC119547204|XP_037709879.1|DSUP
OG0004008	LOC115632033|XP_030384845.1|SLEB	LOC119548275|XP_037711354.1|DSUP
OG0004009	LOC115631559|XP_030384210.1|SLEB	LOC119547023|XP_037709622.1|DSUP
OG0004010	LOC115626177|XP_030377312.1|SLEB	LOC119548690|XP_037712080.1|DSUP
OG0004011	LOC115626388|XP_030377607.1|SLEB	LOC119548515|XP_037711731.1|DSUP
OG0004012	LOC115621735|XP_030371326.1|SLEB	LOC119554565|XP_037721467.1|DSUP
OG0004013	LOC115625801|XP_030376838.1|SLEB	LOC119546977|XP_037709554.1|DSUP
OG0004014	LOC115632176|XP_030385068.1|SLEB	LOC119553160|XP_037719322.1|DSUP
OG0004015	LOC115631076|XP_030383581.1|SLEB	LOC119548827|XP_037712373.1|DSUP
OG0004016	LOC115631255|XP_030383828.1|SLEB	LOC119546843|XP_037709365.1|DSUP
OG0004017	LOC115630661|XP_030383163.1|SLEB	LOC119547276|XP_037709985.1|DSUP
OG0004018	LOC115623414|XP_030373589.1|SLEB	LOC119550526|XP_037715172.1|DSUP
OG0004019	LOC115630571|XP_030383048.1|SLEB	LOC119546974|XP_037709550.1|DSUP
OG0004020	LOC115631221|XP_030383787.1|SLEB	LOC119547128|XP_037709769.1|DSUP
OG0004021	LOC115631022|XP_030383496.1|SLEB	LOC119546747|XP_037709174.1|DSUP
OG0004022	LOC115631267|XP_030383839.1|SLEB	LOC119546020|XP_037707960.1|DSUP
OG0004023	LOC115634183|XP_030387629.1|SLEB	LOC119551662|XP_037717032.1|DSUP
OG0004024	LOC115631467|XP_030384080.1|SLEB	LOC119547852|XP_037710810.1|DSUP
OG0004025	LOC115625820|XP_030376870.1|SLEB	LOC119548299|XP_037711394.1|DSUP
OG0004026	LOC115631398|XP_030383981.1|SLEB	LOC119546465|XP_037708676.1|DSUP
OG0004027	LOC115634064|XP_030387470.1|SLEB	LOC119550560|XP_037715276.1|DSUP
OG0004028	LOC115629020|XP_030381175.1|SLEB	LOC119548063|XP_037711076.1|DSUP
OG0004029	LOC115628523|XP_030380540.1|SLEB	LOC119548161|XP_037711195.1|DSUP
OG0004030	LOC115625192|XP_030376022.1|SLEB	LOC119551126|XP_037716237.1|DSUP
OG0004031	LOC115631351|XP_030383927.1|SLEB	LOC119548471|XP_037711667.1|DSUP
OG0004032	LOC115625853|XP_030376918.1|SLEB	LOC119562534|XP_037731656.1|DSUP
OG0004033	LOC115626191|XP_030377331.1|SLEB	LOC119546635|XP_037709008.1|DSUP
OG0004034	LOC115630933|XP_030383360.1|SLEB	LOC119546138|XP_037708170.1|DSUP
OG0004035	LOC115631041|XP_030383528.1|SLEB	LOC119547386|XP_037710155.1|DSUP
OG0004036	LOC115630991|XP_030383437.1|SLEB	LOC119548437|XP_037711614.1|DSUP
OG0004037	LOC115631059|XP_030383558.1|SLEB	LOC119546059|XP_037708055.1|DSUP
OG0004038	LOC115632030|XP_030384836.1|SLEB	LOC119548509|XP_037711724.1|DSUP
OG0004039	LOC115631213|XP_030383778.1|SLEB	LOC119548373|XP_037711519.1|DSUP
OG0004040	LOC115633628|XP_030386923.1|SLEB	LOC119549704|XP_037713858.1|DSUP
OG0004041	LOC115633276|XP_030386547.1|SLEB	LOC119558125|XP_037727285.1|DSUP
OG0004042	LOC115622177|XP_030371924.1|SLEB	LOC119554212|XP_037720945.1|DSUP
OG0004043	LOC115630654|XP_030383156.1|SLEB	LOC119547984|XP_037710968.1|DSUP
OG0004044	LOC115627472|XP_030379008.1|SLEB	LOC119556627|XP_037724878.1|DSUP
OG0004045	LOC115631439|XP_030384039.1|SLEB	LOC119548887|XP_037712466.1|DSUP
OG0004046	LOC115631249|XP_030383819.1|SLEB	LOC119547902|XP_037710867.1|DSUP
OG0004047	LOC115631028|XP_030383506.1|SLEB	LOC119547828|XP_037710780.1|DSUP
OG0004048	LOC115630482|XP_030382923.1|SLEB	LOC119547415|XP_037710193.1|DSUP
OG0004049	LOC115631436|XP_030384034.1|SLEB	LOC119548751|XP_037712197.1|DSUP
OG0004050	LOC115631657|XP_030384329.1|SLEB	LOC119546025|XP_037707968.1|DSUP
OG0004051	LOC115631090|XP_030383598.1|SLEB	LOC119548890|XP_037712473.1|DSUP
OG0004052	LOC115626951|XP_030378327.1|SLEB	LOC119555941|XP_037723574.1|DSUP
OG0004053	LOC115630487|XP_030382935.1|SLEB	LOC119551530|XP_037716844.1|DSUP
OG0004054	LOC115631315|XP_030383890.1|SLEB	LOC119547167|XP_037709822.1|DSUP
OG0004055	LOC115621942|XP_030371649.1|SLEB	LOC119545816|XP_037707639.1|DSUP
OG0004056	LOC115621043|XP_030370424.1|SLEB	LOC119560475|XP_037729863.1|DSUP
OG0004057	LOC115622239|XP_030371996.1|SLEB	LOC119553535|XP_037719893.1|DSUP
OG0004058	LOC115632484|XP_030385519.1|SLEB	LOC119553059|XP_037719107.1|DSUP
OG0004059	LOC115624161|XP_030374617.1|SLEB	LOC119560000|XP_037729200.1|DSUP
OG0004060	LOC115624055|XP_030374496.1|SLEB	LOC119550361|XP_037714923.1|DSUP
OG0004061	LOC115626808|XP_030378139.1|SLEB	LOC119558254|XP_037727509.1|DSUP
OG0004062	LOC115622469|XP_030372272.1|SLEB	LOC119552999|XP_037718948.1|DSUP
OG0004063	LOC115626863|XP_030378230.1|SLEB	LOC119557367|XP_037726037.1|DSUP
OG0004064	LOC115633705|XP_030387026.1|SLEB	LOC119555466|XP_037722799.1|DSUP
OG0004065	LOC115624995|XP_030375726.1|SLEB	LOC119551086|XP_037716184.1|DSUP
OG0004066	LOC115634762|XP_030388517.1|SLEB	LOC119552195|XP_037717976.1|DSUP
OG0004067	LOC115624916|XP_030375626.1|SLEB, LOC115628821|XP_030380911.1|SLEB	LOC119557189|XP_037725766.1|DSUP
OG0004068	LOC115625353|XP_030376246.1|SLEB	LOC119563484|XP_037732839.1|DSUP
OG0004069	LOC115625619|XP_030376620.1|SLEB	LOC119548564|XP_037711805.1|DSUP
OG0004070	LOC115632730|XP_030385835.1|SLEB	LOC119554570|XP_037721470.1|DSUP
OG0004071	LOC115622479|XP_030372284.1|SLEB	LOC119553928|XP_037720544.1|DSUP
OG0004072	LOC115622497|XP_030372303.1|SLEB	LOC119553929|XP_037720545.1|DSUP
OG0004073	LOC115626862|XP_030378229.1|SLEB	LOC119556379|XP_037724479.1|DSUP
OG0004074	LOC115622688|XP_030372577.1|SLEB	LOC119550342|XP_037714890.1|DSUP
OG0004075	LOC115634474|XP_030388065.1|SLEB	LOC119549128|XP_037712823.1|DSUP
OG0004076	LOC115634473|XP_030388064.1|SLEB	LOC119549295|XP_037713171.1|DSUP
OG0004077	LOC115631977|XP_030384737.1|SLEB	LOC119548580|XP_037711826.1|DSUP
OG0004078	LOC115625509|XP_030376433.1|SLEB	LOC119558021|XP_037727070.1|DSUP
OG0004079	LOC115629371|XP_030381689.1|SLEB	LOC119556504|XP_037724693.1|DSUP
OG0004080	LOC115620054|XP_030369047.1|SLEB	LOC119550424|XP_037715019.1|DSUP
OG0004081	LOC115624980|XP_030375695.1|SLEB	LOC119548976|XP_037712494.1|DSUP
OG0004082	LOC115627742|XP_030379377.1|SLEB	LOC119550054|XP_037714440.1|DSUP
OG0004083	LOC115620222|XP_030369223.1|SLEB	LOC119547361|XP_037710109.1|DSUP
OG0004084	LOC115621413|XP_030370924.1|SLEB	LOC119552936|XP_037718816.1|DSUP
OG0004085	LOC115623375|XP_030373530.1|SLEB	LOC119563003|XP_037732120.1|DSUP
OG0004086	LOC115621200|XP_030370639.1|SLEB	LOC119563537|XP_037732948.1|DSUP
OG0004087	LOC115629180|XP_030381421.1|SLEB	LOC119558035|XP_037727107.1|DSUP
OG0004088	LOC115620542|XP_030369685.1|SLEB	LOC119563038|XP_037732169.1|DSUP
OG0004089	LOC115629338|XP_030381644.1|SLEB	LOC119558401|XP_037727858.1|DSUP
OG0004090	LOC115625345|XP_030376233.1|SLEB	LOC119563472|XP_037732811.1|DSUP
OG0004091	LOC115623942|XP_030374364.1|SLEB	LOC119563040|XP_037732172.1|DSUP
OG0004092	LOC115627070|XP_030378478.1|SLEB	LOC119556476|XP_037724656.1|DSUP
OG0004094	LOC115627049|XP_030378451.1|SLEB	LOC119557560|XP_037726274.1|DSUP
OG0004095	LOC115624377|XP_030374938.1|SLEB	LOC119556066|XP_037723810.1|DSUP
OG0004096	LOC115620835|XP_030370128.1|SLEB	LOC119563539|XP_037732949.1|DSUP
OG0004097	LOC115622879|XP_030372832.1|SLEB	LOC119553934|XP_037720552.1|DSUP
OG0004098	LOC115624962|XP_030375677.1|SLEB	LOC119563286|XP_037732539.1|DSUP
OG0004099	LOC115623554|XP_030373804.1|SLEB	LOC119560382|XP_037729718.1|DSUP
OG0004100	LOC115624190|XP_030374648.1|SLEB	LOC119560075|XP_037729309.1|DSUP
OG0004101	LOC115624084|XP_030374533.1|SLEB	LOC119560609|XP_037730071.1|DSUP
OG0004102	LOC115624297|XP_030374782.1|SLEB	LOC119560842|XP_037730423.1|DSUP
OG0004103	LOC115625507|XP_030376430.1|SLEB	LOC119558005|XP_037727044.1|DSUP
OG0004104	LOC115621663|XP_030371231.1|SLEB	LOC119563305|XP_037732565.1|DSUP
OG0004105	LOC115634785|XP_030388552.1|SLEB	LOC119555448|XP_037722750.1|DSUP
OG0004106	LOC115630702|XP_030383214.1|SLEB	LOC119553791|XP_037720330.1|DSUP
OG0004107	LOC115622610|XP_030372471.1|SLEB	LOC119554749|XP_037721702.1|DSUP
OG0004108	LOC115625288|XP_030376160.1|SLEB	LOC119551718|XP_037717137.1|DSUP
OG0004109	LOC115625346|XP_030376236.1|SLEB	LOC119563473|XP_037732812.1|DSUP
OG0004110	LOC115619990|XP_030368923.1|SLEB	LOC119554082|XP_037720754.1|DSUP
OG0004111	LOC115623472|XP_030373697.1|SLEB	LOC119553133|XP_037719257.1|DSUP
OG0004112	LOC115625332|XP_030376216.1|SLEB	LOC119563308|XP_037732570.1|DSUP
OG0004113	LOC115626741|XP_030378051.1|SLEB	LOC119557844|XP_037726749.1|DSUP
OG0004114	LOC115626753|XP_030378068.1|SLEB	LOC119557549|XP_037726259.1|DSUP
OG0004115	LOC115626958|XP_030378333.1|SLEB	LOC119557547|XP_037726249.1|DSUP
OG0004116	LOC115624411|XP_030375005.1|SLEB	LOC119560835|XP_037730416.1|DSUP
OG0004117	LOC115625234|XP_030376079.1|SLEB	LOC119563035|XP_037732164.1|DSUP
OG0004118	LOC115624533|XP_030375117.1|SLEB	LOC119550238|XP_037714736.1|DSUP
OG0004119	LOC115623549|XP_030373800.1|SLEB	LOC119553280|XP_037719511.1|DSUP
OG0004120	LOC115623661|XP_030373979.1|SLEB	LOC119550906|XP_037715827.1|DSUP
OG0004121	LOC115622962|XP_030372969.1|SLEB	LOC119553341|XP_037719604.1|DSUP
OG0004122	LOC115625573|XP_030376531.1|SLEB	LOC119552597|XP_037718186.1|DSUP
OG0004123	LOC115623338|XP_030373468.1|SLEB	LOC119559878|XP_037728939.1|DSUP
OG0004124	LOC115629256|XP_030381534.1|SLEB	LOC119556065|XP_037723803.1|DSUP
OG0004125	LOC115621820|XP_030371470.1|SLEB	LOC119556545|XP_037724760.1|DSUP
OG0004126	LOC115621098|XP_030370495.1|SLEB	LOC119549533|XP_037713600.1|DSUP
OG0004127	LOC115625755|XP_030376772.1|SLEB	LOC119546987|XP_037709569.1|DSUP
OG0004128	LOC115624021|XP_030374457.1|SLEB	LOC119563118|XP_037732291.1|DSUP
OG0004129	LOC115634837|XP_030388618.1|SLEB	LOC119549113|XP_037712794.1|DSUP
OG0004130	LOC115629253|XP_030381529.1|SLEB	LOC119557110|XP_037725617.1|DSUP
OG0004131	LOC115625070|XP_030375817.1|SLEB	LOC119563014|XP_037732135.1|DSUP
OG0004132	LOC115623251|XP_030373379.1|SLEB	LOC119554468|XP_037721311.1|DSUP
OG0004133	LOC115631981|XP_030384745.1|SLEB	LOC119546407|XP_037708592.1|DSUP
OG0004134	LOC115621059|XP_030370443.1|SLEB	LOC119546915|XP_037709476.1|DSUP
OG0004135	LOC115624331|XP_030374819.1|SLEB	LOC119560998|XP_037730726.1|DSUP
OG0004136	LOC115623683|XP_030374013.1|SLEB	LOC119560853|XP_037730445.1|DSUP
OG0004137	LOC115634341|XP_030387857.1|SLEB	LOC119550416|XP_037715005.1|DSUP
OG0004138	LOC115628341|XP_030380264.1|SLEB	LOC119553377|XP_037719657.1|DSUP
OG0004139	LOC115629170|XP_030381404.1|SLEB	LOC119556408|XP_037724532.1|DSUP
OG0004140	LOC115626857|XP_030378218.1|SLEB	LOC119557865|XP_037726791.1|DSUP
OG0004141	LOC115626385|XP_030377616.1|SLEB	LOC119550586|XP_037715317.1|DSUP
OG0004142	LOC115629220|XP_030381489.1|SLEB	LOC119557431|XP_037726111.1|DSUP
OG0004143	LOC115620606|XP_030369780.1|SLEB	LOC119560428|XP_037729792.1|DSUP
OG0004144	LOC115625690|XP_030376691.1|SLEB	LOC119546580|XP_037708914.1|DSUP
OG0004145	LOC115622792|XP_030372715.1|SLEB	LOC119552831|XP_037718614.1|DSUP
OG0004146	LOC115624413|XP_030375007.1|SLEB	LOC119561083|XP_037730879.1|DSUP
OG0004147	LOC115625832|XP_030376887.1|SLEB	LOC119548140|XP_037711166.1|DSUP
OG0004148	LOC115620988|XP_030370368.1|SLEB	LOC119560493|XP_037729887.1|DSUP
OG0004149	LOC115624122|XP_030374578.1|SLEB	LOC119560829|XP_037730403.1|DSUP
OG0004150	LOC115624120|XP_030374576.1|SLEB	LOC119559387|XP_037728376.1|DSUP
OG0004151	LOC115620402|XP_030369478.1|SLEB	LOC119546483|XP_037708707.1|DSUP
OG0004152	LOC115623365|XP_030373511.1|SLEB	LOC119561013|XP_037730761.1|DSUP
OG0004153	LOC115625602|XP_030376598.1|SLEB	LOC119552115|XP_037717829.1|DSUP
OG0004154	LOC115622116|XP_030371820.1|SLEB	LOC119554462|XP_037721302.1|DSUP
OG0004155	LOC115623859|XP_030374264.1|SLEB	LOC119545851|XP_037707751.1|DSUP
OG0004156	LOC115624149|XP_030374606.1|SLEB	LOC119554667|XP_037721600.1|DSUP
OG0004157	LOC115629143|XP_030381355.1|SLEB	LOC119555951|XP_037723589.1|DSUP
OG0004158	LOC115622423|XP_030372218.1|SLEB	LOC119554331|XP_037721123.1|DSUP
OG0004159	LOC115624365|XP_030374885.1|SLEB	LOC119560848|XP_037730439.1|DSUP
OG0004160	LOC115622468|XP_030372270.1|SLEB	LOC119552907|XP_037718761.1|DSUP
OG0004161	LOC115623673|XP_030374000.1|SLEB	LOC119563054|XP_037732190.1|DSUP
OG0004162	LOC115623642|XP_030373947.1|SLEB	LOC119553243|XP_037719447.1|DSUP
OG0004163	LOC115624127|XP_030374582.1|SLEB	LOC119560734|XP_037730275.1|DSUP
OG0004164	LOC115623929|XP_030374348.1|SLEB	LOC119559986|XP_037729173.1|DSUP
OG0004165	LOC115623390|XP_030373558.1|SLEB	LOC119551113|XP_037716221.1|DSUP
OG0004166	LOC115630004|XP_030382494.1|SLEB	LOC119551125|XP_037716236.1|DSUP
OG0004167	LOC115625909|XP_030377000.1|SLEB	LOC119552819|XP_037718599.1|DSUP, LOC119559887|XP_037728952.1|DSUP
OG0004168	LOC115625069|XP_030375813.1|SLEB	LOC119559486|XP_037728515.1|DSUP
OG0004169	LOC115629639|XP_030382001.1|SLEB	LOC119557348|XP_037726013.1|DSUP
OG0004170	LOC115628741|XP_030380805.1|SLEB	LOC119556385|XP_037724487.1|DSUP
OG0004171	LOC115629676|XP_030382054.1|SLEB	LOC119557193|XP_037725772.1|DSUP
OG0004172	LOC115627773|XP_030379432.1|SLEB	LOC119555830|XP_037723376.1|DSUP
OG0004173	LOC115633747|XP_030387082.1|SLEB, LOC115632692|XP_030385789.1|SLEB	LOC119550070|XP_037714465.1|DSUP
OG0004174	LOC115626137|XP_030377258.1|SLEB	LOC119551984|XP_037717629.1|DSUP
OG0004175	LOC115634437|XP_030388008.1|SLEB	LOC119550791|XP_037715650.1|DSUP
OG0004176	LOC115622486|XP_030372292.1|SLEB	LOC119553063|XP_037719117.1|DSUP
OG0004177	LOC115623555|XP_030373813.1|SLEB	LOC119548545|XP_037711772.1|DSUP
OG0004178	LOC115625527|XP_030376456.1|SLEB	LOC119563323|XP_037732593.1|DSUP
OG0004179	LOC115630036|XP_030382528.1|SLEB	LOC119558412|XP_037727873.1|DSUP
OG0004180	LOC115624467|XP_030375030.1|SLEB, LOC115623332|XP_030373456.1|SLEB	LOC119559747|XP_037728735.1|DSUP
OG0004181	LOC115620201|XP_030369194.1|SLEB	LOC119545832|XP_037707677.1|DSUP
