Orthogroup	SLEB.longest_only	DMIR.longest_only
OG0003730	LOC115622242|XP_030371998.1|SLEB	LOC108151565|XP_033243205.1|DMIR
OG0003731	LOC115624588|XP_030375186.1|SLEB	LOC108151343|XP_017135387.1|DMIR
OG0003732	LOC115622127|XP_030371840.1|SLEB	LOC108152125|XP_017136697.1|DMIR
OG0003733	LOC115632440|XP_030385444.1|SLEB	LOC108152104|XP_017136645.1|DMIR
OG0003734	LOC115628283|XP_030380173.1|SLEB	LOC108152367|XP_033243535.1|DMIR
OG0003735	LOC115625897|XP_030376986.1|SLEB	LOC117189368|XP_033250387.1|DMIR, LOC108160092|XP_017149358.1|DMIR
OG0003736	LOC115629988|XP_030382475.1|SLEB	LOC117190716|XP_033251675.1|DMIR, LOC108158983|XP_017147317.1|DMIR
OG0003737	LOC115634650|XP_030388366.1|SLEB	LOC108159056|XP_017147485.1|DMIR, LOC117193673|XP_033254300.1|DMIR
OG0003738	LOC115629141|XP_030381356.1|SLEB	LOC108160829|XP_017150550.1|DMIR
OG0003739	LOC115629707|XP_030382090.1|SLEB	LOC108158094|XP_017145750.1|DMIR
OG0003740	LOC115627275|XP_030378769.1|SLEB	LOC117188335|XP_033247918.1|DMIR, LOC108158096|XP_017145751.2|DMIR
OG0003741	LOC115632441|XP_030385448.1|SLEB	LOC108153285|XP_017138646.1|DMIR
OG0003742	LOC115633810|XP_030387155.1|SLEB	LOC108152058|XP_017136552.1|DMIR
OG0003743	LOC115630553|XP_030383026.1|SLEB	LOC117191863|XP_033252520.1|DMIR, LOC108158189|XP_017145897.1|DMIR
OG0003744	LOC115634501|XP_030388125.1|SLEB	LOC117188338|XP_033247932.1|DMIR, LOC108158112|XP_017145777.2|DMIR
OG0003745	LOC115634095|XP_030387512.1|SLEB	LOC117185692|XP_033247896.1|DMIR, LOC108158140|XP_017145843.2|DMIR
OG0003746	LOC115622049|XP_030371785.1|SLEB	LOC108158351|XP_017146078.2|DMIR
OG0003747	LOC115632931|XP_030386084.1|SLEB	LOC108153641|XP_017139233.1|DMIR
OG0003748	LOC115632691|XP_030385787.1|SLEB	LOC108165583|XP_017157145.1|DMIR
OG0003749	LOC115632357|XP_030385332.1|SLEB	LOC108152974|XP_017138189.1|DMIR
OG0003750	LOC115632274|XP_030385214.1|SLEB	LOC108152781|XP_017137853.1|DMIR
OG0003751	LOC115632936|XP_030386089.1|SLEB	LOC108152148|XP_017136753.1|DMIR
OG0003752	LOC115632331|XP_030385294.1|SLEB	LOC108152547|XP_017137448.1|DMIR
OG0003753	LOC115622176|XP_030371916.1|SLEB	LOC108151922|XP_033242826.1|DMIR
OG0003754	LOC115622167|XP_030371899.1|SLEB	LOC108151921|XP_017136328.1|DMIR
OG0003755	LOC115632492|XP_030385530.1|SLEB	LOC108151858|XP_017136231.1|DMIR
OG0003756	LOC115621676|XP_030371249.1|SLEB	LOC117190388|XP_033251356.1|DMIR, LOC108160274|XP_017149645.1|DMIR
OG0003757	LOC115634818|XP_030388600.1|SLEB	LOC108160146|XP_017149447.1|DMIR
OG0003758	LOC115634549|XP_030368819.1|SLEB	LOC108159356|XP_017148067.1|DMIR
OG0003759	LOC115632411|XP_030385408.1|SLEB	LOC108152501|XP_033243696.1|DMIR
OG0003760	LOC115628080|XP_030379917.1|SLEB	LOC117192756|XP_033253389.1|DMIR, LOC108159762|XP_017148810.1|DMIR
OG0003761	LOC115632321|XP_030385286.1|SLEB	LOC108151100|XP_017134984.1|DMIR
OG0003762	LOC115632322|XP_030385287.1|SLEB	LOC108151103|XP_017134987.1|DMIR
OG0003763	LOC115632686|XP_030385782.1|SLEB	LOC108153623|XP_033243223.1|DMIR
OG0003764	LOC115632511|XP_030385561.1|SLEB	LOC108151935|XP_017136350.1|DMIR
OG0003765	LOC115625999|XP_030377105.1|SLEB	LOC108163795|XP_017154774.2|DMIR
OG0003766	LOC115627457|XP_030378987.1|SLEB	LOC108161578|XP_017151391.1|DMIR
OG0003767	LOC115622520|XP_030372339.1|SLEB	LOC117188328|XP_033247886.1|DMIR, LOC108158740|XP_017146837.2|DMIR
OG0003768	LOC115634828|XP_030388606.1|SLEB	LOC117193587|XP_033254218.1|DMIR, LOC108160490|XP_033247742.1|DMIR
OG0003769	LOC115634825|XP_030388604.1|SLEB	LOC108159712|XP_017148720.1|DMIR, LOC117192806|XP_033253451.1|DMIR
OG0003770	LOC115627751|XP_030379395.1|SLEB	LOC108164448|XP_017155652.1|DMIR
OG0003771	LOC115622569|XP_030372400.1|SLEB	LOC108151497|XP_033242743.1|DMIR
OG0003772	LOC115632857|XP_030385977.1|SLEB	LOC108152031|XP_017136510.1|DMIR
OG0003773	LOC115624212|XP_030374685.1|SLEB	LOC108158959|XP_017147277.1|DMIR
OG0003774	LOC115634531|XP_030388204.1|SLEB	LOC117192548|XP_033253137.1|DMIR, LOC108160070|XP_017149313.1|DMIR
OG0003775	LOC115627210|XP_030378690.1|SLEB	LOC108153459|XP_017138981.1|DMIR
OG0003776	LOC115634198|XP_030387646.1|SLEB	LOC117190536|XP_033251480.1|DMIR, LOC108160827|XP_017150546.1|DMIR
OG0003777	LOC115633706|XP_030387027.1|SLEB	LOC108160732|XP_017150407.2|DMIR, LOC117188100|XP_033247324.1|DMIR
OG0003778	LOC115621728|XP_030371320.1|SLEB	LOC108160407|XP_017149888.1|DMIR
OG0003779	LOC115634397|XP_030387952.1|SLEB	LOC108159459|XP_033251093.1|DMIR, LOC117185767|XP_017148249.1|DMIR
OG0003780	LOC115630362|XP_030382759.1|SLEB	LOC108159959|XP_017149118.1|DMIR, LOC117189923|XP_033250885.1|DMIR
OG0003781	LOC115628024|XP_030379817.1|SLEB	LOC108164452|XP_017155659.1|DMIR
OG0003782	LOC115626675|XP_030377961.1|SLEB	LOC108150971|XP_017134797.1|DMIR
OG0003783	LOC115621257|XP_030370713.1|SLEB	LOC108155276|XP_017141472.1|DMIR
OG0003784	LOC115631812|XP_030384512.1|SLEB	LOC117188029|XP_033247063.1|DMIR, LOC108159709|XP_017148714.2|DMIR
OG0003785	LOC115626638|XP_030377909.1|SLEB	LOC117190839|XP_033251762.1|DMIR, LOC108160435|XP_017149932.1|DMIR
OG0003786	LOC115622156|XP_030371888.1|SLEB	LOC108159730|XP_017148751.1|DMIR, LOC117185758|XP_033251763.1|DMIR
OG0003787	LOC115633073|XP_030386309.1|SLEB	LOC108159733|XP_017148756.2|DMIR
OG0003788	LOC115620978|XP_030370361.1|SLEB	LOC108159121|XP_017147593.1|DMIR, LOC117191091|XP_033251945.1|DMIR
OG0003789	LOC115624372|XP_030374911.1|SLEB	LOC117189983|XP_033250956.1|DMIR, LOC108159501|XP_033246256.1|DMIR
OG0003790	LOC115622626|XP_030372493.1|SLEB	LOC108151081|XP_017134952.1|DMIR
OG0003791	LOC115623319|XP_030373440.1|SLEB	LOC108156445|XP_017143392.1|DMIR
OG0003792	LOC115632927|XP_030386083.1|SLEB	LOC108159823|XP_017148883.2|DMIR, LOC117187967|XP_033246888.1|DMIR
OG0003793	LOC115634829|XP_030388611.1|SLEB	LOC117189840|XP_033250806.1|DMIR, LOC108158788|XP_033250805.1|DMIR, LOC108158147|XP_017145856.1|DMIR
OG0003794	LOC115623433|XP_030373639.1|SLEB	LOC108159727|XP_017148747.1|DMIR
OG0003795	LOC115632883|XP_030386020.1|SLEB	LOC108152796|XP_017137867.1|DMIR
OG0003796	LOC115620722|XP_030369961.1|SLEB	LOC108156176|XP_017142994.1|DMIR
OG0003797	LOC115627109|XP_030378531.1|SLEB	LOC108161674|XP_017151470.1|DMIR
OG0003798	LOC115633806|XP_030387150.1|SLEB	LOC108160637|XP_017150255.1|DMIR
OG0003799	LOC115634768|XP_030388522.1|SLEB	LOC117190764|XP_033251717.1|DMIR, LOC108158562|XP_017146475.1|DMIR
OG0003800	LOC115626342|XP_030377551.1|SLEB	LOC108162435|XP_017152658.1|DMIR
OG0003801	LOC115625750|XP_030376766.1|SLEB	LOC108161398|XP_017151136.1|DMIR
OG0003802	LOC115624596|XP_030375196.1|SLEB	LOC108162002|XP_017151973.1|DMIR
OG0003803	LOC115620209|XP_030369206.1|SLEB	LOC108156108|XP_017142893.1|DMIR
OG0003804	LOC115626324|XP_030377525.1|SLEB	LOC108162729|XP_033248421.1|DMIR
OG0003805	LOC115628622|XP_030380668.1|SLEB	LOC108161842|XP_017151696.1|DMIR
OG0003806	LOC115631678|XP_030384350.1|SLEB	LOC117188961|XP_033249536.1|DMIR
OG0003807	LOC115626603|XP_030377853.1|SLEB	LOC108163250|XP_017153907.1|DMIR
OG0003808	LOC115632292|XP_030385245.1|SLEB	LOC108152752|XP_017137799.1|DMIR
OG0003809	LOC115631883|XP_030384592.1|SLEB	LOC108161731|XP_017151543.1|DMIR
OG0003810	LOC115633226|XP_030386483.1|SLEB	LOC117185814|XP_033254092.1|DMIR, LOC108159082|XP_017147525.1|DMIR
OG0003811	LOC115634268|XP_030387755.1|SLEB	LOC108159634|XP_017148583.1|DMIR, LOC117189526|XP_033250559.1|DMIR
OG0003812	LOC115630989|XP_030383434.1|SLEB	LOC108161750|XP_033248894.1|DMIR
OG0003813	LOC115625687|XP_030376686.1|SLEB	LOC108162048|XP_017152064.1|DMIR
OG0003814	LOC115628520|XP_030380533.1|SLEB	LOC108161997|XP_017151955.1|DMIR
OG0003815	LOC115622021|XP_030371738.1|SLEB	LOC108155165|XP_017141319.1|DMIR
OG0003816	LOC115626012|XP_030377119.1|SLEB	LOC108162176|XP_017152258.2|DMIR
OG0003817	LOC115628547|XP_030380568.1|SLEB	LOC108163301|XP_017154002.1|DMIR
OG0003818	LOC115631193|XP_030383743.1|SLEB	LOC108164210|XP_017155330.1|DMIR
OG0003819	LOC115631081|XP_030383588.1|SLEB	LOC108162663|XP_017152992.1|DMIR
OG0003820	LOC115623906|XP_030374322.1|SLEB	LOC108155719|XP_017142211.1|DMIR
OG0003821	LOC115631564|XP_030384220.1|SLEB	LOC108160394|XP_017149872.2|DMIR, LOC117188090|XP_033247308.1|DMIR
OG0003822	LOC115625925|XP_030377022.1|SLEB	LOC108161357|XP_017151089.1|DMIR
OG0003823	LOC115631057|XP_030383553.1|SLEB	LOC108163489|XP_017154291.1|DMIR
OG0003824	LOC115626079|XP_030377192.1|SLEB	LOC108161576|XP_017151353.1|DMIR
OG0003825	LOC115628500|XP_030380499.1|SLEB	LOC108162089|XP_017152141.1|DMIR
OG0003826	LOC115630617|XP_030383104.1|SLEB	LOC108162266|XP_017152405.1|DMIR
OG0003827	LOC115621877|XP_030371564.1|SLEB	LOC108162549|XP_017152823.1|DMIR
OG0003828	LOC115628489|XP_030380477.1|SLEB	LOC108162548|XP_017152822.1|DMIR
OG0003829	LOC115625946|XP_030377042.1|SLEB	LOC108164194|XP_017155303.2|DMIR
OG0003830	LOC115626447|XP_030377682.1|SLEB	LOC108162373|XP_017152576.1|DMIR
OG0003831	LOC115620674|XP_030369897.1|SLEB	LOC108156091|XP_017142869.1|DMIR
OG0003832	LOC115629034|XP_030381196.1|SLEB	LOC108162931|XP_033250032.1|DMIR
OG0003833	LOC115629055|XP_030381225.1|SLEB	LOC108162932|XP_017153403.1|DMIR
OG0003834	LOC115625882|XP_030376960.1|SLEB	LOC108162019|XP_017152001.1|DMIR
OG0003835	LOC115626322|XP_030377522.1|SLEB	LOC108163858|XP_017154862.1|DMIR
OG0003836	LOC115625826|XP_030376876.1|SLEB	LOC108162759|XP_017153130.1|DMIR
OG0003837	LOC115626454|XP_030377693.1|SLEB	LOC108163620|XP_017154507.1|DMIR
OG0003838	LOC115631291|XP_030383865.1|SLEB	LOC108161402|XP_033249638.1|DMIR
OG0003839	LOC115626617|XP_030377871.1|SLEB	LOC108162365|XP_017152563.1|DMIR
OG0003840	LOC115634134|XP_030387561.1|SLEB	LOC117188510|XP_033248400.1|DMIR, LOC108158196|XP_017145904.2|DMIR
OG0003841	LOC115631433|XP_030384031.1|SLEB	LOC108163684|XP_017154599.2|DMIR
OG0003842	LOC115631832|XP_030384530.1|SLEB, LOC115623729|XP_030374096.1|SLEB	LOC108162988|XP_017153485.1|DMIR
OG0003843	LOC115625834|XP_030376889.1|SLEB	LOC108163095|XP_017153669.1|DMIR
OG0003844	LOC115625816|XP_030376862.1|SLEB	LOC108162364|XP_017152561.1|DMIR
OG0003845	LOC115626307|XP_030377497.1|SLEB	LOC108162534|XP_017152804.1|DMIR
OG0003846	LOC115625721|XP_030376728.1|SLEB	LOC108161793|XP_017151631.1|DMIR
OG0003847	LOC115626427|XP_030377659.1|SLEB	LOC108163791|XP_017154765.1|DMIR
OG0003848	LOC115625103|XP_030375867.1|SLEB	LOC108154877|XP_033244420.1|DMIR
OG0003849	LOC115622285|XP_030372050.1|SLEB	LOC108158138|XP_017145841.1|DMIR
OG0003850	LOC115626028|XP_030377139.1|SLEB	LOC108162221|XP_033249197.1|DMIR
OG0003851	LOC115633698|XP_030387017.1|SLEB	LOC117191903|XP_033252546.1|DMIR, LOC108158620|XP_017146584.1|DMIR
OG0003852	LOC115630997|XP_030383450.1|SLEB	LOC108162074|XP_017152111.1|DMIR
OG0003853	LOC115627477|XP_030379019.1|SLEB	LOC117192680|XP_033253298.1|DMIR, LOC108159977|XP_017149153.1|DMIR
OG0003854	LOC115631071|XP_030383577.1|SLEB	LOC108164085|XP_017155161.1|DMIR
OG0003855	LOC115631144|XP_030383675.1|SLEB	LOC108162181|XP_017152261.1|DMIR
OG0003856	LOC115631333|XP_030383914.1|SLEB	LOC108161485|XP_017151245.1|DMIR
OG0003857	LOC115631493|XP_030384112.1|SLEB	LOC108163166|XP_017153780.1|DMIR
OG0003859	LOC115631766|XP_030384462.1|SLEB	LOC108163531|XP_017154371.1|DMIR
OG0003860	LOC115622117|XP_030371826.1|SLEB	LOC108160205|XP_017149530.1|DMIR, LOC117193888|XP_033254463.1|DMIR
OG0003861	LOC115630444|XP_030382866.1|SLEB	LOC108161724|XP_017151536.2|DMIR
OG0003862	LOC115626392|XP_030377612.1|SLEB	LOC108163670|XP_017154586.1|DMIR
OG0003863	LOC115626601|XP_030377845.1|SLEB	LOC108162551|XP_017152826.1|DMIR
OG0003864	LOC115626396|XP_030377619.1|SLEB	LOC108163075|XP_017153644.1|DMIR
OG0003865	LOC115623708|XP_030374047.1|SLEB	LOC108156983|XP_017144264.1|DMIR
OG0003866	LOC115627074|XP_030378481.1|SLEB	LOC108163121|XP_017153716.1|DMIR
OG0003867	LOC115633473|XP_030386797.1|SLEB	LOC117188834|XP_033249181.1|DMIR
OG0003868	LOC115629018|XP_030381174.1|SLEB	LOC108161326|XP_017151047.1|DMIR
OG0003869	LOC115628751|XP_030380820.1|SLEB, LOC115631239|XP_030383808.1|SLEB	LOC108163537|XP_017154382.1|DMIR
OG0003870	LOC115631030|XP_030383509.1|SLEB	LOC108162915|XP_017153382.1|DMIR
OG0003871	LOC115631137|XP_030383666.1|SLEB	LOC108163705|XP_033248985.1|DMIR
OG0003872	LOC115619988|XP_030368916.1|SLEB	LOC108158392|XP_017146139.1|DMIR
OG0003873	LOC115628591|XP_030380635.1|SLEB	LOC108162668|XP_017152999.2|DMIR
OG0003874	LOC115626133|XP_030377248.1|SLEB	LOC108162951|XP_017153435.1|DMIR
OG0003875	LOC115625919|XP_030377013.1|SLEB	LOC108162047|XP_033249481.1|DMIR
OG0003876	LOC115630398|XP_030382783.1|SLEB	LOC108163804|XP_017154783.1|DMIR
OG0003877	LOC115622575|XP_030372413.1|SLEB	LOC108163415|XP_017154171.1|DMIR
OG0003878	LOC115631018|XP_030383491.1|SLEB	LOC108163530|XP_017154368.1|DMIR
OG0003879	LOC115624555|XP_030375142.1|SLEB	LOC108151932|XP_017136346.1|DMIR
OG0003880	LOC115622431|XP_030372232.1|SLEB	LOC108152745|XP_017137783.1|DMIR
OG0003881	LOC115622772|XP_030372691.1|SLEB	LOC108159113|XP_033253206.1|DMIR, LOC117188070|XP_033247261.1|DMIR
OG0003882	LOC115632727|XP_030385836.1|SLEB	LOC108159774|XP_017148822.2|DMIR, LOC117188508|XP_033248385.1|DMIR
OG0003883	LOC115626998|XP_030378373.1|SLEB	LOC108153411|XP_017138900.1|DMIR
OG0003884	LOC115625785|XP_030376816.1|SLEB	LOC108163134|XP_017153737.1|DMIR
OG0003885	LOC115628998|XP_030381143.1|SLEB	LOC108162688|XP_017153026.1|DMIR
OG0003886	LOC115628997|XP_030381142.1|SLEB	LOC108162686|XP_017153024.1|DMIR
OG0003887	LOC115631434|XP_030384032.1|SLEB	LOC108163757|XP_017154716.2|DMIR
OG0003888	LOC115621630|XP_030371190.1|SLEB	LOC108155075|XP_017141157.1|DMIR
OG0003889	LOC115630423|XP_030382821.1|SLEB	LOC117188612|XP_033248508.1|DMIR, LOC108161762|XP_017151585.2|DMIR
OG0003890	LOC115632552|XP_030385627.1|SLEB	LOC108152851|XP_017137956.1|DMIR
OG0003891	LOC115625754|XP_030376770.1|SLEB	LOC108164040|XP_017155107.2|DMIR
OG0003892	LOC115628299|XP_030380207.1|SLEB	LOC108151054|XP_017134917.1|DMIR
OG0003893	LOC115625842|XP_030376904.1|SLEB	LOC108162643|XP_017152956.2|DMIR
OG0003894	LOC115631691|XP_030384373.1|SLEB	LOC108163009|XP_033249015.1|DMIR
OG0003895	LOC115633892|XP_030387257.1|SLEB	LOC108158356|XP_017146098.1|DMIR
OG0003896	LOC115625727|XP_030376775.1|SLEB, LOC115624733|XP_030375419.1|SLEB	LOC108158355|XP_017146097.1|DMIR
OG0003897	LOC115622525|XP_030372352.1|SLEB	LOC108159297|XP_017147955.1|DMIR, LOC117189503|XP_033250530.1|DMIR, LOC117194993|XP_033255368.1|DMIR
OG0003898	LOC115626154|XP_030377279.1|SLEB	LOC108161929|XP_017151841.1|DMIR
OG0003899	LOC115631279|XP_030383853.1|SLEB	LOC108162088|XP_017152140.1|DMIR
OG0003900	LOC115630563|XP_030383037.1|SLEB	LOC108162781|XP_017153168.1|DMIR
OG0003901	LOC115631167|XP_030383716.1|SLEB	LOC108163730|XP_017154676.1|DMIR
OG0003902	LOC115631168|XP_030383718.1|SLEB	LOC108163516|XP_017154341.1|DMIR
OG0003903	LOC115631013|XP_030383482.1|SLEB	LOC108161973|XP_017151920.2|DMIR
OG0003904	LOC115631012|XP_030383480.1|SLEB	LOC108161972|XP_017151919.2|DMIR
OG0003905	LOC115620688|XP_030369916.1|SLEB	LOC108154767|XP_017140639.1|DMIR
OG0003906	LOC115627936|XP_030379692.1|SLEB	LOC108159567|XP_017148493.1|DMIR
OG0003907	LOC115631961|XP_030384686.1|SLEB	LOC108163624|XP_017154512.1|DMIR
OG0003908	LOC115631873|XP_030384581.1|SLEB	LOC108163625|XP_017154513.1|DMIR
OG0003909	LOC115621650|XP_030371215.1|SLEB	LOC117193097|XP_033253710.1|DMIR, LOC108159674|XP_017148650.1|DMIR
OG0003910	LOC115626001|XP_030377111.1|SLEB	LOC117186307|XP_033242789.1|DMIR
OG0003911	LOC115630575|XP_030383053.1|SLEB	LOC108162032|XP_017152039.1|DMIR
OG0003912	LOC115631645|XP_030384316.1|SLEB	LOC108164187|XP_017155294.2|DMIR
OG0003913	LOC115625679|XP_030376675.1|SLEB	LOC108162174|XP_017152256.2|DMIR
OG0003914	LOC115631478|XP_030384094.1|SLEB	LOC108161635|XP_017151426.1|DMIR
OG0003915	LOC115627034|XP_030378425.1|SLEB	LOC108162780|XP_017153171.1|DMIR
OG0003916	LOC115631728|XP_030384425.1|SLEB	LOC108161897|XP_017151780.1|DMIR
OG0003917	LOC115628528|XP_030380548.1|SLEB	LOC108161831|XP_017151679.1|DMIR
OG0003918	LOC115631584|XP_030384244.1|SLEB	LOC108161287|XP_017150994.1|DMIR
OG0003919	LOC115628491|XP_030380480.1|SLEB	LOC108163677|XP_017154592.1|DMIR
OG0003920	LOC115632433|XP_030385439.1|SLEB	LOC117189961|XP_033250934.1|DMIR, LOC108159423|XP_017148178.1|DMIR
OG0003921	LOC115630587|XP_030383065.1|SLEB	LOC108164056|XP_033249291.1|DMIR
OG0003922	LOC115631382|XP_030383964.1|SLEB	LOC108163722|XP_017154661.1|DMIR
OG0003923	LOC115627848|XP_030379567.1|SLEB	LOC108164482|XP_017155728.1|DMIR
OG0003924	LOC115633800|XP_030387143.1|SLEB	LOC108160020|XP_017149244.1|DMIR, LOC117190736|XP_033251691.1|DMIR
OG0003925	LOC115630956|XP_030383390.1|SLEB	LOC108162916|XP_017153385.2|DMIR
OG0003926	LOC115631235|XP_030383803.1|SLEB	LOC108162354|XP_017152549.1|DMIR
OG0003927	LOC115631459|XP_030384067.1|SLEB	LOC108162067|XP_017152101.1|DMIR
OG0003928	LOC115628514|XP_030380525.1|SLEB	LOC108162093|XP_017152144.1|DMIR
OG0003929	LOC115631605|XP_030384267.1|SLEB	LOC108161633|XP_017151423.1|DMIR
OG0003930	LOC115625890|XP_030376977.1|SLEB	LOC108162118|XP_017152181.1|DMIR
OG0003931	LOC115625887|XP_030376966.1|SLEB	LOC108163309|XP_017154014.1|DMIR
OG0003932	LOC115619969|XP_030368865.1|SLEB	LOC117187827|XP_033246580.1|DMIR, LOC108158229|XP_033254099.1|DMIR
OG0003933	LOC115630556|XP_030383028.1|SLEB	LOC108163698|XP_017154621.1|DMIR
OG0003934	LOC115625984|XP_030377090.1|SLEB	LOC108164024|XP_017155087.1|DMIR
OG0003935	LOC115627470|XP_030379007.1|SLEB	LOC117192538|XP_033253126.1|DMIR, LOC108158572|XP_017146497.1|DMIR
OG0003936	LOC115627515|XP_030379074.1|SLEB	LOC117188412|XP_033248143.1|DMIR, LOC108158582|XP_017146514.2|DMIR
OG0003937	LOC115629658|XP_030382033.1|SLEB	LOC108159786|XP_017148839.1|DMIR, LOC117193171|XP_033253796.1|DMIR
OG0003938	LOC115631066|XP_030383565.1|SLEB	LOC108161899|XP_033249090.1|DMIR
OG0003939	LOC115630788|XP_030383303.1|SLEB	LOC108162471|XP_017152708.1|DMIR
OG0003940	LOC115630929|XP_030383355.1|SLEB	LOC108161963|XP_017151911.2|DMIR
OG0003941	LOC115631357|XP_030383934.1|SLEB	LOC108161967|XP_017151915.1|DMIR
OG0003942	LOC115631704|XP_030384390.1|SLEB	LOC108162376|XP_017152580.1|DMIR
OG0003943	LOC115631085|XP_030383593.1|SLEB	LOC108161902|XP_017151789.1|DMIR
OG0003944	LOC115631680|XP_030384355.1|SLEB	LOC108162682|XP_017153017.1|DMIR
OG0003945	LOC115634728|XP_030388472.1|SLEB	LOC108158719|XP_017146752.1|DMIR, LOC117189607|XP_033250620.1|DMIR, LOC117193087|XP_033253705.1|DMIR
OG0003946	LOC115626221|XP_030377379.1|SLEB	LOC108164068|XP_017155142.2|DMIR
OG0003947	LOC115625830|XP_030376883.1|SLEB	LOC108163112|XP_017153700.2|DMIR
OG0003948	LOC115630810|XP_030383338.1|SLEB	LOC108162317|XP_017152487.1|DMIR
OG0003949	LOC115630812|XP_030383339.1|SLEB	LOC108162312|XP_017152478.1|DMIR
OG0003950	LOC115626328|XP_030377532.1|SLEB	LOC108163469|XP_017154257.1|DMIR
OG0003951	LOC115626444|XP_030377677.1|SLEB	LOC108164072|XP_017155145.1|DMIR
OG0003952	LOC115632015|XP_030384807.1|SLEB	LOC108163970|XP_017155015.1|DMIR
OG0003953	LOC115625783|XP_030376815.1|SLEB	LOC108161905|XP_017151793.1|DMIR
OG0003954	LOC115624932|XP_030375642.1|SLEB	LOC108153141|XP_017138429.2|DMIR
OG0003955	LOC115631400|XP_030383982.1|SLEB	LOC117188650|XP_033248715.1|DMIR, LOC108163141|XP_033249071.1|DMIR
OG0003956	LOC115631588|XP_030384249.1|SLEB	LOC108162979|XP_017153472.1|DMIR
OG0003957	LOC115622683|XP_030372566.1|SLEB	LOC108151495|XP_017135624.1|DMIR
OG0003958	LOC115628027|XP_030379826.1|SLEB	LOC108164661|XP_017156003.1|DMIR
OG0003959	LOC115620989|XP_030370372.1|SLEB	LOC117190015|XP_033250997.1|DMIR, LOC108159962|XP_017149122.1|DMIR
OG0003960	LOC115626953|XP_030378329.1|SLEB	LOC108164972|XP_017156476.1|DMIR
OG0003961	LOC115631008|XP_030383469.1|SLEB	LOC108163039|XP_017153580.1|DMIR
OG0003962	LOC115631772|XP_030384468.1|SLEB	LOC108162355|XP_017152550.2|DMIR
OG0003963	LOC115625895|XP_030376982.1|SLEB	LOC108163232|XP_017153879.1|DMIR
OG0003964	LOC115631440|XP_030384041.1|SLEB	LOC108161807|XP_017151655.1|DMIR
OG0003965	LOC115631390|XP_030383971.1|SLEB	LOC108162368|XP_033248537.1|DMIR
OG0003966	LOC115625918|XP_030377012.1|SLEB	LOC108162459|XP_017152693.1|DMIR
OG0003967	LOC115620050|XP_030369031.1|SLEB	LOC117192360|XP_033252888.1|DMIR, LOC108159756|XP_017148790.1|DMIR
OG0003968	LOC115627053|XP_030378461.1|SLEB	LOC117192361|XP_033252895.1|DMIR, LOC108159747|XP_017148775.1|DMIR
OG0003969	LOC115620286|XP_030369323.1|SLEB	LOC117187888|XP_033246711.1|DMIR, LOC108159717|XP_017148726.2|DMIR
OG0003970	LOC115631247|XP_030383816.1|SLEB	LOC108161817|XP_017151666.1|DMIR
OG0003971	LOC115631106|XP_030383624.1|SLEB	LOC108161321|XP_017151038.1|DMIR
OG0003972	LOC115632902|XP_030386052.1|SLEB	LOC108151224|XP_017135206.1|DMIR
OG0003973	LOC115619936|XP_030368825.1|SLEB	LOC117193413|XP_033254054.1|DMIR, LOC108160147|XP_017149448.1|DMIR
OG0003974	LOC115633947|XP_030387325.1|SLEB	LOC108158627|XP_017146593.1|DMIR
OG0003975	LOC115626370|XP_030377585.1|SLEB	LOC108163827|XP_017154804.1|DMIR
OG0003976	LOC115625697|XP_030376698.1|SLEB	LOC108163777|XP_017154745.1|DMIR
OG0003977	LOC115625866|XP_030376937.1|SLEB	LOC108164071|XP_017155144.1|DMIR
OG0003978	LOC115621018|XP_030370401.1|SLEB	LOC108151960|XP_017136388.1|DMIR
OG0003979	LOC115628480|XP_030380463.1|SLEB	LOC108162883|XP_017153324.1|DMIR
OG0003980	LOC115621237|XP_030370688.1|SLEB	LOC108154814|XP_017140704.1|DMIR
OG0003981	LOC115628460|XP_030380438.1|SLEB	LOC117188746|XP_033248927.1|DMIR, LOC108163491|XP_033249864.1|DMIR
OG0003982	LOC115625709|XP_030376713.1|SLEB	LOC108163941|XP_017154966.1|DMIR
OG0003983	LOC115626482|XP_030377729.1|SLEB	LOC108164278|XP_017155413.1|DMIR
OG0003984	LOC115625947|XP_030377043.1|SLEB	LOC108163460|XP_017154243.1|DMIR
OG0003985	LOC115625699|XP_030376700.1|SLEB	LOC108162078|XP_017152115.1|DMIR
OG0003986	LOC115631280|XP_030383854.1|SLEB	LOC108161552|XP_017151324.1|DMIR
OG0003987	LOC115630935|XP_030383362.1|SLEB	LOC108163542|XP_017154389.1|DMIR
OG0003988	LOC115630608|XP_030383091.1|SLEB	LOC108162225|XP_017152335.1|DMIR
OG0003989	LOC115626715|XP_030378017.1|SLEB, LOC115630981|XP_030383423.1|SLEB	LOC108161805|XP_017151651.1|DMIR
OG0003990	LOC115626636|XP_030377906.1|SLEB	LOC108163658|XP_017154568.1|DMIR
OG0003991	LOC115630456|XP_030382877.1|SLEB	LOC108162184|XP_017152265.1|DMIR
OG0003992	LOC115630410|XP_030382805.1|SLEB, LOC115630514|XP_030382975.1|SLEB	LOC108163405|XP_017154158.1|DMIR
OG0003993	LOC115630757|XP_030383272.1|SLEB	LOC108163519|XP_017154350.1|DMIR
OG0003994	LOC115621296|XP_030370763.1|SLEB	LOC108156505|XP_017143495.1|DMIR
