Orthogroup	SLEB.longest_only	BTRY.longest_only
OG0004254	LOC115628910|XP_030381031.1|SLEB	LOC120774328|XP_039959812.1|BTRY, LOC120775540|XP_039961699.1|BTRY, LOC120778172|XP_039965842.1|BTRY
OG0004255	LOC115630765|XP_030383281.1|SLEB	LOC120774672|XP_039960336.1|BTRY, LOC120774671|XP_039960335.1|BTRY, LOC120774673|XP_039960337.1|BTRY
OG0004256	LOC115620017|XP_030368978.1|SLEB	LOC120770175|XP_039953324.1|BTRY
OG0004257	LOC115629076|XP_030381256.1|SLEB	LOC120772200|XP_039956600.1|BTRY
OG0004258	LOC115623753|XP_030374147.1|SLEB	LOC120782823|XP_039971271.1|BTRY
OG0004259	LOC115620256|XP_030369270.1|SLEB	LOC120770860|XP_039954409.1|BTRY
OG0004260	LOC115625525|XP_030376454.1|SLEB	LOC120773051|XP_039957920.1|BTRY
OG0004261	LOC115625532|XP_030376467.1|SLEB	LOC120782372|XP_039970543.1|BTRY
OG0004262	LOC115625256|XP_030376111.1|SLEB	LOC120782714|XP_039971069.1|BTRY
OG0004263	LOC115623809|XP_030374213.1|SLEB	LOC120766462|XP_039947925.1|BTRY
OG0004264	LOC115623346|XP_030373484.1|SLEB	LOC120766352|XP_039947715.1|BTRY, LOC120766361|XP_039947725.1|BTRY
OG0004265	LOC115623602|XP_030373874.1|SLEB	LOC120782190|XP_039970267.1|BTRY
OG0004266	LOC115625067|XP_030375810.1|SLEB	LOC120778114|XP_039965755.1|BTRY
OG0004267	LOC115627313|XP_030378816.1|SLEB, LOC115624385|XP_030374956.1|SLEB	LOC120782871|XP_039971348.1|BTRY
OG0004268	LOC115624572|XP_030375161.1|SLEB	LOC120771841|XP_039956018.1|BTRY
OG0004269	LOC115634391|XP_030387941.1|SLEB	LOC120770185|XP_039953344.1|BTRY
OG0004270	LOC115620884|XP_030370228.1|SLEB	LOC120781289|XP_039969419.1|BTRY
OG0004271	LOC115629398|XP_030381713.1|SLEB	LOC120769976|XP_039952985.1|BTRY
OG0004272	LOC115625277|XP_030376140.1|SLEB	LOC120782811|XP_039971224.1|BTRY
OG0004273	LOC115620617|XP_030369797.1|SLEB	LOC120775876|XP_039962183.1|BTRY, LOC120766833|XP_039948479.1|BTRY
OG0004274	LOC115629511|XP_030381854.1|SLEB	LOC120773420|XP_039958229.1|BTRY
OG0004275	LOC115629726|XP_030382119.1|SLEB	LOC120773397|XP_039958180.1|BTRY
OG0004276	LOC115632375|XP_030385356.1|SLEB	LOC120777309|XP_039964482.1|BTRY
OG0004277	LOC115623056|XP_030373094.1|SLEB	LOC120777804|XP_039965271.1|BTRY
OG0004278	LOC115627274|XP_030378764.1|SLEB	LOC120774372|XP_039959901.1|BTRY
OG0004279	LOC115631158|XP_030383694.1|SLEB	LOC120768932|XP_039951648.1|BTRY
OG0004280	LOC115629642|XP_030382013.1|SLEB	LOC120774501|XP_039960114.1|BTRY
OG0004281	LOC115633331|XP_030386627.1|SLEB	LOC120771682|XP_039955745.1|BTRY
OG0004282	LOC115620465|XP_030369559.1|SLEB	LOC120771170|XP_039954991.1|BTRY
OG0004283	LOC115632234|XP_030385157.1|SLEB	LOC120771171|XP_039954992.1|BTRY
OG0004284	LOC115622179|XP_030371927.1|SLEB	LOC120777665|XP_039965055.1|BTRY
OG0004285	LOC115621451|XP_030370964.1|SLEB	LOC120767019|XP_039948785.1|BTRY
OG0004286	LOC115622958|XP_030372957.1|SLEB	LOC120778758|XP_039966669.1|BTRY
OG0004287	LOC115622718|XP_030372618.1|SLEB	LOC120777956|XP_039965506.1|BTRY
OG0004288	LOC115622222|XP_030371979.1|SLEB	LOC120777584|XP_039964933.1|BTRY
OG0004289	LOC115621448|XP_030370965.1|SLEB	LOC120776776|XP_039963685.1|BTRY
OG0004290	LOC115633995|XP_030387377.1|SLEB	LOC120772742|XP_039957436.1|BTRY
OG0004291	LOC115632271|XP_030385216.1|SLEB	LOC120772924|XP_039957758.1|BTRY
OG0004292	LOC115623276|XP_030373417.1|SLEB	LOC120776824|XP_039963778.1|BTRY
OG0004293	LOC115620064|XP_030369067.1|SLEB	LOC120779188|XP_039967384.1|BTRY
OG0004294	LOC115632145|XP_030385023.1|SLEB	LOC120777931|XP_039965447.1|BTRY
OG0004295	LOC115632766|XP_030385875.1|SLEB	LOC120778000|XP_039965593.1|BTRY
OG0004296	LOC115624761|XP_030375453.1|SLEB	LOC120777341|XP_039964527.1|BTRY
OG0004297	LOC115633930|XP_030387307.1|SLEB	LOC120772053|XP_039956364.1|BTRY
OG0004298	LOC115632555|XP_030385632.1|SLEB	LOC120772525|XP_039957123.1|BTRY
OG0004299	LOC115634261|XP_030387715.1|SLEB	LOC120772369|XP_039956872.1|BTRY
OG0004300	LOC115634396|XP_030387948.1|SLEB	LOC120771365|XP_039955258.1|BTRY
OG0004301	LOC115623274|XP_030373412.1|SLEB	LOC120776821|XP_039963775.1|BTRY
OG0004302	LOC115628641|XP_030380673.1|SLEB	LOC120770944|XP_039954589.1|BTRY
OG0004303	LOC115623420|XP_030373603.1|SLEB	LOC120770381|XP_039953735.1|BTRY
OG0004304	LOC115624867|XP_030375572.1|SLEB	LOC120770839|XP_039954367.1|BTRY
OG0004305	LOC115633100|XP_030386388.1|SLEB	LOC120771821|XP_039955974.1|BTRY
OG0004306	LOC115634566|XP_030388249.1|SLEB	LOC120770581|XP_039954095.1|BTRY
OG0004307	LOC115634635|XP_030388351.1|SLEB	LOC120771086|XP_039954845.1|BTRY
OG0004308	LOC115620086|XP_030369128.1|SLEB	LOC120770899|XP_039954501.1|BTRY
OG0004309	LOC115632753|XP_030385860.1|SLEB	LOC120776841|XP_039963801.1|BTRY
OG0004310	LOC115634400|XP_030387951.1|SLEB	LOC120770827|XP_039954346.1|BTRY
OG0004311	LOC115622427|XP_030372224.1|SLEB	LOC120777897|XP_039965402.1|BTRY
OG0004312	LOC115624549|XP_030375133.1|SLEB	LOC120771089|XP_039954849.1|BTRY
OG0004313	LOC115624605|XP_030375210.1|SLEB	LOC120770426|XP_039953810.1|BTRY
OG0004314	LOC115624941|XP_030375655.1|SLEB	LOC120770018|XP_039953048.1|BTRY
OG0004315	LOC115625536|XP_030376477.1|SLEB	LOC120772081|XP_039956412.1|BTRY
OG0004316	LOC115633882|XP_030387246.1|SLEB	LOC120770946|XP_039954593.1|BTRY
OG0004317	LOC115634731|XP_030388475.1|SLEB	LOC120772564|XP_039957185.1|BTRY
OG0004318	LOC115624540|XP_030375122.1|SLEB	LOC120770216|XP_039953425.1|BTRY
OG0004319	LOC115620025|XP_030368993.1|SLEB, LOC115620156|XP_030369143.1|SLEB	LOC120771768|XP_039955888.1|BTRY
OG0004320	LOC115624576|XP_030375170.1|SLEB	LOC120770554|XP_039954061.1|BTRY
OG0004321	LOC115631472|XP_030384086.1|SLEB	LOC120768911|XP_039951612.1|BTRY
OG0004322	LOC115621142|XP_030370559.1|SLEB	LOC120766483|XP_039947960.1|BTRY
OG0004323	LOC115628441|XP_030380405.1|SLEB	LOC120774028|XP_039959258.1|BTRY
OG0004324	LOC115628595|XP_030380640.1|SLEB	LOC120769562|XP_039952550.1|BTRY
OG0004325	LOC115624697|XP_030375371.1|SLEB	LOC120772609|XP_039957258.1|BTRY
OG0004326	LOC115624764|XP_030375457.1|SLEB	LOC120772728|XP_039957423.1|BTRY
OG0004327	LOC115629096|XP_030381274.1|SLEB	LOC120774885|XP_039960675.1|BTRY
OG0004328	LOC115620454|XP_030369548.1|SLEB	LOC120774981|XP_039960818.1|BTRY
OG0004329	LOC115631536|XP_030384173.1|SLEB	LOC120771130|XP_039954920.1|BTRY
OG0004330	LOC115634711|XP_030388452.1|SLEB	LOC120772468|XP_039957040.1|BTRY
OG0004331	LOC115630621|XP_030383114.1|SLEB	LOC120770072|XP_039953135.1|BTRY
OG0004332	LOC115625879|XP_030376956.1|SLEB	LOC120768961|XP_039951688.1|BTRY
OG0004333	LOC115631888|XP_030384597.1|SLEB	LOC120767900|XP_039950179.1|BTRY
OG0004334	LOC115631243|XP_030383813.1|SLEB	LOC120769141|XP_039951947.1|BTRY
OG0004335	LOC115624647|XP_030375283.1|SLEB	LOC120771060|XP_039954800.1|BTRY
OG0004336	LOC115624565|XP_030375154.1|SLEB	LOC120772604|XP_039957252.1|BTRY
OG0004337	LOC115631769|XP_030384464.1|SLEB	LOC120767441|XP_039949438.1|BTRY
OG0004338	LOC115632464|XP_030385484.1|SLEB	LOC120772097|XP_039956437.1|BTRY
OG0004339	LOC115633742|XP_030387076.1|SLEB	LOC120770524|XP_039954001.1|BTRY
OG0004340	LOC115633741|XP_030387075.1|SLEB	LOC120770523|XP_039953999.1|BTRY
OG0004341	LOC115630600|XP_030383080.1|SLEB	LOC120770019|XP_039953051.1|BTRY
OG0004342	LOC115624904|XP_030375613.1|SLEB	LOC120771802|XP_039955938.1|BTRY
OG0004343	LOC115624743|XP_030375430.1|SLEB	LOC120770895|XP_039954495.1|BTRY
OG0004344	LOC115624508|XP_030375076.1|SLEB	LOC120771908|XP_039956125.1|BTRY
OG0004345	LOC115625828|XP_030376880.1|SLEB	LOC120772179|XP_039956561.1|BTRY
OG0004346	LOC115624493|XP_030375059.1|SLEB	LOC120771602|XP_039955616.1|BTRY
OG0004347	LOC115623794|XP_030374199.1|SLEB	LOC120771408|XP_039955316.1|BTRY
OG0004348	LOC115631293|XP_030383905.1|SLEB	LOC120772844|XP_039957593.1|BTRY
OG0004349	LOC115625052|XP_030375770.1|SLEB	LOC120771131|XP_039954921.1|BTRY
OG0004351	LOC115633675|XP_030386985.1|SLEB	LOC120770338|XP_039953667.1|BTRY
OG0004352	LOC115621805|XP_030371448.1|SLEB	LOC120768792|XP_039951485.1|BTRY
OG0004353	LOC115620767|XP_030370029.1|SLEB	LOC120782450|XP_039970672.1|BTRY
OG0004354	LOC115621576|XP_030371126.1|SLEB	LOC120769903|XP_039952970.1|BTRY
OG0004355	LOC115623543|XP_030373788.1|SLEB	LOC120768803|XP_039951492.1|BTRY
OG0004356	LOC115624526|XP_030375105.1|SLEB	LOC120770322|XP_039953639.1|BTRY
OG0004357	LOC115628177|XP_030380024.1|SLEB, LOC115631111|XP_030383631.1|SLEB	LOC120772646|XP_039957306.1|BTRY
OG0004358	LOC115633856|XP_030387208.1|SLEB	LOC120772407|XP_039956937.1|BTRY
OG0004359	LOC115629288|XP_030381592.1|SLEB	LOC120773084|XP_039957972.1|BTRY
OG0004360	LOC115623273|XP_030373415.1|SLEB	LOC120776823|XP_039963777.1|BTRY
OG0004361	LOC115624054|XP_030374495.1|SLEB	LOC120782678|XP_039971000.1|BTRY
OG0004362	LOC115622730|XP_030372631.1|SLEB	LOC120778454|XP_039966183.1|BTRY
OG0004363	LOC115627064|XP_030378470.1|SLEB	LOC120775507|XP_039961649.1|BTRY
OG0004364	LOC115624722|XP_030375403.1|SLEB	LOC120770304|XP_039953605.1|BTRY
OG0004365	LOC115624285|XP_030374771.1|SLEB	LOC120770931|XP_039954570.1|BTRY
OG0004366	LOC115631160|XP_030383696.1|SLEB	LOC120768933|XP_039951649.1|BTRY
OG0004367	LOC115628168|XP_030380007.1|SLEB	LOC120776670|XP_039963478.1|BTRY
OG0004368	LOC115632470|XP_030385499.1|SLEB	LOC120778704|XP_039966598.1|BTRY
OG0004369	LOC115634177|XP_030387623.1|SLEB	LOC120772428|XP_039956974.1|BTRY
OG0004370	LOC115624967|XP_030375680.1|SLEB	LOC120771186|XP_039955011.1|BTRY
OG0004371	LOC115627236|XP_030378719.1|SLEB	LOC120770493|XP_039953947.1|BTRY
OG0004372	LOC115633546|XP_030386866.1|SLEB	LOC120771080|XP_039954835.1|BTRY
OG0004373	LOC115624656|XP_030375297.1|SLEB	LOC120772203|XP_039956603.1|BTRY, LOC120772405|XP_039956935.1|BTRY
OG0004374	LOC115634519|XP_030388146.1|SLEB	LOC120770728|XP_039954242.1|BTRY
OG0004375	LOC115622625|XP_030372492.1|SLEB	LOC120778942|XP_039966935.1|BTRY
OG0004376	LOC115632490|XP_030385527.1|SLEB	LOC120777940|XP_039965475.1|BTRY
OG0004377	LOC115632287|XP_030385240.1|SLEB	LOC120778475|XP_039966225.1|BTRY
OG0004378	LOC115634026|XP_030387421.1|SLEB	LOC120770968|XP_039954633.1|BTRY
OG0004379	LOC115620048|XP_030369029.1|SLEB	LOC120770379|XP_039953733.1|BTRY
OG0004380	LOC115632224|XP_030385146.1|SLEB	LOC120772384|XP_039956908.1|BTRY
OG0004381	LOC115620204|XP_030369199.1|SLEB	LOC120776797|XP_039963724.1|BTRY
OG0004382	LOC115628145|XP_030379976.1|SLEB	LOC120770651|XP_039954181.1|BTRY
OG0004383	LOC115621111|XP_030370516.1|SLEB	LOC120772684|XP_039957355.1|BTRY
OG0004384	LOC115634814|XP_030388591.1|SLEB	LOC120770971|XP_039954640.1|BTRY
OG0004385	LOC115626914|XP_030378284.1|SLEB, LOC115624765|XP_030375458.1|SLEB	LOC120771181|XP_039955005.1|BTRY
OG0004386	LOC115634334|XP_030387850.1|SLEB	LOC120771907|XP_039956124.1|BTRY
OG0004387	LOC115624884|XP_030375590.1|SLEB	LOC120776356|XP_039962847.1|BTRY
OG0004389	LOC115622656|XP_030372526.1|SLEB	LOC120770496|XP_039953953.1|BTRY
OG0004390	LOC115620063|XP_030369066.1|SLEB	LOC120779186|XP_039967382.1|BTRY
OG0004391	LOC115634112|XP_030387530.1|SLEB	LOC120771955|XP_039956200.1|BTRY, LOC120772280|XP_039956725.1|BTRY, LOC120771451|XP_039955395.1|BTRY
OG0004392	LOC115633959|XP_030387337.1|SLEB	LOC120777073|XP_039964134.1|BTRY
OG0004393	LOC115627668|XP_030379281.1|SLEB	LOC120771663|XP_039955712.1|BTRY
OG0004394	LOC115620052|XP_030369041.1|SLEB	LOC120772522|XP_039957119.1|BTRY
OG0004395	LOC115634571|XP_030388255.1|SLEB	LOC120770734|XP_039954257.1|BTRY
OG0004396	LOC115632830|XP_030385948.1|SLEB	LOC120771149|XP_039954951.1|BTRY
OG0004397	LOC115629402|XP_030381720.1|SLEB	LOC120772001|XP_039956291.1|BTRY
OG0004398	LOC115622339|XP_030372110.1|SLEB	LOC120772002|XP_039956292.1|BTRY
OG0004399	LOC115633838|XP_030387189.1|SLEB	LOC120771004|XP_039954698.1|BTRY
OG0004400	LOC115623350|XP_030373494.1|SLEB	LOC120772562|XP_039957183.1|BTRY
OG0004402	LOC115623551|XP_030373802.1|SLEB	LOC120771639|XP_039955673.1|BTRY
OG0004403	LOC115625667|XP_030376666.1|SLEB	LOC120770090|XP_039953173.1|BTRY
OG0004404	LOC115624684|XP_030375346.1|SLEB	LOC120772835|XP_039957578.1|BTRY
OG0004405	LOC115622576|XP_030372414.1|SLEB	LOC120777672|XP_039965065.1|BTRY
OG0004406	LOC115622570|XP_030372405.1|SLEB	LOC120776618|XP_039963347.1|BTRY
OG0004407	LOC115633855|XP_030387207.1|SLEB	LOC120771447|XP_039955387.1|BTRY
OG0004408	LOC115622233|XP_030371990.1|SLEB	LOC120778708|XP_039966603.1|BTRY
OG0004409	LOC115627795|XP_030379481.1|SLEB	LOC120779735|XP_039968044.1|BTRY
OG0004410	LOC115624593|XP_030375191.1|SLEB	LOC120769988|XP_039953003.1|BTRY
OG0004411	LOC115634192|XP_030387640.1|SLEB, LOC115624778|XP_030375470.1|SLEB	LOC120776916|XP_039963921.1|BTRY
OG0004412	LOC115624777|XP_030375469.1|SLEB	LOC120776914|XP_039963918.1|BTRY
OG0004413	LOC115625903|XP_030376996.1|SLEB	LOC120772134|XP_039956486.1|BTRY
OG0004414	LOC115632141|XP_030385021.1|SLEB	LOC120771140|XP_039954942.1|BTRY
OG0004415	LOC115634028|XP_030387424.1|SLEB	LOC120770255|XP_039953492.1|BTRY
OG0004416	LOC115628181|XP_030380028.1|SLEB	LOC120771085|XP_039954844.1|BTRY
OG0004417	LOC115621285|XP_030370748.1|SLEB	LOC120782286|XP_039970423.1|BTRY
OG0004418	LOC115632937|XP_030386095.1|SLEB	LOC120773079|XP_039957957.1|BTRY
OG0004419	LOC115634451|XP_030388023.1|SLEB	LOC120770318|XP_039953634.1|BTRY
OG0004420	LOC115620160|XP_030369149.1|SLEB, LOC115633932|XP_030387308.1|SLEB	LOC120772694|XP_039957368.1|BTRY
OG0004421	LOC115622775|XP_030372692.1|SLEB	LOC120776956|XP_039963979.1|BTRY
OG0004422	LOC115633007|XP_030386193.1|SLEB	LOC120777454|XP_039964708.1|BTRY
OG0004423	LOC115634689|XP_030388420.1|SLEB	LOC120770471|XP_039953900.1|BTRY
OG0004424	LOC115623191|XP_030373277.1|SLEB	LOC120772123|XP_039956468.1|BTRY
OG0004425	LOC115633638|XP_030386936.1|SLEB	LOC120777401|XP_039964633.1|BTRY
OG0004426	LOC115633864|XP_030387219.1|SLEB	LOC120777486|XP_039964759.1|BTRY
OG0004427	LOC115634505|XP_030388131.1|SLEB	LOC120778693|XP_039966582.1|BTRY
OG0004428	LOC115625235|XP_030376080.1|SLEB	LOC120774849|XP_039960608.1|BTRY
OG0004429	LOC115628558|XP_030380579.1|SLEB	LOC120768289|XP_039950849.1|BTRY
OG0004430	LOC115632143|XP_030385019.1|SLEB	LOC120776603|XP_039963323.1|BTRY
OG0004431	LOC115620564|XP_030369713.1|SLEB	LOC120770886|XP_039954467.1|BTRY
OG0004432	LOC115620563|XP_030369711.1|SLEB	LOC120770874|XP_039954446.1|BTRY
OG0004433	LOC115624915|XP_030375624.1|SLEB	LOC120779009|XP_039967062.1|BTRY
OG0004434	LOC115622993|XP_030373014.1|SLEB	LOC120770313|XP_039953619.1|BTRY
OG0004435	LOC115624619|XP_030375229.1|SLEB	LOC120771569|XP_039955569.1|BTRY
OG0004436	LOC115634590|XP_030388279.1|SLEB	LOC120772570|XP_039957192.1|BTRY
OG0004437	LOC115634594|XP_030388287.1|SLEB	LOC120772573|XP_039957201.1|BTRY
OG0004438	LOC115624757|XP_030375449.1|SLEB	LOC120771442|XP_039955381.1|BTRY
OG0004439	LOC115625761|XP_030376784.1|SLEB	LOC120771185|XP_039955010.1|BTRY
OG0004440	LOC115624597|XP_030375197.1|SLEB	LOC120772424|XP_039956969.1|BTRY
OG0004441	LOC115631592|XP_030384253.1|SLEB	LOC120775072|XP_039960997.1|BTRY
OG0004442	LOC115625447|XP_030376358.1|SLEB	LOC120767010|XP_039948759.1|BTRY
OG0004443	LOC115632435|XP_030385438.1|SLEB	LOC120777726|XP_039965151.1|BTRY
OG0004444	LOC115634819|XP_030388597.1|SLEB	LOC120772657|XP_039957322.1|BTRY
OG0004445	LOC115633985|XP_030387368.1|SLEB	LOC120772648|XP_039957308.1|BTRY
OG0004446	LOC115621196|XP_030370635.1|SLEB	LOC120776083|XP_039962493.1|BTRY
OG0004447	LOC115624790|XP_030375493.1|SLEB	LOC120779578|XP_039967855.1|BTRY, LOC120778795|XP_039966729.1|BTRY
OG0004448	LOC115633993|XP_030387375.1|SLEB	LOC120772133|XP_039956485.1|BTRY
OG0004449	LOC115622186|XP_030371936.1|SLEB	LOC120776800|XP_039963728.1|BTRY
OG0004450	LOC115629431|XP_030381750.1|SLEB	LOC120770225|XP_039953439.1|BTRY
OG0004451	LOC115625203|XP_030376034.1|SLEB	LOC120770443|XP_039953846.1|BTRY
OG0004452	LOC115634219|XP_030387669.1|SLEB	LOC120770445|XP_039953852.1|BTRY
OG0004453	LOC115622976|XP_030372991.1|SLEB	LOC120770512|XP_039953981.1|BTRY
OG0004454	LOC115623500|XP_030373737.1|SLEB	LOC120782366|XP_039970538.1|BTRY
OG0004455	LOC115622619|XP_030372480.1|SLEB	LOC120779029|XP_039967084.1|BTRY
OG0004456	LOC115629847|XP_030382287.1|SLEB	LOC120774214|XP_039959602.1|BTRY
OG0004457	LOC115622996|XP_030373015.1|SLEB	LOC120776745|XP_039963624.1|BTRY
OG0004458	LOC115622413|XP_030372207.1|SLEB	LOC120777402|XP_039964634.1|BTRY, LOC120778394|XP_039966115.1|BTRY
OG0004459	LOC115622815|XP_030372742.1|SLEB	LOC120776844|XP_039963803.1|BTRY
OG0004460	LOC115632393|XP_030385383.1|SLEB	LOC120777841|XP_039965311.1|BTRY
OG0004461	LOC115624854|XP_030375559.1|SLEB, LOC115624525|XP_030375104.1|SLEB	LOC120777243|XP_039964370.1|BTRY
OG0004462	LOC115634705|XP_030388445.1|SLEB	LOC120778532|XP_039966308.1|BTRY
OG0004463	LOC115632223|XP_030385141.1|SLEB	LOC120776525|XP_039963186.1|BTRY
OG0004464	LOC115622574|XP_030372412.1|SLEB	LOC120776649|XP_039963418.1|BTRY
OG0004465	LOC115624739|XP_030375426.1|SLEB	LOC120766401|XP_039947783.1|BTRY
OG0004466	LOC115634363|XP_030387885.1|SLEB	LOC120778367|XP_039966088.1|BTRY
OG0004467	LOC115633017|XP_030386200.1|SLEB	LOC120777785|XP_039965241.1|BTRY
OG0004468	LOC115632495|XP_030385532.1|SLEB	LOC120777784|XP_039965238.1|BTRY
OG0004469	LOC115626369|XP_030377584.1|SLEB, LOC115624651|XP_030375287.1|SLEB	LOC120779043|XP_039967103.1|BTRY
OG0004470	LOC115630463|XP_030382891.1|SLEB	LOC120767940|XP_039950241.1|BTRY
OG0004471	LOC115620552|XP_030369696.1|SLEB	LOC120767693|XP_039949822.1|BTRY
OG0004472	LOC115634793|XP_030388560.1|SLEB	LOC120780101|XP_039968318.1|BTRY
OG0004473	LOC115634562|XP_030388246.1|SLEB	LOC120772411|XP_039956940.1|BTRY
OG0004474	LOC115632611|XP_030385702.1|SLEB	LOC120772410|XP_039956939.1|BTRY
OG0004475	LOC115624869|XP_030375573.1|SLEB	LOC120772202|XP_039956602.1|BTRY, LOC120772404|XP_039956934.1|BTRY
OG0004476	LOC115628568|XP_030380591.1|SLEB	LOC120774354|XP_039959873.1|BTRY
OG0004477	LOC115634730|XP_030388474.1|SLEB	LOC120771859|XP_039956042.1|BTRY
OG0004478	LOC115634344|XP_030387863.1|SLEB	LOC120772124|XP_039956470.1|BTRY
OG0004479	LOC115620085|XP_030369127.1|SLEB	LOC120772244|XP_039956672.1|BTRY
OG0004480	LOC115633430|XP_030386750.1|SLEB	LOC120775710|XP_039961955.1|BTRY
OG0004481	LOC115633082|XP_030386321.1|SLEB	LOC120770570|XP_039954084.1|BTRY
OG0004482	LOC115620275|XP_030369308.1|SLEB	LOC120767069|XP_039948856.1|BTRY
OG0004483	LOC115622909|XP_030372895.1|SLEB	LOC120772611|XP_039957260.1|BTRY
OG0004484	LOC115623928|XP_030374347.1|SLEB	LOC120782446|XP_039970666.1|BTRY
OG0004485	LOC115627929|XP_030379682.1|SLEB	LOC120774670|XP_039960334.1|BTRY
OG0004486	LOC115628296|XP_030380204.1|SLEB, LOC115624534|XP_030375118.1|SLEB	LOC120771515|XP_039955503.1|BTRY, LOC120771281|XP_039955141.1|BTRY
OG0004487	LOC115632260|XP_030385192.1|SLEB	LOC120776828|XP_039963783.1|BTRY
OG0004489	LOC115628251|XP_030380127.1|SLEB	LOC120776710|XP_039963539.1|BTRY, LOC120779713|XP_039968012.1|BTRY
OG0004491	LOC115626091|XP_030377204.1|SLEB	LOC120768880|XP_039951568.1|BTRY, LOC120768882|XP_039951570.1|BTRY, LOC120768881|XP_039951569.1|BTRY, LOC120769753|XP_039952850.1|BTRY
OG0004492	LOC115621470|XP_030370993.1|SLEB	LOC120776777|XP_039963689.1|BTRY
OG0004494	LOC115624044|XP_030374482.1|SLEB	LOC120773508|XP_039958397.1|BTRY
OG0004495	LOC115620752|XP_030370006.1|SLEB	LOC120766341|XP_039947699.1|BTRY, LOC120782291|XP_039970428.1|BTRY
OG0004496	LOC115634778|XP_030388539.1|SLEB	LOC120773771|XP_039958822.1|BTRY
OG0004497	LOC115630721|XP_030383238.1|SLEB	LOC120772713|XP_039957395.1|BTRY, LOC120772688|XP_039957361.1|BTRY
OG0004498	LOC115624946|XP_030375657.1|SLEB	LOC120773016|XP_039957878.1|BTRY
OG0004504	LOC115628095|XP_030379932.1|SLEB	LOC120782093|XP_039970174.1|BTRY
OG0004505	LOC115620770|XP_030370035.1|SLEB	LOC120779917|XP_039968196.1|BTRY
OG0004506	LOC115621756|XP_030371350.1|SLEB	LOC120780800|XP_039968985.1|BTRY
OG0004507	LOC115621829|XP_030371497.1|SLEB	LOC120767033|XP_039948813.1|BTRY
OG0004508	LOC115621400|XP_030370904.1|SLEB	LOC120777254|XP_039964388.1|BTRY
OG0004509	LOC115623207|XP_030373291.1|SLEB	LOC120774789|XP_039960504.1|BTRY
OG0004510	LOC115626665|XP_030377944.1|SLEB	LOC120774139|XP_039959459.1|BTRY
OG0004511	LOC115620691|XP_030369921.1|SLEB	LOC120774841|XP_039960595.1|BTRY
OG0004512	LOC115628063|XP_030379887.1|SLEB	LOC120779422|XP_039967553.1|BTRY
OG0004513	LOC115627726|XP_030379338.1|SLEB	LOC120779445|XP_039967627.1|BTRY
OG0004514	LOC115628055|XP_030379872.1|SLEB	LOC120779595|XP_039967872.1|BTRY
OG0004515	LOC115627413|XP_030378934.1|SLEB	LOC120774301|XP_039959758.1|BTRY
OG0004516	LOC115629355|XP_030381666.1|SLEB	LOC120774394|XP_039959945.1|BTRY
OG0004517	LOC115627303|XP_030378798.1|SLEB	LOC120773467|XP_039958306.1|BTRY
OG0004518	LOC115627409|XP_030378924.1|SLEB	LOC120775970|XP_039962319.1|BTRY
OG0004519	LOC115620686|XP_030369914.1|SLEB	LOC120774385|XP_039959933.1|BTRY
OG0004520	LOC115633354|XP_030386651.1|SLEB	LOC120776201|XP_039962768.1|BTRY
OG0004521	LOC115620057|XP_030369056.1|SLEB	LOC120775297|XP_039961347.1|BTRY
OG0004522	LOC115633287|XP_030386556.1|SLEB	LOC120775675|XP_039961899.1|BTRY
OG0004523	LOC115621134|XP_030370546.1|SLEB	LOC120782625|XP_039970927.1|BTRY
OG0004524	LOC115626795|XP_030378122.1|SLEB	LOC120773631|XP_039958572.1|BTRY
OG0004525	LOC115627607|XP_030379193.1|SLEB	LOC120775196|XP_039961191.1|BTRY
OG0004526	LOC115626752|XP_030378067.1|SLEB	LOC120774458|XP_039960043.1|BTRY
OG0004527	LOC115627125|XP_030378556.1|SLEB	LOC120775667|XP_039961870.1|BTRY
OG0004528	LOC115629249|XP_030381526.1|SLEB	LOC120774447|XP_039960030.1|BTRY, LOC120774449|XP_039960031.1|BTRY
OG0004529	LOC115627107|XP_030378529.1|SLEB	LOC120775172|XP_039961157.1|BTRY
OG0004530	LOC115626870|XP_030378237.1|SLEB	LOC120775544|XP_039961703.1|BTRY
OG0004531	LOC115622022|XP_030371741.1|SLEB	LOC120769017|XP_039951831.1|BTRY
OG0004532	LOC115629953|XP_030382424.1|SLEB	LOC120774158|XP_039959502.1|BTRY
OG0004533	LOC115629244|XP_030381521.1|SLEB	LOC120775931|XP_039962272.1|BTRY
OG0004534	LOC115629238|XP_030381513.1|SLEB	LOC120774966|XP_039960789.1|BTRY, LOC120774856|XP_039960612.1|BTRY
OG0004535	LOC115628354|XP_030380289.1|SLEB	LOC120776408|XP_039962966.1|BTRY
OG0004536	LOC115627703|XP_030379306.1|SLEB	LOC120773705|XP_039958673.1|BTRY
OG0004537	LOC115628914|XP_030381037.1|SLEB	LOC120775647|XP_039961836.1|BTRY
OG0004538	LOC115620186|XP_030369180.1|SLEB	LOC120770950|XP_039954596.1|BTRY
OG0004539	LOC115621768|XP_030371367.1|SLEB	LOC120766949|XP_039948667.1|BTRY
OG0004540	LOC115627097|XP_030378512.1|SLEB	LOC120775097|XP_039961038.1|BTRY
OG0004541	LOC115633658|XP_030386964.1|SLEB	LOC120772806|XP_039957524.1|BTRY
