Orthogroup	SLEB.longest_only	CQUI.longest_only
OG0003751	LOC115632936|XP_030386089.1|SLEB	LOC119769192|XP_038117034.1|CQUI, LOC6033480|XP_038114976.1|CQUI
OG0003752	LOC115632331|XP_030385294.1|SLEB	LOC6033456|XP_038119080.1|CQUI
OG0003753	LOC115622176|XP_030371916.1|SLEB	LOC6033451|XP_001843898.2|CQUI
OG0003754	LOC115622167|XP_030371899.1|SLEB	LOC6033449|XP_038119079.1|CQUI
OG0003755	LOC115632492|XP_030385530.1|SLEB	LOC6050603|XP_038121281.1|CQUI
OG0003756	LOC115621676|XP_030371249.1|SLEB	LOC6050814|XP_001867351.2|CQUI
OG0003757	LOC115634818|XP_030388600.1|SLEB	LOC6036837|XP_038117025.1|CQUI
OG0003758	LOC115634549|XP_030368819.1|SLEB	LOC6030802|XP_038115982.1|CQUI
OG0003759	LOC115632411|XP_030385408.1|SLEB	LOC119770065|XP_038120174.1|CQUI, LOC6030836|XP_038120169.1|CQUI
OG0003760	LOC115628080|XP_030379917.1|SLEB	LOC6030777|XP_038115191.1|CQUI
OG0003761	LOC115632321|XP_030385286.1|SLEB	LOC6030789|XP_001841699.2|CQUI
OG0003762	LOC115632322|XP_030385287.1|SLEB	LOC6030818|XP_038115978.1|CQUI
OG0003763	LOC115632686|XP_030385782.1|SLEB	LOC6030793|XP_038116748.1|CQUI
OG0003764	LOC115632511|XP_030385561.1|SLEB	LOC6030838|XP_038119295.1|CQUI
OG0003765	LOC115625999|XP_030377105.1|SLEB	LOC6030841|XP_001841725.1|CQUI
OG0003766	LOC115627457|XP_030378987.1|SLEB	LOC6030847|XP_038115183.1|CQUI
OG0003767	LOC115622520|XP_030372339.1|SLEB	LOC6030852|XP_001841735.1|CQUI
OG0003768	LOC115634828|XP_030388606.1|SLEB	LOC6030859|XP_038120424.1|CQUI
OG0003769	LOC115634825|XP_030388604.1|SLEB	LOC6030864|XP_001841743.1|CQUI
OG0003770	LOC115627751|XP_030379395.1|SLEB	LOC6030866|XP_038119372.1|CQUI
OG0003771	LOC115622569|XP_030372400.1|SLEB	LOC6030881|XP_001841758.1|CQUI
OG0003772	LOC115632857|XP_030385977.1|SLEB	LOC6030891|XP_001841767.2|CQUI
OG0003773	LOC115624212|XP_030374685.1|SLEB	LOC6030893|XP_038118482.1|CQUI
OG0003775	LOC115627210|XP_030378690.1|SLEB	LOC6050977|XP_038109532.1|CQUI
OG0003776	LOC115634198|XP_030387646.1|SLEB	LOC6052624|XP_038115398.1|CQUI
OG0003777	LOC115633706|XP_030387027.1|SLEB	LOC6052805|XP_038121440.1|CQUI
OG0003778	LOC115621728|XP_030371320.1|SLEB	LOC6030958|XP_001841816.1|CQUI
OG0003779	LOC115634397|XP_030387952.1|SLEB	LOC6030937|XP_038122337.1|CQUI
OG0003780	LOC115630362|XP_030382759.1|SLEB	LOC6031324|XP_001842139.2|CQUI
OG0003781	LOC115628024|XP_030379817.1|SLEB	LOC6053004|XP_038117749.1|CQUI
OG0003782	LOC115626675|XP_030377961.1|SLEB	LOC119769447|XP_038117830.1|CQUI, LOC119769131|XP_038116960.1|CQUI
OG0003783	LOC115621257|XP_030370713.1|SLEB	LOC6052216|XP_038117536.1|CQUI
OG0003784	LOC115631812|XP_030384512.1|SLEB	LOC6041437|XP_038108426.1|CQUI
OG0003785	LOC115626638|XP_030377909.1|SLEB	LOC6048692|XP_001865571.1|CQUI
OG0003786	LOC115622156|XP_030371888.1|SLEB	LOC6054049|XP_038119516.1|CQUI
OG0003787	LOC115633073|XP_030386309.1|SLEB	LOC6049937|XP_001866624.2|CQUI
OG0003789	LOC115624372|XP_030374911.1|SLEB	LOC6054015|XP_038121442.1|CQUI
OG0003790	LOC115622626|XP_030372493.1|SLEB	LOC6040442|XP_001849832.2|CQUI
OG0003791	LOC115623319|XP_030373440.1|SLEB	LOC6041553|XP_001850799.2|CQUI
OG0003792	LOC115632927|XP_030386083.1|SLEB	LOC6041417|XP_038113441.1|CQUI
OG0003793	LOC115634829|XP_030388611.1|SLEB	LOC6041399|XP_001850662.2|CQUI
OG0003794	LOC115623433|XP_030373639.1|SLEB	LOC6041395|XP_001850659.2|CQUI
OG0003795	LOC115632883|XP_030386020.1|SLEB	LOC6041392|XP_038110569.1|CQUI
OG0003796	LOC115620722|XP_030369961.1|SLEB	LOC6041390|XP_001850654.2|CQUI
OG0003797	LOC115627109|XP_030378531.1|SLEB	LOC6051480|XP_001867917.2|CQUI
OG0003798	LOC115633806|XP_030387150.1|SLEB	LOC6051477|XP_038112864.1|CQUI
OG0003799	LOC115634768|XP_030388522.1|SLEB	LOC6053825|XP_001869843.2|CQUI
OG0003800	LOC115626342|XP_030377551.1|SLEB	LOC6031726|XP_001842449.2|CQUI
OG0003801	LOC115625750|XP_030376766.1|SLEB	LOC6041307|XP_038111065.1|CQUI
OG0003802	LOC115624596|XP_030375196.1|SLEB	LOC6041311|XP_001850591.1|CQUI
OG0003803	LOC115620209|XP_030369206.1|SLEB	LOC119767883|XP_038113629.1|CQUI
OG0003804	LOC115626324|XP_030377525.1|SLEB	LOC6041325|XP_038110827.1|CQUI
OG0003805	LOC115628622|XP_030380668.1|SLEB	LOC6047536|XP_038107793.1|CQUI
OG0003806	LOC115631678|XP_030384350.1|SLEB	LOC6047538|XP_038112877.1|CQUI
OG0003807	LOC115626603|XP_030377853.1|SLEB	LOC6032432|XP_001843030.1|CQUI
OG0003808	LOC115632292|XP_030385245.1|SLEB	LOC6032463|XP_038107410.1|CQUI
OG0003809	LOC115631883|XP_030384592.1|SLEB	LOC6032465|XP_001843058.1|CQUI
OG0003810	LOC115633226|XP_030386483.1|SLEB	LOC6032477|XP_038113754.1|CQUI
OG0003811	LOC115634268|XP_030387755.1|SLEB	LOC6034112|XP_001844481.2|CQUI
OG0003812	LOC115630989|XP_030383434.1|SLEB	LOC6034127|XP_038107727.1|CQUI
OG0003813	LOC115625687|XP_030376686.1|SLEB	LOC6034140|XP_001844501.1|CQUI
OG0003814	LOC115628520|XP_030380533.1|SLEB	LOC6037874|XP_001847740.2|CQUI
OG0003815	LOC115622021|XP_030371738.1|SLEB	LOC6037879|XP_038110398.1|CQUI
OG0003816	LOC115626012|XP_030377119.1|SLEB	LOC6037891|XP_001847754.2|CQUI
OG0003817	LOC115628547|XP_030380568.1|SLEB	LOC6048490|XP_001865392.1|CQUI
OG0003818	LOC115631193|XP_030383743.1|SLEB	LOC6034159|XP_038108843.1|CQUI
OG0003819	LOC115631081|XP_030383588.1|SLEB	LOC6034161|XP_038113153.1|CQUI
OG0003820	LOC115623906|XP_030374322.1|SLEB	LOC6043199|XP_001857524.1|CQUI
OG0003821	LOC115631564|XP_030384220.1|SLEB	LOC6032917|XP_038111533.1|CQUI
OG0003822	LOC115625925|XP_030377022.1|SLEB	LOC6032944|XP_038110885.1|CQUI
OG0003823	LOC115631057|XP_030383553.1|SLEB	LOC6032950|XP_038109686.1|CQUI
OG0003824	LOC115626079|XP_030377192.1|SLEB	LOC119767406|XP_038111857.1|CQUI
OG0003825	LOC115628500|XP_030380499.1|SLEB	LOC6041627|XP_001850858.2|CQUI
OG0003826	LOC115630617|XP_030383104.1|SLEB	LOC6041635|XP_001850865.1|CQUI
OG0003827	LOC115621877|XP_030371564.1|SLEB	LOC6036168|XP_001846252.2|CQUI, LOC119768095|XP_038114429.1|CQUI
OG0003828	LOC115628489|XP_030380477.1|SLEB	LOC6036166|XP_038109206.1|CQUI
OG0003829	LOC115625946|XP_030377042.1|SLEB	LOC6036165|XP_038106783.1|CQUI
OG0003830	LOC115626447|XP_030377682.1|SLEB	LOC6036145|XP_038110347.1|CQUI
OG0003831	LOC115620674|XP_030369897.1|SLEB	LOC119766768|XP_038108431.1|CQUI
OG0003832	LOC115629034|XP_030381196.1|SLEB	LOC6038710|XP_038112791.1|CQUI
OG0003833	LOC115629055|XP_030381225.1|SLEB	LOC6038715|XP_038109432.1|CQUI
OG0003834	LOC115625882|XP_030376960.1|SLEB	LOC6050509|XP_038109517.1|CQUI
OG0003835	LOC115626322|XP_030377522.1|SLEB	LOC6037372|XP_038109213.1|CQUI
OG0003836	LOC115625826|XP_030376876.1|SLEB	LOC6041480|XP_001850732.2|CQUI
OG0003837	LOC115626454|XP_030377693.1|SLEB	LOC6050190|XP_038112790.1|CQUI
OG0003838	LOC115631291|XP_030383865.1|SLEB	LOC6053634|XP_001869689.1|CQUI
OG0003839	LOC115626617|XP_030377871.1|SLEB	LOC6053638|XP_001869683.1|CQUI
OG0003840	LOC115634134|XP_030387561.1|SLEB	LOC6031960|XP_001842636.1|CQUI
OG0003841	LOC115631433|XP_030384031.1|SLEB	LOC6036358|XP_038112172.1|CQUI
OG0003842	LOC115631832|XP_030384530.1|SLEB, LOC115623729|XP_030374096.1|SLEB	LOC6031372|XP_038109518.1|CQUI
OG0003843	LOC115625834|XP_030376889.1|SLEB	LOC6038506|XP_038108393.1|CQUI
OG0003844	LOC115625816|XP_030376862.1|SLEB	LOC6038505|XP_001848299.2|CQUI
OG0003845	LOC115626307|XP_030377497.1|SLEB	LOC6041503|XP_038109056.1|CQUI
OG0003846	LOC115625721|XP_030376728.1|SLEB	LOC6041483|XP_038110843.1|CQUI
OG0003847	LOC115626427|XP_030377659.1|SLEB	LOC6050186|XP_038109972.1|CQUI
OG0003848	LOC115625103|XP_030375867.1|SLEB	LOC6039579|XP_038113978.1|CQUI
OG0003849	LOC115622285|XP_030372050.1|SLEB	LOC6054557|XP_001870450.2|CQUI
OG0003850	LOC115626028|XP_030377139.1|SLEB	LOC6044117|XP_038107737.1|CQUI
OG0003851	LOC115633698|XP_030387017.1|SLEB	LOC6044599|XP_038109872.1|CQUI
OG0003852	LOC115630997|XP_030383450.1|SLEB	LOC6050049|XP_001866715.1|CQUI
OG0003853	LOC115627477|XP_030379019.1|SLEB	LOC6031771|XP_038107334.1|CQUI
OG0003854	LOC115631071|XP_030383577.1|SLEB	LOC6031758|XP_038112871.1|CQUI
OG0003855	LOC115631144|XP_030383675.1|SLEB	LOC6031757|XP_038114326.1|CQUI
OG0003856	LOC115631333|XP_030383914.1|SLEB	LOC119767171|XP_038110996.1|CQUI
OG0003857	LOC115631493|XP_030384112.1|SLEB	LOC6037110|XP_038112859.1|CQUI
OG0003859	LOC115631766|XP_030384462.1|SLEB	LOC6031793|XP_038109625.1|CQUI
OG0003860	LOC115622117|XP_030371826.1|SLEB	LOC6031805|XP_038112957.1|CQUI
OG0003861	LOC115630444|XP_030382866.1|SLEB	LOC6038298|XP_001848085.2|CQUI
OG0003862	LOC115626392|XP_030377612.1|SLEB	LOC6046309|XP_001863529.2|CQUI
OG0003863	LOC115626601|XP_030377845.1|SLEB	LOC6046306|XP_038109951.1|CQUI
OG0003864	LOC115626396|XP_030377619.1|SLEB	LOC6035655|XP_001845792.2|CQUI
OG0003865	LOC115623708|XP_030374047.1|SLEB	LOC6044451|XP_038112183.1|CQUI
OG0003866	LOC115627074|XP_030378481.1|SLEB	LOC6044454|XP_001861968.2|CQUI
OG0003867	LOC115633473|XP_030386797.1|SLEB	LOC6041552|XP_001850798.2|CQUI
OG0003868	LOC115629018|XP_030381174.1|SLEB	LOC6037126|XP_038106083.1|CQUI
OG0003869	LOC115628751|XP_030380820.1|SLEB, LOC115631239|XP_030383808.1|SLEB	LOC6051457|XP_038113631.1|CQUI
OG0003870	LOC115631030|XP_030383509.1|SLEB	LOC6049443|XP_038114375.1|CQUI
OG0003871	LOC115631137|XP_030383666.1|SLEB	LOC6048787|XP_001865652.1|CQUI
OG0003872	LOC115619988|XP_030368916.1|SLEB	LOC6041509|XP_001850759.2|CQUI
OG0003873	LOC115628591|XP_030380635.1|SLEB	LOC6041511|XP_038108476.1|CQUI
OG0003874	LOC115626133|XP_030377248.1|SLEB	LOC6041514|XP_038107054.1|CQUI
OG0003875	LOC115625919|XP_030377013.1|SLEB	LOC6041516|XP_001850766.1|CQUI
OG0003876	LOC115630398|XP_030382783.1|SLEB	LOC6050860|XP_038111752.1|CQUI
OG0003877	LOC115622575|XP_030372413.1|SLEB	LOC6043914|XP_001861497.2|CQUI
OG0003878	LOC115631018|XP_030383491.1|SLEB	LOC6043910|XP_001861493.2|CQUI
OG0003879	LOC115624555|XP_030375142.1|SLEB	LOC6043908|XP_038108077.1|CQUI
OG0003880	LOC115622431|XP_030372232.1|SLEB	LOC6043901|XP_038111406.1|CQUI
OG0003883	LOC115626998|XP_030378373.1|SLEB	LOC6036390|XP_038109510.1|CQUI
OG0003884	LOC115625785|XP_030376816.1|SLEB	LOC6036387|XP_038108402.1|CQUI, LOC119770651|XP_038121862.1|CQUI
OG0003885	LOC115628998|XP_030381143.1|SLEB	LOC6036385|XP_001846439.1|CQUI
OG0003886	LOC115628997|XP_030381142.1|SLEB	LOC6036383|XP_001846437.1|CQUI
OG0003887	LOC115631434|XP_030384032.1|SLEB	LOC6036372|XP_038111239.1|CQUI
OG0003888	LOC115621630|XP_030371190.1|SLEB	LOC6031210|XP_001842044.2|CQUI
OG0003889	LOC115630423|XP_030382821.1|SLEB	LOC6031241|XP_038111184.1|CQUI
OG0003890	LOC115632552|XP_030385627.1|SLEB	LOC6042256|XP_001851394.2|CQUI
OG0003891	LOC115625754|XP_030376770.1|SLEB	LOC6042255|XP_001851393.2|CQUI
OG0003892	LOC115628299|XP_030380207.1|SLEB	LOC6042247|XP_038111118.1|CQUI
OG0003893	LOC115625842|XP_030376904.1|SLEB	LOC6042239|XP_038108055.1|CQUI
OG0003894	LOC115631691|XP_030384373.1|SLEB	LOC6042236|XP_001851375.1|CQUI
OG0003895	LOC115633892|XP_030387257.1|SLEB	LOC6032003|XP_001842670.2|CQUI
OG0003896	LOC115625727|XP_030376775.1|SLEB, LOC115624733|XP_030375419.1|SLEB	LOC6031998|XP_001842666.2|CQUI
OG0003897	LOC115622525|XP_030372352.1|SLEB	LOC6031996|XP_001842665.1|CQUI
OG0003898	LOC115626154|XP_030377279.1|SLEB	LOC6031976|XP_001842649.1|CQUI
OG0003899	LOC115631279|XP_030383853.1|SLEB	LOC6037022|XP_001846985.2|CQUI
OG0003900	LOC115630563|XP_030383037.1|SLEB	LOC6031843|XP_038109752.1|CQUI
OG0003901	LOC115631167|XP_030383716.1|SLEB	LOC6031842|XP_038113767.1|CQUI
OG0003902	LOC115631168|XP_030383718.1|SLEB	LOC6031841|XP_001842544.1|CQUI
OG0003903	LOC115631013|XP_030383482.1|SLEB	LOC6031838|XP_001842541.2|CQUI
OG0003904	LOC115631012|XP_030383480.1|SLEB	LOC6031840|XP_038108931.1|CQUI
OG0003905	LOC115620688|XP_030369916.1|SLEB	LOC6031832|XP_038113512.1|CQUI
OG0003906	LOC115627936|XP_030379692.1|SLEB	LOC6043727|XP_038107059.1|CQUI
OG0003907	LOC115631961|XP_030384686.1|SLEB	LOC6046364|XP_001863581.2|CQUI
OG0003908	LOC115631873|XP_030384581.1|SLEB	LOC6046365|XP_001863582.2|CQUI
OG0003909	LOC115621650|XP_030371215.1|SLEB	LOC6035251|XP_038107907.1|CQUI
OG0003910	LOC115626001|XP_030377111.1|SLEB	LOC6035252|XP_001845477.1|CQUI
OG0003911	LOC115630575|XP_030383053.1|SLEB	LOC6035267|XP_001845489.1|CQUI
OG0003912	LOC115631645|XP_030384316.1|SLEB	LOC6033192|XP_038113174.1|CQUI
OG0003913	LOC115625679|XP_030376675.1|SLEB	LOC6033199|XP_038114237.1|CQUI
OG0003914	LOC115631478|XP_030384094.1|SLEB	LOC6033214|XP_001843691.1|CQUI
OG0003915	LOC115627034|XP_030378425.1|SLEB	LOC6033212|XP_001843689.2|CQUI
OG0003916	LOC115631728|XP_030384425.1|SLEB	LOC6040012|XP_001849487.1|CQUI
OG0003917	LOC115628528|XP_030380548.1|SLEB	LOC6040866|XP_001850196.2|CQUI
OG0003918	LOC115631584|XP_030384244.1|SLEB	LOC6031259|XP_001842089.2|CQUI
OG0003919	LOC115628491|XP_030380480.1|SLEB	LOC6041526|XP_038109718.1|CQUI
OG0003920	LOC115632433|XP_030385439.1|SLEB	LOC6041532|XP_001850780.1|CQUI
OG0003921	LOC115630587|XP_030383065.1|SLEB	LOC6036061|XP_038108481.1|CQUI
OG0003922	LOC115631382|XP_030383964.1|SLEB	LOC6042870|XP_001870851.2|CQUI
OG0003923	LOC115627848|XP_030379567.1|SLEB	LOC6052522|XP_001868780.1|CQUI
OG0003924	LOC115633800|XP_030387143.1|SLEB	LOC6052517|XP_038108718.1|CQUI
OG0003925	LOC115630956|XP_030383390.1|SLEB	LOC6036646|XP_038107951.1|CQUI
OG0003926	LOC115631235|XP_030383803.1|SLEB	LOC6036651|XP_001846678.2|CQUI
OG0003927	LOC115631459|XP_030384067.1|SLEB	LOC6046033|XP_001863294.2|CQUI
OG0003928	LOC115628514|XP_030380525.1|SLEB	LOC6033189|XP_001843669.2|CQUI
OG0003929	LOC115631605|XP_030384267.1|SLEB	LOC6033179|XP_038114437.1|CQUI
OG0003930	LOC115625890|XP_030376977.1|SLEB	LOC6033283|XP_001843753.2|CQUI
OG0003931	LOC115625887|XP_030376966.1|SLEB	LOC6033287|XP_038108021.1|CQUI
OG0003932	LOC115619969|XP_030368865.1|SLEB	LOC6036993|XP_038113039.1|CQUI
OG0003933	LOC115630556|XP_030383028.1|SLEB	LOC6048401|XP_038111122.1|CQUI
OG0003934	LOC115625984|XP_030377090.1|SLEB	LOC6048406|XP_001865324.2|CQUI
OG0003935	LOC115627470|XP_030379007.1|SLEB	LOC6043726|XP_038107603.1|CQUI
OG0003936	LOC115627515|XP_030379074.1|SLEB	LOC6043725|XP_001861346.1|CQUI
OG0003937	LOC115629658|XP_030382033.1|SLEB	LOC6033098|XP_038111241.1|CQUI
OG0003938	LOC115631066|XP_030383565.1|SLEB	LOC6033105|XP_038114430.1|CQUI
OG0003939	LOC115630788|XP_030383303.1|SLEB	LOC6054454|XP_038111258.1|CQUI
OG0003940	LOC115630929|XP_030383355.1|SLEB	LOC6033108|XP_001843603.2|CQUI
OG0003941	LOC115631357|XP_030383934.1|SLEB	LOC6033109|XP_038111262.1|CQUI
OG0003942	LOC115631704|XP_030384390.1|SLEB	LOC6033122|XP_038111572.1|CQUI
OG0003943	LOC115631085|XP_030383593.1|SLEB	LOC6048231|XP_038113230.1|CQUI
OG0003944	LOC115631680|XP_030384355.1|SLEB	LOC6044257|XP_001861796.1|CQUI
OG0003945	LOC115634728|XP_030388472.1|SLEB	LOC119767019|XP_038110185.1|CQUI
OG0003946	LOC115626221|XP_030377379.1|SLEB	LOC6035280|XP_038111693.1|CQUI
OG0003947	LOC115625830|XP_030376883.1|SLEB	LOC6035274|XP_038110146.1|CQUI
OG0003948	LOC115630810|XP_030383338.1|SLEB	LOC6036175|XP_038111514.1|CQUI
OG0003949	LOC115630812|XP_030383339.1|SLEB	LOC6036172|XP_038112061.1|CQUI
OG0003950	LOC115626328|XP_030377532.1|SLEB	LOC6038625|XP_038111059.1|CQUI
OG0003951	LOC115626444|XP_030377677.1|SLEB	LOC6038613|XP_038107372.1|CQUI
OG0003952	LOC115632015|XP_030384807.1|SLEB	LOC6033759|XP_001844167.2|CQUI
OG0003953	LOC115625783|XP_030376815.1|SLEB	LOC119768018|XP_038114217.1|CQUI, LOC6033753|XP_038109025.1|CQUI
OG0003954	LOC115624932|XP_030375642.1|SLEB	LOC6033741|XP_038111254.1|CQUI
OG0003955	LOC115631400|XP_030383982.1|SLEB	LOC6052825|XP_038114291.1|CQUI, LOC6043222|XP_038106062.1|CQUI
OG0003956	LOC115631588|XP_030384249.1|SLEB	LOC6031181|XP_038108389.1|CQUI
OG0003957	LOC115622683|XP_030372566.1|SLEB	LOC6033143|XP_038110679.1|CQUI
OG0003958	LOC115628027|XP_030379826.1|SLEB	LOC6033148|XP_001843637.2|CQUI
OG0003959	LOC115620989|XP_030370372.1|SLEB	LOC6033261|XP_038107519.1|CQUI
OG0003960	LOC115626953|XP_030378329.1|SLEB	LOC6033232|XP_038113766.1|CQUI
OG0003961	LOC115631008|XP_030383469.1|SLEB	LOC6041541|XP_001850788.2|CQUI
OG0003962	LOC115631772|XP_030384468.1|SLEB	LOC6040127|XP_001849586.1|CQUI
OG0003963	LOC115625895|XP_030376982.1|SLEB	LOC6037538|XP_038110070.1|CQUI
OG0003964	LOC115631440|XP_030384041.1|SLEB	LOC6037545|XP_038109875.1|CQUI
OG0003965	LOC115631390|XP_030383971.1|SLEB	LOC6050518|XP_038111968.1|CQUI
OG0003967	LOC115620050|XP_030369031.1|SLEB	LOC6041584|XP_038112034.1|CQUI
OG0003968	LOC115627053|XP_030378461.1|SLEB	LOC6048612|XP_038111891.1|CQUI
OG0003969	LOC115620286|XP_030369323.1|SLEB	LOC6032916|XP_038107052.1|CQUI
OG0003970	LOC115631247|XP_030383816.1|SLEB	LOC6031868|XP_038113838.1|CQUI
OG0003971	LOC115631106|XP_030383624.1|SLEB	LOC6036443|XP_038108462.1|CQUI
OG0003972	LOC115632902|XP_030386052.1|SLEB	LOC6036444|XP_038107978.1|CQUI
OG0003973	LOC115619936|XP_030368825.1|SLEB	LOC6036449|XP_001846500.2|CQUI
OG0003974	LOC115633947|XP_030387325.1|SLEB	LOC6036470|XP_038109656.1|CQUI
OG0003975	LOC115626370|XP_030377585.1|SLEB	LOC6036481|XP_038113867.1|CQUI
OG0003976	LOC115625697|XP_030376698.1|SLEB	LOC6034401|XP_001844719.2|CQUI
OG0003977	LOC115625866|XP_030376937.1|SLEB	LOC6034400|XP_038112337.1|CQUI
OG0003978	LOC115621018|XP_030370401.1|SLEB	LOC119767640|XP_038112573.1|CQUI
OG0003979	LOC115628480|XP_030380463.1|SLEB	LOC6038881|XP_001848580.1|CQUI
OG0003980	LOC115621237|XP_030370688.1|SLEB	LOC6038882|XP_001848581.1|CQUI
OG0003981	LOC115628460|XP_030380438.1|SLEB	LOC6038883|XP_038108742.1|CQUI
OG0003982	LOC115625709|XP_030376713.1|SLEB	LOC6038884|XP_001848583.2|CQUI
OG0003983	LOC115626482|XP_030377729.1|SLEB	LOC6038885|XP_038113321.1|CQUI
OG0003984	LOC115625947|XP_030377043.1|SLEB	LOC6036439|XP_038112741.1|CQUI
OG0003985	LOC115625699|XP_030376700.1|SLEB	LOC6036433|XP_038108732.1|CQUI
OG0003986	LOC115631280|XP_030383854.1|SLEB	LOC6038013|XP_038113377.1|CQUI
OG0003987	LOC115630935|XP_030383362.1|SLEB	LOC6038014|XP_038110646.1|CQUI
OG0003988	LOC115630608|XP_030383091.1|SLEB	LOC6047238|XP_038111315.1|CQUI
OG0003989	LOC115626715|XP_030378017.1|SLEB, LOC115630981|XP_030383423.1|SLEB	LOC6035771|XP_038109362.1|CQUI
OG0003990	LOC115626636|XP_030377906.1|SLEB	LOC6035782|XP_038109675.1|CQUI
OG0003991	LOC115630456|XP_030382877.1|SLEB	LOC6035784|XP_038109844.1|CQUI
OG0003992	LOC115630410|XP_030382805.1|SLEB, LOC115630514|XP_030382975.1|SLEB	LOC6035789|XP_001845913.2|CQUI
OG0003993	LOC115630757|XP_030383272.1|SLEB	LOC6045008|XP_038108291.1|CQUI
OG0003994	LOC115621296|XP_030370763.1|SLEB	LOC119767200|XP_038111176.1|CQUI
OG0003995	LOC115621628|XP_030371192.1|SLEB	LOC6053400|XP_001869494.2|CQUI
OG0003996	LOC115634149|XP_030387582.1|SLEB	LOC6036135|XP_001846228.1|CQUI
OG0003997	LOC115631281|XP_030383855.1|SLEB	LOC6054365|XP_038109595.1|CQUI
OG0003998	LOC115632016|XP_030384808.1|SLEB	LOC6045776|XP_038112750.1|CQUI
OG0003999	LOC115626210|XP_030377359.1|SLEB	LOC6045769|XP_001863072.1|CQUI
OG0004000	LOC115623742|XP_030374115.1|SLEB, LOC115633316|XP_030386606.1|SLEB	LOC6034347|XP_038113204.1|CQUI
OG0004001	LOC115631042|XP_030383535.1|SLEB	LOC6034384|XP_038113314.1|CQUI
OG0004002	LOC115625846|XP_030376909.1|SLEB	LOC6034395|XP_038109098.1|CQUI
OG0004003	LOC115631551|XP_030384188.1|SLEB	LOC6039845|XP_038113654.1|CQUI
OG0004004	LOC115628478|XP_030380460.1|SLEB	LOC6039842|XP_001849349.2|CQUI
OG0004005	LOC115628453|XP_030380425.1|SLEB	LOC6039840|XP_038111465.1|CQUI
OG0004006	LOC115628532|XP_030380556.1|SLEB	LOC6034869|XP_001845139.2|CQUI
OG0004007	LOC115631240|XP_030383810.1|SLEB	LOC6034873|XP_001845142.1|CQUI
OG0004008	LOC115632033|XP_030384845.1|SLEB	LOC6034877|XP_038107745.1|CQUI
OG0004009	LOC115631559|XP_030384210.1|SLEB	LOC6046643|XP_001863794.2|CQUI
OG0004010	LOC115626177|XP_030377312.1|SLEB	LOC6048811|XP_038114221.1|CQUI
OG0004011	LOC115626388|XP_030377607.1|SLEB	LOC6050778|XP_001867333.2|CQUI
OG0004012	LOC115621735|XP_030371326.1|SLEB	LOC6049536|XP_038109284.1|CQUI
OG0004013	LOC115625801|XP_030376838.1|SLEB	LOC6043470|XP_038109075.1|CQUI
OG0004014	LOC115632176|XP_030385068.1|SLEB	LOC6043461|XP_038111183.1|CQUI
OG0004015	LOC115631076|XP_030383581.1|SLEB	LOC119767726|XP_038112992.1|CQUI, LOC6046111|XP_038112993.1|CQUI
OG0004016	LOC115631255|XP_030383828.1|SLEB	LOC6036119|XP_038106299.1|CQUI
OG0004017	LOC115630661|XP_030383163.1|SLEB	LOC6041781|XP_038108936.1|CQUI
OG0004018	LOC115623414|XP_030373589.1|SLEB	LOC6041785|XP_038112504.1|CQUI
OG0004019	LOC115630571|XP_030383048.1|SLEB	LOC6047977|XP_038111471.1|CQUI
OG0004020	LOC115631221|XP_030383787.1|SLEB	LOC6053858|XP_038111861.1|CQUI
OG0004021	LOC115631022|XP_030383496.1|SLEB	LOC6049729|XP_038109716.1|CQUI
OG0004022	LOC115631267|XP_030383839.1|SLEB	LOC6033336|XP_001843800.2|CQUI
OG0004023	LOC115634183|XP_030387629.1|SLEB	LOC6033344|XP_038112699.1|CQUI
OG0004024	LOC115631467|XP_030384080.1|SLEB	LOC6033360|XP_038108644.1|CQUI
OG0004025	LOC115625820|XP_030376870.1|SLEB	LOC6048073|XP_038107445.1|CQUI
OG0004026	LOC115631398|XP_030383981.1|SLEB	LOC6048102|XP_038108461.1|CQUI
OG0004027	LOC115634064|XP_030387470.1|SLEB	LOC6047235|XP_038112896.1|CQUI, LOC6047227|XP_001864311.1|CQUI
OG0004028	LOC115629020|XP_030381175.1|SLEB	LOC6035744|XP_001845871.2|CQUI
OG0004029	LOC115628523|XP_030380540.1|SLEB	LOC6035735|XP_001845864.2|CQUI
OG0004030	LOC115625192|XP_030376022.1|SLEB	LOC6032147|XP_001842800.2|CQUI
OG0004031	LOC115631351|XP_030383927.1|SLEB	LOC6032156|XP_038113038.1|CQUI
OG0004032	LOC115625853|XP_030376918.1|SLEB	LOC6032174|XP_001842819.2|CQUI
OG0004033	LOC115626191|XP_030377331.1|SLEB	LOC6053250|XP_038110976.1|CQUI
OG0004034	LOC115630933|XP_030383360.1|SLEB	LOC6036026|XP_038108093.1|CQUI
OG0004035	LOC115631041|XP_030383528.1|SLEB	LOC6036325|XP_038112834.1|CQUI
OG0004036	LOC115630991|XP_030383437.1|SLEB	LOC6036328|XP_001846391.1|CQUI
OG0004037	LOC115631059|XP_030383558.1|SLEB	LOC6036336|XP_001846397.2|CQUI
OG0004038	LOC115632030|XP_030384836.1|SLEB	LOC119766959|XP_038109606.1|CQUI
OG0004039	LOC115631213|XP_030383778.1|SLEB	LOC6033334|XP_038112140.1|CQUI
OG0004040	LOC115633628|XP_030386923.1|SLEB	LOC6047971|XP_038109177.1|CQUI
