Orthogroup	SLEB.longest_only	CCAP.longest_only
OG0004119	LOC115623549|XP_030373800.1|SLEB	CCAP1982_LOCUS4942|CAD6996259.1|CCAP
OG0004120	LOC115623661|XP_030373979.1|SLEB	CCAP1982_LOCUS4906|CAD6996218.1|CCAP
OG0004121	LOC115622962|XP_030372969.1|SLEB	CCAP1982_LOCUS12466|CAD7004041.1|CCAP
OG0004122	LOC115625573|XP_030376531.1|SLEB	CCAP1982_LOCUS390|CAD6991465.1|CCAP
OG0004123	LOC115623338|XP_030373468.1|SLEB	CCAP1982_LOCUS951|CAD6992070.1|CCAP
OG0004125	LOC115621820|XP_030371470.1|SLEB	CCAP1982_LOCUS171|CAD6991234.1|CCAP
OG0004126	LOC115621098|XP_030370495.1|SLEB	CCAP1982_LOCUS4241|CAD6995529.1|CCAP
OG0004127	LOC115625755|XP_030376772.1|SLEB	CCAP1982_LOCUS6280|CAD6997648.1|CCAP
OG0004128	LOC115624021|XP_030374457.1|SLEB	CCAP1982_LOCUS4639|CAD6995937.1|CCAP
OG0004129	LOC115634837|XP_030388618.1|SLEB	CCAP1982_LOCUS7134|CAD6998548.1|CCAP
OG0004131	LOC115625070|XP_030375817.1|SLEB	CCAP1982_LOCUS5075|CAD6996401.1|CCAP
OG0004132	LOC115623251|XP_030373379.1|SLEB	CCAP1982_LOCUS12047|CAD7003599.1|CCAP
OG0004133	LOC115631981|XP_030384745.1|SLEB	CCAP1982_LOCUS7605|CAD6999058.1|CCAP
OG0004134	LOC115621059|XP_030370443.1|SLEB	CCAP1982_LOCUS4174|CAD6995459.1|CCAP
OG0004135	LOC115624331|XP_030374819.1|SLEB	CCAP1982_LOCUS608|CAD6991695.1|CCAP
OG0004136	LOC115623683|XP_030374013.1|SLEB	CCAP1982_LOCUS726|CAD6991826.1|CCAP
OG0004137	LOC115634341|XP_030387857.1|SLEB	CCAP1982_LOCUS22274|CAD7014271.1|CCAP
OG0004140	LOC115626857|XP_030378218.1|SLEB	CCAP1982_LOCUS21111|CAD7013025.1|CCAP
OG0004141	LOC115626385|XP_030377616.1|SLEB	CCAP1982_LOCUS20108|CAD7011997.1|CCAP
OG0004143	LOC115620606|XP_030369780.1|SLEB	CCAP1982_LOCUS165|CAD6991228.1|CCAP
OG0004144	LOC115625690|XP_030376691.1|SLEB	CCAP1982_LOCUS12765|CAD7004349.1|CCAP
OG0004145	LOC115622792|XP_030372715.1|SLEB	CCAP1982_LOCUS11264|CAD7002794.1|CCAP
OG0004146	LOC115624413|XP_030375007.1|SLEB	CCAP1982_LOCUS4817|CAD6996122.1|CCAP
OG0004147	LOC115625832|XP_030376887.1|SLEB	CCAP1982_LOCUS6285|CAD6997654.1|CCAP
OG0004148	LOC115620988|XP_030370368.1|SLEB	CCAP1982_LOCUS4228|CAD6995515.1|CCAP, CCAP1982_LOCUS4229|CAD6995516.1|CCAP
OG0004149	LOC115624122|XP_030374578.1|SLEB	CCAP1982_LOCUS874|CAD6991987.1|CCAP, CCAP1982_LOCUS871|CAD6991984.1|CCAP
OG0004150	LOC115624120|XP_030374576.1|SLEB	CCAP1982_LOCUS437|CAD6991518.1|CCAP
OG0004151	LOC115620402|XP_030369478.1|SLEB	CCAP1982_LOCUS129|CAD6991191.1|CCAP, CCAP1982_LOCUS130|CAD6991192.1|CCAP
OG0004152	LOC115623365|XP_030373511.1|SLEB	CCAP1982_LOCUS5029|CAD6996351.1|CCAP
OG0004153	LOC115625602|XP_030376598.1|SLEB	CCAP1982_LOCUS21634|CAD7013578.1|CCAP
OG0004154	LOC115622116|XP_030371820.1|SLEB	CCAP1982_LOCUS13327|CAD7004948.1|CCAP
OG0004155	LOC115623859|XP_030374264.1|SLEB	CCAP1982_LOCUS4683|CAD6995973.1|CCAP
OG0004157	LOC115629143|XP_030381355.1|SLEB	CCAP1982_LOCUS4311|CAD6995604.1|CCAP
OG0004158	LOC115622423|XP_030372218.1|SLEB	CCAP1982_LOCUS10978|CAD7002489.1|CCAP
OG0004159	LOC115624365|XP_030374885.1|SLEB	CCAP1982_LOCUS685|CAD6991780.1|CCAP
OG0004160	LOC115622468|XP_030372270.1|SLEB	CCAP1982_LOCUS11609|CAD7003148.1|CCAP
OG0004161	LOC115623673|XP_030374000.1|SLEB	CCAP1982_LOCUS597|CAD6991684.1|CCAP
OG0004162	LOC115623642|XP_030373947.1|SLEB	CCAP1982_LOCUS4533|CAD6995831.1|CCAP, CCAP1982_LOCUS698|CAD6991794.1|CCAP, CCAP1982_LOCUS4534|CAD6995832.1|CCAP
OG0004163	LOC115624127|XP_030374582.1|SLEB	CCAP1982_LOCUS850|CAD6991962.1|CCAP
OG0004164	LOC115623929|XP_030374348.1|SLEB	CCAP1982_LOCUS4677|CAD6995966.1|CCAP
OG0004165	LOC115623390|XP_030373558.1|SLEB	CCAP1982_LOCUS19717|CAD7011628.1|CCAP
OG0004166	LOC115630004|XP_030382494.1|SLEB	CCAP1982_LOCUS21133|CAD7013051.1|CCAP
OG0004167	LOC115625909|XP_030377000.1|SLEB	CCAP1982_LOCUS5177|CAD6996509.1|CCAP
OG0004168	LOC115625069|XP_030375813.1|SLEB	CCAP1982_LOCUS2525|CAD6993726.1|CCAP
OG0004173	LOC115633747|XP_030387082.1|SLEB, LOC115632692|XP_030385789.1|SLEB	CCAP1982_LOCUS19432|CAD7011327.1|CCAP
OG0004174	LOC115626137|XP_030377258.1|SLEB	CCAP1982_LOCUS20560|CAD7012483.1|CCAP
OG0004175	LOC115634437|XP_030388008.1|SLEB	CCAP1982_LOCUS19897|CAD7011786.1|CCAP
OG0004176	LOC115622486|XP_030372292.1|SLEB	CCAP1982_LOCUS14900|CAD7006589.1|CCAP
OG0004177	LOC115623555|XP_030373813.1|SLEB	CCAP1982_LOCUS779|CAD6991888.1|CCAP
OG0004178	LOC115625527|XP_030376456.1|SLEB	CCAP1982_LOCUS1014|CAD6992135.1|CCAP
OG0004180	LOC115624467|XP_030375030.1|SLEB, LOC115623332|XP_030373456.1|SLEB	CCAP1982_LOCUS994|CAD6992110.1|CCAP
OG0004181	LOC115620201|XP_030369194.1|SLEB	CCAP1982_LOCUS4887|CAD6996197.1|CCAP
OG0004182	LOC115622689|XP_030372573.1|SLEB	CCAP1982_LOCUS11202|CAD7002727.1|CCAP
OG0004183	LOC115622476|XP_030372280.1|SLEB	CCAP1982_LOCUS11208|CAD7002733.1|CCAP
OG0004184	LOC115628267|XP_030380146.1|SLEB	CCAP1982_LOCUS12747|CAD7004328.1|CCAP
OG0004185	LOC115631060|XP_030383559.1|SLEB	CCAP1982_LOCUS8866|CAD7000391.1|CCAP
OG0004187	LOC115624217|XP_030374691.1|SLEB	CCAP1982_LOCUS803|CAD6991914.1|CCAP
OG0004188	LOC115625276|XP_030376138.1|SLEB	CCAP1982_LOCUS761|CAD6991867.1|CCAP
OG0004189	LOC115625286|XP_030376156.1|SLEB	CCAP1982_LOCUS239|CAD6991310.1|CCAP
OG0004190	LOC115623582|XP_030373841.1|SLEB	CCAP1982_LOCUS4392|CAD6995685.1|CCAP
OG0004191	LOC115623984|XP_030374415.1|SLEB	CCAP1982_LOCUS4388|CAD6995681.1|CCAP
OG0004192	LOC115623596|XP_030373858.1|SLEB	CCAP1982_LOCUS4412|CAD6995705.1|CCAP
OG0004194	LOC115623434|XP_030373640.1|SLEB	CCAP1982_LOCUS641|CAD6991730.1|CCAP, CCAP1982_LOCUS642|CAD6991731.1|CCAP
OG0004196	LOC115620716|XP_030369953.1|SLEB	CCAP1982_LOCUS4909|CAD6996221.1|CCAP, CCAP1982_LOCUS4910|CAD6996222.1|CCAP
OG0004197	LOC115623413|XP_030373584.1|SLEB	CCAP1982_LOCUS4973|CAD6996289.1|CCAP
OG0004198	LOC115625047|XP_030375758.1|SLEB	CCAP1982_LOCUS4888|CAD6996198.1|CCAP
OG0004199	LOC115623649|XP_030373961.1|SLEB	CCAP1982_LOCUS4967|CAD6996284.1|CCAP
OG0004200	LOC115629050|XP_030381220.1|SLEB	CCAP1982_LOCUS19719|CAD7011630.1|CCAP
OG0004201	LOC115620574|XP_030369735.1|SLEB	CCAP1982_LOCUS2523|CAD6993724.1|CCAP
OG0004202	LOC115621197|XP_030370636.1|SLEB	CCAP1982_LOCUS778|CAD6991887.1|CCAP
OG0004203	LOC115625072|XP_030375820.1|SLEB	CCAP1982_LOCUS5076|CAD6996402.1|CCAP
OG0004204	LOC115621640|XP_030371238.1|SLEB	CCAP1982_LOCUS13381|CAD7005006.1|CCAP
OG0004205	LOC115632596|XP_030385681.1|SLEB	CCAP1982_LOCUS12289|CAD7003859.1|CCAP
OG0004206	LOC115624123|XP_030374579.1|SLEB	CCAP1982_LOCUS640|CAD6991727.1|CCAP
OG0004207	LOC115623577|XP_030373835.1|SLEB	CCAP1982_LOCUS4424|CAD6995717.1|CCAP
OG0004208	LOC115623619|XP_030373899.1|SLEB	CCAP1982_LOCUS5119|CAD6996447.1|CCAP
OG0004209	LOC115621873|XP_030371558.1|SLEB	CCAP1982_LOCUS2834|CAD6994062.1|CCAP
OG0004210	LOC115623671|XP_030373997.1|SLEB	CCAP1982_LOCUS2801|CAD6994024.1|CCAP
OG0004211	LOC115631904|XP_030384612.1|SLEB	CCAP1982_LOCUS8564|CAD7000060.1|CCAP
OG0004212	LOC115623636|XP_030373938.1|SLEB	CCAP1982_LOCUS4529|CAD6995827.1|CCAP
OG0004213	LOC115624474|XP_030375037.1|SLEB, LOC115623453|XP_030373669.1|SLEB	CCAP1982_LOCUS4961|CAD6996278.1|CCAP
OG0004215	LOC115623668|XP_030373998.1|SLEB	CCAP1982_LOCUS19619|CAD7011530.1|CCAP
OG0004216	LOC115632524|XP_030385580.1|SLEB	CCAP1982_LOCUS13608|CAD7005251.1|CCAP
OG0004217	LOC115622565|XP_030372397.1|SLEB	CCAP1982_LOCUS11285|CAD7002814.1|CCAP
OG0004218	LOC115629572|XP_030381923.1|SLEB, LOC115623685|XP_030374015.1|SLEB	CCAP1982_LOCUS20276|CAD7012174.1|CCAP
OG0004219	LOC115623356|XP_030373500.1|SLEB	CCAP1982_LOCUS444|CAD6991525.1|CCAP
OG0004220	LOC115623621|XP_030373903.1|SLEB	CCAP1982_LOCUS4802|CAD6996102.1|CCAP
OG0004221	LOC115623948|XP_030374371.1|SLEB, LOC115627678|XP_030379280.1|SLEB	CCAP1982_LOCUS504|CAD6991586.1|CCAP
OG0004222	LOC115624267|XP_030374752.1|SLEB	CCAP1982_LOCUS383|CAD6991458.1|CCAP
OG0004223	LOC115623475|XP_030373701.1|SLEB	CCAP1982_LOCUS385|CAD6991460.1|CCAP
OG0004224	LOC115625201|XP_030376028.1|SLEB	CCAP1982_LOCUS4556|CAD6995855.1|CCAP
OG0004226	LOC115625379|XP_030376276.1|SLEB, LOC115625118|XP_030375886.1|SLEB	CCAP1982_LOCUS4771|CAD6996064.1|CCAP
OG0004227	LOC115625451|XP_030376359.1|SLEB	CCAP1982_LOCUS5073|CAD6996398.1|CCAP
OG0004228	LOC115625071|XP_030375819.1|SLEB	CCAP1982_LOCUS5074|CAD6996400.1|CCAP
OG0004229	LOC115624998|XP_030375733.1|SLEB	CCAP1982_LOCUS20490|CAD7012402.1|CCAP
OG0004231	LOC115628390|XP_030380334.1|SLEB	CCAP1982_LOCUS12731|CAD7004311.1|CCAP
OG0004232	LOC115628393|XP_030380338.1|SLEB	CCAP1982_LOCUS12728|CAD7004308.1|CCAP
OG0004233	LOC115628392|XP_030380337.1|SLEB	CCAP1982_LOCUS12727|CAD7004307.1|CCAP
OG0004234	LOC115628253|XP_030380131.1|SLEB	CCAP1982_LOCUS12713|CAD7004293.1|CCAP
OG0004235	LOC115623444|XP_030373654.1|SLEB	CCAP1982_LOCUS602|CAD6991689.1|CCAP
OG0004236	LOC115624284|XP_030374767.1|SLEB	CCAP1982_LOCUS581|CAD6991668.1|CCAP
OG0004237	LOC115623821|XP_030374225.1|SLEB	CCAP1982_LOCUS4727|CAD6996021.1|CCAP
OG0004238	LOC115623588|XP_030373848.1|SLEB	CCAP1982_LOCUS4868|CAD6996176.1|CCAP
OG0004239	LOC115623394|XP_030373562.1|SLEB	CCAP1982_LOCUS517|CAD6991600.1|CCAP
OG0004240	LOC115623410|XP_030373580.1|SLEB	CCAP1982_LOCUS1006|CAD6992125.1|CCAP
OG0004241	LOC115624345|XP_030374856.1|SLEB	CCAP1982_LOCUS4244|CAD6995533.1|CCAP
OG0004242	LOC115624254|XP_030374739.1|SLEB	CCAP1982_LOCUS249|CAD6991320.1|CCAP
OG0004243	LOC115622897|XP_030372873.1|SLEB	CCAP1982_LOCUS12059|CAD7003617.1|CCAP
OG0004244	LOC115623539|XP_030373781.1|SLEB	CCAP1982_LOCUS2601|CAD6993805.1|CCAP
OG0004245	LOC115633057|XP_030386262.1|SLEB	CCAP1982_LOCUS12883|CAD7004478.1|CCAP
OG0004246	LOC115622381|XP_030372163.1|SLEB	CCAP1982_LOCUS13443|CAD7005079.1|CCAP
OG0004248	LOC115634395|XP_030387947.1|SLEB, LOC115633977|XP_030387358.1|SLEB	CCAP1982_LOCUS19693|CAD7011604.1|CCAP
OG0004249	LOC115632085|XP_030384908.1|SLEB	CCAP1982_LOCUS11315|CAD7002846.1|CCAP
OG0004252	LOC115624421|XP_030375018.1|SLEB	CCAP1982_LOCUS687|CAD6991782.1|CCAP
OG0004253	LOC115624130|XP_030374586.1|SLEB	CCAP1982_LOCUS265|CAD6991336.1|CCAP
OG0004254	LOC115628910|XP_030381031.1|SLEB	CCAP1982_LOCUS14677|CAD7006355.1|CCAP
OG0004256	LOC115620017|XP_030368978.1|SLEB	CCAP1982_LOCUS20328|CAD7012231.1|CCAP
OG0004257	LOC115629076|XP_030381256.1|SLEB	CCAP1982_LOCUS22697|CAD7014717.1|CCAP
OG0004258	LOC115623753|XP_030374147.1|SLEB	CCAP1982_LOCUS4253|CAD6995542.1|CCAP
OG0004259	LOC115620256|XP_030369270.1|SLEB	CCAP1982_LOCUS20332|CAD7012235.1|CCAP
OG0004260	LOC115625525|XP_030376454.1|SLEB	CCAP1982_LOCUS4546|CAD6995845.1|CCAP, CCAP1982_LOCUS4545|CAD6995844.1|CCAP
OG0004261	LOC115625532|XP_030376467.1|SLEB	CCAP1982_LOCUS4561|CAD6995860.1|CCAP
OG0004262	LOC115625256|XP_030376111.1|SLEB	CCAP1982_LOCUS4940|CAD6996257.1|CCAP
OG0004263	LOC115623809|XP_030374213.1|SLEB	CCAP1982_LOCUS4505|CAD6995801.1|CCAP, CCAP1982_LOCUS4501|CAD6995797.1|CCAP, CCAP1982_LOCUS4507|CAD6995803.1|CCAP
OG0004264	LOC115623346|XP_030373484.1|SLEB	CCAP1982_LOCUS4358|CAD6995651.1|CCAP, CCAP1982_LOCUS4362|CAD6995655.1|CCAP
OG0004265	LOC115623602|XP_030373874.1|SLEB	CCAP1982_LOCUS4383|CAD6995676.1|CCAP, CCAP1982_LOCUS4384|CAD6995677.1|CCAP, CCAP1982_LOCUS4385|CAD6995678.1|CCAP
OG0004266	LOC115625067|XP_030375810.1|SLEB	CCAP1982_LOCUS4594|CAD6995893.1|CCAP, CCAP1982_LOCUS4597|CAD6995896.1|CCAP
OG0004267	LOC115627313|XP_030378816.1|SLEB, LOC115624385|XP_030374956.1|SLEB	CCAP1982_LOCUS522|CAD6991607.1|CCAP
OG0004268	LOC115624572|XP_030375161.1|SLEB	CCAP1982_LOCUS20854|CAD7012750.1|CCAP, CCAP1982_LOCUS20851|CAD7012747.1|CCAP
OG0004269	LOC115634391|XP_030387941.1|SLEB	CCAP1982_LOCUS19685|CAD7011596.1|CCAP
OG0004271	LOC115629398|XP_030381713.1|SLEB	CCAP1982_LOCUS20302|CAD7012201.1|CCAP
OG0004272	LOC115625277|XP_030376140.1|SLEB	CCAP1982_LOCUS4340|CAD6995634.1|CCAP
OG0004273	LOC115620617|XP_030369797.1|SLEB	CCAP1982_LOCUS161|CAD6991223.1|CCAP
OG0004276	LOC115632375|XP_030385356.1|SLEB	CCAP1982_LOCUS14007|CAD7005650.1|CCAP
OG0004277	LOC115623056|XP_030373094.1|SLEB	CCAP1982_LOCUS14006|CAD7005649.1|CCAP
OG0004279	LOC115631158|XP_030383694.1|SLEB	CCAP1982_LOCUS7486|CAD6998940.1|CCAP
OG0004281	LOC115633331|XP_030386627.1|SLEB	CCAP1982_LOCUS21015|CAD7012916.1|CCAP
OG0004282	LOC115620465|XP_030369559.1|SLEB	CCAP1982_LOCUS20192|CAD7012092.1|CCAP
OG0004283	LOC115632234|XP_030385157.1|SLEB	CCAP1982_LOCUS20191|CAD7012091.1|CCAP
OG0004284	LOC115622179|XP_030371927.1|SLEB	CCAP1982_LOCUS14047|CAD7005695.1|CCAP
OG0004285	LOC115621451|XP_030370964.1|SLEB	CCAP1982_LOCUS1989|CAD6993164.1|CCAP
OG0004286	LOC115622958|XP_030372957.1|SLEB	CCAP1982_LOCUS14014|CAD7005657.1|CCAP
OG0004287	LOC115622718|XP_030372618.1|SLEB	CCAP1982_LOCUS14015|CAD7005658.1|CCAP
OG0004288	LOC115622222|XP_030371979.1|SLEB	CCAP1982_LOCUS14023|CAD7005668.1|CCAP
OG0004289	LOC115621448|XP_030370965.1|SLEB	CCAP1982_LOCUS13561|CAD7005201.1|CCAP
OG0004290	LOC115633995|XP_030387377.1|SLEB	CCAP1982_LOCUS7141|CAD6998557.1|CCAP
OG0004291	LOC115632271|XP_030385216.1|SLEB	CCAP1982_LOCUS20635|CAD7012550.1|CCAP
OG0004292	LOC115623276|XP_030373417.1|SLEB	CCAP1982_LOCUS11660|CAD7003198.1|CCAP
OG0004293	LOC115620064|XP_030369067.1|SLEB	CCAP1982_LOCUS14311|CAD7005973.1|CCAP
OG0004294	LOC115632145|XP_030385023.1|SLEB	CCAP1982_LOCUS12288|CAD7003858.1|CCAP
OG0004295	LOC115632766|XP_030385875.1|SLEB	CCAP1982_LOCUS14230|CAD7005890.1|CCAP
OG0004296	LOC115624761|XP_030375453.1|SLEB	CCAP1982_LOCUS14227|CAD7005885.1|CCAP
OG0004297	LOC115633930|XP_030387307.1|SLEB	CCAP1982_LOCUS19484|CAD7011384.1|CCAP
OG0004298	LOC115632555|XP_030385632.1|SLEB	CCAP1982_LOCUS19985|CAD7011873.1|CCAP
OG0004299	LOC115634261|XP_030387715.1|SLEB	CCAP1982_LOCUS19595|CAD7011499.1|CCAP
OG0004300	LOC115634396|XP_030387948.1|SLEB	CCAP1982_LOCUS19690|CAD7011601.1|CCAP
OG0004301	LOC115623274|XP_030373412.1|SLEB	CCAP1982_LOCUS11662|CAD7003201.1|CCAP
OG0004302	LOC115628641|XP_030380673.1|SLEB	CCAP1982_LOCUS19591|CAD7011493.1|CCAP
OG0004303	LOC115623420|XP_030373603.1|SLEB	CCAP1982_LOCUS19644|CAD7011556.1|CCAP
OG0004304	LOC115624867|XP_030375572.1|SLEB	CCAP1982_LOCUS19646|CAD7011558.1|CCAP
OG0004305	LOC115633100|XP_030386388.1|SLEB	CCAP1982_LOCUS20617|CAD7012534.1|CCAP
OG0004306	LOC115634566|XP_030388249.1|SLEB	CCAP1982_LOCUS19772|CAD7011688.1|CCAP
OG0004307	LOC115634635|XP_030388351.1|SLEB	CCAP1982_LOCUS19785|CAD7011701.1|CCAP
OG0004308	LOC115620086|XP_030369128.1|SLEB	CCAP1982_LOCUS20503|CAD7012417.1|CCAP
OG0004309	LOC115632753|XP_030385860.1|SLEB	CCAP1982_LOCUS9212|CAD7000739.1|CCAP, CCAP1982_LOCUS12833|CAD7004424.1|CCAP
OG0004310	LOC115634400|XP_030387951.1|SLEB	CCAP1982_LOCUS20266|CAD7012164.1|CCAP, CCAP1982_LOCUS20267|CAD7012165.1|CCAP
OG0004311	LOC115622427|XP_030372224.1|SLEB	CCAP1982_LOCUS13945|CAD7005585.1|CCAP
OG0004312	LOC115624549|XP_030375133.1|SLEB	CCAP1982_LOCUS19468|CAD7011364.1|CCAP
OG0004313	LOC115624605|XP_030375210.1|SLEB	CCAP1982_LOCUS20810|CAD7012703.1|CCAP
OG0004314	LOC115624941|XP_030375655.1|SLEB	CCAP1982_LOCUS20886|CAD7012784.1|CCAP
OG0004315	LOC115625536|XP_030376477.1|SLEB	CCAP1982_LOCUS20483|CAD7012393.1|CCAP
OG0004316	LOC115633882|XP_030387246.1|SLEB	CCAP1982_LOCUS20231|CAD7012133.1|CCAP
OG0004317	LOC115634731|XP_030388475.1|SLEB	CCAP1982_LOCUS21017|CAD7012918.1|CCAP
OG0004318	LOC115624540|XP_030375122.1|SLEB	CCAP1982_LOCUS19469|CAD7011365.1|CCAP
OG0004319	LOC115620025|XP_030368993.1|SLEB, LOC115620156|XP_030369143.1|SLEB	CCAP1982_LOCUS20313|CAD7012214.1|CCAP
OG0004320	LOC115624576|XP_030375170.1|SLEB	CCAP1982_LOCUS19919|CAD7011809.1|CCAP
OG0004321	LOC115631472|XP_030384086.1|SLEB	CCAP1982_LOCUS5519|CAD6996843.1|CCAP
OG0004322	LOC115621142|XP_030370559.1|SLEB	CCAP1982_LOCUS1150|CAD6992282.1|CCAP
OG0004324	LOC115628595|XP_030380640.1|SLEB	CCAP1982_LOCUS7061|CAD6998464.1|CCAP
OG0004325	LOC115624697|XP_030375371.1|SLEB	CCAP1982_LOCUS20491|CAD7012403.1|CCAP
OG0004326	LOC115624764|XP_030375457.1|SLEB	CCAP1982_LOCUS20495|CAD7012408.1|CCAP
OG0004329	LOC115631536|XP_030384173.1|SLEB	CCAP1982_LOCUS21125|CAD7013042.1|CCAP
OG0004330	LOC115634711|XP_030388452.1|SLEB	CCAP1982_LOCUS21139|CAD7013058.1|CCAP
OG0004331	LOC115630621|XP_030383114.1|SLEB	CCAP1982_LOCUS20282|CAD7012180.1|CCAP
OG0004332	LOC115625879|XP_030376956.1|SLEB	CCAP1982_LOCUS5850|CAD6997212.1|CCAP, CCAP1982_LOCUS5685|CAD6997026.1|CCAP
OG0004333	LOC115631888|XP_030384597.1|SLEB	CCAP1982_LOCUS8606|CAD7000111.1|CCAP
OG0004334	LOC115631243|XP_030383813.1|SLEB	CCAP1982_LOCUS7401|CAD6998852.1|CCAP
OG0004335	LOC115624647|XP_030375283.1|SLEB	CCAP1982_LOCUS20911|CAD7012811.1|CCAP, CCAP1982_LOCUS20912|CAD7012812.1|CCAP
OG0004336	LOC115624565|XP_030375154.1|SLEB	CCAP1982_LOCUS20900|CAD7012800.1|CCAP
OG0004337	LOC115631769|XP_030384464.1|SLEB	CCAP1982_LOCUS8867|CAD7000392.1|CCAP
OG0004338	LOC115632464|XP_030385484.1|SLEB	CCAP1982_LOCUS20627|CAD7012541.1|CCAP
OG0004339	LOC115633742|XP_030387076.1|SLEB	CCAP1982_LOCUS20486|CAD7012396.1|CCAP
OG0004340	LOC115633741|XP_030387075.1|SLEB	CCAP1982_LOCUS20485|CAD7012395.1|CCAP
OG0004341	LOC115630600|XP_030383080.1|SLEB	CCAP1982_LOCUS20884|CAD7012781.1|CCAP
OG0004342	LOC115624904|XP_030375613.1|SLEB	CCAP1982_LOCUS19844|CAD7011732.1|CCAP, CCAP1982_LOCUS19847|CAD7011735.1|CCAP
OG0004343	LOC115624743|XP_030375430.1|SLEB	CCAP1982_LOCUS20612|CAD7012529.1|CCAP, CCAP1982_LOCUS20611|CAD7012528.1|CCAP
OG0004344	LOC115624508|XP_030375076.1|SLEB	CCAP1982_LOCUS20599|CAD7012516.1|CCAP
OG0004345	LOC115625828|XP_030376880.1|SLEB	CCAP1982_LOCUS20472|CAD7012380.1|CCAP
OG0004346	LOC115624493|XP_030375059.1|SLEB	CCAP1982_LOCUS20474|CAD7012382.1|CCAP
OG0004347	LOC115623794|XP_030374199.1|SLEB	CCAP1982_LOCUS20479|CAD7012387.1|CCAP, CCAP1982_LOCUS20480|CAD7012388.1|CCAP
OG0004348	LOC115631293|XP_030383905.1|SLEB	CCAP1982_LOCUS21114|CAD7013029.1|CCAP
OG0004349	LOC115625052|XP_030375770.1|SLEB	CCAP1982_LOCUS21124|CAD7013040.1|CCAP
OG0004351	LOC115633675|XP_030386985.1|SLEB	CCAP1982_LOCUS19464|CAD7011362.1|CCAP
OG0004352	LOC115621805|XP_030371448.1|SLEB	CCAP1982_LOCUS2753|CAD6993968.1|CCAP
OG0004353	LOC115620767|XP_030370029.1|SLEB	CCAP1982_LOCUS2747|CAD6993962.1|CCAP
OG0004354	LOC115621576|XP_030371126.1|SLEB	CCAP1982_LOCUS2751|CAD6993966.1|CCAP
OG0004355	LOC115623543|XP_030373788.1|SLEB	CCAP1982_LOCUS5165|CAD6996496.1|CCAP, CCAP1982_LOCUS5164|CAD6996495.1|CCAP
OG0004356	LOC115624526|XP_030375105.1|SLEB	CCAP1982_LOCUS20165|CAD7012063.1|CCAP
OG0004358	LOC115633856|XP_030387208.1|SLEB	CCAP1982_LOCUS21032|CAD7012936.1|CCAP
OG0004359	LOC115629288|XP_030381592.1|SLEB	CCAP1982_LOCUS21069|CAD7012978.1|CCAP
OG0004360	LOC115623273|XP_030373415.1|SLEB	CCAP1982_LOCUS11657|CAD7003195.1|CCAP
OG0004361	LOC115624054|XP_030374495.1|SLEB	CCAP1982_LOCUS124|CAD6991186.1|CCAP
OG0004362	LOC115622730|XP_030372631.1|SLEB	CCAP1982_LOCUS11528|CAD7003065.1|CCAP
OG0004364	LOC115624722|XP_030375403.1|SLEB	CCAP1982_LOCUS19437|CAD7011332.1|CCAP
OG0004365	LOC115624285|XP_030374771.1|SLEB	CCAP1982_LOCUS20373|CAD7012277.1|CCAP
OG0004366	LOC115631160|XP_030383696.1|SLEB	CCAP1982_LOCUS7487|CAD6998941.1|CCAP
OG0004367	LOC115628168|XP_030380007.1|SLEB	CCAP1982_LOCUS13679|CAD7005319.1|CCAP
OG0004368	LOC115632470|XP_030385499.1|SLEB	CCAP1982_LOCUS14639|CAD7006317.1|CCAP
OG0004369	LOC115634177|XP_030387623.1|SLEB	CCAP1982_LOCUS21012|CAD7012913.1|CCAP
OG0004370	LOC115624967|XP_030375680.1|SLEB	CCAP1982_LOCUS20189|CAD7012089.1|CCAP, CCAP1982_LOCUS20190|CAD7012090.1|CCAP
OG0004371	LOC115627236|XP_030378719.1|SLEB	CCAP1982_LOCUS19661|CAD7011573.1|CCAP, CCAP1982_LOCUS19662|CAD7011574.1|CCAP
OG0004372	LOC115633546|XP_030386866.1|SLEB	CCAP1982_LOCUS19495|CAD7011395.1|CCAP
OG0004373	LOC115624656|XP_030375297.1|SLEB	CCAP1982_LOCUS19403|CAD7011296.1|CCAP
OG0004374	LOC115634519|XP_030388146.1|SLEB	CCAP1982_LOCUS20457|CAD7012363.1|CCAP
OG0004375	LOC115622625|XP_030372492.1|SLEB	CCAP1982_LOCUS11837|CAD7003378.1|CCAP
OG0004377	LOC115632287|XP_030385240.1|SLEB	CCAP1982_LOCUS12327|CAD7003898.1|CCAP
OG0004378	LOC115634026|XP_030387421.1|SLEB	CCAP1982_LOCUS19863|CAD7011751.1|CCAP, CCAP1982_LOCUS19864|CAD7011752.1|CCAP
OG0004379	LOC115620048|XP_030369029.1|SLEB	CCAP1982_LOCUS20371|CAD7012275.1|CCAP
OG0004380	LOC115632224|XP_030385146.1|SLEB	CCAP1982_LOCUS20249|CAD7012152.1|CCAP
OG0004381	LOC115620204|XP_030369199.1|SLEB	CCAP1982_LOCUS4217|CAD6995504.1|CCAP
OG0004382	LOC115628145|XP_030379976.1|SLEB	CCAP1982_LOCUS20042|CAD7011930.1|CCAP
OG0004383	LOC115621111|XP_030370516.1|SLEB	CCAP1982_LOCUS19729|CAD7011642.1|CCAP
OG0004384	LOC115634814|XP_030388591.1|SLEB	CCAP1982_LOCUS19730|CAD7011643.1|CCAP
