Orthogroup	SLEB.longest_only	CPIP.longest_only
OG0004867	LOC115619999|XP_030368948.1|SLEB	LOC120416821|XP_039434642.1|CPIP
OG0004868	LOC115620001|XP_030368950.1|SLEB	LOC120421749|XP_039440956.1|CPIP
OG0004869	LOC115633848|XP_030387200.1|SLEB	LOC120425223|XP_039445588.1|CPIP, LOC120422861|XP_039442344.1|CPIP
OG0004870	LOC115621242|XP_030370697.1|SLEB	LOC120422873|XP_039442354.1|CPIP
OG0004871	LOC115619982|XP_030368882.1|SLEB	LOC120422839|XP_039442314.1|CPIP
OG0004872	LOC115634788|XP_030388556.1|SLEB	LOC120417412|XP_039435388.1|CPIP
OG0004873	LOC115631089|XP_030383597.1|SLEB	LOC120424174|XP_039444160.1|CPIP
OG0004874	LOC115623752|XP_030374146.1|SLEB	LOC120424203|XP_039444196.1|CPIP
OG0004875	LOC115628767|XP_030380842.1|SLEB	LOC120424167|XP_039444151.1|CPIP
OG0004876	LOC115627085|XP_030378495.1|SLEB	LOC120424182|XP_039444171.1|CPIP
OG0004877	LOC115627860|XP_030379581.1|SLEB	LOC120429772|XP_039450763.1|CPIP
OG0004878	LOC115633649|XP_030386951.1|SLEB	LOC120417821|XP_039435968.1|CPIP
OG0004879	LOC115633632|XP_030386930.1|SLEB	LOC120417831|XP_039435981.1|CPIP
OG0004880	LOC115633865|XP_030387220.1|SLEB	LOC120417822|XP_039435970.1|CPIP
OG0004881	LOC115624674|XP_030375331.1|SLEB	LOC120417810|XP_039435943.1|CPIP
OG0004882	LOC115633149|XP_030386419.1|SLEB	LOC120417799|XP_039435931.1|CPIP
OG0004883	LOC115632404|XP_030385399.1|SLEB	LOC120417828|XP_039435978.1|CPIP
OG0004884	LOC115634744|XP_030388491.1|SLEB	LOC120424430|XP_039444484.1|CPIP
OG0004885	LOC115633799|XP_030387142.1|SLEB	LOC120422844|XP_039442322.1|CPIP
OG0004886	LOC115631349|XP_030383929.1|SLEB	LOC120422848|XP_039442327.1|CPIP
OG0004887	LOC115624215|XP_030374687.1|SLEB, LOC115632114|XP_030384971.1|SLEB	LOC120422887|XP_039442382.1|CPIP
OG0004888	LOC115634508|XP_030388134.1|SLEB	LOC120422888|XP_039442383.1|CPIP
OG0004889	LOC115620329|XP_030369397.1|SLEB	LOC120427439|XP_039448236.1|CPIP
OG0004890	LOC115627797|XP_030379488.1|SLEB	LOC120427506|XP_039448300.1|CPIP
OG0004891	LOC115629265|XP_030381549.1|SLEB	LOC120427064|XP_039447839.1|CPIP
OG0004892	LOC115633970|XP_030387351.1|SLEB	LOC120419740|XP_039438476.1|CPIP, LOC120427540|XP_039448346.1|CPIP
OG0004893	LOC115629944|XP_030382452.1|SLEB	LOC120419741|XP_039438477.1|CPIP
OG0004894	LOC115634805|XP_030388577.1|SLEB	LOC120419758|XP_039438515.1|CPIP
OG0004895	LOC115633311|XP_030386604.1|SLEB	LOC120419513|XP_039438147.1|CPIP
OG0004896	LOC115626833|XP_030378177.1|SLEB	LOC120419502|XP_039438134.1|CPIP
OG0004897	LOC115624567|XP_030375159.1|SLEB	LOC120419488|XP_039438109.1|CPIP
OG0004898	LOC115619989|XP_030368922.1|SLEB	LOC120429766|XP_039450751.1|CPIP
OG0004899	LOC115619944|XP_030368831.1|SLEB	LOC120417817|XP_039435956.1|CPIP
OG0004900	LOC115628005|XP_030379787.1|SLEB	LOC120430254|XP_039451273.1|CPIP, LOC120419727|XP_039438456.1|CPIP
OG0004901	LOC115628933|XP_030381069.1|SLEB	LOC120419760|XP_039438521.1|CPIP
OG0004902	LOC115622200|XP_030371954.1|SLEB	LOC120419747|XP_039438485.1|CPIP
OG0004903	LOC115634353|XP_030387871.1|SLEB	LOC120419501|XP_039438131.1|CPIP
OG0004904	LOC115620239|XP_030369246.1|SLEB	LOC120426376|XP_039447069.1|CPIP, LOC120423499|XP_039443274.1|CPIP
OG0004905	LOC115620009|XP_030368968.1|SLEB	LOC120423497|XP_039443271.1|CPIP
OG0004906	LOC115632445|XP_030385451.1|SLEB	LOC120426768|XP_039447479.1|CPIP
OG0004907	LOC115632385|XP_030385374.1|SLEB	LOC120417418|XP_039435395.1|CPIP
OG0004908	LOC115632334|XP_030385299.1|SLEB	LOC120423174|XP_039442795.1|CPIP
OG0004909	LOC115633072|XP_030386303.1|SLEB	LOC120416585|XP_039434255.1|CPIP
OG0004910	LOC115633071|XP_030386301.1|SLEB	LOC120416538|XP_039434192.1|CPIP
OG0004911	LOC115632917|XP_030386068.1|SLEB, LOC115626804|XP_030378134.1|SLEB	LOC120416552|XP_039434217.1|CPIP
OG0004912	LOC115632563|XP_030385641.1|SLEB	LOC120426924|XP_039447665.1|CPIP
OG0004913	LOC115620003|XP_030368951.1|SLEB	LOC120422648|XP_039442087.1|CPIP
OG0004914	LOC115623750|XP_030374148.1|SLEB	LOC120422631|XP_039442063.1|CPIP
OG0004915	LOC115624590|XP_030375192.1|SLEB	LOC120422646|XP_039442083.1|CPIP
OG0004916	LOC115620053|XP_030369046.1|SLEB	LOC120422641|XP_039442075.1|CPIP
OG0004917	LOC115624975|XP_030375687.1|SLEB	LOC120422643|XP_039442079.1|CPIP
OG0004918	LOC115624972|XP_030375683.1|SLEB	LOC120422640|XP_039442072.1|CPIP
OG0004919	LOC115621374|XP_030370861.1|SLEB	LOC120422650|XP_039442089.1|CPIP, LOC120431519|XP_039452550.1|CPIP
OG0004920	LOC115623162|XP_030373237.1|SLEB	LOC120431636|XP_039452679.1|CPIP
OG0004921	LOC115628223|XP_030380079.1|SLEB	LOC120431634|XP_039452676.1|CPIP
OG0004922	LOC115633155|XP_030386425.1|SLEB	LOC120418866|XP_039437334.1|CPIP
OG0004923	LOC115625669|XP_030376664.1|SLEB, LOC115624792|XP_030375495.1|SLEB	LOC120424806|XP_039444954.1|CPIP
OG0004924	LOC115632679|XP_030385772.1|SLEB	LOC120427564|XP_039448372.1|CPIP
OG0004925	LOC115632171|XP_030385060.1|SLEB	LOC120412891|XP_039429455.1|CPIP, LOC120431903|XP_039452968.1|CPIP
OG0004926	LOC115623059|XP_030373098.1|SLEB	LOC120412884|XP_039429446.1|CPIP
OG0004927	LOC115632977|XP_030386148.1|SLEB	LOC120412863|XP_039429418.1|CPIP
OG0004928	LOC115634361|XP_030387940.1|SLEB	LOC120429044|XP_039450117.1|CPIP, LOC120422915|XP_039442419.1|CPIP
OG0004929	LOC115628308|XP_030380218.1|SLEB	LOC120426037|XP_039446650.1|CPIP
OG0004930	LOC115624604|XP_030375213.1|SLEB	LOC120427565|XP_039448373.1|CPIP
OG0004931	LOC115623097|XP_030373166.1|SLEB	LOC120425596|XP_039446112.1|CPIP
OG0004932	LOC115632714|XP_030385816.1|SLEB	LOC120425587|XP_039446099.1|CPIP
OG0004933	LOC115628443|XP_030380421.1|SLEB	LOC120425591|XP_039446106.1|CPIP
OG0004934	LOC115633957|XP_030387335.1|SLEB	LOC120425588|XP_039446101.1|CPIP
OG0004935	LOC115620019|XP_030368983.1|SLEB	LOC120417422|XP_039435400.1|CPIP
OG0004936	LOC115622742|XP_030372649.1|SLEB	LOC120426884|XP_039447623.1|CPIP
OG0004937	LOC115632386|XP_030385375.1|SLEB	LOC120427105|XP_039447892.1|CPIP
OG0004938	LOC115622824|XP_030372759.1|SLEB	LOC120417765|XP_039435860.1|CPIP, LOC120427032|XP_039447792.1|CPIP
OG0004939	LOC115633722|XP_030387048.1|SLEB, LOC115633745|XP_030387078.1|SLEB	LOC120427495|XP_039448288.1|CPIP
OG0004940	LOC115623825|XP_030374233.1|SLEB	LOC120426842|XP_039447566.1|CPIP
OG0004941	LOC115632715|XP_030385818.1|SLEB	LOC120428979|XP_039450047.1|CPIP
OG0004942	LOC115622719|XP_030372619.1|SLEB	LOC120428978|XP_039450045.1|CPIP
OG0004943	LOC115622485|XP_030372291.1|SLEB	LOC120428981|XP_039450054.1|CPIP
OG0004944	LOC115622588|XP_030372443.1|SLEB	LOC120424382|XP_039444415.1|CPIP
OG0004945	LOC115625172|XP_030375991.1|SLEB	LOC120432598|XP_039453771.1|CPIP
OG0004946	LOC115628180|XP_030380027.1|SLEB	LOC120426825|XP_039447549.1|CPIP
OG0004947	LOC115628241|XP_030380114.1|SLEB	LOC120426907|XP_039447650.1|CPIP
OG0004948	LOC115628411|XP_030380359.1|SLEB	LOC120422890|XP_039442388.1|CPIP
OG0004949	LOC115628362|XP_030380299.1|SLEB	LOC120422851|XP_039442331.1|CPIP
OG0004950	LOC115632909|XP_030386059.1|SLEB	LOC120422855|XP_039442337.1|CPIP
OG0004951	LOC115621224|XP_030370670.1|SLEB	LOC120422833|XP_039442304.1|CPIP
OG0004952	LOC115632666|XP_030385760.1|SLEB	LOC120422881|XP_039442375.1|CPIP
OG0004953	LOC115632183|XP_030385077.1|SLEB	LOC120422824|XP_039442293.1|CPIP
OG0004954	LOC115632483|XP_030385518.1|SLEB	LOC120426107|XP_039446747.1|CPIP
OG0004955	LOC115622606|XP_030372464.1|SLEB	LOC120426297|XP_039446983.1|CPIP
OG0004956	LOC115634411|XP_030387967.1|SLEB	LOC120425879|XP_039446437.1|CPIP
OG0004957	LOC115632455|XP_030385471.1|SLEB	LOC120425349|XP_039445784.1|CPIP
OG0004958	LOC115632451|XP_030385462.1|SLEB	LOC120428812|XP_039449847.1|CPIP
OG0004959	LOC115632889|XP_030386030.1|SLEB	LOC120428821|XP_039449862.1|CPIP
OG0004960	LOC115632319|XP_030385282.1|SLEB	LOC120428816|XP_039449853.1|CPIP
OG0004961	LOC115627004|XP_030378384.1|SLEB	LOC120428817|XP_039449857.1|CPIP
OG0004962	LOC115632199|XP_030385105.1|SLEB	LOC120425973|XP_039446561.1|CPIP
OG0004963	LOC115621909|XP_030371604.1|SLEB	LOC120425970|XP_039446557.1|CPIP
OG0004964	LOC115623234|XP_030373343.1|SLEB	LOC120429650|XP_039450609.1|CPIP
OG0004965	LOC115622930|XP_030372918.1|SLEB	LOC120415766|XP_039433307.1|CPIP
OG0004966	LOC115623278|XP_030373420.1|SLEB	LOC120415744|XP_039433284.1|CPIP
OG0004967	LOC115633851|XP_030387202.1|SLEB	LOC120415760|XP_039433301.1|CPIP
OG0004968	LOC115624652|XP_030375292.1|SLEB	LOC120428571|XP_039449538.1|CPIP
OG0004969	LOC115634209|XP_030387661.1|SLEB	LOC120428563|XP_039449525.1|CPIP
OG0004970	LOC115632640|XP_030385730.1|SLEB	LOC120428564|XP_039449526.1|CPIP
OG0004971	LOC115632164|XP_030385051.1|SLEB	LOC120428565|XP_039449529.1|CPIP
OG0004972	LOC115622906|XP_030372889.1|SLEB	LOC120427235|XP_039448033.1|CPIP
OG0004973	LOC115633118|XP_030386367.1|SLEB	LOC120424872|XP_039445064.1|CPIP
OG0004974	LOC115632605|XP_030385692.1|SLEB	LOC120424881|XP_039445079.1|CPIP
OG0004975	LOC115624990|XP_030375718.1|SLEB	LOC120424792|XP_039444934.1|CPIP
OG0004976	LOC115628343|XP_030380267.1|SLEB	LOC120424794|XP_039444938.1|CPIP
OG0004977	LOC115620170|XP_030369161.1|SLEB	LOC120418885|XP_039437352.1|CPIP
OG0004978	LOC115623560|XP_030373820.1|SLEB	LOC120418867|XP_039437336.1|CPIP
OG0004979	LOC115622514|XP_030372328.1|SLEB	LOC120430073|XP_039451100.1|CPIP
OG0004980	LOC115622844|XP_030372785.1|SLEB	LOC120430112|XP_039451134.1|CPIP
OG0004981	LOC115633670|XP_030386975.1|SLEB	LOC120426778|XP_039447488.1|CPIP
OG0004982	LOC115633824|XP_030387171.1|SLEB	LOC120426620|XP_039447351.1|CPIP
OG0004983	LOC115632288|XP_030385241.1|SLEB	LOC120427270|XP_039448061.1|CPIP
OG0004984	LOC115622800|XP_030372725.1|SLEB	LOC120422850|XP_039442330.1|CPIP
OG0004985	LOC115628369|XP_030380305.1|SLEB	LOC120430756|XP_039451801.1|CPIP, LOC120430313|XP_039451340.1|CPIP
OG0004986	LOC115622315|XP_030372081.1|SLEB	LOC120416551|XP_039434215.1|CPIP
OG0004987	LOC115632953|XP_030386110.1|SLEB	LOC120430753|XP_039451794.1|CPIP
OG0004988	LOC115628250|XP_030380126.1|SLEB	LOC120430322|XP_039451355.1|CPIP, LOC120430752|XP_039451793.1|CPIP
OG0004989	LOC115632449|XP_030385459.1|SLEB	LOC120416557|XP_039434223.1|CPIP
OG0004990	LOC115634248|XP_030387702.1|SLEB	LOC120429257|XP_039450406.1|CPIP
OG0004991	LOC115634751|XP_030388501.1|SLEB	LOC120420680|XP_039439711.1|CPIP
OG0004992	LOC115634752|XP_030388503.1|SLEB	LOC120420662|XP_039439690.1|CPIP
OG0004994	LOC115628405|XP_030380354.1|SLEB	LOC120428626|XP_039449609.1|CPIP
OG0004995	LOC115632732|XP_030385838.1|SLEB	LOC120431470|XP_039452518.1|CPIP
OG0004996	LOC115632332|XP_030385297.1|SLEB	LOC120431466|XP_039452514.1|CPIP
OG0004997	LOC115624930|XP_030375644.1|SLEB	LOC120427040|XP_039447803.1|CPIP
OG0004998	LOC115634227|XP_030387678.1|SLEB	LOC120421548|XP_039440708.1|CPIP
OG0004999	LOC115622896|XP_030372872.1|SLEB	LOC120421540|XP_039440703.1|CPIP
OG0005000	LOC115622262|XP_030372027.1|SLEB	LOC120421541|XP_039440704.1|CPIP
OG0005001	LOC115623045|XP_030373081.1|SLEB	LOC120421537|XP_039440696.1|CPIP
OG0005002	LOC115623966|XP_030374394.1|SLEB	LOC120420113|XP_039438996.1|CPIP
OG0005003	LOC115633139|XP_030386406.1|SLEB	LOC120413162|XP_039429804.1|CPIP
OG0005004	LOC115622566|XP_030372398.1|SLEB	LOC120413190|XP_039429837.1|CPIP
OG0005005	LOC115634528|XP_030388194.1|SLEB	LOC120413212|XP_039429865.1|CPIP
OG0005006	LOC115632177|XP_030385069.1|SLEB	LOC120413177|XP_039429823.1|CPIP
OG0005007	LOC115632705|XP_030385803.1|SLEB	LOC120419238|XP_039437828.1|CPIP, LOC120413182|XP_039429830.1|CPIP
OG0005008	LOC115622417|XP_030372210.1|SLEB	LOC120413179|XP_039429826.1|CPIP
OG0005009	LOC115628541|XP_030380562.1|SLEB	LOC120413184|XP_039429832.1|CPIP
OG0005010	LOC115624360|XP_030374927.1|SLEB	LOC120428755|XP_039449771.1|CPIP
OG0005011	LOC115634583|XP_030388276.1|SLEB	LOC120428747|XP_039449759.1|CPIP
OG0005012	LOC115622677|XP_030372554.1|SLEB	LOC120413225|XP_039429885.1|CPIP
OG0005013	LOC115625382|XP_030376278.1|SLEB	LOC120418477|XP_039436847.1|CPIP
OG0005014	LOC115632527|XP_030385584.1|SLEB	LOC120413164|XP_039429808.1|CPIP
OG0005015	LOC115622693|XP_030372579.1|SLEB	LOC120413196|XP_039429845.1|CPIP
OG0005016	LOC115622379|XP_030372162.1|SLEB	LOC120418495|XP_039436866.1|CPIP
OG0005017	LOC115623282|XP_030373424.1|SLEB	LOC120424863|XP_039445050.1|CPIP
OG0005018	LOC115628245|XP_030380121.1|SLEB	LOC120424831|XP_039444993.1|CPIP
OG0005019	LOC115632101|XP_030384942.1|SLEB	LOC120424830|XP_039444992.1|CPIP
OG0005020	LOC115633635|XP_030386933.1|SLEB	LOC120420088|XP_039438953.1|CPIP
OG0005021	LOC115631703|XP_030384389.1|SLEB	LOC120420066|XP_039438919.1|CPIP
OG0005022	LOC115628289|XP_030380196.1|SLEB	LOC120420060|XP_039438908.1|CPIP
OG0005023	LOC115626651|XP_030377919.1|SLEB	LOC120420061|XP_039438909.1|CPIP
OG0005024	LOC115628408|XP_030380357.1|SLEB	LOC120420111|XP_039438993.1|CPIP
OG0005025	LOC115622915|XP_030372899.1|SLEB	LOC120429151|XP_039450290.1|CPIP
OG0005026	LOC115622161|XP_030371890.1|SLEB	LOC120429157|XP_039450299.1|CPIP
OG0005027	LOC115628247|XP_030380122.1|SLEB	LOC120416524|XP_039434174.1|CPIP
OG0005028	LOC115620749|XP_030370004.1|SLEB	LOC120416510|XP_039434161.1|CPIP
OG0005029	LOC115632333|XP_030385298.1|SLEB	LOC120416487|XP_039434140.1|CPIP
OG0005030	LOC115620523|XP_030369649.1|SLEB	LOC120428830|XP_039449875.1|CPIP
OG0005031	LOC115632247|XP_030385168.1|SLEB	LOC120430776|XP_039451819.1|CPIP
OG0005032	LOC115623240|XP_030373358.1|SLEB	LOC120413472|XP_039430243.1|CPIP
OG0005033	LOC115622332|XP_030372102.1|SLEB	LOC120413444|XP_039430207.1|CPIP
OG0005034	LOC115622328|XP_030372097.1|SLEB	LOC120429603|XP_039450569.1|CPIP
OG0005035	LOC115623241|XP_030373359.1|SLEB	LOC120418036|XP_039436215.1|CPIP
OG0005036	LOC115622248|XP_030372006.1|SLEB	LOC120418030|XP_039436211.1|CPIP
OG0005037	LOC115633033|XP_030386237.1|SLEB	LOC120418031|XP_039436212.1|CPIP
OG0005038	LOC115632253|XP_030385181.1|SLEB	LOC120418931|XP_039437401.1|CPIP
OG0005039	LOC115630660|XP_030383162.1|SLEB	LOC120418922|XP_039437386.1|CPIP
OG0005040	LOC115623256|XP_030373386.1|SLEB	LOC120418912|XP_039437374.1|CPIP
OG0005041	LOC115632856|XP_030385976.1|SLEB	LOC120418938|XP_039437410.1|CPIP
OG0005042	LOC115622612|XP_030372473.1|SLEB	LOC120418910|XP_039437372.1|CPIP
OG0005043	LOC115634669|XP_030388389.1|SLEB	LOC120418914|XP_039437379.1|CPIP
OG0005044	LOC115634667|XP_030388386.1|SLEB	LOC120418909|XP_039437370.1|CPIP
OG0005049	LOC115622500|XP_030372307.1|SLEB	LOC120420676|XP_039439708.1|CPIP
OG0005050	LOC115625823|XP_030376877.1|SLEB	LOC120420647|XP_039439660.1|CPIP
OG0005051	LOC115622834|XP_030372773.1|SLEB	LOC120420652|XP_039439670.1|CPIP
OG0005052	LOC115622832|XP_030372771.1|SLEB	LOC120420674|XP_039439705.1|CPIP
OG0005053	LOC115625822|XP_030376873.1|SLEB	LOC120412395|XP_039428779.1|CPIP
OG0005054	LOC115624670|XP_030375323.1|SLEB	LOC120412373|XP_039428730.1|CPIP
OG0005055	LOC115629558|XP_030381909.1|SLEB	LOC120412398|XP_039428788.1|CPIP
OG0005056	LOC115629596|XP_030381985.1|SLEB	LOC120412424|XP_039428819.1|CPIP
OG0005057	LOC115628243|XP_030380116.1|SLEB	LOC120413439|XP_039430188.1|CPIP
OG0005058	LOC115622987|XP_030373002.1|SLEB	LOC120413476|XP_039430249.1|CPIP
OG0005059	LOC115633213|XP_030386498.1|SLEB	LOC120414620|XP_039431784.1|CPIP
OG0005060	LOC115626401|XP_030377627.1|SLEB	LOC120414643|XP_039431813.1|CPIP
OG0005061	LOC115625906|XP_030376997.1|SLEB	LOC120414619|XP_039431782.1|CPIP, LOC120431867|XP_039452934.1|CPIP
OG0005062	LOC115625029|XP_030375737.1|SLEB	LOC120412582|XP_039429026.1|CPIP
OG0005063	LOC115633802|XP_030387144.1|SLEB	LOC120421550|XP_039440711.1|CPIP
OG0005064	LOC115622957|XP_030372956.1|SLEB	LOC120424851|XP_039445034.1|CPIP
OG0005065	LOC115631957|XP_030384679.1|SLEB	LOC120412906|XP_039429472.1|CPIP
OG0005066	LOC115633703|XP_030387023.1|SLEB	LOC120412896|XP_039429460.1|CPIP
OG0005067	LOC115622066|XP_030371789.1|SLEB	LOC120430655|XP_039451695.1|CPIP
OG0005068	LOC115622636|XP_030372504.1|SLEB	LOC120428827|XP_039449869.1|CPIP
OG0005069	LOC115622736|XP_030372640.1|SLEB	LOC120422298|XP_039441624.1|CPIP
OG0005070	LOC115623727|XP_030374084.1|SLEB	LOC120420354|XP_039439284.1|CPIP
OG0005071	LOC115622745|XP_030372653.1|SLEB	LOC120420358|XP_039439291.1|CPIP
OG0005072	LOC115627758|XP_030379403.1|SLEB	LOC120426781|XP_039447489.1|CPIP
OG0005073	LOC115633633|XP_030386931.1|SLEB	LOC120416575|XP_039434242.1|CPIP
OG0005074	LOC115632475|XP_030385507.1|SLEB	LOC120416564|XP_039434229.1|CPIP
OG0005075	LOC115633655|XP_030386960.1|SLEB	LOC120420073|XP_039438930.1|CPIP
OG0005076	LOC115629759|XP_030382168.1|SLEB	LOC120420080|XP_039438941.1|CPIP
OG0005078	LOC115632733|XP_030385839.1|SLEB	LOC120419978|XP_039438787.1|CPIP
OG0005079	LOC115631545|XP_030384194.1|SLEB	LOC120414138|XP_039431106.1|CPIP
OG0005080	LOC115632408|XP_030385403.1|SLEB	LOC120418547|XP_039436913.1|CPIP
OG0005081	LOC115621269|XP_030370733.1|SLEB	LOC120418527|XP_039436897.1|CPIP
OG0005082	LOC115633781|XP_030387118.1|SLEB	LOC120418528|XP_039436899.1|CPIP
OG0005083	LOC115627234|XP_030378716.1|SLEB	LOC120418530|XP_039436900.1|CPIP
OG0005084	LOC115623052|XP_030373091.1|SLEB	LOC120426203|XP_039446841.1|CPIP, LOC120425234|XP_039445598.1|CPIP
OG0005085	LOC115623048|XP_030373087.1|SLEB	LOC120426209|XP_039446849.1|CPIP, LOC120431432|XP_039452487.1|CPIP
OG0005086	LOC115619998|XP_030368947.1|SLEB	LOC120426204|XP_039446847.1|CPIP, LOC120431430|XP_039452485.1|CPIP
OG0005087	LOC115622893|XP_030372864.1|SLEB	LOC120431426|XP_039452480.1|CPIP
OG0005088	LOC115624548|XP_030375135.1|SLEB	LOC120414436|XP_039431555.1|CPIP
OG0005089	LOC115624538|XP_030375125.1|SLEB	LOC120414481|XP_039431609.1|CPIP
OG0005090	LOC115629424|XP_030381739.1|SLEB	LOC120432578|XP_039453744.1|CPIP
OG0005091	LOC115632048|XP_030384885.1|SLEB	LOC120414463|XP_039431586.1|CPIP
OG0005092	LOC115628332|XP_030380253.1|SLEB	LOC120426140|XP_039446791.1|CPIP
OG0005093	LOC115622478|XP_030372282.1|SLEB	LOC120426135|XP_039446771.1|CPIP
OG0005094	LOC115632185|XP_030385080.1|SLEB	LOC120417615|XP_039435663.1|CPIP
OG0005095	LOC115621541|XP_030371070.1|SLEB	LOC120417605|XP_039435645.1|CPIP
OG0005096	LOC115629054|XP_030381224.1|SLEB	LOC120417619|XP_039435667.1|CPIP
OG0005097	LOC115628609|XP_030380656.1|SLEB	LOC120416046|XP_039433637.1|CPIP
OG0005098	LOC115631127|XP_030383665.1|SLEB	LOC120416047|XP_039433639.1|CPIP
OG0005099	LOC115633906|XP_030387275.1|SLEB	LOC120423595|XP_039443390.1|CPIP
OG0005100	LOC115625598|XP_030376583.1|SLEB	LOC120423622|XP_039443424.1|CPIP
OG0005101	LOC115623496|XP_030373733.1|SLEB	LOC120423604|XP_039443403.1|CPIP
OG0005102	LOC115634690|XP_030388415.1|SLEB	LOC120419517|XP_039438151.1|CPIP
OG0005103	LOC115620967|XP_030370351.1|SLEB	LOC120419522|XP_039438166.1|CPIP
OG0005104	LOC115628556|XP_030380578.1|SLEB	LOC120413407|XP_039430146.1|CPIP
OG0005105	LOC115632707|XP_030385808.1|SLEB	LOC120413431|XP_039430176.1|CPIP
OG0005106	LOC115623213|XP_030373312.1|SLEB	LOC120413416|XP_039430155.1|CPIP
OG0005107	LOC115632456|XP_030385472.1|SLEB	LOC120413382|XP_039430114.1|CPIP
OG0005108	LOC115634287|XP_030387801.1|SLEB	LOC120430837|XP_039451887.1|CPIP, LOC120430388|XP_039451427.1|CPIP
OG0005109	LOC115627488|XP_030379031.1|SLEB	LOC120417530|XP_039435546.1|CPIP
OG0005110	LOC115633102|XP_030386343.1|SLEB	LOC120420040|XP_039438875.1|CPIP
OG0005111	LOC115632486|XP_030385523.1|SLEB	LOC120427787|XP_039448643.1|CPIP
OG0005112	LOC115624667|XP_030375320.1|SLEB	LOC120427785|XP_039448640.1|CPIP
OG0005113	LOC115632539|XP_030385606.1|SLEB	LOC120427783|XP_039448638.1|CPIP
OG0005114	LOC115622722|XP_030372623.1|SLEB	LOC120429198|XP_039450340.1|CPIP
OG0005115	LOC115630559|XP_030383032.1|SLEB	LOC120422286|XP_039441610.1|CPIP
OG0005116	LOC115632479|XP_030385513.1|SLEB	LOC120424974|XP_039445264.1|CPIP
OG0005117	LOC115629103|XP_030381284.1|SLEB	LOC120424977|XP_039445268.1|CPIP
OG0005118	LOC115625693|XP_030376693.1|SLEB	LOC120424982|XP_039445284.1|CPIP
OG0005119	LOC115631427|XP_030384109.1|SLEB	LOC120431356|XP_039452418.1|CPIP
OG0005120	LOC115622963|XP_030372971.1|SLEB	LOC120421624|XP_039440786.1|CPIP
OG0005121	LOC115633972|XP_030387356.1|SLEB	LOC120421674|XP_039440838.1|CPIP
OG0005122	LOC115622648|XP_030372519.1|SLEB	LOC120424488|XP_039444565.1|CPIP
OG0005123	LOC115625412|XP_030376315.1|SLEB	LOC120424498|XP_039444582.1|CPIP
OG0005124	LOC115632275|XP_030385218.1|SLEB	LOC120424477|XP_039444546.1|CPIP
OG0005125	LOC115633171|XP_030386443.1|SLEB	LOC120424495|XP_039444576.1|CPIP
OG0005126	LOC115622880|XP_030372833.1|SLEB	LOC120423518|XP_039443295.1|CPIP
OG0005127	LOC115622145|XP_030371869.1|SLEB	LOC120423507|XP_039443282.1|CPIP
OG0005128	LOC115626184|XP_030377360.1|SLEB	LOC120420909|XP_039439968.1|CPIP
OG0005129	LOC115624825|XP_030375535.1|SLEB	LOC120431801|XP_039452854.1|CPIP, LOC120430103|XP_039451123.1|CPIP
OG0005130	LOC115634506|XP_030388132.1|SLEB	LOC120430133|XP_039451153.1|CPIP
OG0005132	LOC115623179|XP_030373259.1|SLEB	LOC120412631|XP_039429120.1|CPIP
OG0005133	LOC115628344|XP_030380269.1|SLEB	LOC120412593|XP_039429057.1|CPIP
OG0005134	LOC115632396|XP_030385386.1|SLEB	LOC120412581|XP_039429025.1|CPIP
OG0005135	LOC115622716|XP_030372614.1|SLEB	LOC120412623|XP_039429107.1|CPIP
OG0005136	LOC115622784|XP_030372701.1|SLEB	LOC120412587|XP_039429034.1|CPIP
OG0005137	LOC115621264|XP_030370723.1|SLEB	LOC120428832|XP_039449881.1|CPIP
OG0005138	LOC115622854|XP_030372797.1|SLEB	LOC120416503|XP_039434154.1|CPIP
OG0005139	LOC115632739|XP_030385846.1|SLEB	LOC120416504|XP_039434155.1|CPIP
OG0005140	LOC115630928|XP_030383354.1|SLEB	LOC120416523|XP_039434173.1|CPIP
OG0005141	LOC115623622|XP_030373916.1|SLEB	LOC120427930|XP_039448805.1|CPIP, LOC120427035|XP_039447798.1|CPIP
OG0005142	LOC115622229|XP_030371986.1|SLEB	LOC120426296|XP_039446981.1|CPIP
OG0005143	LOC115633061|XP_030386275.1|SLEB	LOC120415768|XP_039433310.1|CPIP
OG0005144	LOC115633026|XP_030386209.1|SLEB	LOC120415816|XP_039433374.1|CPIP
OG0005145	LOC115632315|XP_030385276.1|SLEB	LOC120415818|XP_039433376.1|CPIP
OG0005146	LOC115622513|XP_030372327.1|SLEB	LOC120415809|XP_039433370.1|CPIP
OG0005147	LOC115622953|XP_030372953.1|SLEB	LOC120415810|XP_039433371.1|CPIP
OG0005148	LOC115622471|XP_030372275.1|SLEB	LOC120418654|XP_039437033.1|CPIP
OG0005149	LOC115629056|XP_030381233.1|SLEB	LOC120418652|XP_039437030.1|CPIP
OG0005150	LOC115632329|XP_030385292.1|SLEB	LOC120418673|XP_039437056.1|CPIP
OG0005151	LOC115624543|XP_030375129.1|SLEB	LOC120418672|XP_039437054.1|CPIP, LOC120418677|XP_039437060.1|CPIP
OG0005152	LOC115624598|XP_030375198.1|SLEB	LOC120418659|XP_039437040.1|CPIP
OG0005153	LOC115624587|XP_030375185.1|SLEB	LOC120418665|XP_039437050.1|CPIP
OG0005154	LOC115628254|XP_030380133.1|SLEB	LOC120418680|XP_039437070.1|CPIP
