Orthogroup	SLEB.longest_only	DKIK.longest_only
OG0004225	LOC115627223|XP_030378705.1|SLEB	LOC108079005|XP_017028671.1|DKIK
OG0004226	LOC115625379|XP_030376276.1|SLEB, LOC115625118|XP_030375886.1|SLEB	LOC108070702|XP_017016775.1|DKIK
OG0004227	LOC115625451|XP_030376359.1|SLEB	LOC108081130|XP_017031637.1|DKIK
OG0004228	LOC115625071|XP_030375819.1|SLEB	LOC108081133|XP_017031643.1|DKIK
OG0004229	LOC115624998|XP_030375733.1|SLEB	LOC108082434|XP_017033294.1|DKIK
OG0004230	LOC115626934|XP_030378303.1|SLEB	LOC108074243|XP_017021677.1|DKIK
OG0004231	LOC115628390|XP_030380334.1|SLEB	LOC108072733|XP_017019484.1|DKIK
OG0004232	LOC115628393|XP_030380338.1|SLEB	LOC108072737|XP_017019488.1|DKIK
OG0004233	LOC115628392|XP_030380337.1|SLEB	LOC108072736|XP_017019487.1|DKIK
OG0004234	LOC115628253|XP_030380131.1|SLEB	LOC108072725|XP_017019475.1|DKIK
OG0004235	LOC115623444|XP_030373654.1|SLEB	LOC108071690|XP_017017993.1|DKIK
OG0004236	LOC115624284|XP_030374767.1|SLEB	LOC108083210|XP_017034408.1|DKIK
OG0004237	LOC115623821|XP_030374225.1|SLEB	LOC108084291|XP_017035941.1|DKIK
OG0004238	LOC115623588|XP_030373848.1|SLEB	LOC108084891|XP_017036776.1|DKIK
OG0004239	LOC115623394|XP_030373562.1|SLEB	LOC108083192|XP_017034383.1|DKIK
OG0004240	LOC115623410|XP_030373580.1|SLEB	LOC108084341|XP_017035991.1|DKIK
OG0004241	LOC115624345|XP_030374856.1|SLEB	LOC108081114|XP_017031605.1|DKIK
OG0004242	LOC115624254|XP_030374739.1|SLEB	LOC108072134|XP_017018661.1|DKIK
OG0004243	LOC115622897|XP_030372873.1|SLEB	LOC108070576|XP_017016619.1|DKIK
OG0004244	LOC115623539|XP_030373781.1|SLEB	LOC108084811|XP_017036659.1|DKIK
OG0004245	LOC115633057|XP_030386262.1|SLEB	LOC108075242|XP_017023087.1|DKIK
OG0004246	LOC115622381|XP_030372163.1|SLEB	LOC108073989|XP_017021331.1|DKIK
OG0004247	LOC115627809|XP_030379498.1|SLEB	LOC108083404|XP_017034647.1|DKIK
OG0004248	LOC115634395|XP_030387947.1|SLEB, LOC115633977|XP_030387358.1|SLEB	LOC108076645|XP_017025066.1|DKIK
OG0004249	LOC115632085|XP_030384908.1|SLEB	LOC108079040|XP_017028711.1|DKIK
OG0004250	LOC115625737|XP_030376750.1|SLEB	LOC108074132|XP_017021521.1|DKIK, LOC108072605|XP_017019317.1|DKIK
OG0004251	LOC115629738|XP_030382132.1|SLEB	LOC108076063|XP_017024246.1|DKIK
OG0004252	LOC115624421|XP_030375018.1|SLEB	LOC108073217|XP_017020235.1|DKIK
OG0004253	LOC115624130|XP_030374586.1|SLEB	LOC108085394|XP_017037451.1|DKIK
OG0004254	LOC115628910|XP_030381031.1|SLEB	LOC108080013|XP_017030068.1|DKIK
OG0004255	LOC115630765|XP_030383281.1|SLEB	LOC108077323|XP_017026100.1|DKIK
OG0004256	LOC115620017|XP_030368978.1|SLEB	LOC108076395|XP_017024721.1|DKIK
OG0004257	LOC115629076|XP_030381256.1|SLEB	LOC108077820|XP_017026831.1|DKIK
OG0004258	LOC115623753|XP_030374147.1|SLEB	LOC108073397|XP_017020475.1|DKIK
OG0004259	LOC115620256|XP_030369270.1|SLEB	LOC108076519|XP_017024917.1|DKIK
OG0004260	LOC115625525|XP_030376454.1|SLEB	LOC108080764|XP_017031108.1|DKIK
OG0004261	LOC115625532|XP_030376467.1|SLEB	LOC108075511|XP_017023477.1|DKIK
OG0004262	LOC115625256|XP_030376111.1|SLEB	LOC108073262|XP_017020309.1|DKIK
OG0004263	LOC115623809|XP_030374213.1|SLEB	LOC108084347|XP_017035999.1|DKIK
OG0004264	LOC115623346|XP_030373484.1|SLEB	LOC108081143|XP_017031670.1|DKIK
OG0004265	LOC115623602|XP_030373874.1|SLEB	LOC108085463|XP_017037569.1|DKIK
OG0004266	LOC115625067|XP_030375810.1|SLEB	LOC108081099|XP_017031579.1|DKIK
OG0004267	LOC115627313|XP_030378816.1|SLEB, LOC115624385|XP_030374956.1|SLEB	LOC108083227|XP_017034427.1|DKIK
OG0004268	LOC115624572|XP_030375161.1|SLEB	LOC108073133|XP_017020122.1|DKIK
OG0004269	LOC115634391|XP_030387941.1|SLEB	LOC108082543|XP_017033470.1|DKIK
OG0004270	LOC115620884|XP_030370228.1|SLEB	LOC108078115|XP_017027220.1|DKIK
OG0004271	LOC115629398|XP_030381713.1|SLEB	LOC108081805|XP_017032530.1|DKIK
OG0004272	LOC115625277|XP_030376140.1|SLEB	LOC108077728|XP_017026672.1|DKIK
OG0004273	LOC115620617|XP_030369797.1|SLEB	LOC108077814|XP_017026826.1|DKIK
OG0004274	LOC115629511|XP_030381854.1|SLEB	LOC108083836|XP_017035302.1|DKIK
OG0004275	LOC115629726|XP_030382119.1|SLEB	LOC108083779|XP_017035192.1|DKIK, LOC108084659|XP_017036470.1|DKIK
OG0004276	LOC115632375|XP_030385356.1|SLEB	LOC108070609|XP_017016671.1|DKIK
OG0004277	LOC115623056|XP_030373094.1|SLEB	LOC108073886|XP_017021160.1|DKIK
OG0004278	LOC115627274|XP_030378764.1|SLEB	LOC108080293|XP_017030450.1|DKIK
OG0004279	LOC115631158|XP_030383694.1|SLEB	LOC108079076|XP_017028791.1|DKIK
OG0004280	LOC115629642|XP_030382013.1|SLEB	LOC108079436|XP_017029259.1|DKIK
OG0004281	LOC115633331|XP_030386627.1|SLEB	LOC108078404|XP_017027750.1|DKIK
OG0004282	LOC115620465|XP_030369559.1|SLEB	LOC108076277|XP_017024514.1|DKIK
OG0004283	LOC115632234|XP_030385157.1|SLEB	LOC108076282|XP_017024520.1|DKIK
OG0004284	LOC115622179|XP_030371927.1|SLEB	LOC108081387|XP_017032032.1|DKIK
OG0004285	LOC115621451|XP_030370964.1|SLEB	LOC108084579|XP_017036342.1|DKIK
OG0004286	LOC115622958|XP_030372957.1|SLEB	LOC108073907|XP_017021191.1|DKIK
OG0004287	LOC115622718|XP_030372618.1|SLEB	LOC108074007|XP_017021357.1|DKIK
OG0004288	LOC115622222|XP_030371979.1|SLEB	LOC108073993|XP_017021335.1|DKIK
OG0004289	LOC115621448|XP_030370965.1|SLEB	LOC108083268|XP_017034468.1|DKIK
OG0004290	LOC115633995|XP_030387377.1|SLEB	LOC108074657|XP_017022263.1|DKIK
OG0004291	LOC115632271|XP_030385216.1|SLEB	LOC108076321|XP_017024594.1|DKIK
OG0004292	LOC115623276|XP_030373417.1|SLEB	LOC108084412|XP_017036102.1|DKIK
OG0004293	LOC115620064|XP_030369067.1|SLEB	LOC108083648|XP_017035009.1|DKIK
OG0004294	LOC115632145|XP_030385023.1|SLEB	LOC108072806|XP_017019586.1|DKIK
OG0004295	LOC115632766|XP_030385875.1|SLEB	LOC108072772|XP_017019536.1|DKIK
OG0004296	LOC115624761|XP_030375453.1|SLEB	LOC108072800|XP_017019573.1|DKIK
OG0004297	LOC115633930|XP_030387307.1|SLEB	LOC108070918|XP_017017066.1|DKIK
OG0004298	LOC115632555|XP_030385632.1|SLEB	LOC108080854|XP_017031246.1|DKIK
OG0004299	LOC115634261|XP_030387715.1|SLEB	LOC108079549|XP_017029379.1|DKIK
OG0004300	LOC115634396|XP_030387948.1|SLEB	LOC108076584|XP_017024985.1|DKIK
OG0004301	LOC115623274|XP_030373412.1|SLEB	LOC108084410|XP_017036098.1|DKIK
OG0004302	LOC115628641|XP_030380673.1|SLEB	LOC108082413|XP_017033250.1|DKIK
OG0004303	LOC115623420|XP_030373603.1|SLEB	LOC108078301|XP_017027574.1|DKIK
OG0004304	LOC115624867|XP_030375572.1|SLEB	LOC108078046|XP_017027097.1|DKIK
OG0004305	LOC115633100|XP_030386388.1|SLEB	LOC108070817|XP_017016906.1|DKIK
OG0004306	LOC115634566|XP_030388249.1|SLEB	LOC108082583|XP_017033530.1|DKIK
OG0004307	LOC115634635|XP_030388351.1|SLEB	LOC108085165|XP_017037185.1|DKIK
OG0004308	LOC115620086|XP_030369128.1|SLEB	LOC108072116|XP_017018628.1|DKIK
OG0004309	LOC115632753|XP_030385860.1|SLEB	LOC108078642|XP_017028060.1|DKIK
OG0004310	LOC115634400|XP_030387951.1|SLEB	LOC108082532|XP_017033457.1|DKIK
OG0004311	LOC115622427|XP_030372224.1|SLEB	LOC108075000|XP_017022732.1|DKIK
OG0004312	LOC115624549|XP_030375133.1|SLEB	LOC108070826|XP_017016934.1|DKIK
OG0004313	LOC115624605|XP_030375210.1|SLEB	LOC108085112|XP_017037078.1|DKIK
OG0004314	LOC115624941|XP_030375655.1|SLEB	LOC108072305|XP_017018862.1|DKIK
OG0004315	LOC115625536|XP_030376477.1|SLEB	LOC108070888|XP_017017022.1|DKIK
OG0004316	LOC115633882|XP_030387246.1|SLEB	LOC108078533|XP_017027934.1|DKIK
OG0004317	LOC115634731|XP_030388475.1|SLEB	LOC108078462|XP_017027845.1|DKIK
OG0004318	LOC115624540|XP_030375122.1|SLEB	LOC108070824|XP_017016926.1|DKIK
OG0004319	LOC115620025|XP_030368993.1|SLEB, LOC115620156|XP_030369143.1|SLEB	LOC108078380|XP_017027704.1|DKIK
OG0004320	LOC115624576|XP_030375170.1|SLEB	LOC108084219|XP_017035830.1|DKIK
OG0004321	LOC115631472|XP_030384086.1|SLEB	LOC108074857|XP_017022557.1|DKIK
OG0004322	LOC115621142|XP_030370559.1|SLEB	LOC108084304|XP_017035956.1|DKIK
OG0004323	LOC115628441|XP_030380405.1|SLEB	LOC108079102|XP_017028819.1|DKIK
OG0004324	LOC115628595|XP_030380640.1|SLEB	LOC108081402|XP_017032051.1|DKIK
OG0004325	LOC115624697|XP_030375371.1|SLEB	LOC108086162|XP_017038512.1|DKIK
OG0004326	LOC115624764|XP_030375457.1|SLEB	LOC108086161|XP_017038511.1|DKIK
OG0004327	LOC115629096|XP_030381274.1|SLEB	LOC108084669|XP_017036484.1|DKIK
OG0004328	LOC115620454|XP_030369548.1|SLEB	LOC108081535|XP_017032241.1|DKIK, LOC108076304|XP_017024564.1|DKIK
OG0004329	LOC115631536|XP_030384173.1|SLEB	LOC108072092|XP_017018593.1|DKIK
OG0004330	LOC115634711|XP_030388452.1|SLEB	LOC108078316|XP_017027603.1|DKIK
OG0004331	LOC115630621|XP_030383114.1|SLEB	LOC108078555|XP_017027963.1|DKIK
OG0004332	LOC115625879|XP_030376956.1|SLEB	LOC108077309|XP_017026086.1|DKIK
OG0004333	LOC115631888|XP_030384597.1|SLEB	LOC108077113|XP_017025795.1|DKIK
OG0004334	LOC115631243|XP_030383813.1|SLEB	LOC108073611|XP_017020791.1|DKIK
OG0004335	LOC115624647|XP_030375283.1|SLEB	LOC108076444|XP_017024801.1|DKIK
OG0004336	LOC115624565|XP_030375154.1|SLEB	LOC108076712|XP_017025163.1|DKIK
OG0004337	LOC115631769|XP_030384464.1|SLEB	LOC108079638|XP_017029513.1|DKIK
OG0004338	LOC115632464|XP_030385484.1|SLEB	LOC108078884|XP_017028504.1|DKIK
OG0004339	LOC115633742|XP_030387076.1|SLEB	LOC108076403|XP_017024732.1|DKIK
OG0004340	LOC115633741|XP_030387075.1|SLEB	LOC108076402|XP_017024731.1|DKIK
OG0004341	LOC115630600|XP_030383080.1|SLEB	LOC108072309|XP_017018870.1|DKIK
OG0004342	LOC115624904|XP_030375613.1|SLEB	LOC108072389|XP_017018986.1|DKIK
OG0004343	LOC115624743|XP_030375430.1|SLEB	LOC108072369|XP_017018954.1|DKIK
OG0004344	LOC115624508|XP_030375076.1|SLEB	LOC108072371|XP_017018958.1|DKIK
OG0004345	LOC115625828|XP_030376880.1|SLEB	LOC108079517|XP_017029345.1|DKIK
OG0004346	LOC115624493|XP_030375059.1|SLEB	LOC108070770|XP_017016858.1|DKIK
OG0004347	LOC115623794|XP_030374199.1|SLEB	LOC108070890|XP_017017024.1|DKIK
OG0004348	LOC115631293|XP_030383905.1|SLEB	LOC108071997|XP_017018461.1|DKIK
OG0004349	LOC115625052|XP_030375770.1|SLEB	LOC108072066|XP_017018553.1|DKIK
OG0004351	LOC115633675|XP_030386985.1|SLEB	LOC108085119|XP_017037108.1|DKIK
OG0004352	LOC115621805|XP_030371448.1|SLEB	LOC108084362|XP_017036024.1|DKIK
OG0004353	LOC115620767|XP_030370029.1|SLEB	LOC108083720|XP_017035115.1|DKIK
OG0004354	LOC115621576|XP_030371126.1|SLEB	LOC108081193|XP_017031748.1|DKIK
OG0004355	LOC115623543|XP_030373788.1|SLEB	LOC108081201|XP_017031756.1|DKIK
OG0004356	LOC115624526|XP_030375105.1|SLEB	LOC108078399|XP_017027744.1|DKIK
OG0004357	LOC115628177|XP_030380024.1|SLEB, LOC115631111|XP_030383631.1|SLEB	LOC108081817|XP_017032544.1|DKIK
OG0004358	LOC115633856|XP_030387208.1|SLEB	LOC108082560|XP_017033499.1|DKIK
OG0004359	LOC115629288|XP_030381592.1|SLEB	LOC108082490|XP_017033393.1|DKIK
OG0004360	LOC115623273|XP_030373415.1|SLEB	LOC108085489|XP_017037598.1|DKIK
OG0004361	LOC115624054|XP_030374495.1|SLEB	LOC108084868|XP_017036748.1|DKIK
OG0004362	LOC115622730|XP_030372631.1|SLEB	LOC108072795|XP_017019568.1|DKIK
OG0004363	LOC115627064|XP_030378470.1|SLEB	LOC108080292|XP_017030449.1|DKIK
OG0004364	LOC115624722|XP_030375403.1|SLEB	LOC108081809|XP_017032534.1|DKIK
OG0004365	LOC115624285|XP_030374771.1|SLEB	LOC108078188|XP_017027345.1|DKIK
OG0004366	LOC115631160|XP_030383696.1|SLEB	LOC108073285|XP_017020329.1|DKIK, LOC108078932|XP_017028573.1|DKIK
OG0004367	LOC115628168|XP_030380007.1|SLEB	LOC108075076|XP_017022847.1|DKIK
OG0004368	LOC115632470|XP_030385499.1|SLEB	LOC108083326|XP_017034562.1|DKIK
OG0004369	LOC115634177|XP_030387623.1|SLEB	LOC108074712|XP_017022341.1|DKIK
OG0004370	LOC115624967|XP_030375680.1|SLEB	LOC108076279|XP_017024516.1|DKIK
OG0004371	LOC115627236|XP_030378719.1|SLEB	LOC108079238|XP_017029011.1|DKIK
OG0004372	LOC115633546|XP_030386866.1|SLEB	LOC108070903|XP_017017048.1|DKIK
OG0004373	LOC115624656|XP_030375297.1|SLEB	LOC108071386|XP_017017619.1|DKIK
OG0004374	LOC115634519|XP_030388146.1|SLEB	LOC108072951|XP_017019818.1|DKIK
OG0004375	LOC115622625|XP_030372492.1|SLEB	LOC108071550|XP_017017816.1|DKIK
OG0004376	LOC115632490|XP_030385527.1|SLEB	LOC108083026|XP_017034147.1|DKIK
OG0004377	LOC115632287|XP_030385240.1|SLEB	LOC108078908|XP_017028530.1|DKIK
OG0004378	LOC115634026|XP_030387421.1|SLEB	LOC108072426|XP_017019029.1|DKIK
OG0004379	LOC115620048|XP_030369029.1|SLEB	LOC108078137|XP_017027252.1|DKIK
OG0004380	LOC115632224|XP_030385146.1|SLEB	LOC108078525|XP_017027924.1|DKIK
OG0004381	LOC115620204|XP_030369199.1|SLEB	LOC108071448|XP_017017691.1|DKIK
OG0004382	LOC115628145|XP_030379976.1|SLEB	LOC108074696|XP_017022326.1|DKIK
OG0004383	LOC115621111|XP_030370516.1|SLEB	LOC108072988|XP_017019925.1|DKIK
OG0004384	LOC115634814|XP_030388591.1|SLEB	LOC108072961|XP_017019880.1|DKIK
OG0004385	LOC115626914|XP_030378284.1|SLEB, LOC115624765|XP_030375458.1|SLEB	LOC108073122|XP_017020109.1|DKIK
OG0004386	LOC115634334|XP_030387850.1|SLEB	LOC108082332|XP_017033151.1|DKIK
OG0004387	LOC115624884|XP_030375590.1|SLEB	LOC108070431|XP_017016388.1|DKIK
OG0004389	LOC115622656|XP_030372526.1|SLEB	LOC108072764|XP_017019526.1|DKIK
OG0004390	LOC115620063|XP_030369066.1|SLEB	LOC108083765|XP_017035178.1|DKIK
OG0004391	LOC115634112|XP_030387530.1|SLEB	LOC108082135|XP_017032927.1|DKIK
OG0004392	LOC115633959|XP_030387337.1|SLEB	LOC108083655|XP_017035014.1|DKIK
OG0004393	LOC115627668|XP_030379281.1|SLEB	LOC108082593|XP_017033549.1|DKIK
OG0004394	LOC115620052|XP_030369041.1|SLEB	LOC108076446|XP_017024803.1|DKIK
OG0004395	LOC115634571|XP_030388255.1|SLEB	LOC108078772|XP_017028308.1|DKIK
OG0004396	LOC115632830|XP_030385948.1|SLEB	LOC108071384|XP_017017611.1|DKIK
OG0004397	LOC115629402|XP_030381720.1|SLEB	LOC108081823|XP_017032553.1|DKIK
OG0004398	LOC115622339|XP_030372110.1|SLEB	LOC108081826|XP_017032555.1|DKIK
OG0004399	LOC115633838|XP_030387189.1|SLEB	LOC108082547|XP_017033477.1|DKIK
OG0004400	LOC115623350|XP_030373494.1|SLEB	LOC108085428|XP_017037506.1|DKIK
OG0004402	LOC115623551|XP_030373802.1|SLEB	LOC108078367|XP_017027682.1|DKIK
OG0004403	LOC115625667|XP_030376666.1|SLEB	LOC108076331|XP_017024604.1|DKIK
OG0004404	LOC115624684|XP_030375346.1|SLEB	LOC108085106|XP_017037068.1|DKIK
OG0004405	LOC115622576|XP_030372414.1|SLEB	LOC108075003|XP_017022737.1|DKIK
OG0004406	LOC115622570|XP_030372405.1|SLEB	LOC108084799|XP_017036639.1|DKIK
OG0004407	LOC115633855|XP_030387207.1|SLEB	LOC108082439|XP_017033297.1|DKIK
OG0004408	LOC115622233|XP_030371990.1|SLEB	LOC108075129|XP_017022901.1|DKIK
OG0004409	LOC115627795|XP_030379481.1|SLEB	LOC108076451|XP_017024820.1|DKIK, LOC108086013|XP_017038313.1|DKIK
OG0004410	LOC115624593|XP_030375191.1|SLEB	LOC108078162|XP_017027303.1|DKIK
OG0004411	LOC115634192|XP_030387640.1|SLEB, LOC115624778|XP_030375470.1|SLEB	LOC108070468|XP_017016439.1|DKIK
OG0004412	LOC115624777|XP_030375469.1|SLEB	LOC108070467|XP_017016438.1|DKIK
OG0004413	LOC115625903|XP_030376996.1|SLEB	LOC108072187|XP_017018732.1|DKIK
OG0004414	LOC115632141|XP_030385021.1|SLEB	LOC108071995|XP_017018459.1|DKIK
OG0004415	LOC115634028|XP_030387424.1|SLEB	LOC108072447|XP_017019064.1|DKIK
OG0004416	LOC115628181|XP_030380028.1|SLEB	LOC108081830|XP_017032560.1|DKIK
OG0004417	LOC115621285|XP_030370748.1|SLEB	LOC108073566|XP_017020742.1|DKIK
OG0004418	LOC115632937|XP_030386095.1|SLEB	LOC108081246|XP_017031817.1|DKIK
OG0004419	LOC115634451|XP_030388023.1|SLEB	LOC108078497|XP_017027883.1|DKIK
OG0004420	LOC115620160|XP_030369149.1|SLEB, LOC115633932|XP_030387308.1|SLEB	LOC108078383|XP_017027711.1|DKIK
OG0004421	LOC115622775|XP_030372692.1|SLEB	LOC108080587|XP_017030881.1|DKIK
OG0004422	LOC115633007|XP_030386193.1|SLEB	LOC108071881|XP_017018298.1|DKIK
OG0004423	LOC115634689|XP_030388420.1|SLEB	LOC108076356|XP_017024642.1|DKIK
OG0004424	LOC115623191|XP_030373277.1|SLEB	LOC108070861|XP_017016983.1|DKIK
OG0004425	LOC115633638|XP_030386936.1|SLEB	LOC108075124|XP_017022896.1|DKIK
OG0004426	LOC115633864|XP_030387219.1|SLEB	LOC108075238|XP_017023083.1|DKIK
OG0004427	LOC115634505|XP_030388131.1|SLEB	LOC108078279|XP_017027525.1|DKIK
OG0004428	LOC115625235|XP_030376080.1|SLEB	LOC108074044|XP_017021400.1|DKIK
OG0004429	LOC115628558|XP_030380579.1|SLEB	LOC108081388|XP_017032034.1|DKIK
OG0004430	LOC115632143|XP_030385019.1|SLEB	LOC108072762|XP_017019523.1|DKIK
OG0004431	LOC115620564|XP_030369713.1|SLEB	LOC108073471|XP_017020604.1|DKIK
OG0004432	LOC115620563|XP_030369711.1|SLEB	LOC108073470|XP_017020602.1|DKIK
OG0004433	LOC115624915|XP_030375624.1|SLEB	LOC108070480|XP_017016455.1|DKIK
OG0004434	LOC115622993|XP_030373014.1|SLEB	LOC108081824|XP_017032554.1|DKIK
OG0004435	LOC115624619|XP_030375229.1|SLEB	LOC108076808|XP_017025324.1|DKIK
OG0004436	LOC115634590|XP_030388279.1|SLEB	LOC108072907|XP_017019720.1|DKIK
OG0004437	LOC115634594|XP_030388287.1|SLEB	LOC108072391|XP_017018988.1|DKIK
OG0004438	LOC115624757|XP_030375449.1|SLEB	LOC108072991|XP_017019928.1|DKIK
OG0004439	LOC115625761|XP_030376784.1|SLEB	LOC108076454|XP_017024819.1|DKIK
OG0004440	LOC115624597|XP_030375197.1|SLEB	LOC108078164|XP_017027306.1|DKIK
OG0004441	LOC115631592|XP_030384253.1|SLEB	LOC108074505|XP_017022072.1|DKIK
OG0004442	LOC115625447|XP_030376358.1|SLEB	LOC108078372|XP_017027689.1|DKIK
OG0004443	LOC115632435|XP_030385438.1|SLEB	LOC108073987|XP_017021328.1|DKIK
OG0004444	LOC115634819|XP_030388597.1|SLEB	LOC108076283|XP_017024521.1|DKIK
OG0004445	LOC115633985|XP_030387368.1|SLEB	LOC108071999|XP_017018463.1|DKIK
OG0004446	LOC115621196|XP_030370635.1|SLEB	LOC108085320|XP_017037365.1|DKIK
OG0004447	LOC115624790|XP_030375493.1|SLEB	LOC108084530|XP_017036256.1|DKIK
OG0004448	LOC115633993|XP_030387375.1|SLEB	LOC108078028|XP_017027078.1|DKIK
OG0004449	LOC115622186|XP_030371936.1|SLEB	LOC108083134|XP_017034300.1|DKIK
OG0004450	LOC115629431|XP_030381750.1|SLEB	LOC108082512|XP_017033429.1|DKIK
OG0004451	LOC115625203|XP_030376034.1|SLEB	LOC108082431|XP_017033290.1|DKIK
OG0004452	LOC115634219|XP_030387669.1|SLEB	LOC108076577|XP_017024975.1|DKIK
OG0004453	LOC115622976|XP_030372991.1|SLEB	LOC108082484|XP_017033387.1|DKIK
OG0004454	LOC115623500|XP_030373737.1|SLEB	LOC108085593|XP_017037748.1|DKIK
OG0004455	LOC115622619|XP_030372480.1|SLEB	LOC108082994|XP_017034106.1|DKIK
OG0004456	LOC115629847|XP_030382287.1|SLEB	LOC108082922|XP_017034000.1|DKIK
OG0004457	LOC115622996|XP_030373015.1|SLEB	LOC108073913|XP_017021198.1|DKIK
OG0004458	LOC115622413|XP_030372207.1|SLEB	LOC108073999|XP_017021341.1|DKIK
OG0004459	LOC115622815|XP_030372742.1|SLEB	LOC108070459|XP_017016428.1|DKIK
OG0004460	LOC115632393|XP_030385383.1|SLEB	LOC108077552|XP_017026432.1|DKIK
OG0004461	LOC115624854|XP_030375559.1|SLEB, LOC115624525|XP_030375104.1|SLEB	LOC108083105|XP_017034252.1|DKIK
OG0004462	LOC115634705|XP_030388445.1|SLEB	LOC108085543|XP_017037668.1|DKIK
OG0004463	LOC115632223|XP_030385141.1|SLEB	LOC108072778|XP_017019551.1|DKIK
OG0004464	LOC115622574|XP_030372412.1|SLEB	LOC108084797|XP_017036634.1|DKIK
OG0004465	LOC115624739|XP_030375426.1|SLEB	LOC108083307|XP_017034532.1|DKIK
OG0004466	LOC115634363|XP_030387885.1|SLEB	LOC108085498|XP_017037608.1|DKIK
OG0004467	LOC115633017|XP_030386200.1|SLEB	LOC108083149|XP_017034319.1|DKIK
OG0004468	LOC115632495|XP_030385532.1|SLEB	LOC108083027|XP_017034148.1|DKIK
OG0004469	LOC115626369|XP_030377584.1|SLEB, LOC115624651|XP_030375287.1|SLEB	LOC108083155|XP_017034328.1|DKIK
OG0004470	LOC115630463|XP_030382891.1|SLEB	LOC108082743|XP_017033742.1|DKIK
OG0004471	LOC115620552|XP_030369696.1|SLEB	LOC108075637|XP_017023670.1|DKIK
OG0004472	LOC115634793|XP_030388560.1|SLEB	LOC108078268|XP_017027506.1|DKIK
OG0004473	LOC115634562|XP_030388246.1|SLEB	LOC108082509|XP_017033426.1|DKIK
OG0004474	LOC115632611|XP_030385702.1|SLEB	LOC108082505|XP_017033423.1|DKIK
OG0004475	LOC115624869|XP_030375573.1|SLEB	LOC108071385|XP_017017618.1|DKIK
OG0004476	LOC115628568|XP_030380591.1|SLEB	LOC108073625|XP_017020813.1|DKIK
OG0004477	LOC115634730|XP_030388474.1|SLEB	LOC108078409|XP_017027754.1|DKIK
OG0004478	LOC115634344|XP_030387863.1|SLEB	LOC108074764|XP_017022431.1|DKIK
OG0004479	LOC115620085|XP_030369127.1|SLEB	LOC108072212|XP_017018762.1|DKIK
OG0004480	LOC115633430|XP_030386750.1|SLEB	LOC108074178|XP_017021603.1|DKIK
OG0004481	LOC115633082|XP_030386321.1|SLEB	LOC108076763|XP_017025252.1|DKIK
OG0004482	LOC115620275|XP_030369308.1|SLEB	LOC108073716|XP_017020951.1|DKIK
OG0004483	LOC115622909|XP_030372895.1|SLEB	LOC108072098|XP_017018600.1|DKIK
OG0004484	LOC115623928|XP_030374347.1|SLEB	LOC108084003|XP_017035505.1|DKIK
OG0004485	LOC115627929|XP_030379682.1|SLEB	LOC108076041|XP_017024188.1|DKIK
OG0004486	LOC115628296|XP_030380204.1|SLEB, LOC115624534|XP_030375118.1|SLEB	LOC108078203|XP_017027376.1|DKIK
OG0004487	LOC115632260|XP_030385192.1|SLEB	LOC108078693|XP_017028133.1|DKIK, LOC108078797|XP_017028351.1|DKIK
OG0004489	LOC115628251|XP_030380127.1|SLEB	LOC108079756|XP_017029666.1|DKIK
OG0004490	LOC115633979|XP_030387360.1|SLEB	LOC108078035|XP_017027085.1|DKIK
OG0004491	LOC115626091|XP_030377204.1|SLEB	LOC108082671|XP_017033658.1|DKIK
OG0004492	LOC115621470|XP_030370993.1|SLEB	LOC108083270|XP_017034477.1|DKIK
OG0004494	LOC115624044|XP_030374482.1|SLEB	LOC108085475|XP_017037581.1|DKIK
OG0004495	LOC115620752|XP_030370006.1|SLEB	LOC108073552|XP_017020725.1|DKIK
OG0004496	LOC115634778|XP_030388539.1|SLEB	LOC108072011|XP_017018478.1|DKIK, LOC108072209|XP_017018759.1|DKIK
OG0004497	LOC115630721|XP_030383238.1|SLEB	LOC108076543|XP_017024944.1|DKIK
OG0004498	LOC115624946|XP_030375657.1|SLEB	LOC108074060|XP_017021421.1|DKIK
OG0004499	LOC115620152|XP_030369142.1|SLEB	LOC108085158|XP_017037182.1|DKIK
OG0004500	LOC115632816|XP_030385928.1|SLEB, LOC115634720|XP_030388464.1|SLEB, LOC115620168|XP_030369157.1|SLEB	LOC108082358|XP_017033187.1|DKIK
OG0004501	LOC115629323|XP_030381635.1|SLEB	LOC108082575|XP_017033521.1|DKIK
OG0004502	LOC115630669|XP_030383172.1|SLEB	LOC108072318|XP_017018881.1|DKIK, LOC108072317|XP_017018880.1|DKIK, LOC108072322|XP_017018886.1|DKIK
OG0004503	LOC115630772|XP_030383286.1|SLEB	LOC108085833|XP_017038080.1|DKIK, LOC108085834|XP_017038081.1|DKIK
OG0004504	LOC115628095|XP_030379932.1|SLEB	LOC108077168|XP_017025896.1|DKIK
OG0004505	LOC115620770|XP_030370035.1|SLEB	LOC108073925|XP_017021253.1|DKIK
OG0004506	LOC115621756|XP_030371350.1|SLEB	LOC108077757|XP_017026726.1|DKIK
OG0004507	LOC115621829|XP_030371497.1|SLEB	LOC108085659|XP_017037839.1|DKIK
OG0004508	LOC115621400|XP_030370904.1|SLEB	LOC108085557|XP_017037684.1|DKIK
OG0004509	LOC115623207|XP_030373291.1|SLEB	LOC108073836|XP_017021106.1|DKIK
OG0004510	LOC115626665|XP_030377944.1|SLEB	LOC108084480|XP_017036191.1|DKIK
