Orthogroup	SLEB.longest_only	HILL.longest_only
OG0003416	LOC115627240|XP_030378723.1|SLEB	LOC119652004|XP_037911862.1|HILL
OG0003417	LOC115620590|XP_030369760.1|SLEB	LOC119652831|XP_037913088.1|HILL
OG0003418	LOC115621837|XP_030371508.1|SLEB	LOC119650799|XP_037909865.1|HILL
OG0003419	LOC115623662|XP_030373980.1|SLEB	LOC119652533|XP_037912663.1|HILL
OG0003420	LOC115623658|XP_030373975.1|SLEB	LOC119651963|XP_037911753.1|HILL
OG0003421	LOC115621103|XP_030370501.1|SLEB	LOC119650601|XP_037909386.1|HILL
OG0003422	LOC115620185|XP_030369176.1|SLEB	LOC119651549|XP_037911110.1|HILL
OG0003423	LOC115631778|XP_030384476.1|SLEB	LOC119646828|XP_037903375.1|HILL
OG0003424	LOC115621162|XP_030370582.1|SLEB	LOC119657716|XP_037920687.1|HILL
OG0003425	LOC115625283|XP_030376153.1|SLEB	LOC119657583|XP_037920490.1|HILL
OG0003426	LOC115621183|XP_030370617.1|SLEB	LOC119657285|XP_037920058.1|HILL
OG0003427	LOC115621924|XP_030371628.1|SLEB	LOC119658063|XP_037921244.1|HILL
OG0003428	LOC115622751|XP_030372664.1|SLEB	LOC119648404|XP_037906074.1|HILL
OG0003429	LOC115626196|XP_030377340.1|SLEB	LOC119655193|XP_037916890.1|HILL
OG0003430	LOC115627813|XP_030379504.1|SLEB	LOC119660898|XP_037925762.1|HILL
OG0003431	LOC115624193|XP_030374650.1|SLEB	LOC119659016|XP_037922831.1|HILL
OG0003432	LOC115620649|XP_030369856.1|SLEB	LOC119651868|XP_037911603.1|HILL
OG0003433	LOC115621824|XP_030371478.1|SLEB	LOC119651061|XP_037910321.1|HILL
OG0003434	LOC115628835|XP_030380934.1|SLEB	LOC119658515|XP_037921916.1|HILL
OG0003435	LOC115625307|XP_030376185.1|SLEB	LOC119652916|XP_037913226.1|HILL
OG0003436	LOC115621811|XP_030371457.1|SLEB	LOC119660214|XP_037924578.1|HILL
OG0003437	LOC115621808|XP_030371452.1|SLEB	LOC119659014|XP_037922826.1|HILL
OG0003438	LOC115621810|XP_030371456.1|SLEB	LOC119659337|XP_037923307.1|HILL
OG0003439	LOC115620929|XP_030370296.1|SLEB	LOC119650889|XP_037909992.1|HILL
OG0003440	LOC115620510|XP_030369629.1|SLEB	LOC119651223|XP_037910606.1|HILL
OG0003441	LOC115626446|XP_030377681.1|SLEB	LOC119652208|XP_037912076.1|HILL
OG0003442	LOC115620339|XP_030369398.1|SLEB	LOC119657660|XP_037920615.1|HILL
OG0003443	LOC115622755|XP_030372670.1|SLEB	LOC119652006|XP_037911864.1|HILL
OG0003444	LOC115624931|XP_030375641.1|SLEB	LOC119649316|XP_037907346.1|HILL
OG0003445	LOC115627287|XP_030378778.1|SLEB	LOC119657969|XP_037921107.1|HILL
OG0003446	LOC115629273|XP_030381558.1|SLEB	LOC119657721|XP_037920692.1|HILL
OG0003447	LOC115627986|XP_030379742.1|SLEB	LOC119660861|XP_037925684.1|HILL
OG0003448	LOC115620699|XP_030369930.1|SLEB	LOC119659842|XP_037924068.1|HILL
OG0003449	LOC115620891|XP_030370234.1|SLEB	LOC119660233|XP_037924607.1|HILL
OG0003451	LOC115624010|XP_030374443.1|SLEB	LOC119657862|XP_037920915.1|HILL
OG0003452	LOC115623481|XP_030373710.1|SLEB	LOC119651808|XP_037911524.1|HILL
OG0003453	LOC115632523|XP_030385579.1|SLEB	LOC119659361|XP_037923340.1|HILL
OG0003454	LOC115629052|XP_030381219.1|SLEB	LOC119650117|XP_037908570.1|HILL
OG0003455	LOC115625176|XP_030375999.1|SLEB	LOC119652490|XP_037912600.1|HILL
OG0003456	LOC115630440|XP_030382863.1|SLEB	LOC119660738|XP_037925366.1|HILL
OG0003457	LOC115624039|XP_030374477.1|SLEB	LOC119660350|XP_037924774.1|HILL
OG0003458	LOC115625367|XP_030376264.1|SLEB	LOC119659037|XP_037922860.1|HILL
OG0003459	LOC115625199|XP_030376026.1|SLEB	LOC119659655|XP_037923791.1|HILL
OG0003460	LOC115620951|XP_030370326.1|SLEB	LOC119647801|XP_037904945.1|HILL
OG0003461	LOC115621868|XP_030371548.1|SLEB	LOC119659646|XP_037923776.1|HILL
OG0003462	LOC115622685|XP_030372570.1|SLEB	LOC119653233|XP_037913750.1|HILL
OG0003463	LOC115629447|XP_030381768.1|SLEB	LOC119657457|XP_037920300.1|HILL
OG0003464	LOC115620391|XP_030369458.1|SLEB	LOC119657069|XP_037919751.1|HILL
OG0003465	LOC115621170|XP_030370593.1|SLEB	LOC119659382|XP_037923370.1|HILL
OG0003466	LOC115620306|XP_030369350.1|SLEB	LOC119652806|XP_037913058.1|HILL
OG0003467	LOC115627155|XP_030378595.1|SLEB, LOC115621855|XP_030371534.1|SLEB	LOC119650628|XP_037909462.1|HILL
OG0003468	LOC115620962|XP_030370343.1|SLEB	LOC119653241|XP_037913768.1|HILL
OG0003469	LOC115620628|XP_030369818.1|SLEB	LOC119650622|XP_037909440.1|HILL
OG0003470	LOC115621749|XP_030371344.1|SLEB	LOC119652260|XP_037912169.1|HILL
OG0003471	LOC115631884|XP_030384593.1|SLEB	LOC119661386|XP_037926636.1|HILL
OG0003472	LOC115625705|XP_030376706.1|SLEB	LOC119654164|XP_037915258.1|HILL
OG0003473	LOC115630693|XP_030383204.1|SLEB	LOC119653239|XP_037913766.1|HILL
OG0003474	LOC115620487|XP_030369580.1|SLEB	LOC119651139|XP_037910462.1|HILL
OG0003475	LOC115622031|XP_030371758.1|SLEB	LOC119651746|XP_037911404.1|HILL
OG0003476	LOC115627748|XP_030379386.1|SLEB	LOC119661006|XP_037926063.1|HILL
OG0003477	LOC115625092|XP_030375851.1|SLEB	LOC119651004|XP_037910218.1|HILL
OG0003478	LOC115621045|XP_030370427.1|SLEB	LOC119651335|XP_037910809.1|HILL
OG0003479	LOC115625285|XP_030376155.1|SLEB	LOC119651586|XP_037911154.1|HILL
OG0003480	LOC115622005|XP_030371719.1|SLEB	LOC119651680|XP_037911307.1|HILL
OG0003481	LOC115622004|XP_030371718.1|SLEB	LOC119651469|XP_037911005.1|HILL
OG0003482	LOC115622000|XP_030371715.1|SLEB	LOC119652965|XP_037913291.1|HILL
OG0003484	LOC115620910|XP_030370262.1|SLEB	LOC119659443|XP_037923456.1|HILL
OG0003485	LOC115621723|XP_030371296.1|SLEB	LOC119652408|XP_037912449.1|HILL
OG0003486	LOC115620996|XP_030370376.1|SLEB	LOC119652568|XP_037912709.1|HILL
OG0003487	LOC115621241|XP_030370693.1|SLEB	LOC119653066|XP_037913472.1|HILL
OG0003488	LOC115620659|XP_030369870.1|SLEB	LOC119653262|XP_037913797.1|HILL
OG0003489	LOC115625173|XP_030375993.1|SLEB	LOC119650702|XP_037909618.1|HILL
OG0003490	LOC115620805|XP_030370089.1|SLEB	LOC119653039|XP_037913423.1|HILL
OG0003491	LOC115620324|XP_030369378.1|SLEB	LOC119652845|XP_037913110.1|HILL
OG0003492	LOC115621205|XP_030370646.1|SLEB	LOC119651678|XP_037911303.1|HILL
OG0003493	LOC115620873|XP_030370209.1|SLEB	LOC119652709|XP_037912918.1|HILL
OG0003494	LOC115625078|XP_030375828.1|SLEB	LOC119652966|XP_037913292.1|HILL
OG0003495	LOC115630447|XP_030382869.1|SLEB	LOC119652243|XP_037912145.1|HILL
OG0003496	LOC115621455|XP_030370971.1|SLEB	LOC119652477|XP_037912574.1|HILL
OG0003497	LOC115620803|XP_030370087.1|SLEB	LOC119647806|XP_037904953.1|HILL
OG0003498	LOC115628108|XP_030379948.1|SLEB	LOC119658034|XP_037921194.1|HILL
OG0003499	LOC115625356|XP_030376250.1|SLEB	LOC119652370|XP_037912395.1|HILL, LOC119651272|XP_037910704.1|HILL
OG0003500	LOC115626229|XP_030377389.1|SLEB	LOC119650922|XP_037910076.1|HILL
OG0003501	LOC115621070|XP_030370457.1|SLEB	LOC119657030|XP_037919711.1|HILL
OG0003502	LOC115620319|XP_030369373.1|SLEB	LOC119657606|XP_037920531.1|HILL
OG0003503	LOC115620498|XP_030369610.1|SLEB	LOC119657362|XP_037920168.1|HILL
OG0003504	LOC115621579|XP_030371129.1|SLEB	LOC119652624|XP_037912796.1|HILL
OG0003506	LOC115625580|XP_030376542.1|SLEB	LOC119651895|XP_037911645.1|HILL
OG0003507	LOC115621718|XP_030371292.1|SLEB	LOC119646429|XP_037902805.1|HILL
OG0003508	LOC115623261|XP_030373390.1|SLEB	LOC119650892|XP_037909997.1|HILL
OG0003509	LOC115620360|XP_030369424.1|SLEB	LOC119651951|XP_037911733.1|HILL
OG0003510	LOC115620200|XP_030369193.1|SLEB	LOC119652949|XP_037913268.1|HILL
OG0003511	LOC115620464|XP_030369555.1|SLEB	LOC119652234|XP_037912126.1|HILL
OG0003512	LOC115621249|XP_030370702.1|SLEB	LOC119651376|XP_037910879.1|HILL
OG0003513	LOC115622092|XP_030371794.1|SLEB, LOC115620955|XP_030370331.1|SLEB	LOC119646670|XP_037903128.1|HILL
OG0003514	LOC115629546|XP_030381887.1|SLEB	LOC119651700|XP_037911340.1|HILL
OG0003515	LOC115627947|XP_030379704.1|SLEB	LOC119655893|XP_037917967.1|HILL
OG0003516	LOC115620392|XP_030369460.1|SLEB	LOC119656754|XP_037919245.1|HILL
OG0003517	LOC115629446|XP_030381764.1|SLEB	LOC119651306|XP_037910761.1|HILL
OG0003518	LOC115623890|XP_030374303.1|SLEB	LOC119652613|XP_037912778.1|HILL
OG0003519	LOC115632570|XP_030385650.1|SLEB	LOC119647418|XP_037904232.1|HILL
OG0003520	LOC115632189|XP_030385093.1|SLEB, LOC115632751|XP_030385859.1|SLEB	LOC119648033|XP_037905386.1|HILL
OG0003521	LOC115632547|XP_030385622.1|SLEB	LOC119647846|XP_037905031.1|HILL
OG0003522	LOC115628053|XP_030379873.1|SLEB	LOC119658674|XP_037922164.1|HILL
OG0003523	LOC115630573|XP_030383050.1|SLEB	LOC119658885|XP_037922600.1|HILL
OG0003524	LOC115624031|XP_030374468.1|SLEB	LOC119658669|XP_037922150.1|HILL
OG0003525	LOC115620878|XP_030370257.1|SLEB	LOC119659028|XP_037922851.1|HILL
OG0003526	LOC115632086|XP_030384910.1|SLEB	LOC119650225|XP_037908730.1|HILL
OG0003527	LOC115619963|XP_030368856.1|SLEB	LOC119659063|XP_037922901.1|HILL
OG0003529	LOC115631419|XP_030384004.1|SLEB	LOC119649979|XP_037908349.1|HILL
OG0003530	LOC115628330|XP_030380250.1|SLEB	LOC119650030|XP_037908438.1|HILL
OG0003531	LOC115622798|XP_030372723.1|SLEB	LOC119647868|XP_037905066.1|HILL
OG0003532	LOC115622159|XP_030371887.1|SLEB	LOC119648107|XP_037905550.1|HILL
OG0003533	LOC115632453|XP_030385465.1|SLEB	LOC119649893|XP_037908211.1|HILL
OG0003534	LOC115622366|XP_030372143.1|SLEB	LOC119648666|XP_037906376.1|HILL
OG0003535	LOC115622651|XP_030372520.1|SLEB	LOC119650201|XP_037908695.1|HILL, LOC119648159|XP_037905662.1|HILL
OG0003536	LOC115633852|XP_030387203.1|SLEB	LOC119661484|XP_037926776.1|HILL
OG0003537	LOC115633898|XP_030387262.1|SLEB	LOC119646897|XP_037903483.1|HILL
OG0003538	LOC115619986|XP_030368899.1|SLEB	LOC119652914|XP_037913229.1|HILL
OG0003539	LOC115622505|XP_030372318.1|SLEB	LOC119648706|XP_037906445.1|HILL
OG0003540	LOC115632306|XP_030385268.1|SLEB	LOC119649320|XP_037907350.1|HILL
OG0003541	LOC115620504|XP_030369619.1|SLEB	LOC119647207|XP_037903957.1|HILL
OG0003542	LOC115634561|XP_030388243.1|SLEB	LOC119652240|XP_037912146.1|HILL
OG0003543	LOC115627890|XP_030379637.1|SLEB	LOC119646542|XP_037902942.1|HILL
OG0003544	LOC115633148|XP_030386418.1|SLEB	LOC119648222|XP_037905762.1|HILL
OG0003545	LOC115622701|XP_030372589.1|SLEB	LOC119651882|XP_037911633.1|HILL, LOC119650413|XP_037909126.1|HILL
OG0003546	LOC115622747|XP_030372661.1|SLEB	LOC119647861|XP_037905058.1|HILL
OG0003548	LOC115634308|XP_030387824.1|SLEB	LOC119650945|XP_037910107.1|HILL
OG0003549	LOC115620909|XP_030370265.1|SLEB	LOC119651463|XP_037911002.1|HILL
OG0003550	LOC115629899|XP_030382362.1|SLEB	LOC119660126|XP_037924449.1|HILL
OG0003551	LOC115625217|XP_030376060.1|SLEB	LOC119659303|XP_037923244.1|HILL
OG0003552	LOC115619946|XP_030368834.1|SLEB	LOC119660322|XP_037924726.1|HILL
OG0003553	LOC115634593|XP_030388286.1|SLEB	LOC119659538|XP_037923607.1|HILL
OG0003554	LOC115632304|XP_030385266.1|SLEB, LOC115632301|XP_030385263.1|SLEB	LOC119648300|XP_037905887.1|HILL
OG0003555	LOC115632658|XP_030385749.1|SLEB	LOC119647756|XP_037904802.1|HILL
OG0003556	LOC115632387|XP_030385376.1|SLEB	LOC119649946|XP_037908292.1|HILL
OG0003557	LOC115632362|XP_030385340.1|SLEB	LOC119649667|XP_037907855.1|HILL
OG0003558	LOC115623264|XP_030373394.1|SLEB	LOC119647574|XP_037904502.1|HILL
OG0003559	LOC115622746|XP_030372654.1|SLEB	LOC119647454|XP_037904314.1|HILL
OG0003560	LOC115632384|XP_030385373.1|SLEB	LOC119650162|XP_037908637.1|HILL
OG0003561	LOC115620000|XP_030368949.1|SLEB	LOC119650440|XP_037909199.1|HILL
OG0003562	LOC115622108|XP_030371814.1|SLEB	LOC119654114|XP_037915214.1|HILL
OG0003563	LOC115620647|XP_030369855.1|SLEB	LOC119654144|XP_037915237.1|HILL
OG0003564	LOC115628222|XP_030380077.1|SLEB	LOC119648194|XP_037905713.1|HILL
OG0003565	LOC115628279|XP_030380168.1|SLEB	LOC119650148|XP_037908613.1|HILL
OG0003566	LOC115623664|XP_030373983.1|SLEB	LOC119653051|XP_037913448.1|HILL
OG0003567	LOC115627498|XP_030379045.1|SLEB	LOC119651795|XP_037911506.1|HILL
OG0003568	LOC115619987|XP_030368909.1|SLEB	LOC119661554|XP_037926873.1|HILL
OG0003569	LOC115633167|XP_030386440.1|SLEB	LOC119650442|XP_037909213.1|HILL
OG0003570	LOC115634500|XP_030388120.1|SLEB	LOC119648738|XP_037906488.1|HILL
OG0003571	LOC115623027|XP_030373067.1|SLEB	LOC119650251|XP_037908769.1|HILL
OG0003572	LOC115634131|XP_030387556.1|SLEB	LOC119661342|XP_037926571.1|HILL
OG0003573	LOC115624868|XP_030375576.1|SLEB	LOC119647162|XP_037903894.1|HILL
OG0003574	LOC115622408|XP_030372200.1|SLEB	LOC119650001|XP_037908391.1|HILL
OG0003576	LOC115622767|XP_030372683.1|SLEB	LOC119649285|XP_037907305.1|HILL
OG0003578	LOC115622385|XP_030372169.1|SLEB	LOC119661777|XP_037927182.1|HILL
OG0003579	LOC115620695|XP_030369928.1|SLEB	LOC119647093|XP_037903791.1|HILL
OG0003580	LOC115630996|XP_030383452.1|SLEB	LOC119646297|XP_037902639.1|HILL
OG0003581	LOC115628437|XP_030380386.1|SLEB	LOC119650358|XP_037908969.1|HILL
OG0003582	LOC115622560|XP_030372391.1|SLEB	LOC119647617|XP_037904584.1|HILL
OG0003583	LOC115620060|XP_030369060.1|SLEB	LOC119646653|XP_037903099.1|HILL
OG0003584	LOC115628502|XP_030380505.1|SLEB	LOC119655981|XP_037918148.1|HILL
OG0003586	LOC115623049|XP_030373088.1|SLEB	LOC119660832|XP_037925630.1|HILL
OG0003587	LOC115630528|XP_030382991.1|SLEB	LOC119648038|XP_037905392.1|HILL
OG0003588	LOC115621287|XP_030370750.1|SLEB	LOC119647638|XP_037904628.1|HILL
OG0003589	LOC115634445|XP_030388016.1|SLEB, LOC115634576|XP_030388267.1|SLEB	LOC119646675|XP_037903134.1|HILL
OG0003590	LOC115622144|XP_030371868.1|SLEB	LOC119648069|XP_037905471.1|HILL, LOC119648068|XP_037905470.1|HILL
OG0003591	LOC115632983|XP_030386156.1|SLEB	LOC119647582|XP_037904518.1|HILL
OG0003592	LOC115632401|XP_030385395.1|SLEB	LOC119648408|XP_037906086.1|HILL
OG0003593	LOC115633027|XP_030386210.1|SLEB	LOC119647524|XP_037904422.1|HILL
OG0003594	LOC115629643|XP_030382014.1|SLEB	LOC119648534|XP_037906230.1|HILL
OG0003595	LOC115622294|XP_030372061.1|SLEB	LOC119657911|XP_037921026.1|HILL
OG0003596	LOC115628863|XP_030380979.1|SLEB	LOC119654491|XP_037915846.1|HILL
OG0003597	LOC115633846|XP_030387197.1|SLEB	LOC119649614|XP_037907766.1|HILL
OG0003598	LOC115624653|XP_030375293.1|SLEB	LOC119648329|XP_037905949.1|HILL
OG0003599	LOC115633119|XP_030386368.1|SLEB	LOC119648798|XP_037906570.1|HILL
OG0003600	LOC115633062|XP_030386279.1|SLEB	LOC119650367|XP_037908991.1|HILL
OG0003601	LOC115631606|XP_030384272.1|SLEB	LOC119660571|XP_037925154.1|HILL
OG0003602	LOC115625582|XP_030376549.1|SLEB	LOC119652254|XP_037912165.1|HILL
OG0003603	LOC115622776|XP_030372694.1|SLEB	LOC119648988|XP_037906840.1|HILL
OG0003604	LOC115620990|XP_030370369.1|SLEB	LOC119651098|XP_037910383.1|HILL
OG0003605	LOC115620692|XP_030369922.1|SLEB	LOC119652258|XP_037912167.1|HILL
OG0003606	LOC115633653|XP_030386959.1|SLEB	LOC119655875|XP_037917937.1|HILL
OG0003607	LOC115634158|XP_030387598.1|SLEB	LOC119660844|XP_037925670.1|HILL
OG0003608	LOC115632351|XP_030385321.1|SLEB	LOC119649627|XP_037907790.1|HILL
OG0003609	LOC115622327|XP_030372100.1|SLEB	LOC119656866|XP_037919453.1|HILL
OG0003610	LOC115622862|XP_030372807.1|SLEB	LOC119650323|XP_037908907.1|HILL
OG0003611	LOC115628233|XP_030380095.1|SLEB	LOC119649039|XP_037906927.1|HILL
OG0003612	LOC115634138|XP_030387565.1|SLEB	LOC119658898|XP_037922627.1|HILL
OG0003613	LOC115631575|XP_030384231.1|SLEB	LOC119646274|XP_037902611.1|HILL
OG0003614	LOC115633792|XP_030387130.1|SLEB	LOC119646275|XP_037902612.1|HILL
OG0003615	LOC115619947|XP_030368835.1|SLEB	LOC119652826|XP_037913085.1|HILL
OG0003616	LOC115633796|XP_030387134.1|SLEB	LOC119659685|XP_037923851.1|HILL
OG0003617	LOC115634274|XP_030387762.1|SLEB	LOC119648231|XP_037905783.1|HILL
OG0003618	LOC115634272|XP_030387759.1|SLEB	LOC119648203|XP_037905737.1|HILL
OG0003619	LOC115633900|XP_030387304.1|SLEB	LOC119659456|XP_037923472.1|HILL
OG0003620	LOC115620024|XP_030368988.1|SLEB	LOC119649305|XP_037907332.1|HILL
OG0003621	LOC115628338|XP_030380261.1|SLEB	LOC119647982|XP_037905283.1|HILL
OG0003622	LOC115628426|XP_030380373.1|SLEB	LOC119647912|XP_037905160.1|HILL
OG0003623	LOC115627106|XP_030378532.1|SLEB	LOC119646515|XP_037902899.1|HILL
OG0003624	LOC115621169|XP_030370596.1|SLEB	LOC119660118|XP_037924440.1|HILL
OG0003625	LOC115633644|XP_030386946.1|SLEB	LOC119661612|XP_037926957.1|HILL
OG0003626	LOC115624073|XP_030374525.1|SLEB	LOC119655118|XP_037916771.1|HILL
OG0003627	LOC115623528|XP_030373774.1|SLEB	LOC119651542|XP_037911102.1|HILL
OG0003628	LOC115630129|XP_030382601.1|SLEB	LOC119661667|XP_037927030.1|HILL
OG0003629	LOC115634234|XP_030387686.1|SLEB	LOC119661464|XP_037926753.1|HILL
OG0003630	LOC115631110|XP_030383669.1|SLEB	LOC119647076|XP_037903761.1|HILL
OG0003631	LOC115631310|XP_030383888.1|SLEB	LOC119649613|XP_037907761.1|HILL
OG0003632	LOC115623193|XP_030373275.1|SLEB	LOC119649869|XP_037908168.1|HILL
OG0003633	LOC115621778|XP_030371438.1|SLEB	LOC119647141|XP_037903862.1|HILL
OG0003634	LOC115632743|XP_030385850.1|SLEB	LOC119648061|XP_037905456.1|HILL
OG0003635	LOC115632170|XP_030385059.1|SLEB	LOC119648090|XP_037905510.1|HILL
OG0003636	LOC115629938|XP_030382408.1|SLEB	LOC119646528|XP_037902920.1|HILL
OG0003637	LOC115634601|XP_030388311.1|SLEB	LOC119646606|XP_037903035.1|HILL
OG0003638	LOC115622584|XP_030372436.1|SLEB	LOC119647902|XP_037905137.1|HILL
OG0003639	LOC115625723|XP_030376731.1|SLEB	LOC119647903|XP_037905138.1|HILL
OG0003640	LOC115619996|XP_030368943.1|SLEB	LOC119650811|XP_037909876.1|HILL
OG0003641	LOC115629890|XP_030382351.1|SLEB	LOC119659461|XP_037923475.1|HILL
OG0003642	LOC115627438|XP_030378972.1|SLEB	LOC119658899|XP_037922628.1|HILL
OG0003643	LOC115633857|XP_030387209.1|SLEB	LOC119659330|XP_037923302.1|HILL
OG0003644	LOC115634546|XP_030388216.1|SLEB	LOC119650760|XP_037909784.1|HILL
OG0003645	LOC115622831|XP_030372769.1|SLEB	LOC119649126|XP_037907059.1|HILL
OG0003646	LOC115622160|XP_030371889.1|SLEB	LOC119650095|XP_037908541.1|HILL
OG0003647	LOC115622609|XP_030372470.1|SLEB	LOC119649127|XP_037907060.1|HILL
OG0003648	LOC115630927|XP_030383353.1|SLEB	LOC119648456|XP_037906141.1|HILL
OG0003649	LOC115620754|XP_030370008.1|SLEB	LOC119649738|XP_037907948.1|HILL
OG0003650	LOC115629240|XP_030381517.1|SLEB	LOC119649737|XP_037907947.1|HILL
OG0003651	LOC115621453|XP_030370967.1|SLEB	LOC119650134|XP_037908593.1|HILL
OG0003652	LOC115624769|XP_030375462.1|SLEB	LOC119647918|XP_037905170.1|HILL
OG0003653	LOC115622174|XP_030371912.1|SLEB	LOC119650009|XP_037908405.1|HILL
OG0003654	LOC115632345|XP_030385311.1|SLEB	LOC119648153|XP_037905652.1|HILL
OG0003656	LOC115624625|XP_030375239.1|SLEB	LOC119648132|XP_037905596.1|HILL
OG0003657	LOC115632227|XP_030385147.1|SLEB	LOC119647928|XP_037905188.1|HILL
OG0003658	LOC115623975|XP_030374406.1|SLEB	LOC119657312|XP_037920102.1|HILL
OG0003659	LOC115624629|XP_030375245.1|SLEB	LOC119648133|XP_037905604.1|HILL
OG0003660	LOC115632997|XP_030386177.1|SLEB	LOC119649046|XP_037906946.1|HILL
OG0003661	LOC115622522|XP_030372346.1|SLEB	LOC119647734|XP_037904769.1|HILL
OG0003662	LOC115622795|XP_030372720.1|SLEB	LOC119648245|XP_037905810.1|HILL
OG0003663	LOC115632363|XP_030385341.1|SLEB	LOC119648224|XP_037905768.1|HILL
OG0003664	LOC115632819|XP_030385931.1|SLEB	LOC119648208|XP_037905741.1|HILL
OG0003665	LOC115633090|XP_030386333.1|SLEB	LOC119647053|XP_037903739.1|HILL
OG0003666	LOC115621127|XP_030370541.1|SLEB	LOC119661356|XP_037926590.1|HILL
OG0003667	LOC115628440|XP_030380402.1|SLEB	LOC119650434|XP_037909181.1|HILL
OG0003668	LOC115634550|XP_030388225.1|SLEB	LOC119658728|XP_037922319.1|HILL
OG0003669	LOC115625964|XP_030377071.1|SLEB	LOC119651454|XP_037910990.1|HILL
OG0003670	LOC115625956|XP_030377058.1|SLEB	LOC119651443|XP_037910979.1|HILL
OG0003671	LOC115633988|XP_030387371.1|SLEB	LOC119652275|XP_037912197.1|HILL
OG0003672	LOC115623696|XP_030374031.1|SLEB, LOC115624199|XP_030374661.1|SLEB	LOC119659436|XP_037923446.1|HILL
OG0003673	LOC115633751|XP_030387086.1|SLEB	LOC119650978|XP_037910172.1|HILL
OG0003674	LOC115632911|XP_030386065.1|SLEB	LOC119657436|XP_037920273.1|HILL
OG0003675	LOC115634135|XP_030387562.1|SLEB	LOC119646416|XP_037902789.1|HILL
OG0003676	LOC115634133|XP_030387558.1|SLEB	LOC119654073|XP_037915167.1|HILL
OG0003677	LOC115629996|XP_030382484.1|SLEB	LOC119647117|XP_037903832.1|HILL
OG0003678	LOC115622261|XP_030372022.1|SLEB	LOC119650407|XP_037909120.1|HILL
OG0003679	LOC115622786|XP_030372706.1|SLEB	LOC119649580|XP_037907712.1|HILL
OG0003680	LOC115634157|XP_030387597.1|SLEB	LOC119661764|XP_037927162.1|HILL
OG0003681	LOC115628454|XP_030380431.1|SLEB	LOC119661227|XP_037926381.1|HILL
OG0003682	LOC115620614|XP_030369792.1|SLEB	LOC119658903|XP_037922637.1|HILL
OG0003683	LOC115623036|XP_030373113.1|SLEB	LOC119660457|XP_037924946.1|HILL
OG0003684	LOC115632307|XP_030385269.1|SLEB	LOC119648076|XP_037905489.1|HILL
OG0003685	LOC115632447|XP_030385454.1|SLEB	LOC119648151|XP_037905650.1|HILL
OG0003686	LOC115627072|XP_030378483.1|SLEB	LOC119652269|XP_037912184.1|HILL
OG0003687	LOC115629065|XP_030381244.1|SLEB	LOC119646667|XP_037903125.1|HILL
OG0003688	LOC115631913|XP_030384628.1|SLEB	LOC119656978|XP_037919642.1|HILL
OG0003689	LOC115632238|XP_030385159.1|SLEB	LOC119648217|XP_037905753.1|HILL
OG0003690	LOC115633780|XP_030387117.1|SLEB	LOC119648584|XP_037906283.1|HILL
OG0003691	LOC115634086|XP_030387501.1|SLEB	LOC119648691|XP_037906419.1|HILL
OG0003692	LOC115619997|XP_030368946.1|SLEB	LOC119646532|XP_037902926.1|HILL
OG0003693	LOC115632209|XP_030385124.1|SLEB	LOC119649257|XP_037907267.1|HILL
OG0003694	LOC115632588|XP_030385672.1|SLEB	LOC119647810|XP_037904954.1|HILL
OG0003695	LOC115632245|XP_030385166.1|SLEB	LOC119648516|XP_037906212.1|HILL
OG0003696	LOC115634271|XP_030387758.1|SLEB	LOC119661678|XP_037927044.1|HILL
OG0003697	LOC115634604|XP_030388317.1|SLEB	LOC119646167|XP_037902471.1|HILL
OG0003698	LOC115632550|XP_030385625.1|SLEB	LOC119649768|XP_037907996.1|HILL
OG0003699	LOC115619984|XP_030368886.1|SLEB	LOC119651953|XP_037911739.1|HILL
OG0003700	LOC115634714|XP_030388457.1|SLEB	LOC119646228|XP_037902544.1|HILL
OG0003701	LOC115631205|XP_030383769.1|SLEB	LOC119646281|XP_037902617.1|HILL
OG0003702	LOC115622287|XP_030372049.1|SLEB	LOC119647495|XP_037904381.1|HILL
OG0003703	LOC115632430|XP_030385431.1|SLEB	LOC119648904|XP_037906736.1|HILL
OG0003704	LOC115632336|XP_030385301.1|SLEB	LOC119650003|XP_037908393.1|HILL
OG0003705	LOC115634415|XP_030387973.1|SLEB	LOC119648250|XP_037906170.1|HILL
OG0003706	LOC115632850|XP_030385968.1|SLEB	LOC119649342|XP_037907376.1|HILL
OG0003707	LOC115624516|XP_030375091.1|SLEB	LOC119649525|XP_037907637.1|HILL
OG0003708	LOC115632716|XP_030385821.1|SLEB	LOC119650241|XP_037908751.1|HILL
OG0003709	LOC115627712|XP_030379321.1|SLEB	LOC119646605|XP_037903033.1|HILL
OG0003710	LOC115622657|XP_030372531.1|SLEB	LOC119661241|XP_037926398.1|HILL
OG0003711	LOC115629880|XP_030382341.1|SLEB	LOC119649760|XP_037907982.1|HILL
OG0003712	LOC115633651|XP_030386953.1|SLEB	LOC119657728|XP_037920702.1|HILL
OG0003713	LOC115634747|XP_030388499.1|SLEB	LOC119646465|XP_037902842.1|HILL
OG0003714	LOC115624719|XP_030375405.1|SLEB	LOC119646466|XP_037902843.1|HILL
OG0003715	LOC115622931|XP_030372919.1|SLEB	LOC119649713|XP_037907915.1|HILL
