Orthogroup	SLEB.longest_only	DFIC.longest_only
OG0003588	LOC115621287|XP_030370750.1|SLEB	LOC108088053|XP_017041178.1|DFIC
OG0003589	LOC115634445|XP_030388016.1|SLEB, LOC115634576|XP_030388267.1|SLEB	LOC108093607|XP_017049222.1|DFIC
OG0003590	LOC115622144|XP_030371868.1|SLEB	LOC108100366|XP_017059695.1|DFIC
OG0003591	LOC115632983|XP_030386156.1|SLEB	LOC108100604|XP_017060079.1|DFIC
OG0003592	LOC115632401|XP_030385395.1|SLEB	LOC108089639|XP_017043493.1|DFIC
OG0003593	LOC115633027|XP_030386210.1|SLEB	LOC108096235|XP_017053141.1|DFIC
OG0003594	LOC115629643|XP_030382014.1|SLEB	LOC108089439|XP_017043166.1|DFIC
OG0003595	LOC115622294|XP_030372061.1|SLEB	LOC108101937|XP_017062009.1|DFIC
OG0003596	LOC115628863|XP_030380979.1|SLEB	LOC108094258|XP_017050212.1|DFIC
OG0003597	LOC115633846|XP_030387197.1|SLEB	LOC108094248|XP_017050195.1|DFIC
OG0003598	LOC115624653|XP_030375293.1|SLEB	LOC108096352|XP_017053390.1|DFIC
OG0003599	LOC115633119|XP_030386368.1|SLEB	LOC108092460|XP_017047538.1|DFIC
OG0003600	LOC115633062|XP_030386279.1|SLEB	LOC108088992|XP_017042529.1|DFIC
OG0003601	LOC115631606|XP_030384272.1|SLEB	LOC108090578|XP_017044814.1|DFIC
OG0003602	LOC115625582|XP_030376549.1|SLEB	LOC108087648|XP_017040602.1|DFIC
OG0003603	LOC115622776|XP_030372694.1|SLEB	LOC108088962|XP_017042469.1|DFIC
OG0003604	LOC115620990|XP_030370369.1|SLEB	LOC108095817|XP_017052583.1|DFIC
OG0003605	LOC115620692|XP_030369922.1|SLEB	LOC108087362|XP_017040191.1|DFIC
OG0003606	LOC115633653|XP_030386959.1|SLEB	LOC108093913|XP_017049769.1|DFIC
OG0003607	LOC115634158|XP_030387598.1|SLEB	LOC108094024|XP_017049943.1|DFIC
OG0003608	LOC115632351|XP_030385321.1|SLEB	LOC108087579|XP_017040500.1|DFIC
OG0003609	LOC115622327|XP_030372100.1|SLEB	LOC108090493|XP_017044694.1|DFIC
OG0003610	LOC115622862|XP_030372807.1|SLEB	LOC108099922|XP_017059080.1|DFIC
OG0003611	LOC115628233|XP_030380095.1|SLEB	LOC108096249|XP_017053181.1|DFIC
OG0003612	LOC115634138|XP_030387565.1|SLEB	LOC108095124|XP_017051552.1|DFIC
OG0003613	LOC115631575|XP_030384231.1|SLEB	LOC108093822|XP_017049627.1|DFIC
OG0003614	LOC115633792|XP_030387130.1|SLEB	LOC108093767|XP_017049525.1|DFIC
OG0003615	LOC115619947|XP_030368835.1|SLEB	LOC108101418|XP_017061233.1|DFIC
OG0003616	LOC115633796|XP_030387134.1|SLEB	LOC108096759|XP_017054107.1|DFIC
OG0003617	LOC115634274|XP_030387762.1|SLEB	LOC108086701|XP_017039190.1|DFIC
OG0003618	LOC115634272|XP_030387759.1|SLEB	LOC108086700|XP_017039188.1|DFIC
OG0003619	LOC115633900|XP_030387304.1|SLEB	LOC108096673|XP_017053941.1|DFIC
OG0003620	LOC115620024|XP_030368988.1|SLEB	LOC108090921|XP_017045341.1|DFIC
OG0003621	LOC115628338|XP_030380261.1|SLEB	LOC108093809|XP_017049615.1|DFIC
OG0003622	LOC115628426|XP_030380373.1|SLEB	LOC108093796|XP_017049572.1|DFIC
OG0003623	LOC115627106|XP_030378532.1|SLEB	LOC108094850|XP_017051146.1|DFIC
OG0003624	LOC115621169|XP_030370596.1|SLEB	LOC108087679|XP_017040673.1|DFIC
OG0003625	LOC115633644|XP_030386946.1|SLEB	LOC108093821|XP_017049625.1|DFIC
OG0003626	LOC115624073|XP_030374525.1|SLEB	LOC108101823|XP_017061794.1|DFIC
OG0003627	LOC115623528|XP_030373774.1|SLEB	LOC108087861|XP_017040934.1|DFIC
OG0003628	LOC115630129|XP_030382601.1|SLEB	LOC108090836|XP_017045190.1|DFIC
OG0003629	LOC115634234|XP_030387686.1|SLEB	LOC108096533|XP_017053707.1|DFIC
OG0003630	LOC115631110|XP_030383669.1|SLEB	LOC108090884|XP_017045275.1|DFIC
OG0003631	LOC115631310|XP_030383888.1|SLEB	LOC108088894|XP_017042382.1|DFIC
OG0003632	LOC115623193|XP_030373275.1|SLEB	LOC108088989|XP_017042520.1|DFIC
OG0003633	LOC115621778|XP_030371438.1|SLEB	LOC108096627|XP_017053862.1|DFIC
OG0003634	LOC115632743|XP_030385850.1|SLEB	LOC108089051|XP_017042648.1|DFIC
OG0003635	LOC115632170|XP_030385059.1|SLEB	LOC108099185|XP_017058039.1|DFIC
OG0003636	LOC115629938|XP_030382408.1|SLEB	LOC108090485|XP_017044683.1|DFIC
OG0003637	LOC115634601|XP_030388311.1|SLEB	LOC108096663|XP_017053925.1|DFIC
OG0003638	LOC115622584|XP_030372436.1|SLEB	LOC108100496|XP_017059929.1|DFIC
OG0003639	LOC115625723|XP_030376731.1|SLEB	LOC108101199|XP_017060933.1|DFIC
OG0003640	LOC115619996|XP_030368943.1|SLEB	LOC108101879|XP_017061908.1|DFIC
OG0003641	LOC115629890|XP_030382351.1|SLEB	LOC108087828|XP_017040888.1|DFIC
OG0003642	LOC115627438|XP_030378972.1|SLEB	LOC108101493|XP_017061338.1|DFIC
OG0003643	LOC115633857|XP_030387209.1|SLEB	LOC108090895|XP_017045292.1|DFIC
OG0003644	LOC115634546|XP_030388216.1|SLEB	LOC108093694|XP_017049362.1|DFIC
OG0003645	LOC115622831|XP_030372769.1|SLEB	LOC108099013|XP_017057736.1|DFIC
OG0003646	LOC115622160|XP_030371889.1|SLEB	LOC108096359|XP_017053396.1|DFIC
OG0003647	LOC115622609|XP_030372470.1|SLEB	LOC108096391|XP_017053448.1|DFIC
OG0003648	LOC115630927|XP_030383353.1|SLEB	LOC108089828|XP_017043729.1|DFIC
OG0003649	LOC115620754|XP_030370008.1|SLEB	LOC108095789|XP_017052536.1|DFIC
OG0003650	LOC115629240|XP_030381517.1|SLEB	LOC108094664|XP_017050864.1|DFIC
OG0003651	LOC115621453|XP_030370967.1|SLEB	LOC108097750|XP_017055748.1|DFIC
OG0003652	LOC115624769|XP_030375462.1|SLEB	LOC108089324|XP_017042990.1|DFIC
OG0003653	LOC115622174|XP_030371912.1|SLEB	LOC108100708|XP_017060228.1|DFIC
OG0003654	LOC115632345|XP_030385311.1|SLEB	LOC108099902|XP_017059049.1|DFIC
OG0003655	LOC115625719|XP_030376725.1|SLEB	LOC108094465|XP_017050536.1|DFIC
OG0003656	LOC115624625|XP_030375239.1|SLEB	LOC108089413|XP_017043102.1|DFIC
OG0003657	LOC115632227|XP_030385147.1|SLEB	LOC108099898|XP_017059045.1|DFIC
OG0003658	LOC115623975|XP_030374406.1|SLEB	LOC108098955|XP_017057656.1|DFIC
OG0003659	LOC115624629|XP_030375245.1|SLEB	LOC108100696|XP_017060207.1|DFIC
OG0003660	LOC115632997|XP_030386177.1|SLEB	LOC108099166|XP_017058008.1|DFIC
OG0003661	LOC115622522|XP_030372346.1|SLEB	LOC108099100|XP_017057908.1|DFIC
OG0003662	LOC115622795|XP_030372720.1|SLEB	LOC108093111|XP_017048542.1|DFIC
OG0003663	LOC115632363|XP_030385341.1|SLEB	LOC108093093|XP_017048519.1|DFIC
OG0003664	LOC115632819|XP_030385931.1|SLEB	LOC108093106|XP_017048533.1|DFIC
OG0003665	LOC115633090|XP_030386333.1|SLEB	LOC108096953|XP_017054409.1|DFIC
OG0003666	LOC115621127|XP_030370541.1|SLEB	LOC108094322|XP_017050352.1|DFIC
OG0003667	LOC115628440|XP_030380402.1|SLEB	LOC108099120|XP_017057942.1|DFIC
OG0003668	LOC115634550|XP_030388225.1|SLEB	LOC108101620|XP_017061522.1|DFIC
OG0003669	LOC115625964|XP_030377071.1|SLEB	LOC108096528|XP_017053700.1|DFIC
OG0003670	LOC115625956|XP_030377058.1|SLEB	LOC108096527|XP_017053699.1|DFIC
OG0003671	LOC115633988|XP_030387371.1|SLEB	LOC108087650|XP_017040606.1|DFIC
OG0003672	LOC115624199|XP_030374661.1|SLEB	LOC108095910|XP_017052727.1|DFIC
OG0003673	LOC115633751|XP_030387086.1|SLEB	LOC108096746|XP_017054087.1|DFIC
OG0003674	LOC115632911|XP_030386065.1|SLEB	LOC108093927|XP_017049789.1|DFIC
OG0003675	LOC115634135|XP_030387562.1|SLEB	LOC108101482|XP_017061319.1|DFIC
OG0003676	LOC115634133|XP_030387558.1|SLEB	LOC108101477|XP_017061312.1|DFIC
OG0003677	LOC115629996|XP_030382484.1|SLEB	LOC108100441|XP_017059854.1|DFIC
OG0003678	LOC115622261|XP_030372022.1|SLEB	LOC108100546|XP_017060003.1|DFIC
OG0003679	LOC115622786|XP_030372706.1|SLEB	LOC108100690|XP_017060198.1|DFIC
OG0003680	LOC115634157|XP_030387597.1|SLEB	LOC108093942|XP_017049816.1|DFIC
OG0003681	LOC115628454|XP_030380431.1|SLEB	LOC108087631|XP_017040577.1|DFIC
OG0003682	LOC115620614|XP_030369792.1|SLEB	LOC108088032|XP_017041152.1|DFIC
OG0003683	LOC115623036|XP_030373113.1|SLEB	LOC108096622|XP_017053857.1|DFIC
OG0003684	LOC115632307|XP_030385269.1|SLEB	LOC108087441|XP_017040284.1|DFIC
OG0003685	LOC115632447|XP_030385454.1|SLEB	LOC108093901|XP_017049753.1|DFIC
OG0003686	LOC115627072|XP_030378483.1|SLEB	LOC108090770|XP_017045099.1|DFIC
OG0003687	LOC115629065|XP_030381244.1|SLEB	LOC108094021|XP_017049940.1|DFIC
OG0003688	LOC115631913|XP_030384628.1|SLEB	LOC108096871|XP_017054287.1|DFIC
OG0003689	LOC115632238|XP_030385159.1|SLEB	LOC108088803|XP_017042261.1|DFIC
OG0003690	LOC115633780|XP_030387117.1|SLEB	LOC108099938|XP_017059098.1|DFIC
OG0003691	LOC115634086|XP_030387501.1|SLEB	LOC108096436|XP_017053516.1|DFIC
OG0003692	LOC115619997|XP_030368946.1|SLEB	LOC108094019|XP_017049938.1|DFIC
OG0003693	LOC115632209|XP_030385124.1|SLEB	LOC108099115|XP_017057934.1|DFIC
OG0003694	LOC115632588|XP_030385672.1|SLEB	LOC108089651|XP_017043509.1|DFIC
OG0003695	LOC115632245|XP_030385166.1|SLEB	LOC108099887|XP_017059031.1|DFIC
OG0003696	LOC115634271|XP_030387758.1|SLEB	LOC108093675|XP_017049343.1|DFIC
OG0003697	LOC115634604|XP_030388317.1|SLEB	LOC108096798|XP_017054169.1|DFIC
OG0003698	LOC115632550|XP_030385625.1|SLEB	LOC108087569|XP_017040488.1|DFIC
OG0003699	LOC115619984|XP_030368886.1|SLEB	LOC108101877|XP_017061901.1|DFIC
OG0003700	LOC115634714|XP_030388457.1|SLEB	LOC108090841|XP_017045200.1|DFIC
OG0003701	LOC115631205|XP_030383769.1|SLEB	LOC108100848|XP_017060417.1|DFIC
OG0003702	LOC115622287|XP_030372049.1|SLEB	LOC108086933|XP_017039531.1|DFIC
OG0003703	LOC115632430|XP_030385431.1|SLEB	LOC108099212|XP_017058080.1|DFIC
OG0003704	LOC115632336|XP_030385301.1|SLEB	LOC108099888|XP_017059032.1|DFIC
OG0003705	LOC115634415|XP_030387973.1|SLEB	LOC108101519|XP_017061370.1|DFIC
OG0003706	LOC115632850|XP_030385968.1|SLEB	LOC108093174|XP_017048615.1|DFIC
OG0003707	LOC115624516|XP_030375091.1|SLEB	LOC108100351|XP_017059672.1|DFIC
OG0003708	LOC115632716|XP_030385821.1|SLEB	LOC108089396|XP_017043072.1|DFIC
OG0003709	LOC115627712|XP_030379321.1|SLEB	LOC108096638|XP_017053883.1|DFIC
OG0003710	LOC115622657|XP_030372531.1|SLEB	LOC108096637|XP_017053882.1|DFIC
OG0003711	LOC115629880|XP_030382341.1|SLEB	LOC108088843|XP_017042306.1|DFIC
OG0003712	LOC115633651|XP_030386953.1|SLEB	LOC108101574|XP_017061474.1|DFIC
OG0003713	LOC115634747|XP_030388499.1|SLEB	LOC108094879|XP_017051199.1|DFIC
OG0003714	LOC115624719|XP_030375405.1|SLEB	LOC108094877|XP_017051198.1|DFIC
OG0003715	LOC115622931|XP_030372919.1|SLEB	LOC108088947|XP_017042458.1|DFIC
OG0003716	LOC115633878|XP_030387239.1|SLEB	LOC108095449|XP_017052047.1|DFIC
OG0003717	LOC115632538|XP_030385605.1|SLEB	LOC108089636|XP_017043491.1|DFIC
OG0003718	LOC115633137|XP_030386403.1|SLEB	LOC108088943|XP_017042455.1|DFIC
OG0003719	LOC115622301|XP_030372065.1|SLEB	LOC108086938|XP_017039536.1|DFIC
OG0003720	LOC115633250|XP_030386510.1|SLEB	LOC108097983|XP_017056094.1|DFIC
OG0003721	LOC115622848|XP_030372794.1|SLEB	LOC108096823|XP_017054215.1|DFIC
OG0003722	LOC115628331|XP_030380252.1|SLEB	LOC108086975|XP_017039579.1|DFIC
OG0003723	LOC115624818|XP_030375526.1|SLEB	LOC108087447|XP_017040291.1|DFIC
OG0003724	LOC115622659|XP_030372529.1|SLEB	LOC108089757|XP_017043635.1|DFIC
OG0003725	LOC115632397|XP_030385387.1|SLEB	LOC108089436|XP_017043155.1|DFIC
OG0003726	LOC115622615|XP_030372475.1|SLEB	LOC108089023|XP_017042597.1|DFIC
OG0003727	LOC115622207|XP_030371963.1|SLEB	LOC108093159|XP_017048595.1|DFIC
OG0003728	LOC115625349|XP_030376241.1|SLEB	LOC108097384|XP_017055128.1|DFIC
OG0003729	LOC115628224|XP_030380084.1|SLEB	LOC108100275|XP_017059549.1|DFIC
OG0003730	LOC115622242|XP_030371998.1|SLEB	LOC108099046|XP_017057796.1|DFIC
OG0003731	LOC115624588|XP_030375186.1|SLEB	LOC108100385|XP_017059729.1|DFIC
OG0003732	LOC115622127|XP_030371840.1|SLEB	LOC108099968|XP_017059146.1|DFIC
OG0003733	LOC115632440|XP_030385444.1|SLEB	LOC108100551|XP_017060010.1|DFIC
OG0003734	LOC115628283|XP_030380173.1|SLEB	LOC108099041|XP_017057790.1|DFIC
OG0003735	LOC115625897|XP_030376986.1|SLEB	LOC108090926|XP_017045346.1|DFIC
OG0003736	LOC115629988|XP_030382475.1|SLEB	LOC108096614|XP_017053847.1|DFIC
OG0003737	LOC115634650|XP_030388366.1|SLEB	LOC108096728|XP_017054061.1|DFIC
OG0003738	LOC115629141|XP_030381356.1|SLEB	LOC108096942|XP_017054391.1|DFIC
OG0003739	LOC115629707|XP_030382090.1|SLEB	LOC108093833|XP_017049651.1|DFIC
OG0003740	LOC115627275|XP_030378769.1|SLEB	LOC108094027|XP_017049947.1|DFIC
OG0003741	LOC115632441|XP_030385448.1|SLEB	LOC108100552|XP_017060012.1|DFIC
OG0003742	LOC115633810|XP_030387155.1|SLEB	LOC108088305|XP_017041524.1|DFIC
OG0003743	LOC115630553|XP_030383026.1|SLEB	LOC108101479|XP_017061315.1|DFIC
OG0003744	LOC115634501|XP_030388125.1|SLEB	LOC108093877|XP_017049711.1|DFIC
OG0003745	LOC115634095|XP_030387512.1|SLEB	LOC108086698|XP_017039186.1|DFIC
OG0003746	LOC115622049|XP_030371785.1|SLEB	LOC108095164|XP_017051611.1|DFIC
OG0003747	LOC115632931|XP_030386084.1|SLEB	LOC108089648|XP_017043505.1|DFIC
OG0003748	LOC115632691|XP_030385787.1|SLEB	LOC108089644|XP_017043501.1|DFIC
OG0003749	LOC115632357|XP_030385332.1|SLEB	LOC108089498|XP_017043290.1|DFIC
OG0003750	LOC115632274|XP_030385214.1|SLEB	LOC108089499|XP_017043292.1|DFIC
OG0003751	LOC115632936|XP_030386089.1|SLEB	LOC108089405|XP_017043084.1|DFIC
OG0003752	LOC115632331|XP_030385294.1|SLEB	LOC108100525|XP_017059973.1|DFIC
OG0003753	LOC115622176|XP_030371916.1|SLEB	LOC108093215|XP_017048667.1|DFIC
OG0003754	LOC115622167|XP_030371899.1|SLEB	LOC108093162|XP_017048598.1|DFIC
OG0003755	LOC115632492|XP_030385530.1|SLEB	LOC108099821|XP_017058939.1|DFIC
OG0003756	LOC115621676|XP_030371249.1|SLEB	LOC108094189|XP_017050135.1|DFIC
OG0003757	LOC115634818|XP_030388600.1|SLEB	LOC108090859|XP_017045234.1|DFIC
OG0003758	LOC115634549|XP_030368819.1|SLEB	LOC108087804|XP_017040845.1|DFIC
OG0003759	LOC115632411|XP_030385408.1|SLEB	LOC108088973|XP_017042494.1|DFIC
OG0003760	LOC115628080|XP_030379917.1|SLEB	LOC108093924|XP_017049782.1|DFIC
OG0003761	LOC115632321|XP_030385286.1|SLEB	LOC108089028|XP_017042611.1|DFIC
OG0003762	LOC115632322|XP_030385287.1|SLEB	LOC108089029|XP_017042612.1|DFIC
OG0003763	LOC115632686|XP_030385782.1|SLEB	LOC108093221|XP_017048679.1|DFIC
OG0003764	LOC115632511|XP_030385561.1|SLEB	LOC108093233|XP_017048696.1|DFIC
OG0003765	LOC115625999|XP_030377105.1|SLEB	LOC108092359|XP_017047426.1|DFIC, LOC108092609|XP_017047738.1|DFIC
OG0003766	LOC115627457|XP_030378987.1|SLEB	LOC108101773|XP_017061736.1|DFIC
OG0003767	LOC115622520|XP_030372339.1|SLEB	LOC108086457|XP_017038871.1|DFIC
OG0003768	LOC115634828|XP_030388606.1|SLEB	LOC108086470|XP_017038886.1|DFIC
OG0003769	LOC115634825|XP_030388604.1|SLEB	LOC108086443|XP_017038849.1|DFIC
OG0003770	LOC115627751|XP_030379395.1|SLEB	LOC108101721|XP_017061660.1|DFIC
OG0003771	LOC115622569|XP_030372400.1|SLEB	LOC108089039|XP_017042632.1|DFIC
OG0003772	LOC115632857|XP_030385977.1|SLEB	LOC108096247|XP_017053179.1|DFIC
OG0003773	LOC115624212|XP_030374685.1|SLEB	LOC108090730|XP_017045033.1|DFIC
OG0003774	LOC115634531|XP_030388204.1|SLEB	LOC108090771|XP_017045101.1|DFIC
OG0003775	LOC115627210|XP_030378690.1|SLEB	LOC108097680|XP_017055634.1|DFIC
OG0003776	LOC115634198|XP_030387646.1|SLEB	LOC108094279|XP_017050261.1|DFIC
OG0003777	LOC115633706|XP_030387027.1|SLEB	LOC108101566|XP_017061464.1|DFIC
OG0003778	LOC115621728|XP_030371320.1|SLEB	LOC108086408|XP_017038799.1|DFIC
OG0003779	LOC115634397|XP_030387952.1|SLEB	LOC108094865|XP_017051174.1|DFIC
OG0003780	LOC115630362|XP_030382759.1|SLEB	LOC108093781|XP_017049549.1|DFIC
OG0003781	LOC115628024|XP_030379817.1|SLEB	LOC108095040|XP_017051421.1|DFIC
OG0003782	LOC115626675|XP_030377961.1|SLEB	LOC108097180|XP_017054811.1|DFIC
OG0003783	LOC115621257|XP_030370713.1|SLEB	LOC108095804|XP_017052562.1|DFIC
OG0003784	LOC115631812|XP_030384512.1|SLEB	LOC108090397|XP_017044534.1|DFIC
OG0003785	LOC115626638|XP_030377909.1|SLEB	LOC108095528|XP_017052145.1|DFIC
OG0003786	LOC115622156|XP_030371888.1|SLEB	LOC108090456|XP_017044637.1|DFIC
OG0003787	LOC115633073|XP_030386309.1|SLEB	LOC108090459|XP_017044640.1|DFIC
OG0003788	LOC115620978|XP_030370361.1|SLEB	LOC108090826|XP_017045175.1|DFIC
OG0003789	LOC115624372|XP_030374911.1|SLEB	LOC108101544|XP_017061421.1|DFIC
OG0003790	LOC115622626|XP_030372493.1|SLEB	LOC108089615|XP_017043466.1|DFIC
OG0003791	LOC115623319|XP_030373440.1|SLEB	LOC108091796|XP_017046648.1|DFIC
OG0003792	LOC115632927|XP_030386083.1|SLEB	LOC108093914|XP_017049771.1|DFIC
OG0003793	LOC115634829|XP_030388611.1|SLEB	LOC108090860|XP_017045235.1|DFIC
OG0003794	LOC115623433|XP_030373639.1|SLEB	LOC108096859|XP_017054272.1|DFIC
OG0003795	LOC115632883|XP_030386020.1|SLEB	LOC108087499|XP_017040384.1|DFIC
OG0003796	LOC115620722|XP_030369961.1|SLEB	LOC108088450|XP_017041718.1|DFIC
OG0003797	LOC115627109|XP_030378531.1|SLEB	LOC108090057|XP_017044054.1|DFIC
OG0003798	LOC115633806|XP_030387150.1|SLEB	LOC108090964|XP_017045397.1|DFIC
OG0003799	LOC115634768|XP_030388522.1|SLEB	LOC108096812|XP_017054192.1|DFIC
OG0003800	LOC115626342|XP_030377551.1|SLEB	LOC108090056|XP_017044053.1|DFIC
OG0003801	LOC115625750|XP_030376766.1|SLEB	LOC108098383|XP_017056736.1|DFIC
OG0003802	LOC115624596|XP_030375196.1|SLEB	LOC108098334|XP_017056656.1|DFIC
OG0003803	LOC115620209|XP_030369206.1|SLEB	LOC108088453|XP_017041722.1|DFIC
OG0003804	LOC115626324|XP_030377525.1|SLEB	LOC108090034|XP_017044017.1|DFIC
OG0003805	LOC115628622|XP_030380668.1|SLEB	LOC108091477|XP_017046187.1|DFIC
OG0003806	LOC115631678|XP_030384350.1|SLEB	LOC108101355|XP_017061150.1|DFIC
OG0003808	LOC115632292|XP_030385245.1|SLEB	LOC108099879|XP_017059020.1|DFIC
OG0003809	LOC115631883|XP_030384592.1|SLEB	LOC108101239|XP_017060982.1|DFIC
OG0003810	LOC115633226|XP_030386483.1|SLEB	LOC108101840|XP_017061842.1|DFIC
OG0003811	LOC115634268|XP_030387755.1|SLEB	LOC108094917|XP_017051256.1|DFIC
OG0003812	LOC115630989|XP_030383434.1|SLEB	LOC108091434|XP_017046114.1|DFIC
OG0003813	LOC115625687|XP_030376686.1|SLEB	LOC108101187|XP_017060918.1|DFIC
OG0003814	LOC115628520|XP_030380533.1|SLEB	LOC108094517|XP_017050607.1|DFIC
OG0003815	LOC115622021|XP_030371738.1|SLEB	LOC108093351|XP_017048850.1|DFIC
OG0003816	LOC115626012|XP_030377119.1|SLEB	LOC108094449|XP_017050516.1|DFIC
OG0003817	LOC115628547|XP_030380568.1|SLEB	LOC108097854|XP_017055879.1|DFIC
OG0003818	LOC115631193|XP_030383743.1|SLEB	LOC108096097|XP_017052960.1|DFIC
OG0003819	LOC115631081|XP_030383588.1|SLEB	LOC108091499|XP_017046221.1|DFIC
OG0003820	LOC115623906|XP_030374322.1|SLEB	LOC108099411|XP_017058415.1|DFIC
OG0003821	LOC115631564|XP_030384220.1|SLEB	LOC108101606|XP_017061508.1|DFIC
OG0003822	LOC115625925|XP_030377022.1|SLEB	LOC108093015|XP_017048406.1|DFIC
OG0003823	LOC115631057|XP_030383553.1|SLEB	LOC108094158|XP_017050089.1|DFIC, LOC108101687|XP_017061609.1|DFIC
OG0003824	LOC115626079|XP_030377192.1|SLEB	LOC108094438|XP_017050497.1|DFIC
OG0003825	LOC115628500|XP_030380499.1|SLEB	LOC108095605|XP_017052294.1|DFIC, LOC108100997|XP_017060651.1|DFIC
OG0003826	LOC115630617|XP_030383104.1|SLEB	LOC108089990|XP_017043980.1|DFIC
OG0003827	LOC115621877|XP_030371564.1|SLEB	LOC108097845|XP_017055865.1|DFIC, LOC108098109|XP_017056351.1|DFIC
OG0003828	LOC115628489|XP_030380477.1|SLEB	LOC108101928|XP_017062003.1|DFIC, LOC108097844|XP_017055863.1|DFIC
OG0003829	LOC115625946|XP_030377042.1|SLEB	LOC108090058|XP_017044055.1|DFIC
OG0003830	LOC115626447|XP_030377682.1|SLEB	LOC108093440|XP_017048993.1|DFIC
OG0003831	LOC115620674|XP_030369897.1|SLEB	LOC108099576|XP_017058668.1|DFIC
OG0003832	LOC115629034|XP_030381196.1|SLEB	LOC108088173|XP_017041339.1|DFIC
OG0003833	LOC115629055|XP_030381225.1|SLEB	LOC108088178|XP_017041347.1|DFIC
OG0003834	LOC115625882|XP_030376960.1|SLEB	LOC108088176|XP_017041343.1|DFIC
OG0003835	LOC115626322|XP_030377522.1|SLEB	LOC108094919|XP_017051263.1|DFIC, LOC108094538|XP_017050629.1|DFIC
OG0003836	LOC115625826|XP_030376876.1|SLEB	LOC108101215|XP_017060953.1|DFIC
OG0003837	LOC115626454|XP_030377693.1|SLEB	LOC108101228|XP_017060967.1|DFIC
OG0003838	LOC115631291|XP_030383865.1|SLEB	LOC108092344|XP_017047370.1|DFIC
OG0003839	LOC115626617|XP_030377871.1|SLEB	LOC108092704|XP_017047908.1|DFIC
OG0003840	LOC115634134|XP_030387561.1|SLEB	LOC108101481|XP_017061318.1|DFIC
OG0003841	LOC115631433|XP_030384031.1|SLEB	LOC108092435|XP_017047505.1|DFIC
OG0003842	LOC115631832|XP_030384530.1|SLEB, LOC115623729|XP_030374096.1|SLEB	LOC108100056|XP_017059277.1|DFIC
OG0003843	LOC115625834|XP_030376889.1|SLEB	LOC108098319|XP_017056631.1|DFIC
OG0003844	LOC115625816|XP_030376862.1|SLEB	LOC108092678|XP_017047853.1|DFIC
OG0003845	LOC115626307|XP_030377497.1|SLEB	LOC108101755|XP_017061711.1|DFIC
OG0003846	LOC115625721|XP_030376728.1|SLEB	LOC108102229|XP_017062450.1|DFIC, LOC108097851|XP_017055874.1|DFIC
OG0003847	LOC115626427|XP_030377659.1|SLEB	LOC108102163|XP_017062354.1|DFIC
OG0003848	LOC115625103|XP_030375867.1|SLEB	LOC108092149|XP_017047156.1|DFIC
OG0003849	LOC115622285|XP_030372050.1|SLEB	LOC108096518|XP_017053637.1|DFIC
OG0003850	LOC115626028|XP_030377139.1|SLEB	LOC108098380|XP_017056732.1|DFIC
OG0003851	LOC115633698|XP_030387017.1|SLEB	LOC108094913|XP_017051248.1|DFIC
OG0003852	LOC115630997|XP_030383450.1|SLEB	LOC108092391|XP_017047441.1|DFIC
OG0003853	LOC115627477|XP_030379019.1|SLEB	LOC108093827|XP_017049643.1|DFIC
OG0003854	LOC115631071|XP_030383577.1|SLEB	LOC108098195|XP_017056420.1|DFIC
OG0003855	LOC115631144|XP_030383675.1|SLEB	LOC108098192|XP_017056416.1|DFIC
OG0003856	LOC115631333|XP_030383914.1|SLEB	LOC108100109|XP_017059345.1|DFIC
OG0003857	LOC115631493|XP_030384112.1|SLEB	LOC108098229|XP_017056499.1|DFIC
OG0003859	LOC115631766|XP_030384462.1|SLEB	LOC108096083|XP_017052936.1|DFIC
OG0003860	LOC115622117|XP_030371826.1|SLEB	LOC108093998|XP_017049907.1|DFIC
OG0003861	LOC115630444|XP_030382866.1|SLEB	LOC108092354|XP_017047377.1|DFIC
OG0003862	LOC115626392|XP_030377612.1|SLEB	LOC108093417|XP_017048952.1|DFIC
OG0003863	LOC115626601|XP_030377845.1|SLEB	LOC108101400|XP_017061209.1|DFIC, LOC108086358|XP_017038748.1|DFIC
OG0003864	LOC115626396|XP_030377619.1|SLEB	LOC108093459|XP_017049024.1|DFIC
OG0003865	LOC115623708|XP_030374047.1|SLEB	LOC108095977|XP_017052810.1|DFIC
OG0003866	LOC115627074|XP_030378481.1|SLEB	LOC108093433|XP_017048982.1|DFIC
OG0003867	LOC115633473|XP_030386797.1|SLEB	LOC108091717|XP_017046546.1|DFIC
OG0003868	LOC115629018|XP_030381174.1|SLEB	LOC108089112|XP_017042712.1|DFIC
OG0003869	LOC115631239|XP_030383808.1|SLEB	LOC108092550|XP_017047674.1|DFIC
OG0003870	LOC115631030|XP_030383509.1|SLEB	LOC108102061|XP_017062185.1|DFIC, LOC108096053|XP_017052887.1|DFIC
OG0003871	LOC115631137|XP_030383666.1|SLEB	LOC108094490|XP_017050568.1|DFIC
OG0003872	LOC115619988|XP_030368916.1|SLEB	LOC108093864|XP_017049693.1|DFIC
OG0003873	LOC115628591|XP_030380635.1|SLEB	LOC108089912|XP_017043882.1|DFIC
OG0003874	LOC115626133|XP_030377248.1|SLEB	LOC108093397|XP_017048905.1|DFIC
OG0003875	LOC115625919|XP_030377013.1|SLEB	LOC108089115|XP_017042715.1|DFIC
