Orthogroup	SLEB.longest_only	AAEG.longest_only
OG0003773	LOC115624212|XP_030374685.1|SLEB	LOC5569281|XP_021699682.1|AAEG
OG0003774	LOC115634531|XP_030388204.1|SLEB	LOC5575621|XP_021699693.1|AAEG
OG0003775	LOC115627210|XP_030378690.1|SLEB	LOC5576380|XP_001662596.2|AAEG
OG0003776	LOC115634198|XP_030387646.1|SLEB	LOC5569572|XP_001658638.2|AAEG
OG0003777	LOC115633706|XP_030387027.1|SLEB	LOC5567697|XP_001651861.1|AAEG
OG0003778	LOC115621728|XP_030371320.1|SLEB	LOC5567695|XP_021699793.1|AAEG
OG0003779	LOC115634397|XP_030387952.1|SLEB	LOC5565718|XP_021699822.1|AAEG
OG0003780	LOC115630362|XP_030382759.1|SLEB	LOC5574832|XP_021699838.1|AAEG
OG0003781	LOC115628024|XP_030379817.1|SLEB	LOC5574828|XP_001661659.2|AAEG
OG0003782	LOC115626675|XP_030377961.1|SLEB	LOC5574827|XP_021699848.1|AAEG
OG0003783	LOC115621257|XP_030370713.1|SLEB	LOC5574637|XP_001661554.1|AAEG
OG0003784	LOC115631812|XP_030384512.1|SLEB	LOC5574642|XP_021699899.1|AAEG
OG0003785	LOC115626638|XP_030377909.1|SLEB	LOC5574646|XP_001661565.1|AAEG
OG0003786	LOC115622156|XP_030371888.1|SLEB	LOC5572038|XP_001660145.2|AAEG
OG0003787	LOC115633073|XP_030386309.1|SLEB	LOC5572039|XP_021699913.1|AAEG
OG0003788	LOC115620978|XP_030370361.1|SLEB	LOC5572041|XP_001660149.2|AAEG
OG0003789	LOC115624372|XP_030374911.1|SLEB	LOC5572048|XP_021699945.1|AAEG, LOC110680878|XP_021712359.1|AAEG
OG0003790	LOC115622626|XP_030372493.1|SLEB	LOC5564189|XP_001648526.1|AAEG
OG0003791	LOC115623319|XP_030373440.1|SLEB	LOC5569986|XP_021700012.1|AAEG
OG0003792	LOC115632927|XP_030386083.1|SLEB	LOC110681220|XP_021712682.1|AAEG, LOC5574372|XP_001661424.1|AAEG
OG0003793	LOC115634829|XP_030388611.1|SLEB	LOC5575905|XP_021700119.1|AAEG
OG0003794	LOC115623433|XP_030373639.1|SLEB	LOC5575899|XP_021700127.1|AAEG
OG0003795	LOC115632883|XP_030386020.1|SLEB	LOC5578895|XP_001664101.2|AAEG
OG0003796	LOC115620722|XP_030369961.1|SLEB	LOC5576279|XP_021700136.1|AAEG
OG0003797	LOC115627109|XP_030378531.1|SLEB	LOC5565480|XP_021700166.1|AAEG
OG0003798	LOC115633806|XP_030387150.1|SLEB	LOC5570378|XP_021700169.1|AAEG
OG0003799	LOC115634768|XP_030388522.1|SLEB	LOC5570383|XP_021700181.1|AAEG
OG0003800	LOC115626342|XP_030377551.1|SLEB	LOC5568035|XP_021700198.1|AAEG
OG0003801	LOC115625750|XP_030376766.1|SLEB	LOC5580248|XP_021700214.1|AAEG
OG0003802	LOC115624596|XP_030375196.1|SLEB	LOC5580249|XP_021700218.1|AAEG
OG0003803	LOC115620209|XP_030369206.1|SLEB	LOC110681064|XP_021712524.1|AAEG, LOC110675168|XP_021695247.1|AAEG
OG0003804	LOC115626324|XP_030377525.1|SLEB	LOC5570937|XP_021700238.1|AAEG
OG0003805	LOC115628622|XP_030380668.1|SLEB	LOC5570930|XP_021700245.1|AAEG
OG0003806	LOC115631678|XP_030384350.1|SLEB	LOC5570932|XP_001659404.1|AAEG
OG0003807	LOC115626603|XP_030377853.1|SLEB	LOC5577719|XP_021700253.1|AAEG
OG0003808	LOC115632292|XP_030385245.1|SLEB	LOC110680907|XP_021712384.1|AAEG, LOC5571158|XP_021700301.1|AAEG
OG0003809	LOC115631883|XP_030384592.1|SLEB	LOC110681459|XP_021712912.1|AAEG, LOC5568632|XP_021700313.1|AAEG, LOC5568637|XP_001652464.1|AAEG
OG0003810	LOC115633226|XP_030386483.1|SLEB	LOC5567649|XP_021700330.1|AAEG
OG0003811	LOC115634268|XP_030387755.1|SLEB	LOC5578151|XP_001663723.2|AAEG
OG0003812	LOC115630989|XP_030383434.1|SLEB	LOC5571946|XP_021700429.1|AAEG
OG0003813	LOC115625687|XP_030376686.1|SLEB	LOC5569380|XP_021700450.1|AAEG
OG0003814	LOC115628520|XP_030380533.1|SLEB	LOC5569498|XP_021700472.1|AAEG
OG0003815	LOC115622021|XP_030371738.1|SLEB	LOC5579340|XP_001647648.2|AAEG
OG0003816	LOC115626012|XP_030377119.1|SLEB	LOC5569510|XP_001658595.1|AAEG
OG0003817	LOC115628547|XP_030380568.1|SLEB	LOC5576950|XP_001663045.1|AAEG
OG0003818	LOC115631193|XP_030383743.1|SLEB	LOC110680414|XP_021711906.1|AAEG, LOC110676540|XP_021700504.1|AAEG
OG0003819	LOC115631081|XP_030383588.1|SLEB	LOC5577422|XP_001656497.1|AAEG
OG0003820	LOC115623906|XP_030374322.1|SLEB	LOC5578366|XP_001656937.1|AAEG
OG0003821	LOC115631564|XP_030384220.1|SLEB	LOC5578355|XP_001656925.1|AAEG
OG0003822	LOC115625925|XP_030377022.1|SLEB	LOC5566424|XP_001650824.1|AAEG
OG0003823	LOC115631057|XP_030383553.1|SLEB	LOC5566438|XP_021700561.1|AAEG
OG0003824	LOC115626079|XP_030377192.1|SLEB	LOC110676558|XP_021700624.1|AAEG
OG0003825	LOC115628500|XP_030380499.1|SLEB	LOC5570915|XP_021700627.1|AAEG
OG0003826	LOC115630617|XP_030383104.1|SLEB	LOC5570911|XP_001653388.1|AAEG
OG0003827	LOC115621877|XP_030371564.1|SLEB	LOC5570902|XP_001653379.1|AAEG
OG0003828	LOC115628489|XP_030380477.1|SLEB	LOC5570900|XP_021700654.1|AAEG
OG0003829	LOC115625946|XP_030377042.1|SLEB	LOC5570899|XP_021700658.1|AAEG
OG0003830	LOC115626447|XP_030377682.1|SLEB	LOC5572922|XP_001654255.1|AAEG
OG0003831	LOC115620674|XP_030369897.1|SLEB	LOC5572925|XP_001654260.2|AAEG
OG0003832	LOC115629034|XP_030381196.1|SLEB	LOC5572928|XP_001654263.2|AAEG
OG0003833	LOC115629055|XP_030381225.1|SLEB	LOC5572931|XP_011493072.1|AAEG
OG0003834	LOC115625882|XP_030376960.1|SLEB	LOC5574737|XP_021700707.1|AAEG
OG0003835	LOC115626322|XP_030377522.1|SLEB	LOC5571425|XP_021700750.1|AAEG
OG0003836	LOC115625826|XP_030376876.1|SLEB	LOC5566327|XP_001650716.1|AAEG
OG0003837	LOC115626454|XP_030377693.1|SLEB	LOC5574285|XP_021700779.1|AAEG, LOC110681472|XP_021712930.1|AAEG
OG0003838	LOC115631291|XP_030383865.1|SLEB	LOC5570424|XP_001659134.1|AAEG
OG0003839	LOC115626617|XP_030377871.1|SLEB	LOC5570432|XP_001659139.1|AAEG
OG0003840	LOC115634134|XP_030387561.1|SLEB	LOC5572643|XP_001654142.1|AAEG
OG0003841	LOC115631433|XP_030384031.1|SLEB	LOC5572652|XP_001654152.1|AAEG
OG0003842	LOC115631832|XP_030384530.1|SLEB, LOC115623729|XP_030374096.1|SLEB	LOC5572664|XP_021700838.1|AAEG
OG0003843	LOC115625834|XP_030376889.1|SLEB	LOC5565770|XP_021700878.1|AAEG
OG0003844	LOC115625816|XP_030376862.1|SLEB	LOC5565771|XP_001650123.1|AAEG
OG0003845	LOC115626307|XP_030377497.1|SLEB	LOC5565769|XP_021695269.1|AAEG
OG0003846	LOC115625721|XP_030376728.1|SLEB	LOC110680286|XP_021711798.1|AAEG, LOC5565758|XP_021700904.1|AAEG
OG0003847	LOC115626427|XP_030377659.1|SLEB	LOC5565762|XP_021700917.1|AAEG
OG0003848	LOC115625103|XP_030375867.1|SLEB	LOC5564298|XP_021700923.1|AAEG
OG0003849	LOC115622285|XP_030372050.1|SLEB	LOC5565399|XP_001649729.1|AAEG
OG0003850	LOC115626028|XP_030377139.1|SLEB	LOC5565389|XP_001649742.3|AAEG
OG0003851	LOC115633698|XP_030387017.1|SLEB	LOC5569185|XP_001652768.1|AAEG
OG0003852	LOC115630997|XP_030383450.1|SLEB	LOC5564491|XP_001648836.1|AAEG
OG0003853	LOC115627477|XP_030379019.1|SLEB	LOC5564509|XP_021701084.1|AAEG
OG0003854	LOC115631071|XP_030383577.1|SLEB	LOC110680469|XP_021711969.1|AAEG, LOC5566992|XP_001651385.1|AAEG
OG0003855	LOC115631144|XP_030383675.1|SLEB	LOC5566966|XP_021701101.1|AAEG
OG0003856	LOC115631333|XP_030383914.1|SLEB	LOC110676661|XP_021701104.1|AAEG
OG0003857	LOC115631493|XP_030384112.1|SLEB	LOC5566516|XP_021701149.1|AAEG
OG0003859	LOC115631766|XP_030384462.1|SLEB	LOC5575679|XP_021701224.1|AAEG
OG0003860	LOC115622117|XP_030371826.1|SLEB	LOC5577025|XP_001656312.1|AAEG
OG0003861	LOC115630444|XP_030382866.1|SLEB	LOC5574497|XP_001655160.1|AAEG
OG0003862	LOC115626392|XP_030377612.1|SLEB	LOC5574499|XP_001655162.2|AAEG
OG0003863	LOC115626601|XP_030377845.1|SLEB	LOC5574500|XP_021701250.1|AAEG
OG0003864	LOC115626396|XP_030377619.1|SLEB	LOC5574502|XP_001655165.1|AAEG
OG0003865	LOC115623708|XP_030374047.1|SLEB	LOC5574507|XP_021701271.1|AAEG
OG0003866	LOC115627074|XP_030378481.1|SLEB	LOC110673980|XP_021701277.1|AAEG
OG0003867	LOC115633473|XP_030386797.1|SLEB	LOC5578951|XP_001664130.1|AAEG
OG0003868	LOC115629018|XP_030381174.1|SLEB	LOC110681235|XP_021712696.1|AAEG, LOC5568820|XP_021701334.1|AAEG
OG0003869	LOC115628751|XP_030380820.1|SLEB, LOC115631239|XP_030383808.1|SLEB	LOC110681451|XP_021712902.1|AAEG, LOC5568827|XP_001658193.1|AAEG
OG0003870	LOC115631030|XP_030383509.1|SLEB	LOC5564986|XP_021701355.1|AAEG
OG0003871	LOC115631137|XP_030383666.1|SLEB	LOC5564996|XP_001649341.1|AAEG
OG0003872	LOC115619988|XP_030368916.1|SLEB	LOC5568984|XP_001658271.2|AAEG
OG0003873	LOC115628591|XP_030380635.1|SLEB	LOC5568982|XP_001658273.1|AAEG
OG0003874	LOC115626133|XP_030377248.1|SLEB	LOC5568981|XP_021701391.1|AAEG
OG0003875	LOC115625919|XP_030377013.1|SLEB	LOC110676724|XP_021701400.1|AAEG
OG0003876	LOC115630398|XP_030382783.1|SLEB	LOC5578796|XP_001657170.1|AAEG
OG0003877	LOC115622575|XP_030372413.1|SLEB	LOC5578760|XP_001657128.2|AAEG
OG0003878	LOC115631018|XP_030383491.1|SLEB	LOC110680375|XP_021711875.1|AAEG, LOC5578759|XP_021701450.1|AAEG
OG0003879	LOC115624555|XP_030375142.1|SLEB	LOC5578755|XP_001657123.1|AAEG
OG0003880	LOC115622431|XP_030372232.1|SLEB	LOC5578162|XP_021701461.1|AAEG
OG0003881	LOC115622772|XP_030372691.1|SLEB	LOC5574041|XP_021701485.1|AAEG
OG0003882	LOC115632727|XP_030385836.1|SLEB	LOC5574609|XP_021701494.1|AAEG
OG0003883	LOC115626998|XP_030378373.1|SLEB	LOC5570959|XP_001659425.2|AAEG
OG0003884	LOC115625785|XP_030376816.1|SLEB	LOC5577114|XP_021701499.1|AAEG
OG0003885	LOC115628998|XP_030381143.1|SLEB	LOC5577113|XP_001663201.1|AAEG
OG0003886	LOC115628997|XP_030381142.1|SLEB	LOC5577220|XP_001656323.1|AAEG
OG0003887	LOC115631434|XP_030384032.1|SLEB	LOC5564147|XP_021701513.1|AAEG
OG0003888	LOC115621630|XP_030371190.1|SLEB	LOC5578320|XP_021701538.1|AAEG
OG0003889	LOC115630423|XP_030382821.1|SLEB	LOC5568234|XP_001657931.2|AAEG
OG0003890	LOC115632552|XP_030385627.1|SLEB	LOC5579391|XP_001647695.2|AAEG
OG0003891	LOC115625754|XP_030376770.1|SLEB	LOC5569335|XP_001658435.2|AAEG
OG0003892	LOC115628299|XP_030380207.1|SLEB	LOC5569337|XP_001658441.1|AAEG
OG0003893	LOC115625842|XP_030376904.1|SLEB	LOC5580262|XP_001656142.2|AAEG
OG0003894	LOC115631691|XP_030384373.1|SLEB	LOC5580255|XP_001656145.1|AAEG
OG0003895	LOC115633892|XP_030387257.1|SLEB	LOC5564478|XP_021701633.1|AAEG
OG0003896	LOC115625727|XP_030376775.1|SLEB, LOC115624733|XP_030375419.1|SLEB	LOC110675203|XP_021695308.1|AAEG, LOC5574678|XP_021701641.1|AAEG
OG0003897	LOC115622525|XP_030372352.1|SLEB	LOC5574676|XP_001661589.1|AAEG
OG0003898	LOC115626154|XP_030377279.1|SLEB	LOC5565516|XP_001649871.1|AAEG
OG0003899	LOC115631279|XP_030383853.1|SLEB	LOC5572627|XP_001660492.2|AAEG
OG0003900	LOC115630563|XP_030383037.1|SLEB	LOC5566914|XP_021701727.1|AAEG
OG0003901	LOC115631167|XP_030383716.1|SLEB	LOC5566913|XP_001651326.2|AAEG
OG0003902	LOC115631168|XP_030383718.1|SLEB	LOC5566912|XP_021701729.1|AAEG
OG0003903	LOC115631013|XP_030383482.1|SLEB	LOC5566910|XP_021701732.1|AAEG
OG0003904	LOC115631012|XP_030383480.1|SLEB	LOC5566942|XP_021701730.1|AAEG
OG0003905	LOC115620688|XP_030369916.1|SLEB	LOC5566941|XP_001651320.2|AAEG
OG0003906	LOC115627936|XP_030379692.1|SLEB	LOC5577215|XP_001663311.2|AAEG
OG0003907	LOC115631961|XP_030384686.1|SLEB	LOC5577205|XP_001663301.2|AAEG
OG0003908	LOC115631873|XP_030384581.1|SLEB	LOC5578247|XP_001663771.2|AAEG
OG0003909	LOC115621650|XP_030371215.1|SLEB	LOC5573102|XP_021701809.1|AAEG
OG0003910	LOC115626001|XP_030377111.1|SLEB	LOC5573103|XP_001654410.1|AAEG
OG0003911	LOC115630575|XP_030383053.1|SLEB	LOC5571554|XP_001659778.1|AAEG
OG0003912	LOC115631645|XP_030384316.1|SLEB	LOC5571558|XP_001659780.1|AAEG
OG0003913	LOC115625679|XP_030376675.1|SLEB	LOC5579488|XP_021701836.1|AAEG
OG0003914	LOC115631478|XP_030384094.1|SLEB	LOC110676828|XP_021701843.1|AAEG, LOC5569389|XP_001658466.1|AAEG
OG0003915	LOC115627034|XP_030378425.1|SLEB	LOC110680818|XP_021712289.1|AAEG, LOC5569390|XP_001658463.1|AAEG
OG0003916	LOC115631728|XP_030384425.1|SLEB	LOC5578582|XP_001663974.1|AAEG
OG0003917	LOC115628528|XP_030380548.1|SLEB	LOC5574513|XP_001661482.2|AAEG
OG0003918	LOC115631584|XP_030384244.1|SLEB	LOC5564615|XP_001648965.1|AAEG
OG0003919	LOC115628491|XP_030380480.1|SLEB	LOC5565707|XP_021701922.1|AAEG
OG0003920	LOC115632433|XP_030385439.1|SLEB	LOC5577107|XP_021701929.1|AAEG
OG0003921	LOC115630587|XP_030383065.1|SLEB	LOC5577565|XP_021701958.1|AAEG
OG0003922	LOC115631382|XP_030383964.1|SLEB	LOC5564612|XP_021701961.1|AAEG
OG0003923	LOC115627848|XP_030379567.1|SLEB	LOC5569850|XP_001658744.1|AAEG
OG0003924	LOC115633800|XP_030387143.1|SLEB	LOC5569853|XP_001658748.2|AAEG
OG0003925	LOC115630956|XP_030383390.1|SLEB	LOC110676861|XP_021701992.1|AAEG
OG0003926	LOC115631235|XP_030383803.1|SLEB	LOC5569863|XP_001658759.1|AAEG
OG0003927	LOC115631459|XP_030384067.1|SLEB	LOC5579066|XP_001664223.1|AAEG
OG0003928	LOC115628514|XP_030380525.1|SLEB	LOC5563851|XP_001648170.1|AAEG
OG0003929	LOC115631605|XP_030384267.1|SLEB	LOC5573389|XP_001654560.1|AAEG
OG0003930	LOC115625890|XP_030376977.1|SLEB	LOC5573392|XP_001654565.1|AAEG
OG0003931	LOC115625887|XP_030376966.1|SLEB	LOC5573396|XP_021702068.1|AAEG
OG0003932	LOC115619969|XP_030368865.1|SLEB	LOC5573081|XP_021702121.1|AAEG
OG0003933	LOC115630556|XP_030383028.1|SLEB	LOC5567715|XP_021702146.1|AAEG
OG0003934	LOC115625984|XP_030377090.1|SLEB	LOC5568869|XP_021702147.1|AAEG
OG0003935	LOC115627470|XP_030379007.1|SLEB	LOC5567315|XP_001651750.1|AAEG
OG0003936	LOC115627515|XP_030379074.1|SLEB	LOC5567314|XP_001651749.1|AAEG
OG0003937	LOC115629658|XP_030382033.1|SLEB	LOC5570833|XP_021702175.1|AAEG
OG0003938	LOC115631066|XP_030383565.1|SLEB	LOC5570830|XP_021702177.1|AAEG
OG0003939	LOC115630788|XP_030383303.1|SLEB	LOC5570829|XP_021702178.1|AAEG
OG0003940	LOC115630929|XP_030383355.1|SLEB	LOC5570827|XP_001653335.1|AAEG
OG0003941	LOC115631357|XP_030383934.1|SLEB	LOC5570828|XP_001653334.1|AAEG
OG0003942	LOC115631704|XP_030384390.1|SLEB	LOC5565708|XP_021702207.1|AAEG
OG0003943	LOC115631085|XP_030383593.1|SLEB	LOC5580320|XP_021702225.1|AAEG
OG0003944	LOC115631680|XP_030384355.1|SLEB	LOC5573510|XP_001654647.1|AAEG
OG0003945	LOC115634728|XP_030388472.1|SLEB	LOC5577630|XP_001656628.1|AAEG
OG0003946	LOC115626221|XP_030377379.1|SLEB	LOC5575174|XP_021702277.1|AAEG
OG0003947	LOC115625830|XP_030376883.1|SLEB	LOC5575166|XP_021702282.1|AAEG
OG0003948	LOC115630810|XP_030383338.1|SLEB	LOC5575152|XP_001655529.2|AAEG
OG0003949	LOC115630812|XP_030383339.1|SLEB	LOC5575149|XP_021702305.1|AAEG
OG0003950	LOC115626328|XP_030377532.1|SLEB	LOC5566375|XP_021702361.1|AAEG
OG0003951	LOC115626444|XP_030377677.1|SLEB	LOC5566382|XP_021702373.1|AAEG
OG0003952	LOC115632015|XP_030384807.1|SLEB	LOC5569445|XP_001658534.2|AAEG
OG0003953	LOC115625783|XP_030376815.1|SLEB	LOC5569441|XP_021702400.1|AAEG
OG0003954	LOC115624932|XP_030375642.1|SLEB	LOC110675215|XP_021695327.1|AAEG
OG0003955	LOC115631400|XP_030383982.1|SLEB	LOC5577298|XP_021695328.1|AAEG, LOC5577305|XP_021697710.1|AAEG
OG0003956	LOC115631588|XP_030384249.1|SLEB	LOC5572437|XP_021702429.1|AAEG
OG0003957	LOC115622683|XP_030372566.1|SLEB	LOC5572444|XP_021702450.1|AAEG
OG0003958	LOC115628027|XP_030379826.1|SLEB	LOC5572452|XP_001660397.2|AAEG
OG0003959	LOC115620989|XP_030370372.1|SLEB	LOC5565328|XP_021702492.1|AAEG
OG0003960	LOC115626953|XP_030378329.1|SLEB	LOC5565312|XP_001649660.1|AAEG
OG0003961	LOC115631008|XP_030383469.1|SLEB	LOC5565323|XP_001649651.1|AAEG
OG0003962	LOC115631772|XP_030384468.1|SLEB	LOC5565318|XP_001649644.1|AAEG
OG0003963	LOC115625895|XP_030376982.1|SLEB	LOC5566802|XP_001651210.2|AAEG
OG0003964	LOC115631440|XP_030384041.1|SLEB	LOC5566808|XP_001651217.2|AAEG
OG0003965	LOC115631390|XP_030383971.1|SLEB	LOC5576029|XP_021702590.1|AAEG
OG0003966	LOC115625918|XP_030377012.1|SLEB	LOC5576033|XP_001655974.1|AAEG
OG0003967	LOC115620050|XP_030369031.1|SLEB	LOC5564541|XP_021702637.1|AAEG
OG0003968	LOC115627053|XP_030378461.1|SLEB	LOC5564542|XP_021702650.1|AAEG
OG0003969	LOC115620286|XP_030369323.1|SLEB	LOC5579501|XP_021702670.1|AAEG
OG0003970	LOC115631247|XP_030383816.1|SLEB	LOC5566053|XP_001650433.2|AAEG, LOC110680296|XP_021711822.1|AAEG
OG0003971	LOC115631106|XP_030383624.1|SLEB	LOC5577549|XP_021702790.1|AAEG
OG0003972	LOC115632902|XP_030386052.1|SLEB	LOC5577548|XP_001656564.1|AAEG
OG0003973	LOC115619936|XP_030368825.1|SLEB	LOC5577542|XP_001656558.1|AAEG
OG0003974	LOC115633947|XP_030387325.1|SLEB	LOC23687576|XP_011493724.1|AAEG
OG0003975	LOC115626370|XP_030377585.1|SLEB	LOC5577896|XP_021702830.1|AAEG
OG0003976	LOC115625697|XP_030376698.1|SLEB	LOC5580034|XP_001660687.1|AAEG
OG0003977	LOC115625866|XP_030376937.1|SLEB	LOC5580036|XP_001660686.1|AAEG
OG0003978	LOC115621018|XP_030370401.1|SLEB	LOC5573243|XP_001654452.1|AAEG
OG0003979	LOC115628480|XP_030380463.1|SLEB	LOC5573252|XP_001654462.1|AAEG
OG0003980	LOC115621237|XP_030370688.1|SLEB	LOC5573253|XP_001654463.1|AAEG
OG0003981	LOC115628460|XP_030380438.1|SLEB	LOC23687788|XP_011493540.1|AAEG
OG0003982	LOC115625709|XP_030376713.1|SLEB	LOC5573254|XP_021702922.1|AAEG
OG0003983	LOC115626482|XP_030377729.1|SLEB	LOC5573255|XP_001654466.1|AAEG
OG0003984	LOC115625947|XP_030377043.1|SLEB	LOC5579234|XP_021702950.1|AAEG
OG0003985	LOC115625699|XP_030376700.1|SLEB	LOC5579235|XP_021702955.1|AAEG
OG0003986	LOC115631280|XP_030383854.1|SLEB	LOC5564833|XP_021703001.1|AAEG
OG0003987	LOC115630935|XP_030383362.1|SLEB	LOC5564852|XP_021703004.1|AAEG
OG0003988	LOC115630608|XP_030383091.1|SLEB	LOC5569075|XP_001658305.2|AAEG
OG0003989	LOC115626715|XP_030378017.1|SLEB, LOC115630981|XP_030383423.1|SLEB	LOC5569078|XP_021703045.1|AAEG
OG0003990	LOC115626636|XP_030377906.1|SLEB	LOC5567981|XP_001657802.1|AAEG
OG0003991	LOC115630456|XP_030382877.1|SLEB	LOC5567979|XP_021703064.1|AAEG
OG0003992	LOC115630410|XP_030382805.1|SLEB, LOC115630514|XP_030382975.1|SLEB	LOC5567974|XP_001657796.2|AAEG
OG0003993	LOC115630757|XP_030383272.1|SLEB	LOC110675225|XP_021695345.1|AAEG
OG0003994	LOC115621296|XP_030370763.1|SLEB	LOC110677016|XP_021703090.1|AAEG
OG0003995	LOC115621628|XP_030371192.1|SLEB	LOC5572772|XP_001660592.2|AAEG
OG0003996	LOC115634149|XP_030387582.1|SLEB	LOC5573701|XP_001661019.1|AAEG
OG0003997	LOC115631281|XP_030383855.1|SLEB	LOC5573693|XP_001661022.2|AAEG
OG0003998	LOC115632016|XP_030384808.1|SLEB	LOC5568927|XP_021703191.1|AAEG
OG0003999	LOC115626210|XP_030377359.1|SLEB	LOC5568918|XP_001658243.1|AAEG
OG0004000	LOC115623742|XP_030374115.1|SLEB, LOC115633316|XP_030386606.1|SLEB	LOC5573202|XP_001660743.2|AAEG
OG0004001	LOC115631042|XP_030383535.1|SLEB	LOC5573173|XP_021703270.1|AAEG
OG0004002	LOC115625846|XP_030376909.1|SLEB	LOC5573180|XP_001660797.2|AAEG
OG0004003	LOC115631551|XP_030384188.1|SLEB	LOC5578840|XP_021703302.1|AAEG
OG0004004	LOC115628478|XP_030380460.1|SLEB	LOC5578838|XP_001657197.2|AAEG
OG0004005	LOC115628453|XP_030380425.1|SLEB	LOC5578837|XP_021703325.1|AAEG
OG0004006	LOC115628532|XP_030380556.1|SLEB	LOC5573934|XP_001654970.1|AAEG
OG0004007	LOC115631240|XP_030383810.1|SLEB	LOC5573938|XP_001654974.1|AAEG
OG0004008	LOC115632033|XP_030384845.1|SLEB	LOC5573942|XP_021703389.1|AAEG
OG0004009	LOC115631559|XP_030384210.1|SLEB	LOC5569871|XP_001658768.2|AAEG
OG0004010	LOC115626177|XP_030377312.1|SLEB	LOC5575569|XP_021703476.1|AAEG
OG0004011	LOC115626388|XP_030377607.1|SLEB	LOC5575573|XP_001662051.2|AAEG
OG0004012	LOC115621735|XP_030371326.1|SLEB	LOC5575560|XP_021703498.1|AAEG
OG0004013	LOC115625801|XP_030376838.1|SLEB	LOC5566981|XP_021703518.1|AAEG
OG0004014	LOC115632176|XP_030385068.1|SLEB	LOC5566973|XP_001651394.2|AAEG
OG0004015	LOC115631076|XP_030383581.1|SLEB	LOC5566986|XP_001651391.2|AAEG
OG0004016	LOC115631255|XP_030383828.1|SLEB	LOC5568000|XP_021703527.1|AAEG
OG0004017	LOC115630661|XP_030383163.1|SLEB	LOC5568007|XP_001657813.1|AAEG
OG0004018	LOC115623414|XP_030373589.1|SLEB	LOC5568003|XP_001657811.1|AAEG
OG0004019	LOC115630571|XP_030383048.1|SLEB	LOC5572061|XP_001653827.1|AAEG
OG0004020	LOC115631221|XP_030383787.1|SLEB	LOC5565854|XP_001650201.1|AAEG
OG0004021	LOC115631022|XP_030383496.1|SLEB	LOC5565832|XP_001650202.1|AAEG
OG0004022	LOC115631267|XP_030383839.1|SLEB	LOC5565846|XP_001650206.1|AAEG
OG0004023	LOC115634183|XP_030387629.1|SLEB	LOC5565831|XP_021703615.1|AAEG
OG0004024	LOC115631467|XP_030384080.1|SLEB	LOC5565862|XP_021703629.1|AAEG
OG0004025	LOC115625820|XP_030376870.1|SLEB	LOC5573443|XP_001654613.1|AAEG
OG0004026	LOC115631398|XP_030383981.1|SLEB	LOC5573444|XP_021703673.1|AAEG
OG0004027	LOC115634064|XP_030387470.1|SLEB	LOC5569805|XP_001653020.2|AAEG, LOC5569811|XP_001653029.1|AAEG
OG0004028	LOC115629020|XP_030381175.1|SLEB	LOC5575523|XP_001662027.2|AAEG
OG0004029	LOC115628523|XP_030380540.1|SLEB	LOC5575522|XP_021703720.1|AAEG
OG0004030	LOC115625192|XP_030376022.1|SLEB	LOC5564922|XP_001649283.2|AAEG
OG0004031	LOC115631351|XP_030383927.1|SLEB	LOC5564940|XP_021703761.1|AAEG
OG0004032	LOC115625853|XP_030376918.1|SLEB	LOC5570853|XP_021703771.1|AAEG
OG0004033	LOC115626191|XP_030377331.1|SLEB	LOC5570858|XP_001653364.2|AAEG
OG0004034	LOC115630933|XP_030383360.1|SLEB	LOC5565916|XP_001650272.2|AAEG
OG0004035	LOC115631041|XP_030383528.1|SLEB	LOC5565892|XP_001650264.1|AAEG
OG0004036	LOC115630991|XP_030383437.1|SLEB	LOC5565901|XP_001650262.2|AAEG
OG0004037	LOC115631059|XP_030383558.1|SLEB	LOC5565894|XP_021703833.1|AAEG
OG0004038	LOC115632030|XP_030384836.1|SLEB	LOC5565923|XP_001650245.1|AAEG
OG0004039	LOC115631213|XP_030383778.1|SLEB	LOC5569703|XP_001658690.2|AAEG
OG0004040	LOC115633628|XP_030386923.1|SLEB	LOC5569717|XP_021703878.1|AAEG
OG0004041	LOC115633276|XP_030386547.1|SLEB	LOC5569718|XP_001658707.2|AAEG
OG0004042	LOC115622177|XP_030371924.1|SLEB	LOC5568190|XP_001652129.1|AAEG
OG0004043	LOC115630654|XP_030383156.1|SLEB	LOC5568194|XP_001652133.2|AAEG
OG0004044	LOC115627472|XP_030379008.1|SLEB	LOC5568080|XP_021703990.1|AAEG, LOC110680421|XP_021711911.1|AAEG
OG0004045	LOC115631439|XP_030384039.1|SLEB	LOC5568078|XP_001652015.1|AAEG
OG0004046	LOC115631249|XP_030383819.1|SLEB	LOC5568069|XP_001652009.2|AAEG
OG0004047	LOC115631028|XP_030383506.1|SLEB	LOC5568071|XP_001652005.2|AAEG, LOC110680527|XP_021712016.1|AAEG
OG0004048	LOC115630482|XP_030382923.1|SLEB	LOC5568072|XP_021703998.1|AAEG
OG0004049	LOC115631436|XP_030384034.1|SLEB	LOC5567336|XP_001651760.1|AAEG
OG0004050	LOC115631657|XP_030384329.1|SLEB	LOC110677250|XP_021704051.1|AAEG
OG0004051	LOC115631090|XP_030383598.1|SLEB	LOC5569754|XP_021704088.1|AAEG
OG0004052	LOC115626951|XP_030378327.1|SLEB	LOC5568566|XP_021705802.1|AAEG
