Orthogroup	AAEG.longest_only	DMAU.longest_only
OG0004331	LOC5573062|XP_001654385.2|AAEG	LOC117137161|XP_033154363.1|DMAU
OG0004332	LOC110680936|XP_021712409.1|AAEG, LOC5577487|XP_001663405.1|AAEG	LOC117150208|XP_033172898.1|DMAU
OG0004333	LOC5570999|XP_001653427.2|AAEG	LOC117138982|XP_033156985.1|DMAU
OG0004334	LOC5570998|XP_021706986.1|AAEG	LOC117149093|XP_033172631.1|DMAU
OG0004335	LOC5571005|XP_001653434.1|AAEG	LOC117138161|XP_033155930.1|DMAU
OG0004336	LOC5571009|XP_001653438.1|AAEG	LOC117138389|XP_033156352.1|DMAU
OG0004337	LOC5571011|XP_001653441.1|AAEG	LOC117150560|XP_033173399.1|DMAU
OG0004338	LOC5571016|XP_021710932.1|AAEG	LOC117139572|XP_033157869.1|DMAU
OG0004339	LOC5575074|XP_001661812.1|AAEG	LOC117135509|XP_033151636.1|DMAU
OG0004340	LOC5575075|XP_021707755.1|AAEG	LOC117135508|XP_033151635.1|DMAU
OG0004341	LOC5575082|XP_001661804.1|AAEG	LOC117136837|XP_033153809.1|DMAU
OG0004342	LOC5578878|XP_001664087.2|AAEG	LOC117138688|XP_033156836.1|DMAU
OG0004343	LOC5576142|XP_021710000.1|AAEG	LOC117137148|XP_033154343.1|DMAU
OG0004344	LOC5565029|XP_021706847.1|AAEG	LOC117137011|XP_033154091.1|DMAU
OG0004345	LOC110680778|XP_021712254.1|AAEG, LOC5567131|XP_001651557.2|AAEG	LOC117148125|XP_033171243.1|DMAU
OG0004346	LOC23687601|XP_021708563.1|AAEG	LOC117137465|XP_033154802.1|DMAU
OG0004347	LOC5570985|XP_021706602.1|AAEG	LOC117136125|XP_033152717.1|DMAU
OG0004348	LOC5563928|XP_021705111.1|AAEG	LOC117137540|XP_033154928.1|DMAU
OG0004349	LOC5575390|XP_021705255.1|AAEG	LOC117137660|XP_033155091.1|DMAU
OG0004350	LOC5564296|XP_001648645.2|AAEG	LOC117138386|XP_033156348.1|DMAU
OG0004351	LOC5566763|XP_021704818.1|AAEG	LOC117136068|XP_033152608.1|DMAU
OG0004352	LOC5575284|XP_021706749.1|AAEG	LOC117144067|XP_033164967.1|DMAU
OG0004353	LOC5575275|XP_001661881.1|AAEG	LOC117142952|XP_033163168.1|DMAU
OG0004354	LOC110679616|XP_021710599.1|AAEG	LOC117143272|XP_033163741.1|DMAU
OG0004355	LOC5575272|XP_021710551.1|AAEG	LOC117144240|XP_033165201.1|DMAU
OG0004356	LOC5573623|XP_001660945.1|AAEG	LOC117136578|XP_033153439.1|DMAU
OG0004357	LOC5571581|XP_021707500.1|AAEG	LOC117136628|XP_033153507.1|DMAU
OG0004358	LOC5563890|XP_021710388.1|AAEG	LOC117136340|XP_033153094.1|DMAU
OG0004359	LOC23687758|XP_021710910.1|AAEG	LOC117135529|XP_033151683.1|DMAU
OG0004360	LOC5573833|XP_001654863.1|AAEG	LOC117140304|XP_033159039.1|DMAU
OG0004361	LOC5573834|XP_001654860.1|AAEG	LOC117143827|XP_033164564.1|DMAU
OG0004362	LOC5573828|XP_001654855.1|AAEG	LOC117139639|XP_033157990.1|DMAU
OG0004363	LOC5574292|XP_001661342.2|AAEG	LOC117148129|XP_033171245.1|DMAU
OG0004364	LOC5563997|XP_001648319.1|AAEG	LOC117136721|XP_033153638.1|DMAU
OG0004365	LOC5578237|XP_021707309.1|AAEG	LOC117137116|XP_033154299.1|DMAU
OG0004366	LOC5577459|XP_001663392.2|AAEG	LOC117147120|XP_033169781.1|DMAU
OG0004367	LOC5571879|XP_001659989.1|AAEG	LOC117139208|XP_033157276.1|DMAU
OG0004368	LOC5568688|XP_001652513.1|AAEG	LOC117140895|XP_033159940.1|DMAU
OG0004369	LOC5568706|XP_021706493.1|AAEG	LOC117137640|XP_033155064.1|DMAU
OG0004370	LOC5568717|XP_021708349.1|AAEG	LOC117137905|XP_033155539.1|DMAU
OG0004371	LOC5563882|XP_001648196.1|AAEG	LOC117148347|XP_033171574.1|DMAU
OG0004372	LOC5563881|XP_021710919.1|AAEG	LOC117137156|XP_033154357.1|DMAU
OG0004373	LOC5570164|XP_021707207.1|AAEG	LOC117145429|XP_033166967.1|DMAU
OG0004374	LOC5573475|XP_021710389.1|AAEG	LOC117137472|XP_033154811.1|DMAU
OG0004375	LOC5566310|XP_001650681.1|AAEG	LOC117140598|XP_033159499.1|DMAU
OG0004376	LOC5569778|XP_021705044.1|AAEG	LOC117141408|XP_033160722.1|DMAU
OG0004377	LOC5574962|XP_001655433.2|AAEG	LOC117140376|XP_033159132.1|DMAU
OG0004378	LOC5578279|XP_021707175.1|AAEG	LOC117138217|XP_033156048.1|DMAU
OG0004379	LOC5574943|XP_001655409.1|AAEG	LOC117137118|XP_033154301.1|DMAU
OG0004380	LOC5567360|XP_021706163.1|AAEG	LOC117137510|XP_033154882.1|DMAU
OG0004381	LOC5567513|XP_021705031.1|AAEG	LOC117143893|XP_033164688.1|DMAU
OG0004382	LOC5580241|XP_001662429.2|AAEG	LOC117137686|XP_033155146.1|DMAU
OG0004383	LOC5580242|XP_021706185.1|AAEG	LOC117136373|XP_033153154.1|DMAU
OG0004384	LOC5580243|XP_001662427.1|AAEG	LOC117136379|XP_033153161.1|DMAU
OG0004385	LOC5575514|XP_001662018.2|AAEG	LOC117136440|XP_033153247.1|DMAU
OG0004386	LOC110677938|XP_021705671.1|AAEG	LOC117137643|XP_033155068.1|DMAU
OG0004387	LOC5572708|XP_021707118.1|AAEG	LOC117139276|XP_033157393.1|DMAU
OG0004388	LOC5572399|XP_021706232.1|AAEG, LOC110681466|XP_021712924.1|AAEG	LOC117137845|XP_033155438.1|DMAU
OG0004389	LOC5564812|XP_021709637.1|AAEG	LOC117139142|XP_033157184.1|DMAU
OG0004390	LOC5575457|XP_001661976.2|AAEG	LOC117140453|XP_033159274.1|DMAU
OG0004391	LOC5576763|XP_021704246.1|AAEG	LOC117138052|XP_033155759.1|DMAU
OG0004392	LOC5565739|XP_001650089.2|AAEG	LOC117141034|XP_033160207.1|DMAU
OG0004393	LOC5565729|XP_021711015.1|AAEG	LOC117136611|XP_033153489.1|DMAU
OG0004394	LOC5565800|XP_021705217.1|AAEG	LOC117136395|XP_033153180.1|DMAU
OG0004395	LOC5571030|XP_021706993.1|AAEG	LOC117136675|XP_033153570.1|DMAU
OG0004396	LOC5571027|XP_021710560.1|AAEG	LOC117135896|XP_033152334.1|DMAU
OG0004397	LOC5571026|XP_001659457.2|AAEG	LOC117138138|XP_033155903.1|DMAU
OG0004398	LOC5569798|XP_021708089.1|AAEG	LOC117138141|XP_033155906.1|DMAU
OG0004399	LOC5569795|XP_021709369.1|AAEG	LOC117136461|XP_033153280.1|DMAU
OG0004400	LOC5572188|XP_001660281.2|AAEG	LOC117142215|XP_033161941.1|DMAU
OG0004401	LOC5574786|XP_001655345.2|AAEG	LOC117136486|XP_033153316.1|DMAU
OG0004402	LOC5574782|XP_001655339.1|AAEG	LOC117136712|XP_033153626.1|DMAU
OG0004403	LOC5578353|XP_021706296.1|AAEG	LOC117138344|XP_033156275.1|DMAU
OG0004404	LOC5577779|XP_021710324.1|AAEG	LOC117136359|XP_033153120.1|DMAU
OG0004405	LOC5577768|XP_001663541.2|AAEG	LOC117141538|XP_033160924.1|DMAU
OG0004406	LOC5567242|XP_001651673.1|AAEG	LOC117139544|XP_033157820.1|DMAU
OG0004407	LOC5567239|XP_021707680.1|AAEG	LOC117137395|XP_033154707.1|DMAU
OG0004408	LOC5567209|XP_001651638.2|AAEG	LOC117139999|XP_033158597.1|DMAU
OG0004409	LOC5571204|XP_021706286.1|AAEG	LOC117146256|XP_033168098.1|DMAU
OG0004410	LOC5571908|XP_021706697.1|AAEG	LOC117135418|XP_033151461.1|DMAU
OG0004411	LOC110681327|XP_021712774.1|AAEG, LOC110679574|XP_021710292.1|AAEG	LOC117140482|XP_033159323.1|DMAU
OG0004412	LOC5574815|XP_001655375.2|AAEG	LOC117140479|XP_033159320.1|DMAU
OG0004413	LOC5574813|XP_021709590.1|AAEG	LOC117136719|XP_033153635.1|DMAU
OG0004414	LOC5577739|XP_021707423.1|AAEG	LOC117138455|XP_033156473.1|DMAU
OG0004415	LOC5579102|XP_021710240.1|AAEG	LOC117135886|XP_033152324.1|DMAU
OG0004416	LOC5579113|XP_021711273.1|AAEG	LOC117136433|XP_033153237.1|DMAU
OG0004417	LOC5579115|XP_001657314.2|AAEG	LOC117142594|XP_033162560.1|DMAU
OG0004418	LOC5579118|XP_021709717.1|AAEG	LOC117137270|XP_033154524.1|DMAU
OG0004419	LOC5579127|XP_021704838.1|AAEG	LOC117138342|XP_033156272.1|DMAU
OG0004420	LOC5572081|XP_001660163.1|AAEG	LOC117137722|XP_033155186.1|DMAU
OG0004421	LOC5566046|XP_021705053.1|AAEG, LOC110680269|XP_021711783.1|AAEG	LOC117141264|XP_033160524.1|DMAU
OG0004422	LOC5566059|XP_021707681.1|AAEG	LOC117139757|XP_033158214.1|DMAU
OG0004423	LOC5578083|XP_001656777.2|AAEG	LOC117138574|XP_033156636.1|DMAU
OG0004424	LOC5578110|XP_021708269.1|AAEG	LOC117136251|XP_033152948.1|DMAU
OG0004425	LOC5578114|XP_001656812.2|AAEG	LOC117138989|XP_033156951.1|DMAU
OG0004426	LOC5578116|XP_001656814.2|AAEG	LOC117139210|XP_033157278.1|DMAU
OG0004427	LOC5580211|XP_001662069.2|AAEG	LOC117139083|XP_033157090.1|DMAU
OG0004428	LOC5580215|XP_021708529.1|AAEG	LOC117142674|XP_033162699.1|DMAU
OG0004429	LOC110678383|XP_021706892.1|AAEG	LOC117143817|XP_033164557.1|DMAU
OG0004430	LOC5574076|XP_021709995.1|AAEG	LOC117141803|XP_033161339.1|DMAU
OG0004431	LOC110677852|XP_021705245.1|AAEG	LOC117144089|XP_033164995.1|DMAU
OG0004432	LOC5566901|XP_021706801.1|AAEG	LOC117144086|XP_033164991.1|DMAU
OG0004433	LOC5566873|XP_021704683.1|AAEG	LOC117139100|XP_033157122.1|DMAU
OG0004434	LOC5566864|XP_001651292.1|AAEG	LOC117138140|XP_033155905.1|DMAU
OG0004435	LOC5564592|XP_001648929.2|AAEG	LOC117135423|XP_033151468.1|DMAU
OG0004436	LOC5564596|XP_021704858.1|AAEG	LOC117138040|XP_033155741.1|DMAU
OG0004437	LOC5564587|XP_001648943.2|AAEG	LOC117138690|XP_033156839.1|DMAU
OG0004438	LOC5564581|XP_001648944.1|AAEG	LOC117136376|XP_033153157.1|DMAU
OG0004439	LOC5579921|XP_021705817.1|AAEG	LOC117138666|XP_033156795.1|DMAU
OG0004440	LOC5579919|XP_001652207.1|AAEG, LOC110674018|XP_021712520.1|AAEG	LOC117135591|XP_033151817.1|DMAU
OG0004441	LOC110681201|XP_021712674.1|AAEG, LOC5568457|XP_001652290.1|AAEG	LOC117136122|XP_033152718.1|DMAU
OG0004442	LOC5577284|XP_001663319.1|AAEG	LOC117136794|XP_033153741.1|DMAU
OG0004443	LOC5574180|XP_001661237.1|AAEG	LOC117140389|XP_033159147.1|DMAU
OG0004444	LOC5567491|XP_001657499.1|AAEG	LOC117137907|XP_033155543.1|DMAU
OG0004445	LOC5567474|XP_021708276.1|AAEG	LOC117136185|XP_033152820.1|DMAU
OG0004446	LOC5567473|XP_001657478.1|AAEG	LOC117142320|XP_033162118.1|DMAU
OG0004447	LOC110681388|XP_021712825.1|AAEG, LOC5567470|XP_001657476.1|AAEG	LOC117142684|XP_033162719.1|DMAU
OG0004448	LOC5567496|XP_001657474.1|AAEG, LOC110678982|XP_021708457.1|AAEG	LOC117137491|XP_033154861.1|DMAU
OG0004449	LOC5567464|XP_001657464.1|AAEG	LOC117140335|XP_033159073.1|DMAU
OG0004450	LOC5569725|XP_001652952.2|AAEG	LOC117138215|XP_033156046.1|DMAU
OG0004451	LOC5566542|XP_001650937.1|AAEG, LOC110680199|XP_021711710.1|AAEG	LOC117136428|XP_033153232.1|DMAU
OG0004452	LOC5566540|XP_001650935.1|AAEG	LOC117137934|XP_033155579.1|DMAU
OG0004453	LOC5566539|XP_021708933.1|AAEG	LOC117138402|XP_033156371.1|DMAU
OG0004454	LOC5568974|XP_001652628.1|AAEG	LOC117142247|XP_033161991.1|DMAU
OG0004455	LOC5568959|XP_001652624.2|AAEG, LOC110679455|XP_021709750.1|AAEG	LOC117140085|XP_033158729.1|DMAU
OG0004456	LOC5568958|XP_021709754.1|AAEG, LOC110679459|XP_021709755.1|AAEG	LOC117148658|XP_033172059.1|DMAU
OG0004457	LOC5568952|XP_001652622.1|AAEG	LOC117140192|XP_033158862.1|DMAU
OG0004458	LOC5568949|XP_021709778.1|AAEG	LOC117140571|XP_033159461.1|DMAU
OG0004459	LOC5568954|XP_021709787.1|AAEG	LOC117141906|XP_033161509.1|DMAU
OG0004460	LOC5571614|XP_001659809.1|AAEG	LOC117141444|XP_033160789.1|DMAU
OG0004461	LOC5565429|XP_021710321.1|AAEG	LOC117140919|XP_033160001.1|DMAU
OG0004462	LOC5565421|XP_001649776.1|AAEG	LOC117138983|XP_033156943.1|DMAU
OG0004463	LOC5565436|XP_021706597.1|AAEG	LOC117139171|XP_033157221.1|DMAU
OG0004464	LOC5576322|XP_021710881.1|AAEG, LOC110679609|XP_021710552.1|AAEG	LOC117138986|XP_033156947.1|DMAU
OG0004465	LOC5565418|XP_001649762.2|AAEG	LOC117139555|XP_033157840.1|DMAU
OG0004466	LOC110679619|XP_021710611.1|AAEG	LOC117141280|XP_033160541.1|DMAU
OG0004467	LOC5567897|XP_021710633.1|AAEG	LOC117141521|XP_033160903.1|DMAU
OG0004468	LOC5567895|XP_001651932.2|AAEG	LOC117139415|XP_033157583.1|DMAU
OG0004469	LOC5567889|XP_001651924.1|AAEG	LOC117140670|XP_033159608.1|DMAU
OG0004470	LOC5576330|XP_021711018.1|AAEG	LOC117140050|XP_033158681.1|DMAU
OG0004471	LOC110680426|XP_021711916.1|AAEG, LOC110680427|XP_021711917.1|AAEG, LOC5564138|XP_021711059.1|AAEG	LOC117144101|XP_033165009.1|DMAU
OG0004472	LOC5566694|XP_001651102.1|AAEG	LOC117136166|XP_033152798.1|DMAU
OG0004473	LOC5566690|XP_001651097.2|AAEG	LOC117137556|XP_033154947.1|DMAU
OG0004474	LOC5566689|XP_001651096.1|AAEG	LOC117137578|XP_033154975.1|DMAU
OG0004475	LOC5566686|XP_001651093.2|AAEG	LOC117145426|XP_033166964.1|DMAU
OG0004476	LOC110679862|XP_021711515.1|AAEG	LOC117143681|XP_033164360.1|DMAU
OG0004477	LOC5573219|XP_001654429.1|AAEG	LOC117136852|XP_033153842.1|DMAU
OG0004478	LOC5573207|XP_021704335.1|AAEG	LOC117137547|XP_033154934.1|DMAU
OG0004479	LOC110681240|XP_021712701.1|AAEG	LOC117137213|XP_033154459.1|DMAU
OG0004480	LOC110681364|XP_021712803.1|AAEG	LOC117147489|XP_033170276.1|DMAU
OG0004481	LOC110681382|XP_021712816.1|AAEG	LOC117138404|XP_033156373.1|DMAU
OG0004504	LOC5575837|XP_001655863.1|AAEG	LOC117141683|XP_033161178.1|DMAU
OG0004505	LOC5579632|XP_021694457.1|AAEG	LOC117144380|XP_033165401.1|DMAU
OG0004506	LOC5574745|XP_021694464.1|AAEG	LOC117144649|XP_033165838.1|DMAU
OG0004507	LOC5574527|XP_001655179.1|AAEG	LOC117143657|XP_033164329.1|DMAU
OG0004508	LOC5572379|XP_021694488.1|AAEG	LOC117144915|XP_033166251.1|DMAU
OG0004509	LOC5572030|XP_001660135.1|AAEG	LOC117140310|XP_033159046.1|DMAU
OG0004510	LOC5579816|XP_001651046.2|AAEG	LOC117146498|XP_033168639.1|DMAU
OG0004511	LOC5579824|XP_021694545.1|AAEG	LOC117143192|XP_033163619.1|DMAU
OG0004512	LOC5574317|XP_021694571.1|AAEG	LOC117146262|XP_033168123.1|DMAU
OG0004513	LOC5574321|XP_021694582.1|AAEG	LOC117146275|XP_033168161.1|DMAU
OG0004514	LOC5574326|XP_021694590.1|AAEG	LOC117146236|XP_033168033.1|DMAU
OG0004515	LOC5569465|XP_001658550.2|AAEG	LOC117146786|XP_033169212.1|DMAU
OG0004516	LOC5569464|XP_021694638.1|AAEG	LOC117146839|XP_033169284.1|DMAU
OG0004517	LOC5569470|XP_021694657.1|AAEG	LOC117146743|XP_033169091.1|DMAU
OG0004518	LOC110680850|XP_021712338.1|AAEG	LOC117148845|XP_033172390.1|DMAU
OG0004519	LOC5574648|XP_001661570.1|AAEG	LOC117142363|XP_033162181.1|DMAU
OG0004520	LOC5564255|XP_021694700.1|AAEG	LOC117146708|XP_033169015.1|DMAU
OG0004521	LOC110681184|XP_021712655.1|AAEG, LOC5565549|XP_021697769.1|AAEG	LOC117136209|XP_033152855.1|DMAU
OG0004522	LOC5574723|XP_001655305.2|AAEG	LOC117148093|XP_033171196.1|DMAU
OG0004523	LOC110674766|XP_021694740.1|AAEG	LOC117142620|XP_033162597.1|DMAU
OG0004524	LOC5578731|XP_001664033.2|AAEG	LOC117148828|XP_033172369.1|DMAU
OG0004525	LOC5568128|XP_021694758.1|AAEG	LOC117148732|XP_033172188.1|DMAU
OG0004526	LOC23687941|XP_021694763.1|AAEG	LOC117146677|XP_033168929.1|DMAU
OG0004527	LOC5567108|XP_001651487.2|AAEG	LOC117148516|XP_033171814.1|DMAU
OG0004528	LOC5575264|XP_001661860.2|AAEG	LOC117146833|XP_033169278.1|DMAU
OG0004529	LOC5565679|XP_021694863.1|AAEG	LOC117146603|XP_033168819.1|DMAU
OG0004530	LOC5580068|XP_001654806.1|AAEG	LOC117147237|XP_033169943.1|DMAU
OG0004531	LOC5564914|XP_021694894.1|AAEG	LOC117142803|XP_033162901.1|DMAU
OG0004532	LOC5568333|XP_021694949.1|AAEG	LOC117147197|XP_033169888.1|DMAU
OG0004533	LOC5564957|XP_021694959.1|AAEG	LOC117146687|XP_033168952.1|DMAU
OG0004534	LOC5564713|XP_001649058.1|AAEG	LOC117136143|XP_033152739.1|DMAU
OG0004535	LOC23687526|XP_011493242.2|AAEG	LOC117140290|XP_033159018.1|DMAU
OG0004536	LOC110681352|XP_021712793.1|AAEG, LOC5573415|XP_021694995.1|AAEG	LOC117148382|XP_033171629.1|DMAU
OG0004537	LOC5571743|XP_021695000.1|AAEG	LOC117147148|XP_033169820.1|DMAU
OG0004538	LOC5574282|XP_021696719.1|AAEG, LOC5579971|XP_021695025.1|AAEG	LOC117136042|XP_033152570.1|DMAU
OG0004539	LOC5565195|XP_021695035.1|AAEG	LOC117145893|XP_033167633.1|DMAU
OG0004540	LOC23687659|XP_021695141.1|AAEG	LOC117148027|XP_033171089.1|DMAU, LOC117146406|XP_033168481.1|DMAU
OG0004541	LOC5573039|XP_021693893.1|AAEG	LOC117136277|XP_033153000.1|DMAU
OG0004542	LOC5573038|XP_021694038.1|AAEG	LOC117148221|XP_033171402.1|DMAU
OG0004543	LOC5566240|XP_021696109.1|AAEG	LOC117146777|XP_033169190.1|DMAU
OG0004544	LOC5579000|XP_021696361.1|AAEG	LOC117148659|XP_033172062.1|DMAU
OG0004545	LOC5578998|XP_021696983.1|AAEG	LOC117143839|XP_033164582.1|DMAU
OG0004546	LOC5565022|XP_001649363.2|AAEG	LOC117136642|XP_033153525.1|DMAU
OG0004547	LOC5566769|XP_021701100.1|AAEG	LOC117146558|XP_033168747.1|DMAU
OG0004548	LOC5573521|XP_001660918.2|AAEG, LOC110677080|XP_021703454.1|AAEG	LOC117148939|XP_033172556.1|DMAU
OG0004549	LOC110677788|XP_021705001.1|AAEG, LOC5569935|XP_021703073.1|AAEG	LOC117148596|XP_033171964.1|DMAU
OG0004550	LOC5574019|XP_021707312.1|AAEG	LOC117148046|XP_033171116.1|DMAU
OG0004551	LOC5574022|XP_001661113.1|AAEG	LOC117135860|XP_033152277.1|DMAU
OG0004552	LOC5574015|XP_021707866.1|AAEG	LOC117146924|XP_033169446.1|DMAU
OG0004553	LOC5574011|XP_001661096.2|AAEG	LOC117139216|XP_033157289.1|DMAU
OG0004554	LOC5564969|XP_021710730.1|AAEG	LOC117147123|XP_033169780.1|DMAU
OG0004555	LOC5571988|XP_021711427.1|AAEG, LOC5571990|XP_021711075.1|AAEG	LOC117148668|XP_033172074.1|DMAU
OG0004556	LOC5571980|XP_021712418.1|AAEG	LOC117148854|XP_033172403.1|DMAU
OG0004557	LOC110674264|XP_021694224.1|AAEG, LOC110681295|XP_021712772.1|AAEG	LOC117147714|XP_033170602.1|DMAU
OG0004558	LOC5576062|XP_001648485.2|AAEG	LOC117147254|XP_033169964.1|DMAU
OG0004559	LOC5573489|XP_021713360.1|AAEG	LOC117145078|XP_033166486.1|DMAU
OG0004560	LOC5580021|XP_021692916.1|AAEG	LOC117139401|XP_033157559.1|DMAU
OG0004561	LOC5569126|XP_021692967.1|AAEG	LOC117142720|XP_033162773.1|DMAU
OG0004562	LOC5578654|XP_021693017.1|AAEG	LOC117145297|XP_033166780.1|DMAU
OG0004563	LOC5578653|XP_021693083.1|AAEG	LOC117143416|XP_033164009.1|DMAU
OG0004564	LOC5578652|XP_001663993.2|AAEG	LOC117144985|XP_033166345.1|DMAU
OG0004565	LOC5570121|XP_001653102.2|AAEG	LOC117143126|XP_033163506.1|DMAU
OG0004566	LOC5578310|XP_001656894.2|AAEG	LOC117148579|XP_033171937.1|DMAU
OG0004567	LOC23687938|XP_021693199.1|AAEG	LOC117147185|XP_033169876.1|DMAU
OG0004568	LOC5570106|XP_001653086.2|AAEG	LOC117146515|XP_033168673.1|DMAU
OG0004569	LOC5564358|XP_021693444.1|AAEG	LOC117142655|XP_033162672.1|DMAU
OG0004570	LOC5570746|XP_021693650.1|AAEG	LOC117138514|XP_033156539.1|DMAU
OG0004571	LOC5564999|XP_021693979.1|AAEG	LOC117148449|XP_033171714.1|DMAU
OG0004572	LOC5572390|XP_001654043.1|AAEG	LOC117142789|XP_033162876.1|DMAU
OG0004573	LOC5578624|XP_021694888.1|AAEG	LOC117142614|XP_033162587.1|DMAU
OG0004574	LOC5569556|XP_001658619.1|AAEG	LOC117148211|XP_033171391.1|DMAU
OG0004575	LOC5569562|XP_021695176.1|AAEG	LOC117147355|XP_033170109.1|DMAU
OG0004576	LOC5569566|XP_001658629.1|AAEG	LOC117143881|XP_033164658.1|DMAU
OG0004577	LOC5578887|XP_001664093.2|AAEG	LOC117142752|XP_033162824.1|DMAU
OG0004578	LOC5574245|XP_001661298.1|AAEG	LOC117146949|XP_033169495.1|DMAU
OG0004579	LOC5574250|XP_001661305.2|AAEG	LOC117151059|XP_033174173.1|DMAU
OG0004580	LOC5574256|XP_021695770.1|AAEG	LOC117144377|XP_033165398.1|DMAU
OG0004581	LOC5569921|XP_021695776.1|AAEG	LOC117143270|XP_033163739.1|DMAU
OG0004582	LOC5569918|XP_001658818.2|AAEG	LOC117145152|XP_033166583.1|DMAU
OG0004583	LOC5576026|XP_021695931.1|AAEG	LOC117148722|XP_033172165.1|DMAU
OG0004584	LOC5576023|XP_021695966.1|AAEG	LOC117137530|XP_033154907.1|DMAU
OG0004585	LOC5566490|XP_021696180.1|AAEG	LOC117143366|XP_033163931.1|DMAU
OG0004586	LOC110680670|XP_021712152.1|AAEG, LOC110680344|XP_021711856.1|AAEG, LOC5566496|XP_001650881.2|AAEG	LOC117146501|XP_033168643.1|DMAU
OG0004587	LOC5571316|XP_021696265.1|AAEG	LOC117145802|XP_033167491.1|DMAU
OG0004588	LOC5571317|XP_021696269.1|AAEG	LOC117145807|XP_033167499.1|DMAU
OG0004589	LOC5571312|XP_021696292.1|AAEG	LOC117148352|XP_033171580.1|DMAU
OG0004590	LOC5571304|XP_021696553.1|AAEG	LOC117145748|XP_033167401.1|DMAU
OG0004591	LOC5571303|XP_021696640.1|AAEG	LOC117143486|XP_033164090.1|DMAU
OG0004592	LOC5571325|XP_001653614.2|AAEG, LOC110680590|XP_021712079.1|AAEG	LOC117146793|XP_033169223.1|DMAU
OG0004593	LOC5571324|XP_001653613.1|AAEG	LOC117148213|XP_033171393.1|DMAU
OG0004594	LOC5570456|XP_021696795.1|AAEG	LOC117146589|XP_033168801.1|DMAU
OG0004595	LOC5570455|XP_001659155.1|AAEG	LOC117147773|XP_033170700.1|DMAU
OG0004596	LOC5568415|XP_001658067.2|AAEG	LOC117147249|XP_033169957.1|DMAU
OG0004597	LOC5576593|XP_001656176.2|AAEG	LOC117148420|XP_033171680.1|DMAU
OG0004598	LOC5576594|XP_021697315.1|AAEG	LOC117141492|XP_033160868.1|DMAU
OG0004599	LOC5576590|XP_021694237.1|AAEG	LOC117135289|XP_033151351.1|DMAU
OG0004600	LOC5578881|XP_021697499.1|AAEG	LOC117148227|XP_033171407.1|DMAU
OG0004601	LOC5575001|XP_021697559.1|AAEG	LOC117146897|XP_033169394.1|DMAU
OG0004602	LOC110681032|XP_021712493.1|AAEG, LOC5574977|XP_011492970.2|AAEG	LOC117147086|XP_033169742.1|DMAU
OG0004603	LOC5574964|XP_001655438.1|AAEG	LOC117150392|XP_033173146.1|DMAU
OG0004604	LOC5577019|XP_001656305.2|AAEG	LOC117147544|XP_033170371.1|DMAU
OG0004605	LOC5572546|XP_021698206.1|AAEG	LOC117146862|XP_033169331.1|DMAU
OG0004606	LOC110681039|XP_021712499.1|AAEG, LOC5570419|XP_021698706.1|AAEG	LOC117142245|XP_033161988.1|DMAU
OG0004607	LOC5571999|XP_021699006.1|AAEG	LOC117148493|XP_033171765.1|DMAU, LOC117147393|XP_033170153.1|DMAU
OG0004608	LOC5580118|XP_021699158.1|AAEG	LOC117148614|XP_033171986.1|DMAU
OG0004609	LOC5580129|XP_001655265.1|AAEG	LOC117147363|XP_033170118.1|DMAU
OG0004610	LOC5567908|XP_021699375.1|AAEG	LOC117143347|XP_033163905.1|DMAU
OG0004611	LOC5567930|XP_021699546.1|AAEG	LOC117144301|XP_033165298.1|DMAU
OG0004612	LOC5567934|XP_021699581.1|AAEG	LOC117144706|XP_033165936.1|DMAU
OG0004613	LOC5567928|XP_001651965.2|AAEG	LOC117143275|XP_033163745.1|DMAU
OG0004614	LOC23687785|XP_021699626.1|AAEG	LOC117148069|XP_033171157.1|DMAU
OG0004615	LOC5580054|XP_021699671.1|AAEG	LOC117148708|XP_033172145.1|DMAU
OG0004616	LOC5580056|XP_001654826.2|AAEG	LOC117146956|XP_033169509.1|DMAU
OG0004617	LOC5569683|XP_021699817.1|AAEG	LOC117143218|XP_033163661.1|DMAU
OG0004618	LOC5564408|XP_001648750.2|AAEG	LOC117142448|XP_033162308.1|DMAU
OG0004619	LOC5564395|XP_001648740.2|AAEG	LOC117144083|XP_033164989.1|DMAU
OG0004620	LOC5576466|XP_021700376.1|AAEG	LOC117142392|XP_033162229.1|DMAU
OG0004621	LOC5576467|XP_021700393.1|AAEG	LOC117145938|XP_033167707.1|DMAU
OG0004622	LOC110676561|XP_021700642.1|AAEG	LOC117144586|XP_033165751.1|DMAU
OG0004623	LOC5576484|XP_021700664.1|AAEG	LOC117145624|XP_033167233.1|DMAU
OG0004624	LOC5579374|XP_001647679.1|AAEG	LOC117145027|XP_033166419.1|DMAU
OG0004625	LOC5570705|XP_021700943.1|AAEG	LOC117147042|XP_033169665.1|DMAU
OG0004626	LOC5570700|XP_021701111.1|AAEG	LOC117147269|XP_033169985.1|DMAU
OG0004627	LOC5568502|XP_021704914.1|AAEG, LOC110674280|XP_021694247.1|AAEG	LOC117141960|XP_033161631.1|DMAU
OG0004628	LOC5566101|XP_021701666.1|AAEG	LOC117148782|XP_033172278.1|DMAU
OG0004629	LOC5578826|XP_021701851.1|AAEG	LOC117142575|XP_033162533.1|DMAU
