Orthogroup	AAEG.longest_only	DYAK.longest_only
OG0004288	LOC5575482|XP_001661998.1|AAEG	LOC6533753|XP_002094458.1|DYAK
OG0004289	LOC5570561|XP_021708902.1|AAEG	LOC6534902|XP_002095573.1|DYAK
OG0004290	LOC5572995|XP_001654323.2|AAEG	LOC6530357|XP_002091283.1|DYAK
OG0004291	LOC5579041|XP_001657235.1|AAEG	LOC6530409|XP_002091335.1|DYAK
OG0004292	LOC5579044|XP_001657237.1|AAEG	LOC26534510|XP_015049892.1|DYAK
OG0004293	LOC5579046|XP_001657241.1|AAEG	LOC6539545|XP_039230942.1|DYAK
OG0004294	LOC5567940|XP_001657765.2|AAEG	LOC6534156|XP_002094840.1|DYAK
OG0004295	LOC5567935|XP_021710776.1|AAEG, LOC110680813|XP_021712282.1|AAEG	LOC6534154|XP_002094838.1|DYAK
OG0004296	LOC5567945|XP_001657756.2|AAEG	LOC6534152|XP_002094836.1|DYAK
OG0004297	LOC5576246|XP_021705485.1|AAEG	LOC6532024|XP_002092802.1|DYAK
OG0004298	LOC5576239|XP_001656017.2|AAEG	LOC6528624|XP_002089667.1|DYAK
OG0004299	LOC5576237|XP_021709188.1|AAEG	LOC6529894|XP_039228684.1|DYAK
OG0004300	LOC5568393|XP_001658037.1|AAEG	LOC6530788|XP_002091671.1|DYAK
OG0004301	LOC5568392|XP_021711934.1|AAEG, LOC5568379|XP_021705859.1|AAEG	LOC6533301|XP_002094027.1|DYAK
OG0004302	LOC5566609|XP_001651006.2|AAEG	LOC6531462|XP_002092261.1|DYAK
OG0004303	LOC5566596|XP_001650993.1|AAEG	LOC6528795|XP_002089827.1|DYAK
OG0004304	LOC5566594|XP_021705105.1|AAEG	LOC6531260|XP_002092069.3|DYAK
OG0004305	LOC5566589|XP_021709067.1|AAEG	LOC6529949|XP_015052533.1|DYAK
OG0004306	LOC5563915|XP_001648221.2|AAEG	LOC6530189|XP_002091127.1|DYAK
OG0004307	LOC5563913|XP_001648213.2|AAEG	LOC6529885|XP_002090842.1|DYAK
OG0004308	LOC5563900|XP_021708791.1|AAEG	LOC6531932|XP_002092718.1|DYAK
OG0004309	LOC5567500|XP_001651798.1|AAEG	LOC6532640|XP_002093384.1|DYAK
OG0004310	LOC5571126|XP_021709267.1|AAEG	LOC6528651|XP_039226629.1|DYAK
OG0004311	LOC5574767|XP_021705247.1|AAEG	LOC6534833|XP_002095505.1|DYAK
OG0004312	LOC5578343|XP_001656912.2|AAEG	LOC6532002|XP_002092788.1|DYAK
OG0004313	LOC5578342|XP_001656911.2|AAEG	LOC6529044|XP_002090075.1|DYAK
OG0004314	LOC5573755|XP_021708369.1|AAEG	LOC6530594|XP_015051901.1|DYAK
OG0004315	LOC5573753|XP_001654781.1|AAEG	LOC6532031|XP_002092808.3|DYAK
OG0004316	LOC5573752|XP_001654780.2|AAEG	LOC6528823|XP_002089855.1|DYAK
OG0004317	LOC5573747|XP_001654775.2|AAEG	LOC6528551|XP_002089595.1|DYAK
OG0004318	LOC5573737|XP_001654763.2|AAEG	LOC6532010|XP_002092789.1|DYAK
OG0004319	LOC5579653|XP_001648127.2|AAEG	LOC6530068|XP_015052023.1|DYAK
OG0004320	LOC5572221|XP_021710698.1|AAEG	LOC6537747|XP_002098288.1|DYAK
OG0004321	LOC5577235|XP_001656341.1|AAEG	LOC6527727|XP_002088810.2|DYAK
OG0004322	LOC5577233|XP_021705236.1|AAEG	LOC6535559|XP_002096188.1|DYAK
OG0004323	LOC5564723|XP_001649078.2|AAEG	LOC6532380|XP_002093131.1|DYAK
OG0004324	LOC5564731|XP_001649076.2|AAEG	LOC6529238|XP_002090244.1|DYAK
OG0004325	LOC5564726|XP_001649070.1|AAEG	LOC6531745|XP_002092535.1|DYAK
OG0004326	LOC5565490|XP_021705968.1|AAEG	LOC6531746|XP_002092536.2|DYAK
OG0004327	LOC5576927|XP_021709153.1|AAEG	LOC6524923|XP_002100763.1|DYAK
OG0004328	LOC5576937|XP_001656299.2|AAEG	LOC6531852|XP_002092639.1|DYAK
OG0004329	LOC5575771|XP_021704796.1|AAEG	LOC6531984|XP_002092770.1|DYAK
OG0004330	LOC5573068|XP_001654399.1|AAEG	LOC6531248|XP_002092057.1|DYAK
OG0004331	LOC5573062|XP_001654385.2|AAEG	LOC6528818|XP_002089850.2|DYAK
OG0004332	LOC110680936|XP_021712409.1|AAEG, LOC5577487|XP_001663405.1|AAEG	LOC6527910|XP_002088982.1|DYAK
OG0004333	LOC5570999|XP_001653427.2|AAEG	LOC6529507|XP_002090509.1|DYAK
OG0004334	LOC5570998|XP_021706986.1|AAEG	LOC6526929|XP_002088027.1|DYAK
OG0004335	LOC5571005|XP_001653434.1|AAEG	LOC6528298|XP_002089351.1|DYAK
OG0004336	LOC5571009|XP_001653438.1|AAEG	LOC6530827|XP_002091710.1|DYAK
OG0004337	LOC5571011|XP_001653441.1|AAEG	LOC6527672|XP_002088758.1|DYAK
OG0004338	LOC5571016|XP_021710932.1|AAEG	LOC6532569|XP_002093313.1|DYAK
OG0004339	LOC5575074|XP_001661812.1|AAEG	LOC6530397|XP_002091323.1|DYAK
OG0004340	LOC5575075|XP_021707755.1|AAEG	LOC6530396|XP_039228541.1|DYAK
OG0004341	LOC5575082|XP_001661804.1|AAEG	LOC6531808|XP_002092595.2|DYAK
OG0004342	LOC5578878|XP_001664087.2|AAEG	LOC6532166|XP_002092939.3|DYAK
OG0004343	LOC5576142|XP_021710000.1|AAEG	LOC6532162|XP_002092938.1|DYAK
OG0004344	LOC5565029|XP_021706847.1|AAEG	LOC6532159|XP_002092935.1|DYAK
OG0004345	LOC110680778|XP_021712254.1|AAEG, LOC5567131|XP_001651557.2|AAEG	LOC6529199|XP_002090206.1|DYAK
OG0004346	LOC23687601|XP_021708563.1|AAEG	LOC6532029|XP_015051665.1|DYAK
OG0004347	LOC5570985|XP_021706602.1|AAEG	LOC6532025|XP_002092803.1|DYAK
OG0004348	LOC5563928|XP_021705111.1|AAEG	LOC6531939|XP_002092725.3|DYAK
OG0004349	LOC5575390|XP_021705255.1|AAEG	LOC6531927|XP_015051612.1|DYAK
OG0004350	LOC5564296|XP_001648645.2|AAEG	LOC6528412|XP_002089458.1|DYAK
OG0004351	LOC5566763|XP_021704818.1|AAEG	LOC6529890|XP_002090847.2|DYAK
OG0004352	LOC5575284|XP_021706749.1|AAEG	LOC26535764|XP_015046999.1|DYAK
OG0004353	LOC5575275|XP_001661881.1|AAEG	LOC6538214|XP_002098741.1|DYAK
OG0004354	LOC110679616|XP_021710599.1|AAEG	LOC6537194|XP_002097752.1|DYAK
OG0004355	LOC5575272|XP_021710551.1|AAEG	LOC6537607|XP_015048429.1|DYAK
OG0004356	LOC5573623|XP_001660945.1|AAEG	LOC6530006|XP_002090952.1|DYAK
OG0004357	LOC5571581|XP_021707500.1|AAEG	LOC6528416|XP_002089462.1|DYAK
OG0004358	LOC5563890|XP_021710388.1|AAEG	LOC6530203|XP_002091141.1|DYAK
OG0004359	LOC23687758|XP_021710910.1|AAEG	LOC6530980|XP_002091818.2|DYAK
OG0004360	LOC5573833|XP_001654863.1|AAEG	LOC6535028|XP_002095694.2|DYAK
OG0004361	LOC5573834|XP_001654860.1|AAEG	LOC6536614|XP_002097186.1|DYAK
OG0004362	LOC5573828|XP_001654855.1|AAEG	LOC6532288|XP_002093048.1|DYAK
OG0004363	LOC5574292|XP_001661342.2|AAEG	LOC6524575|XP_002100432.1|DYAK
OG0004364	LOC5563997|XP_001648319.1|AAEG	LOC6529994|XP_002090940.1|DYAK
OG0004365	LOC5578237|XP_021707309.1|AAEG	LOC6530695|XP_039228716.1|DYAK
OG0004366	LOC5577459|XP_001663392.2|AAEG	LOC6526351|XP_002087473.1|DYAK
OG0004367	LOC5571879|XP_001659989.1|AAEG	LOC6539741|XP_002086625.1|DYAK
OG0004368	LOC5568688|XP_001652513.1|AAEG	LOC6535201|XP_002095860.1|DYAK
OG0004369	LOC5568706|XP_021706493.1|AAEG	LOC6528555|XP_002089599.2|DYAK
OG0004370	LOC5568717|XP_021708349.1|AAEG	LOC6531348|XP_015051262.1|DYAK
OG0004371	LOC5563882|XP_001648196.1|AAEG	LOC6526051|XP_002101868.1|DYAK
OG0004372	LOC5563881|XP_021710919.1|AAEG	LOC6532021|XP_039228333.1|DYAK
OG0004373	LOC5570164|XP_021707207.1|AAEG	LOC6536895|XP_015047987.2|DYAK
OG0004374	LOC5573475|XP_021710389.1|AAEG	LOC6531268|XP_015051211.1|DYAK
OG0004375	LOC5566310|XP_001650681.1|AAEG	LOC6533294|XP_002094020.1|DYAK
OG0004376	LOC5569778|XP_021705044.1|AAEG	LOC6534852|XP_002095524.2|DYAK
OG0004377	LOC5574962|XP_001655433.2|AAEG	LOC6533562|XP_002094272.1|DYAK
OG0004378	LOC5578279|XP_021707175.1|AAEG	LOC6530483|XP_002091398.2|DYAK
OG0004379	LOC5574943|XP_001655409.1|AAEG	LOC6530693|XP_002091584.1|DYAK
OG0004380	LOC5567360|XP_021706163.1|AAEG	LOC6528650|XP_002089692.1|DYAK
OG0004381	LOC5567513|XP_021705031.1|AAEG	LOC6536674|XP_002097247.1|DYAK
OG0004382	LOC5580241|XP_001662429.2|AAEG	LOC6530168|XP_002091108.1|DYAK
OG0004383	LOC5580242|XP_021706185.1|AAEG	LOC6530337|XP_002091264.1|DYAK
OG0004384	LOC5580243|XP_001662427.1|AAEG	LOC6530335|XP_002091262.1|DYAK
OG0004385	LOC5575514|XP_001662018.2|AAEG	LOC6530235|XP_002091172.1|DYAK
OG0004386	LOC110677938|XP_021705671.1|AAEG	LOC6530193|XP_002091131.1|DYAK
OG0004387	LOC5572708|XP_021707118.1|AAEG	LOC6534020|XP_002094707.1|DYAK
OG0004388	LOC5572399|XP_021706232.1|AAEG, LOC110681466|XP_021712924.1|AAEG	LOC6530161|XP_002091103.1|DYAK
OG0004389	LOC5564812|XP_021709637.1|AAEG	LOC6532906|XP_002093642.1|DYAK
OG0004390	LOC5575457|XP_001661976.2|AAEG	LOC6534557|XP_002095233.2|DYAK
OG0004391	LOC5576763|XP_021704246.1|AAEG	LOC6530913|XP_002091757.1|DYAK
OG0004392	LOC5565739|XP_001650089.2|AAEG	LOC6539532|XP_002086420.3|DYAK
OG0004393	LOC5565729|XP_021711015.1|AAEG	LOC6531051|XP_015052803.1|DYAK
OG0004394	LOC5565800|XP_021705217.1|AAEG	LOC6531390|XP_015051309.1|DYAK
OG0004395	LOC5571030|XP_021706993.1|AAEG	LOC6529911|XP_002090868.1|DYAK
OG0004396	LOC5571027|XP_021710560.1|AAEG	LOC6529083|XP_002090096.1|DYAK
OG0004397	LOC5571026|XP_001659457.2|AAEG	LOC6529989|XP_002090935.1|DYAK
OG0004398	LOC5569798|XP_021708089.1|AAEG	LOC6529990|XP_002090936.1|DYAK
OG0004399	LOC5569795|XP_021709369.1|AAEG	LOC6531516|XP_039228028.1|DYAK
OG0004400	LOC5572188|XP_001660281.2|AAEG	LOC6536254|XP_002096840.1|DYAK
OG0004401	LOC5574786|XP_001655345.2|AAEG	LOC6531897|XP_002092684.1|DYAK
OG0004402	LOC5574782|XP_001655339.1|AAEG	LOC6531894|XP_002092681.1|DYAK
OG0004403	LOC5578353|XP_021706296.1|AAEG	LOC6530398|XP_002091324.1|DYAK
OG0004404	LOC5577779|XP_021710324.1|AAEG	LOC6529076|XP_002090089.1|DYAK
OG0004405	LOC5577768|XP_001663541.2|AAEG	LOC6534827|XP_002095499.1|DYAK
OG0004406	LOC5567242|XP_001651673.1|AAEG	LOC6534025|XP_015050370.1|DYAK
OG0004407	LOC5567239|XP_021707680.1|AAEG	LOC6528663|XP_002089705.1|DYAK
OG0004408	LOC5567209|XP_001651638.2|AAEG	LOC6534012|XP_002094701.1|DYAK
OG0004409	LOC5571204|XP_021706286.1|AAEG	LOC6523722|XP_015046815.1|DYAK
OG0004410	LOC5571908|XP_021706697.1|AAEG	LOC6531261|XP_002092070.1|DYAK
OG0004411	LOC110681327|XP_021712774.1|AAEG, LOC110679574|XP_021710292.1|AAEG	LOC6535139|XP_002095801.2|DYAK
OG0004412	LOC5574815|XP_001655375.2|AAEG	LOC6535138|XP_002095800.1|DYAK
OG0004413	LOC5574813|XP_021709590.1|AAEG	LOC6531914|XP_002092700.1|DYAK
OG0004414	LOC5577739|XP_021707423.1|AAEG	LOC6531975|XP_002092761.1|DYAK
OG0004415	LOC5579102|XP_021710240.1|AAEG	LOC6530473|XP_002091389.1|DYAK
OG0004416	LOC5579113|XP_021711273.1|AAEG	LOC6528421|XP_002089467.1|DYAK
OG0004417	LOC5579115|XP_001657314.2|AAEG	LOC6538663|XP_002099183.1|DYAK
OG0004418	LOC5579118|XP_021709717.1|AAEG	LOC6531073|XP_015051744.1|DYAK
OG0004419	LOC5579127|XP_021704838.1|AAEG	LOC6528647|XP_015053992.1|DYAK
OG0004420	LOC5572081|XP_001660163.1|AAEG	LOC6530069|XP_002091015.1|DYAK
OG0004421	LOC5566046|XP_021705053.1|AAEG, LOC110680269|XP_021711783.1|AAEG	LOC6534265|XP_002094946.1|DYAK
OG0004422	LOC5566059|XP_021707681.1|AAEG	LOC6534326|XP_002095006.1|DYAK
OG0004423	LOC5578083|XP_001656777.2|AAEG	LOC6531693|XP_002092484.1|DYAK
OG0004424	LOC5578110|XP_021708269.1|AAEG	LOC6532036|XP_039228549.1|DYAK
OG0004425	LOC5578114|XP_001656812.2|AAEG	LOC6534775|XP_002095450.2|DYAK
OG0004426	LOC5578116|XP_001656814.2|AAEG	LOC6539740|XP_002086627.1|DYAK
OG0004427	LOC5580211|XP_001662069.2|AAEG	LOC6539527|XP_002086415.2|DYAK
OG0004428	LOC5580215|XP_021708529.1|AAEG	LOC6536987|XP_039232262.1|DYAK
OG0004429	LOC110678383|XP_021706892.1|AAEG	LOC6528143|XP_002089209.1|DYAK
OG0004430	LOC5574076|XP_021709995.1|AAEG	LOC6534130|XP_002094814.1|DYAK
OG0004431	LOC110677852|XP_021705245.1|AAEG	LOC6537684|XP_002098229.1|DYAK
OG0004432	LOC5566901|XP_021706801.1|AAEG	LOC6537685|XP_002098230.2|DYAK
OG0004433	LOC5566873|XP_021704683.1|AAEG	LOC6534593|XP_015050732.2|DYAK
OG0004434	LOC5566864|XP_001651292.1|AAEG	LOC6529991|XP_002090937.1|DYAK
OG0004435	LOC5564592|XP_001648929.2|AAEG	LOC6530931|XP_015052765.1|DYAK
OG0004436	LOC5564596|XP_021704858.1|AAEG	LOC6529874|XP_002090831.3|DYAK
OG0004437	LOC5564587|XP_001648943.2|AAEG	LOC6532173|XP_002092946.1|DYAK
OG0004438	LOC5564581|XP_001648944.1|AAEG	LOC6530339|XP_002091266.1|DYAK
OG0004439	LOC5579921|XP_021705817.1|AAEG	LOC6530393|XP_002091319.1|DYAK
OG0004440	LOC5579919|XP_001652207.1|AAEG, LOC110674018|XP_021712520.1|AAEG	LOC6531262|XP_002092071.1|DYAK
OG0004441	LOC110681201|XP_021712674.1|AAEG, LOC5568457|XP_001652290.1|AAEG	LOC6526482|XP_002087599.1|DYAK
OG0004442	LOC5577284|XP_001663319.1|AAEG	LOC6531658|XP_002092455.1|DYAK
OG0004443	LOC5574180|XP_001661237.1|AAEG	LOC6533868|XP_002094568.1|DYAK
OG0004444	LOC5567491|XP_001657499.1|AAEG	LOC6531346|XP_002092150.1|DYAK
OG0004445	LOC5567474|XP_021708276.1|AAEG	LOC6531983|XP_002092769.1|DYAK
OG0004446	LOC5567473|XP_001657478.1|AAEG	LOC6538961|XP_015049135.1|DYAK
OG0004447	LOC110681388|XP_021712825.1|AAEG, LOC5567470|XP_001657476.1|AAEG	LOC6538753|XP_002099267.1|DYAK
OG0004448	LOC5567496|XP_001657474.1|AAEG, LOC110678982|XP_021708457.1|AAEG	LOC6531251|XP_002092060.1|DYAK
OG0004449	LOC5567464|XP_001657464.1|AAEG	LOC26536417|XP_039229839.1|DYAK
OG0004450	LOC5569725|XP_001652952.2|AAEG	LOC6530148|XP_002091090.1|DYAK
OG0004451	LOC5566542|XP_001650937.1|AAEG, LOC110680199|XP_021711710.1|AAEG	LOC6530137|XP_002091083.1|DYAK
OG0004452	LOC5566540|XP_001650935.1|AAEG	LOC6530928|XP_002091770.1|DYAK
OG0004453	LOC5566539|XP_021708933.1|AAEG	LOC6531135|XP_002091969.1|DYAK
OG0004454	LOC5568974|XP_001652628.1|AAEG	LOC6536749|XP_002097321.1|DYAK
OG0004455	LOC5568959|XP_001652624.2|AAEG, LOC110679455|XP_021709750.1|AAEG	LOC6539609|XP_002086497.2|DYAK
OG0004456	LOC5568958|XP_021709754.1|AAEG, LOC110679459|XP_021709755.1|AAEG	LOC6523803|XP_002099678.1|DYAK
OG0004457	LOC5568952|XP_001652622.1|AAEG	LOC6533742|XP_039229558.1|DYAK
OG0004458	LOC5568949|XP_021709778.1|AAEG	LOC6533770|XP_002094474.2|DYAK
OG0004459	LOC5568954|XP_021709787.1|AAEG	LOC6533932|XP_015050340.1|DYAK
OG0004460	LOC5571614|XP_001659809.1|AAEG	LOC6534337|XP_002095017.1|DYAK
OG0004461	LOC5565429|XP_021710321.1|AAEG	LOC6534471|XP_002095148.1|DYAK
OG0004462	LOC5565421|XP_001649776.1|AAEG	LOC6534995|XP_002095665.2|DYAK
OG0004463	LOC5565436|XP_021706597.1|AAEG	LOC6535182|XP_039230236.1|DYAK
OG0004464	LOC5576322|XP_021710881.1|AAEG, LOC110679609|XP_021710552.1|AAEG	LOC6534029|XP_002094716.1|DYAK
OG0004465	LOC5565418|XP_001649762.2|AAEG	LOC6539669|XP_002086554.2|DYAK
OG0004466	LOC110679619|XP_021710611.1|AAEG	LOC6535001|XP_002095671.2|DYAK
OG0004467	LOC5567897|XP_021710633.1|AAEG	LOC26534720|XP_015045014.1|DYAK
OG0004468	LOC5567895|XP_001651932.2|AAEG	LOC6534847|XP_002095519.2|DYAK
OG0004469	LOC5567889|XP_001651924.1|AAEG	LOC6539582|XP_002086470.3|DYAK
OG0004470	LOC5576330|XP_021711018.1|AAEG	LOC6529557|XP_002090554.3|DYAK
OG0004471	LOC110680426|XP_021711916.1|AAEG, LOC110680427|XP_021711917.1|AAEG, LOC5564138|XP_021711059.1|AAEG	LOC6537702|XP_039231342.1|DYAK
OG0004472	LOC5566694|XP_001651102.1|AAEG	LOC6528798|XP_002089830.1|DYAK
OG0004473	LOC5566690|XP_001651097.2|AAEG	LOC26536250|XP_015052965.2|DYAK
OG0004474	LOC5566689|XP_001651096.1|AAEG	LOC6530201|XP_002091139.1|DYAK
OG0004475	LOC5566686|XP_001651093.2|AAEG	LOC6536894|XP_002097463.1|DYAK
OG0004476	LOC110679862|XP_021711515.1|AAEG	LOC6528131|XP_002089198.1|DYAK
OG0004477	LOC5573219|XP_001654429.1|AAEG	LOC6528549|XP_002089594.1|DYAK
OG0004478	LOC5573207|XP_021704335.1|AAEG	LOC6530392|XP_039228465.1|DYAK
OG0004479	LOC110681240|XP_021712701.1|AAEG	LOC6531930|XP_002092716.2|DYAK
OG0004480	LOC110681364|XP_021712803.1|AAEG	LOC6526167|XP_002101977.1|DYAK
OG0004481	LOC110681382|XP_021712816.1|AAEG	LOC6531133|XP_039228398.1|DYAK
OG0004504	LOC5575837|XP_001655863.1|AAEG	LOC6535216|XP_015051099.1|DYAK
OG0004505	LOC5579632|XP_021694457.1|AAEG	LOC6537353|XP_015048291.1|DYAK
OG0004506	LOC5574745|XP_021694464.1|AAEG	LOC6538195|XP_002098723.1|DYAK
OG0004507	LOC5574527|XP_001655179.1|AAEG	LOC6537603|XP_002098149.2|DYAK
OG0004508	LOC5572379|XP_021694488.1|AAEG	LOC6538366|XP_002098890.2|DYAK
OG0004509	LOC5572030|XP_001660135.1|AAEG	LOC6533748|XP_002094453.1|DYAK
OG0004510	LOC5579816|XP_001651046.2|AAEG	LOC6524991|XP_002100831.2|DYAK
OG0004511	LOC5579824|XP_021694545.1|AAEG	LOC6538615|XP_039231574.1|DYAK
OG0004512	LOC5574317|XP_021694571.1|AAEG	LOC6523756|XP_002099631.1|DYAK
OG0004513	LOC5574321|XP_021694582.1|AAEG	LOC6523734|XP_002099609.1|DYAK
OG0004514	LOC5574326|XP_021694590.1|AAEG	LOC6523727|XP_002099602.3|DYAK
OG0004515	LOC5569465|XP_001658550.2|AAEG	LOC6524701|XP_002100545.2|DYAK
OG0004516	LOC5569464|XP_021694638.1|AAEG	LOC6524501|XP_015045728.1|DYAK
OG0004517	LOC5569470|XP_021694657.1|AAEG	LOC6525241|XP_015046174.1|DYAK
OG0004518	LOC110680850|XP_021712338.1|AAEG	LOC6524902|XP_002100742.1|DYAK
OG0004519	LOC5574648|XP_001661570.1|AAEG	LOC6538073|XP_015048641.1|DYAK
OG0004520	LOC5564255|XP_021694700.1|AAEG	LOC6524885|XP_015045914.1|DYAK
OG0004521	LOC110681184|XP_021712655.1|AAEG, LOC5565549|XP_021697769.1|AAEG	LOC6529089|XP_002090102.1|DYAK
OG0004522	LOC5574723|XP_001655305.2|AAEG	LOC6525265|XP_002101101.1|DYAK
OG0004523	LOC110674766|XP_021694740.1|AAEG	LOC6538983|XP_002099485.2|DYAK
OG0004524	LOC5578731|XP_001664033.2|AAEG	LOC6524376|XP_002100234.1|DYAK
OG0004525	LOC5568128|XP_021694758.1|AAEG	LOC6524644|XP_002100501.1|DYAK
OG0004526	LOC23687941|XP_021694763.1|AAEG	LOC6524179|XP_015045549.2|DYAK
OG0004527	LOC5567108|XP_001651487.2|AAEG	LOC6524373|XP_002100231.1|DYAK
OG0004528	LOC5575264|XP_001661860.2|AAEG	LOC6526089|XP_002101906.1|DYAK
OG0004529	LOC5565679|XP_021694863.1|AAEG	LOC6524099|XP_002099963.2|DYAK
OG0004530	LOC5580068|XP_001654806.1|AAEG	LOC6524973|XP_002100813.1|DYAK
OG0004531	LOC5564914|XP_021694894.1|AAEG	LOC6537746|XP_039232540.1|DYAK
OG0004532	LOC5568333|XP_021694949.1|AAEG	LOC6524812|XP_002100654.3|DYAK
OG0004533	LOC5564957|XP_021694959.1|AAEG	LOC6524562|XP_002100419.1|DYAK
OG0004534	LOC5564713|XP_001649058.1|AAEG	LOC6531385|XP_002092188.1|DYAK
OG0004535	LOC23687526|XP_011493242.2|AAEG	LOC6534449|XP_002095126.1|DYAK
OG0004536	LOC110681352|XP_021712793.1|AAEG, LOC5573415|XP_021694995.1|AAEG	LOC6526096|XP_039230446.1|DYAK
OG0004537	LOC5571743|XP_021695000.1|AAEG	LOC6524079|XP_002099943.1|DYAK
OG0004538	LOC5574282|XP_021696719.1|AAEG, LOC5579971|XP_021695025.1|AAEG	LOC6531878|XP_015051592.1|DYAK
OG0004539	LOC5565195|XP_021695035.1|AAEG	LOC6535803|XP_015047362.1|DYAK
OG0004540	LOC23687659|XP_021695141.1|AAEG	LOC6526042|XP_002101859.1|DYAK
OG0004541	LOC5573039|XP_021693893.1|AAEG	LOC6531147|XP_002091976.1|DYAK
OG0004542	LOC5573038|XP_021694038.1|AAEG	LOC6525218|XP_002101056.1|DYAK
OG0004543	LOC5566240|XP_021696109.1|AAEG	LOC6524171|XP_039227419.1|DYAK
OG0004544	LOC5579000|XP_021696361.1|AAEG	LOC6523800|XP_039233731.1|DYAK
OG0004545	LOC5578998|XP_021696983.1|AAEG	LOC6537725|XP_015048473.1|DYAK
OG0004546	LOC5565022|XP_001649363.2|AAEG	LOC6529986|XP_002090932.1|DYAK
OG0004547	LOC5566769|XP_021701100.1|AAEG	LOC6524478|XP_002100335.1|DYAK
OG0004548	LOC5573521|XP_001660918.2|AAEG, LOC110677080|XP_021703454.1|AAEG	LOC6525205|XP_002101043.1|DYAK
OG0004549	LOC110677788|XP_021705001.1|AAEG, LOC5569935|XP_021703073.1|AAEG	LOC6523826|XP_002099701.1|DYAK
OG0004550	LOC5574019|XP_021707312.1|AAEG	LOC6525367|XP_015046269.2|DYAK
OG0004551	LOC5574022|XP_001661113.1|AAEG	LOC6530815|XP_002091698.1|DYAK
OG0004552	LOC5574015|XP_021707866.1|AAEG	LOC6525752|XP_039232950.1|DYAK
OG0004553	LOC5574011|XP_001661096.2|AAEG	LOC6532682|XP_002093426.1|DYAK
OG0004554	LOC5564969|XP_021710730.1|AAEG	LOC6524361|XP_002100219.1|DYAK
OG0004555	LOC5571988|XP_021711427.1|AAEG, LOC5571990|XP_021711075.1|AAEG	LOC6524360|XP_002100218.1|DYAK
OG0004556	LOC5571980|XP_021712418.1|AAEG	LOC6525861|XP_002101681.1|DYAK
OG0004557	LOC110674264|XP_021694224.1|AAEG, LOC110681295|XP_021712772.1|AAEG	LOC6524286|XP_039230120.1|DYAK
OG0004558	LOC5576062|XP_001648485.2|AAEG	LOC6526222|XP_002102031.1|DYAK
OG0004559	LOC5573489|XP_021713360.1|AAEG	LOC6537933|XP_002098473.1|DYAK
OG0004560	LOC5580021|XP_021692916.1|AAEG	LOC6540146|XP_039233134.1|DYAK
OG0004561	LOC5569126|XP_021692967.1|AAEG	LOC6537289|XP_002097847.1|DYAK
OG0004562	LOC5578654|XP_021693017.1|AAEG	LOC6537792|XP_002098333.1|DYAK
OG0004563	LOC5578653|XP_021693083.1|AAEG	LOC6537176|XP_015048180.1|DYAK
OG0004564	LOC5578652|XP_001663993.2|AAEG	LOC6535747|XP_002096370.1|DYAK
OG0004565	LOC5570121|XP_001653102.2|AAEG	LOC6537265|XP_002097823.1|DYAK
OG0004566	LOC5578310|XP_001656894.2|AAEG	LOC6526026|XP_002101843.1|DYAK
OG0004567	LOC23687938|XP_021693199.1|AAEG	LOC6525358|XP_002101194.1|DYAK
OG0004568	LOC5570106|XP_001653086.2|AAEG	LOC6523931|XP_002099803.1|DYAK
OG0004569	LOC5564358|XP_021693444.1|AAEG	LOC6535290|XP_002095946.2|DYAK
OG0004570	LOC5570746|XP_021693650.1|AAEG	LOC6531440|XP_002092243.1|DYAK
OG0004571	LOC5564999|XP_021693979.1|AAEG	LOC6525798|XP_002101619.1|DYAK
OG0004572	LOC5572390|XP_001654043.1|AAEG	LOC6526823|XP_002087924.1|DYAK
OG0004573	LOC5578624|XP_021694888.1|AAEG	LOC6535593|XP_039231303.1|DYAK
OG0004574	LOC5569556|XP_001658619.1|AAEG	LOC6525507|XP_002101342.1|DYAK
OG0004575	LOC5569562|XP_021695176.1|AAEG	LOC6525508|XP_002101343.1|DYAK
OG0004576	LOC5569566|XP_001658629.1|AAEG	LOC6536206|XP_002096797.1|DYAK
OG0004577	LOC5578887|XP_001664093.2|AAEG	LOC6536988|XP_002097557.1|DYAK
OG0004578	LOC5574245|XP_001661298.1|AAEG	LOC6525059|XP_002100898.1|DYAK
OG0004579	LOC5574250|XP_001661305.2|AAEG	LOC6526711|XP_039226790.1|DYAK
OG0004580	LOC5574256|XP_021695770.1|AAEG	LOC6536950|XP_002097519.1|DYAK
OG0004581	LOC5569921|XP_021695776.1|AAEG	LOC6537198|XP_002097756.3|DYAK
OG0004582	LOC5569918|XP_001658818.2|AAEG	LOC6538950|XP_039231448.1|DYAK
OG0004583	LOC5576026|XP_021695931.1|AAEG	LOC6525897|XP_002101717.1|DYAK
OG0004584	LOC5576023|XP_021695966.1|AAEG	LOC6530454|XP_002091370.1|DYAK
OG0004585	LOC5566490|XP_021696180.1|AAEG	LOC6537976|XP_002098513.1|DYAK
OG0004586	LOC110680670|XP_021712152.1|AAEG, LOC110680344|XP_021711856.1|AAEG, LOC5566496|XP_001650881.2|AAEG	LOC6524187|XP_002100050.1|DYAK
OG0004587	LOC5571316|XP_021696265.1|AAEG	LOC6538977|XP_002099480.3|DYAK
OG0004588	LOC5571317|XP_021696269.1|AAEG	LOC6538979|XP_002099482.1|DYAK
