Orthogroup	AAEG.longest_only	DANA.longest_only
OG0003421	LOC5567085|XP_021712943.1|AAEG	LOC6505933|XP_014760849.2|DANA
OG0003422	LOC5577530|XP_021712944.1|AAEG	LOC6505588|XP_001964641.1|DANA
OG0003423	LOC5573383|XP_001660867.2|AAEG	LOC6494530|XP_001960164.2|DANA
OG0003424	LOC5573375|XP_001660864.2|AAEG	LOC6499814|XP_001953857.1|DANA
OG0003425	LOC5573371|XP_001660857.1|AAEG	LOC6500249|XP_001952942.1|DANA
OG0003426	LOC110681358|XP_021712799.1|AAEG, LOC110681360|XP_021712800.1|AAEG, LOC5573381|XP_021712999.1|AAEG	LOC6500649|XP_001953647.1|DANA
OG0003427	LOC5570624|XP_001659227.2|AAEG	LOC6499908|XP_001953656.1|DANA
OG0003428	LOC5572584|XP_001654088.2|AAEG	LOC6507861|XP_001956484.1|DANA
OG0003429	LOC5580284|XP_001662911.1|AAEG, LOC110681506|XP_021713094.1|AAEG	LOC6495918|XP_001959853.1|DANA
OG0003430	LOC5575731|XP_021713117.1|AAEG	LOC6501810|XP_001967403.2|DANA
OG0003431	LOC23687402|XP_021713130.1|AAEG	LOC6498890|XP_001955735.1|DANA
OG0003432	LOC110681519|XP_021713159.1|AAEG, LOC5568725|XP_001658106.1|AAEG	LOC6498910|XP_001955692.1|DANA
OG0003433	LOC5565237|XP_021713167.1|AAEG	LOC6499023|XP_032311498.1|DANA
OG0003434	LOC5576286|XP_001662576.2|AAEG	LOC6503923|XP_001963855.2|DANA
OG0003435	LOC5572168|XP_021713207.1|AAEG	LOC6501333|XP_001955010.3|DANA
OG0003436	LOC5569222|XP_001652782.1|AAEG	LOC6500188|XP_001953053.1|DANA
OG0003437	LOC5569219|XP_001652784.1|AAEG	LOC6500361|XP_014766511.1|DANA
OG0003438	LOC5569226|XP_001652785.1|AAEG	LOC6500362|XP_001953054.1|DANA
OG0003439	LOC5569232|XP_021712263.1|AAEG, LOC110681536|XP_021713262.1|AAEG	LOC6498907|XP_001955697.1|DANA
OG0003440	LOC5578520|XP_021713299.1|AAEG	LOC6500286|XP_032310096.1|DANA
OG0003441	LOC5578519|XP_001663910.1|AAEG	LOC6497828|XP_001961531.1|DANA
OG0003442	LOC5565034|XP_021694403.1|AAEG	LOC6499380|XP_001954748.1|DANA
OG0003443	LOC5576914|XP_001663011.1|AAEG	LOC6506880|XP_001957071.1|DANA
OG0003444	LOC5576920|XP_001663017.1|AAEG	LOC6493701|XP_001958264.3|DANA
OG0003445	LOC5580013|XP_021713335.1|AAEG	LOC6501880|XP_001966749.2|DANA
OG0003446	LOC5580009|XP_021713348.1|AAEG	LOC6495015|XP_032312008.1|DANA
OG0003448	LOC5574616|XP_001661533.1|AAEG	LOC6500064|XP_001953292.1|DANA
OG0003449	LOC5574612|XP_001661529.1|AAEG	LOC6500692|XP_001953733.1|DANA
OG0003450	LOC5574618|XP_021713371.1|AAEG	LOC6507296|XP_032311346.1|DANA, LOC6499501|XP_001954499.1|DANA
OG0003451	LOC5574690|XP_021713381.1|AAEG	LOC6499291|XP_001954932.1|DANA
OG0003452	LOC5574692|XP_021713383.1|AAEG	LOC6501290|XP_001954933.1|DANA
OG0003453	LOC5567595|XP_021713391.1|AAEG	LOC6506502|XP_001957758.1|DANA
OG0003454	LOC5567614|XP_001657570.1|AAEG	LOC6497804|XP_001961480.1|DANA
OG0003455	LOC5567615|XP_021713393.1|AAEG	LOC6500308|XP_001952940.1|DANA
OG0003456	LOC5571512|XP_021692970.1|AAEG	LOC6495663|XP_014763430.1|DANA
OG0003457	LOC5571516|XP_021692972.1|AAEG	LOC6498873|XP_032312221.1|DANA
OG0003458	LOC5564696|XP_021692997.1|AAEG	LOC6500951|XP_032308928.1|DANA
OG0003459	LOC110674037|XP_021693012.1|AAEG	LOC6505702|XP_001964425.1|DANA
OG0003460	LOC5573797|XP_021693033.1|AAEG	LOC6499775|XP_001953943.1|DANA
OG0003461	LOC5570837|XP_021693037.1|AAEG	LOC6500190|XP_001953051.3|DANA
OG0003462	LOC23687506|XP_021695309.1|AAEG, LOC5566668|XP_011493288.2|AAEG	LOC6493328|XP_001957534.1|DANA
OG0003463	LOC5580098|XP_001654849.2|AAEG	LOC6498958|XP_001955607.1|DANA
OG0003464	LOC110674054|XP_021693086.1|AAEG	LOC6499681|XP_001954159.2|DANA
OG0003465	LOC5566483|XP_001650870.1|AAEG	LOC6499872|XP_001953732.1|DANA
OG0003466	LOC5566477|XP_001650864.1|AAEG, LOC110680597|XP_021712082.1|AAEG	LOC6501539|XP_001955445.1|DANA
OG0003467	LOC110674064|XP_021693130.1|AAEG, LOC5566466|XP_001650848.1|AAEG	LOC6500293|XP_001952901.1|DANA
OG0003468	LOC5566464|XP_001650846.1|AAEG, LOC110681427|XP_021712861.1|AAEG	LOC6500287|XP_001952891.1|DANA
OG0003469	LOC5578927|XP_001657213.1|AAEG	LOC6501585|XP_001955523.1|DANA
OG0003470	LOC5563724|XP_021693210.1|AAEG	LOC6501549|XP_001955458.3|DANA
OG0003471	LOC5563704|XP_001647991.1|AAEG	LOC6497879|XP_001961634.1|DANA
OG0003472	LOC5573172|XP_001660788.2|AAEG, LOC110674073|XP_021693214.1|AAEG	LOC6496972|XP_032311081.1|DANA
OG0003473	LOC110681091|XP_021712553.1|AAEG, LOC5563712|XP_001648004.2|AAEG	LOC6496899|XP_001963186.1|DANA
OG0003474	LOC5576365|XP_021693250.1|AAEG	LOC6505869|XP_001964516.2|DANA
OG0003475	LOC5576358|XP_021693297.1|AAEG, LOC110674087|XP_021693301.1|AAEG	LOC6499485|XP_032305843.1|DANA
OG0003477	LOC5567293|XP_021693314.1|AAEG	LOC6500393|XP_001953126.1|DANA
OG0003478	LOC5567283|XP_021693342.1|AAEG	LOC6505650|XP_001964530.3|DANA
OG0003479	LOC5569127|XP_001652733.2|AAEG	LOC6500547|XP_001953432.1|DANA
OG0003480	LOC5576718|XP_001656224.1|AAEG	LOC6499188|XP_001955148.1|DANA
OG0003481	LOC5576717|XP_001656223.1|AAEG	LOC6499187|XP_001955149.1|DANA
OG0003482	LOC5576735|XP_021693381.1|AAEG	LOC6499186|XP_032305340.1|DANA
OG0003483	LOC5566413|XP_001650805.1|AAEG	LOC6499167|XP_001955172.1|DANA
OG0003484	LOC5568914|XP_001658238.1|AAEG	LOC6501611|XP_001955591.1|DANA
OG0003485	LOC5568905|XP_001658228.2|AAEG	LOC6500373|XP_001953076.1|DANA
OG0003486	LOC110674672|XP_021694418.1|AAEG	LOC6500180|XP_001953074.1|DANA
OG0003487	LOC5573324|XP_001654544.1|AAEG	LOC6501185|XP_001954718.1|DANA
OG0003488	LOC5569057|XP_021693516.1|AAEG	LOC6501473|XP_001955323.1|DANA
OG0003489	LOC5564565|XP_021693531.1|AAEG	LOC6500553|XP_032306498.1|DANA
OG0003490	LOC5566454|XP_021693543.1|AAEG	LOC6501707|XP_001955807.3|DANA
OG0003491	LOC5578805|XP_021693546.1|AAEG	LOC6499083|XP_001955339.2|DANA
OG0003492	LOC5578571|XP_001663962.2|AAEG	LOC6501351|XP_001955048.1|DANA
OG0003493	LOC5577195|XP_021693675.1|AAEG	LOC6499751|XP_032305632.1|DANA
OG0003494	LOC5572161|XP_021693685.1|AAEG	LOC6501278|XP_001954906.1|DANA
OG0003495	LOC5576201|XP_001662536.1|AAEG	LOC6497912|XP_001961700.1|DANA
OG0003496	LOC110674163|XP_021693719.1|AAEG	LOC6501565|XP_001955482.1|DANA
OG0003497	LOC23687673|XP_011493646.2|AAEG	LOC6501085|XP_001954528.1|DANA
OG0003498	LOC5575648|XP_021693759.1|AAEG	LOC6498911|XP_001955690.2|DANA
OG0003499	LOC5575653|XP_021693763.1|AAEG	LOC6500000|XP_001953431.1|DANA
OG0003500	LOC5565614|XP_021693783.1|AAEG	LOC6497535|XP_001961888.1|DANA
OG0003501	LOC5565612|XP_001649949.1|AAEG	LOC6500167|XP_001953099.1|DANA
OG0003502	LOC5565991|XP_021693812.1|AAEG, LOC5569690|XP_021712502.1|AAEG	LOC6499762|XP_001953970.1|DANA
OG0003503	LOC5577655|XP_001656653.3|AAEG	LOC6501362|XP_001955076.1|DANA
OG0003504	LOC5577651|XP_021693826.1|AAEG	LOC26514816|XP_014760929.1|DANA
OG0003505	LOC5577636|XP_021693854.1|AAEG	LOC6499672|XP_032305764.1|DANA
OG0003506	LOC5565953|XP_021693896.1|AAEG	LOC6501412|XP_014767026.1|DANA
OG0003507	LOC110680489|XP_021711984.1|AAEG, LOC5565942|XP_021693903.1|AAEG	LOC6500804|XP_032305789.1|DANA
OG0003508	LOC5568525|XP_021693918.1|AAEG	LOC6507572|XP_001955931.2|DANA
OG0003509	LOC5573535|XP_021693961.1|AAEG	LOC6505514|XP_032312368.1|DANA
OG0003510	LOC5579966|XP_001658483.2|AAEG	LOC6501506|XP_001955388.1|DANA
OG0003511	LOC5579960|XP_021694041.1|AAEG	LOC6499060|XP_032310920.1|DANA
OG0003512	LOC5578914|XP_001657204.2|AAEG	LOC6499051|XP_001955406.1|DANA
OG0003513	LOC5578915|XP_021694075.1|AAEG	LOC6499778|XP_001953938.1|DANA
OG0003514	LOC5576115|XP_021694090.1|AAEG	LOC6500686|XP_001953725.1|DANA
OG0003515	LOC5575229|XP_001655635.2|AAEG	LOC6495134|XP_001958981.1|DANA
OG0003516	LOC5565161|XP_021694131.1|AAEG	LOC6500163|XP_001953107.1|DANA
OG0003517	LOC5579159|XP_021694193.1|AAEG	LOC6500705|XP_001953761.1|DANA
OG0003518	LOC5566105|XP_001650511.2|AAEG	LOC6500586|XP_001953523.1|DANA
OG0003519	LOC5566136|XP_021695359.1|AAEG	LOC6507766|XP_014765467.1|DANA
OG0003520	LOC5566123|XP_001650503.2|AAEG	LOC6507770|XP_001956319.1|DANA
OG0003521	LOC5566143|XP_021695372.1|AAEG	LOC6507288|XP_001956307.1|DANA
OG0003522	LOC5566137|XP_001650495.1|AAEG	LOC6494872|XP_001959512.1|DANA
OG0003523	LOC5566133|XP_001650494.1|AAEG	LOC6497913|XP_001961702.1|DANA
OG0003524	LOC5566132|XP_001650493.2|AAEG	LOC6502124|XP_001966164.1|DANA
OG0003525	LOC5566126|XP_001650491.1|AAEG	LOC6496431|XP_032306607.1|DANA
OG0003526	LOC5566124|XP_001650486.2|AAEG	LOC6499644|XP_032305433.1|DANA
OG0003527	LOC5566111|XP_001650482.1|AAEG	LOC6494570|XP_032307292.1|DANA
OG0003529	LOC5570950|XP_001653417.2|AAEG	LOC6498567|XP_001963075.1|DANA
OG0003530	LOC5570952|XP_021695452.1|AAEG	LOC6506415|XP_001957921.1|DANA
OG0003531	LOC5571445|XP_001659696.2|AAEG	LOC6500608|XP_001953552.1|DANA
OG0003532	LOC5571444|XP_021695478.1|AAEG	LOC26514203|XP_014760174.1|DANA, LOC6506594|XP_001957580.1|DANA
OG0003533	LOC5567850|XP_001657714.1|AAEG	LOC6506994|XP_001956863.1|DANA
OG0003534	LOC5569149|XP_021695598.1|AAEG	LOC6507310|XP_001956271.2|DANA
OG0003535	LOC5569146|XP_021695603.1|AAEG	LOC6508045|XP_001955874.2|DANA
OG0003536	LOC110680371|XP_021711869.1|AAEG, LOC5578204|XP_001656848.2|AAEG	LOC6493928|XP_014762464.1|DANA
OG0003537	LOC5575741|XP_001655841.2|AAEG	LOC6494955|XP_001959330.1|DANA
OG0003538	LOC5575733|XP_021695723.1|AAEG, LOC110675350|XP_021695724.1|AAEG	LOC6494063|XP_001961057.1|DANA
OG0003539	LOC5566722|XP_021695725.1|AAEG	LOC6505292|XP_001964827.1|DANA
OG0003540	LOC5571766|XP_001659898.2|AAEG	LOC6507677|XP_001956128.1|DANA
OG0003541	LOC5576630|XP_021695759.1|AAEG	LOC6505874|XP_032305521.1|DANA
OG0003542	LOC5576629|XP_021695763.1|AAEG	LOC6494070|XP_032307151.1|DANA
OG0003543	LOC5576633|XP_001662790.1|AAEG	LOC6503948|XP_001963900.1|DANA
OG0003544	LOC5570665|XP_001659266.1|AAEG	LOC6507642|XP_001956061.1|DANA
OG0003545	LOC5571262|XP_021695920.1|AAEG	LOC6493838|XP_014764573.1|DANA
OG0003546	LOC5571248|XP_021695946.1|AAEG	LOC6493581|XP_001958037.1|DANA
OG0003547	LOC5568483|XP_021695974.1|AAEG	LOC6495910|XP_014763531.1|DANA
OG0003548	LOC5568482|XP_011493357.2|AAEG	LOC6494866|XP_014763031.1|DANA
OG0003549	LOC5568481|XP_021695981.1|AAEG	LOC6494865|XP_001959525.2|DANA
OG0003550	LOC5568468|XP_001652303.1|AAEG	LOC6495754|XP_001959504.1|DANA
OG0003551	LOC5579328|XP_021696014.1|AAEG	LOC6496068|XP_001960149.1|DANA
OG0003552	LOC110675403|XP_021696024.1|AAEG	LOC6495286|XP_001958700.2|DANA
OG0003553	LOC5573481|XP_021696025.1|AAEG	LOC6494875|XP_001959506.1|DANA
OG0003554	LOC5577799|XP_021696028.1|AAEG	LOC6493386|XP_001957649.3|DANA
OG0003555	LOC5578168|XP_021696070.1|AAEG	LOC6507013|XP_001956826.3|DANA
OG0003556	LOC5574103|XP_021700597.1|AAEG	LOC6493074|XP_001956990.2|DANA
OG0003557	LOC5574100|XP_001661171.1|AAEG	LOC6493075|XP_001956992.1|DANA
OG0003558	LOC5565097|XP_021696157.1|AAEG	LOC6507352|XP_032310565.1|DANA
OG0003559	LOC5565095|XP_021696175.1|AAEG	LOC6507609|XP_001955996.1|DANA, LOC6500330|XP_032311923.1|DANA
OG0003560	LOC5564907|XP_001649256.2|AAEG	LOC6506504|XP_001957754.1|DANA
OG0003561	LOC5572885|XP_021696189.1|AAEG	LOC6495048|XP_001959172.3|DANA
OG0003562	LOC5569889|XP_021696239.1|AAEG	LOC6496073|XP_001960160.1|DANA
OG0003563	LOC5569898|XP_001658796.1|AAEG	LOC6501366|XP_001955086.1|DANA
OG0003564	LOC110681383|XP_021712817.1|AAEG, LOC5569901|XP_001658799.2|AAEG	LOC6493505|XP_001957887.1|DANA
OG0003565	LOC110675493|XP_021696321.1|AAEG	LOC6507012|XP_001956827.3|DANA
OG0003566	LOC5570462|XP_021696323.1|AAEG	LOC6494436|XP_001965921.1|DANA
OG0003567	LOC5570461|XP_021696331.1|AAEG	LOC6494159|XP_032306167.1|DANA
OG0003568	LOC5577064|XP_021696349.1|AAEG	LOC6495317|XP_014763248.1|DANA
OG0003569	LOC5571867|XP_021696396.1|AAEG, LOC5564708|XP_021712809.1|AAEG	LOC6507498|XP_001955884.1|DANA
OG0003570	LOC5571874|XP_021696407.1|AAEG	LOC6494065|XP_001961048.1|DANA
OG0003571	LOC5570525|XP_001659184.2|AAEG	LOC6507358|XP_001956178.2|DANA
OG0003572	LOC5570536|XP_021696455.1|AAEG	LOC6495950|XP_032307172.1|DANA
OG0003573	LOC5570522|XP_021696464.1|AAEG	LOC6494012|XP_001961148.1|DANA
OG0003574	LOC5567621|XP_001657591.2|AAEG	LOC6506603|XP_001957562.1|DANA
OG0003575	LOC5576612|XP_001662762.1|AAEG	LOC6493191|XP_032309928.1|DANA
OG0003576	LOC5566268|XP_021696550.1|AAEG	LOC6492979|XP_001956782.1|DANA
OG0003577	LOC5566289|XP_021696567.1|AAEG, LOC110681021|XP_021712475.1|AAEG	LOC6493312|XP_001957504.1|DANA
OG0003578	LOC5569215|XP_001658388.1|AAEG	LOC6493443|XP_001957763.1|DANA
OG0003579	LOC5569212|XP_021696607.1|AAEG	LOC6496046|XP_001960111.1|DANA
OG0003580	LOC5568100|XP_021696615.1|AAEG	LOC6496022|XP_001960062.1|DANA
OG0003581	LOC110675582|XP_021696631.1|AAEG	LOC6507602|XP_014765348.1|DANA
OG0003582	LOC5568120|XP_001652059.2|AAEG	LOC6506462|XP_001957825.1|DANA
OG0003583	LOC5578232|XP_021696662.1|AAEG	LOC6495632|XP_001959265.1|DANA
OG0003584	LOC5574286|XP_001661329.1|AAEG	LOC6495763|XP_001959522.2|DANA
OG0003585	LOC5566329|XP_001650718.1|AAEG	LOC6506258|XP_001958251.1|DANA
OG0003586	LOC5579064|XP_021696762.1|AAEG	LOC6502738|XP_032311686.1|DANA
OG0003587	LOC5564624|XP_001648973.2|AAEG	LOC6497982|XP_001961838.1|DANA
OG0003588	LOC5567128|XP_001651546.2|AAEG	LOC6500654|XP_001953657.1|DANA
OG0003589	LOC110676989|XP_021702921.1|AAEG	LOC6494158|XP_001960852.1|DANA
OG0003590	LOC5574420|XP_021696838.1|AAEG	LOC6507479|XP_001955929.1|DANA
OG0003591	LOC5566232|XP_021696842.1|AAEG	LOC6493290|XP_014764307.1|DANA
OG0003592	LOC5566211|XP_001650600.1|AAEG	LOC6493299|XP_001957476.1|DANA
OG0003593	LOC5566219|XP_021696862.1|AAEG	LOC6506783|XP_032310585.1|DANA
OG0003594	LOC5566962|XP_001651375.2|AAEG	LOC6507748|XP_001956263.1|DANA
OG0003595	LOC5565647|XP_021696889.1|AAEG	LOC6495873|XP_001959761.1|DANA
OG0003596	LOC5565652|XP_001650005.1|AAEG	LOC6493933|XP_001961299.1|DANA
OG0003597	LOC5565650|XP_001650002.2|AAEG	LOC6496639|XP_001961309.1|DANA
OG0003598	LOC5573763|XP_001654790.1|AAEG	LOC6507364|XP_032310347.1|DANA
OG0003599	LOC5573779|XP_021696930.1|AAEG	LOC6497721|XP_001961490.1|DANA
OG0003600	LOC5576770|XP_001662857.2|AAEG	LOC6506959|XP_014764987.1|DANA
OG0003601	LOC5568893|XP_001658218.2|AAEG	LOC6495079|XP_001959107.1|DANA
OG0003602	LOC5574799|XP_021697010.1|AAEG	LOC6495921|XP_001959859.1|DANA
OG0003603	LOC5574896|XP_001655401.2|AAEG	LOC26513699|XP_014765521.1|DANA
OG0003604	LOC5579976|XP_001658608.1|AAEG	LOC6497251|XP_032307354.1|DANA
OG0003605	LOC5568318|XP_021697072.1|AAEG	LOC6501510|XP_001955394.1|DANA
OG0003606	LOC5568317|XP_001652194.1|AAEG	LOC6496077|XP_001960170.2|DANA
OG0003607	LOC5568314|XP_001652191.1|AAEG	LOC6494538|XP_001960143.1|DANA
OG0003608	LOC5568308|XP_021697084.1|AAEG	LOC6493455|XP_001957785.1|DANA
OG0003609	LOC5568291|XP_001652167.1|AAEG	LOC6494814|XP_001959609.1|DANA
OG0003610	LOC5576961|XP_001663056.2|AAEG	LOC6507211|XP_001956467.1|DANA
OG0003611	LOC5571818|XP_021697130.1|AAEG	LOC6506226|XP_032310692.1|DANA
OG0003612	LOC5571827|XP_021697152.1|AAEG	LOC6495583|XP_001959142.1|DANA
OG0003613	LOC5573466|XP_001660886.2|AAEG	LOC6494575|XP_001960074.1|DANA
OG0003614	LOC5573465|XP_001660887.1|AAEG	LOC6494574|XP_001960075.1|DANA
OG0003615	LOC110675782|XP_021697245.1|AAEG	LOC6495895|XP_001959801.1|DANA
OG0003616	LOC5577568|XP_001663442.1|AAEG	LOC6495846|XP_001959705.1|DANA
OG0003617	LOC110675790|XP_021697279.1|AAEG	LOC6495368|XP_001958677.2|DANA
OG0003618	LOC5574903|XP_021697274.1|AAEG	LOC6495299|XP_001958675.2|DANA, LOC6495298|XP_032306983.1|DANA
OG0003619	LOC5574912|XP_021697293.1|AAEG	LOC6495770|XP_001959541.1|DANA
OG0003620	LOC5578898|XP_001664109.2|AAEG	LOC6494239|XP_001960680.1|DANA
OG0003621	LOC110675810|XP_021697327.1|AAEG, LOC5571598|XP_011493059.2|AAEG	LOC6493720|XP_001958306.1|DANA
OG0003622	LOC110675811|XP_021697329.1|AAEG, LOC5571597|XP_001653721.2|AAEG	LOC6493721|XP_014764506.1|DANA
OG0003623	LOC5570735|XP_001659326.1|AAEG	LOC6496534|XP_001961091.1|DANA
OG0003624	LOC5579975|XP_021697397.1|AAEG	LOC6495917|XP_001959851.1|DANA
OG0003625	LOC5574421|XP_001661438.1|AAEG	LOC6494576|XP_001960072.1|DANA
OG0003626	LOC5576843|XP_001662949.1|AAEG	LOC6495885|XP_001959782.1|DANA
OG0003627	LOC5577050|XP_001663147.2|AAEG	LOC6496597|XP_032311616.1|DANA
OG0003628	LOC5576845|XP_021697495.1|AAEG	LOC6495353|XP_001958644.1|DANA
OG0003629	LOC5564960|XP_021697514.1|AAEG	LOC6494846|XP_001959563.1|DANA
OG0003630	LOC5579516|XP_021697513.1|AAEG	LOC6496319|XP_001960691.1|DANA
OG0003631	LOC110681439|XP_021712886.1|AAEG, LOC5566249|XP_021697520.1|AAEG	LOC6493588|XP_001958049.1|DANA
OG0003632	LOC5576854|XP_001656279.1|AAEG	LOC6506601|XP_001957566.2|DANA
OG0003633	LOC5575244|XP_021697543.1|AAEG	LOC6494673|XP_001959887.1|DANA
OG0003634	LOC5574066|XP_021697592.1|AAEG	LOC6506966|XP_001956907.1|DANA
OG0003635	LOC5565621|XP_021697596.1|AAEG	LOC6493079|XP_032310366.1|DANA
OG0003636	LOC5565623|XP_001649978.2|AAEG	LOC6495082|XP_001959103.1|DANA
OG0003637	LOC110680630|XP_021712118.1|AAEG, LOC5564737|XP_001649083.3|AAEG	LOC6496236|XP_001960512.1|DANA
OG0003638	LOC5572754|XP_021697617.1|AAEG	LOC6493711|XP_001958287.2|DANA
OG0003639	LOC5565412|XP_001649759.1|AAEG	LOC6504555|XP_001964918.1|DANA
OG0003640	LOC5578399|XP_021697634.1|AAEG	LOC6494733|XP_001959765.1|DANA
OG0003641	LOC5571951|XP_001660055.1|AAEG, LOC5572768|XP_001660589.1|AAEG	LOC6494965|XP_001959315.1|DANA
OG0003642	LOC5566366|XP_021697649.1|AAEG	LOC6496503|XP_001961031.1|DANA
OG0003643	LOC110675919|XP_021697651.1|AAEG	LOC6496310|XP_032306103.1|DANA
OG0003644	LOC5573545|XP_001654680.1|AAEG	LOC6494000|XP_014762519.1|DANA
OG0003645	LOC5571703|XP_001659845.2|AAEG	LOC6506882|XP_001957067.1|DANA
OG0003646	LOC5565875|XP_021697696.1|AAEG	LOC6506595|XP_001957579.1|DANA
OG0003647	LOC5567984|XP_001657805.2|AAEG	LOC6506380|XP_001957988.1|DANA
OG0003648	LOC5565748|XP_001650108.2|AAEG	LOC6504210|XP_001965150.1|DANA
OG0003649	LOC5565555|XP_001649906.1|AAEG	LOC6499894|XP_001953682.1|DANA
OG0003650	LOC5565559|XP_021697733.1|AAEG	LOC6504903|XP_001966560.1|DANA
OG0003651	LOC5564456|XP_021697774.1|AAEG	LOC6499003|XP_001955530.1|DANA
OG0003652	LOC5570336|XP_001653165.1|AAEG	LOC6507738|XP_001956245.1|DANA
OG0003653	LOC5573421|XP_021697823.1|AAEG	LOC6493713|XP_001958290.1|DANA
OG0003654	LOC5573417|XP_001654591.1|AAEG	LOC6492976|XP_001956777.1|DANA
OG0003655	LOC5573416|XP_001654590.2|AAEG	LOC6498435|XP_001962814.1|DANA
OG0003656	LOC5564145|XP_021697831.1|AAEG	LOC6506209|XP_032309866.1|DANA
OG0003657	LOC5578038|XP_001663658.2|AAEG	LOC6493482|XP_001957843.1|DANA
OG0003658	LOC5563748|XP_021697833.1|AAEG	LOC6499333|XP_001954849.1|DANA
OG0003659	LOC5576553|XP_021697848.1|AAEG	LOC6493699|XP_014764497.1|DANA, LOC6493698|XP_001958259.1|DANA
OG0003660	LOC5576547|XP_021697849.1|AAEG	LOC6507385|XP_014765199.1|DANA
OG0003661	LOC5575117|XP_021697884.1|AAEG	LOC6493120|XP_032310574.1|DANA
OG0003662	LOC5575143|XP_021697917.1|AAEG	LOC6493048|XP_001956950.1|DANA
OG0003663	LOC5577083|XP_001656317.1|AAEG	LOC6506632|XP_032310700.1|DANA
OG0003664	LOC5577077|XP_021697922.1|AAEG	LOC6493310|XP_014764324.1|DANA
OG0003665	LOC5571197|XP_021697945.1|AAEG	LOC6495637|XP_001959271.1|DANA
OG0003666	LOC5573986|XP_021697972.1|AAEG	LOC6493934|XP_032311499.1|DANA
OG0003667	LOC5573995|XP_021697981.1|AAEG	LOC6492999|XP_032310813.1|DANA
OG0003668	LOC23687412|XP_021698133.1|AAEG	LOC6504183|XP_032311493.1|DANA
OG0003669	LOC5569166|XP_001658356.1|AAEG	LOC6493952|XP_001961258.1|DANA
OG0003670	LOC5569167|XP_001658357.1|AAEG	LOC6496611|XP_001961257.1|DANA
OG0003671	LOC5577718|XP_021698177.1|AAEG	LOC6495913|XP_032305960.1|DANA
OG0003672	LOC110676045|XP_021698198.1|AAEG	LOC6500217|XP_001953003.1|DANA
OG0003673	LOC5575822|XP_001662247.2|AAEG	LOC6495170|XP_014763183.1|DANA
OG0003674	LOC5567851|XP_021698252.1|AAEG	LOC6494149|XP_032306138.1|DANA
OG0003675	LOC5567856|XP_001651881.1|AAEG	LOC6496491|XP_001961006.1|DANA
OG0003676	LOC5567854|XP_021698257.1|AAEG	LOC6494087|XP_032305947.1|DANA
OG0003678	LOC5564253|XP_021712464.1|AAEG, LOC110676109|XP_021698350.1|AAEG	LOC6507042|XP_001956767.3|DANA
OG0003679	LOC5564308|XP_001648652.1|AAEG	LOC6492967|XP_001956762.1|DANA
OG0003680	LOC5568838|XP_001658204.2|AAEG	LOC6494539|XP_001960141.1|DANA
OG0003681	LOC5568875|XP_021698385.1|AAEG	LOC6494364|XP_001960455.1|DANA
OG0003682	LOC5568874|XP_021698400.1|AAEG	LOC6500735|XP_001953814.1|DANA
OG0003683	LOC5572106|XP_021698409.1|AAEG	LOC6494840|XP_001959567.2|DANA
OG0003684	LOC5574160|XP_001655069.1|AAEG	LOC6507293|XP_001956299.1|DANA
OG0003685	LOC5571938|XP_021698447.1|AAEG	LOC6493018|XP_014764189.2|DANA
OG0003686	LOC5569619|XP_001652901.1|AAEG	LOC6494435|XP_001960317.1|DANA
OG0003687	LOC5569616|XP_021698472.1|AAEG	LOC6494529|XP_001960166.1|DANA
OG0003688	LOC5565346|XP_001649689.1|AAEG	LOC6494767|XP_001959709.1|DANA
OG0003689	LOC5563919|XP_021698485.1|AAEG	LOC6506092|XP_001958572.1|DANA
OG0003690	LOC5569604|XP_021698487.1|AAEG	LOC6507865|XP_001956488.1|DANA
OG0003691	LOC110676131|XP_021698493.1|AAEG, LOC110675143|XP_021695216.1|AAEG	LOC6493241|XP_001957340.1|DANA
OG0003692	LOC5569591|XP_021698549.1|AAEG	LOC6496517|XP_001961054.1|DANA
OG0003693	LOC5570788|XP_001653292.1|AAEG	LOC6493438|XP_001957749.1|DANA
OG0003694	LOC5570794|XP_001653296.1|AAEG	LOC6507021|XP_001956807.1|DANA
OG0003695	LOC5564902|XP_001649245.2|AAEG	LOC6506941|XP_001956943.1|DANA
OG0003696	LOC5579150|XP_021698648.1|AAEG	LOC6495955|XP_001959928.1|DANA
OG0003697	LOC5572295|XP_021698721.1|AAEG	LOC6495626|XP_014763381.1|DANA
OG0003698	LOC5572284|XP_001653969.1|AAEG	LOC6507286|XP_014765136.1|DANA
OG0003699	LOC5567317|XP_021698753.1|AAEG	LOC6496465|XP_014763845.1|DANA
OG0003700	LOC5572272|XP_001653957.2|AAEG	LOC6496183|XP_001960391.1|DANA
OG0003701	LOC5572269|XP_001653954.1|AAEG	LOC6497397|XP_001962167.2|DANA
OG0003702	LOC5572266|XP_001653951.1|AAEG	LOC6507224|XP_001956440.1|DANA
OG0003703	LOC5574042|XP_021698766.1|AAEG	LOC6506906|XP_001957024.1|DANA
OG0003704	LOC5575360|XP_001661892.2|AAEG	LOC6506943|XP_001956941.1|DANA
OG0003705	LOC5572191|XP_021698801.1|AAEG	LOC6496494|XP_032306200.1|DANA
OG0003706	LOC5565819|XP_021698841.1|AAEG	LOC6493315|XP_001957508.1|DANA
OG0003707	LOC5575064|XP_021698851.1|AAEG	LOC6507079|XP_014765057.1|DANA
