Orthogroup	AAEG.longest_only	DSUZ.longest_only
OG0004228	LOC5567167|XP_001651576.2|AAEG	LOC108014803|XP_036673547.1|DSUZ
OG0004230	LOC5573606|XP_001654740.2|AAEG	LOC108018855|XP_036675743.1|DSUZ
OG0004231	LOC5573595|XP_021704945.1|AAEG	LOC108010758|XP_036671504.1|DSUZ
OG0004232	LOC5573593|XP_021707465.1|AAEG	LOC108020018|XP_036671506.1|DSUZ
OG0004233	LOC5573592|XP_001654726.1|AAEG	LOC108020032|XP_016943610.1|DSUZ
OG0004234	LOC5573583|XP_021704844.1|AAEG	LOC108020043|XP_016943625.1|DSUZ
OG0004235	LOC5573580|XP_001654714.2|AAEG	LOC108015137|XP_016936893.1|DSUZ
OG0004236	LOC110678282|XP_021706609.1|AAEG	LOC108018623|XP_036673577.1|DSUZ
OG0004237	LOC5577221|XP_001656324.2|AAEG	LOC108019326|XP_036675077.1|DSUZ
OG0004238	LOC5577325|XP_001656402.1|AAEG	LOC108007383|XP_036675549.1|DSUZ
OG0004239	LOC5577326|XP_001656403.1|AAEG	LOC108014422|XP_016936022.2|DSUZ
OG0004240	LOC110681333|XP_021712777.1|AAEG, LOC5577334|XP_021710798.1|AAEG	LOC108006952|XP_016926046.1|DSUZ
OG0004241	LOC5577338|XP_001656415.1|AAEG	LOC108018521|XP_016941563.2|DSUZ
OG0004242	LOC5577340|XP_001656417.2|AAEG	LOC108011559|XP_016932216.2|DSUZ
OG0004243	LOC5577344|XP_001656421.2|AAEG	LOC108014474|XP_016936091.2|DSUZ
OG0004244	LOC5577345|XP_001656422.2|AAEG	LOC108018636|XP_016941693.2|DSUZ
OG0004245	LOC5577346|XP_021707110.1|AAEG	LOC108013227|XP_016934445.1|DSUZ
OG0004246	LOC5577362|XP_021704241.1|AAEG	LOC108014501|XP_036670619.1|DSUZ
OG0004247	LOC5577367|XP_001656447.1|AAEG	LOC108016603|XP_016938782.1|DSUZ
OG0004248	LOC5577372|XP_021711575.1|AAEG	LOC108010198|XP_016930531.1|DSUZ
OG0004249	LOC5568851|XP_001652563.1|AAEG	LOC108013122|XP_016934286.1|DSUZ
OG0004250	LOC5568848|XP_021706755.1|AAEG	LOC108021233|XP_016945331.1|DSUZ
OG0004251	LOC5568854|XP_021710481.1|AAEG	LOC108016845|XP_036676220.1|DSUZ
OG0004252	LOC5568859|XP_021709655.1|AAEG	LOC108017489|XP_016940026.2|DSUZ
OG0004253	LOC5566950|XP_021707806.1|AAEG	LOC108018549|XP_016941591.2|DSUZ
OG0004254	LOC5575050|XP_021707421.1|AAEG	LOC108014993|XP_016936704.1|DSUZ
OG0004255	LOC110680332|XP_021711847.1|AAEG, LOC5575047|XP_001655484.2|AAEG	LOC108008532|XP_036668798.1|DSUZ
OG0004256	LOC5569013|XP_021710091.1|AAEG	LOC108008247|XP_036669602.1|DSUZ
OG0004257	LOC5569010|XP_021709529.1|AAEG	LOC108015481|XP_016937400.2|DSUZ
OG0004258	LOC5569008|XP_021706020.1|AAEG	LOC108005016|XP_036673279.1|DSUZ
OG0004259	LOC5569007|XP_021706950.1|AAEG	LOC108017959|XP_016940717.1|DSUZ
OG0004260	LOC5568996|XP_021709567.1|AAEG	LOC108013793|XP_036675142.1|DSUZ
OG0004261	LOC110680348|XP_021711859.1|AAEG, LOC110681252|XP_021712712.1|AAEG, LOC5570802|XP_021705513.1|AAEG	LOC108016232|XP_036674894.1|DSUZ
OG0004262	LOC5568205|XP_021705143.1|AAEG	LOC108006403|XP_016925414.1|DSUZ
OG0004263	LOC5580156|XP_021710439.1|AAEG	LOC108010757|XP_036672648.1|DSUZ
OG0004264	LOC5580161|XP_001661636.1|AAEG	LOC108016089|XP_036674788.1|DSUZ
OG0004265	LOC5575423|XP_001661948.1|AAEG	LOC108017115|XP_016939565.1|DSUZ
OG0004266	LOC5566945|XP_001651362.1|AAEG	LOC118877689|XP_036673343.1|DSUZ
OG0004267	LOC5565702|XP_001650059.1|AAEG	LOC118877948|XP_036674583.1|DSUZ
OG0004268	LOC110679302|XP_021709310.1|AAEG	LOC108009776|XP_016929896.1|DSUZ
OG0004269	LOC5577029|XP_021705488.1|AAEG	LOC108009658|XP_016929666.1|DSUZ
OG0004270	LOC5577035|XP_001663131.1|AAEG	LOC108017927|XP_016940607.1|DSUZ
OG0004271	LOC5564788|XP_001649113.1|AAEG	LOC108019797|XP_016943287.1|DSUZ
OG0004272	LOC5564782|XP_001649116.1|AAEG	LOC108006027|XP_016924959.1|DSUZ
OG0004273	LOC5564793|XP_001649117.1|AAEG	LOC108018720|XP_016941781.2|DSUZ
OG0004274	LOC5564776|XP_001649124.1|AAEG	LOC108019088|XP_016942251.1|DSUZ
OG0004275	LOC5572255|XP_021704144.1|AAEG	LOC108005339|XP_016924064.1|DSUZ
OG0004276	LOC5570021|XP_001658911.2|AAEG	LOC118877373|XP_036671804.1|DSUZ
OG0004277	LOC5570040|XP_001658930.1|AAEG	LOC108010692|XP_036671996.1|DSUZ
OG0004278	LOC5570045|XP_001658935.1|AAEG	LOC108005182|XP_016923855.2|DSUZ
OG0004279	LOC5568017|XP_001657838.1|AAEG	LOC108021497|XP_016945733.1|DSUZ
OG0004280	LOC5568022|XP_021709415.1|AAEG	LOC108004656|XP_016923102.1|DSUZ
OG0004281	LOC5579834|XP_001651509.2|AAEG	LOC108019891|XP_016943459.1|DSUZ
OG0004282	LOC5579832|XP_001651505.2|AAEG	LOC108010039|XP_016930336.1|DSUZ
OG0004283	LOC5579829|XP_021711510.1|AAEG	LOC108010040|XP_016930338.1|DSUZ
OG0004284	LOC5578193|XP_001656834.1|AAEG	LOC108015428|XP_016937354.1|DSUZ
OG0004285	LOC5578203|XP_001656845.2|AAEG	LOC108017501|XP_016940046.2|DSUZ
OG0004286	LOC5573027|XP_001660678.1|AAEG	LOC108010702|XP_016931101.1|DSUZ
OG0004287	LOC5575478|XP_021704121.1|AAEG	LOC108010696|XP_016931093.1|DSUZ
OG0004288	LOC5575482|XP_001661998.1|AAEG	LOC108010698|XP_016931097.1|DSUZ
OG0004289	LOC5570561|XP_021708902.1|AAEG	LOC108011050|XP_036670707.1|DSUZ
OG0004290	LOC5572995|XP_001654323.2|AAEG	LOC108008520|XP_016927879.1|DSUZ
OG0004291	LOC5579041|XP_001657235.1|AAEG	LOC108008367|XP_016927694.1|DSUZ
OG0004292	LOC5579044|XP_001657237.1|AAEG	LOC108005887|XP_016924764.1|DSUZ
OG0004293	LOC5579046|XP_001657241.1|AAEG	LOC108006635|XP_016925659.2|DSUZ
OG0004294	LOC5567940|XP_001657765.2|AAEG	LOC108010910|XP_036671209.1|DSUZ
OG0004295	LOC5567935|XP_021710776.1|AAEG, LOC110680813|XP_021712282.1|AAEG	LOC108013431|XP_016934785.1|DSUZ
OG0004296	LOC5567945|XP_001657756.2|AAEG	LOC108013460|XP_016934827.1|DSUZ
OG0004297	LOC5576246|XP_021705485.1|AAEG	LOC108008547|XP_036669482.1|DSUZ
OG0004298	LOC5576239|XP_001656017.2|AAEG	LOC108019853|XP_016943385.1|DSUZ
OG0004299	LOC5576237|XP_021709188.1|AAEG	LOC108019601|XP_036670009.1|DSUZ
OG0004300	LOC5568393|XP_001658037.1|AAEG	LOC108010199|XP_016930532.1|DSUZ
OG0004301	LOC5568392|XP_021711934.1|AAEG, LOC5568379|XP_021705859.1|AAEG	LOC108005755|XP_016924571.2|DSUZ
OG0004302	LOC5566609|XP_001651006.2|AAEG	LOC108009097|XP_016928650.1|DSUZ
OG0004303	LOC5566596|XP_001650993.1|AAEG	LOC108009636|XP_016929619.1|DSUZ
OG0004304	LOC5566594|XP_021705105.1|AAEG	LOC108008508|XP_016927864.1|DSUZ
OG0004305	LOC5566589|XP_021709067.1|AAEG	LOC108019755|XP_016943195.1|DSUZ
OG0004306	LOC5563915|XP_001648221.2|AAEG	LOC108010131|XP_016930448.1|DSUZ
OG0004307	LOC5563913|XP_001648213.2|AAEG	LOC108018204|XP_016941210.1|DSUZ
OG0004308	LOC5563900|XP_021708791.1|AAEG	LOC108018194|XP_016941195.1|DSUZ
OG0004309	LOC5567500|XP_001651798.1|AAEG	LOC108012582|XP_016933486.1|DSUZ
OG0004310	LOC5571126|XP_021709267.1|AAEG	LOC108019851|XP_016943379.1|DSUZ
OG0004311	LOC5574767|XP_021705247.1|AAEG	LOC108006230|XP_016925157.1|DSUZ
OG0004312	LOC5578343|XP_001656912.2|AAEG	LOC108010208|XP_016930541.1|DSUZ
OG0004313	LOC5578342|XP_001656911.2|AAEG	LOC108019837|XP_016943355.2|DSUZ
OG0004314	LOC5573755|XP_021708369.1|AAEG	LOC108009176|XP_016928799.1|DSUZ
OG0004315	LOC5573753|XP_001654781.1|AAEG	LOC108009859|XP_016930048.1|DSUZ
OG0004316	LOC5573752|XP_001654780.2|AAEG	LOC108010218|XP_016930551.1|DSUZ
OG0004317	LOC5573747|XP_001654775.2|AAEG	LOC108019621|XP_016942991.1|DSUZ
OG0004318	LOC5573737|XP_001654763.2|AAEG	LOC108009596|XP_016929557.1|DSUZ
OG0004319	LOC5579653|XP_001648127.2|AAEG	LOC108019886|XP_016943447.1|DSUZ
OG0004320	LOC5572221|XP_021710698.1|AAEG	LOC118877626|XP_036672981.1|DSUZ, LOC108020510|XP_036678111.1|DSUZ
OG0004321	LOC5577235|XP_001656341.1|AAEG	LOC108018118|XP_016941043.1|DSUZ
OG0004322	LOC5577233|XP_021705236.1|AAEG	LOC108020282|XP_016943898.2|DSUZ, LOC118879027|XP_036677903.1|DSUZ
OG0004323	LOC5564723|XP_001649078.2|AAEG	LOC108012815|XP_016933744.1|DSUZ
OG0004324	LOC5564731|XP_001649076.2|AAEG	LOC108021215|XP_016945302.1|DSUZ
OG0004325	LOC5564726|XP_001649070.1|AAEG	LOC108010149|XP_016930473.1|DSUZ
OG0004326	LOC5565490|XP_021705968.1|AAEG	LOC108010148|XP_016930472.1|DSUZ
OG0004327	LOC5576927|XP_021709153.1|AAEG	LOC108019181|XP_016942439.1|DSUZ
OG0004328	LOC5576937|XP_001656299.2|AAEG	LOC108008678|XP_016928060.1|DSUZ
OG0004329	LOC5575771|XP_021704796.1|AAEG	LOC108009315|XP_016929061.1|DSUZ
OG0004330	LOC5573068|XP_001654399.1|AAEG	LOC108008489|XP_016927838.1|DSUZ
OG0004331	LOC5573062|XP_001654385.2|AAEG	LOC108008352|XP_016927670.1|DSUZ
OG0004332	LOC110680936|XP_021712409.1|AAEG, LOC5577487|XP_001663405.1|AAEG	LOC108005370|XP_016924121.1|DSUZ
OG0004333	LOC5570999|XP_001653427.2|AAEG	LOC108019511|XP_016942832.1|DSUZ
OG0004334	LOC5570998|XP_021706986.1|AAEG	LOC108005792|XP_016924614.1|DSUZ
OG0004335	LOC5571005|XP_001653434.1|AAEG	LOC108018010|XP_016940857.1|DSUZ
OG0004336	LOC5571009|XP_001653438.1|AAEG	LOC108010230|XP_016930564.1|DSUZ
OG0004337	LOC5571011|XP_001653441.1|AAEG	LOC108005715|XP_016924536.1|DSUZ
OG0004338	LOC5571016|XP_021710932.1|AAEG	LOC108012978|XP_016934032.1|DSUZ
OG0004339	LOC5575074|XP_001661812.1|AAEG	LOC108008442|XP_016927781.1|DSUZ
OG0004340	LOC5575075|XP_021707755.1|AAEG	LOC108008441|XP_016927780.1|DSUZ
OG0004341	LOC5575082|XP_001661804.1|AAEG	LOC108008318|XP_016927624.1|DSUZ
OG0004342	LOC5578878|XP_001664087.2|AAEG	LOC108010295|XP_036669462.1|DSUZ
OG0004343	LOC5576142|XP_021710000.1|AAEG	LOC108009848|XP_016930031.1|DSUZ
OG0004344	LOC5565029|XP_021706847.1|AAEG	LOC108010029|XP_016930317.1|DSUZ
OG0004345	LOC110680778|XP_021712254.1|AAEG, LOC5567131|XP_001651557.2|AAEG	LOC108021522|XP_016945770.1|DSUZ
OG0004346	LOC23687601|XP_021708563.1|AAEG	LOC108009834|XP_016930013.1|DSUZ
OG0004347	LOC5570985|XP_021706602.1|AAEG	LOC108009924|XP_016930140.1|DSUZ
OG0004348	LOC5563928|XP_021705111.1|AAEG	LOC108010201|XP_016930534.1|DSUZ
OG0004349	LOC5575390|XP_021705255.1|AAEG	LOC108018109|XP_016941015.1|DSUZ
OG0004350	LOC5564296|XP_001648645.2|AAEG	LOC108017879|XP_016940531.1|DSUZ
OG0004351	LOC5566763|XP_021704818.1|AAEG	LOC108019749|XP_016943180.1|DSUZ
OG0004352	LOC5575284|XP_021706749.1|AAEG	LOC108011631|XP_016932309.1|DSUZ
OG0004353	LOC5575275|XP_001661881.1|AAEG	LOC108012021|XP_016932788.2|DSUZ
OG0004354	LOC110679616|XP_021710599.1|AAEG	LOC108006416|XP_016925429.2|DSUZ
OG0004355	LOC5575272|XP_021710551.1|AAEG	LOC108020091|XP_036678140.1|DSUZ, LOC108016060|XP_036675204.1|DSUZ
OG0004356	LOC5573623|XP_001660945.1|AAEG	LOC108019857|XP_016943389.2|DSUZ
OG0004357	LOC5571581|XP_021707500.1|AAEG	LOC108017715|XP_016940313.2|DSUZ
OG0004358	LOC5563890|XP_021710388.1|AAEG	LOC108009849|XP_016930035.1|DSUZ
OG0004359	LOC23687758|XP_021710910.1|AAEG	LOC108018029|XP_036669752.1|DSUZ
OG0004360	LOC5573833|XP_001654863.1|AAEG	LOC108020730|XP_016944591.1|DSUZ
OG0004361	LOC5573834|XP_001654860.1|AAEG	LOC108006035|XP_016924967.1|DSUZ
OG0004362	LOC5573828|XP_001654855.1|AAEG	LOC108012400|XP_016933249.1|DSUZ
OG0004363	LOC5574292|XP_001661342.2|AAEG	LOC108005454|XP_016924235.1|DSUZ
OG0004364	LOC5563997|XP_001648319.1|AAEG	LOC108019632|XP_016943004.1|DSUZ
OG0004365	LOC5578237|XP_021707309.1|AAEG	LOC108009932|XP_016930163.1|DSUZ
OG0004366	LOC5577459|XP_001663392.2|AAEG	LOC108021499|XP_016945736.1|DSUZ
OG0004367	LOC5571879|XP_001659989.1|AAEG	LOC108005794|XP_016924612.1|DSUZ
OG0004368	LOC5568688|XP_001652513.1|AAEG	LOC108007703|XP_016926932.1|DSUZ
OG0004369	LOC5568706|XP_021706493.1|AAEG	LOC108019741|XP_016943163.1|DSUZ
OG0004370	LOC5568717|XP_021708349.1|AAEG	LOC108009997|XP_016930270.1|DSUZ
OG0004371	LOC5563882|XP_001648196.1|AAEG	LOC108004736|XP_016923250.1|DSUZ
OG0004372	LOC5563881|XP_021710919.1|AAEG	LOC108008140|XP_036669413.1|DSUZ
OG0004373	LOC5570164|XP_021707207.1|AAEG	LOC108011574|XP_016932233.2|DSUZ
OG0004374	LOC5573475|XP_021710389.1|AAEG	LOC108009074|XP_036669343.1|DSUZ
OG0004375	LOC5566310|XP_001650681.1|AAEG	LOC108005913|XP_016924811.2|DSUZ
OG0004376	LOC5569778|XP_021705044.1|AAEG	LOC108019986|XP_036671703.1|DSUZ
OG0004377	LOC5574962|XP_001655433.2|AAEG	LOC108013531|XP_016934917.1|DSUZ
OG0004378	LOC5578279|XP_021707175.1|AAEG	LOC108009634|XP_036668959.1|DSUZ
OG0004379	LOC5574943|XP_001655409.1|AAEG	LOC108009820|XP_016929992.1|DSUZ
OG0004380	LOC5567360|XP_021706163.1|AAEG	LOC108019630|XP_016943001.1|DSUZ
OG0004381	LOC5567513|XP_021705031.1|AAEG	LOC108014750|XP_036673810.1|DSUZ, LOC118878587|XP_036677516.1|DSUZ
OG0004382	LOC5580241|XP_001662429.2|AAEG	LOC108009228|XP_016928880.1|DSUZ
OG0004383	LOC5580242|XP_021706185.1|AAEG	LOC108010193|XP_016930524.1|DSUZ
OG0004384	LOC5580243|XP_001662427.1|AAEG	LOC108009415|XP_016929232.1|DSUZ
OG0004385	LOC5575514|XP_001662018.2|AAEG	LOC108009972|XP_016930224.1|DSUZ
OG0004386	LOC110677938|XP_021705671.1|AAEG	LOC108010324|XP_016930735.1|DSUZ
OG0004387	LOC5572708|XP_021707118.1|AAEG	LOC108013235|XP_036670718.1|DSUZ
OG0004388	LOC5572399|XP_021706232.1|AAEG, LOC110681466|XP_021712924.1|AAEG	LOC108008659|XP_016928036.1|DSUZ
OG0004389	LOC5564812|XP_021709637.1|AAEG	LOC108020068|XP_016943657.1|DSUZ
OG0004390	LOC5575457|XP_001661976.2|AAEG	LOC108013779|XP_036670933.1|DSUZ
OG0004391	LOC5576763|XP_021704246.1|AAEG	LOC108008105|XP_036669280.1|DSUZ
OG0004392	LOC5565739|XP_001650089.2|AAEG	LOC108013767|XP_036671108.1|DSUZ
OG0004393	LOC5565729|XP_021711015.1|AAEG	LOC108019911|XP_016943501.1|DSUZ
OG0004394	LOC5565800|XP_021705217.1|AAEG	LOC108018184|XP_016941174.1|DSUZ
OG0004395	LOC5571030|XP_021706993.1|AAEG	LOC108019682|XP_016943063.1|DSUZ
OG0004396	LOC5571027|XP_021710560.1|AAEG	LOC108010722|XP_016931133.1|DSUZ, LOC118876748|XP_036677785.1|DSUZ
OG0004397	LOC5571026|XP_001659457.2|AAEG	LOC108019798|XP_016943289.1|DSUZ
OG0004398	LOC5569798|XP_021708089.1|AAEG	LOC108019799|XP_016943290.1|DSUZ
OG0004399	LOC5569795|XP_021709369.1|AAEG	LOC108018178|XP_016941166.1|DSUZ
OG0004400	LOC5572188|XP_001660281.2|AAEG	LOC108007971|XP_016927230.1|DSUZ
OG0004401	LOC5574786|XP_001655345.2|AAEG	LOC108010236|XP_016930578.1|DSUZ
OG0004402	LOC5574782|XP_001655339.1|AAEG	LOC108010065|XP_016930367.1|DSUZ
OG0004403	LOC5578353|XP_021706296.1|AAEG	LOC108009408|XP_016929217.1|DSUZ
OG0004404	LOC5577779|XP_021710324.1|AAEG	LOC108010967|XP_016931474.2|DSUZ
OG0004405	LOC5577768|XP_001663541.2|AAEG	LOC108006224|XP_036671549.1|DSUZ
OG0004406	LOC5567242|XP_001651673.1|AAEG	LOC108012998|XP_016934066.1|DSUZ
OG0004407	LOC5567239|XP_021707680.1|AAEG	LOC108018001|XP_016940840.1|DSUZ
OG0004408	LOC5567209|XP_001651638.2|AAEG	LOC108012590|XP_016933498.1|DSUZ
OG0004409	LOC5571204|XP_021706286.1|AAEG	LOC108020356|XP_016944043.1|DSUZ
OG0004410	LOC5571908|XP_021706697.1|AAEG	LOC108009056|XP_016928550.1|DSUZ
OG0004411	LOC110681327|XP_021712774.1|AAEG, LOC110679574|XP_021710292.1|AAEG	LOC108007457|XP_016926614.1|DSUZ
OG0004412	LOC5574815|XP_001655375.2|AAEG	LOC108007456|XP_016926613.2|DSUZ
OG0004413	LOC5574813|XP_021709590.1|AAEG	LOC108010190|XP_016930522.1|DSUZ
OG0004414	LOC5577739|XP_021707423.1|AAEG	LOC108008491|XP_016927840.1|DSUZ
OG0004415	LOC5579102|XP_021710240.1|AAEG	LOC108009718|XP_016929769.1|DSUZ
OG0004416	LOC5579113|XP_021711273.1|AAEG	LOC108018216|XP_016941223.1|DSUZ
OG0004417	LOC5579115|XP_001657314.2|AAEG	LOC108017287|XP_016939793.2|DSUZ
OG0004418	LOC5579118|XP_021709717.1|AAEG	LOC108018089|XP_036669805.1|DSUZ
OG0004419	LOC5579127|XP_021704838.1|AAEG	LOC108019577|XP_036669809.1|DSUZ
OG0004420	LOC5572081|XP_001660163.1|AAEG	LOC108019641|XP_016943014.1|DSUZ
OG0004421	LOC5566046|XP_021705053.1|AAEG, LOC110680269|XP_021711783.1|AAEG	LOC108010500|XP_016930861.2|DSUZ
OG0004422	LOC5566059|XP_021707681.1|AAEG	LOC108004799|XP_016923340.1|DSUZ
OG0004423	LOC5578083|XP_001656777.2|AAEG	LOC108009322|XP_016929082.1|DSUZ
OG0004424	LOC5578110|XP_021708269.1|AAEG	LOC108009745|XP_016929829.1|DSUZ
OG0004425	LOC5578114|XP_001656812.2|AAEG	LOC108013071|XP_036672113.1|DSUZ
OG0004426	LOC5578116|XP_001656814.2|AAEG	LOC108013193|XP_016934390.1|DSUZ
OG0004427	LOC5580211|XP_001662069.2|AAEG	LOC108014020|XP_016935519.2|DSUZ
OG0004428	LOC5580215|XP_021708529.1|AAEG	LOC118877935|XP_036674466.1|DSUZ, LOC108017549|XP_016940116.1|DSUZ
OG0004429	LOC110678383|XP_021706892.1|AAEG	LOC108005279|XP_016923962.1|DSUZ
OG0004430	LOC5574076|XP_021709995.1|AAEG	LOC108013270|XP_016934526.1|DSUZ
OG0004431	LOC110677852|XP_021705245.1|AAEG	LOC108018571|XP_016941616.2|DSUZ
OG0004432	LOC5566901|XP_021706801.1|AAEG	LOC108018569|XP_016941614.2|DSUZ
OG0004433	LOC5566873|XP_021704683.1|AAEG	LOC108017616|XP_036671718.1|DSUZ
OG0004434	LOC5566864|XP_001651292.1|AAEG	LOC108019661|XP_016943041.1|DSUZ
OG0004435	LOC5564592|XP_001648929.2|AAEG	LOC108010314|XP_016930699.1|DSUZ
OG0004436	LOC5564596|XP_021704858.1|AAEG	LOC108009712|XP_016929758.2|DSUZ
OG0004437	LOC5564587|XP_001648943.2|AAEG	LOC108008690|XP_016928073.1|DSUZ
OG0004438	LOC5564581|XP_001648944.1|AAEG	LOC108010107|XP_016930417.1|DSUZ
OG0004439	LOC5579921|XP_021705817.1|AAEG	LOC108010105|XP_016930415.1|DSUZ
OG0004440	LOC5579919|XP_001652207.1|AAEG, LOC110674018|XP_021712520.1|AAEG	LOC108009061|XP_016928555.1|DSUZ
OG0004441	LOC110681201|XP_021712674.1|AAEG, LOC5568457|XP_001652290.1|AAEG	LOC108007855|XP_016927110.1|DSUZ
OG0004442	LOC5577284|XP_001663319.1|AAEG	LOC108009822|XP_016929995.1|DSUZ
OG0004443	LOC5574180|XP_001661237.1|AAEG	LOC108013466|XP_016934831.1|DSUZ
OG0004444	LOC5567491|XP_001657499.1|AAEG	LOC108008453|XP_016927795.1|DSUZ
OG0004445	LOC5567474|XP_021708276.1|AAEG	LOC108008406|XP_016927741.1|DSUZ
OG0004446	LOC5567473|XP_001657478.1|AAEG	LOC108012160|XP_016932943.2|DSUZ
OG0004447	LOC110681388|XP_021712825.1|AAEG, LOC5567470|XP_001657476.1|AAEG	LOC108020626|XP_016944466.2|DSUZ
OG0004448	LOC5567496|XP_001657474.1|AAEG, LOC110678982|XP_021708457.1|AAEG	LOC108009489|XP_016929370.1|DSUZ
OG0004449	LOC5567464|XP_001657464.1|AAEG	LOC108017673|XP_036671331.1|DSUZ
OG0004450	LOC5569725|XP_001652952.2|AAEG	LOC108009211|XP_016928860.1|DSUZ
OG0004451	LOC5566542|XP_001650937.1|AAEG, LOC110680199|XP_021711710.1|AAEG	LOC108010142|XP_016930465.1|DSUZ
OG0004452	LOC5566540|XP_001650935.1|AAEG	LOC108008461|XP_016927804.1|DSUZ
OG0004453	LOC5566539|XP_021708933.1|AAEG	LOC108006186|XP_016925112.1|DSUZ
OG0004454	LOC5568974|XP_001652628.1|AAEG	LOC108019250|XP_036673836.1|DSUZ
OG0004455	LOC5568959|XP_001652624.2|AAEG, LOC110679455|XP_021709750.1|AAEG	LOC108007530|XP_036671364.1|DSUZ
OG0004456	LOC5568958|XP_021709754.1|AAEG, LOC110679459|XP_021709755.1|AAEG	LOC108016909|XP_016939315.1|DSUZ
OG0004457	LOC5568952|XP_001652622.1|AAEG	LOC108014489|XP_036670625.1|DSUZ
OG0004458	LOC5568949|XP_021709778.1|AAEG	LOC108010714|XP_016931117.2|DSUZ
OG0004459	LOC5568954|XP_021709787.1|AAEG	LOC108020840|XP_036672156.1|DSUZ
OG0004460	LOC5571614|XP_001659809.1|AAEG	LOC108013131|XP_016934299.1|DSUZ
OG0004461	LOC5565429|XP_021710321.1|AAEG	LOC108019507|XP_016942825.2|DSUZ
OG0004462	LOC5565421|XP_001649776.1|AAEG	LOC108020733|XP_016944596.2|DSUZ, LOC108016343|XP_036672124.1|DSUZ
OG0004463	LOC5565436|XP_021706597.1|AAEG	LOC108007697|XP_016926923.2|DSUZ
OG0004464	LOC5576322|XP_021710881.1|AAEG, LOC110679609|XP_021710552.1|AAEG	LOC108013195|XP_016934392.1|DSUZ
OG0004465	LOC5565418|XP_001649762.2|AAEG	LOC118877541|XP_036672492.1|DSUZ, LOC108020711|XP_036671374.1|DSUZ
OG0004466	LOC110679619|XP_021710611.1|AAEG	LOC118877345|XP_036671624.1|DSUZ, LOC108020756|XP_036672489.1|DSUZ
OG0004467	LOC5567897|XP_021710633.1|AAEG	LOC108006228|XP_036670763.1|DSUZ
OG0004468	LOC5567895|XP_001651932.2|AAEG	LOC108006225|XP_016925153.2|DSUZ
OG0004469	LOC5567889|XP_001651924.1|AAEG	LOC108011381|XP_016931987.2|DSUZ
OG0004470	LOC5576330|XP_021711018.1|AAEG	LOC108021465|XP_016945686.1|DSUZ
OG0004471	LOC110680426|XP_021711916.1|AAEG, LOC110680427|XP_021711917.1|AAEG, LOC5564138|XP_021711059.1|AAEG	LOC108006445|XP_036672974.1|DSUZ
OG0004472	LOC5566694|XP_001651102.1|AAEG	LOC108008329|XP_016927643.1|DSUZ
OG0004473	LOC5566690|XP_001651097.2|AAEG	LOC108008152|XP_016927430.1|DSUZ
OG0004474	LOC5566689|XP_001651096.1|AAEG	LOC108008526|XP_016927884.1|DSUZ
OG0004475	LOC5566686|XP_001651093.2|AAEG	LOC108011573|XP_016932230.1|DSUZ
OG0004476	LOC110679862|XP_021711515.1|AAEG	LOC108010240|XP_016930585.1|DSUZ
OG0004477	LOC5573219|XP_001654429.1|AAEG	LOC108019604|XP_016942971.1|DSUZ
OG0004478	LOC5573207|XP_021704335.1|AAEG	LOC108008821|XP_016928215.1|DSUZ
OG0004479	LOC110681240|XP_021712701.1|AAEG	LOC108017791|XP_016940424.1|DSUZ
OG0004480	LOC110681364|XP_021712803.1|AAEG	LOC108015349|XP_016937248.1|DSUZ
OG0004481	LOC110681382|XP_021712816.1|AAEG	LOC108008599|XP_016927967.1|DSUZ
OG0004504	LOC5575837|XP_001655863.1|AAEG	LOC108014505|XP_016936132.1|DSUZ
OG0004505	LOC5579632|XP_021694457.1|AAEG	LOC108017206|XP_036674303.1|DSUZ
OG0004506	LOC5574745|XP_021694464.1|AAEG	LOC108014823|XP_016936510.1|DSUZ
OG0004507	LOC5574527|XP_001655179.1|AAEG	LOC108016019|XP_016938103.1|DSUZ
OG0004508	LOC5572379|XP_021694488.1|AAEG	LOC108018341|XP_036675432.1|DSUZ
OG0004509	LOC5572030|XP_001660135.1|AAEG	LOC108010699|XP_016931098.2|DSUZ
OG0004510	LOC5579816|XP_001651046.2|AAEG	LOC108011141|XP_016931712.1|DSUZ
OG0004511	LOC5579824|XP_021694545.1|AAEG	LOC108006610|XP_036673215.1|DSUZ
OG0004512	LOC5574317|XP_021694571.1|AAEG	LOC108020382|XP_016944125.1|DSUZ
OG0004513	LOC5574321|XP_021694582.1|AAEG	LOC108020407|XP_016944190.1|DSUZ
OG0004514	LOC5574326|XP_021694590.1|AAEG	LOC108020372|XP_016944093.1|DSUZ
OG0004515	LOC5569465|XP_001658550.2|AAEG	LOC108006561|XP_016925581.1|DSUZ
OG0004516	LOC5569464|XP_021694638.1|AAEG	LOC108005177|XP_016923843.1|DSUZ
OG0004517	LOC5569470|XP_021694657.1|AAEG	LOC108016841|XP_016939166.1|DSUZ
OG0004518	LOC110680850|XP_021712338.1|AAEG	LOC108018848|XP_036676679.1|DSUZ
OG0004519	LOC5574648|XP_001661570.1|AAEG	LOC108014785|XP_036674298.1|DSUZ
OG0004520	LOC5564255|XP_021694700.1|AAEG	LOC108018969|XP_016942060.1|DSUZ
OG0004521	LOC110681184|XP_021712655.1|AAEG, LOC5565549|XP_021697769.1|AAEG	LOC108010966|XP_016931471.2|DSUZ, LOC118876794|XP_036677794.1|DSUZ
