Orthogroup	AAEG.longest_only	DBIA.longest_only
OG0004700	LOC5569268|XP_001658414.2|AAEG	LOC108024944|XP_016950653.1|DBIA
OG0004701	LOC5571789|XP_021712686.1|AAEG	LOC108027367|XP_016954279.1|DBIA
OG0004702	LOC5567071|XP_021712876.1|AAEG	LOC108026213|XP_016952517.1|DBIA
OG0004703	LOC5567076|XP_001651472.2|AAEG	LOC108024364|XP_016949756.1|DBIA
OG0004704	LOC5577527|XP_021712945.1|AAEG	LOC108031597|XP_016960664.1|DBIA
OG0004705	LOC5577531|XP_001663415.1|AAEG	LOC108031636|XP_016960734.1|DBIA
OG0004706	LOC5578164|XP_021712961.1|AAEG	LOC108035294|XP_016966349.1|DBIA
OG0004707	LOC5578992|XP_021712980.1|AAEG	LOC108033889|XP_016964025.1|DBIA
OG0004708	LOC5578986|XP_021712983.1|AAEG	LOC108027195|XP_016953988.1|DBIA
OG0004709	LOC5573380|XP_001660859.2|AAEG	LOC108032095|XP_016961411.1|DBIA
OG0004710	LOC5573382|XP_021712994.1|AAEG	LOC108024600|XP_016950102.1|DBIA
OG0004711	LOC5567514|XP_021712998.1|AAEG	LOC108025029|XP_016950774.1|DBIA
OG0004712	LOC5570622|XP_001659225.2|AAEG	LOC108031464|XP_016960392.1|DBIA
OG0004713	LOC5577008|XP_021713014.1|AAEG	LOC108026242|XP_016952568.1|DBIA
OG0004714	LOC5577010|XP_021713020.1|AAEG	LOC108026169|XP_016952413.1|DBIA
OG0004715	LOC5577983|XP_001656717.2|AAEG	LOC108032651|XP_016962095.1|DBIA
OG0004716	LOC110680869|XP_021712351.1|AAEG, LOC5572577|XP_021713034.1|AAEG	LOC108026288|XP_016952643.1|DBIA
OG0004717	LOC5580309|XP_021713070.1|AAEG	LOC108027610|XP_016954620.1|DBIA
OG0004718	LOC5580307|XP_021713072.1|AAEG	LOC108035351|XP_016966435.1|DBIA
OG0004719	LOC5567836|XP_021713139.1|AAEG	LOC108025297|XP_016951176.1|DBIA
OG0004720	LOC5567828|XP_021713151.1|AAEG	LOC108026147|XP_016952370.1|DBIA
OG0004721	LOC5568724|XP_001658107.2|AAEG, LOC110681520|XP_021713162.1|AAEG, LOC110681103|XP_021712560.1|AAEG	LOC108024564|XP_016950047.1|DBIA
OG0004722	LOC5564376|XP_021713169.1|AAEG	LOC108026405|XP_016952818.1|DBIA
OG0004723	LOC5576285|XP_001662575.2|AAEG	LOC108025904|XP_016952077.1|DBIA
OG0004724	LOC5565704|XP_021713195.1|AAEG	LOC108032158|XP_016961493.1|DBIA
OG0004725	LOC23687519|XP_021713205.1|AAEG	LOC108025351|XP_016951300.1|DBIA
OG0004726	LOC5577062|XP_021713221.1|AAEG	LOC108024764|XP_016950366.1|DBIA
OG0004727	LOC5569229|XP_021713257.1|AAEG	LOC108024649|XP_016950191.1|DBIA
OG0004728	LOC110681535|XP_021713261.1|AAEG, LOC5569233|XP_001652793.1|AAEG	LOC108027387|XP_016954311.1|DBIA
OG0004729	LOC5574059|XP_001655039.1|AAEG	LOC108023929|XP_016949102.1|DBIA
OG0004730	LOC5574058|XP_001655038.2|AAEG	LOC108034293|XP_016964643.1|DBIA
OG0004731	LOC5574049|XP_001655027.1|AAEG	LOC108031802|XP_016961011.1|DBIA
OG0004732	LOC5579204|XP_021713323.1|AAEG	LOC108032257|XP_016961610.1|DBIA
OG0004733	LOC5579208|XP_001657331.2|AAEG	LOC108024694|XP_016950262.1|DBIA
OG0004734	LOC5565061|XP_021713325.1|AAEG	LOC108032242|XP_016961595.1|DBIA
OG0004735	LOC5574617|XP_021713353.1|AAEG	LOC108023867|XP_016949020.1|DBIA
OG0004736	LOC5574615|XP_021713359.1|AAEG	LOC108024550|XP_016950018.1|DBIA
OG0004737	LOC5579129|XP_001664227.2|AAEG	LOC108024932|XP_016950619.1|DBIA
OG0004738	LOC5564607|XP_021713379.1|AAEG	LOC108024966|XP_016950694.1|DBIA
OG0004739	LOC5564604|XP_001648952.2|AAEG	LOC108024529|XP_016949984.1|DBIA
OG0004740	LOC5580180|XP_001655596.2|AAEG	LOC108032226|XP_016961578.1|DBIA
OG0004741	LOC5580179|XP_021713415.1|AAEG	LOC108031579|XP_016960632.1|DBIA
OG0004742	LOC5580168|XP_021713424.1|AAEG	LOC108035605|XP_016966778.1|DBIA
OG0004743	LOC5575984|XP_001655938.2|AAEG	LOC108031976|XP_016961259.1|DBIA
OG0004744	LOC5571518|XP_001659764.2|AAEG	LOC108029012|XP_016956547.1|DBIA
OG0004745	LOC110674034|XP_021692979.1|AAEG	LOC108032906|XP_016962455.1|DBIA
OG0004746	LOC5578530|XP_021693013.1|AAEG	LOC108025329|XP_016951245.1|DBIA
OG0004747	LOC5574921|XP_021693014.1|AAEG	LOC108025331|XP_016951247.1|DBIA
OG0004748	LOC110674038|XP_021693022.1|AAEG	LOC108025036|XP_016950780.1|DBIA
OG0004749	LOC5570841|XP_021693038.1|AAEG	LOC108031730|XP_016960893.1|DBIA
OG0004750	LOC5564809|XP_001649157.2|AAEG	LOC108031573|XP_016960620.1|DBIA
OG0004751	LOC5573468|XP_001660889.2|AAEG	LOC108026190|XP_016952469.1|DBIA
OG0004752	LOC5576839|XP_021693055.1|AAEG	LOC108025158|XP_016950924.1|DBIA
OG0004753	LOC5576840|XP_001662952.2|AAEG	LOC108031716|XP_016960874.1|DBIA
OG0004754	LOC5576841|XP_001662951.1|AAEG	LOC108024698|XP_016950265.1|DBIA
OG0004755	LOC5563664|XP_021693061.1|AAEG	LOC108031749|XP_016960942.1|DBIA
OG0004756	LOC5563630|XP_001647845.1|AAEG	LOC108031746|XP_016960936.1|DBIA
OG0004757	LOC5580078|XP_021693067.1|AAEG	LOC108024183|XP_016949512.1|DBIA
OG0004758	LOC5565688|XP_021693077.1|AAEG	LOC108025237|XP_016951076.1|DBIA
OG0004759	LOC5580095|XP_021694314.1|AAEG	LOC108031727|XP_016960887.1|DBIA
OG0004760	LOC5580097|XP_021693082.1|AAEG	LOC108031890|XP_016961148.1|DBIA
OG0004761	LOC5566481|XP_021693093.1|AAEG	LOC108031459|XP_016960385.1|DBIA
OG0004762	LOC5566478|XP_021693095.1|AAEG	LOC108034004|XP_016964223.1|DBIA
OG0004763	LOC110674063|XP_021693123.1|AAEG	LOC108025298|XP_016951183.1|DBIA
OG0004764	LOC5566462|XP_001650844.2|AAEG	LOC108032137|XP_016961462.1|DBIA
OG0004765	LOC5566459|XP_021693132.1|AAEG	LOC108031765|XP_016960961.1|DBIA
OG0004766	LOC5578930|XP_001657218.1|AAEG, LOC110680822|XP_021712293.1|AAEG	LOC108032141|XP_016961465.1|DBIA
OG0004767	LOC5563705|XP_001647995.2|AAEG	LOC108024994|XP_016950739.1|DBIA
OG0004768	LOC5563720|XP_021693220.1|AAEG	LOC108024948|XP_016950667.1|DBIA
OG0004769	LOC5563719|XP_001648002.2|AAEG	LOC108033350|XP_016963148.1|DBIA
OG0004770	LOC5563706|XP_001648001.1|AAEG	LOC108024877|XP_016950514.1|DBIA
OG0004771	LOC5563713|XP_001648003.1|AAEG	LOC108025281|XP_016951145.1|DBIA
OG0004772	LOC5576366|XP_001656105.2|AAEG	LOC108031825|XP_016961047.1|DBIA
OG0004773	LOC5576364|XP_001656102.1|AAEG	LOC108031400|XP_016960256.1|DBIA
OG0004774	LOC5576362|XP_021693266.1|AAEG	LOC108031401|XP_016960257.1|DBIA
OG0004775	LOC5576360|XP_001656098.1|AAEG	LOC108031478|XP_016960438.1|DBIA
OG0004776	LOC5576357|XP_001656095.2|AAEG	LOC108030334|XP_016958686.1|DBIA
OG0004777	LOC5576353|XP_001656091.1|AAEG	LOC108025105|XP_016950898.1|DBIA
OG0004778	LOC5567291|XP_001651727.2|AAEG	LOC108032797|XP_016962292.1|DBIA
OG0004779	LOC5567287|XP_021693333.1|AAEG	LOC108024789|XP_016950396.1|DBIA
OG0004780	LOC5567286|XP_001651717.1|AAEG	LOC108027703|XP_016954742.1|DBIA
OG0004781	LOC5567281|XP_021693335.1|AAEG	LOC108031947|XP_016961220.1|DBIA
OG0004782	LOC5569123|XP_021693348.1|AAEG	LOC108026145|XP_016952364.1|DBIA
OG0004783	LOC5576729|XP_001656237.1|AAEG	LOC108023970|XP_016949182.1|DBIA
OG0004784	LOC5576719|XP_001656225.2|AAEG	LOC108027066|XP_016953765.1|DBIA
OG0004785	LOC5564486|XP_001648827.1|AAEG	LOC108027062|XP_016953760.1|DBIA
OG0004786	LOC110674098|XP_021693387.1|AAEG	LOC108027447|XP_016954387.1|DBIA
OG0004787	LOC5573632|XP_001660958.1|AAEG, LOC5573631|XP_001660957.1|AAEG	LOC108027134|XP_016953841.1|DBIA
OG0004788	LOC5573630|XP_001660959.1|AAEG	LOC108027137|XP_016953843.1|DBIA
OG0004789	LOC5573633|XP_001660960.2|AAEG	LOC108027139|XP_016953847.1|DBIA
OG0004790	LOC5578540|XP_001663931.1|AAEG	LOC108025542|XP_016951561.1|DBIA
OG0004791	LOC5567507|XP_021693404.1|AAEG	LOC108025266|XP_016951116.1|DBIA
OG0004792	LOC5567505|XP_001651805.1|AAEG	LOC108032220|XP_016961572.1|DBIA
OG0004793	LOC5567509|XP_021693418.1|AAEG	LOC108025248|XP_016951088.1|DBIA
OG0004794	LOC5568908|XP_021693425.1|AAEG	LOC108031739|XP_016960922.1|DBIA
OG0004795	LOC5568898|XP_001658225.2|AAEG	LOC108024749|XP_016950348.1|DBIA
OG0004796	LOC5573319|XP_021693445.1|AAEG	LOC108031734|XP_016960905.1|DBIA
OG0004797	LOC5573320|XP_021693447.1|AAEG	LOC108031946|XP_016961216.1|DBIA
OG0004798	LOC5573325|XP_001654545.2|AAEG	LOC108026043|XP_016952227.1|DBIA
OG0004799	LOC5573328|XP_001654548.2|AAEG	LOC108031675|XP_016960803.1|DBIA
OG0004800	LOC5575792|XP_021693478.1|AAEG	LOC108032149|XP_016961478.1|DBIA
OG0004801	LOC5573434|XP_021693611.1|AAEG	LOC108026436|XP_016952862.1|DBIA
OG0004802	LOC5577696|XP_001663476.1|AAEG, LOC5576141|XP_001662490.1|AAEG	LOC108032074|XP_016961383.1|DBIA
OG0004803	LOC5577199|XP_021693664.1|AAEG	LOC108024573|XP_016950059.1|DBIA
OG0004804	LOC5569887|XP_021693689.1|AAEG	LOC108024949|XP_016950672.1|DBIA
OG0004805	LOC5566210|XP_021693695.1|AAEG	LOC108031469|XP_016960410.1|DBIA
OG0004806	LOC5576204|XP_001662541.1|AAEG	LOC108035981|XP_016967311.1|DBIA
OG0004807	LOC5576196|XP_001662533.2|AAEG	LOC108026054|XP_016952237.1|DBIA
OG0004808	LOC5576522|XP_001662715.2|AAEG	LOC108032179|XP_016961523.1|DBIA
OG0004809	LOC5575645|XP_001655791.1|AAEG	LOC108032208|XP_016961557.1|DBIA
OG0004810	LOC5575646|XP_021693746.1|AAEG	LOC108031968|XP_016961249.1|DBIA
OG0004811	LOC23687923|XP_021693761.1|AAEG	LOC108028686|XP_016956115.1|DBIA
OG0004812	LOC5565754|XP_021693766.1|AAEG	LOC108031381|XP_016960223.1|DBIA
OG0004813	LOC110680668|XP_021712149.1|AAEG, LOC5565615|XP_001649944.1|AAEG	LOC108024785|XP_016950389.1|DBIA
OG0004814	LOC5565593|XP_021693801.1|AAEG	LOC108031658|XP_016960782.1|DBIA
OG0004815	LOC110681465|XP_021712923.1|AAEG, LOC5565596|XP_021693805.1|AAEG	LOC108033095|XP_016962780.1|DBIA
OG0004816	LOC5569688|XP_021694424.1|AAEG	LOC108023320|XP_016948112.1|DBIA
OG0004817	LOC5565992|XP_001650360.2|AAEG	LOC108023599|XP_016948695.1|DBIA
OG0004818	LOC110673983|XP_021693821.1|AAEG	LOC108032055|XP_016961360.1|DBIA
OG0004819	LOC5577654|XP_001656652.2|AAEG	LOC108031907|XP_016961164.1|DBIA
OG0004820	LOC5577653|XP_021693824.1|AAEG	LOC108031871|XP_016961118.1|DBIA
OG0004821	LOC5577652|XP_001656650.2|AAEG	LOC108025278|XP_016951140.1|DBIA
OG0004822	LOC5577644|XP_021693837.1|AAEG	LOC108024596|XP_016950094.1|DBIA
OG0004823	LOC5577640|XP_001656638.2|AAEG	LOC108031506|XP_016960502.1|DBIA
OG0004824	LOC5577639|XP_001656637.1|AAEG	LOC108032017|XP_016961312.1|DBIA
OG0004825	LOC5577632|XP_021693883.1|AAEG	LOC108035978|XP_016967292.1|DBIA
OG0004826	LOC5565948|XP_001650325.1|AAEG	LOC108027326|XP_016954224.1|DBIA
OG0004827	LOC5565946|XP_001650323.1|AAEG	LOC108024971|XP_016950703.1|DBIA
OG0004828	LOC5565943|XP_001650318.1|AAEG	LOC108024724|XP_016950306.1|DBIA
OG0004829	LOC5568524|XP_001652351.2|AAEG	LOC108026391|XP_016952802.1|DBIA
OG0004830	LOC5568377|XP_021693933.1|AAEG	LOC108027238|XP_016954061.1|DBIA
OG0004831	LOC5573533|XP_001654671.2|AAEG	LOC108028503|XP_016955871.1|DBIA
OG0004832	LOC5565148|XP_021694009.1|AAEG	LOC108031663|XP_016960788.1|DBIA
OG0004833	LOC5576153|XP_001662502.1|AAEG, LOC5566762|XP_001651168.1|AAEG	LOC108027397|XP_016954324.1|DBIA
OG0004834	LOC5565637|XP_001649990.2|AAEG	LOC108024720|XP_016950300.1|DBIA
OG0004835	LOC5564104|XP_021694072.1|AAEG	LOC108024859|XP_016950489.1|DBIA
OG0004836	LOC5576112|XP_021694087.1|AAEG	LOC108031779|XP_016960982.1|DBIA
OG0004837	LOC5576113|XP_001662458.2|AAEG	LOC108028322|XP_016955544.1|DBIA
OG0004838	LOC5576125|XP_001662471.2|AAEG	LOC108031559|XP_016960594.1|DBIA
OG0004839	LOC5576127|XP_021694095.1|AAEG	LOC108031558|XP_016960590.1|DBIA
OG0004840	LOC5575234|XP_001655640.2|AAEG	LOC108026306|XP_016952679.1|DBIA
OG0004841	LOC110681192|XP_021712660.1|AAEG, LOC5575231|XP_021694126.1|AAEG	LOC108029271|XP_016956959.1|DBIA
OG0004842	LOC5565162|XP_001649526.2|AAEG	LOC108026006|XP_016952185.1|DBIA
OG0004843	LOC5565185|XP_001649514.2|AAEG	LOC108024412|XP_016949820.1|DBIA
OG0004844	LOC5577586|XP_021694153.1|AAEG	LOC108036800|XP_016968637.1|DBIA
OG0004845	LOC23687573|XP_021694154.1|AAEG, LOC110681328|XP_021712775.1|AAEG	LOC108032890|XP_016962414.1|DBIA
OG0004846	LOC5572603|XP_021694172.1|AAEG	LOC108029119|XP_016956721.1|DBIA
OG0004847	LOC5572605|XP_001654115.2|AAEG	LOC108029117|XP_016956719.1|DBIA
OG0004848	LOC23687388|XP_021694181.1|AAEG	LOC108025022|XP_016950770.1|DBIA
OG0004850	LOC5572676|XP_021694197.1|AAEG	LOC108027265|XP_016954125.1|DBIA
OG0004851	LOC110674250|XP_021694203.1|AAEG	LOC108027051|XP_016953748.1|DBIA
OG0004852	LOC5566256|XP_021694208.1|AAEG	LOC108027380|XP_016954300.1|DBIA
OG0004853	LOC5566125|XP_001650487.2|AAEG	LOC108026666|XP_016953202.1|DBIA
OG0004854	LOC5571449|XP_021695479.1|AAEG	LOC108034928|XP_016965672.1|DBIA
OG0004855	LOC5573692|XP_001661015.2|AAEG	LOC108028260|XP_016955439.1|DBIA
OG0004856	LOC5576514|XP_021695531.1|AAEG	LOC108035172|XP_016966122.1|DBIA
OG0004857	LOC5579860|XP_001664321.2|AAEG	LOC108034599|XP_016965021.1|DBIA
OG0004858	LOC5567813|XP_021695571.1|AAEG	LOC108034971|XP_016965773.1|DBIA
OG0004859	LOC5567812|XP_021695576.1|AAEG	LOC108034968|XP_016965769.1|DBIA
OG0004860	LOC5567848|XP_001657711.1|AAEG	LOC108035613|XP_016966788.1|DBIA
OG0004861	LOC5567847|XP_021695583.1|AAEG	LOC108034946|XP_016965714.1|DBIA
OG0004862	LOC5569145|XP_021699736.1|AAEG	LOC108034909|XP_016965644.1|DBIA
OG0004863	LOC5575754|XP_001662174.2|AAEG	LOC108028459|XP_016955802.1|DBIA
OG0004864	LOC5575753|XP_021695616.1|AAEG	LOC108035504|XP_016966651.1|DBIA
OG0004865	LOC5575752|XP_001662176.1|AAEG	LOC108024800|XP_016950409.1|DBIA
OG0004866	LOC5564540|XP_021695631.1|AAEG	LOC108028607|XP_016956016.1|DBIA
OG0004867	LOC5564539|XP_021695635.1|AAEG	LOC108030089|XP_016958215.1|DBIA
OG0004868	LOC5564537|XP_001648880.2|AAEG	LOC108024272|XP_016949654.1|DBIA
OG0004869	LOC5578207|XP_001656851.2|AAEG	LOC108030052|XP_016958118.1|DBIA
OG0004870	LOC5578218|XP_001656861.1|AAEG	LOC108030072|XP_016958161.1|DBIA
OG0004871	LOC5578223|XP_021695666.1|AAEG	LOC108022939|XP_016947641.1|DBIA
OG0004872	LOC5576744|XP_021695708.1|AAEG	LOC108023097|XP_016947847.1|DBIA
OG0004873	LOC5575734|XP_001655836.1|AAEG, LOC110674017|XP_021695727.1|AAEG	LOC108036139|XP_016967613.1|DBIA
OG0004874	LOC110675354|XP_021695729.1|AAEG, LOC5563734|XP_021695730.1|AAEG	LOC108025157|XP_016950923.1|DBIA
OG0004875	LOC5571774|XP_021695744.1|AAEG	LOC108035773|XP_016966968.1|DBIA
OG0004876	LOC5571765|XP_021695751.1|AAEG, LOC110680346|XP_021711857.1|AAEG	LOC108024219|XP_016949574.1|DBIA
OG0004877	LOC5571761|XP_001659892.2|AAEG	LOC108030705|XP_016959233.1|DBIA
OG0004878	LOC5576635|XP_001662785.1|AAEG	LOC108030409|XP_016958784.1|DBIA
OG0004879	LOC5570673|XP_021695783.1|AAEG	LOC108026679|XP_016953244.1|DBIA
OG0004880	LOC5570671|XP_001659260.2|AAEG	LOC108030878|XP_016959524.1|DBIA
OG0004881	LOC5570669|XP_001659262.2|AAEG	LOC108028543|XP_016955930.1|DBIA
OG0004882	LOC5570675|XP_011493055.1|AAEG	LOC108028726|XP_016956176.1|DBIA
OG0004883	LOC5570676|XP_001659270.2|AAEG	LOC108035678|XP_016966877.1|DBIA
OG0004884	LOC5571294|XP_021695841.1|AAEG	LOC108030063|XP_016958141.1|DBIA
OG0004885	LOC5571287|XP_001653588.1|AAEG	LOC108029612|XP_016957484.1|DBIA
OG0004886	LOC5571283|XP_001653584.2|AAEG	LOC108036540|XP_016968252.1|DBIA
OG0004887	LOC5571282|XP_001653583.1|AAEG	LOC108030453|XP_016958835.1|DBIA
OG0004888	LOC5571281|XP_021695870.1|AAEG	LOC108030119|XP_016958308.1|DBIA
OG0004889	LOC5571279|XP_001653580.1|AAEG	LOC108036581|XP_016968325.1|DBIA
OG0004890	LOC5571273|XP_001653571.1|AAEG	LOC108030143|XP_016958348.1|DBIA
OG0004891	LOC5571271|XP_001653569.1|AAEG	LOC108036532|XP_016968243.1|DBIA
OG0004892	LOC5571269|XP_021695908.1|AAEG	LOC108030358|XP_016958714.1|DBIA
OG0004893	LOC5578056|XP_021695962.1|AAEG	LOC108026626|XP_016953131.1|DBIA
OG0004894	LOC5579030|XP_021695968.1|AAEG	LOC108030420|XP_016958796.1|DBIA
OG0004895	LOC23687608|XP_021695975.1|AAEG	LOC108022787|XP_016947402.1|DBIA
OG0004896	LOC5568474|XP_021695989.1|AAEG	LOC108030317|XP_016958645.1|DBIA
OG0004897	LOC5568466|XP_001652305.2|AAEG	LOC108030261|XP_016958572.1|DBIA
OG0004898	LOC5568471|XP_021695999.1|AAEG	LOC108022522|XP_016946984.1|DBIA
OG0004899	LOC110675397|XP_021696008.1|AAEG	LOC108022498|XP_016946943.1|DBIA
OG0004900	LOC5573478|XP_021696015.1|AAEG	LOC108022813|XP_016947439.1|DBIA
OG0004901	LOC5573480|XP_001654630.1|AAEG	LOC108023090|XP_016947836.1|DBIA
OG0004902	LOC5577803|XP_001663565.2|AAEG	LOC108035638|XP_016966830.1|DBIA
OG0004903	LOC5577802|XP_021696032.1|AAEG	LOC108026700|XP_016953282.1|DBIA
OG0004904	LOC5575912|XP_001662288.2|AAEG	LOC108026453|XP_016952882.1|DBIA
OG0004905	LOC5566323|XP_021696047.1|AAEG	LOC108036525|XP_016968226.1|DBIA
OG0004906	LOC5575484|XP_021696065.1|AAEG	LOC108030502|XP_016958883.1|DBIA
OG0004907	LOC5578178|XP_021696080.1|AAEG	LOC108028777|XP_016956245.1|DBIA
OG0004908	LOC5574115|XP_021696086.1|AAEG	LOC108028658|XP_016956074.1|DBIA
OG0004909	LOC5574099|XP_021696099.1|AAEG	LOC108028286|XP_016955486.1|DBIA
OG0004910	LOC5573286|XP_021696108.1|AAEG	LOC108028484|XP_016955836.1|DBIA
OG0004911	LOC5574089|XP_001661159.1|AAEG	LOC108035413|XP_016966523.1|DBIA
OG0004912	LOC5565111|XP_001649458.1|AAEG	LOC108030519|XP_016958900.1|DBIA
OG0004913	LOC5572879|XP_001654230.1|AAEG	LOC108022159|XP_016946490.1|DBIA
OG0004914	LOC5572883|XP_001654238.1|AAEG	LOC108022923|XP_016947624.1|DBIA
OG0004915	LOC5572890|XP_001654241.1|AAEG	LOC108022756|XP_016947343.1|DBIA
OG0004916	LOC5572892|XP_021696207.1|AAEG	LOC108036642|XP_016968405.1|DBIA
OG0004917	LOC5569891|XP_021696240.1|AAEG	LOC108035126|XP_016966047.1|DBIA
OG0004918	LOC5569896|XP_021696242.1|AAEG	LOC108035124|XP_016966044.1|DBIA
OG0004919	LOC5569894|XP_001658793.2|AAEG	LOC108023862|XP_016949008.1|DBIA
OG0004920	LOC5569897|XP_001658795.2|AAEG	LOC108034486|XP_016964880.1|DBIA
OG0004921	LOC5569899|XP_021696250.1|AAEG	LOC108028444|XP_016955767.1|DBIA
OG0004922	LOC5574844|XP_021696259.1|AAEG	LOC108035474|XP_016966613.1|DBIA
OG0004923	LOC5574842|XP_001661672.2|AAEG	LOC108035358|XP_016966443.1|DBIA
OG0004924	LOC5579986|XP_001660252.2|AAEG	LOC108028209|XP_016955363.1|DBIA
OG0004925	LOC23687540|XP_021696286.1|AAEG	LOC108030618|XP_016959107.1|DBIA
OG0004926	LOC5579997|XP_001660263.1|AAEG	LOC108028775|XP_016956242.1|DBIA
OG0004927	LOC5570466|XP_021696313.1|AAEG	LOC108028703|XP_016956170.1|DBIA
OG0004928	LOC5577066|XP_021696339.1|AAEG	LOC108030094|XP_016958230.1|DBIA
OG0004929	LOC5577072|XP_001663169.2|AAEG	LOC108027902|XP_016955013.1|DBIA
OG0004930	LOC5571872|XP_001659983.2|AAEG	LOC108030048|XP_016958112.1|DBIA
OG0004931	LOC5570512|XP_001659200.1|AAEG	LOC108030342|XP_016958696.1|DBIA
OG0004932	LOC5570507|XP_001659195.2|AAEG	LOC108022716|XP_016947290.1|DBIA, LOC108029918|XP_016957904.1|DBIA
OG0004933	LOC5570506|XP_001659194.1|AAEG	LOC108030340|XP_016958692.1|DBIA
OG0004934	LOC5570504|XP_001659193.1|AAEG	LOC108026961|XP_016953665.1|DBIA
OG0004935	LOC5570534|XP_021696448.1|AAEG	LOC108030156|XP_016958373.1|DBIA
OG0004936	LOC23687720|XP_021696450.1|AAEG	LOC108035362|XP_016966449.1|DBIA
OG0004937	LOC5570537|XP_001659181.2|AAEG	LOC108028586|XP_016955989.1|DBIA
OG0004938	LOC5567635|XP_021696489.1|AAEG	LOC108034829|XP_016965430.1|DBIA
OG0004939	LOC5567623|XP_021696505.1|AAEG	LOC108035924|XP_016967200.1|DBIA
OG0004940	LOC5563894|XP_021696516.1|AAEG	LOC108035935|XP_016967214.1|DBIA
OG0004941	LOC5576608|XP_021696518.1|AAEG	LOC108035328|XP_016966391.1|DBIA
OG0004942	LOC5564097|XP_001648422.1|AAEG, LOC110675535|XP_021696521.1|AAEG	LOC108028412|XP_016955718.1|DBIA
OG0004943	LOC5564098|XP_001648424.1|AAEG	LOC108035231|XP_016966250.1|DBIA
OG0004944	LOC5566278|XP_021696528.1|AAEG	LOC108034845|XP_016965465.1|DBIA
OG0004945	LOC5570089|XP_001653076.1|AAEG	LOC108030402|XP_016958776.1|DBIA
OG0004946	LOC5568099|XP_021696622.1|AAEG	LOC108030866|XP_016959502.1|DBIA
OG0004947	LOC23687936|XP_011493344.1|AAEG	LOC108035468|XP_016966605.1|DBIA
OG0004948	LOC5568105|XP_021702168.1|AAEG	LOC108034769|XP_016965204.1|DBIA
OG0004949	LOC5568106|XP_021696641.1|AAEG	LOC108034941|XP_016965709.1|DBIA
OG0004950	LOC5568107|XP_021696646.1|AAEG	LOC108029633|XP_016957524.1|DBIA
OG0004951	LOC5568110|XP_021696649.1|AAEG	LOC108024666|XP_016950223.1|DBIA
OG0004952	LOC5568111|XP_001652050.1|AAEG	LOC108035391|XP_016966492.1|DBIA
OG0004953	LOC5568113|XP_001652052.1|AAEG	LOC108035518|XP_016966669.1|DBIA
OG0004954	LOC5568119|XP_001652058.1|AAEG	LOC108035624|XP_016966805.1|DBIA
OG0004955	LOC5574279|XP_001661327.1|AAEG	LOC108028805|XP_016956279.1|DBIA
OG0004956	LOC5574290|XP_021696709.1|AAEG	LOC108036380|XP_016967971.1|DBIA
OG0004957	LOC5566334|XP_021696744.1|AAEG	LOC108035219|XP_016966233.1|DBIA
OG0004958	LOC5566350|XP_021702394.1|AAEG	LOC108035490|XP_016966630.1|DBIA
OG0004959	LOC5566351|XP_001650745.2|AAEG	LOC108035152|XP_016966083.1|DBIA
OG0004960	LOC5566352|XP_021696768.1|AAEG	LOC108035153|XP_016966085.1|DBIA
OG0004961	LOC5578958|XP_001664137.1|AAEG	LOC108036668|XP_016968438.1|DBIA
OG0004962	LOC110675613|XP_021696773.1|AAEG	LOC108028493|XP_016955858.1|DBIA
OG0004963	LOC5567144|XP_021696785.1|AAEG, LOC110676917|XP_021702421.1|AAEG	LOC108035922|XP_016967188.1|DBIA
OG0004964	LOC5566214|XP_021696852.1|AAEG	LOC108035272|XP_016966320.1|DBIA
OG0004965	LOC5565657|XP_001650015.1|AAEG	LOC108028130|XP_016955272.1|DBIA
OG0004966	LOC5565667|XP_021696881.1|AAEG	LOC108028481|XP_016955832.1|DBIA
OG0004967	LOC5565658|XP_001650006.1|AAEG	LOC108030054|XP_016958121.1|DBIA
OG0004968	LOC5573786|XP_021696913.1|AAEG	LOC108035575|XP_016966735.1|DBIA
OG0004969	LOC5573764|XP_001654793.1|AAEG	LOC108029942|XP_016957933.1|DBIA
OG0004970	LOC110675656|XP_021696914.1|AAEG	LOC108035705|XP_016966916.1|DBIA
OG0004971	LOC5573765|XP_021696915.1|AAEG	LOC108035336|XP_016966402.1|DBIA
OG0004972	LOC110675657|XP_021696922.1|AAEG	LOC108028553|XP_016955945.1|DBIA
OG0004973	LOC5573778|XP_001654799.1|AAEG	LOC108028990|XP_016956524.1|DBIA
OG0004974	LOC110681063|XP_021712521.1|AAEG, LOC110675665|XP_021696947.1|AAEG	LOC108034926|XP_016965671.1|DBIA
OG0004975	LOC5565225|XP_001649547.1|AAEG	LOC108035359|XP_016966446.1|DBIA
OG0004976	LOC5565227|XP_021696981.1|AAEG	LOC108034532|XP_016964947.1|DBIA
OG0004977	LOC5574032|XP_001661121.1|AAEG	LOC108026761|XP_016953390.1|DBIA
OG0004978	LOC5574826|XP_021697011.1|AAEG	LOC108030123|XP_016958314.1|DBIA
OG0004979	LOC5579980|XP_001658607.2|AAEG	LOC108034747|XP_016965184.1|DBIA
OG0004980	LOC5568319|XP_021697069.1|AAEG	LOC108030642|XP_016959145.1|DBIA
OG0004981	LOC5568313|XP_001652190.1|AAEG	LOC108035955|XP_016967249.1|DBIA
OG0004982	LOC5568312|XP_001652189.1|AAEG	LOC108035957|XP_016967254.1|DBIA
