Orthogroup	AAEG.longest_only	AALB.longest_only
OG0003618	LOC5574903|XP_021697274.1|AAEG	LOC118467341|XP_035793612.1|AALB
OG0003619	LOC5574912|XP_021697293.1|AAEG	LOC118464469|XP_035787771.1|AALB
OG0003620	LOC5578898|XP_001664109.2|AAEG	LOC118464471|XP_035787773.1|AALB
OG0003621	LOC110675810|XP_021697327.1|AAEG, LOC5571598|XP_011493059.2|AAEG	LOC118466430|XP_035791619.1|AALB
OG0003622	LOC110675811|XP_021697329.1|AAEG, LOC5571597|XP_001653721.2|AAEG	LOC118466427|XP_035791603.1|AALB
OG0003623	LOC5570735|XP_001659326.1|AAEG	LOC118464106|XP_035787085.1|AALB
OG0003624	LOC5579975|XP_021697397.1|AAEG	LOC118467085|XP_035793018.1|AALB
OG0003625	LOC5574421|XP_001661438.1|AAEG	LOC118462921|XP_035784921.1|AALB
OG0003626	LOC5576843|XP_001662949.1|AAEG	LOC118464468|XP_035787770.1|AALB
OG0003627	LOC5577050|XP_001663147.2|AAEG	LOC118464466|XP_035787767.1|AALB
OG0003628	LOC5576845|XP_021697495.1|AAEG	LOC118467591|XP_035794150.1|AALB
OG0003629	LOC5564960|XP_021697514.1|AAEG	LOC118465427|XP_035789549.1|AALB
OG0003630	LOC5579516|XP_021697513.1|AAEG	LOC118465596|XP_035789857.1|AALB
OG0003631	LOC110681439|XP_021712886.1|AAEG, LOC5566249|XP_021697520.1|AAEG	LOC118464826|XP_035788395.1|AALB
OG0003632	LOC5576854|XP_001656279.1|AAEG	LOC118463950|XP_035786820.1|AALB
OG0003633	LOC5575244|XP_021697543.1|AAEG	LOC118463061|XP_035785209.1|AALB
OG0003634	LOC5574066|XP_021697592.1|AAEG	LOC118463068|XP_035785220.1|AALB
OG0003635	LOC5565621|XP_021697596.1|AAEG	LOC118464836|XP_035788407.1|AALB
OG0003636	LOC5565623|XP_001649978.2|AAEG	LOC118463062|XP_035785210.1|AALB
OG0003637	LOC110680630|XP_021712118.1|AAEG, LOC5564737|XP_001649083.3|AAEG	LOC118464763|XP_035788275.1|AALB
OG0003638	LOC5572754|XP_021697617.1|AAEG	LOC118467152|XP_035793184.1|AALB
OG0003639	LOC5565412|XP_001649759.1|AAEG	LOC118467156|XP_035793193.1|AALB
OG0003640	LOC5578399|XP_021697634.1|AAEG	LOC118462649|XP_035784391.1|AALB
OG0003641	LOC5571951|XP_001660055.1|AAEG, LOC5572768|XP_001660589.1|AAEG	LOC118466290|XP_035791269.1|AALB
OG0003642	LOC5566366|XP_021697649.1|AAEG	LOC118466291|XP_035791271.1|AALB
OG0003643	LOC110675919|XP_021697651.1|AAEG	LOC118466293|XP_035791273.1|AALB
OG0003644	LOC5573545|XP_001654680.1|AAEG	LOC118466150|XP_035791013.1|AALB
OG0003645	LOC5571703|XP_001659845.2|AAEG	LOC118466406|XP_035791567.1|AALB
OG0003646	LOC5565875|XP_021697696.1|AAEG	LOC118466403|XP_035791564.1|AALB
OG0003647	LOC5567984|XP_001657805.2|AAEG	LOC118466415|XP_035791583.1|AALB
OG0003648	LOC5565748|XP_001650108.2|AAEG	LOC118463547|XP_035786062.1|AALB, LOC118463548|XP_035786063.1|AALB
OG0003649	LOC5565555|XP_001649906.1|AAEG	LOC118467093|XP_035793031.1|AALB
OG0003650	LOC5565559|XP_021697733.1|AAEG	LOC118467084|XP_035793017.1|AALB
OG0003651	LOC5564456|XP_021697774.1|AAEG	LOC118465000|XP_035788740.1|AALB
OG0003652	LOC5570336|XP_001653165.1|AAEG	LOC118464213|XP_035787277.1|AALB
OG0003653	LOC5573421|XP_021697823.1|AAEG	LOC118466938|XP_035792727.1|AALB
OG0003654	LOC5573417|XP_001654591.1|AAEG	LOC118467201|XP_035793308.1|AALB
OG0003655	LOC5573416|XP_001654590.2|AAEG	LOC118467200|XP_035793307.1|AALB
OG0003656	LOC5564145|XP_021697831.1|AAEG	LOC118467196|XP_035793302.1|AALB
OG0003657	LOC5578038|XP_001663658.2|AAEG	LOC118467706|XP_035794383.1|AALB
OG0003658	LOC5563748|XP_021697833.1|AAEG	LOC118465603|XP_035789871.1|AALB
OG0003659	LOC5576553|XP_021697848.1|AAEG	LOC118464833|XP_035788402.1|AALB
OG0003660	LOC5576547|XP_021697849.1|AAEG	LOC118466261|XP_035791209.1|AALB
OG0003661	LOC5575117|XP_021697884.1|AAEG	LOC118463077|XP_035785231.1|AALB
OG0003662	LOC5575143|XP_021697917.1|AAEG	LOC118464773|XP_035788295.1|AALB
OG0003663	LOC5577083|XP_001656317.1|AAEG	LOC118467758|XP_035794479.1|AALB
OG0003664	LOC5577077|XP_021697922.1|AAEG	LOC118467753|XP_035794467.1|AALB
OG0003665	LOC5571197|XP_021697945.1|AAEG	LOC118464272|XP_035787427.1|AALB
OG0003666	LOC5573986|XP_021697972.1|AAEG	LOC118466836|XP_035792537.1|AALB
OG0003667	LOC5573995|XP_021697981.1|AAEG	LOC118466732|XP_035792308.1|AALB
OG0003668	LOC23687412|XP_021698133.1|AAEG	LOC118463986|XP_035786900.1|AALB
OG0003669	LOC5569166|XP_001658356.1|AAEG	LOC118464145|XP_035787143.1|AALB
OG0003670	LOC5569167|XP_001658357.1|AAEG	LOC118464143|XP_035787141.1|AALB
OG0003671	LOC5577718|XP_021698177.1|AAEG	LOC118463962|XP_035786840.1|AALB
OG0003672	LOC110676045|XP_021698198.1|AAEG	LOC118466816|XP_035792498.1|AALB
OG0003673	LOC5575822|XP_001662247.2|AAEG	LOC118466308|XP_035791312.1|AALB
OG0003674	LOC5567851|XP_021698252.1|AAEG	LOC118467187|XP_035793282.1|AALB
OG0003675	LOC5567856|XP_001651881.1|AAEG	LOC118467189|XP_035793289.1|AALB
OG0003676	LOC5567854|XP_021698257.1|AAEG	LOC118467181|XP_035793257.1|AALB
OG0003677	LOC5576040|XP_001662376.1|AAEG	LOC118466130|XP_035790973.1|AALB
OG0003678	LOC5564253|XP_021712464.1|AAEG, LOC110676109|XP_021698350.1|AAEG	LOC118467642|XP_035794261.1|AALB
OG0003679	LOC5564308|XP_001648652.1|AAEG	LOC118464681|XP_035788097.1|AALB
OG0003680	LOC5568838|XP_001658204.2|AAEG	LOC118464254|XP_035787383.1|AALB
OG0003681	LOC5568875|XP_021698385.1|AAEG	LOC118467352|XP_035793628.1|AALB
OG0003682	LOC5568874|XP_021698400.1|AAEG	LOC118467748|XP_035794451.1|AALB
OG0003683	LOC5572106|XP_021698409.1|AAEG	LOC118464407|XP_035787655.1|AALB
OG0003684	LOC5574160|XP_001655069.1|AAEG	LOC118467083|XP_035793015.1|AALB
OG0003685	LOC5571938|XP_021698447.1|AAEG	LOC118466185|XP_035791075.1|AALB
OG0003686	LOC5569619|XP_001652901.1|AAEG	LOC118466184|XP_035791071.1|AALB
OG0003687	LOC5569616|XP_021698472.1|AAEG	LOC118467335|XP_035793584.1|AALB
OG0003688	LOC5565346|XP_001649689.1|AAEG	LOC118467336|XP_035793586.1|AALB
OG0003689	LOC5563919|XP_021698485.1|AAEG	LOC118467004|XP_035792839.1|AALB
OG0003690	LOC5569604|XP_021698487.1|AAEG	LOC118467003|XP_035792836.1|AALB
OG0003691	LOC110676131|XP_021698493.1|AAEG	LOC118465187|XP_035789049.1|AALB
OG0003692	LOC5569591|XP_021698549.1|AAEG	LOC118465047|XP_035788823.1|AALB
OG0003693	LOC5570788|XP_001653292.1|AAEG	LOC118463611|XP_035786184.1|AALB
OG0003694	LOC5570794|XP_001653296.1|AAEG	LOC118467900|XP_035794713.1|AALB
OG0003695	LOC5564902|XP_001649245.2|AAEG	LOC118463425|XP_035785881.1|AALB
OG0003696	LOC5579150|XP_021698648.1|AAEG	LOC118462943|XP_035784974.1|AALB
OG0003697	LOC5572295|XP_021698721.1|AAEG	LOC118466958|XP_035792753.1|AALB
OG0003698	LOC5572284|XP_001653969.1|AAEG	LOC118463273|XP_035785642.1|AALB
OG0003699	LOC5567317|XP_021698753.1|AAEG	LOC118466488|XP_035791781.1|AALB
OG0003700	LOC5572272|XP_001653957.2|AAEG	LOC118462605|XP_035784328.1|AALB
OG0003701	LOC5572269|XP_001653954.1|AAEG	LOC118466967|XP_035792772.1|AALB
OG0003702	LOC5572266|XP_001653951.1|AAEG	LOC118466964|XP_035792768.1|AALB
OG0003703	LOC5574042|XP_021698766.1|AAEG	LOC118463669|XP_035786319.1|AALB
OG0003704	LOC5575360|XP_001661892.2|AAEG	LOC118463667|XP_035786317.1|AALB
OG0003705	LOC5572191|XP_021698801.1|AAEG	LOC118467369|XP_035793670.1|AALB
OG0003706	LOC5565819|XP_021698841.1|AAEG	LOC118463403|XP_035785844.1|AALB
OG0003707	LOC5575064|XP_021698851.1|AAEG	LOC118462487|XP_035784087.1|AALB
OG0003708	LOC5566015|XP_021698872.1|AAEG	LOC118467266|XP_035793441.1|AALB
OG0003709	LOC5566018|XP_001650384.2|AAEG	LOC118464636|XP_035787975.1|AALB
OG0003710	LOC5566025|XP_021698881.1|AAEG	LOC118462640|XP_035784380.1|AALB
OG0003711	LOC5574346|XP_001661381.1|AAEG	LOC118463308|XP_035785686.1|AALB
OG0003712	LOC5565753|XP_001650112.2|AAEG	LOC118464427|XP_035787683.1|AALB
OG0003713	LOC5574343|XP_001661378.2|AAEG	LOC118463939|XP_035786800.1|AALB
OG0003714	LOC5574341|XP_021698911.1|AAEG	LOC118463938|XP_035786799.1|AALB
OG0003715	LOC5577796|XP_021698955.1|AAEG	LOC118464577|XP_035787913.1|AALB
OG0003716	LOC23687946|XP_021698970.1|AAEG	LOC118467772|XP_035794494.1|AALB
OG0003717	LOC5577272|XP_001656371.1|AAEG	LOC118466725|XP_035792289.1|AALB
OG0003718	LOC5574567|XP_021699003.1|AAEG	LOC118466423|XP_035791596.1|AALB
OG0003719	LOC110676244|XP_021699030.1|AAEG	LOC118463130|XP_035785380.1|AALB
OG0003720	LOC5573291|XP_021699052.1|AAEG	LOC118465613|XP_035789883.1|AALB
OG0003721	LOC5573292|XP_001654507.1|AAEG	LOC118465616|XP_035789890.1|AALB
OG0003722	LOC5564044|XP_021699093.1|AAEG	LOC118464082|XP_035787032.1|AALB
OG0003723	LOC5577458|XP_001663389.1|AAEG	LOC118464092|XP_035787050.1|AALB
OG0003724	LOC5575702|XP_001662153.1|AAEG	LOC118467599|XP_035794178.1|AALB
OG0003725	LOC5575495|XP_021699130.1|AAEG	LOC118466222|XP_035791146.1|AALB
OG0003726	LOC5579263|XP_021699132.1|AAEG	LOC118466220|XP_035791140.1|AALB
OG0003727	LOC5565706|XP_021699195.1|AAEG	LOC118464713|XP_035788140.1|AALB
OG0003728	LOC5566098|XP_021699212.1|AAEG	LOC118464313|XP_035787502.1|AALB
OG0003729	LOC5566099|XP_021699209.1|AAEG	LOC118464982|XP_035788707.1|AALB, LOC118464305|XP_035787486.1|AALB
OG0003730	LOC5573007|XP_021699256.1|AAEG	LOC118467261|XP_035793437.1|AALB
OG0003731	LOC5574538|XP_001655189.2|AAEG	LOC118467074|XP_035793002.1|AALB
OG0003732	LOC5575610|XP_021699284.1|AAEG	LOC118467901|XP_035794718.1|AALB
OG0003733	LOC5572983|XP_001654307.2|AAEG	LOC118467898|XP_035794709.1|AALB
OG0003734	LOC5578843|XP_021699297.1|AAEG	LOC118466443|XP_035791645.1|AALB
OG0003735	LOC5578853|XP_021699343.1|AAEG	LOC118465755|XP_035790151.1|AALB
OG0003736	LOC5578854|XP_001664061.1|AAEG	LOC118465769|XP_035790177.1|AALB
OG0003737	LOC5578877|XP_001664064.2|AAEG	LOC118465760|XP_035790157.1|AALB
OG0003739	LOC5572863|XP_021699395.1|AAEG	LOC118463094|XP_035785269.1|AALB
OG0003740	LOC5564603|XP_021699399.1|AAEG	LOC118463095|XP_035785271.1|AALB
OG0003741	LOC5564600|XP_001648946.1|AAEG	LOC118463097|XP_035785276.1|AALB
OG0003742	LOC5575203|XP_001661842.1|AAEG	LOC118464124|XP_035787110.1|AALB
OG0003743	LOC5575925|XP_021699449.1|AAEG	LOC118467680|XP_035794344.1|AALB
OG0003744	LOC5575924|XP_001655915.2|AAEG	LOC118467682|XP_035794346.1|AALB
OG0003745	LOC5575920|XP_001655911.1|AAEG	LOC118467684|XP_035794348.1|AALB
OG0003746	LOC5575915|XP_021699455.1|AAEG	LOC118466242|XP_035791185.1|AALB
OG0003747	LOC5570352|XP_021699456.1|AAEG	LOC118466247|XP_035791192.1|AALB
OG0003748	LOC5570351|XP_021699457.1|AAEG	LOC118466244|XP_035791187.1|AALB
OG0003749	LOC5570349|XP_001653178.1|AAEG	LOC118466246|XP_035791191.1|AALB
OG0003750	LOC5570348|XP_021699463.1|AAEG	LOC118466250|XP_035791195.1|AALB
OG0003751	LOC5570347|XP_021699465.1|AAEG	LOC118466283|XP_035791256.1|AALB
OG0003752	LOC110680767|XP_021712245.1|AAEG, LOC5570328|XP_021699497.1|AAEG	LOC118465649|XP_035789955.1|AALB
OG0003753	LOC5570324|XP_001653151.2|AAEG	LOC118465654|XP_035789962.1|AALB
OG0003754	LOC5570322|XP_001653149.2|AAEG	LOC118465648|XP_035789954.1|AALB
OG0003755	LOC5578490|XP_021699523.1|AAEG	LOC118463860|XP_035786662.1|AALB
OG0003756	LOC5570727|XP_001659319.2|AAEG	LOC118466940|XP_035792732.1|AALB
OG0003757	LOC5574455|XP_021699561.1|AAEG	LOC118466138|XP_035790982.1|AALB
OG0003758	LOC5576991|XP_001663093.2|AAEG	LOC118467355|XP_035793641.1|AALB
OG0003759	LOC5576979|XP_021699583.1|AAEG	LOC118466073|XP_035790830.1|AALB
OG0003760	LOC110680436|XP_021711925.1|AAEG, LOC5576976|XP_021699594.1|AAEG	LOC118466075|XP_035790843.1|AALB
OG0003761	LOC5576975|XP_001663070.2|AAEG	LOC118467078|XP_035793008.1|AALB
OG0003762	LOC5576974|XP_021699600.1|AAEG	LOC118464601|XP_035787938.1|AALB, LOC118464617|XP_035787955.1|AALB
OG0003763	LOC110681304|XP_021712753.1|AAEG, LOC5568335|XP_021699608.1|AAEG	LOC118464295|XP_035787470.1|AALB
OG0003764	LOC5574473|XP_021699619.1|AAEG	LOC118466354|XP_035791382.1|AALB
OG0003765	LOC5574474|XP_001655133.2|AAEG	LOC118466754|XP_035792347.1|AALB
OG0003766	LOC5567477|XP_001657450.1|AAEG	LOC118466752|XP_035792342.1|AALB
OG0003767	LOC5570866|XP_001659377.1|AAEG	LOC118466357|XP_035791408.1|AALB
OG0003768	LOC110676375|XP_021699654.1|AAEG	LOC118463951|XP_035786822.1|AALB
OG0003769	LOC5570876|XP_001659386.1|AAEG	LOC118463633|XP_035786246.1|AALB
OG0003770	LOC5578270|XP_021699665.1|AAEG	LOC118462635|XP_035784375.1|AALB
OG0003771	LOC5578261|XP_021699680.1|AAEG	LOC118466829|XP_035792519.1|AALB
OG0003772	LOC5569280|XP_001652813.2|AAEG	LOC118467304|XP_035793521.1|AALB
OG0003773	LOC5569281|XP_021699682.1|AAEG	LOC118467302|XP_035793515.1|AALB
OG0003774	LOC5575621|XP_021699693.1|AAEG	LOC118467798|XP_035794564.1|AALB
OG0003775	LOC5576380|XP_001662596.2|AAEG	LOC118468440|XP_035795095.1|AALB
OG0003776	LOC5569572|XP_001658638.2|AAEG	LOC118464736|XP_035788231.1|AALB
OG0003777	LOC5567697|XP_001651861.1|AAEG	LOC118466911|XP_035792669.1|AALB
OG0003778	LOC5567695|XP_021699793.1|AAEG	LOC118464027|XP_035786976.1|AALB
OG0003779	LOC5565718|XP_021699822.1|AAEG	LOC118465806|XP_035790269.1|AALB
OG0003780	LOC5574832|XP_021699838.1|AAEG	LOC118465900|XP_035790445.1|AALB
OG0003781	LOC5574828|XP_001661659.2|AAEG	LOC118465902|XP_035790447.1|AALB
OG0003782	LOC5574827|XP_021699848.1|AAEG	LOC118466339|XP_035791359.1|AALB
OG0003783	LOC5574637|XP_001661554.1|AAEG	LOC118467165|XP_035793216.1|AALB
OG0003784	LOC5574642|XP_021699899.1|AAEG	LOC118463866|XP_035786676.1|AALB
OG0003785	LOC5574646|XP_001661565.1|AAEG	LOC118463574|XP_035786108.1|AALB
OG0003786	LOC5572038|XP_001660145.2|AAEG	LOC118464198|XP_035787250.1|AALB
OG0003787	LOC5572039|XP_021699913.1|AAEG	LOC118464200|XP_035787252.1|AALB
OG0003788	LOC5572041|XP_001660149.2|AAEG	LOC118464396|XP_035787639.1|AALB
OG0003789	LOC5572048|XP_021699945.1|AAEG, LOC110680878|XP_021712359.1|AAEG	LOC118464393|XP_035787633.1|AALB
OG0003790	LOC5564189|XP_001648526.1|AAEG	LOC118464404|XP_035787651.1|AALB
OG0003791	LOC5569986|XP_021700012.1|AAEG	LOC118461453|XP_035782675.1|AALB
OG0003792	LOC110681220|XP_021712682.1|AAEG, LOC5574372|XP_001661424.1|AAEG	LOC118461399|XP_035782557.1|AALB
OG0003793	LOC5575905|XP_021700119.1|AAEG	LOC118460015|XP_035779839.1|AALB
OG0003794	LOC5575899|XP_021700127.1|AAEG	LOC118464505|XP_035787834.1|AALB
OG0003795	LOC5578895|XP_001664101.2|AAEG	LOC118456604|XP_035773399.1|AALB, LOC118467390|XP_035793733.1|AALB
OG0003796	LOC5576279|XP_021700136.1|AAEG	LOC118467168|XP_035793226.1|AALB
OG0003797	LOC5565480|XP_021700166.1|AAEG	LOC118459879|XP_035779565.1|AALB
OG0003798	LOC5570378|XP_021700169.1|AAEG	LOC118459882|XP_035779572.1|AALB
OG0003799	LOC5570383|XP_021700181.1|AAEG	LOC118457992|XP_035775952.1|AALB
OG0003800	LOC5568035|XP_021700198.1|AAEG	LOC118456736|XP_035773679.1|AALB
OG0003801	LOC5580248|XP_021700214.1|AAEG	LOC118458226|XP_035776386.1|AALB
OG0003802	LOC5580249|XP_021700218.1|AAEG	LOC118468511|XP_035795241.1|AALB
OG0003803	LOC110681064|XP_021712524.1|AAEG, LOC110675168|XP_021695247.1|AAEG	LOC118468791|XP_035795892.1|AALB
OG0003804	LOC5570937|XP_021700238.1|AAEG	LOC118468943|XP_035796175.1|AALB
OG0003805	LOC5570930|XP_021700245.1|AAEG	LOC118468940|XP_035796168.1|AALB
OG0003806	LOC5570932|XP_001659404.1|AAEG	LOC118468942|XP_035796173.1|AALB
OG0003807	LOC5577719|XP_021700253.1|AAEG	LOC118467305|XP_035793526.1|AALB
OG0003808	LOC110680907|XP_021712384.1|AAEG, LOC5571158|XP_021700301.1|AAEG	LOC118460858|XP_035781457.1|AALB
OG0003809	LOC110681459|XP_021712912.1|AAEG, LOC5568632|XP_021700313.1|AAEG, LOC5568637|XP_001652464.1|AAEG	LOC118461847|XP_035783525.1|AALB
OG0003810	LOC5567649|XP_021700330.1|AAEG	LOC118458955|XP_035777829.1|AALB
OG0003811	LOC5578151|XP_001663723.2|AAEG	LOC118462591|XP_035784297.1|AALB
OG0003812	LOC5571946|XP_021700429.1|AAEG	LOC118456167|XP_035772593.1|AALB
OG0003813	LOC5569380|XP_021700450.1|AAEG	LOC118457969|XP_035775903.1|AALB
OG0003814	LOC5569498|XP_021700472.1|AAEG	LOC118457739|XP_035775442.1|AALB
OG0003815	LOC5579340|XP_001647648.2|AAEG	LOC118457743|XP_035775448.1|AALB
OG0003816	LOC5569510|XP_001658595.1|AAEG	LOC118461879|XP_035783609.1|AALB
OG0003817	LOC5576950|XP_001663045.1|AAEG	LOC118457510|XP_035775044.1|AALB
OG0003819	LOC5577422|XP_001656497.1|AAEG	LOC118462908|XP_035784901.1|AALB
OG0003820	LOC5578366|XP_001656937.1|AAEG	LOC118468215|XP_035794903.1|AALB
OG0003821	LOC5578355|XP_001656925.1|AAEG	LOC118458371|XP_035776659.1|AALB
OG0003822	LOC5566424|XP_001650824.1|AAEG	LOC118457153|XP_035774371.1|AALB
OG0003823	LOC5566438|XP_021700561.1|AAEG	LOC118457866|XP_035775658.1|AALB
OG0003824	LOC110676558|XP_021700624.1|AAEG	LOC118456884|XP_035773896.1|AALB
OG0003825	LOC5570915|XP_021700627.1|AAEG	LOC118456837|XP_035773826.1|AALB
OG0003826	LOC5570911|XP_001653388.1|AAEG	LOC118458379|XP_035776678.1|AALB
OG0003827	LOC5570902|XP_001653379.1|AAEG	LOC118460075|XP_035779983.1|AALB
OG0003828	LOC5570900|XP_021700654.1|AAEG	LOC118460074|XP_035779981.1|AALB
OG0003829	LOC5570899|XP_021700658.1|AAEG	LOC118460071|XP_035779963.1|AALB
OG0003830	LOC5572922|XP_001654255.1|AAEG	LOC118456966|XP_035774053.1|AALB
OG0003831	LOC5572925|XP_001654260.2|AAEG	LOC118456777|XP_035773745.1|AALB
OG0003832	LOC5572928|XP_001654263.2|AAEG	LOC118459790|XP_035779409.1|AALB
OG0003833	LOC5572931|XP_011493072.1|AAEG	LOC118459044|XP_035777961.1|AALB, LOC118459791|XP_035779412.1|AALB
OG0003834	LOC5574737|XP_021700707.1|AAEG	LOC118457516|XP_035775053.1|AALB
OG0003835	LOC5571425|XP_021700750.1|AAEG	LOC118460964|XP_035781634.1|AALB
OG0003836	LOC5566327|XP_001650716.1|AAEG	LOC118460572|XP_035780873.1|AALB
OG0003837	LOC5574285|XP_021700779.1|AAEG, LOC110681472|XP_021712930.1|AAEG	LOC118460568|XP_035780863.1|AALB
OG0003838	LOC5570424|XP_001659134.1|AAEG	LOC118468599|XP_035795475.1|AALB
OG0003839	LOC5570432|XP_001659139.1|AAEG	LOC118456470|XP_035773154.1|AALB
OG0003840	LOC5572643|XP_001654142.1|AAEG	LOC118461893|XP_035783640.1|AALB
OG0003841	LOC5572652|XP_001654152.1|AAEG	LOC118464174|XP_035787207.1|AALB
OG0003842	LOC5572664|XP_021700838.1|AAEG	LOC118459052|XP_035777971.1|AALB
OG0003843	LOC5565770|XP_021700878.1|AAEG	LOC118458558|XP_035777093.1|AALB
OG0003844	LOC5565771|XP_001650123.1|AAEG	LOC118457501|XP_035775030.1|AALB
OG0003845	LOC5565769|XP_021695269.1|AAEG	LOC118457660|XP_035775301.1|AALB
OG0003846	LOC110680286|XP_021711798.1|AAEG, LOC5565758|XP_021700904.1|AAEG	LOC118460412|XP_035780592.1|AALB
OG0003847	LOC5565762|XP_021700917.1|AAEG	LOC118460699|XP_035781109.1|AALB
OG0003848	LOC5564298|XP_021700923.1|AAEG	LOC118461871|XP_035783590.1|AALB
OG0003849	LOC5565399|XP_001649729.1|AAEG	LOC118457450|XP_035774939.1|AALB
OG0003850	LOC5565389|XP_001649742.3|AAEG	LOC118456297|XP_035772828.1|AALB
OG0003851	LOC5569185|XP_001652768.1|AAEG	LOC118460436|XP_035780622.1|AALB
OG0003852	LOC5564491|XP_001648836.1|AAEG	LOC118467789|XP_035794558.1|AALB
OG0003853	LOC5564509|XP_021701084.1|AAEG	LOC118461159|XP_035782049.1|AALB
OG0003854	LOC110680469|XP_021711969.1|AAEG, LOC5566992|XP_001651385.1|AAEG	LOC118457893|XP_035775758.1|AALB
OG0003855	LOC5566966|XP_021701101.1|AAEG	LOC118457892|XP_035775754.1|AALB
OG0003856	LOC110676661|XP_021701104.1|AAEG	LOC118459061|XP_035777985.1|AALB
OG0003857	LOC5566516|XP_021701149.1|AAEG	LOC118456685|XP_035773565.1|AALB
OG0003858	LOC5566513|XP_021701154.1|AAEG	LOC118457868|XP_035775665.1|AALB
OG0003859	LOC5575679|XP_021701224.1|AAEG	LOC118456763|XP_035773721.1|AALB
OG0003860	LOC5577025|XP_001656312.1|AAEG	LOC118458084|XP_035776137.1|AALB
OG0003861	LOC5574497|XP_001655160.1|AAEG	LOC118458442|XP_035776817.1|AALB
OG0003862	LOC5574499|XP_001655162.2|AAEG	LOC118457305|XP_035774675.1|AALB
OG0003863	LOC5574500|XP_021701250.1|AAEG	LOC118457303|XP_035774672.1|AALB
OG0003864	LOC5574502|XP_001655165.1|AAEG	LOC118457306|XP_035774682.1|AALB
OG0003865	LOC5574507|XP_021701271.1|AAEG	LOC118461665|XP_035783143.1|AALB
OG0003866	LOC110673980|XP_021701277.1|AAEG	LOC118458230|XP_035776391.1|AALB
OG0003867	LOC5578951|XP_001664130.1|AAEG	LOC118461670|XP_035783151.1|AALB
OG0003868	LOC110681235|XP_021712696.1|AAEG, LOC5568820|XP_021701334.1|AAEG	LOC118457871|XP_035775678.1|AALB
OG0003869	LOC110681451|XP_021712902.1|AAEG, LOC5568827|XP_001658193.1|AAEG	LOC118457467|XP_035774986.1|AALB
OG0003870	LOC5564986|XP_021701355.1|AAEG	LOC118457462|XP_035774960.1|AALB
OG0003871	LOC5564996|XP_001649341.1|AAEG	LOC118457469|XP_035774988.1|AALB
OG0003872	LOC5568984|XP_001658271.2|AAEG	LOC118456764|XP_035773724.1|AALB
OG0003873	LOC5568982|XP_001658273.1|AAEG	LOC118457997|XP_035775966.1|AALB
OG0003874	LOC5568981|XP_021701391.1|AAEG	LOC118459684|XP_035779208.1|AALB
OG0003875	LOC110676724|XP_021701400.1|AAEG	LOC118459690|XP_035779218.1|AALB
OG0003876	LOC5578796|XP_001657170.1|AAEG	LOC118456185|XP_035772632.1|AALB
OG0003877	LOC5578760|XP_001657128.2|AAEG	LOC118459216|XP_035778290.1|AALB
OG0003878	LOC110680375|XP_021711875.1|AAEG, LOC5578759|XP_021701450.1|AAEG	LOC118468473|XP_035795184.1|AALB
OG0003879	LOC5578755|XP_001657123.1|AAEG	LOC118468476|XP_035795187.1|AALB
OG0003880	LOC5578162|XP_021701461.1|AAEG	LOC118468678|XP_035795674.1|AALB
OG0003881	LOC5574041|XP_021701485.1|AAEG	LOC118459049|XP_035777966.1|AALB
OG0003882	LOC5574609|XP_021701494.1|AAEG	LOC118460718|XP_035781155.1|AALB
OG0003883	LOC5570959|XP_001659425.2|AAEG	LOC118459132|XP_035778100.1|AALB
OG0003884	LOC5577114|XP_021701499.1|AAEG	LOC118458891|XP_035777736.1|AALB
OG0003885	LOC5577113|XP_001663201.1|AAEG	LOC118457235|XP_035774508.1|AALB
OG0003886	LOC5577220|XP_001656323.1|AAEG	LOC118457233|XP_035774505.1|AALB
OG0003887	LOC5564147|XP_021701513.1|AAEG	LOC118468883|XP_035796068.1|AALB
OG0003888	LOC5578320|XP_021701538.1|AAEG	LOC118456889|XP_035773903.1|AALB
OG0003889	LOC5568234|XP_001657931.2|AAEG	LOC118460113|XP_035780041.1|AALB
OG0003890	LOC5579391|XP_001647695.2|AAEG	LOC118458901|XP_035777753.1|AALB
OG0003891	LOC5569335|XP_001658435.2|AAEG	LOC118458896|XP_035777745.1|AALB
OG0003892	LOC5569337|XP_001658441.1|AAEG	LOC118459777|XP_035779385.1|AALB
OG0003893	LOC5580262|XP_001656142.2|AAEG	LOC118460629|XP_035780971.1|AALB
OG0003894	LOC5580255|XP_001656145.1|AAEG	LOC118460631|XP_035780978.1|AALB
OG0003895	LOC5564478|XP_021701633.1|AAEG	LOC118458295|XP_035776512.1|AALB
OG0003896	LOC110675203|XP_021695308.1|AAEG, LOC5574678|XP_021701641.1|AAEG	LOC118461886|XP_035783627.1|AALB
OG0003898	LOC5565516|XP_001649871.1|AAEG	LOC118459234|XP_035778325.1|AALB
OG0003899	LOC5572627|XP_001660492.2|AAEG	LOC118459779|XP_035779388.1|AALB
OG0003900	LOC5566914|XP_021701727.1|AAEG	LOC118458388|XP_035776691.1|AALB
OG0003901	LOC5566913|XP_001651326.2|AAEG	LOC118468335|XP_035794978.1|AALB
OG0003902	LOC5566912|XP_021701729.1|AAEG	LOC118458387|XP_035776690.1|AALB
OG0003903	LOC5566910|XP_021701732.1|AAEG	LOC118458390|XP_035776695.1|AALB
OG0003904	LOC5566942|XP_021701730.1|AAEG	LOC118458389|XP_035776694.1|AALB
OG0003905	LOC5566941|XP_001651320.2|AAEG	LOC118457521|XP_035775059.1|AALB
